Orthogroup	Microcebus_murinus	Mesocricetus_auratus
OG0002176	XP_012619366.1	XP_005068975.1, XP_040602760.1
OG0002177	XP_012640265.1, XP_012640264.1	XP_040599986.1, XP_040599988.1, XP_040599987.1
OG0002179	XP_012602251.1	XP_005084949.1
OG0002181	XP_012631471.1	XP_040612828.1
OG0002182	XP_012639426.1	XP_040612556.1
OG0002183	XP_012633283.1	XP_005070404.1
OG0002184	XP_012619162.1	XP_040597776.1
OG0002184	XP_012618779.1	XP_005077851.1
OG0002185	XP_012637041.1, XP_012637042.1	XP_005071949.1, XP_040604426.1, XP_012970162.1, XP_005071950.1
OG0002186	XP_012605965.2, XP_020145790.1, XP_020138107.1	XP_040612281.1, XP_040597526.1
OG0002187	XP_012629958.1, XP_020138021.1, XP_012629954.1, XP_012629952.1, XP_012629953.1, XP_012629957.1, XP_012629955.1, XP_012629959.1	XP_040593688.1, XP_040593691.1, XP_040593689.1, XP_040593687.1
OG0002188	XP_012646471.1	XP_040597695.1
OG0002189	XP_012626038.1, XP_012626039.1	XP_005075241.1, XP_012972644.1, XP_021085838.1
OG0002191	XP_012621272.1	XP_021086264.2
OG0002191	XP_012621274.1	XP_005076034.1
OG0002192	XP_012602095.1, XP_012602094.2, XP_012602093.1	XP_005065123.1
OG0002193	XP_012641927.1	XP_005074158.1, XP_005074150.1, XP_005074209.2
OG0002194	XP_012599610.1	XP_005075786.2, XP_040589306.1
OG0002195	XP_012607791.1	XP_005078241.2
OG0002196	XP_012641878.1	XP_005074147.1
OG0002196	XP_012641877.2	XP_005074148.2
OG0002198	XP_012601735.1, XP_012601734.1	NP_001269227.1, XP_021085464.1
OG0002199	XP_012638441.1	XP_021086079.1
OG0002199	XP_012615232.1	XP_005063836.1
OG0002200	XP_012625289.1, XP_012625292.1, XP_012625290.1, XP_012625291.1, XP_012625288.1	XP_012972186.1
OG0002201	XP_020144830.1	XP_021080588.1, XP_012966125.1, XP_040611882.1, XP_021080590.1, XP_012966124.1, XP_005066376.1
OG0002202	XP_012626292.1	XP_005084205.1, XP_040598980.1, XP_040584119.1, XP_040612064.1, XP_040588747.1
OG0002203	XP_012609830.1, XP_012609826.1, XP_012609829.1, XP_012609828.1	XP_005084796.2
OG0002204	XP_012609764.1, XP_012609765.1	XP_012979602.3, XP_005084792.1, XP_021091439.1
OG0002207	XP_012630673.1	XP_021089531.1
OG0002208	XP_012593425.1	XP_021089321.1
OG0002209	XP_020140495.1	XP_005083165.1
OG0002209	XP_012610520.2	XP_040602430.1
OG0002210	XP_012604527.1	XP_005069258.1
OG0002211	XP_012638958.2	XP_005065679.1, XP_040584821.1, XP_012982110.1
OG0002212	XP_012599420.1	XP_005078727.2
OG0002213	XP_012644403.1	XP_040591330.1
OG0002214	XP_020145839.1	XP_040612519.1
OG0002216	XP_012606129.1, XP_012606127.1, XP_012606128.1	XP_040612292.1, XP_040612291.1, XP_012978998.2
OG0002217	XP_020137151.1	XP_040613443.1, XP_040613435.1
OG0002218	XP_020144349.1	XP_005088748.3
OG0002218	XP_012618801.1	XP_005077848.1
OG0002219	XP_012603129.1	XP_005068900.1
OG0002220	XP_012619226.1, XP_012619225.1, XP_012619224.1	XP_040613982.1
OG0002221	XP_012620071.1	XP_005084463.1
OG0002222	XP_012644323.1, XP_012644324.1	XP_012974361.1, XP_012974360.1
OG0002223	XP_012609452.1, XP_012609450.1, XP_012609451.1	XP_005139282.2
OG0002224	XP_012592909.1, XP_020141914.1	XP_005068827.2
OG0002225	XP_012618134.1	XP_005070872.3
OG0002226	XP_012618040.1, XP_012618039.1, XP_012618042.1, XP_012618037.1, XP_012618041.1, XP_012618038.1	XP_040588538.1, XP_012969377.1
OG0002227	XP_012618008.1, XP_012618009.1	XP_040587989.1
OG0002228	XP_020139240.1	XP_005071983.1, XP_040604407.1
OG0002229	XP_012641810.1	XP_021083953.1, XP_005071978.1
OG0002230	XP_012637053.1	XP_040603837.1, NP_001268547.1
OG0002231	XP_020145634.1, XP_020145630.1, XP_020145629.1, XP_020145633.1, XP_020145632.1, XP_020145627.1, XP_020145631.1, XP_020145628.1, XP_020145635.1	XP_040613587.1
OG0002232	XP_012640029.1, XP_012635643.1	XP_040611113.1
OG0002233	XP_012627796.1	XP_012980522.1
OG0002234	XP_012629202.1	XP_005069591.1, XP_012968472.1, XP_012968471.1
OG0002235	XP_012631201.1	XP_040604877.1
OG0002236	XP_012622591.1	XP_040599709.1, XP_040613039.1
OG0002237	XP_012631766.1	XP_005072217.1, XP_040612958.1, XP_021084064.1, XP_012970352.1
OG0002238	XP_012631732.1	XP_040612944.1
OG0002239	XP_012646965.1	XP_040590882.1
OG0002240	XP_012646959.1, XP_020137493.1, XP_020137494.1	XP_012975382.1, NP_001268568.1
OG0002241	XP_012593928.1, XP_012593927.1	XP_005073138.1
OG0002242	XP_012598115.1, XP_012598116.1	XP_005076342.1
OG0002243	XP_012633728.1	XP_040587711.1
OG0002244	XP_012607168.1, XP_012619552.2, XP_012609558.1	XP_005080391.1, XP_040612140.1
OG0002245	XP_020137216.1	XP_040587133.1
OG0002246	XP_012614575.1, XP_012614584.1, XP_012614578.1, XP_012614581.1, XP_012614579.1, XP_012614582.1, XP_012614576.1, XP_012614585.1, XP_012614577.1, XP_012614580.1	XP_040587315.1
OG0002247	XP_012614819.1	XP_040607270.1
OG0002249	XP_012614868.1, XP_012614869.1	XP_005080040.1
OG0002250	XP_012619630.1, XP_012619629.1	XP_005064402.1
OG0002251	XP_020137095.1	XP_040604141.1
OG0002252	XP_012599338.1, XP_012599337.1, XP_012599253.1	XP_005081796.3
OG0002253	XP_012604083.1, XP_012604086.1, XP_012604085.1, XP_012604084.1	XP_021086878.1, XP_040607910.1, XP_012973873.1
OG0002254	XP_012646357.1, XP_012646358.1, XP_012646362.1, XP_012646359.1, XP_012646360.1, XP_012646361.1, XP_012646356.1, XP_012646363.1	XP_040589483.1, XP_040589482.1
OG0002255	XP_012646349.1	XP_040589550.1
OG0002257	XP_012591998.1	XP_005073524.1, XP_021084854.1
OG0002258	XP_012620542.1, XP_012620544.1, XP_012620543.1	XP_040593907.1, XP_040593908.1
OG0002259	XP_012623170.1, XP_012623171.1	XP_040608449.1, XP_040608446.1, XP_040608445.1, XP_040608447.1, XP_040608450.1, XP_040608448.1, XP_040608451.1
OG0002261	XP_012623321.1	XP_005080232.1
OG0002262	XP_020138032.1, XP_012625344.1, XP_012625347.1, XP_012625345.1	XP_005076507.1, XP_021086552.1
OG0002263	XP_012629359.1, XP_012629357.1, XP_012629358.1, XP_012629360.1	XP_012967666.1, XP_005068449.1
OG0002264	XP_020141378.1, XP_020141371.1	XP_040598963.1
OG0002265	XP_012613479.1, XP_012613480.1	XP_021078482.1, XP_005085865.1
OG0002266	XP_012629395.2	XP_005068464.1
OG0002267	XP_012594098.1	XP_040599289.1
OG0002268	XP_012646503.1	XP_040598470.1
OG0002269	XP_012601966.1	XP_012967530.1, XP_012967531.1
OG0002271	XP_012624966.1	XP_040587795.1, XP_005064262.1, XP_040613228.1, XP_040612121.1
OG0002272	XP_012645200.1	XP_040603794.1, XP_040603054.1, XP_040602434.1, XP_040604318.1, XP_040595705.1, XP_040605470.1
OG0002273	XP_020145198.1, XP_012639996.1	XP_012978761.1, XP_012978764.1, XP_040601181.1, XP_040601180.1, XP_040601179.1, XP_012978762.1, XP_012978763.1
OG0002275	XP_012611646.1	XP_012968869.1, XP_012968870.1, XP_005069905.1
OG0002276	XP_020136688.1	XP_040605901.1, XP_040600223.1
OG0002277	XP_012621194.1, XP_012621192.1, XP_012621195.1, XP_012621193.1	XP_012981652.1, XP_012981651.1
OG0002278	XP_012638484.1, XP_012638580.1, XP_012638698.1	XP_005077125.1, XP_021086763.1
OG0002279	XP_012639981.1	XP_021090674.1
OG0002280	XP_012637577.1	XP_040601087.1
OG0002281	XP_012599531.1	XP_040592847.1
OG0002282	XP_020145192.1	XP_040600960.1
OG0002283	XP_012627489.1, XP_012627491.1, XP_012627490.1	XP_040591574.1, XP_040591575.1, XP_040591577.1, XP_040591576.1, XP_040591578.1, XP_040591579.1
OG0002284	XP_012627447.1	XP_040591561.1
OG0002285	XP_020145057.1	XP_005082155.1
OG0002286	XP_012644977.1	XP_005066951.1
OG0002287	XP_012644998.1, XP_020143424.1	XP_021081112.1
OG0002288	XP_012597310.1, XP_012597309.1	XP_040608636.1, XP_040608635.1, XP_040608634.1
OG0002289	XP_012642599.1, XP_012642598.1, XP_020143352.1, XP_012642596.1, XP_012642594.1, XP_012642595.1, XP_012642597.1, XP_012642600.1	XP_040610130.1, XP_040610129.1, XP_040610128.1
OG0002290	XP_012620379.1	XP_005070450.1, XP_040589091.1, XP_040589090.1, XP_012969075.1
OG0002291	XP_012624396.1	XP_040594326.1
OG0002292	XP_012604438.1, XP_012604437.1, XP_012604439.1	XP_040614022.1
OG0002293	XP_012625566.1, XP_012625565.1	XP_005078893.1
OG0002294	XP_012625495.1, XP_012625491.1, XP_012625493.1, XP_012625494.1, XP_012625492.1	XP_005078857.1, XP_012975082.1, XP_012975080.1, XP_021087850.1
OG0002295	XP_012592279.1, XP_012592280.1	XP_005076541.1, XP_040594715.1
OG0002296	XP_012592073.1	XP_005065858.1
OG0002297	XP_012616300.1	XP_012970609.1, XP_012970608.1, XP_040585302.1
OG0002298	XP_012624606.1	XP_012971503.1, XP_005073733.1
OG0002299	XP_012624891.1, XP_012624892.1, XP_012624893.1	XP_040596591.1, XP_012965713.1
OG0002302	XP_012618010.1	XP_012966704.1, XP_012966705.1
OG0002303	XP_012641405.1, XP_020139856.1	XP_040603240.1
OG0002304	XP_012601111.2	XP_005083356.1
OG0002304	XP_012637810.1	XP_005086532.1
OG0002305	XP_012634991.1	XP_005084015.1
OG0002306	XP_012601150.1, XP_012601143.1	XP_012973321.1, XP_005076260.1, XP_012973320.1, XP_040599135.1
OG0002308	XP_012591255.1	XP_005083975.2
OG0002309	XP_020146123.1, XP_012620683.1	XP_005084436.1
OG0002310	XP_020145226.1	XP_040612865.1
OG0002311	XP_012631434.1, XP_012631433.1, XP_012631432.1	XP_040612809.1, XP_040612808.1
OG0002312	XP_012639166.1, XP_012639165.1	XP_021088763.1
OG0002313	XP_012636435.2, XP_012639618.1, XP_012639617.1	XP_040613881.1, XP_021080753.1
OG0002314	XP_012623557.1	XP_005083130.2
OG0002315	XP_012600202.1, XP_012600199.1, XP_012600201.1, XP_012600200.1, XP_012600203.1	XP_005082446.1
OG0002316	XP_012641616.1	XP_040597088.1
OG0002317	XP_012632836.1	XP_005066588.1
OG0002318	XP_012631204.2	XP_040587638.1
OG0002319	XP_020138402.1	XP_040587792.1
OG0002320	XP_012643543.1	XP_021088088.1
OG0002321	XP_012643742.2	XP_005073694.2
OG0002322	XP_012598170.1, XP_012598171.1, XP_012598169.1	XP_005078333.1, XP_005078332.1
OG0002323	XP_012644131.1, XP_012644123.1	XP_012969575.1, XP_012969573.1, XP_040593251.1
OG0002324	XP_012617403.1, XP_012617408.1, XP_012617406.1, XP_012617405.1	XP_040608133.1, XP_040608134.1
OG0002325	XP_020139630.1	XP_005084335.1, XP_012979224.1, XP_040608181.1
OG0002326	XP_012602158.1, XP_012602135.1	XP_005065107.1, XP_005065106.2
OG0002327	XP_012644025.1	XP_005065010.3
OG0002328	XP_012633494.1, XP_012633493.1	XP_021082272.1, XP_012969894.1, XP_012969901.1
OG0002329	XP_012639277.1	XP_040590766.1, XP_040590767.1
OG0002330	XP_012621747.1, XP_020141462.1	XP_040610377.1, XP_040588667.1
OG0002331	XP_012607174.1	XP_040585294.1
OG0002332	XP_012635431.1, XP_012635432.1	XP_005069087.1, XP_021082216.1
OG0002333	XP_012621095.1	XP_005077733.2
OG0002334	XP_012627081.1, XP_012627082.1	XP_005077746.1, XP_012974289.1
OG0002336	XP_020140851.1	XP_012969669.2
OG0002337	XP_020135961.1	XP_012980033.1, XP_021091692.1, XP_021091693.1
OG0002338	XP_012626930.1	XP_005074912.1
OG0002339	XP_012627114.1	XP_012972434.2
OG0002340	XP_012626850.1, XP_012626851.1, XP_020135937.1	XP_005074936.1
OG0002341	XP_012626661.1	XP_021085655.1, XP_005075013.1, XP_040595510.1
OG0002342	XP_012626493.1, XP_012626495.1, XP_012626494.1	XP_040596097.1
OG0002343	XP_020139436.1	XP_012980773.2
OG0002344	XP_012613893.2	XP_012978367.1, XP_021090480.1, XP_040593594.1, XP_040593592.1, XP_021090479.1, XP_012978366.1
OG0002345	XP_012599385.1	XP_005077386.1
OG0002346	XP_012594131.1	XP_012971697.2, XP_005074167.2
OG0002347	XP_012599972.1, XP_012599967.1, XP_012599971.1, XP_012599973.1, XP_012599970.1	XP_012971834.1, XP_005073998.1, XP_012971833.1
OG0002348	XP_012600494.1	XP_012971815.1
OG0002349	XP_012600376.1, XP_012600377.1, XP_012600375.1	XP_021085177.1
OG0002350	XP_012642071.1, XP_012642067.1, XP_012642069.1, XP_012642068.1, XP_012642070.1	XP_040589445.1, XP_040613268.1
OG0002351	XP_020141060.1	XP_040595796.1, XP_040595699.1
OG0002352	XP_012604594.1	XP_012970398.1, XP_005072060.1, XP_021083990.1, XP_012970399.1
OG0002353	XP_012636260.1, XP_012636261.1, XP_012636259.1	XP_040602306.1
OG0002354	XP_012610238.1, XP_012610240.1, XP_012610239.1	XP_005086127.1, XP_012980697.1
OG0002355	XP_020137634.1	XP_012979563.1, XP_005084670.1, XP_021091300.1
OG0002356	XP_020143635.1	XP_005082304.1, XP_040609050.1, XP_040609049.1
OG0002357	XP_012594727.1, XP_012594728.1, XP_012594725.1	XP_040590489.1
OG0002358	XP_012647021.1	XP_040609021.1, XP_040609023.1, XP_040609024.1, XP_040609022.1
OG0002359	XP_012634748.1, XP_012634896.1, XP_012634897.1, XP_012634898.1	XP_021086899.1
OG0002360	XP_012615894.1	XP_040595347.1
OG0002362	XP_012594964.1	XP_040599577.1
OG0002363	XP_012618064.1, XP_020143037.1, XP_012618082.1, XP_012618056.1, XP_012618047.1, XP_012618073.1	XP_012966844.1
OG0002364	XP_012623852.1	XP_040600021.1
OG0002365	XP_012624897.1	XP_005063571.1
OG0002366	XP_012626382.1	XP_012970822.1
OG0002367	XP_012629548.1	XP_040597426.1
OG0002367	XP_012629555.1	XP_021079478.1
OG0002368	XP_012598324.1	XP_021086826.1
OG0002369	XP_012621793.1	XP_012973288.1
OG0002370	XP_012621919.1, XP_012621917.1, XP_012621918.1, XP_012621915.1, XP_012621916.1	XP_040601997.1
OG0002371	XP_012622012.1, XP_020141566.1	XP_005068559.1
OG0002372	XP_012638443.1	XP_012972891.1
OG0002373	XP_012614202.1, XP_012614203.1, XP_012614204.1	XP_005075593.1
OG0002375	XP_012634584.1	XP_005070930.2
OG0002376	XP_012634465.1	XP_040607699.1, XP_040607702.1, XP_040607705.1, XP_040607701.1, XP_040607703.1, XP_040607700.1, XP_040607707.1, XP_040607706.1, XP_040607704.1
OG0002377	XP_012629483.1, XP_012629482.1, XP_012629484.1	XP_005076110.1
OG0002378	XP_020140864.1	XP_040603414.1, XP_005068176.1
OG0002379	XP_012635107.1	XP_040606638.1
OG0002380	XP_012636052.1	XP_021083637.1
OG0002381	XP_012620064.1	XP_005084468.1
OG0002382	XP_012592429.1	XP_005069763.1
OG0002382	XP_012605305.1	XP_040600611.1
OG0002383	XP_012645106.1	XP_005071670.2
OG0002384	XP_020144412.1	XP_005071668.1
OG0002385	XP_012597483.1	XP_040611603.1
OG0002385	XP_012597479.1, XP_012597478.1	XP_005086738.1
OG0002386	XP_012609030.1	XP_005066423.1
OG0002387	XP_012609042.1	XP_005066417.1
OG0002388	XP_012597547.2	XP_005066536.1
OG0002389	XP_012636706.1, XP_020136331.1	XP_040608988.1
OG0002389	XP_012591747.1	XP_040588206.1
OG0002390	XP_012632339.1	XP_005084549.1
OG0002391	XP_012594351.1	XP_040609396.1
OG0002392	XP_012614231.1, XP_012614227.1	XP_040595273.1, XP_012971343.1, XP_005073425.1
OG0002393	XP_020140602.1	XP_012981316.2
OG0002394	XP_012640219.1	XP_040600013.1, XP_040600012.1
OG0002395	XP_012619064.1	XP_005081989.1
OG0002395	XP_012640125.1	XP_005074293.1
OG0002397	XP_020140817.1	XP_040599724.1
OG0002398	XP_020139612.1	XP_012974895.1
OG0002400	XP_012624391.1	XP_040597902.1, XP_040593598.1, XP_040593593.1, XP_040593583.1, XP_040593588.1
OG0002402	XP_012600315.1	XP_012971707.1
OG0002403	XP_012618701.1	XP_005077883.1
OG0002404	XP_020136396.1	XP_040607145.1, XP_005070189.2, XP_040593309.1, XP_040609013.1, XP_040599305.1
OG0002405	XP_012612716.1, XP_012612717.1	XP_040600687.1, XP_012981310.1
OG0002406	XP_012633194.1	XP_040598811.1
OG0002407	XP_012645100.1, XP_012645097.1, XP_012645098.1	NP_001268483.1, XP_021083629.1
OG0002408	XP_012639850.1	XP_005083752.1
OG0002409	XP_012629870.1, XP_012629869.1	XP_005072943.1
OG0002410	XP_012619789.1	XP_040610369.1, XP_040610370.1, XP_040610357.1, XP_040610372.1, XP_040610361.1, XP_040610366.1
OG0002411	XP_012629968.2	NP_001268512.1, NP_001268539.1
OG0002413	XP_012646836.1, XP_020142532.1	XP_005084911.1
OG0002414	XP_012643888.1	NP_001268874.1
OG0002415	XP_020144498.1, XP_020144499.1	XP_005066863.1, XP_040597916.1, XP_040597913.1, XP_040597914.1, XP_040597915.1
OG0002416	XP_012596927.1	XP_005072918.1
OG0002417	XP_012593307.1, XP_012593306.1, XP_012593303.1, XP_012593308.1	XP_040604289.1
OG0002418	XP_012619167.1, XP_012619170.1, XP_012619168.1, XP_012619169.1, XP_012619175.1, XP_012619173.1, XP_020145789.1, XP_012619174.1, XP_012619176.1, XP_012619177.2	XP_012968196.1
OG0002419	XP_012633255.1	XP_040589143.1
OG0002420	XP_012614992.1	XP_005068762.1
OG0002422	XP_012617627.1	XP_040584956.1, XP_040604540.1, XP_040604538.1, XP_040595668.1, XP_040604541.1
OG0002423	XP_012600408.2	XP_040597781.1, NP_001269051.1
OG0002424	XP_012615113.1, XP_012615110.1, XP_012615114.1, XP_012615111.1	XP_040584220.1, XP_040584223.1, XP_040584221.1, XP_040584222.1
OG0002425	XP_012592148.1, XP_012638570.2, XP_012638563.2, XP_012638556.2, XP_012638565.2	NP_001273041.1
OG0002426	XP_012602792.1, XP_012602793.1, XP_012602794.1	XP_005070062.1
OG0002428	XP_012632854.1	XP_005066597.1, XP_040587802.1, XP_040587799.1, XP_040587801.1
OG0002429	XP_012639766.1	XP_040586247.1
OG0002430	XP_012646701.1	XP_040608242.1
OG0002432	XP_012604151.1, XP_012604152.2	XP_005078299.1, XP_040593369.1
OG0002433	XP_012611303.2	XP_040586187.1, XP_005069442.2
OG0002434	XP_012642088.1, XP_012642089.1, XP_012641905.1, XP_012620141.1	XP_040613344.1, XP_040587687.1
OG0002435	XP_012615173.1, XP_012615172.1, XP_012615175.1, XP_012615174.1	XP_040584105.1
OG0002436	XP_020139198.1, XP_020139199.1	XP_021080140.1, XP_040590532.1, XP_040590531.1, XP_040590530.1
OG0002437	XP_012636678.1	XP_040613746.1, XP_012980574.1, XP_040613747.1
OG0002438	XP_012600933.1	XP_040597568.1, XP_021085476.1, XP_012972178.1, XP_021085475.1, XP_005074670.1, XP_021085477.1
OG0002439	XP_012598195.1	XP_040614169.1, XP_040614167.1, XP_040614168.1
OG0002440	XP_012596376.1, XP_012596375.1, XP_012596373.1, XP_012596374.1	XP_021080270.1, XP_005065943.1
OG0002441	XP_012615078.1, XP_012615081.1, XP_012615080.1, XP_012615079.1	XP_040614201.1
OG0002442	XP_012593282.1	XP_005063770.1
OG0002443	XP_012631009.1	XP_012979182.1
OG0002444	XP_012640990.1	XP_040592142.1
OG0002445	XP_012609791.2, XP_012609790.2, XP_012609789.2, XP_012609788.2	XP_005084820.1, XP_040591968.1, XP_040591969.1, XP_012979643.1
OG0002446	XP_012600109.1	XP_005064866.1
OG0002447	XP_012616999.1, XP_020138918.1, XP_020138917.1, XP_012617000.1, XP_012617001.1	XP_040590423.1, XP_012980965.2, XP_040590424.1
OG0002448	XP_012609229.1	XP_005081314.2
OG0002449	XP_012638509.1	XP_005065663.1, XP_021078656.1, XP_012980853.1
OG0002450	XP_012599411.2	XP_005078684.1, XP_040596746.1
OG0002451	XP_012619888.1, XP_012619887.1, XP_012619889.1	XP_012975363.1, XP_005079221.1, XP_040607645.1
OG0002452	XP_012620843.2, XP_012620845.2	XP_012975601.1, XP_021088404.1, XP_005079542.1, XP_012975600.1, XP_040612494.1, XP_040612493.1
OG0002453	XP_012606048.1	XP_040612422.1
OG0002454	XP_012606193.1, XP_012606192.1, XP_012606191.1	XP_040612305.1
OG0002455	XP_012643137.1, XP_020136735.1	XP_005081108.1
OG0002456	XP_012618577.1	XP_012976683.1
OG0002457	XP_012618529.1	XP_021089248.1
OG0002458	XP_012619206.1	XP_005065352.1
OG0002458	XP_020139574.1	XP_005083363.1
OG0002459	XP_012628944.1	XP_012973914.3
OG0002460	XP_012619955.1	XP_005083998.1
OG0002460	XP_012607258.1	XP_005065756.3
OG0002461	XP_020145723.1	XP_005065739.1
OG0002462	XP_012636997.1, XP_012636996.1, XP_012636998.1	XP_040611922.1, XP_012974721.1, XP_012974722.1
OG0002464	XP_012618081.1, XP_012618084.1, XP_012618080.1, XP_012618085.1, XP_012618086.1, XP_012618083.1	XP_021083286.1, XP_012969428.1, XP_040588075.1
OG0002465	XP_012643492.1	XP_040603636.1, XP_040603637.1, XP_021087199.1, XP_021087198.1
OG0002466	XP_012642771.1	XP_012974749.1
OG0002467	XP_012617218.1, XP_012617219.1	XP_005067794.3, XP_040604623.1
OG0002468	XP_020145785.1, XP_020145663.1, XP_020145664.1	XP_005082841.1
OG0002469	XP_012613663.1, XP_012613664.1	XP_005082843.1, XP_012978033.1
OG0002470	XP_012622386.1, XP_012622385.1, XP_012622388.1	XP_040607449.1, XP_040599024.1, XP_040603784.1
OG0002471	XP_012638752.1	XP_040585854.1, XP_021078518.1
OG0002472	XP_012638738.2	XP_040586228.1
OG0002473	XP_012645303.1	XP_012968355.1, XP_012968357.1, XP_012968356.1
OG0002474	XP_012628991.1	XP_040585938.1
OG0002475	XP_012629223.1, XP_012629222.1, XP_012629224.1	XP_040585908.1
OG0002476	XP_012603362.1, XP_012603363.1	XP_040604697.1, XP_021081487.2, XP_012967027.2, XP_012967028.2, XP_040604695.1, XP_040604696.1
OG0002477	XP_012640198.1	XP_040597812.1, XP_040591199.1, XP_040590784.1
OG0002478	XP_012593912.1, XP_012593913.1, XP_012593914.1	XP_040592082.1, XP_040592075.1, XP_040592059.1, XP_040592039.1, XP_040592088.1, XP_005073135.1, XP_040592055.1, XP_040592045.1, XP_040592064.1
OG0002479	XP_012598746.1	XP_005073130.2
OG0002480	XP_012597840.1	XP_040592475.1
OG0002481	XP_012627987.1	XP_040593236.1
OG0002482	XP_012614590.1	XP_021088851.1
OG0002483	XP_012614760.1	XP_005080472.1
OG0002484	XP_012614477.1	XP_012975916.1, XP_012975917.1
OG0002485	XP_012619689.1	XP_021084439.1
OG0002486	XP_012619728.1	XP_012969772.1
OG0002487	XP_012619776.1, XP_012619775.1	XP_005064471.1, XP_021084638.1
OG0002488	XP_012614357.1	XP_005064476.1
OG0002489	XP_012599228.1	XP_040604127.1
OG0002490	XP_012598935.1	XP_012977176.2, XP_012977173.2, XP_012977175.2, XP_012977174.2
OG0002491	XP_012593263.2	XP_040604315.1
OG0002492	XP_012607099.1, XP_012607102.1, XP_012607100.1, XP_012607101.1, XP_012607098.1	XP_005076708.3
OG0002493	XP_012607133.1	XP_040607954.1
OG0002493	XP_012607158.1	XP_040607956.1
OG0002494	XP_020138648.1	XP_040589402.1
OG0002495	XP_012595989.1	XP_040585433.1, XP_040585432.1
OG0002496	XP_012606600.1	XP_040595246.1, XP_012974601.1
OG0002497	XP_012591221.1	XP_040594465.1, XP_040594466.1
