Orthogroup	Microcebus_murinus	Ictidomys_tridecemlineatus
OG0001212	XP_012639053.1, XP_012639057.1, XP_012639055.1, XP_012639052.1, XP_012639051.1, XP_012639056.1, XP_012639054.1	XP_013216467.1, XP_005330989.1, XP_040149077.1
OG0001213	XP_012640527.1	XP_040149306.1
OG0001214	XP_012640393.1	XP_005329277.1
OG0001215	XP_020144245.1	XP_005322681.1, XP_040127265.1
OG0001216	XP_012625016.1	XP_040139800.1, XP_021576700.1, XP_040139801.1, XP_005341673.1
OG0001217	XP_012633573.1, XP_012633569.1, XP_012633575.1, XP_012633570.1, XP_012633568.1, XP_012633571.1, XP_020141958.1, XP_012633574.1, XP_012633572.1	XP_040140037.1, XP_040140038.1, XP_040140041.1, XP_040140042.1, XP_040140035.1, XP_040140045.1, XP_040140046.1, XP_040140043.1, XP_040140034.1, XP_040140044.1, XP_040140040.1, XP_040140039.1
OG0001218	XP_012626512.1	XP_005333133.1
OG0001218	XP_012626510.1	XP_040147115.1, XP_040146098.1
OG0001219	XP_012592416.1	XP_040126075.1
OG0001219	XP_012621007.1	XP_040137687.1
OG0001220	XP_012604582.1	XP_021583951.1
OG0001221	XP_012604562.2, XP_012604563.2	XP_040126490.1
OG0001222	XP_012610721.1, XP_012610723.1, XP_012610722.1, XP_012610720.1	XP_021585189.1
OG0001223	XP_012635702.1	XP_040131443.1
OG0001224	XP_012621590.1, XP_012621585.1, XP_012621586.1, XP_012621588.1, XP_012621592.1, XP_012621587.1, XP_012621591.1	XP_005325272.1
OG0001225	XP_012621581.1, XP_012621580.1, XP_012621583.1, XP_012621584.1, XP_012621582.1	XP_040130736.1, XP_040130737.1, XP_005325269.1
OG0001226	XP_012594742.1	XP_005342875.3, XP_005342890.2
OG0001227	XP_012593844.2, XP_020143027.1, XP_012618608.2	XP_005325178.1, XP_005325048.1
OG0001228	XP_012611297.1	XP_040132026.1, XP_040136497.1, XP_005325094.1, XP_005325095.1
OG0001229	XP_012615966.1	XP_005338431.1
OG0001230	XP_012615957.1, XP_012615956.1	XP_005338385.1, XP_021590932.1, XP_013219723.1, XP_005338384.1
OG0001231	XP_012603400.1	XP_021575568.1, XP_040136784.1, XP_040136783.1, XP_040136786.1, XP_040136785.1, XP_005339987.1
OG0001232	XP_012611277.1, XP_012611128.1, XP_012611356.1, XP_012611205.1, XP_012611422.1, XP_012611507.1, XP_012611582.1	XP_005324936.1
OG0001233	XP_012618807.1	XP_040136508.1
OG0001234	XP_012600054.1	XP_005339112.1
OG0001235	XP_012618995.1	XP_040131662.1, XP_040131663.1, XP_040131661.1, XP_005316590.1
OG0001235	XP_012618996.1	XP_021582275.1
OG0001236	XP_012646472.2	XP_013215136.1
OG0001237	XP_020141502.1, XP_020141501.1	XP_021582560.1, XP_021582551.1, XP_021582553.1
OG0001238	XP_012638460.1, XP_012638457.1, XP_012638458.1, XP_012638459.1	XP_005316688.1, XP_040131992.1, XP_021582733.1
OG0001239	XP_012614167.1	XP_005316774.2
OG0001240	XP_012613318.1, XP_012603717.1	XP_040130343.1
OG0001241	XP_012602480.1, XP_020140380.1, XP_020140376.1, XP_020140379.1, XP_020140378.1, XP_012602479.1, XP_012602481.1, XP_020140377.1, XP_020140375.1	XP_005323579.1
OG0001242	XP_012621655.1	XP_005330150.1, XP_021585334.1
OG0001243	XP_012629515.1	XP_021576753.1
OG0001244	XP_012592495.1	XP_013216488.1
OG0001246	XP_012596854.1, XP_012596851.1, XP_012596856.1, XP_012596850.1, XP_012596857.1, XP_012596853.1, XP_012596852.1	XP_005337082.2
OG0001247	XP_012624048.1	XP_040143242.1
OG0001247	XP_012624051.1	XP_005342596.1
OG0001248	XP_012610811.1, XP_012610812.1	XP_040138526.1
OG0001249	XP_012606091.1	XP_021580885.1
OG0001249	XP_012640292.1	XP_005316016.1
OG0001250	XP_012640266.1	XP_005316032.1, XP_040144650.1
OG0001251	XP_012605869.1	XP_040141202.1, XP_040141204.1, XP_040141210.1, XP_013211508.1, XP_040141213.1
OG0001252	XP_012607212.1	XP_040149514.1
OG0001253	XP_020142123.1	XP_040140516.1
OG0001254	XP_012624490.1	XP_040142017.1
OG0001254	XP_012623805.1	XP_021583555.1
OG0001255	XP_012638604.1, XP_012638596.1, XP_012638615.1	XP_021578139.1, XP_005319582.1, XP_021578140.1, XP_021578138.1, XP_040128529.1
OG0001256	XP_012645398.1	XP_040129127.1
OG0001257	XP_012632034.1, XP_012632037.1, XP_012632036.1	XP_040147012.1, XP_040147014.1, XP_040147013.1, XP_005334603.1
OG0001258	XP_012639107.1, XP_012639109.1, XP_012639106.1, XP_012639108.1, XP_012639110.1	XP_005330960.1
OG0001259	XP_012617095.1	XP_005332288.2
OG0001260	XP_012598427.1	XP_040131826.1, XP_013214104.1
OG0001262	XP_020139466.1	XP_005333045.1, XP_005333048.1, XP_040148478.1, XP_040124399.1
OG0001263	XP_012643483.1	XP_005340606.1
OG0001264	XP_012610770.1	XP_040131430.1
OG0001264	XP_012610370.1	XP_005320590.1, XP_005320589.1
OG0001266	XP_020141164.1, XP_012643088.1	XP_040144805.1, XP_005330736.1, XP_013216398.1, XP_040144806.1
OG0001268	XP_012641950.1, XP_012641895.1	XP_005323365.1, XP_005323364.1, XP_005323363.1, XP_005323169.1
OG0001270	XP_020139189.1	XP_040135328.1, XP_005342852.1, XP_021590902.1, XP_040135616.1, XP_040135736.1, XP_040135330.1, XP_040135331.1, XP_013221891.2
OG0001271	XP_012616638.1	XP_005325255.1
OG0001271	XP_012635442.1	XP_021575820.2
OG0001272	XP_012594650.1	XP_005334657.1
OG0001272	XP_012617013.1	XP_005336640.1
OG0001273	XP_012616713.1	XP_005338242.1, XP_013219672.1, XP_013219673.1
OG0001274	XP_012630105.1	XP_021589696.1
OG0001275	XP_012630588.2	XP_021585725.1
OG0001276	XP_012606026.1	XP_040145099.1
OG0001277	XP_012604244.1, XP_012604238.1, XP_012604240.1, XP_012604241.1, XP_020137922.1, XP_012604239.1, XP_012604245.1, XP_012604243.1	XP_005324284.1
OG0001278	XP_012604376.1, XP_012604377.1	XP_005324275.1
OG0001279	XP_012622277.1, XP_012622276.1	XP_005315703.1, XP_013214771.1
OG0001280	XP_012618722.1, XP_012618718.1, XP_012618719.1, XP_012618721.1, XP_020144702.1, XP_012618720.1	XP_040131046.1, XP_021578600.1, XP_040131044.1, XP_021578602.1, XP_040131045.1, XP_005320226.1, XP_021578599.1
OG0001281	XP_012628364.1	XP_005325364.1
OG0001282	XP_012617945.1	XP_005338600.1
OG0001283	XP_012617964.1, XP_012617961.1, XP_012617962.1, XP_012617963.1	XP_040129085.1, XP_040129086.1, XP_005325896.1, XP_013219827.2
OG0001284	XP_020139806.1	XP_040129721.1
OG0001284	XP_012624543.1	XP_021587571.1
OG0001285	XP_012595837.1	XP_005319713.1
OG0001286	XP_012593876.1	XP_040148990.1
OG0001287	XP_012645351.1, XP_012645350.1, XP_012645352.1, XP_012645348.1, XP_012645353.1, XP_012645349.1, XP_012645346.1	XP_040141325.1, XP_005328445.1
OG0001288	XP_012634826.1	XP_013219264.2
OG0001289	XP_020136820.1	XP_005341560.1
OG0001289	XP_012603390.1	XP_013221227.1
OG0001290	XP_012631864.1, XP_020136977.1, XP_012631865.1	XP_040143682.1, XP_005339318.1, XP_040143683.1, XP_021591583.1
OG0001291	XP_012631249.1	XP_005339280.1
OG0001291	XP_012611007.1	XP_005319385.1
OG0001292	XP_012597885.1, XP_012597886.1	XP_005318449.1, XP_013221602.1
OG0001293	XP_012619648.2, XP_012619643.2, XP_012619647.2, XP_012619646.2, XP_012619650.2, XP_012619644.2, XP_012619645.2, XP_012619649.2	XP_040133458.1
OG0001294	XP_020140811.1	XP_005337757.1
OG0001294	XP_012599164.1	XP_040133014.1
OG0001295	XP_012603866.1	XP_005330385.1
OG0001296	XP_020139907.1	XP_040134472.1
OG0001297	XP_012635757.1	XP_005335929.1
OG0001298	XP_012608231.1, XP_012608230.1, XP_012608229.1, XP_012608228.1	XP_040130865.1, XP_040130866.1, XP_013219908.1, XP_021591265.1
OG0001299	XP_012637507.1, XP_012637506.1, XP_012637509.1, XP_012637508.1, XP_012637505.1	XP_005336994.1
OG0001300	XP_012611037.2, XP_012637547.1	XP_005337002.1
OG0001301	XP_012627622.1	XP_005321110.1
OG0001302	XP_012645040.1, XP_012645038.1, XP_012645039.1, XP_012645041.1	XP_005335068.1, XP_040132488.1
OG0001303	XP_012620370.1	XP_013212674.1
OG0001304	XP_012590960.1	XP_013213609.1, XP_040128627.1, XP_040128624.1, XP_040128626.1, XP_040128625.1, XP_021581339.1, XP_040128628.1, XP_040128629.1, XP_005324196.1, XP_040128630.1
OG0001305	XP_012604261.1, XP_012604260.1, XP_012604262.1, XP_012604258.1, XP_012604257.1, XP_012604259.1	XP_005327320.1, XP_013214997.1
OG0001306	XP_012601344.1	XP_040146747.1
OG0001306	XP_012625612.1	XP_040129310.1
OG0001307	XP_020142921.1	XP_040138245.1, XP_040138273.1, XP_021577160.2, XP_040138270.1, XP_040138271.1
OG0001307	XP_020142500.1	XP_040147902.1
OG0001308	XP_012646802.1, XP_012646803.1, XP_012646805.1, XP_020142533.1, XP_012646804.1	XP_040138387.1, XP_040138388.1, XP_013211280.1, XP_013211279.1
OG0001309	XP_012628713.1, XP_012628715.1, XP_012628716.1, XP_012628712.1, XP_012628714.1	XP_005318763.1
OG0001310	XP_020142606.1	XP_005318757.1
OG0001311	XP_012628605.1	XP_005318715.1, XP_040138632.1, XP_013211244.1, XP_040138631.1
OG0001312	XP_012616349.1	XP_005318642.1, XP_005318639.1, XP_005318640.1
OG0001312	XP_012610797.1	XP_005328868.1, XP_040128799.1
OG0001313	XP_020142722.1, XP_012606825.1, XP_012606824.1	XP_005318583.1
OG0001314	XP_012623799.1	XP_005316794.1
OG0001315	XP_012628774.1, XP_012628773.1	XP_040147695.1, XP_005319167.1, XP_040147696.1, XP_040147697.1
OG0001316	XP_020145295.1, XP_012604002.1	XP_040144524.1
OG0001317	XP_012630729.1, XP_012630730.1	XP_013213696.1
OG0001318	XP_012639221.1	XP_013215127.1
OG0001318	XP_012639223.1	XP_005327601.1
OG0001319	XP_020145255.1, XP_012641595.1	XP_013214702.2
OG0001320	XP_012641587.2, XP_012641589.2, XP_012641588.2, XP_012641586.2, XP_012641585.2	XP_013214720.1
OG0001321	XP_012640387.1, XP_012640386.1, XP_012640385.1	XP_005329268.1
OG0001322	XP_012610892.1, XP_012610894.1, XP_012610895.1, XP_012610893.1	XP_005322679.1
OG0001323	XP_020141926.1	XP_013215813.1, XP_040127014.1, XP_021584828.1, XP_040127013.1
OG0001324	XP_012622962.1, XP_012622960.1, XP_012622961.1, XP_012622963.1, XP_012622959.1	XP_005331240.1
OG0001325	XP_012623011.1	XP_040143496.1, XP_005331265.1, XP_021586117.1, XP_040143497.1
OG0001326	XP_012633046.1, XP_012633047.1	XP_040147782.1, XP_040147783.1, XP_005319260.1
OG0001327	XP_012601620.1, XP_012601630.1, XP_012601627.1	XP_040147589.1
OG0001328	XP_012595339.1	XP_013215077.1
OG0001329	XP_012645841.1, XP_012645849.1, XP_012645834.1	XP_040139662.1
OG0001330	XP_020142401.1, XP_020140837.1	XP_040142674.1
OG0001330	XP_020142400.1	XP_040142675.1
OG0001331	XP_012613172.1	XP_040142677.1
OG0001332	XP_012613045.1	XP_040139973.1
OG0001333	XP_012633566.1, XP_012633567.1, XP_012633565.1	XP_005333480.1
OG0001334	XP_012640688.1	XP_005333852.1
OG0001335	XP_020135862.1	XP_021583084.1
OG0001336	XP_012601270.1, XP_012601269.1	XP_021586669.2
OG0001337	XP_012600840.1	XP_005317412.1
OG0001338	XP_012610612.1	XP_040132221.1, XP_040132219.1, XP_040132217.1, XP_040132218.1, XP_040132220.1, XP_005320558.1
OG0001339	XP_012610640.2, XP_020137433.1, XP_020137434.1	XP_040132106.1
OG0001340	XP_012599499.1	XP_040137578.1, XP_005317111.1, XP_040137577.1
OG0001341	XP_012633992.1, XP_012633991.1, XP_012633990.1	XP_013221502.1, XP_005342096.1, XP_013221503.1
OG0001342	XP_012633821.1	XP_005329725.2, XP_040146883.1
OG0001343	XP_020138556.1	XP_040147944.1
OG0001344	XP_012619411.1	XP_013220436.1
OG0001345	XP_012605510.1, XP_012605073.1, XP_012605159.1	XP_021581785.1
OG0001346	XP_012609735.1	XP_040137774.1
OG0001347	XP_012619873.1, XP_020143020.1, XP_012619882.1, XP_012619886.1, XP_012619890.1	XP_040136458.1, XP_005325134.1, XP_040136459.1
OG0001348	XP_012624121.1	XP_013217548.1, XP_005333745.1, XP_013217543.1, XP_005333750.1
OG0001349	XP_012624479.1	XP_040129026.1, XP_005333726.1, XP_005333727.1
OG0001350	XP_012626692.1, XP_012626713.1, XP_012626702.1, XP_012626722.1	XP_005320728.1, XP_040128608.1, XP_040128609.1
OG0001351	XP_012627032.1, XP_012627023.1, XP_012627041.1	XP_005320729.1
OG0001353	XP_012590944.1	XP_040129840.1, XP_021584068.1, XP_040129843.1, XP_021584038.1, XP_013213675.1, XP_021584061.1, XP_040129838.1, XP_040129841.1, XP_040129845.1, XP_021584032.1, XP_040129839.1, XP_005316855.1, XP_040129842.1, XP_021584053.1, XP_040129844.1
OG0001354	XP_012634472.1, XP_012634474.1, XP_012634477.1, XP_012634476.1, XP_012634473.1, XP_012634475.1	XP_013220414.1
OG0001355	XP_012635772.1, XP_012635770.1, XP_012635771.1	XP_021576322.1
OG0001356	XP_012635751.1, XP_012635755.1, XP_012635753.1, XP_012635750.1, XP_012635754.1, XP_012635749.1, XP_012635752.1	XP_040126373.1
OG0001357	XP_012608964.1, XP_012608963.1, XP_012608962.1	XP_021583522.1
OG0001358	XP_012632342.1	XP_040150538.1, XP_005324430.1, XP_021581432.1, XP_021581433.1
OG0001360	XP_012594319.2	XP_005319569.2
OG0001361	XP_012640049.1	XP_040126617.1, XP_005334859.1
OG0001362	XP_012605183.1, XP_012605185.1, XP_012605188.1, XP_012605187.1, XP_012605186.1	XP_005324063.1, XP_040133386.1
OG0001363	XP_012593588.1	XP_005338732.1
OG0001364	XP_012620215.1	XP_005337761.1
OG0001365	XP_012612663.1, XP_012612661.1, XP_012612664.1, XP_012612662.1	XP_013220805.1, XP_005340656.1
OG0001366	XP_020140755.1	XP_005339846.1, XP_005339845.1
OG0001367	XP_012646625.1, XP_012646626.1	XP_040145039.1
OG0001368	XP_012604709.1	XP_021586452.1, XP_005331985.1, XP_005331982.2, XP_005331983.1, XP_021586451.1
OG0001372	XP_012609510.1	XP_040131739.1
OG0001372	XP_012609511.1	XP_005324039.2
OG0001373	XP_012613002.1	XP_021587351.2
OG0001373	XP_012593906.2	XP_005329678.1
OG0001374	XP_012605564.1	XP_005322165.1, XP_021580002.1, XP_040127018.1
OG0001376	XP_012595398.1, XP_020136574.1, XP_020136577.1, XP_020136582.1, XP_020136581.1, XP_020136583.1, XP_020136579.1, XP_020136575.1, XP_020136576.1, XP_020136578.1, XP_012593406.2, XP_020136584.1, XP_020136580.1	XP_021591702.1, XP_005339503.1, XP_013220269.1
OG0001377	XP_020145085.1	XP_040139765.1
OG0001378	XP_012599826.1	XP_013213820.1, XP_005326240.1
OG0001379	XP_012591775.1	XP_005337535.3
OG0001380	XP_012625646.1, XP_012646618.1	XP_040129202.1, XP_005317458.1, XP_005321085.1, XP_005326944.1
OG0001381	XP_012621222.1	XP_013212572.1
OG0001381	XP_012625657.1	XP_005317461.1
OG0001382	XP_012626348.1, XP_012626346.1	XP_021581302.1
OG0001383	XP_012644168.1	XP_005328788.1, XP_005328787.1, XP_005328786.1
OG0001384	XP_012604155.1	XP_005339460.1, XP_005339461.1
OG0001384	XP_012604157.1	XP_005339488.1
OG0001385	XP_012623087.2	XP_040145053.1
OG0001385	XP_012646731.1	XP_005331320.1, XP_005331321.1
OG0001386	XP_012623593.2, XP_012623592.2, XP_020145271.1	XP_013214718.1
OG0001387	XP_012602164.1	XP_005331742.1
OG0001388	XP_012620144.2, XP_012620145.1, XP_012620143.1	XP_005323178.1, XP_013213102.1
OG0001389	XP_012610244.1	XP_013221927.1
OG0001390	XP_020142345.1, XP_012607936.1	XP_040141377.1, XP_005339576.1
OG0001391	XP_012627259.1, XP_012627258.1, XP_012627257.1, XP_012627261.1, XP_012627260.1	XP_005320988.1, XP_005320987.1
OG0001392	XP_012641865.1	XP_005342168.1
OG0001393	XP_012614844.1	XP_005341265.1, XP_005341264.1, XP_005341263.1, XP_005341258.1, XP_005341256.1, XP_005341257.1, XP_005341266.1, XP_005342676.1, XP_013221541.1
OG0001394	XP_012634145.1, XP_012634044.2, XP_012634080.1	XP_005327988.2, XP_005328013.1
OG0001395	XP_020144823.1	XP_040131293.1
OG0001395	XP_012627989.2	XP_040134734.1
OG0001396	XP_012631020.1	XP_005341629.3
OG0001397	XP_020138990.1	XP_013220742.1
OG0001398	XP_012630694.1	XP_021585752.2
OG0001399	XP_012632773.1	XP_021578660.1
OG0001400	XP_012604237.1, XP_012604235.1, XP_012604234.1, XP_012604236.1	XP_005324286.1, XP_021581384.1
OG0001401	XP_012629633.1	XP_005324257.1
OG0001401	XP_012595157.1	XP_005319031.1
OG0001402	XP_012605998.1	XP_040144079.1, XP_013218719.1
OG0001403	XP_012605917.1, XP_012605918.1	XP_040144072.1, XP_040144070.1, XP_005317683.1, XP_040144073.1
OG0001404	XP_012643232.1	XP_040125759.1
OG0001404	XP_020136590.1	XP_040144021.1
OG0001405	XP_012594870.1, XP_012594872.1, XP_020141695.1, XP_012594873.1, XP_012594874.1	XP_013215527.1, XP_040131988.1, XP_005316911.1, XP_040131989.1
OG0001406	XP_012639164.1, XP_012639183.1, XP_012639153.1, XP_012639192.1, XP_012639173.1	XP_040128676.1, XP_040128677.1, XP_021584570.1
OG0001407	XP_020144664.1	XP_040130921.1
OG0001408	XP_012618676.1, XP_012618675.1, XP_012618674.1	XP_040131906.1
OG0001409	XP_012608007.1, XP_012607922.1	XP_005339616.1, XP_005339617.1, XP_040142741.1
OG0001410	XP_012638760.2, XP_012611346.2, XP_012638757.1	XP_005339560.1
OG0001411	XP_012634798.1	XP_005337392.1
OG0001411	XP_012632202.1	XP_013217937.1
OG0001412	XP_012602022.1, XP_012602023.1	XP_005318513.1
OG0001413	XP_012597815.1, XP_012597816.1	XP_021577357.1
OG0001414	XP_012614653.1, XP_012614654.1	XP_005328521.1
OG0001415	XP_012592155.1	XP_021583737.1
OG0001415	XP_020136974.1	XP_005323700.1
OG0001416	XP_012607024.1	XP_021590803.1
OG0001417	XP_012619572.1, XP_012619571.1	XP_040126257.1
OG0001418	XP_012614867.1, XP_012614865.1, XP_012614866.1	XP_005339892.1
OG0001419	XP_012614566.1	XP_005339898.2
OG0001420	XP_012614547.1	XP_040133289.1
OG0001421	XP_012619599.1	XP_005323936.1, XP_013213438.1
OG0001422	XP_012635564.1, XP_012635566.1	XP_005323831.1, XP_040133439.1
OG0001423	XP_012635622.1	XP_021581219.2
OG0001423	XP_012602717.1	XP_040124750.1
OG0001424	XP_020144484.1	XP_005332407.1
OG0001425	XP_012616295.1, XP_012616289.1	XP_005329527.3, XP_040133869.1
OG0001426	XP_012602534.1	XP_005333968.1
OG0001427	XP_012623149.1, XP_012623147.1	XP_005331459.1
OG0001428	XP_012595563.1	XP_040144608.1, XP_005332597.1
OG0001429	XP_012625295.1, XP_020138033.1, XP_012625293.1, XP_012625297.1, XP_012625294.1	XP_005323123.1, XP_040129035.1, XP_040129037.1
OG0001430	XP_012613622.1	XP_005340693.1
OG0001430	XP_012602013.1	XP_005331803.1
OG0001431	XP_012601862.1, XP_012601860.1, XP_012601859.1, XP_012601861.1	XP_005334729.1
OG0001432	XP_020141244.1	XP_040131815.1
OG0001433	XP_012611703.1	XP_005327909.1, XP_040124512.1
OG0001434	XP_012642240.1, XP_012642238.1, XP_012642239.1	XP_013215359.1, XP_005328186.1, XP_040124622.1
OG0001435	XP_012642156.1	XP_021584000.1
OG0001436	XP_012636241.1	XP_021579773.1
OG0001436	XP_012614816.1	XP_040134557.1
OG0001437	XP_012606998.1, XP_012607672.1	XP_040126452.1
OG0001438	XP_012609035.1	XP_040136409.1, XP_013218550.1, XP_013218549.1, XP_013218551.1, XP_040136408.1, XP_005335683.1, XP_021589170.1
OG0001439	XP_020143129.1, XP_020143131.1, XP_020143130.1	XP_005328762.1, XP_005328763.1
OG0001440	XP_012628233.1	XP_005322380.1
OG0001441	XP_012605635.1	XP_040127001.1, XP_005322145.1, XP_005322143.1
OG0001442	XP_012628575.1, XP_012628576.1	XP_021577550.1
OG0001443	XP_012598845.1	XP_005318681.1, XP_013211193.1
OG0001444	XP_012615468.1, XP_012615467.1	XP_040149394.1
OG0001445	XP_012634052.1	XP_021576500.1, XP_021576501.1, XP_005341338.1, XP_040128594.1, XP_040128593.1, XP_021576503.1
OG0001446	XP_012601232.1, XP_012601213.1, XP_012601205.1, XP_012601243.1, XP_012601252.1, XP_012601222.1	XP_040147642.1, XP_005335995.1
OG0001447	XP_012620745.1, XP_012620742.1, XP_012620741.1, XP_012620743.1, XP_012620746.1, XP_012620744.1	XP_040144282.1, XP_040144283.1, XP_013217589.1
OG0001448	XP_012620771.1	XP_005318074.1
OG0001449	XP_012623495.1	XP_040145527.1
OG0001449	XP_020145287.1	XP_040145521.1
OG0001450	XP_012632822.1	XP_040124219.1, XP_005342563.1, XP_040124222.1, XP_040124221.1
OG0001452	XP_012643673.1	XP_005322607.1
OG0001453	XP_012624989.1	XP_021576681.1
OG0001454	XP_012633618.1, XP_012633617.1	XP_005333462.1, XP_040140017.1
OG0001455	XP_012626925.1, XP_012626923.1, XP_012626927.1, XP_012626921.1, XP_012626924.1, XP_012626926.1, XP_020135948.1, XP_020135949.1	XP_013214819.1
OG0001456	XP_012646123.1, XP_012646124.1, XP_012646125.1	XP_021589520.1, XP_005336175.1, XP_040146420.1
OG0001457	XP_012617059.2	XP_021586582.1
OG0001457	XP_012617051.1	XP_040146958.1
OG0001458	XP_012612480.1	XP_040140214.1
OG0001459	XP_012638099.1	XP_005330271.1
OG0001459	XP_012602973.1	XP_013214016.1
OG0001460	XP_012603842.1, XP_012603843.1, XP_012603841.1	XP_021585746.1, XP_040137584.1, XP_021585733.1, XP_005317104.1
OG0001461	XP_012625710.1, XP_012625708.1, XP_012625711.1	XP_005337984.1
OG0001462	XP_020137325.1, XP_020137328.1, XP_020137327.1, XP_020137326.1, XP_012628378.1	XP_005325371.1
OG0001463	XP_012647075.1	XP_005326548.1, XP_005326549.1, XP_005326547.1
OG0001464	XP_012604961.1	XP_040123926.1
OG0001465	XP_012619364.1	XP_005341935.1
OG0001465	XP_012619362.1	XP_005341940.1
OG0001466	XP_012637728.1	XP_021584981.1, XP_040145451.1, XP_040145453.1, XP_040145452.1, XP_021584983.1, XP_005329645.1, XP_021584980.1
OG0001467	XP_012619323.1, XP_012619325.1, XP_012619326.1, XP_012619324.1	XP_005336120.1
OG0001468	XP_012618232.1	XP_040136552.1, XP_005325031.1, XP_040136553.1
OG0001469	XP_012619960.1, XP_012619970.1	XP_040136454.1, XP_040136453.1, XP_040136456.1, XP_040136455.1
OG0001471	XP_012606549.1	XP_013217903.1, XP_005334470.1
OG0001472	XP_012621602.1, XP_012621650.1, XP_012621616.1, XP_012621597.1, XP_012621632.1, XP_012621625.1, XP_012621589.1, XP_012621641.1, XP_012621604.1, XP_012621644.1, XP_012621610.1, XP_012621659.1	XP_040127662.1, XP_005333779.1
OG0001473	XP_020140130.1	XP_040148098.1
OG0001473	XP_012624014.1	XP_040128521.1
OG0001474	XP_012627780.1	XP_040129332.1, XP_005320745.1, XP_021579007.1, XP_040129331.1
OG0001475	XP_012621851.1	XP_005316452.1, XP_021581405.1, XP_040132228.1
OG0001476	XP_012590885.1, XP_012590883.1, XP_012590882.1, XP_012590880.1, XP_012590881.1, XP_012590879.1	XP_013213805.1
