Orthogroup	Microcebus_murinus	Rattus_norvegicus
OG0002768	XP_012607125.1, XP_012607124.1	XP_063138514.1, NP_001028251.1
OG0002769	XP_012607160.1	NP_001399480.1, NP_996764.1, XP_006233202.1
OG0002770	XP_012591545.1	XP_063123671.1, NP_001101972.2
OG0002771	XP_012599791.1, XP_012599793.1, XP_012599792.1	XP_038946276.2, NP_036797.2
OG0002772	XP_012599906.1, XP_012599905.1	XP_038946759.1, NP_001012030.1
OG0002773	XP_012639357.1	NP_001014153.1
OG0002774	XP_012623410.1	NP_001029068.1, XP_006232699.1
OG0002775	XP_012623315.1	NP_001099915.1, XP_063137685.1
OG0002776	XP_012623388.1	XP_006232836.1, NP_112268.1
OG0002777	XP_012597586.1, XP_012597587.1	XP_006254518.1, NP_001258404.1
OG0002778	XP_012601441.1	XP_063133647.1, NP_001119771.2
OG0002779	XP_020141434.1	NP_001124471.1, XP_063118250.1
OG0002780	XP_012622523.1, XP_012622526.1, XP_012622524.1, XP_012616454.1, XP_012622525.1, XP_012622522.1	NP_001101494.1, XP_038968168.1
OG0002781	XP_012613395.1	XP_038949718.1
OG0002782	XP_012633150.1	XP_006240298.1, NP_955790.1
OG0002783	XP_012598323.1, XP_012598341.1, XP_012598334.1	NP_001034414.1, XP_038967985.1
OG0002784	XP_012598278.1	XP_006240444.1, NP_001101515.1
OG0002785	XP_012629420.1	NP_001026827.1, XP_006240494.1
OG0002786	XP_012610821.1	XP_038969286.1, NP_001414144.1
OG0002787	XP_012607177.1, XP_012607178.1	NP_001103142.1, XP_006240611.1
OG0002788	XP_012601302.2	NP_620261.1
OG0002789	XP_012602798.1	XP_038941628.1, NP_077331.1
OG0002790	XP_012625609.1	XP_006247170.1
OG0002791	XP_012596052.1	XP_038942535.1, NP_001020929.1
OG0002792	XP_012596158.1	NP_113951.1, XP_038942872.1
OG0002793	XP_012627319.1, XP_012627314.1, XP_012627317.1, XP_012627315.1, XP_012627318.1	XP_063140755.1, NP_001178028.1
OG0002794	XP_012634221.1, XP_012634218.1, XP_012634216.1, XP_012634219.1, XP_012634220.1, XP_020136805.1	NP_001103038.1, XP_063125954.1
OG0002795	XP_012612550.1	NP_001121156.1
OG0002796	XP_012608467.1	NP_446142.2, XP_006240788.1
OG0002797	XP_012609597.1	XP_063119767.1, NP_001124461.1, NP_001014294.1
OG0002798	XP_012597155.1	NP_001007147.1
OG0002799	XP_012597112.1	XP_006242158.1, NP_942082.2
OG0002800	XP_012642571.1, XP_012642572.1	NP_598239.1, XP_038934270.1
OG0002801	XP_012603273.1	NP_536322.1, XP_006244792.1
OG0002802	XP_012612308.1, XP_012612298.1	XP_006239777.1, NP_001102449.1
OG0002803	XP_012620299.1, XP_012620300.1	NP_001406284.1, XP_006251612.1
OG0002804	XP_012605589.1	NP_001102717.1, XP_038964091.1
OG0002805	XP_012605588.1, XP_012605587.1	XP_063141540.1, NP_001103350.1
OG0002806	XP_020137973.1	XP_063133442.1, NP_001388252.1
OG0002807	XP_012625468.1	XP_008761902.1
OG0002808	XP_012592266.1	XP_006238228.1, NP_001102137.1
OG0002809	XP_012636205.1	NP_599209.1, XP_063120907.1
OG0002811	XP_012624604.1	XP_017451594.1, NP_001414203.1
OG0002812	XP_012594275.1	NP_001382490.1, XP_006238001.1
OG0002813	XP_012608713.1, XP_012608712.1	NP_001071058.1, XP_038954845.1
OG0002814	XP_012644631.2	NP_001100056.1, XP_038963205.1
OG0002815	XP_012591340.1, XP_012591342.1, XP_012591343.1, XP_012591341.1	NP_001097997.1, XP_038963485.1
OG0002816	XP_012596741.2	NP_001388106.1
OG0002817	XP_020146083.1	XP_038965951.1, NP_001101451.1
OG0002818	XP_012631643.1	NP_001037699.2, XP_038965489.1
OG0002819	XP_012631626.1, XP_012631624.1	XP_063144391.1, NP_571977.1
OG0002821	XP_012644259.1, XP_020138275.1, XP_012644258.1, XP_012644257.1, XP_012644255.1, XP_012644261.1	XP_006253452.1, NP_001100796.1
OG0002822	XP_012623485.1, XP_020137084.1	NP_001120969.1, XP_008761043.1
OG0002823	XP_020138179.1	XP_006253375.1, NP_001025198.1
OG0002824	XP_012618623.1	XP_063117646.1
OG0002825	XP_020144266.1, XP_020144268.1, XP_020144261.1, XP_020144263.1, XP_020144262.1, XP_020144264.1, XP_020144265.1, XP_020144267.1	XP_038968637.1, NP_001075879.1
OG0002826	XP_012643611.2, XP_020144231.1, XP_020145860.1	NP_598302.1, XP_063117589.1
OG0002827	XP_012643856.1	NP_001386473.1
OG0002828	XP_012633880.1, XP_012633877.1, XP_012633878.1, XP_012633879.1	XP_006233143.1, NP_001101179.1
OG0002829	XP_012607084.1, XP_012607085.1	XP_038959749.1, XP_038959750.1, XP_063138815.1, XP_017446817.1
OG0002830	XP_012643679.1, XP_020144228.1, XP_012643681.1, XP_012643680.1, XP_012643678.1	NP_620787.2
OG0002831	XP_012631046.1	NP_113695.2
OG0002832	XP_012602157.2, XP_012602151.2	NP_001000297.1, NP_001000298.1
OG0002833	XP_012613165.1, XP_020142055.1	NP_001020854.1
OG0002834	XP_012633359.1	XP_006230822.1, NP_954521.1
OG0002835	XP_012625863.1	NP_001101661.1, XP_006244028.1
OG0002836	XP_020140948.1	XP_038963745.1, NP_001382534.1
OG0002837	XP_012626648.1	NP_001137289.1, XP_006243817.1
OG0002838	XP_012626603.1, XP_012626602.1, XP_012626605.1, XP_012626604.1	XP_006243945.1, NP_001101658.2
OG0002839	XP_012626593.1	NP_001178813.1, XP_006243909.1
OG0002840	XP_012596913.1, XP_012596912.1, XP_012596911.1, XP_012596910.1	NP_001102579.2
OG0002841	XP_020139374.1	NP_001099538.1, XP_038950229.2
OG0002842	XP_012646142.1	NP_001386748.1
OG0002844	XP_012624863.1, XP_012593991.1	NP_001020177.1
OG0002845	XP_012624840.1, XP_012624839.1	NP_001008357.1
OG0002847	XP_012591564.1	NP_001119766.1
OG0002848	XP_012599981.1, XP_012599983.1, XP_012599982.1	XP_006229843.1, NP_001102621.1
OG0002849	XP_012612187.1	XP_006229311.1, NP_001099733.1
OG0002850	XP_012641729.1	NP_001093978.1, XP_006251773.1
OG0002851	XP_012622416.1	NP_001100765.1, XP_006252685.1
OG0002852	XP_012610661.1	XP_017447242.1, NP_001020862.1
OG0002853	XP_012610671.1	NP_001386215.1, XP_006235077.1, NP_001386213.1, NP_001386214.1
OG0002854	XP_012628380.1	NP_942038.1
OG0002855	XP_012628494.1	NP_001305876.1, NP_113757.1
OG0002856	XP_012626111.2, XP_020135841.1, XP_012626110.2, XP_020135734.1	XP_063131340.1, NP_058889.1
OG0002857	XP_012604931.1, XP_012604930.1	NP_001020062.1, XP_008765472.1
OG0002858	XP_012604844.1	XP_063123084.1
OG0002859	XP_012611158.1	NP_113866.1, XP_006245538.1
OG0002860	XP_020138543.1	NP_954551.2, XP_038945582.1
OG0002861	XP_012607696.1	NP_001101806.1, XP_038945528.1
OG0002862	XP_012612044.1	NP_001102797.1
OG0002863	XP_012619268.1	NP_446129.1, XP_006249580.1
OG0002864	XP_020138507.1, XP_012619377.1	NP_071979.2, XP_006251428.1
OG0002865	XP_012618296.1	NP_671479.1, XP_038954393.1
OG0002866	XP_012602516.1	XP_063142438.1, NP_001010964.1, NP_775414.2, NP_001078872.1, NP_001078874.1
OG0002867	XP_012595486.2	XP_063136235.1, NP_665885.2, XP_063137279.1
OG0002868	XP_012616102.1	XP_038964140.1, NP_001019506.1
OG0002869	XP_012615962.1	XP_006237425.1, NP_001101359.1
OG0002870	XP_020143064.1	XP_038935791.1
OG0002871	XP_012622672.1	XP_038940465.1, NP_001017386.1
OG0002873	XP_012625258.1	XP_006231565.1, NP_001008350.1
OG0002874	XP_012625348.1	XP_008758632.1, NP_001073355.1
OG0002875	XP_012626522.1	XP_006231666.1
OG0002876	XP_012602443.2, XP_012602442.2	NP_620270.1, NP_001177328.1
OG0002877	XP_012595464.1, XP_012595465.1, XP_012595466.1, XP_012595467.1	NP_114446.2, XP_006232213.1
OG0002878	XP_020141673.1, XP_012590932.1, XP_012590933.1	XP_006243212.1, NP_036672.3
OG0002879	XP_012621882.1	NP_001019416.1
OG0002880	XP_020141575.1, XP_012622064.1, XP_012622066.1	XP_063141041.1
OG0002881	XP_012622076.1, XP_012622078.1, XP_012622077.1	NP_001014069.2, XP_008760388.1
OG0002882	XP_012603677.1	NP_001400448.1, XP_038937017.1, NP_001400449.1, NP_001004247.1
OG0002883	XP_012638384.1, XP_020140353.1	XP_063126921.1, NP_062043.2, NP_001396145.1, XP_006248171.2
OG0002884	XP_020140145.1	NP_001101334.2, XP_038963492.1
OG0002885	XP_020140861.1	NP_001076010.1, NP_001076009.1, XP_063129731.1, NP_001076008.1, NP_077380.2
OG0002886	XP_020140758.1	NP_001120772.1
OG0002887	XP_012635114.1	NP_001102905.1, XP_006248314.1
OG0002888	XP_012635785.1, XP_012635786.1	XP_008766918.1, NP_620220.2
OG0002889	XP_012635773.1	NP_001102995.1
OG0002890	XP_020141944.1	XP_063137630.1, NP_789831.2
OG0002891	XP_012607566.2, XP_012607568.2, XP_012607565.2	XP_006245111.1, NP_113698.1
OG0002892	XP_012616522.1	XP_006245224.1, NP_062070.1
OG0002893	XP_012615414.1, XP_012615426.1, XP_012615407.1	NP_001100643.1, NP_001402654.1, NP_001402656.1, NP_001402655.1
OG0002894	XP_012590990.1	XP_063128734.1
OG0002895	XP_012624115.1, XP_012624116.1	NP_001012028.1, XP_063128436.1
OG0002896	XP_012624096.1	XP_006250284.1, NP_001178859.1
OG0002897	XP_012624071.1	NP_620277.2
OG0002898	XP_012610779.1, XP_012610780.1, XP_012610782.1, XP_012610781.1	NP_001100410.1
OG0002899	XP_012643370.1, XP_012643371.1	NP_001120974.1, XP_006257343.1
OG0002900	XP_012640114.1	NP_445812.1, XP_006256993.1
OG0002901	XP_012612372.1, XP_012612371.1, XP_012612373.1	XP_038956492.1
OG0002902	XP_012592136.1	NP_996833.1, XP_006256734.1
OG0002903	XP_012637288.1	XP_063136647.1, NP_001161137.2, NP_001102328.1
OG0002904	XP_012593578.1	NP_001178658.1
OG0002905	XP_012604896.1	NP_112346.1, XP_006257496.1
OG0002906	XP_012607783.1	NP_001406521.1, XP_038956424.1
OG0002907	XP_012622850.1	XP_017457841.1
OG0002908	XP_012593451.1, XP_012593448.1, XP_012593449.1, XP_012593446.1, XP_012593445.1, XP_012593450.1	XP_017456149.1, NP_073196.1
OG0002909	XP_012634283.1, XP_012634284.1	NP_001156474.1, NP_001264408.1
OG0002913	XP_012616555.1	NP_113705.1, XP_006236191.1
OG0002914	XP_012591039.1, XP_012591032.1	NP_001380733.1, NP_058769.4, XP_038946295.1
OG0002915	XP_020139073.1	XP_063137134.1
OG0002916	XP_012639763.1	XP_017450173.1, NP_001124008.1
OG0002917	XP_020144653.1	XP_038961189.1, NP_001099736.1
OG0002918	XP_012614162.1, XP_012614146.1, XP_012614155.1	XP_006249921.1, NP_058851.2
OG0002919	XP_012600574.1	XP_006229854.1, NP_113907.1
OG0002920	XP_012591931.1, XP_012591932.1	NP_112310.1, XP_006232089.1
OG0002921	XP_012636029.1	NP_445992.1, XP_063126899.1
OG0002922	XP_012617364.1, XP_012617363.1	XP_063138485.1, NP_062153.1
OG0002923	XP_012608080.1	NP_068622.1, XP_017455282.1
OG0002924	XP_012617196.2, XP_020139556.1, XP_012617178.2	NP_001007559.1, XP_063123636.1
OG0002925	NP_001296863.1, XP_020142983.1, NP_001296865.1	NP_036877.1, XP_006237140.1
OG0002926	XP_012602278.1	XP_006256228.1, NP_037273.2
OG0002927	XP_020144440.1	NP_599205.2
OG0002928	XP_012634350.1, XP_012634347.1, XP_012634353.1, XP_012634348.1, XP_012634352.1, XP_012634351.1, XP_012634349.1	XP_006247854.1, NP_036950.1
OG0002929	XP_012645160.1, XP_012645159.1	NP_114039.1
OG0002930	XP_020138568.1	XP_006249528.1, NP_076460.1
OG0002931	XP_012596926.1	NP_076485.1, NP_076486.1, NP_001160153.1, NP_076489.1, NP_001160152.1
OG0002932	XP_012599452.1, XP_012599451.1, XP_012599450.1	NP_113699.2, XP_008758296.1
OG0002933	XP_012598298.2	NP_001300933.1, NP_001300932.1, NP_001300931.1
OG0002934	XP_020144794.1	NP_001100805.2, XP_008769663.1
OG0002935	XP_020139810.1	NP_037003.2, XP_063141671.1
OG0002936	XP_012637108.1	XP_063130548.1
OG0002937	XP_012605653.1	NP_001396106.1, NP_001128557.1
OG0002938	XP_020142000.1	NP_599172.1
OG0002939	XP_012597220.1	XP_063120369.1, NP_112384.1
OG0002940	XP_020139209.1	NP_001008764.1
OG0002941	XP_012629022.1	NP_001403414.1, NP_113777.2, NP_001403413.1
OG0002943	XP_012622595.2	NP_001020803.2
OG0002943	XP_012619284.1	XP_006251263.2
OG0002944	XP_012626097.1	XP_038950796.1
OG0002945	XP_012617450.1	NP_620814.1
OG0002946	XP_012610421.1	NP_059012.2, XP_006235129.1
OG0002947	XP_012628133.1	NP_001075947.1, XP_006241253.1, NP_001075946.2, NP_849197.3, NP_001075948.1
OG0002948	XP_012592996.1	XP_008768433.1, NP_068519.2
OG0002949	XP_012642039.1	XP_063141599.1, NP_001000184.1, NP_001001031.1
OG0002950	XP_012607807.1	NP_001000080.1, NP_001000079.1
OG0002951	XP_012608038.1	NP_001000103.1
OG0002955	XP_012591995.1	XP_217725.3
OG0002956	XP_012600958.1	XP_038952915.1, NP_001385593.1
OG0002957	XP_020144798.1	NP_068509.2, XP_006231198.1
OG0002958	XP_012626358.1, XP_012626357.1	NP_001101066.1, XP_006231225.1
OG0002959	XP_012629244.1, XP_012629247.1, XP_012629246.1, XP_020144807.1	NP_001164034.1, XP_038951567.1
OG0002960	XP_012602594.2, XP_012602590.2, XP_012602592.2, XP_012602593.2	NP_001014030.1, XP_006253757.1
OG0002961	XP_012605724.1	NP_001099693.1, XP_006228314.1
OG0002962	XP_020139036.1	XP_038947471.1, NP_001121011.1
OG0002963	XP_020138974.1, XP_020139042.1	NP_001413839.1
OG0002964	XP_012626326.2	XP_063136973.1
OG0002965	XP_012604979.1	XP_063130847.1, NP_001408401.1
OG0002965	XP_020139173.1	XP_063126075.1, NP_001408407.1
OG0002966	XP_012609679.1	XP_006229058.1, NP_001099726.2
OG0002967	XP_012609621.1	NP_001385540.1, NP_113814.2, NP_001385538.1, NP_001385539.1, XP_038944692.1
OG0002968	XP_012609894.1, XP_012609895.1	NP_001102615.1
OG0002969	XP_012609804.1, XP_012609807.1, XP_012609808.1, XP_012609810.1, XP_012609805.1, XP_012609806.1	XP_006229096.1, NP_001020815.1
OG0002970	XP_012617002.1	NP_001258381.1, XP_038946776.1
OG0002971	XP_012616204.1, XP_012616203.1, XP_012616201.1, XP_012616202.1	NP_001100964.1, XP_006228500.1
OG0002972	XP_012629971.1, XP_012629970.1, XP_012629973.1, XP_012629972.1	NP_001004083.1, XP_038967457.1
OG0002973	XP_012629982.1	NP_001008304.1, XP_006228626.1
OG0002974	XP_012630081.1	NP_001100967.2, XP_038967495.1
OG0002975	XP_012630146.1	NP_116008.2
OG0002977	XP_012630596.1	NP_001100974.1, XP_063117731.1
OG0002978	XP_012630601.1	NP_001274507.1, NP_001274506.1, NP_036656.1, NP_001274508.1
OG0002979	XP_012630650.1, XP_012634391.1	NP_001100977.1, XP_063117777.1
OG0002980	XP_012607297.1	NP_037117.1
OG0002981	XP_012644501.1	NP_001101886.2, XP_006254092.1
OG0002983	XP_012632212.1	NP_001386226.1
OG0002984	XP_012639543.1	XP_006231944.1, NP_853660.1
OG0002985	XP_012631683.1	NP_001385929.1, XP_038954068.1
OG0002986	XP_012638454.1, XP_012638449.1, XP_012638461.1, XP_012638439.1, XP_012638492.1, XP_012638471.1, XP_020145600.1, XP_012638442.1, XP_012638487.1, XP_012638481.1	NP_001019949.1, XP_006231910.1
OG0002987	XP_012599399.1	XP_038953626.1
OG0002988	XP_012644413.1	NP_001401942.1
OG0002989	XP_012620778.1	XP_006238988.1, NP_001013187.2
OG0002990	XP_012620863.1	XP_006238994.1, NP_001094179.1, NP_001402799.1
OG0002991	XP_012606147.1	XP_006239145.1
OG0002993	XP_012640808.1	NP_001012106.1
OG0002994	XP_020139771.1	NP_001178622.1
OG0002995	XP_012639840.1	NP_062062.2, XP_006231810.1
OG0002996	XP_012615713.1	XP_063118388.1, NP_001100986.1
OG0002997	XP_012618764.1	XP_038961531.1, NP_001163933.1
OG0002998	XP_012618766.1	NP_001385657.1, XP_008757729.2
OG0002999	XP_012618738.1, XP_012618739.1	XP_008757777.1, NP_062204.2
OG0003000	XP_012593016.1	XP_063129537.1, NP_001414739.1
OG0003001	XP_012593023.1	NP_001100691.1, XP_006251135.1
OG0003002	XP_012593044.1, XP_012593043.1	XP_038948434.1, NP_445843.2
OG0003003	XP_012595147.1	XP_063129008.1, NP_001011911.1
OG0003004	XP_012595156.1, XP_012595155.1	XP_038947551.1, NP_077042.2
OG0003005	XP_012593818.1	NP_001400723.1, XP_063121637.1
OG0003006	XP_012608458.1	NP_037055.1
OG0003008	XP_012618107.1	XP_038954360.2
OG0003009	XP_012618018.1, XP_012618031.1	XP_063134984.1, NP_446096.2
OG0003010	XP_012617928.1, XP_012617930.1, XP_012617929.1	XP_017455499.1, NP_001011918.1
OG0003011	XP_012617955.1	XP_006252879.1
OG0003012	XP_012643491.1	NP_036702.1
OG0003013	XP_012641809.1	NP_001401268.1
OG0003014	XP_020144369.1, XP_012593903.1	XP_006232105.1, NP_001009618.1
OG0003015	XP_012593880.1, XP_012593883.1, XP_020145637.1, XP_012593879.1, XP_012593882.1, XP_012593878.1	NP_037059.2, XP_063137424.1
OG0003017	XP_012638753.1	NP_001128221.1
OG0003018	XP_012605038.1	NP_001120975.1, XP_006243086.1
OG0003019	XP_012630901.1, XP_012630910.1	NP_001102503.1, XP_006246838.1
OG0003020	XP_012630863.1	NP_001401224.1, XP_038941364.1
OG0003021	XP_012603337.1	XP_063125085.1, NP_001128505.1
OG0003022	XP_012603442.1, XP_012603443.1, XP_012603444.1	NP_001100478.1, XP_006246754.1
OG0003023	XP_020136864.1	NP_071952.1, XP_038965237.1
OG0003024	XP_012646979.1, XP_012646978.1	XP_038966377.1, NP_001013234.2
OG0003025	XP_020138382.1	XP_038953863.1, NP_001017511.1
OG0003026	XP_012602018.1, XP_012602017.1	NP_001094485.1
OG0003027	XP_012597874.1	NP_001414566.1, XP_056841030.1
OG0003028	XP_012598043.1, XP_012598042.1	NP_001387877.1, XP_008770779.1
OG0003029	XP_012598044.1	NP_001383381.1, XP_063134260.1
OG0003030	XP_012594271.1	XP_063143131.1
OG0003031	XP_012593275.1	XP_038943047.1, NP_001385690.1
OG0003032	XP_012619558.1	NP_001020296.2
OG0003033	XP_020136931.1, XP_012597676.1	NP_001178845.1
OG0003034	XP_012614907.1	NP_001386614.1, XP_038945995.1
OG0003035	XP_012614411.1	XP_063127720.1, NP_001102857.1
OG0003036	XP_020137278.1	XP_006248976.1, NP_598257.2
OG0003037	XP_012619577.1	XP_006230411.1, NP_001178769.1
OG0003039	XP_012619737.1	NP_001387557.1, NP_001387560.1
OG0003040	XP_012591526.1, XP_012591527.1, XP_012591524.1, XP_012591523.1, XP_012591525.1, XP_012591521.1, XP_012591520.1	XP_063142475.1, NP_001385691.1
OG0003041	XP_012640540.1, XP_012640593.1, XP_012640569.1, XP_012640585.1, XP_012640580.1, XP_012640532.1, XP_012640558.1, XP_012640549.1, XP_012640574.1, XP_012640550.1	NP_001017471.1, XP_006245790.1
OG0003042	XP_012593276.1	NP_001007608.1, XP_006246004.1
OG0003043	XP_012607072.1, XP_012607071.1	XP_006233273.1, NP_001094280.1
OG0003044	XP_012646377.1	XP_063129738.1, XP_038940878.1, NP_112361.1
OG0003045	XP_012646324.1	XP_017454640.2, NP_001132956.1
OG0003047	XP_012601732.1	NP_001238855.1
OG0003048	XP_012599908.1	NP_001101814.2
OG0003049	XP_012637161.1, XP_012637160.1	XP_038946871.1, NP_001101821.1
OG0003050	XP_012620482.1, XP_012620481.1, XP_012620483.1	XP_038946339.1, NP_775138.1
OG0003051	XP_012620533.1, XP_012620534.1, XP_012620532.1, XP_012620531.1	NP_001276864.1
OG0003052	XP_012623120.1	NP_076472.2, XP_006232821.1
OG0003053	XP_012623278.1	NP_114028.1, XP_063138973.1
OG0003054	XP_012611495.1	NP_113842.1, XP_006252071.1
OG0003055	XP_012633141.1, XP_012633142.1, XP_012633140.1	NP_068635.1, XP_006240309.1
OG0003056	XP_020141339.1, XP_012633158.1	XP_038967662.1, NP_598199.2
OG0003058	XP_012601824.1	XP_038968511.1, NP_001382041.1
OG0003060	XP_012642135.1	NP_001029252.1
OG0003061	XP_020136655.1, XP_020136658.1	XP_038943469.1, NP_001414610.1
OG0003062	XP_012611741.1	NP_954549.1, XP_006247967.1
OG0003063	XP_012602883.1	NP_001402062.1
OG0003064	XP_012602753.1, XP_012602754.1	XP_006247683.1, NP_001020886.1
OG0003065	XP_012642275.1	NP_001101771.1, XP_038942345.1
OG0003066	XP_012642228.1	NP_001385527.1
OG0003067	XP_012598679.1	NP_001019936.1, XP_006247383.1, XP_038948682.1
OG0003068	XP_012621403.1	XP_063120441.1, XP_038936498.2, NP_001099306.1, XP_008766193.1
OG0003069	XP_012621424.1	XP_063124563.1, NP_742018.2
OG0003070	XP_012643344.1	NP_001385735.1
OG0003071	XP_012645157.1, XP_012645158.1	NP_001073676.1, XP_038942555.1
OG0003072	XP_012627184.1	NP_001013882.1, XP_038941489.1
OG0003073	XP_012596065.1, XP_012596064.1, XP_012596060.1, XP_012596061.1, XP_012596062.1, XP_012596066.1, XP_012596063.1	NP_001013880.1
OG0003074	XP_012596244.1	XP_017452603.1, NP_001011892.1
OG0003075	XP_012596236.1	XP_056840651.1, NP_001388962.1
OG0003076	XP_020136832.1, XP_020136833.1, XP_020136831.1	NP_077375.2, XP_038942843.1
OG0003077	XP_020136596.1	NP_037046.1, XP_063124535.1
OG0003078	XP_012639935.1	XP_038961120.1, NP_001020865.1
OG0003079	XP_012637482.1	XP_038960176.1, NP_001386116.1, NP_001386117.1
OG0003080	XP_012632551.1	NP_077048.2, NP_001103456.1
OG0003081	XP_012644955.1, XP_012644953.1	NP_037332.2, XP_006242242.1
OG0003082	XP_012613041.1	XP_017450763.1
OG0003083	XP_020143298.1	XP_038934321.1, NP_036647.1
OG0003084	XP_012611256.1	NP_001385898.2, NP_001385899.2
OG0003085	XP_012620375.1	NP_001292056.1, XP_006251594.1
OG0003086	XP_012617729.1, XP_012617730.1, XP_012617727.1, XP_012617732.1, XP_012617733.1, XP_012617731.1, XP_012617728.1	NP_001020200.1, XP_006253640.1
OG0003087	XP_012625522.1	NP_001026816.1
OG0003088	XP_012625452.1	XP_063143800.1, NP_001034114.2
OG0003089	XP_012592165.1	XP_038965141.1, NP_596913.1
OG0003090	XP_012624265.1, XP_012624266.1	NP_001100131.1, XP_017448741.1
OG0003091	XP_012616364.1, XP_012616365.1, XP_012616371.1, XP_012616369.1, XP_012616373.1, XP_012616367.1, XP_012616363.1, XP_012616366.1, XP_012616372.1, XP_012616370.1, XP_012616374.1, XP_012616368.1	NP_001102972.1
OG0003092	XP_012602226.1	XP_038943305.1, XP_063135190.1, NP_001008351.1
OG0003093	XP_012602387.1	XP_038954639.1, NP_001101087.2
OG0003094	XP_012628617.1	XP_038939750.1, NP_001012203.1
OG0003095	XP_012611898.1	XP_006244660.1, NP_001100362.1
OG0003096	XP_012616313.1	NP_001386338.1, XP_038940433.1
OG0003097	XP_012616318.1, XP_012616317.1	NP_001406429.1
OG0003098	XP_012628420.1	NP_001009316.1, XP_006235808.1
OG0003099	XP_012606397.1	XP_006238040.1, NP_001128441.1
OG0003100	XP_012637998.1, XP_012637995.1, XP_012637997.1, XP_012637996.1, XP_012637999.1	NP_001100936.2, XP_038966726.1
OG0003101	XP_012641768.1, XP_012641767.1, XP_012641769.1	NP_001385830.1
OG0003102	XP_012640873.1	XP_038934705.1, NP_001020830.2
OG0003103	XP_012608361.1	NP_001387923.1, NP_001387922.1
OG0003104	XP_020140265.1	NP_001413924.1, XP_038948654.1
OG0003105	XP_012613711.1, XP_012613714.1, XP_012613712.1, XP_012613710.1, XP_012613715.1, XP_012613713.1	XP_006250936.1, NP_001385816.1
