Orthogroup	Microcebus_murinus	Loxodonta_africana
OG0002987	XP_012599399.1	XP_023411311.1
OG0002988	XP_012644413.1	XP_010594443.2
OG0002989	XP_012620778.1	XP_010593491.1
OG0002990	XP_012620863.1	XP_023410254.1
OG0002991	XP_012606147.1	XP_010593411.2
OG0002992	XP_020144177.1	XP_023410135.1, XP_010593389.1
OG0002993	XP_012640808.1	XP_003413214.1
OG0002994	XP_020139771.1	XP_010588975.1
OG0002995	XP_012639840.1	XP_003408175.1
OG0002996	XP_012615713.1	XP_010598511.1
OG0002997	XP_012618764.1	XP_023408787.1
OG0002998	XP_012618766.1	XP_023408789.1
OG0002999	XP_012618738.1, XP_012618739.1	XP_003413924.1
OG0003000	XP_012593016.1	XP_003411325.1
OG0003001	XP_012593023.1	XP_003411324.1
OG0003002	XP_012593044.1, XP_012593043.1	XP_023405436.1
OG0003003	XP_012595147.1	XP_003411408.1
OG0003004	XP_012595156.1, XP_012595155.1	XP_003411315.1
OG0003005	XP_012593818.1	XP_003413893.1
OG0003006	XP_012608458.1	XP_010590621.1
OG0003008	XP_012618107.1	XP_003409087.1
OG0003009	XP_012618018.1	XP_023402954.1
OG0003009	XP_012618031.1	XP_023402814.1
OG0003010	XP_012617928.1, XP_012617930.1, XP_012617929.1	XP_023402905.1, XP_003408962.1
OG0003011	XP_012617955.1	XP_003418634.1
OG0003012	XP_012643491.1	XP_003418649.1
OG0003013	XP_012641809.1	XP_010590564.1
OG0003014	XP_020144369.1, XP_012593903.1	XP_003420567.1, XP_003407974.1
OG0003015	XP_012593880.1, XP_012593883.1, XP_020145637.1, XP_012593879.1, XP_012593882.1, XP_012593878.1	XP_023401170.1
OG0003017	XP_012638753.1	XP_003417472.1
OG0003018	XP_012605038.1	XP_010593763.1
OG0003019	XP_012630901.1, XP_012630910.1	XP_023411933.1
OG0003020	XP_012630863.1	XP_003416963.1
OG0003021	XP_012603337.1	XP_003420646.1
OG0003022	XP_012603442.1, XP_012603443.1, XP_012603444.1	XP_003420635.1
OG0003023	XP_020136864.1	XP_023407912.1
OG0003024	XP_012646979.1, XP_012646978.1	XP_023407879.1
OG0003025	XP_020138382.1	XP_023413882.1
OG0003026	XP_012602018.1, XP_012602017.1	XP_010596137.1
OG0003027	XP_012597874.1	XP_003417108.1
OG0003028	XP_012598043.1, XP_012598042.1	XP_023412312.1
OG0003029	XP_012598044.1	XP_023412318.1, XP_003417217.1, XP_010595016.1
OG0003030	XP_012594271.1	XP_003404374.1
OG0003031	XP_012593275.1	XP_010595826.1
OG0003032	XP_012619558.1	XP_003416674.1
OG0003033	XP_020136931.1, XP_012597676.1	XP_023411618.1
OG0003034	XP_012614907.1	XP_003416626.1, XP_023411621.1
OG0003035	XP_012614411.1	XP_003416543.1
OG0003036	XP_020137278.1	XP_010594551.1
OG0003037	XP_012619577.1	XP_003418919.1
OG0003038	XP_012619588.1	XP_023414749.1
OG0003039	XP_012619737.1	XP_003418893.1
OG0003040	XP_012591526.1, XP_012591527.1, XP_012591524.1, XP_012591523.1, XP_012591525.1, XP_012591521.1, XP_012591520.1	XP_010596727.1
OG0003041	XP_012640540.1, XP_012640593.1, XP_012640569.1, XP_012640585.1, XP_012640580.1, XP_012640532.1, XP_012640558.1, XP_012640549.1, XP_012640574.1, XP_012640550.1	XP_023413151.1
OG0003042	XP_012593276.1	XP_023413352.1
OG0003043	XP_012607072.1, XP_012607071.1	XP_003409575.1
OG0003044	XP_012646377.1	XP_003418527.1
OG0003045	XP_012646324.1	XP_023414186.1
OG0003046	XP_012623116.1, XP_012623109.1, XP_012623113.1, XP_012623114.1	XP_023409883.1
OG0003047	XP_012601732.1	XP_023399953.1
OG0003048	XP_012599908.1	XP_010588514.1, XP_003410275.1, XP_023404033.1
OG0003049	XP_012637161.1, XP_012637160.1	XP_003410333.1
OG0003050	XP_012620482.1, XP_012620481.1, XP_012620483.1	XP_003410926.1
OG0003051	XP_012620533.1, XP_012620534.1, XP_012620532.1, XP_012620531.1	XP_023405034.1
OG0003052	XP_012623120.1	XP_010593148.1
OG0003053	XP_012623278.1	XP_003414979.2
OG0003054	XP_012611495.1	XP_010598848.1, XP_010598847.1
OG0003055	XP_012633141.1, XP_012633142.1, XP_012633140.1	XP_010586990.1
OG0003056	XP_020141339.1, XP_012633158.1	XP_003408752.1
OG0003057	XP_020138669.1	XP_023404284.1
OG0003058	XP_012601824.1	XP_023402422.1
OG0003059	XP_012640003.1	XP_010600354.1
OG0003059	XP_012639972.1	XP_023397959.1
OG0003060	XP_012642135.1	XP_023409190.1
OG0003061	XP_020136655.1, XP_020136658.1	XP_023412587.1
OG0003062	XP_012611741.1	XP_023412486.1
OG0003063	XP_012602883.1	XP_023412726.1
OG0003064	XP_012602753.1, XP_012602754.1	XP_023409569.1
OG0003065	XP_012642275.1	XP_023409529.1, XP_023409528.1, XP_003414346.1, XP_023409530.1
OG0003066	XP_012642228.1	XP_003414339.1, XP_010592824.1, XP_023409520.1
OG0003067	XP_012598679.1	XP_010592789.1
OG0003068	XP_012621403.1	XP_023409400.1
OG0003069	XP_012621424.1	XP_023409160.1
OG0003071	XP_012645157.1, XP_012645158.1	XP_023409375.1
OG0003072	XP_012627184.1	XP_003414628.1, XP_023409297.1
OG0003074	XP_012596244.1	XP_023412032.1
OG0003075	XP_012596236.1	XP_003417034.1
OG0003076	XP_020136832.1, XP_020136833.1, XP_020136831.1	XP_003416884.1
OG0003077	XP_020136596.1	XP_023412070.1
OG0003078	XP_012639935.1	XP_003423610.1
OG0003079	XP_012637482.1	XP_023397684.1
OG0003080	XP_012632551.1	XP_023413865.1
OG0003081	XP_012644955.1, XP_012644953.1	XP_023398077.1
OG0003082	XP_012613041.1	XP_010597579.1
OG0003083	XP_020143298.1	XP_010597585.1, XP_003419768.1, XP_010597584.1
OG0003084	XP_012611256.1	XP_010595581.2
OG0003085	XP_012620375.1	XP_023408462.1
OG0003086	XP_012617729.1, XP_012617730.1, XP_012617727.1, XP_012617732.1, XP_012617733.1, XP_012617731.1, XP_012617728.1	XP_023405006.1
OG0003088	XP_012625452.1	XP_023401122.1
OG0003089	XP_012592156.1, XP_012592165.1	XP_023401114.1
OG0003090	XP_012624265.1, XP_012624266.1	XP_003407833.1
OG0003091	XP_012616364.1, XP_012616365.1, XP_012616371.1, XP_012616369.1, XP_012616373.1, XP_012616367.1, XP_012616363.1, XP_012616366.1, XP_012616372.1, XP_012616370.1, XP_012616374.1, XP_012616368.1	XP_003404196.1
OG0003092	XP_012602226.1	XP_010598891.1, XP_010598892.1, XP_003421074.1, XP_010598890.1
OG0003093	XP_012602387.1	XP_003403984.1
OG0003094	XP_012628617.1	XP_023401341.1
OG0003095	XP_012611898.1	XP_023401081.1, XP_023401080.1, XP_023401077.1, XP_003403934.2
OG0003096	XP_012616313.1	XP_003404492.1
OG0003097	XP_012616318.1, XP_012616317.1	XP_023400820.1
OG0003098	XP_012628420.1	XP_023396621.1, XP_023396620.1
OG0003099	XP_012606397.1	XP_003404394.1
OG0003100	XP_012637998.1, XP_012637995.1, XP_012637997.1, XP_012637996.1, XP_012637999.1	XP_023396831.1
OG0003101	XP_012641768.1, XP_012641767.1, XP_012641769.1	XP_003408484.1
OG0003102	XP_012640873.1	XP_023401778.1
OG0003103	XP_012608361.1	XP_010600014.1
OG0003104	XP_020140265.1	XP_023405615.1
OG0003105	XP_012613711.1, XP_012613714.1, XP_012613712.1, XP_012613710.1, XP_012613715.1, XP_012613713.1	XP_023410842.1
OG0003106	XP_012635036.1	XP_023400219.1
OG0003107	XP_012635079.1, XP_012635081.1, XP_012635077.1, XP_012635080.1, XP_012635078.1, XP_012635082.1	XP_003407199.1
OG0003108	XP_012635091.1	XP_003407195.1
OG0003109	XP_012596742.1	XP_003407031.1
OG0003110	XP_012612763.1, XP_012612764.1	XP_003407284.1
OG0003111	XP_012620686.1, XP_012620685.1, XP_012620687.1	XP_023410295.1
OG0003112	XP_020145577.1	XP_023410079.1, XP_023410374.1
OG0003113	XP_012620763.1, XP_012620762.1	XP_003415340.1
OG0003114	XP_012631510.1, XP_020145280.1	XP_023410462.1
OG0003115	XP_012631391.1	XP_003415601.1
OG0003116	XP_020138408.1, XP_020138424.1	XP_023406701.1
OG0003117	XP_012618870.1	XP_023414375.1
OG0003118	XP_012641710.1, XP_012641711.1, XP_012641709.1	XP_010600320.2, XP_023397809.1
OG0003119	XP_012640513.1	XP_023406819.1
OG0003120	XP_020138108.1	XP_023406881.1
OG0003121	XP_012639689.1, XP_012639684.1, XP_012639687.1, XP_012639681.1, XP_012639682.1, XP_012639686.1, XP_012639683.1, XP_020135809.1, XP_012639688.1, XP_012639685.1	XP_023406958.1
OG0003122	XP_012638709.1	XP_003411912.1
OG0003123	XP_012634433.1, XP_012634434.1, XP_012634432.1	XP_010590212.1, XP_023406193.1
OG0003124	XP_012643572.1, XP_012643573.1, XP_012643574.1, XP_012643571.1	XP_010590265.1, XP_003411873.1
OG0003125	XP_012643900.1, XP_012643899.1	XP_003416125.1
OG0003126	XP_012642350.1	XP_010599659.1
OG0003127	XP_012642340.1	XP_003422045.1
OG0003128	XP_012642322.1	XP_003422043.1
OG0003129	XP_012602140.1, XP_012602120.2	XP_003423328.1, XP_003423005.1, XP_023398415.1, XP_003423026.1, XP_003423057.1, XP_023397624.1, XP_023398024.1, XP_003423176.1, XP_023397919.1
OG0003130	XP_012628266.1	XP_003408450.1
OG0003131	XP_012591468.1	XP_003407186.1
OG0003132	XP_012596430.1, XP_012596428.1, XP_020145498.1, XP_012596427.1, XP_012596429.1	XP_023400010.1, XP_003406930.1
OG0003133	XP_012602582.1	XP_023400257.1
OG0003134	XP_012605406.1	XP_023396307.1
OG0003135	XP_012613005.1, XP_012613004.1	XP_023415309.1, XP_003419595.1
OG0003136	XP_012633515.1	XP_003419638.1
OG0003137	XP_012633498.1, XP_012633497.1	XP_003419646.1
OG0003138	XP_012633349.1	XP_003419671.1
OG0003139	XP_020141942.1	XP_010597418.1
OG0003140	XP_012633781.1	XP_003419419.1
OG0003143	XP_012625812.1, XP_012625813.1	XP_010588185.2
OG0003144	XP_012616025.1	XP_003409815.1
OG0003145	XP_012626855.1, XP_012626856.1	XP_023403427.1
OG0003146	XP_020135920.1	XP_003410143.1
OG0003147	XP_012626796.1, XP_012626798.1, XP_012626794.1, XP_012626797.1	XP_003410145.1
OG0003148	XP_012626700.1, XP_012626699.1, XP_012626701.1	XP_010588112.1
OG0003149	XP_012625764.1, XP_012625763.1, XP_012625768.1, XP_012625767.1	XP_023403893.1
OG0003150	XP_012596888.1	XP_023407623.1
OG0003151	XP_012646061.1	XP_003413415.1
OG0003152	XP_012646131.1, XP_012646132.1, XP_020139638.1	XP_023408220.1
OG0003153	XP_020139539.1	XP_023396474.1, XP_003421709.1, XP_023396475.1, XP_010599346.1
OG0003154	XP_012601180.1	XP_010600153.2
OG0003155	XP_020139579.1	XP_003422581.2
OG0003156	XP_012594133.1	XP_023414289.1
OG0003157	XP_012594122.1	XP_003418576.1
OG0003158	XP_012591565.1	XP_003418585.1
OG0003159	XP_012620135.1, XP_012620134.1	XP_023394796.1, XP_023394801.1, XP_023398149.1, XP_023394802.1, XP_023398150.1
OG0003160	XP_012641994.1	XP_003412266.1
OG0003161	XP_012636071.1	XP_023406689.1
OG0003162	XP_012603049.1, XP_012603041.1	XP_003412357.1, XP_023406537.1, XP_023406538.1, XP_023406539.1, XP_023406536.1
OG0003163	XP_020145979.1	XP_003412671.1
OG0003164	XP_012612446.1	XP_023403312.1
OG0003165	XP_012607495.1, XP_012607496.1, XP_012607494.1	XP_003414085.1, XP_010592312.1
OG0003167	XP_012622415.1, XP_012622413.1, XP_012622414.1	XP_023410714.1
OG0003168	XP_012622374.2	XP_023395825.1
OG0003169	XP_012622372.1, XP_012622347.1	XP_003420967.1
OG0003170	XP_012643216.1, XP_020141898.1	XP_023394584.1
OG0003171	XP_012642389.1, XP_012642399.1	XP_023411131.1
OG0003172	XP_012610474.1	XP_003411677.1, XP_023405885.1
OG0003173	XP_012610129.1	XP_003411715.1
OG0003174	XP_012634115.1	XP_023407000.1
OG0003175	XP_012611184.1, XP_012611185.1	XP_003417948.2
OG0003176	XP_012633817.2, XP_012633818.2, XP_012633816.2, XP_012633815.2, XP_012633819.2, XP_012633820.2	XP_003420363.1, XP_010598185.1
OG0003177	XP_020138571.1	XP_023415263.1
OG0003178	XP_012612099.1, XP_020143480.1	XP_010597225.1
OG0003179	XP_020138642.1	XP_003419148.1, XP_010585625.1
OG0003180	XP_012604729.1	XP_003419196.1
OG0003181	XP_012633070.1	XP_003410852.1
OG0003182	XP_012603193.1	XP_023404740.1
OG0003183	XP_012638633.1	XP_003410671.1
OG0003184	XP_012615906.1	XP_003410686.1, XP_010589123.1
OG0003185	XP_012615927.1	XP_023404834.1
OG0003186	XP_012633081.1	XP_023404852.1
OG0003187	XP_012610981.1	XP_003423068.2
OG0003188	XP_012629884.1, XP_012629885.1	XP_010593290.1, XP_003405701.1
OG0003189	XP_012609200.1	XP_003405720.1, XP_023410385.1
OG0003191	XP_012595036.2	XP_010593908.1
OG0003192	XP_012608421.1	XP_010594392.1, XP_003405783.1
OG0003193	XP_012617149.1	XP_023395080.1
OG0003194	XP_012617442.1	XP_023411954.1, XP_003405489.1, XP_023411956.1, XP_023411937.1, XP_023411945.1
OG0003195	XP_012618001.1	XP_010594975.1
OG0003196	XP_012619755.1, XP_012619745.1, XP_012619763.1	XP_023412850.1
OG0003197	XP_012621802.1	XP_023402984.1
OG0003198	XP_012625925.1, XP_012625916.1	XP_023402529.1, XP_003409008.1
OG0003199	XP_012626288.1	XP_003409175.1
OG0003200	XP_012636901.1	XP_023415598.1
OG0003201	XP_012614997.1	XP_023401468.1, XP_003408369.1
OG0003202	XP_020144402.1	XP_023401810.1
OG0003203	XP_012628310.1, XP_012628311.1	XP_003408297.1
OG0003204	XP_012628281.1, XP_012628280.1, XP_012628278.1, XP_012628279.1	XP_023401660.1, XP_023401659.1, XP_010586716.1, XP_023401658.1
OG0003205	XP_012603715.1	XP_010592183.1
OG0003206	XP_012598322.1, XP_012598320.1, XP_012598319.1, XP_012598321.1, XP_012598318.1	XP_003418681.1
OG0003207	XP_012618926.1, XP_012618925.1, XP_012618924.1	XP_003420573.1
OG0003208	XP_012623800.1, XP_012623801.1, XP_012623802.1	XP_003413852.1
OG0003209	XP_012623708.1	XP_010592031.1
OG0003210	XP_012590891.1	XP_023408695.1
OG0003211	XP_012619921.1, XP_012619920.1	XP_010588635.1
OG0003212	XP_012619061.1	XP_023409002.1
OG0003213	XP_020140855.1	XP_010592399.1
OG0003214	XP_020140142.1	XP_003414179.1
OG0003216	XP_012632658.1	XP_023414850.1
OG0003217	XP_012643000.1	XP_003413034.1
OG0003218	XP_012636035.1	XP_003412891.1, XP_023407526.1
OG0003219	XP_012635792.1	XP_003412991.1
OG0003220	XP_012592471.1	XP_003416277.1
OG0003221	XP_012608993.1	XP_003416500.1
OG0003222	XP_012598174.1	XP_023398711.1
OG0003223	XP_012600726.1	XP_003406050.1
OG0003224	XP_012616627.1	XP_023398644.1, XP_023398643.1, XP_023398645.1, XP_003405867.1
OG0003225	XP_012637336.1, XP_012637335.1	XP_003405853.1
OG0003226	XP_012632459.1, XP_012632460.1, XP_012632461.1, XP_012632462.1	XP_003406199.1
OG0003227	XP_012624576.1, XP_012594322.1	XP_010600605.1
OG0003228	XP_012615295.1, XP_012615286.1	XP_003410308.1
OG0003229	XP_012601055.1	XP_023394481.1
OG0003230	XP_012591008.1	XP_003410998.1
OG0003231	XP_012604639.1	XP_023409925.1
OG0003232	XP_012612747.1	XP_003421748.1
OG0003233	XP_012640157.1, XP_012640159.1	XP_003416015.1
OG0003234	XP_012612385.1, XP_012612386.1	XP_023394906.1, XP_023394905.1
OG0003235	XP_012605182.1	XP_003418016.1
OG0003236	XP_012593533.1	XP_010596008.2
OG0003237	XP_012611293.1, XP_012611294.1	XP_023395112.1
OG0003238	XP_012603284.1, XP_020141924.1	XP_010598215.1
OG0003239	XP_012620201.1	XP_003420889.1
OG0003240	XP_012620263.1	XP_003420910.1
OG0003241	XP_012592150.1, XP_012612685.2, XP_012612683.2	XP_010599388.1, XP_010599387.1
OG0003242	XP_012613624.1	XP_003421763.2
OG0003243	XP_012607819.1, XP_012607821.1, XP_012607820.1, XP_012607823.1, XP_012607822.1	XP_023409714.1
OG0003247	XP_012616092.1	XP_023403696.1
OG0003248	XP_012591045.2	XP_003418553.1
OG0003249	XP_020144861.1, XP_020144860.1, XP_012593338.1	NP_001267799.1, XP_003407405.2, XP_010586357.1
OG0003250	XP_012601698.1	XP_003406822.1
OG0003251	XP_012640836.1	XP_010586790.1, XP_023401765.1, XP_010586791.1
OG0003252	XP_012636066.1	XP_003412047.1
OG0003253	XP_012603743.1	XP_023404773.1
OG0003254	XP_012625760.1, XP_012625759.1	XP_003409960.1, XP_023403556.1, XP_023403557.1
OG0003255	XP_012624899.1	XP_003404384.1
OG0003257	XP_012615159.1	XP_023405058.1, XP_003404401.1, XP_010584834.1, XP_023405015.1, XP_023404977.1
OG0003258	XP_012622687.1	XP_003411294.1
OG0003259	XP_012608023.1	XP_003421799.1
OG0003260	XP_012616115.1	XP_003410716.1
OG0003261	XP_012644947.1	XP_023398084.1
OG0003262	XP_012605361.1, XP_012605359.1, XP_012605360.1	XP_003421385.1, XP_010599197.1
OG0003263	XP_012637861.1	XP_023403866.1
OG0003264	XP_012642412.1	XP_003422053.1
OG0003265	XP_012602460.1, XP_012602457.1, XP_012602455.1, XP_012602459.1, XP_012602458.1, XP_012602461.1, XP_012602453.1, XP_012602462.1, XP_012602456.1	XP_003410340.1
OG0003266	XP_012610860.1	XP_023406488.1
OG0003267	XP_012609324.1	XP_023415247.1
OG0003268	XP_012624158.1	XP_003413467.1
OG0003269	XP_020138971.1	XP_010584851.1
OG0003270	XP_012609667.1, XP_012609668.1	XP_023399083.1
OG0003271	XP_012612140.1	XP_023415200.1, XP_023415202.1, XP_010597277.1, XP_023415201.1
OG0003273	XP_012645683.1	XP_003421930.2
OG0003274	XP_012625683.1	XP_010588213.1
OG0003275	XP_012635264.2	XP_023400488.1
OG0003276	XP_012593744.1	XP_003410957.1
OG0003277	XP_012597628.1	XP_023410583.1, XP_023410584.1, XP_023410585.1
OG0003278	XP_020142853.1, XP_020142851.1, XP_020142850.1, XP_020142852.1, XP_020142854.1	XP_010594137.2
OG0003279	XP_012593405.1, XP_012593388.1, XP_012593397.1	XP_023401054.1
OG0003280	XP_020140162.1	XP_003410560.1, XP_023404309.1
OG0003281	XP_012635656.1, XP_012635657.1	XP_023414601.1
OG0003282	XP_012618638.1, XP_012618639.1	XP_003407873.1, XP_003407597.1
OG0003284	XP_012643290.1	XP_003412277.1
OG0003285	XP_012604161.1	XP_003415006.1
OG0003285	XP_012604160.1	XP_003415218.1
OG0003286	XP_012643258.1	XP_003422760.2, XP_023397840.1, XP_023398286.1, XP_023398448.1, XP_010600861.2, XP_003422381.2, XP_003422372.1, XP_010600693.1, XP_010600904.1, XP_010600266.1
OG0003287	XP_012625640.1	XP_003407642.1
OG0003288	XP_020143624.1, XP_012629188.1, XP_020140646.1	XP_023410919.1
OG0003290	XP_012644383.1	XP_003406730.1
OG0003291	XP_020137704.1	XP_023399530.1
OG0003292	XP_012600951.1	XP_023399546.1
OG0003293	XP_012625281.1, XP_012625282.1, XP_012625283.1, XP_012625280.1	XP_023399554.1
OG0003294	XP_020144886.1	XP_010598310.1
OG0003295	XP_012593976.1	XP_003421617.2
OG0003296	XP_012613523.1	XP_023399442.1, XP_023399441.1, XP_010584959.1
OG0003297	XP_012603212.1	XP_023404743.1, XP_023404742.1, XP_023404741.1
OG0003298	XP_012605702.1, XP_012605703.1, XP_012605701.1	XP_003406918.1
OG0003299	XP_012631022.1, XP_012631024.1	XP_023399878.1
OG0003300	XP_012609613.1	XP_010584841.1
OG0003301	XP_012616508.1	XP_023399819.1
OG0003303	XP_012616846.1	XP_023398937.1
OG0003304	XP_012630289.1	XP_010599890.1
OG0003305	XP_012630635.1	XP_010594421.1
OG0003306	XP_020138781.1	XP_023411322.1
OG0003307	XP_020140935.1, XP_020140934.1	XP_023395553.1
OG0003308	XP_012621157.1	XP_010589027.1
OG0003309	XP_012606874.1, XP_012606875.1, XP_012606873.1	XP_023411312.1
OG0003310	XP_012628068.2	XP_003416417.1
OG0003311	XP_012606266.1	XP_003415452.1, XP_023410151.1
OG0003312	XP_012618483.1	XP_010591401.1
OG0003313	XP_012622267.1, XP_012629556.2	XP_010586549.1
OG0003314	XP_012615466.1	XP_023395424.1
OG0003315	XP_012620017.1	XP_023408835.1, XP_010592168.1, XP_023408836.1, XP_003413846.1
OG0003316	XP_012620029.1	XP_003413957.1
OG0003318	XP_012618670.1	XP_003413808.1
OG0003319	XP_012607239.1	XP_023408755.1
OG0003320	XP_012591883.1, XP_012591885.1	XP_003407935.2
OG0003321	XP_012618267.1	XP_003409323.1
OG0003323	XP_012642791.1	XP_010591168.1
OG0003324	XP_020139284.1	XP_003404928.1
OG0003325	XP_020139278.1, XP_020139277.1, XP_012617220.2	XP_010590355.1
OG0003326	XP_012597062.1, XP_012597064.1, XP_012597066.1, XP_012597065.1	XP_003404641.2
OG0003327	XP_012595869.1	XP_003408076.1
OG0003328	XP_020145815.1, XP_012638679.1	XP_023401203.1
OG0003329	XP_012598132.1	XP_003417196.1
OG0003330	XP_012611354.2, XP_012638741.1	XP_010596280.2, XP_010596274.2, XP_010599960.2
OG0003331	XP_012627823.1	XP_010595442.1, XP_023412841.1, XP_003417471.1, XP_023412838.1, XP_023412840.1, XP_023412839.1
OG0003332	XP_020142292.1, XP_012629081.1, XP_020142290.1, XP_020142291.1	XP_003418366.1
OG0003333	XP_012631482.1	XP_023412189.1
OG0003334	XP_012603325.1	XP_010598542.1
OG0003335	XP_012631815.1, XP_012631816.1	XP_023407620.1
OG0003336	XP_012646927.1	XP_023407860.1, XP_003413233.1
OG0003337	XP_012646903.1	XP_010591440.1
OG0003338	XP_020137409.1	XP_010591437.1, XP_010591438.1, XP_023407842.1
OG0003339	XP_012593935.2	XP_003418197.1, XP_010596125.1
OG0003340	XP_012602015.2, XP_012618717.1	XP_003418138.1
OG0003341	XP_012627986.1	XP_010595143.1
OG0003342	XP_012627905.1	XP_010595111.1
OG0003343	XP_012597984.1	XP_010595085.1, XP_023412399.1, XP_010595084.1
OG0003344	XP_012597996.1	XP_023412344.1
OG0003345	XP_012598117.1	XP_023412296.1, XP_010595150.2
OG0003346	XP_012619529.1	XP_023411762.1, XP_003416595.1
OG0003347	XP_012614339.1	XP_023411623.1
OG0003348	XP_012614627.1	XP_023397515.1
OG0003349	XP_012614902.1	XP_010600123.1
OG0003350	XP_012614336.1	XP_003416571.1
OG0003352	XP_020137006.1	XP_023414625.1
OG0003353	XP_012645586.1	XP_023414593.1
OG0003354	XP_012645628.1	XP_010596730.1
OG0003355	XP_020136983.1, XP_020136984.1	XP_003417834.1
OG0003356	XP_012603868.1	XP_010587811.1
OG0003357	XP_012646350.1	XP_010596426.1
OG0003358	XP_012646712.1, XP_012646711.1, XP_012646714.1, XP_012646715.1	XP_003414961.1
OG0003359	XP_012615901.1	XP_003410323.1
OG0003361	XP_012637068.1, XP_012637072.1, XP_012637071.1, XP_012637069.1, XP_012637070.1	XP_023394460.1
OG0003362	XP_020139966.1	XP_003410893.1
OG0003363	XP_012606749.1	XP_003411073.1
OG0003364	XP_012606734.1	XP_010589372.1
OG0003365	XP_012623415.1	XP_010593105.1
OG0003366	XP_012623357.1	XP_003415164.1
OG0003367	XP_012623361.1	XP_003415157.2
OG0003368	XP_012597601.1	XP_010585066.1
OG0003369	XP_012601715.1, XP_012601714.1	XP_003406424.2
OG0003370	XP_012611532.1, XP_012611533.1	XP_023395862.1
OG0003371	XP_012594031.1	XP_003408883.1
OG0003372	XP_012608208.1	XP_010598820.1, XP_023395858.1, XP_003421000.1
OG0003373	XP_012638241.1, XP_012638242.1, XP_012638244.1, XP_012638243.1	XP_010586908.1
