Orthogroup	Microcebus_murinus	Myotis_lucifugus
OG0002570	XP_012612868.1, XP_012612867.1, XP_012612866.1	XP_023599592.1
OG0002571	XP_012633619.1	XP_006101646.1
OG0002572	XP_012633641.1	XP_006105929.1, XP_023602554.1
OG0002573	XP_012633701.1, XP_012633700.1	XP_023603325.1
OG0002574	XP_012606953.1, XP_012606948.1, XP_012606939.1	XP_023602173.1
OG0002575	XP_012644819.1	XP_023620769.1
OG0002576	XP_020139377.1	XP_006107652.3
OG0002578	XP_012601292.1	XP_014322708.1
OG0002579	XP_012601162.1	XP_014322661.1
OG0002580	XP_012600499.1, XP_012600501.1, XP_012600502.1, XP_012600500.1	XP_014313332.1
OG0002581	XP_012639406.1	XP_006089715.1
OG0002583	XP_012638136.1	XP_006083657.1
OG0002584	XP_012625192.1	XP_023610486.1
OG0002585	XP_012594676.1, XP_012594675.1	XP_006098020.1
OG0002586	XP_012600991.1, XP_012600989.1, XP_012600986.1, XP_012600992.1, XP_012600988.1, XP_012600987.1, XP_012600990.1	XP_023617480.1
OG0002587	XP_020137511.1	XP_006087621.1
OG0002588	XP_020144479.1	XP_006083733.1
OG0002589	XP_012638286.1	XP_014311269.1
OG0002590	XP_012638294.1, XP_012638296.1, XP_012638295.1	XP_023609539.1
OG0002591	XP_020137335.1	XP_006096505.1
OG0002592	XP_012610524.1	XP_023610261.1
OG0002593	XP_020137336.1	XP_006089469.1
OG0002594	XP_012610120.1	XP_006089492.1
OG0002595	XP_020137496.1	XP_006089513.1
OG0002596	XP_012636280.1, XP_020137484.1	XP_023612022.1, XP_006091482.1
OG0002598	XP_012625947.1, XP_012625946.1, XP_012625945.1, XP_012625944.1	XP_006095479.1
OG0002599	XP_012628368.1, XP_012628370.1, XP_012628369.1	XP_023601335.1, XP_006104317.3, XP_023601336.1
OG0002600	XP_012628529.1	XP_014302094.1
OG0002601	XP_012628436.1	XP_023601316.1, XP_023601317.1, XP_023601315.1, XP_014302071.1
OG0002602	XP_012603587.1	XP_006082384.2, XP_023613012.1
OG0002603	XP_012634133.1	XP_006085562.1, XP_006085563.1
OG0002604	XP_012608409.1	XP_006081970.1
OG0002605	XP_012608424.1	XP_023611548.1, XP_014312298.1
OG0002606	XP_012594737.1, XP_020138288.1, XP_020138286.1, XP_012594740.1, XP_020138285.1, XP_012594741.1, XP_020138287.1, XP_012594739.1, XP_012594738.1	XP_006100789.1
OG0002607	XP_012637696.1	XP_023600829.1
OG0002608	XP_020138554.1, XP_012637791.1, XP_020138552.1, XP_020138553.1	XP_014320080.1
OG0002609	XP_012611966.1	XP_014304306.1
OG0002610	XP_012612129.1	XP_023599232.1
OG0002611	XP_012619246.1	XP_023599221.1
OG0002612	XP_012619287.1	XP_006099351.1
OG0002613	XP_012619314.1	XP_023604281.1, XP_006099343.1
OG0002614	XP_012619415.1, XP_012619414.1	XP_006104934.1, XP_006105593.1
OG0002615	XP_012619439.1	XP_014303178.1
OG0002617	XP_012604764.1	XP_006106312.1
OG0002617	XP_012604763.1	XP_023604236.1
OG0002618	XP_012632071.1	XP_023618979.1
OG0002619	XP_012632162.1, XP_012632163.1, XP_012632164.1	XP_006099574.1
OG0002620	XP_012603191.1	XP_006085593.1
OG0002621	XP_012638578.1, XP_012638577.1	XP_023615727.1
OG0002622	XP_020138666.1	XP_006109869.1
OG0002623	XP_012644152.1, XP_012644153.1, XP_012644151.1	XP_023608030.1
OG0002624	XP_012601947.1, XP_012602009.1	XP_023604873.1, XP_006086787.1
OG0002627	XP_012621545.1	XP_023610677.1
OG0002628	XP_012624602.1	XP_014322610.1, XP_014322611.1
OG0002629	XP_012624718.1	XP_006095914.1
OG0002630	XP_012594592.1	XP_006108680.1
OG0002631	XP_012632238.1	XP_014323053.1, XP_014323052.1
OG0002632	XP_012592859.1	XP_023601170.1
OG0002633	XP_012638503.1	XP_023607378.1
OG0002634	XP_012614160.1, XP_012614161.1	XP_006093457.1
OG0002635	XP_012590844.1	XP_006087979.1
OG0002636	XP_012636332.1	XP_006107749.1
OG0002637	XP_020140193.1, XP_012597085.2	XP_014307595.1
OG0002638	XP_012635983.1	XP_023611549.1
OG0002640	XP_012646590.1, XP_012646593.1, XP_012646591.1	XP_023615158.1
OG0002641	XP_012629596.1, XP_012629595.1, XP_012629597.1	XP_006081496.1
OG0002642	XP_012592466.1, XP_012592465.1, XP_012592467.1	XP_006084959.1
OG0002643	XP_012623853.1	XP_014320342.1
OG0002644	XP_012597438.1, XP_012597437.1, XP_012597440.1	XP_006105891.1
OG0002645	XP_012600687.1	XP_014301673.1
OG0002646	XP_012637360.1	XP_023600885.1
OG0002647	XP_012608871.1, XP_012608873.1, XP_012608868.1, XP_012608869.1, XP_020143953.1, XP_012608872.1, XP_020143954.1, XP_020143952.1	XP_014323299.1
OG0002648	XP_012594507.1	XP_006082455.1
OG0002649	XP_012594510.1, XP_012594512.1, XP_012594515.1, XP_012594513.1, XP_012594511.1	XP_006082454.1
OG0002650	XP_020143867.1, XP_020140464.1	XP_006082467.1, XP_023616004.1
OG0002651	XP_012595769.1	XP_006082563.1
OG0002652	XP_012604140.1, XP_012604147.1	XP_006096995.1, XP_023616463.1
OG0002653	XP_020139932.1	XP_023613700.1, XP_006096978.1
OG0002654	XP_012627863.1	XP_023599867.1, XP_014308707.1
OG0002655	XP_012610814.1	XP_006082885.1
OG0002656	XP_012610816.1, XP_012610815.1, XP_012610817.1	XP_006082882.1
OG0002657	XP_012610951.1, XP_012610952.1	XP_006083027.1
OG0002658	XP_012643375.1, XP_012643349.1	XP_023604850.1, XP_006082363.1, XP_006082359.1
OG0002659	XP_012594040.1, XP_012595905.1	XP_014315701.1, XP_014314161.1
OG0002660	XP_012640047.1	XP_006085691.1
OG0002661	XP_012637255.1	XP_006090619.1
OG0002663	XP_012604088.1, XP_012591685.1, XP_012591687.1, XP_012591686.1	XP_006089314.1, XP_023620233.1
OG0002664	XP_012591690.1	XP_006082969.1
OG0002665	XP_012605884.1	XP_006082177.1, XP_023613810.1, XP_006082175.1
OG0002666	XP_012613640.1	XP_023608763.1
OG0002667	XP_012623950.1, XP_012591426.1	XP_023604795.1, XP_006107503.3
OG0002668	XP_012629481.1, XP_012629476.1, XP_012629477.1, XP_012629480.1, XP_012629478.1	XP_014307568.1
OG0002669	XP_012627705.2, XP_012627704.1, XP_012627706.1	XP_006088151.1
OG0002670	XP_012614458.1	XP_023617577.1, XP_023617639.1, XP_014309293.1, XP_014309257.1, XP_023617618.1, XP_023617540.1
OG0002671	XP_012643115.1	XP_014315714.1, XP_023614153.1, XP_014306070.1, XP_014315717.1, XP_014315716.1
OG0002676	XP_012641760.1	XP_006085278.1
OG0002677	XP_012606869.1, XP_012606870.1, XP_012606868.1	XP_023602038.1
OG0002678	XP_012605027.1, XP_012605026.1	XP_014315349.1
OG0002679	XP_012597433.1	XP_006104769.1
OG0002680	XP_012601684.1	XP_006102213.1
OG0002681	XP_012621139.1	XP_006098275.1
OG0002682	XP_012627040.1	XP_023611450.1
OG0002683	XP_012598284.1	XP_006103069.1
OG0002684	XP_012611419.1	XP_023599865.1
OG0002685	XP_012640272.1, XP_012640273.1	XP_023609502.1
OG0002686	XP_020144183.1	XP_014303294.1
OG0002687	XP_020140118.1	XP_006084697.1
OG0002688	XP_020144689.1	XP_014304588.1
OG0002689	XP_020143179.1	XP_023611304.1
OG0002692	XP_012625197.1	XP_023610474.1
OG0002693	XP_012619039.1	XP_023606199.1
OG0002694	XP_012605223.1	XP_006087803.1
OG0002695	XP_020139112.1, XP_012607122.1, XP_020139113.1, XP_020139114.1, XP_012592172.1	XP_006108814.1, XP_006092667.1
OG0002696	XP_012638022.1	XP_006093427.1
OG0002697	XP_012606058.1, XP_012606061.1, XP_012606059.1, XP_012606053.1, XP_012606057.1, XP_012606060.1, XP_012606056.1	XP_006108143.1
OG0002698	XP_012618620.1	XP_023605025.1
OG0002699	XP_012611812.1	XP_006082106.1, XP_006082107.1, XP_014307778.1
OG0002700	XP_012624037.1, XP_012624036.1	XP_023600370.1
OG0002703	XP_012603891.1, XP_012603893.1	XP_006103693.1, XP_023600668.1
OG0002704	XP_012618498.1, XP_012618509.1	XP_006095765.1, XP_014317246.2
OG0002705	XP_012632311.1	XP_023617908.1
OG0002707	XP_012602123.1	XP_006092132.1, XP_006092131.1, XP_006092133.1, XP_006092134.1
OG0002710	XP_020145273.1	XP_006094836.1
OG0002711	XP_012641955.1	XP_006094658.1, XP_014316168.1
OG0002712	XP_012608336.1	XP_006087526.1
OG0002714	XP_012624136.1	XP_006094085.1
OG0002715	XP_012632917.1	XP_006095130.1
OG0002717	XP_012629941.1	XP_014309914.1
OG0002719	XP_012601657.1	XP_023601468.1
OG0002720	XP_012592083.1, XP_012592082.1, XP_012592084.1	XP_006084535.1
OG0002721	XP_012598215.1	XP_023605863.1
OG0002723	XP_012593153.1	XP_014315867.1
OG0002724	XP_012626291.1	XP_014304735.1, XP_014303779.1
OG0002725	XP_012609750.1	XP_023604246.1
OG0002726	XP_012609900.1	XP_006107056.2
OG0002727	XP_012616884.1, XP_012616883.1, XP_012616885.1, XP_012616886.1, XP_012616887.1	XP_014304701.2
OG0002728	XP_012616731.1	XP_014323043.2
OG0002729	XP_012613980.1	XP_006103651.1
OG0002730	XP_012630089.1	XP_006096774.1
OG0002731	XP_012609217.1	XP_023613853.1
OG0002732	XP_012604514.1, XP_012604513.1, XP_012604512.1	XP_023607933.1
OG0002733	XP_012643126.1	XP_023614124.1, XP_006094061.1
OG0002734	XP_012643134.1, XP_020136740.1, XP_012643133.1	XP_023614098.1
OG0002735	XP_020137176.1, XP_020137177.1, XP_020137175.1	XP_014302504.2
OG0002736	XP_020145764.1	XP_023605615.1, XP_006081271.1, XP_023605608.1
OG0002737	XP_012636942.2	XP_006081284.1
OG0002738	XP_012639257.1	XP_006081380.1
OG0002739	XP_012644343.1, XP_012644340.1, XP_012644341.1, XP_012644342.1	XP_023604683.1
OG0002740	XP_012592815.1, XP_012592817.1, XP_012592814.1, XP_012592816.1	XP_014301954.1
OG0002741	XP_012621530.1	XP_014311074.1
OG0002742	XP_012638845.1	XP_023606559.1
OG0002744	XP_012618266.1	XP_023610370.1
OG0002745	XP_012618100.1, XP_012618101.1, XP_012618099.1	XP_006100037.1
OG0002746	XP_012618144.1	XP_023610411.1
OG0002747	XP_012596338.1	XP_006089181.1
OG0002748	XP_012633232.1	XP_023610825.1
OG0002749	XP_012640048.2	XP_006096408.1, XP_006096409.1
OG0002751	XP_020142279.1	XP_023613671.1
OG0002752	XP_012629361.1	XP_006103155.1
OG0002753	XP_012603354.1	XP_023600830.1
OG0002754	XP_012622559.1	XP_006089828.1, XP_006089830.1, XP_023610436.1, XP_006089829.1
OG0002755	XP_012646891.1	XP_023602126.1
OG0002756	XP_012627990.1	XP_006087122.1
OG0002757	XP_012602451.2	XP_023618435.1
OG0002758	XP_012614265.1, XP_020136948.1, XP_020136952.1, XP_020136949.1, XP_012614751.1, XP_020136951.1, XP_020136950.1	XP_014309947.1, XP_023617965.1, XP_023618005.1
OG0002759	XP_012602989.1	XP_006093989.1, XP_006093990.1, XP_006108866.1
OG0002760	XP_012614728.1, XP_012614724.1, XP_012614725.1, XP_012614727.1, XP_012614726.1	XP_014303708.1
OG0002761	XP_020137280.1	XP_006107389.1
OG0002762	XP_012619621.1	XP_014301381.1
OG0002763	XP_012591546.1, XP_020137093.1	XP_006109893.1, XP_014315786.1
OG0002764	XP_012640727.1, XP_012640734.1	XP_023610979.1
OG0002765	XP_012599044.1	XP_014321787.1
OG0002766	XP_012598910.1, XP_012598906.1, XP_012598908.1, XP_012598907.1	XP_006100931.1
OG0002767	XP_012607081.1	XP_023612841.1
OG0002768	XP_012607125.1, XP_012607124.1	XP_014314506.1
OG0002769	XP_012607160.1	XP_006092646.1
OG0002770	XP_012591545.1	XP_023600413.1, XP_023600415.1, XP_023600416.1
OG0002772	XP_012599906.1, XP_012599905.1	XP_023604202.1
OG0002773	XP_012639357.1	XP_023619025.1, XP_023619026.1, XP_023619024.1
OG0002774	XP_012623410.1	XP_014319020.1
OG0002775	XP_012623315.1	XP_014319068.1
OG0002776	XP_012623388.1	XP_006095154.1
OG0002777	XP_012597586.1, XP_012597587.1	XP_006109753.2, XP_006109558.1
OG0002778	XP_012601441.1	XP_006097453.1
OG0002779	XP_020141434.1	XP_014308824.1
OG0002780	XP_012622523.1, XP_012622526.1, XP_012622524.1, XP_012616454.1, XP_012622525.1, XP_012622522.1	XP_023618330.1
OG0002781	XP_012613395.1	XP_023619193.1
OG0002783	XP_012598323.1, XP_012598341.1, XP_012598334.1	XP_006087008.1
OG0002784	XP_012598278.1	XP_006087009.1
OG0002785	XP_012629420.1	XP_014322547.1, XP_023620885.1, XP_023620883.1, XP_006109609.2, XP_006108905.1, XP_023620884.1
OG0002786	XP_012610821.1	XP_023602741.1
OG0002789	XP_012602798.1	XP_023604342.1
OG0002791	XP_012596052.1	XP_023615257.1
OG0002792	XP_012596158.1	XP_006099225.1
OG0002793	XP_012627319.1, XP_012627314.1, XP_012627317.1, XP_012627315.1, XP_012627318.1	XP_023615902.1
OG0002794	XP_012634221.1, XP_012634218.1, XP_012634216.1, XP_012634219.1, XP_012634220.1, XP_020136805.1	XP_006103473.1
OG0002795	XP_012612550.1	XP_006085079.1
OG0002796	XP_012608467.1	XP_006093743.1
OG0002797	XP_012609597.1	XP_006093678.1
OG0002798	XP_012597155.1	XP_006098589.1, XP_006098587.1, XP_006098588.1
OG0002799	XP_012597112.1	XP_014319639.1
OG0002801	XP_012603273.1	XP_014321732.1
OG0002802	XP_012612308.1, XP_012612298.1	XP_023601875.1
OG0002803	XP_012620299.1, XP_012620300.1	XP_023601778.1
OG0002804	XP_012605589.1	XP_006093043.1
OG0002805	XP_012605588.1, XP_012605587.1	XP_023613186.1
OG0002806	XP_020137973.1	XP_023607879.1
OG0002807	XP_012625468.1	XP_006102774.2
OG0002808	XP_012592266.1	XP_023609075.1
OG0002809	XP_012636205.1	XP_006093305.1
OG0002811	XP_012624604.1	XP_023610947.1
OG0002812	XP_012594275.1	XP_023615531.1
OG0002813	XP_012608713.1, XP_012608712.1	XP_023620371.1
OG0002814	XP_012644631.2	XP_006088437.2
OG0002815	XP_012591340.1, XP_012591342.1, XP_012591343.1, XP_012591341.1	XP_006088811.2
OG0002816	XP_012596732.1	XP_023606824.1, XP_023606821.1, XP_006085492.1
OG0002817	XP_020146083.1	XP_006094231.1
OG0002818	XP_012631643.1	XP_014310075.1
OG0002819	XP_012631626.1, XP_012631624.1	XP_014310070.1, XP_006087363.1
OG0002822	XP_012623485.1, XP_020137084.1	XP_006094781.1, XP_014316312.1, XP_006094779.2
OG0002823	XP_020138179.1	XP_006097127.1
OG0002824	XP_012618623.1	XP_006109025.1
OG0002825	XP_020144266.1, XP_020144268.1, XP_020144261.1, XP_020144263.1, XP_020144262.1, XP_020144264.1, XP_020144265.1, XP_020144267.1	XP_023605022.1
OG0002826	XP_012643611.2, XP_020144231.1, XP_020145860.1	XP_006099851.1
OG0002827	XP_012643856.1	XP_014316063.1
OG0002828	XP_012633880.1, XP_012633877.1, XP_012633878.1, XP_012633879.1	XP_023612804.1
OG0002829	XP_012607084.1, XP_012607085.1	XP_006092600.1, XP_023612837.1, XP_006092601.1
OG0002830	XP_012643679.1, XP_020144228.1, XP_012643681.1, XP_012643680.1, XP_012643678.1	XP_023619218.1
OG0002831	XP_012631046.1	XP_023603823.1
OG0002832	XP_012602157.2, XP_012602151.2	XP_006091981.1
OG0002833	XP_012613165.1, XP_020142055.1	XP_014323283.1
OG0002834	XP_012633359.1	XP_014303997.2
OG0002835	XP_012625863.1	XP_006097174.3
OG0002836	XP_020140948.1	XP_006089079.1
OG0002840	XP_012596913.1, XP_012596912.1, XP_012596911.1, XP_012596910.1	XP_006100478.1
OG0002841	XP_020139374.1	XP_006107110.1
OG0002843	XP_012645822.2	XP_006082018.1, XP_014312631.1
OG0002845	XP_012624840.1, XP_012624839.1	XP_006101206.1
OG0002846	XP_020139632.1	XP_023599077.1
OG0002847	XP_012591564.1	XP_006098533.1
OG0002848	XP_012599981.1, XP_012599983.1, XP_012599982.1	XP_014313360.1
OG0002849	XP_012612187.1	XP_006094851.1
OG0002850	XP_012641729.1	XP_006087667.1
OG0002851	XP_012622416.1	XP_014306040.1
OG0002852	XP_012610661.1	XP_014317831.1, XP_006096475.1
OG0002853	XP_012610671.1	XP_006096447.1
OG0002854	XP_012628380.1	XP_014304093.1, XP_006106724.1
OG0002856	XP_012626111.2, XP_020135841.1, XP_012626110.2, XP_020135734.1	XP_006108853.2
OG0002857	XP_012604931.1, XP_012604930.1	XP_006082649.1
OG0002858	XP_012604844.1	XP_006082652.1
OG0002859	XP_012611158.1	XP_023603154.1, XP_006109315.2
OG0002860	XP_020138543.1	XP_023618457.1, XP_006099077.1, XP_023618456.1
OG0002862	XP_012612044.1	XP_014319463.1
OG0002863	XP_012619268.1	XP_023618727.1
OG0002864	XP_020138507.1, XP_012619377.1	XP_006104947.1
OG0002865	XP_012618296.1	XP_023618340.1
OG0002868	XP_012616102.1	XP_006084204.1
OG0002869	XP_012615962.1	XP_014307101.1
OG0002870	XP_020143064.1	XP_023612072.1
OG0002871	XP_012622672.1	XP_023610600.1
OG0002872	XP_012623198.1	XP_006090029.1
OG0002873	XP_012625258.1	XP_006095999.1
OG0002874	XP_012625348.1	XP_006095950.1, XP_006095949.1
OG0002876	XP_012602443.2, XP_012602442.2	XP_023618423.1
OG0002877	XP_012595464.1, XP_012595465.1, XP_012595466.1, XP_012595467.1	XP_006102200.1
OG0002878	XP_020141673.1, XP_012590932.1, XP_012590933.1	XP_014310508.1
OG0002879	XP_012621882.1	XP_006093082.1, XP_006093083.1
OG0002880	XP_020141575.1, XP_012622064.1, XP_012622066.1	XP_006093147.1
OG0002881	XP_012622076.1, XP_012622078.1, XP_012622077.1	XP_006093145.1
OG0002882	XP_012603677.1	XP_006087928.1
OG0002883	XP_012638384.1, XP_020140353.1	XP_006104248.1, XP_006104249.1, XP_006104247.1
OG0002884	XP_020140145.1	XP_006084685.1
OG0002885	XP_020140861.1	XP_006084597.1
OG0002886	XP_020140758.1	XP_006096238.1
OG0002887	XP_012635114.1	XP_023614631.1, XP_023614630.1
OG0002888	XP_012635785.1, XP_012635786.1	XP_006092867.1, XP_023613075.1, XP_014314701.1
OG0002889	XP_012635773.1	XP_023606285.1, XP_006084792.1, XP_023606287.1, XP_023606290.1, XP_023606289.1, XP_023606286.1, XP_023606288.1
OG0002890	XP_020141944.1	XP_006084967.1, XP_006084968.1
OG0002891	XP_012607566.2, XP_012607568.2, XP_012607565.2	XP_023616558.1
OG0002892	XP_012616522.1	XP_023617611.1
OG0002893	XP_012615414.1, XP_012615426.1, XP_012615407.1	XP_006094896.1
OG0002895	XP_012624115.1, XP_012624116.1	XP_006103834.1
OG0002896	XP_012624096.1	XP_006103841.1
OG0002897	XP_012624071.1	XP_023600767.1
OG0002898	XP_012610779.1, XP_012610780.1, XP_012610782.1, XP_012610781.1	XP_023619428.1
OG0002899	XP_012643370.1, XP_012643371.1	XP_006082364.1
OG0002900	XP_012640114.1	XP_023609452.1
OG0002901	XP_012612372.1, XP_012612371.1, XP_012612373.1	XP_014308560.1
OG0002902	XP_012592136.1	XP_006109805.1
OG0002903	XP_012637288.1	XP_006090622.1
OG0002904	XP_012593578.1	XP_023616718.1
OG0002905	XP_012604896.1	XP_014314672.1
OG0002906	XP_012607783.1	XP_006082116.1
OG0002907	XP_012622850.1	XP_023606238.1, XP_023606239.1
OG0002908	XP_012593451.1, XP_012593448.1, XP_012593449.1, XP_012593446.1, XP_012593445.1, XP_012593450.1	XP_006098923.1
OG0002909	XP_012634283.1, XP_012634284.1	XP_014301334.1
OG0002910	XP_012591025.1, XP_012591026.1	XP_014305550.1, XP_023606267.1, XP_006085519.1, XP_006093847.2, XP_006085375.1, XP_023608630.1, XP_006082054.2, XP_014312894.1, XP_023608651.1, XP_023611695.1, XP_006082056.1, XP_006082053.1, XP_006082057.1
OG0002913	XP_012616555.1	XP_006100243.1
OG0002915	XP_020139073.1	XP_023604791.1
OG0002916	XP_012639763.1	XP_023613553.1, XP_023613552.1, XP_006093413.1
OG0002917	XP_020144653.1	XP_023602634.1
OG0002918	XP_012614162.1, XP_012614146.1, XP_012614155.1	XP_023604299.1
OG0002919	XP_012600574.1	XP_023611676.1
OG0002920	XP_012591931.1, XP_012591932.1	XP_023610786.1
OG0002921	XP_012636029.1	XP_023611529.1, XP_006090978.1
OG0002922	XP_012617364.1, XP_012617363.1	XP_023604186.1
OG0002923	XP_012608080.1	XP_006100107.1, XP_023619475.1, XP_023619476.1
OG0002925	NP_001296863.1, XP_020142983.1, NP_001296865.1	XP_023605595.1
OG0002926	XP_012602278.1	XP_006101305.1, XP_023620527.1, XP_023620529.1, XP_006101304.1, XP_023620528.1
OG0002927	XP_020144440.1	XP_006090658.1
OG0002929	XP_012645160.1, XP_012645159.1	XP_023618357.1
OG0002930	XP_020138568.1	XP_006108633.2
OG0002931	XP_012596926.1	XP_006084406.1
OG0002933	XP_012598298.2	XP_023599900.1
OG0002934	XP_020144794.1	XP_023603882.1
OG0002935	XP_020139810.1	XP_023605174.1
OG0002936	XP_012637108.1	XP_023606012.1
OG0002937	XP_012605653.1	XP_006093015.1
OG0002938	XP_020142000.1	XP_006105654.1
OG0002939	XP_012597220.1	XP_006098601.1
OG0002940	XP_020139209.1	XP_006098723.1, XP_006098724.1
OG0002941	XP_012629022.1	XP_006106418.1
OG0002944	XP_012626097.1	XP_006081947.1
OG0002945	XP_012617450.1	XP_006087679.1
OG0002946	XP_012610421.1	XP_023616038.1
OG0002947	XP_012628133.1	XP_006084133.1
OG0002948	XP_012592996.1	XP_023620782.1
OG0002949	XP_012642039.1	XP_006094714.1
OG0002950	XP_012607807.1	XP_006096951.1
OG0002951	XP_012608038.1	XP_006108889.1, XP_023619468.1
OG0002952	XP_012610282.1	XP_006101364.1, XP_006101390.1
OG0002955	XP_012591996.1	XP_014316592.1
OG0002955	XP_012591995.1	XP_014316580.1
OG0002956	XP_012600958.1	XP_006101027.1
OG0002957	XP_020144798.1	XP_014309629.1
OG0002958	XP_012626358.1, XP_012626357.1	XP_006086863.1
OG0002959	XP_012629244.1, XP_012629247.1, XP_012629246.1, XP_020144807.1	XP_006108843.1
OG0002960	XP_012602594.2, XP_012602590.2, XP_012602592.2, XP_012602593.2	XP_006102262.1
OG0002961	XP_012605724.1	XP_023608614.1
OG0002963	XP_020138974.1, XP_020139042.1	XP_023602221.1, XP_014303054.1
OG0002965	XP_012604979.1	XP_006108904.1
OG0002967	XP_012609621.1	XP_006108207.1
OG0002968	XP_012609894.1, XP_012609895.1	XP_006107567.1
OG0002969	XP_012609804.1, XP_012609807.1, XP_012609808.1, XP_012609810.1, XP_012609805.1, XP_012609806.1	XP_006109184.1
OG0002970	XP_012617002.1	XP_006108259.1, XP_006109533.1
OG0002971	XP_012616204.1, XP_012616203.1, XP_012616201.1, XP_012616202.1	XP_014323479.1
OG0002972	XP_012629971.1, XP_012629970.1, XP_012629973.1, XP_012629972.1	XP_023599743.1
OG0002973	XP_012629982.1	XP_023599739.1
OG0002974	XP_012630081.1	XP_006096775.2
OG0002975	XP_012630146.1	XP_006096740.1
OG0002979	XP_012630650.1, XP_012634391.1	XP_023604270.1, XP_014305798.1
OG0002980	XP_012607297.1	XP_023611089.1
OG0002981	XP_012644501.1	XP_023607960.1
OG0002982	XP_012596696.2, XP_012606955.2, XP_012606440.2, XP_012611604.1	XP_014311008.1
OG0002983	XP_012632212.1	XP_006088498.1
OG0002984	XP_012639543.1	XP_006081461.1
OG0002985	XP_012631683.1	XP_006087379.1
OG0002986	XP_012638454.1, XP_012638449.1, XP_012638461.1, XP_012638439.1, XP_012638492.1, XP_012638471.1, XP_020145600.1, XP_012638442.1, XP_012638487.1, XP_012638481.1	XP_014307540.1
OG0002987	XP_012599399.1	XP_023602042.1
OG0002988	XP_012644413.1	XP_023604553.1
OG0002989	XP_012620778.1	XP_023614317.1
