Orthogroup	Mesocricetus_auratus	Rattus_norvegicus
OG0002438	XP_040597568.1, XP_021085476.1, XP_012972178.1, XP_021085475.1, XP_005074670.1, XP_021085477.1	NP_001071135.1, XP_038952586.1
OG0002439	XP_040614169.1, XP_040614167.1, XP_040614168.1	XP_006227701.1, NP_001100940.1
OG0002440	XP_021080270.1, XP_005065943.1	NP_001035217.2, XP_017444360.1
OG0002441	XP_040614201.1	NP_596897.1, XP_006227918.1
OG0002442	XP_005063770.1	NP_113702.1
OG0002443	XP_012979182.1	NP_640354.1, XP_006228310.1
OG0002444	XP_040592142.1	NP_001102613.1, XP_038943304.1
OG0002445	XP_005084820.1, XP_040591968.1, XP_040591969.1, XP_012979643.1	XP_006229042.1, NP_758839.3
OG0002446	XP_005064866.1	XP_063140533.1, NP_068623.1
OG0002447	XP_040590423.1, XP_012980965.2, XP_040590424.1	XP_006228414.1, NP_001003710.3
OG0002448	XP_005081314.2	XP_038951971.1, NP_071560.2
OG0002449	XP_005065663.1, XP_021078656.1, XP_012980853.1	NP_001102406.1, XP_008758901.1
OG0002450	XP_005078684.1, XP_040596746.1	NP_001099639.1, XP_006255141.1
OG0002451	XP_012975363.1, XP_005079221.1, XP_040607645.1	XP_006255322.1, NP_001100885.2
OG0002452	XP_012975601.1, XP_021088404.1, XP_005079542.1, XP_012975600.1, XP_040612494.1, XP_040612493.1	NP_001386079.1
OG0002453	XP_040612422.1	XP_063143330.1, NP_058905.1
OG0002454	XP_040612305.1	NP_001120997.1
OG0002455	XP_005081108.1	NP_113797.2
OG0002456	XP_012976683.1	NP_001101459.2, XP_038965998.1
OG0002457	XP_021089248.1	XP_038967263.1, XP_038967262.1
OG0002458	XP_005065352.1	NP_001102358.2
OG0002458	XP_005083363.1	XP_006241029.2, NP_001013236.1
OG0002459	XP_012973914.3	NP_037132.2, XP_017451775.1
OG0002460	XP_005083998.1	NP_542956.1
OG0002460	XP_005065756.3	NP_112392.2
OG0002461	XP_005065739.1	NP_001128177.1, XP_038943559.1, XP_038934109.1
OG0002462	XP_040611922.1, XP_012974721.1, XP_012974722.1	NP_036678.3, XP_006253661.1
OG0002464	XP_021083286.1, XP_012969428.1, XP_040588075.1	XP_008771110.1, NP_001132955.1
OG0002465	XP_040603636.1, XP_040603637.1, XP_021087199.1, XP_021087198.1	XP_008769357.2, NP_001020199.2
OG0002466	XP_012974749.1	NP_001388465.1, XP_006253683.1
OG0002467	XP_005067794.3, XP_040604623.1	NP_001007610.1, XP_006246441.1
OG0002468	XP_005082841.1	NP_001014059.1, XP_038958182.1
OG0002469	XP_005082843.1, XP_012978033.1	XP_038958050.1, NP_058964.1
OG0002470	XP_040607449.1, XP_040599024.1, XP_040603784.1	XP_006252644.1, NP_001007624.1
OG0002471	XP_040585854.1, XP_021078518.1	XP_063122278.1, NP_112328.1
OG0002472	XP_040586228.1	NP_001258207.1
OG0002473	XP_012968355.1, XP_012968357.1, XP_012968356.1	XP_006243164.1, NP_620797.1
OG0002474	XP_040585938.1	XP_038937350.1, NP_001020181.1
OG0002475	XP_040585908.1	XP_017451518.1, NP_001386239.1
OG0002476	XP_040604697.1, XP_021081487.2, XP_012967027.2, XP_012967028.2, XP_040604695.1, XP_040604696.1	XP_008766041.2, NP_001258136.1
OG0002477	XP_040597812.1, XP_040591199.1, XP_040590784.1	XP_063129915.1, NP_112363.1, XP_038943129.1, XP_038938152.1, XP_038948683.1
OG0002478	XP_040592082.1, XP_040592075.1, XP_040592059.1, XP_040592039.1, XP_040592088.1, XP_005073135.1, XP_040592055.1, XP_040592045.1, XP_040592064.1	NP_612513.1, XP_006255768.1
OG0002479	XP_005073130.2	XP_063118859.1, XP_063118860.1, XP_063118861.1, XP_063118866.1, XP_063118864.1, XP_063118863.1, XP_063118865.1, XP_063118862.1, XP_063118790.1, NP_001123353.1, XP_063134347.1
OG0002480	XP_040592475.1	NP_001100895.1, XP_008770725.1
OG0002481	XP_040603785.1	XP_063131871.1, XP_063131872.1
OG0002482	XP_021088851.1	NP_742006.2, XP_038945765.1
OG0002483	XP_005080472.1	XP_017453816.1, NP_001100603.1
OG0002484	XP_012975916.1, XP_012975917.1	XP_038945270.1, NP_001388048.1
OG0002485	XP_021084439.1	XP_008758155.1, NP_001387690.1
OG0002486	XP_012969772.1	XP_006230397.1, NP_075226.1
OG0002487	XP_005064471.1, XP_021084638.1	NP_569095.1, XP_017444198.1
OG0002488	XP_005064476.1	NP_001094132.1
OG0002489	XP_040604127.1	NP_001382483.1, XP_063124608.1
OG0002490	XP_012977176.2, XP_012977173.2, XP_012977175.2, XP_012977174.2	NP_001299592.1
OG0002491	XP_040604315.1	NP_001102948.1
OG0002492	XP_005076708.3	XP_006233190.1, NP_596905.2
OG0002493	XP_040607954.1	NP_001121016.1
OG0002493	XP_040607956.1	NP_001103110.1, XP_017446612.1
OG0002494	XP_040589402.1	XP_008768144.1, NP_001099463.1
OG0002495	XP_040585433.1, XP_040585432.1	NP_598259.2, XP_017451748.1
OG0002496	XP_040595246.1	NP_001102550.1
OG0002496	XP_012974601.1	NP_001007557.1
OG0002497	XP_040594465.1, XP_040594466.1	NP_001014006.1, XP_006250059.1
OG0002498	XP_021087517.1, XP_040593613.1, XP_005078184.1	XP_038947059.1, NP_001380594.1
OG0002499	XP_021088729.1	XP_006232752.1, NP_001102026.1
OG0002500	XP_040608404.1	XP_006232701.1, NP_001012078.2
OG0002501	XP_040597490.1	NP_001414555.1, XP_038953131.1
OG0002502	XP_005065438.1, XP_040613758.1	NP_062058.2
OG0002503	XP_040591690.1	NP_001128228.1, XP_006251846.1, NP_001128229.1
OG0002504	XP_005068475.1	NP_001029123.1
OG0002505	XP_012967632.1	NP_001101517.1, XP_006240491.1
OG0002506	XP_012967594.1	XP_017449517.1, NP_620180.2
OG0002507	XP_040598460.1	NP_001012194.1, XP_006240592.1
OG0002508	XP_040598220.1	NP_001119563.1, XP_038962522.1
OG0002509	XP_012968594.1, XP_005069862.1	XP_006247959.1, NP_001007006.1
OG0002510	XP_005070253.1	NP_001385875.1, XP_038943418.1
OG0002511	XP_005069925.1	NP_001009720.1
OG0002512	XP_005070262.3	XP_038942359.1, NP_001101777.1
OG0002513	XP_005070035.1	XP_038942350.1, NP_001014143.1
OG0002514	XP_040605893.1	XP_038942652.1
OG0002515	XP_005070136.1	XP_008766350.1
OG0002516	XP_040601157.1, XP_005083722.1	XP_006233741.1, NP_001094003.1
OG0002517	XP_040610634.1	XP_063120332.1
OG0002518	XP_040610094.1	XP_038935914.1, NP_445912.2
OG0002519	XP_021081012.1, XP_005067005.1	NP_445783.1
OG0002520	XP_012972788.1	NP_037169.1, NP_001121161.1, XP_006244801.1
OG0002521	XP_040585243.1	NP_001399523.1, NP_001399522.1, XP_006244809.1
OG0002522	XP_021085953.1	XP_038940152.1
OG0002523	XP_021085965.1	XP_006244823.1, NP_001012002.1
OG0002524	XP_021079152.1, XP_005086894.1, XP_005086895.1	NP_997713.1, NP_001159373.1, XP_006255984.1
OG0002525	XP_040604504.1	XP_006246267.1, NP_001017473.1
OG0002526	XP_012968154.1	NP_001102595.1, XP_038952972.1, NP_001100850.1
OG0002527	XP_005078925.2	NP_059017.2
OG0002528	XP_005078904.1	NP_001102441.1, XP_006238156.1
OG0002529	XP_021087959.1, XP_012975156.1, XP_021087960.1, XP_040594923.1, XP_005078806.1	XP_008761912.1, NP_001101407.2
OG0002530	XP_040613332.1, XP_040613333.1	XP_063144605.1
OG0002531	XP_040585252.1, XP_021084144.1, XP_040585253.1	NP_001386395.1, NP_001386394.1, NP_001386396.1
OG0002532	XP_012979769.2	XP_017457133.1, NP_001007696.1
OG0002532	XP_012970670.2	XP_008771682.3
OG0002533	XP_021083132.1, XP_021083133.1, XP_005070724.1	XP_063135107.1, NP_001013091.1
OG0002534	XP_040592178.1	NP_620808.1
OG0002535	XP_040586578.1	NP_001020872.1
OG0002536	XP_040592379.1, XP_040592346.1	NP_001406953.1, NP_036669.3, NP_861545.1, NP_036670.2, XP_063119046.1
OG0002537	XP_040604659.1	XP_063126174.1
OG0002538	XP_012973476.1, XP_005065204.1	NP_001348329.1, NP_001348330.1
OG0002539	XP_012974529.1, XP_021087488.1	NP_001382081.1, XP_063142551.1, NP_001382080.1
OG0002539	XP_040593803.1	XP_063123933.1
OG0002540	XP_012976609.1, XP_012976610.1	XP_038963435.1, NP_001004267.1
OG0002541	XP_012973289.1	NP_001100195.1, XP_006240103.1
OG0002542	XP_005087240.1	NP_001178678.1, XP_038963654.1
OG0002543	XP_040593554.1	NP_001020234.1, XP_006236574.1
OG0002544	XP_040584488.1, XP_005081011.1	NP_001014076.1
OG0002545	XP_021088402.1, XP_005079523.1	NP_062114.1
OG0002547	XP_005084427.1	NP_001071139.1
OG0002548	XP_012979321.2, XP_005084432.2	XP_008762243.1, NP_001009693.1
OG0002549	XP_005079516.1	NP_001102151.1, XP_017448998.1
OG0002550	XP_005068116.1	NP_803174.2
OG0002551	XP_040610989.1, XP_040610988.1, XP_040610990.1	XP_038934621.1, NP_001100249.2
OG0002552	XP_012967378.1, XP_040598229.1	NP_001129038.1
OG0002553	XP_040611089.1	XP_008763518.1
OG0002554	XP_005077792.1	XP_038953513.1, NP_001010948.1
OG0002555	XP_040608547.1	XP_006232579.1, NP_001102021.1
OG0002556	XP_040593043.1	NP_001385782.1
OG0002557	XP_040587688.1	NP_001099558.1, XP_008769545.1
OG0002558	XP_012966299.1, XP_012966300.1	XP_006253277.1, NP_620267.2
OG0002559	XP_040587756.1	NP_001100785.1, XP_038950470.1
OG0002560	XP_040586873.1	NP_001414101.1
OG0002561	XP_005073614.1	XP_038968855.1, NP_001103144.1
OG0002562	XP_040586779.1	NP_001178836.1, XP_038968537.1
OG0002563	XP_005076149.1	NP_001385641.1
OG0002565	XP_005084304.1	NP_001065244.1
OG0002566	XP_005084381.2	XP_038958712.1, NP_001128065.1
OG0002567	XP_012979259.1, XP_040608180.1	NP_001414341.1
OG0002568	XP_040588659.1, XP_040603844.1	NP_803435.1, XP_008758450.1, NP_997476.2, XP_017445968.2
OG0002569	XP_021083868.1	XP_038952038.1
OG0002569	XP_005071861.1	NP_001401109.1
OG0002570	XP_040606286.1	NP_954520.3, XP_008758319.1
OG0002571	XP_040589695.1	NP_446083.1, XP_006230692.1
OG0002572	XP_040604050.1, XP_040604052.1, XP_012972109.1	XP_006231059.1, NP_113892.2
OG0002573	XP_040603849.1	NP_659557.1
OG0002574	XP_040594248.1, XP_005066237.2	XP_006237046.1, NP_001032440.1
OG0002575	XP_005076439.1	NP_665713.2, XP_006251805.2
OG0002576	XP_012980745.2, XP_005086163.3, XP_012980746.2, XP_012980743.2	XP_008769378.3, NP_446032.2
OG0002577	XP_040597152.1, XP_040596924.1, XP_040591178.1, XP_005087934.1, XP_040591175.1, XP_040591174.1, XP_040596771.1, XP_040597070.1	XP_002729925.1, XP_038938730.1
OG0002578	XP_040594199.1, XP_021090542.1, XP_040594198.1, XP_040594202.1, XP_021090545.1, XP_040594197.1, XP_040594201.1, XP_040594200.1, XP_021090543.1, XP_040594196.1	NP_001387889.1, XP_038934914.1
OG0002579	XP_005083395.1	NP_001257986.1, XP_038934518.1
OG0002579	XP_040589646.1, XP_021080219.1	NP_877970.1, NP_001403645.1
OG0002580	XP_005074013.1	XP_063133414.1, NP_604456.2
OG0002581	XP_040612652.1	NP_001108517.1
OG0002583	XP_005071023.1	NP_001099521.1, NP_001257794.1, XP_063130235.1
OG0002584	XP_005079472.1	XP_063130244.1, NP_001099528.1
OG0002585	XP_040600895.1	NP_001102067.1
OG0002586	XP_012970633.1, XP_005072610.1	NP_001020191.1, XP_017447401.1
OG0002587	XP_005075077.2	NP_001178748.1
OG0002588	XP_040603684.1	NP_001414260.1, XP_038950905.2
OG0002589	XP_040610575.1	XP_063137357.1, NP_001257890.1
OG0002590	XP_005077957.1	NP_001020040.1
OG0002591	XP_005068727.1	XP_006235136.1, NP_001099984.1
OG0002592	XP_040588719.1, XP_040588718.1	XP_006235417.1, NP_001071148.2
OG0002593	XP_040588781.1, XP_040588779.1, XP_040588780.1	NP_663773.1, XP_063139211.1
OG0002594	XP_005084693.1	NP_001257876.1, XP_003749646.1
OG0002595	XP_040589033.1, XP_005084688.1	NP_001032429.1
OG0002596	XP_005085061.1	NP_001100007.1, XP_006235591.1
OG0002597	XP_021091550.2	XP_063139942.1
OG0002598	XP_005074527.1, XP_040588772.1	XP_006235754.1, NP_001028880.1
OG0002599	XP_040588877.1	XP_017446938.1, NP_598292.2
OG0002600	XP_012972090.1	NP_001128092.1, XP_006235854.1
OG0002601	XP_040588625.1, XP_040588626.1	XP_008760732.1, NP_001101278.1
OG0002602	XP_040610345.1	NP_001102654.1, XP_006232430.1
OG0002603	XP_040596581.1, XP_040596580.1	NP_001380751.1, NP_001128462.1, XP_038949067.1
OG0002604	XP_040596655.1, XP_040596656.1	XP_017455183.2, NP_001100740.1
OG0002605	XP_012972657.1, XP_040596607.1, XP_021085881.1, XP_040596606.1	NP_001102572.1, XP_008768993.1
OG0002606	XP_040590823.1	NP_001100746.1, XP_006252333.2
OG0002607	XP_040587591.1	XP_008767473.1
OG0002608	XP_040587117.1	XP_017454007.1
OG0002609	XP_005078998.1	NP_112325.1
OG0002610	XP_040587471.1, XP_005078971.1	XP_008767573.1, NP_001009716.1
OG0002611	XP_012975257.1	NP_001008508.2, XP_063127288.1
OG0002612	XP_040602719.1, XP_040602720.1	NP_001388335.1, XP_038948144.1
OG0002613	XP_040602727.1, XP_040602726.1, XP_040602728.1, XP_040602725.1	NP_001388336.1
OG0002614	XP_040602775.1	XP_017454807.1, NP_001019442.1
OG0002615	XP_040602792.1	NP_001364036.1
OG0002616	XP_012969418.1	XP_038955000.1
OG0002617	XP_005070805.1	XP_008771081.2, NP_445745.1
OG0002617	XP_005070806.1	NP_001385971.1, XP_063135537.1
OG0002618	XP_005077600.1	XP_006248768.1, NP_001101795.1
OG0002619	XP_005077629.1	XP_006248733.1, NP_001099331.1
OG0002620	XP_021080392.1	NP_001385778.1, XP_063142190.1
OG0002621	XP_040593638.1, XP_040593641.1, XP_040593639.1, XP_040593640.1, XP_040593637.1	NP_076444.1, XP_063142734.1
OG0002622	XP_005073008.1	XP_006237763.1, NP_942067.1
OG0002623	XP_005067185.1	XP_006242239.1, NP_476459.1
OG0002624	XP_040609856.1	XP_038936267.1, XP_017450796.1, XP_063120524.1, XP_002729893.2, XP_006242333.2
OG0002625	XP_005067286.1	XP_063120354.1
OG0002626	XP_005067320.1	NP_954700.1
OG0002627	XP_012967899.1, XP_021080400.1, XP_021080411.1, XP_021080405.1	NP_001020817.1, XP_006231380.1
OG0002628	XP_040599768.1	NP_001028236.1, XP_038964996.1
OG0002629	XP_012970746.1	NP_001007149.2
OG0002630	XP_005085403.2	NP_001100918.1
OG0002631	XP_005072717.1	NP_955419.1, XP_006241571.1
OG0002632	XP_040602853.1, XP_040602854.1, XP_040602852.1	NP_062055.1
OG0002633	XP_040595539.1	XP_006243407.1, NP_037308.1
OG0002634	XP_005075590.1	NP_001400472.1
OG0002635	XP_040585680.1	NP_001101620.1, XP_006243179.1
OG0002636	XP_040606429.1	NP_001413919.1, XP_038944709.1
OG0002637	XP_021081682.2, XP_021081683.2	NP_001358896.1, XP_017454919.1
OG0002638	XP_040606768.1, XP_040606767.1	XP_006248466.1, NP_001414377.1
OG0002639	XP_040606828.1	NP_001014252.1, XP_006248517.1
OG0002640	XP_005065526.1	NP_001008770.1, XP_063137823.1
OG0002641	XP_005065479.1	NP_942061.2
OG0002642	XP_040610455.1, XP_040610454.1	NP_620432.2, XP_038957607.1
OG0002643	XP_040611741.1, XP_040611743.1, XP_040611747.1, XP_021080671.1, XP_040611746.1, XP_021080663.1, XP_021080665.1, XP_021080662.1, XP_040611744.1, XP_040611745.1	NP_001011923.1, XP_038951416.1
OG0002644	XP_012981128.1	XP_003751758.1, NP_001414128.1
OG0002645	XP_012968078.1	NP_001414369.1, XP_006234278.1
OG0002646	XP_040601455.1, XP_040601457.1, XP_040601456.1	NP_001127976.1, XP_006234375.1
OG0002647	XP_012977843.1	NP_001257967.1, XP_038960342.1
OG0002648	XP_005070666.2	XP_006245018.1, NP_001012003.1
OG0002649	XP_012969231.3	XP_006245020.1
OG0002650	XP_005070661.1	NP_598244.2, XP_008765294.1
OG0002651	XP_040609295.1, XP_040609293.1, XP_040609297.1, XP_040609296.1, XP_012969158.1	XP_038940565.1, XP_063124230.1, XP_006245350.1, XP_063124229.1
OG0002653	XP_040596954.1, XP_040592727.1, XP_040592690.1, XP_040594472.1	XP_038946574.1, NP_001005871.1
OG0002654	XP_005073510.1	NP_001381099.1, XP_006250017.1
OG0002655	XP_005086002.1	NP_446093.1
OG0002656	XP_021078590.1	XP_063136090.1, NP_001171153.1
OG0002657	XP_040600262.1	NP_001100406.1, XP_006257243.1
OG0002658	XP_005076781.1, XP_040600359.1	NP_001070903.1, NP_001032442.1, XP_063134716.1
OG0002659	XP_005076933.2	NP_001395770.1
OG0002659	XP_012973669.1	NP_001101411.1
OG0002660	XP_040600139.1	NP_001094012.1
OG0002661	XP_005080620.1	XP_038955687.1, NP_001178515.1
OG0002662	XP_005086681.1, XP_040599923.1	NP_037329.1, XP_038955432.1
OG0002663	XP_040600177.1, XP_040600176.1	XP_006257176.1, NP_001387859.1
OG0002664	XP_040602573.1	XP_063135965.1
OG0002665	XP_040600525.1, XP_040600524.1	NP_001178664.1, XP_038955603.1
OG0002666	XP_012981324.1	XP_008771823.1, NP_954534.1
OG0002667	XP_005066476.1	NP_001128318.1
OG0002667	XP_012982177.1	NP_001102562.1
OG0002668	XP_012973174.1	XP_006236653.1, NP_062042.1
OG0002669	XP_005082158.1	XP_017447852.2, XP_038961983.1
OG0002670	XP_005080495.1	NP_001414447.1
OG0002671	NP_001297503.1, XP_040612192.1, XP_040612203.1	NP_113786.3, XP_006239208.1
OG0002673	XP_040592437.1, XP_040592131.1, XP_040596885.1, XP_040592139.1, XP_012979969.2, XP_040592431.1	NP_001020078.1, XP_001073960.1
OG0002676	XP_005072674.1, XP_040586400.1	XP_063119311.1, NP_001009665.1
OG0002677	XP_005078675.1, XP_040596725.1, XP_040596727.1, XP_040596724.1, XP_040596723.1	NP_476492.2, XP_063133813.1
OG0002678	XP_012968409.1, XP_005069350.1, XP_040585727.1, XP_040585726.1, XP_012968411.1	NP_062038.2, XP_063121073.1
OG0002679	XP_005086722.1	NP_671694.1
OG0002679	XP_040611579.1	NP_001099208.1
OG0002680	XP_012973832.1, XP_005077111.1	XP_063122722.1
OG0002681	XP_005071201.1	NP_954865.1
OG0002681	XP_040611458.1	NP_001163814.1
OG0002682	XP_012980048.1	XP_063131118.1, NP_579841.2
OG0002683	XP_005068667.1	NP_113700.2
OG0002684	XP_040593710.1	NP_001041330.1, XP_038946578.1, NP_001041338.2, XP_017454266.1, XP_063128298.1, NP_001316828.2
OG0002685	XP_021085217.1, XP_021085216.1	XP_017457568.1, NP_001091051.1
OG0002686	XP_040594649.1, XP_040594648.1	XP_006239767.1, NP_001178698.1
OG0002687	XP_040607635.1	NP_001019430.2, XP_063138049.1
OG0002688	XP_005077849.1	NP_112274.1, XP_006229469.1
OG0002689	XP_012970968.1	NP_113838.1
OG0002690	XP_021091408.1, XP_040592118.1	NP_037316.3, XP_038958178.1
OG0002691	NP_001268299.1, XP_040591926.1	NP_036990.1
OG0002692	XP_005079469.1	XP_038948894.1, NP_596902.1
OG0002693	XP_040594335.1	XP_006236664.1, NP_113832.1
OG0002694	XP_005086332.1	XP_038955614.1
OG0002694	XP_005070350.1	NP_001178597.1
OG0002695	XP_040589994.1, XP_040589995.1, XP_040589993.1, XP_040607979.1	NP_001290545.1
OG0002696	XP_040595498.1	NP_071955.1
OG0002697	XP_021088384.1	NP_065418.3
OG0002698	XP_040586590.1, NP_001272844.1	NP_001273867.1, NP_001013115.1
OG0002699	XP_012979453.1	NP_001101729.1, XP_063136174.1
OG0002700	XP_040593138.1, XP_040593135.1, XP_040593136.1, XP_012981943.1, XP_005087845.1	NP_037244.1, XP_006250300.1
OG0002701	XP_012966572.2, XP_040606494.1	XP_038958447.1, NP_714944.1
OG0002702	XP_040588216.1	NP_001257969.1
OG0002703	XP_040607933.1, XP_005077155.1, XP_040607932.1	XP_008759681.1, NP_058997.1
OG0002704	XP_040609691.1	XP_017450522.1, NP_001008805.1
OG0002705	XP_012968725.1, XP_021091221.1	NP_001100233.1
OG0002706	XP_040613478.1	XP_006229966.1, NP_001316819.1
OG0002706	XP_040613477.1	NP_072160.2, XP_008758034.2
OG0002707	XP_005065077.1	NP_001000567.1
OG0002708	XP_040592995.1, XP_040592994.1	XP_038936336.1, XP_003750339.3
OG0002710	XP_040597288.1, XP_005083154.3	NP_001000849.1
OG0002710	XP_040597292.1, XP_040596390.1, XP_040597289.1	NP_001000975.1
OG0002711	XP_012971738.3	NP_001001287.1, NP_001001281.1, XP_038941007.1, NP_001388431.1
OG0002712	XP_040597002.1, XP_040597139.1, XP_040591913.1	XP_038949982.1, NP_001001015.1
OG0002713	XP_005079856.1	NP_001000487.1, XP_017450284.1, NP_001000073.1, NP_001000076.1, NP_001000057.1, XP_017453530.1, NP_001000705.1
OG0002714	XP_005081078.1	XP_008762508.1, NP_741991.3
OG0002715	XP_005065838.1, XP_040614255.1	XP_063138905.1, NP_001138331.2
OG0002717	XP_040594040.1	NP_001094054.1, XP_038946774.1
OG0002718	XP_005074669.1, XP_040597567.1	NP_445911.1, XP_006254992.1
OG0002719	XP_012972278.1	NP_001008300.1, XP_006254956.1
OG0002720	XP_040614236.1, XP_040614235.1	XP_017445133.1, NP_068641.2
OG0002721	XP_040614082.1	NP_001263691.1
OG0002722	XP_005083099.1	NP_001414406.1, XP_038955797.1
OG0002723	XP_040601851.1	XP_038940342.1, NP_001014187.1
OG0002724	XP_005088375.1	XP_063143047.1, NP_001300864.1, XP_038956067.1
OG0002725	XP_040592110.1	NP_001020039.1, XP_063140249.1
OG0002726	XP_005084875.1	NP_001017514.1, XP_038943426.1
OG0002727	XP_012980906.1, XP_005086362.1	XP_006228457.1, NP_001099698.1
OG0002728	XP_005086388.1	NP_001257630.1, NP_001257631.1, XP_006228531.1, NP_075410.2, NP_001257632.1
OG0002729	XP_005087114.1	NP_446106.1, XP_006228427.1
OG0002730	XP_005086277.1	NP_001162617.1
OG0002731	XP_040611397.1	NP_001026813.1, XP_063132319.1, XP_063128790.1
OG0002732	XP_021089968.2	NP_001387844.1
OG0002733	XP_021089232.1	NP_001013111.1
OG0002734	XP_005081106.1	NP_001030121.1, XP_006239324.1
OG0002735	XP_040613429.1, XP_040613430.1	XP_008762495.1
OG0002736	XP_005065760.2	XP_063137517.1, NP_001414001.1, NP_001414002.1
OG0002737	XP_005065753.2	XP_006231791.1, NP_001102938.1
OG0002738	XP_012982181.1	XP_038957600.1, NP_612525.1
OG0002739	XP_005077842.1	XP_008757783.1, NP_445980.2
OG0002740	XP_005068921.1, XP_012967884.1	XP_006251308.1, NP_001178609.1, NP_001399442.1, NP_001399441.1
OG0002741	XP_012971997.1	XP_038948455.1, NP_001414394.1
OG0002742	XP_012974059.2	NP_954545.1
OG0002743	XP_012974053.2	NP_071623.2, XP_063129644.1
OG0002744	XP_012969364.2	NP_001291670.1, XP_017457017.1
OG0002745	XP_021083274.1	XP_038954535.1, NP_001120924.1
OG0002746	XP_040588103.1, XP_040588100.1, XP_040588111.1	XP_038955084.1, NP_612539.2, XP_017457025.1
OG0002747	XP_005067807.2	XP_008765881.1, NP_569099.1
OG0002748	XP_040613685.1	NP_788263.2, XP_008758969.2
OG0002749	XP_005084633.1	NP_001099205.1, XP_038942734.1
OG0002750	XP_040585856.1	NP_446226.3, XP_038936630.1
OG0002751	XP_040585803.1	NP_001101614.1, XP_006243068.1
OG0002752	XP_012967672.1	XP_006240547.1, NP_067734.1
OG0002753	XP_040604701.1, XP_040604703.1, XP_040604702.1	NP_001013879.1, XP_063124683.1
OG0002754	XP_012971949.1, XP_040613050.1, XP_005074384.1	NP_001101418.1, XP_038965839.1
OG0002755	XP_021088273.1	XP_038966422.1, NP_001102448.1
OG0002756	XP_040592459.1, XP_040592456.1	NP_001386043.1, NP_001386042.1
OG0002757	XP_040592466.1	XP_006255738.1
