Orthogroup	Mesocricetus_auratus	Myotis_lucifugus
OG0001077	XP_040603982.1, XP_012966879.3, XP_040603980.1, XP_040604985.1, XP_040604988.1	XP_023619981.1, XP_023603607.1, XP_014305376.2, XP_006109136.1, XP_014304562.1, XP_014305402.1, XP_014305337.2, XP_023603577.1, XP_023619982.1
OG0001078	XP_005067658.1	XP_006099786.1
OG0001079	XP_040590940.1, XP_040590939.1	XP_023604681.1, XP_006097601.1
OG0001081	XP_040610329.1	XP_023600421.1
OG0001082	XP_005084609.1	XP_006090439.1
OG0001082	XP_040608673.1	XP_006098582.1
OG0001083	XP_040601755.1, XP_040604212.1	XP_006092295.1, XP_006100956.1
OG0001084	XP_005078200.1	XP_014306478.1
OG0001085	XP_005080159.1	XP_023617357.1
OG0001085	XP_005066497.2	XP_006093814.1
OG0001086	XP_021086555.1	XP_023606622.1
OG0001087	XP_005085667.1	XP_023599435.1
OG0001087	XP_005066395.1	XP_006091819.1
OG0001088	XP_040598765.1	XP_023611626.1
OG0001089	XP_005068375.1, XP_012967667.1, XP_012967670.1, XP_040598349.1, XP_040598350.1	XP_014306684.1
OG0001090	XP_040605987.1, XP_040605988.1, XP_040605986.1	XP_023600508.1
OG0001091	XP_005086860.1	XP_006104703.1
OG0001091	XP_040592822.1	XP_006105870.1
OG0001092	XP_040591559.1	XP_023599291.1
OG0001093	XP_040610626.1	XP_023613802.1
OG0001094	XP_040611099.1, XP_040611097.1, XP_040611098.1	XP_006107674.1, XP_006092816.3
OG0001096	XP_005075413.2	XP_006098418.1
OG0001097	XP_005075441.1, XP_040585510.1	XP_014316469.1, XP_014316468.1
OG0001098	XP_005075189.2	XP_006108236.1, XP_006099413.1, XP_023604579.1, XP_006108237.1, XP_014320360.1, XP_023618819.1, XP_023618818.1, XP_014305708.2, XP_014320361.1, XP_023618821.1, XP_006108235.2, XP_006099414.1, XP_006099415.1
OG0001099	XP_005082136.1	XP_014313378.1
OG0001100	XP_005086928.1, XP_012981297.1, XP_012981298.1	XP_006104675.1, XP_006104674.1, XP_014302417.1, XP_006104676.1
OG0001101	XP_040585081.1	XP_006103683.1
OG0001102	XP_005066294.1	XP_006103952.1
OG0001103	XP_040603321.1, XP_040603322.1, XP_040602537.1	XP_014316102.1, XP_014316099.1, XP_006094439.1
OG0001104	XP_005083643.1	XP_023609581.1
OG0001104	XP_012972372.1	XP_023601763.1
OG0001105	XP_005076869.1	XP_023609596.1, XP_023609595.1
OG0001106	XP_012981683.1, XP_012981681.1, XP_005087471.1, XP_040593368.1	XP_006110134.2
OG0001107	XP_005066633.1, XP_012966298.1	XP_006097086.3
OG0001108	XP_005066653.1, XP_040587776.1	XP_006086276.1
OG0001109	XP_012971440.2	XP_023619223.1
OG0001111	XP_040602959.1	XP_006091891.1
OG0001111	XP_040587164.1	XP_014303533.1
OG0001112	XP_021087776.1	XP_023612287.1, XP_014314009.1, XP_023612294.1, XP_006091967.1
OG0001113	XP_040605044.1, XP_040605063.1, XP_040605049.1, XP_040605057.1	XP_006108730.2, XP_023601420.1
OG0001114	XP_005063888.2	XP_006109552.3
OG0001115	XP_012970623.1, XP_021084293.1, XP_012970624.1, XP_021084294.1, XP_040599703.1	XP_023606217.1, XP_023613271.1, XP_023606219.1, XP_023606215.1
OG0001116	XP_040592716.1	XP_014321222.1
OG0001117	XP_040585665.1, XP_005078609.1, XP_021087728.1	XP_023601110.1
OG0001119	XP_005084082.1, XP_040591186.1	XP_006092840.1, XP_023613052.1, XP_023613053.1
OG0001120	XP_040589217.1	XP_023614667.1
OG0001121	XP_005075342.2	XP_023604460.1
OG0001122	XP_040596466.1	XP_023604337.1
OG0001123	XP_040595817.1, XP_021089876.1, XP_012977680.1, XP_012977679.1, XP_012977681.1	XP_006100670.1
OG0001124	XP_005072082.2	XP_023605318.1
OG0001125	XP_005066483.1, XP_040610563.1, XP_005079721.1, XP_021088513.1, XP_040610562.1	XP_006088701.1, XP_006088702.1
OG0001126	XP_040588970.1	XP_023611937.1
OG0001127	XP_040607326.1, XP_012978293.1, XP_012978294.1, XP_012978292.1, XP_005083231.1, XP_021090397.1	XP_006085522.1
OG0001128	XP_040609055.1	XP_006082700.1
OG0001129	XP_005082281.1, XP_040608996.1	XP_006082744.1
OG0001130	XP_012970646.2	XP_006090013.1
OG0001131	XP_040595900.1, XP_021080927.2, XP_040597335.1, XP_012966434.2	XP_006086352.1
OG0001132	XP_005075545.1, XP_040596184.1	XP_014318759.1, XP_006097568.1, XP_006097567.1
OG0001133	XP_040586151.1	XP_023608869.1, XP_014310500.1
OG0001134	XP_040603344.1	XP_006103581.1
OG0001135	XP_012973542.1, XP_005065229.1, XP_021088453.1	XP_006083220.1, XP_006083221.1, XP_014301020.1
OG0001136	XP_040601507.1	XP_023600598.1
OG0001137	XP_040595309.1, XP_040595308.1, XP_040595310.1	XP_023600369.1
OG0001139	XP_040600730.1	XP_006087713.1
OG0001144	XP_040601643.1, XP_040601640.1	XP_023601084.1, XP_023611510.1
OG0001145	XP_005064719.1, XP_021086138.1	XP_014317516.2
OG0001146	XP_005066789.2	XP_006085369.1
OG0001146	XP_040592634.1	XP_006087456.1
OG0001147	XP_005075137.1	XP_006108362.1, XP_006108800.3, XP_006108360.2, XP_006108361.1
OG0001148	XP_040610323.1	XP_006096374.1, XP_014317732.1, XP_023615967.1
OG0001149	XP_040584137.1	XP_006084531.1, XP_006084530.1
OG0001150	XP_005086913.1	XP_006108241.1, XP_014302247.1, XP_006105213.1, XP_014304614.1, XP_023601460.1, XP_023601461.1, XP_006107083.1, XP_023601463.1, XP_006109146.1, XP_006104491.1, XP_006108432.1, XP_006107739.1, XP_014302246.2
OG0001151	XP_012970904.2, XP_005073018.2	XP_006084303.1, XP_014307240.1, XP_014307178.1, XP_014307252.1, XP_023605578.1
OG0001152	NP_001268468.1, XP_012971913.1	XP_006098184.1
OG0001152	NP_001268314.1	XP_006098191.2
OG0001153	XP_012965709.1, XP_012965710.1, XP_005066215.1, XP_012965711.1	XP_006097965.1, XP_023605482.1
OG0001154	XP_005065085.1, XP_005064656.1, XP_005064657.1	XP_006092123.1
OG0001154	XP_005065103.1	XP_006092118.1, XP_006108448.1
OG0001159	XP_012965688.1	XP_023605948.1, XP_014307327.1, XP_023605947.1, XP_014307330.1, XP_006084458.1, XP_023605949.1, XP_014307326.1
OG0001160	XP_040614078.1	XP_006084453.1, XP_023605939.1, XP_014307318.1, XP_023605937.1, XP_023605938.1
OG0001161	XP_005078475.1	XP_006102192.1
OG0001162	XP_040611915.1, XP_005066355.1, XP_012965975.1, XP_040611914.1	XP_014302265.1
OG0001164	XP_040590389.1, XP_040590387.1, XP_040590386.1, XP_040590388.1	XP_006106481.2
OG0001165	XP_005086620.1	XP_014318128.1, XP_023616344.1, XP_006096795.1
OG0001166	XP_040591445.1	XP_023615632.1, XP_014317455.1, XP_023615633.1, XP_014317457.1
OG0001167	XP_040611323.1	XP_014321169.2
OG0001169	XP_040591037.1	XP_006103792.1
OG0001170	XP_040602891.1	XP_006109401.1
OG0001173	XP_040604772.1, XP_040604773.1	XP_006109154.1
OG0001174	XP_040604708.1	XP_006103913.1, XP_023600835.1
OG0001175	XP_040592765.1	XP_006091284.1
OG0001176	XP_021084598.1, XP_005073093.1	XP_023611828.1, XP_006091268.1, XP_006091267.1
OG0001178	XP_040602040.1	XP_006093137.1
OG0001179	XP_040605953.1	XP_023604965.1
OG0001179	XP_040607205.1	XP_023604448.1, XP_014305306.1
OG0001180	XP_021088584.1, XP_012975929.1, XP_012975928.1	XP_014304784.1
OG0001181	XP_005076688.1	XP_006092644.1
OG0001181	XP_005080933.1	XP_014311335.2
OG0001182	XP_040607567.1	XP_023607555.1
OG0001183	XP_040598699.1, XP_005083172.1	XP_006082223.1, XP_006082224.1, XP_023619895.1
OG0001184	XP_021090231.1	XP_006109530.2, XP_006094941.2
OG0001184	XP_040592916.1	XP_023604887.1, XP_023614691.1
OG0001185	XP_040594008.1	XP_014312299.1, XP_014312296.1, XP_014312297.1, XP_006089920.1
OG0001186	XP_005071424.1	XP_014318989.1, XP_006097829.1, XP_014318990.1
OG0001187	XP_040609643.1, XP_040599842.1	XP_023615492.1, XP_023615493.1, XP_006081717.1
OG0001188	XP_012980351.1	XP_006102307.1, XP_006102308.1, XP_023599446.1
OG0001189	XP_040601789.1, XP_005064611.1	XP_014313952.1
OG0001190	XP_012973802.1, XP_012973804.1	XP_006092303.1
OG0001191	XP_040601098.1, XP_040601100.1, XP_040601099.1, XP_012980166.1, XP_021091807.1, XP_012980167.1, XP_012980168.1	XP_006108791.2
OG0001193	XP_040604585.1	XP_023619525.1
OG0001194	XP_040594305.1, XP_040594308.1	XP_006109422.3, XP_023608995.1
OG0001195	XP_040588416.1, XP_040588417.1, XP_040588415.1	XP_023600955.1
OG0001196	XP_040587964.1	XP_014301602.1, XP_006104721.3
OG0001197	XP_040588073.1, XP_021091507.1, XP_040588072.1	XP_006101307.1
OG0001198	XP_040595968.1, XP_005073747.1	XP_023610960.1
OG0001199	XP_005073738.1	XP_023610966.1
OG0001200	XP_012971278.1, XP_005073380.1	XP_014319158.1, XP_023617535.1, XP_014319160.1, XP_023617534.1, XP_006098076.2, XP_014319159.1, XP_014319157.1
OG0001201	XP_005073275.1	XP_006101760.1
OG0001201	XP_040600183.1	XP_006082961.1
OG0001202	XP_040593388.1	XP_006096846.1
OG0001202	XP_005068222.1	XP_023614426.1
OG0001203	XP_012978963.1, XP_005084029.1, XP_021090849.1, XP_040591769.1	XP_006084994.1, XP_023606445.1
OG0001204	XP_005085941.1	XP_014311379.1
OG0001205	XP_012974817.2	XP_023606773.1
OG0001206	XP_021079970.1, XP_040612594.1, XP_012982421.1	XP_023614267.1, XP_023614266.1, XP_006094209.1, XP_006094208.1, XP_006094207.1, XP_006094206.1
OG0001207	XP_040612694.1, XP_021090791.1, XP_040612695.1, XP_040612693.1, XP_005083978.1	XP_023608585.1
OG0001208	XP_005087080.1	XP_006107811.1, XP_006107809.1, XP_006107810.1, XP_014305250.1
OG0001209	XP_005068018.2	XP_006084120.1
OG0001210	XP_005077789.1	XP_006081807.1, XP_023610587.1, XP_023610593.1, XP_023610591.1, XP_023610589.1, XP_014311049.1, XP_023610598.1
OG0001211	XP_040608491.1	XP_006081830.1
OG0001211	XP_012974445.1	XP_006083686.2
OG0001212	XP_005076202.1	XP_023611185.1
OG0001213	XP_012972641.1	XP_014305647.1
OG0001214	XP_005066729.1	XP_023612955.1
OG0001215	XP_012975277.1	XP_006096074.1
OG0001215	XP_005084398.1	XP_014320144.1
OG0001216	XP_005064277.1	XP_014309060.1
OG0001218	XP_040596276.1	XP_023604160.1
OG0001219	XP_040610435.1	XP_023606416.1
OG0001219	XP_012977902.1	XP_014322901.1
OG0001220	XP_005072052.1	XP_023605353.1
OG0001221	XP_040596298.1, XP_005080808.2, XP_005080809.1	XP_006083993.1, XP_006083994.1, XP_006083992.1
OG0001222	XP_005084651.1	XP_014312024.1
OG0001223	XP_040589026.1, XP_040588697.1	XP_023612034.1
OG0001223	XP_040588698.1	XP_006091505.1
OG0001224	XP_040588707.1, XP_005074492.1	XP_023617497.1
OG0001225	XP_005074494.1	XP_023617517.1
OG0001226	XP_040590976.1	XP_023620063.1
OG0001227	XP_040608716.1, XP_040609696.1, XP_040609701.1	XP_006095753.1, XP_006095754.1
OG0001228	XP_005067372.1, XP_012966482.1	XP_006095801.1, XP_023606293.1
OG0001229	XP_040594534.1, XP_040594533.1, XP_040594531.1, XP_040594532.1	XP_023605735.1, XP_006084214.1
OG0001230	XP_005066057.1	XP_023605737.1
OG0001231	XP_040599592.1, XP_040599595.1, XP_040599593.1, XP_040599594.1, XP_021084562.1	XP_014309537.1
OG0001232	XP_040610168.1, XP_040610169.1, XP_012966561.2	XP_014313625.2
OG0001233	XP_005067356.1	XP_014317200.2
OG0001234	XP_012974285.1	XP_006097613.1
OG0001235	XP_040602136.1, XP_021081892.1, XP_040602137.1	XP_023607365.1
OG0001236	XP_005073783.2, XP_005073784.2	XP_006086011.1
OG0001237	XP_040595875.1, XP_040595874.1, XP_021085041.1	XP_023607397.1, XP_014308911.1, XP_023607398.1, XP_014308913.1, XP_014308914.1
OG0001238	XP_040595908.1	XP_014302437.1
OG0001239	XP_040595616.1, XP_040595617.1, XP_040595618.1, XP_040595619.1	XP_023604146.1
OG0001240	XP_005069663.2	XP_023608943.1
OG0001241	XP_005073868.2, XP_012971680.1, XP_040606415.1	XP_006104331.1
OG0001242	XP_012978049.1	XP_014322188.1, XP_014322190.1, XP_006101432.1, XP_014322189.1
OG0001243	XP_005076424.1	XP_006084653.1
OG0001245	XP_040608572.1	XP_006088946.1, XP_023609677.1, XP_006088945.1
OG0001246	XP_040611658.1, XP_040611660.1	XP_014305112.1
OG0001247	XP_012969846.3, XP_040594274.1	XP_023600371.1
OG0001248	XP_021078580.1, XP_040600258.1, XP_021078579.1, XP_040600260.1, XP_040600259.1, XP_021078584.1, XP_021078582.1	XP_023619413.1
OG0001249	XP_040600406.1	XP_006082317.1
OG0001249	XP_012971911.1	XP_006104243.1
OG0001250	XP_040604511.1	XP_023609494.1
OG0001251	XP_040600515.1, XP_040600520.1, XP_040600512.1, XP_040600522.1, XP_040600519.1, XP_040600523.1, XP_040600513.1, XP_040600521.1, XP_040600514.1, XP_040600516.1, XP_040600518.1, XP_040600517.1	XP_006082178.1
OG0001253	XP_005064867.1	XP_023612142.1
OG0001254	XP_005078789.1	XP_023616154.1
OG0001254	XP_012972895.1	XP_006107421.1
OG0001255	XP_012980590.1, NP_001268595.1	XP_006081419.1
OG0001256	XP_012970159.1, NP_001268806.1	XP_006102599.1
OG0001257	XP_021087139.1, XP_012974148.1, XP_005077567.1	XP_023618990.1
OG0001258	XP_005080135.2	XP_023610977.1, XP_023610971.1
OG0001259	XP_040594541.1, XP_040594542.1	XP_014321933.2
OG0001260	XP_012979889.1, XP_012979887.1, XP_012979890.1	XP_023611936.1
OG0001261	XP_012977671.1	XP_006091678.1
OG0001263	XP_040603633.1, XP_040603634.1, XP_005077686.1, XP_040603632.1	XP_014320988.1, XP_023619487.1, XP_006100174.1, XP_014320987.1
OG0001265	XP_005084934.1	XP_023602728.1
OG0001266	XP_040607495.1, XP_040607494.1	XP_014309019.1, XP_014309018.1, XP_006086152.1
OG0001267	XP_005079862.1	XP_006101376.1
OG0001267	XP_005079737.1	XP_006101359.1
OG0001268	XP_005074136.2, XP_040587665.1, XP_040589654.1	XP_006094659.1
OG0001269	XP_040613336.1, XP_005074133.2	XP_006094655.1
OG0001270	XP_040591373.1	XP_023602127.1
OG0001271	XP_040588813.1	XP_023615176.1
OG0001271	XP_005065442.1	XP_006090829.1
OG0001272	XP_005086504.1, XP_012980973.1	XP_006106968.1
OG0001273	XP_040590334.1	XP_023599363.1, XP_006102226.1
OG0001274	XP_040590272.1, XP_040590269.1, XP_040590273.1, XP_012980836.1, XP_040590274.1, XP_012980835.1, XP_040590268.1, XP_040590271.1	XP_023616302.1
OG0001275	XP_040591353.1	XP_006096035.1, XP_023609432.1, XP_014316360.1
OG0001276	XP_005085496.3	XP_006108891.1, XP_006109102.1, XP_006109150.2
OG0001276	XP_040613352.1	XP_006097347.1
OG0001277	XP_012968217.1	XP_006086480.1, XP_006086478.1, XP_006086476.1, XP_006086477.1
OG0001278	XP_021082306.1, XP_012968215.1, XP_012968213.1	XP_023607761.1
OG0001279	XP_040584906.1	XP_006081322.1, XP_014306377.1, XP_006081324.1, XP_006081323.1
OG0001280	XP_012974379.1, XP_040585506.1, XP_040585499.1, XP_040585492.1, XP_040585495.1	XP_006108110.2, XP_014302487.2
OG0001282	XP_012976627.1, XP_021089172.2	XP_006101040.2, XP_023603858.1, XP_023603742.1, XP_023603574.1, XP_023603744.1, XP_014306413.1, XP_006101051.1, XP_006107426.1, XP_023620292.1, XP_023603575.1, XP_023620300.1, XP_023620297.1, XP_023604900.1, XP_023603857.1, XP_023604647.1, XP_014304723.1
OG0001283	XP_040603594.1, XP_005081048.1, XP_040603592.1, XP_012976621.1, XP_040603591.1, XP_040603593.1	XP_023620290.1
OG0001284	XP_005078389.1	XP_006097733.1
OG0001285	XP_040584767.1, XP_040584768.1, XP_040584764.1, XP_040584770.1, XP_040584766.1, XP_040584769.1, XP_040584765.1	XP_014316909.1, XP_006095444.1, XP_023615150.1, XP_014316911.1
OG0001286	XP_021087702.1	XP_023608505.1
OG0001286	XP_040594207.1, XP_040607653.1	XP_006100355.1
OG0001287	XP_005069460.1	XP_006103463.2
OG0001288	XP_012966888.2	XP_006102802.1, XP_023599852.1
OG0001291	XP_005079309.1	XP_014305403.1
OG0001291	XP_005076894.1	XP_014316118.1
OG0001292	XP_005073087.1, XP_012971131.1	XP_006091247.1, XP_006091249.1, XP_006091250.1, XP_006091248.1
OG0001293	XP_012967164.1	XP_014301379.1
OG0001294	XP_040599714.1	XP_023613523.1
OG0001295	XP_005073438.1, XP_005073439.1	XP_006106392.1, XP_023602945.1, XP_006106394.1, XP_014303820.1
OG0001296	XP_040594522.1	XP_023614765.1
OG0001297	XP_012974683.1	XP_006090058.1
OG0001298	XP_040596504.1	XP_014320966.1
OG0001299	XP_012978771.1, XP_040601136.1, XP_040601135.1, XP_012978772.1	XP_014306689.1
OG0001300	XP_040601080.1, XP_012980193.1	XP_023609505.1
OG0001301	XP_040600996.1	XP_023600223.1
OG0001302	XP_040609950.1, XP_040609945.1, XP_040609946.1, XP_040609948.1, XP_040609947.1, XP_040609949.1	XP_014305349.1, XP_023604280.1
OG0001303	XP_040589123.1, XP_040589125.1	XP_023602147.1
OG0001304	XP_005069153.1	XP_006081136.1
OG0001305	XP_040614027.1	XP_006086585.1
OG0001306	XP_040593893.1, XP_005074298.1	XP_006101884.3
OG0001306	XP_005078911.1	XP_014319848.2
OG0001308	XP_012979777.1	XP_006105512.1, XP_023602285.1, XP_014303096.1
OG0001309	XP_005072448.2	XP_023604507.1
OG0001310	XP_005072442.1, XP_040585224.1, XP_040585217.1, XP_040585225.1, XP_040585222.1, XP_040585218.1, XP_040585221.1, XP_040585219.1, XP_040585223.1, XP_040585220.1, XP_040585228.1, XP_040585226.1	XP_023603975.1
OG0001311	XP_005072404.1	XP_023619896.1
OG0001312	XP_005072345.1	XP_006109772.2
OG0001312	XP_021080746.2, XP_040600252.1	XP_006082889.1
OG0001313	XP_040585235.1	XP_014313062.1
OG0001315	XP_040594311.1, XP_005087175.1	XP_006088860.1, XP_023609616.1
OG0001316	XP_040612841.1, XP_040612839.1, XP_040612840.1	XP_006098224.1
OG0001317	XP_012967382.2	XP_006096113.1
OG0001318	XP_012974319.1	XP_014311129.1, XP_006081812.1, XP_023610645.1
OG0001318	XP_005077791.1	XP_006081813.1
OG0001319	XP_040596960.1, XP_040596959.1, XP_040589263.1, XP_040589297.1, XP_040589058.1, XP_040596373.1, XP_040588463.1	XP_023620322.1, XP_023620321.1, XP_023620330.1, XP_023620329.1, XP_023620331.1, XP_023620306.1
OG0001320	XP_040597000.1, XP_040597161.1, XP_012981492.1	XP_023602882.1, XP_014321890.1, XP_014321862.1, XP_023602885.1, XP_014317640.1, XP_023603564.1
OG0001321	XP_040587769.1, XP_040587770.1, XP_005066721.1	XP_006092728.1
OG0001322	XP_040586643.1, XP_040586644.1	XP_006096076.1
OG0001323	XP_012974705.1, XP_012974707.1	XP_023600046.1
OG0001324	XP_012979256.1, XP_040608170.1, XP_005084329.1	XP_014316774.1
OG0001325	XP_012979248.1, XP_012979249.1, XP_012979246.1, XP_012979250.1, XP_005084354.1	XP_023615048.1
OG0001326	XP_012970148.1, XP_005071869.1	XP_006085424.1, XP_023606836.1, XP_006085425.1
OG0001327	XP_012973307.1	XP_023606844.1
OG0001328	XP_040601875.1	XP_006098125.1
OG0001329	XP_005064946.1, XP_040601834.1	XP_014319099.1, XP_023617456.1, XP_023617457.1
OG0001330	XP_040607306.1	XP_023605002.1
OG0001332	XP_012969206.1, XP_005064115.1	XP_006101696.1
OG0001333	XP_005064056.1, XP_040605385.1	XP_006101628.1, XP_006101631.1, XP_006101629.1
OG0001334	XP_040594059.1	XP_023605427.1
OG0001335	XP_040595850.1	XP_023605112.1
OG0001336	XP_005083393.1	XP_006101864.1
OG0001337	XP_021085703.1	XP_014318412.1
OG0001338	XP_005068719.1	XP_006096491.1
OG0001339	XP_021081999.1, XP_012967873.1	XP_023616018.1, XP_014317808.1, XP_006096460.1, XP_023616019.1
OG0001340	XP_040607311.1, XP_040607309.1, XP_040607310.1	XP_023617781.1
OG0001341	XP_040607294.1, XP_040607293.1	XP_006092167.2
OG0001342	XP_040587394.1, XP_005080752.1	XP_006099096.1, XP_006099118.1, XP_023618455.1, XP_006099116.3
OG0001343	XP_005078970.2	XP_014322872.1
OG0001344	XP_005068967.1	XP_006104937.2
OG0001345	XP_040609842.1, XP_040609844.1, XP_040609843.1, XP_040609839.1, XP_040609840.1, XP_040609841.1	XP_014313651.1
OG0001346	XP_012966472.1, XP_021081161.1, XP_012966473.1	XP_006091540.1, XP_006091538.1, XP_023612071.1, XP_006091537.1, XP_006091539.1, XP_006091536.1, XP_014313676.1
OG0001347	XP_021081250.1	XP_023615462.1
OG0001348	NP_001268514.1, XP_040590422.1, XP_005063232.2, XP_040599966.1, NP_001268515.1	XP_006101784.1
OG0001349	XP_040599799.1	XP_014322598.1
OG0001350	XP_040598757.1	XP_006088186.1
OG0001351	XP_040598705.1, XP_012967377.1, XP_021084713.1, XP_012967384.1	XP_006088189.1
OG0001352	XP_005068595.2	XP_023602313.1
OG0001353	XP_040585617.1	XP_006087932.1, XP_006087935.1, XP_023608874.1
OG0001354	XP_040607708.1	XP_006096661.1, XP_006096660.1, XP_023616217.1, XP_014317991.1, XP_023616218.1
OG0001355	XP_012969954.1, XP_012969953.1, XP_040606878.1	XP_023606260.1
OG0001356	XP_040606897.1, XP_040606898.1, XP_040606895.1	XP_006084810.1
OG0001357	XP_012965985.1	XP_006091834.1, XP_023608936.1
OG0001358	XP_012979436.1, XP_012979435.1, XP_005084548.1	XP_023617906.1
OG0001361	XP_012982000.1, XP_012982001.1, XP_012981999.1, XP_012982002.1	XP_006085690.1, XP_014308525.1, XP_023607092.1, XP_023607094.1
OG0001362	NP_001268634.1	XP_006097283.1
OG0001363	XP_005085153.1	XP_006097254.1
OG0001364	XP_021091881.1, XP_005085618.1	XP_006082382.1
OG0001365	NP_001268873.1, XP_012981307.1	XP_023608788.1, XP_023608787.1, XP_023608789.1, XP_023608790.1
OG0001366	XP_021079007.1, XP_040599932.1, XP_040599933.1	XP_023615804.1
OG0001372	XP_040589639.1	XP_006090629.1
OG0001372	XP_005080602.1	XP_006090628.1
OG0001373	XP_005064128.1	XP_014323307.1
OG0001373	XP_040587038.1	XP_006099383.1
OG0001374	XP_040593141.1, XP_040593140.1	XP_023613208.1
OG0001375	XP_040602576.1	XP_006108314.1
OG0001376	XP_040604689.1	XP_023601782.1
OG0001377	XP_040599318.1, XP_005087587.1, XP_040600860.1	XP_006106282.1, XP_006102158.1
OG0001378	XP_040596123.1, XP_040596119.1, XP_040596127.1, XP_040596131.1	XP_006098846.1, XP_014310557.1
OG0001380	XP_005082388.1, XP_040609061.1, XP_040608129.1, XP_040607421.1	XP_006099810.1, XP_006093180.1
OG0001381	XP_040587625.1, XP_040605624.1	XP_006102593.1, XP_006085843.1, XP_006094996.1
OG0001381	XP_005082385.1	XP_006099806.1
OG0001382	XP_040602477.1, XP_040602478.1, XP_005063828.1	XP_006086871.1
OG0001383	XP_040610764.1, XP_040610767.1, XP_040610766.1, XP_040610765.1, XP_005081550.2	XP_014316975.1, XP_006095544.1, XP_006105225.1
OG0001385	XP_040608225.1	XP_023615055.1
OG0001385	XP_005080287.2	XP_023614987.1, XP_014316682.1
OG0001388	XP_005074127.1	XP_006094653.1, XP_006094583.1
OG0001389	XP_005079863.1	XP_006101361.1
OG0001390	XP_040586075.1, XP_012968329.2	XP_006106911.1
OG0001391	XP_040591628.1, XP_040591521.1	XP_006105694.1
OG0001392	XP_005074162.1	XP_006094686.1
