Orthogroup	Mesocricetus_auratus	Echinops_telfairi
OG0000838	XP_040599461.1, XP_040599447.1, XP_040599633.1	XP_004713846.1
OG0000839	XP_040598614.1	XP_012859660.1, XP_045147252.1, XP_045147253.1
OG0000840	XP_005073864.1, XP_021085103.1	XP_045140910.1, XP_004697009.1
OG0000841	XP_005071579.1	XP_004712358.1
OG0000842	XP_005066401.1	XP_045154613.1
OG0000843	XP_012979425.1, XP_040609605.1, XP_012979423.1, XP_040609604.1, XP_012979424.1	XP_045152172.1
OG0000844	XP_012969212.1, XP_040609305.1	XP_004701650.2
OG0000845	XP_012981319.1	XP_045141471.1, XP_045141469.1, XP_045141470.1, XP_045141468.1
OG0000846	XP_005087547.1, XP_012981726.1	XP_004698936.1
OG0000847	XP_040610212.1, XP_040610248.1	XP_012864131.2, XP_012864130.2, XP_004700924.1
OG0000848	XP_040592784.1, XP_040592787.1, XP_040592786.1, XP_040592785.1, XP_040592783.1	XP_004713988.1
OG0000849	XP_040598559.1, XP_021081858.1, XP_005068463.1, XP_012967704.1, XP_012967701.1, XP_040598560.1, XP_012967703.1	XP_045144061.1
OG0000852	XP_005067323.1, XP_005067324.1, XP_021081233.1	XP_045143292.1
OG0000853	XP_005069606.1	XP_004709485.1
OG0000854	XP_040602525.1	XP_004703233.1
OG0000855	XP_040611661.1	XP_045148679.1
OG0000855	XP_005075684.1	XP_045155765.1, XP_045139915.1
OG0000856	XP_005085815.1	XP_004714017.1
OG0000857	XP_021085530.2, XP_040597705.1, XP_040597706.1, XP_012972219.2, XP_005074787.1, XP_005074760.1, XP_040597707.1, XP_005074791.1	XP_030744617.1
OG0000857	XP_040604637.1	XP_030744604.1, XP_004697220.1
OG0000858	XP_005065125.1	XP_004715009.1
OG0000858	XP_005065127.1, XP_005065126.1, XP_005064672.1	XP_004715011.1
OG0000859	XP_012978398.2	XP_004716870.1
OG0000860	XP_005085703.2, XP_005085704.1	XP_004715785.1
OG0000861	XP_005073335.2, XP_040584271.1, XP_005073336.1	XP_012859976.1
OG0000862	XP_005065915.1	XP_004702026.1
OG0000863	XP_040606253.1	XP_045142153.1
OG0000863	XP_040585712.1, XP_005074870.1	XP_004706524.1
OG0000864	XP_005066367.1	XP_030741662.1
OG0000866	XP_021091931.1, NP_001268633.1	XP_045148301.1
OG0000867	XP_012977993.1, XP_040611340.1, XP_021090112.1, XP_012977994.1	XP_045139454.1
OG0000868	NP_001268528.1	XP_030744549.1
OG0000868	XP_005074406.1	XP_030744370.1
OG0000869	XP_040588304.1	XP_004701207.1
OG0000870	XP_012967265.1	XP_004716190.1
OG0000871	XP_040591271.1	XP_030742527.1
OG0000871	XP_005070568.1	XP_012861311.1, XP_004717991.1
OG0000872	XP_005079429.1	XP_045155155.1
OG0000873	XP_040605557.1	XP_045142013.1, XP_045148005.1, XP_045150682.1
OG0000873	XP_040599016.1	XP_004698581.1
OG0000874	XP_005082906.1	XP_045154160.1, XP_045154157.1, XP_045154158.1, XP_045154159.1, XP_045154156.1, XP_004699914.1
OG0000875	XP_005072782.1, XP_040598755.1	XP_045143975.1
OG0000876	XP_040598432.1, XP_040598433.1	XP_045144013.1
OG0000877	XP_040603989.1, XP_040605605.1, XP_040605604.1, XP_040605609.1, XP_040605612.1, XP_040605610.1, XP_040605599.1, XP_040605608.1	XP_012861327.1, XP_030744022.1, XP_012861325.1, XP_030744025.1, XP_030744026.1, XP_030744024.1
OG0000879	XP_040591633.1	XP_045146132.1, XP_045146131.1
OG0000880	XP_040584282.1, XP_040614226.1, XP_040614227.1, XP_040584292.1, XP_040614224.1, XP_040614223.1	XP_004702246.1
OG0000881	XP_012978960.1, XP_040591782.1, XP_012978962.1, XP_012978961.1	XP_004702706.1
OG0000882	XP_012978136.1	XP_045144559.1
OG0000883	XP_005068071.1	XP_004700451.1
OG0000885	XP_005084317.1	XP_004716642.1, XP_045151606.1, XP_045150928.1
OG0000886	XP_040604551.1	XP_045153254.1, XP_004713707.1
OG0000887	XP_021080483.1	XP_004702587.1
OG0000889	XP_040612174.1, XP_005075723.3	XP_045146883.1
OG0000890	XP_012971724.1	XP_004708958.1, XP_004708959.1
OG0000891	XP_021083352.1	XP_012863034.1
OG0000892	XP_012975566.1, XP_040597588.1, XP_040597494.1, XP_040597634.1, XP_012975562.1, XP_040597758.1, XP_040597437.1, XP_040597685.1	XP_045139712.1
OG0000893	XP_012967885.1	XP_004697467.1, XP_045145555.1, XP_004716775.1
OG0000895	XP_012970043.1, XP_012970042.1	XP_045150197.1, XP_045150199.1, XP_004709849.1, XP_045150198.1
OG0000896	XP_005078305.1	XP_030743707.1
OG0000898	XP_005087576.2	XP_045141446.1, XP_045141444.1, XP_030744882.1, XP_045141443.1, XP_045141447.1, XP_045141445.1
OG0000901	XP_005071356.1	XP_004706749.1, XP_004706748.1
OG0000901	XP_005071505.1, XP_005071357.3	XP_004706750.1, XP_004706851.1
OG0000902	XP_012975140.1	XP_004712439.1
OG0000903	XP_005085683.1	XP_045143989.1
OG0000904	XP_005072977.1	XP_045144344.1
OG0000905	XP_005078736.1	XP_045149638.1
OG0000906	XP_005079731.3, XP_012975765.2, XP_040610209.1	XP_004716963.1
OG0000907	XP_040591465.1, XP_040601112.1, XP_040601111.1, XP_040601114.1, XP_040601123.1, XP_040601115.1	XP_004714597.2
OG0000908	XP_040585656.1, XP_040585655.1, XP_012974813.1	XP_004716839.1
OG0000909	NP_001297494.1, XP_005083232.1	XP_004715270.1
OG0000910	XP_012971632.2	XP_045140373.1
OG0000911	XP_005072545.1	XP_045146526.1, XP_045146527.1, XP_004711236.1, XP_045146528.1
OG0000913	XP_021089530.2	XP_004717915.1
OG0000914	XP_040589961.1, XP_040589959.1, XP_040589960.1	XP_004715791.1
OG0000914	XP_005067899.1	XP_004712988.1
OG0000915	XP_005139440.2, XP_040589243.1, XP_012979397.1	XP_045150105.1, XP_045140431.1, XP_030741907.1, XP_030741908.1
OG0000916	XP_012982392.1, XP_005065975.1	XP_004703102.1, XP_045150607.1, XP_004711700.1
OG0000917	XP_040597004.1, XP_040591248.1, XP_040584063.1	XP_004702142.2
OG0000917	XP_012979076.2	XP_004708838.1, XP_004714641.1
OG0000919	XP_040590317.1, XP_040590318.1, XP_021078803.2	XP_004715818.1
OG0000920	XP_012981844.1	XP_004711323.1
OG0000921	XP_005078669.1, XP_012974953.1	XP_045149705.1, XP_045149706.1, XP_004704706.1
OG0000922	XP_040612499.1	XP_045148982.1, XP_045146579.1
OG0000923	XP_040589052.1	XP_004698047.1
OG0000923	XP_005079590.1	XP_045154980.1
OG0000924	XP_005077374.1	XP_004718184.2
OG0000924	XP_021089236.1	XP_045154885.1
OG0000925	XP_005065718.1	XP_004703567.1
OG0000926	XP_005082641.1, XP_012977884.1, XP_005082642.1, XP_005082643.1, XP_012977885.1, XP_012977883.1	XP_004699792.1
OG0000927	XP_040586127.1, XP_040586129.1, XP_040586124.1	XP_004709947.1
OG0000928	XP_005067537.2, XP_040597931.1, XP_040611115.1	XP_004716233.1
OG0000929	XP_040592461.1, XP_005076363.1	XP_045151020.1, XP_045149781.1
OG0000930	XP_040607276.1	XP_045139698.1
OG0000931	XP_005081729.1, XP_040604078.1, XP_040604079.1	XP_004706285.1
OG0000932	XP_005081607.1, XP_040604317.1	XP_045141950.1
OG0000933	XP_040608333.1, XP_012976059.1, XP_040608334.1, XP_021088757.1	XP_030743733.1
OG0000934	XP_005086456.2, XP_040598711.1, XP_040598713.1, XP_040598716.1	XP_004699082.2
OG0000935	XP_021081776.1	XP_030740880.1
OG0000936	XP_005070153.1	XP_004707269.1
OG0000937	XP_005075936.1	XP_012861227.1
OG0000938	XP_012967819.1, XP_040602320.1, XP_040602319.1, XP_012967820.1	XP_045151218.1, XP_004697877.1
OG0000939	XP_040591540.1	XP_045144515.1
OG0000940	XP_005066905.4, XP_040610077.1, XP_040610076.1	XP_004700309.1
OG0000941	XP_040593118.1	XP_045150077.1
OG0000943	XP_005084936.1, XP_012979818.1	XP_004717289.1, XP_045148859.1
OG0000945	XP_005082788.1	XP_045142275.1, XP_004697465.1
OG0000946	XP_021087832.1, XP_005078741.1	XP_045143158.1
OG0000947	XP_040612846.1, XP_040612842.1, XP_040612843.1, XP_040612845.1	XP_045147748.1, XP_004699740.1
OG0000948	XP_040596363.1	XP_045144914.1, XP_045144915.1, XP_004714034.1
OG0000949	XP_040586680.1	XP_004711158.1
OG0000950	XP_012969753.2	XP_004706910.1
OG0000950	XP_040608108.1, XP_040608109.1, XP_040608107.1	XP_004717319.1, XP_045139684.1
OG0000951	XP_012968502.1, XP_040610405.1	XP_045143328.1
OG0000952	XP_005071194.1, XP_040594835.1, XP_040594836.1	XP_012860006.2
OG0000953	XP_040595893.1	XP_045153565.1
OG0000953	XP_005071756.2	XP_004713521.3
OG0000954	XP_040585678.1	XP_045146296.1, XP_004716881.1, XP_045146295.1
OG0000955	XP_005084087.1, XP_012979001.1, XP_021090889.1	XP_004709079.1
OG0000956	XP_040584091.1, XP_040584089.1, XP_005074016.1, XP_012971822.1	XP_045149086.1
OG0000957	XP_005064863.1, XP_021086892.1	XP_004708458.1
OG0000958	XP_012972112.1, XP_005074521.1, XP_005074520.1	XP_004698124.1, XP_045151496.1
OG0000959	XP_012977796.2	XP_045151683.1, XP_045151685.1, XP_045151681.1
OG0000960	XP_005066124.1	XP_004710346.1
OG0000961	XP_005072916.1, XP_040599673.1	XP_045149197.1, XP_012864060.1
OG0000962	XP_040609753.1	XP_004711442.1
OG0000963	XP_040597427.1, XP_040597428.1, XP_040597429.1	XP_004697624.1
OG0000964	XP_040606532.1, XP_040606533.1	XP_004706489.1
OG0000965	XP_012973213.1, XP_012973212.1, XP_012973211.1, XP_012973210.1, XP_021086273.1, XP_021086272.1, XP_005076106.1	XP_045140268.1
OG0000966	XP_021085539.1	XP_004706469.1
OG0000967	XP_040588245.1, XP_040588244.1, XP_040588247.1, XP_040588246.1	XP_004717356.1, XP_004717369.1, XP_004717368.1
OG0000968	XP_005076777.2	XP_045146589.1, XP_012864084.1
OG0000969	XP_012980862.1, XP_005086317.1, XP_012980864.1, XP_012980863.1	XP_045141480.1
OG0000970	XP_012981870.1, XP_005087723.1	XP_045141455.1, XP_004715668.1
OG0000971	XP_005070762.1, XP_012969335.1, XP_005070767.1, XP_040588303.1, XP_021083166.1	XP_030744667.1, XP_004696950.1, XP_030744668.1
OG0000972	XP_040591842.1	XP_030740842.1
OG0000975	XP_040601010.1, XP_040606296.1	XP_030740986.2
OG0000976	XP_005075457.1	XP_004704414.1
OG0000978	XP_040606023.1, XP_005069938.1, XP_040606022.1	XP_045155441.1
OG0000979	XP_021087162.1, XP_005077625.1	XP_004716389.2
OG0000979	XP_040610274.1	XP_004705746.2
OG0000980	XP_012981727.1	XP_045143805.1, XP_045143806.1, XP_004698491.1, XP_045149362.1
OG0000981	XP_021079954.1	XP_004713471.1
OG0000981	XP_040604887.1	XP_004712962.1
OG0000982	XP_021078719.1	XP_004703596.1
OG0000983	XP_040609771.1	XP_004711459.1, XP_045143191.1, XP_045143190.1
OG0000984	XP_021086697.1, XP_040600498.1, XP_012973705.1, XP_005076881.1	XP_004713113.1
OG0000985	XP_040612375.1, XP_021088313.1, XP_012975587.1, XP_040612374.1, XP_040612372.1	XP_045155034.1
OG0000986	XP_005069243.1	XP_045140449.1
OG0000987	XP_040600856.1, XP_040600859.1	XP_004708427.1
OG0000988	XP_005069432.1	XP_004716831.1, XP_004717009.1
OG0000989	XP_005082248.2, XP_040608741.1, XP_040608740.1	XP_004701936.1, XP_004701935.3
OG0000990	XP_005076768.1, XP_040600382.1, XP_040600383.1, XP_005072634.1, XP_021084278.1	XP_045145759.1
OG0000991	XP_040613748.1, XP_021090824.2	XP_004703099.1
OG0000993	XP_012982729.1	XP_030742591.1
OG0000994	XP_005063826.1	XP_045144436.1
OG0000995	XP_040601887.1, XP_005079968.1	XP_045141104.1, XP_030744841.1
OG0000996	XP_040589873.1, XP_040589874.1	XP_045148385.1
OG0000997	XP_040605876.1, XP_005081861.1	XP_012860373.1, XP_012862647.1, XP_030740849.1, XP_012859214.1, XP_004715853.1
OG0000998	XP_012977295.1	XP_030742441.2
OG0000999	XP_021089291.1, XP_005081294.1	XP_004712690.1
OG0001000	XP_012974943.1, XP_012974944.1, XP_021087789.1, XP_012974942.1	XP_045149836.1
OG0001001	XP_005065354.1, XP_040613985.1	XP_045140955.1
OG0001002	XP_040611239.1	XP_004712265.3
OG0001003	XP_005077668.2	XP_012862773.2
OG0001004	XP_005074751.1	XP_004696784.1
OG0001005	XP_040585667.1, XP_040585668.1	XP_004712870.1, XP_045139538.1
OG0001006	XP_005069577.1	XP_045153677.1
OG0001007	XP_040591176.1, XP_005073202.1	XP_004704787.1
OG0001008	XP_040593009.1	XP_045149600.1
OG0001009	XP_021088829.1, XP_005080441.1, XP_021088828.1, XP_040587114.1, XP_040587113.1	XP_045140271.1, XP_004705675.1, XP_045140275.1
OG0001010	XP_040607291.1	XP_045141096.1
OG0001011	XP_005064538.1, XP_012967400.1, XP_040611377.1	XP_004706134.1
OG0001012	XP_040604168.1, XP_040604167.1, XP_040604166.1	XP_004706220.1
OG0001013	XP_012977023.1	XP_004705847.1
OG0001014	XP_005078189.1	XP_004700221.2
OG0001015	XP_040592969.1, XP_040592971.1	XP_045154105.1
OG0001016	XP_040593761.1, XP_040593762.1, XP_040593763.1, XP_012978103.2	XP_045154012.1, XP_004699911.1
OG0001017	XP_040593519.1, XP_040593521.1, XP_040593522.1, XP_040595054.1	XP_045153974.1, XP_004700001.1, XP_045153975.1
OG0001018	XP_005080288.2	XP_004714678.1
OG0001019	XP_005077222.1, XP_040608865.1, XP_040608866.1	XP_045144982.1, XP_004714153.1
OG0001020	XP_040605710.1	XP_045155406.1
OG0001021	XP_040610658.1, XP_040610660.1, XP_040610657.1, XP_040610659.1	XP_004700595.1, XP_045144513.1, XP_004700596.1, XP_030742366.1
OG0001022	XP_040610772.1	XP_045145738.1
OG0001023	XP_005075720.1	XP_045146944.1
OG0001023	XP_040609987.1	XP_004700702.1
OG0001024	XP_005075460.2	XP_045139821.1, XP_004704415.1
OG0001025	XP_040589130.1, XP_040589132.1	XP_045150131.1, XP_045150130.1, XP_045150132.1, XP_004710253.1
OG0001026	XP_040604575.1	XP_004696658.1
OG0001027	XP_005078905.1	XP_004712432.1
OG0001028	XP_040595669.1, XP_040595674.1	XP_045154565.1
OG0001029	XP_005072407.3	XP_045150758.1
OG0001030	XP_040592173.1	XP_030743885.2
OG0001031	XP_040612680.1	XP_045154735.1
OG0001032	XP_040586594.1, XP_012971422.1, XP_012971423.1	XP_045150085.1
OG0001033	XP_021086610.1, XP_021086612.1, XP_012973596.1	XP_012859351.1
OG0001034	XP_040609498.1	XP_045149959.1, XP_045149986.1, XP_045149993.1, XP_045149976.1, XP_045149968.1, XP_045149962.1, XP_045149981.1, XP_045149972.1
OG0001035	XP_005076296.1, XP_021086379.1, XP_021086378.1, XP_012973263.1	XP_045144797.1
OG0001036	XP_040601770.1	XP_045147026.1, XP_004708489.1
OG0001037	XP_012965932.1, XP_005066197.1	XP_045145780.1
OG0001038	XP_012972556.1	XP_004715256.1
OG0001039	XP_040588770.1, XP_040588767.1, XP_040588766.1, XP_040588768.1, XP_040588769.1, XP_040594570.1	XP_045151383.1, XP_004698121.2
OG0001040	XP_005077515.1	XP_004715478.2
OG0001041	XP_005083262.1	XP_045149928.1
OG0001042	XP_040608936.1, XP_012973888.1, XP_021086943.1, XP_021086949.1, XP_040608935.1, XP_040608937.1, XP_021086944.1	XP_004701940.1
OG0001043	XP_005078982.2	XP_004709591.1
OG0001044	XP_040599371.1, XP_040599374.1, XP_040599373.1, XP_040599372.1	XP_004713857.1
OG0001045	XP_012966465.1	XP_045143230.1, XP_045143228.1, XP_004711423.1, XP_045143229.1
OG0001047	XP_040608583.1, XP_040608585.1, XP_040608581.1	XP_004701296.2, XP_045147438.1
OG0001048	XP_012966431.1, XP_040597323.1, XP_021080934.1	XP_004697556.1, XP_045143492.1
OG0001049	XP_005069386.1, XP_012968257.1	XP_045141715.1
OG0001050	XP_005139389.2, XP_040613701.1, XP_040603202.1	XP_045141474.1, XP_045140681.1, XP_045152459.1
OG0001051	XP_040607038.1, XP_012974159.2, XP_040607039.1, XP_021087181.2	XP_045152341.1, XP_045152340.1, XP_045152339.1, XP_004713511.1
OG0001052	XP_040611581.1, XP_040611587.1, XP_040611589.1, XP_040611588.1, XP_040611585.1, XP_040611583.1, XP_040611584.1, XP_040611586.1, XP_040611609.1	XP_004717461.1
OG0001053	XP_005087244.1	XP_004717360.1
OG0001054	XP_005065159.1, XP_021087943.1, XP_021087939.1, XP_021087938.1	XP_045152133.1, XP_045152120.1, XP_004701780.1
OG0001055	XP_021078435.1	XP_045144261.1, XP_045144262.1
OG0001056	XP_012979962.1, XP_005085176.1	XP_045144264.1, XP_045144265.1, XP_045144266.1
OG0001060	XP_040611145.1, XP_005079726.2	XP_004716978.2
OG0001061	XP_012975170.1	XP_004709754.1
OG0001061	XP_040587376.1	XP_012861856.1
OG0001062	XP_040584523.1	XP_004714023.2
OG0001064	XP_040589783.1	XP_004708985.1
OG0001064	XP_012971752.2, XP_040589779.1	XP_004708986.1
OG0001065	XP_005078490.1	XP_045145373.1
OG0001065	XP_012974784.1	XP_004714653.1
OG0001067	XP_005086378.1	XP_045148440.1
OG0001068	XP_040591341.1, XP_040591340.1, XP_040591342.1	XP_004715884.1
OG0001069	XP_040611428.1	XP_045141557.1
OG0001070	XP_005065666.1	XP_045142986.1, XP_045142186.1, XP_045154754.1, XP_045145737.1, XP_045146576.1, XP_045141504.1
OG0001070	XP_005068578.1	XP_004709450.1, XP_045146435.1, XP_045140878.1, XP_045143118.1, XP_045142486.1
OG0001071	XP_040612360.1	XP_045154853.1
OG0001072	XP_021090054.2, XP_040589235.1, XP_040589234.1	XP_004699788.1, XP_045141752.1
OG0001074	XP_040588256.1	XP_004701425.1
OG0001075	XP_012977386.1	XP_045140259.1
OG0001075	XP_040588134.1	XP_045147619.1
OG0001077	XP_040603982.1, XP_012966879.3, XP_040603980.1, XP_040604985.1, XP_040604988.1	XP_045149259.1
OG0001078	XP_005067658.1	XP_004709241.2
OG0001079	XP_040590940.1, XP_040590939.1	XP_045155069.1
OG0001080	XP_021081034.1	XP_045147669.1
OG0001081	XP_040610329.1	XP_030740264.2
OG0001082	XP_005084609.1	XP_004705906.1
OG0001082	XP_040608673.1	XP_012860589.1, XP_045147983.1
OG0001083	XP_040588020.1, XP_040602386.1	XP_012860855.1
OG0001084	XP_005078200.1	XP_004700024.1
OG0001085	XP_005080159.1	XP_004714774.2
OG0001085	XP_005066497.2	XP_030743040.1
OG0001086	XP_021086555.1	XP_045152168.1, XP_045152167.1, XP_045152169.1
OG0001087	XP_005085667.1	XP_045149504.1, XP_004698553.1
OG0001087	XP_005066395.1	XP_004715351.2
OG0001088	XP_040598765.1	XP_045144136.1
OG0001089	XP_005068375.1, XP_012967667.1, XP_012967670.1, XP_040598349.1, XP_040598350.1	XP_004698874.2
OG0001090	XP_040605987.1, XP_040605988.1, XP_040605986.1	XP_045155664.1, XP_004709204.1
OG0001091	XP_005086860.1	XP_004711753.1
OG0001091	XP_040592822.1	XP_004713307.1
OG0001092	XP_040591559.1	XP_004713413.1
OG0001093	XP_040610626.1	XP_004700613.1, XP_045146495.1, XP_045146492.1
OG0001094	XP_040611099.1, XP_040611097.1, XP_040611098.1	XP_004700395.1
OG0001095	XP_040585468.1	XP_045139840.1, XP_045139841.1, XP_004704380.1
OG0001096	XP_005075413.2	XP_004704389.1
OG0001097	XP_005075441.1, XP_040585510.1	XP_004704406.1
OG0001098	XP_005075189.2	XP_004718018.2, XP_004712638.1
OG0001099	XP_005082136.1	XP_045152572.1
OG0001100	XP_005086928.1, XP_012981297.1, XP_012981298.1	XP_004711761.1, XP_045148767.1
OG0001101	XP_040585081.1	XP_030742779.1
OG0001102	XP_005066294.1	XP_004710970.1
OG0001103	XP_040603321.1, XP_040603322.1, XP_040602537.1	XP_004703432.2, XP_045140226.1
OG0001104	XP_005083643.1	XP_045144921.1
OG0001104	XP_012972372.1	XP_030743476.1
OG0001105	XP_005076869.1	XP_004702910.1
OG0001106	XP_012981683.1, XP_012981681.1, XP_005087471.1, XP_040593368.1	XP_004702823.1
OG0001107	XP_005066633.1, XP_012966298.1	XP_004707624.1
OG0001109	XP_012971440.2	XP_045150094.1, XP_045150095.1
OG0001111	XP_040602959.1	XP_004715054.1
OG0001111	XP_040587164.1	XP_045152633.1
OG0001112	XP_021087776.1	XP_004715017.1, XP_045152991.1
OG0001113	XP_040605044.1, XP_040605063.1, XP_040605049.1, XP_040605057.1	XP_045153105.1
OG0001114	XP_005063888.2	XP_004715094.1
OG0001114	XP_005080654.1	XP_045152668.1
OG0001116	XP_040592716.1	XP_030741370.1
OG0001117	XP_040585665.1, XP_005078609.1, XP_021087728.1	XP_004716860.1
OG0001118	XP_040603198.1, XP_040603186.1, XP_040603189.1, XP_040603195.1, XP_005063876.2	XP_045153017.1, XP_004715081.1
OG0001119	XP_005084082.1, XP_040591186.1	XP_045153685.1, XP_045153686.1
OG0001120	XP_040589217.1	XP_045147081.1
OG0001121	XP_005075342.2	XP_045139734.1, XP_004704326.1, XP_045139733.1
OG0001123	XP_040595817.1, XP_021089876.1, XP_012977680.1, XP_012977679.1, XP_012977681.1	XP_045150985.1, XP_045150984.1
OG0001124	XP_005072082.2	XP_045153740.1
OG0001125	XP_005066483.1, XP_040610563.1, XP_005079721.1, XP_021088513.1, XP_040610562.1	XP_004708587.1
OG0001126	XP_040588970.1	XP_045151329.1
OG0001127	XP_040607326.1, XP_012978293.1, XP_012978294.1, XP_012978292.1, XP_005083231.1, XP_021090397.1	XP_004714874.1
OG0001128	XP_040609055.1	XP_012862979.1, XP_045151799.1, XP_045151800.1, XP_045151798.1, XP_004706652.2
OG0001129	XP_005082281.1, XP_040608996.1	XP_012859833.1
OG0001130	XP_012970646.2	XP_004701068.1
OG0001131	XP_040595900.1, XP_021080927.2, XP_040597335.1, XP_012966434.2	XP_004697563.1, XP_045142372.1
OG0001133	XP_040586151.1	XP_030740183.1
OG0001134	XP_040603344.1	XP_045139953.1
OG0001135	XP_012973542.1, XP_005065229.1, XP_021088453.1	XP_004703815.1
OG0001136	XP_040601507.1	XP_004703792.1
OG0001137	XP_040595309.1, XP_040595308.1, XP_040595310.1	XP_045154412.1, XP_045154413.1
OG0001138	XP_040599823.1	XP_030743758.1
OG0001139	XP_012966054.1, XP_040611740.1	XP_004711704.1
OG0001139	XP_040600730.1	XP_045141465.1
OG0001141	XP_005087262.1, XP_040588248.1	XP_004717799.1, XP_004717376.1, XP_004717800.1, XP_012864091.1, XP_004717357.1
OG0001144	XP_040601643.1, XP_040601640.1	XP_045145134.1
OG0001146	XP_005066789.2	XP_045153757.1, XP_004697636.1
OG0001147	XP_005075137.1	XP_045153654.1
OG0001148	XP_040610323.1	XP_004708596.1, XP_045151002.1
OG0001149	XP_040584137.1	XP_045150506.1
OG0001151	XP_012970904.2, XP_005073018.2	XP_012863651.2, XP_004716284.1
OG0001152	NP_001268468.1, XP_012971913.1	XP_004706681.1
OG0001152	NP_001268314.1	XP_045145308.1
OG0001153	XP_012965709.1, XP_012965710.1, XP_005066215.1, XP_012965711.1	XP_045145795.1, XP_004718158.2
OG0001154	XP_005065085.1, XP_005064656.1, XP_005064657.1	XP_004708568.1
OG0001154	XP_005065103.1	XP_004708579.1
OG0001157	XP_040588840.1, XP_040588890.1, XP_040588868.1, XP_040588831.1	XP_004714474.1, XP_004714472.1
OG0001159	XP_012965688.1	XP_045150515.1
OG0001160	XP_040614078.1	XP_004702021.1
OG0001161	XP_005078475.1	XP_045154569.1
OG0001162	XP_040611915.1, XP_005066355.1, XP_012965975.1, XP_040611914.1	XP_004713958.1
