Orthogroup	Mesocricetus_auratus	Canis_lupus_familiaris
OG0002485	XP_021084439.1	XP_038395747.1, XP_038395745.1, XP_038395746.1
OG0002486	XP_012969772.1	XP_038395795.1
OG0002487	XP_005064471.1, XP_021084638.1	XP_038395838.1
OG0002488	XP_005064476.1	XP_038395858.1, XP_038395857.1
OG0002489	XP_040604127.1	XP_038396552.1
OG0002490	XP_012977176.2, XP_012977173.2, XP_012977175.2, XP_012977174.2	XP_038396776.1, XP_038396777.1, XP_038396778.1, XP_038396774.1, XP_038396775.1, XP_038396779.1
OG0002491	XP_040604315.1	XP_038425369.1, XP_038425366.1, XP_038425365.1, XP_038425367.1, XP_038425368.1, XP_038396872.1
OG0002492	XP_005076708.3	XP_038397045.1
OG0002493	XP_040607954.1	XP_038397091.1
OG0002493	XP_040607956.1	XP_038397087.1
OG0002494	XP_040589402.1	XP_038397299.1, XP_038397297.1, XP_038397298.1
OG0002495	XP_040585433.1, XP_040585432.1	XP_038406848.1
OG0002496	XP_040595246.1, XP_012974601.1	XP_038398753.1, XP_038397730.1
OG0002497	XP_040594465.1, XP_040594466.1	XP_038398177.1
OG0002498	XP_021087517.1, XP_040593613.1, XP_005078184.1	XP_038398778.1, XP_038398780.1, XP_038398781.1, XP_038398779.1
OG0002499	XP_021088729.1	XP_038398950.1
OG0002500	XP_040608404.1	XP_038398981.1
OG0002501	XP_040597490.1	XP_038399319.1
OG0002502	XP_005065438.1, XP_040613758.1	XP_038399601.1, XP_038399600.1, XP_038399599.1
OG0002503	XP_040591690.1	XP_038400659.1, XP_038400660.1, XP_038400658.1
OG0002504	XP_005068475.1	XP_038401443.1
OG0002505	XP_012967632.1	XP_038401447.1, XP_038439326.1
OG0002506	XP_012967594.1	XP_038401560.1
OG0002507	XP_040598460.1	XP_038401608.1
OG0002508	XP_040598220.1	XP_038401947.1
OG0002509	XP_012968594.1, XP_005069862.1	XP_038402000.1, XP_038401999.1
OG0002510	XP_005070253.1	XP_038402412.1, XP_038402416.1, XP_038402413.1, XP_038402414.1, XP_038402415.1
OG0002512	XP_005070262.3	XP_038402490.1
OG0002513	XP_005070035.1	XP_038402716.1, XP_038402713.1, XP_038402715.1
OG0002514	XP_040605893.1	XP_038402785.1
OG0002515	XP_005070136.1	XP_038403104.1
OG0002516	XP_040601157.1, XP_005083722.1	XP_038404716.1
OG0002517	XP_040610634.1	XP_038405617.1
OG0002518	XP_040610094.1	XP_038406548.1, XP_038406549.1
OG0002519	XP_021081012.1, XP_005067005.1	XP_038406616.1, XP_038406615.1
OG0002520	XP_012972788.1	XP_038406847.1
OG0002521	XP_040585243.1	XP_038406852.1
OG0002522	XP_021085953.1	XP_038406981.1
OG0002523	XP_021085965.1	XP_038407017.1, XP_038407016.1, XP_038407019.1, XP_038407018.1, XP_038407015.1
OG0002524	XP_021079152.1, XP_005086894.1, XP_005086895.1	XP_038409538.1, XP_038409537.1, XP_038409536.1, XP_038407534.1
OG0002525	XP_040604504.1	XP_038407738.1
OG0002526	XP_012968154.1	XP_038407865.1
OG0002527	XP_005078925.2	XP_038408517.1, XP_038408516.1, XP_038408518.1
OG0002528	XP_005078904.1	XP_038408568.1, XP_038408570.1
OG0002529	XP_021087959.1, XP_012975156.1, XP_021087960.1, XP_040594923.1, XP_005078806.1	XP_038408783.1
OG0002530	XP_040613332.1, XP_040613333.1	XP_038409076.1
OG0002531	XP_040585252.1, XP_021084144.1, XP_040585253.1	XP_038409262.1, XP_038409260.1, XP_038409261.1, XP_038409263.1
OG0002532	XP_012979769.2	XP_038409755.1
OG0002533	XP_021083132.1, XP_021083133.1, XP_005070724.1	XP_038409870.1
OG0002534	XP_040592178.1	XP_038411037.1, XP_038411038.1
OG0002535	XP_040586578.1	XP_038411307.1, XP_038411308.1, XP_038411309.1
OG0002536	XP_040592379.1, XP_040592346.1	XP_038411634.1, XP_038411637.1
OG0002537	XP_040604659.1	XP_038412346.1
OG0002538	XP_012973476.1, XP_005065204.1	XP_038412494.1, XP_038440849.1
OG0002539	XP_012974529.1, XP_021087488.1, XP_040593803.1	XP_038412562.1, XP_038412560.1, XP_038412563.1, XP_038412561.1
OG0002540	XP_012976609.1, XP_012976610.1	XP_038427260.1, XP_038412882.1
OG0002541	XP_012973289.1	XP_038412942.1, XP_038412943.1, XP_038412944.1
OG0002542	XP_005087240.1	XP_038413061.1, XP_038413062.1
OG0002543	XP_040593554.1	XP_038413146.1
OG0002544	XP_040584488.1, XP_005081011.1	XP_038413314.1
OG0002545	XP_021088402.1, XP_005079523.1	XP_038413499.1, XP_038413501.1, XP_038413497.1, XP_038413498.1
OG0002547	XP_005084427.1	XP_038413791.1
OG0002548	XP_012979321.2, XP_005084432.2	XP_038413814.1, XP_038413813.1, XP_038413812.1, XP_038413815.1
OG0002549	XP_005079516.1	XP_038413886.1
OG0002550	XP_005068116.1	XP_038414440.1
OG0002551	XP_040610989.1, XP_040610988.1, XP_040610990.1	XP_038414647.1
OG0002552	XP_012967378.1, XP_040598229.1	XP_038414799.1
OG0002553	XP_040611089.1	XP_038414802.1
OG0002555	XP_040608547.1	XP_038415026.1
OG0002556	XP_040593043.1	XP_038415659.1
OG0002557	XP_040587688.1	XP_038416032.1
OG0002558	XP_012966299.1, XP_012966300.1	XP_038416141.1, XP_038416140.1
OG0002559	XP_040587756.1	XP_038416155.1, XP_038416154.1, XP_038416153.1
OG0002560	XP_040586873.1	XP_038416614.1
OG0002561	XP_005073614.1	XP_038417030.1
OG0002562	XP_040586779.1	XP_038417234.1
OG0002563	XP_005076149.1	XP_038417480.1
OG0002565	XP_005084304.1	XP_038417996.1
OG0002566	XP_005084381.2	XP_038418036.1, XP_038418035.1, XP_038418034.1
OG0002567	XP_012979259.1, XP_040608180.1	XP_038418109.1
OG0002568	XP_040588659.1, XP_040603844.1	XP_038418453.1, XP_038418450.1, XP_038418444.1
OG0002569	XP_021083867.1, XP_021083868.1, XP_005071861.1	XP_038418592.1, XP_038418591.1
OG0002570	XP_040606286.1	XP_038419637.1, XP_038419638.1
OG0002571	XP_005064073.1, XP_040589695.1	XP_038419799.1
OG0002572	XP_040604050.1, XP_040604052.1, XP_012972109.1	XP_038420149.1
OG0002573	XP_040603849.1	XP_038420220.1
OG0002574	XP_040594248.1, XP_005066237.2	XP_038421731.1, XP_038421729.1
OG0002575	XP_005076439.1	XP_038421930.1
OG0002576	XP_012980745.2, XP_005086163.3, XP_012980746.2, XP_012980743.2	XP_038422832.1
OG0002577	XP_040597152.1, XP_040596924.1, XP_040591178.1, XP_005087934.1, XP_040591175.1, XP_040591174.1, XP_040596771.1, XP_040597070.1	XP_038423453.1, XP_038423455.1
OG0002578	XP_040594199.1, XP_021090542.1, XP_040594198.1, XP_040594202.1, XP_021090545.1, XP_040594197.1, XP_040594201.1, XP_040594200.1, XP_021090543.1, XP_040594196.1	XP_038423900.1
OG0002579	XP_005083395.1, XP_040589646.1, XP_021080219.1	XP_038435557.1, XP_038423978.1
OG0002580	XP_005074013.1	XP_038424463.1
OG0002581	XP_040612652.1	XP_038424885.1
OG0002583	XP_005071023.1	XP_038425454.1, XP_038425455.1, XP_038425453.1
OG0002584	XP_005079472.1	XP_038425803.1
OG0002585	XP_040600895.1	XP_038426138.1
OG0002586	XP_012970633.1, XP_005072610.1	XP_038426141.1
OG0002587	XP_005075077.2	XP_038426240.1
OG0002588	XP_040603684.1	XP_038426702.1
OG0002589	XP_040610575.1	XP_038427102.1
OG0002590	XP_005077957.1	XP_038427117.1, XP_038427118.1
OG0002591	XP_005068727.1	XP_038427582.1, XP_038427580.1, XP_038427583.1, XP_038427581.1
OG0002592	XP_040588719.1, XP_040588718.1	XP_038427931.1
OG0002593	XP_040588781.1, XP_040588779.1, XP_040588780.1	XP_038427937.1
OG0002594	XP_005084693.1	XP_038427993.1
OG0002595	XP_040589033.1, XP_005084688.1	XP_038428030.1
OG0002596	XP_005085061.1	XP_038428339.1, XP_038428337.1, XP_038428338.1, XP_038428336.1, XP_038428335.1
OG0002598	XP_005074527.1, XP_040588772.1	XP_038428603.1
OG0002599	XP_040588877.1	XP_038428730.1
OG0002600	XP_012972090.1	XP_038428802.1
OG0002601	XP_040588625.1, XP_040588626.1	XP_038428831.1
OG0002602	XP_040610345.1	XP_038429206.1
OG0002603	XP_040596581.1, XP_040596580.1	XP_038429430.1
OG0002604	XP_040596655.1, XP_040596656.1	XP_038429576.1
OG0002605	XP_012972657.1, XP_040596607.1, XP_021085881.1, XP_040596606.1	XP_038429581.1, XP_038429580.1
OG0002606	XP_040590823.1	XP_038429785.1
OG0002607	XP_040587591.1	XP_038430849.1
OG0002608	XP_040587117.1	XP_038430990.1
OG0002609	XP_005078998.1	XP_038431323.1
OG0002610	XP_040587471.1, XP_005078971.1	XP_038431420.1, XP_038431419.1, XP_038431422.1, XP_038431421.1
OG0002611	XP_012975257.1	XP_038431440.1
OG0002612	XP_040602719.1, XP_040602720.1	XP_038431497.1
OG0002613	XP_040602727.1, XP_040602726.1, XP_040602728.1, XP_040602725.1	XP_038431508.1
OG0002614	XP_040602775.1	XP_038431618.1
OG0002615	XP_040602792.1	XP_038431646.1
OG0002616	XP_012969418.1	XP_038431720.1
OG0002617	XP_005070805.1	XP_038431738.1
OG0002617	XP_005070806.1	XP_038431737.1
OG0002618	XP_005077600.1	XP_038431866.1
OG0002619	XP_005077629.1	XP_038431932.1
OG0002620	XP_021080392.1	XP_038432156.1
OG0002621	XP_040593638.1, XP_040593641.1, XP_040593639.1, XP_040593640.1, XP_040593637.1	XP_038432478.1
OG0002622	XP_005073008.1	XP_038433128.1
OG0002623	XP_005067185.1	XP_038433246.1
OG0002624	XP_040609856.1	XP_038433309.1
OG0002625	XP_005067286.1	XP_038433547.1
OG0002626	XP_005067320.1	XP_038433647.1
OG0002627	XP_012967899.1, XP_021080400.1, XP_021080411.1, XP_021080405.1	XP_038434137.1
OG0002628	XP_040599768.1	XP_038434489.1
OG0002629	XP_012970746.1	XP_038434491.1
OG0002630	XP_005085403.2	XP_038434857.1
OG0002631	XP_005072717.1	XP_038435751.1, XP_038435750.1, XP_038435753.1, XP_038435748.1, XP_038435752.1, XP_038435749.1
OG0002632	XP_040602853.1, XP_040602854.1, XP_040602852.1	XP_038436222.1
OG0002633	XP_040595539.1	XP_038436446.1
OG0002634	XP_005075590.1	XP_038436645.1, XP_038436642.1, XP_038436643.1, XP_038436646.1, XP_038436644.1
OG0002635	XP_040585680.1	XP_038436985.1, XP_038436984.1, XP_038436983.1
OG0002636	XP_040606429.1	XP_038437297.1
OG0002637	XP_021081682.2, XP_021081683.2	XP_038438250.1, XP_038438249.1, XP_038438248.1, XP_038438251.1
OG0002638	XP_040606768.1, XP_040606767.1	XP_038438918.1, XP_038438916.1, XP_038438917.1
OG0002639	XP_040606828.1	XP_038439016.1
OG0002640	XP_005065526.1	XP_038439254.1
OG0002641	XP_005065479.1	XP_038439319.1, XP_038439320.1
OG0002642	XP_040610455.1, XP_040610454.1	XP_038439344.1, XP_038439343.1, XP_038439345.1
OG0002643	XP_040611741.1, XP_040611743.1, XP_040611747.1, XP_021080671.1, XP_040611746.1, XP_021080663.1, XP_021080665.1, XP_021080662.1, XP_040611744.1, XP_040611745.1	XP_038439980.1
OG0002644	XP_012981128.1	XP_038440308.1, XP_038440307.1, XP_038440309.1
OG0002645	XP_012968078.1	XP_038440503.1
OG0002646	XP_040601455.1, XP_040601457.1, XP_040601456.1	XP_038440697.1
OG0002647	XP_012977843.1	XP_038440860.1
OG0002648	XP_005070666.2	XP_038441230.1
OG0002649	XP_012969231.3	XP_038441238.1
OG0002650	XP_005070661.1	XP_038441284.1, XP_038441283.1
OG0002651	XP_040609295.1, XP_040609293.1, XP_040609297.1, XP_040609296.1, XP_012969158.1	XP_038441638.1, XP_038441636.1, XP_038441640.1, XP_038441639.1, XP_038441637.1
OG0002653	XP_040596954.1, XP_040592727.1, XP_040592690.1, XP_040594472.1	XP_038441881.1
OG0002654	XP_005073510.1	XP_038442027.1
OG0002655	XP_005086002.1	XP_038442465.1, XP_038442466.1
OG0002656	XP_021078590.1	XP_038442471.1
OG0002657	XP_040600262.1	XP_038442477.1, XP_038442478.1, XP_038442476.1
OG0002658	XP_005076781.1, XP_040600359.1	XP_038442493.1, XP_038442489.1
OG0002659	XP_005076933.2, XP_012973669.1	XP_038442527.1, XP_038442528.1
OG0002660	XP_040600139.1	XP_038443029.1
OG0002661	XP_005080620.1	XP_038443106.1
OG0002662	XP_005086681.1, XP_040599923.1	XP_038443462.1, XP_038443461.1
OG0002663	XP_040600177.1, XP_040600176.1	XP_038443552.1, XP_038443551.1
OG0002664	XP_040602573.1, XP_005081227.1, XP_012976762.1	XP_038443553.1
OG0002665	XP_040600525.1, XP_040600524.1	XP_038444211.1, XP_038444210.1, XP_038444212.1
OG0002666	XP_012981324.1	XP_038444658.1
OG0002667	XP_012982177.1	XP_038445002.1
OG0002676	XP_005072674.1, XP_040586400.1	NP_001002996.1
OG0002677	XP_005078675.1, XP_040596725.1, XP_040596727.1, XP_040596724.1, XP_040596723.1	NP_001003051.1
OG0002678	XP_012968409.1, XP_005069350.1, XP_040585727.1, XP_040585726.1, XP_012968411.1	NP_001003169.1
OG0002679	XP_005086722.1	NP_001243249.1
OG0002679	XP_040611579.1	NP_001003213.1
OG0002680	XP_012973832.1, XP_005077111.1	NP_001003239.2
OG0002681	XP_005071201.1	NP_001003315.1
OG0002682	XP_012980048.1	NP_001008716.1
OG0002683	XP_005068667.1	NP_001033060.1
OG0002684	XP_040593710.1	NP_001041573.1
OG0002685	XP_021085217.1, XP_021085216.1	NP_001041589.1
OG0002686	XP_040594649.1, XP_040594648.1	NP_001103429.1
OG0002687	XP_040607635.1	NP_001138623.1
OG0002688	XP_005077849.1	NP_001139506.1
OG0002689	XP_012970968.1	NP_001159519.2
OG0002690	XP_021091408.1, XP_040592118.1	NP_001177358.2
OG0002691	NP_001268299.1, XP_040591926.1	NP_001183962.1
OG0002692	XP_005079469.1	NP_001184103.1
OG0002693	XP_040594335.1	NP_001186973.1
OG0002694	XP_005070350.1	NP_001229249.1
OG0002695	XP_040589994.1, XP_040589995.1, XP_040589993.1, XP_040607979.1	NP_001238967.1
OG0002696	XP_040595498.1	XP_038433040.1, NP_001239338.1, XP_038429993.1
OG0002697	XP_021088384.1	NP_001271409.1
OG0002698	XP_040586590.1, NP_001272844.1	NP_001272397.1
OG0002699	XP_012979453.1	NP_001277037.1
OG0002700	XP_040593138.1, XP_040593135.1, XP_040593136.1, XP_012981943.1, XP_005087845.1	NP_001300728.1
OG0002701	XP_012966572.2, XP_040606494.1	NP_001300758.1
OG0002702	XP_040588216.1	NP_001300792.1, XP_038439896.1
OG0002703	XP_040607933.1, XP_005077155.1, XP_040607932.1	NP_001301043.1
OG0002704	XP_040609691.1	NP_001332949.1
OG0002705	XP_012968725.1, XP_021091221.1	NP_001344043.1
OG0002706	XP_040613478.1	NP_001361400.1
OG0002706	XP_040613477.1	NP_001361399.1
OG0002707	XP_005065077.1	NP_001375545.1
OG0002708	XP_040592995.1, XP_040592994.1	NP_001375857.1, NP_001375856.1, NP_001375579.1, NP_001376129.1, XP_038421235.1, XP_038421234.1
OG0002710	XP_040597288.1, XP_005083154.3	NP_001375798.1
OG0002710	XP_040597292.1, XP_040596390.1, XP_040597289.1	NP_001375797.1
OG0002711	XP_012971738.3	NP_001375889.1
OG0002712	XP_040597002.1, XP_040597139.1, XP_040591913.1	NP_001376007.1, NP_001376016.1
OG0002713	XP_005079856.1	NP_001376047.1, NP_001376099.1, XP_038405446.1
OG0002714	XP_040597054.1	XP_038436756.1
OG0002715	XP_005065838.1, XP_040614255.1	XP_038381426.1
OG0002717	XP_040594040.1	XP_038381801.1
OG0002718	XP_005074669.1, XP_040597567.1	XP_038381875.1, XP_038381874.1, XP_038381873.1, XP_038381876.1
OG0002719	XP_012972278.1	XP_038381927.1, XP_038381929.1, XP_038381928.1
OG0002720	XP_040614236.1, XP_040614235.1	XP_038381960.1
OG0002721	XP_040614082.1	XP_038382192.1
OG0002722	XP_005083099.1	XP_038382476.1, XP_038382477.1, XP_038382479.1, XP_038382475.1, XP_038382478.1
OG0002723	XP_040601851.1	XP_038383166.1
OG0002724	XP_005088375.1	XP_038383819.1
OG0002725	XP_040592110.1	XP_038384164.1
OG0002726	XP_005084875.1	XP_038384271.1
OG0002727	XP_012980906.1, XP_005086362.1	XP_038417391.1, XP_038384505.1
OG0002728	XP_005086388.1	XP_038384606.1
OG0002729	XP_005087114.1	XP_038384658.1
OG0002731	XP_040611397.1	XP_038385922.1
OG0002732	XP_021089968.2	XP_038386245.1
OG0002733	XP_021089232.1	XP_038387690.1
OG0002734	XP_005081106.1	XP_038387702.1
OG0002735	XP_040613429.1, XP_040613430.1	XP_038387830.1, XP_038387829.1
OG0002736	XP_005065760.2	XP_038388227.1, XP_038388226.1, XP_038388228.1, XP_038388224.1, XP_038388223.1, XP_038388225.1
OG0002737	XP_005065753.2	XP_038388297.1
OG0002738	XP_012982181.1	XP_038388456.1
OG0002739	XP_005077842.1	XP_038388754.1
OG0002740	XP_005068921.1, XP_012967884.1	XP_038389141.1
OG0002741	XP_012971997.1	XP_038389345.1
OG0002742	XP_012974059.2	XP_038389556.1
OG0002743	XP_012974053.2	XP_038389557.1, XP_038389559.1, XP_038389558.1
OG0002744	XP_012969364.2	XP_038389649.1, XP_038389648.1, XP_038389647.1, XP_038389645.1, XP_038389646.1
OG0002745	XP_021083274.1	XP_038389653.1
OG0002746	XP_040588111.1	XP_038390058.1
OG0002747	XP_005067807.2	XP_038390904.1, XP_038390905.1, XP_038390903.1
OG0002748	XP_040613685.1	XP_038391143.1, XP_038391142.1, XP_038391141.1, XP_038391146.1, XP_038391144.1, XP_038391145.1
OG0002749	XP_005084633.1	XP_038391392.1, XP_038396285.1
OG0002750	XP_040585856.1	XP_038391835.1
OG0002751	XP_040585803.1	XP_038392046.1
OG0002752	XP_012967672.1	XP_038392871.1, XP_038400046.1
OG0002753	XP_040604701.1, XP_040604703.1, XP_040604702.1	XP_038393027.1
OG0002754	XP_012971949.1, XP_040613050.1, XP_005074384.1	XP_038393250.1
OG0002755	XP_021088273.1	XP_038393838.1
OG0002756	XP_040592459.1, XP_040592456.1	XP_038394180.1
OG0002757	XP_040592466.1	XP_038394181.1
OG0002757	XP_005064292.1	XP_038435143.1
OG0002758	XP_012976185.1, XP_040587446.1, XP_021088849.1, XP_005080551.1	XP_038394787.1
OG0002759	XP_040607593.1	XP_038394882.1
OG0002760	XP_040587379.1	XP_038395140.1, XP_038395139.1
OG0002761	XP_021088587.1	XP_038395621.1
OG0002762	XP_005064404.1	XP_038395688.1
OG0002763	XP_005082087.1, XP_021089706.1, XP_012977420.1, XP_012977421.1	XP_038396227.1, XP_038396226.1, XP_038396225.1
OG0002764	XP_005084607.1	XP_038396338.1, XP_038396337.1, XP_038396339.1
OG0002765	XP_005081677.1	XP_038396655.1
OG0002766	XP_040604241.1, XP_040604239.1	XP_038396752.1, XP_038396751.1, XP_038396753.1, XP_038396750.1
OG0002767	XP_005076647.2	XP_038396934.1
OG0002768	XP_040608006.1, XP_012973558.1, XP_005076661.1	XP_038396972.1
OG0002769	XP_005076690.1, XP_040607996.1, XP_005076692.1	XP_038397005.1
OG0002770	XP_012971212.1	XP_038397648.1
OG0002771	XP_005073442.1, XP_012971369.1	XP_038397787.1, XP_038397786.1
OG0002772	XP_005073493.1, XP_005073492.1	XP_038397870.1
OG0002773	XP_040594270.1	XP_038398525.1
OG0002774	XP_012976008.1, XP_005080174.1, XP_021088727.1, XP_040608413.1	XP_038398974.1, XP_038398973.1, XP_038398972.1, XP_038398971.1
OG0002775	XP_005080225.1	XP_038399066.1
OG0002776	XP_005080247.1	XP_038399146.1
OG0002777	XP_040613874.1	XP_038399430.1, XP_038399432.1
OG0002778	XP_021090778.1, XP_012980313.1, XP_021090782.1	XP_038399608.1
OG0002779	XP_040599056.1	XP_038400334.1, XP_038442144.1
OG0002780	XP_040598956.1	XP_038400513.1, XP_038400516.1, XP_038400514.1, XP_038400515.1
OG0002781	XP_040591727.1	XP_038400726.1
OG0002782	XP_040598835.1	XP_038400850.1
OG0002783	XP_005084059.1, XP_040598637.1	XP_038401315.1
OG0002784	XP_040598634.1	XP_038401321.1, XP_038401326.1, XP_038401325.1, XP_038401320.1, XP_038401323.1, XP_038401324.1, XP_038401322.1, XP_038401328.1
OG0002785	XP_040598571.1	XP_038401463.1
OG0002786	XP_005068415.1	XP_038401572.1, XP_038401575.1, XP_038401570.1, XP_038401571.1, XP_038401574.1, XP_038401573.1
OG0002787	XP_040598456.1, XP_040598455.1	XP_038401625.1, XP_038401624.1
OG0002788	XP_005068285.1, XP_005088732.2	XP_038401925.1, XP_038401926.1
OG0002789	XP_012968898.1, XP_040605922.1, XP_012968899.1, XP_012968902.1	XP_038402722.1
OG0002791	XP_040605165.1	XP_038404185.1
OG0002792	XP_040605066.1	XP_038404461.1
OG0002793	XP_040591632.1	XP_038405318.1
OG0002794	XP_005069988.1	XP_038405416.1
OG0002795	XP_040596154.1	XP_038405462.1, XP_038436344.1
OG0002795	XP_005081015.1	XP_038412874.1
OG0002796	XP_005079751.2	XP_038432091.1, XP_038405514.1, XP_038405513.1
OG0002798	XP_005067076.1	XP_038406356.1, XP_038406357.1, XP_038406358.1
OG0002799	XP_012966807.1	XP_038406394.1, XP_038406396.1, XP_038406397.1, XP_038406393.1, XP_038406398.1, XP_038406392.1, XP_038406399.1, XP_038406395.1
OG0002800	XP_040610149.1, XP_040610148.1, XP_040610147.1, XP_040610145.1, XP_040610146.1	XP_038406600.1
OG0002801	XP_005075435.1	XP_038406930.1
OG0002802	XP_040594409.1, XP_005077327.1	XP_038407134.1, XP_038437022.1
OG0002803	XP_005070426.1	XP_038407287.1
OG0002804	XP_005071179.1	XP_038407411.1
OG0002805	XP_012969660.1	XP_038407477.1
OG0002806	XP_040614020.1, XP_040614021.1	XP_038408221.1
OG0002808	XP_005076545.1	XP_038408942.1
OG0002809	XP_040595403.1, XP_005073768.1, XP_040595404.1	XP_038410249.1
OG0002810	XP_012971565.1	XP_038410510.1
OG0002811	XP_040596264.1	XP_038410558.1
OG0002812	XP_005066287.1	XP_038410721.1
OG0002813	XP_040589168.1, XP_005070469.1	XP_038410758.1, XP_038410757.1, XP_038410755.1, XP_038410756.1, XP_038410754.1
OG0002814	XP_040584616.1, XP_040584614.1, XP_040584615.1	XP_038412489.1
OG0002815	XP_040594194.1, XP_012973677.1	XP_038413143.1, XP_038413144.1
OG0002816	XP_005078637.1	XP_038413211.1, XP_038445506.1, XP_038413212.1, XP_038413226.1
OG0002817	XP_040612557.1, XP_012979289.1, XP_012979288.1	XP_038413855.1, XP_038413856.1, XP_038413857.1, XP_038413858.1
OG0002818	XP_012970345.1	XP_038413966.1
OG0002819	XP_005072172.2	XP_038414002.1
OG0002820	XP_012974323.2	XP_038420513.1
OG0002820	XP_040613289.1	XP_038414960.1
OG0002821	XP_012977909.1, XP_012977910.1, XP_040589540.1	XP_038415139.1
OG0002822	XP_005085817.1	XP_038415307.1, XP_038415309.1, XP_038415308.1
OG0002823	XP_021080781.1, XP_005066613.1	XP_038415893.1
OG0002824	XP_005081355.1	XP_038416613.1
OG0002825	XP_040586717.1	XP_038416627.1
OG0002826	XP_005073564.1	XP_038416909.1, XP_038442529.1
OG0002827	XP_040586912.1	XP_038417180.1, XP_038417176.1, XP_038417178.1, XP_038417174.1, XP_038417177.1, XP_038417179.1, XP_038417175.1
OG0002828	XP_040608056.1, XP_040608057.1	XP_038417743.1
OG0002829	XP_021086615.1	XP_038418308.1
OG0002830	XP_040586776.1	XP_038418325.1
OG0002831	XP_012969065.1	XP_038418551.1
OG0002832	XP_040600825.1, XP_005065115.2, XP_005064671.2	XP_038420402.1, XP_038419182.1
OG0002833	XP_012973159.1, XP_005063384.1	XP_038419628.1, XP_038419629.1, XP_038419627.1
