Orthogroup	Myotis_lucifugus	Ursus_americanus
OG0001976	XP_006107177.1	XP_045655101.1, XP_045655100.1
OG0001977	XP_023614179.1	XP_045648503.1, XP_045648520.1, XP_045648510.1
OG0001978	XP_023610700.1	XP_045641235.1
OG0001979	XP_023609675.1	XP_045644559.1
OG0001980	XP_014311418.1	XP_045644615.1
OG0001981	XP_006085764.1	XP_045667528.1, XP_045667530.1, XP_045667534.1, XP_045667527.1, XP_045667531.1, XP_045667529.1, XP_045667532.1
OG0001983	XP_006083132.1, XP_006083131.1	XP_045662137.1, XP_045662136.1
OG0001984	XP_023617368.1	XP_045633530.1
OG0001985	XP_023614794.1, XP_023614795.1, XP_006094903.1	XP_045643469.1
OG0001986	XP_014301174.1, XP_006103340.2	XP_045640526.1, XP_045640527.1
OG0001987	XP_023609511.1	XP_045644721.1
OG0001988	XP_006088657.1	XP_045631514.1, XP_045631505.1, XP_045631497.1
OG0001989	XP_006088600.1	XP_045657240.1
OG0001990	XP_023620278.1	XP_045631526.1
OG0001991	XP_023606220.1	XP_045656261.1
OG0001992	XP_006082221.1, XP_006088277.1	XP_045670832.1, XP_045670824.1, XP_045670815.1
OG0001993	XP_023613939.1, XP_023610466.1, XP_023603594.1, XP_014305789.1, XP_014304804.1, XP_014304583.2, XP_014312987.1	XP_045660925.1
OG0001994	XP_014317626.1, XP_006096228.1	XP_045654305.1
OG0001997	XP_006082457.1, XP_023615882.1	XP_045662426.1
OG0001999	XP_023615695.1	XP_045662366.1
OG0002001	XP_006097958.1	XP_045645578.1
OG0002002	XP_023606770.1	XP_045665746.1
OG0002003	XP_023615199.1	XP_045670585.1
OG0002004	XP_006090247.1	XP_045639245.1
OG0002005	XP_006087208.1, XP_023600556.1	XP_045646155.1
OG0002006	XP_014311576.1	XP_045667362.1, XP_045667361.1
OG0002007	XP_006108926.2, XP_023619003.1	XP_045631906.1, XP_045666487.1
OG0002008	XP_014317094.1	XP_045628036.1
OG0002009	XP_023615647.1	XP_045652116.1, XP_045652118.1, XP_045652117.1, XP_045652115.1
OG0002011	XP_006105736.1	XP_045633006.1
OG0002012	XP_006091302.1	XP_045666192.1
OG0002013	XP_006081770.1	XP_045654892.1, XP_045654891.1
OG0002015	XP_014310708.1	XP_045636314.1
OG0002016	XP_006092097.1	XP_045643002.1
OG0002017	XP_006092147.2	XP_045642846.1, XP_045642862.1, XP_045642852.1
OG0002018	XP_006101356.1	XP_045656678.1
OG0002020	XP_006096737.1, XP_006096734.1	XP_045663770.1, XP_045663651.1, XP_045648133.1
OG0002021	XP_006090858.1	XP_045646238.1
OG0002022	XP_023605941.1, XP_006084455.1, XP_014307323.2, XP_023605944.1, XP_023605943.1, XP_023605942.1, XP_014307324.1	XP_045666062.1
OG0002023	XP_006103822.3	XP_045661396.1
OG0002024	XP_014323058.1	XP_045628373.1
OG0002026	XP_006107350.2	XP_045628194.1
OG0002027	XP_023603531.1	XP_045628097.1
OG0002029	XP_023599247.1	XP_045648029.1, XP_045648028.1
OG0002030	XP_006099627.1	XP_045630127.1
OG0002031	XP_006098739.1, XP_014319771.1	XP_045655867.1
OG0002032	XP_014319906.1	XP_045639209.1, XP_045643945.1
OG0002033	XP_006086496.1	XP_045650376.1
OG0002035	XP_014305444.1	XP_045661042.1, XP_045662686.1
OG0002036	XP_006104165.1	XP_045638064.1, XP_045638063.1
OG0002037	XP_014315788.1	XP_045638649.1
OG0002039	XP_006094128.1	XP_045637948.1
OG0002040	XP_006081262.1	XP_045664311.1
OG0002041	XP_006084338.1	XP_045637376.1
OG0002042	XP_023601656.1	XP_045668969.1
OG0002043	XP_023602691.1, XP_014305190.1	XP_045668955.1, XP_045668956.1, XP_045668959.1, XP_045668958.1, XP_045668957.1
OG0002044	XP_023601180.1	XP_045630809.1
OG0002045	XP_006095057.1	XP_045627354.1
OG0002046	XP_006100011.1	XP_045639277.1
OG0002047	XP_006089114.1	XP_045647990.1
OG0002048	XP_014313063.1	XP_045655383.1
OG0002048	XP_006089165.1	XP_045647923.1
OG0002049	XP_014306612.1, XP_023616987.1, XP_014305951.1, XP_023616983.1	XP_045671333.1
OG0002050	XP_014312512.1	XP_045643187.1
OG0002053	XP_006106415.1	XP_045653904.1
OG0002054	XP_006097432.1	XP_045634203.1, XP_045634202.1
OG0002055	XP_006105816.1	XP_045634205.1
OG0002056	XP_006089820.1	XP_045658153.1
OG0002057	XP_006108890.1	XP_045659348.1
OG0002058	XP_006087149.1	XP_045652021.1, XP_045649606.1
OG0002059	XP_006091282.1	XP_045666216.1
OG0002060	XP_006091276.3	XP_045666178.1
OG0002060	XP_006091278.1	XP_045666172.1
OG0002061	XP_006091210.1	XP_045670938.1, XP_045670939.1
OG0002062	XP_014320462.1	XP_045671009.1, XP_045671007.1
OG0002063	XP_014302663.1	XP_045642215.1
OG0002064	XP_023609210.1, XP_006088280.1, XP_023609211.1	XP_045642081.1, XP_045642077.1, XP_045642080.1, XP_045642078.1
OG0002065	XP_006103996.1	XP_045656535.1
OG0002066	XP_023600394.1	XP_045641897.1, XP_045641898.1
OG0002067	XP_006100936.1	XP_045640694.1
OG0002068	XP_014301526.1	XP_045657609.1, XP_045657610.1
OG0002069	XP_014319251.1	XP_045657702.1
OG0002070	XP_023601841.1	XP_045643696.1, XP_045643694.1, XP_045643692.1, XP_045643693.1, XP_045643695.1
OG0002071	XP_023617406.1	XP_045640316.1
OG0002072	XP_006097704.1	XP_045663795.1
OG0002073	XP_014319552.1	XP_045663748.1, XP_045663750.1, XP_045663747.1, XP_045663751.1
OG0002074	XP_023612530.1	XP_045670311.1
OG0002075	XP_014314153.1	XP_045670469.1, XP_045661121.1
OG0002076	XP_023620129.1	XP_045633734.1, XP_045633733.1, XP_045633732.1
OG0002077	XP_006098983.2	XP_045669724.1, XP_045669725.1
OG0002078	XP_023615898.1, XP_023615899.1, XP_014317707.1, XP_023615897.1, XP_014317709.1	XP_045646955.1, XP_045646956.1
OG0002079	XP_006093725.1	XP_045645868.1
OG0002080	XP_014315444.1	XP_045645839.1
OG0002081	XP_006107195.1	XP_045635688.1, XP_045635691.1, XP_045635689.1
OG0002082	XP_006097802.1	XP_045627701.1, XP_045627702.1
OG0002083	XP_006083394.1, XP_023605197.1	XP_045643949.1
OG0002084	XP_023613224.1	XP_045644096.1
OG0002085	XP_023599791.1	XP_045636510.1
OG0002086	XP_006102750.1	XP_045636331.1
OG0002087	XP_014317876.1, XP_014317878.1, XP_006096528.1	XP_045636609.1
OG0002088	XP_023608996.1	XP_045647084.1, XP_045647082.1, XP_045647083.1, XP_045647081.1
OG0002089	XP_023601616.1	XP_045651600.1, XP_045651601.1
OG0002090	XP_014304390.1	XP_045633788.1, XP_045633789.1
OG0002091	XP_023600652.1	XP_045632957.1
OG0002092	XP_014306765.2	XP_045634071.1, XP_045634072.1, XP_045634074.1, XP_045634073.1
OG0002093	XP_014306411.1	XP_045633262.1
OG0002095	XP_006091377.1	XP_045668305.1
OG0002095	XP_023609288.1	XP_045648588.1
OG0002096	XP_006090554.1	XP_045648674.1
OG0002096	XP_006090935.1	XP_045663365.1
OG0002097	XP_006099149.1	XP_045649311.1, XP_045649310.1, XP_045649313.1, XP_045649312.1, XP_045649314.1
OG0002098	XP_006088857.1	XP_045648969.1
OG0002099	XP_014320159.1	XP_045638490.1
OG0002100	XP_006098250.1	XP_045655687.1
OG0002101	XP_006081837.1	XP_045654801.1
OG0002103	XP_006110153.1	XP_045648507.1
OG0002104	XP_006101099.1	XP_045648303.1
OG0002104	XP_023620304.1	XP_045648315.1, XP_045649559.1
OG0002105	XP_023612967.1	XP_045641776.1
OG0002106	XP_014303895.1, XP_006106472.1	XP_045641802.1, XP_045641814.1
OG0002107	XP_023612245.1, XP_023612244.1, XP_006091788.1	XP_045663083.1
OG0002108	XP_023612191.1	XP_045664936.1
OG0002109	XP_014318745.1, XP_006097545.1	XP_045657359.1, XP_045657361.1, XP_045657362.1
OG0002110	XP_014316847.1, XP_014316846.1, XP_006095351.1	XP_045646465.1, XP_045634574.1
OG0002111	XP_006085510.1	XP_045649404.1
OG0002112	XP_023609542.1	XP_045649321.1, XP_045649322.1
OG0002114	XP_023620872.1	XP_045631434.1
OG0002115	XP_006106620.1	XP_045631817.1
OG0002116	XP_006105938.1, XP_014303440.1	XP_045649709.1
OG0002117	XP_006092092.1, XP_006092094.1	XP_045642470.1, XP_045642471.1
OG0002118	XP_006101586.1	XP_045660025.1
OG0002119	XP_023605064.1	XP_045668250.1
OG0002120	XP_006083931.1	XP_045664141.1
OG0002121	XP_014321408.2	XP_045664062.1
OG0002122	XP_023620756.1	XP_045663410.1, XP_045663407.1, XP_045663409.1
OG0002123	XP_006090941.1	XP_045663369.1
OG0002124	XP_014320633.1	XP_045634421.1
OG0002125	XP_023602597.1	XP_045660341.1
OG0002126	XP_023610298.1	XP_045652452.1
OG0002127	XP_006083653.1, XP_023604712.1, XP_023604715.1	XP_045652747.1
OG0002129	XP_023607224.1	XP_045647877.1
OG0002130	XP_006088022.1	XP_045665042.1
OG0002132	XP_006091490.1	XP_045660623.1
OG0002133	XP_006098050.1	XP_045627470.1
OG0002134	XP_023617496.1, XP_006098043.1	XP_045627505.1
OG0002135	XP_023618451.1	XP_045632992.1
OG0002136	XP_023615479.1	XP_045656861.1
OG0002138	XP_006084199.1	XP_045637115.1
OG0002139	XP_023605803.1	XP_045637431.1
OG0002140	XP_006086818.1	XP_045667796.1
OG0002141	XP_006088205.2	XP_045659135.1
OG0002142	XP_006099046.1	XP_045665328.1
OG0002143	XP_023601913.1	XP_045644409.1, XP_045662000.1
OG0002144	XP_006087566.1	XP_045671469.1
OG0002145	XP_006087970.1	XP_045651091.1
OG0002147	XP_014321204.1, XP_006100351.1, XP_006108484.2	XP_045648295.1
OG0002148	XP_006084624.1	XP_045646712.1, XP_045646721.1
OG0002149	XP_023614453.1, XP_006094518.1, XP_023614454.1	XP_045641117.1, XP_045641118.1
OG0002150	XP_006086874.1, XP_014308596.1, XP_006082361.1	XP_045660201.1, XP_045660200.1
OG0002151	XP_006088943.1, XP_023609676.1, XP_006088944.1	XP_045644549.1
OG0002152	XP_006091838.2	XP_045667498.1
OG0002154	XP_023617891.1	XP_045662268.1
OG0002155	XP_014317854.1	XP_045662600.1
OG0002156	XP_006103766.1	XP_045665617.1, XP_045665616.1
OG0002157	XP_023616470.1	XP_045640590.1
OG0002158	XP_006082128.1	XP_045631086.1, XP_045631087.1, XP_045645500.1, XP_045645497.1, XP_045645496.1, XP_045645493.1, XP_045645495.1, XP_045645492.1, XP_045645494.1, XP_045645491.1
OG0002165	XP_006094734.1	XP_045653473.1, XP_045653470.1
OG0002167	XP_006092410.1	XP_045637714.1
OG0002167	XP_006092412.2	XP_045637704.1
OG0002168	XP_006099711.1	XP_045634591.1
OG0002169	XP_006083336.1	XP_045644076.1
OG0002170	XP_006087039.1	XP_045663655.1
OG0002171	XP_014315775.1	XP_045638456.1, XP_045638457.1
OG0002172	XP_006082750.1	XP_045650002.1, XP_045650001.1
OG0002173	XP_023613881.1	XP_045664011.1, XP_045664013.1, XP_045664012.1
OG0002174	XP_023613452.1	XP_045657745.1, XP_045657743.1, XP_045657744.1
OG0002175	XP_023614506.1	XP_045638720.1
OG0002177	XP_014311229.1	XP_045648117.1, XP_045656639.1
OG0002179	XP_006108592.1	XP_045627990.1
OG0002180	XP_023617636.1, NP_001273946.1	XP_045655642.1
OG0002181	XP_006098231.1, XP_006098229.1, XP_006098232.1, XP_006098230.1, XP_023617668.1, XP_023617669.1	XP_045655633.1, XP_045655632.1
OG0002184	XP_006081193.1	XP_045650841.1
OG0002185	XP_006089144.1	XP_045647946.1
OG0002186	XP_014315792.1	XP_045638394.1
OG0002187	XP_014309912.1	XP_045646164.1
OG0002188	XP_006104534.1	XP_045671288.1
OG0002189	XP_006081883.1	XP_045654651.1
OG0002190	XP_006092691.1	XP_045658242.1
OG0002192	XP_006092112.1, XP_006092111.1	XP_045642985.1
OG0002193	XP_006094684.1, XP_006094682.1, XP_014316172.1	XP_045638797.1
OG0002194	XP_006089736.1, XP_006109114.1	XP_045639019.1, XP_045639018.1
OG0002196	XP_006094670.1	XP_045638852.1
OG0002198	XP_023601467.1	XP_045671121.1
OG0002199	XP_023608098.1	XP_045636972.1
OG0002200	XP_023606574.1	XP_045646072.1
OG0002201	XP_023603284.1	XP_045628518.1, XP_045628517.1
OG0002202	XP_014310579.1	XP_045654800.1, XP_045645341.1
OG0002203	XP_014305317.2	XP_045628067.1, XP_045628068.1, XP_045628069.1
OG0002204	XP_014305639.1	XP_045628064.1, XP_045628066.1
OG0002206	XP_006098685.1	XP_045661144.1
OG0002207	XP_023618114.1	XP_045652630.1
OG0002208	XP_006098914.1	XP_045643958.1
OG0002209	XP_006082208.1	XP_045660004.1
OG0002210	XP_014309263.1	XP_045650361.1
OG0002211	XP_014307225.1	XP_045665802.1
OG0002213	XP_006106034.2	XP_045662700.1
OG0002214	XP_006094271.1	XP_045638122.1
OG0002216	XP_006094117.1	XP_045638113.1, XP_045638112.1
OG0002217	XP_023601709.1	XP_045630645.1, XP_045630640.1
OG0002218	XP_006107186.1	XP_045668967.1
OG0002219	XP_023617515.1	XP_045627508.1
OG0002220	XP_014319368.1, XP_006081224.1, XP_023604812.1	XP_045633242.1
OG0002221	XP_023605069.1, XP_023604002.1	XP_045651309.1, XP_045651311.1
OG0002222	XP_014304151.1	XP_045669072.1
OG0002223	XP_023609422.1	XP_045672328.1, XP_045672329.1, XP_045672327.1, XP_045672330.1
OG0002224	XP_006093328.1	XP_045627350.1
OG0002225	XP_006089803.1	XP_045639670.1
OG0002226	XP_023610909.1	XP_045639564.1
OG0002227	XP_023610906.1	XP_045639101.1
OG0002228	XP_006089115.1	XP_045647989.1
OG0002229	XP_006089120.1	XP_045647985.1
OG0002230	XP_006089147.1	XP_045647932.1
OG0002231	XP_023608541.1	XP_045643365.1
OG0002232	XP_006085930.1, XP_014308845.1	XP_045632411.1
OG0002233	XP_023603108.1	XP_045654056.1
OG0002234	XP_023620684.1	XP_045653685.1
OG0002235	XP_006102651.1	XP_045653279.1
OG0002236	XP_006085137.1, XP_006089842.1	XP_045658087.1
OG0002237	XP_006087404.1	XP_045655448.1
OG0002238	XP_023608549.1	XP_045655469.1
OG0002239	XP_023600021.1	XP_045659517.1
OG0002240	XP_023600019.1, XP_006102969.1, XP_006102968.1	XP_045659531.1, XP_045659530.1, XP_045659529.1
OG0002241	XP_023608341.1	XP_045652055.1, XP_045652054.1
OG0002242	XP_006099474.1, XP_014320419.1	XP_045670828.1
OG0002243	XP_006108343.2	XP_045642785.1
OG0002244	XP_006086790.1, XP_006088270.1	XP_045642064.1
OG0002245	XP_023609228.1	XP_045642116.1
OG0002246	XP_023609642.1	XP_045629884.1
OG0002247	XP_014307804.1	XP_045629864.1
OG0002249	XP_014309480.1	XP_045669319.1, XP_045669318.1, XP_045669321.1
OG0002250	XP_006103547.2	XP_045642003.1
OG0002251	XP_014312842.2, XP_006109094.1	XP_045640466.1, XP_045640467.1
OG0002252	XP_014304281.1, XP_014304285.1	XP_045639973.1
OG0002253	XP_006105143.2	XP_045657661.1
OG0002254	XP_014315044.1	XP_045657749.1
OG0002255	XP_014315066.1	XP_045657755.1
OG0002256	XP_006093967.2	XP_045657810.1, XP_045657809.1
OG0002257	XP_006089932.1	XP_045667319.1, XP_045667322.1, XP_045667318.1, XP_045667320.1
OG0002258	XP_023609713.1	XP_045667283.1
OG0002259	XP_023617328.1	XP_045640205.1
OG0002260	XP_014319042.1	XP_045640037.1
OG0002261	XP_006097920.1	XP_045640073.1
OG0002262	XP_023606614.1, XP_006085162.1, XP_006093233.1	XP_045645999.1, XP_045646000.1
OG0002263	XP_014301023.1	XP_045663547.1
OG0002264	XP_014320273.1	XP_045655477.1
OG0002265	XP_023616520.1, XP_006097015.1	XP_045666550.1, XP_045666549.1
OG0002266	XP_006104766.1	XP_045663586.1
OG0002267	XP_006108717.1, XP_014305656.1	XP_045671765.1
OG0002268	XP_006098349.1, XP_006098350.1	XP_045671740.1
OG0002269	XP_006109929.1, XP_006107979.1	XP_045633127.1
OG0002270	XP_023604183.1, XP_006109054.1	XP_045632153.1
OG0002276	XP_006092502.1	XP_045670252.1, XP_045670253.1, XP_045641815.1
OG0002277	XP_006092454.1	XP_045637615.1
OG0002278	XP_014301801.1, XP_014301799.1, XP_023600981.1, XP_014305681.1	XP_045629246.1
OG0002279	XP_023605181.1, XP_006109389.2	XP_045659723.1
OG0002280	XP_006107900.1	XP_045626948.1
OG0002281	XP_006105867.1	XP_045627003.1
OG0002282	XP_014302523.1, XP_023601715.1, XP_006104835.1	XP_045626994.1
OG0002283	XP_006102140.1	XP_045627156.1
OG0002284	XP_006102157.2	XP_045626941.1
OG0002285	XP_023615900.1, XP_006096350.1, XP_006096349.1	XP_045646954.1, XP_045646953.1
OG0002286	XP_023602971.1, XP_023602968.1, XP_023602967.1, XP_023602970.1, XP_023602972.1, XP_023602969.1	XP_045671412.1
OG0002288	XP_014319614.1	XP_045635450.1, XP_045635451.1
OG0002289	XP_014304345.1	XP_045635983.1, XP_045635982.1
OG0002290	XP_006083340.2	XP_045644067.1, XP_045644065.1, XP_045644068.1, XP_045644066.1
OG0002291	XP_006088132.1	XP_045636235.1
OG0002292	XP_023607887.1, XP_014309344.1, XP_023607886.1, XP_006086594.1, XP_014309343.1	XP_045650551.1
OG0002293	XP_023618234.1	XP_045636626.1
OG0002294	XP_006102779.1	XP_045636754.1
OG0002295	XP_006088130.1	XP_045636553.1, XP_045636317.1
OG0002296	XP_014307406.1	XP_045661501.1
OG0002297	XP_006093293.1	XP_045658248.1, XP_045658253.1
OG0002298	XP_006090411.1, XP_023610946.1	XP_045660398.1
OG0002299	XP_023615529.1	XP_045662993.1
OG0002300	XP_006095902.1	XP_045662964.1
OG0002303	XP_023600094.1, XP_023600090.1, XP_014323821.2	XP_045645040.1
OG0002304	XP_023620449.1	XP_045656087.1
OG0002304	XP_006109726.2	XP_045649648.1
OG0002305	XP_014320101.1	XP_045649298.1
OG0002306	XP_006085379.1, XP_014308222.1	XP_045648783.1
OG0002307	XP_006085380.1	XP_045648784.1
OG0002308	XP_006087328.3	XP_045627887.1, XP_045627908.1
OG0002309	XP_023614316.1	XP_045638501.1, XP_045638500.1
OG0002310	XP_006087330.1	XP_045655602.1
OG0002312	XP_006081839.1	XP_045654785.1
OG0002313	XP_023612894.1	XP_045641817.1
OG0002314	XP_023614659.1	XP_045648395.1
OG0002315	XP_006088389.1	XP_045648577.1, XP_045648575.1
OG0002316	XP_023620324.1, XP_006101092.1, XP_023604041.1, XP_023604040.1	XP_045649632.1
OG0002319	XP_006098318.1, XP_023607586.1	XP_045635205.1
OG0002320	XP_006091762.1	XP_045665266.1, XP_045665265.1
OG0002321	XP_023619245.1	XP_045665137.1
OG0002322	XP_006110147.1	XP_045664758.1
OG0002323	XP_006096836.1	XP_045644247.1
OG0002324	XP_006096941.3	XP_045632207.1
OG0002325	XP_014316789.1	XP_045646535.1
OG0002326	XP_006091985.1	XP_045642955.1
OG0002326	XP_014313937.1	XP_045642456.1
OG0002327	XP_014314032.1, XP_014314031.1	XP_045642610.1
OG0002328	XP_006104404.1	XP_045631540.1
OG0002329	XP_006081775.1	XP_045654886.1, XP_045654885.1
OG0002330	XP_014310680.1	XP_045654903.1
OG0002331	XP_014308475.2	XP_045653121.1, XP_045653122.1, XP_045653125.1, XP_045653120.1
OG0002332	XP_023617994.1	XP_045637979.1
OG0002333	XP_023611486.1, XP_006090928.1	XP_045663087.1
OG0002334	XP_023611453.1	XP_045663316.1, XP_045663317.1
OG0002335	XP_014306746.1, XP_006083853.1, XP_006083852.1	XP_045668356.1
OG0002336	XP_023609818.1	XP_045663489.1
OG0002337	XP_023611436.1	XP_045663280.1
OG0002338	XP_006106511.1	XP_045663212.1, XP_045663213.1
OG0002339	XP_023601764.1	XP_045663095.1
OG0002339	XP_006104912.1, XP_006104914.1	XP_045663094.1
OG0002340	XP_014306202.1	XP_045663169.1
OG0002341	XP_014303609.2	XP_045634468.1, XP_045634469.1
OG0002342	XP_023603304.1	XP_045634668.1, XP_045634669.1, XP_045634667.1, XP_045634666.1
OG0002343	XP_006100458.1	XP_045634511.1, XP_045634510.1
OG0002344	XP_023619101.1, XP_014320616.1	XP_045634566.1
OG0002345	XP_023617610.1, XP_006098149.1	XP_045646773.1
OG0002346	XP_014311133.1, XP_006092966.1	XP_045671536.1
OG0002347	XP_014313357.2	XP_045672213.1
OG0002348	XP_006100529.1	XP_045672262.1
OG0002349	XP_014321643.1, XP_006100541.1	XP_045672238.1, XP_045672240.1, XP_045672242.1, XP_045672241.1
OG0002350	XP_006094614.1	XP_045638926.1, XP_045638908.1, XP_045638900.1
OG0002351	XP_023619151.1	XP_045654194.1
OG0002352	XP_006108396.1	XP_045647805.1
OG0002353	XP_006088012.1	XP_045664889.1
OG0002354	XP_014311937.1	XP_045662994.1
OG0002355	XP_006089556.1	XP_045660496.1, XP_045660495.1
OG0002356	XP_023615298.1	XP_045650175.1
OG0002357	XP_006100787.1, XP_023620080.1	XP_045630085.1, XP_045630086.1
OG0002358	XP_023615321.1	XP_045650059.1
OG0002359	XP_023612504.1	XP_045637032.1, XP_045637033.1
OG0002360	XP_014307115.1	XP_045637154.1, XP_045637155.1
OG0002361	XP_023605777.1	XP_045637170.1
OG0002362	XP_014309567.1	XP_045667815.1
OG0002363	XP_006095727.1	XP_045656981.1, XP_045656982.1, XP_045656980.1
OG0002364	XP_006101778.1	XP_045658814.1
OG0002365	XP_006095933.1	XP_045658893.1, XP_045658892.1, XP_045658894.1
OG0002366	XP_006088173.1	XP_045659026.1
OG0002367	XP_006085354.1	XP_045645018.1
OG0002368	XP_014310252.1	XP_045671664.1
OG0002369	XP_023608608.1	XP_045671823.1
OG0002370	XP_006093107.1	XP_045627036.1
OG0002371	XP_014314981.2	XP_045627467.1, XP_045627477.1, XP_045627466.1
OG0002372	XP_006097573.1	XP_045626489.1
OG0002373	XP_023613589.1	XP_045666680.1
OG0002374	XP_014309619.1, XP_023620809.1	XP_045669484.1
OG0002375	XP_006103956.1	XP_045630120.1
OG0002376	XP_006096659.1	XP_045655181.1
OG0002377	XP_023606065.1	XP_045647875.1
OG0002378	XP_023606109.1	XP_045646406.1, XP_045646410.1
OG0002379	XP_023614615.1	XP_045641256.1, XP_045641254.1, XP_045641250.1, XP_045641255.1, XP_045641252.1, XP_045641244.1, XP_045641251.1, XP_045641246.1, XP_045641253.1, XP_045641247.1, XP_045641249.1, XP_045641245.1
OG0002380	XP_023611524.1, XP_006109264.3	XP_045641089.1
OG0002381	XP_023606272.1	XP_045632635.1
OG0002381	XP_006106059.1	XP_045651316.1
OG0002382	XP_006084990.1	XP_045644680.1
OG0002382	XP_006082371.1	XP_045644392.1
OG0002383	XP_006084874.1, XP_006109390.1, XP_006084873.1, XP_014307838.2	XP_045667208.1
OG0002384	XP_014307731.1, XP_014307727.1, XP_014305828.2, XP_014307725.1, XP_023606265.1, XP_023606268.1, XP_014307728.1, XP_023606269.1, XP_023606248.1	XP_045667163.1
OG0002385	XP_006105911.1	XP_045659984.1, XP_045656311.1
OG0002386	XP_006092995.1	XP_045667674.1
OG0002386	XP_023613184.1	XP_045667676.1
OG0002387	XP_006093003.2	XP_045667660.1, XP_045667657.1, XP_045667659.1, XP_045667658.1
OG0002388	XP_014303417.1	XP_045656386.1
OG0002390	XP_006098460.2	XP_045662294.1
OG0002391	XP_006082494.1	XP_045662519.1, XP_045662520.1, XP_045662525.1, XP_045662522.1, XP_045662524.1, XP_045662518.1, XP_045662521.1
OG0002392	XP_006096976.1, XP_006096977.1	XP_045643564.1, XP_045643562.1
OG0002393	XP_023608738.1	XP_045658361.1
OG0002394	XP_014311207.1, XP_006088642.1	XP_045661022.1, XP_045661020.1
OG0002395	XP_006084701.1	XP_045649239.1
OG0002395	XP_006088608.1	XP_045660007.1
OG0002396	XP_023613278.1	XP_045633936.1
OG0002397	XP_023608754.1	XP_045644751.1, XP_045644750.1
OG0002402	XP_006100518.1	XP_045672272.1, XP_045672273.1
