Orthogroup	Myotis_lucifugus	Saimiri_boliviensis_boliviensis
OG0003878	XP_006083482.1	XP_039331452.1, XP_039316868.1, XP_039331032.1
OG0003879	XP_006104847.1	XP_003942545.1
OG0003880	XP_006103090.2	XP_003942570.1, XP_010328663.1
OG0003881	XP_014304498.1	XP_003942577.1
OG0003882	XP_023616392.1	XP_039330614.1, XP_039330609.1, XP_039330611.1
OG0003883	XP_023612789.1	XP_039316801.1
OG0003884	XP_023612780.1, XP_006106053.2	XP_039316891.1
OG0003885	XP_006096935.1	XP_039315853.1
OG0003886	XP_006095286.1	XP_039315732.1
OG0003887	XP_014316833.1	XP_039315742.1
OG0003889	XP_006096280.1	XP_039318091.1
OG0003890	XP_023606788.1	XP_003921182.1
OG0003891	XP_006088750.1	XP_039328796.1
OG0003892	XP_023609549.1	XP_039328844.1
OG0003893	XP_023617586.1	XP_003920013.1, XP_010331458.1
OG0003894	XP_023612164.1	XP_010330779.1
OG0003894	XP_023612163.1	XP_010330612.1
OG0003895	XP_023603692.1	XP_039326933.1
OG0003896	XP_006102543.1	XP_039326730.1
OG0003897	XP_014323322.1	XP_039327475.1
OG0003898	XP_023620834.1	XP_010346662.1
OG0003899	XP_006104403.1	XP_039331398.1, XP_003937729.1
OG0003902	XP_006109995.1	XP_003920279.1, XP_039319372.1, XP_010333151.2
OG0003903	XP_006107299.1	XP_039326705.1, XP_003920247.1, XP_010333663.1
OG0003905	XP_006081773.1	XP_003928074.1
OG0003906	XP_023613651.1	XP_010340453.2
OG0003907	XP_023608203.1	XP_039326056.1
OG0003908	XP_023609577.1, XP_023605179.1	XP_010335480.2, XP_039323977.1, XP_039334956.1, XP_039318665.1
OG0003909	XP_023599067.1	XP_039322003.1
OG0003910	XP_023599505.1, XP_014323183.1, XP_006102422.1	XP_003944179.1, XP_039333441.1
OG0003911	XP_006091360.1	XP_010335183.1
OG0003912	XP_006091371.1	XP_039333331.1
OG0003913	XP_006091382.1	XP_003926200.1
OG0003914	XP_023605186.1	XP_039333036.1
OG0003915	XP_023619826.1	XP_039334864.1
OG0003916	XP_023620770.1	XP_039333626.1, XP_003943160.1
OG0003917	XP_014313181.2	XP_010345308.2
OG0003919	XP_006100454.1	XP_039322431.1
OG0003920	XP_023604099.1	XP_003942320.2
OG0003921	XP_006099732.1	XP_003942311.1, XP_010336157.1
OG0003922	XP_014320669.2	XP_003942309.1, XP_003942310.1
OG0003923	XP_014322764.1	XP_039323114.1
OG0003924	XP_014302706.2	XP_039322408.1, XP_039322409.1
OG0003925	XP_023602581.1	XP_010347772.1
OG0003926	XP_006092979.1	XP_003935132.1
OG0003927	XP_006089679.1	XP_010341594.2
OG0003928	XP_023610278.1	XP_039327228.1, XP_039324193.1, XP_039323677.1
OG0003929	XP_006089641.1	XP_003919911.1
OG0003930	XP_014315562.2	XP_010347002.1
OG0003931	XP_023604949.1	XP_039329240.1
OG0003932	XP_006083554.1	XP_010343238.1
OG0003933	XP_006086108.1	XP_003931064.1, XP_003931065.1
OG0003934	XP_023619969.1, XP_006100700.1, XP_023619970.1	XP_003928268.1
OG0003935	XP_023608239.1	XP_039329298.1
OG0003936	XP_014309681.1, XP_006086972.2	XP_003928294.1
OG0003937	XP_014309678.1, XP_023608232.1, XP_023614391.1	XP_003928298.1
OG0003938	XP_014320705.1	XP_039317721.1
OG0003938	XP_023605143.1	XP_010339771.2, XP_039317719.1, XP_039317720.1
OG0003939	XP_006083712.1	XP_003924967.1
OG0003940	XP_023605296.1	XP_003925124.1
OG0003941	XP_006109794.1	XP_003925119.2
OG0003942	XP_006083987.1	XP_003930985.1
OG0003943	XP_006083824.1	XP_003942640.1
OG0003944	XP_023605357.1	XP_010328723.1
OG0003945	XP_023612031.1	XP_003936499.1
OG0003946	XP_023616012.1	XP_010342086.1, XP_039335525.1
OG0003947	XP_023616073.1	XP_039335341.1
OG0003949	XP_006085235.1	XP_003936429.1
OG0003950	XP_014313574.1	XP_039335370.1, XP_003936519.1
OG0003951	XP_023615214.1	XP_039335528.1
OG0003952	XP_006103804.1, XP_006102350.2	XP_003932689.1
OG0003953	XP_014302110.1	XP_003932701.2
OG0003954	XP_006098340.1	XP_003919765.1
OG0003955	XP_023617786.1	XP_003919778.1
OG0003956	XP_023612463.1	XP_039329264.1
OG0003957	XP_006085568.1	XP_039326271.1, XP_039329297.1
OG0003958	XP_023606906.1	XP_039329348.1
OG0003959	XP_023611787.1, XP_023611781.1, XP_023611772.1, XP_023611777.1	XP_039316976.1
OG0003960	XP_023620090.1	XP_010345997.1
OG0003961	XP_006102996.1	XP_010345989.2
OG0003962	XP_014319377.1	XP_039328125.1, XP_039328124.1
OG0003963	XP_014319372.1	XP_010341137.1
OG0003964	XP_006096604.1	XP_039320839.1, XP_039320330.1, XP_003932235.1
OG0003965	XP_023617814.1	XP_039327773.1
OG0003966	XP_006105596.1	XP_003938464.1
OG0003967	XP_014320538.1	XP_010328764.1
OG0003968	XP_006085613.2	XP_039318454.1, XP_039318453.1, XP_039318452.1, XP_003942740.1
OG0003969	XP_006084203.1	XP_039317567.1
OG0003970	XP_006084230.1	XP_010331172.2
OG0003972	XP_006084285.2	XP_010335703.1, XP_003926730.1
OG0003973	XP_006093742.1, XP_023613815.1, XP_014315474.1	XP_010348246.1
OG0003974	XP_006091522.1	XP_003941511.1
OG0003976	XP_023617085.1	XP_003930027.1, XP_010338893.1
OG0003977	XP_023617060.1	XP_039333746.1, XP_010340502.2, XP_039333738.1, XP_039333740.1
OG0003978	XP_014322046.1	XP_039334350.1
OG0003979	XP_023599005.1	XP_003922334.2
OG0003980	XP_006101795.2	XP_003922339.1
OG0003981	XP_023609131.1	XP_010331239.1
OG0003982	XP_006088236.1	XP_003922211.1
OG0003983	XP_023604824.1, XP_023603739.1	XP_039321154.1, XP_039321155.1
OG0003985	XP_014309155.2	XP_039320564.1
OG0003986	XP_023607697.1	XP_010349908.2
OG0003988	XP_023611204.1	XP_003942944.1
OG0003989	XP_006086440.1	XP_039320389.1
OG0003990	XP_023601934.1	XP_039320825.1
OG0003991	XP_006103603.1, XP_023601247.1	XP_010347682.1
OG0003992	XP_023608653.1	XP_003935814.1
OG0003993	XP_014314928.1	XP_039318801.1
OG0003994	XP_006093176.2	XP_010337825.1
OG0003995	XP_014308972.1	XP_010337801.1
OG0003996	XP_014305962.1, XP_014315311.1, XP_014315310.1	XP_039324853.1
OG0003997	XP_014315306.1	XP_003939927.1
OG0003998	XP_014310473.1	XP_039324886.1
OG0003999	XP_014303195.1	XP_039324780.1
OG0004001	XP_023600897.1	XP_039336477.1
OG0004002	XP_023604506.1, XP_006108160.2, XP_006105472.1, XP_006108158.1, XP_006105473.1, XP_006099968.1, XP_023610143.1	XP_039336354.1, XP_003934787.1
OG0004003	XP_006099984.1	XP_010336513.1, XP_003927596.1, XP_010336512.1, XP_010336511.1
OG0004004	XP_006099989.1	XP_010348375.1
OG0004005	XP_006104855.1, XP_006096022.1, XP_023615622.1	XP_003939460.2, XP_039316000.1
OG0004006	XP_023616225.1, XP_014317986.1	XP_010338394.1
OG0004007	XP_014322519.1	XP_003929543.2
OG0004008	XP_023619690.1	XP_003929565.1, XP_039329102.1
OG0004009	XP_006100342.3, XP_023619674.1, XP_023619678.1, XP_023619675.1, XP_023619676.1, XP_023619673.1	XP_010338429.1
OG0004010	XP_006084629.1	XP_003924022.1
OG0004011	XP_006084577.1, XP_006084576.1, XP_014307458.1, XP_023606077.1	XP_010333020.1, XP_003923979.1
OG0004012	XP_006094515.1	XP_010344290.2
OG0004013	XP_006090989.1	XP_003935451.1
OG0004014	XP_023613117.1, XP_023613116.1, XP_006092911.1, XP_014314764.1	XP_003941712.1
OG0004015	XP_006084811.1	XP_003926237.1
OG0004016	XP_006084817.1	XP_039334787.1, XP_003927083.1, XP_010336037.1
OG0004017	XP_014309341.1	XP_039328163.1
OG0004018	XP_023615148.1, XP_023615147.1, XP_023615149.1	XP_039326095.1
OG0004019	XP_023607927.1	XP_003932551.2
OG0004020	XP_006081528.2	XP_039327261.1, XP_039327256.1
OG0004021	XP_023607581.1	XP_010341378.2
OG0004022	XP_006084894.1	XP_039334659.1
OG0004023	XP_006084880.1	XP_003927030.2, XP_010335988.2, XP_010335989.2
OG0004025	XP_006083248.1	XP_003921966.1
OG0004026	XP_006083270.1	XP_003921977.1
OG0004027	XP_014323576.1	XP_003921917.1
OG0004028	XP_006082425.1	XP_003925758.1
OG0004029	XP_006082814.2	XP_010334702.1
OG0004030	XP_014318049.2	XP_039325525.1
OG0004031	XP_023617049.1	XP_010334613.1, XP_010334614.1
OG0004032	XP_006094906.1	XP_010347290.1
OG0004033	XP_006109089.3	XP_039316055.1, XP_039316052.1, XP_003928117.1, XP_039316054.1, XP_039316053.1
OG0004034	XP_006096966.1	XP_010346841.1
OG0004035	XP_006096962.1	XP_010346838.1, XP_003937976.1, XP_039315933.1, XP_003937975.1
OG0004037	XP_023606228.1	XP_010333132.1
OG0004038	XP_006090643.2	XP_039331317.1
OG0004039	XP_014318481.1	XP_010348502.1
OG0004040	XP_023616719.1	XP_039317570.1, XP_003939613.1
OG0004041	XP_006082903.1	XP_003941001.3, XP_010349985.2
OG0004042	XP_023619507.1	XP_003940997.1
OG0004043	XP_006082995.1	XP_003940985.1
OG0004044	XP_006082865.1	XP_003938753.1
OG0004045	XP_006084752.1	XP_039320112.1, XP_010349142.1
OG0004046	XP_006082370.1	XP_010344629.1
OG0004047	XP_014313859.1, XP_023613630.1, XP_014313869.1	XP_010340054.1
OG0004048	XP_023613327.1	XP_003940770.1
OG0004049	XP_014310386.1	XP_039323199.1
OG0004050	XP_006099900.1	XP_010350614.2
OG0004052	XP_023606792.1	XP_003945279.2
OG0004053	XP_006102030.1	XP_003934880.1
OG0004054	XP_014306322.2	XP_003931867.2
OG0004055	XP_006092095.1	XP_003920197.1, XP_010333204.2
OG0004063	XP_023609396.1	XP_039324090.1
OG0004064	XP_023617028.1	XP_003929044.1, XP_039334950.1
OG0004065	XP_023619170.1	XP_039317914.1
OG0004067	XP_014302300.1	XP_010342849.1
OG0004068	XP_006106938.1, XP_006097810.1	XP_003925424.2
OG0004069	XP_023600096.1, XP_023600105.1, XP_023600098.1	XP_039323966.1, XP_039323965.1
OG0004070	XP_006109420.1	XP_010341610.1, XP_039319100.1, XP_003932800.1
OG0004071	XP_023612305.1, XP_023612304.1	XP_039327046.1
OG0004072	XP_014320677.1	XP_003923131.2
OG0004073	XP_023600035.1	XP_039330009.1
OG0004074	XP_023607115.1	XP_039331321.1
OG0004076	XP_014317869.1	XP_003940135.1
OG0004077	XP_023600078.1	XP_003923717.2
OG0004078	XP_023612490.1	XP_003935885.1
OG0004079	XP_014309090.1	XP_003938151.1
OG0004080	XP_023601911.1	XP_010327766.1
OG0004081	XP_006106608.1	XP_010346549.1, XP_010346548.1, XP_003937702.1
OG0004082	XP_006104444.2	XP_010330526.1
OG0004083	XP_023605173.1	XP_039330100.1, XP_003923168.1
OG0004084	XP_023607530.1	XP_010348917.2
OG0004085	XP_023610728.1, XP_023610727.1, XP_006090141.1	XP_039333219.1
OG0004086	XP_006083213.1	XP_010350558.1
OG0004087	XP_014313603.1, XP_023611990.1	XP_003936467.1
OG0004088	XP_023601855.1	XP_003932220.1
OG0004089	XP_023599138.1	XP_039325529.1
OG0004091	XP_006104076.1	XP_003928227.1
OG0004092	XP_023601362.1	XP_010336600.1
OG0004094	XP_006099362.1	XP_003938506.2
OG0004095	XP_006089974.1	XP_010339272.1
OG0004096	XP_006085553.1, XP_014308395.1	XP_039329362.1, XP_003944304.1
OG0004097	XP_006108684.1	XP_010341603.1
OG0004098	XP_006094360.1	XP_039330738.1, XP_039330739.1
OG0004099	XP_006102546.1, XP_014323319.1	XP_003941233.1
OG0004100	XP_023608243.1	XP_010337126.2
OG0004101	XP_006106475.1	XP_039327274.1, XP_003940303.1
OG0004102	XP_006093809.1, XP_014315509.1, XP_006093807.1, XP_023613856.1	XP_003927359.1, XP_010336316.1
OG0004103	XP_023620239.1	XP_039334021.1
OG0004104	XP_023616642.1	XP_010335297.1, XP_010335298.1, XP_010335299.1
OG0004105	XP_006095585.1	XP_010340346.1, XP_010340345.1, XP_010340347.1
OG0004106	XP_006092639.1	XP_039322959.1, XP_003944123.1
OG0004107	XP_006106307.1	XP_003942181.1
OG0004108	XP_006091002.1	XP_010350708.2
OG0004110	XP_023604247.1	XP_039318160.1, XP_039329275.1
OG0004111	XP_006083492.1	XP_003926838.2
OG0004114	XP_006093665.1	XP_010335513.1
OG0004115	XP_014310266.1	XP_010344573.1
OG0004117	XP_006094685.1	XP_010332946.2
OG0004118	XP_006101353.1	XP_010348233.1
OG0004119	XP_006087590.1	XP_003935869.1
OG0004120	XP_023614425.1, XP_014316086.2, XP_006094451.1	XP_010340891.1
OG0004121	XP_023613971.1, XP_006093927.1, XP_014315589.1	XP_003933795.1
OG0004122	XP_006106800.2	XP_010335034.1
OG0004123	XP_014309942.1	XP_003926078.1
OG0004124	XP_023605986.1	XP_039323694.1
OG0004125	XP_006084504.1, XP_023605985.1	XP_010341328.1
OG0004126	XP_006084484.1	XP_010335865.1
OG0004127	XP_023613989.1	XP_010342601.1
OG0004128	XP_023613959.1	XP_010342610.2, XP_010342609.2, XP_010342608.2
OG0004129	XP_023613990.1, XP_006103829.1	XP_039323574.1
OG0004130	XP_006089253.1	XP_010347607.2
OG0004131	XP_023614901.1	XP_010341275.1, XP_010341274.1, XP_010341273.1
OG0004132	XP_023603262.1, XP_023601822.1	XP_003938225.2
OG0004133	XP_023620675.1, XP_023620674.1	XP_039330596.1
OG0004134	XP_023599325.1	XP_039331066.1
OG0004137	XP_023604268.1	XP_010349391.2
OG0004138	XP_014306450.1	XP_003940384.1
OG0004139	XP_006108614.1	XP_010349347.2, XP_039322803.1
OG0004140	XP_006081387.1	XP_039319669.1, XP_010342365.1, XP_039317962.1, XP_039315830.1
OG0004141	XP_006106480.1	XP_010349260.2, XP_010349261.1
OG0004142	XP_014306575.1, XP_014323035.1	XP_003944574.1
OG0004143	XP_023600638.1	XP_039322046.1
OG0004144	XP_014318082.1	XP_003937492.1
OG0004146	XP_006098725.1, XP_023618119.1	XP_010346241.1
OG0004147	XP_023618126.1	XP_039322601.1
OG0004148	XP_006098759.1	XP_003937401.1
OG0004149	XP_023603877.1, XP_006109030.1, XP_014304854.1	XP_039322672.1, XP_039322673.1
OG0004150	XP_006105811.1	XP_003935013.1
OG0004151	XP_023601808.1	XP_039329701.1
OG0004152	XP_014302975.2	XP_010339524.1
OG0004153	XP_006093774.1	XP_039334719.1
OG0004154	XP_006098279.1	XP_039334822.1
OG0004156	XP_014308081.1	XP_039323924.1
OG0004157	XP_023607254.1, XP_023607251.1, XP_014307901.1	XP_039324602.1
OG0004158	XP_023602254.1, XP_023605086.1	XP_003937334.3
OG0004159	XP_014315898.1	XP_039330030.1
OG0004160	XP_006094093.1	XP_039329533.1
OG0004161	XP_006094088.2	XP_003934943.1
OG0004162	XP_006094051.1	XP_003934985.1
OG0004163	XP_023614154.1	XP_039329422.1
OG0004163	XP_023601872.1	XP_039323233.1
OG0004164	XP_006094049.1	XP_039329426.1, XP_039329427.1, XP_039329425.1, XP_010343816.1
OG0004165	XP_023600970.1	XP_039329695.1
OG0004166	XP_023612292.1	XP_010338424.1, XP_003920988.2
OG0004167	XP_006081282.1	XP_003920810.1, XP_010338806.1
OG0004168	XP_006081303.1, XP_023605946.1	XP_003920834.1
OG0004169	XP_014301824.1	XP_039336038.1, XP_010349541.1
OG0004170	XP_014301811.1	XP_039335824.1
OG0004171	XP_023603255.1	XP_003921694.1, XP_039319997.1
OG0004173	XP_023602696.1	XP_039335790.1
OG0004177	XP_006109037.1	XP_039336008.1
OG0004178	XP_023601137.1	XP_039324257.1
OG0004179	XP_023609420.1	XP_039324052.1
OG0004181	XP_023610372.1, XP_006089763.1	XP_003928747.1
OG0004183	XP_006089786.1	XP_003928732.1, XP_010337618.1
OG0004184	XP_006106819.1, XP_023605107.1	XP_003928712.1
OG0004185	XP_006090325.1	XP_039334203.1
OG0004186	XP_023617186.1	XP_003936191.1, XP_039316524.1
OG0004187	XP_023620272.1	XP_003936219.1
OG0004188	XP_014311621.1, XP_014311620.1, XP_006089118.1	XP_003934803.1
OG0004189	XP_014311656.1	XP_039325427.1, XP_039325425.1
OG0004191	XP_006093573.1	XP_003923733.1
OG0004192	XP_006098928.1	XP_003923563.2
OG0004193	XP_006106589.1	XP_003923576.1
OG0004194	XP_006098369.1	XP_003923615.1
OG0004195	XP_006105485.1	XP_039331561.1, XP_039335807.1, XP_003923627.2
OG0004196	XP_006106420.1	XP_010332753.1
OG0004197	XP_006104368.1	XP_039326309.1
OG0004198	XP_006100708.1	XP_003923726.1
OG0004199	XP_023613683.1	XP_003945221.2
OG0004200	XP_006093549.1	XP_003923761.1
OG0004203	XP_006094733.1, XP_014306555.1	XP_003923816.1
OG0004204	XP_006100722.1, XP_023610730.1	XP_003929164.1
OG0004205	XP_006102840.1, XP_023602535.1, XP_006105916.1, XP_006107779.1, XP_006102839.1	XP_003933097.1
OG0004206	XP_023601958.1	XP_003929178.2, XP_039332468.1
OG0004207	XP_014303109.1	XP_010338079.1
OG0004208	XP_006102656.1	XP_010338124.1
OG0004209	XP_014301906.1	XP_039332616.1, XP_039332617.1
OG0004210	XP_023600848.1	XP_003929325.1
OG0004212	XP_006089847.1	XP_039329551.1
OG0004213	XP_023603706.1	XP_039330514.1
OG0004214	XP_023603050.1	XP_039329649.1
OG0004215	XP_006102970.2	XP_039329945.1, XP_003939134.2
OG0004216	XP_014302958.1	XP_010336831.1, XP_003927961.1
OG0004217	XP_023602746.1	XP_039316218.1
OG0004218	XP_023616866.1	XP_010330833.2
OG0004219	XP_014318625.1	XP_039318337.1
OG0004220	XP_006097410.1	XP_039330913.1
OG0004221	XP_014309774.1	XP_010331989.1
OG0004222	XP_023608332.1, XP_014309781.1	XP_010331972.2
OG0004223	XP_023608306.1	XP_003922854.1, XP_010331961.1
OG0004224	XP_006087112.1, XP_023608353.1	XP_039318841.1
OG0004226	XP_023611837.1, XP_014313451.1, XP_014313449.1, XP_023611836.1	XP_010348948.1, XP_010348949.1
OG0004227	XP_023618854.1	XP_039332458.1
OG0004228	XP_006099450.1	XP_003936333.2
OG0004229	XP_023608319.1	XP_003938124.1
OG0004230	XP_006088279.1	XP_039316270.1, XP_003920864.1
OG0004231	XP_006081127.1, XP_023618995.1, XP_014309591.1, XP_023618960.1	XP_039316302.1
OG0004232	XP_023617208.1	XP_039316511.1
OG0004234	XP_006106097.1	XP_039334099.1, XP_003930095.2
OG0004235	XP_006105002.1	XP_039333858.1, XP_010339112.1
OG0004236	XP_014304013.1, XP_014304894.1	XP_003930261.1
OG0004237	XP_023609203.1, XP_006109058.1	XP_010339027.1
OG0004238	XP_023611077.1	XP_010337472.1
OG0004239	XP_014321805.1	XP_039333724.1, XP_003928473.2, XP_039333722.1, XP_039333723.1, XP_039333725.1
OG0004240	XP_023620244.1	XP_039333810.1
OG0004241	XP_014302652.1	XP_010337282.1, XP_010337281.1, XP_010337283.1, XP_039334105.1
OG0004242	XP_023612850.1	XP_003933472.1
OG0004243	XP_023612893.1	XP_039316749.1, XP_003933456.1
OG0004244	XP_006092674.1	XP_010342277.1
OG0004245	XP_023612886.1	XP_003933433.1, XP_003933434.1
OG0004246	XP_023613438.1	XP_010342151.1
OG0004247	XP_023609183.1	XP_039316675.1, XP_003934153.1
OG0004248	XP_014308569.1	XP_003938327.1
OG0004249	XP_006107799.1	XP_003938296.1
OG0004250	XP_014305019.2	XP_039322481.1
OG0004251	XP_023614690.1	XP_039319412.1
OG0004252	XP_006089978.1	XP_010339277.1
OG0004253	XP_006089975.1	XP_039319386.1
OG0004254	XP_014311550.1	XP_039315887.1
OG0004255	XP_014312300.1	XP_010334321.1
OG0004256	XP_023609763.1, XP_023605089.1	XP_003925377.1
OG0004257	XP_006088997.1	XP_039321102.1, XP_039315952.1, XP_039321054.1
OG0004258	XP_006097815.1	XP_003925430.1
OG0004259	XP_014320579.1	XP_010336992.1
OG0004260	XP_023604707.1, XP_023600284.1	XP_003935384.1
OG0004261	XP_023603580.1, XP_023601538.1	XP_010344159.1
OG0004262	XP_023617326.1	XP_003937894.2
OG0004263	XP_006097852.1	XP_003937893.1
OG0004264	XP_006097865.1	XP_010346752.1, XP_010346753.1
OG0004265	XP_006097909.1, XP_023617329.1, XP_006097906.1, XP_014319065.1, XP_014319067.1	XP_039315823.1
OG0004266	XP_006095148.1	XP_010346673.1
OG0004267	XP_006095202.1	XP_039315967.1
OG0004269	XP_023606637.1	XP_003924754.1
OG0004270	XP_006109032.3	XP_010333782.1
OG0004271	XP_023606608.1, XP_014308456.1	XP_010335143.2
OG0004273	XP_014320957.1	XP_039324573.1
OG0004274	XP_006102317.1	XP_003924341.1
OG0004275	XP_023599454.1	XP_010333302.2
OG0004276	XP_006102284.2	XP_010333297.1
OG0004277	XP_006085916.1	XP_010333276.1
OG0004278	XP_023607294.1	XP_003924268.1
OG0004279	XP_006085897.1	XP_003924257.2
OG0004280	XP_014320290.1	XP_010337757.1, XP_010337755.1, XP_010337754.1, XP_010337756.1
OG0004281	XP_006097020.1	XP_039329055.1, XP_039324749.1
OG0004282	XP_006099635.1	XP_010333425.1
OG0004283	XP_023615683.1	XP_039324985.1, XP_010333434.1, XP_039324983.1, XP_039324984.1
OG0004284	XP_006081724.1	XP_003936289.1
OG0004285	XP_023617953.1	XP_039324700.1
OG0004286	XP_006087017.1	XP_003924648.1
OG0004287	XP_023600383.1	XP_003941652.1
OG0004288	XP_006109381.1	XP_039318866.1, XP_039318865.1
OG0004289	XP_023602886.1	XP_003933414.1
OG0004291	XP_006092394.1	XP_010328885.2, XP_039332722.1
OG0004292	XP_006095034.1, XP_014306338.1, XP_006095033.1, XP_006095003.1	XP_003942916.1, XP_003942836.2
OG0004293	XP_006110066.1	XP_039318615.1
OG0004294	XP_023603678.1, XP_006107231.1	XP_003931762.2
OG0004295	XP_014321713.1	XP_039332812.1
OG0004296	XP_023603189.1, XP_006106688.1, XP_014304073.1	XP_003931666.1
OG0004297	XP_023604484.1	XP_039332846.1
OG0004299	XP_006103489.1	XP_010340729.1
OG0004300	XP_006106540.1	XP_039331662.1, XP_039331661.1, XP_003931820.1, XP_010340773.1
OG0004301	XP_006092217.1	XP_003942489.1
OG0004302	XP_006092318.1	XP_003942530.1
OG0004303	XP_006092215.1	XP_003942495.1
OG0004305	XP_023612668.1	XP_010328896.1
OG0004306	XP_006092452.1, XP_006092453.1	XP_010346110.2, XP_003942819.1, XP_010328913.1
OG0004307	XP_006098979.1	XP_010340145.1, XP_003931269.1
OG0004308	XP_006102919.1	XP_039332683.1
OG0004309	XP_006095679.1	XP_010338033.1
OG0004310	XP_023615389.1, XP_023605049.1	XP_003929148.1
OG0004311	XP_014320810.1, XP_006099938.1	XP_039332533.1, XP_039332532.1
OG0004312	XP_023619281.1	XP_039331905.1, XP_039331906.1
OG0004313	XP_014320215.1	XP_039331676.1
OG0004315	XP_006103239.1	XP_003940065.2
OG0004316	XP_023600229.1	XP_039330574.1
OG0004317	XP_006103184.1, XP_006103185.1, XP_014301048.1	XP_010349607.1, XP_003940631.1
OG0004318	XP_006102150.1	XP_003940646.1
OG0004319	XP_014317683.1, XP_023605078.1	XP_039330571.1
OG0004320	XP_006096326.2	XP_010349675.2
OG0004321	XP_006096335.1	XP_003940693.1
OG0004322	XP_014315480.1	XP_039327867.1
OG0004323	XP_023615218.1	XP_003927844.2
OG0004324	XP_006106433.1	XP_003932838.1
OG0004325	XP_006098576.1	XP_010341704.1
OG0004326	XP_014314630.1	XP_003932970.1
OG0004327	XP_023602828.1	XP_039331058.1
OG0004328	XP_006083378.1	XP_003922773.1
OG0004329	XP_014302580.1	XP_010331879.2, XP_010331880.2, XP_010331881.2
OG0004330	XP_023619794.1, XP_006081133.1	XP_039323467.1
OG0004331	XP_023619518.1	XP_039323526.1
OG0004332	XP_006086633.1	XP_039328041.1
OG0004333	XP_023607763.1	XP_003933998.1
OG0004334	XP_023607872.1	XP_039320441.1, XP_039334165.1
OG0004335	XP_023617635.1	XP_010337023.1
OG0004336	XP_023618181.1	XP_003943894.1
OG0004337	XP_006102758.1	XP_003943832.1
OG0004338	XP_023611699.1	XP_003925233.1
