Orthogroup	Myotis_lucifugus	Loxodonta_africana
OG0003926	XP_006092979.1	XP_003418604.1
OG0003927	XP_006089679.1	XP_003412051.2
OG0003928	XP_023610278.1	XP_023406589.1
OG0003929	XP_006089641.1	XP_003412045.1
OG0003931	XP_023604949.1	XP_023407068.1
OG0003932	XP_006083554.1	XP_003412645.1
OG0003933	XP_006086108.1	XP_003409391.1
OG0003934	XP_023619969.1, XP_006100700.1, XP_023619970.1	XP_003414008.1
OG0003935	XP_023608239.1	XP_003414018.1
OG0003936	XP_014309681.1, XP_006086972.2	XP_003414024.1
OG0003938	XP_014320705.1, XP_023605143.1	XP_023403898.1
OG0003939	XP_006083712.1	XP_023410688.1, XP_003415836.1, XP_010593860.1
OG0003940	XP_023605296.1	XP_003420957.1
OG0003941	XP_006109794.1	XP_023394610.1
OG0003942	XP_006083987.1	XP_010597808.1, XP_010597809.1, XP_003420038.1
OG0003943	XP_006083824.1	XP_023411250.1
OG0003944	XP_023605357.1	XP_003416225.1
OG0003945	XP_023612031.1	XP_023405662.1
OG0003946	XP_023616012.1	XP_003411473.1
OG0003947	XP_023616073.1	XP_023405830.1
OG0003949	XP_006085235.1	XP_003411761.1
OG0003950	XP_014313574.1	XP_003411795.1, XP_023406075.1, XP_023406074.1
OG0003951	XP_023615214.1	XP_023394560.1
OG0003952	XP_006102350.2	XP_023394546.1, XP_023400413.1
OG0003953	XP_014302110.1	XP_023396589.1
OG0003954	XP_006098340.1	XP_023408923.1, XP_003414004.1
OG0003955	XP_023617786.1	XP_003414106.1
OG0003956	XP_023612463.1	XP_010592261.1
OG0003957	XP_006085568.1	XP_003414045.1, XP_010592244.1, XP_023408886.1
OG0003958	XP_023606906.1	XP_023408868.1
OG0003959	XP_023611787.1, XP_023611781.1, XP_023611772.1, XP_023611777.1	XP_023406742.1
OG0003960	XP_023620090.1	XP_023406797.1
OG0003962	XP_014319377.1	XP_010597252.1
OG0003963	XP_014319372.1	XP_003419328.1
OG0003964	XP_006096604.1	XP_003419307.1
OG0003965	XP_023617814.1	XP_023415191.1
OG0003966	XP_006105596.1	XP_003419182.1
OG0003967	XP_014320538.1	XP_003419379.1
OG0003968	XP_006085613.2	XP_023404734.1, XP_003410800.1
OG0003969	XP_006084203.1	XP_003410832.2
OG0003970	XP_006084230.1	XP_003410698.1
OG0003972	XP_006084285.2	XP_003410727.1
OG0003974	XP_006091522.1	XP_003405782.1
OG0003976	XP_023617085.1	XP_023402944.1
OG0003977	XP_023617060.1	XP_003408971.1
OG0003978	XP_014322046.1	XP_010587574.1
OG0003979	XP_023599005.1	XP_023402980.1
OG0003980	XP_006101795.2	XP_003409220.1
OG0003981	XP_023609131.1	XP_023402498.1
OG0003982	XP_006088236.1	XP_003409155.1
OG0003983	XP_023604824.1, XP_023603739.1	XP_023415616.1
OG0003985	XP_014309155.2	XP_003408360.1, XP_023401455.1
OG0003986	XP_023607697.1	XP_003421123.1
OG0003987	XP_023611249.1	XP_010586622.1
OG0003988	XP_023611204.1	XP_003408385.1
OG0003989	XP_006086440.1	XP_010586635.1
OG0003990	XP_023601934.1	XP_023401599.1
OG0003991	XP_006103603.1, XP_023601247.1	XP_023401665.1
OG0003992	XP_023608653.1	XP_003418679.2
OG0003993	XP_014314928.1	XP_010596651.1
OG0003994	XP_006093176.2	XP_010597995.1
OG0003995	XP_014308972.1	XP_023394844.1
OG0003996	XP_014305962.1, XP_014315311.1, XP_014315310.1	XP_003418453.1
OG0003997	XP_014315306.1	XP_023414083.1
OG0003998	XP_014310473.1	XP_023408629.1
OG0003999	XP_014303195.1	XP_023408716.1
OG0004001	XP_023600897.1	XP_010596971.1
OG0004002	XP_023604506.1, XP_006108160.2, XP_006105472.1, XP_006108158.1, XP_006105473.1, XP_006099968.1, XP_023610143.1	XP_003419083.1
OG0004003	XP_006099984.1	XP_010596986.1
OG0004004	XP_006099989.1	XP_023396775.1, XP_003421994.1
OG0004005	XP_006104855.1, XP_006096022.1, XP_023615622.1	XP_023396139.1
OG0004006	XP_023616225.1, XP_014317986.1	XP_003410427.1
OG0004007	XP_014322519.1	XP_023404313.1
OG0004008	XP_023619690.1	XP_003410519.1
OG0004009	XP_006100342.3, XP_023619674.1, XP_023619678.1, XP_023619675.1, XP_023619676.1, XP_023619673.1	XP_010588772.1
OG0004010	XP_006084629.1	XP_023409064.1
OG0004011	XP_006084577.1, XP_006084576.1, XP_014307458.1, XP_023606077.1	XP_003414184.2
OG0004012	XP_006094515.1	XP_010591254.1, XP_023407572.1
OG0004013	XP_006090989.1	XP_003413024.1
OG0004014	XP_023613117.1, XP_023613116.1, XP_006092911.1, XP_014314764.1	XP_010591211.1
OG0004015	XP_006084811.1	XP_003412977.1
OG0004016	XP_006084817.1	XP_003412844.1
OG0004017	XP_014309341.1	XP_003408127.1
OG0004018	XP_023615148.1, XP_023615147.1, XP_023615149.1	XP_003408178.2
OG0004019	XP_023607927.1	XP_023401139.1
OG0004020	XP_006081528.2	XP_010586368.1, XP_010586369.1, XP_003408118.1
OG0004021	XP_023607581.1	XP_023397709.1
OG0004022	XP_006084894.1	XP_023407305.1
OG0004023	XP_006084880.1	XP_003412949.1
OG0004025	XP_006083248.1	XP_010601163.1
OG0004026	XP_006083270.1	XP_003405874.1
OG0004027	XP_014323576.1	XP_010601127.1
OG0004028	XP_006082425.1	XP_023398432.1
OG0004029	XP_006082814.2	XP_023398806.1
OG0004030	XP_014318049.2	XP_010600366.1
OG0004031	XP_023617049.1	XP_003405947.1
OG0004032	XP_006094906.1	XP_023404095.1
OG0004033	XP_006109089.3	XP_010593230.1
OG0004034	XP_006096966.1	XP_023409934.1, XP_003415230.1
OG0004035	XP_006096962.1	XP_023409720.1
OG0004037	XP_023606228.1	XP_023397065.1
OG0004038	XP_006090643.2	XP_010596080.2
OG0004039	XP_014318481.1	XP_010596001.1
OG0004040	XP_023616719.1	XP_010595987.1
OG0004041	XP_006082903.1	XP_023407170.1
OG0004042	XP_023619507.1	XP_003412794.1
OG0004043	XP_006082995.1	XP_003412736.2, XP_023407225.1
OG0004044	XP_006082865.1	XP_010590997.1
OG0004045	XP_006084752.1	XP_023394647.1
OG0004046	XP_006082370.1	XP_023409670.1
OG0004047	XP_014313859.1, XP_023613630.1, XP_014313869.1	XP_023395728.1
OG0004048	XP_023613327.1	XP_023395224.1
OG0004049	XP_014310386.1	XP_023396171.1
OG0004050	XP_006099900.1	XP_010590303.1
OG0004052	XP_023606792.1	XP_023401420.1
OG0004053	XP_006102030.1	XP_023410150.1
OG0004054	XP_014306322.2	XP_023412538.1, XP_023412537.1
OG0004055	XP_006092095.1	XP_003421440.3, XP_010599227.1, XP_010601047.2, XP_003421442.1, XP_003421441.1, XP_003421443.1, XP_010599228.1
OG0004063	XP_023609396.1	XP_023405591.1
OG0004064	XP_023617028.1	XP_010596321.1
OG0004065	XP_023619170.1	XP_023410564.1
OG0004067	XP_014302300.1	XP_023406387.1
OG0004068	XP_006106938.1, XP_006097810.1	XP_003414924.1
OG0004069	XP_023600096.1, XP_023600105.1, XP_023600098.1	XP_023408996.1
OG0004070	XP_006109420.1	XP_003420941.1
OG0004071	XP_023612305.1, XP_023612304.1	XP_023415496.1
OG0004072	XP_014320677.1	XP_003404498.1
OG0004073	XP_023600035.1	XP_010591406.1
OG0004074	XP_023607115.1	XP_010598032.1
OG0004076	XP_014317869.1	XP_003407888.1
OG0004077	XP_023600078.1	XP_023414001.1
OG0004078	XP_023612490.1	XP_003414842.1
OG0004079	XP_014309090.1	XP_023406889.1
OG0004080	XP_023601911.1	XP_023407650.1
OG0004081	XP_006106608.1	XP_003419664.1, XP_010597379.1
OG0004082	XP_006104444.2	XP_003422289.1
OG0004083	XP_023605173.1	XP_010598907.1
OG0004084	XP_023607530.1	XP_003411267.1, XP_023405214.1
OG0004085	XP_023610728.1, XP_023610727.1, XP_006090141.1	XP_003419002.1
OG0004086	XP_006083213.1	XP_003405842.1
OG0004087	XP_014313603.1, XP_023611990.1	XP_023406050.1, XP_023406052.1
OG0004088	XP_023601855.1	XP_003420347.1
OG0004089	XP_023599138.1	XP_023396086.1
OG0004092	XP_023601362.1	XP_023404200.1, XP_023404199.1, XP_023404201.1
OG0004094	XP_006099362.1	XP_003419115.1, XP_023415104.1
OG0004095	XP_006089974.1	XP_010588593.2
OG0004096	XP_006085553.1, XP_014308395.1	XP_023408875.1
OG0004097	XP_006108684.1	XP_003419840.2
OG0004098	XP_006094360.1	XP_023400823.1
OG0004099	XP_006102546.1, XP_014323319.1	XP_003419590.1
OG0004100	XP_023608243.1	XP_023408956.1
OG0004102	XP_006093809.1, XP_014315509.1, XP_006093807.1, XP_023613856.1	XP_023411528.1
OG0004103	XP_023620239.1	XP_003417820.1
OG0004104	XP_023616642.1	XP_010588169.1
OG0004105	XP_006095585.1	XP_003416962.1
OG0004106	XP_006092639.1	XP_003406902.1
OG0004107	XP_006106307.1	XP_003420477.1
OG0004108	XP_006091002.1	XP_003413017.1
OG0004109	XP_014306482.2	XP_023415613.1, XP_023415614.1
OG0004110	XP_006096329.1, XP_023604247.1	XP_010584802.1
OG0004111	XP_006083492.1	XP_023411069.1
OG0004114	XP_006093665.1	XP_023395329.1
OG0004115	XP_014310266.1	XP_010601063.1, XP_023398219.1
OG0004116	XP_006103146.1	XP_003421370.1
OG0004116	XP_006099756.1	XP_003413336.3
OG0004117	XP_006094609.1	XP_003421608.1
OG0004119	XP_006087590.1	XP_003421684.1, XP_003423644.1
OG0004120	XP_023614425.1, XP_014316086.2, XP_006094451.1	XP_003414202.1
OG0004121	XP_006093952.1, XP_023613971.1, XP_006093927.1, XP_014315589.1	XP_023402717.1, XP_003404139.1
OG0004122	XP_006106800.2	XP_023399505.1
OG0004123	XP_014309942.1	XP_003406324.1
OG0004124	XP_023605986.1	XP_023411180.1
OG0004125	XP_006084504.1, XP_023605985.1	XP_023411012.1
OG0004126	XP_006084484.1	XP_023410102.1, XP_003404055.1
OG0004127	XP_023613989.1	XP_003419247.1
OG0004128	XP_023613959.1	XP_023415108.1, XP_023415106.1, XP_023415107.1, XP_003419248.1
OG0004129	XP_023613990.1, XP_006103829.1	XP_023415139.1
OG0004130	XP_006089253.1	XP_003404314.2
OG0004131	XP_023614901.1	XP_003404274.1, XP_010592329.1, XP_010592295.1
OG0004132	XP_023603262.1, XP_023601822.1	XP_023400441.1
OG0004133	XP_023620675.1, XP_023620674.1	XP_003407413.1
OG0004134	XP_023599325.1	XP_023401060.1
OG0004137	XP_023604268.1	XP_023398997.1
OG0004138	XP_014306450.1	XP_023399834.1
OG0004139	XP_006108614.1	XP_010584821.1
OG0004140	XP_006081387.1	XP_003408148.1
OG0004141	XP_006106480.1	XP_003406508.2, XP_023398943.1
OG0004142	XP_014306575.1, XP_014323035.1	XP_023398881.1
OG0004143	XP_023600638.1	XP_023398854.1
OG0004144	XP_014318082.1	XP_023395649.1
OG0004146	XP_006098725.1, XP_023618119.1	XP_010598661.1
OG0004147	XP_023618126.1	XP_023395591.1
OG0004148	XP_006098759.1	XP_003420810.1
OG0004149	XP_023603877.1, XP_006109030.1, XP_014304854.1	XP_023411424.1
OG0004150	XP_006105811.1	XP_010591380.1, XP_010591381.1, XP_010591382.1, XP_023407796.1
OG0004151	XP_023601807.1	XP_023408260.1
OG0004151	XP_023601808.1	XP_023407835.1
OG0004152	XP_014302975.2	XP_023404632.1
OG0004153	XP_006093774.1	XP_003410607.1
OG0004154	XP_006098279.1	XP_010589036.1
OG0004155	XP_023607910.1	XP_023406136.1
OG0004156	XP_014308081.1	XP_010586460.1
OG0004157	XP_023607254.1, XP_023607251.1, XP_014307901.1	XP_003408111.2
OG0004158	XP_023602254.1, XP_023605086.1	XP_003416392.1, XP_023411323.1
OG0004159	XP_014315898.1	XP_003415525.1
OG0004160	XP_006094093.1	XP_010593367.1
OG0004161	XP_006094088.2	XP_003415281.2
OG0004162	XP_006094051.1	XP_023407762.1
OG0004163	XP_023601872.1	XP_010591354.1
OG0004164	XP_006094049.1	XP_010591356.1
OG0004165	XP_023600970.1	XP_023408244.1
OG0004166	XP_023612292.1	XP_003404780.1
OG0004167	XP_006081282.1	XP_003405028.1
OG0004168	XP_006081303.1, XP_023605946.1	XP_023401370.1
OG0004169	XP_014301824.1	XP_003413845.2
OG0004170	XP_014301811.1	XP_023408831.1
OG0004171	XP_023603255.1	XP_003413943.1
OG0004172	XP_006106471.2	XP_023408804.1
OG0004173	XP_023602696.1	XP_010592097.1
OG0004177	XP_006109037.1	XP_023408734.1
OG0004178	XP_023601137.1	XP_023405501.1
OG0004179	XP_023609420.1	XP_010589719.1
OG0004181	XP_023610372.1, XP_006089763.1	XP_003409326.1
OG0004182	XP_006109773.1	XP_023402750.1
OG0004183	XP_006089786.1	XP_003409336.1
OG0004184	XP_006106819.1, XP_023605107.1	XP_003409086.1
OG0004185	XP_006090325.1	XP_003409106.1
OG0004186	XP_023617186.1	XP_023407240.1, XP_023407248.1, XP_003404710.1
OG0004187	XP_023620272.1	XP_003404696.1
OG0004188	XP_014311621.1, XP_014311620.1, XP_006089118.1	XP_010590577.1
OG0004189	XP_014311656.1	XP_023406615.1
OG0004191	XP_006093573.1	XP_003418281.1
OG0004192	XP_006098928.1	XP_003417463.1
OG0004193	XP_006106589.1	XP_003417524.1, XP_003423775.3
OG0004194	XP_006098369.1	XP_003418255.1
OG0004195	XP_006105485.1	XP_003418252.1, XP_023413991.1
OG0004196	XP_006106420.1	XP_023413921.1
OG0004197	XP_006104368.1	XP_010596213.1
OG0004198	XP_006100708.1	XP_023413931.1
OG0004199	XP_023613683.1	XP_010596194.1
OG0004200	XP_006093549.1	XP_003415678.1
OG0004203	XP_006094733.1, XP_014306555.1	XP_010593727.1
OG0004204	XP_006100722.1, XP_023610730.1	XP_003416902.1
OG0004205	XP_006102840.1, XP_023602535.1, XP_006105916.1, XP_006107779.1, XP_006102839.1, XP_014303422.1	XP_023411917.1
OG0004206	XP_023601958.1	XP_023412141.1
OG0004207	XP_014303109.1	XP_003416799.1, XP_023412171.1
OG0004208	XP_006102656.1	XP_023412196.1
OG0004209	XP_014301906.1	XP_003416830.1
OG0004210	XP_023600848.1	XP_003420713.1
OG0004211	XP_023610449.1	XP_023405264.1
OG0004212	XP_006089847.1	XP_003411086.1
OG0004213	XP_023603706.1	XP_003413540.1
OG0004214	XP_023603050.1	XP_023407886.1
OG0004215	XP_006102970.2	XP_003413531.1
OG0004216	XP_014302958.1	XP_023407839.1, XP_003413527.1
OG0004217	XP_023602746.1	XP_010596086.1
OG0004218	XP_023616866.1	XP_010596093.1
OG0004219	XP_014318625.1	XP_023413755.1
OG0004220	XP_006097410.1	XP_010596100.1
OG0004221	XP_014309774.1	XP_003418123.2
OG0004222	XP_023608332.1, XP_014309781.1	XP_003418127.1
OG0004223	XP_023608306.1	XP_003418199.1
OG0004224	XP_006087112.1, XP_023608353.1	XP_003418139.1
OG0004225	XP_023608356.1	XP_023413760.1
OG0004226	XP_023611837.1, XP_014313451.1, XP_014313449.1, XP_023611836.1	XP_003417207.1
OG0004227	XP_023618854.1	XP_003417159.1
OG0004228	XP_006099450.1	XP_023412319.1
OG0004229	XP_023608319.1	XP_003418213.1
OG0004230	XP_006088279.1	XP_010594606.1
OG0004231	XP_006081127.1, XP_023618995.1, XP_014309591.1, XP_023618960.1	XP_010594583.1, XP_010594584.1
OG0004232	XP_023617208.1	XP_003416569.1
OG0004233	XP_014304654.1	XP_010594569.1
OG0004234	XP_006106097.1	XP_023414748.1
OG0004235	XP_006105002.1	XP_010596775.2
OG0004236	XP_014304013.1, XP_014304894.1	XP_023414626.1
OG0004237	XP_023609203.1, XP_006109058.1	XP_010596723.1
OG0004238	XP_023611077.1	XP_023413158.1
OG0004239	XP_014321805.1	XP_010595722.2
OG0004240	XP_023620244.1	XP_023413302.1
OG0004241	XP_014302652.1	XP_010595817.1
OG0004242	XP_023612850.1	XP_023403213.1
OG0004243	XP_023612893.1	XP_010587844.1
OG0004244	XP_006092674.1	XP_003409586.1
OG0004245	XP_023612886.1	XP_023403198.1
OG0004246	XP_023613438.1	XP_010596402.1
OG0004247	XP_023609183.1	XP_023411795.1
OG0004248	XP_014308569.1	XP_023404026.1
OG0004249	XP_006107799.1	XP_003410253.1
OG0004250	XP_014305019.2	XP_023404000.1
OG0004251	XP_023614690.1	XP_023404147.1
OG0004252	XP_006089978.1	XP_023404177.1, XP_023404178.1
OG0004253	XP_006089975.1	XP_010588590.1
OG0004255	XP_014312300.1	XP_003411006.1
OG0004256	XP_023609763.1, XP_023605089.1	XP_010589285.1
OG0004257	XP_006088997.1	XP_023405020.1
OG0004258	XP_006097815.1	XP_023409729.1
OG0004259	XP_014320579.1	XP_023410002.1
OG0004260	XP_023604707.1, XP_023600284.1	XP_003411058.1
OG0004261	XP_023603580.1, XP_023601538.1	XP_023404928.1
OG0004262	XP_023617326.1	XP_023409708.1
OG0004263	XP_006097852.1	XP_003415203.1
OG0004264	XP_006097865.1	XP_003414987.1
OG0004265	XP_006097909.1, XP_023617329.1, XP_006097906.1, XP_014319065.1, XP_014319067.1	XP_003415172.1
OG0004266	XP_006095148.1	XP_003414972.1
OG0004267	XP_006095202.1	XP_003415136.1, XP_010593054.1, XP_010593055.1
OG0004268	XP_006085178.1	XP_003406355.1
OG0004269	XP_023606637.1	XP_023399604.1, XP_010585048.1, XP_010585049.1, XP_010585050.1
OG0004270	XP_006109032.3	XP_003406394.1
OG0004271	XP_023606608.1, XP_014308456.1	XP_023399567.1
OG0004273	XP_014320957.1	XP_010598860.1
OG0004274	XP_006102317.1	XP_023395876.1
OG0004275	XP_023599454.1	XP_003421053.2
OG0004276	XP_006102284.2	XP_010598850.1
OG0004277	XP_006085916.1	XP_023402386.1
OG0004278	XP_023607294.1	XP_010586882.1
OG0004279	XP_006085897.1	XP_003408900.1
OG0004280	XP_014320290.1	XP_003408515.1
OG0004281	XP_006097020.1	XP_003408687.1
OG0004282	XP_006099635.1	XP_003408731.1, XP_023401981.1
OG0004283	XP_023615683.1	XP_023401991.1
OG0004284	XP_006081724.1	XP_023404419.1
OG0004285	XP_023617953.1	XP_010587052.1
OG0004286	XP_006087017.1	XP_003408842.1, XP_010587080.1
OG0004287	XP_023600383.1	XP_023402423.1
OG0004288	XP_006109381.1	XP_023402418.1
OG0004289	XP_023602886.1	XP_010587152.1
OG0004291	XP_006092394.1	XP_003414312.1, XP_010592926.1
OG0004292	XP_006095034.1, XP_014306338.1, XP_006095033.1, XP_006095003.1	XP_003414779.1, XP_023409169.1
OG0004294	XP_023603678.1, XP_006107231.1	XP_003417292.1
OG0004295	XP_014321713.1	XP_023409429.1
OG0004296	XP_023603189.1, XP_006106688.1, XP_014304073.1	XP_010595335.1
OG0004297	XP_023604484.1	XP_003417348.1
OG0004299	XP_006103489.1	XP_003417308.1
OG0004300	XP_006106540.1	XP_023412703.1
OG0004301	XP_006092217.1	XP_003414374.1
OG0004302	XP_006092318.1	XP_023409206.1
OG0004303	XP_006092215.1	XP_003414373.1
OG0004304	XP_023612513.1	XP_023409541.1
OG0004305	XP_023612668.1	XP_003414302.1
OG0004306	XP_006092452.1, XP_006092453.1	XP_010592762.2
OG0004307	XP_006098979.1	XP_023409176.1
OG0004308	XP_006102919.1	XP_003414664.1
OG0004309	XP_006093054.1, XP_006109047.1, XP_006109048.1	XP_023409319.1
OG0004310	XP_023615389.1, XP_023605049.1	XP_023409315.1
OG0004311	XP_014320810.1, XP_006099938.1	XP_003414587.1, XP_010592527.1
OG0004312	XP_023619281.1	XP_003414585.1
OG0004313	XP_014320215.1	XP_023412019.1
OG0004315	XP_006103239.1	XP_003407692.1
OG0004316	XP_023600229.1	XP_010585892.2
OG0004317	XP_006103184.1, XP_006103185.1, XP_014301048.1	XP_003407486.2
OG0004318	XP_006102150.1	XP_003407761.2
OG0004319	XP_014317683.1, XP_023605078.1	XP_003407785.1
OG0004320	XP_006096326.2	XP_003407791.1
OG0004321	XP_006096335.1	XP_023400704.1
OG0004322	XP_014315480.1	XP_003405156.1
OG0004323	XP_023615218.1	XP_003405642.2
OG0004324	XP_006106433.1	XP_023398083.1
OG0004325	XP_006098576.1	XP_003419784.1
OG0004326	XP_014314630.1	XP_023415739.1, XP_003419838.1, XP_023415738.1
OG0004327	XP_023602828.1	XP_003417600.2
OG0004328	XP_006083378.1	XP_003417642.1
OG0004329	XP_014302580.1	XP_003417628.1
OG0004330	XP_023619794.1, XP_006081133.1	XP_023403323.1
OG0004331	XP_023619518.1	XP_010588298.1
OG0004332	XP_006086633.1	XP_003404833.1
OG0004333	XP_023607763.1	XP_023405099.1
OG0004334	XP_023607872.1	XP_003404574.2
OG0004335	XP_023617635.1	XP_010586206.2
OG0004336	XP_023618181.1	XP_003407674.1
OG0004337	XP_006102758.1	XP_010586141.1
OG0004338	XP_023611699.1	XP_023401111.1
OG0004339	XP_006103977.2	XP_003422501.1, XP_023397423.1
OG0004340	XP_023601613.1	XP_023397182.1
OG0004341	XP_006105215.1, XP_006109619.3	XP_003421099.2
OG0004342	XP_006110087.3	XP_003421084.2
OG0004343	XP_006090769.1	XP_003404470.2
OG0004344	XP_006089411.3	XP_023402731.1
OG0004345	XP_006089400.1	XP_023400103.1
OG0004346	XP_014313901.1	XP_003404392.1
OG0004348	XP_006098078.1	XP_003404361.1
OG0004349	XP_023614430.1	XP_003414107.1
OG0004350	XP_023607724.1, XP_023607725.1, XP_023607723.1, XP_014309190.1	XP_023401828.1
OG0004351	XP_014315162.1, XP_023605029.1	XP_023401774.1
OG0004352	XP_023613543.1	XP_003408238.1
OG0004353	XP_023602926.1	XP_003408240.1
OG0004354	XP_006108090.1	XP_003422443.1
OG0004355	XP_006109332.3	XP_023397375.1
OG0004356	XP_006107211.1	XP_023397360.1
OG0004358	XP_023604064.1	XP_003422976.1
OG0004359	XP_006107368.1	XP_023397877.1
OG0004360	XP_006101336.1	XP_023410808.1
OG0004361	XP_014316114.1	XP_023409126.1
OG0004362	XP_023609282.1, XP_023604893.1	XP_023395741.1
OG0004363	XP_006088406.1	XP_023400396.1
OG0004364	XP_014310978.1	XP_023400376.1
OG0004365	XP_023611107.1	XP_003407294.1
OG0004366	XP_006085075.1	XP_010585553.1, XP_003407162.1
OG0004367	XP_006088845.1	XP_003407117.1
OG0004370	XP_014309968.1	XP_003415383.2
OG0004371	XP_023608481.1	XP_023410348.1
OG0004372	XP_006099202.1	XP_010593524.1
OG0004373	XP_023614262.1	XP_023410309.1
OG0004374	XP_006094239.1	XP_023410281.1
OG0004375	XP_006087386.1, XP_023608544.1, XP_023608543.1	XP_010589584.2
OG0004376	XP_023608506.1	XP_010589612.1
OG0004377	XP_006098238.1	XP_023410427.1
OG0004378	XP_006098246.1	XP_003415403.3
OG0004379	XP_014310267.2	XP_023398222.1
OG0004380	XP_014306975.1	XP_003405309.1
OG0004381	XP_014317514.2	XP_003405312.1
OG0004382	XP_023605685.1	XP_003405320.1, XP_023415660.1, XP_023415657.1
OG0004383	XP_006084172.1	XP_023415704.1
OG0004384	XP_023610694.1	XP_023412904.1
OG0004385	XP_023608756.1	XP_023410735.1
OG0004385	XP_023611313.1	XP_023410737.1
OG0004386	XP_006108736.1, XP_014303615.1, XP_006088365.1	XP_003420268.2
OG0004387	XP_023614663.1	XP_003420261.1
OG0004388	XP_023600289.1	XP_023395568.1
OG0004389	XP_023607593.1	XP_023406703.1
OG0004390	XP_023619697.1	XP_003415870.3
OG0004391	XP_006104648.2	XP_023406273.1
OG0004392	XP_006099911.1	XP_023406322.1
OG0004393	XP_014316058.1	XP_010594158.1
OG0004394	XP_023603141.1	XP_023411085.1
OG0004395	XP_023599882.1	XP_023396908.1
OG0004396	XP_014300953.1	XP_003420467.1
OG0004397	XP_006096878.2, XP_023616407.1, XP_006096877.1	XP_003413749.1
OG0004398	XP_006092560.1	XP_003409465.1
OG0004399	XP_006097560.1	XP_010587991.1, XP_003422014.1
OG0004400	XP_014316722.1	XP_023403164.1
OG0004401	XP_006095241.1	XP_023403160.1
OG0004402	XP_023614969.1	XP_010587788.1
OG0004403	XP_006095294.1, XP_014306703.2	XP_003409407.2
OG0004404	XP_006092152.1	XP_010590586.1
OG0004405	XP_006106124.1	XP_003407161.1
OG0004406	XP_006107978.2, XP_023606838.1	XP_003407259.1
OG0004407	XP_023612964.1, XP_023606786.1	XP_010586848.2, XP_003407237.1
