Orthogroup	Myotis_lucifugus	Sarcophilus_harrisii
OG0004457	XP_006096364.1	XP_031819472.1
OG0004458	XP_023607488.1	XP_031814379.1
OG0004460	XP_023608698.1	XP_031805021.1
OG0004461	XP_006099822.1	XP_003762697.1
OG0004462	XP_023605124.1	XP_031815659.1
OG0004463	XP_023605349.1	XP_031815677.1, XP_031815674.1, XP_031815675.1, XP_031815676.1
OG0004465	XP_006088725.1	XP_031813641.1
OG0004466	XP_006096381.2	XP_003766101.1, XP_031813610.1
OG0004467	XP_006096377.1, XP_023615966.1	XP_031813627.1
OG0004468	XP_014312666.1	XP_031813414.1
OG0004469	XP_006109960.2	XP_012401831.2
OG0004471	XP_006104257.1	XP_012395580.1, XP_003758196.1
OG0004472	XP_006088043.1	XP_003758200.1
OG0004473	XP_006088055.1	XP_003758214.1
OG0004474	XP_006096490.1	XP_023350453.1
OG0004475	XP_006096463.1	XP_031798667.1
OG0004476	XP_014311916.1, XP_006089442.1, XP_014311914.1, XP_014311915.1, XP_006109055.1	XP_003757096.1, XP_012409098.1
OG0004477	XP_006089458.1	XP_003757064.1
OG0004478	XP_014305677.1, XP_014305676.1, XP_023604557.1, XP_023610142.1, XP_014311951.1	XP_031805379.1
OG0004480	XP_023606657.1	XP_031809842.1
OG0004481	XP_014316942.1	XP_003757711.1
OG0004482	XP_014308455.1	XP_031817837.1
OG0004483	XP_023612455.1	XP_031816623.1, XP_031801006.1
OG0004484	XP_023606932.1	XP_031816703.1, XP_031816702.1, XP_031816704.1
OG0004485	XP_006105183.2	XP_031807013.1
OG0004486	XP_006082644.1	XP_003766199.1
OG0004487	XP_006082837.1	XP_003766174.2, XP_031813755.1, XP_031813753.1, XP_031813754.1
OG0004488	XP_006082687.1	XP_003766159.1
OG0004489	XP_023618267.1	XP_012405347.2
OG0004490	XP_023618438.1	XP_031824018.1
OG0004491	XP_023618752.1	XP_031824072.1, XP_031824073.1
OG0004492	XP_006083073.1	XP_031813317.1
OG0004493	XP_014304951.1	XP_031804865.1, XP_031804863.1, XP_031804864.1
OG0004495	XP_023602782.1	XP_031812637.1
OG0004496	XP_023602837.1	XP_031804303.1
OG0004497	XP_006103881.1	XP_012397901.1
OG0004498	XP_023600828.1	XP_031804384.1
OG0004499	XP_006105044.1, XP_006108683.3	XP_031804406.1
OG0004500	XP_006098384.1, XP_023617839.1	XP_003761188.2
OG0004501	XP_023601788.1	XP_031804780.1
OG0004502	XP_023602318.1	XP_031804784.1
OG0004503	XP_006099562.1	XP_031804970.1
OG0004505	XP_006088843.1	XP_031804904.1
OG0004506	XP_006096682.1	XP_031812853.1
OG0004507	XP_006106076.1	XP_031804500.1, XP_031804499.1, XP_031804501.1
OG0004508	XP_006084195.1	XP_031794164.1
OG0004510	XP_023612452.1	XP_023360413.2
OG0004511	XP_014314145.1, XP_006108486.2	XP_012406257.1, XP_031795352.1, XP_031795354.1
OG0004512	XP_023615709.1	XP_031794852.1
OG0004513	XP_023605755.1	XP_012406183.1
OG0004515	XP_006090723.1, XP_006090724.1	XP_003771204.1
OG0004516	XP_023611276.1	XP_031794336.1
OG0004517	XP_023611309.1	XP_031794337.1
OG0004518	XP_006091547.1	XP_031793891.1
OG0004519	XP_006091555.1	XP_031793873.1, XP_031793874.1
OG0004520	XP_014317297.1	XP_031793581.1
OG0004521	XP_014318785.2	XP_012400372.1
OG0004522	XP_023616281.1	XP_003755330.1
OG0004523	XP_023610604.1	XP_031811903.1
OG0004524	XP_014312388.1, XP_006090021.1	XP_031812070.1
OG0004525	XP_006090016.1	XP_031812081.1
OG0004526	XP_006090015.1	XP_031812082.1
OG0004527	XP_023599011.1	XP_031805212.1
OG0004528	XP_023609115.1	XP_031811677.1, XP_031811675.1, XP_031811678.1, XP_031811676.1, XP_023351791.1, XP_031811674.1, XP_031811679.1
OG0004529	XP_023601651.1	XP_031812881.1, XP_031812882.1
OG0004530	XP_023611236.1	XP_003759777.1
OG0004531	XP_023607675.1	XP_031802126.1, XP_003759753.1, XP_031802127.1
OG0004532	XP_023607674.1	XP_031802115.1
OG0004533	XP_006086416.1	XP_031802111.1
OG0004534	XP_014322987.1	XP_031802082.1
OG0004535	XP_006087535.1	XP_031807878.1
OG0004536	XP_006087559.1	XP_031807913.1
OG0004537	XP_006093091.1	XP_031807961.1
OG0004538	XP_023612162.1, XP_014308961.2	XP_003755962.2
OG0004539	XP_014315224.1	XP_031811250.1, XP_031811249.1, XP_031795478.1
OG0004540	XP_006087901.1	XP_031812499.1
OG0004541	XP_014310521.1	XP_031812474.1
OG0004542	XP_023608915.1	XP_031812423.1, XP_031812425.1, XP_031812422.1, XP_031812426.1, XP_031812424.1
OG0004543	XP_006104324.1, XP_006104325.1	XP_012402787.1
OG0004544	XP_014322741.1	XP_031815095.1
OG0004545	XP_023599085.1	XP_031815138.1
OG0004546	XP_006104502.2	XP_003766419.2
OG0004548	XP_023603377.1	XP_031798482.1, XP_031798483.1
OG0004549	XP_006104880.1	XP_003773036.1
OG0004550	XP_006101715.1	XP_031797666.1
OG0004551	XP_006094149.1, XP_006094148.1	XP_003774575.1
OG0004552	XP_006100344.1	XP_031799625.1
OG0004553	XP_023619696.1, XP_006100350.1	XP_003774219.2, XP_031797967.1, XP_031797712.1, XP_012407486.1
OG0004554	XP_014307598.1	XP_003773005.2
OG0004555	XP_006084622.1	XP_003772926.1
OG0004557	XP_023617856.1	XP_031814744.1
OG0004558	XP_023614632.1	XP_003763594.1
OG0004559	XP_023607395.1, XP_006098421.1	XP_003763580.1
OG0004560	XP_014316148.2	XP_012399965.1, XP_012399964.1
OG0004561	XP_014312490.1	XP_031815495.1
OG0004562	XP_023617623.1, XP_023617612.1	XP_031801941.1, XP_023351660.2
OG0004563	XP_023606357.1	XP_031824615.1
OG0004564	XP_023609646.1	XP_031813528.1, XP_031813527.1
OG0004565	XP_014313885.2	XP_012397082.3
OG0004567	XP_006091821.1	XP_031802684.1
OG0004568	XP_014303418.1	XP_012405655.1
OG0004569	XP_023608906.1, XP_014314674.1, XP_023613045.1, XP_023613044.1	XP_031801005.1
OG0004572	XP_023601002.1, XP_014301091.1, XP_006083234.1	XP_031816373.1
OG0004573	XP_023599211.1	XP_031816270.1
OG0004574	XP_006083095.1	XP_003764074.1
OG0004575	XP_006082785.1	XP_031816152.1
OG0004576	XP_023615726.1, XP_014316697.1, XP_023615729.1, XP_006082445.1	XP_003764136.1, XP_031816089.1
OG0004577	XP_023615978.1	XP_031814198.1
OG0004578	XP_006082506.1	XP_023356433.2
OG0004579	XP_014317848.1	XP_012401849.1
OG0004580	XP_014318135.1	XP_031813924.1
OG0004581	XP_014318212.1	XP_031813900.1
OG0004582	XP_014318391.1, XP_006082595.1, XP_014318394.1	XP_003765970.1
OG0004583	XP_006082610.1	XP_031813870.1
OG0004584	XP_006082607.1	XP_031813876.1, XP_031813877.1, XP_031813875.1
OG0004585	XP_006082833.1, XP_023602813.1	XP_003766195.1
OG0004586	XP_023616473.1	XP_023359831.1
OG0004587	XP_023614762.1	XP_031793092.1
OG0004588	XP_023600713.1	XP_031822935.1
OG0004589	XP_023600766.1	XP_031792657.1
OG0004590	XP_023600765.1	XP_012403066.1
OG0004592	XP_014317628.1	XP_023363031.2
OG0004594	XP_006108421.1	XP_031814881.1
OG0004595	XP_006103850.1	XP_012401554.2
OG0004596	XP_023603751.1	XP_012401547.2
OG0004597	XP_006088638.1	XP_031814821.1
OG0004598	XP_014311181.1	XP_031814807.1
OG0004599	XP_006090621.1	XP_031815269.1
OG0004600	XP_006097195.1	XP_031813105.1
OG0004601	XP_014318478.1	XP_031801060.1
OG0004602	XP_006082902.1, XP_014320838.1	XP_031801116.1
OG0004603	XP_006082933.1	XP_031800571.1
OG0004604	XP_006084743.1	XP_031800808.1
OG0004605	XP_014315125.1, XP_014315119.1	XP_031800752.1, XP_031800753.1
OG0004606	XP_023614353.1	XP_031800323.1
OG0004607	XP_006082191.1	XP_031801065.1
OG0004608	XP_023613798.1, XP_023613789.1	XP_031801103.1
OG0004609	XP_023612853.1	XP_031800184.1
OG0004610	XP_023608751.1	XP_031800811.1, XP_031800812.1, XP_031800810.1
OG0004612	XP_023606342.1	XP_031823920.1, XP_023359530.1, XP_023359531.1, XP_003770221.1
OG0004613	XP_006110001.2	XP_003774940.2
OG0004615	XP_023617992.1	XP_003763907.1
OG0004625	XP_006109562.1, XP_006084380.1	XP_023360339.1, XP_031794162.1
OG0004626	XP_006090491.1	XP_003761937.1
OG0004627	XP_006092285.1	XP_031822375.1
OG0004628	XP_014314922.1, XP_006093088.1	XP_031807958.1, XP_031807959.1
OG0004629	XP_006082269.1	XP_023362824.1
OG0004630	XP_023610490.1	XP_003767564.1
OG0004631	XP_006081234.1	XP_031824518.1
OG0004632	XP_006091009.1	XP_031815590.1, XP_031815589.1
OG0004633	XP_023611579.1	XP_023354811.1
OG0004634	XP_023603300.1	XP_023353765.2
OG0004635	NP_001303843.1	XP_003768501.1
OG0004637	XP_023599708.1	XP_003768806.2
OG0004639	XP_006084229.1	XP_031793562.1, NP_001295909.1
OG0004641	XP_006083715.1	XP_031796197.1
OG0004645	XP_023607253.1	XP_003759100.1
OG0004646	XP_014317582.1	XP_031801143.1
OG0004647	XP_006105534.1	XP_012404415.1
OG0004648	XP_023618907.1	XP_031813077.1, NP_001295923.1
OG0004649	XP_023607687.1	XP_031802093.1
OG0004650	XP_023599219.1, XP_006102063.1	XP_003761206.1
OG0004651	XP_023609777.1, XP_006089048.2	XP_031792861.1
OG0004652	XP_006095335.1	XP_031823394.1
OG0004653	XP_006095615.1, XP_023610601.1	XP_023359468.1
OG0004654	XP_006106026.1, XP_014303490.1	XP_003757971.2, XP_031806995.1
OG0004655	XP_023612895.1	XP_012407533.1
OG0004656	XP_023604323.1	XP_031819621.1
OG0004657	XP_023600155.1	XP_003758833.1
OG0004658	XP_006081326.1	XP_003759936.1
OG0004659	XP_006095368.1, XP_014316859.1	XP_003768081.1
OG0004662	XP_006087751.1	XP_023363051.1
OG0004663	XP_006097310.1	XP_012401043.1
OG0004664	XP_006109734.1	XP_003766518.2
OG0004666	XP_006096271.1	XP_031814179.1
OG0004667	XP_006086562.1	XP_003756655.1
OG0004668	XP_006110185.2	XP_012399930.2
OG0004669	XP_023602043.1	XP_023350980.1
OG0004669	XP_023620061.1, XP_006108881.1	XP_031805784.1
OG0004670	XP_006091229.3	XP_031805934.1
OG0004671	XP_023603567.1	XP_012405702.1
OG0004672	XP_006083072.1, XP_006083071.1, XP_023599897.1, XP_023599901.1	XP_031813327.1
OG0004673	XP_006102396.1	XP_003757922.1
OG0004674	XP_006096717.1	XP_031819016.1
OG0004675	XP_023614199.1	XP_031799887.1
OG0004676	XP_014303218.1, XP_023605034.1	XP_031821059.1
OG0004677	XP_023610088.1	XP_031805376.1
OG0004678	XP_006093666.1	XP_012407054.1, XP_031794952.1
OG0004679	XP_023617086.1	XP_012397250.1
OG0004680	XP_006102939.1	XP_031817240.1, XP_031817241.1
OG0004681	XP_014312449.1	XP_031811924.1
OG0004682	XP_023607353.1	XP_031811144.1
OG0004683	XP_023606063.1	XP_012407491.1
OG0004684	XP_023615328.1, XP_014317038.1	XP_012405248.3
OG0004685	XP_006089511.1	XP_023362779.1, XP_023362774.1
OG0004686	XP_014317249.1	XP_003772625.1
OG0004687	XP_006100736.1	XP_031813206.1
OG0004688	XP_023611756.1	XP_031805951.1
OG0004692	XP_006087531.1	XP_003755788.1, XP_003755787.2, XP_012399460.3, XP_012396395.1, XP_023354491.1
OG0004694	XP_006089291.1	XP_031820194.1
OG0004695	XP_006105377.1	XP_031819119.1
OG0004696	XP_006096794.1	XP_031819037.1, XP_031819038.1, XP_031800554.1
OG0004697	XP_014313098.1	XP_031802559.1, XP_012397026.1
OG0004698	XP_023611396.1	XP_012397025.1
OG0004699	XP_006087234.1	XP_031802042.1, XP_012396682.1
OG0004700	XP_006084518.1	XP_031820095.1
OG0004701	XP_014307365.1	XP_012404809.2
OG0004702	XP_006084560.1	XP_031820046.1
OG0004703	XP_006084466.2	XP_031793546.1
OG0004704	XP_006084555.1	XP_031793508.1
OG0004705	XP_023605054.1, XP_006109078.2, XP_023613985.1	XP_003769603.1
OG0004706	XP_023613987.1, XP_006108832.2	XP_031793444.1
OG0004707	XP_006093933.1	XP_012404879.1
OG0004708	XP_006090295.1	XP_031805331.1
OG0004709	XP_006089233.1	XP_031820240.1
OG0004710	XP_006089255.1	XP_031820228.1
OG0004711	XP_023614906.1	XP_031820142.1, XP_031820141.1
OG0004712	XP_006100085.2	XP_031801322.1, XP_031801321.1
OG0004713	XP_006100079.1	XP_031801332.1
OG0004714	XP_014309571.2	XP_031799406.1
OG0004715	XP_014321908.1	XP_031799378.1
OG0004716	XP_014315830.1	XP_012399536.1, XP_012399534.1, XP_012399535.1, XP_012399533.1
OG0004717	XP_023614207.1	XP_023353674.1
OG0004718	XP_023614198.1, XP_006094189.1	XP_003762750.1
OG0004719	XP_023600055.1	XP_031799615.1
OG0004721	XP_006103310.1, XP_023600344.1	XP_023354315.1, XP_023354316.1, XP_023354314.1
OG0004723	XP_023603283.1	XP_031816963.1
OG0004725	XP_014306935.1	XP_031819383.1
OG0004727	XP_023602223.1	XP_031817654.1
OG0004730	XP_006107053.1, XP_006085755.1, XP_006085727.1, XP_006085730.1, XP_023611170.1, XP_006097065.1	XP_023362942.1, XP_012408976.2
OG0004731	XP_006108505.1	XP_031819313.1
OG0004733	XP_023602727.1	XP_031819096.1
OG0004736	XP_006102696.1	XP_031819700.1
OG0004737	XP_023599734.1	XP_031817492.1
OG0004738	XP_014318056.2	XP_031819032.1
OG0004739	XP_023616342.1	XP_031817458.1
OG0004740	XP_014318122.2	XP_031818972.1
OG0004741	XP_006096753.1	XP_031818987.1
OG0004742	XP_023618124.1	XP_031819651.1
OG0004743	XP_023618127.1	XP_012401147.1
OG0004744	XP_023603990.1	XP_031819677.1
OG0004746	XP_014317473.1	XP_031810246.1
OG0004747	XP_006108790.1	XP_031810262.1, XP_031810263.1
OG0004748	XP_023607931.1	XP_003756663.1
OG0004749	XP_006086549.1	XP_012406324.1
OG0004750	XP_014306685.1	XP_012400997.1, XP_031818398.1
OG0004751	XP_023607944.1	XP_012406672.1
OG0004752	XP_006086736.1	XP_031795595.1
OG0004753	XP_006086694.1	XP_012406693.1
OG0004754	XP_006085867.2	XP_012406339.1
OG0004755	XP_023617743.1	XP_003771475.1
OG0004756	XP_014309326.1, XP_006086574.1	XP_031809226.1
OG0004757	XP_006086577.1, XP_023607852.1	XP_023360753.1, XP_003756672.1
OG0004758	XP_006081442.1	XP_003759461.1
OG0004759	XP_023618639.1	XP_031805815.1, XP_003758637.2
OG0004760	XP_023618624.1	XP_031805793.1
OG0004761	XP_006094281.1, XP_006094280.1, XP_006094282.1	XP_031811244.1, XP_031818158.1
OG0004762	XP_006094292.1, XP_006094291.1, XP_023614280.1	XP_003765497.1
OG0004763	XP_023614210.1	XP_012401435.1, XP_031824672.1
OG0004765	XP_023616797.1	XP_003766615.2, XP_031818359.1
OG0004766	XP_006104169.1	XP_031818453.1
OG0004767	XP_014315770.2, XP_014315772.1, XP_014315769.2, XP_006094090.1	XP_003764925.1
OG0004768	XP_023614086.1	XP_031818501.1
OG0004769	XP_023600971.1, XP_006108936.1	XP_031818611.1
OG0004770	XP_006105806.1	XP_031818622.1
OG0004771	XP_006105813.1	XP_031817408.1
OG0004772	XP_006081339.1	XP_031821873.1
OG0004773	XP_023604998.1	XP_031794624.1
OG0004774	XP_023605856.1	XP_003759904.1
OG0004775	XP_023600997.1	XP_031811376.1
OG0004776	XP_006106465.2	XP_023352758.1
OG0004777	XP_023604436.1, XP_014306362.2	XP_031811438.1, XP_031811437.1
OG0004778	XP_006106744.1	XP_012397844.2
OG0004779	XP_023601190.1	XP_031798234.1
OG0004780	XP_006108273.2	XP_031798893.1
OG0004781	XP_006107659.1, XP_023601029.1	XP_031812874.1
OG0004782	XP_014311125.1	XP_031799802.1
OG0004783	XP_006093335.1	XP_031798692.1
OG0004784	XP_006108710.1, XP_023614864.1	XP_031798814.1
OG0004785	XP_023603841.1	XP_012407859.1, XP_031797743.1
OG0004787	XP_006096524.1	XP_012398562.1, XP_031801402.1
OG0004790	XP_023604815.1	XP_003767875.1
OG0004791	XP_006104803.1	XP_031822754.1
OG0004792	XP_023610400.1	XP_031812736.1
OG0004793	XP_014303003.1	XP_003755069.1, XP_031812727.1
OG0004794	XP_006090346.1	XP_031812410.1, XP_012396058.3
OG0004795	XP_014312620.1, XP_014312622.1, XP_006090323.1, XP_014312623.1, XP_014312621.1	XP_031812379.1
OG0004796	XP_006081661.1	XP_003756917.1
OG0004797	XP_006081658.1	XP_031809593.1
OG0004798	XP_023608488.1	XP_031809591.1
OG0004799	XP_023617203.1	XP_031809578.1
OG0004800	XP_006097738.1	XP_031809580.1
OG0004801	XP_014319689.1	XP_023361857.1
OG0004802	XP_006104535.1	XP_012407247.1
OG0004803	XP_023616991.1	XP_031809560.1
OG0004804	XP_023615157.1	XP_003759954.1
OG0004805	XP_023610735.1	XP_012396914.1
OG0004806	XP_023618319.1	XP_003764452.2
OG0004807	XP_023600483.1	XP_031816030.1
OG0004808	XP_023603181.1, XP_023604854.1	XP_023355191.2
OG0004809	XP_006109458.2	XP_031815962.1, XP_031815961.1, XP_031815959.1
OG0004810	XP_006104369.1	XP_012400411.2
OG0004811	XP_006103017.1	XP_003764237.1
OG0004812	XP_023613663.1	XP_012400477.2
OG0004813	XP_006099381.1	XP_031817002.1
OG0004814	XP_014323571.1	XP_012402441.1
OG0004815	XP_006102828.1	XP_003768845.1
OG0004816	XP_006105540.1	XP_003768827.1
OG0004817	XP_014303112.1, XP_006105547.1	XP_003768821.1
OG0004818	XP_023602290.1	XP_031821295.1
OG0004819	XP_023599698.1	XP_023358495.2, XP_031821317.1, XP_031821316.1, XP_031821319.1, XP_023358491.2, XP_031821320.1
OG0004820	XP_023619135.1, XP_023619133.1, XP_006099795.1, XP_023619134.1	XP_003770686.1
OG0004821	XP_006104933.2	XP_023353241.2
OG0004822	XP_006100087.1	XP_031824909.1
OG0004823	XP_006107716.1	XP_031818900.1
OG0004824	XP_006107271.1	XP_031819590.1
OG0004825	XP_006106233.1	XP_031805956.1
OG0004826	XP_023616877.1, XP_023606663.1	XP_031817001.1, XP_031806014.1
OG0004827	XP_023608324.1, XP_023608325.1	XP_031806041.1, XP_031806040.1, XP_023350856.1
OG0004828	XP_006087079.1	XP_003758510.1
OG0004829	XP_006087103.1	XP_023350394.1
OG0004830	XP_014306740.1	XP_031805829.1
OG0004831	XP_023618897.1, XP_006099505.1	XP_031806098.1, XP_003758477.1, XP_031806097.1, XP_031806100.1, XP_031806099.1
OG0004832	XP_023618864.1	XP_003759030.1
OG0004833	XP_006103751.1	XP_003761981.1
OG0004834	XP_006090539.1	XP_012398433.1
OG0004834	XP_023604368.1	XP_012404071.1
OG0004835	XP_006088290.1	XP_031811545.1
OG0004836	XP_006088351.1	XP_031823822.1, XP_031823821.1
OG0004837	XP_014310874.1	XP_031823830.1
OG0004838	XP_006081095.1	XP_031821143.1, XP_023358584.1
OG0004840	XP_023617171.1, XP_006097760.1, XP_023617169.1, XP_023617170.1	XP_031797669.1
OG0004841	XP_014304793.1	XP_031797269.1, XP_012407536.3
OG0004842	XP_023601835.1	XP_012398119.2
OG0004843	XP_006103545.1	XP_003761634.1
OG0004844	XP_014301403.1	XP_031795998.1
OG0004845	XP_014301408.2	XP_012398322.1
OG0004846	XP_023602348.1	XP_031818530.1
OG0004847	XP_006088255.1	XP_003761475.2
OG0004848	XP_006090447.1	XP_012398434.1
OG0004849	XP_006090460.2	XP_012398455.1
OG0004850	XP_006090481.1	XP_031801464.1
OG0004852	XP_023611060.1	XP_003761966.1
OG0004853	XP_006090531.3	XP_012398596.1
OG0004854	XP_014306004.1, XP_006100980.1	XP_031801733.1
OG0004855	XP_023620220.1	XP_031801783.1
OG0004856	XP_023600685.1	XP_023353536.1
OG0004857	XP_006103737.1, XP_006103735.1	XP_031801560.1
OG0004858	XP_006092609.1	XP_031823122.1
OG0004859	XP_014314505.1	XP_031823112.1
OG0004860	XP_006105134.1	XP_003769739.1
OG0004861	XP_014303938.2, XP_006097045.1	XP_031808692.1
OG0004862	XP_006086148.1	XP_031824735.1
OG0004863	XP_006107589.1	XP_003767596.3
OG0004864	XP_023604298.1	XP_023357650.2
OG0004867	XP_023601271.1, XP_006109566.3	XP_012403306.1
OG0004868	XP_006089958.1	XP_031793199.1, XP_003767735.1
OG0004869	XP_023610519.1	XP_031793228.1
OG0004871	XP_006110071.2	XP_003767431.1
OG0004872	XP_023601667.1	XP_003767839.1
OG0004873	XP_006095147.1	XP_031822541.1
OG0004874	XP_006085181.1	XP_023351621.1, XP_023351623.1, XP_003759576.1
OG0004875	XP_006085213.2	XP_031801903.1
OG0004876	XP_023601495.1, XP_006104519.1	XP_031802382.1
OG0004877	XP_006108971.2, XP_006089330.2	XP_031802482.1
OG0004878	XP_023610019.1	XP_031802496.1
OG0004879	XP_023610034.1	XP_031802523.1
OG0004880	XP_006093890.1	XP_012407930.2
OG0004881	XP_023599417.1	XP_031810944.1
OG0004882	XP_014321089.1	XP_023358475.1
OG0004883	XP_006100152.1	XP_023355281.2
OG0004884	XP_006102316.1	XP_031810947.1
OG0004885	XP_006105397.1	XP_023357004.1
OG0004886	XP_006085949.2	XP_031808132.1
OG0004887	XP_023616522.1	XP_031808696.1
OG0004888	XP_006099640.1	XP_031808502.1
OG0004889	XP_006099641.1	XP_003756356.1
OG0004890	XP_006091056.1	XP_031808630.1, XP_031808632.1, XP_031808631.1, XP_031808629.1
OG0004891	XP_006097693.1	XP_003756309.1
OG0004892	XP_023608249.1	XP_031808335.1, XP_031808334.1
OG0004893	XP_006108075.1	XP_031809164.1, XP_012406029.1, XP_031809163.1
OG0004896	XP_006104841.1	XP_031810666.1
OG0004897	XP_023604726.1	XP_023360835.1, XP_023360834.1
OG0004898	XP_006108025.1	XP_003768714.2
OG0004899	XP_014314373.1	XP_031821529.1
OG0004901	XP_006109920.2	XP_031821851.1
OG0004902	XP_006092417.1	XP_003768211.1, XP_031822174.1
OG0004903	XP_014314321.1	XP_031822176.1
OG0004904	XP_006099031.3	XP_003768406.1
OG0004905	XP_023605113.1, XP_014319980.1	XP_012402663.2, XP_003768387.1
OG0004906	XP_023602085.1	XP_003768422.1
OG0004907	XP_006095666.1	XP_012403522.2
OG0004908	XP_006095691.1	XP_031822361.1
OG0004909	XP_006104018.1	XP_012403558.1
OG0004910	XP_006101980.1	XP_031823441.1
OG0004911	XP_006095555.1	XP_012405230.1
OG0004912	XP_006095629.1	XP_031823538.1
OG0004913	XP_023618584.1	XP_031823642.1
OG0004914	XP_023618556.1	XP_003770169.2
OG0004915	XP_023601452.1	XP_012409429.1
OG0004916	XP_014305211.1, XP_023602501.1	XP_023350062.1
OG0004917	XP_006105729.1	XP_031810708.1
OG0004918	XP_006105733.1	XP_031810702.1
OG0004919	XP_006105735.2	XP_031810701.1
OG0004920	XP_014301077.1	XP_031810648.1
OG0004921	XP_023600243.1	XP_031810629.1
OG0004922	XP_006103196.1	XP_031810602.1, XP_031810603.1
OG0004923	XP_006102130.1	XP_031810567.1
OG0004924	XP_014322960.1	XP_031810543.1
OG0004925	XP_014322946.2	XP_031810202.1, XP_031810199.1, XP_031810196.1, XP_031810197.1, XP_031810198.1, XP_031810201.1, XP_031810200.1
OG0004926	XP_006096322.1	XP_031810150.1
OG0004927	XP_023615925.1	XP_031810126.1
OG0004928	XP_023603313.1	XP_012403952.1
OG0004929	XP_006097945.1	XP_031796030.1, XP_031796031.1
OG0004930	XP_023613740.1	XP_031797070.1
OG0004931	XP_014315435.1	XP_031797019.1
OG0004932	XP_014315421.2	XP_023361182.1
OG0004933	XP_023613783.1	XP_003772321.2
OG0004934	XP_006082268.1	XP_003771682.1
OG0004935	XP_006095352.1	XP_003769991.1
OG0004937	XP_023605122.1	XP_031793605.1
OG0004938	XP_023618044.1	XP_003772285.1, XP_023361096.1
OG0004939	XP_006110033.2	XP_003771032.1
OG0004940	XP_006107199.1	XP_031793984.1, XP_031793983.1, XP_031793985.1
OG0004941	XP_006102493.1	XP_031795898.1, XP_031795899.1, XP_031795897.1, XP_031795900.1
