Orthogroup	Myotis_lucifugus	Canis_lupus_familiaris
OG0003234	XP_023607083.1, XP_006085713.1	XP_038443057.1, XP_038443060.1, XP_038443058.1, XP_038443059.1, XP_038443056.1
OG0003235	XP_006090634.1	XP_038443220.1, XP_038443219.1
OG0003236	XP_023611174.1, XP_023616723.1, XP_023611173.1, XP_006090647.1, XP_014312895.2, XP_023611172.1, XP_023616717.1	XP_038443305.1
OG0003237	XP_006097278.1, XP_006097279.1	XP_038443385.1
OG0003238	XP_006096202.1	XP_038443451.1
OG0003239	XP_006082148.1	XP_038444253.1
OG0003240	XP_023612953.1	XP_038444278.1, XP_038444279.1
OG0003241	XP_014310368.1, XP_006087733.1	XP_038444619.1, XP_038444626.1, XP_038444621.1, XP_038444623.1, XP_038444625.1, XP_038444622.1, XP_038444624.1, XP_038444620.1
OG0003242	XP_006087719.1	XP_038444637.1
OG0003247	XP_023605433.1	NP_001003052.1
OG0003248	XP_023609140.1	NP_001003118.1
OG0003249	XP_006094201.2	NP_001003132.1
OG0003250	XP_023599334.1	NP_001003135.2
OG0003251	XP_014315154.1	NP_001003246.2
OG0003252	XP_006089648.1, XP_006108937.1, XP_023605256.1, XP_023610283.1, XP_023610282.1	NP_001003302.1
OG0003254	XP_023616669.1	NP_001005261.1
OG0003255	XP_023615521.1	NP_001005380.1
OG0003256	XP_014310732.2	NP_001017515.1
OG0003257	XP_006089219.1	NP_001019806.1
OG0003258	XP_023610468.1	NP_001020570.1
OG0003259	XP_006096246.3, XP_023620270.1	NP_001028684.1
OG0003260	XP_006084261.1	NP_001041485.1
OG0003261	XP_006106429.1	NP_001041548.1
OG0003262	XP_006091945.1	NP_001041570.1
OG0003263	XP_006086302.1	NP_001295478.1, NP_001135729.1
OG0003265	XP_023604174.1	NP_001181892.1
OG0003266	XP_014301593.2	NP_001183951.1
OG0003267	XP_006084071.1	NP_001184013.1
OG0003268	XP_006094076.1	NP_001184066.1
OG0003269	XP_014304896.1, XP_023603937.1, XP_006108500.1, XP_023603935.1, XP_023603938.1, XP_006109269.2	NP_001184094.1
OG0003271	XP_006098387.1	NP_001229648.1
OG0003272	XP_014323290.1	XP_038419663.1
OG0003273	XP_006101720.1	NP_001239101.1
OG0003274	XP_006099804.2	NP_001239340.1
OG0003275	XP_006100065.1	NP_001243477.1
OG0003276	XP_006103302.1, XP_023604333.1	NP_001271415.1
OG0003277	XP_023619182.1	NP_001271420.1
OG0003278	XP_006102274.2	NP_001273887.1
OG0003279	XP_023614196.1	NP_001278901.1
OG0003280	XP_023614156.1	NP_001300730.1
OG0003281	XP_023607244.1	NP_001300793.1
OG0003282	XP_006088131.1	NP_001375460.1, NP_001375459.1
OG0003283	XP_006092145.1, XP_006092146.1, XP_006092144.1	NP_001375556.1
OG0003284	XP_006092151.1, XP_014313961.1	XP_038418411.1, NP_001375569.1
OG0003286	XP_006092148.2	NP_001375838.1
OG0003287	XP_014323534.2	NP_001375845.1
OG0003288	XP_006085688.1	XP_038381514.1, XP_038443014.1, XP_038433964.1
OG0003289	XP_006103253.3, XP_006108348.1	XP_038426602.1, XP_038381573.1, XP_038437342.1, XP_038404579.1
OG0003290	XP_006097472.1	XP_038381616.1
OG0003291	XP_006087199.1	XP_038381851.1
OG0003292	XP_014321841.1	XP_038381889.1
OG0003293	XP_006085142.1	XP_038381913.1
OG0003294	XP_014321898.2	XP_038383076.1
OG0003295	XP_023600342.1, XP_023600343.1	XP_038383256.1
OG0003296	XP_023604641.1, XP_023600447.1, XP_023600448.1	XP_038383446.1
OG0003297	XP_014308500.1	XP_038383492.1
OG0003299	XP_023604425.1	XP_038383814.1, XP_038383812.1, XP_038383813.1
OG0003300	XP_014304251.1	XP_038384075.1
OG0003301	XP_023604544.1, XP_006106755.3	XP_038384342.1
OG0003303	XP_006109274.1	XP_038384499.1
OG0003305	XP_023603873.1	XP_038385441.1
OG0003307	XP_006086772.1	XP_038385639.1
OG0003308	XP_023607257.1	XP_038386037.1
OG0003309	XP_023602044.1	XP_038386888.1
OG0003310	XP_023605115.1, XP_014300997.1	XP_038386956.1, XP_038386957.1, XP_038386955.1
OG0003311	XP_006102029.1	XP_038387438.1
OG0003312	XP_023600023.1	XP_038387874.1
OG0003313	XP_006081328.1	XP_038388376.1, XP_038420440.1
OG0003314	XP_023606209.1	XP_038422240.1
OG0003315	XP_006104027.1	XP_038388571.1, XP_038444725.1
OG0003316	XP_006104026.1	XP_038388589.1
OG0003317	XP_014301500.2	XP_038388730.1
OG0003318	XP_006107943.1	XP_038388883.1
OG0003319	XP_023615159.1	XP_038388910.1
OG0003320	XP_006090176.1	XP_038391250.1, XP_038391245.1, XP_038391252.1, XP_038389684.1
OG0003321	XP_006109085.2, XP_006109917.1	XP_038389911.1
OG0003322	XP_023619494.1	XP_038390487.1, XP_038390485.1, XP_038390486.1
OG0003323	XP_014310151.1	XP_038390557.1
OG0003324	XP_023604709.1	XP_038390715.1
OG0003325	XP_023609871.1	XP_038390885.1, XP_038390886.1, XP_038421185.1
OG0003326	XP_014318681.1	XP_038390984.1, XP_038390985.1, XP_038390983.1
OG0003327	XP_006107526.1	XP_038391051.1
OG0003328	XP_006090200.1	XP_038391182.1
OG0003329	XP_006099444.1	XP_038391483.1
OG0003331	XP_006101820.1, XP_006101822.1, XP_023599019.1	XP_038391636.1
OG0003332	XP_014302161.1	XP_038391932.1
OG0003333	XP_023604273.1, XP_006102672.1	XP_038392651.1
OG0003335	XP_014306762.1	XP_038393460.1
OG0003337	XP_006107682.1	XP_038393835.1
OG0003339	XP_023608333.1	XP_038394069.1
OG0003340	XP_006109646.2	XP_038394141.1
OG0003341	XP_006087128.1	XP_038394193.1
OG0003342	XP_023611835.1	XP_038394284.1, XP_038394283.1
OG0003343	XP_006091232.1	XP_038394379.1, XP_038394378.1
OG0003344	XP_006099498.1	XP_038394479.1
OG0003345	XP_006108333.1	XP_038394709.1
OG0003346	XP_023609215.1	XP_038394932.1
OG0003347	XP_023609191.1	XP_038395114.1
OG0003348	XP_023600272.1	XP_038395176.1, XP_038395177.1
OG0003349	XP_006081113.1	XP_038395324.1
OG0003350	XP_023617232.1	XP_038395394.1, XP_038444983.1
OG0003351	XP_023600411.1, XP_023600405.1	XP_038395786.1
OG0003352	XP_023603934.1	XP_038395941.1, XP_038395940.1
OG0003353	XP_023620603.1	XP_038396026.1, XP_038396027.1, XP_038396028.1, XP_038396024.1, XP_038396022.1, XP_038396020.1, XP_038396021.1, XP_038396023.1, XP_038396025.1
OG0003355	XP_023601810.1	XP_038396796.1
OG0003356	XP_014301518.1, XP_014301520.1	XP_038397121.1
OG0003357	XP_014315043.1, XP_006109207.1	XP_038397316.1
OG0003358	XP_014316683.1, XP_006095214.1	XP_038397709.1, XP_038397710.1
OG0003359	XP_006094923.1	XP_038397915.1
OG0003360	XP_023610586.1	XP_038398025.1
OG0003361	XP_006089943.1	XP_038398053.1
OG0003362	XP_014312294.1	XP_038398213.1
OG0003363	XP_006109930.2	XP_038398736.1
OG0003364	XP_006106492.1	XP_038398758.1
OG0003365	XP_006097914.1, XP_014306396.1	XP_038399075.1
OG0003366	XP_006109633.1	XP_038399076.1
OG0003367	XP_006095141.1	XP_038399116.1
OG0003368	XP_006085224.1	XP_038399425.1, XP_038442367.1
OG0003369	XP_006089315.1	XP_038399635.1
OG0003370	XP_006102332.1	XP_038399948.1
OG0003371	XP_023619873.1	XP_038400053.1
OG0003372	XP_006100098.1	XP_038400170.1
OG0003373	XP_023611361.1	XP_038400535.1
OG0003374	XP_006099645.3	XP_038400739.1
OG0003375	XP_006096081.1	XP_038400827.1
OG0003376	XP_006091075.1, XP_014313312.1	XP_038400988.1
OG0003377	XP_006098480.1, XP_023617922.1, XP_023617921.1	XP_038401267.1
OG0003378	XP_023608246.1	XP_038401341.1
OG0003379	XP_023608248.1, XP_006087043.1, XP_023608247.1	XP_038401418.1
OG0003380	XP_006087048.1	XP_038401429.1, XP_038401430.1
OG0003382	XP_006092515.1, XP_023612776.1	XP_038402800.1
OG0003383	XP_023612521.1	XP_038402810.1
OG0003384	XP_006107872.1	XP_038403018.1
OG0003385	XP_023620112.1	XP_038403354.1, XP_038403352.1, XP_038403356.1, XP_038403353.1, XP_038403357.1, XP_038403351.1
OG0003386	XP_014302948.1, XP_006098997.2	XP_038403542.1
OG0003387	XP_023615380.1	XP_038403862.1
OG0003388	XP_023612604.1	XP_038403953.1
OG0003389	XP_023615253.1	XP_038404147.1
OG0003390	XP_006095569.1	XP_038404152.1, XP_038404151.1
OG0003391	XP_023615270.1, XP_006095574.1, XP_023615269.1	XP_038404154.1
OG0003392	XP_023615332.1, XP_006095589.1	XP_038404183.1, XP_038404184.1
OG0003393	XP_006095623.2	XP_038404354.1
OG0003394	XP_006099243.1	XP_038404404.1
OG0003396	XP_006102160.1	XP_038405251.1, XP_038405250.1, XP_038405252.1
OG0003397	XP_023613759.1, XP_023613757.1	XP_038405508.1
OG0003399	XP_023615220.1	XP_038405941.1
OG0003401	XP_006107904.2	XP_038406110.1
OG0003402	XP_006106286.1	XP_038406226.1
OG0003403	XP_006098572.1	XP_038406309.1
OG0003404	XP_006098579.1	XP_038432417.1
OG0003405	XP_023618028.1	XP_038406336.1, XP_038406337.1
OG0003406	XP_023599555.1	XP_038406577.1, XP_038406576.1
OG0003407	XP_014304724.1	XP_038406594.1
OG0003408	XP_006105785.1	XP_038406614.1
OG0003409	XP_023617843.1	XP_038406824.1
OG0003410	XP_006083364.1	XP_038407283.1
OG0003411	XP_023602270.1	XP_038407293.1
OG0003412	XP_006102604.1	XP_038407643.1
OG0003413	XP_006081200.1	XP_038407770.1, XP_038407769.1, XP_038407771.1
OG0003414	XP_006101293.1	XP_038408501.1, XP_038408502.1
OG0003415	XP_014319824.1	XP_038408607.1
OG0003416	XP_014301114.1, XP_006103280.1	XP_038408775.1
OG0003417	XP_023616145.1, XP_023616146.1, XP_023616143.1, XP_023616144.1, XP_023616147.1, XP_023616142.1, XP_014317885.1	XP_038408836.1
OG0003418	XP_023609084.1	XP_038408905.1
OG0003419	XP_006088107.1	XP_038408964.1
OG0003420	XP_023601800.1	XP_038409119.1
OG0003421	XP_006091162.1	XP_038409179.1, XP_038409181.1
OG0003422	XP_014301760.1	XP_038409336.1
OG0003423	XP_006104719.1	XP_038409409.1
OG0003424	XP_023618072.1	XP_038410128.1
OG0003426	XP_023619114.1	XP_038410189.1
OG0003427	XP_023613480.1	XP_038410255.1, XP_038410256.1, XP_038410257.1
OG0003428	XP_014317306.1	XP_038410708.1, XP_038410710.1, XP_038410707.1
OG0003429	XP_023605903.1	XP_038410908.1
OG0003430	XP_006104091.1	XP_038410987.1
OG0003431	XP_023600618.1	XP_038411010.1
OG0003431	XP_006103636.2	XP_038411009.1
OG0003432	XP_006093414.1	XP_038411179.1
OG0003434	XP_006094023.1	XP_038412015.1, XP_038412016.1, XP_038412017.1, XP_038412018.1
OG0003435	XP_006100259.2	XP_038412362.1, XP_038412361.1, XP_038412365.1, XP_038412363.1, XP_038412364.1
OG0003436	XP_023618492.1	XP_038412625.1
OG0003437	XP_006085107.1	XP_038412937.1
OG0003438	XP_023609632.1	XP_038413171.1
OG0003439	XP_014317649.1	XP_038413364.1
OG0003440	XP_006098767.1	XP_038413411.1
OG0003441	XP_006109834.1	XP_038413413.1
OG0003442	XP_006090566.1	XP_038413445.1
OG0003443	XP_023608492.1	XP_038413662.1, XP_038413664.1, XP_038413663.1
OG0003444	XP_006099183.1, XP_014320151.1	XP_038413757.1
OG0003445	XP_006094211.1	XP_038413832.1
OG0003446	XP_014319296.1	XP_038414130.1
OG0003447	XP_023608446.1	XP_038414257.1
OG0003448	XP_014309955.1, XP_023608452.1, XP_006087267.1	XP_038414306.1
OG0003449	XP_023608612.1	XP_038414350.1
OG0003450	XP_006084033.1	XP_038414465.1
OG0003451	XP_023609053.1	XP_038414968.1, XP_038414967.1, XP_038414969.1
OG0003452	XP_014311498.1	XP_038414979.1
OG0003453	XP_014323768.1	XP_038415150.1
OG0003454	XP_023614657.1	XP_038415274.1
OG0003455	XP_006094777.1	XP_038415311.1, XP_038424124.1, XP_038415312.1
OG0003456	XP_014316308.2	XP_038415323.1
OG0003457	XP_006094768.1	XP_038415334.1, XP_038442547.1
OG0003458	XP_023606774.1	XP_038415608.1
OG0003459	XP_006096981.1	XP_038415618.1, XP_038441883.1
OG0003460	XP_006085411.1	XP_038415620.1, XP_038415621.1
OG0003461	XP_023620307.1, XP_023602884.1, XP_023620305.1, XP_023604610.1	XP_038415624.1, XP_038415625.1
OG0003462	XP_023620317.1	XP_038415675.1
OG0003463	XP_023603795.1	XP_038415772.1
OG0003464	XP_014309113.1	XP_038415999.1
OG0003465	XP_023612921.1	XP_038416204.1, XP_038416203.1
OG0003466	XP_006092736.1	XP_038416327.1, XP_038416325.1, XP_038416326.1
OG0003467	XP_014306655.1, XP_006109353.2, XP_023603942.1	XP_038416367.1
OG0003468	XP_006105178.1, XP_023601986.1	XP_038416447.1
OG0003468	XP_023601991.1	XP_038429853.1
OG0003469	XP_023620853.1	XP_038416530.1, XP_038443560.1
OG0003470	XP_006108798.3	XP_038416606.1
OG0003471	XP_006096069.1, XP_006096068.1	XP_038416738.1, XP_038416739.1, XP_038416740.1
OG0003472	XP_006083509.1	XP_038416831.1
OG0003473	XP_023616384.1	XP_038417641.1
OG0003474	XP_006096852.1	XP_038417649.1, XP_038417648.1
OG0003475	XP_006092570.1	XP_038417738.1
OG0003476	XP_006097538.1	XP_038417844.1
OG0003477	XP_023617016.1, XP_006109077.2	XP_038417864.1
OG0003478	XP_006082225.1	XP_038418144.1, XP_038444120.1
OG0003479	XP_006095309.1	XP_038418153.1, XP_038418152.1
OG0003480	XP_023612782.1	XP_038418271.1
OG0003481	XP_023603289.1	XP_038418535.1
OG0003482	XP_023604600.1	XP_038418541.1, XP_038418540.1
OG0003483	XP_014308286.1	XP_038418640.1, XP_038418639.1, XP_038418641.1
OG0003484	XP_006099950.1	XP_038418925.1
OG0003485	XP_014320825.1, XP_006099946.1	XP_038418938.1, XP_038418937.1, XP_038418936.1
OG0003486	XP_023617590.1	XP_038419011.1, XP_038419010.1, XP_038419009.1
OG0003487	XP_006091941.1, XP_006088449.1	XP_038419144.1, XP_038419143.1
OG0003488	XP_023612299.1	XP_038419231.1
OG0003489	XP_006107578.1	XP_038419455.1
OG0003492	XP_014303998.1	XP_038420070.1
OG0003493	XP_023607073.1	XP_038420724.1
OG0003494	XP_006102900.1, XP_014314521.2	XP_038420741.1
OG0003495	XP_014323652.1	XP_038420748.1, XP_038420753.1, XP_038420751.1, XP_038420752.1, XP_038420750.1
OG0003496	XP_006091341.1	XP_038421129.1
OG0003497	XP_014305733.1	XP_038421283.1
OG0003498	XP_023619942.1	XP_038421334.1
OG0003499	XP_006083885.1	XP_038421543.1, XP_038421544.1, XP_038421542.1
OG0003500	XP_006083911.1	XP_038421598.1
OG0003501	XP_023611405.1	XP_038422173.1
OG0003502	XP_006104616.1	XP_038423125.1, XP_038423127.1, XP_038423124.1, XP_038423126.1
OG0003503	XP_023601565.1	XP_038423170.1, XP_038423169.1
OG0003504	XP_023601126.1	XP_038423240.1, XP_038423241.1, XP_038423239.1
OG0003505	XP_023616581.1	XP_038423321.1, XP_038423320.1, XP_038423319.1
OG0003507	XP_006106973.1, XP_006106974.1, XP_023603445.1, XP_006106972.1	XP_038423649.1
OG0003508	XP_006105972.1	XP_038423706.1
OG0003509	XP_023602589.1	XP_038423737.1
OG0003510	XP_006084341.1	XP_038432814.1, XP_038432816.1, XP_038432815.1, XP_038424070.1
OG0003511	XP_006091133.3	XP_038424507.1
OG0003512	XP_006094721.1, XP_023619797.1	XP_038424606.1
OG0003513	XP_006094542.1	XP_038424671.1, XP_038424670.1
OG0003514	XP_014316221.1, XP_006094574.1, XP_023614568.1	XP_038424755.1
OG0003515	XP_006105633.1	XP_038424828.1, XP_038424827.1
OG0003516	XP_023610353.1, XP_006093925.1	XP_038425053.1
OG0003517	XP_006093872.1	XP_038425125.1
OG0003518	XP_006083558.1	XP_038425583.1
OG0003518	XP_006083559.3	XP_038425585.1
OG0003519	XP_023619968.1	XP_038425871.1, XP_038425872.1
OG0003520	XP_023608213.1	XP_038426016.1
OG0003521	XP_006097998.1	XP_038426140.1
OG0003522	XP_014321514.1	XP_038426184.1
OG0003523	XP_023619184.1, XP_023605043.1	XP_038426432.1
OG0003524	XP_023608682.1	XP_038426584.1
OG0003525	XP_023612032.1	XP_038427307.1
OG0003525	XP_023612026.1	XP_038428394.1
OG0003526	XP_006089441.1	XP_038427822.1
OG0003527	XP_014311919.1	XP_038427848.1
OG0003528	XP_006089461.1, XP_023610127.1, XP_023610128.1	XP_038427878.1, XP_038427879.1
OG0003529	XP_006089467.1	XP_038427934.1
OG0003530	XP_006089515.1	XP_038428031.1
OG0003531	XP_014317201.1	XP_038433794.1
OG0003532	XP_006091477.1	XP_038428347.1, XP_038428348.1
OG0003533	XP_023612016.1	XP_038428352.1, XP_038428353.1
OG0003534	XP_014313551.1	XP_038428437.1
OG0003535	XP_006098047.1, XP_006098046.1	XP_038428493.1
OG0003536	XP_006099152.1	XP_038428543.1
OG0003537	XP_006095478.1	XP_038428585.1
OG0003538	XP_006092178.1	XP_038428982.1
OG0003539	XP_006085141.1, XP_014307986.1, XP_014307985.1	XP_038429098.1
OG0003540	XP_023617775.1	XP_038429296.1
OG0003541	XP_006081953.1	XP_038429516.1
OG0003542	XP_006081960.1	XP_038429542.1
OG0003543	XP_014323785.1	XP_038429837.1
OG0003545	XP_006082742.1	XP_038430188.1
OG0003546	XP_014322567.1	XP_038430358.1
OG0003547	XP_006083083.1	XP_038430394.1
OG0003548	XP_014317957.1	XP_038431193.1
OG0003549	XP_006108965.1, XP_006109786.1	XP_038431361.1, XP_038431362.1
OG0003550	XP_023617833.1	XP_038431396.1
OG0003551	XP_023618702.1	XP_038431502.1
OG0003552	XP_006099573.1	XP_038431929.1, XP_038431931.1, XP_038431930.1, XP_038431928.1
OG0003553	XP_006092181.1	XP_038432249.1
OG0003554	XP_006092187.1	XP_038432301.1
OG0003555	XP_014307097.1	XP_038432503.1
OG0003556	XP_023605844.1, XP_006084349.1, XP_006084350.1	XP_038432824.1
OG0003557	XP_014313006.1	XP_038432944.1
OG0003558	XP_006091566.1	XP_038433438.1, XP_038433439.1
OG0003559	XP_023612136.1	XP_038433485.1
OG0003560	XP_014305263.2	XP_038433895.1
OG0003561	XP_023616243.1	XP_038434083.1
OG0003562	XP_006095944.1	XP_038434552.1, XP_038434547.1, XP_038434546.1, XP_038434551.1, XP_038434549.1, XP_038434550.1, XP_038434548.1
OG0003563	XP_023615589.1	XP_038434578.1
OG0003564	XP_023609101.1, XP_014310817.2, XP_014305841.2, XP_023609103.1, XP_023609102.1, XP_023609104.1, XP_014310807.2, XP_023609105.1, XP_006088226.1	XP_038434827.1
OG0003565	XP_023604142.1	XP_038434929.1
OG0003566	XP_023601024.1	XP_038434963.1
OG0003567	XP_006085339.1	XP_038435168.1
OG0003568	XP_014312976.1	XP_038435330.1
OG0003569	XP_023613240.1	XP_038436010.1
OG0003570	XP_023613255.1	XP_038436050.1, XP_038436051.1
OG0003571	XP_006093162.1	XP_038436140.1
OG0003572	XP_014305780.1	XP_038436217.1
OG0003573	XP_014303136.1	XP_038436226.1, XP_038436227.1, XP_038436228.1
OG0003574	XP_006086007.1	XP_038436378.1
OG0003575	XP_006085971.1	XP_038436460.1
OG0003576	XP_023604970.1	XP_038437547.1
OG0003577	XP_006104865.1, XP_023608752.1	XP_038437626.1
OG0003578	XP_023616226.1	XP_038437865.1
OG0003579	XP_006100358.1	XP_038437972.1, XP_038437973.1, XP_038437975.1, XP_038437976.1, XP_038437974.1
OG0003580	XP_023606184.1, XP_006084667.1	XP_038438092.1, XP_038438093.1, XP_038438091.1
OG0003581	XP_006084655.1	XP_038438115.1
OG0003582	XP_023606094.1	XP_038438240.1
OG0003583	XP_006084575.1	XP_038438304.1
OG0003584	XP_006094510.1	XP_038438736.1
OG0003585	XP_006094520.1	XP_038438778.1, XP_038438777.1, XP_038438775.1, XP_038438776.1, XP_038438774.1
OG0003586	XP_006092877.1	XP_038439070.1
OG0003588	XP_006084863.1	XP_038439574.1
OG0003591	XP_014323087.1	XP_038440881.1
OG0003592	XP_006098455.1	XP_038441075.1, XP_038441076.1, XP_038441074.1
OG0003593	XP_006082417.1	XP_038441114.1
OG0003594	XP_006082422.1	XP_038441131.1
OG0003595	XP_006082441.1	XP_038441199.1
OG0003596	XP_014319937.1	XP_038441434.1
OG0003597	XP_006082538.1	XP_038441567.1
OG0003598	XP_006094886.1	XP_038441938.1
OG0003599	XP_006094372.1	XP_038442094.1
OG0003600	XP_023600716.1, XP_006108648.3	XP_038442116.1
OG0003601	XP_006104772.1	XP_038442155.1
OG0003602	XP_006097005.1	XP_038442272.1, XP_038442273.1, XP_038442274.1
OG0003603	XP_023600710.1	XP_038442346.1
OG0003605	XP_023608759.1, XP_023608758.1, XP_023606227.1, XP_023608760.1	XP_038442614.1, XP_038444423.1, XP_038444454.1
OG0003606	XP_014306742.1	XP_038442644.1, XP_038442643.1
OG0003608	XP_006085676.1	XP_038442982.1, XP_038442981.1, XP_038442980.1
OG0003609	XP_006097218.1	XP_038443268.1
OG0003610	XP_014318493.1	XP_038443325.1
OG0003611	XP_006082926.1, XP_023619978.1	XP_038443636.1
OG0003612	XP_006083004.1	XP_038443667.1
OG0003613	XP_023614437.1	XP_038443971.1
OG0003614	XP_006082184.1	XP_038444201.1
OG0003615	XP_023608806.1	XP_038444509.1
OG0003631	XP_006097663.2	NP_001002943.2
OG0003633	XP_023614544.1	NP_001003089.1
OG0003634	XP_006100718.1	NP_001003097.2
OG0003635	XP_014316510.1	NP_001003120.1
OG0003639	XP_006107817.3	NP_001003345.1
OG0003640	XP_014312567.1	NP_001003370.1
OG0003641	XP_023601500.1	NP_001003382.1
OG0003642	XP_006105206.1	NP_001003970.1
OG0003643	XP_023618239.1, XP_023604983.1, XP_023618262.1	NP_001005258.1
OG0003645	XP_023616700.1	NP_001005763.1
OG0003646	XP_023615987.1	NP_001041494.1
OG0003647	XP_014302763.1, XP_023601941.1, XP_014306587.2	NP_001041561.1
OG0003648	XP_006092480.1, XP_014314351.1, XP_023612700.1, XP_023612701.1, XP_023612699.1	NP_001041563.1
OG0003649	XP_023612404.1	NP_001076836.1
OG0003651	XP_006109582.1	NP_001123565.1
OG0003652	XP_014313041.1, XP_014313042.1	NP_001181895.1, XP_038444831.1
OG0003653	XP_023609844.1	NP_001183964.2
OG0003654	XP_006097010.1	XP_038444797.1, XP_038445365.1, NP_001183972.1
OG0003655	XP_006098883.1	XP_038420438.1, XP_038432073.1, NP_001183976.1, XP_038411362.1
OG0003658	XP_006083428.1	NP_001191771.1
OG0003659	XP_014303125.1	NP_001192098.1
OG0003660	XP_006094617.1	NP_001192119.1
OG0003661	XP_006083892.1	NP_001193864.1
OG0003662	XP_023611581.1	NP_001207410.1
OG0003664	XP_023601629.1, XP_006104753.1	NP_001239339.1
OG0003665	XP_006089667.1	NP_001271404.1
OG0003666	XP_014304557.1, XP_023603602.1	NP_001273789.1, XP_038445229.1
OG0003667	XP_006102225.1	NP_001273909.1
OG0003668	XP_014318519.1	XP_038409288.1, NP_001273972.1
OG0003669	XP_006084916.1	XP_038399995.1, XP_038399996.1, XP_038445313.1, NP_001274033.1
OG0003670	XP_006107901.1	NP_001274058.1
OG0003671	XP_023610265.1, XP_014309802.1, XP_006081120.1	NP_001274074.1
OG0003672	XP_023600426.1	NP_001274075.1
OG0003673	XP_014316433.1	NP_001274081.1
OG0003674	XP_006108545.3	NP_001274088.1
OG0003675	XP_006103535.1	NP_001291210.1
OG0003676	XP_006108540.1	NP_001301049.2
OG0003677	XP_006095222.1	NP_001349526.2
OG0003679	XP_006107512.1	NP_001375611.1, NP_001375610.1
OG0003680	XP_006094661.1	NP_001375778.1
OG0003681	XP_014313934.1	NP_001375815.1
OG0003683	XP_006089761.1, XP_006107836.1	NP_001375854.1
OG0003685	XP_006097229.1	XP_038443289.1
OG0003686	XP_023603074.1	XP_038381468.1, XP_038381466.1
