Orthogroup	Rattus_norvegicus	Ursus_americanus
OG0003362	XP_038946372.1, NP_001099429.1	XP_045667430.1
OG0003363	NP_062185.2, XP_038946953.1	XP_045652572.1
OG0003364	XP_063128576.1	XP_045652794.1
OG0003365	NP_001102801.1, XP_038958890.1	XP_045640196.1, XP_045640194.1, XP_045640197.1, XP_045640195.1
OG0003366	XP_038959690.1, NP_001414407.1	XP_045640167.1
OG0003367	NP_001103608.1	XP_045640124.1
OG0003368	NP_001020076.1	XP_045633813.1
OG0003369	XP_006245720.1, NP_001178743.1	XP_045637834.1, XP_045637833.1
OG0003370	XP_063130733.1, NP_001178042.2	XP_045658524.1
OG0003371	XP_038968798.1, NP_071562.3	XP_045663545.1
OG0003372	XP_063130321.1, NP_001007683.1	XP_045658664.1
OG0003373	NP_001100205.1, XP_006240197.1	XP_045655370.1, XP_045655379.1
OG0003374	XP_008768872.2	XP_045666557.1
OG0003376	NP_001094333.1, XP_006240350.1	XP_045663908.1
OG0003377	NP_001100219.1	XP_045663740.1, XP_045663739.1
OG0003378	XP_006240463.1	XP_045663692.1
OG0003379	NP_001100221.1, XP_008762983.1	XP_045663654.1, XP_045663653.1
OG0003380	NP_598229.2, XP_017449512.1	XP_045663648.1
OG0003381	NP_001406934.1, NP_001100501.1, XP_038941967.1, XP_017453162.1, XP_017453164.1, XP_017452438.1, NP_446139.1, XP_038943783.2	XP_045629593.1
OG0003382	XP_006247686.1, NP_001007726.1	XP_045670074.1
OG0003383	XP_006247621.1, NP_037310.2	XP_045670255.1, XP_045670256.1
OG0003384	NP_001094198.1	XP_045670070.1
OG0003385	NP_001014251.1, XP_038942433.1	XP_045633711.1
OG0003386	NP_001099303.1	XP_045669701.1
OG0003387	XP_006247161.1, NP_001101758.1	XP_045629498.1
OG0003388	NP_001385779.1, XP_038943581.1	XP_045629444.1
OG0003389	XP_008766319.1, NP_001166942.1	XP_045629303.1
OG0003390	XP_006246997.1, NP_001099285.1	XP_045629315.1
OG0003391	NP_891995.1	XP_045629206.1
OG0003392	NP_001178749.1, XP_008766228.1	XP_045629098.1, XP_045629097.1
OG0003393	XP_038941451.1	XP_045629252.1
OG0003394	NP_001178519.1, XP_006246954.1	XP_045629203.1, XP_045629204.1
OG0003395	XP_063140626.1, NP_001102928.1	XP_045627130.1
OG0003396	NP_598253.2	XP_045646871.1, XP_045646870.1
OG0003397	XP_063120086.1, NP_001385694.1, NP_001385695.1, NP_001385693.1	XP_045645892.1
OG0003398	XP_017450704.1	XP_045645655.1
OG0003399	NP_446046.2, XP_063120425.1	XP_045645537.1
OG0003400	NP_001100258.1, XP_063119402.1	XP_045671435.1
OG0003401	NP_001101574.2, XP_017450363.1	XP_045671445.1
OG0003402	NP_001380786.1, XP_063120002.1, NP_001012200.1	XP_045635908.1, XP_045635907.1, XP_045635910.1, XP_045635909.1
OG0003403	XP_008763942.1, NP_001123976.1	XP_045635934.1
OG0003405	NP_620780.2, XP_008763893.1	XP_045635752.1, XP_045635753.1
OG0003406	NP_001073168.1, XP_017450354.1	XP_045635758.1
OG0003407	XP_063119029.1, NP_620198.1	XP_045635532.1
OG0003408	NP_001178716.1, XP_008763934.1	XP_045635569.1
OG0003409	NP_001100377.2	XP_045627578.1
OG0003410	XP_017454738.1	XP_045644001.1
OG0003411	NP_445942.1	XP_045644009.1
OG0003412	NP_001257473.1	XP_045650958.1
OG0003413	NP_001100402.1	XP_045650854.1
OG0003414	NP_001102440.1	XP_045636449.1
OG0003415	NP_620816.1, XP_006238085.1	XP_045636377.1
OG0003416	XP_006238109.1, NP_001100127.1	XP_045636248.1, XP_045636247.1
OG0003417	XP_063143129.1, NP_579828.2, NP_001376186.1	XP_045636364.1
OG0003418	NP_001101399.2, XP_006238216.1	XP_045636420.1
OG0003419	NP_543175.2, XP_038965119.1	XP_045636680.1
OG0003420	XP_063117367.1	XP_045647063.1
OG0003421	NP_001100040.1, XP_006234033.1	XP_045647022.1
OG0003422	XP_038954983.1, NP_075240.1	XP_045656529.1, XP_045656528.1
OG0003423	NP_998726.2	XP_045656471.1, XP_045656473.1
OG0003424	XP_006244601.1, NP_001101676.1	XP_045661061.1
OG0003425	NP_001012762.1, XP_006244669.1	XP_045657653.1
OG0003426	XP_038940430.1	XP_045657824.1, XP_045657815.1, XP_045657849.1, XP_045657830.1, XP_045657869.1, XP_045657839.1, XP_045657859.1
OG0003427	NP_001101640.1	XP_045658530.1, XP_045658533.1, XP_045658523.1
OG0003428	NP_001382505.1	XP_045662979.1
OG0003430	XP_063135577.1, NP_001102935.1	XP_045654427.1
OG0003431	XP_063129516.1, NP_001399453.1	XP_045627461.1, XP_045627462.1
OG0003432	NP_001011992.1, XP_006241664.1	XP_045661783.1, XP_045661784.1
OG0003433	XP_038934734.1, NP_001124019.1	XP_045633215.1, XP_045633213.1, XP_045633212.1
OG0003434	XP_038947553.2, NP_036934.1	XP_045671953.1
OG0003435	XP_038942493.1, NP_001094254.1	XP_045659971.1
OG0003436	NP_001380639.1, XP_063141786.1	XP_045649292.1
OG0003437	XP_063117594.1, NP_599229.1	XP_045649057.1, XP_045649058.1, XP_045649055.1, XP_045649059.1
OG0003438	NP_001257511.1, NP_001257510.1, NP_001257509.1, XP_063141533.1, NP_001257508.1, NP_001257512.1, NP_598195.1	XP_045648864.1
OG0003439	NP_001099138.1, XP_006236164.1	XP_045648760.1, XP_045648759.1
OG0003440	XP_002729333.2	XP_045648716.1
OG0003441	NP_942066.1	XP_045648715.1
OG0003442	NP_001029302.1, XP_038963200.1	XP_045648696.1
OG0003443	XP_038966655.1, NP_075220.2	XP_045655823.1
OG0003444	NP_001025223.1, XP_006238889.1	XP_045627894.1
OG0003445	NP_001102149.2	XP_045638568.1, XP_045638569.1
OG0003446	XP_006238702.1, NP_001100149.2	XP_045655625.1, XP_045655626.1
OG0003447	NP_001015007.1	XP_045655709.1
OG0003448	XP_017449105.1, NP_001037740.1	XP_045655734.1
OG0003449	NP_835204.3, XP_008768851.1	XP_045640875.1, XP_045640870.1, XP_045640869.1, XP_045640882.1
OG0003450	NP_001102215.1	XP_045635838.1
OG0003451	NP_001386691.1	XP_045654752.1, XP_045654754.1, XP_045654753.1, XP_045654755.1
OG0003452	NP_001099907.1, XP_038957953.1	XP_045654748.1
OG0003453	NP_077371.1	XP_045660016.1
OG0003453	NP_037280.1	XP_045649557.1
OG0003454	NP_001101327.1	XP_045648414.1
OG0003455	NP_001041328.1, XP_006236367.1	XP_045648453.1, XP_045648452.1
OG0003456	XP_006236416.1, NP_001414539.1	XP_045648465.1
OG0003457	XP_017448464.1, NP_001101324.2	XP_045648468.1
OG0003458	XP_006236483.1, NP_001101329.1	XP_045648319.1
OG0003459	NP_001385760.1	XP_045648324.1, XP_045643552.1
OG0003460	NP_001013445.1, XP_006236477.1	XP_045648329.1, XP_045648330.1
OG0003461	NP_775176.2	XP_045648311.1, XP_045648296.1, XP_045648312.1, XP_045648310.1, XP_045648313.1, XP_045648297.1
OG0003462	NP_001385766.1	XP_045648258.1
OG0003463	XP_063118226.1, NP_001414596.1	XP_045648164.1
OG0003464	NP_001305345.1, XP_001059724.3	XP_045635333.1
OG0003465	XP_038950123.1, NP_742007.2	XP_045635313.1
OG0003466	NP_001014023.1, XP_063131495.1	XP_045641746.1, XP_045641747.1, XP_045641748.1
OG0003467	NP_001162586.1, XP_006253196.1	XP_045641790.1
OG0003471	NP_001120771.1	XP_045663058.1
OG0003472	XP_038968599.1, NP_001009503.1	XP_045665270.1
OG0003473	XP_008761256.1	XP_045644278.1
OG0003474	XP_006236840.1, NP_001102715.1	XP_045644294.1
OG0003475	NP_001178031.1, XP_006233123.1	XP_045657434.1
OG0003476	NP_114471.1, XP_063138713.1	XP_045657346.1, XP_045657347.1
OG0003477	XP_017446560.1	XP_045671264.1, XP_045671251.1
OG0003478	NP_001102283.2	XP_045643404.1, XP_045656772.1, XP_045646430.1, XP_045663488.1
OG0003479	NP_001014061.1, XP_017446386.1	XP_045646530.1, XP_045646531.1
OG0003480	NP_001380739.1, NP_001101181.1, XP_017446407.1	XP_045657450.1
OG0003481	XP_038948235.1	XP_045644472.1
OG0003482	XP_063129297.1	XP_045644478.1
OG0003483	XP_038967890.1, NP_001100192.1	XP_045649420.1
OG0003484	NP_001093998.1, XP_063139376.1	XP_045664639.1
OG0003485	XP_038960852.1, NP_001101224.1	XP_045664444.1, XP_045664445.1
OG0003486	XP_038960857.1, NP_001132965.1	XP_045664500.1
OG0003487	XP_002729248.1, XP_063141354.1	XP_045642466.1
OG0003488	NP_001386657.1	XP_045642587.1
OG0003489	NP_001041319.2, XP_038963991.1	XP_045626724.1
OG0003490	XP_038939432.1, NP_001101980.1	XP_045626711.1
OG0003491	NP_001099789.1, XP_006230775.1	XP_045626651.1
OG0003492	NP_001013214.1, XP_008758381.1	XP_045631731.1
OG0003493	XP_006244787.1, NP_001386281.1	XP_045652698.1
OG0003494	NP_001414044.1, XP_006254667.1	XP_045633638.1
OG0003495	XP_006254652.1, NP_001100869.1	XP_045633658.1
OG0003496	NP_001386072.1	XP_045637880.1
OG0003497	NP_001291705.1	XP_045663144.1
OG0003498	NP_001385650.1, XP_017451654.1	XP_045668401.1, XP_045668400.1
OG0003499	XP_008761462.1, NP_001014079.1	XP_045668270.1
OG0003500	NP_001102721.1, XP_006237113.1	XP_045664208.1
OG0003501	XP_006252694.1, NP_001012211.1	XP_045663246.1, XP_045663245.1
OG0003502	XP_006242698.1, NP_001006987.1	XP_045630490.1
OG0003503	XP_006242655.1, NP_542147.1	XP_045630549.1, XP_045630548.1
OG0003504	NP_068543.2, XP_006242725.1	XP_045630401.1
OG0003505	NP_001100273.1, XP_006242633.1	XP_045630352.1
OG0003506	NP_001382584.1, XP_063127313.1	XP_045630211.1
OG0003507	XP_038940057.1, NP_001128109.1	XP_045660295.1
OG0003508	XP_006241053.1, NP_071991.1	XP_045660328.1
OG0003509	XP_038956572.1	XP_045660334.1, XP_045635345.1
OG0003510	XP_038964799.1, XP_063142936.1, XP_006237642.2	XP_045637374.1, XP_045637375.1
OG0003511	XP_006229780.1, NP_536326.1	XP_045672268.1
OG0003512	NP_001121127.1, XP_006229844.1	XP_045672161.1
OG0003513	NP_001013087.1, XP_063141249.1	XP_045672189.1
OG0003514	XP_006229944.1, NP_001032272.1	XP_045638690.1
OG0003515	NP_113974.2, XP_038948510.1	XP_045638988.1
OG0003516	XP_063141357.1, NP_001099755.1	XP_045652506.1
OG0003517	NP_001129084.1	XP_045664605.1, XP_045664601.1, XP_045664602.1, XP_045664604.1, XP_045664603.1
OG0003518	NP_001289873.1	XP_045667026.1
OG0003519	NP_001073178.1	XP_045666967.1
OG0003520	XP_006253478.1	XP_045628947.1
OG0003521	XP_063139219.1, NP_036969.1	XP_045652574.1, XP_045632736.1
OG0003522	NP_001104308.1, XP_063121926.1	XP_045654324.1
OG0003523	XP_038937609.1, NP_878264.2	XP_045654138.1
OG0003524	NP_478118.1	XP_045630425.1
OG0003525	NP_001102931.1	XP_045660763.1, XP_045660764.1
OG0003526	XP_006235314.1, NP_068532.2	XP_045663408.1
OG0003527	XP_006235332.1, NP_001101260.1	XP_045663099.1
OG0003528	NP_001388738.1	XP_045663026.1
OG0003529	XP_038960179.1, NP_742028.1, NP_001101262.1, XP_038960999.2	XP_045665996.1
OG0003530	NP_001102916.1, XP_038961790.1	XP_045662050.1
OG0003531	NP_001102758.1	XP_045656681.1
OG0003532	NP_113778.2, XP_038960432.1	XP_045660658.1
OG0003533	NP_062250.1	XP_045660663.1
OG0003534	XP_038960091.1, NP_569111.2	XP_045660710.1
OG0003535	XP_006235704.1, NP_001376200.1	XP_045627491.1
OG0003536	NP_001012093.1	XP_045664405.1
OG0003537	XP_038961537.1, NP_001402745.1	XP_045664429.1
OG0003538	NP_001178820.1, XP_006252196.1	XP_045653047.1, XP_045653046.1
OG0003539	NP_001119552.1	XP_045652871.1
OG0003540	NP_001361029.1	XP_045652989.1
OG0003541	XP_017455596.1, NP_001012049.1	XP_045655391.1
OG0003542	XP_006253149.1, NP_001032258.1	XP_045655371.1
OG0003543	NP_036882.1, XP_017455071.1	XP_045649814.1
OG0003545	XP_038940234.1, NP_446029.1	XP_045650018.1
OG0003546	XP_038939347.1, NP_001009362.1	XP_045651825.1
OG0003547	NP_001100396.2, XP_006245582.1	XP_045651798.1
OG0003548	NP_001019425.1	XP_045647558.1, XP_045647559.1, XP_045647560.1
OG0003549	NP_001100625.1, XP_017453843.1	XP_045647465.1
OG0003550	NP_001099407.2	XP_045647150.1, XP_045647489.1
OG0003551	NP_001295227.1, XP_063129078.1	XP_045647232.1
OG0003552	XP_006248736.1, NP_786931.1	XP_045658487.1, XP_045658486.1
OG0003553	XP_006237245.1, NP_001033068.1	XP_045630803.1, XP_045630812.1, XP_045630795.1
OG0003554	NP_001341038.1, XP_008761454.1	XP_045630635.1
OG0003555	NP_001414103.1, XP_006237458.1	XP_045637100.1
OG0003556	XP_006237644.1, NP_001385858.1	XP_045637442.1
OG0003557	XP_038963045.1, NP_037172.2	XP_045667717.1
OG0003558	XP_006257405.1, NP_001100263.2	XP_045657105.1
OG0003559	NP_001014226.1, XP_006257425.1	XP_045657085.1
OG0003560	NP_001102628.1, NP_001383382.1	XP_045671703.1
OG0003561	NP_001178566.1, XP_017444789.1	XP_045666013.1
OG0003562	NP_062120.1, XP_006231540.1	XP_045658787.1
OG0003563	NP_001013090.1	XP_045658954.1, XP_045658955.1, XP_045658956.1, XP_045658958.1, XP_045658957.1
OG0003564	NP_476554.1	XP_045658797.1
OG0003565	NP_074040.2	XP_045659314.1
OG0003566	XP_008758108.1, NP_001101026.1	XP_045628580.1
OG0003567	XP_008761760.1, NP_001101372.1	XP_045645039.1
OG0003568	XP_038962487.1, XP_006232241.1, NP_001094447.2	XP_045644972.1, XP_045644971.1
OG0003569	NP_742008.1	XP_045626873.1
OG0003570	NP_001029171.1, XP_006234833.1	XP_045627093.1, XP_045627084.1
OG0003571	NP_001358188.1, XP_006234927.1	XP_045627845.1
OG0003572	NP_001013178.1, XP_006234918.2	XP_045651912.1
OG0003573	XP_038960905.1, NP_001101237.1	XP_045668226.1
OG0003574	NP_001382647.1, NP_113848.1, NP_001382648.1	XP_045668034.1
OG0003575	NP_001376206.1, XP_008764508.1, NP_001101634.1	XP_045644175.1
OG0003576	NP_001414306.1, XP_006256322.1	XP_045630140.1
OG0003577	XP_006256356.1, NP_001099852.1	XP_045632856.1, XP_045632855.1
OG0003578	XP_006233364.1	XP_045655151.1
OG0003579	NP_001128051.2, XP_063138296.1	XP_045648309.1
OG0003580	NP_001101333.1, XP_006236633.1	XP_045647641.1
OG0003581	NP_001006992.1	XP_045647478.1
OG0003581	XP_006250692.1	XP_045665928.1
OG0003582	XP_038947566.1, NP_037144.1	XP_045646282.1
OG0003583	XP_006250777.1, NP_001099468.1	XP_045646073.1
OG0003585	NP_001101788.1, XP_006248410.1	XP_045641113.1, XP_045641114.1
OG0003586	XP_006248509.1, NP_001034348.1	XP_045668581.1
OG0003587	XP_063126511.1, NP_445758.3, NP_001380632.1	XP_045668714.1, XP_045668715.1
OG0003588	NP_001099339.1	XP_045667166.1, XP_045667167.1
OG0003589	XP_063137658.1, NP_001094136.1	XP_045667650.1
OG0003590	NP_001387527.1, NP_001387528.1, XP_017456276.1	XP_045656584.1
OG0003591	XP_017447182.1, NP_001101205.1	XP_045662142.1
OG0003593	NP_001029336.1, NP_116001.2	XP_045662302.1
OG0003594	XP_038939778.1, NP_001014238.1	XP_045662322.1
OG0003595	NP_001102776.1, XP_008765351.1	XP_045662363.1
OG0003596	NP_001005550.1	XP_045662526.1, XP_045662527.1, XP_045662528.1
OG0003597	XP_017452081.1, NP_058768.1	XP_045662604.1
OG0003598	NP_037016.2, XP_006249808.1	XP_045643498.1
OG0003599	NP_001099456.2, XP_063128253.1	XP_045665578.1
OG0003600	XP_038946985.1, NP_001099204.1	XP_045665606.1, XP_045665604.1, XP_045665605.1
OG0003601	NP_001099437.2, XP_017454198.1	XP_045665515.1, XP_045665514.1
OG0003602	XP_006250338.1, NP_001099439.1	XP_045640571.1
OG0003603	XP_038946501.1, NP_001402712.1, NP_001099453.1	XP_045653090.1
OG0003604	XP_038956303.1, XP_038956118.1, XP_038956119.1, XP_038956114.1, XP_228664.3	XP_045632723.1
OG0003605	XP_038956099.1, XP_017457715.3, XP_063136575.1	XP_045668760.1
OG0003607	NP_001120718.2, XP_006249060.1	XP_045669598.1
OG0003608	NP_445847.1, XP_006257007.1	XP_045660944.1, XP_045660945.1
OG0003609	XP_006256811.1, NP_001388094.1, NP_001388095.1	XP_045646848.1
OG0003610	NP_001258156.1, XP_006256783.1	XP_045660895.1
OG0003612	XP_038955518.1, NP_001300744.1	XP_045634876.1
OG0003613	NP_001119770.1, XP_038955973.1	XP_045642233.1, XP_045642232.1
OG0003614	NP_001034105.2, XP_006257583.1	XP_045649788.1
OG0003615	NP_058765.3, XP_017457405.1	XP_045644770.1
OG0003616	NP_001000100.1, NP_001000832.1	XP_045644873.1, XP_045644874.1
OG0003617	NP_001000070.1	XP_045645916.1
OG0003617	NP_001000054.2, NP_001396359.1	XP_045645516.1
OG0003618	XP_038940774.1, NP_001102373.2	XP_045628717.1
OG0003619	NP_001121030.1	XP_045650913.1, XP_045650912.1, XP_045650915.1, XP_045650916.1, XP_045650914.1
OG0003620	NP_071782.1, XP_006243020.1	XP_045653801.1
OG0003621	XP_006252038.1, NP_001101845.2	XP_045658753.1
OG0003631	NP_062036.2, XP_006240384.1	XP_045663833.1
OG0003632	NP_036808.1	XP_045643653.1
OG0003633	XP_006234324.1, NP_001100316.1	XP_045643417.1
OG0003634	NP_445960.1	XP_045660779.1
OG0003635	NP_058992.1	XP_045670276.1
OG0003636	NP_001103609.1	XP_045633089.1
OG0003637	NP_113744.2	XP_045648751.1
OG0003638	NP_036844.1, XP_063137142.1, NP_001103365.1, NP_001103363.1, NP_001103364.1, NP_001103366.1, NP_001103362.1	XP_045659244.1
OG0003639	NP_037108.1, NP_001375428.1	XP_045629372.1
OG0003640	NP_444180.3, XP_006252156.1	XP_045630057.1
OG0003641	NP_113713.1, XP_038952501.1	XP_045671223.1
OG0003642	NP_114188.1	XP_045629348.1
OG0003643	NP_001008513.1	XP_045636395.1
OG0003644	NP_955785.1, XP_006233647.1	XP_045659706.1
OG0003645	NP_001388082.1, XP_063136127.1	XP_045642659.1
OG0003646	XP_006245077.1, NP_071613.1	XP_045662442.1
OG0003647	NP_001102034.1, XP_006233291.1	XP_045657659.1, XP_045657660.1, XP_045657658.1
OG0003648	NP_001041342.1, XP_006247664.1	XP_045669962.1
OG0003649	XP_006234613.1, NP_001101217.2	XP_045642492.1
OG0003650	NP_001029054.1, NP_071513.1	XP_045665885.1
OG0003651	NP_062002.1, XP_063136821.1, NP_062003.1	XP_045626705.1
OG0003652	NP_001100134.1, XP_063143435.1	XP_045636613.1
OG0003653	XP_038941093.1, NP_058687.2	XP_045647975.1
OG0003654	NP_114020.1, XP_038949628.1	XP_045666423.1
OG0003655	XP_038946003.1, XP_063128108.1, NP_114054.1	XP_045660049.1
OG0003657	NP_064479.2, XP_063128139.1	XP_045658904.1
OG0003658	XP_006239805.1, NP_891999.2	XP_045643911.1
OG0003659	XP_008766018.1, NP_001009623.1	XP_045653308.1
OG0003660	NP_001163932.1	XP_045638887.1
OG0003661	XP_063142375.1, NP_001102112.1	XP_045668359.1
OG0003662	NP_997687.1, XP_006240306.1	XP_045666504.1
OG0003663	XP_008764393.1, NP_071288.1	XP_045653822.1
OG0003664	XP_006250271.1, NP_001178523.1, XP_063129884.1	XP_045665631.1, XP_045665630.1
OG0003665	NP_612528.2, XP_006230071.1	XP_045652457.1
OG0003666	NP_113747.2, XP_017444326.1	XP_045631585.1
OG0003667	NP_001014038.1, XP_006228488.1	XP_045642395.1
OG0003668	XP_006239129.1	XP_045637969.1
OG0003669	NP_446289.1	XP_045632572.1
OG0003670	NP_036805.1, XP_017450965.1	XP_045653937.1
OG0003671	NP_036958.2, XP_006249065.1	XP_045629710.1
OG0003672	XP_063128878.1, NP_073206.2	XP_045641924.1
OG0003673	XP_038946299.1, NP_036855.3	XP_045643713.1
OG0003674	NP_001127968.2, XP_006250426.1	XP_045652748.1
OG0003675	NP_001291197.1	XP_045641990.1, XP_045641991.1
OG0003676	NP_062156.2	XP_045649682.1
OG0003677	XP_006232654.1, NP_036750.1	XP_045640007.1, XP_045640006.1
OG0003678	NP_001000102.2, XP_006251984.1, NP_001000101.1	XP_045642310.1, XP_045627911.1, XP_045642237.1, XP_045644529.1, XP_045642294.1, XP_045649850.1
OG0003679	XP_063121407.1, NP_001000516.1	XP_045630402.1, XP_045630403.1
OG0003680	NP_001396070.1, XP_006229984.1	XP_045638846.1
OG0003681	NP_001000301.1, XP_063139355.1	XP_045642970.1
OG0003682	NP_001001063.1, XP_038961568.1	XP_045642841.1
OG0003683	NP_001000207.1, NP_001001035.1	XP_045639026.1, XP_045638990.1
OG0003684	NP_001000466.1, XP_038936955.1, NP_001000467.1, XP_063121151.1, NP_001000794.1	XP_045653576.1
OG0003685	NP_446148.1, XP_006256756.1	XP_045646357.1
OG0003686	XP_006229046.1, NP_001099721.1	XP_045631067.1, XP_045631066.1, XP_045631037.1, XP_045631038.1
OG0003687	NP_001402813.1, XP_017444633.2	XP_045628226.1
OG0003688	XP_063136752.1	XP_045664006.1
OG0003689	XP_006254998.1	XP_045646096.1, XP_045646094.1, XP_045646095.1
OG0003690	NP_001385595.1, NP_001385594.1, XP_006255014.1	XP_045646274.1
OG0003691	XP_006249670.1, NP_001292210.1	XP_045646201.1
OG0003692	NP_001009448.1, XP_017454332.1	XP_045646200.1
OG0003693	XP_006249691.1, NP_569088.2	XP_045646324.1
OG0003694	NP_001101904.1, XP_006254912.1	XP_045646127.1
OG0003696	XP_038966553.1, NP_001100930.1	XP_045661310.1
OG0003697	NP_001296378.1, XP_003748743.1	XP_045661393.1
OG0003698	NP_001013163.1, XP_008756977.1	XP_045632175.1
OG0003699	XP_063136953.1	XP_045626583.1
OG0003700	NP_113964.2	XP_045628364.1
OG0003701	NP_001094042.1, XP_006253768.1	XP_045628323.1, XP_045628324.1
OG0003702	XP_006228173.1, NP_001019946.1	XP_045628750.1
OG0003703	NP_001012190.1, XP_008761848.1	XP_045636305.1
OG0003704	NP_001128081.2, XP_006228261.1	XP_045630186.1
OG0003705	XP_063122334.1, NP_001008368.1, NP_001396071.1	XP_045645241.1
OG0003706	NP_001100945.1	XP_045645250.1, XP_045645251.1
OG0003707	NP_001414767.1, XP_038953207.1	XP_045645320.1
OG0003708	XP_006228279.1, NP_001101939.1	XP_045645340.1, XP_045645339.1
OG0003709	NP_001119749.1, XP_008757609.1	XP_045628248.1
OG0003710	NP_612529.2, XP_006228441.1	XP_045666260.1
OG0003711	NP_001100957.1	XP_045671157.1
OG0003712	NP_001019429.1, XP_038967305.1	XP_045633138.1, XP_045633221.1
OG0003713	NP_001258193.1, XP_017444845.2	XP_045652106.1
OG0003715	XP_232777.5	XP_045638329.1, XP_045638326.1
OG0003717	NP_445991.2	XP_045668884.1
OG0003718	NP_001003401.1, XP_063137562.1	XP_045665731.1, XP_045665732.1
OG0003719	NP_001020170.1	XP_045662712.1
OG0003720	XP_038966727.1, NP_001240847.1	XP_045638153.1
OG0003721	NP_112632.1, XP_063144548.1	XP_045638651.1
OG0003722	NP_783193.2, XP_063143920.1	XP_045638033.1
OG0003724	NP_001099872.1	XP_045652369.1
OG0003725	NP_001388303.1	XP_045651349.1, XP_045651350.1
OG0003726	NP_001099745.1	XP_045668964.1
OG0003727	XP_008757721.1, NP_001295074.1	XP_045669173.1
OG0003728	XP_063121270.1	XP_045660418.1
OG0003729	NP_001009264.1	XP_045645467.1, XP_045645463.1, XP_045645462.1
OG0003730	XP_006251324.1, NP_001100698.1	XP_045630807.1
OG0003732	XP_006251057.1, NP_001099212.1	XP_045672299.1, XP_045672300.1
OG0003733	XP_006253714.1, NP_001102586.1	XP_045652230.1
OG0003734	NP_001008518.1, NP_001382605.1, XP_063136583.1	XP_045668223.1
OG0003735	XP_063132689.1, NP_001012161.1	XP_045639677.1
OG0003736	XP_006255873.1, NP_001100911.1	XP_045639524.1
