Orthogroup	Rattus_norvegicus	Homo_sapiens
OG0001553	XP_038953660.1, NP_001100891.1	NP_110446.3, XP_047290679.1
OG0001554	NP_001099767.1, XP_063142306.1	NP_006101.1, NP_001230575.1
OG0001555	NP_671476.1, XP_017444131.1	NP_001019572.1, XP_005255372.1
OG0001556	NP_001102329.1	NP_006138.1
OG0001557	NP_001160050.1	NP_001309231.1
OG0001557	NP_001020303.1, XP_017444928.1	NP_872359.1
OG0001558	NP_579843.2, XP_063128053.1	NP_001137434.1, XP_016856754.1
OG0001558	NP_058812.1	NP_001739.3
OG0001559	NP_001269254.1	NP_005025.1
OG0001560	NP_001100229.1, XP_006240635.1	XP_011535635.1, NP_001381870.1, NP_001381871.1, NP_001071062.1
OG0001561	XP_008766200.1, NP_001020138.1	NP_001278516.1, NP_659478.1, NP_001278517.1, NP_001278515.1
OG0001562	XP_006233752.1, NP_001119767.1	NP_001243455.1, XP_024303480.1, NP_690046.3
OG0001563	NP_001414236.1, XP_038948796.1	NP_001397767.1, NP_001306029.1, NP_055962.2, NP_001306030.1
OG0001564	XP_008765882.1, NP_434685.1, XP_038943110.1, NP_001386387.1	NP_478137.1
OG0001565	NP_112400.1	NP_003328.1
OG0001565	XP_006257508.1, NP_001013955.1	NP_003327.2
OG0001566	XP_038966169.1, NP_001102134.1	NP_001185734.1, NP_542386.1, NP_001185735.1
OG0001567	XP_063122916.1, NP_001100358.1	XP_047274498.1, NP_001305748.1, NP_056164.1, NP_001380428.1
OG0001568	NP_620241.1	NP_001362326.1
OG0001569	NP_001414562.1, XP_063122208.1	NP_061135.2, XP_047274937.1
OG0001570	NP_001166810.1	NP_003013.1
OG0001570	NP_001376179.1	NP_113657.1
OG0001571	XP_063121634.1	NP_001284543.1, NP_001337463.1, NP_001337470.1, NP_001337469.1, NP_722523.1, XP_011534279.2, NP_001337464.1, NP_001337462.1, NP_001337468.1, NP_001291408.1, NP_001337466.1, NP_001337465.1, NP_065201.1, NP_001337471.1, NP_001337472.1, NP_001337473.1, NP_001337467.1, NP_001337461.1
OG0001572	NP_001188304.1, NP_001346807.1, NP_001188303.1, XP_006238049.1	NP_001035958.1
OG0001573	NP_001128311.1, XP_063119340.1	NP_001129127.1, NP_001123950.1, XP_016868902.1
OG0001574	XP_063119903.1, NP_001124032.1	NP_056250.3, NP_001340766.1, NP_904355.1, NP_001267468.1, XP_047277620.1, NP_001340767.1
OG0001575	XP_006250951.1, NP_001178525.1	NP_073743.2
OG0001575	NP_001160048.1, XP_063127513.1, XP_038956131.1	XP_005266339.1
OG0001576	NP_001102695.1, XP_038964031.1	XP_006715930.1, NP_789784.2
OG0001577	XP_038953143.2, XP_006234448.1	NP_001358443.1
OG0001577	XP_038964392.1, NP_114473.2	XP_047275795.1
OG0001578	XP_063144051.1, NP_001034081.1, NP_001034083.1	NP_955374.1, XP_016856715.1
OG0001579	NP_001100245.1, XP_006241259.1	NP_076962.2
OG0001580	XP_063143014.1, XP_006236457.1, XP_063143013.1	NP_001229703.1, NP_001269806.1, NP_001269805.1, NP_001229702.1, NP_699176.1, NP_001229704.1
OG0001581	XP_006236337.1, NP_001019496.1	NP_001350258.1
OG0001582	NP_001019498.1, XP_006236493.1	XP_006715927.1
OG0001583	NP_001381954.1, XP_006235915.1	NP_112198.1, NP_001171925.1, XP_005249579.1, NP_001171926.1, NP_001295202.1, NP_001295203.1
OG0001584	NP_001102170.1, XP_063118114.1	NP_001358785.2
OG0001585	NP_942086.2, XP_063131665.1	NP_003256.1
OG0001586	NP_001101480.1	XP_005264729.1, NP_001269659.1, NP_001269660.1, NP_055675.1, NP_001269658.1
OG0001587	NP_001013934.1	NP_006809.1
OG0001588	NP_976078.1	NP_002398.1
OG0001589	XP_063142583.1, NP_001099783.1	NP_001357253.1, NP_001357254.1, NP_001357252.1, NP_001357250.1, XP_011518258.1, NP_001357251.1, NP_001017524.1, NP_001357247.1, NP_001357248.1, NP_001357249.1, NP_001357245.1, NP_001357246.1, NP_001357244.1, NP_001357241.1, NP_001357239.1, NP_001357243.1, NP_036371.1
OG0001590	NP_001073619.1, XP_006234709.1	NP_001153641.1, NP_001153639.1, NP_079117.3, NP_001153640.1
OG0001591	XP_038960856.1, NP_001386441.1	NP_078938.3
OG0001592	XP_006234743.1, NP_942073.2	NP_001364881.1
OG0001593	NP_001009599.1	NP_006822.1
OG0001594	NP_036908.2	NP_001610.2, XP_011543075.1
OG0001594	XP_038945037.1, NP_037029.2	NP_005151.2
OG0001595	NP_001029303.1, XP_038963306.1	NP_001336267.1, NP_001231745.1, NP_001231743.1, NP_001231741.1, NP_001012523.1, NP_001336270.1, NP_001231737.1, NP_116071.2, NP_001336269.1
OG0001596	NP_001102204.1	NP_570719.1, XP_011525985.1
OG0001597	XP_006235737.1, NP_695208.2	NP_001411347.1
OG0001598	NP_001014228.1	NP_001338919.1, NP_001272999.1, NP_001338916.1, NP_001272998.1, NP_001272997.1, NP_001338915.1, NP_001338917.1, NP_001272996.1, XP_011541084.1, NP_001338918.1, NP_001338914.1
OG0001599	NP_001013057.1, XP_006229907.1	XP_006718199.1, NP_001284597.1, NP_443750.2, NP_001073004.1
OG0001601	XP_006257551.1, NP_001100421.1	NP_003579.3
OG0001601	NP_001120773.1, XP_063131645.1	NP_001008895.1
OG0001602	NP_001100799.1, NP_001406018.1	XP_047286233.1, NP_001157617.1, NP_001157616.1, NP_115812.1
OG0001603	XP_038937740.1, NP_001102256.1	NP_001307489.1, NP_149016.2, NP_001307488.1, XP_047304677.1
OG0001604	XP_006244094.1, NP_001020876.1	NP_071906.1, NP_001258579.1, XP_011532311.1
OG0001605	XP_063121641.1, NP_001410588.1	NP_001392962.1, NP_001186907.1
OG0001606	NP_001009655.1, XP_006235182.1	XP_005260924.1, NP_001297267.1
OG0001607	NP_001008354.1	NP_061336.1, NP_740754.1
OG0001608	XP_006235393.1	NP_001310352.1, NP_001229528.1, NP_001229529.1, NP_001310353.1
OG0001608	NP_001013225.1	NP_004893.1
OG0001609	XP_063139111.1	NP_001161292.1, NP_001161293.1
OG0001610	NP_001380604.1	NP_001128243.1
OG0001610	NP_001013162.2, XP_063144456.1	NP_006589.2, XP_011512243.2
OG0001613	XP_038948739.1, NP_001316810.1, NP_058883.1, XP_017455541.1	NP_002120.1, NP_001124161.1, NP_001124160.1
OG0001614	XP_063123999.1, XP_063123988.1, XP_063124000.1, XP_063124003.1, XP_063124002.1, XP_063123991.1, XP_063123993.1, XP_063123992.1, XP_063124001.1, XP_063123989.1, XP_063123997.1, XP_063123996.1, XP_063123994.1, XP_063123987.1, XP_063123995.1, XP_063123998.1, XP_038940627.1	XP_047301387.1, NP_001356777.1
OG0001615	XP_063127158.1, NP_683688.1	NP_001401414.1, NP_001401418.1, NP_001401419.1, NP_001401426.1, NP_001401427.1, NP_001401421.1, NP_001401423.1, NP_001401422.1, NP_001401424.1, NP_001401425.1, NP_001401420.1
OG0001616	XP_006249560.1, NP_001119745.1	NP_001001655.1
OG0001617	NP_001014081.1, XP_008761507.1	NP_001230944.1, NP_710152.1, NP_001230943.1, XP_011519228.1
OG0001618	NP_001399481.1	NP_001273164.1, NP_001273163.1, NP_703150.1, NP_001273162.1, NP_001273165.1, NP_001273166.1, NP_008862.1
OG0001619	NP_001100097.2, XP_038963394.1	XP_005253463.1, NP_001338994.2, NP_001306906.1, NP_001338991.1, NP_001076441.1, NP_001191030.2, NP_060742.4, NP_001338990.2, NP_001306907.2, NP_001191031.2, NP_001338996.2, NP_001338993.2, NP_001338992.2, NP_001338997.1, NP_001338995.2, NP_001076442.2
OG0001620	XP_008763885.1, NP_570104.1	XP_005269054.1, NP_060488.2, NP_001137296.1
OG0001621	XP_038935254.1, NP_001258298.1	NP_001032895.2, NP_001354977.1, XP_006719588.1
OG0001622	XP_038950198.1, NP_001382038.1	NP_001334752.1, NP_001334753.1, XP_011538248.1, NP_001334748.1, NP_060715.2, NP_001334749.1, NP_001137468.1, NP_001137469.1, NP_001334750.1, NP_001334751.1, NP_001334754.1, NP_001334755.1
OG0001623	XP_038963795.1, NP_001094221.1	NP_055568.3, XP_005271903.1
OG0001624	XP_008768318.1	NP_001130042.1, NP_001229868.1, NP_001229865.1
OG0001625	NP_001014000.2, XP_017453465.1	NP_001229243.1
OG0001626	NP_001099341.1, XP_006248572.1	XP_047304580.1, NP_065119.3, NP_001353041.1
OG0001627	XP_006232546.1, NP_001102415.1	NP_775107.1
OG0001628	XP_063118848.1, XP_063118849.1, XP_063118845.1, XP_063118847.1, XP_063118846.1, XP_008760187.1, NP_001386910.1	NP_001362962.1, NP_001362961.1, NP_065994.1, NP_001362958.1, NP_001362959.1
OG0001629	XP_063123263.1, NP_001014124.1	NP_001093894.1, XP_011509240.1, NP_001269673.1, NP_001093892.1, NP_056350.2, NP_001269672.1, NP_001269664.1, NP_001093893.1
OG0001630	XP_017452009.1, NP_955442.1, NP_001380798.1, NP_001380797.1	NP_060726.3
OG0001631	NP_954543.1, XP_006245288.1	NP_001308319.2, NP_001308320.2, NP_001308318.2, NP_056495.4
OG0001632	NP_001178661.1, XP_006256896.1	NP_001116080.1, NP_005324.3, NP_001165462.1
OG0001634	NP_001258157.1, XP_038955661.1	NP_116754.1, NP_001265548.1, NP_116753.1, NP_001161833.1, XP_016885568.1, NP_116755.1, NP_001382516.1, NP_001161834.1, XP_011529212.1, NP_116750.1, NP_001161832.1, NP_116751.1, NP_001161835.1
OG0001635	XP_017457884.1, NP_001413977.1	NP_001369449.1, NP_001369448.1, NP_001369451.1, NP_001369450.1, NP_001369445.1, NP_001369446.1, NP_872114.1, NP_006366.2, NP_001268665.1, XP_011529547.1, NP_001369447.1
OG0001636	XP_003752124.1	NP_689908.3, XP_047297870.1
OG0001637	XP_038956008.1, NP_001103004.1	NP_036385.3, NP_001139405.1, NP_001139406.1
OG0001637	XP_006253084.1, NP_001099550.1	NP_115512.3
OG0001638	NP_001000300.1	NP_001005245.1
OG0001639	XP_063137890.1, NP_001399483.1, NP_001178637.1	NP_065126.2, XP_011508091.1
OG0001639	NP_001178890.1, XP_063138839.1	NP_443123.1, XP_011507420.1
OG0001640	NP_077075.1, XP_008760766.1	NP_079495.1, XP_011527350.1
OG0001641	XP_063126167.1, XP_038943114.1, XP_006246374.1, NP_001017472.1	XP_016865627.1, NP_001382365.1
OG0001642	XP_017450736.1, NP_640350.1, NP_001121571.1, XP_038935722.1, NP_064488.1, XP_038935702.1, NP_001107264.1	NP_001393406.1, NP_001393407.1
OG0001643	NP_001101989.1	NP_113645.1
OG0001643	NP_001414580.1	NP_060186.2
OG0001645	NP_001099494.1	XP_047271728.1
OG0001645	NP_001100856.1	NP_000431.2
OG0001646	XP_063143222.1, NP_036685.1	NP_254275.1, NP_056933.3
OG0001646	NP_036684.1, XP_063119047.1	NP_001962.3
OG0001647	NP_112295.2	NP_002058.2
OG0001647	NP_112298.2	XP_047279195.1, NP_002063.2
OG0001648	XP_006240159.1, NP_446323.1	NP_003127.1
OG0001649	NP_037099.1, XP_063121017.1	NP_002153.2, NP_001307535.1, NP_000192.2
OG0001650	NP_062001.2	NP_116116.1
OG0001650	NP_036739.2	NP_066554.2, XP_011528502.1
OG0001651	XP_006248070.1	NP_001191230.1, NP_001191231.1, NP_000475.1
OG0001651	NP_062161.1	NP_001129602.1
OG0001652	NP_598206.1, XP_063119017.1	XP_005261778.1, NP_001265616.1, NP_001042.1
OG0001653	NP_599161.2	NP_001900.1
OG0001653	NP_113858.1, XP_038944991.1	NP_004842.1, XP_016883001.1
OG0001654	NP_001296567.1, NP_058692.1, XP_063126342.1	XP_006713852.1, NP_001171536.2
OG0001655	NP_062195.2, NP_062053.2	NP_077078.5, NP_003285.2, NP_036349.1
OG0001656	XP_008768453.1	NP_444270.2, NP_001362745.1, XP_016864275.1, NP_001362746.1
OG0001657	NP_001020321.1	NP_795363.1
OG0001657	NP_001074374.1	NP_795362.2
OG0001658	NP_001396020.1, NP_001032746.1	NP_001185769.1, NP_001185767.1, NP_690051.1, NP_006038.2
OG0001659	NP_001098100.1, XP_006254328.1	NP_036379.2
OG0001660	XP_017453796.1, NP_942022.2	NP_597705.2
OG0001660	XP_002728014.2	NP_001373987.1, NP_001129575.2
OG0001661	XP_006247371.1, NP_001008752.1, XP_063125643.1, NP_001008750.1	NP_005548.2
OG0001661	NP_001008751.1	NP_000517.3
OG0001662	NP_037228.1, NP_001007723.1, NP_001013875.1	NP_000508.1, NP_000549.1
OG0001663	NP_598219.2, XP_063129656.1	NP_742000.1, NP_060961.3, NP_001078926.1, NP_001350680.1, NP_001020087.2, XP_005272808.1, NP_001317597.1, NP_958861.2, NP_001397900.1, NP_001273764.1
OG0001664	NP_001000844.1	NP_112170.1, XP_024308428.1, NP_001005328.1
OG0001665	NP_001000640.1	NP_001004059.2
OG0001666	NP_001000296.1, NP_001000934.1	NP_001002925.1
OG0001667	NP_113900.1	XP_047278483.1
OG0001668	NP_001107802.1	NP_001264996.1, NP_001264994.1, NP_001264995.1
OG0001668	NP_058707.2, XP_017444266.1	XP_011534084.1, NP_001264993.1
OG0001669	XP_063129369.1, NP_001177928.1	NP_001316728.1, NP_001316727.1, NP_001316729.1, NP_001025055.1, NP_001316731.1, NP_001316730.1, NP_001316732.1
OG0001670	XP_038938594.1	NP_001182371.2
OG0001670	NP_001387851.1	NP_001381851.1, NP_001373740.1
OG0001671	NP_001102376.1, NP_001402929.1	NP_055268.1, NP_940818.1
OG0001671	XP_063125089.1	XP_005258803.1
OG0001672	NP_001395736.1, NP_001395735.1, XP_038956726.1, NP_001395733.1, NP_001395734.1	NP_001308045.1
OG0001673	XP_038956555.1	NP_001365081.1
OG0001674	NP_001386294.1	NP_001127965.1, NP_001369223.1
OG0001675	NP_001100959.1, XP_038967287.1	NP_777605.1, NP_001381166.1, XP_011525095.1
OG0001676	NP_067726.3, XP_038944861.1	XP_047295618.1
OG0001677	XP_006228688.1, NP_001121166.1	XP_016882522.1, NP_065913.1
OG0001678	XP_006239034.1, NP_001121105.1	XP_016856050.1
OG0001679	XP_038958961.1, NP_071614.1, XP_063136674.1	NP_001112362.1, NP_001230588.1, NP_002055.1, NP_001230587.1
OG0001680	XP_038967473.1	XP_047273089.1
OG0001680	XP_038945817.1, NP_001103077.1	NP_005331.1
OG0001681	NP_001017500.1, XP_038948218.1	NP_001098099.1, XP_011512014.1, NP_060772.2
OG0001682	NP_446272.2, XP_006246179.1	NP_001311030.1
OG0001682	XP_006230524.1	NP_001362309.1
OG0001683	NP_001008383.1, XP_006246454.1	NP_001288002.1
OG0001684	NP_059054.2, XP_006242853.1	NP_001230526.1, XP_011541164.1
OG0001685	NP_001385891.1, NP_001385890.1	NP_001411293.1, NP_001128265.1, NP_659451.1, NP_001364199.1, NP_001364198.1
OG0001686	XP_038934107.1, XP_063133710.1, XP_038949903.1, NP_997681.2	NP_006467.4, NP_001159349.1
OG0001687	XP_063144656.1	XP_011539767.1
OG0001688	NP_955415.1	NP_061855.1
OG0001689	NP_001094006.1	NP_002361.1
OG0001689	NP_001178034.1	NP_060518.1
OG0001690	NP_001013259.1, XP_006239496.1	XP_005263563.1, NP_001303904.1, NP_001303902.1, NP_115744.2, NP_001303903.1
OG0001691	XP_006255604.1, NP_445968.3	XP_047290807.1
OG0001692	XP_063134360.1, NP_001037757.1	NP_001035805.1
OG0001693	NP_001009700.1	NP_001307235.1, NP_001307236.1, NP_001358663.1, NP_001358662.1, NP_001307238.1, NP_001307239.1, NP_001358660.1, NP_001307240.1, NP_001358661.1, NP_001358659.1, NP_001358657.1, NP_001307234.1, NP_219484.1, NP_001307233.1, NP_001358655.1, NP_001358654.1
OG0001694	XP_017446265.1	NP_001359095.1, NP_001359098.1, NP_001106699.1, NP_055732.2, NP_001359097.1, NP_001359100.1, NP_001299617.1
OG0001694	NP_001099935.1	NP_001359099.1, NP_001359096.1, XP_047305402.1, NP_001106697.1
OG0001695	NP_001028856.1	NP_001753.1, NP_001009186.1
OG0001695	NP_001014250.1, XP_063125597.1	NP_006575.2
OG0001696	XP_063127139.1, NP_036854.1	NP_001265844.1, NP_001075224.1, NP_000492.2, NP_001265846.1, XP_047275937.1, NP_001265868.1, NP_001265841.1, NP_001265845.1, NP_001265842.1, NP_001265847.1, NP_001075221.1, NP_001075222.1, NP_001075223.1, NP_001265843.1
OG0001697	NP_446074.2	NP_001092885.2, NP_001374620.1
OG0001698	XP_038955586.1	XP_047298562.1
OG0001698	NP_001101801.2	NP_001274.1
OG0001699	NP_001013141.1, XP_006248938.1	NP_001127861.1, NP_001358225.1, NP_001127859.1, NP_001358223.1, NP_001358226.1, NP_001358228.1, NP_060576.1, NP_001358224.1, NP_001127860.1, NP_001358222.1, NP_001358221.1, XP_005249853.1, NP_001358227.1
OG0001700	NP_001012020.1	NP_064529.4
OG0001701	NP_476461.1, XP_006248973.1	NP_945188.1, NP_002443.3, NP_945191.1, NP_945186.1, NP_001354482.1, NP_945187.1, NP_945192.1, NP_945190.1, NP_001354483.1
OG0001702	XP_063136320.1, NP_001102789.1	NP_060564.2
OG0001702	XP_017452485.1, NP_001003978.1	NP_002085.3
OG0001703	XP_008766630.1	NP_001006639.1
OG0001703	NP_598264.2, XP_038941050.1	NP_055168.2
OG0001704	NP_077353.1	NP_001382951.1, NP_005265.1
OG0001705	NP_892000.1, XP_006254526.1	NP_001362744.1
OG0001706	NP_001019503.1, XP_038964126.1	NP_060654.1
OG0001706	NP_001102541.1	NP_620150.1
OG0001707	XP_006256563.2, XP_008768071.1, NP_062063.1	NP_758869.1, XP_047276844.1
OG0001708	XP_213926.5, NP_001292088.1	NP_001017977.1, NP_001380579.1, NP_060912.2, NP_001380580.1, NP_001336702.1, NP_001185885.1, NP_001185886.1, NP_001336705.1, NP_001336706.1, NP_001336704.1, NP_001336703.1, NP_001336707.1, NP_001336708.1, NP_001336709.1, XP_016857268.1
OG0001709	XP_006232769.1, NP_001128049.1	XP_047273964.1, NP_001258887.1, NP_001258889.1, NP_001258886.1, NP_055252.2, NP_001258888.1
OG0001710	NP_062220.2	NP_001229621.1, NP_009094.3, NP_001358248.1, XP_024307038.1
OG0001711	NP_077349.1, XP_038953064.1	NP_065207.2, NP_001371367.1, NP_001371372.1, XP_047293421.1, NP_001371375.1, NP_001371373.1, NP_001371369.1, NP_001371374.1, NP_001371371.1, NP_001371368.1, NP_001371370.1
OG0001712	XP_038943780.1, NP_001406434.1, NP_001406432.1, NP_001406435.1, NP_001406433.1, NP_001388591.1	NP_653179.1, XP_011535664.3
OG0001713	NP_001032291.1, XP_038968691.1	NP_060425.2, NP_663747.1
OG0001715	XP_063125313.1, NP_001007676.1	NP_112230.1, XP_006721726.1
OG0001716	XP_038940922.1, NP_001258118.1	NP_055410.1
OG0001716	NP_001386507.1, XP_038941328.1	XP_047292375.1, NP_064586.1
OG0001717	XP_063124838.1, NP_001380837.1	NP_001338193.2, XP_011523263.1, NP_060411.3, NP_001373908.1, NP_001275700.2, NP_001373915.1, NP_001373912.1, NP_001275699.2, NP_001338194.2, NP_001094091.2, NP_001373907.1, NP_001094092.2
OG0001718	NP_001102519.1	NP_001245324.1
OG0001719	NP_001019963.1, XP_006247436.1	NP_001137252.1, XP_011523182.1, NP_001308169.1, NP_057100.1, NP_001308170.1, NP_001353655.1
OG0001720	XP_063125149.1	NP_039269.2, NP_002302.2
OG0001721	NP_001182128.1	NP_000709.1
OG0001721	NP_037050.3, XP_063133859.1	NP_075461.2
OG0001722	XP_006242179.1, NP_071576.1	NP_059132.1, NP_001304967.1, XP_005261701.1
OG0001723	NP_001102209.1, XP_017450407.1	NP_001306595.1
OG0001724	XP_063123906.1, XP_038939397.2, NP_001013195.2, XP_038940340.1, NP_001389400.1, XP_038940332.2, NP_598231.4	XP_005264070.1, NP_001047.1, NP_789795.1
OG0001725	NP_001094358.1, XP_006244322.1	NP_001309291.1, NP_115917.1, XP_006712865.1, NP_001135823.1, NP_001135824.1
OG0001726	XP_063118475.1, NP_068535.3	NP_001317022.1, NP_001317007.1, NP_001317011.1, NP_001317006.1, NP_001317013.1, NP_001317014.1, NP_004792.1, NP_001317024.1, NP_001317017.1, NP_001317016.1, NP_001317025.1, NP_001317012.1, NP_001317023.1, NP_001317015.1, NP_001129131.1
OG0001727	XP_063129341.1	NP_001309052.1
OG0001728	XP_038947428.1, NP_001128641.1, NP_599222.2, XP_006253839.1	NP_057546.1, NP_001158730.1, NP_001273417.1, NP_001273418.1, NP_001121183.1, NP_001273413.1, NP_112231.3
OG0001729	NP_001020305.1, XP_006246378.1	NP_055217.2
OG0001730	NP_001399076.1, NP_001001970.1	NP_067069.2
OG0001730	NP_001003691.1	NP_001003693.1, NP_001340263.1
OG0001731	NP_001102260.1	NP_054770.1
OG0001732	NP_001402600.1	XP_011534369.1, NP_071756.2
OG0001733	NP_001004198.1, XP_063124459.1	NP_003185.1
OG0001734	XP_063128829.1	NP_000980.1
OG0001735	NP_001101270.1	NP_006273.1
OG0001735	NP_113923.2, XP_038935793.1	XP_016869245.1
OG0001736	XP_063119334.1, NP_001124018.1	NP_803430.1, NP_803429.1, NP_803252.1, NP_001343299.1
OG0001737	NP_001385918.1, NP_001385919.1	NP_055604.3
OG0001738	NP_001388113.1	NP_001034929.2
OG0001738	NP_001099206.1	NP_036242.1
OG0001739	XP_063128886.1	XP_047305483.1
OG0001740	XP_063118166.1	XP_011513469.1
OG0001740	NP_001102179.2	NP_001156619.1
OG0001741	XP_038964360.1, NP_112340.1	XP_016867753.1
OG0001742	XP_063142043.1, NP_001414720.1	NP_001350328.1, NP_001350329.1, NP_001350322.1, NP_001350323.1, NP_001350324.1, NP_001350327.1, NP_001009571.2, NP_001350326.1, NP_001350325.1, NP_001350321.1, NP_060424.9, NP_001350320.1, NP_001350319.1, NP_001161412.1, XP_005250753.1, NP_001350318.1
OG0001743	XP_063144692.1, NP_001102902.1	XP_006710679.1, XP_011540326.2, NP_001711.2, NP_861525.2
OG0001744	XP_038949511.1, NP_001020312.1	NP_878269.1, NP_878272.1, NP_067001.3
OG0001745	XP_038935996.1, XP_038954174.1	NP_001139699.1
OG0001746	NP_446138.2	NP_061116.5
OG0001746	XP_063141473.1, NP_446239.3	NP_062815.3
OG0001747	NP_001013068.1	NP_001243808.1, NP_001120690.1, NP_006221.3
OG0001748	NP_001013904.2	NP_001338673.1, NP_001338674.1, NP_001338682.1, NP_001338672.1, NP_001338677.1, NP_001912.2, NP_001338676.1, NP_001338679.1, XP_005262835.1, NP_001012750.1
OG0001749	XP_008762807.1, NP_001100188.1	NP_110424.1, XP_024308931.1
OG0001750	NP_001381198.1, NP_001014097.1, XP_063117952.1	NP_001269653.1, NP_001269652.1, NP_068744.1, XP_011531316.1, NP_001269651.1, NP_001269650.1, NP_001269649.1, NP_001269648.1
OG0001751	NP_001009466.2	NP_079051.9
OG0001752	XP_038957975.1, NP_001257579.1, NP_001257581.1, NP_001099919.1, NP_001257582.1, NP_001257580.1	NP_037485.2, XP_011507751.1
OG0001753	NP_037282.2, XP_038968603.1	XP_011514555.1, NP_001358085.1, NP_001032209.1, NP_001358098.1, NP_001358075.1, NP_001358087.1, NP_001358111.1, NP_001358102.1, NP_001358089.1, NP_001358099.1, NP_001358086.1, NP_001358079.1, NP_001358088.1, NP_001358103.1, NP_001358104.1
OG0001754	NP_001014202.1, XP_006234647.1	NP_631917.1
OG0001755	XP_063139369.1, NP_001099961.2	NP_001263653.1, NP_001263652.1, XP_006718201.1, NP_001263656.1, NP_001263655.1, NP_001263654.1, NP_620142.2, NP_001263651.1
OG0001756	XP_017447466.2, NP_001102672.1	NP_060863.3, XP_011518506.1, NP_001139013.1
OG0001757	XP_006234546.1	XP_006718788.1, NP_203754.2
OG0001758	XP_006234636.1, NP_001101220.1	NP_570139.3, XP_005253274.1
OG0001759	NP_071968.1, XP_006230638.1	NP_620599.1, XP_024304548.1, NP_004348.2, NP_001034579.1, NP_620598.1
OG0001760	XP_008758371.1, NP_001296975.1, NP_001013212.2, NP_001296976.1	NP_001284590.1, XP_006718181.1, NP_001284588.1, NP_001284587.1, NP_001284589.1, NP_005697.2
OG0001762	XP_006251792.1, NP_001099496.1	NP_001278872.1, NP_001278870.1, XP_016862420.1, NP_065736.1, NP_001278871.1
OG0001763	XP_038938579.1	NP_001177636.1
OG0001764	NP_001100587.1, XP_006248866.1	NP_078828.2, XP_047295389.1
