Orthogroup	Rattus_norvegicus	Echinops_telfairi
OG0001482	NP_001258230.1, XP_063137156.1, NP_001258228.1	XP_045153551.1
OG0001483	NP_001159772.1, NP_998732.1	XP_004717355.1
OG0001484	XP_038964967.1, XP_063140702.1, NP_112381.2	XP_004703813.1, XP_045142197.1
OG0001485	XP_006244994.1, NP_071565.2, XP_063133708.1	XP_004701572.1, XP_045152885.1, XP_045146552.1
OG0001486	NP_476448.1, XP_063122603.1	XP_004701700.1
OG0001487	XP_017454169.1, NP_775144.1	XP_004706716.1, XP_045154187.1, XP_045154186.1
OG0001489	XP_008771626.1	XP_045154510.1
OG0001491	XP_006257565.1, NP_001166978.1	XP_004713114.1
OG0001492	NP_001014135.2, XP_038955778.2, XP_038940588.1	XP_045151905.1, XP_004713760.3
OG0001493	XP_006252017.1, NP_001014017.1	XP_004698953.1
OG0001494	NP_001382649.1, XP_063130564.1	XP_045142782.1, XP_045142781.1
OG0001502	XP_006253086.1, NP_001106828.1	XP_045151712.1, XP_004708798.1
OG0001503	XP_063131125.1	XP_045146172.1
OG0001503	NP_058736.1	XP_004696253.1
OG0001503	NP_058735.1, XP_038944908.1	XP_004696672.1
OG0001504	XP_063119176.1, NP_077043.1	XP_004700456.1, XP_045146498.1
OG0001505	NP_001007687.1, XP_006253456.1	XP_045142642.1, XP_004707805.1
OG0001506	XP_038962661.1, NP_001000173.1, NP_001000950.1, NP_001001000.1	XP_004717159.1
OG0001507	XP_006232580.1, NP_058786.2	XP_045151765.1, XP_045151766.1, XP_004708783.1
OG0001508	NP_113919.2, XP_006246591.1	XP_045146758.1
OG0001509	XP_017445118.1, NP_113836.2	XP_045148900.1, XP_045148901.1, XP_004715840.1
OG0001510	XP_038944225.1, NP_001100554.1	XP_004713463.1
OG0001511	NP_037261.1, NP_001388064.1	XP_045149485.1
OG0001512	NP_612518.2, XP_006235356.1	XP_045150115.1, XP_004697981.1, XP_045151258.1, XP_045148226.1
OG0001513	NP_001004021.1, XP_063124802.1	XP_004707213.2
OG0001514	XP_001070681.6, XP_006237271.1, XP_003751869.1	XP_045155709.1
OG0001515	NP_598277.2	XP_004701237.1, XP_045147506.1
OG0001516	XP_006241058.3, NP_073194.1	XP_004714455.1
OG0001517	NP_001000643.1	XP_004708532.1
OG0001517	NP_001000629.1, NP_001000642.1	XP_004708527.1
OG0001518	NP_001001283.1, NP_001000161.1, NP_001000162.1	XP_004717139.1
OG0001520	NP_999998.1, NP_999997.1, NP_001002291.1	XP_004696892.1
OG0001520	NP_999999.1, XP_006246238.1	XP_004696891.1
OG0001521	NP_001000122.1	XP_004717587.1
OG0001521	NP_001000123.1	XP_004717588.1
OG0001523	NP_001099607.1, XP_063133258.1	XP_004703165.1
OG0001524	XP_063133380.1, NP_001007689.1	XP_004703902.1
OG0001525	NP_037350.2	XP_004714513.1
OG0001526	NP_001102374.1, XP_006228255.1	XP_030742250.2
OG0001527	XP_038937965.1	XP_004715730.1
OG0001527	NP_542424.1, XP_038941020.1	XP_045155418.1
OG0001528	XP_006257121.1, NP_058913.1	XP_004716740.2
OG0001529	NP_446362.1, XP_063124376.1	XP_012861761.2
OG0001529	NP_446363.1	XP_012862115.2
OG0001530	NP_001020849.1, XP_006228476.1	XP_030742264.1
OG0001531	NP_001401845.1	XP_045144084.1
OG0001531	NP_001414099.1	XP_045148601.1
OG0001532	NP_001257613.1, NP_001257611.1, NP_620183.2, NP_001257612.1, NP_001257610.1	XP_045148655.1
OG0001533	NP_001013082.2, XP_038960050.1	XP_004715817.1
OG0001534	NP_001014170.1	XP_004718253.2
OG0001535	NP_001102480.1, XP_006245650.1	XP_004706646.1, XP_045141023.1
OG0001536	NP_001102010.1, XP_038958431.1	XP_012860342.1
OG0001537	XP_006229442.1, NP_001034095.1	XP_004709924.1
OG0001538	NP_001100715.2	XP_012863673.1, XP_012863284.2
OG0001540	XP_006250911.1, NP_113976.2	XP_004706353.1
OG0001541	NP_001387299.1, XP_008770146.1	XP_004712235.1
OG0001542	NP_036651.1, XP_008759674.1	XP_045140032.1
OG0001542	XP_008768708.1	XP_045147634.1
OG0001543	NP_001162598.1	XP_004713037.1
OG0001544	XP_006246185.1, NP_899155.1	XP_004696825.1
OG0001545	NP_001014111.1	XP_004716325.1
OG0001546	NP_001101591.1, XP_006242536.1	XP_045153724.1, XP_004709049.1
OG0001547	NP_112643.1, XP_063126031.1	XP_045140568.1, XP_030744759.2
OG0001548	NP_001019405.1, XP_017452591.1	XP_045149356.1, XP_004716206.1
OG0001549	NP_001178573.1	XP_004713003.1
OG0001549	NP_001388057.1	XP_004713196.1
OG0001550	XP_017448862.1	XP_030741915.1
OG0001551	XP_063144438.1, NP_113929.1	XP_045155143.1
OG0001551	NP_001380621.1, XP_038967504.1	XP_012860777.1
OG0001552	NP_074058.2	XP_012859358.1
OG0001552	NP_955794.1	XP_030742936.1
OG0001553	XP_038953660.1, NP_001100891.1	XP_004704661.1
OG0001554	NP_001099767.1, XP_063142306.1	XP_045141822.1
OG0001555	NP_671476.1, XP_017444131.1	XP_012860913.1
OG0001556	NP_001102329.1	XP_004699915.1
OG0001557	NP_001160050.1	XP_045154137.1
OG0001558	NP_579843.2, XP_063128053.1	XP_004699990.1
OG0001558	NP_058812.1	XP_004699991.1
OG0001559	NP_001269254.1	XP_030742729.1
OG0001560	NP_001100229.1, XP_006240635.1	XP_045144179.1, XP_030740877.1, XP_045144180.1
OG0001561	XP_008766200.1, NP_001020138.1	XP_045155834.1, XP_045155833.1, XP_045155835.1, XP_004707555.1
OG0001562	XP_006233752.1, NP_001119767.1	XP_004714497.1
OG0001563	NP_001414236.1, XP_038948796.1	XP_004710313.1, XP_045150011.1, XP_045150010.1, XP_045150009.1
OG0001564	XP_008765882.1, NP_434685.1, XP_038943110.1, NP_001386387.1	XP_045140832.1
OG0001565	NP_112400.1	XP_004696674.1
OG0001565	XP_006257508.1, NP_001013955.1	XP_045146993.1, XP_004710131.1
OG0001566	XP_038966169.1, NP_001102134.1	XP_004711038.1, XP_045152484.1
OG0001567	XP_063122916.1, NP_001100358.1	XP_004710824.1
OG0001568	NP_620241.1	XP_004696410.1
OG0001569	NP_001414562.1, XP_063122208.1	XP_045150262.1
OG0001570	NP_001166810.1	XP_004714196.2, XP_004718053.1
OG0001570	NP_001376179.1	XP_045150258.1
OG0001571	XP_063121634.1	XP_004696332.1
OG0001572	NP_001188304.1, NP_001346807.1, NP_001188303.1, XP_006238049.1	XP_004696321.1
OG0001574	XP_063119903.1, NP_001124032.1	XP_004697515.1
OG0001575	XP_006250951.1, NP_001178525.1	XP_012861054.2
OG0001576	NP_001102695.1, XP_038964031.1	XP_004707844.1
OG0001577	XP_038953143.2, XP_006234448.1	XP_004701493.1
OG0001577	XP_038964392.1, NP_114473.2	XP_004702804.1
OG0001578	XP_063144051.1, NP_001034081.1, NP_001034083.1	XP_004702785.1
OG0001579	NP_001100245.1, XP_006241259.1	XP_045146503.1, XP_004700410.1, XP_045146505.1
OG0001580	XP_063143014.1, XP_006236457.1, XP_063143013.1	XP_004714053.2
OG0001581	XP_006236337.1, NP_001019496.1	XP_045144683.1, XP_045144685.1, XP_045144679.1, XP_045144684.1, XP_045144680.1, XP_045144682.1, XP_045144677.1, XP_045144678.1
OG0001582	NP_001019498.1, XP_006236493.1	XP_045144576.1
OG0001583	NP_001381954.1, XP_006235915.1	XP_004702388.1
OG0001584	NP_001102170.1, XP_063118114.1	XP_045142996.1
OG0001585	NP_942086.2, XP_063131665.1	XP_004696530.1
OG0001586	NP_001101480.1	XP_004711149.1, XP_045142995.1
OG0001587	NP_001013934.1	XP_045151636.1
OG0001589	XP_063142583.1, NP_001099783.1	XP_045146348.1
OG0001590	NP_001073619.1, XP_006234709.1	XP_004708358.1
OG0001591	XP_038960856.1, NP_001386441.1	XP_004708338.1
OG0001592	XP_006234743.1, NP_942073.2	XP_004708316.1
OG0001593	NP_001009599.1	XP_045152998.1, XP_045152999.1, XP_004714965.1
OG0001594	NP_036908.2	XP_045153088.1
OG0001594	XP_038945037.1, NP_037029.2	XP_045145596.1
OG0001595	NP_001029303.1, XP_038963306.1	XP_030741436.1
OG0001596	NP_001102204.1	XP_004714350.1
OG0001597	XP_006235737.1, NP_695208.2	XP_004698390.1
OG0001598	NP_001014228.1	XP_004708954.1
OG0001599	NP_001013057.1, XP_006229907.1	XP_045149102.1
OG0001600	NP_001020152.1, XP_006234748.1	XP_045147003.1
OG0001601	XP_006257551.1, NP_001100421.1	XP_045151792.1
OG0001601	NP_001120773.1, XP_063131645.1	XP_004704475.2
OG0001602	NP_001100799.1, NP_001406018.1	XP_004704484.1
OG0001603	XP_038937740.1, NP_001102256.1	XP_004708623.1
OG0001604	XP_006244094.1, NP_001020876.1	XP_045153622.1, XP_004704092.1, XP_045153623.1
OG0001605	XP_063121641.1, NP_001410588.1	XP_045150970.1, XP_045150969.1
OG0001606	NP_001009655.1, XP_006235182.1	XP_004698212.1
OG0001607	NP_001008354.1	XP_004697887.1
OG0001609	NP_598266.1, XP_063139111.1	XP_045151197.1, XP_045151198.1
OG0001610	NP_001380604.1	XP_004698085.1
OG0001610	NP_001013162.2, XP_063144456.1	XP_004698174.1
OG0001613	XP_038948739.1, NP_001316810.1, NP_058883.1, XP_017455541.1	XP_004696181.1, XP_045142544.1, XP_045142543.1
OG0001614	XP_063123999.1, XP_063123988.1, XP_063124000.1, XP_063124003.1, XP_063124002.1, XP_063123991.1, XP_063123993.1, XP_063123992.1, XP_063124001.1, XP_063123989.1, XP_063123997.1, XP_063123996.1, XP_063123994.1, XP_063123987.1, XP_063123995.1, XP_063123998.1, XP_038940627.1	XP_004718095.2
OG0001615	XP_063127158.1, NP_683688.1	XP_004709623.1
OG0001616	XP_006249560.1, NP_001119745.1	XP_045152809.1, XP_045152811.1, XP_004709700.1, XP_045152810.1
OG0001617	NP_001014081.1, XP_008761507.1	XP_004708181.1
OG0001619	NP_001100097.2, XP_038963394.1	XP_045144418.1
OG0001620	XP_008763885.1, NP_570104.1	XP_004711491.1
OG0001621	XP_038935254.1, NP_001258298.1	XP_045143233.1
OG0001622	XP_038950198.1, NP_001382038.1	XP_045139575.1
OG0001623	XP_038963795.1, NP_001094221.1	XP_004716826.1, XP_045146210.1, XP_045146211.1, XP_045146212.1
OG0001624	XP_008768318.1	XP_045140287.1
OG0001625	NP_001014000.2, XP_017453465.1	XP_004713482.1, XP_045152349.1
OG0001626	NP_001099341.1, XP_006248572.1	XP_045143493.1, XP_004712404.1, XP_045143494.1
OG0001627	XP_006232546.1, NP_001102415.1	XP_004704303.1
OG0001628	XP_063118848.1, XP_063118849.1, XP_063118845.1, XP_063118847.1, XP_063118846.1, XP_008760187.1, NP_001386910.1	XP_004701524.1
OG0001629	XP_063123263.1, NP_001014124.1	XP_045152248.1, XP_004701793.2
OG0001630	XP_017452009.1, NP_955442.1, NP_001380798.1, NP_001380797.1	XP_004701598.1
OG0001631	NP_954543.1, XP_006245288.1	XP_004701673.1
OG0001632	NP_001178661.1, XP_006256896.1	XP_004710031.1
OG0001634	NP_001258157.1, XP_038955661.1	XP_045146529.1
OG0001635	XP_017457884.1, NP_001413977.1	XP_045144290.1
OG0001636	XP_003752124.1	XP_004713455.1
OG0001637	XP_038956008.1, NP_001103004.1	XP_004717652.1
OG0001638	NP_001000300.1	XP_004715000.1
OG0001638	XP_063140382.1, NP_001001125.1	XP_004714952.1
OG0001639	XP_063137890.1, NP_001399483.1, NP_001178637.1	XP_012864074.1
OG0001639	NP_001178890.1, XP_063138839.1	XP_004717758.1
OG0001640	NP_077075.1, XP_008760766.1	XP_045152888.1
OG0001645	NP_001099494.1	XP_045145414.1
OG0001645	NP_001100856.1	XP_004696777.1
OG0001646	NP_036684.1, XP_063119047.1	XP_045143282.1
OG0001647	NP_112295.2	XP_004714338.1
OG0001647	NP_112298.2	XP_004713881.1
OG0001648	XP_006240159.1, NP_446323.1	XP_004698583.1, XP_045143892.1
OG0001649	NP_037099.1, XP_063121017.1	XP_045146285.1, XP_004716901.2
OG0001650	NP_062001.2	XP_012859627.1
OG0001650	NP_036739.2	XP_004715407.2
OG0001651	NP_062161.1	XP_004713144.1, XP_045152697.1
OG0001652	NP_598206.1, XP_063119017.1	XP_045148002.1
OG0001653	NP_599161.2	XP_012863915.2
OG0001653	NP_113858.1, XP_038944991.1	XP_004710739.1
OG0001654	NP_001296567.1, NP_058692.1, XP_063126342.1	XP_004712284.1
OG0001655	NP_062195.2, NP_062053.2	XP_045141371.1, XP_030744349.2, XP_045141959.1
OG0001656	XP_008768453.1	XP_004715197.1
OG0001657	NP_001020321.1	XP_004714055.1
OG0001657	NP_001074374.1	XP_012863009.1
OG0001658	NP_001396020.1, NP_001032746.1	XP_012863417.1, XP_045151176.1, XP_045151175.1, XP_045151173.1, XP_045151174.1
OG0001659	NP_001098100.1, XP_006254328.1	XP_004714156.1
OG0001660	XP_017453796.1, NP_942022.2	XP_030743298.1
OG0001660	XP_002728014.2	XP_045152667.1
OG0001662	NP_037228.1, NP_001007723.1, NP_001013875.1	XP_004705821.1, XP_004705822.1
OG0001663	NP_598219.2, XP_063129656.1	XP_004714601.2, XP_045145176.1
OG0001665	NP_001000640.1	XP_030741760.1, XP_004708436.1
OG0001666	NP_001000296.1, NP_001000934.1	XP_004714954.1
OG0001667	NP_113900.1	XP_045139654.1
OG0001668	NP_058707.2, XP_017444266.1	XP_004702016.1
OG0001669	XP_063129369.1, NP_001177928.1	XP_004702004.1
OG0001670	XP_038938594.1	XP_030743528.1
OG0001671	NP_001102376.1, NP_001402929.1	XP_045148290.1, XP_004715715.1
OG0001672	NP_001395736.1, NP_001395735.1, XP_038956726.1, NP_001395733.1, NP_001395734.1	XP_045148286.1
OG0001673	XP_038956555.1	XP_030740927.2
OG0001674	NP_001386294.1	XP_045141507.1, XP_045155351.1
OG0001675	NP_001100959.1, XP_038967287.1	XP_004710425.1
OG0001676	NP_067726.3, XP_038944861.1	XP_045148632.1
OG0001677	XP_006228688.1, NP_001121166.1	XP_004710546.1
OG0001678	XP_006239034.1, NP_001121105.1	XP_045154900.1
OG0001679	XP_038958961.1, NP_071614.1, XP_063136674.1	XP_030744829.1
OG0001680	XP_038967473.1	XP_045149431.1, XP_004697756.1
OG0001680	XP_038945817.1, NP_001103077.1	XP_045155865.1, XP_045147904.1
OG0001681	NP_001017500.1, XP_038948218.1	XP_045140145.1, XP_004706408.1, XP_045140146.1
OG0001682	NP_446272.2, XP_006246179.1	XP_030744533.2
OG0001682	XP_006230524.1	XP_045147287.1
OG0001683	NP_001008383.1, XP_006246454.1	XP_045140856.1, XP_004696806.1
OG0001684	NP_059054.2, XP_006242853.1	XP_045139591.1
OG0001685	NP_001385891.1, NP_001385890.1	XP_012859783.2, XP_004704948.1, XP_045139620.1, XP_004714218.1
OG0001686	XP_038934107.1, XP_063133710.1, XP_038949903.1, NP_997681.2	XP_004712899.1, XP_045139800.1, XP_045142241.1, XP_045154643.1, XP_045149880.1
OG0001687	XP_063144656.1	XP_012859284.2
OG0001688	NP_955415.1	XP_030741953.1
OG0001689	XP_008761646.1	XP_004699468.1
OG0001689	NP_001178034.1	XP_004717721.1
OG0001690	NP_001013259.1, XP_006239496.1	XP_004705242.1, XP_045155131.1
OG0001691	XP_006255604.1, NP_445968.3	XP_004704898.2
OG0001692	XP_063134360.1, NP_001037757.1	XP_045149811.1
OG0001693	NP_001009700.1	XP_045155071.1
OG0001694	XP_017446265.1	XP_045147956.1
OG0001695	NP_001014250.1, XP_063125597.1	XP_004707406.1
OG0001696	XP_063127139.1, NP_036854.1	XP_045141853.1
OG0001697	NP_446074.2	XP_012860997.2
OG0001698	XP_006249241.1	XP_045141810.1
OG0001699	NP_001013141.1, XP_006248938.1	XP_045141833.1
OG0001700	NP_001012020.1	XP_012860981.1
OG0001702	XP_063136320.1, NP_001102789.1	XP_012862823.2
OG0001702	XP_017452485.1, NP_001003978.1	XP_004705916.1
OG0001703	XP_008766630.1	XP_045155654.1
OG0001703	NP_598264.2, XP_038941050.1	XP_045141223.1
OG0001704	NP_077353.1	XP_045146153.1, XP_045140919.1, XP_045141016.1, XP_045150521.1, XP_045145033.1, XP_045143978.1, XP_045153590.1, XP_004703326.1, XP_030741803.1
OG0001705	NP_892000.1, XP_006254526.1	XP_045140468.1, XP_004703011.1
OG0001706	NP_001019503.1, XP_038964126.1	XP_004714169.3
OG0001706	NP_001102541.1	XP_004699862.1
OG0001707	XP_006256563.2, XP_008768071.1, NP_062063.1	XP_045154016.1
OG0001708	XP_213926.5, NP_001292088.1	XP_004706903.1
OG0001709	XP_006232769.1, NP_001128049.1	XP_004714795.1
OG0001711	NP_077349.1, XP_038953064.1	XP_004703014.1
OG0001712	XP_038943780.1, NP_001406434.1, NP_001406432.1, NP_001406435.1, NP_001406433.1, NP_001388591.1	XP_004704382.1, XP_045143888.1
OG0001713	NP_001032291.1, XP_038968691.1	XP_045143941.1, XP_004698885.1
OG0001714	XP_006247968.1, NP_001119554.1	XP_045155943.1, XP_045155942.1, XP_004709152.1
OG0001715	XP_063125313.1, NP_001007676.1	XP_004709312.1
OG0001716	XP_038940922.1, NP_001258118.1, NP_001386507.1, XP_038941328.1	XP_004713083.1
OG0001717	XP_063124838.1, NP_001380837.1	XP_045155683.1
OG0001718	NP_001102519.1	XP_004707289.1
OG0001719	NP_001019963.1, XP_006247436.1	XP_004707564.1, XP_045141897.1, XP_045146463.1, XP_045144182.1
OG0001720	XP_063125149.1	XP_004707019.1
OG0001721	NP_001182128.1	XP_045145270.1
OG0001721	NP_037050.3, XP_063133859.1	XP_045145639.1
OG0001722	XP_006242179.1, NP_071576.1	XP_004700710.2
OG0001724	XP_063123906.1, XP_038939397.2, NP_001013195.2, XP_038940340.1, NP_001389400.1, XP_038940332.2, NP_598231.4	XP_045139903.1, XP_045139904.1
OG0001725	NP_001094358.1, XP_006244322.1	XP_004704383.1
OG0001726	XP_063118475.1, NP_068535.3	XP_045141668.1
OG0001727	XP_063129341.1	XP_004710259.1
OG0001728	XP_038947428.1, NP_001128641.1, NP_599222.2, XP_006253839.1	XP_030743746.1, XP_045154011.1, XP_012862579.1
OG0001729	NP_001020305.1, XP_006246378.1	XP_004696666.1
OG0001730	NP_001399076.1, NP_001001970.1	XP_045148196.1
OG0001730	NP_001003691.1	XP_004711853.2
OG0001731	NP_001102260.1	XP_045150754.1
OG0001732	NP_001402600.1	XP_004696283.1
OG0001733	NP_001004198.1, XP_063124459.1	XP_004701958.1
OG0001734	XP_063128829.1	XP_004696110.1
OG0001735	NP_001101270.1	XP_004698064.1
OG0001735	NP_113923.2, XP_038935793.1	XP_045142405.1
OG0001737	NP_001385918.1, NP_001385919.1	XP_004718120.2
OG0001738	NP_001388113.1	XP_045146162.1
OG0001738	NP_001099206.1	XP_004706344.1
OG0001739	XP_038956166.1, NP_543186.1	XP_012859747.1, XP_045146489.1
OG0001739	XP_063128886.1	XP_045140076.1
OG0001740	XP_063118166.1	XP_012860107.1
OG0001741	XP_038964360.1, NP_112340.1	XP_004702821.1
OG0001742	XP_063142043.1, NP_001414720.1	XP_045144759.1
OG0001743	XP_063144692.1, NP_001102902.1	XP_030743838.1, XP_012860701.1
OG0001744	XP_038949511.1, NP_001020312.1	XP_045143931.1, XP_045143930.1, XP_004698489.1
OG0001745	NP_001389034.1	XP_045142223.1
OG0001746	NP_446138.2	XP_012863010.2
OG0001746	XP_063141473.1, NP_446239.3	XP_004714063.1
OG0001747	NP_001013068.1	XP_045142268.1
OG0001748	NP_001013904.2	XP_004696193.1
OG0001749	XP_008762807.1, NP_001100188.1	XP_004696104.1, XP_045142799.1
OG0001750	NP_001381198.1, NP_001014097.1, XP_063117952.1	XP_004696115.1
OG0001751	NP_001009466.2	XP_004711177.1, XP_045142946.1
OG0001752	XP_038957975.1, NP_001257579.1, NP_001257581.1, NP_001099919.1, NP_001257582.1, NP_001257580.1	XP_045151626.1, XP_045151625.1
OG0001753	NP_037282.2, XP_038968603.1	XP_030741063.1
OG0001754	NP_001014202.1, XP_006234647.1	XP_030741671.1
OG0001755	XP_063139369.1, NP_001099961.2	XP_045146962.1
OG0001756	XP_017447466.2, NP_001102672.1	XP_030741720.1
OG0001757	XP_006234546.1	XP_045152958.1, XP_045152959.1
OG0001758	XP_006234636.1, NP_001101220.1	XP_004708372.1
OG0001759	NP_071968.1, XP_006230638.1	XP_045146391.1, XP_004717229.1
OG0001760	XP_008758371.1, NP_001296975.1, NP_001013212.2, NP_001296976.1	XP_045153223.1, XP_004713815.1
OG0001762	XP_006251792.1, NP_001099496.1	XP_045146030.1
OG0001763	XP_038938579.1	XP_045153634.1
OG0001764	NP_001100587.1, XP_006248866.1	XP_045146239.1
OG0001765	NP_001011986.1	XP_004714348.1
OG0001766	XP_006256761.1, NP_476478.1	XP_045144222.1, XP_004713271.1, XP_045151318.1
OG0001767	NP_001102245.2	XP_004716041.2
OG0001768	XP_006229774.1, NP_476465.1	XP_004708975.1
OG0001769	NP_001386427.1, XP_038949958.1	XP_012861435.1, XP_045143055.1
OG0001770	NP_571982.2, XP_038936657.1	XP_004704060.2
OG0001771	XP_574528.1	XP_045153734.1
OG0001772	NP_001012000.1, XP_063121277.1	XP_012861570.2
OG0001773	XP_008760370.1, NP_742019.3	XP_030742899.1
OG0001774	NP_001011958.1, XP_008760536.1	XP_045152007.1, XP_004697989.1
OG0001776	NP_001385917.1	XP_045151319.1, XP_004698079.1
OG0001777	NP_001009656.1, XP_006235811.1	XP_004716088.1
OG0001778	NP_001414097.1, XP_006253421.1	XP_045143124.1
OG0001779	NP_001077367.1	XP_004709794.2
OG0001781	NP_001037691.1, XP_006249445.1, XP_038956077.1	XP_004709605.1, XP_045152713.1
OG0001782	XP_008767542.1, NP_001010946.1	XP_004709592.1
OG0001783	XP_063142193.1, NP_001101356.1	XP_045146445.1
OG0001784	NP_036620.2	XP_045146452.1
OG0001785	NP_001363864.1, XP_063142228.1	XP_045144354.1, XP_045144355.1, XP_045144353.1
OG0001786	XP_006237679.1, NP_001012098.1	XP_045144320.1, XP_045144322.1, XP_045144321.1, XP_004713848.1
OG0001787	XP_038943816.1, NP_446107.2	XP_004700070.1
OG0001788	NP_001101583.1, XP_038935268.1	XP_045143258.1, XP_045143259.1, XP_004711435.1
OG0001789	NP_001101073.1	XP_004701016.1
OG0001790	XP_006231677.1, NP_071601.2	XP_004700986.1
OG0001791	NP_001101025.1, XP_006230463.1	XP_045147595.1, XP_045148944.1, XP_004700942.2
OG0001792	XP_006234892.1, NP_001012756.1	XP_004709447.1, XP_045153069.1
OG0001793	XP_006234949.1, NP_001041378.2	XP_004709551.1
OG0001794	NP_001399115.1, NP_445797.1	XP_004709520.1, XP_045155488.1
OG0001795	NP_001099370.1	XP_004706491.1
OG0001796	NP_001101782.1, XP_008766753.1	XP_004711365.1
OG0001797	NP_001020185.1, XP_006248128.1	XP_045140753.1, XP_045140754.1
OG0001798	NP_511177.2, XP_006248506.1	XP_045143486.1, XP_045143485.1, XP_004712315.1
OG0001799	XP_006232552.1, NP_001101153.1	XP_045153653.1, XP_004704161.1
OG0001800	NP_001170839.1, XP_063128142.1	XP_004699887.1
OG0001801	XP_006250359.1, NP_001014253.1	XP_045154369.1
OG0001802	NP_001013145.1, XP_006250357.1	XP_045154440.1, XP_045154441.1
OG0001803	XP_006257110.1, NP_579838.1	XP_004715495.1
OG0001804	NP_001388158.1, XP_008771694.3, XP_038956191.1	XP_045154527.1
OG0001805	XP_038955528.1, NP_001100417.1	XP_004713419.1
OG0001806	XP_038948518.1	XP_004710801.1
OG0001809	NP_001000279.1, NP_998897.1	XP_004717802.2
OG0001815	NP_579818.1	XP_004710817.1
OG0001816	NP_001002253.1	XP_004713989.1, XP_045144715.1
OG0001817	NP_058896.1, XP_008760202.1	XP_004701781.1
OG0001818	NP_001008385.1, XP_006242090.1	XP_004700360.1
OG0001819	XP_008764903.1, NP_001009437.1	XP_004708606.1
OG0001820	NP_001382587.1, XP_063139172.1, NP_036763.1	XP_045151286.1
OG0001821	NP_001012018.1, XP_017453489.1	XP_004706550.1
OG0001822	NP_445809.2, XP_038938135.1	XP_004708614.1, XP_004708613.1
OG0001823	XP_006254488.1, NP_001137365.1	XP_045152177.1
OG0001824	NP_001102522.1	XP_004711354.1
