Orthogroup	Rattus_norvegicus	Sus_scrofa
OG0000950	XP_038957658.1, NP_653340.2	XP_005653131.1, XP_005653132.1, XP_005653130.1, XP_001928629.1
OG0000951	XP_063137641.1, NP_001382002.1, NP_001382001.1	XP_005666939.1, NP_001254764.1
OG0000952	NP_001020218.1, XP_006236913.1	XP_013836113.2
OG0000953	XP_006244027.1, NP_001101660.1	XP_003358456.1
OG0000953	XP_006248583.1, NP_001101791.1	XP_020925698.1
OG0000954	NP_001100274.1, XP_006242683.1	XP_003123224.2
OG0000955	XP_006242587.1, NP_001119755.1	XP_003129838.1
OG0000956	XP_006229821.1, NP_001009965.2	XP_003129720.1, XP_003129721.1
OG0000957	XP_038961728.1, NP_001400104.1, NP_072151.1	XP_020938894.1, XP_020938893.1, XP_020938895.1
OG0000959	NP_001101698.1, XP_038939614.1	XP_005672321.1, XP_003133743.1, XP_020930954.1
OG0000960	XP_017448377.1, NP_001102900.1	XP_020948158.1, XP_013853362.1
OG0000961	NP_001414639.1, XP_063142646.1	XP_020948012.1
OG0000962	XP_038936293.1	XP_020947303.1
OG0000963	NP_001386567.1, NP_001386566.1	XP_020945012.1
OG0000964	NP_068629.2	XP_005670343.2, NP_999266.1
OG0000965	NP_852046.1, XP_006236635.1	NP_999175.1, XP_020957429.1
OG0000966	NP_001099350.2	XP_020926914.1
OG0000967	NP_997658.1, NP_001001429.1, NP_001001427.1, NP_001001428.1	NP_001116625.1, XP_020954095.1
OG0000968	NP_001009675.1, XP_008771635.1	XP_003135313.1, XP_013846434.1
OG0000969	XP_006253359.1, NP_001414098.1	XP_020935775.1
OG0000970	NP_001009399.1, XP_063136039.1	NP_001161108.1, XP_005674022.1
OG0000972	NP_113942.1, XP_038949608.1, NP_001244278.1	XP_020957552.1, XP_020957546.1, XP_020957559.1, XP_020957555.1
OG0000975	XP_056841131.1, NP_001012522.1, XP_063139086.1	XP_020925937.1, XP_020927656.1
OG0000976	NP_001034117.2	XP_020942919.1
OG0000976	XP_006231532.1	XP_001928912.1
OG0000977	XP_038945589.1, NP_001009491.1, NP_001009490.1, XP_038945587.1, XP_006249462.1, NP_001009489.1, XP_006249444.1, NP_620268.2, NP_001009680.1, XP_038945416.1, XP_038944996.1, NP_653353.2	XP_020929339.1
OG0000978	NP_001257763.1, NP_001100537.2, XP_038942126.1	XP_020922238.1, XP_020922242.1, XP_020922243.1, XP_020922239.1, XP_020922236.1, XP_020922240.1, XP_020922237.1, XP_020922241.1, XP_013845333.1
OG0000979	XP_006248720.1, NP_446294.1	NP_001185851.1
OG0000979	NP_059043.2, XP_038944453.1	XP_020943678.1
OG0000980	NP_077062.1, XP_063130745.1	NP_001132943.1, XP_020953697.1
OG0000981	NP_001008336.1	NP_001093665.1
OG0000981	NP_955404.1	NP_001093666.1
OG0000982	NP_001008310.1, XP_038936555.1, NP_001395891.1	NP_001231927.1
OG0000982	XP_006231897.1	XP_005661536.1
OG0000983	NP_062254.2, XP_063119071.1	XP_020946774.1, NP_001005348.1
OG0000984	NP_071567.1, XP_006257568.1	NP_001090905.1, XP_020935024.1
OG0000985	NP_445773.1, XP_006239125.1	XP_020951321.1, XP_013851380.1, XP_020951322.1, XP_013851375.1
OG0000986	NP_001395826.1, NP_036708.2, XP_017456328.1	XP_005653012.2, NP_001008481.1
OG0000987	NP_001000578.1, NP_001001384.1, NP_001000617.1, NP_001000618.1	XP_003122834.1, XP_003122837.1, XP_003122836.1, XP_005654732.2
OG0000988	XP_017451024.1, NP_001000469.1, XP_063121150.1, NP_001000458.1	XP_005653771.1
OG0000988	NP_001000519.1	XP_005653770.1
OG0000989	NP_001000483.1, NP_001001088.1, NP_001000753.1	XP_003133834.2, XP_003359756.2
OG0000990	NP_775435.1, NP_001388144.1	XP_003135306.1
OG0000991	NP_001258078.1, XP_038952688.1	XP_020949449.1, NP_001163989.1
OG0000992	NP_001258294.1, XP_038953026.1	XP_020951675.1, XP_013854665.1, XP_013854662.1, XP_020951676.1, XP_005665319.1, XP_013854661.1, XP_005665320.1, XP_013854666.1, XP_013854664.1
OG0000993	XP_038954994.1, NP_001387756.1	XP_020943702.1
OG0000994	NP_001388327.1, XP_038964886.1	XP_005660217.1, NP_001090975.1
OG0000995	XP_063127952.1, NP_001258046.1	NP_001090933.1
OG0000996	NP_001006969.1, NP_001406968.1, XP_006228137.1	XP_020950520.1
OG0000997	XP_038967474.1, NP_001138745.1, XP_006228857.1	NP_001090966.1, XP_005664554.1
OG0000998	NP_001388620.1, NP_001388621.1, XP_006228976.1	XP_020949912.1, XP_020949911.1, XP_020949910.1, XP_020949909.1
OG0000999	XP_008770097.1, NP_001007734.1	XP_003482884.1
OG0001000	XP_006255168.1, NP_001007690.1	XP_020949568.1, XP_003355851.3
OG0001002	NP_783186.2, XP_063134145.1	XP_020929235.1
OG0001003	XP_006252848.1, NP_001005908.1	XP_005671207.1, NP_001231311.1, NP_001231312.1
OG0001004	XP_017456418.1, NP_077337.1	XP_020940683.1, XP_020940684.1, XP_020940682.1
OG0001005	NP_001013199.1, XP_017451194.1	XP_020918529.1, XP_020918527.1, XP_020918528.1
OG0001007	XP_006255845.1, NP_446043.1	NP_999273.1, XP_013849644.1
OG0001008	XP_006255650.1, NP_001100898.2	XP_020949476.1
OG0001009	NP_001163874.1	XP_005661995.1, XP_020941949.1, XP_020941946.1, XP_003481042.1, XP_020941948.1, XP_020941947.1
OG0001010	XP_006248949.1	XP_003124359.1, XP_003124360.1
OG0001012	XP_006246101.1, NP_001382963.1	XP_013843290.1, XP_005655233.1, XP_013843291.1, XP_020942424.1
OG0001013	NP_037182.1	NP_001191298.1
OG0001014	NP_001012208.1	XP_003130590.1
OG0001015	NP_001128264.1, NP_569093.2	XP_020937501.1, NP_999446.1
OG0001016	NP_001094311.1, XP_008768078.1	XP_020919541.1
OG0001017	NP_036976.2, XP_038946306.1, NP_001029262.1	NP_999520.1
OG0001018	NP_001178536.1	XP_020945468.1
OG0001019	NP_114456.2, NP_001380593.1	XP_005665339.1, XP_005665342.1, XP_003127878.3
OG0001020	XP_063125244.1, NP_942054.2	XP_020922491.1
OG0001021	NP_598227.3, NP_954678.1, XP_038936438.2	XP_020947468.1, XP_020947473.1, NP_001230795.1
OG0001022	NP_001386483.1, NP_001386482.1	NP_001230346.1
OG0001023	NP_065707.3	XP_020938970.1
OG0001023	NP_001128252.1, XP_038935538.1	XP_020947061.1
OG0001024	XP_006244820.1, NP_001100372.1	XP_005662443.1
OG0001025	NP_001100710.1, XP_006251617.1	XP_003125160.2, XP_020943138.1
OG0001026	XP_038942700.1, NP_071606.1	XP_005661697.1, NP_001139224.1
OG0001026	XP_008765965.1, NP_062142.1	XP_020941082.1
OG0001027	NP_997479.1, XP_063143372.1	NP_999474.1, XP_005668113.1
OG0001028	NP_001386081.1, XP_063144595.1	XP_020919932.1, XP_020920974.1
OG0001029	XP_006244629.1, NP_001037751.1	XP_005666041.1, NP_001103899.1
OG0001030	NP_001414309.1	XP_005655359.2
OG0001031	XP_038966228.1, NP_001103139.1	XP_020952602.1
OG0001032	NP_570102.1, XP_038967636.1	XP_005662721.2
OG0001033	NP_001101182.2, XP_063137983.1	XP_013843603.2, XP_003125898.2, XP_013843602.2, XP_020946401.1
OG0001034	XP_006245026.1, NP_783638.1	XP_001925960.1
OG0001035	XP_003750188.1, NP_001358229.1	XP_020957862.1, NP_999104.1
OG0001036	NP_001107265.2, XP_063140650.1	XP_003122875.1
OG0001037	XP_006237124.1, NP_001296392.1	XP_005669831.2, XP_020924975.1
OG0001038	XP_006243918.1, NP_001102919.1	XP_005669684.1, XP_020924543.1, XP_003132296.1, XP_005669686.1, XP_005669685.1, XP_013837215.1
OG0001039	XP_017447295.1, NP_001101283.1	XP_005673080.1, NP_001116689.1
OG0001040	NP_001099903.3, XP_006232427.2	XP_020921227.1
OG0001041	XP_006248899.1, NP_001108513.2	XP_020921176.1
OG0001042	NP_001032436.2, XP_006245602.1	XP_020931607.1
OG0001043	XP_006249567.1, NP_071554.2	XP_020927867.1, NP_001116572.1
OG0001044	NP_001032886.1, NP_001406454.1	XP_020947967.1
OG0001045	NP_001007660.2	XP_020947334.1, XP_020947335.1, XP_020947333.1, XP_020947336.1
OG0001047	NP_001123511.1, XP_006230505.1	XP_020928255.1, XP_020928258.1, XP_005671619.2, XP_020928254.1, XP_020928257.1, XP_001926615.2
OG0001048	XP_038958959.1, NP_071589.1	XP_020944833.1, XP_020944832.1, XP_020944834.1
OG0001049	NP_001012355.1	XP_013847823.1
OG0001050	NP_001129311.1, XP_006229653.1	XP_020935334.1
OG0001051	NP_001381158.1, XP_038944203.1, NP_852138.2	XP_003132609.2
OG0001052	XP_006254161.1, NP_001012053.2, XP_063133019.1	XP_020955466.1
OG0001053	NP_001011665.1, XP_038954563.1	NP_001116681.1
OG0001054	NP_036849.2, XP_006234501.1	NP_999260.1, XP_005672071.1
OG0001056	NP_001013979.2, XP_006256769.1	NP_001233597.1, XP_005673651.1
OG0001060	NP_001000591.1, NP_001000063.1	XP_003126267.3, XP_005663925.2, XP_005663924.2
OG0001061	NP_001009681.1, XP_063127423.1	NP_001026960.1
OG0001062	XP_063142070.1	XP_020934505.1
OG0001062	NP_001386603.1	XP_003481128.1
OG0001063	XP_006249347.1, NP_445891.1, NP_001160147.1	XP_020928360.1
OG0001064	NP_001000121.1, XP_038961998.1	XP_005667185.3
OG0001065	NP_446168.1	NP_001161104.2
OG0001065	NP_036690.2, XP_038951270.1	NP_999144.1
OG0001066	XP_038952282.1	XP_020936952.1, XP_020938076.1, XP_020937056.1
OG0001066	NP_001101679.1, NP_001013244.1, XP_006244779.1	XP_020931126.1
OG0001067	XP_006228483.1	NP_001090963.1
OG0001067	NP_058772.2	XP_005653339.1
OG0001067	NP_001012064.1	XP_005653335.1
OG0001068	NP_001258162.1, XP_006228912.1	XP_020949981.1, XP_020949982.1, XP_020949980.1, XP_020949983.1, XP_020949984.1
OG0001069	XP_017456135.1	XP_020920499.1
OG0001070	NP_001386431.1	XP_020932520.1
OG0001071	NP_001013185.1, XP_038965709.1, NP_001380980.1	XP_020948971.1, NP_001245373.1
OG0001072	NP_001100988.1, XP_006229354.1	XP_020931260.1
OG0001074	XP_038950121.1, NP_036731.2	NP_001007195.1
OG0001074	NP_073195.2, XP_006231311.1	NP_999290.1
OG0001075	XP_006233389.1, NP_001129343.1	XP_020957372.1
OG0001075	NP_001094304.1, XP_038954538.1	XP_001925115.3
OG0001076	NP_001386068.1	XP_005671249.1
OG0001077	XP_006246817.1, NP_001139227.2, XP_063126103.1	XP_020923379.1
OG0001078	XP_038942919.1	XP_013836776.2
OG0001079	NP_001004237.1, XP_063143572.1	XP_020953110.1, XP_020953112.1, XP_020953113.1, XP_020953111.1, XP_020953109.1
OG0001080	NP_001020584.1, XP_006249000.1	XP_013843144.1
OG0001080	XP_006242075.1, NP_001166841.1	XP_013843657.1
OG0001081	NP_001385682.1, NP_001385683.1, XP_063142149.1	XP_020943690.1
OG0001082	XP_006245817.1, NP_001100443.1	XP_020942313.1
OG0001082	XP_017450260.1, NP_001008324.1	NP_001171824.1
OG0001083	XP_038938798.1, XP_063126045.1, NP_114026.3	XP_020942455.1
OG0001084	XP_006250449.1, NP_001013203.1	XP_020920075.1, XP_020920078.1, XP_020920076.1, XP_020920077.1
OG0001085	XP_038957489.1, NP_446159.1	XP_001924678.3
OG0001085	NP_598233.2	XP_020955446.1
OG0001086	NP_001120847.1, XP_038953019.1	XP_020948457.1
OG0001087	NP_001400700.1	XP_001928049.1
OG0001087	NP_476536.2	XP_013832904.1
OG0001088	NP_112267.1	NP_001229990.1
OG0001089	XP_006240663.1, NP_001008526.1	XP_020937170.1, XP_020937171.1
OG0001090	XP_063125304.1, NP_001007675.1, XP_038956923.1	XP_020921709.1, NP_001157986.1
OG0001091	XP_006256127.1, NP_058892.1	NP_001123422.1
OG0001091	NP_001102048.1	XP_003353736.2
OG0001092	XP_038961180.1, NP_001101303.1	XP_005660498.2
OG0001093	XP_038935296.1, NP_001102198.1	XP_005655668.1, XP_005655665.1, XP_005655671.1, XP_013843757.1, XP_005655670.1, XP_020948519.1, XP_005655664.1, XP_005655666.1, XP_003126313.1, XP_005655669.1, XP_020948518.1, XP_001927736.2
OG0001094	NP_001388010.1	XP_005664240.2
OG0001095	NP_113920.2, XP_063123775.1	XP_003354750.1
OG0001096	XP_038940086.1, NP_113865.1, NP_001399528.1	XP_013851352.2, XP_020942775.1, XP_020942772.1, XP_020942776.1, XP_020942773.1
OG0001097	NP_001101682.1, XP_063123227.1	XP_003362135.4
OG0001098	NP_445740.1	XP_005660428.1
OG0001099	NP_001258169.1, XP_006234061.1	XP_020923848.1, XP_020923833.1, XP_020923836.1, XP_020923843.1
OG0001100	XP_006256137.1, NP_001029329.1	NP_001138855.1, XP_005665838.1
OG0001101	NP_001386064.1, XP_006244532.1, NP_001386067.1, NP_001386065.1, NP_001386066.1	XP_003128427.1, XP_005666015.1, XP_005666016.1, XP_005666017.1, XP_003482223.1
OG0001102	NP_542963.2, XP_006238023.1	XP_001927419.1
OG0001103	NP_110472.2, NP_001381519.1, NP_446099.1	XP_003126214.3, NP_001001861.1
OG0001104	XP_008760904.1, NP_001099182.1	XP_020919131.1
OG0001104	NP_001099181.1, XP_063120964.1	XP_020924514.1
OG0001105	XP_006236573.2, NP_001025098.1	XP_020934234.1
OG0001106	NP_001101331.1, XP_006236610.1	XP_020934660.1, XP_013841178.1
OG0001108	XP_006253294.1, NP_001012352.1	XP_013839547.1, XP_005671850.1, XP_005671843.1, XP_005671849.1, XP_013839544.1, XP_005671844.1, XP_005671846.1, XP_003133423.1, XP_005671847.1, XP_005671848.1, XP_005671845.1
OG0001109	NP_001020291.1, XP_038968096.1	XP_020943349.1
OG0001111	NP_001388322.1	XP_003122746.1
OG0001111	XP_006249474.1, NP_001414550.1	XP_020928052.1
OG0001112	NP_001099957.1, XP_006234511.1	XP_003353915.2, XP_003480748.2, XP_020938701.1, XP_020938699.1
OG0001113	XP_063138814.1, NP_062025.1	XP_005660759.1, NP_001335713.1
OG0001114	XP_063137036.1, NP_647557.1	XP_003122726.3
OG0001114	XP_038944998.1, NP_653359.1	NP_001302665.1, XP_003359124.4
OG0001115	XP_002730329.2, NP_001032293.1, XP_006257316.1	XP_020935879.1
OG0001116	NP_001032733.1, XP_006255314.1	XP_020939368.1, XP_005652927.2, XP_013846181.2, XP_003123393.2, XP_013846184.2
OG0001117	NP_476493.2, XP_006242653.1	NP_001108143.1, XP_005654868.1
OG0001118	NP_001006976.1, XP_038964601.1, XP_006231172.1, XP_038957275.1, NP_001395687.1, XP_038957283.1, XP_063137094.1	XP_003122711.2
OG0001119	XP_006242582.1, NP_001020158.1	XP_003129801.1, XP_005667302.1, XP_005667301.1
OG0001120	XP_006229335.1, NP_001120976.1	XP_020938906.1, XP_020938900.1, XP_020938905.1, XP_020938907.1, XP_020938899.1, XP_020938904.1, XP_020938903.1, XP_020938901.1, XP_020938902.1
OG0001121	XP_063130551.1, NP_001012210.1	XP_020921237.1, XP_020921240.1, XP_020921238.1, XP_020921236.1, XP_020921235.1
OG0001122	NP_001101850.1, XP_038949426.1	XP_013835951.1
OG0001123	XP_006244124.1, NP_620188.1	XP_020927373.1
OG0001124	NP_001032861.2, XP_038937119.1	XP_005669913.1
OG0001125	NP_112271.2, NP_112247.2, XP_008769816.1	XP_003132517.1
OG0001126	NP_001094308.1, XP_017447098.1	XP_020933698.1
OG0001127	XP_006248878.1, NP_001006957.1	XP_013835872.1
OG0001129	NP_073184.3, XP_038940110.1	XP_020930492.1
OG0001130	NP_414541.1, XP_006231440.1	XP_020927425.1, NP_001092057.1
OG0001131	XP_006232215.1, NP_446224.1	NP_999369.1
OG0001132	XP_038938428.1, XP_063122412.1, XP_576426.2, XP_038938419.1, XP_038938427.1, XP_038938422.1, XP_038938429.1, XP_063122413.1, XP_063122269.1, NP_001385946.1	XP_003480392.1, XP_013848363.2
OG0001133	XP_006243240.1, NP_001386356.1	XP_013833545.1
OG0001134	XP_006250789.3, NP_001012034.1	XP_020956053.1, NP_001231134.1
OG0001135	NP_001007643.1	XP_005671966.1, NP_001230302.1
OG0001136	XP_038960272.1, NP_001094112.1	XP_020930856.1
OG0001137	XP_006250315.1, NP_001009539.1	XP_013852287.1, XP_001927383.1, XP_013852288.1, XP_020945190.1, XP_001927370.3, XP_020945191.1
OG0001138	XP_063136454.1	XP_013841859.2
OG0001138	NP_001182199.1	XP_001925240.2
OG0001139	NP_001100819.1, XP_006253889.1	XP_013832854.2
OG0001139	NP_001164044.1	XP_020936409.1
OG0001140	NP_001000249.1	XP_020940320.1, XP_013849736.2
OG0001141	NP_001001119.1, NP_001001421.1, NP_001001397.1, NP_001001422.1	XP_020937959.1, XP_003128295.1, XP_003356646.2, XP_001929510.2, XP_020936940.1, XP_020936939.1, XP_001929497.4, XP_020936941.1
OG0001144	XP_038940384.1, NP_001014188.1, NP_001406427.1	NP_001272907.1, XP_005660169.1
OG0001145	NP_037151.2	XP_001925518.2
OG0001145	NP_059051.1, XP_063128003.1	XP_020950067.1, XP_003481903.1
OG0001146	NP_113906.2	XP_001926739.2
OG0001146	NP_001032734.1, XP_063130300.1	XP_013833699.1
OG0001147	NP_001094194.1	XP_020926281.1, XP_020937601.1, XP_020937602.1, XP_020937599.1, XP_005669554.1, XP_020937603.1, NP_001116621.1, XP_020924182.1, NP_999028.1, XP_020926282.1, XP_020924234.1, NP_001123437.1, NP_999615.1, NP_001123448.1
OG0001148	XP_006232469.1, NP_073637.1	NP_001166989.1, XP_005669983.1
OG0001149	XP_038958936.1, NP_001020794.1	NP_999298.1
OG0001150	NP_001008831.1	NP_001123696.1, XP_005665901.1, NP_001107534.2
OG0001151	NP_001160150.1, NP_001074406.1	XP_020948010.1
OG0001152	XP_006238442.1, NP_570825.1	XP_020938475.1, NP_999289.1
OG0001153	NP_001164018.1, XP_006237111.1, NP_001164019.1, NP_001164017.1	XP_020926761.1, XP_020926757.1, XP_020926763.1, XP_020926759.1, XP_020926760.1, XP_020926758.1
OG0001154	NP_001000320.1	XP_020956194.1
OG0001156	NP_001000479.1, NP_001000478.1	XP_003130055.1, XP_003130053.3, XP_020958342.1
OG0001157	NP_001000555.1, NP_001000243.1, NP_001000238.1, NP_001000764.1, NP_001001040.1, NP_001000233.1, NP_001000766.1, NP_001001039.1, NP_001000765.1, NP_001000242.1, NP_001000955.1, NP_001000240.1, NP_001000241.1	XP_020929394.1
OG0001159	NP_036892.1, XP_063137410.1	NP_001038010.1, XP_005654425.1
OG0001160	NP_001007691.1, XP_006227702.1	XP_003121199.1, XP_005659221.1
OG0001161	NP_579858.2, XP_006253588.1	XP_020920298.1, XP_020920296.1, XP_020920299.1
OG0001162	NP_446179.2, XP_006253729.1	XP_001928905.1, XP_003359068.1
OG0001163	NP_001387867.1	XP_020950716.1, XP_020950715.1, XP_020950714.1
OG0001164	NP_001020851.1, XP_006228480.1	NP_001116590.1, XP_020948876.1
OG0001165	XP_006228644.1, NP_001017513.1	NP_001231393.1, XP_005655878.1
OG0001166	NP_036963.1, XP_038957466.1	XP_013850242.1, XP_020949955.1, XP_005653328.1, XP_003127066.1, XP_013850236.1, XP_003127065.1, XP_013850246.1
OG0001167	XP_017456071.1, XP_006237779.1	XP_013835699.1
OG0001168	NP_001108509.1	XP_005665196.1, XP_003356288.1
OG0001169	NP_620272.3, XP_006239434.1	XP_020949008.1, NP_001231561.1
OG0001170	XP_063129745.1, NP_445791.2	XP_020956610.1
OG0001172	XP_063121067.1, NP_775422.1	XP_005653775.2
OG0001174	NP_001385773.1, NP_001385774.1, XP_038943194.1	XP_020923653.1
OG0001175	XP_038954172.1	XP_020953190.1
OG0001176	NP_001099656.1	XP_020949474.1, XP_020949475.1
OG0001177	XP_038945992.1	XP_020941912.1
OG0001177	XP_038946040.2	XP_020943636.1
OG0001178	NP_073180.1, XP_038961739.1	XP_013848562.1
OG0001179	NP_001400254.1, XP_006247755.1	XP_020922349.1
OG0001179	XP_038945791.1	XP_020943639.1
OG0001180	XP_006249019.1, NP_001102532.1	XP_020941608.1, XP_020941606.1
OG0001181	NP_037238.1	XP_005663643.1, NP_001116589.1
OG0001181	NP_037277.1	XP_020919153.1
OG0001182	XP_006233516.1, NP_783187.1	XP_020952001.1
OG0001183	NP_001004445.1, NP_001014791.1	XP_003135386.2
OG0001184	XP_008768069.1, NP_001099459.2, NP_062174.1, XP_063128627.1	XP_020918993.1
OG0001185	NP_001388309.1, XP_063128385.1	XP_013835386.2
OG0001186	XP_006250217.1, NP_001020839.1	XP_013852241.2, XP_020945094.1, XP_020945095.1
OG0001187	XP_038959215.1, NP_598240.1, XP_038934273.1, XP_063124231.1	XP_005652632.1
OG0001188	XP_063130478.1, NP_001386633.1	XP_013833644.1, XP_013833643.1, XP_013833645.1, XP_013833642.1
OG0001189	NP_001400143.1, NP_110486.1, XP_063140681.1	XP_005660995.1, NP_001182281.1
OG0001190	NP_919443.1	XP_020922977.1, XP_020922978.1, XP_020922976.1, XP_020922974.1, XP_020922975.1, XP_020922979.1
OG0001191	NP_446116.2, NP_001409929.1, XP_006233793.1	NP_001240851.1, XP_013842529.2
OG0001192	NP_001123983.1, XP_006242186.1	XP_005663831.1, XP_005663830.1
OG0001193	XP_063124394.1, NP_570095.2	XP_005661690.1
OG0001194	NP_001102136.2, XP_006238227.1	XP_020922599.1
OG0001195	XP_038954571.1, NP_001159747.1	NP_001116610.1, XP_020953578.1
OG0001196	XP_006256016.3, NP_997628.1	NP_001095293.1
OG0001197	XP_006256284.1, NP_001012174.1	NP_001302540.1, XP_020953710.1
OG0001198	NP_001380846.1, XP_008764471.1	XP_020947799.1, XP_003121446.3
OG0001199	NP_113995.2, XP_006243561.1	XP_020947633.1, XP_020947630.1, XP_001927476.1, XP_020947622.1
OG0001200	XP_063135574.1, NP_001102918.1	XP_020946247.1, XP_020946258.1, XP_020946250.1, XP_020946255.1
OG0001201	NP_001037748.1	XP_020946444.1
OG0001201	XP_038955826.1, NP_001102287.2	XP_001928105.1
OG0001202	NP_001029063.1	XP_020943022.1
OG0001202	NP_001101827.1	XP_020956251.1
OG0001203	XP_006236094.1, NP_001101316.1	XP_005667635.1, XP_003357471.1, XP_013835118.1, XP_005667634.1
OG0001204	NP_001013103.1, XP_006236548.1	XP_003134896.1, XP_020934708.1, XP_005673363.1
OG0001205	XP_038937290.1, NP_001178720.1	XP_020934982.1, XP_020934978.1, XP_020934968.1, XP_020934969.1, XP_020934970.1, XP_020934976.1, XP_020934974.1, XP_020934973.1, XP_020934980.1, XP_020934977.1, XP_020934983.1, XP_020934975.1, XP_020934972.1, XP_020934971.1, XP_020934984.1, XP_020934979.1
OG0001206	XP_006238957.1, NP_001102446.1	XP_020951603.1
OG0001207	XP_006238841.1, NP_001101442.1	XP_020952597.1
OG0001208	NP_001007682.1, XP_006251940.1	XP_020954969.1, XP_020954968.1, XP_020954967.1
OG0001209	XP_038934389.1, NP_113741.1	XP_005664244.1
OG0001210	XP_017456700.1, NP_001376190.1	XP_020957201.1
OG0001211	NP_001182761.1, XP_006232742.1, NP_001009691.3	XP_020956301.1
OG0001211	XP_038959175.1	XP_020920867.1
OG0001212	XP_006232576.1, NP_954536.1	XP_003482440.1
OG0001213	NP_001127888.1, XP_063131280.1	XP_013840464.2
OG0001214	NP_036952.1, XP_006253184.1	XP_005671764.1, NP_001161101.2
OG0001215	NP_036818.2	XP_020943480.1
OG0001215	NP_059053.1, XP_006238891.1	NP_001116515.1, XP_005665302.1
OG0001216	NP_001257691.1, NP_620805.2, XP_038957644.1, NP_001257692.1	XP_020938198.1
OG0001219	NP_001382029.1, XP_006232323.1	XP_003358743.1
OG0001219	NP_001128270.1, XP_063131812.1	XP_013834435.2
OG0001220	XP_002730005.1	NP_001232905.1, XP_020924113.1
OG0001221	NP_001395728.1, NP_001395726.1, NP_001395723.1	XP_020926911.1, XP_020925471.1
OG0001222	NP_001166851.1, XP_063140466.1	XP_020933214.1, XP_005672978.1
OG0001223	NP_001102927.1	XP_020933495.1
