Orthogroup	Rattus_norvegicus	Canis_lupus_familiaris
OG0004082	XP_006256087.1, NP_445788.2	NP_001041546.2
OG0004083	XP_017457067.1, NP_997660.1	NP_001041552.1
OG0004084	NP_037247.1, XP_006233548.1	NP_001041562.1
OG0004085	XP_006248324.1, NP_062068.1	NP_001074190.1
OG0004086	XP_017446943.1, NP_058703.1	NP_001091012.1
OG0004087	XP_063141285.1, NP_445824.2	NP_001106642.1
OG0004088	XP_038945232.1, NP_062129.1	NP_001106927.1
OG0004090	NP_001243394.2	NP_001165220.1
OG0004091	NP_001099818.1, XP_063143108.1	NP_001181897.1
OG0004092	NP_446167.2	NP_001182069.1
OG0004093	NP_001103466.1, XP_063137700.1, NP_036956.1	NP_001183977.1
OG0004094	NP_071532.2, XP_006251426.1	NP_001184002.1
OG0004095	XP_038947440.1, NP_001385630.1, NP_001385631.1	NP_001184047.1
OG0004096	XP_017455254.1, NP_001004099.1	NP_001184077.1
OG0004097	XP_038934772.1, NP_001004242.1	NP_001191334.1
OG0004098	NP_446112.1	XP_038413954.1, NP_001191931.1
OG0004099	NP_001099792.1, XP_006230793.1	XP_038425276.1, NP_001239224.1
OG0004100	NP_001292376.1, XP_006244943.2	NP_001239277.1
OG0004101	XP_063129695.1	NP_001239341.1
OG0004102	NP_001389100.1	NP_001271376.1
OG0004103	NP_446263.2	NP_001271392.1
OG0004104	NP_758832.1, XP_063121064.1	NP_001271405.1
OG0004105	NP_036629.1	NP_001273874.1
OG0004106	NP_001099689.1	NP_001273908.1
OG0004107	XP_038947153.1, NP_599178.1	NP_001273996.1
OG0004108	XP_006248457.1, NP_001100562.1	NP_001274479.1
OG0004109	NP_001020856.1	NP_001295463.1
OG0004110	XP_063131952.1, NP_775462.2	NP_001300695.1, XP_038425294.1
OG0004111	XP_038968990.1	NP_001300808.1
OG0004112	NP_001000937.1, NP_001000117.1	XP_038399998.1, XP_038399999.1, NP_001300813.1
OG0004113	XP_063119684.1, NP_001028875.1	NP_001333059.1
OG0004114	NP_062197.1, XP_063119216.1	NP_001362511.1
OG0004115	XP_063131020.1	NP_001375482.1, NP_001375754.1
OG0004116	NP_001000485.1	NP_001375612.1
OG0004117	NP_001001288.1	NP_001375629.1
OG0004118	NP_001000062.1	NP_001375685.1, NP_001375783.1
OG0004119	NP_001000093.1	NP_001375870.1
OG0004120	XP_063128922.1, NP_599153.2	NP_001376143.1
OG0004121	NP_446443.1, XP_017444180.1	XP_038381519.1
OG0004123	XP_038952473.1, NP_446338.1	XP_038381808.1
OG0004124	XP_063119077.1, NP_001002277.2	XP_038381999.1
OG0004125	NP_001277039.1, XP_038959428.1	XP_038382042.1
OG0004126	XP_038954753.1, NP_001414035.1	XP_038382062.1
OG0004127	NP_001106842.1	XP_038382359.1
OG0004128	XP_063126738.1, NP_001387864.1	XP_038382361.1
OG0004129	NP_001121032.1, XP_006227950.1	XP_038382377.1
OG0004130	XP_038954517.1, NP_001008309.1	XP_038382561.1
OG0004131	NP_001007735.1, XP_006227808.3	XP_038382674.1
OG0004133	NP_036689.2, XP_063132119.1	XP_038382820.1
OG0004134	XP_063132078.1, NP_001389383.1	XP_038382849.1
OG0004135	NP_001102608.1, XP_006228256.1	XP_038383607.1, XP_038383608.1
OG0004136	NP_001102375.1, XP_008757180.1	XP_038383641.1, XP_038383642.1
OG0004137	NP_001006970.1, XP_006229083.1	XP_038384142.1
OG0004138	XP_063140282.1, NP_001020576.2	XP_038384231.1
OG0004139	XP_017445290.1, NP_445915.1	XP_038384243.1
OG0004140	NP_599242.2	XP_038386785.1, XP_038384334.1
OG0004141	XP_017445488.2, NP_001386582.1	XP_038384495.1
OG0004142	NP_001014265.1, XP_006228512.1	XP_038384596.1
OG0004143	XP_008757155.1, NP_001359008.1	XP_038384661.1
OG0004144	NP_570837.2, XP_038939950.1	XP_038384905.1
OG0004145	XP_038949649.1	XP_038384975.1
OG0004146	XP_038943273.1, NP_001128082.1	XP_038385208.1
OG0004147	XP_063122566.1, NP_001166828.1	XP_038385250.1
OG0004148	XP_001069328.3	XP_038385277.1
OG0004149	XP_006228950.1, NP_001129307.2	XP_038385434.1
OG0004150	NP_001382519.1	XP_038385526.1
OG0004151	NP_001414597.1, XP_008762539.1	XP_038385531.1, XP_038387969.1
OG0004152	NP_001414719.1, XP_063132338.1	XP_038385708.1
OG0004154	XP_008770120.1, NP_001387737.1	XP_038386061.1, XP_038386065.1, XP_038386062.1, XP_038386063.1
OG0004156	NP_001178773.1, XP_038958484.1	XP_038386606.1
OG0004157	NP_001386127.1	XP_038386677.1
OG0004158	XP_008770597.1, NP_955409.1	XP_038387049.1
OG0004159	XP_006238984.1, NP_001178541.1	XP_038387091.1
OG0004160	NP_001123570.1, XP_038966552.1	XP_038387581.1
OG0004161	NP_001008515.1	XP_038387590.1
OG0004162	XP_038936511.1, XP_006240278.1, NP_001167027.1	XP_038387713.1
OG0004164	NP_001386161.1	XP_038387720.1
OG0004165	NP_001414749.1, XP_038967260.1	XP_038387757.1
OG0004166	XP_063122870.1, NP_775460.1, XP_017452073.1, NP_001397194.1	XP_038388167.1
OG0004167	NP_001009698.1	XP_038388295.1
OG0004168	XP_008758858.1, NP_001007000.1	XP_038388336.1
OG0004169	NP_001121033.1, XP_038943511.1	XP_038388590.1
OG0004170	NP_001014057.1	XP_038388602.1
OG0004171	NP_001102618.1, XP_006229462.1	XP_038388718.1
OG0004172	NP_001099744.1	XP_038388743.1
OG0004173	NP_001101002.2	XP_038388867.1
OG0004174	NP_001401305.1	XP_038388902.1
OG0004175	XP_063118797.1, NP_001414784.1	XP_038388923.1
OG0004176	XP_017444301.1, NP_036913.3	XP_038388926.1
OG0004177	XP_038937095.1, NP_001009349.1	XP_038388952.1
OG0004178	NP_075217.1, XP_063129586.1	XP_038389115.1
OG0004179	XP_038947850.1, NP_001178608.2	XP_038389393.1, XP_038389394.1, XP_038389396.1, XP_038389392.1, XP_038389395.1
OG0004180	XP_008764584.1	XP_038389620.1
OG0004181	NP_062169.1, XP_006256415.1	XP_038389936.1, XP_038389937.1, XP_038389935.1
OG0004182	XP_017457019.1, NP_446085.1	XP_038389975.1
OG0004183	NP_001029204.1	XP_038390008.1, XP_038390007.1, XP_038390009.1, XP_038390005.1
OG0004184	XP_038954974.1, NP_064459.1	XP_038390085.1
OG0004185	XP_063130707.1, NP_001121108.1	XP_038390242.1
OG0004186	XP_017452726.1, NP_001264086.1	XP_038390667.1, XP_038390666.1
OG0004187	XP_008765845.1, XP_038943072.1	XP_038390713.1
OG0004188	NP_001032862.2, XP_006246195.1	XP_038437671.1, XP_038390800.1
OG0004189	XP_038941049.1, NP_598249.1	XP_038390897.1, XP_038390899.1, XP_038390898.1
OG0004190	XP_063121176.1, NP_001100286.2	XP_038391433.1
OG0004191	NP_001100289.1, XP_063121183.1	XP_038392041.1
OG0004192	XP_063120966.1	XP_038391589.1
OG0004193	XP_063121482.1, NP_001406862.1	XP_038391617.1
OG0004194	XP_017451317.1, NP_001102760.1	XP_038391761.1, XP_038391765.1, XP_038391764.1, XP_038391763.1
OG0004196	NP_620222.2, XP_006242946.1, NP_001029200.1	XP_038391883.1
OG0004197	NP_997493.2, XP_006243000.1	XP_038391924.1
OG0004198	XP_006243006.1, NP_001012201.1	XP_038391993.1
OG0004199	NP_001387934.1	XP_038424116.1, XP_038392037.1
OG0004200	NP_942083.1	XP_038392096.1
OG0004201	NP_037067.1, XP_038936806.1	XP_038392108.1
OG0004202	XP_017451516.1	XP_038392141.1
OG0004203	XP_038938724.2, NP_001128002.1	XP_038394726.1, XP_038392280.1
OG0004204	NP_733768.1, XP_006246664.1	XP_038392354.1
OG0004205	XP_038942858.1, NP_112272.2	XP_038392520.1
OG0004206	XP_038941393.1, NP_001099267.2	XP_038392533.1
OG0004207	NP_001012139.1, XP_038942247.1	XP_038392625.1
OG0004208	XP_006246675.1, NP_001029297.1	XP_038392729.1, XP_038392731.1
OG0004209	NP_446183.2, XP_006246630.1	XP_038392788.1
OG0004210	NP_001400080.1	XP_038393021.1
OG0004211	NP_001363865.1, XP_063143723.1	XP_038393125.1
OG0004212	XP_006238509.3, NP_001402850.1	XP_038393158.1
OG0004213	XP_006239547.1, NP_001030027.1	XP_038393717.1, XP_038393715.1, XP_038393716.1, XP_038393713.1, XP_038393718.1, XP_038393714.1
OG0004214	XP_038965663.1	XP_038393724.1
OG0004215	XP_008762484.1, NP_001014093.1	XP_038393785.1
OG0004216	XP_006239491.1, NP_001032645.2	XP_038393859.1, XP_038393857.1, XP_038393856.1, XP_038393858.1
OG0004217	XP_006255854.1, NP_001387879.1	XP_038393908.1
OG0004218	XP_008770889.1, NP_001360938.1	XP_038393956.1
OG0004220	NP_001099663.1, XP_063134747.1, XP_017447851.1, XP_063134838.1, XP_017449450.3, XP_063134776.1, XP_063134019.1	XP_038393978.1
OG0004221	NP_001008722.1, XP_038953574.1	XP_038394043.1
OG0004222	XP_038953366.1, NP_596885.1	XP_038394062.1
OG0004223	XP_006255771.1, NP_001100905.1	XP_038394073.1
OG0004224	NP_001008367.1, XP_006255748.1	XP_038394149.1
OG0004226	NP_001382075.1, XP_038953694.1	XP_038394285.1
OG0004227	NP_620609.2, XP_038953391.1	XP_038394644.1
OG0004228	XP_038953405.1, NP_001093950.1	XP_038394651.1
OG0004229	XP_038953789.1, NP_001178873.1	XP_038394753.1
OG0004230	XP_063127055.1, NP_446122.1	XP_038394919.1
OG0004231	NP_112408.1	XP_038395369.1
OG0004232	NP_001013889.1, XP_006248920.1	XP_038395398.1, XP_038444984.1
OG0004233	NP_001007616.1	XP_038395495.1
OG0004234	NP_062117.2, XP_063143730.1	XP_038395674.1
OG0004235	XP_006230353.1, NP_001034700.1	XP_038395929.1
OG0004236	XP_038945137.1	XP_038395935.1
OG0004237	NP_001388555.1	XP_038396152.1
OG0004238	NP_001100444.2, XP_038941737.1	XP_038396363.1
OG0004239	XP_038941245.1, NP_037354.2, XP_038964871.1	XP_038396692.1
OG0004240	NP_001094143.2, XP_006246015.1	XP_038396730.1
OG0004241	NP_113846.1, XP_006246084.1	XP_038396804.1
OG0004242	NP_076471.3, XP_008759648.1	XP_038396980.1
OG0004243	NP_001101185.2	XP_038396999.1, XP_038396998.1
OG0004244	XP_008759631.1, NP_001178891.1	XP_038397040.1, XP_038424145.1
OG0004245	NP_001032744.2, XP_038957471.1	XP_038397066.1
OG0004246	XP_038948538.1	XP_038397246.1
OG0004247	NP_776212.2, XP_038945459.1	XP_038397635.1
OG0004248	XP_006249943.1, NP_001019939.1	XP_038397820.1, XP_038397819.1
OG0004249	NP_001177749.1	XP_038397864.1
OG0004250	NP_001101816.1, XP_063128539.1	XP_038397885.1
OG0004251	NP_071605.2, XP_063128646.1	XP_038397940.1
OG0004252	XP_038947444.1, NP_001385508.1	XP_038397985.1
OG0004253	NP_001128457.1	XP_038397992.1
OG0004254	NP_001159368.1, NP_001159369.1	XP_038398096.1
OG0004255	XP_017454192.1, NP_001099430.1	XP_038398227.1
OG0004256	XP_063128707.1, NP_112380.1	XP_038398289.1
OG0004257	NP_001004208.1	XP_038398387.1
OG0004258	NP_722543.1	XP_038398497.1
OG0004259	NP_740770.2, XP_006250209.1	XP_038398578.1
OG0004260	XP_038946733.1, NP_001100668.1	XP_038398613.1
OG0004261	XP_038947367.1	XP_038398671.1
OG0004262	XP_008759354.1, NP_001020150.1	XP_038400001.1, XP_038398929.1
OG0004263	NP_001386156.1, XP_063137676.1	XP_038398931.1
OG0004264	NP_038200.1	XP_038398980.1
OG0004265	NP_001121111.1, XP_063138610.1	XP_038399058.1
OG0004266	NP_001094446.1, XP_006232730.1	XP_038399113.1, XP_038399112.1
OG0004267	NP_001020059.1, XP_038958229.1	XP_038399220.1
OG0004268	XP_063133349.1, NP_062064.1, NP_001264379.1	XP_038399254.1
OG0004269	NP_062219.3, XP_008770390.1	XP_038399304.1
OG0004270	XP_038952512.2, NP_001304678.1	XP_038399544.1
OG0004271	NP_001099603.2, XP_017456366.1	XP_038399914.1
OG0004272	XP_006240736.1, NP_001385625.1	XP_038399994.1
OG0004273	NP_001163046.1	XP_038400143.1
OG0004274	NP_001008297.1	XP_038400199.1
OG0004275	NP_446092.1	XP_038400249.1, XP_038400248.1, XP_038400247.1
OG0004276	XP_038949538.1, NP_062158.2	XP_038400253.1
OG0004277	XP_063118172.1, NP_001102180.2	XP_038400333.1
OG0004278	XP_017449831.1, NP_072140.2	XP_038400385.1
OG0004279	NP_001100200.1	XP_038400409.1
OG0004280	XP_008762883.1, NP_001099202.1	XP_038400483.1
OG0004281	XP_038949026.1	XP_038400684.1
OG0004282	NP_001101500.1, XP_038968188.1	XP_038400771.1
OG0004283	XP_038967714.2	XP_038400789.1
OG0004284	NP_852028.1, XP_038957610.1	XP_038401021.1, XP_038420650.1
OG0004285	NP_001358308.1, XP_006240380.1, NP_001358307.1	XP_038401202.1, XP_038401205.1, XP_038401204.1, XP_038401203.1
OG0004286	NP_001386699.1	XP_038401340.1, XP_038401339.1, XP_038401338.1
OG0004287	XP_038969304.1	XP_038401671.1, XP_038401670.1
OG0004288	XP_006240639.1, NP_001131105.1	XP_038401731.1
OG0004289	NP_570105.1, XP_006240625.1	XP_038401745.1
OG0004290	XP_038968968.1	XP_038401893.1
OG0004291	NP_113770.2	XP_038401946.1, XP_038403149.1
OG0004293	XP_003749885.2, NP_001123351.1	XP_038439975.1, XP_038401966.1
OG0004294	XP_063124374.1, NP_446284.2	XP_038402010.1, XP_038402011.1
OG0004295	NP_058800.2	XP_038402064.1
OG0004296	XP_038943501.1	XP_038402113.1, XP_038402111.1, XP_038402112.1
OG0004297	NP_001402706.1, NP_001013997.2, XP_006247949.1	XP_038402218.1
OG0004298	NP_742088.1, NP_742089.1, XP_008766690.1	XP_038402245.1
OG0004299	XP_006247779.1, NP_001100535.1	XP_038402540.1, XP_038402539.1, XP_038402541.1
OG0004300	NP_001007727.1	XP_038402634.1, XP_038402635.1
OG0004301	XP_006247658.1, NP_001100529.1	XP_038402819.1
OG0004302	NP_067705.1	XP_038402824.1
OG0004303	NP_001013996.1, XP_038942097.1	XP_038402832.1
OG0004304	XP_063125810.1, NP_112261.2	XP_038402933.1
OG0004305	XP_006247380.1, NP_001100521.1	XP_038403179.1, XP_038403180.1, XP_038403181.1
OG0004306	NP_001092258.1, XP_006247376.1	XP_038403233.1
OG0004307	NP_001385872.1	XP_038403471.1
OG0004308	NP_579851.2	XP_038403641.1, XP_038403640.1, XP_038403642.1
OG0004309	NP_001099298.2	XP_038403819.1
OG0004310	NP_001406485.1, XP_038943290.1	XP_038444991.1, XP_038403840.1
OG0004311	NP_001007673.1	XP_038404067.1
OG0004312	NP_446343.1, XP_063124375.1	XP_038404072.1, XP_038404074.1
OG0004313	NP_001401097.1	XP_038404384.1
OG0004314	XP_063139151.1, NP_647554.2	XP_038404588.1
OG0004315	NP_001004085.1, XP_063140021.1	XP_038405027.1
OG0004316	XP_017447008.1	XP_038405101.1
OG0004317	NP_570097.1, XP_063139095.1	XP_038405147.1
OG0004318	NP_001102049.1, XP_038961305.1	XP_038405206.1
OG0004319	NP_001020042.2, XP_038960698.1	XP_038405294.1
OG0004320	NP_001032856.2	XP_038405313.1
OG0004321	NP_001100041.1, XP_006234134.1	XP_038405351.1
OG0004322	XP_063119178.1, NP_058821.1	XP_038405512.1
OG0004323	XP_063119552.1, NP_001359063.1	XP_038405936.1
OG0004324	XP_006242306.1, NP_001128725.1	XP_038406024.1, XP_038406023.1
OG0004325	NP_001019526.1	XP_038406318.1
OG0004326	NP_001386133.1	XP_038406657.1, XP_038406656.1
OG0004327	XP_006239773.1, NP_640346.2	XP_038407154.1, XP_038407153.1
OG0004328	NP_001012039.1, XP_008768678.1	XP_038407229.1
OG0004329	XP_038948163.1, NP_001388334.1	XP_038407244.1, XP_038407245.1
OG0004330	NP_001029059.2, XP_006254808.1	XP_038407966.1, XP_038407967.1, XP_038407965.1
OG0004331	XP_063125045.1	XP_038408066.1
OG0004332	XP_063132085.1, NP_446076.1	XP_038408140.1
OG0004333	XP_038953190.1, NP_001414325.1	XP_038408208.1
OG0004334	NP_001007146.1, XP_017456453.1	XP_038408244.1
OG0004335	XP_006238438.1, NP_001102139.1	XP_038408441.1
OG0004336	XP_006238175.1	XP_038408553.1, XP_038408552.1
OG0004337	XP_006238202.1, NP_001385886.1	XP_038408740.1
OG0004338	NP_775157.2, XP_006238335.1	XP_038409167.1
OG0004339	NP_001119759.2	XP_038409343.1
OG0004340	XP_063135081.1, NP_997701.2	XP_038409482.1
OG0004341	NP_446267.1	XP_038409616.1
OG0004342	NP_998729.1, XP_006256184.1	XP_038409678.1
OG0004343	NP_001101639.1	XP_038410280.1, XP_038410281.1
OG0004344	XP_236761.1, XP_229957.2, XP_038954659.1, XP_235194.1	XP_038410444.1
OG0004345	XP_063120992.1, NP_663715.2	XP_038410471.1
OG0004346	XP_006238035.1, NP_001101391.1	XP_038410660.1
OG0004347	XP_063135042.1, NP_036884.1	XP_038410781.1
OG0004348	XP_038955077.1	XP_038410786.1
OG0004349	XP_063129721.1, NP_076470.1, NP_001399325.1	XP_038411057.1
OG0004350	XP_008763731.1, NP_001020179.1	XP_038411377.1
OG0004351	XP_063119599.1, NP_001037710.2	XP_038411456.1
OG0004352	NP_835198.2, XP_063119761.1	XP_038411488.1
OG0004353	NP_001029328.1, XP_063119648.1	XP_038411532.1
OG0004354	NP_001257718.1, NP_001257719.1, NP_001120927.1, XP_063119377.1	XP_038411687.1
OG0004355	NP_446356.1, XP_006241833.1	XP_038411715.1
OG0004356	NP_077369.1, XP_006241950.1	XP_038411748.1
OG0004357	NP_001103140.1, XP_063119944.1	XP_038411759.1
OG0004358	NP_001388153.1	XP_038411801.1
OG0004359	NP_001030088.2	XP_038411845.1
OG0004360	XP_063129753.1, NP_445884.1	XP_038411960.1
OG0004362	XP_063142057.1, NP_001101322.2	XP_038412405.1
OG0004363	NP_001009617.1	XP_038412423.1
OG0004364	NP_001166981.2	XP_038412474.1
OG0004365	NP_071538.1, XP_017448344.1	XP_038412555.1
OG0004366	NP_001167025.1, XP_006236152.1	XP_038412825.1
OG0004367	NP_001019500.1	XP_038413070.1
OG0004368	NP_001000116.1	XP_038413452.1
OG0004368	NP_775456.1	XP_038433919.1
OG0004369	NP_001000771.1, NP_001000772.1, NP_001000957.1	XP_038413455.1
OG0004370	NP_001101438.1	XP_038413575.1, XP_038413574.1
OG0004371	XP_006238847.1, NP_036998.1	XP_038413660.1
OG0004372	XP_006238960.1, NP_001102734.1	XP_038413780.1
OG0004373	XP_006238943.1, NP_898879.2	XP_038413827.1
OG0004374	NP_001153127.1, XP_063143093.1	XP_038413861.1
OG0004375	NP_001257913.1	XP_038413947.1
OG0004376	NP_001037732.1, XP_006238756.1	XP_038414077.1
OG0004377	NP_596887.1, XP_038965137.1	XP_038414161.1
OG0004378	XP_006238727.1, NP_001101434.1	XP_038414226.1
OG0004379	NP_001000096.1	XP_038414328.1
OG0004380	XP_063120664.1	XP_038414578.1
OG0004381	XP_063119516.1, NP_001101554.1	XP_038414587.1
OG0004382	XP_006241327.1, NP_001102213.1	XP_038414631.1
OG0004383	XP_008763485.1, NP_076469.1	XP_038414687.1
OG0004384	NP_037263.2, NP_001382006.1, XP_038953451.1	XP_038414895.1
OG0004385	NP_001406785.1, XP_063131027.1, XP_063132030.1	XP_038415087.1
OG0004386	NP_620239.2, XP_006236347.1	XP_038444845.1, XP_038415175.1, XP_038445582.1, XP_038445590.1, XP_038415177.1
OG0004387	NP_001019497.1	XP_038415331.1, XP_038415332.1, XP_038415330.1, XP_038415333.1
OG0004388	XP_063142291.1, NP_001178787.1	XP_038415748.1
OG0004389	NP_001164053.1, XP_038950598.1	XP_038415944.1
OG0004390	NP_001178002.1	XP_038416425.1
OG0004391	XP_038968415.1, NP_001380730.1	XP_038416885.1
OG0004392	NP_954891.1, XP_006239864.1	XP_038438379.1, XP_038417059.1
OG0004393	XP_063118455.1, NP_067598.2	XP_038417166.1
OG0004394	NP_001100175.2, XP_063117440.1	XP_038417284.1
OG0004395	XP_063123215.1	XP_038417286.1
OG0004396	NP_001380979.1, NP_001009413.1	XP_038417445.1, XP_038417444.1, XP_038417446.1
OG0004397	XP_038963300.1, NP_062145.1	XP_038417573.1
OG0004398	NP_001020858.2, XP_006233142.1, NP_001376151.1	XP_038417746.1
OG0004399	NP_001103070.1	XP_038418339.1, XP_038418337.1, XP_038417886.1
OG0004400	NP_476558.2	XP_038418008.1, XP_038418009.1, XP_038418007.1
OG0004401	XP_006233019.1, NP_001101167.1	XP_038418012.1
OG0004402	XP_063137274.1, NP_001406436.1	XP_038418047.1
OG0004403	NP_001020289.1, XP_017446390.1	XP_038418102.1
OG0004404	NP_001000514.1	XP_038418412.1
OG0004405	XP_063129025.1, NP_001388480.1, NP_001099488.1, NP_001388481.1, NP_001388479.1, NP_001388478.1, NP_001388477.1	XP_038418482.1
OG0004406	XP_003750185.1, NP_001100191.2	XP_038418617.1, XP_038418618.1
OG0004407	NP_001100046.2	XP_038418735.1
OG0004408	NP_001014185.1	XP_038418900.1, XP_038418899.1, XP_038418901.1
OG0004409	XP_008760292.1, NP_001102426.1	XP_038418974.1, XP_038418973.1
OG0004410	XP_063139358.1, NP_001386187.1	XP_038419232.1
OG0004411	NP_001344000.1, XP_063139142.1, NP_058684.2	XP_038419325.1
OG0004412	XP_006230621.1, NP_001121013.1	XP_038419449.1
OG0004413	XP_038935222.1, NP_001012069.2	XP_038419596.1
OG0004414	NP_001359013.1	XP_038419781.1, XP_038419780.1, XP_038419782.1, XP_038419779.1, XP_038419783.1, XP_038419778.1
OG0004415	XP_006230915.1, NP_001076446.2	XP_038420006.1
OG0004416	NP_203501.1, XP_006230773.1	XP_038420056.1
OG0004417	NP_001178535.1, XP_008759142.1	XP_038420638.1
OG0004418	NP_001006997.1, XP_063128478.1, XP_038949756.2	XP_038425190.1, XP_038420919.1
OG0004419	XP_006249752.1, NP_001128339.1	XP_038421005.1
OG0004420	XP_017447176.1, NP_001028873.2	XP_038421058.1
OG0004421	XP_038962178.1, NP_001406611.1	XP_038421112.1, XP_038421114.1, XP_038421111.1
OG0004422	XP_006236930.1, NP_445986.2	XP_038421380.1
OG0004423	XP_003749847.1	XP_038421392.1
OG0004424	NP_001015004.1	XP_038421554.1
OG0004425	NP_001100082.1, XP_063141916.1	XP_038421782.1
OG0004426	XP_038949018.1, NP_001099497.1	XP_038421922.1
OG0004427	NP_001007665.1	XP_038422206.1
OG0004428	NP_001127992.2, XP_038937716.1	XP_038422232.1
OG0004429	XP_008764753.1, NP_001012127.1	XP_038422263.1
OG0004430	XP_038937728.1, NP_001014236.1	XP_038422427.1
OG0004431	XP_038937176.1, NP_001094436.1	XP_038422543.1
OG0004432	NP_445762.1, XP_006252952.1	XP_038422711.1
OG0004433	NP_001386367.1, XP_063131256.1	XP_038422714.1
OG0004434	NP_001099541.1, XP_006252929.1	XP_038422798.1, XP_038422799.1
OG0004435	XP_063131764.1, NP_074052.2	XP_038422818.1
OG0004436	NP_001386608.1, XP_006241154.1	XP_038422936.1, XP_038422935.1
OG0004437	NP_001094373.1, XP_006241134.1	XP_038422947.1
OG0004438	NP_955436.1, XP_006255335.1	XP_038423093.1
OG0004439	NP_001257342.1, XP_006242651.1	XP_038423179.1, XP_038423180.1
OG0004440	NP_001029311.1, XP_006248825.1	XP_038423405.1, XP_038423404.1, XP_038423406.1
OG0004441	NP_001103381.1, NP_446328.2	XP_038423430.1
OG0004442	NP_445851.1, XP_006244409.1	XP_038423553.1, XP_038423554.1
OG0004443	NP_001101594.2, XP_006242585.1	XP_038424168.1
OG0004445	NP_001402901.1	XP_038424288.1
OG0004446	XP_038956991.1, XP_063137040.1, XP_038956992.1, XP_038956993.1, XP_008757866.3	XP_038424324.1
OG0004447	XP_001061888.3	XP_038424554.1
OG0004448	NP_075233.1	XP_038424690.1
OG0004450	XP_006230157.1, NP_067695.1	XP_038425100.1
OG0004451	XP_006234735.1, NP_037103.2	XP_038425228.1
OG0004452	NP_001000147.1	XP_038425285.1
OG0004453	XP_063130245.1, NP_997471.1	XP_038425314.1, XP_038425313.1
OG0004454	XP_038949955.1, NP_001386429.1	XP_038425526.1
OG0004455	XP_006252429.1, NP_001386452.1	XP_038425586.1
