Orthogroup	Rattus_norvegicus	Myotis_lucifugus
OG0001514	NP_001099489.1, XP_001070681.6, XP_006237271.1, XP_003751869.1, XP_006251449.1	XP_006106769.1
OG0001515	NP_598277.2	XP_014312593.1, XP_006090298.1
OG0001516	XP_006241058.3, NP_073194.1	XP_023620431.1, XP_023620430.1, XP_023620432.1, XP_006101204.1
OG0001518	NP_001001283.1, NP_001000161.1, NP_001000162.1	XP_014316183.1, XP_006094692.1
OG0001521	NP_001000122.1	XP_014306757.1, XP_014316237.1
OG0001521	NP_001000123.1	XP_006094654.1
OG0001522	XP_234948.1, XP_038956618.1, XP_063136677.1, XP_063120456.1, XP_578644.4	XP_006096517.1, XP_014309072.1, XP_006101831.1
OG0001523	NP_001099607.1, XP_063133258.1	XP_023620286.1
OG0001524	XP_063133380.1, NP_001007689.1	XP_006104506.1
OG0001525	NP_037350.2	XP_023614205.1, XP_023614204.1, XP_006094180.1
OG0001527	NP_542424.1, XP_038941020.1	XP_006109586.3
OG0001528	XP_006257121.1, NP_058913.1	XP_023620843.1
OG0001529	NP_446362.1, XP_063124376.1	XP_006107711.1
OG0001530	NP_001020849.1, XP_006228476.1	XP_023604603.1
OG0001531	NP_001401845.1	XP_014302636.1
OG0001531	NP_001414099.1	XP_023604266.1
OG0001532	NP_001257613.1, NP_001257611.1, NP_620183.2, NP_001257612.1, NP_001257610.1	XP_023602726.1, XP_006106197.1
OG0001533	NP_001013082.2, XP_038960050.1	XP_006096752.1
OG0001534	NP_001014170.1	XP_006086583.1
OG0001535	NP_001102480.1, XP_006245650.1	XP_006081238.1
OG0001536	NP_001102010.1, XP_038958431.1	XP_014301508.1
OG0001537	XP_006229442.1, NP_001034095.1	XP_006102791.1
OG0001539	NP_001020900.1	XP_023608122.1
OG0001540	XP_006250911.1, NP_113976.2	XP_006093996.1
OG0001542	XP_008768708.1	XP_006090354.2
OG0001543	NP_001162598.1	XP_014321855.1
OG0001544	XP_006246185.1, NP_899155.1	XP_006098658.1, XP_023618088.1
OG0001545	NP_001014111.1	XP_006103465.1
OG0001546	NP_001101591.1, XP_006242536.1	XP_006098889.1, XP_006108621.1
OG0001547	NP_112643.1, XP_063126031.1	XP_006086661.1
OG0001548	NP_001019405.1, XP_017452591.1	XP_023619992.1
OG0001549	NP_001178573.1	XP_014304366.2
OG0001549	XP_063125078.1	XP_006107938.1
OG0001549	NP_001388057.1	XP_023616722.1
OG0001550	XP_017448862.1	XP_023610450.1
OG0001551	NP_001380621.1, XP_038967504.1	XP_023604315.1
OG0001552	NP_074058.2	XP_023616870.1
OG0001552	NP_955794.1	XP_006089489.1
OG0001553	XP_038953660.1, NP_001100891.1	XP_023618898.1
OG0001554	NP_001099767.1, XP_063142306.1	XP_014301399.1
OG0001555	NP_671476.1, XP_017444131.1	XP_006105422.1
OG0001556	NP_001102329.1	XP_023610566.1
OG0001557	NP_001160050.1	XP_023601972.1
OG0001558	NP_579843.2, XP_063128053.1	XP_023604471.1
OG0001558	NP_058812.1	XP_023601980.1
OG0001559	NP_001269254.1	XP_006092193.1, XP_006100045.1
OG0001561	XP_008766200.1, NP_001020138.1	XP_014314295.1, XP_006092375.1
OG0001562	XP_006233752.1, NP_001119767.1	XP_023611517.1
OG0001563	NP_001414236.1, XP_038948796.1	XP_014302193.1
OG0001565	NP_112400.1	XP_006086655.1
OG0001565	XP_006257508.1, NP_001013955.1	XP_006082238.1
OG0001566	XP_038966169.1, NP_001102134.1	XP_023616100.1
OG0001567	XP_063122916.1, NP_001100358.1	XP_023619914.1
OG0001568	NP_620241.1	XP_006093319.1
OG0001569	NP_001414562.1, XP_063122208.1	XP_006089392.1
OG0001570	NP_001166810.1	XP_006082874.1
OG0001570	NP_001376179.1	XP_006090421.1
OG0001571	XP_063121634.1	XP_014316863.1
OG0001572	NP_001188304.1, NP_001346807.1, NP_001188303.1, XP_006238049.1	XP_006095416.1
OG0001574	XP_063119903.1, NP_001124032.1	XP_023619382.1
OG0001575	XP_006250951.1, NP_001178525.1	XP_014315693.1
OG0001575	NP_001160048.1, XP_063127513.1, XP_038956131.1	XP_023617779.1
OG0001576	NP_001102695.1, XP_038964031.1	XP_023611096.1
OG0001577	XP_038953143.2, XP_006234448.1	XP_023600473.1
OG0001577	NP_114473.2	XP_006088812.1
OG0001578	XP_063144051.1, NP_001034081.1, NP_001034083.1	XP_023608461.1
OG0001579	NP_001100245.1, XP_006241259.1	XP_006084140.1
OG0001580	XP_063143014.1, XP_006236457.1, XP_063143013.1	XP_023614646.1
OG0001581	XP_006236337.1, NP_001019496.1	XP_023609278.1
OG0001583	NP_001381954.1, XP_006235915.1	XP_006103274.1
OG0001584	NP_001102170.1, XP_063118114.1	XP_023603541.1
OG0001585	NP_942086.2, XP_063131665.1	XP_014314572.1
OG0001586	NP_001101480.1	XP_023619269.1, XP_006099905.1, XP_023619267.1, XP_023619266.1, XP_023619268.1
OG0001587	NP_001013934.1	XP_023615088.1
OG0001588	NP_976078.1	XP_006107459.1, XP_006106836.1, XP_006106835.1, XP_006106983.1, XP_006109201.1, XP_006106986.1, XP_006106984.1, XP_006107460.1, XP_006106985.1, XP_006107458.1, XP_006108793.1
OG0001590	NP_001073619.1, XP_006234709.1	XP_014320824.1
OG0001591	XP_038960856.1, NP_001386441.1	XP_014319231.1, XP_023617576.1, XP_014319230.1
OG0001592	XP_006234743.1, NP_942073.2	XP_023612146.1, XP_006091669.1
OG0001593	NP_001009599.1	XP_014313994.1, XP_023612344.1, XP_014313996.1, XP_023612343.1, XP_006091950.1, XP_006091949.1, XP_014313995.1
OG0001594	NP_036908.2	XP_006102569.1
OG0001594	XP_038945037.1, NP_037029.2	XP_023617837.1, XP_006102070.1
OG0001595	NP_001029303.1, XP_038963306.1	XP_023613874.1
OG0001596	NP_001102204.1	XP_006107666.1
OG0001597	XP_006235737.1, NP_695208.2	XP_006095472.1
OG0001598	NP_001014228.1	XP_006092826.1
OG0001599	NP_001013057.1, XP_006229907.1	XP_023614497.1
OG0001601	XP_006257551.1, NP_001100421.1	XP_006082210.1
OG0001601	NP_001120773.1, XP_063131645.1	XP_006102095.1
OG0001602	NP_001100799.1, NP_001406018.1	XP_014322907.1, XP_006102105.1, XP_014322908.1
OG0001603	XP_038937740.1, NP_001102256.1	XP_014320720.2
OG0001604	XP_006244094.1, NP_001020876.1	XP_014310306.1
OG0001605	XP_063121641.1, NP_001410588.1	XP_023609536.1, XP_006088694.1
OG0001606	NP_001009655.1, XP_006235182.1	XP_023608980.1, XP_006088041.1, XP_006088040.1, XP_006088042.1, XP_014310635.1
OG0001607	NP_001008354.1	XP_014310602.1, XP_014310599.1, XP_023608951.1, XP_014310600.1, XP_014310601.1
OG0001608	XP_006235393.1	XP_006089535.1
OG0001609	NP_598266.1, XP_063139111.1	XP_006102073.1, XP_023599238.1
OG0001610	NP_001380604.1	XP_023612030.1
OG0001610	NP_001013162.2, XP_063144456.1	XP_014308391.1
OG0001613	XP_038948739.1, NP_001316810.1, NP_058883.1, XP_017455541.1	XP_023611401.1
OG0001615	XP_063127158.1, NP_683688.1	XP_023616179.1
OG0001616	XP_006249560.1, NP_001119745.1	XP_023617841.1, XP_006098380.1
OG0001617	NP_001014081.1, XP_008761507.1	XP_023605572.1
OG0001618	NP_001399481.1	XP_023605779.1
OG0001619	NP_001100097.2, XP_038963394.1	XP_023611279.1
OG0001620	XP_008763885.1, NP_570104.1	XP_023612055.1
OG0001621	XP_038935254.1, NP_001258298.1	XP_006091642.2
OG0001622	XP_038950198.1, NP_001382038.1	XP_014318808.2
OG0001623	XP_038963795.1, NP_001094221.1	XP_006101256.1
OG0001624	XP_008768318.1	XP_014302980.1
OG0001624	NP_001395846.1	XP_006082396.1, XP_023616557.1, XP_006085759.1, XP_023611078.1, XP_006085756.1
OG0001625	NP_001014000.2, XP_017453465.1	XP_006084888.1
OG0001626	NP_001099341.1, XP_006248572.1	XP_023606243.1
OG0001627	XP_006232546.1, NP_001102415.1	XP_006102735.1, XP_014323506.1
OG0001628	XP_063118848.1, XP_063118849.1, XP_063118845.1, XP_063118847.1, XP_063118846.1, XP_008760187.1, NP_001386910.1	XP_014322201.1, XP_023604293.1, XP_006083316.1
OG0001629	XP_063123263.1, NP_001014124.1	XP_023615712.1
OG0001630	XP_017452009.1, NP_955442.1, NP_001380798.1, NP_001380797.1	XP_006082482.1
OG0001631	NP_954543.1, XP_006245288.1	XP_023619136.1
OG0001632	NP_001178661.1, XP_006256896.1	XP_006103849.1
OG0001634	NP_001258157.1, XP_038955661.1	XP_006084766.1
OG0001635	XP_017457884.1, NP_001413977.1	XP_006082158.2
OG0001636	XP_003752124.1	XP_006082123.1, XP_006082122.1, XP_014313692.1
OG0001637	XP_038956008.1, NP_001103004.1	XP_006081896.1, XP_006087836.1
OG0001638	NP_001000300.1	XP_006091982.1
OG0001638	XP_063140382.1, NP_001001125.1	XP_006092115.1
OG0001639	NP_001178890.1, XP_063138839.1	XP_014316851.1
OG0001640	NP_077075.1, XP_008760766.1	XP_023601294.1
OG0001643	NP_001101989.1	XP_023612157.1, XP_023612154.1, XP_006091704.1, XP_023612166.1
OG0001645	NP_001099494.1	XP_006097517.2
OG0001645	NP_001100856.1	XP_006104554.3
OG0001646	XP_063143222.1, NP_036685.1	XP_006104817.1
OG0001646	NP_036684.1, XP_063119047.1	XP_023615450.1
OG0001647	NP_112295.2	XP_006101196.3
OG0001647	NP_112298.2	XP_006086887.1
OG0001648	XP_006240159.1, NP_446323.1	XP_006085900.1
OG0001649	NP_037099.1, XP_063121017.1	XP_006104112.1, XP_006104121.1
OG0001650	NP_062001.2	XP_006095973.1
OG0001650	NP_036739.2	XP_023618736.1
OG0001651	NP_062161.1	XP_014317415.1
OG0001652	NP_598206.1, XP_063119017.1	XP_023603433.1, XP_023603432.1
OG0001653	NP_599161.2, NP_113858.1, XP_038944991.1	XP_006109592.3
OG0001654	NP_001296567.1, NP_058692.1, XP_063126342.1	XP_023611564.1
OG0001655	NP_062195.2, NP_062053.2	XP_006108531.1, XP_014305959.1, XP_023611374.1, XP_023611375.1
OG0001656	XP_008768453.1	XP_023601456.1, XP_006104483.1, XP_014302244.1
OG0001657	NP_001020321.1	XP_014316295.1
OG0001657	NP_001074374.1	XP_014316294.1
OG0001658	NP_001396020.1, NP_001032746.1	XP_014311978.1
OG0001661	XP_006247371.1, NP_001008752.1, XP_063125643.1, NP_001008750.1	XP_006095031.1
OG0001661	NP_001008751.1	XP_006109491.1
OG0001662	NP_037228.1, NP_001007723.1, NP_001013875.1	XP_006103748.1, XP_006103750.1
OG0001663	NP_598219.2, XP_063129656.1	XP_023620338.1, XP_006101114.2, XP_014321902.2
OG0001664	NP_001000844.1	XP_006094803.1, XP_006084784.1, XP_006094819.1
OG0001665	NP_001000640.1	XP_006091993.1
OG0001666	NP_001000296.1, NP_001000934.1	XP_006091980.1
OG0001667	NP_113900.1	XP_023616454.1
OG0001668	NP_001107802.1	XP_023604300.1
OG0001668	NP_058707.2, XP_017444266.1	XP_023605851.1
OG0001669	XP_063129369.1, NP_001177928.1	XP_023600645.1
OG0001670	XP_038938594.1	XP_014304188.2
OG0001671	NP_001102376.1, NP_001402929.1, XP_063125089.1	XP_006103425.2
OG0001672	NP_001395736.1, NP_001395735.1, XP_038956726.1, NP_001395733.1, NP_001395734.1	XP_014301266.1, XP_014301268.1, XP_014301267.1
OG0001673	XP_038956555.1	XP_006097209.1
OG0001674	NP_001386294.1	XP_006107508.1
OG0001675	NP_001100959.1, XP_038967287.1	XP_023599365.1, XP_006102229.1, XP_023599364.1
OG0001676	NP_067726.3, XP_038944861.1	XP_023602152.1
OG0001677	XP_006228688.1, NP_001121166.1	XP_006096758.1
OG0001678	XP_006239034.1, NP_001121105.1	XP_006094301.1
OG0001679	XP_038958961.1, NP_071614.1, XP_063136674.1	XP_014323723.1, XP_006081264.1
OG0001680	XP_038967473.1	XP_006081648.1
OG0001681	NP_001017500.1, XP_038948218.1	XP_023609430.1
OG0001682	NP_446272.2, XP_006246179.1	XP_006089131.1
OG0001682	XP_006230524.1	XP_023618410.1
OG0001683	NP_001008383.1, XP_006246454.1	XP_006089158.1
OG0001684	NP_059054.2, XP_006242853.1	XP_006101826.1, XP_014322625.1, XP_023599030.1
OG0001685	NP_001385891.1, NP_001385890.1	XP_006101825.1
OG0001686	XP_038934107.1, XP_063133710.1, XP_038949903.1, NP_997681.2	XP_006104367.1
OG0001687	XP_063144656.1	XP_006089890.1
OG0001688	NP_955415.1	XP_014310109.1
OG0001689	NP_001094006.1	XP_006087395.1
OG0001689	NP_001178034.1	XP_006084300.1
OG0001690	NP_001013259.1, XP_006239496.1	XP_006105341.1
OG0001691	XP_006255604.1, NP_445968.3	XP_023618903.1, XP_006099451.1
OG0001692	XP_063134360.1, NP_001037757.1	XP_023618877.1
OG0001693	NP_001009700.1	XP_006085651.1
OG0001694	XP_017446265.1, NP_001099935.1	XP_023603183.1
OG0001695	NP_001028856.1	XP_014310837.1
OG0001695	NP_001014250.1, XP_063125597.1	XP_006101997.1
OG0001696	XP_063127139.1, NP_036854.1	XP_023609185.1
OG0001697	NP_446074.2	XP_006088312.2, XP_014310873.1
OG0001698	XP_038955586.1	XP_006088633.2
OG0001698	NP_001101801.2	XP_006106276.1
OG0001699	NP_001013141.1, XP_006248938.1	XP_014318904.1
OG0001700	NP_001101526.1, XP_038968325.1	XP_023617789.1
OG0001700	NP_001012020.1	XP_023603687.1, XP_014304656.1
OG0001702	XP_063136320.1, NP_001102789.1	XP_006097277.1
OG0001702	XP_017452485.1, NP_001003978.1	XP_006110115.1
OG0001703	XP_008766630.1	XP_014305050.1
OG0001703	NP_598264.2, XP_038941050.1	XP_006109223.1
OG0001704	NP_077353.1	XP_006086207.1
OG0001705	NP_892000.1, XP_006254526.1	XP_006101026.1
OG0001706	NP_001019503.1, XP_038964126.1, NP_001102541.1	XP_006106502.2
OG0001707	XP_006256563.2, XP_008768071.1, NP_062063.1	XP_023604770.1, XP_023614770.1, XP_023614726.1, XP_014316479.2, XP_023614768.1
OG0001708	XP_213926.5, NP_001292088.1	XP_023619017.1
OG0001709	XP_006232769.1, NP_001128049.1	XP_006095198.1
OG0001710	NP_062220.2	XP_023606578.1
OG0001711	NP_077349.1, XP_038953064.1	XP_006085225.1
OG0001712	XP_038943780.1, NP_001406434.1, NP_001406432.1, NP_001406435.1, NP_001406433.1, NP_001388591.1	XP_023616527.1
OG0001713	NP_001032291.1, XP_038968691.1	XP_006108723.1
OG0001714	XP_006247968.1, NP_001119554.1	XP_006108015.1
OG0001716	XP_038940922.1, NP_001258118.1	XP_014301363.1
OG0001717	XP_063124838.1, NP_001380837.1	XP_014316494.1
OG0001718	NP_001102519.1	XP_006106154.1
OG0001719	NP_001019963.1, XP_006247436.1	XP_006092330.1
OG0001720	XP_063125149.1	XP_023599142.1
OG0001721	NP_001182128.1	XP_006108244.3
OG0001721	NP_037050.3, XP_063133859.1	XP_023619734.1
OG0001723	NP_001102209.1, XP_017450407.1	XP_006092786.1
OG0001725	NP_001094358.1, XP_006244322.1	XP_023607141.1
OG0001726	XP_063118475.1, NP_068535.3	XP_023601815.1
OG0001727	XP_063129341.1	XP_006083365.1
OG0001728	XP_038947428.1, NP_001128641.1, NP_599222.2, XP_006253839.1	XP_023613156.1
OG0001729	NP_001020305.1, XP_006246378.1	XP_006100227.1, XP_014321050.1, XP_023619563.1
OG0001730	NP_001003691.1	XP_006104670.1
OG0001731	NP_001102260.1	XP_023613465.1
OG0001732	NP_001402600.1	XP_006101143.1
OG0001733	NP_001004198.1, XP_063124459.1	XP_023602573.1
OG0001734	NP_001396039.1, NP_073190.1, XP_063128829.1	XP_006104213.1
OG0001735	NP_001101270.1	XP_006091472.1
OG0001735	NP_113923.2, XP_038935793.1	XP_006100050.1
OG0001736	XP_063119334.1, NP_001124018.1	XP_006084053.1
OG0001737	NP_001385918.1, NP_001385919.1	XP_014305535.1
OG0001738	NP_001388113.1	XP_006082916.1
OG0001738	NP_001099206.1	XP_014315683.1
OG0001739	XP_038956166.1, NP_543186.1	XP_006094002.1
OG0001740	XP_063118166.1, NP_001102179.2, NP_001156628.1	XP_014307937.1
OG0001741	XP_038964360.1, NP_112340.1	XP_023609588.1
OG0001742	XP_063142043.1, NP_001414720.1	XP_023611091.1
OG0001743	XP_063144692.1, NP_001102902.1	XP_023605047.1, XP_014306370.1, XP_006109850.2
OG0001744	XP_038949511.1, NP_001020312.1	XP_006087521.1
OG0001745	XP_038938476.1, XP_038946099.1, XP_063144702.1, XP_038954389.1, XP_038935996.1, XP_038954174.1, NP_001007604.1, NP_001389034.1	XP_006082743.1, XP_014308192.1
OG0001746	XP_063141473.1, NP_446239.3	XP_006094797.1
OG0001747	NP_001013068.1	XP_006106863.1
OG0001748	NP_001013904.2	XP_006109121.1
OG0001749	XP_008762807.1, NP_001100188.1	XP_006096073.1, XP_006096072.1, XP_023615670.1
OG0001750	NP_001381198.1, NP_001014097.1, XP_063117952.1	XP_006091773.1
OG0001751	NP_001009466.2	XP_014303542.1, XP_006083497.1
OG0001752	XP_038957975.1, NP_001257579.1, NP_001257581.1, NP_001099919.1, NP_001257582.1, NP_001257580.1	XP_006095307.1, XP_014316795.1, XP_014316794.1, XP_023615046.1, XP_014316796.1
OG0001753	NP_037282.2, XP_038968603.1	XP_023606782.1
OG0001754	NP_001014202.1, XP_006234647.1	XP_023617438.1
OG0001755	XP_063139369.1, NP_001099961.2	XP_014320827.1
OG0001756	XP_017447466.2, NP_001102672.1	XP_023617603.1
OG0001757	XP_006234546.1	XP_014314014.1
OG0001758	XP_006234636.1, NP_001101220.1	XP_023617458.1, XP_006097967.1
OG0001761	NP_001406421.1	XP_023604294.1, XP_023604960.1, XP_023604848.1, XP_006109517.2, XP_023604951.1, XP_014305984.1
OG0001761	XP_006230979.2, XP_038957223.1	XP_023604950.1
OG0001762	XP_006251792.1, NP_001099496.1	XP_023609828.1, XP_006089105.1, XP_014311602.1, XP_014311603.1, XP_014311604.1
OG0001763	XP_038938579.1	XP_023603297.1, XP_023605116.1
OG0001764	NP_001100587.1, XP_006248866.1	XP_023601867.1
OG0001765	NP_001011986.1	XP_006101223.2
OG0001766	XP_006256761.1, NP_476478.1	XP_023616698.1, XP_006097224.1, XP_006097225.1
OG0001767	NP_001102245.2	XP_006083774.1
OG0001768	XP_006229774.1, NP_476465.1	XP_014305742.1, XP_014305741.1
OG0001769	NP_001386427.1, XP_038949958.1	XP_023603674.1
OG0001770	NP_571982.2, XP_038936657.1	XP_014306229.1
OG0001771	XP_574528.1	XP_023605050.1
OG0001772	NP_001012000.1, XP_063121277.1	XP_006088690.1
OG0001773	XP_008760370.1, NP_742019.3	XP_006096464.1
OG0001774	NP_001011958.1, XP_008760536.1	XP_023610155.1
OG0001775	XP_008760753.1, NP_001399973.1	XP_006091501.1
OG0001775	NP_001240606.1, XP_063140628.1	XP_023612033.1
OG0001776	NP_001385917.1	XP_006091440.1, XP_014313582.1, XP_014313583.1, XP_006091439.1
OG0001777	NP_001009656.1, XP_006235811.1	XP_006093222.1, XP_023601284.1
OG0001778	NP_001414097.1, XP_006253421.1	XP_006107423.1
OG0001779	NP_001077367.1	XP_006106321.1
OG0001780	NP_001363745.1, XP_038945169.1	XP_014320082.1, XP_023618448.1, XP_014320081.1
OG0001781	NP_001037691.1, XP_006249445.1, XP_038956077.1	XP_006106079.1
OG0001782	XP_008767542.1, NP_001010946.1	XP_014319466.1
OG0001783	XP_063142193.1, NP_001101356.1	XP_023605783.1
OG0001784	NP_036620.2	XP_006084291.2, XP_014307150.1, XP_023605790.1
OG0001785	NP_001363864.1, XP_063142228.1	XP_023605845.1
OG0001786	XP_006237679.1, NP_001012098.1	XP_006090730.1
OG0001787	XP_038943816.1, NP_446107.2	XP_014309503.1
OG0001788	NP_001101583.1, XP_038935268.1	XP_023615508.1
OG0001789	NP_001101073.1	XP_023615584.1
OG0001790	XP_006231677.1, NP_071601.2	XP_023609122.1, XP_023609121.1, XP_006088182.1
OG0001791	NP_001101025.1, XP_006230463.1	XP_006107827.1
OG0001792	XP_006234892.1, NP_001012756.1	XP_006093167.1
OG0001793	XP_006234949.1, NP_001041378.2	XP_006086074.1
OG0001794	NP_001399115.1, NP_445797.1	XP_006104738.1
OG0001796	NP_001101782.1, XP_008766753.1	XP_006097070.1
OG0001797	NP_001020185.1, XP_006248128.1	XP_006104323.1
OG0001798	NP_511177.2, XP_006248506.1	XP_006092875.1
OG0001799	XP_006232552.1, NP_001101153.1	XP_023609688.1
OG0001800	NP_001170839.1, XP_063128142.1	XP_023614760.1
OG0001801	XP_006250359.1, NP_001014253.1	XP_006096967.1
OG0001802	NP_001013145.1, XP_006250357.1	XP_006096341.1, XP_006096954.1
OG0001803	XP_006257110.1, NP_579838.1	XP_014320927.1
OG0001804	NP_001388158.1, XP_008771694.3, XP_038956191.1	XP_014315024.1
OG0001805	XP_038955528.1, NP_001100417.1	XP_006087829.1
OG0001806	XP_038948518.1	XP_006087783.1
OG0001810	NP_001100439.1	XP_014317576.1, XP_023615799.1, XP_006096229.1, XP_006096258.1
OG0001816	NP_446030.3	XP_006097719.1
OG0001817	NP_058896.1, XP_008760202.1	XP_006098468.1, XP_014305937.1, XP_006098470.1
OG0001818	NP_001008385.1, XP_006242090.1	XP_006106956.1
OG0001818	NP_599193.1	XP_023617177.1
OG0001819	XP_008764903.1, NP_001009437.1	XP_006102352.1, XP_023599464.1, XP_023599463.1
OG0001820	NP_001382587.1, XP_063139172.1, NP_036763.1	XP_006096489.1
OG0001821	NP_001012018.1, XP_017453489.1	XP_014313209.1
OG0001822	NP_445809.2, XP_038938135.1	XP_006099803.1
OG0001823	XP_006254488.1, NP_001137365.1	XP_014302285.1
OG0001824	NP_001102522.1	XP_023603740.1
OG0001825	NP_001099228.1	XP_006081199.2
OG0001826	NP_058856.1	XP_006094861.1
OG0001828	NP_001107863.1, XP_063140949.1, XP_063135700.1	XP_014306249.1
OG0001829	NP_036911.1	XP_006091601.1
OG0001829	NP_037041.3	XP_023612130.1
OG0001830	NP_001012185.2, XP_038961366.2, NP_001410093.1	XP_023617584.1
OG0001833	NP_001000253.1, NP_001000254.1	XP_006091914.1
OG0001834	NP_001001276.1	XP_006091915.1
OG0001834	NP_001000261.1	XP_006092096.1
OG0001835	NP_001001124.1, XP_063140381.1, NP_001000299.1	XP_014313956.1
OG0001836	NP_001000182.1, NP_001000180.1	XP_006094711.1
OG0001837	NP_001000971.1	XP_006087527.1, XP_006087528.1
OG0001838	XP_038942394.1, NP_001000525.2	XP_006100255.1
OG0001839	NP_001396068.1	XP_006096998.1
OG0001840	XP_006255061.1, NP_001010920.1	XP_023611388.1, XP_023611386.1, XP_014313104.1, XP_023611385.1, XP_014313105.1
OG0001841	NP_001380743.1	XP_006089225.1
OG0001842	XP_063139873.1, NP_001388292.1	XP_023604966.1, XP_023604085.1
OG0001843	XP_006229220.1, NP_110474.1	XP_006108506.1
OG0001845	NP_446299.2, XP_006254110.2	XP_006086707.1
OG0001846	NP_001102516.1, XP_038942560.1	XP_006100829.1
OG0001847	NP_001019917.1, XP_017456687.1	XP_006105253.1
OG0001848	XP_063134154.1, NP_001017380.1	XP_023602608.1, XP_014305947.1
OG0001849	NP_001004268.1, XP_006239078.1	XP_006097357.1, XP_006097358.1
OG0001850	XP_006239187.1, NP_001013957.1	XP_023603608.1, XP_023599210.1
OG0001851	XP_017452548.1, NP_001099236.1	XP_006090533.1, XP_023611072.1
OG0001852	XP_006231845.1, NP_001178887.1	XP_006081334.1
OG0001853	XP_038957089.1	XP_006100372.1
OG0001855	XP_038951449.1, NP_001007627.1	XP_006104562.1, XP_006104561.1, XP_023601534.1
OG0001856	NP_001029300.2, XP_038954539.1	XP_023619353.1
OG0001857	NP_001014162.1, XP_063131563.1	XP_014321851.1, XP_014321852.1
OG0001858	XP_063139403.1, NP_001099983.1	XP_006096483.1
OG0001858	NP_001101742.1	XP_006102090.1
OG0001859	XP_038952537.1, NP_775149.1	XP_014311681.1, XP_014311683.1
OG0001860	NP_476468.1, XP_006254849.1	XP_006104550.1
OG0001861	XP_006243030.1	XP_023602965.1
OG0001862	XP_063124729.1, NP_001099268.2	XP_014302769.1, XP_023604185.1, XP_014305213.1, XP_006107908.1, XP_006105155.1, XP_006107909.2, XP_023602534.1, XP_006105144.1, XP_006105919.1, XP_006105918.1, XP_006105917.1, XP_023601957.1, XP_023601967.1
