Orthogroup	Rattus_norvegicus	Urocitellus_parryii
OG0002791	XP_038942535.1, NP_001020929.1	XP_026244800.1
OG0002792	NP_113951.1, XP_038942872.1	XP_026244562.1
OG0002793	XP_063140755.1, NP_001178028.1	XP_026242287.1
OG0002794	NP_001103038.1, XP_063125954.1	XP_026260672.1
OG0002795	NP_001121156.1	XP_026253044.1
OG0002796	NP_446142.2, XP_006240788.1	XP_026254227.1, XP_026254229.1, XP_026254228.1
OG0002797	NP_001014294.1	XP_026253618.1
OG0002798	NP_001007147.1	XP_026261709.1, XP_026261708.1, XP_026261711.1, XP_026261710.1
OG0002799	XP_006242158.1, NP_942082.2	XP_026261760.1
OG0002800	NP_598239.1, XP_038934270.1	XP_026266003.1, XP_026266004.1
OG0002801	NP_536322.1, XP_006244792.1	XP_026235323.1
OG0002802	XP_006239777.1, NP_001102449.1	XP_026241552.1
OG0002803	NP_001406284.1, XP_006251612.1	XP_026242964.1
OG0002804	NP_001102717.1, XP_038964091.1	XP_026243028.1
OG0002805	NP_036623.1, XP_063141540.1, NP_001103350.1	XP_026260910.1
OG0002806	XP_063133442.1, NP_001388252.1	XP_026256999.1
OG0002807	XP_008761902.1	XP_026236142.1
OG0002808	XP_006238228.1, NP_001102137.1	XP_026270349.1
OG0002809	NP_599209.1, XP_063120907.1	XP_026267022.1
OG0002811	XP_017451594.1, NP_001414203.1	XP_026266191.1
OG0002812	NP_001382490.1, XP_006238001.1	XP_026258314.1
OG0002813	NP_001071058.1, XP_038954845.1	XP_026245386.1
OG0002814	NP_001100056.1, XP_038963205.1	XP_026248560.1
OG0002816	NP_001388106.1	XP_026257353.1
OG0002817	XP_038965951.1, NP_001101451.1	XP_026249198.1
OG0002818	NP_001037699.2, XP_038965489.1	XP_026237549.1
OG0002819	XP_063144391.1, NP_571977.1	XP_026238445.1, XP_026238440.1
OG0002821	XP_006253452.1, NP_001100796.1	XP_026235945.1
OG0002822	NP_001120969.1, XP_008761043.1	XP_026261183.1
OG0002823	XP_006253375.1, NP_001025198.1	XP_026265125.1, XP_026265126.1
OG0002824	NP_113758.2, XP_038949951.1, XP_063117646.1	XP_026267007.1
OG0002825	XP_038968637.1, NP_001075879.1	XP_026243504.1
OG0002826	NP_598302.1, XP_063117589.1	XP_026264092.1
OG0002827	NP_001386473.1	XP_026244196.1
OG0002828	XP_006233143.1, NP_001101179.1	XP_026249892.1
OG0002829	XP_038959749.1, XP_038959750.1, XP_063138815.1, XP_017446817.1	XP_026249926.1
OG0002830	NP_620787.2	XP_026257602.1
OG0002831	NP_113695.2	XP_026268000.1
OG0002832	NP_001000297.1, NP_001000298.1	XP_026236234.1, XP_026236237.1
OG0002833	NP_001020854.1	XP_026252247.1
OG0002834	XP_006230822.1, NP_954521.1	XP_026270240.1, XP_026270239.1
OG0002835	NP_001101661.1, XP_006244028.1	XP_026245649.1
OG0002836	XP_038963745.1, NP_001382534.1	XP_026253627.1
OG0002837	NP_001137289.1, XP_006243817.1	XP_026239591.1, XP_026239594.1, XP_026239593.1, XP_026239595.1, XP_026239598.1, XP_026239597.1, XP_026239596.1, XP_026239592.1
OG0002838	XP_006243945.1, NP_001101658.2	XP_026239686.1
OG0002839	NP_001178813.1, XP_006243909.1	XP_026238009.1
OG0002840	NP_001102579.2	XP_026245798.1
OG0002841	NP_001099538.1, XP_038950229.2	XP_026245824.1, XP_026245823.1
OG0002842	NP_001386748.1	XP_026255471.1
OG0002844	NP_001020177.1	XP_026260131.1
OG0002845	NP_001008357.1	XP_026270519.1
OG0002846	NP_001020913.1, XP_006241030.1	XP_026269710.1
OG0002847	NP_001119766.1	XP_026240485.1
OG0002848	XP_006229843.1, NP_001102621.1	XP_026243101.1, XP_026243104.1, XP_026243102.1
OG0002849	XP_006229311.1, NP_001099733.1	XP_026261074.1
OG0002850	NP_001093978.1, XP_006251773.1	XP_026261608.1
OG0002851	NP_001100765.1, XP_006252685.1	XP_026244387.1, XP_026244388.1, XP_026244386.1
OG0002852	XP_017447242.1, NP_001020862.1	XP_026241637.1, XP_026241636.1
OG0002853	NP_001386215.1, XP_006235077.1, NP_001386213.1, NP_001386214.1	XP_026265490.1, XP_026265491.1
OG0002854	NP_942038.1	XP_026263607.1
OG0002855	NP_001305876.1, NP_113757.1	XP_026269292.1
OG0002856	XP_063131340.1, NP_058889.1	XP_026245539.1, XP_026238539.1
OG0002857	NP_001020062.1, XP_008765472.1	XP_026265332.1, XP_026265333.1
OG0002858	XP_063123084.1	XP_026265319.1
OG0002859	NP_113866.1, XP_006245538.1	XP_026251793.1
OG0002860	NP_954551.2, XP_038945582.1	XP_026241827.1
OG0002861	NP_001101806.1, XP_038945528.1	XP_026267850.1, XP_026267849.1
OG0002862	NP_001102797.1	XP_026265012.1, XP_026265011.1
OG0002863	NP_446129.1, XP_006249580.1	XP_026267979.1
OG0002864	NP_071979.2, XP_006251428.1	XP_026264693.1
OG0002865	NP_671479.1, XP_038954393.1	XP_026266321.1
OG0002867	XP_063136235.1, NP_665885.2, XP_063137279.1	XP_026243999.1, XP_026240001.1
OG0002868	XP_038964140.1, NP_001019506.1	XP_026259092.1
OG0002869	XP_006237425.1, NP_001101359.1	XP_026259044.1
OG0002870	NP_113903.2, XP_038935791.1	XP_026256424.1
OG0002871	XP_038940465.1, NP_001017386.1	XP_026250557.1
OG0002873	XP_006231565.1, NP_001008350.1	XP_026256909.1
OG0002874	XP_008758632.1, NP_001073355.1	XP_026256931.1
OG0002875	XP_006231666.1	XP_026244917.1
OG0002875	NP_037292.2	XP_026248813.1
OG0002876	NP_620270.1, NP_001177328.1	XP_026237199.1
OG0002877	NP_114446.2, XP_006232213.1	XP_026240554.1
OG0002878	XP_006243212.1, NP_036672.3	XP_026243498.1
OG0002879	NP_001019416.1	XP_026247204.1, XP_026247200.1
OG0002880	XP_063141041.1	XP_026248148.1
OG0002881	NP_001014069.2, XP_008760388.1	XP_026248167.1
OG0002882	NP_001400448.1, XP_038937017.1, NP_001400449.1, NP_001004247.1	XP_026243542.1
OG0002884	NP_001101334.2, XP_038963492.1	XP_026263245.1
OG0002885	NP_001076010.1, NP_001076009.1, XP_063129731.1, NP_001076008.1, NP_077380.2	XP_026264775.1
OG0002886	NP_001120772.1	XP_026270838.1
OG0002887	NP_001102905.1, XP_006248314.1	XP_026259334.1
OG0002888	XP_008766918.1, NP_620220.2	XP_026251860.1, XP_026251857.1
OG0002889	NP_001102995.1	XP_026234989.1
OG0002890	XP_063137630.1, NP_789831.2	XP_026238731.1, XP_026238732.1
OG0002892	XP_006245224.1, NP_062070.1	XP_026246161.1
OG0002893	NP_001100643.1, NP_001402654.1, NP_001402656.1, NP_001402655.1	XP_026243227.1
OG0002894	XP_063128734.1	XP_026262920.1
OG0002895	NP_001012028.1, XP_063128436.1	XP_026236785.1
OG0002896	XP_006250284.1, NP_001178859.1	XP_026268470.1
OG0002897	NP_620277.2	XP_026268465.1
OG0002897	NP_001177388.2	XP_026268467.1
OG0002898	NP_001100410.1	XP_026266118.1, XP_026266117.1
OG0002899	NP_001120974.1, XP_006257343.1	XP_026236591.1, XP_026240073.1
OG0002900	NP_445812.1	XP_026261233.1
OG0002901	XP_038956492.1	XP_026258411.1
OG0002902	NP_996833.1, XP_006256734.1	XP_026243351.1
OG0002903	NP_001385681.1, XP_063136647.1, NP_001161137.2, NP_001102328.1	XP_026243327.1
OG0002904	NP_001178658.1	XP_026262550.1
OG0002905	NP_112346.1, XP_006257496.1	XP_026266775.1, XP_026266773.1
OG0002906	NP_001406521.1, XP_038956424.1	XP_026247990.1
OG0002907	XP_017457841.1	XP_026266290.1, XP_026266291.1, XP_026266289.1, XP_026266292.1
OG0002909	NP_001156474.1, NP_001264408.1	XP_026260539.1
OG0002913	NP_113705.1, XP_006236191.1	XP_026266083.1, XP_026266082.1
OG0002914	NP_001380733.1, NP_058769.4, XP_038946295.1	XP_026248656.1, XP_026248011.1
OG0002915	XP_063137134.1, NP_058755.2, XP_038943677.1	XP_026262022.1
OG0002916	XP_017450173.1, NP_001124008.1	XP_026240659.1, XP_026240666.1
OG0002917	XP_038961189.1, NP_001099736.1	XP_026262741.1
OG0002918	XP_006249921.1, NP_058851.2	XP_026252969.1
OG0002919	XP_006229854.1, NP_113907.1	XP_026243072.1
OG0002920	NP_112310.1, XP_006232089.1	XP_026257563.1, XP_026257562.1, XP_026257564.1, XP_026257565.1
OG0002921	NP_445992.1, XP_063126899.1	XP_026249594.1, XP_026249587.1
OG0002922	XP_063138485.1, NP_062153.1	XP_026237440.1
OG0002923	NP_068622.1, XP_017455282.1	XP_026261775.1
OG0002924	NP_001007559.1, XP_063123636.1	XP_026270719.1
OG0002925	NP_036877.1, XP_006237140.1	XP_026266672.1
OG0002926	XP_006256228.1, NP_037273.2	XP_026239349.1, XP_026239350.1
OG0002927	NP_599205.2	XP_026253088.1, XP_026237420.1
OG0002928	XP_006247854.1, NP_036950.1	XP_026260667.1
OG0002929	NP_114039.1	XP_026242573.1
OG0002930	XP_006249528.1, NP_076460.1	XP_026264981.1
OG0002931	NP_076485.1, NP_076486.1, NP_001160153.1, NP_076489.1, NP_001160152.1	XP_026266655.1
OG0002934	NP_001100805.2, XP_008769663.1	XP_026260250.1
OG0002935	NP_037003.2, XP_063141671.1	XP_026238897.1
OG0002936	XP_063130548.1	XP_026247692.1
OG0002937	NP_001396106.1, NP_001128557.1	XP_026260920.1
OG0002938	NP_599172.1	XP_026270229.1
OG0002938	NP_036918.2	XP_026237687.1
OG0002939	XP_063120369.1, NP_112384.1	XP_026261737.1
OG0002940	NP_001008764.1	XP_026235851.1
OG0002941	NP_001403414.1, NP_113777.2, NP_001403413.1	XP_026252161.1
OG0002942	XP_063130065.1	XP_026239879.1
OG0002943	NP_001020803.2	XP_026269145.1
OG0002944	XP_038950796.1	XP_026245502.1
OG0002945	NP_620814.1	XP_026261853.1
OG0002946	NP_059012.2, XP_006235129.1	XP_026241598.1
OG0002947	NP_001075947.1, XP_006241253.1, NP_001075946.2, NP_849197.3, NP_001075948.1	XP_026253506.1
OG0002948	XP_008768433.1, NP_068519.2	XP_026259060.1
OG0002949	XP_063141599.1, NP_001000184.1, NP_001001031.1	XP_026238040.1
OG0002950	NP_001000080.1, NP_001000079.1	XP_026263760.1
OG0002953	NP_001000106.1, XP_063132266.1	XP_026270344.1
OG0002955	XP_217725.3	XP_026236780.1, XP_026236789.1
OG0002956	XP_038952915.1, NP_001385593.1	XP_026265745.1
OG0002957	NP_068509.2, XP_006231198.1	XP_026249809.1
OG0002958	NP_001101066.1, XP_006231225.1	XP_026245044.1
OG0002959	NP_001164034.1, XP_038951567.1	XP_026263154.1
OG0002960	NP_001014030.1, XP_006253757.1	XP_026262727.1
OG0002961	NP_001099693.1, XP_006228314.1	XP_026237015.1
OG0002962	XP_038947471.1, NP_001121011.1	XP_026236999.1
OG0002963	NP_001413839.1	XP_026237162.1, XP_026237451.1
OG0002964	XP_063136973.1	XP_026236940.1
OG0002965	XP_063130847.1, NP_001408401.1	XP_026238023.1
OG0002965	XP_063126075.1, NP_001408407.1	XP_026238022.1
OG0002966	XP_006229058.1, NP_001099726.2	XP_026262074.1
OG0002967	NP_001385540.1, NP_113814.2, NP_001385538.1, NP_001385539.1, XP_038944692.1	XP_026262149.1
OG0002968	NP_001102615.1	XP_026262183.1, XP_026262182.1
OG0002969	XP_006229096.1, NP_001020815.1	XP_026262156.1
OG0002970	NP_001258381.1, XP_038946776.1	XP_026266255.1
OG0002971	NP_001100964.1, XP_006228500.1	XP_026236819.1
OG0002972	NP_001004083.1, XP_038967457.1	XP_026267319.1
OG0002973	NP_001008304.1, XP_006228626.1	XP_026267339.1
OG0002974	NP_001100967.2, XP_038967495.1	XP_026267322.1
OG0002975	NP_001128232.1, NP_116008.2	XP_026267908.1
OG0002977	NP_001100974.1, XP_063117731.1	XP_026247070.1
OG0002978	NP_001274507.1, NP_001274506.1, NP_036656.1, NP_001274508.1	XP_026246992.1
OG0002979	NP_001100977.1, XP_063117777.1	XP_026247016.1
OG0002980	NP_037117.1	XP_026244532.1
OG0002981	NP_001101886.2, XP_006254092.1	XP_026258121.1
OG0002982	NP_446277.1, XP_063132091.1	XP_026247585.1
OG0002983	NP_001386226.1	XP_026268359.1, XP_026268369.1, XP_026268349.1
OG0002984	XP_006231944.1, NP_853660.1	XP_026246611.1
OG0002985	XP_038954068.1	XP_026237512.1
OG0002986	NP_001019949.1, XP_006231910.1	XP_026246618.1
OG0002987	XP_038953626.1	XP_026251433.1
OG0002988	NP_001401942.1	XP_026248070.1
OG0002989	XP_006238988.1, NP_001013187.2	XP_026262591.1
OG0002990	XP_006238994.1, NP_001094179.1, NP_001402799.1	XP_026262604.1
OG0002991	XP_006239145.1, NP_112369.2	XP_026247403.1
OG0002992	XP_006239280.1, NP_001012764.1	XP_026259422.1
OG0002993	NP_001012106.1	XP_026253726.1
OG0002994	NP_001178622.1	XP_026256968.1
OG0002995	NP_062062.2, XP_006231810.1	XP_026250341.1, XP_026250342.1
OG0002996	XP_063118388.1, NP_001100986.1	XP_026256329.1
OG0002997	XP_038961531.1, NP_001163933.1	XP_026243978.1
OG0002998	NP_001385657.1, XP_008757729.2	XP_026243945.1
OG0002999	XP_008757777.1, NP_062204.2	XP_026243886.1
OG0003000	XP_063129537.1, NP_001414739.1	XP_026259144.1
OG0003001	NP_001100691.1, XP_006251135.1	XP_026259401.1
OG0003002	XP_038948434.1, NP_445843.2	XP_026259682.1
OG0003003	XP_063129008.1, NP_001011911.1	XP_026259493.1
OG0003004	XP_038947551.1, NP_077042.2	XP_026259368.1
OG0003005	NP_001400723.1, XP_063121637.1	XP_026256310.1
OG0003006	NP_037055.1	XP_026251155.1
OG0003008	XP_038954360.2	XP_026250432.1
OG0003009	XP_063134984.1, NP_446096.2	XP_026261568.1
OG0003010	XP_017455499.1, NP_001011918.1	XP_026246074.1, XP_026246073.1, XP_026246075.1
OG0003011	XP_006252879.1	XP_026262440.1
OG0003012	NP_036702.1	XP_026252817.1
OG0003014	XP_006232105.1, NP_001009618.1	XP_026245924.1
OG0003015	NP_037059.2, XP_063137424.1	XP_026245920.1
OG0003016	NP_001100075.1	XP_026260924.1
OG0003017	NP_001128221.1	XP_026260380.1
OG0003018	NP_001120975.1, XP_006243086.1	XP_026253991.1
OG0003019	NP_001102503.1, XP_006246838.1	XP_026246275.1
OG0003020	NP_001401224.1, XP_038941364.1	XP_026246326.1
OG0003021	XP_063125085.1, NP_001128505.1	XP_026265202.1
OG0003022	NP_001100478.1, XP_006246754.1	XP_026267137.1
OG0003024	XP_038966377.1, NP_001013234.2	XP_026241873.1
OG0003025	XP_038953863.1, NP_001017511.1	XP_026267212.1, XP_026267211.1
OG0003026	NP_001094485.1	XP_026248800.1
OG0003027	NP_001414566.1, XP_056841030.1	XP_026255065.1
OG0003028	NP_001387877.1, XP_008770779.1	XP_026269060.1
OG0003029	NP_001383381.1, XP_063134260.1	XP_026269045.1
OG0003031	XP_038943047.1, NP_001385690.1	XP_026241431.1
OG0003032	NP_001020296.2	XP_026256224.1
OG0003033	NP_001178845.1	XP_026252608.1, XP_026252610.1, XP_026252607.1, XP_026252612.1, XP_026252611.1, XP_026252609.1
OG0003034	NP_001386614.1, XP_038945995.1	XP_026252689.1
OG0003035	XP_063127720.1, NP_001102857.1	XP_026261456.1, XP_026261455.1
OG0003036	XP_006248976.1, NP_598257.2	XP_026261445.1
OG0003037	XP_006230411.1, NP_001178769.1	XP_026256228.1
OG0003038	NP_758825.2	XP_026256222.1
OG0003039	NP_001387557.1, NP_001387560.1	XP_026236730.1, XP_026236731.1
OG0003040	XP_063142475.1, NP_001385691.1	XP_026258249.1
OG0003041	NP_001017471.1, XP_006245790.1	XP_026235808.1
OG0003042	NP_001007608.1, XP_006246004.1	XP_026241257.1, XP_026241255.1, XP_026241258.1, XP_026241256.1, XP_026241253.1
OG0003043	XP_006233273.1, NP_001094280.1	XP_026264957.1, XP_026264956.1
OG0003044	XP_063129738.1, XP_038940878.1, NP_112361.1	XP_026258867.1
OG0003045	XP_017454640.2, NP_001132956.1	XP_026265760.1
OG0003047	NP_001238855.1	XP_026250289.1
OG0003048	NP_001101814.2	XP_026253001.1
OG0003049	XP_038946871.1, NP_001101821.1	XP_026243272.1
OG0003050	XP_038946339.1, NP_775138.1	XP_026244281.1
OG0003051	NP_001276864.1	XP_026244225.1
OG0003052	NP_076472.2, XP_006232821.1	XP_026260753.1
OG0003053	NP_114028.1, XP_063138973.1	XP_026260718.1
OG0003054	NP_113842.1, XP_006252071.1	XP_026261834.1, XP_026261833.1
OG0003055	NP_068635.1, XP_006240309.1	XP_026240876.1
OG0003056	XP_038967662.1, NP_598199.2	XP_026240883.1
OG0003058	XP_038968511.1, NP_001382041.1	XP_026261246.1, XP_026261244.1, XP_026261245.1
OG0003060	NP_001029252.1	XP_026268212.1
OG0003061	XP_038943469.1, NP_001414610.1	XP_026235609.1, XP_026264225.1
OG0003062	NP_954549.1, XP_006247967.1	XP_026264174.1
OG0003063	NP_001402062.1	XP_026262426.1
OG0003064	XP_006247683.1, NP_001020886.1	XP_026258052.1
OG0003065	NP_001101771.1, XP_038942345.1	XP_026264047.1
OG0003066	NP_001385527.1	XP_026264029.1, XP_026264028.1
OG0003067	NP_001019936.1, XP_006247383.1, XP_038948682.1	XP_026238230.1
OG0003068	XP_063120441.1, XP_038936498.2, NP_001099306.1, XP_008766193.1	XP_026242719.1
OG0003069	XP_063124563.1, NP_742018.2	XP_026242917.1, XP_026242918.1, XP_026242916.1
OG0003070	NP_001385735.1	XP_026242641.1
OG0003071	NP_001073676.1, XP_038942555.1	XP_026242535.1
OG0003072	NP_001013882.1, XP_038941489.1	XP_026253789.1
OG0003073	NP_001013880.1	XP_026244723.1
OG0003074	XP_017452603.1, NP_001011892.1	XP_026244664.1
OG0003075	XP_056840651.1, NP_001388962.1	XP_026244730.1
OG0003076	NP_077375.2, XP_038942843.1	XP_026249750.1
OG0003077	NP_037046.1, XP_063124535.1	XP_026249703.1
OG0003078	XP_038961120.1, NP_001020865.1	XP_026251393.1
OG0003079	XP_038960176.1, NP_001386116.1, NP_001386117.1	XP_026251338.1
OG0003080	NP_077048.2, NP_001103456.1	XP_026254100.1, XP_026254102.1, XP_026254101.1
OG0003081	NP_037332.2, XP_006242242.1	XP_026269355.1
OG0003082	XP_017450763.1	XP_026250121.1, XP_026250118.1, XP_026250123.1, XP_026250122.1, XP_026250119.1
OG0003083	XP_038934321.1, NP_036647.1	XP_026250130.1
OG0003084	NP_001385898.2, NP_001385899.2	XP_026266104.1, XP_026241551.1
OG0003085	NP_001292056.1, XP_006251594.1	XP_026242984.1
OG0003086	NP_001020200.1, XP_006253640.1	XP_026253962.1
OG0003087	NP_001026816.1	XP_026270859.1
OG0003088	XP_063143800.1, NP_001034114.2	XP_026235310.1
OG0003089	XP_038965141.1, NP_596913.1	XP_026246939.1
OG0003090	NP_001100131.1, XP_017448741.1	XP_026249099.1, XP_026249100.1
OG0003091	NP_001102972.1	XP_026271074.1
OG0003092	XP_038943305.1, XP_063135190.1, NP_001008351.1	XP_026239342.1
OG0003093	XP_038954639.1, NP_001101087.2	XP_026239489.1, XP_026239487.1, XP_026239488.1, XP_026239484.1, XP_026239486.1, XP_026239485.1, XP_026239491.1, XP_026239482.1, XP_026239490.1
OG0003094	XP_038939750.1, NP_001012203.1	XP_026239301.1, XP_026239299.1
OG0003095	XP_006244660.1, NP_001100362.1	XP_026250237.1
OG0003096	NP_001386338.1, XP_038940433.1	XP_026271070.1
OG0003097	NP_001406429.1	XP_026271071.1
OG0003098	XP_038951177.1	XP_026235105.1
OG0003098	NP_001009316.1, XP_006235808.1	XP_026269251.1, XP_026269252.1
OG0003099	XP_006238040.1, NP_001128441.1	XP_026266768.1
OG0003100	NP_001100936.2, XP_038966726.1	XP_026236532.1
OG0003101	NP_001385830.1	XP_026240311.1
OG0003102	XP_038934705.1, NP_001020830.2	XP_026263538.1
OG0003103	NP_001387923.1, NP_001387922.1	XP_026265627.1
OG0003104	NP_001413924.1, XP_038948654.1	XP_026242427.1
OG0003105	XP_006250936.1, NP_001385816.1	XP_026241906.1
OG0003106	NP_001071149.1, XP_063142536.1	XP_026255127.1
OG0003107	NP_001102088.1	XP_026268842.1
OG0003108	XP_006236081.1, NP_001178790.1	XP_026247330.1
OG0003109	NP_001100759.1	XP_026263051.1
OG0003110	XP_008761010.1, NP_001015026.1	XP_026244498.1, XP_026244499.1, XP_026244497.1
OG0003111	NP_001011977.1	XP_026249271.1
OG0003112	NP_001178691.2, XP_008762316.1	XP_026266170.1
OG0003113	NP_001398589.1, NP_062113.1	XP_026249264.1
OG0003114	XP_006238701.1, NP_001004236.1	XP_026253595.1
OG0003115	XP_038965534.1, NP_001015006.1, XP_063136526.1	XP_026253488.1
OG0003116	NP_064698.1, XP_038950720.1	XP_026236801.1
OG0003117	XP_006251405.1, NP_001012154.1	XP_026255257.1
OG0003118	XP_063142759.1, NP_001387888.1	XP_026261962.1
OG0003119	NP_001012048.1, XP_038950424.1	XP_026251613.1
OG0003120	NP_001099559.1, XP_006253365.1	XP_026260480.1
OG0003121	NP_001178619.1	XP_026245292.1
OG0003122	NP_001129034.1, XP_038964873.1, XP_017446043.1	XP_026268628.1
OG0003123	NP_036747.1, NP_001289012.1, XP_006239969.1	XP_026241805.1
OG0003124	XP_008762766.1, NP_001386735.1	XP_026271036.1, XP_026254240.1
OG0003125	XP_006239691.1, NP_001019434.2	XP_026261634.1
OG0003126	XP_006234989.1, NP_001020214.1	XP_026269877.1, XP_026269876.1
OG0003127	NP_001128306.1	XP_026269858.1, XP_026269859.1
OG0003128	NP_001406477.1, XP_038962489.1	XP_026238512.1
OG0003130	XP_038952265.1, NP_001121025.1, XP_038949716.1	XP_026239903.1
OG0003131	NP_001257782.1, XP_063128928.1, NP_001257781.1, NP_036677.1	XP_026259449.1
OG0003132	XP_006254063.1, NP_058824.1	XP_026266319.1
OG0003133	XP_006235970.1, NP_955413.1	XP_026240735.1
OG0003134	XP_006234509.1, NP_954524.1	XP_026262293.1
OG0003135	XP_006230835.1, NP_062095.2	XP_026252239.1, XP_026252240.1, XP_026252238.1
OG0003136	NP_001258108.1, XP_008758401.1	XP_026252360.1
OG0003137	XP_003750217.1, NP_001153703.1, NP_001153704.1, NP_001012757.1, XP_038957064.1	XP_026252363.1
OG0003138	XP_006230873.1, NP_001121015.1	XP_026270246.1
OG0003139	NP_445882.2, NP_001401385.1, XP_006231134.1	XP_026263358.1
OG0003140	NP_001383921.1	XP_026263405.1, XP_026263408.1, XP_026263407.1, XP_026263406.1, XP_026263409.1
OG0003141	NP_001388141.1	XP_026269807.1
OG0003142	NP_001380812.1, NP_001380811.1	XP_026255567.1
OG0003143	NP_001012128.1	XP_026263899.1
OG0003144	NP_001020905.1, XP_006237102.1	XP_026238907.1
OG0003145	XP_063121309.1, NP_001100324.1	XP_026239644.1
OG0003146	NP_001073411.1, XP_017451236.1	XP_026239773.1, XP_026239772.1, XP_026239774.1
OG0003147	XP_063121016.1, NP_665719.1	XP_026239746.1, XP_026239745.1, XP_026239744.1
OG0003148	XP_006243894.1, NP_001020075.1	XP_026239630.1, XP_026239629.1
OG0003149	XP_017451091.1, NP_001100340.1	XP_026245867.1, XP_026245868.1, XP_026245866.1
OG0003150	NP_001100776.1	XP_026245886.1
OG0003151	NP_001014230.1	XP_026255384.1
OG0003152	XP_063121108.1, NP_001100172.1	XP_026255481.1
OG0003153	XP_017452198.1	XP_026260017.1, XP_026260018.1, XP_026260016.1
OG0003154	XP_006241071.1, NP_001103084.1	XP_026269740.1
OG0003155	XP_038934561.1, NP_001178706.1	XP_026269760.1
OG0003156	NP_001101962.2, XP_008757873.1	XP_026240476.1
OG0003157	XP_038961829.1, NP_001099750.2	XP_026240516.1
OG0003158	NP_001099751.2	XP_026240486.1
OG0003159	XP_006229946.1, NP_001076041.1	XP_026256781.1, XP_026256782.1
OG0003160	NP_001376161.1, NP_445823.1	XP_026270159.1
OG0003161	NP_001385534.1, XP_038965611.1	XP_026270278.1
OG0003162	XP_038961378.1, NP_001131114.1	XP_026268064.1
OG0003163	XP_038949803.1	XP_026249442.1
OG0003164	XP_017455418.1, NP_001414072.1	XP_026255251.1
OG0003165	NP_001099565.1, XP_006253539.1	XP_026255904.1
