Orthogroup	Ictidomys_tridecemlineatus	Rattus_norvegicus
OG0001374	XP_005322165.1, XP_021580002.1, XP_040127018.1	NP_077069.3, XP_006236903.1
OG0001375	XP_005337467.1	XP_063123867.1
OG0001376	XP_021591702.1, XP_005339503.1, XP_013220269.1	NP_955422.1, XP_006246551.1
OG0001377	XP_040139765.1	XP_063138779.1
OG0001378	XP_013213820.1, XP_005326240.1	NP_075223.1
OG0001379	XP_005337535.3	NP_775134.2, NP_476556.2, NP_001029245.1, NP_062004.1, NP_001029247.1, NP_001288215.1
OG0001380	XP_040129202.1, XP_005317458.1, XP_005321085.1, XP_005326944.1	NP_058834.1
OG0001381	XP_013212572.1	NP_001099307.1
OG0001381	XP_005317461.1	NP_001100337.1
OG0001382	XP_021581302.1	XP_038949786.1, NP_071852.2
OG0001383	XP_005328788.1, XP_005328787.1, XP_005328786.1	XP_038934368.1, NP_036903.2, NP_001381322.1
OG0001384	XP_005339488.1	NP_001000537.1
OG0001385	XP_040145053.1	XP_227371.1
OG0001386	XP_013214718.1	NP_001000842.1, NP_001000974.1, NP_001000843.1
OG0001387	XP_005331664.1, XP_005331663.1, XP_005331662.1, XP_005331743.1, XP_013216712.1	NP_001000292.1
OG0001387	XP_005331742.1	NP_001000288.1
OG0001388	XP_005323178.1, XP_013213102.1	NP_001000124.1
OG0001389	XP_013221927.1	NP_001000699.1
OG0001390	XP_040141377.1, XP_005339576.1	NP_001001081.1, NP_001000820.1
OG0001391	XP_005320988.1, XP_005320987.1	NP_001000823.1, NP_001000394.1
OG0001392	XP_005342168.1	NP_001000159.1
OG0001392	XP_005342164.1	NP_001000742.1, NP_001000743.1, NP_001000150.1
OG0001394	XP_005327988.2, XP_005328013.1	NP_001000714.1, NP_001000037.1
OG0001395	XP_021575670.1, XP_040131293.1	NP_001389146.1
OG0001395	XP_040134734.1	NP_001100902.1
OG0001396	XP_005341629.3	NP_001120809.1
OG0001396	XP_040139852.1	XP_038957200.1
OG0001397	XP_013220742.1	XP_038949669.1
OG0001398	XP_021585752.2	NP_001013166.1
OG0001399	XP_021578660.1	XP_006254415.1, NP_077373.2
OG0001400	XP_005324286.1, XP_021581384.1	XP_038952633.1, NP_001099620.1
OG0001401	XP_005324257.1	NP_001178823.1, XP_038952930.1
OG0001401	XP_005319031.1	XP_017454686.1, NP_001100694.1
OG0001402	XP_040144079.1, XP_013218719.1	XP_006239183.1, NP_001101454.1
OG0001403	XP_040144072.1, XP_040144070.1, XP_005317683.1, XP_040144073.1	NP_001402858.1, XP_038965970.2
OG0001404	XP_040125759.1	NP_001097998.1
OG0001404	XP_040144021.1	XP_038965983.1, NP_001120791.2
OG0001405	XP_013215527.1, XP_040131988.1, XP_005316911.1, XP_040131989.1	XP_006243147.1, NP_001020914.1
OG0001406	XP_040128676.1, XP_040128677.1, XP_021584570.1	XP_038959395.1, NP_001386718.1
OG0001407	XP_040130921.1	XP_063143774.1, NP_001257585.1
OG0001408	XP_040131906.1	NP_001120923.1
OG0001409	XP_005339616.1, XP_005339617.1, XP_040142741.1	NP_001000447.1, NP_001000813.1
OG0001410	XP_005339560.1	NP_001380877.1, XP_063121385.1, XP_056840500.1, XP_063122400.1
OG0001411	XP_005337392.1	XP_038943245.1, NP_001386359.1
OG0001411	XP_013217937.1	NP_001103047.2, XP_008772060.1
OG0001412	XP_005318513.1	NP_001389140.1
OG0001413	XP_021577357.1	NP_001100894.1, XP_006255560.1
OG0001414	XP_005328521.1	XP_006249177.1, NP_001020800.1
OG0001415	XP_021583737.1	XP_006247042.1, NP_001099289.1
OG0001415	XP_005323700.1	NP_001178751.1, XP_008765759.1
OG0001416	XP_021590803.1	NP_001037767.1, XP_006233239.2
OG0001417	XP_040126257.1	XP_006249326.1, NP_001099393.1
OG0001418	XP_005339892.1	XP_006248977.1, NP_663706.2
OG0001419	XP_005339898.2	XP_017453740.3
OG0001420	XP_040133289.1	NP_001405604.1
OG0001421	XP_005323936.1, XP_013213438.1	NP_001387702.1, XP_038957156.1
OG0001422	XP_005323831.1, XP_040133439.1	XP_006230277.1, NP_596871.2
OG0001423	XP_021581219.2	NP_036845.3
OG0001423	XP_040124750.1	XP_038941139.1, NP_001386228.1
OG0001424	XP_005332407.1	NP_001030098.2
OG0001425	XP_040134074.1, XP_040134073.1	XP_006249775.1, NP_877967.2
OG0001425	XP_005329527.3, XP_040133869.1	XP_038946246.1, NP_036648.2
OG0001426	XP_005333968.1	XP_038968329.1, NP_001017457.1
OG0001426	XP_021582835.1	NP_445775.2
OG0001427	XP_005331459.1	XP_038958585.1, NP_001007742.1, XP_038956255.1, XP_038956820.1
OG0001428	XP_040144608.1, XP_005332597.1	XP_017450045.2, NP_062256.1, XP_038942713.1
OG0001429	XP_005323123.1, XP_040129035.1, XP_040129037.1	NP_062192.1, XP_008770388.1
OG0001430	XP_005340693.1	XP_574109.1, NP_112362.1
OG0001430	XP_005331803.1	NP_001386593.1
OG0001431	XP_005334729.1	NP_001316808.1, XP_006240671.1
OG0001432	XP_040131815.1	XP_006240730.1, NP_001414258.1
OG0001433	XP_005327909.1, XP_040124512.1	XP_038942878.1
OG0001434	XP_013215359.1, XP_005328186.1, XP_040124622.1	XP_008766485.1, NP_001099314.1
OG0001435	XP_021584000.1	XP_008766446.1
OG0001436	XP_021579773.1	NP_001007674.1, XP_038941980.1
OG0001436	XP_040134557.1	XP_063127333.1, NP_001032294.1
OG0001437	XP_040126452.1	NP_446117.1, XP_006247129.1
OG0001439	XP_005328762.1, XP_005328763.1	NP_001127936.1, XP_006241487.1
OG0001440	XP_005322380.1	XP_008763447.1, NP_942045.2
OG0001441	XP_040127001.1, XP_005322145.1, XP_005322143.1	NP_001099491.1, XP_006251578.1, XP_038969280.1
OG0001442	XP_021577550.1	XP_063123165.1, NP_001101672.1
OG0001443	XP_005318681.1, XP_013211193.1	NP_001100360.1, NP_001258060.1, XP_038939110.2
OG0001444	XP_040149394.1	XP_063119946.1, NP_001124038.1
OG0001445	XP_021576500.1, XP_021576501.1, XP_005341338.1, XP_040128594.1, XP_040128593.1, XP_021576503.1	XP_006246550.1, NP_955421.1
OG0001446	XP_040147642.1, XP_005335995.1	XP_038967719.1, NP_036831.2
OG0001447	XP_040144282.1, XP_040144283.1, XP_013217589.1	NP_775161.2
OG0001448	XP_005318074.1	XP_038956387.1, XP_038956232.1, XP_008771804.2, XP_008771758.1, XP_006257578.1, XP_038956306.1, XP_017453216.1, XP_008771944.2, XP_006257626.1, XP_063136614.1, XP_063136608.1, XP_006257650.1, XP_003752207.1, XP_038956265.1, XP_006257646.1, XP_017457896.2, XP_006257666.1, NP_001102933.1, XP_038956082.1
OG0001449	XP_040145521.1	XP_038964980.1
OG0001450	XP_040124219.1, XP_005342563.1, XP_040124222.1, XP_040124221.1	XP_006253391.1, NP_001386189.1
OG0001452	XP_005341075.1, XP_005335448.1	XP_017455051.1
OG0001452	XP_005322607.1	NP_001128163.1
OG0001453	XP_021576681.1	NP_001013088.1, XP_038963951.1
OG0001454	XP_005333462.1, XP_040140017.1	NP_001008306.1
OG0001455	XP_013214819.1	XP_006243787.1, NP_001008329.1
OG0001456	XP_021589520.1, XP_005336175.1, XP_040146420.1	NP_058888.1
OG0001457	XP_021586582.1	NP_001290073.1
OG0001457	XP_040146958.1	NP_071789.2, XP_017452111.1
OG0001458	XP_040140214.1	XP_008758498.2, NP_001099809.1, XP_038957274.1
OG0001459	XP_005330271.1	XP_038949439.1, NP_001258417.1
OG0001459	XP_013214016.1	XP_038956477.1
OG0001460	XP_021585746.1, XP_040137584.1, XP_021585733.1, XP_005317104.1	XP_063130413.1, NP_001100754.1
OG0001461	XP_005337984.1	XP_038938688.1, NP_001414536.1
OG0001462	XP_005325371.1	NP_001414237.1, XP_006235868.1
OG0001463	XP_005326548.1, XP_005326549.1, XP_005326547.1	XP_063124238.1, XP_038940610.1, XP_002730104.3, NP_073171.2, NP_073156.3
OG0001464	XP_040123926.1	XP_006245551.1, XP_006245552.1
OG0001465	XP_005341935.1	NP_072130.1, XP_038948326.1
OG0001465	XP_005341940.1	NP_446253.2
OG0001466	XP_021584981.1, XP_040145451.1, XP_040145453.1, XP_040145452.1, XP_021584983.1, XP_005329645.1, XP_021584980.1	NP_001385887.1
OG0001467	XP_005336120.1	NP_001385987.1, XP_063129576.1
OG0001468	XP_040136552.1, XP_005325031.1, XP_040136553.1	NP_071886.1, XP_006242365.1
OG0001469	XP_040136454.1, XP_040136453.1, XP_040136456.1, XP_040136455.1	XP_038935281.1, NP_001073175.1
OG0001471	XP_013217903.1, XP_005334470.1	NP_001012763.1, XP_006237249.1
OG0001472	XP_040127662.1, XP_005333779.1	NP_001014268.1, XP_038941565.1
OG0001473	XP_040148098.1	NP_001178863.1
OG0001473	XP_040128521.1	NP_001402765.1
OG0001474	XP_040129332.1, XP_005320745.1, XP_021579007.1, XP_040129331.1	XP_006231696.1, NP_001099671.1
OG0001475	XP_005316452.1, XP_021581405.1, XP_040132228.1	XP_038960475.1, NP_001099968.1
OG0001476	XP_013213805.1	NP_001004270.1
OG0001477	XP_040143143.1	NP_001094028.1, XP_038944357.1
OG0001478	XP_040142958.1, XP_005323549.1	XP_006248120.1, NP_001013447.1
OG0001479	XP_021585381.1, XP_040148866.1	XP_017446541.1, NP_062149.1
OG0001480	XP_005341994.1, XP_040148114.1	XP_017454816.2, NP_001017495.1
OG0001481	XP_040126196.1	XP_006248493.1, NP_001020799.1
OG0001482	XP_021590914.1, XP_021590915.1	NP_001258230.1, XP_063137156.1, NP_001258228.1
OG0001483	XP_005338876.1, XP_013219984.1, XP_021591284.1, XP_021591285.1	NP_001159772.1, NP_998732.1
OG0001484	XP_005324629.1	XP_038964967.1, XP_063140702.1, NP_112381.2
OG0001485	XP_005324457.1	XP_006244994.1, NP_071565.2, XP_063133708.1
OG0001486	XP_005330597.1, XP_013216338.1	NP_476448.1, XP_063122603.1
OG0001487	XP_005319736.1, XP_040132694.1, XP_021578217.1, XP_021578218.1	XP_017454169.1, NP_775144.1
OG0001488	XP_005342256.1	NP_001406486.1, NP_001389075.1
OG0001489	XP_005323405.1	XP_008771626.1
OG0001491	XP_013211496.1	XP_006257565.1
OG0001492	XP_013211510.1	NP_001014135.2, XP_038955778.2, XP_038940588.1
OG0001493	XP_005338838.1	XP_006252017.1, NP_001014017.1
OG0001494	XP_013215803.1, XP_040148850.1	NP_001382649.1, XP_063130564.1
OG0001497	XP_040131528.1, XP_040131813.1, XP_005341544.1	NP_001395897.1, NP_001012232.1, XP_008768783.1, NP_001395898.1, NP_620257.1, NP_001007016.1, NP_001395600.1
OG0001499	XP_021585770.1	NP_001094329.1, NP_001163871.1, NP_001163928.1
OG0001502	XP_005329335.1, XP_040149353.1, XP_040149351.1, XP_021584763.1	XP_006253086.1, NP_001106828.1
OG0001503	XP_005343168.1	XP_063131125.1, NP_058736.1, XP_063124487.1
OG0001503	XP_005335802.1	NP_058735.1, XP_038944908.1
OG0001504	XP_005324491.1, XP_005324492.1, XP_013213685.1	XP_063119176.1, NP_077043.1
OG0001505	XP_005334400.1	NP_001007687.1, XP_006253456.1
OG0001506	XP_005342395.1, XP_005342353.1, XP_005342394.1	XP_038962661.1, NP_001000173.1, NP_001000950.1, NP_001001000.1
OG0001507	XP_040149080.1	XP_006232580.1, NP_058786.2
OG0001508	XP_021576616.1	NP_114178.1
OG0001508	XP_013221234.1	NP_113919.2, XP_006246591.1
OG0001509	XP_040135465.1	XP_017445118.1, NP_113836.2
OG0001510	XP_005331040.1, XP_013216495.1, XP_040126094.1, XP_005331041.1	XP_038944225.1, NP_001100554.1
OG0001511	XP_040148834.1	NP_037261.1, NP_001388064.1
OG0001512	XP_021578508.1	NP_612518.2, XP_006235356.1
OG0001513	XP_005321901.1	NP_001004021.1, XP_063124802.1
OG0001513	XP_005321903.1	NP_001004022.1
OG0001514	XP_005340627.1	XP_001070681.6, XP_006237271.1, XP_003751869.1
OG0001514	XP_005325808.1	NP_073165.1
OG0001515	XP_013214325.1, XP_040133743.1, XP_021582384.1, XP_005325949.1	NP_598277.2
OG0001516	XP_005332064.1	XP_006241058.3, NP_073194.1
OG0001517	XP_005341597.1	NP_001000643.1
OG0001517	XP_005330007.1	NP_001000629.1, NP_001000642.1
OG0001518	XP_013221753.1	NP_001001283.1, NP_001000161.1, NP_001000162.1
OG0001519	XP_005339575.1	NP_001000819.2, NP_001000435.1, XP_038938795.1, NP_001001120.1, XP_038938796.1, XP_063122025.1, NP_001000436.1
OG0001520	XP_005340937.1	NP_999998.1, NP_999997.1, NP_001002291.1
OG0001520	XP_005340935.1, XP_005340936.1	NP_999999.1, XP_006246238.1
OG0001521	XP_005323177.1	NP_001000122.1
OG0001521	XP_005323370.1	NP_001000123.1
OG0001522	XP_013221357.1	XP_234948.1, XP_038956618.1, XP_063136677.1, XP_063120456.1, XP_578644.4
OG0001523	XP_021580679.1	NP_001099607.1, XP_063133258.1
OG0001524	XP_040126758.1, XP_021588639.1	XP_063133380.1, NP_001007689.1
OG0001525	XP_005324118.1	NP_037350.2
OG0001526	XP_040135087.1	NP_001102374.1, XP_006228255.1
OG0001527	XP_040135860.1	NP_542426.1
OG0001527	XP_040124499.1	NP_542424.1, XP_038941020.1
OG0001528	XP_005340034.1	XP_006257121.1, NP_058913.1
OG0001529	XP_013217116.1	NP_446362.1, XP_063124376.1
OG0001529	XP_021589821.1	NP_446363.1
OG0001530	XP_040135192.1, XP_040135191.1, XP_005336626.1	NP_001020849.1, XP_006228476.1
OG0001531	XP_013212886.2	NP_001401845.1
OG0001531	XP_021590896.1	NP_001414099.1
OG0001532	XP_005338325.1	NP_001257613.1, NP_001257611.1, NP_620183.2, NP_001257612.1, NP_001257610.1
OG0001533	XP_040135806.1	NP_001013082.2, XP_038960050.1
OG0001533	XP_005336461.1	XP_038943161.1, NP_001103961.2
OG0001534	XP_005327323.2, XP_013215019.1	NP_001014170.1
OG0001535	XP_013214456.1	NP_001102480.1, XP_006245650.1
OG0001536	XP_005326208.1, XP_040129009.1	NP_001102010.1, XP_038958431.1
OG0001537	XP_005320170.1, XP_040130851.1, XP_040130850.1	XP_006229442.1, NP_001034095.1
OG0001538	XP_013211343.1, XP_005319116.1	NP_001100715.2
OG0001539	XP_040128177.1	NP_001020900.1
OG0001540	XP_040148309.1	XP_006250911.1, NP_113976.2
OG0001541	XP_005320414.1	NP_001387299.1, XP_008770146.1
OG0001542	XP_021585365.1	NP_036651.1, XP_008759674.1
OG0001542	XP_040128856.1	XP_008768708.1
OG0001543	XP_005338609.1	NP_001162598.1
OG0001544	XP_040128022.1, XP_005325473.1	XP_006246185.1, NP_899155.1
OG0001545	XP_005328442.1	NP_001014111.1
OG0001546	XP_005329136.1	NP_001101591.1, XP_006242536.1
OG0001547	XP_040128172.1, XP_040128173.1, XP_040128171.1, XP_005335808.1	NP_112643.1, XP_063126031.1
OG0001548	XP_040125443.1	NP_001019405.1, XP_017452591.1
OG0001549	XP_005339499.1	NP_001178573.1
OG0001549	XP_005338757.2	NP_001388057.1
OG0001550	XP_021586754.1	XP_017448862.1
OG0001551	XP_005334848.1	XP_063144438.1, NP_113929.1
OG0001551	XP_005334804.2	NP_001380621.1, XP_038967504.1
OG0001552	XP_005329968.1	NP_955794.1
OG0001553	XP_021577340.1, XP_040135174.1, XP_005318386.1	XP_038953660.1, NP_001100891.1
OG0001554	XP_040133153.1, XP_005323906.1, XP_040133152.1, XP_013213411.1	NP_001099767.1, XP_063142306.1
OG0001555	XP_005323836.1	NP_671476.1, XP_017444131.1
OG0001556	XP_005329518.1, XP_040132955.1, XP_040132956.1, XP_040132954.1	NP_001102329.1
OG0001557	XP_040133264.1	NP_001160050.1
OG0001557	XP_005333449.1	NP_001020303.1, XP_017444928.1
OG0001558	XP_005326569.2	NP_579843.2, XP_063128053.1
OG0001558	XP_005326570.1	NP_058812.1
OG0001559	XP_040149777.1, XP_040149744.1, XP_005316355.1, XP_005316356.1	NP_001269254.1
OG0001560	XP_040130852.1	NP_001100229.1, XP_006240635.1
OG0001561	XP_005321973.1, XP_040124674.1	XP_008766200.1, NP_001020138.1
OG0001562	XP_040142550.1	XP_006233752.1, NP_001119767.1
OG0001563	XP_021579983.1, XP_005322128.1, XP_040127299.1	NP_001414236.1, XP_038948796.1
OG0001564	XP_040129275.1	XP_008765882.1, NP_434685.1, XP_038943110.1, NP_001386387.1
OG0001565	XP_005335799.1	NP_112400.1
OG0001565	XP_005319433.1	XP_006257508.1, NP_001013955.1
OG0001567	XP_040138614.1	XP_063122916.1, NP_001100358.1
OG0001568	XP_021577503.1	NP_620241.1
OG0001569	XP_040137966.1	NP_001414562.1, XP_063122208.1
OG0001570	XP_005328886.1	NP_001166810.1
OG0001571	XP_005324798.1	XP_063121634.1
OG0001573	XP_005316162.1	NP_001128311.1, XP_063119340.1
OG0001574	XP_005316354.1	XP_063119903.1, NP_001124032.1
OG0001575	XP_005320052.1	XP_006250951.1, NP_001178525.1
OG0001575	XP_005317107.1	NP_001160048.1, XP_063127513.1, XP_038956131.1
OG0001576	XP_005319461.1	NP_001102695.1, XP_038964031.1
OG0001577	XP_005324673.1	XP_038953143.2, XP_006234448.1
OG0001577	XP_005319211.1	NP_114473.2
OG0001578	XP_005317951.1	XP_063144051.1, NP_001034081.1, NP_001034083.1
OG0001579	XP_005322413.1, XP_021580150.1	NP_001100245.1, XP_006241259.1
OG0001580	XP_021582904.2	XP_063143014.1, XP_006236457.1, XP_063143013.1
OG0001581	XP_021586042.1	XP_006236337.1, NP_001019496.1
OG0001582	XP_005326698.1	NP_001019498.1, XP_006236493.1
OG0001583	XP_040147895.1	NP_001381954.1, XP_006235915.1
OG0001584	XP_005336606.1	NP_001102170.1, XP_063118114.1
OG0001585	XP_021584703.1, XP_040150675.1, XP_040150668.1, XP_021584704.1, XP_040150661.1, XP_013215732.1	NP_942086.2, XP_063131665.1
OG0001586	XP_021580245.1, XP_013212858.1, XP_040127453.1	NP_001101480.1
OG0001587	XP_040143488.1	NP_001013934.1
OG0001588	XP_013216749.1, XP_013216751.1	NP_976078.1
OG0001589	XP_005341664.1	XP_063142583.1, NP_001099783.1
OG0001590	XP_040140421.1	NP_001073619.1, XP_006234709.1
OG0001591	XP_040140452.1, XP_021583483.1, XP_040140453.1, XP_005327478.1	XP_038960856.1, NP_001386441.1
OG0001592	XP_005327513.1	XP_006234743.1, NP_942073.2
OG0001593	XP_005331641.1, XP_013216686.1	NP_001009599.1
OG0001594	XP_005333414.1	NP_036908.2
OG0001594	XP_040146844.1	XP_038945037.1, NP_037029.2
OG0001595	XP_013217676.2	NP_001029303.1, XP_038963306.1
OG0001596	XP_040146650.1, XP_040146651.1, XP_021586521.1, XP_021586520.1	NP_001102204.1
OG0001597	XP_040137959.1	XP_006235737.1, NP_695208.2
OG0001598	XP_013219165.1	NP_001014228.1
OG0001599	XP_040140819.1	NP_001013057.1, XP_006229907.1
OG0001601	XP_040140907.1	XP_006257551.1, NP_001100421.1
OG0001601	XP_013216177.2	NP_001120773.1, XP_063131645.1
OG0001602	XP_005342404.1	NP_001100799.1, NP_001406018.1
OG0001603	XP_040146820.1, XP_005317452.1, XP_040139616.1, XP_040145970.1	XP_038937740.1, NP_001102256.1
OG0001604	XP_021587445.1, XP_013217223.1, XP_040145825.1, XP_005317357.1	XP_006244094.1, NP_001020876.1
OG0001605	XP_040125852.1	NP_001410589.1, XP_006243606.1
OG0001605	XP_013214250.1	XP_063121641.1, NP_001410588.1
OG0001606	XP_040130219.1	NP_001009655.1, XP_006235182.1
OG0001607	XP_005320537.1	NP_001008354.1
OG0001608	XP_040131370.1	XP_006235393.1, NP_001013225.1
OG0001609	XP_021585187.1, XP_040129927.1	XP_063139111.1
OG0001610	XP_021581988.1	NP_001380604.1
OG0001610	XP_040129325.1	NP_001013162.2, XP_063144456.1
OG0001611	XP_013214022.2	XP_017447288.1, NP_001101275.1
OG0001613	XP_005325564.1, XP_040149794.1, XP_021582183.1, XP_005325565.1	XP_038948739.1, NP_001316810.1, NP_058883.1, XP_017455541.1
OG0001614	XP_021582745.1	XP_063123999.1, XP_063123988.1, XP_063124000.1, XP_063124003.1, XP_063124002.1, XP_063123991.1, XP_063123993.1, XP_063123992.1, XP_063124001.1, XP_063123989.1, XP_063123997.1, XP_063123996.1, XP_063123994.1, XP_063123987.1, XP_063123995.1, XP_063123998.1, XP_038940627.1
OG0001615	XP_040145328.1	XP_063127158.1, NP_683688.1
OG0001616	XP_013220554.1	XP_006249560.1, NP_001119745.1
OG0001617	XP_021590933.1	NP_001014081.1, XP_008761507.1
OG0001618	XP_005340437.1, XP_021576743.1	NP_001399481.1
OG0001619	XP_013215625.1	NP_001100097.2, XP_038963394.1
OG0001620	XP_013213983.1	XP_008763885.1, NP_570104.1
OG0001621	XP_021581821.1, XP_021581822.1, XP_040136601.1, XP_005324984.1	XP_038935254.1, NP_001258298.1
OG0001622	XP_040127861.1, XP_021591444.1, XP_021591443.1	XP_038950198.1, NP_001382038.1
OG0001623	XP_040127948.1, XP_013217913.1, XP_040127949.1, XP_005334454.1	XP_038963795.1, NP_001094221.1
OG0001624	XP_021590217.1	XP_008768318.1
OG0001624	XP_005324101.2	NP_001395846.1
OG0001625	XP_005331080.1	NP_001014000.2, XP_017453465.1
OG0001626	XP_021590994.1	NP_001099341.1, XP_006248572.1
OG0001627	XP_005338348.1, XP_040125948.1, XP_040125949.1	XP_006232546.1, NP_001102415.1
OG0001628	XP_005324722.1	XP_063118848.1, XP_063118849.1, XP_063118845.1, XP_063118847.1, XP_063118846.1, XP_008760187.1, NP_001386910.1
OG0001629	XP_005340917.1	XP_063123263.1, NP_001014124.1
OG0001630	XP_013220049.1, XP_040150663.1, XP_005338979.1	XP_017452009.1, NP_955442.1, NP_001380798.1, NP_001380797.1
OG0001631	XP_013216336.1, XP_013216334.1, XP_013216335.1, XP_040123789.1, XP_040123790.1	NP_954543.1, XP_006245288.1
OG0001632	XP_013212992.1, XP_013212994.1, XP_013212995.1, XP_005316017.1	NP_001178661.1, XP_006256896.1
OG0001634	XP_040139640.1	NP_001258157.1, XP_038955661.1
OG0001635	XP_040141308.1	XP_017457884.1, NP_001413977.1
OG0001636	XP_013213989.1	XP_003752124.1
OG0001637	XP_005340689.1	XP_038956008.1, NP_001103004.1
OG0001637	XP_005329332.1	XP_006253084.1, NP_001099550.1
OG0001638	XP_005342839.1, XP_005331750.1	NP_001000300.1
OG0001638	XP_005331666.2	XP_063140382.1, NP_001001125.1
OG0001639	XP_040145057.1	XP_063137890.1, NP_001399483.1, NP_001178637.1
OG0001639	XP_040143520.1, XP_040143521.1	NP_001178890.1, XP_063138839.1
OG0001640	XP_005325404.1, XP_040131087.1	NP_077075.1, XP_008760766.1
OG0001643	XP_005331697.1	NP_001101989.1
OG0001643	XP_005331699.3	NP_001414580.1
OG0001645	XP_021577873.2	NP_001099494.1
OG0001645	XP_021581360.1	NP_001100856.1
OG0001646	XP_005325173.1	NP_036684.1, XP_063119047.1
OG0001647	XP_005332068.1	NP_112295.2
OG0001647	XP_013213526.1	NP_112298.2
OG0001648	XP_040130779.1	XP_006240159.1, NP_446323.1
OG0001649	XP_005336336.1, XP_021589521.2	NP_037099.1, XP_063121017.1
OG0001650	XP_005333665.1	NP_062001.2
OG0001650	XP_005336109.1	NP_036739.2
OG0001651	XP_040143139.1	NP_062161.1
OG0001652	XP_040134311.1, XP_040134319.1, XP_040134316.1	NP_598206.1, XP_063119017.1
OG0001653	XP_005340817.1	NP_599161.2
OG0001653	XP_040134933.1	NP_113858.1, XP_038944991.1
OG0001654	XP_005327717.1	NP_001296567.1, NP_058692.1, XP_063126342.1
OG0001655	XP_005337944.2, XP_021590665.2, XP_021590663.1, XP_040134489.1	NP_062053.2
OG0001656	XP_021577881.1	XP_008768453.1
OG0001657	XP_005326760.1	NP_001020321.1
OG0001657	XP_005326759.1	NP_001074374.1
OG0001658	XP_005343041.2	NP_001396020.1, NP_001032746.1
OG0001659	XP_005334325.1	NP_001098100.1, XP_006254328.1
OG0001660	XP_005336390.1	XP_017453796.1, NP_942022.2
OG0001660	XP_021589598.2	XP_002728014.2
