Orthogroup	Ictidomys_tridecemlineatus	Saimiri_boliviensis_boliviensis
OG0001476	XP_013213805.1	XP_003943047.2
OG0001477	XP_040143143.1	XP_003927721.1
OG0001478	XP_040142958.1, XP_005323549.1	XP_003927681.1, XP_010336590.1
OG0001479	XP_021585381.1, XP_040148866.1	XP_010338352.1, XP_003929485.1
OG0001480	XP_005341994.1, XP_040148114.1	XP_010333077.1
OG0001481	XP_040126196.1	XP_039333296.1, XP_039333298.1, XP_039333297.1, XP_039333295.1, XP_039333294.1, XP_039333292.1, XP_039333293.1
OG0001482	XP_021590914.1, XP_021590915.1	XP_039336203.1, XP_039336205.1, XP_039336204.1
OG0001483	XP_005338876.1, XP_013219984.1, XP_021591284.1, XP_021591285.1	XP_039323359.1, XP_039323356.1, XP_039323360.1, XP_039323357.1
OG0001484	XP_005324629.1	XP_003921941.1
OG0001485	XP_005324457.1	XP_039334955.1, XP_010334775.2, XP_003925742.2
OG0001486	XP_005330597.1, XP_013216338.1	XP_039325752.1, XP_010334545.2, XP_010334544.2, XP_039325751.1
OG0001487	XP_005319736.1, XP_040132694.1, XP_021578217.1, XP_021578218.1	XP_003938207.1, XP_010347058.1, XP_010347057.1
OG0001488	XP_005342256.1	XP_010330179.2, XP_039331616.1
OG0001489	XP_005323405.1	XP_010344650.1
OG0001490	XP_040140274.1	XP_003935896.2
OG0001491	XP_013211496.1	XP_039319907.1
OG0001492	XP_013211510.1	XP_039328299.1, XP_003931167.2, XP_039330716.1
OG0001493	XP_005338838.1	XP_039325303.1, XP_003924377.1, XP_010333360.1
OG0001494	XP_013215803.1, XP_040148850.1	XP_039316939.1, XP_010346108.1, XP_010346032.2, XP_010346036.1, XP_010346038.2, XP_010346107.1
OG0001497	XP_040131528.1, XP_040131813.1, XP_005341544.1	XP_003924425.1
OG0001502	XP_005329335.1, XP_040149353.1, XP_040149351.1, XP_021584763.1	XP_003942765.1
OG0001503	XP_005343168.1	XP_039319300.1
OG0001503	XP_005335802.1	XP_003920630.1
OG0001504	XP_005324491.1, XP_005324492.1, XP_013213685.1	XP_003927925.1, XP_003927926.1
OG0001505	XP_005334400.1	XP_010349768.1
OG0001506	XP_005342395.1, XP_005342353.1, XP_005342394.1	XP_003923866.1
OG0001507	XP_040149080.1	XP_010336883.1
OG0001508	XP_021576616.1	XP_039332078.1, XP_039332079.1, XP_039332080.1
OG0001508	XP_013221234.1	XP_039332243.1
OG0001509	XP_040135465.1	XP_039322018.1
OG0001510	XP_005331040.1, XP_013216495.1, XP_040126094.1, XP_005331041.1	XP_003927052.1, XP_010336014.1
OG0001511	XP_040148834.1	XP_003928071.1, XP_003928070.1, XP_010336948.1, XP_010336949.1
OG0001512	XP_021578508.1	XP_039335182.1, XP_039336185.1
OG0001513	XP_005321901.1	XP_003942832.1
OG0001513	XP_005321903.1	XP_039332457.1
OG0001514	XP_005340627.1	XP_039317983.1
OG0001514	XP_005325808.1	XP_039324496.1
OG0001515	XP_013214325.1, XP_040133743.1, XP_021582384.1, XP_005325949.1	XP_003939835.1
OG0001516	XP_005332064.1	XP_010347734.1, XP_010347735.1, XP_010347732.1, XP_010347731.1, XP_010347730.1, XP_010347733.1
OG0001517	XP_005341597.1	XP_003920133.2
OG0001519	XP_005339575.1	XP_003923610.1
OG0001521	XP_005323177.1	XP_003923438.2
OG0001522	XP_013221357.1	XP_003944449.1
OG0001523	XP_021580679.1	XP_003926107.2
OG0001524	XP_040126758.1, XP_021588639.1	XP_039319550.1, XP_039319549.1, XP_003924926.1, XP_039319551.1
OG0001525	XP_005324118.1	XP_039317371.1
OG0001526	XP_040135087.1	XP_039323019.1, XP_039323011.1, XP_039323016.1, XP_039323013.1, XP_039323012.1, XP_039323018.1, XP_039323015.1, XP_039323014.1, XP_039323017.1
OG0001527	XP_040135860.1	XP_010330271.1
OG0001527	XP_040124499.1	XP_003931856.2
OG0001528	XP_005340034.1	XP_003943129.1, XP_003943130.1
OG0001529	XP_013217116.1	XP_039332044.1
OG0001530	XP_040135192.1, XP_040135191.1, XP_005336626.1	XP_039322453.1, XP_039322456.1, XP_010349300.1, XP_010349299.1, XP_039322454.1, XP_039322455.1
OG0001531	XP_013212886.2	XP_010333665.2
OG0001531	XP_021590896.1	XP_039322227.1
OG0001532	XP_005338325.1	XP_010349445.2
OG0001533	XP_040135806.1	XP_039322737.1
OG0001533	XP_005336461.1	XP_003943174.1
OG0001534	XP_005327323.2, XP_013215019.1	XP_039324358.1
OG0001535	XP_013214456.1	XP_010338325.1, XP_003920762.1
OG0001536	XP_005326208.1, XP_040129009.1	XP_010338638.1
OG0001537	XP_005320170.1, XP_040130851.1, XP_040130850.1	XP_039336033.1, XP_039336032.1
OG0001538	XP_013211343.1, XP_005319116.1	XP_010343457.1
OG0001539	XP_040128177.1	XP_039327476.1, XP_039327477.1
OG0001539	XP_005341044.1	XP_003935532.1
OG0001540	XP_040148309.1	XP_039324192.1, XP_010342423.2
OG0001541	XP_005320414.1	XP_039320199.1
OG0001542	XP_021585365.1	XP_003929490.1
OG0001542	XP_040128856.1	XP_039334241.1
OG0001543	XP_005338609.1	XP_039334365.1
OG0001544	XP_040128022.1, XP_005325473.1	XP_003934790.1, XP_003934792.1
OG0001545	XP_005328442.1	XP_003923636.1
OG0001546	XP_005329136.1	XP_003923802.1, XP_010332903.1, XP_003923803.1
OG0001548	XP_040125443.1	XP_039332662.1, XP_003931397.1, XP_039332661.1
OG0001549	XP_005339499.1	XP_039332091.1
OG0001549	XP_005338757.2	XP_003939647.3
OG0001550	XP_021586754.1	XP_039329900.1
OG0001551	XP_005334848.1	XP_003927971.1
OG0001551	XP_005334804.2	XP_003927973.1
OG0001552	XP_005329968.1	XP_003932092.1
OG0001553	XP_021577340.1, XP_040135174.1, XP_005318386.1	XP_003936357.1
OG0001554	XP_040133153.1, XP_005323906.1, XP_040133152.1, XP_013213411.1	XP_010338989.2
OG0001555	XP_005323836.1	XP_039334366.1
OG0001556	XP_005329518.1, XP_040132955.1, XP_040132956.1, XP_040132954.1	XP_010339285.1, XP_003930448.1
OG0001557	XP_040133264.1	XP_039320125.1
OG0001557	XP_005333449.1	XP_003937788.1
OG0001558	XP_005326569.2	XP_003930365.1
OG0001558	XP_005326570.1	XP_003930363.1
OG0001559	XP_040149777.1	XP_039316118.1
OG0001559	XP_005316355.1	XP_039320549.1
OG0001559	XP_005316356.1	XP_039320547.1
OG0001560	XP_040130852.1	XP_039318733.1
OG0001561	XP_005321973.1, XP_040124674.1	XP_039331733.1, XP_010328877.1
OG0001562	XP_040142550.1	XP_039317458.1
OG0001563	XP_021579983.1, XP_005322128.1, XP_040127299.1	XP_010331833.1
OG0001564	XP_013218565.2	XP_039316667.1
OG0001564	XP_040129275.1	XP_010330155.2
OG0001565	XP_005335799.1	XP_010337001.1
OG0001567	XP_040138614.1	XP_039323612.1, XP_003923054.1, XP_039323614.1
OG0001568	XP_021577503.1	XP_010335461.1
OG0001569	XP_040144027.1	XP_039331543.1, XP_003924231.3
OG0001569	XP_040137966.1	XP_039323433.1
OG0001570	XP_005328886.1	XP_039323146.1, XP_039331590.1
OG0001571	XP_005324798.1	XP_003923008.2
OG0001573	XP_005316162.1	XP_039320561.1
OG0001573	XP_005316164.3	XP_010328223.1
OG0001574	XP_005316354.1	XP_039320541.1, XP_039320542.1, XP_003943074.1
OG0001575	XP_005320052.1	XP_039324332.1
OG0001575	XP_005317107.1	XP_039329284.1
OG0001576	XP_005319461.1	XP_039328906.1
OG0001577	XP_005324673.1	XP_039325942.1
OG0001577	XP_005319211.1	XP_039328590.1
OG0001578	XP_005317951.1	XP_003945022.1, XP_039330036.1, XP_039330037.1
OG0001579	XP_005322413.1, XP_021580150.1	XP_003929666.1
OG0001580	XP_021582904.2	XP_010338713.2
OG0001581	XP_021586042.1	XP_010341133.2
OG0001582	XP_005326698.1	XP_039328505.1, XP_039328503.1, XP_039328504.1, XP_039328502.1, XP_039328501.1
OG0001583	XP_040147895.1	XP_010327871.1
OG0001584	XP_005336606.1	XP_039319223.1
OG0001585	XP_021584703.1, XP_040150675.1, XP_040150668.1, XP_021584704.1, XP_040150661.1, XP_013215732.1	XP_003933874.2
OG0001586	XP_021580245.1, XP_013212858.1, XP_040127453.1	XP_003941587.1
OG0001587	XP_040143488.1	XP_010328020.1
OG0001588	XP_013216749.1, XP_013216751.1	XP_003920273.2
OG0001589	XP_005341664.1	XP_003943379.1
OG0001590	XP_040140421.1	XP_039326481.1, XP_010331782.2, XP_010331781.2
OG0001591	XP_040140452.1, XP_021583483.1, XP_040140453.1, XP_005327478.1	XP_010331596.2, XP_003920022.2
OG0001592	XP_005327513.1	XP_010330476.1
OG0001593	XP_005331641.1, XP_013216686.1	XP_010333052.1, XP_010333048.1
OG0001594	XP_005333414.1	XP_010350275.2
OG0001594	XP_040146844.1	XP_039318434.1
OG0001595	XP_013217676.2	XP_010348408.1
OG0001596	XP_040146650.1, XP_040146651.1, XP_021586521.1, XP_021586520.1	XP_010337550.1, XP_010337551.1, XP_003928651.1, XP_010337552.1, XP_039321481.1
OG0001597	XP_040137959.1	XP_010341438.1, XP_010341437.1
OG0001598	XP_013219165.1	XP_010350590.1
OG0001599	XP_040140819.1	XP_010332565.2
OG0001600	XP_005327518.1	XP_010330060.1
OG0001601	XP_040140907.1	XP_010340008.1
OG0001601	XP_013216177.2	XP_039329068.1
OG0001603	XP_040146820.1, XP_005317452.1, XP_040139616.1, XP_040145970.1	XP_003930937.3
OG0001604	XP_021587445.1, XP_013217223.1, XP_040145825.1, XP_005317357.1	XP_003936102.2, XP_039315889.1
OG0001605	XP_013214250.1	XP_003930983.1, XP_039317911.1
OG0001606	XP_040130219.1	XP_003933223.1
OG0001607	XP_005320537.1	XP_003933250.1
OG0001608	XP_040131370.1	XP_039335686.1
OG0001609	XP_021585187.1, XP_040129927.1	XP_003936412.1
OG0001610	XP_021581988.1	XP_003936521.2
OG0001610	XP_040129325.1	XP_039331688.1
OG0001611	XP_040131374.1	XP_039335596.1
OG0001613	XP_005325564.1, XP_040149794.1, XP_021582183.1, XP_005325565.1	XP_039334971.1, XP_039334970.1, XP_039334972.1
OG0001614	XP_021582745.1	XP_039326015.1
OG0001615	XP_040145328.1	XP_039327541.1
OG0001616	XP_013220554.1	XP_003932326.2
OG0001617	XP_021590933.1	XP_010328302.1, XP_003942201.1, XP_039317556.1, XP_003942200.1
OG0001618	XP_005340437.1, XP_021576743.1	XP_003920750.2, XP_039328291.1
OG0001619	XP_013215625.1	XP_039327958.1
OG0001620	XP_013213983.1	XP_003941514.1
OG0001621	XP_021581821.1, XP_021581822.1, XP_040136601.1, XP_005324984.1	XP_003939192.1, XP_010348100.1, XP_010348099.1
OG0001622	XP_040127861.1, XP_021591444.1, XP_021591443.1	XP_010338905.1, XP_010338904.1
OG0001623	XP_040127948.1, XP_013217913.1, XP_040127949.1, XP_005334454.1	XP_010338939.1
OG0001624	XP_021590217.1	XP_039324383.1
OG0001625	XP_005331080.1	XP_010335974.1
OG0001626	XP_021590994.1	XP_003927071.2
OG0001627	XP_005338348.1, XP_040125948.1, XP_040125949.1	XP_010334017.1, XP_039336220.1
OG0001628	XP_005324722.1	XP_039326038.1
OG0001629	XP_005340917.1	XP_010334762.2
OG0001630	XP_013220049.1, XP_040150663.1, XP_005338979.1	XP_003925686.1
OG0001631	XP_013216336.1, XP_013216334.1, XP_013216335.1, XP_040123789.1, XP_040123790.1	XP_010334595.1
OG0001632	XP_013212992.1, XP_013212994.1, XP_013212995.1, XP_005316017.1	XP_003920354.1
OG0001633	XP_040134589.1	XP_010348468.1
OG0001634	XP_040139640.1	XP_003938746.1
OG0001635	XP_040141308.1	XP_039319883.1
OG0001636	XP_013213989.1	XP_010349808.1, XP_003940800.1
OG0001637	XP_005340689.1	XP_003943952.2
OG0001637	XP_005329332.1	XP_003942764.1
OG0001639	XP_040143520.1, XP_040143521.1	XP_010327963.2
OG0001640	XP_005325404.1, XP_040131087.1	XP_003932729.1
OG0001643	XP_005331697.1	XP_010333537.1
OG0001643	XP_005331699.3	XP_010333505.1
OG0001645	XP_021577873.2	XP_003934659.2
OG0001645	XP_021581360.1	XP_003934056.2
OG0001646	XP_005325173.1	XP_003939218.1
OG0001647	XP_005332068.1	XP_010347944.2
OG0001647	XP_013213526.1	XP_039317211.1
OG0001648	XP_040130779.1	XP_039325080.1
OG0001649	XP_005336336.1	XP_003938999.2
OG0001649	XP_021589521.2	XP_003938996.2
OG0001650	XP_005333665.1	XP_039321143.1
OG0001650	XP_005336109.1	XP_039318303.1
OG0001652	XP_040134311.1, XP_040134319.1, XP_040134316.1	XP_003932939.1, XP_003932940.1
OG0001653	XP_005340817.1	XP_039326336.1
OG0001653	XP_040134933.1	XP_003940442.3, XP_010349415.2
OG0001654	XP_005327717.1	XP_010350716.1, XP_010350714.1, XP_003941697.1, XP_010350715.1, XP_010350713.1
OG0001655	XP_005337944.2, XP_021590665.2, XP_021590663.1, XP_040134489.1	XP_003928413.2
OG0001656	XP_021577881.1	XP_010343593.2
OG0001657	XP_005326760.1	XP_003929850.1
OG0001657	XP_005326759.1	XP_010338712.1
OG0001658	XP_005343041.2	XP_039335189.1
OG0001659	XP_005334325.1	XP_039334786.1
OG0001660	XP_005336390.1	XP_003937145.1
OG0001660	XP_021589598.2	XP_039328033.1
OG0001661	XP_013212530.1, XP_040124723.1	XP_010328934.2
OG0001662	NP_001299611.1	XP_003928392.1, XP_003928393.1
OG0001663	XP_013213534.1	XP_003935692.2
OG0001664	XP_005326681.1	XP_003929872.1
OG0001665	XP_005330001.1, XP_005330002.1, XP_005341600.1, XP_005341586.1, XP_005330113.1, XP_005341598.1, XP_021576647.2	XP_003920485.2
OG0001667	XP_021576519.1	XP_039315764.1
OG0001668	XP_040139363.1	XP_039316716.1, XP_010343965.1
OG0001669	XP_040138004.1	XP_010329726.2
OG0001670	XP_013217269.1	XP_010335306.1
OG0001670	XP_040127052.1	XP_039331128.1
OG0001671	XP_005342460.1	XP_010330678.1
OG0001671	XP_005342461.1	XP_003944488.1
OG0001673	XP_013213469.1	XP_010348472.1
OG0001674	XP_040127239.1	XP_039335094.1
OG0001675	XP_040136084.1	XP_010330823.2
OG0001676	XP_021590838.1	XP_039322057.1
OG0001677	XP_005336464.1	XP_010329268.2, XP_039322099.1, XP_039322098.1
OG0001678	XP_040144232.1, XP_005317798.1, XP_013219533.1	XP_039329487.1, XP_039329486.1, XP_039329488.1, XP_039329489.1
OG0001679	XP_005326205.1	XP_039318088.1, XP_039335759.1, XP_010338629.1
OG0001680	XP_040131207.1, XP_040127251.1, XP_005335859.1	XP_039330965.1, XP_039324030.1, XP_010332362.2
OG0001681	XP_021578382.1, XP_040148481.1	XP_010336481.1
OG0001682	XP_021582153.1	XP_039316503.1
OG0001682	XP_021579063.1	XP_039321230.1
OG0001684	XP_040141451.1	XP_003923579.2
OG0001685	XP_040141450.1, XP_021585825.1, XP_005330822.1	XP_039327166.1
OG0001686	XP_005328384.1	XP_039319999.1, XP_003923681.1, XP_039334728.1, XP_039319450.1, XP_010348432.2
OG0001687	XP_040145123.1	XP_039330157.1
OG0001688	XP_013214431.1, XP_013214430.1, XP_021582507.1	XP_010347100.1
OG0001689	XP_040144626.1	XP_003934554.1
OG0001690	XP_040143839.1	XP_010336829.1, XP_010336828.1, XP_010336830.1, XP_039323667.1
OG0001691	XP_005318359.1	XP_010345061.1, XP_010345062.1, XP_010345058.1, XP_010345060.1, XP_003936334.1, XP_010345059.1
OG0001692	XP_013222004.1, XP_021577312.1, XP_021577311.1	XP_039334206.1
OG0001693	XP_005315914.1	XP_010329110.1
OG0001694	XP_040144978.1	XP_039316879.1
OG0001695	XP_005328611.1	XP_039316287.1
OG0001695	XP_005327828.1	XP_003933086.2
OG0001696	XP_013215532.1	XP_039316445.1
OG0001697	XP_005320282.1, XP_005328575.1	XP_003934170.2
OG0001698	XP_005328541.1	XP_003934206.1
OG0001699	XP_021575643.1	XP_010343108.1
OG0001700	XP_005333955.1	XP_039324722.1
OG0001700	XP_005343080.3	XP_003934837.2
OG0001701	XP_040134608.1	XP_003934094.1
OG0001702	XP_005341969.1	XP_003945014.1
OG0001702	XP_005327245.1	XP_039333762.1
OG0001703	XP_005332581.1	XP_003931813.1
OG0001703	XP_040133350.1	XP_010337373.2
OG0001704	XP_005334131.1	XP_039324667.1
OG0001705	XP_040129738.1, XP_013214184.1	XP_003924784.1, XP_010333734.1
OG0001706	XP_021585990.1	XP_003927171.2
OG0001706	XP_040134371.1	XP_039321911.1
OG0001707	XP_013218687.1, XP_040134154.1	XP_003930461.1
OG0001708	XP_040133577.1	XP_003928143.1
OG0001709	XP_040143531.1, XP_005331331.1	XP_039315795.1, XP_039321086.1
OG0001710	XP_040129411.1, XP_040129404.1, XP_040129419.1	XP_010333715.2, XP_039319675.1
OG0001711	XP_005325628.1	XP_003924779.1
OG0001712	XP_005338007.1	XP_003930558.1
OG0001713	XP_005341975.1, XP_005334689.1	XP_039318712.1
OG0001714	XP_005332728.1, XP_005332730.1	XP_039332974.1, XP_039332973.1
OG0001715	XP_005332683.1, XP_013217151.1, XP_013217150.1	XP_010340644.1
OG0001716	XP_005332603.1	XP_003931792.3
OG0001716	XP_005339534.2	XP_039332725.1
OG0001717	XP_040126479.1, XP_021589400.1	XP_039331810.1
OG0001718	XP_040124618.1	XP_003943657.1
OG0001720	XP_005327822.1	XP_010341933.2
OG0001721	XP_021589960.1	XP_039317414.1
OG0001721	XP_040146928.1	XP_039322029.1
OG0001722	XP_013219832.2, XP_005342928.1	XP_039319197.1, XP_039319196.1, XP_039319198.1
OG0001723	XP_005322382.2	XP_039327821.1
OG0001724	XP_013220125.1, XP_013221969.3	XP_010331932.1
OG0001725	XP_021591475.1, XP_021591476.1, XP_040126828.1, XP_040126827.1, XP_021591474.1	XP_003922824.2
OG0001726	XP_040127253.1	XP_039334430.1
OG0001727	XP_040127278.1	XP_010331874.1, XP_039334827.1
OG0001728	XP_005327532.1	XP_039318541.1, XP_039318540.1
OG0001729	XP_005335815.1, XP_040128751.1, XP_005335818.1, XP_040128754.1, XP_040128753.1, XP_005335819.1	XP_003920646.1, XP_010337103.1
OG0001730	XP_005339050.2	XP_039323368.1
OG0001730	XP_040138314.1	XP_010330564.2
OG0001731	XP_021577506.1, XP_005318623.1, XP_040124207.1	XP_010335468.1, XP_010335467.1, XP_010335466.1, XP_003926440.1
OG0001732	XP_005330184.1	XP_039323482.1, XP_039323480.1, XP_039323479.1, XP_039323481.1
OG0001733	XP_040139559.1, XP_040139560.1, XP_005342550.1	XP_010329592.1, XP_003943481.1
OG0001734	XP_005322655.1	XP_003943093.1, XP_010333548.1, XP_010350659.1
OG0001735	XP_005325343.1	XP_003936462.1
OG0001735	XP_040149757.1	XP_039320555.1
OG0001736	XP_005316167.1	XP_010328104.1, NP_001266926.1
OG0001737	XP_021579327.1, XP_040149462.1, XP_005316142.1	XP_039320791.1
OG0001738	XP_021590339.1	XP_003936914.1
OG0001738	XP_005320066.1	XP_003933670.1
OG0001739	XP_040148312.1	XP_039324514.1
OG0001741	XP_021577937.1	XP_003935242.2
OG0001742	XP_021587785.1	XP_039328760.1
OG0001743	XP_040144366.1	XP_039330441.1
OG0001744	XP_013220399.1	XP_010344576.1
OG0001745	XP_013213095.1	XP_039324278.1
OG0001746	XP_005326660.1	XP_003929844.1
OG0001746	XP_005326661.1	XP_003929845.2
OG0001747	XP_040147814.1, XP_021577982.1, XP_040147813.1, XP_005319292.2	XP_003930826.3, XP_039317954.1
OG0001748	XP_040150073.1	XP_039324199.1, XP_039324198.1
OG0001749	XP_005322682.1	XP_010344045.1
OG0001750	XP_005322658.1	XP_003935287.1, XP_010344067.1, XP_010344068.1
OG0001751	XP_013219176.1, XP_040127053.1, XP_005324602.1	XP_039316741.1, XP_003926842.1
OG0001752	XP_040143491.1	XP_003941990.1, XP_010328015.1
OG0001753	XP_005335987.1	XP_010342422.1
OG0001754	XP_005330097.1	XP_010331923.1
OG0001755	XP_040140419.1, XP_013215071.1, XP_040140420.1, XP_040140418.1	XP_003920050.2
OG0001756	XP_005327493.1	XP_003920016.1, XP_010331510.1, XP_039326526.1
OG0001757	XP_040140267.1, XP_040140266.1, XP_040140268.1, XP_021586307.1, XP_005331654.1	XP_039326836.1, XP_003920154.1
OG0001758	XP_040140398.1, XP_040140397.1, XP_005330094.1	XP_039326691.1, XP_039326690.1, XP_010331981.1, XP_010331986.1
OG0001759	XP_005341694.1, XP_013221299.1, XP_040139848.1, XP_040139849.1, XP_021576702.1	XP_039327250.1
OG0001760	XP_005340457.1	XP_010329451.1
OG0001762	XP_005335395.1	XP_010349227.2, XP_039333318.1
OG0001763	XP_021587116.1	XP_010335307.2
OG0001764	XP_005332199.1	XP_039322836.1, XP_039322838.1, XP_039322837.1, XP_039322839.1, XP_003938949.1
OG0001765	XP_005332053.1, XP_040146646.1, XP_040146645.1	XP_003936925.2, XP_039321512.1
OG0001766	XP_021591186.1, XP_005338700.1	XP_010348495.1
OG0001767	XP_013214834.2	XP_003925113.1
OG0001768	XP_040140858.1, XP_005323228.1	XP_039326830.1, XP_010332612.1, XP_003923483.1, XP_003923485.1
OG0001769	XP_021575351.1	XP_039329310.1
OG0001770	XP_005327058.1	XP_010334114.1
OG0001771	XP_005327075.1	XP_039336211.1
OG0001772	XP_013214244.1	XP_010339862.1
OG0001773	XP_021578873.1	XP_010350101.1
OG0001774	XP_040130437.1	XP_003932097.1
OG0001775	XP_040131655.1	XP_010345216.1
OG0001776	XP_013214050.1, XP_005325309.1	XP_003936507.1
OG0001777	XP_005325462.1	XP_039335453.1, XP_039335452.1
OG0001778	XP_040137843.1	XP_039329290.1
OG0001779	XP_005329603.1, XP_040145511.1, XP_040145512.1	XP_039327680.1, XP_010345958.1, XP_039327681.1, XP_003937162.1
OG0001780	XP_040146885.1	XP_039328445.1, XP_039328446.1, XP_039328443.1, XP_039328444.1, XP_010341177.1, XP_010341178.1
OG0001781	XP_040145377.1, XP_005336893.1	XP_003932277.1
OG0001782	XP_040145314.1, XP_040145315.1, XP_021575674.1, XP_005340152.1	XP_010341211.1, XP_003932339.1
OG0001783	XP_005341404.1	XP_010335697.1
OG0001784	XP_021576536.2	XP_003926725.2
OG0001784	XP_021576534.2	XP_003926724.1
OG0001785	XP_021586421.1	XP_003934619.1, XP_039317588.1, XP_010343421.1, XP_039317587.1, XP_039317590.1
OG0001786	XP_013215616.1	XP_010335596.1
OG0001787	XP_005334092.1	XP_003926692.1
OG0001788	XP_005325011.1, XP_013213920.1, XP_040136567.1	XP_039328227.1, XP_039328226.1
OG0001789	XP_021587530.1, XP_021587527.1, XP_005333682.1, XP_021587528.1, XP_021587529.1	XP_039321094.1, XP_039321095.1, XP_010331438.1
OG0001790	XP_005320725.1	XP_010331278.1, XP_003922253.1
OG0001791	XP_005320801.1	XP_010330360.1, XP_003922175.1, XP_039321077.1, XP_010330365.1, XP_039321076.1, XP_003922174.1
OG0001792	XP_021581974.1, XP_040130167.1	XP_003928980.1, XP_010337843.1
OG0001793	XP_040131038.1, XP_040131039.1, XP_021582232.1, XP_005316587.1	XP_003928946.1
OG0001794	XP_005316689.1	XP_003929041.1
OG0001795	XP_005334224.1	XP_039336342.1
OG0001796	XP_013213646.1, XP_021581410.1, XP_021581411.1	XP_003934375.1
OG0001797	XP_005323581.1	XP_010336609.1
OG0001798	XP_040126174.1, XP_005340338.1	XP_010339737.1
OG0001799	XP_040125964.1	XP_010334004.1, XP_003925024.1
OG0001800	XP_005330353.1	XP_039322996.1, XP_010347229.1
OG0001801	XP_040145002.1	XP_010346842.1
OG0001802	XP_005339439.1	XP_039316056.1, XP_010346834.1
OG0001803	XP_005335257.1	XP_010349974.1
OG0001804	XP_005323474.1, XP_013213194.1	XP_010344696.1, XP_003935924.1
OG0001805	XP_040142325.1	XP_010348053.1, XP_003939141.1
OG0001806	XP_040139650.1	XP_039332797.1, XP_039325430.1, XP_039330032.1, XP_039323400.1, XP_010329577.2, XP_010329578.2, XP_003943467.2
