Orthogroup	Canis_lupus_familiaris	Microcebus_murinus
OG0001788	XP_038433606.1, XP_038433607.1, XP_038433605.1	XP_012617865.1, XP_012617856.1, XP_012617871.1
OG0001789	XP_038434566.1, XP_038434567.1, XP_038434568.1, XP_038434565.1	XP_012625304.1, XP_012625314.1, XP_012625325.1, XP_012625278.1, XP_012625296.1, XP_012625335.1, XP_012625286.1
OG0001790	XP_038434706.1, XP_038434710.1, XP_038434709.1, XP_038434707.1	XP_012626744.1, XP_012626734.1
OG0001791	XP_038434940.1	XP_012636756.1
OG0001792	XP_038436170.1	XP_020141580.1, XP_012622100.1, XP_012622099.1, XP_012622102.1, XP_012622101.1
OG0001793	XP_038436238.1, XP_038436237.1, XP_038436239.1, XP_038436236.1	XP_012622177.1, XP_012622176.1
OG0001794	XP_038436504.1	XP_012638456.1
OG0001796	XP_038437184.1	XP_012641447.1, XP_012641452.1, XP_012641451.1, XP_012641449.1, XP_012641448.1
OG0001797	XP_038437328.1, XP_038437326.1, XP_038437325.1, XP_038437327.1	XP_012602509.1, XP_012602508.1
OG0001798	XP_038439061.1, XP_038439060.1, XP_038439059.1	XP_012635803.1
OG0001799	XP_038439723.1, XP_038439722.1, XP_038439724.1	XP_012638688.1, XP_012638689.1
OG0001800	XP_038441929.1, XP_038441933.1, XP_038441932.1, XP_038441931.1, XP_038441936.1, XP_038441930.1, XP_038441928.1, XP_038441934.1, XP_038441935.1, XP_038441927.1	XP_012614753.1, XP_012614761.1, XP_012614743.1, XP_012614772.1
OG0001801	XP_038442283.1, XP_038442282.1, XP_038442281.1	XP_012604612.1
OG0001802	XP_038442307.1	XP_012604640.1
OG0001803	XP_038443518.1	XP_012594230.1
OG0001804	XP_038443967.1, XP_038443904.1	XP_012642657.1, XP_012642658.1, XP_012606077.2
OG0001805	XP_038444396.1, XP_038444397.1, XP_038444398.1	XP_012608177.1, XP_012608167.1, XP_012608158.1
OG0001806	XP_038444487.1	XP_012591379.2
OG0001815	XP_038396926.1, XP_038445421.1, NP_001003028.1	XP_012607161.1
OG0001816	NP_001003128.1, XP_038401023.1	XP_012620961.1, XP_012620960.1
OG0001816	XP_038415596.1	XP_012641552.2
OG0001817	NP_001003243.1	XP_012634923.1
OG0001818	XP_038406589.1	XP_012642605.1
OG0001818	NP_001003274.1	XP_020137056.1
OG0001819	NP_001010957.1	XP_012626486.1
OG0001820	NP_001013441.1	XP_012610621.1, NP_001296849.1
OG0001821	NP_001120970.1	XP_012636041.1
OG0001822	NP_001131124.1	XP_012625685.1, XP_012625686.1, XP_012625689.1, XP_020140263.1, XP_020140276.1, XP_020140190.1
OG0001823	NP_001138542.1	XP_012601435.1
OG0001824	NP_001157169.1	XP_012636342.2
OG0001825	XP_038388958.1	XP_020144669.1
OG0001825	NP_001191267.1	XP_012619180.1
OG0001826	NP_001239099.1, XP_038392220.1, XP_038394731.1, XP_038417544.1	XP_012625169.1
OG0001827	NP_001268859.1	XP_020139109.1, XP_012625641.1, XP_012603332.2
OG0001828	XP_038414901.1, NP_001273868.1	XP_012637462.1
OG0001829	XP_038432093.1	XP_012617352.1
OG0001829	NP_001300762.1	XP_012617320.1
OG0001830	NP_001300796.1	XP_020142109.1
OG0001832	XP_038413462.1	XP_012607747.1, XP_012639820.1
OG0001832	NP_001375473.1	XP_012639771.1
OG0001833	NP_001375512.1	XP_012605434.1
OG0001834	XP_038419124.1	XP_012605414.1
OG0001834	NP_001375521.1	XP_012605416.1
OG0001835	NP_001375536.1	XP_012602129.1, XP_012602101.1
OG0001835	NP_001375867.1, NP_001376138.1	XP_012602099.1, XP_012602113.1
OG0001836	NP_001375646.1, NP_001375930.1, XP_038424788.1	XP_012641911.1, XP_012641910.1, XP_012641909.1
OG0001837	NP_001375851.1	XP_012608052.1
OG0001838	NP_001375913.1	XP_012613562.1, XP_012618584.1
OG0001839	XP_038442315.1, NP_001376125.1	XP_012607809.1
OG0001840	XP_038381699.1, XP_038381697.1, XP_038381696.1	XP_012636662.1
OG0001841	XP_038382233.1	XP_020142847.1, XP_012615147.1, XP_020142848.1
OG0001842	XP_038383926.1	XP_020138791.1, XP_012609792.1, XP_012640996.1
OG0001843	XP_038384306.1, XP_038384305.1, XP_038384308.1, XP_038384307.1, XP_038384309.1	XP_012609801.1, XP_012609800.1, XP_012609799.1
OG0001844	XP_038384587.1	XP_012616790.1, XP_012616791.1
OG0001845	XP_038385847.1, XP_038385844.1, XP_038385849.1, XP_038385846.1, XP_038385845.1, XP_038385848.1	XP_012644520.1
OG0001846	XP_038385888.1	XP_012604121.1
OG0001846	XP_038403381.1	XP_012621381.1
OG0001847	XP_038386869.1	XP_012599415.1, XP_012599413.1, XP_012599414.1, XP_012599417.1
OG0001848	XP_038386995.1	XP_012619877.1
OG0001849	XP_038387353.1, XP_038387354.1	XP_012606211.1, XP_012606212.1
OG0001850	XP_038387464.1	XP_012605919.1
OG0001851	XP_038396577.1, XP_038387977.1	XP_012599293.1, XP_012599295.1, XP_012599297.1, XP_012599296.1, XP_012599294.1, XP_012599292.1
OG0001852	XP_038388386.1	XP_012622253.1, XP_012622250.1, XP_012622251.1, XP_012622252.1
OG0001853	XP_038388518.1, XP_038442468.1, XP_038413589.1	XP_012603912.2
OG0001854	XP_038389717.1	XP_012634409.2
OG0001855	XP_038389788.1	XP_012593717.1
OG0001856	XP_038390143.1, XP_038390145.1, XP_038390147.1, XP_038390146.1, XP_038390144.1	XP_012618065.1
OG0001857	XP_038390408.1	XP_012620164.1
OG0001858	XP_038390725.1	XP_012636423.1
OG0001859	XP_038390939.1, XP_038390941.1, XP_038390935.1, XP_038390943.1, XP_038390940.1, XP_038390934.1, XP_038390942.1, XP_038390937.1, XP_038390936.1	XP_012646676.1, XP_012646655.1, XP_012646666.1
OG0001860	XP_038390980.1	XP_012597014.1, XP_012597017.1, XP_012597013.1, XP_012597015.1
OG0001861	XP_038391436.1	XP_012629031.1
OG0001861	XP_038442440.1	XP_012612311.1
OG0001862	XP_038392522.1	XP_012634905.1, XP_020136450.1
OG0001863	XP_038392870.1	XP_012603418.1
OG0001863	XP_038392874.1	XP_012603419.1
OG0001864	XP_038393406.1	XP_012631767.1
OG0001865	XP_038393567.1	XP_012631906.1, XP_020136890.1
OG0001866	XP_038393621.1, XP_038428983.1, XP_038393624.1, XP_038393622.1, XP_038393623.1, XP_038393625.1	XP_012631929.1, XP_012631932.1, XP_012631931.1
OG0001867	XP_038394717.1	XP_020138427.1
OG0001868	XP_038395076.1	XP_012614519.1
OG0001868	XP_038430895.1	XP_012637726.1
OG0001869	XP_038395079.1	XP_012614521.1, XP_012614522.1
OG0001870	XP_038402260.1	XP_012644913.1
OG0001870	XP_038395483.1	XP_012614504.1
OG0001871	XP_038395766.1, XP_038395767.1, XP_038395761.1, XP_038395762.1, XP_038395764.1, XP_038395765.1, XP_038395763.1	XP_012619814.1
OG0001872	XP_038395924.1	XP_012635567.1
OG0001873	XP_038396133.1, XP_038396134.1	XP_012591519.1
OG0001874	XP_038397510.1	XP_012642737.1
OG0001874	XP_038397508.1	XP_012642746.1
OG0001875	XP_038397549.1	XP_012642882.1, XP_012642891.1
OG0001876	XP_038397641.1, XP_038444322.1, XP_038444310.1	XP_012602971.1, XP_012613427.1
OG0001877	XP_038443606.1	XP_012591645.2
OG0001878	XP_038425154.1	XP_020142422.1
OG0001878	XP_038397663.1	XP_012599768.2
OG0001879	XP_038401840.1	XP_012601850.1
OG0001879	XP_038398676.1	XP_012606754.1
OG0001880	XP_038399164.1	XP_012646649.1
OG0001881	XP_038399596.1, XP_038399597.1, XP_038399595.1, XP_038399598.1	XP_012601625.1, XP_012601628.1, XP_012601626.1
OG0001882	XP_038399965.1	XP_012641063.1, XP_012641066.1
OG0001883	XP_038400177.1	XP_012611535.1, XP_012611534.1
OG0001883	XP_038400003.1	XP_020141725.1
OG0001884	XP_038400130.1, XP_038400131.1, XP_038438735.1	XP_012608068.1, XP_012608069.1
OG0001885	XP_038400596.1	XP_012613354.1, XP_012613355.1
OG0001886	XP_038401230.1	XP_012597745.1, XP_012597756.1, XP_012597758.1, XP_012597750.1
OG0001887	XP_038401351.1	XP_012598582.1
OG0001888	XP_038402156.1	XP_012632726.1
OG0001889	XP_038403458.1, XP_038403457.1	XP_012621455.1, XP_012621451.1, XP_012621454.1, XP_012621452.1, XP_012621446.1, XP_012621450.1, XP_012621453.1, XP_012621448.1, XP_012621447.1
OG0001890	XP_038404545.1	XP_012639906.1
OG0001891	XP_038409192.1	XP_012627210.1
OG0001891	XP_038404742.1	XP_020145147.1, XP_012637544.1, XP_012637543.1
OG0001892	XP_038405018.1	XP_012627652.1, XP_012627654.1, XP_012627656.1, XP_012627659.1, XP_012627658.1, XP_012627657.1
OG0001894	XP_038405563.1	XP_012608817.1, XP_012608820.1, XP_012608802.1, XP_012608811.1
OG0001895	XP_038405909.1	XP_012644170.1
OG0001896	XP_038406352.1	XP_012597156.1
OG0001897	XP_038406523.1, XP_038406520.1, XP_038406521.1, XP_038406522.1	XP_012597214.1, XP_012597212.1, XP_012597213.1, XP_012597215.1
OG0001898	XP_038406677.1, XP_038406675.1, XP_038406676.1	XP_020143452.1
OG0001899	XP_038406707.1, XP_038406706.1, XP_038406705.1	XP_020143308.1
OG0001900	XP_038406778.1	XP_012593076.1
OG0001901	XP_038406972.1, XP_038406973.1, XP_038406975.1, XP_038406974.1	XP_012642474.1
OG0001902	XP_038407745.1, XP_038407746.1	XP_012642826.1, XP_012642825.1
OG0001903	XP_038408113.1	XP_012617640.1, XP_012617633.1, XP_012617639.1, XP_012617642.1, XP_012617638.1, XP_012617636.1, XP_012617635.1, XP_012617641.1, XP_012617637.1
OG0001904	XP_038408506.1, XP_038408503.1, XP_038408505.1, XP_038408504.1	XP_020144944.1, XP_020144945.1, XP_020144946.1
OG0001905	XP_038408796.1	XP_012624536.1
OG0001906	XP_038409093.1, XP_038409096.1, XP_038409097.1, XP_038409095.1	XP_012624334.1, XP_012624332.1, XP_012624335.1
OG0001907	XP_038409278.1	XP_012624614.1
OG0001908	XP_038409958.1, XP_038409959.1	XP_012628711.1, XP_012628708.1
OG0001909	XP_038410686.1, XP_038410687.1, XP_038410688.1	XP_012624894.1, XP_012624895.1
OG0001910	XP_038410695.1	XP_012624886.1
OG0001911	XP_038411129.1, XP_038411130.1	XP_012617483.1
OG0001912	XP_038411623.1, XP_038411622.1	XP_012638066.1, XP_020144634.1
OG0001913	XP_038411643.1, XP_038411642.1	XP_012608388.1, XP_012608387.1
OG0001914	XP_038411917.1	XP_020139826.1
OG0001916	XP_038414517.1	XP_012601006.1
OG0001917	XP_038429230.1	XP_012631186.1
OG0001917	XP_038414930.1	XP_012639191.1
OG0001918	XP_038415713.1	XP_012641691.1
OG0001918	XP_038420945.1	XP_012594940.1
OG0001919	XP_038419985.1	XP_012633457.1
OG0001919	XP_038417128.1	XP_012643821.1
OG0001920	XP_038417146.1, XP_038417145.1, XP_038417148.1, XP_038417147.1	XP_012643829.1
OG0001921	XP_038417514.1	XP_020141927.1
OG0001922	XP_038418164.1	XP_012623025.1, XP_012623027.1, XP_012623028.1, XP_012623034.1, XP_012623029.1, XP_012623036.1, XP_012623038.1, XP_012623031.1, XP_012623026.1, XP_012623030.1, XP_012623037.1, XP_012623032.1, XP_012623035.1
OG0001923	XP_038418388.1	XP_012605442.1
OG0001924	XP_038418528.1, XP_038418524.1, XP_038418527.1, XP_038418529.1, XP_038418523.1, XP_038418525.1, XP_038418522.1, XP_038418526.1	XP_012591463.1
OG0001925	XP_038418693.1	XP_012602429.1
OG0001925	XP_038421679.1	XP_012616150.1
OG0001926	XP_038419091.1, XP_038419092.1	XP_012613611.1
OG0001927	XP_038420169.1, XP_038420165.1, XP_038420167.1, XP_038420166.1, XP_038420168.1, XP_038420171.1, XP_038420170.1	XP_012633652.1
OG0001928	XP_038420313.1	XP_012633775.1, XP_012633776.1, XP_012633777.1
OG0001929	XP_038420655.1, XP_038420653.1, XP_038420654.1, XP_038420657.1, XP_038420656.1, XP_038420658.1	XP_012639636.1
OG0001930	XP_038420903.1, XP_038420902.1, XP_038420904.1	XP_012631224.1, XP_012604683.1
OG0001933	XP_038422100.1	XP_012627031.1
OG0001934	XP_038422228.1, XP_038422227.1, XP_038422229.1, XP_038422230.1, XP_038422231.1	XP_012626900.1
OG0001935	XP_038422634.1, XP_038422636.1, XP_038422638.1, XP_038422637.1, XP_038422635.1	XP_012625807.1, XP_012625809.1, XP_012625808.1
OG0001936	XP_038422974.1, XP_038422976.1, XP_038422977.1, XP_038422975.1	XP_012613777.1
OG0001937	XP_038423389.1, XP_038423392.1, XP_038423391.1, XP_038423390.1, XP_038423388.1	XP_012646216.1
OG0001939	XP_038423930.1	XP_020139497.1, XP_012601264.1, XP_020139499.1, XP_020139498.1
OG0001940	XP_038424087.1	XP_012641876.1
OG0001941	XP_038424293.1	XP_012600620.1
OG0001942	XP_038424698.1	XP_012600392.1
OG0001943	XP_038425170.1, XP_038425171.1, XP_038425172.1	XP_012612178.1
OG0001944	XP_038427135.1	XP_012638307.1, XP_012623974.1
OG0001944	XP_038425524.1	XP_020145952.1
OG0001945	XP_038427338.1	XP_012594652.1
OG0001946	XP_038427515.1, XP_038427516.1, XP_038427514.1, XP_038427517.1	XP_012636289.1, XP_012636290.1
OG0001947	XP_038427561.1	XP_020137333.1
OG0001948	XP_038427610.1	XP_012641245.1, XP_020137375.1
OG0001949	XP_038427637.1, XP_038427638.1, XP_038427636.1	XP_012610582.1, XP_012610583.1, XP_012610579.1, XP_012610580.1, XP_012610581.1
OG0001950	XP_038428411.1	XP_012598359.1, XP_012598360.1, XP_012598357.1
OG0001951	XP_038428761.1	XP_012628396.1
OG0001952	XP_038428819.1	XP_012628458.1, XP_012628457.1, XP_012628459.1
OG0001953	XP_038429404.1, XP_038429405.1, XP_038429407.1, XP_038429408.1	XP_020145870.1, XP_020146052.1, XP_020146053.1, XP_020146051.1
OG0001954	XP_038435075.1	XP_012636884.1
OG0001954	XP_038429694.1	XP_012630796.2
OG0001955	XP_038429778.1, XP_038429780.1, XP_038429781.1, XP_038429783.1, XP_038429782.1, XP_038429784.1, XP_038429779.1	XP_012594773.1, XP_020138315.1, XP_012594774.1, XP_012594775.1
OG0001956	XP_038429843.1, XP_038429841.1, XP_038429840.1, XP_038429842.1	XP_012640548.1, XP_012640547.1, XP_012640546.1
OG0001957	XP_038430755.1	XP_012637634.1, XP_012637635.1
OG0001958	XP_038431974.1	XP_012618349.2
OG0001959	XP_038432390.1, XP_038432388.1, XP_038432389.1, XP_038432387.1, XP_038432386.1	XP_012638646.1
OG0001960	XP_038432752.1	XP_012629880.1
OG0001961	XP_038432956.1	XP_012640927.1
OG0001962	XP_038433014.1	XP_020143165.1
OG0001963	XP_038433139.1	XP_012644719.1
OG0001964	XP_038433338.1, XP_038433339.1, XP_038433337.1	XP_012603574.1, XP_012603632.1, XP_012603497.1, XP_012603434.1
OG0001965	XP_038433453.1	XP_020143059.1, XP_020143060.1, XP_020143055.1, XP_020143058.1, XP_012615510.1, XP_012615294.1, XP_020143057.1, XP_020143062.1, XP_012615420.1, XP_012616028.1, XP_020143061.1, XP_012616269.1, XP_020143056.1
OG0001966	XP_038433771.1	XP_012619796.1
OG0001967	XP_038433881.1	XP_012622978.2
OG0001967	XP_038433879.1	XP_012622971.1
OG0001968	XP_038433941.1	XP_012600009.1
OG0001969	XP_038434817.1	XP_020136291.1
OG0001970	XP_038434905.1	XP_012636709.1
OG0001971	XP_038435110.1	XP_012610912.1
OG0001971	XP_038437672.1	XP_012626385.2
OG0001972	XP_038436315.1	XP_012618979.1, XP_012618978.1
OG0001973	XP_038436926.1, XP_038436929.1, XP_038436927.1, XP_038436928.1	XP_012590930.1, XP_012590931.1
OG0001974	XP_038436952.1	XP_012590911.1, XP_012590914.1, XP_020141674.1, XP_020141675.1, XP_012590915.1
OG0001975	XP_038437218.1	XP_012619922.1
OG0001976	XP_038437820.1	XP_012621642.1, XP_012621640.1, XP_012621639.1
OG0001977	XP_038437950.1	XP_012626426.1
OG0001978	XP_038438636.1	XP_012632626.1
OG0001979	XP_038439749.1	XP_012634675.2
OG0001980	XP_038439838.1	XP_020141915.1
OG0001981	XP_038439959.1	XP_012623870.1, XP_012623874.1, XP_012623872.1, XP_012623873.1, XP_012623877.1, XP_012623875.1, XP_012623878.1
OG0001982	XP_038440396.1	XP_012591741.2
OG0001983	XP_038440879.1, XP_038440880.1	XP_012641338.1, XP_012641340.2, XP_012641339.2
OG0001984	XP_038441752.1	XP_012595622.1
OG0001985	XP_038441980.1	XP_012615603.1, XP_012615563.1, XP_012615573.1, XP_012615583.1, XP_012615594.1, XP_012615609.1
OG0001986	XP_038442193.1, XP_038442197.1	XP_012624057.1, XP_012624059.1
OG0001987	XP_038442748.1	XP_012640275.1
OG0001988	XP_038442777.1	XP_020140611.1, XP_020140610.1
OG0001989	XP_038442962.1	XP_012640094.1
OG0001990	XP_038443549.1	XP_012591694.1, XP_012591693.1
OG0001991	XP_038443804.1	XP_020140588.1
OG0001992	XP_038444132.1, XP_038444133.1, XP_038444134.1	XP_012594547.1, XP_012594529.1, XP_012594539.1, XP_012594524.1, XP_012601741.1
OG0001993	XP_038444166.1	XP_012601097.1
OG0001994	XP_038444690.1, XP_038444691.1, XP_038444692.1	XP_012611537.1, XP_012611538.1
OG0002001	NP_001003103.1	XP_020143577.1
OG0002002	NP_001003226.1	XP_012638643.2
OG0002003	NP_001003263.1	XP_012625887.1
OG0002005	NP_001003313.1	XP_012618712.1
OG0002005	NP_001003312.1	XP_020137710.1
OG0002006	NP_001003351.1	XP_020140052.1
OG0002008	XP_038426108.1, NP_001019807.1, XP_038395375.1	XP_012609584.2
OG0002009	NP_001041574.1	XP_012630631.1
OG0002010	NP_001239156.1	XP_020144447.1, XP_020135939.1
OG0002011	NP_001271421.1	XP_012616252.1, XP_012616251.1
OG0002012	NP_001274059.1	XP_012598092.1, XP_012598093.1
OG0002013	NP_001300703.1	XP_012639288.1
OG0002014	XP_038405991.1, NP_001375452.1	XP_012608049.1
OG0002015	NP_001375458.1	XP_012618641.1
OG0002016	NP_001375523.1	XP_012605413.1
OG0002017	NP_001375558.1, XP_038418405.1, XP_038418404.1, XP_038418406.1, XP_038419191.1, NP_001375982.1, XP_038419190.1, XP_038418403.1	XP_012643296.1
OG0002018	XP_038433814.1	XP_012610465.2, XP_012610114.1
OG0002019	NP_001375996.1, NP_001376002.1	XP_020142429.1
OG0002020	XP_038381486.1, XP_038381604.1, XP_038381603.1, XP_038384894.1	XP_012630157.1, XP_020139048.1
OG0002021	XP_038381676.1	XP_012593197.1
OG0002022	XP_038445502.1, XP_038382183.1	XP_012612257.1
OG0002023	XP_038389610.1, XP_038382400.1	XP_012615103.2, XP_012619234.1
OG0002024	XP_038383326.1	XP_012602579.1
OG0002025	XP_038384007.1, XP_038384005.1, XP_038384008.1, XP_038384006.1, XP_038384009.1	XP_012609610.1, XP_012609609.1
OG0002026	XP_038384101.1	XP_012609783.1
OG0002027	XP_038384277.1	XP_012609860.1
OG0002028	XP_038384593.1	XP_012616783.2, XP_012616739.1, XP_012616768.1
OG0002029	XP_038384832.1	XP_012630073.1
OG0002029	XP_038389677.1	XP_012636408.2
OG0002030	XP_038385212.1	XP_020140268.1
OG0002030	XP_038437516.1	XP_012629014.1
OG0002031	XP_038385262.1, XP_038385261.1	XP_012630497.1
OG0002032	XP_038385963.1	XP_012593453.1, XP_012593452.1
OG0002033	XP_038386374.1, XP_038386378.1, XP_038386375.1, XP_038386376.1, XP_038386377.1	XP_012604460.1, XP_012604458.1
OG0002034	XP_038386572.1, XP_038386571.1, XP_038386573.1, XP_038386574.1, XP_038386575.1	XP_020145673.1
OG0002036	XP_038387516.1	XP_012606153.1
OG0002037	XP_038387549.1	XP_012605957.1, XP_012605958.1, XP_012605960.1, XP_012605959.1, XP_012605961.1
OG0002038	XP_038387607.1	XP_012624142.1, XP_012624140.1, XP_012624141.1
OG0002039	XP_038387723.1	XP_012643151.1
OG0002040	XP_038388199.1, XP_038388196.1, XP_038388198.1, XP_038388197.1	XP_012629235.1
OG0002041	XP_038388389.1, XP_038432801.1	XP_012609189.2, XP_012609190.2
OG0002042	XP_038388838.1	XP_012618709.1, XP_012618710.1
OG0002043	XP_038388873.1, XP_038388874.1	XP_012618679.1
OG0002044	XP_038389129.1	XP_012592818.1
OG0002045	XP_038389508.1	XP_012593130.1
OG0002046	XP_038390174.1, XP_038390175.1	XP_012618053.1, XP_012618051.1, XP_012618050.1, XP_012618052.1
OG0002047	XP_038390787.1	XP_012641797.1
OG0002048	XP_038429529.1	XP_012626134.1
OG0002048	XP_038390880.1	XP_012610947.1
OG0002049	XP_038391033.1	XP_012597045.1, XP_012597044.1, XP_012597043.1
OG0002050	XP_038391274.1	XP_012613586.1, XP_020145650.1, XP_020145649.1
OG0002051	XP_038391475.1	XP_012631234.1, XP_012631235.1, XP_012631233.1, XP_020136827.1
OG0002053	XP_038391892.1	XP_012629030.1
OG0002054	XP_038392876.1, XP_038392875.1	XP_012603417.1, XP_012603416.1
OG0002055	XP_038392983.1	XP_012603423.1, XP_012603421.1, XP_012603422.1, XP_012603424.1, XP_012603425.1
OG0002056	XP_038393259.1, XP_038393258.1, XP_038393257.1, XP_038393261.1, XP_038393262.1, XP_038393260.1, XP_038393256.1	XP_012622539.1
OG0002057	XP_038393509.1, XP_038393508.1	XP_012631840.1
OG0002058	XP_038394140.1	XP_012604135.1, XP_012602021.1
OG0002059	XP_038394272.1	XP_012627917.1, XP_012627918.1
OG0002060	XP_038394281.1	XP_012627914.1
OG0002061	XP_038394424.1, XP_038394423.1	XP_012597858.1
OG0002062	XP_038394440.1	XP_012597814.1, XP_012597812.1, XP_012597811.1, XP_012597813.1
OG0002063	XP_038394792.1	XP_012619573.1
OG0002064	XP_038394922.1	XP_012619538.1
OG0002065	XP_038395374.1, XP_038410364.1, XP_038409361.1, XP_038399954.1	XP_012591779.1
OG0002066	XP_038395814.1, XP_038395812.1, XP_038395813.1	XP_012619762.1
OG0002067	XP_038396724.1	XP_012598962.1
OG0002068	XP_038397118.1, XP_038397117.1	XP_012603872.1
OG0002069	XP_038397225.1	XP_012646421.1
OG0002070	XP_038397913.1, XP_038397912.1	XP_012599834.1, XP_012599833.1
OG0002071	XP_038398900.1	XP_012623133.1
OG0002072	XP_038401175.1	XP_020141266.1
OG0002073	XP_038401228.1, XP_038401227.1, XP_038401226.1	XP_012597630.1
OG0002074	XP_038402854.1	XP_012602789.1, XP_012602787.1, XP_012602783.1, XP_012602788.1, XP_012602784.1, XP_012602786.1
OG0002075	XP_038402925.1, XP_038402926.1, XP_038402924.1, XP_038412286.1	XP_012606542.1
OG0002076	XP_038403344.1	XP_012621346.1
OG0002077	XP_038403484.1	XP_012621471.1
OG0002078	XP_038405362.1	XP_012627297.1
OG0002079	XP_038405539.1	XP_012608593.1, XP_012608601.1
OG0002080	XP_038405598.1, XP_038405599.1	XP_012609126.1
OG0002081	XP_038406483.1	XP_012597204.1, XP_012597203.1, XP_012597202.1
OG0002082	XP_038406949.1	XP_012642483.1, XP_012642484.1, XP_012642485.1, XP_012642482.1
OG0002083	XP_038407208.1	XP_012633276.1
OG0002084	XP_038407408.1	XP_012605616.1, XP_012605614.1, XP_012605613.1, XP_012605615.1, XP_012605617.1
OG0002085	XP_038408695.1, XP_038408692.1, XP_038408694.1, XP_038408693.1, XP_038408696.1	XP_012625460.1, XP_012625459.1
OG0002086	XP_038408735.1	XP_012625413.1
OG0002087	XP_038408865.1	XP_012624454.1, XP_012624453.1, XP_012624451.1, XP_012624452.1
OG0002088	XP_038409098.1	XP_012624331.1, XP_012624330.1, XP_012624329.1
OG0002089	XP_038409467.1	XP_012596449.1
OG0002090	XP_038409813.1, XP_038409814.1	XP_012602384.1, XP_012602380.1, XP_012602382.1, XP_012602383.1, XP_012602381.1
