Orthogroup	Canis_lupus_familiaris	Ictidomys_tridecemlineatus
OG0003106	XP_038412664.1, XP_038412661.1, XP_038412662.1, XP_038412665.1, XP_038412660.1, XP_038412667.1, XP_038412666.1, XP_038412663.1	XP_040147080.1, XP_005340074.1
OG0003107	XP_038412722.1, XP_038412724.1, XP_038412721.1, XP_038412720.1, XP_038412725.1, XP_038412723.1	XP_005334730.1
OG0003108	XP_038412750.1	XP_040147439.1, XP_021576070.1, XP_040147437.1, XP_040147438.1
OG0003109	XP_038413213.1	XP_005319234.1
OG0003110	XP_038413406.1	XP_005334010.1, XP_040147532.1
OG0003111	XP_038413485.1	XP_005317867.1, XP_040144312.1, XP_040144311.1
OG0003112	XP_038413576.1, XP_038413578.1, XP_038413577.1	XP_040144419.1
OG0003113	XP_038413902.1, XP_038413900.1, XP_038413901.1	XP_005317843.1
OG0003114	XP_038414127.1	XP_005318041.1
OG0003115	XP_038414231.1	XP_013220341.1
OG0003116	XP_038415120.1	XP_040147738.1
OG0003117	XP_038415453.1, XP_038415452.1, XP_038415454.1	XP_005319311.1, XP_021578008.1, XP_013211437.1
OG0003119	XP_038415787.1	XP_005329340.1
OG0003120	XP_038416012.1	XP_040147742.1
OG0003121	XP_038416240.1	XP_005329308.3
OG0003122	XP_038416579.1	XP_021583409.1
OG0003123	XP_038416696.1	XP_005327413.1
OG0003124	XP_038416866.1	XP_040127332.1
OG0003125	XP_038417203.1	XP_005336599.1
OG0003126	XP_038417300.1	XP_005339637.1, XP_040126680.1, XP_040126679.1
OG0003127	XP_038417324.1, XP_038417321.1, XP_038417323.1, XP_038417322.1	XP_005339630.1
OG0003128	XP_038417335.1	XP_040126661.1
OG0003130	XP_038435754.1, XP_038418460.1	XP_005316382.2, XP_040139631.1
OG0003131	XP_038418531.1	XP_021590398.1
OG0003132	XP_038418582.1	XP_005319271.1
OG0003133	XP_038418730.1	XP_005319528.1, XP_021578117.1, XP_040147613.1, XP_021578118.1
OG0003134	XP_038419159.1	XP_005331643.1
OG0003135	XP_038419679.1	XP_040139958.1, XP_013217503.1
OG0003136	XP_038419888.1	XP_005333623.1
OG0003137	XP_038419939.1, XP_038419938.1	XP_005333511.1
OG0003138	XP_038420068.1	XP_005333567.1
OG0003139	XP_038420278.1, XP_038420279.1, XP_038420280.1	XP_005331571.1, XP_013216776.1
OG0003140	XP_038420349.1	XP_021586284.1
OG0003141	XP_038425102.1, XP_038437709.1, XP_038443634.1, XP_038421092.1, XP_038434670.1	XP_040137849.1
OG0003144	XP_038421649.1, XP_038421651.1	XP_021587705.1, XP_005333881.1
OG0003145	XP_038422282.1, XP_038422280.1, XP_038422279.1, XP_038422281.1	XP_021583181.1
OG0003146	XP_038422309.1	XP_013214917.1
OG0003147	XP_038422315.1, XP_038422316.1	XP_005327003.1
OG0003148	XP_038422419.1	XP_040125630.1
OG0003149	XP_038422597.1	XP_040146089.1
OG0003150	XP_038422695.1	XP_013217278.1, XP_040146181.1, XP_040146180.1, XP_013217277.1, XP_040146179.1, XP_021587168.1, XP_021587169.1, XP_021587170.1, XP_013217279.1
OG0003151	XP_038423199.1	XP_005336209.1
OG0003152	XP_038423280.1	XP_040146421.1
OG0003153	XP_038423633.1	XP_040146587.1
OG0003154	XP_038423960.1	XP_005332013.1
OG0003155	XP_038424005.1	XP_040146751.1
OG0003156	XP_038424328.1	XP_021580822.1
OG0003157	XP_038424383.1	XP_005323327.3
OG0003158	XP_038424412.1, XP_038424410.1, XP_038424411.1	XP_005323310.1
OG0003159	XP_038424764.1	XP_005323371.1
OG0003160	XP_038424832.1	XP_005341164.1
OG0003161	XP_038425158.1	XP_040140553.1
OG0003162	XP_038425217.1	XP_040140514.1, XP_005327519.1
OG0003163	XP_038425387.1	XP_013216192.2
OG0003164	XP_038425825.1	XP_040137601.1, XP_005317080.1
OG0003165	XP_038425957.1	XP_005317049.1
OG0003166	XP_038426082.1	XP_013221673.3
OG0003167	XP_038426687.1, XP_038426688.1	XP_005317307.1
OG0003168	XP_038426749.1, XP_038426750.1	XP_005327057.1, XP_040125736.1
OG0003169	XP_038426774.1	XP_005327126.1, XP_005327064.1
OG0003171	XP_038427207.1, XP_038427208.1	XP_013214272.2
OG0003172	XP_038427816.1	XP_005320622.1
OG0003173	XP_038427975.1	XP_005329971.1, XP_040132518.1, XP_040132519.1
OG0003174	XP_038429059.1	XP_040137501.1
OG0003175	XP_038430219.1	XP_013214576.1
OG0003176	XP_038431062.1	XP_005336885.1
OG0003177	XP_038431082.1, XP_038431080.1, XP_038431081.1, XP_038431078.1, XP_038431079.1, XP_038431083.1	XP_040145363.1
OG0003178	XP_038431270.1	XP_005336850.1
OG0003179	XP_038431403.1, XP_038431404.1, XP_038431406.1, XP_038431401.1, XP_038431400.1, XP_038431402.1, XP_038431407.1	XP_040146845.1
OG0003180	XP_038431726.1	XP_040145263.1
OG0003181	XP_038432049.1	XP_013221338.1
OG0003182	XP_038432169.1	XP_021576080.1
OG0003183	XP_038432392.1	XP_005334060.1
OG0003184	XP_038432498.1, XP_038432500.1, XP_038432501.1, XP_038432499.1	XP_005338408.1
OG0003185	XP_038432585.1, XP_038432586.1	XP_005338362.1
OG0003186	XP_038432642.1, XP_038432641.1	XP_040137797.1
OG0003187	XP_038432707.1	XP_040136919.1
OG0003188	XP_038432740.1, XP_038432741.1, XP_038432744.1, XP_038432742.1	XP_005331968.1
OG0003189	XP_038432820.1	XP_040136894.1
OG0003190	XP_038432983.1	XP_021584484.1
OG0003191	XP_038433077.1, XP_038433078.1, XP_038433080.1, XP_038433079.1, XP_038433076.1, XP_038433081.1, XP_038433075.1	XP_021575566.2, XP_021575565.1
OG0003192	XP_038433381.1	XP_005324917.1
OG0003193	XP_038433496.1, XP_038433495.1	XP_005324973.1, XP_040136630.1
OG0003194	XP_038433558.1	XP_013213871.1
OG0003195	XP_038433627.1	XP_005325021.1
OG0003196	XP_038433768.1	XP_021581896.1
OG0003197	XP_038434161.1	XP_013217573.2
OG0003198	XP_038434618.1	XP_013217550.1, XP_005333659.1
OG0003199	XP_038434671.1	XP_040128472.1, XP_040128473.1
OG0003200	XP_038435102.1	XP_021579080.1
OG0003201	XP_038435303.1	XP_005323034.1
OG0003202	XP_038435309.1	XP_021580589.1
OG0003203	XP_038435695.1, XP_038435692.1, XP_038435696.1, XP_038435694.1, XP_038435693.1	XP_040149791.1
OG0003204	XP_038435741.1, XP_038435740.1	XP_005328726.1
OG0003205	XP_038435813.1	XP_040130350.1, XP_005316844.1
OG0003206	XP_038435833.1, XP_038435834.1	XP_005337198.1
OG0003207	XP_038436357.1, XP_038436356.1	XP_005316633.1
OG0003208	XP_038436753.1	XP_013215489.1
OG0003209	XP_038436817.1	XP_005316810.1
OG0003210	XP_038436957.1	XP_021584195.1
OG0003211	XP_038437227.1	XP_040142901.1, XP_040142902.1, XP_040142903.1, XP_013213256.1
OG0003212	XP_038438030.1	XP_005337615.1
OG0003213	XP_038438199.1	XP_040148154.1
OG0003214	XP_038438263.1	XP_040148187.1
OG0003215	XP_038438483.1	XP_021577206.1
OG0003216	XP_038438661.1	XP_040126335.1, XP_040126333.1, XP_005335636.1, XP_040126332.1, XP_040126334.1, XP_040126331.1
OG0003217	XP_038438783.1	XP_021583613.1, XP_005327658.1
OG0003218	XP_038438864.1, XP_038438865.1	XP_005327678.1, XP_040126240.1
OG0003219	XP_038439076.1	XP_005340345.3
OG0003220	XP_038439333.1, XP_038439335.1, XP_038439334.1	XP_005330340.1
OG0003221	XP_038440178.1, XP_038440179.1	XP_005329207.1
OG0003222	XP_038440460.1	XP_005315846.1
OG0003223	XP_038440558.1	XP_021585974.1
OG0003224	XP_038440630.1	XP_005315765.1
OG0003225	XP_038440679.1	XP_040150363.1
OG0003226	XP_038441192.1, XP_038441189.1, XP_038441190.1, XP_038441191.1	XP_021581418.1, XP_040150583.1
OG0003227	XP_038441469.1	XP_013218243.1, XP_005335168.1
OG0003228	XP_038441953.1	XP_040133205.1, XP_005329562.1, XP_040133207.1, XP_040133206.1
OG0003229	XP_038442086.1, XP_038442087.1, XP_038442088.1	XP_005335016.1, XP_040134656.1
OG0003230	XP_038442120.1, XP_038442123.1, XP_038442122.1, XP_038442121.1	XP_040133615.1
OG0003231	XP_038442306.1	XP_005339437.1, XP_040143195.1, XP_040143197.1, XP_040143196.1
OG0003232	XP_038442582.1, XP_038442581.1, XP_038442583.1	XP_040142871.1, XP_005340652.1
OG0003233	XP_038442865.1	XP_021578638.1, XP_005316067.1
OG0003234	XP_038443057.1, XP_038443060.1, XP_038443058.1, XP_038443059.1, XP_038443056.1	XP_005329223.1
OG0003235	XP_038443220.1, XP_038443219.1	XP_005324060.1, XP_013213474.1
OG0003236	XP_038443305.1	XP_040136368.1
OG0003237	XP_038443385.1	XP_040136840.1, XP_021576852.1, XP_005341970.1
OG0003238	XP_038443451.1	XP_040137250.1, XP_013220410.1
OG0003239	XP_038444253.1	XP_005337753.1
OG0003240	XP_038444278.1, XP_038444279.1	XP_040141630.1, XP_013219416.1, XP_005337741.1
OG0003242	XP_038444637.1	XP_040143206.1
OG0003247	NP_001003052.1	XP_005333861.1
OG0003248	NP_001003118.1	XP_040149341.1
OG0003249	NP_001003132.1	XP_005328053.1
OG0003250	NP_001003135.2	XP_021584576.1
OG0003251	NP_001003246.2	XP_013211358.1
OG0003252	NP_001003302.1	XP_005326839.1
OG0003253	NP_001003322.1	XP_005334019.1
OG0003254	NP_001005261.1	XP_005332970.1
OG0003255	NP_001005380.1	XP_040139045.1, XP_040139048.1, XP_040139046.1, XP_005338068.1
OG0003256	XP_038409225.1	XP_005340449.1
OG0003257	NP_001019806.1	XP_005321418.1
OG0003258	NP_001020570.1	XP_040144758.1
OG0003259	NP_001028684.1	XP_040135620.1, XP_005342068.1
OG0003260	NP_001041485.1	XP_040136943.1
OG0003261	NP_001041548.1	XP_040132032.1
OG0003262	NP_001041570.1	XP_021586304.1
OG0003263	NP_001295478.1, NP_001135729.1	XP_021586385.1, XP_040145578.1, XP_040145579.1, XP_005317211.1
OG0003265	NP_001181892.1	XP_013213245.1
OG0003266	NP_001183951.1	XP_040140444.1
OG0003267	NP_001184013.1	XP_013213680.1
OG0003268	NP_001184066.1	XP_040144005.1, XP_005317611.1, XP_040144003.1, XP_040144004.1
OG0003269	NP_001184094.1	XP_005341731.1
OG0003270	NP_001184095.1	XP_005341732.1
OG0003271	NP_001229648.1	XP_040145311.1, XP_005340157.1, XP_040145312.1
OG0003272	NP_001239096.1, XP_038419663.1	XP_005333392.1
OG0003273	NP_001239101.1	XP_040134268.1, XP_021581098.1, XP_005323756.1
OG0003274	NP_001239340.1	XP_005317464.1
OG0003275	NP_001243477.1	XP_005340973.1
OG0003276	NP_001271415.1	XP_005320410.1
OG0003277	NP_001271420.1	XP_005317455.1
OG0003278	NP_001273887.1	XP_040139386.1
OG0003279	NP_001278901.1	XP_005328015.1
OG0003280	NP_001300730.1	XP_005325796.1
OG0003281	NP_001300793.1	XP_005323803.1
OG0003282	NP_001375460.1, NP_001375459.1	XP_005340446.1
OG0003283	NP_001375556.1	XP_013216046.1
OG0003284	XP_038418411.1, NP_001375569.1	XP_005330012.1
OG0003285	NP_001375832.1	XP_005339462.1
OG0003285	NP_001375831.1	XP_005339487.1
OG0003286	NP_001375838.1	XP_013216053.2
OG0003287	NP_001375845.1	XP_005326321.1
OG0003288	XP_038381514.1, XP_038443014.1, XP_038433964.1	XP_040126330.1
OG0003290	XP_038381616.1	XP_040127580.1
OG0003291	XP_038381851.1	XP_005323090.1
OG0003292	XP_038381889.1	XP_040128916.1, XP_005323111.3, XP_040128923.1
OG0003293	XP_038381913.1	XP_005323120.1, XP_021580683.1, XP_021580684.1
OG0003294	XP_038383076.1	XP_005324143.1
OG0003295	XP_038383256.1	XP_021576456.1, XP_005341284.1
OG0003296	XP_038383446.1	XP_005341805.1
OG0003297	XP_038432189.1, XP_038383492.1	XP_021576092.2
OG0003298	XP_038383635.1, XP_038383634.1, XP_038383633.1	XP_013221581.1, XP_040135187.1
OG0003299	XP_038383814.1, XP_038383812.1, XP_038383813.1	XP_040135754.1
OG0003300	XP_038384075.1	XP_013221326.1
OG0003301	XP_038384339.1	XP_021589779.1
OG0003301	XP_038384342.1	XP_040135550.1
OG0003302	XP_038384394.1, XP_038384392.1, XP_038384395.1, XP_038384391.1	XP_040134921.1
OG0003303	XP_038384499.1	XP_040135026.1
OG0003304	XP_038384974.1	XP_040135371.1, XP_040135373.1, XP_013220738.1, XP_021576012.1, XP_021576011.1, XP_040135372.1
OG0003305	XP_038385441.1	XP_021585740.1, XP_005330697.1
OG0003306	XP_038385446.1	XP_021585742.1
OG0003307	XP_038385639.1	XP_040133208.1
OG0003308	XP_038386037.1	XP_040133714.1, XP_040133689.1
OG0003309	XP_038386888.1	XP_040135034.1
OG0003310	XP_038386956.1, XP_038386957.1, XP_038386955.1	XP_021576988.1
OG0003311	XP_038387438.1	XP_021590114.1
OG0003312	XP_038387874.1	XP_040143871.1
OG0003313	XP_038388376.1, XP_038420440.1	XP_040129363.1
OG0003314	XP_038388523.1, XP_038388522.1, XP_038422240.1	XP_013220770.1
OG0003315	XP_038388571.1, XP_038444725.1	XP_040130646.1
OG0003316	XP_038388589.1	XP_005320142.1
OG0003317	XP_038388730.1	XP_005320180.1
OG0003318	XP_038388883.1	XP_005320249.1, XP_005328900.1
OG0003319	XP_038388910.1	XP_021578620.1
OG0003321	XP_038389911.1	XP_040129234.1
OG0003322	XP_038390487.1, XP_038390485.1, XP_038390486.1	XP_021584756.1, XP_040129012.1
OG0003323	XP_038390557.1	XP_005333233.1
OG0003324	XP_038390715.1	XP_013219366.3
OG0003325	XP_038390885.1, XP_038390886.1, XP_038421185.1	XP_040129268.1
OG0003326	XP_038390984.1, XP_038390985.1, XP_038390983.1	XP_013213626.1
OG0003327	XP_038391051.1	XP_021578193.2
OG0003328	XP_038391182.1	XP_040128317.1
OG0003329	XP_038391483.1	XP_005318329.1, XP_013220684.1
OG0003330	XP_038391495.1	XP_005339558.1, XP_005339607.1
OG0003331	XP_038391636.1	XP_040141447.1
OG0003332	XP_038391932.1	XP_040141242.1
OG0003333	XP_038392651.1	XP_005332877.1
OG0003334	XP_038392988.1	XP_005341553.1
OG0003335	XP_038393460.1	XP_005339331.1
OG0003336	XP_038393811.1	XP_040143822.1, XP_040143823.1, XP_005334801.1
OG0003337	XP_038393835.1	XP_005334809.2
OG0003338	XP_038393855.1	XP_005334814.1
OG0003339	XP_038394069.1	XP_040134949.1
OG0003340	XP_038394141.1	XP_021584466.1
OG0003341	XP_038394193.1	XP_013221088.1
OG0003342	XP_038394284.1, XP_038394283.1	XP_013221381.1, XP_005318464.1
OG0003343	XP_038394379.1, XP_038394378.1	XP_005318441.1
OG0003344	XP_038394479.1	XP_040135943.1
OG0003345	XP_038394709.1	XP_005318316.1, XP_013221536.1
OG0003346	XP_038394932.1	XP_005328602.1
OG0003348	XP_038395176.1, XP_038395177.1	XP_021584229.1
OG0003349	XP_038395324.1	XP_005339800.2, XP_040133683.1
OG0003350	XP_038395394.1, XP_038444983.1	XP_005339778.1
OG0003351	XP_038395786.1	XP_021581179.1, XP_040132989.1, XP_040132990.1, XP_021581178.1
OG0003352	XP_038395941.1, XP_038395940.1	XP_013213318.1
OG0003353	XP_038396026.1, XP_038396027.1, XP_038396028.1, XP_038396024.1, XP_038396022.1, XP_038396020.1, XP_038396021.1, XP_038396023.1, XP_038396025.1	XP_040132849.1
OG0003354	XP_038396088.1	XP_040146829.1
OG0003355	XP_038396796.1	XP_005323690.1
OG0003356	XP_038397121.1	XP_005339749.1, XP_013220368.1
OG0003357	XP_038397316.1	XP_040144918.1
OG0003358	XP_038397709.1, XP_038397710.1	XP_021586240.1, XP_005331318.1
OG0003359	XP_038397915.1	XP_005329538.1
OG0003360	XP_038398025.1	XP_040132888.1, XP_005329579.2, XP_040132887.1, XP_040132884.1, XP_040132886.1, XP_040132885.1
OG0003361	XP_038398053.1	XP_021588670.1
OG0003362	XP_038398213.1	XP_005319755.1, XP_040134184.1, XP_040134183.1
OG0003363	XP_038398736.1	XP_005326603.1
OG0003364	XP_038398758.1	XP_040134162.1
OG0003365	XP_038399075.1	XP_005331384.1
OG0003366	XP_038399076.1	XP_005331508.1
OG0003367	XP_038399116.1	XP_005331372.1
OG0003368	XP_038399425.1, XP_038442367.1	XP_005325626.1
OG0003369	XP_038399635.1	XP_040130645.1, XP_040130651.1, XP_021590125.1, XP_021590122.1, XP_040130665.1, XP_040130657.1, XP_005337179.1
OG0003370	XP_038399948.1	XP_005338801.1, XP_013219921.1
OG0003371	XP_038400053.1	XP_005339200.1
OG0003372	XP_038400170.1	XP_021591247.1
OG0003373	XP_038400535.1	XP_005331811.1, XP_040131890.1
OG0003375	XP_038400827.1	XP_040132355.1
OG0003376	XP_038400988.1	XP_013212979.1
OG0003377	XP_038401267.1	XP_005321310.1, XP_013212265.1
OG0003378	XP_038401341.1	XP_040131937.1
OG0003379	XP_038401418.1	XP_005321354.1
OG0003380	XP_038401429.1, XP_038401430.1	XP_040130319.1
OG0003381	XP_038401970.1	XP_040126460.1
OG0003382	XP_038402800.1	XP_021584086.1
OG0003383	XP_038402810.1	XP_021584085.1
OG0003384	XP_038403018.1	XP_040137614.1, XP_040137608.1, XP_040138272.1, XP_040129799.1, XP_005328181.1
OG0003385	XP_038403354.1, XP_038403352.1, XP_038403356.1, XP_038403353.1, XP_038403357.1, XP_038403351.1	XP_040124756.1, XP_005321836.1
OG0003386	XP_038403542.1	XP_040124825.1
OG0003387	XP_038403862.1	XP_013212526.1
OG0003388	XP_038403953.1	XP_005321589.1
OG0003389	XP_038404147.1	XP_040125096.1, XP_021583749.1, XP_005327862.1, XP_040125097.1
OG0003390	XP_038404153.1	XP_040125101.1
OG0003391	XP_038404154.1	XP_040125100.1, XP_005327868.1
OG0003392	XP_038404183.1, XP_038404184.1	XP_013215251.1, XP_021583772.1
OG0003393	XP_038404354.1	XP_005327933.2
OG0003394	XP_038404404.1	XP_005327961.1
OG0003395	XP_038404783.1, XP_038404780.1, XP_038404781.1, XP_038404782.1, XP_038404779.1	XP_021590047.1, XP_005337011.1
OG0003396	XP_038405251.1, XP_038405250.1, XP_038405252.1	XP_005321035.1, XP_040142288.1
OG0003397	XP_038405508.1	XP_021589144.1
OG0003398	XP_038405783.1	XP_040136330.1
OG0003399	XP_038405941.1	XP_005328808.1
OG0003400	XP_038406075.1	XP_005335061.1
OG0003401	XP_038406110.1	XP_005335067.1
OG0003402	XP_038406226.1	XP_005338638.2
OG0003403	XP_038406309.1	XP_040133203.1
OG0003404	XP_038406333.1	XP_005322255.1
OG0003405	XP_038406336.1, XP_038406337.1	XP_005322256.1
OG0003406	XP_038406577.1, XP_038406576.1	XP_040137736.1
OG0003407	XP_038406594.1	XP_005322343.1
OG0003408	XP_038406614.1	XP_005322351.1
OG0003409	XP_038406824.1	XP_005340082.1
OG0003410	XP_038407283.1	XP_005322098.1
OG0003411	XP_038407293.1	XP_005322101.1
OG0003412	XP_038407643.1	XP_005339393.1
OG0003413	XP_038407770.1, XP_038407769.1, XP_038407771.1	XP_040128086.1, XP_040128085.1
OG0003414	XP_038408501.1	XP_021588024.1, XP_005334251.2, XP_021588026.1
OG0003414	XP_038408502.1	XP_021588025.1
OG0003415	XP_038408607.1	XP_040141894.1
OG0003416	XP_038408775.1	XP_040141988.1, XP_005326350.1, XP_040141989.1
OG0003417	XP_038408836.1	XP_005326418.3
OG0003418	XP_038408905.1	XP_013214518.1, XP_013214520.1, XP_021582688.1, XP_013214519.1
OG0003419	XP_038408964.1	XP_005329786.1, XP_021585058.1
OG0003420	XP_038409119.1	XP_040142126.1
OG0003421	XP_038409179.1, XP_038409181.1	XP_021579157.1
OG0003422	XP_038409336.1	XP_021576368.1
OG0003423	XP_038409409.1	XP_021576360.1
OG0003424	XP_038410128.1	XP_040138668.1, XP_005318920.1
OG0003425	XP_038410165.1	XP_005318669.1
OG0003426	XP_038410189.1	XP_021577519.2
OG0003427	XP_038410255.1, XP_038410256.1, XP_038410257.1	XP_005318609.1, XP_005318610.1
OG0003428	XP_038410708.1, XP_038410710.1, XP_038410707.1	XP_005335932.1
OG0003429	XP_038410908.1	XP_005337476.1
OG0003430	XP_038410987.1	XP_005330222.1
OG0003431	XP_038411010.1, XP_038411009.1	XP_005331785.2
OG0003432	XP_038411179.1	XP_005316338.1, XP_040149726.1
OG0003433	XP_038411649.1	XP_005316161.1
OG0003434	XP_038412015.1, XP_038412016.1, XP_038412017.1, XP_038412018.1	XP_005320067.1, XP_021578479.1, XP_040148345.1
OG0003435	XP_038412362.1, XP_038412361.1, XP_038412365.1, XP_038412363.1, XP_038412364.1	XP_040128975.1
OG0003436	XP_038412625.1	XP_005340066.1
OG0003437	XP_038412937.1	XP_013215595.1, XP_005328834.1
OG0003438	XP_038413171.1	XP_040146831.1
OG0003439	XP_038413364.1	XP_005332345.1, XP_040147517.1, XP_013216976.1
OG0003440	XP_038413411.1	XP_013217707.1
OG0003441	XP_038413413.1	XP_013217708.1, XP_013217709.1
OG0003442	XP_038413445.1	XP_005334013.1
OG0003443	XP_038413662.1, XP_038413664.1, XP_038413663.1	XP_005317928.1
OG0003444	XP_038413757.1	XP_005317906.1
OG0003445	XP_038413832.1	XP_005317876.1, XP_040144319.1
OG0003446	XP_038414130.1	XP_040144526.1, XP_005318035.1, XP_021575827.1
OG0003447	XP_038414257.1	XP_005317989.1
OG0003448	XP_038414306.1	XP_040144432.1, XP_005317964.1, XP_040144433.1
OG0003449	XP_038414350.1	XP_013221213.1
OG0003450	XP_038414465.1	XP_040137755.1
OG0003451	XP_038414968.1, XP_038414967.1, XP_038414969.1	XP_021590427.1
OG0003452	XP_038414979.1	XP_005337670.1
OG0003453	XP_038420916.1	XP_005316012.1
OG0003453	XP_038415150.1	XP_005326749.1
OG0003454	XP_038415274.1	XP_005326658.1
OG0003455	XP_038415311.1, XP_038424124.1, XP_038415312.1	XP_005332493.1
OG0003456	XP_038415323.1	XP_005332489.1
OG0003457	XP_038415334.1, XP_038442547.1	XP_005332488.1
OG0003458	XP_038415608.1	XP_005326712.1
OG0003459	XP_038415618.1	XP_040134389.1, XP_040134390.1, XP_021582933.1
OG0003460	XP_038415620.1, XP_038415621.1	XP_005326704.1, XP_021582938.1, XP_005326702.1, XP_021582937.1
OG0003462	XP_038415675.1	XP_005326736.1
OG0003463	XP_038415772.1	XP_005341291.1
OG0003464	XP_038415999.1	XP_005338442.1
OG0003465	XP_038416204.1, XP_038416203.1	XP_005334364.1
OG0003466	XP_038416327.1, XP_038416325.1, XP_038416326.1	XP_005329273.1
OG0003467	XP_038416367.1	XP_005329287.1, XP_013215762.1
OG0003469	XP_038443560.1	XP_021575601.1
OG0003471	XP_038416738.1, XP_038416739.1, XP_038416740.1	XP_013221866.2
OG0003472	XP_038416831.1	XP_040127328.1, XP_040127327.1, XP_040127326.1
OG0003473	XP_038417641.1	XP_005329423.1
OG0003474	XP_038417649.1, XP_038417648.1	XP_013215812.2
OG0003475	XP_038417738.1	XP_005337696.1
OG0003476	XP_038417844.1	XP_040145034.1
OG0003477	XP_038417864.1	XP_040145029.1, XP_040143168.1, XP_040145033.1
OG0003478	XP_038418144.1, XP_038444120.1	XP_005319421.1
OG0003479	XP_038418153.1, XP_038418152.1	XP_040143495.1, XP_005331254.1
OG0003480	XP_038418271.1	XP_005337689.1
OG0003481	XP_038418535.1	XP_005337599.2
OG0003482	XP_038418540.1	XP_040147886.1
OG0003483	XP_038418640.1, XP_038418639.1, XP_038418641.1	XP_021578100.1
OG0003484	XP_038418925.1	XP_005327449.1
OG0003485	XP_038418938.1, XP_038418937.1, XP_038418936.1	XP_005327452.1
OG0003486	XP_038419011.1, XP_038419010.1, XP_038419009.1	XP_021583501.1
OG0003487	XP_038419144.1, XP_038419143.1	XP_005331635.2
OG0003488	XP_038419231.1	XP_005330031.1
OG0003489	XP_038419455.1	XP_013221307.1
OG0003490	XP_038419486.1, XP_038419485.1	XP_040139865.1, XP_021576211.1, XP_040139864.1, XP_040139867.1, XP_040139866.1
