Orthogroup	Canis_lupus_familiaris	Mus_musculus
OG0003428	XP_038410708.1, XP_038410710.1, XP_038410707.1	NP_001411973.1
OG0003429	XP_038410908.1	XP_030100741.1, NP_001116365.1, NP_032080.2, NP_001116364.1
OG0003430	XP_038410987.1	XP_036011895.1, NP_081718.2
OG0003431	XP_038411010.1, XP_038411009.1	NP_795998.2
OG0003432	XP_038411179.1	XP_036015431.1, NP_079770.2
OG0003433	XP_038411649.1	NP_081006.1
OG0003434	XP_038412015.1, XP_038412016.1, XP_038412017.1, XP_038412018.1	NP_001076785.1, XP_006504324.1
OG0003435	XP_038412362.1, XP_038412361.1, XP_038412365.1, XP_038412363.1, XP_038412364.1	NP_536702.3, NP_780661.2, XP_036012142.1
OG0003436	XP_038412625.1	NP_001276525.1, XP_006503654.1, NP_001276524.1, NP_848881.2
OG0003437	XP_038412937.1	XP_006515229.1, NP_080116.2
OG0003438	XP_038413171.1	XP_006505451.1, NP_031433.3
OG0003439	XP_038413364.1	XP_036021778.1, NP_780297.3
OG0003440	XP_038413411.1	NP_001404954.1, NP_001074820.1, NP_001404951.1, NP_001404955.1, NP_001404956.1, XP_006505103.1, NP_001404952.1, NP_001404953.1
OG0003441	XP_038413413.1	NP_613053.3, XP_006505165.1
OG0003442	XP_038413445.1	NP_766123.2, XP_017176995.1
OG0003443	XP_038413662.1, XP_038413664.1, XP_038413663.1	NP_891559.1, XP_006503165.1
OG0003444	XP_038413757.1	NP_001025445.1
OG0003445	XP_038413832.1	NP_742157.1, XP_006503099.1
OG0003446	XP_038414130.1	NP_032415.2, XP_006502873.1, NP_001405919.1, NP_001405920.1, NP_001405922.1, NP_001405921.1
OG0003447	XP_038414257.1	NP_080620.1
OG0003448	XP_038414306.1	NP_001034265.1
OG0003449	XP_038414350.1	NP_987104.1
OG0003450	XP_038414465.1	XP_030100997.1
OG0003451	XP_038414968.1, XP_038414967.1, XP_038414969.1	NP_997161.1
OG0003452	XP_038414979.1	NP_001192284.1, NP_001028473.2, XP_006501391.1
OG0003453	XP_038420916.1	XP_017172669.1, NP_034613.2
OG0003453	XP_038415150.1	NP_032340.2
OG0003454	XP_038415274.1	NP_031706.3, XP_036021701.1, NP_001139823.1
OG0003455	XP_038415311.1, XP_038424124.1, XP_038415312.1	NP_034400.1
OG0003456	XP_038415323.1	NP_001404937.1, NP_766065.1, NP_001404935.1, NP_001404936.1, NP_001404934.1, XP_017176973.1
OG0003457	XP_038415334.1, XP_038442547.1	XP_006506721.1, NP_001348546.1, NP_082399.3, NP_001348548.1, NP_001348547.1
OG0003458	XP_038415608.1	NP_775605.1, XP_036022003.1
OG0003459	XP_038415618.1, XP_038441883.1	NP_001382833.1, NP_001160024.1
OG0003460	XP_038415620.1, XP_038415621.1	NP_001334096.1, XP_011239769.1
OG0003461	XP_038415624.1, XP_038415625.1	NP_778155.2, XP_036021614.1, NP_001230128.1
OG0003462	XP_038415675.1	NP_001346134.1
OG0003463	XP_038415772.1	XP_006516413.1, NP_598523.3
OG0003464	XP_038415999.1	NP_082378.1
OG0003465	XP_038416204.1, XP_038416203.1	XP_011240489.1, NP_663569.2
OG0003466	XP_038416327.1, XP_038416325.1, XP_038416326.1	NP_001344145.1, NP_080023.1, NP_001344144.1, XP_006509540.1
OG0003467	XP_038416367.1	NP_796214.2
OG0003469	XP_038443560.1	XP_006528186.1
OG0003471	XP_038416738.1, XP_038416739.1, XP_038416740.1	NP_083283.2
OG0003472	XP_038416831.1	NP_001348076.1, XP_006515201.1, NP_082652.1
OG0003473	XP_038417641.1	NP_001129699.1, NP_001342453.2, NP_001397241.1, NP_001397242.1, NP_598396.2, NP_033132.2
OG0003474	XP_038417649.1, XP_038417648.1	XP_030111513.1, NP_001349049.1, NP_076279.1, NP_001349048.1
OG0003475	XP_038417738.1	NP_001156941.1, NP_001156939.1, XP_036018822.1, NP_038657.2
OG0003476	XP_038417844.1	NP_062418.3, XP_011238471.1
OG0003477	XP_038417864.1	NP_001276630.1
OG0003478	XP_038418144.1, XP_038444120.1	NP_062316.1
OG0003479	XP_038418153.1, XP_038418152.1	NP_081482.1, XP_006502103.1
OG0003480	XP_038418271.1	XP_006501163.1, NP_001156913.1, NP_032645.2, NP_001156912.2, NP_001397354.1, NP_001397355.1, NP_001397357.1, NP_001397356.1
OG0003481	XP_038418535.1	NP_001357532.1
OG0003482	XP_038418540.1	XP_011241953.1
OG0003483	XP_038418640.1, XP_038418639.1, XP_038418641.1	NP_780400.3
OG0003484	XP_038418925.1	XP_017172095.1, NP_033046.1
OG0003485	XP_038418938.1, XP_038418937.1, XP_038418936.1	NP_001290202.1, NP_033450.2
OG0003486	XP_038419011.1, XP_038419010.1, XP_038419009.1	XP_036018636.1, NP_001116799.2
OG0003487	XP_038419144.1, XP_038419143.1	XP_006498589.1, NP_001138572.1
OG0003488	XP_038419231.1	NP_033049.2, NP_001407776.1, NP_001407777.1
OG0003489	XP_038419455.1	NP_001136153.2, XP_006536294.1
OG0003490	XP_038419486.1, XP_038419485.1	NP_032774.1, XP_006508572.1
OG0003491	XP_038419532.1	NP_038770.3
OG0003492	XP_038420070.1	NP_001401647.1, NP_001401646.1, NP_001343928.1, NP_001343929.1, NP_001401648.1, NP_001401649.1, NP_001343930.1, NP_065591.1
OG0003493	XP_038420724.1	NP_998892.1, XP_006495883.1
OG0003494	XP_038420741.1	XP_006526012.1
OG0003495	XP_038420748.1, XP_038420753.1, XP_038420751.1, XP_038420752.1, XP_038420750.1	NP_001229359.1
OG0003496	XP_038421129.1	NP_001032176.1
OG0003497	XP_038421283.1	NP_062724.1
OG0003498	XP_038421334.1	NP_001340918.1, XP_030100355.1, NP_001357896.1
OG0003499	XP_038421543.1, XP_038421544.1, XP_038421542.1	NP_950198.1
OG0003500	XP_038421598.1	NP_081909.2, XP_017177228.1
OG0003501	XP_038422173.1	NP_082225.1
OG0003502	XP_038423125.1, XP_038423127.1, XP_038423124.1, XP_038423126.1	NP_001240826.1, NP_001240827.1, XP_036010916.1, NP_036159.1, NP_001408103.1, NP_001408104.1
OG0003503	XP_038423170.1, XP_038423169.1	NP_114080.2, XP_011240724.1, NP_001311460.1
OG0003504	XP_038423240.1, XP_038423241.1, XP_038423239.1	NP_444420.1
OG0003505	XP_038423321.1, XP_038423320.1, XP_038423319.1	NP_001344347.1, NP_082833.1, NP_001344348.1
OG0003506	XP_038423322.1	XP_030099069.1
OG0003507	XP_038423649.1	NP_001070816.1, XP_006524868.1, NP_080150.2
OG0003508	XP_038423706.1	NP_001177402.1, XP_006513257.1, NP_001177403.2, NP_031854.1
OG0003509	XP_038423737.1, XP_038442499.1	XP_006528561.1, NP_031983.2
OG0003510	XP_038432814.1, XP_038432816.1, XP_038432815.1, XP_038424070.1	NP_001034647.2
OG0003511	XP_038424507.1	NP_001272723.1, NP_001272721.1, XP_006507649.1, NP_033545.1
OG0003512	XP_038424606.1	NP_899093.1, XP_006508215.1
OG0003513	XP_038424671.1, XP_038424670.1	NP_001347389.1
OG0003514	XP_038424755.1	NP_062512.1
OG0003515	XP_038424828.1, XP_038424827.1	NP_001272802.1, NP_001272799.1, NP_001272800.1, NP_061368.1, XP_006508101.1, NP_001347354.1
OG0003516	XP_038425053.1	NP_001392617.1
OG0003517	XP_038425125.1	NP_001005247.2
OG0003518	XP_038425585.1	NP_001019306.2
OG0003519	XP_038425871.1, XP_038425872.1	NP_877958.1
OG0003520	XP_038426016.1	NP_001357977.1, NP_001357978.1
OG0003521	XP_038426140.1	NP_034106.2
OG0003522	XP_038426184.1	NP_001395869.1
OG0003523	XP_038426432.1	NP_653140.1, XP_006512188.1
OG0003524	XP_038426584.1	XP_006518061.1
OG0003525	XP_038427307.1	NP_001034590.1
OG0003526	XP_038427822.1	NP_001408177.1, NP_001408176.1, NP_062679.2, NP_001077390.1, NP_001408175.1, NP_001408174.1, NP_001408178.1
OG0003527	XP_038427848.1	NP_001135450.1, NP_082385.3, NP_001135449.1, XP_006500276.1, NP_001135447.1, NP_001135448.1
OG0003528	XP_038427878.1, XP_038427879.1	NP_061277.2
OG0003529	XP_038427934.1	NP_035256.2, NP_080266.2
OG0003530	XP_038428031.1	NP_061376.2, NP_001342372.1, XP_011238007.1
OG0003531	XP_038433794.1	XP_011243907.1, NP_808299.1
OG0003532	XP_038428347.1, XP_038428348.1	XP_006499232.1, NP_058569.2
OG0003533	XP_038428352.1, XP_038428353.1	NP_001405363.1, XP_006499972.1, NP_001405359.1, NP_001405362.1, NP_061223.2
OG0003534	XP_038428437.1	NP_001258892.1, NP_001258891.1, XP_036014160.1, NP_034295.1
OG0003535	XP_038428493.1	NP_001411605.1, NP_001411598.1, NP_001028368.2
OG0003536	XP_038428543.1	NP_033590.2
OG0003537	XP_038428585.1	NP_001077428.1, NP_001292363.1, NP_001077429.1, NP_001399399.1, XP_006499680.1, NP_036176.1
OG0003538	XP_038428982.1	NP_898998.2, XP_006519046.1
OG0003539	XP_038429098.1	NP_080711.1
OG0003540	XP_038429296.1	NP_084196.4, NP_001346432.1, XP_011239320.1
OG0003541	XP_038429516.1	NP_001171353.1, NP_082032.1, NP_001171352.1, NP_001280698.1
OG0003542	XP_038429542.1	NP_001009951.1, XP_006509508.1
OG0003543	XP_038429837.1	NP_032141.2, NP_001289023.1, NP_001289024.1
OG0003545	XP_038430188.1	XP_006529981.1, NP_083545.1
OG0003546	XP_038430358.1	NP_543126.2, NP_001408031.1, NP_001408032.1, XP_006529730.1
OG0003547	XP_038430394.1	XP_017168525.1, NP_001297696.1
OG0003548	XP_038431193.1	NP_001074777.1, NP_001186614.1, NP_899129.2, XP_006530448.1
OG0003549	XP_038431361.1, XP_038431362.1	NP_001412783.1, NP_666274.1
OG0003550	XP_038431396.1	XP_006535185.1, NP_766306.2, NP_001156437.1, NP_001296455.1, NP_001296457.1, NP_001241660.1
OG0003551	XP_038431502.1	NP_001229972.1
OG0003552	XP_038431929.1, XP_038431931.1, XP_038431930.1, XP_038431928.1	NP_789803.1, XP_017172613.1
OG0003553	XP_038432249.1	NP_932102.2, NP_001342621.1, XP_030111434.1
OG0003554	XP_038432301.1	XP_006505827.1
OG0003555	XP_038432503.1	NP_001390521.1, NP_001390525.1, NP_001390526.1, NP_001390524.1, NP_001390523.1, NP_001390522.1, NP_001390527.1, NP_001333539.1
OG0003556	XP_038432824.1	NP_871788.1, NP_001157684.1
OG0003557	XP_038432944.1	NP_001397345.1, NP_001038185.1, NP_001397343.1, NP_066378.1, NP_066379.2, NP_035641.1, XP_006507012.1, NP_001297072.1, NP_001397344.1
OG0003558	XP_038433438.1, XP_038433439.1	XP_006521556.1, NP_001074450.1
OG0003559	XP_038433485.1	NP_001405734.1, NP_789805.1, NP_001405735.1, XP_006521520.1
OG0003560	XP_038433895.1	NP_899095.1, XP_006508244.2, NP_081313.1
OG0003561	XP_038434083.1	XP_006527141.1, NP_766426.1
OG0003562	XP_038434552.1, XP_038434547.1, XP_038434546.1, XP_038434551.1, XP_038434549.1, XP_038434550.1, XP_038434548.1	XP_006526827.1, NP_032878.1
OG0003563	XP_038434578.1	NP_444426.3
OG0003564	XP_038434827.1	NP_035258.2
OG0003565	XP_038434929.1	XP_006507361.2, NP_001334561.1
OG0003566	XP_038434963.1	XP_036009456.1, NP_001368788.1, NP_780477.2, NP_001368787.1, NP_997638.1, NP_001334559.1
OG0003567	XP_038435168.1	NP_035571.1, XP_030108265.1, NP_001407437.1, NP_001276394.1, NP_001276395.1, NP_001276396.1, NP_001276393.1, NP_001407438.1
OG0003568	XP_038435330.1	NP_001240320.1, NP_001240319.1, NP_080458.1, XP_011248010.1, NP_001343224.1
OG0003569	XP_038436010.1	NP_082380.1, NP_001277725.1, XP_011238084.1
OG0003570	XP_038436050.1, XP_038436051.1	NP_001157173.1
OG0003571	XP_038436140.1	NP_001408369.1, NP_001408370.1, NP_001408366.1, XP_011237883.1, NP_001408367.1, NP_001408368.1, NP_038763.3, NP_001277759.1
OG0003572	XP_038436217.1	NP_536771.2
OG0003573	XP_038436226.1, XP_038436227.1, XP_038436228.1	NP_001292191.1, XP_006499154.1
OG0003574	XP_038436378.1	NP_001136127.1
OG0003575	XP_038436460.1	NP_001291291.1, NP_080875.3, XP_006511458.1, NP_001394786.1
OG0003576	XP_038437547.1	XP_036011782.1, NP_056605.1
OG0003577	XP_038437626.1	XP_006513957.1, NP_062307.2
OG0003578	XP_038437865.1	XP_006501133.1, NP_001263332.1, NP_001365990.1, NP_001365991.1, NP_001263331.1, NP_001365989.1, NP_001365988.1
OG0003579	XP_038437972.1, XP_038437973.1, XP_038437975.1, XP_038437976.1, XP_038437974.1	NP_001156857.1
OG0003580	XP_038438092.1, XP_038438093.1, XP_038438091.1	XP_006506145.1, NP_780732.1
OG0003581	XP_038438115.1	NP_083070.2
OG0003582	XP_038438240.1	XP_036020790.1, NP_032952.3
OG0003583	XP_038438304.1	XP_030109946.1, NP_059063.2, NP_001407652.1
OG0003584	XP_038438736.1	NP_034948.3
OG0003585	XP_038438778.1, XP_038438777.1, XP_038438775.1, XP_038438776.1, XP_038438774.1	NP_001345132.1
OG0003586	XP_038439070.1	NP_955013.1, XP_011244202.1
OG0003587	XP_038439093.1	NP_796300.1, XP_006522135.1
OG0003588	XP_038439574.1	NP_663455.1
OG0003589	XP_038439659.1	NP_001106890.1
OG0003590	XP_038440373.1	NP_001013808.2, NP_001413272.1, NP_001334420.1, NP_001413273.1
OG0003591	XP_038440881.1	NP_663500.2, XP_011238161.1, NP_001277662.1, NP_001277663.1
OG0003592	XP_038441075.1, XP_038441076.1, XP_038441074.1	NP_663492.3
OG0003593	XP_038441114.1	NP_001192242.1
OG0003594	XP_038441131.1	NP_001297478.1, NP_001297477.1, NP_082972.2
OG0003595	XP_038441199.1	NP_001407773.1
OG0003596	XP_038441434.1	NP_001153512.1, NP_001153510.1, XP_006496015.1, NP_001153511.1, NP_663493.2
OG0003597	XP_038441567.1	XP_011236802.1, NP_001074278.1
OG0003598	XP_038441938.1	XP_006529425.1, NP_796103.2
OG0003599	XP_038442094.1	NP_666218.2
OG0003600	XP_038442116.1	NP_071302.2, XP_006497251.1
OG0003601	XP_038442155.1	NP_001404412.1, XP_017177173.1, NP_387501.1
OG0003602	XP_038442272.1, XP_038442273.1, XP_038442274.1	XP_006497114.1, NP_277044.1
OG0003603	XP_038442346.1	NP_001265149.1, NP_081142.3, NP_001265147.1, NP_001265148.1, XP_036009284.1
OG0003604	XP_038442541.1	NP_001365633.1, XP_006535422.1, NP_083418.1
OG0003605	XP_038442614.1, XP_038444423.1, XP_038444454.1	NP_001074945.1
OG0003607	XP_038442646.1	XP_036018045.1, NP_001405301.1, NP_001405302.1
OG0003608	XP_038442982.1, XP_038442981.1, XP_038442980.1	NP_001239520.1
OG0003609	XP_038443268.1	NP_598752.2
OG0003610	XP_038443325.1	NP_766060.2, NP_001098666.1, NP_001258420.1, NP_001258419.1, XP_006527641.1, NP_001258418.1, NP_001098667.1
OG0003611	XP_038443636.1	NP_001263402.1, NP_001263395.1, NP_031735.1, NP_001263403.1
OG0003612	XP_038443667.1	XP_006528094.1, NP_001070822.2
OG0003613	XP_038443971.1	NP_001366610.1
OG0003614	XP_038444201.1	NP_766053.1, XP_006541517.1
OG0003615	XP_038444509.1	NP_001344743.1, NP_001344745.1
OG0003631	NP_001002943.2	NP_001349200.1
OG0003632	NP_001003012.2	XP_006529446.2, NP_001123647.4, NP_001123646.1, NP_001123651.4, NP_001123653.4, NP_001123650.1, NP_001123652.1, NP_035749.1, NP_001123649.1, NP_001123648.1
OG0003633	NP_001003089.1	NP_057884.1, NP_001397350.1, XP_006528549.1
OG0003634	NP_001003097.2	NP_001268936.1, NP_035699.2, NP_001268935.1, XP_006532996.1
OG0003635	NP_001003120.1	NP_032451.1
OG0003636	NP_001003214.1	NP_033852.1
OG0003637	NP_001003296.1	NP_001396487.1
OG0003638	NP_001003336.1	NP_963895.2
OG0003639	NP_001003345.1	NP_034838.2
OG0003640	NP_001003370.1	NP_001409151.1, NP_001409150.1, NP_001409153.1, NP_001409152.1, NP_038520.2
OG0003641	NP_001003382.1	NP_001139740.1, XP_011245158.1
OG0003642	NP_001003970.1	NP_001001445.1
OG0003643	NP_001005258.1	NP_001257289.1, NP_001180595.1, NP_001180597.1, XP_036019422.1, NP_035465.2, NP_035254.1
OG0003644	NP_001005379.1	NP_038552.1, NP_001276382.1, NP_001170838.1, NP_001276385.1, NP_001276383.1, NP_001276384.1, XP_011237324.1, NP_001170837.1
OG0003645	NP_001005763.1	XP_017173937.1, NP_898836.2
OG0003646	NP_001041494.1	NP_001073595.1
OG0003647	NP_001041561.1	NP_001074795.1
OG0003648	NP_001041563.1	XP_006534411.1, NP_001348904.1
OG0003649	NP_001076836.1	NP_001139374.1
OG0003650	NP_001121569.1	NP_038683.1, NP_068350.1
OG0003651	NP_001123565.1	NP_032412.3, NP_001172013.1, NP_001172012.1, NP_032413.1
OG0003652	NP_001181895.1, XP_038444831.1	NP_112479.1, NP_001268943.1, NP_001268944.1
OG0003653	NP_001183964.2	NP_001271309.1, NP_001271310.1, XP_011246977.1, NP_031442.2
OG0003654	XP_038444797.1, XP_038445365.1, NP_001183972.1	NP_001139425.1, NP_034835.1
OG0003655	XP_038420438.1, XP_038432073.1, NP_001183976.1, XP_038411362.1	NP_001033088.1
OG0003656	XP_038394239.1	NP_079859.2
OG0003657	NP_001184119.1	NP_663749.1, XP_006527533.1
OG0003658	NP_001191771.1	XP_006525174.1, NP_084134.2
OG0003659	NP_001192098.1	NP_076006.2
OG0003660	NP_001192119.1	NP_001013637.1, XP_006508427.1
OG0003661	NP_001193864.1	XP_006506615.1, NP_081170.1
OG0003662	NP_001207410.1	NP_038703.3
OG0003663	NP_001239265.1	XP_030100346.1, NP_071287.1
OG0003664	NP_001239339.1	NP_079845.1
OG0003665	NP_001271404.1	NP_001347189.1, NP_001347186.1, NP_001347190.1, NP_056629.1
OG0003666	NP_001273789.1, XP_038445229.1	XP_011246904.1, NP_038523.2
OG0003667	NP_001273909.1	NP_950178.2, NP_001344963.1, NP_001344962.1
OG0003669	NP_001274033.1	NP_033809.1
OG0003670	NP_001274058.1	NP_033408.1
OG0003671	NP_001274074.1	NP_038506.2
OG0003672	NP_001274075.1	NP_542369.3, XP_011240254.1
OG0003673	NP_001274081.1	NP_035212.2
OG0003674	NP_001274088.1	XP_036019041.1
OG0003675	NP_001291210.1	NP_001291196.1
OG0003676	NP_001301049.2	NP_001154885.1, XP_017173567.1, NP_032603.3, NP_001397700.1
OG0003677	NP_001349526.2	NP_001397501.1, NP_001397500.1, NP_035441.1
OG0003678	NP_001375488.1	NP_001164389.1, NP_065258.2, NP_065259.1
OG0003679	NP_001375611.1, NP_001375610.1	NP_666817.1
OG0003680	NP_001375778.1	NP_667314.2
OG0003681	NP_001375815.1	NP_001011759.1
OG0003682	NP_001375839.1	NP_667130.2, NP_667183.1
OG0003683	NP_001375854.1	NP_001156412.1, NP_666991.1
OG0003684	NP_001376027.1	NP_666391.1, XP_017168877.1, NP_666715.1, NP_001011827.1
OG0003685	XP_038443289.1, XP_038381414.1, XP_038443381.1	NP_001159881.1, XP_036012033.1
OG0003686	XP_038381468.1, XP_038381466.1	XP_017177659.1, NP_663557.1
OG0003687	XP_038384276.1	NP_001345799.1, NP_001276621.1, NP_001028528.2, XP_006540948.1
OG0003687	XP_038381470.1	NP_001276622.1
OG0003688	XP_038384954.1	XP_054875527.1
OG0003688	XP_038381487.1	XP_054875528.1
OG0003689	XP_038381501.1	NP_083622.1
OG0003690	XP_038381634.1	NP_001157893.1, NP_001157894.1, NP_001157892.1, XP_006526582.1, NP_080137.2, NP_001157895.1, NP_001157896.1
OG0003691	XP_038381758.1, XP_038381757.1	NP_001074785.1, XP_017176672.1
OG0003692	XP_038381759.1	NP_001343344.1, XP_036020507.1, NP_001074855.1
OG0003693	XP_038381773.1, XP_038381772.1, XP_038381775.1, XP_038381774.1	NP_081824.1
OG0003694	XP_038381855.1	NP_032024.2
OG0003695	XP_038381975.1	XP_017169288.1
OG0003696	XP_038382257.1, XP_038382256.1	NP_001346740.1, NP_001028638.2, XP_036011768.1
OG0003697	XP_038382385.1, XP_038382384.1	NP_666080.1, XP_011244480.1, NP_671511.2, XP_006523417.1
OG0003698	XP_038382471.1, XP_038382470.1, XP_038382472.1	NP_001177267.1
OG0003700	XP_038383009.1	XP_006526743.1, NP_034396.1
OG0003701	XP_038383322.1	NP_742012.2, XP_006516889.1
OG0003702	XP_038383415.1	XP_036013774.1, NP_848141.3, XP_036009221.1, NP_075357.4, NP_001347505.1
OG0003703	XP_038408571.1	NP_001342437.1
OG0003704	XP_038383548.1	NP_001028421.1, XP_030098197.1
OG0003705	XP_038383672.1	NP_080434.1, XP_006540391.1, NP_001095068.1
OG0003706	XP_038383741.1	NP_001407571.1
OG0003707	XP_038383763.1	XP_006539972.1, NP_001156486.1
OG0003708	XP_038383825.1	NP_067429.1, XP_006540312.1
OG0003709	XP_038384310.1	XP_006540827.1
OG0003710	XP_038384513.1	NP_001272967.1, NP_666294.1, NP_001272968.1, NP_001390614.1, XP_030098292.1
OG0003711	XP_038384569.1	XP_036009176.1
OG0003712	XP_038384683.1	XP_006539913.1, NP_780686.1, NP_001161978.1
OG0003713	XP_038445119.1, XP_038385419.1	NP_663608.3
OG0003715	XP_038385516.1	NP_001030044.1, XP_006503256.1
OG0003717	XP_038386152.1	NP_663335.2
OG0003718	XP_038386777.1	NP_031956.3, XP_030102997.1
OG0003719	XP_038386996.1	XP_006531434.1, NP_082116.1
OG0003720	XP_038387509.1, XP_038387508.1	NP_001230235.1
OG0003721	XP_038387554.1	NP_001405974.1, NP_001405973.1, NP_036072.1, NP_001405975.1
OG0003722	XP_038387568.1	NP_083147.1, NP_001264050.1, NP_001264052.1, NP_001264051.1, NP_001342111.1, XP_006539285.1
OG0003723	XP_038388345.1	NP_077137.1, XP_036010771.1
OG0003724	XP_038388411.1	NP_766177.1, XP_011242941.1
OG0003725	XP_038388617.1	NP_001177980.1
OG0003726	XP_038388742.1, XP_038388741.1	NP_061281.3, XP_036009150.1
OG0003727	XP_038388763.1	XP_011249078.1, NP_783571.2, NP_001106942.1
OG0003728	XP_038388963.1	NP_001034236.1
OG0003729	XP_038389000.1, XP_038389001.1	NP_080518.1
OG0003730	XP_038389216.1	NP_001346392.1, NP_001346391.1, NP_848477.2, NP_001346390.1, XP_011239078.1
OG0003732	XP_038389419.1	NP_032479.1, XP_006503814.1
OG0003733	XP_038389665.1	NP_001025467.1
OG0003734	XP_038389687.1	NP_001004174.1
OG0003735	XP_038389784.1, XP_038389785.1, XP_038389783.1	NP_848027.1, XP_006516836.1
OG0003737	XP_038389986.1	XP_006513098.1
OG0003738	XP_038390182.1, XP_038390181.1, XP_038390180.1	XP_006514181.1, NP_076085.1
OG0003739	XP_038390363.1	NP_001013848.1, NP_001405798.1, XP_036014638.1
OG0003740	XP_038390554.1	NP_001413605.1
OG0003741	XP_038390598.1	NP_001365863.1
OG0003742	XP_038390704.1	NP_666129.1, XP_006514729.1
OG0003743	XP_038390810.1, XP_038390811.1	NP_001350095.1
OG0003744	XP_038390902.1	XP_006533385.1, NP_001025159.1
OG0003745	XP_038391496.1	NP_667065.1
OG0003746	XP_038391535.1	XP_006510497.1
OG0003747	XP_038391664.1, XP_038391665.1	NP_031941.2, NP_001186423.2
OG0003748	XP_038391849.1	NP_663588.2, NP_001177248.1, NP_001035721.1, NP_001177242.1, NP_001035722.1
OG0003749	XP_038391869.1, XP_038391870.1	NP_001391995.1, NP_001391994.1, XP_011240678.1, NP_001391993.1, NP_751894.2
OG0003750	XP_038391912.1	NP_001344312.1, XP_030100469.1, NP_001344314.1, NP_001344313.1, NP_082141.1, NP_001344315.1
OG0003751	XP_038391983.1	NP_536682.2, NP_001335024.1
OG0003752	XP_038392077.1	NP_079963.1
OG0003753	XP_038392347.1, XP_038392346.1	XP_006533964.2, NP_001093158.1
OG0003754	XP_038392465.1	NP_001129534.1, NP_031959.1, NP_001263214.1
OG0003755	XP_038392825.1	NP_033183.1, NP_001303296.1, NP_001303298.1, NP_001303297.1, NP_001349669.1, XP_011247335.1, NP_001349668.1
OG0003756	XP_038392923.1	NP_001369418.1
OG0003757	XP_038393217.1	NP_663524.1, XP_036019895.1
OG0003758	XP_038393299.1	NP_001106883.1, XP_011238935.1
OG0003759	XP_038393420.1	NP_001074395.1, NP_001355980.1, NP_444303.2, XP_011238756.1
OG0003760	XP_038393505.1, XP_038393504.1, XP_038393502.1, XP_038393503.1	NP_001289396.1
