Orthogroup	Canis_lupus_familiaris	Urocitellus_parryii
OG0002878	XP_038435815.1	XP_026243498.1
OG0002879	XP_038435997.1	XP_026247204.1, XP_026247200.1
OG0002880	XP_038436165.1, XP_038436166.1, XP_038436167.1, XP_038436164.1	XP_026248148.1
OG0002881	XP_038436175.1	XP_026248167.1
OG0002882	XP_038436894.1	XP_026243542.1
OG0002884	XP_038438049.1	XP_026263245.1
OG0002885	XP_038438231.1	XP_026264775.1
OG0002886	XP_038444673.1	XP_026270838.1
OG0002887	XP_038438619.1	XP_026259334.1
OG0002888	XP_038439091.1, XP_038439089.1, XP_038439090.1, XP_038439092.1	XP_026251860.1, XP_026251857.1
OG0002889	XP_038443960.1, XP_038439101.1	XP_026234989.1
OG0002890	XP_038439877.1	XP_026238731.1, XP_026238732.1
OG0002892	XP_038441811.1, XP_038445280.1	XP_026246161.1
OG0002893	XP_038441966.1, XP_038441965.1	XP_026243227.1
OG0002894	XP_038442137.1	XP_026262920.1
OG0002895	XP_038442165.1	XP_026236785.1
OG0002896	XP_038442182.1	XP_026268470.1
OG0002897	XP_038442185.1	XP_026268465.1
OG0002897	XP_038442186.1	XP_026268467.1
OG0002898	XP_038442469.1	XP_026266118.1, XP_026266117.1
OG0002899	XP_038442497.1	XP_026236591.1, XP_026240073.1
OG0002900	XP_038442926.1	XP_026261233.1
OG0002901	XP_038443071.1	XP_026258411.1
OG0002902	XP_038443105.1, XP_038443104.1	XP_026243351.1
OG0002903	XP_038443133.1	XP_026243327.1
OG0002904	XP_038443340.1, XP_038443328.1, XP_038443329.1, XP_038443335.1, XP_038443331.1, XP_038443333.1, XP_038443336.1, XP_038443330.1, XP_038443337.1, XP_038443334.1, XP_038443339.1, XP_038443332.1	XP_026262550.1
OG0002905	XP_038444049.1, XP_038444051.1, XP_038444048.1, XP_038444050.1, XP_038444047.1	XP_026266775.1, XP_026266773.1
OG0002906	XP_038444329.1	XP_026247990.1
OG0002907	XP_038444743.1	XP_026266290.1, XP_026266291.1, XP_026266289.1, XP_026266292.1
OG0002913	NP_001002963.1	XP_026266083.1, XP_026266082.1
OG0002914	XP_038442419.1	XP_026248656.1, XP_026248011.1
OG0002915	NP_001003011.1	XP_026262022.1
OG0002916	NP_001003065.1	XP_026240659.1, XP_026240666.1
OG0002917	NP_001003140.1	XP_026262741.1
OG0002918	NP_001003279.1	XP_026252969.1
OG0002919	XP_038381548.1, XP_038442611.1, NP_001003288.1, XP_038415218.1	XP_026243072.1
OG0002920	NP_001005760.1	XP_026257563.1, XP_026257562.1, XP_026257564.1, XP_026257565.1
OG0002921	NP_001012754.1	XP_026249594.1, XP_026249587.1
OG0002922	NP_001017442.2	XP_026237440.1
OG0002923	NP_001026805.1	XP_026261775.1
OG0002924	NP_001033754.2	XP_026270719.1
OG0002925	NP_001041500.1	XP_026266672.1
OG0002926	NP_001041567.1	XP_026239349.1, XP_026239350.1
OG0002927	NP_001041580.1	XP_026253088.1, XP_026237420.1
OG0002928	NP_001070905.1	XP_026260667.1
OG0002929	NP_001103649.1	XP_026242573.1
OG0002930	NP_001120787.1	XP_026264981.1
OG0002931	NP_001138969.1	XP_026266655.1
OG0002932	NP_001182754.1, NP_001182755.1, NP_001182756.1, NP_001182332.1	XP_026269439.1
OG0002934	NP_001184086.1	XP_026260250.1
OG0002935	NP_001185588.1	XP_026238897.1
OG0002937	NP_001239260.1	XP_026260920.1
OG0002938	NP_001239299.1	XP_026270229.1
OG0002938	XP_038442458.1	XP_026237687.1
OG0002939	XP_038433417.1, NP_001239347.1	XP_026261737.1
OG0002940	NP_001271378.1	XP_026235851.1
OG0002941	NP_001274060.1	XP_026252161.1
OG0002942	NP_001274099.1	XP_026239879.1
OG0002943	XP_038391384.1	XP_026269145.1
OG0002945	NP_001300707.1	XP_026261853.1
OG0002946	NP_001300742.1	XP_026241598.1
OG0002947	NP_001300784.1	XP_026253506.1
OG0002948	NP_001301038.1	XP_026259060.1
OG0002949	NP_001375650.1	XP_026238040.1
OG0002953	NP_001375965.1	XP_026270344.1
OG0002955	XP_038381538.1	XP_026236786.1
OG0002955	XP_038381427.1	XP_026236780.1, XP_026236789.1
OG0002956	XP_038381877.1	XP_026265745.1
OG0002957	XP_038382958.1	XP_026249809.1
OG0002958	XP_038383018.1, XP_038383020.1, XP_038383017.1, XP_038383019.1	XP_026245044.1
OG0002959	XP_038383239.1	XP_026263154.1
OG0002960	XP_038383337.1	XP_026262727.1
OG0002961	XP_038383637.1	XP_026237015.1
OG0002962	XP_038383664.1, XP_038383665.1, XP_038383663.1, XP_038383666.1	XP_026236999.1
OG0002963	XP_038383692.1	XP_026237162.1, XP_026237451.1
OG0002965	XP_038383957.1	XP_026238023.1
OG0002965	XP_038383966.1	XP_026238022.1
OG0002966	XP_038384021.1, XP_038384022.1, XP_038384023.1, XP_038384024.1	XP_026262074.1
OG0002967	XP_038384030.1, XP_038384031.1, XP_038384029.1	XP_026262149.1
OG0002968	XP_038384184.1	XP_026262183.1, XP_026262182.1
OG0002969	XP_038384301.1, XP_038384303.1, XP_038384300.1, XP_038384302.1	XP_026262156.1
OG0002970	XP_038384373.1	XP_026266255.1
OG0002971	XP_038384735.1	XP_026236819.1
OG0002972	XP_038384756.1, XP_038384758.1, XP_038384757.1, XP_038384755.1	XP_026267319.1
OG0002973	XP_038384762.1, XP_038426190.1, XP_038399868.1	XP_026267339.1
OG0002974	XP_038384838.1	XP_026267322.1
OG0002975	XP_038384871.1	XP_026267908.1
OG0002976	XP_038385126.1	XP_026235052.1
OG0002977	XP_038385364.1, XP_038385367.1, XP_038385366.1, XP_038385365.1	XP_026247070.1
OG0002978	XP_038385376.1	XP_026246992.1
OG0002979	XP_038385459.1	XP_026247016.1
OG0002980	XP_038399979.1, XP_038385778.1, XP_038412592.1, XP_038407935.1	XP_026244532.1
OG0002981	XP_038385838.1	XP_026258121.1
OG0002982	XP_038386094.1	XP_026247585.1
OG0002983	XP_038386148.1	XP_026268359.1, XP_026268369.1, XP_026268349.1
OG0002984	XP_038386674.1, XP_038386675.1	XP_026246611.1
OG0002985	XP_038413956.1	XP_026237512.1
OG0002986	XP_038386716.1	XP_026246618.1
OG0002987	XP_038386862.1	XP_026251433.1
OG0002988	XP_038387009.1	XP_026248070.1
OG0002989	XP_038387077.1	XP_026262591.1
OG0002990	XP_038387164.1, XP_038387163.1	XP_026262604.1
OG0002991	XP_038387377.1	XP_026247403.1
OG0002992	XP_038387510.1	XP_026259422.1
OG0002993	XP_038387946.1	XP_026253726.1
OG0002994	XP_038387985.1	XP_026256968.1
OG0002995	XP_038388334.1, XP_038388332.1, XP_038388333.1	XP_026250341.1, XP_026250342.1
OG0002996	XP_038388482.1	XP_026256329.1
OG0002997	XP_038388775.1	XP_026243978.1
OG0002998	XP_038388777.1	XP_026243945.1
OG0002999	XP_038388812.1	XP_026243886.1
OG0003000	XP_038389263.1	XP_026259144.1
OG0003001	XP_038389272.1	XP_026259401.1
OG0003002	XP_038389305.1	XP_026259682.1
OG0003003	XP_038424062.1, XP_038444868.1, XP_038389311.1	XP_026259493.1
OG0003004	XP_038389328.1, XP_038389329.1	XP_026259368.1
OG0003005	XP_038389619.1	XP_026256310.1
OG0003006	XP_038390762.1, XP_038390761.1, XP_038389676.1	XP_026251155.1
OG0003007	XP_038389920.1	XP_026249499.1
OG0003008	XP_038390093.1	XP_026250432.1
OG0003009	XP_038390188.1	XP_026261568.1
OG0003010	XP_038390397.1	XP_026246074.1, XP_026246073.1, XP_026246075.1
OG0003011	XP_038390405.1, XP_038390406.1, XP_038390407.1, XP_038390404.1	XP_026262440.1
OG0003012	XP_038390474.1	XP_026252817.1
OG0003014	XP_038391326.1, XP_038401174.1	XP_026245924.1
OG0003015	XP_038391337.1	XP_026245920.1
OG0003016	XP_038391406.1, XP_038407475.1	XP_026260924.1
OG0003017	XP_038391662.1, XP_038391663.1, XP_038391661.1	XP_026260380.1
OG0003018	XP_038392086.1	XP_026253991.1
OG0003019	XP_038392748.1	XP_026246275.1
OG0003020	XP_038392753.1, XP_038392754.1, XP_038392755.1	XP_026246326.1
OG0003021	XP_038392887.1	XP_026265202.1
OG0003022	XP_038392915.1	XP_026267137.1
OG0003023	XP_038393604.1	XP_026236288.1
OG0003024	XP_038393742.1, XP_038393740.1, XP_038393741.1	XP_026241873.1
OG0003025	XP_038394066.1, XP_038394065.1, XP_038394067.1	XP_026267212.1, XP_026267211.1
OG0003026	XP_038394145.1, XP_038394148.1, XP_038394147.1, XP_038394146.1	XP_026248800.1
OG0003027	XP_038394363.1	XP_026255065.1
OG0003028	XP_038394642.1	XP_026269060.1
OG0003029	XP_038394647.1, XP_038394649.1, XP_038394648.1, XP_038394650.1	XP_026269045.1
OG0003030	XP_038394704.1	XP_026258305.1
OG0003031	XP_038394819.1	XP_026241431.1
OG0003032	XP_038394911.1	XP_026256224.1
OG0003033	XP_038395049.1	XP_026252608.1, XP_026252610.1, XP_026252607.1, XP_026252612.1, XP_026252611.1, XP_026252609.1
OG0003034	XP_038395143.1, XP_038395145.1, XP_038395142.1, XP_038395144.1	XP_026252689.1
OG0003035	XP_038395580.1	XP_026261456.1, XP_026261455.1
OG0003036	XP_038395617.1, XP_038395612.1, XP_038395613.1, XP_038395616.1, XP_038395615.1	XP_026261445.1
OG0003037	XP_038395656.1	XP_026256228.1
OG0003038	XP_038395670.1	XP_026256222.1
OG0003039	XP_038395800.1	XP_026236730.1, XP_026236731.1
OG0003040	XP_038396135.1	XP_026258249.1
OG0003041	XP_038396329.1	XP_026235808.1
OG0003042	XP_038396860.1, XP_038396859.1, XP_038396861.1, XP_038396858.1, XP_038396862.1	XP_026241257.1, XP_026241255.1, XP_026241258.1, XP_026241256.1, XP_026241253.1
OG0003043	XP_038397102.1	XP_026264957.1, XP_026264956.1
OG0003045	XP_038397336.1	XP_026265760.1
OG0003047	XP_038397745.1	XP_026250289.1
OG0003048	XP_038397802.1, XP_038397804.1, XP_038397803.1, XP_038397805.1	XP_026253001.1
OG0003049	XP_038397983.1	XP_026243272.1
OG0003050	XP_038398346.1	XP_026244281.1
OG0003051	XP_038398386.1, XP_038398385.1	XP_026244225.1
OG0003052	XP_038398876.1	XP_026260753.1
OG0003053	XP_038399030.1	XP_026260718.1
OG0003054	XP_038400238.1, XP_038400237.1	XP_026261834.1, XP_026261833.1
OG0003055	XP_038400849.1	XP_026240876.1
OG0003056	XP_038400857.1, XP_038400858.1, XP_038400860.1, XP_038400859.1	XP_026240883.1
OG0003058	XP_038401725.1	XP_026261246.1, XP_026261244.1, XP_026261245.1
OG0003059	XP_038401980.1	XP_026251399.1
OG0003059	XP_038404626.1, XP_038404627.1, XP_038404625.1	XP_026251396.1
OG0003060	XP_038402024.1	XP_026268212.1
OG0003061	XP_038402292.1	XP_026235609.1, XP_026264225.1
OG0003062	XP_038402302.1	XP_026264174.1
OG0003063	XP_038402710.1	XP_026262426.1
OG0003064	XP_038402844.1	XP_026258052.1
OG0003065	XP_038402971.1, XP_038402972.1	XP_026264047.1
OG0003066	XP_038402998.1	XP_026264029.1, XP_026264028.1
OG0003067	XP_038403130.1, XP_038403132.1, XP_038403131.1	XP_026238230.1
OG0003068	XP_038403403.1	XP_026242719.1
OG0003069	XP_038403444.1	XP_026242917.1, XP_026242918.1, XP_026242916.1
OG0003070	XP_038403477.1	XP_026242641.1
OG0003071	XP_038403544.1	XP_026242535.1
OG0003072	XP_038403900.1	XP_026253789.1
OG0003073	XP_038404200.1	XP_026244723.1
OG0003074	XP_038404411.1	XP_026244664.1
OG0003075	XP_038404455.1, XP_038404456.1	XP_026244730.1
OG0003076	XP_038404470.1	XP_026249750.1
OG0003077	XP_038404504.1	XP_026249703.1
OG0003078	XP_038404586.1	XP_026251393.1
OG0003079	XP_038404670.1	XP_026251338.1
OG0003080	XP_038405717.1, XP_038405716.1	XP_026254100.1, XP_026254102.1, XP_026254101.1
OG0003081	XP_038406006.1	XP_026269355.1
OG0003082	XP_038406184.1, XP_038406183.1	XP_026250121.1, XP_026250118.1, XP_026250123.1, XP_026250122.1, XP_026250119.1
OG0003083	XP_038406224.1	XP_026250130.1
OG0003084	XP_038407135.1	XP_026266104.1, XP_026241551.1
OG0003085	XP_038407367.1	XP_026242984.1
OG0003086	XP_038407538.1	XP_026253962.1
OG0003087	XP_038408642.1	XP_026270859.1
OG0003088	XP_038408686.1	XP_026235310.1
OG0003089	XP_038409028.1	XP_026246939.1
OG0003090	XP_038409141.1	XP_026249099.1, XP_026249100.1
OG0003091	XP_038409304.1	XP_026271074.1
OG0003092	XP_038409744.1, XP_038409743.1, XP_038409742.1	XP_026239342.1
OG0003093	XP_038409835.1	XP_026239489.1, XP_026239487.1, XP_026239488.1, XP_026239484.1, XP_026239486.1, XP_026239485.1, XP_026239491.1, XP_026239482.1, XP_026239490.1
OG0003094	XP_038410031.1	XP_026239301.1, XP_026239299.1
OG0003095	XP_038410163.1, XP_038410164.1	XP_026250237.1
OG0003096	XP_038410203.1, XP_038410202.1, XP_038410204.1, XP_038410205.1	XP_026271070.1
OG0003097	XP_038410211.1	XP_026271071.1
OG0003098	XP_038428803.1, XP_038410557.1	XP_026235105.1
OG0003099	XP_038410654.1	XP_026266768.1
OG0003100	XP_038410955.1	XP_026236532.1
OG0003101	XP_038411268.1, XP_038411269.1	XP_026240311.1
OG0003102	XP_038411467.1	XP_026263538.1
OG0003103	XP_038411667.1, XP_038411669.1, XP_038411670.1, XP_038411666.1, XP_038411668.1	XP_026265627.1
OG0003104	XP_038411887.1	XP_026242427.1
OG0003105	XP_038412083.1	XP_026241906.1
OG0003106	XP_038412664.1, XP_038412661.1, XP_038412662.1, XP_038412665.1, XP_038412660.1, XP_038412667.1, XP_038412666.1, XP_038412663.1	XP_026255127.1
OG0003107	XP_038412722.1, XP_038412724.1, XP_038412721.1, XP_038412720.1, XP_038412725.1, XP_038412723.1	XP_026268842.1
OG0003108	XP_038412750.1	XP_026247330.1
OG0003109	XP_038413213.1	XP_026263051.1
OG0003110	XP_038413406.1	XP_026244498.1, XP_026244499.1, XP_026244497.1
OG0003111	XP_038413485.1	XP_026249271.1
OG0003112	XP_038413576.1, XP_038413578.1, XP_038413577.1	XP_026266170.1
OG0003113	XP_038413902.1, XP_038413900.1, XP_038413901.1	XP_026249264.1
OG0003114	XP_038414127.1	XP_026253595.1
OG0003115	XP_038414231.1	XP_026253488.1
OG0003116	XP_038415120.1	XP_026236801.1
OG0003117	XP_038415453.1, XP_038415452.1, XP_038415454.1	XP_026255257.1
OG0003118	XP_038415734.1	XP_026261962.1
OG0003119	XP_038415787.1	XP_026251613.1
OG0003120	XP_038416012.1	XP_026260480.1
OG0003121	XP_038416240.1	XP_026245292.1
OG0003122	XP_038416579.1	XP_026268628.1
OG0003123	XP_038416696.1	XP_026241805.1
OG0003124	XP_038416866.1	XP_026271036.1, XP_026254240.1
OG0003125	XP_038417203.1	XP_026261634.1
OG0003126	XP_038417300.1	XP_026269877.1, XP_026269876.1
OG0003127	XP_038417324.1, XP_038417321.1, XP_038417323.1, XP_038417322.1	XP_026269858.1, XP_026269859.1
OG0003128	XP_038417335.1	XP_026238512.1
OG0003130	XP_038435754.1, XP_038418460.1	XP_026239903.1
OG0003131	XP_038418531.1	XP_026259449.1
OG0003132	XP_038418582.1	XP_026266319.1
OG0003133	XP_038418730.1	XP_026240735.1
OG0003134	XP_038419159.1	XP_026262293.1
OG0003135	XP_038419679.1	XP_026252239.1, XP_026252240.1, XP_026252238.1
OG0003136	XP_038419888.1	XP_026252360.1
OG0003137	XP_038419939.1, XP_038419938.1	XP_026252363.1
OG0003138	XP_038420068.1	XP_026270246.1
OG0003139	XP_038420278.1, XP_038420279.1, XP_038420280.1	XP_026263358.1
OG0003140	XP_038420349.1	XP_026263405.1, XP_026263408.1, XP_026263407.1, XP_026263406.1, XP_026263409.1
OG0003141	XP_038425102.1, XP_038437709.1, XP_038443634.1, XP_038421092.1, XP_038434670.1	XP_026269807.1
OG0003142	XP_038421255.1	XP_026255567.1
OG0003143	XP_038421327.1	XP_026263899.1
OG0003144	XP_038421649.1, XP_038421651.1	XP_026238907.1
OG0003145	XP_038422282.1, XP_038422280.1, XP_038422279.1, XP_038422281.1	XP_026239644.1
OG0003146	XP_038422309.1	XP_026239773.1, XP_026239772.1, XP_026239774.1
OG0003147	XP_038422315.1, XP_038422316.1	XP_026239746.1, XP_026239745.1, XP_026239744.1
OG0003148	XP_038422419.1	XP_026239630.1, XP_026239629.1
OG0003149	XP_038422597.1	XP_026245867.1, XP_026245868.1, XP_026245866.1
OG0003150	XP_038422695.1	XP_026245886.1
OG0003151	XP_038423199.1	XP_026255384.1
OG0003152	XP_038423280.1	XP_026255481.1
OG0003153	XP_038423633.1	XP_026260017.1, XP_026260018.1, XP_026260016.1
OG0003154	XP_038423960.1	XP_026269740.1
OG0003155	XP_038424005.1	XP_026269760.1
OG0003156	XP_038424328.1	XP_026240476.1
OG0003157	XP_038424383.1	XP_026240516.1
OG0003158	XP_038424412.1, XP_038424410.1, XP_038424411.1	XP_026240486.1
OG0003159	XP_038424764.1	XP_026256781.1, XP_026256782.1
OG0003160	XP_038424832.1	XP_026270159.1
OG0003161	XP_038425158.1	XP_026270278.1
OG0003162	XP_038425217.1	XP_026268064.1
OG0003163	XP_038425387.1	XP_026249442.1
OG0003164	XP_038425825.1	XP_026255251.1
OG0003165	XP_038425957.1	XP_026255904.1
OG0003166	XP_038426082.1	XP_026237734.1
OG0003167	XP_038426687.1, XP_038426688.1	XP_026244321.1
OG0003168	XP_038426749.1, XP_038426750.1	XP_026239683.1
OG0003169	XP_038426774.1	XP_026239715.1, XP_026239675.1
OG0003170	XP_038426897.1, XP_038426895.1, XP_038426896.1	XP_026237919.1
OG0003171	XP_038427207.1, XP_038427208.1	XP_026248723.1
OG0003172	XP_038427816.1	XP_026257846.1, XP_026257847.1
OG0003173	XP_038427975.1	XP_026238951.1
OG0003174	XP_038429059.1	XP_026237703.1
OG0003175	XP_038430219.1	XP_026251842.1, XP_026251844.1
OG0003176	XP_038431062.1	XP_026259187.1
OG0003177	XP_038431082.1, XP_038431080.1, XP_038431081.1, XP_038431078.1, XP_038431079.1, XP_038431083.1	XP_026267856.1
OG0003178	XP_038431270.1	XP_026259212.1
OG0003180	XP_038431726.1	XP_026268324.1
OG0003181	XP_038432049.1	XP_026271064.1
OG0003182	XP_038432169.1	XP_026269660.1, XP_026269659.1
OG0003183	XP_038432392.1	XP_026263035.1
OG0003184	XP_038432498.1, XP_038432500.1, XP_038432501.1, XP_038432499.1	XP_026259084.1
OG0003185	XP_038432585.1, XP_038432586.1	XP_026259090.1, XP_026259089.1
OG0003186	XP_038432642.1, XP_038432641.1	XP_026235104.1
OG0003187	XP_038432707.1	XP_026266678.1
OG0003188	XP_038432740.1, XP_038432741.1, XP_038432744.1, XP_038432742.1	XP_026267891.1
OG0003189	XP_038432820.1	XP_026269952.1, XP_026269951.1
OG0003190	XP_038432983.1	XP_026248111.1
OG0003191	XP_038433077.1, XP_038433078.1, XP_038433080.1, XP_038433079.1, XP_038433076.1, XP_038433081.1, XP_038433075.1	XP_026266493.1
OG0003192	XP_038433381.1	XP_026256436.1, XP_026256438.1, XP_026256437.1, XP_026256439.1
OG0003193	XP_038433496.1, XP_038433495.1	XP_026262885.1, XP_026262886.1
OG0003194	XP_038433558.1	XP_026262808.1
OG0003195	XP_038433627.1	XP_026254532.1
OG0003196	XP_038433768.1	XP_026254580.1, XP_026254581.1, XP_026254579.1
OG0003197	XP_038434161.1	XP_026237763.1
OG0003198	XP_038434618.1	XP_026256902.1, XP_026256901.1
OG0003199	XP_038434671.1	XP_026236417.1
OG0003200	XP_038435102.1	XP_026266075.1
OG0003201	XP_038435303.1	XP_026246584.1
OG0003202	XP_038435309.1	XP_026246571.1
OG0003203	XP_038435695.1, XP_038435692.1, XP_038435696.1, XP_038435694.1, XP_038435693.1	XP_026240333.1
OG0003205	XP_038435813.1	XP_026243552.1, XP_026243551.1
OG0003206	XP_038435833.1, XP_038435834.1	XP_026247680.1
OG0003207	XP_038436357.1, XP_038436356.1	XP_026245826.1
OG0003208	XP_038436753.1	XP_026243617.1
OG0003209	XP_038436817.1	XP_026243518.1
OG0003210	XP_038436957.1	XP_026243597.1
OG0003211	XP_038437227.1	XP_026251927.1, XP_026251926.1, XP_026251925.1
OG0003212	XP_038438030.1	XP_026263241.1
OG0003213	XP_038438199.1	XP_026264780.1
OG0003214	XP_038438263.1	XP_026258928.1
OG0003216	XP_038438661.1	XP_026250459.1
OG0003217	XP_038438783.1	XP_026252038.1
OG0003218	XP_038438864.1, XP_038438865.1	XP_026250448.1, XP_026250441.1, XP_026250455.1
OG0003219	XP_038439076.1	XP_026250590.1
OG0003220	XP_038439333.1, XP_038439335.1, XP_038439334.1	XP_026238607.1
OG0003221	XP_038440178.1, XP_038440179.1	XP_026257959.1
OG0003222	XP_038440460.1	XP_026257234.1
OG0003223	XP_038440558.1	XP_026248859.1
OG0003224	XP_038440630.1	XP_026266925.1
OG0003225	XP_038440679.1	XP_026245368.1
OG0003226	XP_038441192.1, XP_038441189.1, XP_038441190.1, XP_038441191.1	XP_026255110.1, XP_026255111.1
OG0003227	XP_038441469.1	XP_026250360.1, XP_026250361.1
OG0003228	XP_038441953.1	XP_026243319.1
OG0003229	XP_038442086.1, XP_038442087.1, XP_038442088.1	XP_026243794.1, XP_026243793.1
OG0003230	XP_038442120.1, XP_038442123.1, XP_038442122.1, XP_038442121.1	XP_026243774.1
OG0003231	XP_038442306.1	XP_026263758.1
OG0003232	XP_038442582.1, XP_038442581.1, XP_038442583.1	XP_026268603.1
OG0003233	XP_038442865.1	XP_026252531.1, XP_026252526.1, XP_026252527.1, XP_026252530.1, XP_026252532.1, XP_026252529.1
OG0003234	XP_038443057.1, XP_038443060.1, XP_038443058.1, XP_038443059.1, XP_038443056.1	XP_026258400.1
OG0003235	XP_038443220.1, XP_038443219.1	XP_026269531.1
OG0003236	XP_038443305.1	XP_026262553.1
OG0003237	XP_038443385.1	XP_026237384.1
OG0003238	XP_038443451.1	XP_026263200.1, XP_026263199.1
OG0003239	XP_038444253.1	XP_026270949.1, XP_026270948.1
OG0003240	XP_038444278.1, XP_038444279.1	XP_026261383.1
OG0003242	XP_038444637.1	XP_026236868.1
OG0003247	NP_001003052.1	XP_026238904.1
OG0003248	NP_001003118.1	XP_026251630.1
OG0003249	NP_001003132.1	XP_026247254.1
OG0003250	NP_001003135.2	XP_026236478.1
OG0003251	NP_001003246.2	XP_026263178.1
OG0003252	NP_001003302.1	XP_026251636.1
OG0003253	NP_001003322.1	XP_026266756.1
OG0003254	NP_001005261.1	XP_026245853.1
OG0003255	NP_001005380.1	XP_026248554.1
OG0003256	XP_038409225.1	XP_026235880.1
OG0003257	NP_001019806.1	XP_026257734.1
OG0003258	NP_001020570.1	XP_026264771.1
OG0003259	NP_001028684.1	XP_026270842.1
OG0003260	NP_001041485.1	XP_026271250.1
OG0003261	NP_001041548.1	XP_026237520.1
OG0003262	NP_001041570.1	XP_026262277.1
OG0003263	NP_001295478.1, NP_001135729.1	XP_026257828.1, XP_026257829.1, XP_026257827.1
OG0003264	NP_001137602.1	XP_026254406.1
OG0003265	NP_001181892.1	XP_026249323.1
OG0003266	NP_001183951.1	XP_026260750.1
OG0003267	NP_001184013.1	XP_026254816.1
OG0003268	NP_001184066.1	XP_026259375.1
OG0003269	NP_001184094.1	XP_026262151.1
OG0003270	NP_001184095.1	XP_026262005.1
OG0003271	NP_001229648.1	XP_026265015.1
OG0003272	NP_001239096.1, XP_038419663.1	XP_026252259.1
OG0003273	NP_001239101.1	XP_026265057.1
OG0003274	NP_001239340.1	XP_026257395.1
OG0003275	NP_001243477.1	XP_026268277.1
OG0003276	NP_001271415.1	XP_026268125.1
OG0003277	NP_001271420.1	XP_026257394.1
OG0003278	NP_001273887.1	XP_026255721.1
OG0003279	NP_001278901.1	XP_026247286.1
OG0003280	NP_001300730.1	XP_026253903.1, XP_026253902.1
OG0003281	NP_001300793.1	XP_026247935.1
OG0003282	NP_001375460.1, NP_001375459.1	XP_026235259.1
