Orthogroup	Canis_lupus_familiaris	Loxodonta_africana
OG0001661	NP_001240670.1	XP_003414783.1
OG0001662	NP_001257815.1, NP_001257814.1	NP_001267813.1
OG0001664	NP_001375492.1	XP_003420613.1, XP_003420628.1
OG0001665	NP_001375852.1	XP_010600877.1
OG0001666	XP_038419183.1	XP_003422926.1, XP_023397993.1, XP_010600609.2
OG0001666	NP_001375858.1	XP_023398479.1, XP_003423416.3, XP_003423204.2, XP_003423418.2, XP_023398040.1, XP_003423686.3
OG0001667	XP_038381508.1, XP_038417920.1, XP_038417921.1, XP_038417922.1	XP_010599621.2
OG0001669	XP_038382247.1	XP_023404346.1, XP_023404280.1, XP_003404330.1, XP_023404304.1
OG0001670	XP_038422584.1, XP_038422585.1	XP_003409741.1
OG0001671	XP_038383375.1	XP_003406283.1, XP_023399474.1
OG0001672	XP_038383452.1, XP_038383454.1, XP_038383453.1	XP_023399429.1
OG0001673	XP_038383858.1	XP_010584856.1
OG0001673	XP_038443248.1	XP_010596018.1
OG0001674	XP_038384357.1, XP_038409973.1, XP_038409974.1	XP_023401580.1, XP_003403966.1
OG0001675	XP_038384634.1, XP_038384633.1, XP_038384631.1, XP_038384632.1	XP_003406273.1
OG0001676	XP_038384704.1	XP_023398282.1
OG0001677	XP_038384861.1, XP_038384859.1, XP_038384860.1	XP_003420820.1
OG0001678	XP_038387183.1	XP_003415329.1
OG0001679	XP_038388246.1, XP_038388245.1	XP_023395101.1, XP_023403045.1, XP_003404772.1
OG0001680	XP_038437700.1, XP_038389654.1, XP_038389615.1, XP_038407995.1	XP_010591967.2
OG0001681	XP_038389631.1	XP_003411435.1
OG0001682	XP_038390815.1	XP_010590522.1
OG0001683	XP_038390866.1	XP_010590405.1, XP_010590412.1, XP_003404671.1
OG0001684	XP_038391631.1	XP_003417468.1
OG0001685	XP_038391640.1	XP_010595445.1, XP_010595444.1, XP_003417470.2
OG0001686	XP_038427635.1, XP_038391925.1, XP_038409332.1	XP_003418217.1
OG0001687	XP_038393088.1	XP_023405418.1, XP_023405255.1
OG0001688	XP_038393412.1, XP_038393411.1, XP_038393413.1	XP_023405336.1
OG0001689	XP_038432724.1	XP_003405651.1
OG0001690	XP_038393860.1	XP_023407840.1, XP_023407841.1
OG0001691	XP_038394616.1	XP_023412264.1
OG0001692	XP_038394621.1	XP_010595024.1
OG0001693	XP_038394853.1	XP_010594721.1
OG0001694	XP_038394875.1	XP_003409427.1
OG0001695	XP_038394903.1	XP_003416586.1
OG0001695	XP_038404056.1	XP_023409243.1
OG0001696	XP_038395015.1	XP_010594633.1
OG0001697	XP_038395069.1	XP_010594643.1
OG0001698	XP_038395141.1	XP_003416617.2
OG0001699	XP_038395422.1, XP_038395421.1	XP_023411722.1
OG0001700	XP_038395506.1	XP_023411710.1
OG0001701	XP_038395577.1	XP_023411680.1
OG0001702	XP_038443396.1	XP_003420410.1
OG0001702	XP_038396261.1	XP_003417765.1
OG0001703	XP_038402591.1	XP_023412687.1
OG0001703	XP_038396666.1	XP_023413066.1
OG0001704	XP_038397479.1	XP_003411261.1
OG0001705	XP_038397740.1, XP_038399433.1	XP_010585070.1
OG0001706	XP_038421713.1	XP_003409825.2
OG0001706	XP_038397814.1	XP_003410273.1
OG0001707	XP_038397948.1, XP_038397954.1	XP_010588577.1
OG0001708	XP_038398546.1	XP_023410042.1
OG0001709	XP_038399210.1, XP_038399208.1, XP_038399209.1	XP_010593058.1
OG0001710	XP_038399315.1, XP_038399314.1, XP_038399312.1, XP_038399313.1	XP_003406781.2
OG0001711	XP_038399427.1	XP_003406374.1
OG0001712	XP_038400702.1	XP_010586950.1
OG0001713	XP_038401848.1	XP_010587178.1
OG0001714	XP_038402234.1	XP_010595181.1
OG0001714	XP_038402235.1	XP_010595182.1
OG0001715	XP_038402345.1, XP_038402344.1, XP_038402343.1, XP_038402346.1	XP_010595213.1
OG0001716	XP_038402563.1	XP_023412502.1
OG0001717	XP_038402647.1	XP_010595287.1
OG0001718	XP_038403013.1, XP_038403007.1, XP_038403008.1, XP_038403012.1, XP_038403010.1, XP_038403009.1, XP_038403011.1	XP_023409523.1
OG0001719	XP_038403040.1	XP_010592930.1
OG0001720	XP_038404039.1	XP_003414592.1
OG0001721	XP_038404508.1	XP_023397659.1
OG0001721	XP_038423015.1	XP_023408094.1
OG0001722	XP_038406250.1, XP_038406248.1, XP_038406245.1, XP_038406249.1, XP_038406244.1	XP_003419772.1
OG0001723	XP_038406708.1, XP_038406710.1	XP_023394942.1
OG0001724	XP_038406790.1	XP_003413667.1
OG0001725	XP_038406800.1	XP_010591881.1
OG0001727	XP_038407279.1, XP_038407271.1, XP_038407272.1, XP_038407275.1, XP_038407273.1, XP_038407274.1, XP_038407276.1, XP_038407278.1, XP_038407277.1	XP_023412934.1
OG0001728	XP_038440084.1, XP_038440085.1, XP_038407590.1	XP_010595876.1
OG0001729	XP_038408073.1	XP_023403984.1, XP_003405067.1
OG0001730	XP_038409479.1	XP_023397114.1
OG0001730	XP_038409474.1	XP_023397112.1
OG0001731	XP_038410244.1, XP_038410243.1	XP_003404481.2
OG0001732	XP_038410760.1, XP_038410764.1, XP_038410762.1, XP_038410759.1, XP_038410763.1	XP_003404367.1
OG0001733	XP_038410967.1, XP_038410966.1, XP_038410965.1, XP_038410968.1	XP_023396818.1, XP_003422029.1
OG0001735	XP_038428357.1	XP_003411776.1
OG0001735	XP_038411080.1	XP_010586726.1
OG0001736	XP_038411627.1	XP_003422446.1
OG0001737	XP_038411686.1, XP_038411685.1	XP_010600006.1, XP_010600005.1
OG0001738	XP_038443662.1	XP_003412766.1
OG0001738	XP_038412056.1	XP_003415930.1
OG0001739	XP_038412094.1, XP_038412095.1	XP_023410850.1
OG0001740	XP_038412893.1	XP_010585538.1, XP_010585536.1, XP_023400151.1, XP_010585540.1, XP_010585539.1
OG0001741	XP_038413184.1	XP_023400077.1
OG0001742	XP_038413416.1	XP_010585690.1
OG0001744	XP_038414331.1	XP_003421626.2
OG0001745	XP_038435274.1, XP_038425593.1	XP_010597832.1
OG0001746	XP_038415280.1	XP_023398540.1
OG0001746	XP_038415263.1	XP_003422872.3
OG0001747	XP_038415504.1	XP_023414382.1
OG0001748	XP_038416383.1	XP_003415876.2
OG0001749	XP_038416750.1, XP_038416746.1, XP_038416747.1, XP_038416748.1	XP_023406203.1
OG0001750	XP_038416808.1, XP_038416804.1, XP_038416807.1, XP_038416806.1, XP_038416805.1, XP_038416809.1	XP_003411865.1
OG0001751	XP_038417249.1	XP_010594179.1
OG0001752	XP_038418145.1	XP_023403099.1
OG0001753	XP_038418614.1	XP_003407058.1
OG0001754	XP_038418904.1	XP_010590418.1
OG0001755	XP_038418926.1	XP_010590422.1
OG0001756	XP_038419004.1, XP_038419006.1, XP_038419005.1	XP_010590450.1, XP_003412343.1, XP_010590449.1, XP_023406520.1, XP_010590448.1
OG0001758	XP_038419430.1	XP_003412314.1
OG0001760	XP_038419514.1	XP_023397331.1, XP_010599978.1, XP_010599976.1, XP_010599977.1, XP_023397330.1, XP_023397329.1
OG0001761	XP_038419536.1, XP_038419538.1, XP_038419535.1	XP_023397591.1
OG0001762	XP_038421900.1, XP_038421898.1, XP_038421897.1, XP_038421899.1	XP_010588005.1
OG0001763	XP_038422583.1, XP_038422581.1, XP_038422582.1	XP_003409953.3
OG0001764	XP_038423416.1	XP_003421362.1, XP_023396268.1
OG0001765	XP_038423838.1, XP_038423835.1, XP_038423839.1, XP_038423837.1, XP_038423836.1, XP_038423834.1	XP_023397031.1
OG0001766	XP_038443282.1, XP_038443283.1, XP_038424067.1	XP_023413611.1, XP_010596015.2
OG0001767	XP_038426854.1	XP_003420019.1
OG0001768	XP_038424647.1	XP_023394748.1, XP_003420099.1, XP_023394749.1
OG0001769	XP_038425546.1	XP_010590893.1
OG0001771	XP_038426829.1	XP_010597813.1
OG0001772	XP_038427058.1, XP_038427063.1, XP_038427061.1, XP_038427064.1, XP_038427059.1, XP_038427062.1, XP_038427060.1	XP_003416265.1
OG0001773	XP_038427680.1	XP_023405838.1
OG0001774	XP_038427966.1	XP_003411711.1
OG0001776	XP_038428414.1, XP_038428413.1, XP_038428412.1	XP_010590161.1
OG0001777	XP_038428828.1	XP_023396608.1
OG0001778	XP_038430411.1	XP_003412625.2
OG0001779	XP_038430728.1	XP_010598108.1
OG0001780	XP_038431018.1	XP_010598181.1
OG0001781	XP_038431095.1, XP_038431094.1	XP_003419335.1
OG0001782	XP_038431365.1	XP_003419296.1
OG0001783	XP_038432659.1	XP_003410726.1
OG0001784	XP_038432674.1	XP_023404493.1
OG0001785	XP_038432833.1	XP_023410418.1
OG0001786	XP_038432939.1, XP_038432938.1, XP_038432936.1, XP_038432940.1, XP_038432937.1, XP_038432935.1, XP_038432941.1	XP_003405402.1
OG0001787	XP_038433161.1	XP_003405760.1
OG0001788	XP_038433606.1, XP_038433607.1, XP_038433605.1	XP_023412120.1, XP_003405495.1
OG0001789	XP_038434566.1, XP_038434567.1, XP_038434568.1, XP_038434565.1	XP_003409200.1
OG0001790	XP_038434706.1, XP_038434710.1, XP_038434709.1, XP_038434707.1	XP_023402974.1
OG0001791	XP_038434940.1	XP_003419718.1, XP_023415567.1, XP_023415568.1
OG0001792	XP_038436170.1	XP_023414536.1
OG0001793	XP_038436238.1, XP_038436237.1, XP_038436239.1, XP_038436236.1	XP_003420200.1
OG0001794	XP_038436501.1, XP_038436502.1, XP_038436504.1, XP_038436503.1	XP_010596318.1, XP_023414069.1, XP_010596319.1, XP_010596316.1, XP_003418382.1
OG0001796	XP_038437184.1	XP_003410376.1
OG0001797	XP_038437328.1, XP_038437326.1, XP_038437325.1, XP_038437327.1	XP_003410348.1
OG0001798	XP_038439061.1, XP_038439060.1, XP_038439059.1	XP_023407444.1, XP_003412995.1
OG0001799	XP_038439723.1, XP_038439722.1, XP_038439724.1	XP_003416306.2
OG0001800	XP_038441929.1, XP_038441933.1, XP_038441932.1, XP_038441931.1, XP_038441936.1, XP_038441930.1, XP_038441928.1, XP_038441934.1, XP_038441935.1, XP_038441927.1	XP_003410299.1
OG0001801	XP_038442283.1, XP_038442282.1, XP_038442281.1	XP_010593174.1, XP_010593179.1, XP_003415231.1, XP_010593175.1, XP_010593178.1, XP_023409931.1, XP_023409932.1, XP_023409933.1
OG0001802	XP_038442307.1	XP_010593166.1
OG0001803	XP_038443518.1	XP_003412796.1
OG0001804	XP_038443967.1, XP_038443904.1	XP_023409692.1, XP_023409691.1
OG0001805	XP_038444396.1, XP_038444397.1, XP_038444398.1	XP_003420212.1
OG0001806	XP_038444487.1	XP_023396165.1
OG0001815	XP_038396926.1, XP_038445421.1, NP_001003028.1	XP_023403232.1
OG0001815	XP_038409301.1	XP_003403969.2
OG0001816	NP_001003128.1, XP_038401023.1	XP_003404709.1
OG0001817	NP_001003243.1	XP_003406008.1
OG0001818	XP_038406589.1	XP_003419828.1
OG0001818	NP_001003274.1	XP_023411724.1
OG0001819	NP_001010957.1	XP_003409760.1, XP_010588200.1, XP_010588199.1
OG0001820	NP_001013441.1	XP_023405811.1, XP_010589845.1, XP_010589844.1
OG0001821	NP_001120970.1	XP_010591241.1
OG0001822	NP_001131124.1	XP_010588212.1
OG0001823	NP_001138542.1	XP_023399694.1
OG0001824	NP_001157169.1	XP_003410351.2
OG0001825	XP_038388958.1	XP_003413902.2
OG0001825	NP_001191267.1	XP_003404534.1
OG0001827	NP_001268859.1	XP_023395352.1, NP_001268807.1
OG0001828	XP_038414901.1, NP_001273868.1	XP_010598290.1
OG0001829	XP_038432093.1, NP_001300762.1	XP_010594792.2
OG0001830	NP_001300796.1	XP_003412337.1
OG0001832	XP_038413462.1	XP_003422199.2, XP_003422191.2
OG0001832	NP_001375473.1	XP_010592953.1, XP_023397051.1, XP_023397052.1
OG0001833	NP_001375512.1	XP_023396333.1, XP_003421395.1
OG0001834	XP_038419124.1	XP_003421439.1
OG0001834	NP_001375521.1	XP_010599226.1
OG0001835	NP_001375536.1	XP_003423161.1
OG0001835	NP_001375867.1, NP_001376138.1	XP_023398014.1, XP_003423422.1, XP_003423421.1
OG0001836	NP_001375646.1, NP_001375930.1, XP_038424788.1	XP_010600794.1, XP_023398279.1, XP_003423455.3, XP_003423441.3
OG0001837	NP_001375851.1	XP_003423787.1, XP_003423592.1
OG0001840	XP_038381699.1, XP_038381697.1, XP_038381696.1	XP_003406292.1
OG0001841	XP_038382233.1	XP_023405540.1
OG0001842	XP_038383926.1	XP_023399821.1, XP_023399841.1, XP_023399102.1
OG0001843	XP_038384306.1, XP_038384305.1, XP_038384308.1, XP_038384307.1, XP_038384309.1	XP_003423766.3
OG0001845	XP_038385847.1, XP_038385844.1, XP_038385849.1, XP_038385846.1, XP_038385845.1, XP_038385848.1	XP_023404581.1
OG0001846	XP_038385888.1	XP_010588998.1
OG0001846	XP_038403381.1	XP_023409406.1
OG0001847	XP_038386869.1	XP_003416329.1
OG0001848	XP_038386995.1	XP_023411315.1
OG0001849	XP_038387353.1, XP_038387354.1	XP_023410092.1
OG0001850	XP_038387464.1	XP_003415449.1
OG0001851	XP_038396577.1, XP_038387977.1	XP_010595678.1
OG0001852	XP_038388386.1	XP_003408163.1, XP_010586547.1
OG0001853	XP_038388518.1, XP_038442468.1, XP_038413589.1	XP_010593580.1
OG0001854	XP_038389717.1	XP_010596585.2
OG0001855	XP_038389788.1	XP_003410949.1
OG0001856	XP_038390143.1, XP_038390145.1, XP_038390147.1, XP_038390146.1, XP_038390144.1	XP_023402802.1
OG0001857	XP_038390408.1	XP_003418635.1
OG0001858	XP_038390725.1	XP_003404926.1
OG0001859	XP_038390939.1, XP_038390941.1, XP_038390935.1, XP_038390943.1, XP_038390940.1, XP_038390934.1, XP_038390942.1, XP_038390937.1, XP_038390936.1	XP_010590242.1
OG0001860	XP_038390980.1	XP_023408461.1
OG0001861	XP_038391436.1	XP_003418303.1
OG0001861	XP_038442440.1	XP_003420424.1
OG0001862	XP_038392522.1	XP_003416926.1
OG0001863	XP_038392870.1	XP_003420632.1
OG0001863	XP_038392874.1	XP_003420633.1
OG0001864	XP_038393406.1	XP_003411115.1
OG0001865	XP_038393567.1	XP_003413261.1, XP_023407920.1, XP_023407921.1
OG0001866	XP_038393621.1, XP_038428983.1, XP_038393624.1, XP_038393622.1, XP_038393623.1, XP_038393625.1	XP_003413555.1
OG0001867	XP_038394717.1	XP_010595001.1, XP_003417129.1
OG0001868	XP_038395076.1	XP_010594541.1
OG0001868	XP_038430895.1	XP_023395026.1
OG0001869	XP_038395079.1	XP_023411600.1
OG0001870	XP_038402260.1	XP_023412470.1
OG0001870	XP_038395483.1	XP_003416558.1
OG0001871	XP_038395766.1, XP_038395767.1, XP_038395761.1, XP_038395762.1, XP_038395764.1, XP_038395765.1, XP_038395763.1	XP_003418898.1, XP_023414696.1, XP_023414695.1
OG0001872	XP_038395924.1	XP_010596771.1
OG0001873	XP_038396133.1, XP_038396134.1	XP_003418849.1, XP_010596726.1, XP_023414573.1
OG0001874	XP_038397510.1	XP_023405211.1
OG0001874	XP_038397508.1	XP_023405213.1, XP_010589464.1
OG0001875	XP_038397549.1	XP_010589476.1
OG0001876	XP_038397641.1, XP_038444322.1, XP_038444310.1	XP_023395216.1
OG0001877	XP_038425304.1, XP_038417429.1, XP_038397647.1, XP_038443606.1	XP_023407211.1
OG0001878	XP_038425154.1	XP_010590606.1
OG0001878	XP_038397663.1	XP_023403966.1
OG0001879	XP_038401840.1	XP_003408926.1
OG0001879	XP_038398676.1	XP_010589358.2
OG0001880	XP_038399164.1	XP_023409769.1
OG0001881	XP_038399596.1, XP_038399597.1, XP_038399595.1, XP_038399598.1	XP_003406408.1
OG0001883	XP_038400177.1	XP_023395826.1
OG0001884	XP_038400130.1, XP_038400131.1, XP_038438735.1	XP_003420993.1
OG0001885	XP_038400596.1	XP_003408620.2
OG0001886	XP_038401230.1	XP_023402140.1
OG0001887	XP_038401351.1	XP_023402193.1
OG0001888	XP_038402156.1	XP_003417364.1
OG0001889	XP_038403458.1, XP_038403457.1	XP_023409393.1
OG0001890	XP_038404545.1	XP_023397638.1
OG0001891	XP_038409192.1	XP_023400743.1
OG0001891	XP_038404742.1	XP_023397956.1
OG0001892	XP_038405018.1	XP_003407684.1
OG0001893	XP_038405182.1	XP_023400655.1
OG0001894	XP_038405563.1	XP_023413250.1
OG0001895	XP_038405909.1	XP_023414556.1
OG0001896	XP_038406352.1	XP_003419788.1, XP_010597607.1
OG0001897	XP_038406523.1, XP_038406520.1, XP_038406521.1, XP_038406522.1	XP_010597629.1
OG0001898	XP_038406677.1, XP_038406675.1, XP_038406676.1	XP_023395001.1, XP_023394997.1
OG0001899	XP_038406707.1, XP_038406706.1, XP_038406705.1	XP_023394953.1
OG0001900	XP_038406778.1	XP_023408410.1
OG0001901	XP_038406972.1, XP_038406973.1, XP_038406975.1, XP_038406974.1	XP_003413763.1
OG0001902	XP_038407745.1, XP_038407746.1	XP_003404739.1, XP_023407694.1, XP_023407696.1
OG0001903	XP_038408113.1	XP_010589006.1
OG0001904	XP_038408506.1, XP_038408503.1, XP_038408505.1, XP_038408504.1	XP_010586188.1
OG0001905	XP_038408796.1	XP_003407899.1
OG0001906	XP_038409093.1, XP_038409096.1, XP_038409097.1, XP_038409095.1	XP_023400804.1, XP_010586022.1
OG0001907	XP_038409278.1	XP_003404421.1
OG0001908	XP_038409958.1, XP_038409959.1	XP_003403968.1, XP_023401605.1, XP_023401595.1
OG0001909	XP_038410686.1, XP_038410687.1, XP_038410688.1	XP_023403052.1
OG0001910	XP_038410695.1	XP_003404380.1
OG0001911	XP_038411129.1, XP_038411130.1	XP_023401685.1, XP_010586732.1, XP_003408465.1
OG0001912	XP_038411623.1, XP_038411622.1	XP_010600018.1
OG0001913	XP_038411643.1, XP_038411642.1	XP_003422467.1
OG0001915	XP_038412269.1	XP_023401449.1
OG0001916	XP_038414517.1	XP_003405289.1
OG0001917	XP_038429230.1	XP_010587663.1
OG0001917	XP_038414930.1	XP_010595508.1
OG0001918	XP_038420945.1	XP_010584656.1
OG0001919	XP_038419985.1	XP_003419656.1
OG0001919	XP_038417128.1	XP_003416106.1
OG0001920	XP_038417146.1, XP_038417145.1, XP_038417148.1, XP_038417147.1	XP_003416110.1, XP_023411015.1
OG0001921	XP_038417514.1	XP_023395155.1
OG0001922	XP_038418164.1	XP_023403082.1
OG0001923	XP_038418388.1	XP_003421425.1
OG0001924	XP_038418528.1, XP_038418524.1, XP_038418527.1, XP_038418529.1, XP_038418523.1, XP_038418525.1, XP_038418522.1, XP_038418526.1	XP_003407181.1
OG0001925	XP_038421679.1	XP_010588471.1
OG0001926	XP_038419091.1, XP_038419092.1	XP_003412353.1, XP_023406534.1, XP_023406533.1, XP_010590469.1
OG0001927	XP_038420169.1, XP_038420165.1, XP_038420167.1, XP_038420166.1, XP_038420168.1, XP_038420171.1, XP_038420170.1	XP_010597409.1, XP_023415445.1, XP_023415444.1
OG0001928	XP_038420313.1	XP_023415457.1
OG0001929	XP_038420655.1, XP_038420653.1, XP_038420654.1, XP_038420657.1, XP_038420656.1, XP_038420658.1	XP_003410477.1, XP_023404415.1
OG0001930	XP_038420903.1, XP_038420902.1, XP_038420904.1	XP_003416720.2
OG0001931	XP_038421514.1	XP_003409793.1
OG0001932	XP_038421966.1	XP_023403867.1
OG0001933	XP_038422100.1	XP_023403397.1
OG0001934	XP_038422228.1, XP_038422227.1, XP_038422229.1, XP_038422230.1, XP_038422231.1	XP_003410125.1, XP_023403419.1
OG0001935	XP_038428917.1, XP_038422634.1, XP_038422636.1, XP_038422638.1, XP_038422637.1, XP_038422635.1	XP_023399899.1
OG0001937	XP_038423389.1, XP_038423392.1, XP_038423391.1, XP_038423390.1, XP_038423388.1	XP_003421324.1
OG0001938	XP_038423477.1, XP_038423478.1, XP_038423476.1, XP_038423472.1, XP_038423474.1, XP_038423473.1	XP_023396483.1
OG0001939	XP_038423930.1	XP_003422605.2
OG0001940	XP_038424087.1	XP_003421495.1
OG0001941	XP_038424293.1	XP_023414302.1
OG0001942	XP_038424698.1	XP_010597919.1
OG0001943	XP_038425170.1, XP_038425171.1, XP_038425172.1	XP_003412019.1
OG0001944	XP_038425524.1	XP_023407041.1
OG0001945	XP_038427338.1	XP_003411692.2
OG0001946	XP_038427515.1, XP_038427516.1, XP_038427514.1, XP_038427517.1	XP_023405773.1
OG0001947	XP_038427561.1	XP_003411576.1
OG0001948	XP_038427610.1	XP_010589843.1
OG0001949	XP_038427637.1, XP_038427638.1, XP_038427636.1	XP_010589852.1, XP_023405818.1
OG0001950	XP_038428411.1	XP_003411632.2
OG0001951	XP_038428761.1	XP_010599442.2
OG0001952	XP_038428819.1	XP_023396573.1
OG0001953	XP_038429404.1, XP_038429405.1, XP_038429407.1, XP_038429408.1	XP_003414081.2
OG0001954	XP_038435075.1	XP_023415595.1
OG0001954	XP_038429694.1	XP_023406759.1
OG0001955	XP_038429778.1, XP_038429780.1, XP_038429781.1, XP_038429783.1, XP_038429782.1, XP_038429784.1, XP_038429779.1	XP_023406788.1
OG0001956	XP_038429843.1, XP_038429841.1, XP_038429840.1, XP_038429842.1	XP_003412537.1
OG0001957	XP_038430755.1	XP_010598120.1, XP_003420374.2
OG0001958	XP_038431974.1	XP_003409299.1
OG0001960	XP_038432752.1	XP_003405703.1, XP_023410181.1, XP_023410174.1
OG0001962	XP_038433014.1	XP_023410612.1
OG0001963	XP_038433139.1	XP_023411006.1
OG0001964	XP_038433338.1, XP_038433339.1, XP_038433337.1	XP_010594297.1
OG0001965	XP_038433453.1	XP_023411682.1
OG0001966	XP_038433771.1	XP_003405113.1
OG0001967	XP_038433881.1	XP_023402981.1
OG0001967	XP_038433879.1	XP_023402627.1
OG0001968	XP_038433941.1	XP_003408979.1
OG0001969	XP_038434817.1	XP_010587271.1
OG0001970	XP_038434905.1	XP_023415562.1, XP_023396671.1
OG0001971	XP_038435110.1	XP_010597569.1
OG0001971	XP_038437672.1	XP_010592476.2
OG0001972	XP_038436315.1	XP_003420165.1
OG0001973	XP_038436926.1, XP_038436929.1, XP_038436927.1, XP_038436928.1	XP_003413870.1
OG0001974	XP_038436952.1	XP_003413873.1
OG0001975	XP_038437218.1	XP_003410366.1
OG0001976	XP_038437820.1	XP_010588811.1
OG0001977	XP_038437950.1	XP_010588776.1
OG0001978	XP_038438636.1	XP_023414848.1
OG0001979	XP_038439749.1	XP_023411291.1
OG0001980	XP_038439838.1	XP_010594327.1
OG0001981	XP_038439959.1	XP_010595849.1
OG0001982	XP_038440396.1	XP_023396653.1
OG0001983	XP_038440879.1, XP_038440880.1	XP_003406020.1, XP_003406248.2
OG0001984	XP_038441752.1	XP_003406097.1
OG0001985	XP_038441980.1	XP_003410311.1
OG0001986	XP_038442193.1, XP_038442197.1	XP_010593346.1
OG0001988	XP_038442777.1	XP_003416089.1
OG0001989	XP_038442962.1	XP_010594049.1
OG0001990	XP_038443549.1	XP_003412786.1
OG0001991	XP_038443804.1	XP_023396946.1
OG0001992	XP_038444132.1, XP_038444133.1, XP_038444134.1	XP_003414821.1
OG0001993	XP_038444166.1	XP_023409617.1
OG0001994	XP_038444690.1, XP_038444691.1, XP_038444692.1	XP_010599412.1
OG0002001	NP_001003103.1	XP_023414401.1
OG0002002	NP_001003226.1	XP_003408134.1, XP_010586501.1, XP_010586504.1
OG0002003	NP_001003263.1	XP_010597766.1
OG0002004	NP_001003300.2	XP_023402900.1
OG0002005	NP_001003313.1	XP_010592105.1
OG0002005	NP_001003312.1	XP_003406327.1
OG0002006	NP_001003351.1	XP_010589263.1
OG0002008	XP_038426108.1, NP_001019807.1, XP_038395375.1	XP_003406869.1
OG0002009	NP_001041574.1	XP_023411409.1
OG0002010	XP_038443384.1, XP_038390029.1, XP_038413255.1, NP_001239156.1	XP_003408394.2
OG0002011	NP_001271421.1	XP_023401673.1
OG0002012	NP_001274059.1	XP_003417202.2
OG0002013	NP_001300703.1	XP_023404470.1
