Orthogroup	Sus_scrofa	Microcebus_murinus
OG0000875	XP_001926982.1, XP_020955063.1, XP_020955064.1, XP_013833757.1	XP_012636622.1, XP_012636623.1, XP_012636624.1
OG0000876	XP_005656526.1, XP_013844693.1, XP_003128776.3	XP_012602548.2
OG0000878	XP_020922079.1, XP_020922078.1, XP_020922083.1, XP_020922080.1	XP_012644863.1
OG0000878	XP_020922082.1	XP_012644864.1
OG0000879	XP_020924232.1, XP_020924237.1, XP_013849310.1, XP_003122211.3, XP_005660481.1, XP_020924235.1, XP_020924228.1, XP_020924229.1	XP_012627312.1, XP_012627311.1
OG0000880	XP_003121417.1	XP_012608526.1
OG0000881	NP_001153551.1, XP_005667633.1	XP_012635049.1, XP_012635048.1
OG0000882	XP_020958083.1	XP_012612561.1
OG0000883	NP_001090930.1, XP_005664315.1	XP_012630715.1
OG0000884	XP_003126725.4	XP_012628109.1, XP_012628108.1
OG0000884	XP_005674032.1	XP_012631074.1, XP_020140818.1
OG0000885	XP_013843546.1, XP_005655454.1, XP_003355249.1, XP_005655453.1, XP_003355248.1	XP_012597431.1, XP_012622918.1, XP_012622917.1, XP_012612324.1, XP_012622915.1
OG0000886	XP_003122628.1	XP_012633377.1
OG0000887	XP_005669848.1	XP_012640700.1, XP_012640699.1, XP_012640702.1, XP_012640703.1, XP_012640704.1, XP_012640701.1
OG0000888	XP_020939840.1, XP_020939838.1, XP_020939837.1	XP_020139448.1
OG0000889	XP_020938972.1	XP_012599701.1
OG0000890	XP_003129630.2	XP_012600298.1, XP_012600297.1, XP_012600345.2, XP_012600347.2
OG0000891	NP_999295.2	XP_012592748.1, XP_012592749.1, XP_012592751.1, XP_012592750.1, XP_012592752.1, XP_012592747.1
OG0000892	XP_003131117.2	XP_012607313.1
OG0000893	XP_005673628.1	XP_012609543.2, XP_012609542.2
OG0000893	XP_001929372.1, XP_013838525.1, XP_005670906.1, XP_020928612.1, XP_003359201.1	XP_012619403.1
OG0000894	XP_013843878.2	XP_012642493.1
OG0000895	XP_020925963.1, XP_020925962.1	XP_012635993.1, XP_020142821.1, XP_020142825.1, XP_012635992.1, XP_020142820.1, XP_012635994.1
OG0000896	XP_020946472.1	XP_012607827.1, XP_012607832.1
OG0000897	XP_003360303.2, XP_020936274.1, XP_013841503.1, XP_003484147.1	XP_012592126.1
OG0000898	XP_020935625.1, XP_005674088.1, XP_005674087.1, XP_020935627.1, XP_020935626.1	XP_012608036.1
OG0000901	XP_020919421.1	XP_012591053.1, XP_012592159.1
OG0000902	XP_020920335.1, XP_003482852.1, XP_003130720.2	XP_012625572.1, XP_012625571.1, XP_012625567.1, XP_012625569.1, XP_012625570.1
OG0000904	XP_013843801.1, NP_001106758.1	XP_012640948.2
OG0000905	XP_020949658.1, XP_020949660.1	XP_012598028.1
OG0000905	XP_020949663.1	XP_012598030.1
OG0000906	XP_005658026.2, XP_020947422.1, XP_001927161.3, XP_001926105.3, XP_020947424.1, XP_020937771.1, XP_020937773.1	XP_012609809.1
OG0000908	NP_999374.1, XP_020936917.1	XP_012646012.1, XP_012646013.1, XP_020139529.1
OG0000909	XP_020920821.1, NP_001012631.1	XP_012601999.1, XP_012602000.1, XP_012602001.1, XP_020146043.1, XP_012602002.1, XP_012602004.1
OG0000910	XP_013838012.2	XP_012636343.1
OG0000911	XP_005658278.3	XP_020140639.1, XP_012622877.2, XP_020140640.1
OG0000913	XP_003124192.2	XP_012602103.1
OG0000914	XP_020952967.1	XP_012631039.1, XP_012643516.1
OG0000914	XP_020921847.1, NP_999084.2	XP_012630989.1
OG0000915	XP_020929150.1	XP_012633163.1, XP_020136258.1
OG0000916	XP_020942078.1	XP_012615065.1
OG0000917	XP_013839807.1, NP_001231793.1	XP_012632256.1
OG0000917	XP_020935718.1	XP_012637274.1
OG0000920	XP_003124105.1	XP_012604557.1
OG0000920	NP_001230839.1, XP_013835922.1	XP_012613998.1
OG0000921	XP_020949565.1, XP_020949566.1	XP_012606885.1
OG0000922	XP_003360284.1	XP_012640176.1
OG0000923	NP_001070685.1	XP_012636508.1
OG0000923	NP_001070684.1	XP_012606052.1
OG0000924	XP_003482658.1	XP_012625962.2
OG0000924	NP_998958.1	XP_020137185.1
OG0000925	XP_020940157.1, XP_020940156.1, XP_005661579.1, XP_005661578.1, XP_013850404.1, XP_005661580.1	XP_012622265.1, XP_012622260.1, XP_012622258.1, XP_012622256.1, XP_012622264.1, XP_012622262.1, XP_012622263.1, XP_012622257.1, XP_012622261.1, XP_012622259.1
OG0000926	XP_003121696.1	XP_012615734.1, XP_012615736.1, XP_012615735.1, XP_012615732.1, XP_012615733.1
OG0000927	XP_020955032.1, XP_001926800.5, XP_020955034.1, XP_020955033.1	XP_020144661.1, XP_020144662.1, XP_020144660.1, XP_020144663.1
OG0000928	XP_003358655.1	XP_012638301.1
OG0000928	NP_001231345.1	XP_012634879.1
OG0000929	XP_003126970.2	XP_012597918.1, XP_012597921.1
OG0000930	XP_005661924.2	XP_012614779.1
OG0000931	NP_001231341.1, XP_013851126.1	XP_012599210.1, XP_012599209.1, XP_012599211.1
OG0000932	XP_005655179.1, XP_020942593.1, XP_020942594.1, XP_013843194.1, XP_020942595.1, XP_005655176.1, XP_005655178.1, XP_013843193.1, XP_020942592.1, XP_020942591.1, XP_003481139.1, XP_005655180.1	XP_012593233.1, XP_012593239.1, XP_012593237.1, XP_012593234.1, XP_012593241.1, XP_012593238.1, XP_012593235.1, XP_012593236.1
OG0000933	XP_020945406.1, XP_020945409.1, XP_020945412.1, XP_020945407.1, XP_020945405.1, XP_020945404.1, XP_020945411.1, XP_020945408.1, XP_020945410.1	XP_012623350.1
OG0000934	XP_020955153.1	XP_012596934.1, XP_012596905.2
OG0000935	XP_013852773.1	XP_012601794.1
OG0000936	XP_020922545.1	XP_012642163.1
OG0000937	XP_020922768.1	XP_012621490.1, XP_012621491.1
OG0000938	XP_005672767.2, XP_001926484.2	XP_012636300.1, XP_012636299.1, XP_012636298.1, XP_012636297.1
OG0000939	XP_020924639.1	XP_012627394.1
OG0000940	XP_020947149.1, XP_020947150.1, XP_003126071.1	XP_012597387.1, XP_012597386.1
OG0000941	NP_001230747.1, XP_020941298.1	XP_012605594.1, XP_012605595.1, XP_012605593.1, XP_012605592.1
OG0000943	XP_020954267.1, XP_020954268.1, XP_020954269.1	XP_012602215.1, XP_012602216.1
OG0000944	XP_001927263.3	XP_012617495.1
OG0000944	NP_001302655.1	XP_012617499.1
OG0000945	XP_020944632.1, XP_020944638.1, XP_020944633.1, XP_020944637.1, XP_020944636.1, XP_020944635.1, XP_020944634.1	XP_012598759.1, XP_012598757.1, XP_012598756.1, XP_012598761.1, XP_012598763.1, XP_012598758.1, XP_020144596.1, XP_020144597.1
OG0000946	XP_005662909.1, XP_005662907.1, XP_005662908.1	XP_012640833.1
OG0000947	XP_020952396.1, XP_020952398.1	XP_012631485.1, XP_012631486.1
OG0000948	XP_020919249.1	XP_012623596.1, XP_012623597.1, XP_012623595.1
OG0000949	XP_020943323.1	XP_012643799.1
OG0000950	XP_005653131.1, XP_005653132.1, XP_005653130.1, XP_001928629.1	XP_012617351.1
OG0000951	XP_005666939.1, NP_001254764.1	XP_012639625.1, XP_012639626.1, XP_012639624.1
OG0000952	XP_013836113.2	XP_020138787.1, XP_020139132.1
OG0000953	XP_003358456.1	XP_012626492.1
OG0000953	XP_020925698.1	XP_012645079.1
OG0000954	XP_003123224.2	XP_012646047.1
OG0000955	XP_003129838.1	XP_020142249.1
OG0000956	XP_003129720.1, XP_003129721.1	XP_012600573.1, XP_012600572.1
OG0000957	XP_020938894.1, XP_020938893.1, XP_020938895.1	XP_012600105.1, XP_012600107.1
OG0000958	XP_005673086.1	XP_012603965.1
OG0000959	XP_005672321.1, XP_003133743.1, XP_020930954.1	XP_012604949.1, XP_012604946.1
OG0000960	XP_020948158.1, XP_013853362.1	XP_012602700.1, XP_012602699.1, XP_012602707.1, XP_020143589.1, XP_012602708.1, XP_012602698.1, XP_020143592.1, XP_012602706.1, XP_012602703.1, XP_020143590.1, XP_012602705.1, XP_020143594.1, XP_012602701.1, XP_020143591.1, XP_012602704.1
OG0000961	XP_020948012.1	XP_012596931.1, XP_012596932.1, XP_012596935.1, XP_012596930.1, XP_012596936.1, XP_012596933.1
OG0000962	XP_020947303.1	XP_020143323.1, XP_012596079.2
OG0000963	XP_020945012.1	XP_012629542.1
OG0000964	XP_005670343.2, NP_999266.1	XP_012598476.1, XP_012598477.1, XP_012598474.1, XP_012598480.1, XP_012598479.1, XP_012598478.1
OG0000965	NP_999175.1, XP_020957429.1	XP_020140157.1
OG0000966	XP_020926914.1	XP_012643026.1
OG0000967	NP_001116625.1, XP_020954095.1	XP_012615812.2, XP_012615811.1
OG0000968	XP_003135313.1, XP_013846434.1	XP_012643360.1, XP_012643361.1, XP_012643359.1, XP_012643362.1, XP_012643358.1
OG0000969	XP_020935775.1	XP_012591372.1, XP_012591373.1
OG0000970	NP_001161108.1, XP_005674022.1	XP_012644295.1
OG0000972	XP_020957552.1	XP_020141416.1
OG0000972	XP_020957546.1	XP_020141415.1
OG0000975	NP_001231019.1	XP_020145191.1
OG0000975	XP_020925937.1, XP_020927656.1	XP_012605883.2
OG0000976	XP_020942919.1	XP_012642410.1
OG0000976	XP_001928912.1	XP_012625440.1
OG0000977	XP_020929339.1	XP_020138643.1
OG0000978	XP_020922238.1, XP_020922242.1, XP_020922243.1, XP_020922239.1, XP_020922236.1, XP_020922240.1, XP_020922237.1, XP_020922241.1, XP_013845333.1	XP_012634345.1, XP_012634346.1
OG0000979	NP_001185851.1	XP_012632161.1
OG0000979	XP_020943678.1	XP_012619772.1
OG0000980	NP_001132943.1, XP_020953697.1	XP_012608219.1, XP_012608216.1, XP_012608220.1, XP_012608218.1, XP_012608221.1, XP_012608217.1, XP_020141484.1, XP_012608222.1
OG0000981	NP_001093665.1	XP_012645101.1
OG0000981	NP_001093666.1	XP_012631636.1
OG0000982	NP_001231927.1	XP_012594112.1, XP_012638902.1
OG0000983	XP_020946774.1, NP_001005348.1	XP_012617203.1, XP_012617192.1, XP_012617199.1
OG0000984	NP_001090905.1, XP_020935024.1	XP_012601088.1
OG0000985	XP_020951321.1, XP_013851380.1, XP_020951322.1, XP_013851375.1	XP_012606197.1, XP_012606198.1, XP_012606196.1, XP_012606200.1, XP_012606199.1
OG0000986	XP_005653012.2, NP_001008481.1	XP_012604369.1
OG0000987	XP_003122834.1, XP_003122837.1, XP_003122836.1, XP_005654732.2	XP_012643287.2
OG0000988	XP_005653771.1	XP_012607927.1
OG0000988	XP_005653770.1	XP_012638749.1
OG0000989	XP_003133834.2, XP_003359756.2	XP_012611198.2, XP_012611199.2, XP_012644145.2, XP_012611056.1, XP_012611057.1, XP_012611197.1
OG0000990	XP_003135306.1	XP_012642644.1, XP_012614243.1
OG0000991	XP_020949449.1, NP_001163989.1	XP_012635455.1, XP_020137810.1
OG0000992	XP_020951675.1, XP_013854665.1, XP_013854662.1, XP_020951676.1, XP_005665319.1, XP_013854661.1, XP_005665320.1, XP_013854666.1, XP_013854664.1	XP_012601406.1
OG0000993	XP_020943702.1	XP_012592060.1
OG0000994	XP_005660217.1, NP_001090975.1	XP_012626349.1, XP_012626350.1, XP_012626351.1, XP_012626353.1, XP_012626352.1
OG0000995	NP_001090933.1	XP_012614480.1, XP_012622669.1, XP_012628734.1
OG0000996	XP_020950520.1	XP_012626282.1
OG0000997	XP_020949835.1	XP_020135946.1
OG0000997	NP_001090966.1, XP_005664554.1	XP_012630484.1
OG0000998	XP_020949912.1, XP_020949911.1, XP_020949910.1, XP_020949909.1	XP_012630658.1
OG0000999	XP_003482884.1	XP_012621140.1
OG0001000	XP_020949568.1, XP_003355851.3	XP_012606881.1, XP_012606880.1, XP_012606879.1
OG0001002	XP_020929235.1	XP_012593663.1
OG0001003	XP_005671207.1, NP_001231311.1, NP_001231312.1	XP_020136355.1, XP_020136356.1, XP_020136359.1, XP_020136358.1, XP_020136357.1
OG0001004	XP_020940683.1, XP_020940684.1, XP_020940682.1	XP_012646519.1, XP_012646521.1, XP_012646495.1, XP_012646529.1, XP_012646504.1, XP_012646486.1, XP_012646513.1, XP_012646491.1
OG0001005	XP_020918529.1, XP_020918527.1, XP_020918528.1	XP_012603471.1, XP_012603467.1, XP_012603466.1, XP_012603469.1, XP_012603472.1, XP_012603468.1, XP_012603470.1
OG0001006	NP_001240754.1, XP_020957752.1	XP_012604996.1
OG0001007	NP_999273.1, XP_013849644.1	XP_012592698.1
OG0001008	XP_020949476.1	XP_012598077.1
OG0001009	XP_005661995.1, XP_020941949.1, XP_020941946.1, XP_003481042.1, XP_020941948.1, XP_020941947.1	XP_012614538.1
OG0001010	XP_003124359.1, XP_003124360.1	XP_012614503.1
OG0001012	XP_013843290.1, XP_005655233.1, XP_013843291.1, XP_020942424.1	XP_012599062.1, XP_012599067.1, XP_012599066.1, XP_012599068.1, XP_012599065.1, XP_012599063.1
OG0001013	NP_001191298.1	XP_020137027.1
OG0001014	XP_003130590.1	XP_012606801.1
OG0001015	XP_020937501.1, NP_999446.1	XP_020139915.1
OG0001016	XP_020919541.1	XP_012637179.1, XP_012637177.1, XP_012637180.1, XP_012637178.1, XP_012637176.1
OG0001017	NP_999520.1	XP_012606732.1
OG0001018	XP_020945468.1	XP_012646723.1, XP_012646724.1, XP_012646720.1, XP_012646722.1, XP_012646721.1, XP_012646725.1, XP_012646719.1
OG0001019	XP_005665339.1, XP_005665342.1, XP_003127878.3	XP_012601586.1, XP_012601589.1, XP_012601588.1, XP_012601587.1
OG0001021	XP_020947468.1, XP_020947473.1, NP_001230795.1	XP_020143140.1, XP_012610062.1, XP_020143138.1
OG0001022	NP_001230346.1	XP_012644192.1
OG0001023	XP_020938970.1	XP_012599710.2
OG0001023	XP_020947061.1	XP_012613099.2
OG0001024	XP_005662443.1	XP_012642392.1, XP_012642398.1, XP_012642395.1, XP_012642393.1, XP_012642396.1, XP_012642394.1, XP_012642397.1
OG0001025	XP_003125160.2, XP_020943138.1	XP_012620323.1, XP_012620321.1, XP_012620325.1, XP_012620322.1, XP_012620324.1
OG0001026	XP_005661697.1, NP_001139224.1	XP_012617568.2
OG0001026	XP_020941082.1	XP_012617569.2
OG0001027	NP_999474.1, XP_005668113.1	XP_012625601.1, XP_012625599.1, XP_012625598.1, XP_012625600.1
OG0001028	XP_020919932.1, XP_020920974.1	XP_012625543.2, XP_012625546.2
OG0001029	XP_005666041.1, NP_001103899.1	XP_012628623.1
OG0001030	XP_005655359.2	XP_012615430.1, XP_012615431.1, XP_012615432.1
OG0001031	XP_020952602.1	XP_012591272.1
OG0001032	XP_005662721.2	XP_012643687.1, XP_012630131.1
OG0001033	XP_013843603.2, XP_003125898.2, XP_013843602.2, XP_020946401.1	XP_012633943.1, XP_012633942.1, XP_012633941.1
OG0001034	XP_001925960.1	XP_012594516.1, XP_012594517.1, XP_012594518.1
OG0001035	XP_020957862.1, NP_999104.1	XP_012601820.1
OG0001036	XP_003122875.1	XP_012645273.1, XP_012645257.1, XP_012645282.1
OG0001037	XP_005669831.2, XP_020924975.1	XP_012616036.1, XP_012616037.1
OG0001038	XP_005669684.1, XP_020924543.1, XP_003132296.1, XP_005669686.1, XP_005669685.1, XP_013837215.1	XP_012626966.1, XP_012626964.1, XP_012626965.1, XP_020135957.1
OG0001039	XP_005673080.1, NP_001116689.1	XP_012607684.1, XP_012607682.1, XP_012607683.1, XP_012607686.1, XP_012607681.1
OG0001040	XP_020921227.1	XP_012603580.1, XP_012603578.1, XP_012603579.1
OG0001041	XP_020921176.1	XP_020146049.1
OG0001042	XP_020931607.1	XP_012611175.1
OG0001043	XP_020927867.1, NP_001116572.1	XP_012612085.1
OG0001044	XP_020947967.1	XP_012609192.1, XP_012609191.1, XP_012609193.1, XP_012609195.1, XP_012609194.1
OG0001045	XP_020947334.1, XP_020947335.1, XP_020947333.1, XP_020947336.1	XP_012618365.1, XP_012618372.1, XP_012618370.1, XP_012618362.1, XP_012618368.1
OG0001046	XP_020928673.1, XP_005657486.2, XP_020928676.1, XP_020928668.1, XP_020928674.1, XP_020928677.1, XP_020928675.1, XP_020928672.1, XP_020928671.1, XP_020928669.1	XP_012634376.1
OG0001047	XP_020928255.1, XP_020928258.1, XP_005671619.2, XP_020928254.1, XP_020928257.1, XP_001926615.2	XP_012636828.1
OG0001048	XP_020944833.1, XP_020944832.1, XP_020944834.1	XP_012595470.1
OG0001049	XP_013847823.1	XP_012623751.1, XP_012623752.1, XP_012623753.1, XP_020141657.1
OG0001050	XP_020935334.1	XP_012612686.1
OG0001051	XP_003132609.2	XP_012592401.1, XP_012592403.1
OG0001052	XP_020955466.1	XP_012597492.1, XP_012597557.2
OG0001053	NP_001116681.1	XP_020142919.1
OG0001054	NP_999260.1, XP_005672071.1	XP_012634928.1, XP_012634929.1
OG0001056	NP_001233597.1, XP_005673651.1	XP_012593540.1, XP_012593537.1, XP_012593539.1
OG0001060	XP_003126267.3	XP_020143016.1, XP_012610096.1
OG0001061	NP_001026960.1	XP_012612098.1
OG0001062	XP_003481128.1	XP_012593225.1
OG0001063	XP_020928360.1	XP_012622482.1
OG0001064	XP_005667185.3	XP_012600553.1
OG0001064	XP_003482615.1	XP_012600550.1
OG0001065	NP_001161104.2	XP_020144800.1
OG0001065	NP_999144.1	XP_012603657.2
OG0001066	XP_020936952.1, XP_020938076.1, XP_020937056.1	XP_012593942.1
OG0001066	XP_020931126.1	XP_020144141.1
OG0001067	XP_005653339.1	XP_012616802.1
OG0001067	XP_005653335.1	XP_012616814.1
OG0001068	XP_020949981.1, XP_020949982.1, XP_020949980.1, XP_020949983.1, XP_020949984.1	XP_012630579.1
OG0001069	XP_020920499.1	XP_012593457.1
OG0001070	XP_020932520.1	XP_012638659.1
OG0001070	NP_001177135.1	XP_012622117.1
OG0001072	XP_020931260.1	XP_012615437.1
OG0001074	NP_001007195.1	XP_012617948.1, XP_012617947.1, XP_012617949.1, XP_012617950.1
OG0001074	NP_999290.1	XP_012618316.1
OG0001075	XP_020957372.1	XP_020137490.1, XP_012634453.1
OG0001075	XP_001925115.3	XP_020136034.1, XP_012612376.1
OG0001076	XP_005671249.1	XP_012606958.1, XP_020136086.1, XP_012606968.1, XP_020136085.1, XP_020136082.1, XP_012606965.1, XP_012606959.1, XP_020136087.1, XP_012606969.1, XP_020136083.1, XP_020136084.1, XP_020136081.1
OG0001077	XP_020923379.1	XP_012611873.1, XP_012634783.2, XP_020136807.1
OG0001078	XP_013836776.2	XP_012603407.1
OG0001079	XP_020953110.1, XP_020953112.1, XP_020953113.1, XP_020953111.1, XP_020953109.1	XP_012631873.1, XP_012631872.1
OG0001080	XP_013843144.1	XP_012614859.1
OG0001080	XP_013843657.1	XP_012597334.1
OG0001081	XP_020943692.1	XP_020137288.1, XP_012619784.1, XP_012619786.1
OG0001082	XP_020942313.1	XP_012640774.1
OG0001082	NP_001171824.1	XP_012597153.1
OG0001083	XP_020942455.1	XP_012599000.1, XP_012599001.1
OG0001084	XP_020920075.1, XP_020920078.1, XP_020920076.1, XP_020920077.1	XP_012606776.1
OG0001085	XP_001924678.3	XP_012623155.1
OG0001085	XP_020955446.1	XP_012609173.1
OG0001086	XP_020948457.1	XP_012600804.1, XP_012600805.1, XP_012600807.1, XP_012600806.1
OG0001087	XP_001928049.1	XP_012611470.1
OG0001087	XP_013832904.1	XP_012609104.1
OG0001088	NP_001229990.1	XP_012636605.1
OG0001089	XP_020937170.1, XP_020937171.1	XP_012601793.1, XP_012643343.1
OG0001090	XP_020921709.1, NP_001157986.1	XP_012634250.1
OG0001091	NP_001123422.1	XP_012596519.1
OG0001091	XP_003353736.2	XP_020145128.1
OG0001092	XP_005660498.2	XP_012627434.1
OG0001093	XP_005655668.1, XP_005655665.1, XP_005655671.1, XP_013843757.1, XP_005655670.1, XP_020948519.1, XP_005655664.1, XP_005655666.1, XP_003126313.1, XP_005655669.1, XP_020948518.1, XP_001927736.2	XP_012608934.1
OG0001094	XP_005664240.2	XP_012628189.1
OG0001095	XP_005662396.1, XP_013851342.1	XP_012593087.1
OG0001095	XP_003354750.1	XP_012593085.1
OG0001096	XP_013851352.2, XP_020942775.1, XP_020942772.1, XP_020942776.1, XP_020942773.1	XP_012593109.2
OG0001097	XP_003362135.4	XP_012642465.1
OG0001098	XP_005660428.1	XP_012624279.1
OG0001099	XP_020923848.1, XP_020923833.1, XP_020923836.1, XP_020923843.1	XP_012627154.1
OG0001100	NP_001138855.1, XP_005665838.1	XP_012596490.1
OG0001101	XP_003128427.1, XP_005666015.1, XP_005666016.1, XP_005666017.1, XP_003482223.1	XP_012616248.1, XP_012616250.1, XP_012616249.1, XP_012616247.1, XP_012616246.1
OG0001102	XP_001927419.1	XP_012624912.1, XP_012624913.1
OG0001103	XP_003126214.3, NP_001001861.1	XP_020139835.1
OG0001104	XP_020919131.1	XP_012634978.1
OG0001104	XP_020924514.1	XP_012626914.1
OG0001105	XP_020934234.1	XP_012591348.2
OG0001106	XP_020934660.1, XP_013841178.1	XP_012596721.1
OG0001108	XP_013839547.1, XP_005671850.1, XP_005671843.1, XP_005671849.1, XP_013839544.1, XP_005671844.1, XP_005671846.1, XP_003133423.1, XP_005671847.1, XP_005671848.1, XP_005671845.1	XP_012631187.1
OG0001109	XP_020943349.1	XP_012643702.1
OG0001110	XP_020944061.1	XP_020141785.1, XP_012644129.1, XP_012644120.1
OG0001111	XP_003122746.1	XP_012605404.1
OG0001111	XP_020928052.1	XP_020138567.1
OG0001112	XP_003353915.2, XP_003480748.2, XP_020938701.1, XP_020938699.1	XP_012605315.1
OG0001113	XP_005660759.1, NP_001335713.1	XP_012633503.1, XP_012633502.1, XP_012633504.1
OG0001114	XP_003122726.3	XP_012633795.1
OG0001114	NP_001302665.1, XP_003359124.4	XP_020138612.1, XP_020138613.1
OG0001115	XP_020935879.1	XP_012614244.1, XP_012622890.2
OG0001116	XP_020939368.1, XP_005652927.2, XP_013846181.2, XP_003123393.2, XP_013846184.2	XP_012645850.1, XP_012645852.1, XP_012645848.1, XP_012645847.1, XP_012645851.1
OG0001117	NP_001108143.1, XP_005654868.1	XP_012646101.1, XP_012646098.1, XP_012646096.1, XP_012646100.1, XP_012646097.1
OG0001118	XP_003122711.2	XP_012612458.1, XP_012612474.1
OG0001119	XP_003129801.1, XP_005667302.1, XP_005667301.1	XP_012618803.2
OG0001120	XP_020938906.1, XP_020938900.1, XP_020938905.1, XP_020938907.1, XP_020938899.1, XP_020938904.1, XP_020938903.1, XP_020938901.1, XP_020938902.1	XP_012590985.1, XP_012590986.1, XP_012590987.1
OG0001121	XP_020921237.1, XP_020921240.1, XP_020921238.1, XP_020921236.1, XP_020921235.1	XP_012592775.1
OG0001122	XP_013835951.1	XP_012592766.1, XP_012592767.1, XP_012592764.1, XP_012592765.1
OG0001123	XP_020927373.1	XP_012626483.1, XP_012626482.1, XP_012626480.1, XP_012626481.1
OG0001124	XP_005669913.1	XP_012643236.1
OG0001125	XP_003132517.1	XP_012638276.1, XP_012638275.1
OG0001126	XP_020933698.1	XP_012598384.1
OG0001127	XP_013835872.1	XP_012601984.1
OG0001129	XP_020930492.1	XP_012608747.1, XP_012608743.1, XP_012608745.1, XP_012608746.1, XP_012608744.1
OG0001130	XP_020927425.1, NP_001092057.1	XP_012623523.1
OG0001131	NP_999369.1	XP_012595482.1, XP_012595481.1
OG0001132	XP_003480392.1	XP_012614027.1
OG0001133	XP_013833545.1	XP_012603727.1, XP_012603728.1, XP_020141670.1
OG0001134	XP_020956053.1, NP_001231134.1	XP_012599645.1
OG0001135	XP_005671966.1, NP_001230302.1	XP_012637354.1, XP_012637357.1, XP_012637356.1, XP_012637358.1, XP_012637355.1, XP_012637359.1
