Orthogroup	Sus_scrofa	Canis_lupus_familiaris
OG0000931	NP_001231341.1, XP_013851126.1	XP_038396463.1, XP_038396462.1, XP_038396461.1
OG0000932	XP_005655179.1, XP_020942593.1, XP_020942594.1, XP_013843194.1, XP_020942595.1, XP_005655176.1, XP_005655178.1, XP_013843193.1, XP_020942592.1, XP_020942591.1, XP_003481139.1, XP_005655180.1	XP_038396881.1, XP_038396882.1
OG0000933	XP_020945406.1, XP_020945409.1, XP_020945412.1, XP_020945407.1, XP_020945405.1, XP_020945404.1, XP_020945411.1, XP_020945408.1, XP_020945410.1	XP_038399109.1
OG0000934	XP_020955153.1	XP_038401146.1, XP_038401148.1, XP_038401149.1, XP_038401147.1
OG0000935	XP_013852773.1	XP_038401794.1, XP_038401795.1, XP_038401791.1, XP_038401789.1, XP_038401792.1, XP_038401793.1, XP_038401790.1
OG0000936	XP_020922545.1	XP_038403054.1
OG0000937	XP_020922768.1	XP_038403507.1, XP_038403497.1, XP_038403504.1, XP_038403493.1, XP_038403499.1, XP_038403501.1, XP_038403505.1, XP_038403496.1, XP_038403503.1, XP_038403502.1, XP_038403494.1, XP_038403498.1, XP_038403500.1
OG0000938	XP_005672767.2, XP_001926484.2	XP_038405249.1, XP_038427503.1, XP_038427502.1
OG0000939	XP_020924639.1	XP_038405258.1, XP_038405257.1, XP_038405254.1, XP_038405256.1, XP_038405255.1
OG0000940	XP_020947149.1, XP_020947150.1, XP_003126071.1	XP_038406505.1, XP_038406508.1, XP_038406506.1, XP_038406510.1, XP_038406509.1, XP_038406504.1, XP_038406503.1
OG0000941	NP_001230747.1, XP_020941298.1	XP_038407449.1
OG0000943	XP_020954267.1, XP_020954268.1, XP_020954269.1	XP_038409714.1, XP_038409716.1, XP_038409717.1, XP_038409719.1, XP_038409720.1, XP_038409713.1, XP_038409715.1, XP_038409718.1
OG0000944	XP_001927263.3	XP_038418542.1
OG0000945	XP_020944632.1, XP_020944638.1, XP_020944633.1, XP_020944637.1, XP_020944636.1, XP_020944635.1, XP_020944634.1	XP_038411355.1, XP_038411356.1
OG0000946	XP_005662909.1, XP_005662907.1, XP_005662908.1	XP_038411439.1, XP_038411436.1, XP_038411440.1, XP_038411441.1, XP_038411437.1, XP_038411438.1
OG0000947	XP_020952396.1, XP_020952398.1	XP_038414144.1, XP_038414142.1, XP_038414143.1, XP_038414141.1
OG0000948	XP_020919249.1	XP_038415203.1
OG0000949	XP_020943323.1	XP_038417113.1
OG0000950	XP_005653131.1, XP_005653132.1, XP_005653130.1, XP_001928629.1	XP_038417893.1
OG0000951	XP_005666939.1, NP_001254764.1	XP_038420641.1
OG0000952	XP_013836113.2	XP_038421414.1, XP_038421413.1, XP_038421416.1, XP_038421415.1
OG0000953	XP_003358456.1	XP_038422591.1
OG0000953	XP_020925698.1	XP_038439591.1
OG0000954	XP_003123224.2	XP_038423168.1, XP_038423165.1, XP_038423166.1, XP_038423167.1
OG0000955	XP_003129838.1	XP_038424223.1, XP_038424222.1, XP_038424224.1
OG0000956	XP_003129720.1, XP_003129721.1	XP_038424476.1
OG0000957	XP_020938894.1, XP_020938893.1, XP_020938895.1	XP_038425212.1
OG0000958	NP_001103900.1	XP_038428566.1
OG0000958	XP_005673086.1	XP_038428567.1
OG0000959	XP_005672321.1, XP_003133743.1, XP_020930954.1	XP_038429960.1, XP_038429963.1, XP_038429964.1, XP_038429961.1, XP_038429957.1, XP_038429965.1, XP_038429958.1, XP_038429959.1, XP_038429966.1
OG0000960	XP_020948158.1, XP_013853362.1	XP_038432246.1
OG0000961	XP_020948012.1	XP_038432722.1, XP_038432723.1
OG0000962	XP_020947303.1	XP_038433571.1
OG0000963	XP_020945012.1	XP_038435275.1
OG0000964	XP_005670343.2, NP_999266.1	XP_038437102.1, XP_038437101.1, XP_038437108.1, XP_038437110.1, XP_038437106.1, XP_038437105.1, XP_038437099.1, XP_038437107.1, XP_038437104.1, XP_038437103.1, XP_038437109.1, XP_038437100.1
OG0000965	NP_999175.1, XP_020957429.1	XP_038438108.1
OG0000966	XP_020926914.1	XP_038438797.1
OG0000967	NP_001116625.1, XP_020954095.1	XP_038439913.1
OG0000968	XP_003135313.1, XP_013846434.1	XP_038443890.1
OG0000969	XP_020935775.1	XP_038444499.1, XP_038444501.1, XP_038444504.1, XP_038444506.1, XP_038444500.1, XP_038444502.1, XP_038444498.1, XP_038444505.1, XP_038444503.1
OG0000970	NP_001161108.1, XP_005674022.1	XP_038444546.1, XP_038444547.1, XP_038444544.1, XP_038444545.1
OG0000975	XP_020925937.1, XP_020927656.1	XP_038442494.1, NP_001003031.2
OG0000976	XP_020942919.1	XP_038407020.1
OG0000976	XP_001928912.1	NP_001003164.1
OG0000977	XP_020929339.1	NP_001041596.1
OG0000978	XP_020922238.1, XP_020922242.1, XP_020922243.1, XP_020922239.1, XP_020922236.1, XP_020922240.1, XP_020922237.1, XP_020922241.1, XP_013845333.1	NP_001070906.1
OG0000979	NP_001185851.1	NP_001104270.1
OG0000979	XP_020943678.1	NP_001238964.1
OG0000980	NP_001132943.1, XP_020953697.1	NP_001138591.1
OG0000981	NP_001093665.1	XP_038439573.1
OG0000981	NP_001093666.1	NP_001238871.1
OG0000982	NP_001231927.1	XP_038399945.1, NP_001239062.1
OG0000983	XP_020946774.1, NP_001005348.1	NP_001239328.1, XP_038433180.1
OG0000984	NP_001090905.1, XP_020935024.1	NP_001271387.1
OG0000985	XP_020951321.1, XP_013851380.1, XP_020951322.1, XP_013851375.1	NP_001273976.1
OG0000986	XP_005653012.2, NP_001008481.1	NP_001289757.1
OG0000987	XP_003122834.1, XP_003122837.1, XP_003122836.1, XP_005654732.2	NP_001375573.1
OG0000988	XP_005653771.1	XP_038391422.1
OG0000988	XP_005653770.1	NP_001375722.1
OG0000989	XP_003133834.2, XP_003359756.2	NP_001376075.1, NP_001375793.1
OG0000990	XP_003135306.1	XP_038381455.1
OG0000991	XP_020949449.1, NP_001163989.1	XP_038381733.1, XP_038381734.1, XP_038381732.1, XP_038381737.1, XP_038381738.1, XP_038381735.1, XP_038381736.1, XP_038381731.1
OG0000992	XP_020951675.1, XP_013854665.1, XP_013854662.1, XP_020951676.1, XP_005665319.1, XP_013854661.1, XP_005665320.1, XP_013854666.1, XP_013854664.1	XP_038381931.1
OG0000993	XP_020943702.1	XP_038382700.1
OG0000994	XP_005660217.1, NP_001090975.1	XP_038383007.1, XP_038383008.1, XP_038383006.1
OG0000995	NP_001090933.1	XP_038395301.1, XP_038386379.1, XP_038383610.1, XP_038408018.1, XP_038442103.1
OG0000996	XP_020950520.1	XP_038383777.1
OG0000997	XP_020949835.1	XP_038385545.1
OG0000997	NP_001090966.1, XP_005664554.1	XP_038432062.1, XP_038385248.1
OG0000998	XP_020949912.1, XP_020949911.1, XP_020949910.1, XP_020949909.1	XP_038385464.1, XP_038385465.1, XP_038385466.1
OG0000999	XP_003482884.1	XP_038386052.1
OG0001000	XP_020949568.1, XP_003355851.3	XP_038386893.1, XP_038386894.1, XP_038386892.1
OG0001002	XP_020929235.1	XP_038389834.1
OG0001003	XP_005671207.1, NP_001231311.1, NP_001231312.1	XP_038390426.1, XP_038390428.1, XP_038390427.1
OG0001004	XP_020940683.1, XP_020940684.1, XP_020940682.1	XP_038390966.1, XP_038390963.1, XP_038390964.1
OG0001005	XP_020918529.1, XP_020918527.1, XP_020918528.1	XP_038392042.1, XP_038392044.1, XP_038392043.1, XP_038392045.1
OG0001006	NP_001240754.1	XP_038392114.1
OG0001007	NP_999273.1, XP_013849644.1	XP_038393939.1
OG0001008	XP_020949476.1	XP_038394325.1
OG0001009	XP_005661995.1, XP_020941949.1, XP_020941946.1, XP_003481042.1, XP_020941948.1, XP_020941947.1	XP_038395107.1, XP_038395106.1
OG0001010	XP_003124360.1	XP_038395365.1, XP_038395366.1
OG0001012	XP_013843290.1, XP_005655233.1, XP_013843291.1, XP_020942424.1	XP_038396640.1
OG0001013	NP_001191298.1	XP_038396782.1
OG0001014	XP_003130590.1	XP_038397704.1
OG0001015	XP_020937501.1, NP_999446.1	XP_038442016.1, XP_038397725.1
OG0001016	XP_020919541.1	XP_038397965.1, XP_038397963.1, XP_038397966.1, XP_038397964.1, XP_038397962.1
OG0001017	NP_999520.1	XP_038398754.1
OG0001018	XP_020945468.1	XP_038399237.1
OG0001019	XP_005665339.1, XP_005665342.1, XP_003127878.3	XP_038399783.1, XP_038399784.1, XP_038399786.1, XP_038399785.1
OG0001020	XP_020922491.1	XP_038402959.1
OG0001021	XP_020947468.1, XP_020947473.1, NP_001230795.1	XP_038405662.1
OG0001022	NP_001230346.1	XP_038405926.1
OG0001023	XP_020938970.1	XP_038424982.1
OG0001023	XP_020947061.1	XP_038406192.1
OG0001024	XP_005662443.1	XP_038407027.1, XP_038407023.1, XP_038407025.1, XP_038407026.1
OG0001025	XP_003125160.2, XP_020943138.1	XP_038407308.1, XP_038407306.1, XP_038407309.1
OG0001026	XP_005661697.1, NP_001139224.1	XP_038408044.1
OG0001026	XP_020941082.1	XP_038408051.1
OG0001027	NP_999474.1, XP_005668113.1	XP_038408593.1, XP_038408592.1, XP_038408591.1
OG0001028	XP_020919932.1, XP_020920974.1	XP_038409215.1, XP_038408603.1
OG0001029	XP_005666041.1, NP_001103899.1	XP_038410039.1, XP_038410038.1, XP_038410040.1
OG0001030	XP_005655359.2	XP_038411825.1
OG0001031	XP_020952602.1	XP_038413631.1
OG0001032	XP_005662721.2	XP_038416988.1, XP_038416993.1, XP_038416991.1, XP_038416994.1, XP_038416989.1, XP_038416992.1, XP_038416990.1
OG0001033	XP_013843603.2, XP_003125898.2, XP_013843602.2, XP_020946401.1	XP_038418294.1
OG0001034	XP_001925960.1	XP_038418370.1
OG0001035	XP_020957862.1, NP_999104.1	XP_038418642.1
OG0001036	XP_003122875.1	XP_038419360.1, XP_038419359.1, XP_038419358.1, XP_038419357.1, XP_038419356.1
OG0001037	XP_005669831.2, XP_020924975.1	XP_038421606.1, XP_038421605.1, XP_038421604.1, XP_038421607.1, XP_038421608.1, XP_038421603.1
OG0001038	XP_005669684.1, XP_020924543.1, XP_003132296.1, XP_005669686.1, XP_005669685.1, XP_013837215.1	XP_038422183.1, XP_038422179.1, XP_038422180.1, XP_038422176.1, XP_038422181.1, XP_038422182.1, XP_038422177.1, XP_038422178.1
OG0001039	XP_005673080.1, NP_001116689.1	XP_038428927.1
OG0001040	XP_020921227.1	XP_038429194.1, XP_038429195.1, XP_038429196.1
OG0001041	XP_020921176.1	XP_038429330.1
OG0001042	XP_020931607.1	XP_038430342.1
OG0001043	XP_020927867.1, NP_001116572.1	XP_038431379.1, XP_038431376.1, XP_038431377.1, XP_038431381.1, XP_038431375.1, XP_038431378.1
OG0001044	XP_020947967.1	XP_038432810.1, XP_038432812.1, XP_038432805.1, XP_038432808.1, XP_038432804.1, XP_038432811.1, XP_038432807.1, XP_038432809.1, XP_038432806.1, XP_038432813.1, XP_038432803.1
OG0001045	XP_020947334.1, XP_020947335.1, XP_020947333.1, XP_020947336.1	XP_038433653.1, XP_038433652.1
OG0001046	XP_020928673.1, XP_005657486.2, XP_020928676.1, XP_020928668.1, XP_020928674.1, XP_020928677.1, XP_020928675.1, XP_020928672.1, XP_020928671.1, XP_020928669.1	XP_038434039.1
OG0001047	XP_020928255.1, XP_020928258.1, XP_005671619.2, XP_020928254.1, XP_020928257.1, XP_001926615.2	XP_038435003.1
OG0001048	XP_020944833.1, XP_020944832.1, XP_020944834.1	XP_038435531.1, XP_038435530.1, XP_038435532.1, XP_038435529.1
OG0001049	XP_013847823.1	XP_038436804.1, XP_038436805.1
OG0001050	XP_005653684.3	XP_038438255.1
OG0001050	XP_020935334.1	XP_038444612.1
OG0001051	XP_003132609.2	XP_038439434.1
OG0001052	XP_020955466.1	XP_038440371.1, XP_038440372.1
OG0001053	NP_001116681.1	XP_038440411.1, XP_038440413.1, XP_038440412.1, XP_038440410.1
OG0001054	NP_999260.1, XP_005672071.1	XP_038440995.1, XP_038440994.1, XP_038440992.1
OG0001055	XP_020936213.1	XP_038442431.1, XP_038442432.1
OG0001056	NP_001233597.1, XP_005673651.1	XP_038443317.1
OG0001060	XP_005663925.2, XP_005663924.2	NP_001376006.1, NP_001375684.1, NP_001017533.1
OG0001061	NP_001026960.1	NP_001240716.1
OG0001062	XP_020934505.1	NP_001124528.1
OG0001062	XP_003481128.1	XP_038396886.1
OG0001063	XP_020928360.1	NP_001181913.1
OG0001064	XP_005667185.3	NP_001375800.1
OG0001065	NP_001161104.2	XP_038382830.1
OG0001065	NP_999144.1	XP_038382828.1
OG0001066	XP_020936952.1, XP_020938076.1, XP_020937056.1	XP_038383279.1, XP_038383278.1
OG0001067	XP_005653339.1	XP_038384554.1
OG0001067	XP_005653335.1	XP_038384546.1
OG0001068	XP_020949981.1, XP_020949982.1, XP_020949980.1, XP_020949983.1, XP_020949984.1	XP_038385347.1
OG0001069	XP_020920499.1	XP_038385986.1, XP_038385985.1, XP_038385984.1, XP_038385987.1
OG0001070	XP_020932520.1	XP_038386727.1
OG0001071	XP_020948971.1, NP_001245373.1	XP_038387336.1, XP_038387335.1, XP_038387334.1
OG0001072	XP_020931260.1	XP_038388489.1
OG0001074	NP_001007195.1	XP_038389660.1
OG0001075	XP_020957372.1	XP_038438383.1, XP_038407381.1
OG0001075	XP_001925115.3	XP_038390129.1
OG0001076	XP_005671249.1	XP_038390491.1
OG0001077	XP_020923379.1	XP_038392386.1
OG0001079	XP_020953110.1, XP_020953112.1, XP_020953113.1, XP_020953111.1, XP_020953109.1	XP_038393541.1, XP_038393539.1, XP_038393540.1, XP_038393538.1
OG0001080	XP_013843144.1	XP_038395590.1
OG0001080	XP_013843657.1	XP_038406536.1
OG0001081	XP_020943691.1, XP_020943690.1	XP_038395845.1
OG0001081	XP_020943692.1	XP_038395850.1, XP_038395849.1
OG0001082	XP_020942313.1	XP_038396355.1
OG0001082	NP_001171824.1	XP_038406347.1
OG0001083	XP_020942455.1	XP_038399953.1, XP_038396700.1
OG0001084	XP_020920075.1, XP_020920078.1, XP_020920076.1, XP_020920077.1	XP_038398733.1, XP_038398734.1, XP_038398735.1
OG0001085	XP_001924678.3	XP_038398921.1
OG0001085	XP_020955446.1	XP_038439891.1
OG0001086	XP_020948457.1	XP_038399922.1
OG0001087	XP_001928049.1	XP_038400217.1, XP_038400219.1, XP_038400218.1
OG0001087	XP_013832904.1	XP_038440155.1
OG0001088	NP_001229990.1	XP_038400977.1
OG0001089	XP_020937170.1, XP_020937171.1	XP_038401760.1, XP_038401761.1
OG0001090	XP_020921709.1, NP_001157986.1	XP_038402557.1, XP_038402552.1, XP_038402555.1, XP_038402554.1, XP_038402558.1, XP_038402556.1, XP_038402551.1
OG0001091	NP_001123422.1	XP_038409241.1
OG0001091	XP_003353736.2	XP_038404938.1
OG0001092	XP_005660498.2	XP_038405229.1
OG0001093	XP_005655668.1, XP_005655665.1, XP_005655671.1, XP_013843757.1, XP_005655670.1, XP_020948519.1, XP_005655664.1, XP_005655666.1, XP_003126313.1, XP_005655669.1, XP_020948518.1, XP_001927736.2	XP_038405596.1
OG0001094	XP_005664240.2	XP_038406741.1
OG0001095	XP_005662396.1, XP_013851342.1	XP_038406792.1
OG0001095	XP_003354750.1	XP_038406794.1, XP_038406793.1
OG0001096	XP_013851352.2, XP_020942775.1, XP_020942772.1, XP_020942776.1, XP_020942773.1	XP_038406814.1
OG0001097	XP_003362135.4	XP_038406965.1, XP_038406968.1, XP_038406966.1, XP_038406969.1, XP_038406967.1, XP_038406964.1
OG0001098	XP_005660428.1	XP_038409135.1
OG0001099	XP_020923848.1, XP_020923833.1, XP_020923836.1, XP_020923843.1	XP_038409185.1
OG0001100	NP_001138855.1, XP_005665838.1	XP_038409457.1, XP_038409456.1
OG0001101	XP_003128427.1, XP_005666015.1, XP_005666016.1, XP_005666017.1, XP_003482223.1	XP_038409928.1
OG0001102	XP_001927419.1	XP_038410682.1, XP_038410679.1, XP_038410683.1, XP_038410681.1, XP_038410678.1, XP_038410677.1, XP_038410676.1, XP_038410680.1
OG0001103	XP_003126214.3, NP_001001861.1	XP_038411014.1, XP_038411016.1, XP_038411015.1
OG0001104	XP_020919131.1	XP_038412593.1
OG0001104	XP_020924514.1	XP_038422224.1
OG0001105	XP_020934234.1	XP_038413133.1
OG0001106	XP_020934660.1, XP_013841178.1	XP_038413210.1
OG0001108	XP_013839547.1, XP_005671850.1, XP_005671843.1, XP_005671849.1, XP_013839544.1, XP_005671844.1, XP_005671846.1, XP_003133423.1, XP_005671847.1, XP_005671848.1, XP_005671845.1	XP_038416063.1
OG0001109	XP_020943349.1	XP_038416997.1, XP_038416998.1
OG0001110	XP_020944061.1	XP_038417670.1
OG0001111	XP_003122746.1	XP_038419097.1
OG0001111	XP_020928052.1	XP_038431089.1
OG0001112	XP_003353915.2, XP_003480748.2, XP_020938701.1, XP_020938699.1	XP_038419172.1
OG0001113	XP_005660759.1, NP_001335713.1	XP_038419902.1, XP_038419901.1
OG0001114	XP_003122726.3	XP_038420360.1
OG0001114	NP_001302665.1, XP_003359124.4	XP_038430662.1
OG0001115	XP_020935879.1	XP_038443845.1, XP_038420465.1
OG0001116	XP_020939368.1, XP_005652927.2, XP_013846181.2, XP_003123393.2, XP_013846184.2	XP_038423012.1, XP_038423010.1, XP_038423011.1
OG0001117	NP_001108143.1, XP_005654868.1	XP_038423243.1, XP_038423242.1
OG0001118	XP_003122711.2	XP_038424133.1
OG0001119	XP_003129801.1, XP_005667302.1, XP_005667301.1	XP_038424205.1, XP_038424206.1, XP_038424203.1, XP_038424204.1
OG0001120	XP_020938906.1, XP_020938900.1, XP_020938905.1, XP_020938907.1, XP_020938899.1, XP_020938904.1, XP_020938903.1, XP_020938901.1, XP_020938902.1	XP_038425192.1
OG0001121	XP_020921237.1, XP_020921240.1, XP_020921238.1, XP_020921236.1, XP_020921235.1	XP_038425350.1, XP_038425349.1, XP_038425351.1
OG0001122	XP_013835951.1	XP_038425388.1
OG0001123	XP_020927373.1	XP_038426196.1
OG0001124	XP_005669913.1	XP_038426861.1
OG0001125	XP_003132517.1	XP_038427087.1, XP_038427088.1
OG0001127	XP_013835872.1	XP_038429283.1
OG0001129	XP_020930492.1	XP_038430194.1, XP_038430193.1, XP_038430192.1
OG0001130	XP_020927425.1, NP_001092057.1	XP_038434409.1
OG0001131	NP_999369.1	XP_038435503.1
OG0001132	XP_003480392.1	XP_038436527.1, XP_038436528.1
OG0001133	XP_013833545.1	XP_038436873.1
OG0001134	XP_020956053.1, NP_001231134.1	XP_038438334.1
OG0001135	XP_005671966.1, NP_001230302.1	XP_038440700.1
OG0001136	XP_020930856.1	XP_038440778.1
OG0001137	XP_013852287.1, XP_001927383.1, XP_013852288.1, XP_020945190.1, XP_001927370.3, XP_020945191.1	XP_038442220.1
OG0001138	XP_013841859.2	XP_038444184.1
OG0001139	XP_020936409.1	XP_038444649.1
OG0001144	NP_001272907.1, XP_005660169.1	NP_001003180.1
OG0001145	XP_001925518.2	XP_038389882.1
OG0001145	XP_020950067.1, XP_003481903.1	NP_001003275.1
OG0001146	XP_013833699.1	XP_038437665.1, XP_038414406.1
OG0001147	XP_020926281.1, XP_020937601.1, XP_020937602.1, XP_020937599.1, XP_005669554.1, XP_020937603.1, NP_001116621.1, XP_020924182.1, NP_999028.1, XP_020926282.1, XP_020924234.1, NP_001123437.1, NP_999615.1, NP_001123448.1	NP_001003359.1
OG0001148	NP_001166989.1, XP_005669983.1	NP_001003365.1
OG0001149	NP_999298.1	XP_038381962.1, XP_038444796.1, NP_001003372.1, XP_038445546.1
OG0001150	NP_001123696.1, XP_005665901.1, NP_001107534.2	NP_001011726.1
OG0001151	XP_020948010.1	XP_038433833.1, NP_001138979.1
OG0001152	XP_020938475.1, NP_999289.1	NP_001139741.1
OG0001153	XP_020926761.1, XP_020926757.1, XP_020926763.1, XP_020926759.1, XP_020926760.1, XP_020926758.1	NP_001239102.1
OG0001154	XP_020956194.1	NP_001375936.1
OG0001155	XP_020918035.1, XP_020937069.1, XP_020937067.1, XP_020918033.1, XP_020937068.1, XP_020918026.1, XP_003129562.1, XP_005653696.2	NP_001375624.1
OG0001156	XP_003130055.1, XP_003130053.3, XP_020958342.1	NP_001375725.1, NP_001375726.1, XP_038391425.1
OG0001157	XP_020929394.1	NP_001375781.1
OG0001158	XP_003355172.2, XP_003355170.1, XP_003355164.1	NP_001375827.1
OG0001159	NP_001038010.1, XP_005654425.1	XP_038382158.1
OG0001160	XP_003121199.1, XP_005659221.1	XP_038382193.1, XP_038382194.1, XP_038382195.1
OG0001161	XP_020920298.1, XP_020920296.1, XP_020920299.1	XP_038382840.1
OG0001162	XP_001928905.1, XP_003359068.1	XP_038383227.1, XP_038383228.1
OG0001163	XP_020950716.1, XP_020950715.1, XP_020950714.1	XP_038383619.1
OG0001164	NP_001116590.1, XP_020948876.1	XP_038384493.1, XP_038384494.1
OG0001165	NP_001231393.1, XP_005655878.1	XP_038384781.1, XP_038384784.1, XP_038384785.1, XP_038384783.1, XP_038384782.1
OG0001166	XP_013850242.1, XP_020949955.1, XP_005653328.1, XP_003127066.1, XP_013850236.1, XP_003127065.1, XP_013850246.1	XP_038385374.1, XP_038385372.1, XP_038385375.1, XP_038385373.1, XP_038385371.1
OG0001167	XP_013835699.1	XP_038385663.1
OG0001168	XP_005665196.1, XP_003356288.1	XP_038387299.1, XP_038387300.1
OG0001169	XP_020949008.1, NP_001231561.1	XP_038387945.1
OG0001170	XP_020956610.1	XP_038389091.1, XP_038389090.1, XP_038389089.1
OG0001171	NP_001231292.1	XP_038389707.1, XP_038389706.1
OG0001172	XP_005653775.2	XP_038391421.1
OG0001172	XP_013833000.1	XP_038391420.1
OG0001174	XP_020923653.1	XP_038393014.1
OG0001175	XP_020953190.1	XP_038394266.1
OG0001176	XP_020949474.1, XP_020949475.1	XP_038394324.1, XP_038394323.1
OG0001177	XP_020941912.1	XP_038395147.1, XP_038395146.1
OG0001177	XP_020943636.1	XP_038397638.1
OG0001178	XP_013848562.1	XP_038436110.1, XP_038436114.1, XP_038436113.1, XP_038436111.1, XP_038395281.1, XP_038436112.1
OG0001179	XP_020922349.1	XP_038402642.1
OG0001179	XP_020943639.1	XP_038395514.1
OG0001180	XP_020941608.1, XP_020941606.1	XP_038395619.1, XP_038395620.1
OG0001181	XP_005663643.1, NP_001116589.1	XP_038396995.1
OG0001181	XP_020919153.1	XP_038418761.1
OG0001182	XP_020952001.1	XP_038397458.1
OG0001183	XP_003135386.2	XP_038397719.1, XP_038444119.1
OG0001184	XP_020918993.1	XP_038397958.1
OG0001185	XP_013835386.2	XP_038398226.1, XP_038398225.1, XP_038398223.1, XP_038398224.1
OG0001186	XP_013852241.2, XP_020945094.1, XP_020945095.1	XP_038398520.1, XP_038398522.1, XP_038398519.1
OG0001187	XP_005652632.1	XP_038403655.1, XP_038433749.1, XP_038398911.1, XP_038421194.1
OG0001188	XP_013833644.1, XP_013833643.1, XP_013833645.1, XP_013833642.1	XP_038400209.1, XP_038400211.1, XP_038400210.1, XP_038400206.1, XP_038400207.1, XP_038400208.1
OG0001189	XP_005660995.1, NP_001182281.1	XP_038402105.1, XP_038419378.1
OG0001190	XP_020922977.1, XP_020922978.1, XP_020922976.1, XP_020922974.1, XP_020922975.1, XP_020922979.1	XP_038403945.1
OG0001191	NP_001240851.1, XP_013842529.2	XP_038404768.1, XP_038404766.1
OG0001192	XP_005663831.1, XP_005663830.1	XP_038406264.1
OG0001193	XP_005661690.1	XP_038408028.1
OG0001194	XP_020922599.1	XP_038408915.1, XP_038408917.1, XP_038408918.1
OG0001195	NP_001116610.1, XP_020953578.1	XP_038409364.1
OG0001196	NP_001095293.1	XP_038409506.1
OG0001197	NP_001302540.1, XP_020953710.1	XP_038409765.1
