Orthogroup	Sus_scrofa	Urocitellus_parryii
OG0003354	XP_020942163.1	XP_026258229.1, XP_026258232.1, XP_026258231.1, XP_026258230.1
OG0003355	XP_003124758.1, XP_005662296.1	XP_026241456.1
OG0003356	XP_013843622.1, NP_001230478.1	XP_026235474.1, XP_026235475.1, XP_026235473.1
OG0003357	XP_020945908.1, XP_020945907.1	XP_026258905.1
OG0003358	NP_001177097.1	XP_026268791.1
OG0003359	XP_020918976.1	XP_026243256.1
OG0003361	XP_005656809.1, NP_001121962.1	XP_026235706.1
OG0003362	XP_020919473.1, XP_003482787.1, XP_020919474.1	XP_026248628.1, XP_026248629.1
OG0003363	XP_020920073.1	XP_026261537.1, XP_026261536.1, XP_026261534.1, XP_026261533.1
OG0003364	XP_020920049.1	XP_026261510.1
OG0003365	XP_001929318.1, XP_005663384.1	XP_026260839.1
OG0003366	XP_013852474.2	XP_026260861.1
OG0003367	XP_020945413.1	XP_026260853.1
OG0003368	XP_003356458.1	XP_026255840.1
OG0003369	XP_020951799.1	XP_026250321.1
OG0003370	XP_020954880.1	XP_026261782.1
OG0003371	XP_001927117.4, XP_005656508.1	XP_026250033.1
OG0003372	XP_001928758.1, XP_020954882.1, XP_013833657.1	XP_026261811.1
OG0003373	XP_020956836.1	XP_026268447.1, XP_026268448.1
OG0003374	XP_003121876.5	XP_026239888.1
OG0003375	NP_001230991.1	XP_026240925.1, XP_026240924.1
OG0003376	XP_005666381.1, NP_001231847.1	XP_026240984.1
OG0003377	NP_001161109.1, XP_020953816.1	XP_026257728.1
OG0003378	XP_020955209.1, XP_013844651.1	XP_026258397.1
OG0003379	XP_003482347.1	XP_026256393.1
OG0003380	XP_003356817.2	XP_026256562.1, XP_026256557.1, XP_026256550.1
OG0003382	NP_001001631.1	XP_026258035.1
OG0003383	XP_013836300.1, XP_020922427.1, XP_013836299.1, XP_003131332.1	XP_026258006.1, XP_026258003.1, XP_026258007.1, XP_026258004.1
OG0003384	XP_003131396.3	XP_026264769.1
OG0003385	XP_005653968.1, NP_001137197.1	XP_026242666.1
OG0003386	XP_020922786.1	XP_026242627.1
OG0003387	XP_020922941.1	XP_026263096.1
OG0003388	XP_005669076.2	XP_026253770.1
OG0003389	XP_005669143.1	XP_026244677.1
OG0003391	XP_003483115.1	XP_026244570.1, XP_026244571.1
OG0003392	XP_020923139.1	XP_026244572.1, XP_026244573.1
OG0003393	NP_001240747.1	XP_026244628.1
OG0003394	XP_020923228.1	XP_026244802.1
OG0003395	XP_003353751.1	XP_026251387.1
OG0003396	XP_005660484.1, NP_001103416.1	XP_026242057.1
OG0003397	XP_013853071.1, XP_013853072.1, XP_003126302.1	XP_026254147.1
OG0003399	XP_020947649.1	XP_026242399.1
OG0003400	XP_013849487.1	XP_026269369.1
OG0003401	XP_020947009.1	XP_026269340.1, XP_026269341.1, XP_026269339.1, XP_026269342.1, XP_026269344.1, XP_026269343.1, XP_026269338.1, XP_026269337.1
OG0003402	XP_003481572.1	XP_026250086.1
OG0003403	XP_020946627.1, NP_001152777.1	XP_026261742.1
OG0003404	NP_001177156.1	XP_026261720.1
OG0003404	NP_001177155.1	XP_026261721.1
OG0003405	NP_001177114.1, XP_020946599.1	XP_026261725.1
OG0003406	XP_013852987.1, XP_003481602.1	XP_026265960.1, XP_026265961.1
OG0003407	XP_020947191.1, XP_013852993.1	XP_026265994.1
OG0003408	XP_005663883.1, NP_001231670.1	XP_026265941.1
OG0003409	XP_003354755.3	XP_026267125.1, XP_026267127.1
OG0003410	XP_020943165.1	XP_026242996.1
OG0003411	XP_020943143.1	XP_026242955.1, XP_026242954.1
OG0003412	XP_005661496.1	XP_026268075.1
OG0003413	XP_020940308.1, XP_020940307.1, XP_020940310.1, XP_020940309.1	XP_026271267.1, XP_026271268.1
OG0003414	XP_003130744.3	XP_026243691.1
OG0003415	XP_003130718.4, XP_020920331.1, XP_020920330.1	XP_026243644.1, XP_026243646.1
OG0003416	XP_020921789.1	XP_026270872.1
OG0003417	XP_020922070.1	XP_026235977.1
OG0003418	XP_001926629.2	XP_026235930.1
OG0003419	XP_001924429.4	XP_026246911.1
OG0003420	XP_020923467.1	XP_026249106.1
OG0003421	XP_020923801.1	XP_026264421.1
OG0003422	XP_005653508.1, NP_001116637.1	XP_026270110.1
OG0003423	NP_001161063.1, XP_013833057.1	XP_026270103.1
OG0003424	XP_020954454.1	XP_026250265.1
OG0003425	XP_001927569.1, XP_005656285.1	XP_026250238.1
OG0003426	XP_020953791.1, NP_001193284.1	XP_026250270.1
OG0003427	XP_001929666.1	XP_026267020.1
OG0003428	NP_001165223.1, XP_005659379.1	XP_026258310.1
OG0003429	NP_001073675.2, XP_020940006.1	XP_026250853.1
OG0003430	NP_001090895.1	XP_026245423.1
OG0003431	XP_020957057.1, XP_020957056.1	XP_026263553.1
OG0003432	XP_020944220.1, NP_001177134.1	XP_026238864.1
OG0003433	XP_013851865.1, NP_001295755.1	XP_026265663.1
OG0003434	NP_001302685.1	XP_026241179.1, XP_026241188.1
OG0003435	XP_005661200.1	XP_026235742.1
OG0003436	XP_020958186.1, XP_020958183.1, XP_020958184.1, XP_020958185.1	XP_026255164.1
OG0003437	NP_001231936.1	XP_026264411.1, XP_026264417.1
OG0003438	NP_001186737.1, XP_020934128.1	XP_026257334.1
OG0003439	XP_003134810.3	XP_026264680.1
OG0003440	XP_005673277.1	XP_026244488.1, XP_026244487.1
OG0003441	XP_003134785.1	XP_026244522.1, XP_026244521.1
OG0003442	XP_003134795.1	XP_026244484.1
OG0003443	XP_020952648.1	XP_026268702.1
OG0003444	NP_001231917.1	XP_026249206.1
OG0003445	XP_020951596.1, XP_020951597.1, XP_020951595.1	XP_026249248.1
OG0003446	XP_020952384.1	XP_026253462.1
OG0003447	XP_020952492.1	XP_026253565.1
OG0003448	XP_020948930.1, NP_001161119.2	XP_026253559.1
OG0003449	NP_001231400.1	XP_026269969.1
OG0003450	XP_020948691.1	XP_026247220.1
OG0003451	NP_999329.1	XP_026240517.1
OG0003452	XP_020957158.1	XP_026240535.1
OG0003454	XP_020934530.1	XP_026268504.1
OG0003455	XP_003360155.1, XP_003360156.1	XP_026261175.1
OG0003456	XP_005654326.1	XP_026261180.1
OG0003457	XP_020934153.1	XP_026261165.1
OG0003458	XP_020934442.1, XP_020934446.1, XP_020934445.1, XP_020934443.1	XP_026266990.1
OG0003459	XP_020934769.1, XP_020934770.1, XP_020934767.1	XP_026267001.1
OG0003460	XP_020934095.1, NP_001116658.1	XP_026266963.1
OG0003462	XP_020934916.1	XP_026235564.1
OG0003463	XP_020934336.1	XP_026235791.1
OG0003464	XP_013839531.1, XP_001925958.2, XP_005671830.1, XP_005671831.1	XP_026260462.1
OG0003465	XP_020933611.1, XP_020933612.1	XP_026245263.1
OG0003466	XP_020931222.1	XP_026245267.1
OG0003467	XP_020930455.1	XP_026256377.1
OG0003469	XP_003135199.3	XP_026255753.1
OG0003470	XP_005662826.1, NP_001231136.1	XP_026267005.1
OG0003471	XP_003125468.1	XP_026263460.1, XP_026263389.1
OG0003472	XP_020944028.1	XP_026267045.1, XP_026267126.1
OG0003473	XP_020943000.1	XP_026253233.1
OG0003474	XP_005662497.1	XP_026253230.1
OG0003475	XP_020946380.1	XP_026249975.1
OG0003476	XP_003125868.1	XP_026269499.1
OG0003477	XP_005653141.2	XP_026236208.1
OG0003478	XP_003135387.3	XP_026264852.1
OG0003479	NP_001191299.1, XP_013852617.1	XP_026259836.1
OG0003480	XP_020946398.1	XP_026249940.1
OG0003481	XP_020957614.1, NP_001128437.1	XP_026259444.1
OG0003482	XP_020919590.1	XP_026259455.1
OG0003483	XP_020958256.1	XP_026251567.1
OG0003484	NP_001121953.1, XP_020932599.1	XP_026260634.1
OG0003485	NP_001098756.1, XP_005652858.1	XP_026260872.1
OG0003486	XP_020938871.1, XP_020938872.1, XP_020938870.1, XP_020938874.1, XP_020938869.1, XP_013849914.1	XP_026259991.1
OG0003487	XP_020938686.1, XP_003122806.1	XP_026262324.1
OG0003488	XP_013849804.2	XP_026254975.1
OG0003489	NP_001230739.1	XP_026235107.1, XP_026235108.1
OG0003490	XP_020938257.1	XP_026235778.1
OG0003491	XP_020938290.1	XP_026267088.1
OG0003492	XP_003122627.4	XP_026270241.1
OG0003493	XP_005672436.2	XP_026243588.1
OG0003494	XP_020931989.1	XP_026244805.1
OG0003495	XP_020932151.1, XP_020932149.1, XP_020932150.1, XP_020932148.1	XP_026244359.1
OG0003496	NP_998915.1	XP_026244426.1
OG0003497	NP_001003663.1	XP_026239811.1
OG0003498	XP_020927404.1, XP_020927403.1, XP_003483205.2	XP_026263896.1
OG0003499	XP_013837444.1, XP_005669852.1, XP_003132420.3	XP_026238823.1
OG0003500	XP_020924976.1	XP_026238919.1
OG0003501	XP_020924547.1	XP_026244338.1
OG0003502	XP_013842827.1	XP_026255476.1
OG0003503	XP_003123225.2	XP_026255465.1, XP_026255464.1
OG0003504	XP_020932381.1, NP_001116581.1	XP_026255661.1
OG0003505	XP_020928563.1	XP_026267642.1
OG0003507	NP_001116607.1, XP_020932438.1	XP_026260023.1
OG0003508	XP_020939768.1	XP_026260115.1, XP_026260116.1
OG0003509	XP_005661405.1	XP_026260232.1
OG0003510	XP_003126507.1	XP_026269941.1
OG0003511	XP_005667195.1, XP_013834603.1, XP_020918191.1, XP_013834602.1	XP_026243128.1
OG0003512	XP_003129684.1	XP_026235299.1, XP_026235301.1
OG0003513	NP_001230734.1, XP_020957666.1	XP_026256778.1, XP_026256779.1
OG0003514	XP_020957597.1, NP_001116663.1	XP_026256776.1
OG0003515	XP_020917998.1	XP_026270148.1
OG0003516	XP_020938956.1	XP_026254778.1
OG0003517	NP_001092073.1	XP_026270264.1
OG0003518	XP_003131043.2	XP_026255352.1
OG0003519	XP_003131107.1	XP_026255515.1
OG0003520	XP_020921606.1	XP_026270919.1
OG0003521	NP_001038067.1	XP_026248839.1
OG0003522	XP_020927383.1	XP_026263876.1
OG0003523	NP_001155226.1, XP_020923913.1	XP_026257407.1
OG0003524	XP_013836883.2	XP_026261818.1
OG0003526	XP_020933945.1	XP_026257895.1
OG0003527	XP_020933745.1	XP_026257928.1
OG0003528	XP_003359989.1	XP_026257948.1
OG0003529	NP_001005727.1, XP_005672891.1	XP_026238464.1
OG0003530	XP_020932987.1, NP_001165835.1	XP_026238955.1
OG0003531	XP_020947406.1	XP_026254401.1
OG0003532	XP_003134500.1, XP_003134501.1	XP_026264118.1
OG0003533	XP_005673018.1	XP_026264109.1
OG0003534	XP_020933052.1	XP_026246740.1
OG0003535	XP_020933177.1	XP_026246720.1, XP_026246721.1, XP_026246722.1
OG0003536	NP_001106920.1	XP_026246790.1
OG0003537	NP_001098783.1, XP_005673097.1	XP_026262578.1
OG0003538	XP_003130932.1, XP_013835854.1	XP_026250725.1, XP_026250724.1
OG0003540	XP_020920827.1	XP_026244175.1
OG0003541	XP_005670541.1	XP_026245522.1
OG0003542	XP_020929853.1	XP_026245513.1
OG0003543	XP_020928485.1	XP_026253288.1
OG0003545	NP_998945.1	XP_026251839.1, XP_026251837.1, XP_026251836.1, XP_026251838.1
OG0003546	XP_020931367.1	XP_026270538.1
OG0003547	XP_020930480.1	XP_026237768.1
OG0003548	XP_001924435.2	XP_026259200.1
OG0003549	XP_003359182.2	XP_026265013.1
OG0003550	XP_013838439.1	XP_026264314.1
OG0003551	XP_005657422.2	XP_026269116.1
OG0003552	XP_001926892.3	XP_026257447.1
OG0003553	XP_005664167.1, NP_001007193.1	XP_026266853.1
OG0003554	NP_001116654.1, XP_013853315.1	XP_026266759.1
OG0003555	XP_020948084.1	XP_026258994.1
OG0003556	XP_003481729.1	XP_026269943.1
OG0003557	XP_005655715.2	XP_026248137.1
OG0003558	XP_020947246.1	XP_026262846.1
OG0003559	XP_003355426.1	XP_026262793.1
OG0003560	XP_020929245.1, XP_020928934.1	XP_026239982.1, XP_026240090.1
OG0003561	XP_020929178.1, XP_013838989.1, XP_020929176.1, XP_020929177.1, XP_020929174.1, XP_020929175.1	XP_026271018.1, XP_026271019.1
OG0003562	XP_020928724.1	XP_026256919.1
OG0003563	XP_020929124.1	XP_026256936.1
OG0003564	XP_020927709.1, NP_001177220.1	XP_026244974.1
OG0003566	XP_005671606.1	XP_026239965.1
OG0003567	XP_001928411.1	XP_026250189.1
OG0003568	XP_020944950.1	XP_026265820.1
OG0003569	XP_020918436.1, NP_001230639.1	XP_026248648.1
OG0003570	XP_003121629.2	XP_026247984.1, XP_026247991.1, XP_026247978.1
OG0003571	XP_020952574.1	XP_026247021.1
OG0003573	NP_001230480.1, XP_020935020.1	XP_026247874.1
OG0003574	XP_005659645.1, NP_999340.1	XP_026248955.1
OG0003575	XP_020950317.1	XP_026240590.1
OG0003576	XP_005657223.1	XP_026265868.1
OG0003577	XP_020938150.1	XP_026235643.1
OG0003578	XP_020955931.1, NP_001123439.1	XP_026258979.1
OG0003579	XP_020957395.1, XP_020957393.1, XP_020957394.1	XP_026253889.1
OG0003580	XP_020957425.1	XP_026235451.1
OG0003581	XP_003357134.1	XP_026235419.1
OG0003582	XP_003129412.3	XP_026264804.1
OG0003583	XP_003129145.1	XP_026258947.1
OG0003584	XP_005670286.1	XP_026251824.1
OG0003585	NP_001004042.1	XP_026250509.1
OG0003586	XP_020925825.1	XP_026262226.1, XP_026267870.1, XP_026251245.1, XP_026251121.1
OG0003587	XP_020925796.1, XP_020925797.1, XP_020925795.1	XP_026249727.1, XP_026256055.1
OG0003588	XP_005652428.1	XP_026245097.1
OG0003589	XP_020925384.1	XP_026262397.1
OG0003590	XP_020955470.1	XP_026239908.1
OG0003591	XP_005657617.1	XP_026247773.1
OG0003592	XP_001926384.1	XP_026244818.1, XP_026244817.1
OG0003593	NP_998934.1, XP_020930314.1	XP_026244809.1
OG0003594	NP_001231420.1	XP_026244829.1, XP_026244828.1
OG0003595	XP_020931727.1	XP_026255113.1
OG0003596	XP_005672173.1, XP_003133651.1	XP_026250368.1
OG0003597	XP_005672216.2	XP_026259133.1
OG0003598	XP_020918931.1	XP_026243263.1
OG0003599	XP_020919960.1	XP_026243783.1
OG0003600	XP_003130558.1, XP_013835482.1	XP_026243772.1, XP_026243770.1
OG0003601	XP_013843531.2	XP_026265303.1
OG0003602	XP_005663261.2, XP_020945231.1	XP_026263793.1
OG0003603	XP_020920007.1	XP_026262947.1
OG0003604	XP_020936475.1	XP_026247987.1, XP_026238222.1
OG0003606	XP_020937036.1, XP_020937037.1, XP_020937034.1	XP_026238089.1
OG0003607	XP_020937022.1	XP_026238404.1, XP_026238405.1
OG0003608	NP_001072155.1	XP_026257163.1
OG0003609	NP_001171684.1, XP_020935094.1	XP_026262545.1
OG0003610	XP_003135122.1	XP_026268457.1, XP_026262535.1
OG0003611	XP_005657879.1, NP_001033053.1	XP_026269808.1
OG0003612	XP_003484179.2	XP_026261378.1
OG0003613	XP_020935359.1	XP_026258438.1
OG0003614	XP_020936425.1, XP_003135413.2, XP_003360487.1	XP_026269595.1
OG0003615	XP_020935655.1	XP_026259302.1
OG0003616	XP_003128635.2, XP_013833708.2	XP_026270007.1, XP_026270008.1
OG0003617	XP_020947432.1	XP_026254272.1
OG0003617	XP_020947433.1	XP_026254277.1
OG0003618	XP_020951432.1	XP_026237745.1
OG0003620	XP_020918538.1	XP_026252134.1
OG0003621	NP_001172080.1, XP_005666327.1	XP_026261881.1
OG0003623	XP_020940177.1	XP_026252129.1
OG0003631	XP_005666397.1, NP_001072135.1	XP_026256777.1
OG0003632	NP_001244282.1	XP_026252915.1
OG0003633	XP_020935237.1, NP_001155110.1	XP_026258454.1
OG0003634	XP_020923367.1, XP_003131920.4, XP_020923368.1, XP_005669191.2	XP_026249763.1
OG0003635	XP_020921878.1, NP_999316.1	XP_026257133.1
OG0003636	NP_999030.1, XP_020927734.1	XP_026241782.1
OG0003637	NP_001335864.1	XP_026266087.1
OG0003638	NP_001093394.1	XP_026240006.1
OG0003639	NP_999097.2	XP_026244633.1
OG0003640	XP_020937415.1, XP_020927739.1, NP_999136.1	XP_026254696.1, XP_026254694.1
OG0003641	XP_020940672.1, XP_020940673.1	XP_026270444.1
OG0003642	XP_013836670.2	XP_026249733.1
OG0003643	NP_001005151.1	XP_026243713.1
OG0003644	XP_020936888.1, XP_020936889.1	XP_026251395.1
OG0003645	XP_013846352.2	XP_026262537.1
OG0003646	NP_001026949.2, XP_020930369.1	XP_026261140.1
OG0003648	XP_013845359.1	XP_026262430.1
OG0003649	XP_005661009.1	XP_026254880.1, XP_026254881.1
OG0003650	NP_001009580.1	XP_026255315.1
OG0003651	XP_020936937.1, NP_001103242.1	XP_026269445.1
OG0003652	NP_001020397.1, XP_013849023.1	XP_026237574.1
OG0003653	XP_020932580.1, XP_020932579.1, XP_013840339.1	XP_026251159.1
OG0003654	NP_001090970.1, XP_005660031.1	XP_026239882.1, XP_026239883.1
OG0003655	NP_999284.1	XP_026266376.1
OG0003656	XP_003355797.1	XP_026255039.1
OG0003658	XP_020943947.1	XP_026241513.1
OG0003659	NP_001106160.1, XP_020921690.1	XP_026246348.1
OG0003660	XP_020918019.1	XP_026256835.1
OG0003661	XP_003132418.1	XP_026238768.1
OG0003662	XP_020955035.1, XP_013833746.2, XP_013833745.2, XP_013833744.2	XP_026240865.1, XP_026240864.1
OG0003663	XP_005656689.1	XP_026252155.1
OG0003664	NP_001038021.1, XP_005663204.1	XP_026265295.1, XP_026265296.1
OG0003665	NP_001034838.1, XP_020937742.1	XP_026251684.1
OG0003666	NP_001123277.1	XP_026252209.1, XP_026252210.1
OG0003667	NP_001177218.1	XP_026259660.1
OG0003668	XP_020951336.1	XP_026247517.1
OG0003669	NP_001230573.1	XP_026245095.1
OG0003670	XP_005667453.1, NP_001139601.1	XP_026259249.1, XP_026259248.1
OG0003671	XP_020941844.1	XP_026268965.1
OG0003672	XP_020942083.1, XP_020942084.1	XP_026238487.1
OG0003673	NP_999324.1, XP_020957875.1	XP_026243283.1
OG0003674	XP_005653831.1, NP_001230118.1	XP_026261516.1
OG0003675	XP_013847802.1, NP_001291208.1	XP_026256146.1, XP_026256145.1
OG0003676	XP_003353857.2	XP_026263401.1
OG0003677	XP_013852496.1, NP_001239534.1	XP_026268741.1
OG0003678	XP_003128619.1	XP_026270028.1
OG0003680	XP_020918059.1	XP_026256854.1
OG0003681	XP_020937791.1	XP_026236231.1
OG0003683	XP_020917976.1	XP_026270815.1
OG0003684	XP_003130032.2	XP_026258500.1, XP_026258512.1
OG0003685	NP_001230348.1, XP_005657852.1	XP_026238685.1
OG0003686	XP_020950591.1, XP_020950518.1	XP_026262135.1
OG0003687	XP_020950333.1	XP_026262200.1
OG0003688	XP_020949987.1	XP_026267971.1
OG0003689	XP_020940440.1	XP_026265729.1
OG0003690	XP_003480676.1	XP_026236913.1
OG0003692	XP_003121743.1	XP_026237838.1
OG0003693	XP_001925082.1	XP_026263272.1
OG0003694	NP_001163994.1, XP_020921647.1	XP_026248976.1
OG0003695	XP_020943334.1	XP_026236395.1
OG0003696	XP_001929236.1	XP_026255744.1, XP_026255745.1
OG0003697	NP_001230472.1	XP_026249640.1
OG0003698	XP_020941715.1	XP_026235335.1
OG0003699	XP_020941375.1	XP_026236632.1
OG0003700	XP_020920498.1	XP_026245061.1
OG0003701	XP_020942643.1	XP_026262736.1
OG0003702	XP_013854341.2	XP_026235499.1
OG0003703	NP_001254770.1, XP_020919705.1	XP_026243687.1, XP_026243689.1, XP_026243688.1, XP_026243690.1
OG0003704	XP_003356125.1	XP_026237091.1
OG0003705	XP_020950699.1	XP_026236997.1
OG0003706	XP_020950664.1	XP_026237019.1, XP_026237017.1, XP_026237018.1
OG0003707	XP_005656014.2	XP_026237161.1
OG0003708	XP_020950634.1	XP_026237878.1, XP_026237879.1
OG0003709	XP_003356040.1	XP_026261989.1
OG0003710	XP_020950208.1, XP_020950212.1, XP_020950209.1, XP_020950210.1, XP_020950213.1	XP_026259561.1
OG0003711	XP_020953206.1	XP_026259513.1, XP_026259512.1
OG0003712	XP_020950099.1	XP_026259501.1, XP_026259500.1, XP_026259503.1
OG0003713	XP_013844003.1	XP_026247050.1
OG0003714	XP_020937747.1, XP_020938041.1	XP_026236403.1
OG0003714	XP_003128826.2	XP_026236405.1
OG0003715	XP_020951430.1	XP_026247371.1
OG0003717	XP_005668301.1	XP_026268472.1
OG0003718	XP_003123749.1, XP_020940106.1	XP_026259898.1
OG0003719	XP_020949854.1, XP_020949853.1	XP_026248052.1, XP_026248051.1, XP_026248053.1
OG0003720	XP_003127752.1, XP_005665154.1, XP_013854508.1	XP_026259404.1
OG0003723	NP_998929.1	XP_026250330.1
OG0003724	XP_020935128.1, NP_001230142.1	XP_026249075.1
OG0003725	XP_001928273.2	XP_026250506.1
OG0003726	XP_001926024.1	XP_026243890.1, XP_026243888.1
OG0003727	NP_001033727.1	XP_026244012.1
OG0003728	XP_001927789.1	XP_026256303.1
OG0003729	XP_003356892.1, XP_005656544.1	XP_026251041.1
OG0003730	XP_020956554.1, XP_020956553.1, XP_020956550.1, XP_020956552.1, XP_020956549.1, XP_020956551.1	XP_026236176.1
OG0003732	XP_020955942.1, NP_001127824.1	XP_026242146.1
OG0003733	XP_020940054.1, XP_020940052.1, XP_020940053.1	XP_026253944.1
OG0003734	XP_001925712.1, XP_003353424.1	XP_026245562.1
OG0003735	XP_020930056.1	XP_026268593.1
OG0003736	XP_003133075.3, XP_013838691.1	XP_026268104.1
OG0003737	XP_020929304.1	XP_026249507.1
OG0003738	XP_001925666.3	XP_026261610.1
OG0003739	XP_001929068.2	XP_026245995.1
OG0003740	XP_020940026.1	XP_026253939.1
OG0003741	XP_013843004.1, NP_001231409.1	XP_026253996.1
OG0003742	XP_003134108.1	XP_026257121.1
OG0003743	XP_020932715.1	XP_026251162.1
OG0003744	XP_020932317.1	XP_026244093.1
OG0003745	XP_003130026.2, XP_003130042.1	XP_026258521.1
OG0003747	XP_003130093.1	XP_026260366.1
OG0003748	XP_003129988.2	XP_026259259.1, XP_026259258.1
OG0003749	XP_003129977.1	XP_026259238.1
OG0003750	XP_013844972.1	XP_026252177.1
OG0003751	XP_005667425.1, NP_001152780.1	XP_026252144.1
OG0003752	XP_003357347.1	XP_026248378.1
OG0003753	XP_020923372.1, XP_005669197.1, XP_013836691.1, XP_005669196.1	XP_026249679.1
OG0003754	NP_001037992.1	XP_026236480.1, XP_026236479.1
OG0003755	XP_020923549.1	XP_026246300.1
OG0003756	XP_020923577.1	XP_026267145.1
OG0003757	XP_013844337.1	XP_026264518.1
OG0003758	XP_020953446.1	XP_026238284.1
OG0003759	XP_020948887.1, NP_001186820.1	XP_026238379.1
OG0003760	XP_003356156.1	XP_026270682.1
OG0003761	XP_005665023.1, NP_001254002.1	XP_026241865.1, XP_026241866.1
OG0003762	XP_020950944.1	XP_026253729.1
OG0003763	XP_020949284.1	XP_026257665.1, XP_026257666.1, XP_026257667.1
OG0003764	XP_005664368.1	XP_026267216.1
OG0003765	XP_020942014.1, XP_020942011.1, XP_020942013.1, XP_020942012.1, XP_020942009.1, XP_020942010.1	XP_026256244.1
OG0003766	XP_013850926.1	XP_026268952.1
OG0003767	XP_020941850.1	XP_026268993.1
OG0003768	NP_001127828.1, XP_020941232.1	XP_026259990.1, XP_026259989.1
OG0003769	NP_001231485.1	XP_026259962.1
OG0003770	XP_020941730.1	XP_026262962.1
OG0003771	XP_020941654.1, XP_020941656.1, XP_020941658.1, XP_020941660.1, XP_020941659.1, XP_020941653.1, XP_020941657.1	XP_026261491.1
OG0003772	XP_020942113.1, XP_020937743.1, XP_020937531.1, XP_020937740.1, XP_020938171.1, XP_020938174.1	XP_026247916.1
OG0003773	XP_003124599.4	XP_026247877.1, XP_026247878.1
OG0003774	XP_003124792.1	XP_026243376.1, XP_026241252.1, XP_026240894.1
OG0003775	XP_020942414.1	XP_026241333.1
OG0003776	XP_003124766.2	XP_026241395.1
OG0003777	XP_003125960.3	XP_026258874.1
OG0003778	XP_005663758.2, XP_001929240.4, XP_013852857.2	XP_026265762.1, XP_026265764.1
OG0003779	XP_003124543.1	XP_026256159.1
OG0003780	XP_003130512.1	XP_026243323.1
OG0003781	XP_020946448.1, XP_001927371.2	XP_026268790.1
OG0003782	NP_001230622.1	XP_026269967.1
