Orthogroup	Sus_scrofa	Mesocricetus_auratus
OG0001546	XP_003357319.1, XP_020918386.1, XP_003129868.2, XP_013834798.1, XP_013834797.1, XP_020918387.1, XP_020918385.1, XP_005667350.1, XP_020918388.1, XP_020918384.1	XP_012974008.1, XP_005077369.1
OG0001547	NP_999125.1, XP_005653005.1	XP_040604542.1
OG0001548	XP_003483136.1, XP_020923376.1, XP_005669205.1, XP_005669204.1	XP_040604997.1, XP_040604995.1, XP_040604996.1, XP_012967218.1
OG0001549	XP_020923704.1	XP_005067713.1
OG0001549	XP_003135145.2	XP_012979935.1
OG0001550	XP_020952171.1	XP_012970365.2
OG0001551	XP_020950941.1	XP_040590977.1, XP_040590975.1
OG0001551	XP_020950940.1	XP_040590991.1
OG0001552	NP_001177219.1	XP_005073166.1
OG0001552	NP_001164298.1	XP_005088365.1
OG0001553	XP_020949762.1, XP_020949765.1, XP_020949764.1, XP_020949766.1, XP_020949763.1	XP_040592522.1, XP_040592519.1, XP_040592520.1, XP_040592517.1, XP_040592521.1, XP_040592518.1
OG0001554	XP_013847955.1, XP_005653072.1, XP_003354584.1, XP_005653070.1, XP_020942081.1	XP_012972397.1
OG0001555	XP_020942092.1, XP_020942093.1, XP_020942095.1, XP_020942094.1	XP_040610623.1, XP_005064501.1
OG0001556	NP_999443.1, XP_005667947.1	XP_021090245.1, XP_012978099.1, XP_012978101.1, XP_005082907.1
OG0001557	XP_020920046.1	XP_005078185.1
OG0001558	XP_020920134.1	XP_040594462.1
OG0001558	NP_001093658.1	XP_040594340.1
OG0001559	XP_003355060.1	XP_005072704.1
OG0001560	XP_020937203.1	XP_021081790.1, XP_021081792.1, XP_012967512.1, XP_040598366.1, XP_040598367.1, XP_040598368.1, XP_012967511.1
OG0001561	XP_005657005.1, NP_001231483.1	XP_040605706.1, XP_040605705.1
OG0001562	XP_020936914.1, XP_020936915.1	XP_021090714.1, XP_012978799.1, XP_012978800.1, XP_012978797.1
OG0001563	XP_020943108.1, XP_020943106.1, XP_020943107.1	XP_012969060.1
OG0001564	XP_020940000.1	XP_040604471.1, XP_021083910.1, XP_021083908.1, XP_021083909.1, XP_021083911.1, XP_040604476.1
OG0001565	XP_020926040.1	XP_012967187.1
OG0001565	NP_001244285.1	XP_005067842.1, XP_005083186.3
OG0001566	XP_005660353.1, XP_003353640.1, XP_013849168.1, XP_003353639.1, XP_005660354.1	XP_040594412.1, XP_040594410.1, XP_040594416.1, XP_040594419.1
OG0001567	XP_020954387.1, XP_020954390.1, XP_003356680.2, XP_020954389.1, XP_020954388.1	XP_040585554.1
OG0001568	XP_020954487.1	XP_012971558.1, XP_012971556.1, XP_012971557.1, XP_005073766.1, XP_012971559.1, XP_005073767.1, XP_021085008.1
OG0001569	XP_001925444.2	XP_012971531.3
OG0001570	XP_020936360.1	XP_040600265.1
OG0001570	XP_020947781.1	XP_021084966.1
OG0001571	XP_001927354.4	XP_005073715.2
OG0001572	XP_005659333.1, NP_001230437.1	XP_021089093.1, XP_021089092.1, XP_005080883.1
OG0001573	XP_003125990.1	XP_005086018.1
OG0001574	XP_005663004.1, NP_001033095.1	XP_012970758.1
OG0001575	XP_020956868.1	XP_005080842.1
OG0001575	XP_020921172.1	XP_005083245.1
OG0001576	XP_020934947.1	XP_040584450.1
OG0001577	XP_020931974.1	XP_040601537.1
OG0001577	XP_020934229.1	XP_040594853.1
OG0001578	XP_020952575.1, XP_020952572.1, XP_020952573.1	XP_005083914.1
OG0001579	XP_020948319.1, XP_020948318.1, XP_020948320.1	XP_040611059.1
OG0001580	XP_013846218.1, XP_005657778.1, XP_003134620.1, XP_020934222.1	XP_040596381.1, XP_040596380.1, XP_040596379.1, XP_040596382.1
OG0001581	XP_013841061.2	XP_005082447.1, XP_021089936.1, XP_021089934.1, XP_021089935.1
OG0001582	XP_020934425.1	XP_012981523.1, XP_005087218.1, XP_012981524.1, XP_005087219.1
OG0001583	XP_003134573.3	XP_021091069.1, XP_021091072.1, XP_021091068.1, XP_021091071.1, XP_040594597.1, XP_021091070.1, XP_040594598.1, XP_005084255.1
OG0001584	XP_020943290.1, XP_005662688.1, XP_003125285.1, XP_005662687.1	XP_040586907.1
OG0001585	NP_001090913.1	XP_040587897.1, XP_012966328.1, XP_012966327.1
OG0001586	XP_005653103.1	XP_005073619.1
OG0001587	NP_001231536.1	XP_040608183.1
OG0001588	NP_001116633.1	NP_001297490.1, XP_040603839.1
OG0001589	NP_001103527.1, XP_005653033.2	XP_040607816.1
OG0001590	XP_013845531.2	XP_040601856.1, XP_040601854.1, XP_040601857.1, XP_040601858.1, XP_021087195.1
OG0001591	XP_005661077.1, XP_003122923.1, XP_020938856.1	XP_040601872.1, XP_040601871.1, XP_040601870.1
OG0001592	XP_003122944.2, XP_005661121.1, XP_005661119.1, XP_005661120.1	XP_040601912.1
OG0001593	XP_003122764.1, XP_005660956.1, XP_013849768.1, XP_013849767.1	XP_005065147.1
OG0001594	NP_001231807.1	NP_001268501.1
OG0001594	XP_001924414.2	XP_005078975.1
OG0001595	XP_020926497.1	XP_021083488.1
OG0001596	XP_020939862.1, XP_020939860.1, XP_020939861.1	XP_005083350.1, XP_021090488.1
OG0001597	NP_001020396.1, XP_005673091.1, XP_013844448.1	XP_005074519.2, XP_040602569.1
OG0001598	XP_020957679.1, NP_001231625.1	XP_040591161.1
OG0001599	XP_020918117.1, XP_005653716.1, XP_005653715.1, XP_020918116.1	XP_012971741.1
OG0001600	XP_005654746.2	XP_012973719.1, XP_012973716.1, XP_005064869.1
OG0001601	XP_013841811.2	XP_040600493.1
OG0001601	XP_003131149.1	XP_040589526.1
OG0001603	XP_003132171.1	XP_040595716.1, XP_040595715.1, XP_040595714.1, XP_040595712.1
OG0001604	XP_003358397.3	XP_005082415.1
OG0001605	NP_001233142.1, XP_020924119.1	XP_005080774.1, XP_005080791.1
OG0001606	XP_020933910.1	XP_040602337.1, XP_040602336.1, XP_040602338.1, XP_005068765.1
OG0001607	XP_020933710.1, XP_001928819.4	XP_005068745.1
OG0001608	XP_003360012.1	XP_040588926.1
OG0001609	XP_001928497.1	XP_005084647.1
OG0001610	XP_020933973.1	XP_040588923.1
OG0001610	XP_020932792.1	XP_021091127.1
OG0001613	NP_999228.1, XP_020927763.1	XP_005075211.1
OG0001614	XP_020930945.1	XP_040609044.1
OG0001615	XP_020927721.1, NP_001302499.1	XP_040587355.1
OG0001616	XP_013838437.2, XP_003132974.4, XP_005670797.2	XP_012975260.1, XP_012975261.1, XP_005078992.1, XP_012975262.1
OG0001617	XP_005652671.1, XP_005652669.1, XP_020948082.1, XP_005652670.1, XP_013842959.1, XP_013842971.1	XP_040594379.1
OG0001618	XP_020948050.1	XP_012965968.1
OG0001619	XP_020947847.1	XP_040599527.1
OG0001620	XP_013853419.2, XP_020948241.1, XP_020948239.1, XP_020948240.1	XP_021081150.1
OG0001621	XP_013853016.1	XP_005067280.1, XP_012966800.1
OG0001622	XP_020928655.1	XP_012974296.1
OG0001623	XP_005671051.2	XP_040593745.1, XP_005066132.1
OG0001624	XP_013834245.2	XP_040603360.1
OG0001624	XP_003360305.1	XP_005087180.1
OG0001625	XP_020925644.1, XP_020925643.1, XP_020925641.1, XP_020925640.1, XP_020925639.1, XP_020925645.1, XP_020925642.1	XP_012969956.1, XP_040606991.1
OG0001626	XP_020925718.1	XP_012969949.2
OG0001627	XP_020925393.1, XP_005670011.1	XP_040608590.1, XP_040608591.1
OG0001628	XP_003133562.2, XP_005672046.1, XP_013839769.1	XP_040601616.1, XP_040601617.1
OG0001629	XP_020930234.1, NP_001171387.1	XP_012976590.1, XP_012976589.1, XP_021089132.1, XP_012976591.1
OG0001630	XP_013839854.1, XP_003133640.3	XP_012969242.1, XP_012969240.1, XP_012969241.1, XP_005070651.1
OG0001631	XP_013839973.2, XP_020930588.1, XP_020930587.1, XP_001925579.3	XP_005070535.1, XP_012969219.1
OG0001632	XP_003134971.2	XP_005088232.1, XP_012982263.1
OG0001634	XP_020936068.1	XP_005072573.1
OG0001635	XP_020935816.1	XP_040600536.1
OG0001636	XP_020936473.1, XP_020936472.1, XP_020936471.1, XP_020936474.1	XP_040600572.1
OG0001637	XP_013834160.2	XP_005075247.3
OG0001638	XP_003124173.4	XP_012975788.1
OG0001639	NP_001231290.1	XP_040608241.1
OG0001640	XP_020933266.1	XP_040588961.1
OG0001641	XP_013842998.2	XP_040596437.1, XP_040596424.1
OG0001642	XP_020944423.1	XP_040592374.1
OG0001643	XP_020941116.1	XP_005063329.1
OG0001643	XP_003353885.2, XP_013849722.2, XP_013849721.2	XP_040603253.1
OG0001645	XP_020956470.1	XP_005077461.1
OG0001645	XP_005661864.1	XP_005074738.1
OG0001646	NP_999274.1	XP_005081185.2
OG0001646	XP_005655631.2, NP_998988.1	XP_040609723.1, XP_005067310.1
OG0001647	NP_001038003.1	XP_012978503.1
OG0001647	NP_001033712.1	XP_005063838.1
OG0001648	XP_005656359.1	XP_040599010.1
OG0001649	NP_001138851.1, NP_998981.1	XP_021087784.1
OG0001650	XP_001929355.3	XP_040599326.1
OG0001650	XP_005670835.2	XP_040602724.1
OG0001651	NP_999537.1	XP_040606481.1
OG0001652	NP_001161100.1, XP_005663856.1	XP_005067015.1, XP_040610127.1
OG0001653	NP_001032810.1	XP_005064237.1
OG0001653	XP_005664835.1	XP_040591995.1
OG0001654	XP_005654095.1, NP_001265677.1	XP_040606777.1
OG0001655	XP_020942523.1, XP_020941517.1, NP_999356.1	XP_012977061.2
OG0001656	XP_020956673.1, XP_020956672.1, XP_020956674.1	XP_040602954.1, XP_012968005.1, XP_005068877.2
OG0001657	XP_013846219.1	XP_012978229.2
OG0001657	XP_013841022.2	XP_005083136.1
OG0001658	XP_020933924.1, XP_020933925.1, XP_003483994.1, XP_013840778.1, XP_005672953.1, XP_013840779.1	XP_012979543.1
OG0001659	XP_020920518.1, XP_020920520.1, XP_020920519.1	XP_005081299.1
OG0001660	XP_020927989.1	XP_005080653.1
OG0001660	XP_020928079.1	XP_005080655.1
OG0001661	XP_020922659.1, XP_020922661.1	XP_005087426.1
OG0001662	XP_020942626.1, XP_020942625.1	XP_040604330.1, XP_040604332.1, XP_040604326.1
OG0001663	XP_001924427.4	XP_005063788.1
OG0001664	XP_003130340.1	XP_005083115.2
OG0001665	XP_020938024.1, XP_020937089.1, XP_020937088.1, XP_020937757.1, XP_020937665.1	XP_040600840.1, XP_040600837.1
OG0001666	XP_003122824.1	XP_005065116.1
OG0001667	XP_020945608.1, XP_013852672.1, XP_020945607.1, XP_005663592.1	XP_040608114.1, XP_040608112.1
OG0001668	XP_020942692.1	XP_040614125.1
OG0001669	XP_020942456.1	XP_040584042.1, XP_040584041.1, XP_040584043.1, XP_040584040.1, XP_040584039.1
OG0001670	XP_013837042.1	XP_040595436.1
OG0001671	XP_020953075.1, XP_020953074.1	XP_005088009.1, XP_012982101.1
OG0001672	XP_020953080.1	XP_040590202.1, XP_040590203.1
OG0001674	XP_013833381.1	XP_005072443.1, XP_040613655.1, XP_040613498.1
OG0001675	XP_005655971.1	XP_040590187.1
OG0001676	XP_020950100.1	XP_040590214.1
OG0001677	XP_020950023.1	XP_040590239.1, XP_040590243.1, XP_040590241.1, XP_040590242.1, XP_040590240.1
OG0001678	XP_003127822.4, XP_005665236.2	XP_040612485.1, XP_040612487.1, XP_040612486.1
OG0001679	XP_005655046.1, NP_999398.1	XP_012982073.1, XP_005065766.1
OG0001680	XP_005661680.1	XP_040595565.1
OG0001681	XP_020956756.1, XP_020956755.1, XP_020956757.1	XP_005074445.1, XP_012971973.1
OG0001682	XP_020932256.1	XP_040604416.1
OG0001682	XP_013839345.1	XP_040608350.1
OG0001683	XP_003134168.1, XP_013840355.1, XP_020932362.1, XP_013840354.1	XP_040604633.1
OG0001684	XP_020918763.1, XP_020918767.1, XP_020918765.1, XP_020918762.1, XP_020918764.1	XP_005085899.1
OG0001685	XP_020918760.1, XP_013835002.2	XP_040585827.1, XP_040585825.1, XP_040585826.1
OG0001686	NP_001231066.1	XP_005069508.2, XP_040593536.1
OG0001687	XP_005656203.1	XP_040613368.1
OG0001688	XP_005665470.1, XP_003356507.1	XP_040612957.1, XP_012970453.1, XP_012970452.1, XP_012970448.1, XP_012970451.1
OG0001689	XP_003128047.2	XP_005088130.1
OG0001689	XP_013843825.1	XP_005072914.1
OG0001690	XP_020950968.1	XP_040590809.1
OG0001691	XP_013853686.1	XP_040592455.1
OG0001692	XP_020949691.1	XP_040592454.1, XP_012973255.1
OG0001693	XP_020930602.1	XP_040585848.1, XP_040585230.1
OG0001694	XP_020945770.1	XP_040607945.1
OG0001695	XP_005662075.1	XP_040587126.1
OG0001695	XP_005674660.3	XP_005077016.1
OG0001696	NP_001302653.1, XP_020941430.1	XP_040587574.1
OG0001697	XP_020919935.1, XP_020937614.1, XP_020937403.1, XP_020937610.1, XP_020937397.1, XP_020937396.1, XP_020938123.1, XP_020937613.1, XP_020937615.1, XP_020932746.1, XP_020956201.1, XP_003124468.3	XP_012976255.3
OG0001698	XP_020941917.1	XP_040586987.1
OG0001698	XP_005673510.1	XP_021085233.1
OG0001700	XP_020955338.1, XP_005674606.2	XP_005068406.2
OG0001701	NP_001231497.1	XP_005074313.2, XP_040607197.1
OG0001702	XP_003135149.3	XP_005088235.1
OG0001702	XP_020942248.1	XP_040604016.1
OG0001703	XP_003131275.2	XP_040605966.1
OG0001703	XP_003481158.1	XP_012977026.1
OG0001704	XP_020952016.1	XP_040607566.1
OG0001705	XP_020949096.1, NP_001230304.1	XP_012979377.1, XP_021090477.1, XP_040613878.1, XP_012979371.1, XP_012979369.1, XP_012979366.1
OG0001706	XP_020924084.1	XP_005066229.1
OG0001706	XP_020920192.1	XP_005073450.1
OG0001707	XP_020957856.1, NP_999053.1, XP_020918995.1, XP_003482715.2	XP_005073400.1, XP_040592920.1
OG0001708	XP_020945108.1	XP_040593733.1
OG0001709	XP_001929540.1	XP_012976000.1, XP_005080277.1
OG0001710	XP_020948116.1	XP_040597492.1, XP_040597493.1
OG0001711	XP_020951929.1, XP_020951928.1, XP_003482105.1	XP_040613879.1, XP_040613880.1
OG0001712	XP_020957934.1	XP_040608320.1, XP_012977776.1, XP_012977873.1, XP_012977830.1, XP_021078499.1
OG0001713	XP_013844721.1, XP_005656535.1, XP_005656537.1, XP_005656536.1	XP_040598295.1, XP_040598297.1, XP_040598296.1, XP_040598778.1, XP_012976903.2
OG0001714	XP_020922093.1	XP_040606118.1
OG0001715	XP_020922173.1, XP_020922174.1, XP_020922172.1	XP_005069904.2
OG0001716	XP_020922322.1	XP_005069986.1
OG0001716	XP_003132095.1	XP_005067928.1
OG0001717	XP_013836253.1	XP_021082776.1
OG0001718	XP_003131378.1	XP_040605747.1, XP_040605744.1, XP_040605743.1, XP_040605746.1, XP_040605745.1
OG0001719	XP_020921766.1, NP_001231895.1	XP_040604243.1, XP_040605771.1
OG0001720	NP_001231032.1, XP_020921813.1	XP_005077012.1
OG0001721	XP_020936695.1	XP_005083794.1
OG0001721	XP_020939369.1	XP_040592726.1
OG0001722	XP_005663817.1, XP_020947084.1	XP_005067096.2
OG0001724	XP_003354749.1, XP_013851344.1, XP_013851346.1, XP_013851347.1, XP_013851348.1, XP_013851345.1	XP_005087866.1, XP_012981974.1, XP_040585443.1
OG0001725	XP_013851351.1, XP_020942771.1, XP_003124903.1, XP_005662405.1	XP_040585344.1
OG0001726	XP_020943892.1	XP_040592922.1
OG0001727	XP_020943177.1	XP_040589096.1
OG0001728	XP_020955829.1	XP_040611804.1
OG0001729	XP_003354326.1, XP_005661707.1, XP_003354325.1	XP_005067833.1
OG0001730	XP_020953809.1, NP_001182276.1	XP_040588461.1
OG0001731	XP_005666526.1, XP_013833906.1, XP_003482377.1, XP_003128844.1	XP_005072334.1
OG0001732	NP_001137583.1, XP_020939458.1	XP_040589164.1, XP_040589165.1, XP_005070470.1
OG0001733	XP_020941152.1, XP_020941142.1, XP_020941154.1, XP_020941147.1	NP_001268562.1, XP_040614056.1
OG0001734	XP_020944244.1, NP_001177107.1	XP_005072711.1
OG0001735	XP_020933518.1	XP_040588633.1
OG0001735	XP_005655407.3	XP_040586307.1
OG0001736	XP_020944434.1	XP_040592187.1, XP_040592185.1, XP_040592180.1, XP_040592184.1, XP_040592181.1, XP_040592188.1, XP_040592182.1, XP_040592186.1, XP_040592183.1, XP_012980226.1
OG0001737	XP_020946166.1, XP_020946169.1, XP_020946170.1, XP_020946168.1, XP_020946167.1	XP_040592239.1, XP_040592240.1, XP_040592241.1, XP_040592242.1
OG0001738	XP_003135235.2	XP_005086602.1
OG0001738	XP_003129031.1	XP_005080837.2
OG0001739	XP_020957034.1	XP_040609183.1, XP_040603190.1
OG0001740	XP_013835192.1	XP_040599146.1
OG0001741	XP_020934864.1	XP_040594223.1
OG0001742	XP_013841114.1	XP_040584691.1
OG0001743	XP_020953264.1, XP_003356374.4	XP_040612656.1, XP_040612646.1
OG0001745	NP_001123426.1	XP_012967591.2, XP_040597433.1
OG0001746	XP_020934557.1	XP_005083140.1
OG0001746	XP_003360142.4	XP_005083139.1
OG0001747	XP_020934143.1, NP_001231925.1	XP_040602675.1
OG0001748	XP_001925118.1	XP_012966192.1, XP_012966193.1
OG0001749	XP_005662795.1, XP_013851790.1, XP_003125393.1	XP_040586654.1
OG0001750	XP_005662769.1	XP_040586708.1
OG0001751	XP_013851647.1	XP_040586787.1, XP_040586790.1, XP_040586791.1, XP_040586792.1, XP_040586793.1, XP_040586788.1, XP_040586789.1
OG0001752	XP_005663515.1, NP_001230223.1	XP_005084345.1, XP_021091092.1
OG0001753	XP_020919228.1	XP_040599080.1
OG0001754	XP_020938827.1, XP_003353938.2, XP_020938826.1	XP_005064608.1
OG0001755	XP_020938834.1	XP_040601852.1
OG0001756	XP_020938867.1, XP_020938866.1	XP_012977412.1, XP_005064889.1, XP_021087017.1
OG0001757	XP_020937678.1, XP_020938705.1, XP_020938706.1	XP_005065134.1, XP_021087759.1, XP_012976653.1
OG0001758	XP_020938814.1, XP_003122898.3	XP_005064948.1, XP_040601831.1, XP_040601830.1, XP_040601832.1
OG0001759	NP_001230794.1	XP_005064258.1
OG0001761	XP_013849453.2, XP_020938294.1, XP_020938296.1	XP_021083079.2
OG0001761	XP_020938292.1	XP_012980360.2
OG0001762	XP_003132336.2	XP_040603506.1
OG0001763	XP_020924303.1	XP_040595412.1, XP_040595407.1, XP_040595406.1, XP_040595409.1, XP_040595408.1, XP_040595405.1, XP_040595411.1
OG0001764	NP_001161103.1, XP_005661313.1	XP_021091747.2, XP_005085349.2
OG0001765	XP_020939853.1, XP_020939852.1	XP_040594293.1, XP_005083343.1, XP_012978457.1
OG0001766	NP_001161118.1, XP_005657846.1	XP_040589628.1, XP_040589629.1, XP_040589630.1, XP_040589627.1
OG0001767	XP_003132476.1	XP_040596091.1
OG0001767	XP_005667153.1	XP_040613897.1
OG0001768	XP_005667143.2, NP_001231225.1	XP_005074067.1, XP_021085189.1, XP_021085187.1, XP_012971831.1
OG0001769	XP_020921006.1	XP_040614054.1, XP_012969546.1, XP_040614080.1, XP_012969545.1
OG0001770	XP_013845529.2	XP_040595826.1
OG0001771	XP_020925123.1	XP_012970428.1
OG0001772	XP_003132512.1	XP_005080776.1
OG0001773	XP_005672839.1, XP_013840617.1, XP_005672838.1, XP_005672837.1, XP_020934016.1	XP_012967823.2
OG0001774	XP_020933458.1	XP_005084698.1
OG0001775	XP_020933742.1	XP_040588956.1, XP_040588951.1
OG0001775	XP_020933640.1	XP_040588863.1, XP_040588952.1, XP_040588953.1
OG0001776	XP_020933682.1, XP_020933683.1, XP_020933681.1	XP_005085050.2, XP_040589017.1, XP_040589018.1, XP_040589019.1
OG0001777	XP_020934033.1, XP_020934032.1, XP_020934031.1	XP_005074604.1
OG0001778	XP_020920938.1	XP_021079505.1
OG0001779	XP_005670632.1	XP_012976336.1, XP_005080670.1, XP_040587448.1
OG0001780	XP_013838341.2	XP_012976341.1, XP_012976338.1, XP_012976337.1, XP_012976339.1, XP_012976340.1, XP_040587375.1
OG0001781	XP_005670743.1, XP_005670741.1, XP_013838378.1, XP_005670745.1, XP_005670744.1, XP_005670742.1	XP_040587046.1, XP_012975164.1, XP_040587047.1
OG0001782	XP_003359183.1	XP_005078983.2
OG0001783	NP_001245310.1	XP_040595340.1
OG0001784	XP_013843850.2	XP_040594304.1
OG0001785	XP_020947957.1	XP_040599382.1
OG0001786	XP_020946751.1, NP_001240636.1	XP_040599466.1, XP_040599469.1, XP_040599468.1
OG0001787	XP_020947715.1	XP_040607137.1
OG0001788	XP_020937374.1	XP_040609727.1
OG0001789	XP_020928406.1	XP_021087767.1
OG0001790	XP_020928875.1, XP_001927084.1, XP_020928876.1	XP_040598768.1, XP_005063514.1, XP_012971869.1
OG0001791	XP_005671573.1, XP_001927962.1	XP_005064352.1
OG0001792	XP_003121596.1, NP_001302567.1	XP_012967711.1, XP_005068575.1
OG0001793	NP_001231167.1, XP_005659694.2	XP_040602128.1
OG0001794	XP_003121518.1, XP_003121520.1	XP_005075535.1
OG0001795	XP_020926409.1	XP_040606535.1
OG0001796	XP_003483390.1	XP_040606496.1, XP_040606498.1, XP_040606500.1, XP_040606497.1, XP_040606499.1
OG0001797	XP_020926601.1, XP_020926599.1, XP_020926597.1, XP_020926598.1, XP_020926595.1, XP_020926596.1, XP_020926600.1, XP_020926594.1	XP_040606426.1
OG0001798	XP_003132661.1	XP_040606859.1, XP_040606860.1, XP_040606858.1
OG0001799	XP_005657153.1, XP_020925411.1, XP_005657152.1	XP_005076187.1, XP_005076188.1
OG0001800	XP_003130149.2, XP_020918888.1	XP_005073413.2
OG0001801	NP_001231363.1, XP_005663249.1	XP_040594550.1, XP_040594551.1, XP_040594549.1
OG0001802	XP_005663269.1, XP_003355153.1, XP_013852337.1, XP_020945242.1, XP_020945244.1, XP_003125720.2	XP_005078256.1, XP_040593131.1
OG0001803	XP_005673751.1	XP_040600155.1
OG0001804	XP_005657966.1, XP_020935408.1, XP_020936159.1	XP_005076765.1, XP_040599708.1
OG0001805	XP_005674001.1, XP_003135482.1, XP_020935430.1	XP_012981630.1, XP_005087397.1, XP_040600612.1
OG0001806	XP_020935780.1	XP_012980851.1, XP_005086320.1, XP_005086321.1
OG0001809	XP_020937878.1, XP_020936928.1, XP_001929499.1, XP_020936686.1	XP_005087266.1
OG0001810	XP_020936188.1, XP_020936104.1, XP_020936105.1, XP_020936101.1	XP_040600749.1, XP_040596788.1
OG0001811	XP_020922663.1, XP_020922664.1, XP_005668900.1	XP_040605616.1, XP_021086267.2, XP_040605620.1
OG0001815	XP_003128442.1	XP_005072446.1
OG0001816	XP_005657678.1	XP_005087059.1
OG0001817	NP_001128730.1, XP_005672066.1	XP_012977150.1
OG0001818	XP_020941412.1	XP_021088568.1
OG0001819	XP_003132189.2	XP_005082363.1
OG0001820	XP_005672726.1, NP_001008687.1	XP_012967855.1, XP_005068717.1
OG0001822	NP_999532.1, XP_005669434.1	XP_012977678.1, XP_021089862.1, XP_005082380.1
OG0001824	NP_001157168.1, XP_005670380.1	XP_005073872.1
OG0001825	NP_001191292.1	XP_005080758.1
OG0001825	NP_001189469.1	XP_005069201.1
OG0001826	XP_003121938.1	XP_040613127.1, XP_040590253.1, XP_012979905.2, XP_040601505.1
OG0001827	XP_005654038.1, NP_001268761.1	XP_005067914.2
OG0001828	XP_020926795.1	XP_040601110.1
OG0001829	NP_001103894.1	XP_005067284.1
OG0001829	NP_001121948.1	XP_005067283.1
OG0001830	XP_005661078.1	XP_005064903.1
OG0001831	XP_020953491.1	XP_005086788.2, XP_005086787.1, XP_005086801.2
OG0001832	XP_020940728.1	XP_005076457.2
OG0001832	XP_020941139.1, XP_020941141.1	XP_005076458.1
OG0001833	XP_013849749.2, XP_013849744.1	XP_040588530.1, XP_040588521.1
OG0001834	XP_003122798.2	XP_012966132.1
