Orthogroup	Sus_scrofa	Sarcophilus_harrisii
OG0002798	XP_020947113.1, XP_020947114.1	XP_023361108.2, XP_031796906.1
OG0002799	XP_020948501.1, XP_020948500.1, XP_013843642.2	XP_031796654.1
OG0002800	XP_001924814.3	XP_012406115.1
OG0002801	XP_020942831.1, XP_020942834.1, XP_020942832.1, XP_020942835.1, XP_020942829.1, XP_020942833.1, XP_003124937.3	XP_003765705.2
OG0002803	XP_020943164.1, XP_020943163.1	XP_031806384.1
OG0002804	XP_013851542.2	XP_012395385.1
OG0002805	XP_020943055.1, XP_020943056.1	XP_003758008.1
OG0002806	NP_001116567.1	XP_031805163.1
OG0002807	NP_001123419.1, XP_005660264.1	XP_012398478.2
OG0002808	XP_013849186.2	XP_031817251.1
OG0002809	XP_020954490.1, XP_020954491.1	XP_003769203.1, XP_012404580.1
OG0002810	XP_005659477.2, NP_001231431.1	XP_031820459.1
OG0002811	XP_020947483.1	XP_031820442.1
OG0002812	XP_001925615.1	XP_003769359.1
OG0002813	XP_020943142.1, NP_001335345.1	XP_012404696.1
OG0002814	XP_020934616.1	XP_023360627.1, XP_023360626.1
OG0002815	XP_003134861.1	XP_031796367.1
OG0002816	XP_003484093.2, XP_020934352.1, XP_020934353.1	XP_031808753.1
OG0002817	XP_020951580.1	XP_031817991.1
OG0002818	XP_005665492.2	XP_023357322.1
OG0002819	XP_003128028.1, XP_013844353.1	XP_023357329.2, XP_031825006.1
OG0002820	XP_003357065.1	XP_012407661.2
OG0002821	XP_005657582.2	XP_031807009.1, XP_031807010.1, XP_031807008.1
OG0002822	NP_001137171.1, XP_020934110.1	XP_031795072.1
OG0002823	XP_003483924.1	XP_012395445.1, XP_012395444.1
OG0002824	XP_005662840.1	XP_031807033.1
OG0002825	XP_020943555.1	XP_031807049.1
OG0002826	NP_001335901.1	XP_031807277.1
OG0002827	XP_003354913.4	XP_023350380.1
OG0002828	XP_013843586.1	XP_012405069.1, XP_031823184.1, XP_012405068.1, XP_003769844.1
OG0002829	NP_001230319.1, XP_013843613.2	XP_031823152.1, XP_012405045.1
OG0002830	XP_003125346.2	XP_031807246.1
OG0002831	NP_999172.1	XP_031812944.1
OG0002833	XP_020938383.1	XP_031798657.1
OG0002834	XP_013849616.2	XP_031799667.1
OG0002835	XP_013837017.2, NP_001001617.1	XP_003772040.1
OG0002836	XP_020924852.1	XP_031809545.1
OG0002837	XP_005669567.1, NP_001012298.1	XP_031815554.1
OG0002838	XP_020926283.1	XP_031822778.1
OG0002839	XP_013837108.1, XP_003132226.1, XP_003132225.1, XP_020926286.1, XP_020926284.1, XP_003132227.1, XP_003132229.1	XP_031793932.1, XP_031793934.1
OG0002840	XP_005654972.1, NP_001155873.1	XP_012397388.1
OG0002841	XP_013842938.1, XP_013842935.1, XP_003123547.1, XP_013842937.1, XP_013842936.1, XP_013842939.1	XP_023354227.1, XP_003762811.1, XP_023354225.1
OG0002842	XP_003123279.3	XP_031803339.1
OG0002844	XP_003123090.1, XP_020939781.1, XP_013842761.1, XP_005654764.1	XP_003760777.1, XP_031803745.1
OG0002845	XP_003123074.1, XP_005652872.1, XP_005652874.1, XP_020939834.1, XP_005652875.1, XP_005652873.1	XP_012397679.1, XP_031803934.1
OG0002846	XP_005661444.1, NP_001231435.1	XP_031803913.1
OG0002847	XP_003129764.4	XP_012400760.1, XP_012400762.1, XP_023355444.1, XP_012400761.1
OG0002848	XP_020918225.1, XP_020918224.1	XP_003764665.1
OG0002849	XP_003122968.6	XP_012407978.2
OG0002850	XP_020927098.1	XP_031796237.1, XP_003772081.1, XP_012406830.1
OG0002851	XP_001925335.4	XP_023358481.1, XP_031796158.1
OG0002852	XP_020933040.1	XP_031805607.1
OG0002853	NP_001230793.1, XP_005672835.1	XP_031799963.1, XP_031799962.1, XP_031799961.1, XP_031799964.1
OG0002854	XP_020933898.1	XP_003757662.1, XP_012395089.1
OG0002855	NP_999341.1	XP_031807701.1, XP_003757599.1
OG0002856	XP_020928910.1	XP_031800017.1
OG0002857	XP_020930932.1	XP_023356565.2
OG0002858	NP_001231055.1, XP_020930398.1	XP_031813774.1
OG0002859	XP_020930550.1	XP_031824019.1
OG0002860	XP_020928699.1	XP_031804419.1
OG0002861	XP_005670735.2, XP_001928354.2, XP_020928520.1	XP_023352859.1, XP_023352860.1, XP_003761170.2, XP_012397952.1
OG0002862	XP_001929380.1, XP_005670809.2	XP_031804611.1
OG0002863	NP_001131110.1, XP_020927694.1	XP_031804689.1, XP_031804688.1, XP_003761278.1
OG0002864	XP_005670873.1, NP_001231365.1	XP_031804776.1, XP_031804777.1
OG0002865	XP_013838948.1, XP_003359332.1, XP_013838946.1	XP_031800667.1
OG0002867	NP_001034835.1	XP_031802331.1
OG0002868	NP_001265692.1	XP_003771292.2
OG0002869	XP_020948073.1	XP_003771268.1
OG0002870	XP_020946864.1, NP_001038015.1	XP_012407246.1, XP_031793890.1, XP_012407245.1, XP_031793889.1
OG0002871	NP_999375.1, XP_013839041.1	XP_031812035.1
OG0002872	XP_020928488.1	XP_003755244.1, XP_023350548.1, XP_023350553.1, XP_012395488.1
OG0002873	XP_020928400.1	XP_031811615.1
OG0002874	XP_003483598.1	XP_031811618.1
OG0002875	XP_003133229.5	XP_031811686.1
OG0002877	XP_020944372.1, NP_999381.1	XP_031802084.1, XP_031802083.1
OG0002878	XP_020953976.1, NP_999577.1	XP_003755034.1
OG0002879	XP_020953278.1	XP_031807954.1
OG0002880	XP_005659741.2	XP_023356605.1, XP_031808059.1, XP_012402063.1
OG0002881	XP_005659746.1	XP_031808063.1, XP_003756101.1, XP_023356615.1, XP_031808062.1
OG0002882	XP_005666187.1, NP_001230611.1	XP_012401482.1
OG0002883	NP_001302675.1	XP_003763459.1
OG0002884	XP_005667041.1	XP_012407424.1
OG0002885	XP_020957539.1	XP_031799387.1
OG0002886	NP_001229952.1, XP_020935130.1	XP_012405078.1
OG0002887	XP_013845614.1, XP_003132741.1, XP_013845613.1	XP_031815475.1, XP_031815474.1
OG0002888	XP_005670169.1	XP_031817400.1
OG0002889	XP_003358812.2	XP_031813382.1, XP_012404904.1
OG0002890	XP_013837672.1, XP_005670059.1	XP_031813551.1
OG0002891	XP_020930567.1	XP_023356421.1, XP_012401888.1, XP_023356422.1, XP_003766019.1
OG0002892	NP_999452.1	XP_012402039.1, XP_012402040.1, XP_023356578.1
OG0002893	XP_005667593.1, XP_003357444.1	XP_031793095.1, XP_031793094.1
OG0002894	XP_003130562.1, XP_020920006.1, XP_020920005.1, XP_013835488.1	XP_031824766.1
OG0002895	XP_020945149.1, XP_005655436.1, XP_020945148.1, XP_005655437.1	XP_023354161.1, XP_031807063.1, XP_031807069.1, XP_003762728.1
OG0002896	XP_005663206.1	XP_031792654.1
OG0002897	XP_020945163.1	XP_023357509.1
OG0002898	XP_013841707.1	XP_031800306.1, XP_031800307.1
OG0002900	XP_005673539.1	XP_031815388.1
OG0002901	XP_020936488.1, XP_020936490.1, XP_020936489.1	XP_003763530.1
OG0002902	NP_001243294.1, XP_005673615.1	XP_031815288.1
OG0002903	NP_001233132.1, XP_013846518.1	XP_031815267.1
OG0002904	XP_020935686.1	XP_031800162.1
OG0002905	XP_001925971.4	XP_031800654.1
OG0002906	XP_003484206.1	XP_012408945.3
OG0002907	XP_020935264.1	XP_012399584.2, XP_031824220.1
OG0002908	XP_020919940.1	XP_031795797.1, XP_003771961.1, XP_031795798.1
OG0002909	XP_020922284.1	XP_031821677.1, XP_031821678.1, XP_023358332.1, XP_012403957.1, XP_003768514.1
OG0002913	XP_020934191.1, NP_001033097.1	XP_003771590.1
OG0002914	NP_999074.1, XP_020957859.1	XP_031792854.1
OG0002915	XP_003127338.2	XP_031819288.1
OG0002916	NP_001302679.1	XP_003760359.2
OG0002917	XP_020954486.1	XP_031811333.1
OG0002918	XP_020957917.1, NP_001027525.1	XP_003767624.1
OG0002919	XP_003482618.1	XP_031817368.1
OG0002920	XP_020932583.1	XP_031820168.1
OG0002921	NP_001335454.1, XP_020923915.1	XP_012399990.1, XP_012399989.1
OG0002922	XP_001928335.1, XP_013848771.1, XP_005653125.1	XP_003769902.1
OG0002923	XP_001928915.1, XP_013833659.1, XP_005666313.1	XP_012400275.1
OG0002924	XP_005654803.1	XP_031803576.1, XP_031803567.1
OG0002924	XP_020939603.1	XP_031803575.1
OG0002926	XP_005665967.1, NP_999317.2, NP_001123713.1	XP_003769029.1
OG0002927	XP_020944916.1	XP_031802144.1, XP_031802145.1, XP_023351738.1
OG0002928	XP_005656967.1, XP_020922244.1	XP_012403938.2
OG0002929	XP_020922794.1, XP_005668921.2, XP_013836451.2, XP_003131608.4	XP_031821938.1, XP_031821939.1
OG0002930	NP_001124201.1, XP_013838403.1	XP_031804647.1, XP_031804648.1
OG0002932	XP_020936241.1, NP_999048.1	XP_031799457.1
OG0002933	XP_013851277.1	XP_031806841.1
OG0002934	XP_020920265.1	XP_031793661.1, XP_031793649.1, XP_031793654.1
OG0002935	NP_999192.1, XP_005669799.2	XP_003762470.1
OG0002936	XP_003121240.1	XP_031820096.1, XP_031820098.1, XP_031820097.1
OG0002937	XP_003125100.1	XP_003758002.1
OG0002938	XP_003122631.1, NP_001090969.1	XP_031805152.1
OG0002939	XP_003481579.1	XP_031794715.1
OG0002940	XP_003127105.1, XP_003127104.1	XP_031819665.1
OG0002941	XP_020957699.1, NP_001186648.1	XP_031815966.1
OG0002942	XP_020925510.1, NP_001094501.1	XP_003758879.1
OG0002943	NP_001238977.1, XP_020927659.1	XP_031804708.1
OG0002944	XP_005670544.2	XP_003773126.1
OG0002945	XP_020924121.1, NP_001230994.1	XP_031796211.1
OG0002946	NP_999343.1, XP_020932937.1	XP_023350455.1
OG0002947	XP_005664252.1, NP_999421.1	XP_012406057.1
OG0002948	XP_013833988.1	XP_031799288.1
OG0002949	XP_020958380.1, XP_003129520.1	XP_003766958.1
OG0002949	XP_020958319.1, XP_020958307.1	XP_003764849.1
OG0002950	XP_020945258.1	XP_003770747.1
OG0002950	XP_020945251.1	XP_003770762.1
OG0002951	XP_020955664.1, XP_020955663.1	XP_023355249.2, XP_003755905.1, XP_003755908.1, XP_003755907.1
OG0002954	XP_013847451.1, XP_003123635.1, XP_003123628.3	XP_003766491.2, XP_003767065.2, XP_031813165.1
OG0002955	XP_020930551.1, XP_003121259.1	XP_003770658.4
OG0002956	XP_013848314.1	XP_031801804.1, XP_023351633.1, XP_031801805.1, XP_031801806.1
OG0002957	XP_013849082.2	XP_031801360.1
OG0002958	XP_020920446.1	XP_003761688.1
OG0002959	XP_005670454.1	XP_031795157.1, XP_012397626.1
OG0002960	NP_001230818.1, XP_005662305.1	XP_031807401.1, XP_031807404.1, XP_031807409.1
OG0002962	XP_020950681.1	XP_003766699.1
OG0002968	XP_020950394.1, XP_020950392.1, XP_020950393.1, XP_020950390.1	XP_031819303.1
OG0002969	XP_020950328.1	XP_031819316.1
OG0002970	XP_003127294.2	XP_031817509.1
OG0002971	XP_003127202.2	XP_031819762.1
OG0002972	XP_013844042.2	XP_031819049.1
OG0002973	NP_001070690.1	XP_031819046.1
OG0002974	XP_005655879.2	XP_031818975.1
OG0002975	XP_020950008.1	XP_031818996.1
OG0002977	XP_020949957.1	XP_023349917.2, XP_031810230.1
OG0002978	XP_003127063.1	XP_003757222.1
OG0002979	XP_003355879.1	XP_031810261.1
OG0002980	XP_003134775.1	XP_003771614.1
OG0002981	XP_020920404.1	XP_031795622.1
OG0002982	XP_020920661.1	XP_003771454.1
OG0002983	NP_001231383.1, XP_020919692.1	XP_031795472.1, XP_031795471.1, XP_031795473.1
OG0002984	XP_003134059.1	XP_031821508.1, XP_031821502.1, XP_023351548.1, XP_031821498.1
OG0002985	XP_020952313.1	XP_003770694.1
OG0002986	XP_020932546.1	XP_031822736.1
OG0002987	XP_020949584.1	XP_031805771.1
OG0002988	XP_020949874.1	XP_003757286.3
OG0002989	XP_013854595.2	XP_031818228.1
OG0002990	NP_001137185.1, XP_020948911.1	XP_003765473.1
OG0002991	XP_020949006.1, NP_001230143.1	XP_031819768.1
OG0002992	XP_020951211.1	XP_031818449.1, XP_003764984.1
OG0002993	XP_013854436.1, XP_003482001.1, XP_013854435.1	XP_031818721.1
OG0002994	XP_020920575.1	XP_031795716.1
OG0002995	XP_005661595.1, NP_001004028.1	XP_031823088.1
OG0002996	XP_020930772.1	XP_023356162.1
OG0002997	XP_020954637.1, XP_020954636.1	XP_031811470.1, XP_031811471.1, XP_031811469.1
OG0002998	XP_020954626.1	XP_031811460.1, XP_031811461.1, XP_031811462.1, XP_023352698.2
OG0002999	XP_020954572.1	XP_031811492.1
OG0003000	XP_003128908.4	XP_031797241.1
OG0003001	NP_001137174.1, XP_020955947.1	XP_003773422.2, XP_031799061.1
OG0003002	XP_020956678.1	XP_003773427.1
OG0003003	XP_003128900.1	XP_003773430.1
OG0003004	XP_020956667.1	XP_031798736.1
OG0003005	XP_020954499.1	XP_031812625.1
OG0003006	NP_001026951.1	XP_012407720.1, XP_023361843.1
OG0003007	XP_005671069.2	XP_031812769.1
OG0003008	NP_001230113.1	XP_031812710.1
OG0003009	XP_001925718.2	XP_031812412.1
OG0003010	XP_001924213.1	XP_031812246.1, XP_031812247.1, XP_031812248.1
OG0003011	XP_003133137.1	XP_012396191.1
OG0003012	NP_001231430.1	XP_012395327.3
OG0003013	XP_020932566.1	XP_031809473.1
OG0003014	XP_005671677.2, XP_020932267.1	XP_003760002.1
OG0003015	XP_003359784.3	XP_031802006.1, XP_003759693.1, XP_031802005.1
OG0003016	XP_013845597.2, XP_003125099.3	XP_003758001.1
OG0003017	NP_001230781.1, XP_013834996.1	XP_003764397.1
OG0003018	XP_003129895.1	XP_003764271.1, XP_031817042.1
OG0003019	NP_001230286.1, XP_013845500.1	XP_031821343.1
OG0003020	XP_013845516.2	XP_023358509.1
OG0003023	NP_001191303.1	XP_031818867.1
OG0003024	XP_003127591.3	XP_031818806.1
OG0003025	XP_020949385.1	XP_003758505.2
OG0003026	XP_020952705.1	XP_003757901.1
OG0003027	XP_013853653.1	XP_003758590.1
OG0003028	XP_020949701.1, XP_020949703.1, XP_020949702.1	XP_031806167.1, XP_031806170.1, XP_031806169.1
OG0003029	XP_020949705.1	XP_031805097.1
OG0003030	NP_001177089.1, XP_020944330.1	XP_012404690.1
OG0003031	XP_020942573.1	XP_031801571.1, XP_031801573.1, XP_031801570.1, XP_031801572.1
OG0003032	XP_003124494.2	XP_003767985.1
OG0003033	XP_003354545.2, XP_005662033.2, XP_020941974.1	XP_031823817.1
OG0003035	XP_020941634.1	XP_031806048.1
OG0003036	XP_003124292.1	XP_003761550.1
OG0003037	XP_020942048.1	XP_031793311.1
OG0003038	XP_003124516.1	XP_012398139.1
OG0003039	XP_020943669.1	XP_003762115.1
OG0003040	XP_020942190.1	XP_031798455.1, XP_012398196.1
OG0003042	XP_020942564.1	XP_031801574.1, XP_031801575.1
OG0003043	XP_005663686.2	XP_003769753.1, XP_012404997.1
OG0003044	NP_001107756.1	XP_031825164.1
OG0003045	XP_013852847.2	XP_031825201.1, XP_031825199.1, XP_031825200.1
OG0003046	XP_020945280.1, XP_020945284.1, XP_013852389.1, XP_020945290.1	XP_031822677.1, XP_012405667.1
OG0003047	XP_020951744.1	XP_031802480.1
OG0003048	XP_003130657.1	XP_031792999.1, XP_003767619.1
OG0003049	XP_013835447.1, XP_013835448.1, XP_005667938.1, XP_013835449.1, XP_005667937.1, XP_003130467.1	XP_031793166.1, XP_031793167.1
OG0003050	XP_020919347.1, XP_020919346.1, XP_020919349.1, XP_020919348.1	XP_031792794.1
OG0003051	XP_013845072.1, XP_013845071.1	XP_031824238.1
OG0003052	XP_020945298.1	XP_031822659.1
OG0003053	XP_020944215.1, NP_001172060.1	XP_031822577.1
OG0003054	XP_005666280.1, NP_001092063.1	XP_023355362.2
OG0003055	XP_003356782.2	XP_031808565.1
OG0003056	XP_020955585.1, XP_013833739.1	XP_003756400.2
OG0003058	XP_005666501.1	XP_023359955.1
OG0003059	XP_003122388.2	XP_031807857.1
OG0003060	XP_020921750.1, NP_001243457.1	XP_031821911.1, XP_031821910.1
OG0003062	XP_020922164.1	XP_003768705.1
OG0003063	XP_020922379.1, XP_013845364.2	XP_031821552.1, XP_031821553.1
OG0003064	NP_001231640.1, XP_020921756.1	XP_031821755.1, XP_031821754.1
OG0003065	XP_003131369.1	XP_031821848.1, XP_003768483.1
OG0003066	XP_003131380.1	XP_031821853.1, XP_031821854.1
OG0003067	XP_020922596.1	XP_012403701.1
OG0003068	XP_020922722.1	XP_031822015.1
OG0003069	XP_005654002.1, XP_020922739.1, XP_003131577.1	XP_031821987.1
OG0003070	XP_020922763.1	XP_031821972.1, XP_003768381.1, XP_012403849.1, XP_031821973.1
OG0003071	XP_020922792.1, XP_013836450.2, XP_020922793.1	XP_031821942.1, XP_031821943.1, XP_031821944.1, XP_031821940.1
OG0003072	XP_005669058.1, XP_003131714.1, XP_005669059.1, XP_003131717.1	XP_031822370.1, XP_003767966.1
OG0003073	XP_013845439.1	XP_031823556.1, XP_031823557.1
OG0003074	XP_020923238.1	XP_031823654.1, XP_031823653.1
OG0003075	XP_020923276.1	XP_031823669.1, XP_031823668.1, XP_031823666.1, XP_031823667.1
OG0003077	XP_020923351.1	XP_031813244.1
OG0003078	XP_020936851.1	XP_031807773.1
OG0003079	XP_020936697.1	XP_031810794.1, XP_031810796.1, XP_031810799.1, XP_031810797.1, XP_031810795.1, XP_031810798.1
OG0003080	NP_001138317.1, XP_005674435.1	XP_012406997.1, XP_003772329.1
OG0003081	NP_001007192.1, XP_020946854.1	XP_031796835.1, XP_031796837.1, XP_031796836.1
OG0003082	XP_020947059.1, XP_013852928.1, XP_005663800.1, XP_020947060.1	XP_031796522.1
OG0003083	NP_998918.1	XP_031794778.1, XP_031794775.1, XP_031794777.1
OG0003084	XP_003125215.1	XP_003758358.1
OG0003085	XP_003481249.1	XP_012395628.1
OG0003086	XP_020940438.1	XP_012405103.2
OG0003087	XP_013841770.2	XP_003761813.1
OG0003088	XP_020921311.1	XP_031801210.1, XP_031801209.1, XP_031801211.1, XP_031801208.1, XP_031801207.1
OG0003090	XP_013849244.1, XP_020923696.1	XP_031810040.1, XP_012409108.2
OG0003092	NP_001171823.1	XP_031820888.1, XP_031811789.1
OG0003093	XP_003128417.2	XP_023358728.1
OG0003094	XP_005666033.1, NP_001098784.1	XP_031820685.1
OG0003095	XP_001924975.4	XP_031820613.1
OG0003096	NP_999570.1	XP_003769188.1
OG0003097	XP_003128479.1, XP_005666157.1	XP_012404571.1, XP_003769189.1
OG0003098	XP_020933363.1, XP_013841010.2	XP_003757650.2
OG0003099	XP_020945643.1	XP_031820383.1
OG0003100	XP_020941161.1	XP_012404948.1
OG0003101	XP_020944684.1, XP_005662954.1, XP_013852002.1, XP_020944685.1	XP_031802979.1, XP_003760373.1
OG0003102	NP_001230263.1, XP_005662898.1	XP_031803069.1
OG0003103	XP_020946163.1, XP_020946165.1	XP_012397449.2, XP_031803406.1
OG0003104	XP_020956818.1	XP_031799299.1
OG0003105	XP_020957009.1	XP_023361765.1, XP_031797644.1
OG0003106	XP_020919018.1	XP_012406729.1
OG0003107	XP_020958029.1	XP_031795864.1
OG0003109	XP_005673329.1	XP_031808649.1
OG0003110	NP_001231602.1, XP_020934137.1	XP_003771602.1
OG0003111	XP_003127835.1, XP_005665269.1	XP_031818000.1, XP_012401645.2
OG0003112	XP_020952571.1	XP_012401458.1, XP_023356020.1, XP_012401457.1
OG0003113	XP_020951521.1, XP_020951522.1, XP_020951523.1	XP_003765384.1
OG0003114	XP_005665507.1, NP_001230789.1	XP_031825057.1, XP_012405767.1, XP_003770725.1
OG0003115	NP_001230569.1	XP_031825112.1
OG0003117	NP_001116573.2, XP_005673389.1	XP_003762603.1, XP_012399208.1, XP_031813215.1
OG0003118	XP_020934474.1	XP_012406628.1
OG0003119	XP_020936956.1, XP_020936957.1, XP_020933259.1	XP_031806675.1
OG0003120	NP_001230497.1, XP_020930310.1	XP_012395431.2
OG0003122	XP_020943613.1	XP_012395366.1
OG0003123	NP_001116455.1, XP_020941548.1	XP_031806983.1, XP_031807157.1
OG0003124	XP_013851754.1, XP_003125379.1	XP_031807313.1, XP_031807312.1, XP_023350354.1
OG0003125	XP_013851663.1	XP_031806210.1, XP_031806211.1, XP_031806212.1, XP_023350776.1
OG0003126	XP_020942756.1, XP_020942755.1, XP_020942754.1	XP_012395514.1
OG0003127	XP_013851302.1, XP_005662358.1	XP_003758152.2
OG0003128	XP_020942735.1, XP_005658652.1	XP_031806823.1, XP_031806830.1
OG0003129	XP_020937781.1, XP_020937782.1, XP_003122356.3	XP_012408564.1
OG0003130	XP_020944285.1, NP_001172101.1	XP_003760314.1
OG0003131	XP_020919586.1	XP_023354035.1, XP_003762585.1
OG0003132	NP_999193.1	XP_031807671.1
OG0003133	XP_020958219.1	XP_031794560.1
OG0003134	NP_001116666.1, XP_005660930.1	XP_012408175.1, XP_023362176.1, XP_012408176.1, XP_023362175.1
OG0003136	XP_013849554.2	XP_031797262.1
OG0003137	XP_020938525.1, XP_020952596.1	XP_031799210.1
OG0003138	XP_003122642.2	XP_031799508.1
OG0003139	XP_003122675.1	XP_031797881.1
OG0003140	XP_020938618.1, XP_020938617.1, XP_020938620.1, XP_020938619.1	XP_012408206.2
OG0003141	XP_003135228.1	XP_031800942.1, XP_031817086.1
OG0003142	NP_001191045.1, XP_013842857.1	XP_031803342.1
OG0003144	XP_020923934.1, NP_001193465.1	XP_023353933.1
OG0003145	XP_013837197.1, XP_003132279.1	XP_003762310.1, XP_031814554.1, XP_012398944.1
OG0003146	XP_001927890.1	XP_012398934.1
OG0003147	XP_005669647.1	XP_003762349.1
OG0003148	XP_005669593.1, XP_003132253.1	XP_031815223.1, XP_031815227.1
OG0003149	NP_001121949.1, XP_020923852.1	XP_031794380.1
OG0003150	XP_005652970.1	XP_003760832.2
OG0003151	XP_020939484.1	XP_012397351.1, XP_031803410.1, XP_031803409.1, XP_023352323.1
OG0003152	XP_005654910.1, XP_003123274.1, XP_013842881.1	XP_012397390.3
OG0003153	XP_020935486.1, NP_001302667.1	XP_031803669.1
OG0003154	XP_003354010.1	XP_003760879.1, XP_031803888.1, XP_031803889.1
OG0003155	XP_020939967.1	XP_031804191.1
OG0003156	XP_013834665.2	XP_031817721.1
OG0003157	NP_001230529.1	XP_031819582.1, XP_003764657.1
OG0003158	XP_013834643.1, XP_020918233.1, XP_020918230.1, XP_020918232.1, XP_013834644.1, XP_020918231.1	XP_031817697.1
OG0003160	XP_003357183.1	XP_031817942.1
OG0003161	XP_003122982.2	XP_031799718.1
OG0003162	XP_003122951.1	XP_012407988.1, XP_031797670.1
OG0003163	XP_013835961.1	XP_031817309.1
OG0003164	NP_001231230.1	XP_031814440.1, XP_031814439.1, XP_031814436.1, XP_031814438.1, XP_031814434.1, XP_031814437.1, XP_031814433.1
OG0003165	XP_005668600.1, XP_005668599.1, XP_003131137.2, XP_005668598.1	XP_003765789.1
OG0003166	XP_020921652.1	XP_031814623.1
OG0003167	XP_020927016.1	XP_031796165.1, XP_031796166.1, XP_031796164.1, XP_031796162.1
OG0003168	XP_020926991.1, XP_020926992.1	XP_031796062.1
OG0003169	XP_020926982.1	XP_003774768.1
OG0003170	XP_020926784.1, XP_003358612.1, XP_005654084.1	XP_031815645.1
OG0003171	XP_005670002.1	XP_031813420.1, XP_031813419.1
OG0003172	XP_005672877.1, XP_020933851.1, XP_003134407.1	XP_012409095.1
OG0003174	XP_020921230.1	XP_031817831.1
OG0003175	XP_020930273.1, NP_001230879.1	XP_031824099.1
OG0003176	XP_020928496.1	XP_031804475.1
OG0003177	XP_020928053.1	XP_031804482.1
OG0003178	XP_001929124.1	XP_031804596.1
OG0003179	XP_003132984.4, XP_020928976.1	XP_031813243.1, XP_003761256.1
OG0003181	XP_020948048.1, XP_020948049.1, NP_001123443.1	XP_003772498.1
OG0003183	XP_005664127.1, NP_001070694.1	XP_012406252.1
OG0003184	XP_020948088.1	XP_023360330.2, XP_031794146.1, XP_031794145.1
