Orthogroup	Sus_scrofa	Ursus_americanus
OG0002720	XP_001926511.1	XP_045661496.1, XP_045661495.1
OG0002721	XP_001927667.1	XP_045661241.1
OG0002722	XP_020941554.1	XP_045632164.1
OG0002723	XP_020919664.1	XP_045628406.1
OG0002724	XP_020950537.1	XP_045645337.1
OG0002725	NP_001231907.1, XP_005664772.1	XP_045628176.1, XP_045628174.1, XP_045628175.1
OG0002726	XP_003127333.3	XP_045628137.1
OG0002727	XP_020948918.1, NP_001152781.1	XP_045665650.1
OG0002728	NP_999183.1	XP_045628177.1, XP_045628090.1
OG0002729	XP_003127220.1	XP_045634846.1
OG0002730	NP_001131092.1	XP_045641550.1, XP_045631412.1
OG0002731	XP_020919634.1, NP_001156357.1	XP_045643607.1
OG0002732	XP_005661787.1	XP_045650481.1
OG0002732	XP_013850661.1	XP_045650483.1
OG0002733	XP_003127717.1, XP_020951134.1	XP_045638402.1, XP_045638403.1, XP_045638401.1
OG0002734	XP_020951128.1	XP_045638602.1
OG0002735	XP_013844218.1, XP_005656078.1, XP_020951049.1, XP_003127678.3	XP_045630655.1
OG0002736	XP_020937571.1, XP_020940202.1	XP_045652211.1
OG0002737	XP_003123826.1	XP_045652248.1
OG0002738	XP_020940112.1	XP_045665688.1
OG0002739	XP_001927099.1	XP_045668986.1
OG0002740	XP_003356881.2	XP_045630741.1
OG0002741	XP_013834071.1	XP_045672026.1
OG0002742	XP_020956512.1	XP_045630707.1
OG0002743	XP_020956504.1, XP_020956509.1, XP_020956507.1, XP_020956508.1, XP_020956505.1, XP_020956510.1	XP_045630698.1
OG0002745	XP_020928088.1, XP_020928087.1, XP_020928085.1, XP_020928089.1, XP_020928084.1	XP_045639333.1
OG0002746	XP_020929181.1	XP_045639310.1
OG0002747	XP_003134188.2	XP_045671323.1
OG0002748	NP_001090918.1	XP_045643301.1, XP_045643302.1
OG0002749	XP_020942266.1, XP_020942264.1, XP_003124641.1, XP_020942268.1, XP_020942263.1, XP_020942265.1, XP_020942267.1	XP_045640310.1
OG0002750	XP_020918629.1	XP_045653935.1
OG0002751	XP_020918500.1	XP_045653765.1
OG0002752	XP_013844665.1, NP_001116553.1	XP_045663549.1
OG0002753	XP_020923658.1	XP_045634207.1
OG0002754	XP_013844341.1, NP_001177213.1	XP_045658133.1
OG0002755	XP_003127588.1	XP_045632770.1
OG0002756	XP_003126899.1, XP_005655817.1	XP_045652002.1
OG0002757	XP_005655816.1	XP_045652004.1
OG0002757	XP_020929630.1	XP_045665315.1
OG0002758	XP_005674607.2	XP_045629713.1
OG0002759	XP_001927013.4, XP_003125982.3	XP_045657274.1
OG0002760	XP_020941916.1	XP_045629802.1, XP_045629801.1
OG0002761	XP_013843133.1	XP_045669282.1
OG0002762	XP_020942065.1	XP_045642000.1
OG0002763	NP_001231147.1, XP_020941382.1	XP_045632043.1, XP_045632041.1, XP_045632042.1
OG0002764	NP_999428.1	XP_045640476.1
OG0002765	XP_003481154.1	XP_045640705.1
OG0002766	XP_020942499.1	XP_045640621.1
OG0002767	XP_005663615.1, NP_001230625.1	XP_045657487.1, XP_045657483.1, XP_045657485.1, XP_045657486.1
OG0002768	XP_001929358.3, XP_020945710.1	XP_045657509.1, XP_045657508.1
OG0002769	XP_013852740.1	XP_045657529.1, XP_045657530.1
OG0002771	XP_020920223.1	XP_045643596.1
OG0002772	XP_020920155.1, XP_020920153.1	XP_045643677.1, XP_045643676.1
OG0002773	XP_005663153.1, NP_001231725.1	XP_045653540.1
OG0002774	XP_001928013.1	XP_045640204.1
OG0002775	XP_003125767.1	XP_045640170.1
OG0002776	XP_020945415.1	XP_045640059.1
OG0002777	XP_013854747.1	XP_045633851.1, XP_045633848.1, XP_045633852.1
OG0002778	XP_020951824.1, XP_020951823.1, XP_003127900.1	XP_045637882.1
OG0002779	NP_001230426.1, XP_020953692.1	XP_045658577.1, XP_045658578.1, XP_045658576.1, XP_045658575.1
OG0002780	XP_020956730.1	XP_045655396.1
OG0002781	XP_020941164.1, NP_001245232.1	XP_045666519.1
OG0002782	XP_020955573.1	XP_045666451.1
OG0002783	XP_001928452.4	XP_045663938.1
OG0002784	XP_020955207.1, XP_020955206.1	XP_045663705.1
OG0002785	XP_013833830.1	XP_045663602.1
OG0002786	XP_020953825.1, NP_001184123.1	XP_045671781.1
OG0002787	XP_001925553.2	XP_045631401.1
OG0002788	XP_020937738.1, XP_020937739.1, XP_020937232.1	XP_045653410.1, XP_045653409.1, XP_045653408.1
OG0002789	XP_020922392.1	XP_045670223.1
OG0002791	XP_003131819.3	XP_045629099.1
OG0002792	NP_999415.1	XP_045629669.1
OG0002793	XP_020938613.1, NP_999344.1	XP_045647127.1
OG0002794	XP_003131280.2	XP_045670132.1
OG0002795	NP_001090937.1	XP_045649117.1
OG0002796	NP_001171995.1	XP_045645887.1
OG0002797	XP_001929448.3	XP_045645513.1
OG0002798	XP_020947113.1, XP_020947114.1	XP_045635819.1
OG0002799	XP_020948501.1, XP_020948500.1, XP_013843642.2	XP_045635698.1, XP_045635699.1
OG0002800	XP_001924814.3	XP_045635858.1, XP_045635857.1
OG0002801	XP_020942831.1, XP_020942834.1, XP_020942832.1, XP_020942835.1, XP_020942829.1, XP_020942833.1, XP_003124937.3	XP_045627712.1
OG0002802	XP_005662635.3	XP_045644341.1
OG0002803	XP_020943164.1, XP_020943163.1	XP_045644347.1
OG0002804	XP_013851542.2	XP_045644098.1
OG0002805	XP_020943055.1, XP_020943056.1	XP_045644171.1
OG0002806	NP_001116567.1	XP_045650548.1
OG0002807	NP_001123419.1, XP_005660264.1	XP_045636515.1
OG0002808	XP_013849186.2	XP_045636336.1
OG0002809	XP_020954490.1, XP_020954491.1	XP_045658492.1, XP_045658483.1
OG0002810	XP_005659477.2, NP_001231431.1	XP_045660059.1
OG0002811	XP_020947483.1	XP_045660329.1
OG0002812	XP_001925615.1	XP_045662959.1
OG0002813	XP_020943142.1, NP_001335345.1	XP_045662935.1
OG0002814	XP_020934616.1	XP_045648639.1
OG0002815	XP_003134861.1	XP_045648908.1
OG0002816	XP_003484093.2	XP_045648844.1, XP_045648853.1
OG0002817	XP_020951580.1	XP_045638510.1, XP_045638508.1, XP_045638509.1
OG0002818	XP_005665492.2	XP_045655516.1
OG0002819	XP_003128028.1, XP_013844353.1	XP_045655534.1, XP_045655535.1
OG0002820	XP_003357065.1	XP_045654893.1
OG0002821	XP_005657582.2	XP_045667128.1
OG0002822	NP_001137171.1, XP_020934110.1	XP_045648449.1, XP_045648450.1
OG0002823	XP_003483924.1	XP_045635141.1
OG0002824	XP_005662840.1	XP_045644858.1
OG0002825	XP_020943555.1	XP_045670607.1, XP_045670606.1, XP_045670604.1
OG0002826	NP_001335901.1	XP_045665210.1
OG0002827	XP_003354913.4	XP_045665051.1
OG0002828	XP_013843586.1	XP_045657416.1
OG0002829	NP_001230319.1, XP_013843613.2	XP_045657465.1
OG0002830	XP_003125346.2	XP_045665180.1, XP_045665179.1, XP_045665181.1
OG0002831	NP_999172.1	XP_045644486.1
OG0002833	XP_020938383.1	XP_045631837.1
OG0002834	XP_013849616.2	XP_045631722.1, XP_045631725.1, XP_045631726.1, XP_045631724.1
OG0002835	XP_013837017.2, NP_001001617.1	XP_045634594.1, XP_045634596.1, XP_045634595.1
OG0002836	XP_020924852.1	XP_045630621.1
OG0002837	XP_005669567.1, NP_001012298.1	XP_045634519.1
OG0002838	XP_020926283.1	XP_045634285.1, XP_045634286.1, XP_045634289.1, XP_045634284.1, XP_045634288.1
OG0002839	XP_013837108.1, XP_003132226.1, XP_003132225.1, XP_020926286.1, XP_020926284.1, XP_003132227.1, XP_003132229.1	XP_045634414.1
OG0002840	XP_005654972.1, NP_001155873.1	XP_045634565.1
OG0002841	XP_013842938.1, XP_013842935.1, XP_003123547.1, XP_013842937.1, XP_013842936.1, XP_013842939.1	XP_045634704.1, XP_045634705.1
OG0002842	XP_003123279.3	XP_045630388.1
OG0002843	XP_005654844.1, XP_003123216.1	XP_045630303.1
OG0002844	XP_003123090.1, XP_020939781.1, XP_013842761.1, XP_005654764.1	XP_045660358.1
OG0002845	XP_003123074.1, XP_005652872.1, XP_005652874.1, XP_020939834.1, XP_005652875.1, XP_005652873.1	XP_045656050.1
OG0002846	XP_005661444.1, NP_001231435.1	XP_045656140.1
OG0002847	XP_003129764.4	XP_045671583.1
OG0002848	XP_020918225.1	XP_045672226.1
OG0002849	XP_003122968.6	XP_045664571.1
OG0002850	XP_020927098.1	XP_045647586.1
OG0002851	XP_001925335.4	XP_045647646.1
OG0002852	XP_020933040.1	XP_045664299.1, XP_045664303.1, XP_045664310.1
OG0002853	NP_001230793.1, XP_005672835.1	XP_045663944.1
OG0002854	XP_020933898.1	XP_045650955.1, XP_045650970.1, XP_045650965.1
OG0002855	NP_999341.1	XP_045650101.1
OG0002856	XP_020928910.1	XP_045655390.1
OG0002857	XP_020930932.1	XP_045631248.1
OG0002859	XP_020930550.1	XP_045649939.1, XP_045649938.1, XP_045649940.1, XP_045649944.1, XP_045649941.1, XP_045649942.1, XP_045649943.1
OG0002860	XP_020928699.1	XP_045633121.1
OG0002861	XP_005670735.2, XP_001928354.2, XP_020928520.1	XP_045632163.1
OG0002862	XP_001929380.1, XP_005670809.2	XP_045647461.1
OG0002863	NP_001131110.1, XP_020927694.1	XP_045647188.1
OG0002864	XP_005670873.1, NP_001231365.1	XP_045647318.1, XP_045647319.1
OG0002865	XP_013838948.1, XP_003359332.1, XP_013838946.1	XP_045639529.1, XP_045639531.1, XP_045639530.1, XP_045639532.1
OG0002866	XP_003126542.2	XP_045637280.1
OG0002867	NP_001034835.1	XP_045662020.1
OG0002868	NP_001265692.1	XP_045637210.1
OG0002869	XP_020948073.1	XP_045637243.1
OG0002870	XP_020946864.1, NP_001038015.1	XP_045657127.1
OG0002871	NP_999375.1, XP_013839041.1	XP_045641034.1
OG0002872	XP_020928488.1	XP_045640845.1
OG0002873	XP_020928400.1	XP_045658932.1
OG0002874	XP_003483598.1	XP_045658950.1
OG0002875	XP_003133229.5	XP_045659032.1
OG0002876	XP_020929614.1, XP_020929615.1	XP_045665359.1, XP_045665358.1, XP_045665357.1
OG0002877	XP_020944372.1, NP_999381.1	XP_045662011.1
OG0002878	XP_020953976.1, NP_999577.1	XP_045651153.1, XP_045651152.1
OG0002879	XP_020953278.1	XP_045626698.1, XP_045626689.1
OG0002880	XP_005659741.2	XP_045627882.1
OG0002881	XP_005659746.1	XP_045627835.1, XP_045627823.1, XP_045627834.1
OG0002882	XP_005666187.1, NP_001230611.1	XP_045651162.1
OG0002883	NP_001302675.1	XP_045641549.1, XP_045627284.1
OG0002884	XP_005667041.1	XP_045647930.1
OG0002885	XP_020957539.1	XP_045646329.1
OG0002886	NP_001229952.1, XP_020935130.1	XP_045644932.1
OG0002887	XP_013845614.1, XP_003132741.1, XP_013845613.1	XP_045641260.1
OG0002888	XP_005670169.1	XP_045668575.1
OG0002889	XP_003358812.2	XP_045668604.1
OG0002890	XP_013837672.1, XP_005670059.1	XP_045644642.1
OG0002891	XP_020930567.1	XP_045662567.1
OG0002892	NP_999452.1	XP_045631259.1, XP_045631261.1
OG0002893	XP_005667593.1, XP_003357444.1	XP_045643479.1
OG0002894	XP_003130562.1, XP_020920006.1, XP_020920005.1, XP_013835488.1	XP_045665622.1, XP_045665624.1, XP_045665625.1, XP_045665623.1, XP_045665626.1, XP_045665628.1
OG0002895	XP_020945149.1, XP_005655436.1, XP_020945148.1, XP_005655437.1	XP_045665675.1
OG0002896	XP_005663206.1	XP_045665655.1
OG0002897	XP_020945163.1	XP_045665662.1
OG0002898	XP_013841707.1	XP_045660112.1
OG0002899	XP_020935605.1, XP_013846436.1	XP_045660202.1, XP_045660203.1
OG0002900	XP_005673539.1	XP_045657225.1
OG0002901	XP_020936488.1, XP_020936490.1, XP_020936489.1	XP_045634851.1
OG0002902	NP_001243294.1, XP_005673615.1	XP_045647580.1, XP_045647581.1
OG0002903	XP_013846518.1	XP_045649801.1
OG0002904	XP_020935686.1	XP_045660898.1
OG0002905	XP_001925971.4	XP_045656664.1, XP_045656666.1, XP_045656665.1
OG0002906	XP_003484206.1	XP_045656001.1
OG0002907	XP_020935264.1	XP_045659572.1
OG0002909	XP_020922284.1	XP_045670456.1
OG0002910	XP_003356978.1, XP_020956185.1, XP_020956189.1, XP_020956186.1	XP_045654561.1
OG0002913	XP_020934191.1, NP_001033097.1	XP_045648749.1
OG0002914	XP_020957859.1	XP_045667355.1
OG0002915	XP_003127338.2	XP_045628033.1
OG0002916	NP_001302679.1	XP_045661779.1, XP_045661780.1
OG0002917	XP_020954486.1	XP_045651319.1
OG0002918	XP_020957917.1, NP_001027525.1	XP_045643573.1, XP_045643572.1
OG0002919	XP_003482618.1	XP_045672190.1
OG0002920	XP_020932583.1	XP_045643256.1
OG0002921	NP_001335454.1, XP_020923915.1	XP_045641060.1
OG0002922	XP_001928335.1, XP_013848771.1, XP_005653125.1	XP_045669538.1, XP_045669539.1, XP_045669540.1
OG0002923	XP_001928915.1, XP_013833659.1, XP_005666313.1	XP_045658699.1
OG0002924	XP_005654803.1	XP_045630375.1, XP_045630346.1
OG0002924	XP_020939603.1	XP_045630376.1
OG0002925	XP_005655734.2	XP_045637293.1
OG0002926	XP_005665967.1, NP_999317.2, NP_001123713.1	XP_045627962.1
OG0002927	XP_020944916.1	XP_045666088.1
OG0002928	XP_005656967.1, XP_020922244.1	XP_045669908.1
OG0002929	XP_020922794.1, XP_005668921.2, XP_013836451.2, XP_003131608.4	XP_045669716.1
OG0002930	NP_001124201.1, XP_013838403.1	XP_045647424.1
OG0002931	XP_003126546.1	XP_045637360.1
OG0002932	XP_020936241.1	XP_045626702.1
OG0002933	XP_013851277.1	XP_045664918.1
OG0002934	XP_020920265.1	XP_045636832.1
OG0002935	NP_999192.1, XP_005669799.2	XP_045664089.1
OG0002936	XP_003121240.1	XP_045661463.1
OG0002937	XP_003125100.1	XP_045644166.1
OG0002938	XP_003122631.1	XP_045631859.1
OG0002939	XP_003481579.1	XP_045636060.1
OG0002940	XP_003127105.1, XP_003127104.1	XP_045655859.1
OG0002941	XP_020957699.1, NP_001186648.1	XP_045653898.1
OG0002942	XP_020925510.1	XP_045666471.1
OG0002943	NP_001238977.1	XP_045647214.1
OG0002944	XP_005670544.2	XP_045654620.1
OG0002945	XP_020924121.1	XP_045647608.1
OG0002946	NP_999343.1, XP_020932937.1	XP_045664614.1
OG0002947	XP_005664252.1, NP_999421.1	XP_045635849.1
OG0002948	XP_013833988.1	XP_045627335.1
OG0002949	XP_020958380.1, XP_003129520.1	XP_045638944.1
OG0002949	XP_020958319.1, XP_020958307.1	XP_045638909.1
OG0002950	XP_020945251.1	XP_045639926.1
OG0002951	XP_020955664.1, XP_020955663.1	XP_045658529.1, XP_045658537.1
OG0002952	XP_020936688.1, XP_003360551.1, XP_013853055.2, XP_020948771.1, XP_020948774.1, XP_020937079.1, XP_003126282.3	XP_045632516.1, XP_045645928.1
OG0002953	XP_003356637.1, XP_020936670.1	XP_045633444.1, XP_045656568.1, XP_045656567.1, XP_045656565.1, XP_045656566.1, XP_045656632.1, XP_045656625.1, XP_045656626.1
OG0002954	XP_013847451.1, XP_003123635.1, XP_003123628.3	XP_045644723.1, XP_045633445.1, XP_045651730.1
OG0002955	XP_020930551.1	XP_045661579.1
OG0002955	XP_003121259.1	XP_045661580.1
OG0002956	XP_013848314.1	XP_045646088.1
OG0002957	XP_013849082.2	XP_045636964.1
OG0002958	XP_020920446.1	XP_045628568.1
OG0002959	XP_005670454.1	XP_045628326.1
OG0002960	NP_001230818.1, XP_005662305.1	XP_045628537.1
OG0002961	XP_020950702.1	XP_045645226.1
OG0002962	XP_020950681.1	XP_045645232.1, XP_045645234.1, XP_045645233.1
OG0002963	XP_020950638.1, XP_013844155.2	XP_045645406.1
OG0002966	NP_001230345.1, XP_013854144.1	XP_045631109.1
OG0002967	XP_005664839.1	XP_045631117.1
OG0002968	XP_020950394.1, XP_020950392.1, XP_020950393.1, XP_020950390.1	XP_045628193.1
OG0002969	XP_020950328.1	XP_045628259.1
OG0002970	XP_003127294.2	XP_045628147.1, XP_045628145.1, XP_045628146.1
OG0002971	XP_003127202.2	XP_045637842.1, XP_045637774.1, XP_045637913.1
OG0002972	XP_013844042.2	XP_045639714.1, XP_045639660.1
OG0002973	NP_001070690.1	XP_045640331.1, XP_045640212.1, XP_045640147.1
OG0002974	XP_005655879.2	XP_045641447.1
OG0002975	XP_020950008.1	XP_045641722.1
OG0002976	XP_020952805.1	XP_045661161.1
OG0002976	XP_013853873.2	XP_045661225.1
OG0002977	XP_020949957.1	XP_045652193.1
OG0002978	XP_003127063.1	XP_045652132.1
OG0002979	XP_003355879.1	XP_045652087.1
OG0002980	XP_003134775.1	XP_045648694.1
OG0002981	XP_020920404.1	XP_045668779.1
OG0002982	XP_020920661.1	XP_045668862.1
OG0002983	NP_001231383.1, XP_020919692.1	XP_045668835.1
OG0002984	XP_003134059.1	XP_045650213.1
OG0002985	XP_020952313.1	XP_045655507.1
OG0002986	XP_020932546.1	XP_045665756.1
OG0002987	XP_020949584.1	XP_045662830.1
OG0002988	XP_020949874.1	XP_045662697.1
OG0002989	XP_013854595.2	XP_045638114.1
OG0002990	NP_001137185.1, XP_020948911.1	XP_045638524.1
OG0002992	XP_020951211.1	XP_045638261.1
OG0002993	XP_013854436.1, XP_003482001.1, XP_013854435.1	XP_045632821.1
OG0002994	XP_020920575.1	XP_045642853.1
OG0002995	XP_005661595.1, NP_001004028.1	XP_045652281.1
OG0002996	XP_020930772.1	XP_045651055.1
OG0002997	XP_020954637.1, XP_020954636.1	XP_045668947.1, XP_045668946.1, XP_045668945.1
OG0002998	XP_020954626.1	XP_045669092.1
OG0002999	XP_020954572.1	XP_045669029.1
OG0003000	XP_003128908.4	XP_045627375.1
OG0003001	NP_001137174.1, XP_020955947.1	XP_045627386.1, XP_045627385.1, XP_045627384.1
OG0003002	XP_020956678.1	XP_045627352.1
OG0003003	XP_003128900.1	XP_045627324.1
OG0003004	XP_020956667.1	XP_045627329.1
OG0003005	XP_020954499.1	XP_045660413.1
OG0003006	NP_001026951.1	XP_045648011.1
OG0003008	NP_001230113.1	XP_045639202.1
OG0003009	XP_001925718.2	XP_045639559.1
OG0003010	XP_001924213.1	XP_045639105.1, XP_045639106.1
OG0003011	XP_003133137.1	XP_045639621.1
OG0003012	NP_001231430.1	XP_045639596.1
OG0003013	XP_020932566.1	XP_045647976.1
OG0003014	XP_005671677.2, XP_020932267.1	XP_045643153.1
OG0003015	XP_003359784.3	XP_045643126.1
OG0003016	XP_003125099.3	XP_045644167.1, XP_045664618.1
OG0003017	NP_001230781.1, XP_013834996.1	XP_045654029.1
OG0003018	XP_003129895.1	XP_045653740.1
OG0003019	NP_001230286.1, XP_013845500.1	XP_045653250.1
OG0003020	XP_013845516.2	XP_045653248.1, XP_045653249.1, XP_045653247.1
OG0003021	XP_020923569.1	XP_045634094.1
OG0003022	XP_003132075.2	XP_045634187.1, XP_045634185.1, XP_045634186.1
OG0003023	NP_001191303.1	XP_045659414.1
OG0003024	XP_003127591.3	XP_045659508.1
OG0003025	XP_020949385.1	XP_045628702.1, XP_045628701.1
OG0003026	XP_020952705.1	XP_045652020.1
OG0003027	XP_013853653.1	XP_045666218.1
OG0003028	XP_020949701.1, XP_020949703.1, XP_020949702.1	XP_045670900.1, XP_045670901.1
OG0003029	XP_020949705.1	XP_045670993.1
OG0003030	NP_001177089.1, XP_020944330.1	XP_045662956.1
OG0003031	XP_020942573.1	XP_045639882.1
OG0003032	XP_003124494.2	XP_045642063.1
OG0003033	XP_003354545.2, XP_005662033.2, XP_020941974.1	XP_045642166.1, XP_045642167.1
OG0003034	XP_020941915.1, XP_020941914.1	XP_045629781.1, XP_045629779.1, XP_045629780.1
OG0003035	XP_020941634.1	XP_045669290.1
OG0003036	XP_003124292.1	XP_045669281.1, XP_045669280.1
OG0003037	XP_020942048.1	XP_045642048.1
OG0003038	XP_003124516.1	XP_045642029.1
OG0003039	XP_020943669.1	XP_045641910.1, XP_045641911.1, XP_045641908.1
OG0003040	XP_020942190.1	XP_045626878.1, XP_045626879.1, XP_045626880.1
OG0003041	XP_020942302.1	XP_045640552.1
OG0003042	XP_020942564.1	XP_045639929.1
OG0003043	XP_005663686.2	XP_045657602.1
OG0003044	NP_001107756.1	XP_045657734.1
OG0003045	XP_013852847.2	XP_045657760.1
OG0003046	XP_020945280.1, XP_020945284.1, XP_013852389.1, XP_020945290.1	XP_045640208.1, XP_045640209.1, XP_045640355.1, XP_045640551.1, XP_045640338.1, XP_045640335.1
OG0003047	XP_020951744.1	XP_045637756.1
OG0003048	XP_003130657.1	XP_045643606.1, XP_045643605.1
OG0003049	XP_013835447.1, XP_013835448.1, XP_005667938.1, XP_013835449.1, XP_005667937.1, XP_003130467.1	XP_045643787.1
OG0003050	XP_020919347.1, XP_020919346.1, XP_020919349.1, XP_020919348.1	XP_045667385.1
OG0003051	XP_013845072.1, XP_013845071.1	XP_045667342.1
OG0003052	XP_020945298.1	XP_045644532.1, XP_045644543.1, XP_045644538.1, XP_045649852.1, XP_045667898.1, XP_045643381.1, XP_045634865.1, XP_045634867.1, XP_045644681.1, XP_045640763.1
OG0003053	XP_020944215.1, NP_001172060.1	XP_045640152.1
OG0003054	XP_005666280.1, NP_001092063.1	XP_045658617.1, XP_045658616.1
OG0003055	XP_003356782.2	XP_045666311.1
OG0003056	XP_020955585.1, XP_013833739.1	XP_045666454.1
OG0003057	XP_020956206.1	XP_045654615.1
OG0003058	XP_005666501.1	XP_045633162.1
OG0003059	XP_003122388.2	XP_045659632.1
OG0003060	XP_020921750.1, NP_001243457.1	XP_045670495.1, XP_045670496.1
OG0003062	XP_020922164.1	XP_045670030.1
OG0003063	XP_020922379.1, XP_013845364.2	XP_045669969.1
OG0003064	NP_001231640.1, XP_020921756.1	XP_045669893.1
OG0003065	XP_003131369.1	XP_045669957.1
OG0003066	XP_003131380.1	XP_045669994.1
OG0003067	XP_020922596.1	XP_045637723.1
OG0003068	XP_020922722.1	XP_045644781.1
OG0003069	XP_005654002.1, XP_020922739.1, XP_003131577.1	XP_045669717.1, XP_045669719.1, XP_045669718.1
OG0003070	XP_020922763.1	XP_045669712.1, XP_045669713.1
OG0003071	XP_020922792.1, XP_013836450.2, XP_020922793.1	XP_045669677.1
OG0003072	XP_005669058.1, XP_003131714.1, XP_005669059.1, XP_003131717.1	XP_045629389.1
OG0003073	XP_013845439.1	XP_045629405.1
OG0003074	XP_020923238.1	XP_045629409.1
OG0003075	XP_020923276.1	XP_045629094.1
OG0003076	NP_001116549.1	XP_045629269.1
OG0003077	XP_020923351.1	XP_045629239.1
OG0003078	XP_020936851.1	XP_045659671.1
OG0003079	XP_020936697.1	XP_045659741.1, XP_045659745.1, XP_045659742.1
OG0003080	NP_001138317.1, XP_005674435.1	XP_045645713.1
OG0003081	NP_001007192.1, XP_020946854.1	XP_045671432.1
OG0003082	XP_020947059.1, XP_013852928.1, XP_005663800.1, XP_020947060.1	XP_045636018.1
OG0003083	NP_998918.1	XP_045635812.1
OG0003084	XP_003125215.1	XP_045643876.1, XP_045643875.1
OG0003085	XP_003481249.1	XP_045644059.1
OG0003086	XP_020940438.1	XP_045650985.1
OG0003087	XP_013841770.2	XP_045636414.1
OG0003088	XP_020921311.1	XP_045636506.1, XP_045636507.1, XP_045636503.1, XP_045636504.1
OG0003089	XP_020940804.1	XP_045670775.1, XP_045670776.1
OG0003090	XP_013849244.1, XP_020923696.1	XP_045647040.1
OG0003092	NP_001171823.1	XP_045627974.1
OG0003093	XP_003128417.2	XP_045642287.1
OG0003094	XP_005666033.1, NP_001098784.1	XP_045656785.1
OG0003095	XP_001924975.4	XP_045657632.1
OG0003096	NP_999570.1	XP_045657978.1, XP_045657970.1, XP_045657962.1, XP_045657955.1
OG0003097	XP_003128479.1, XP_005666157.1	XP_045658008.1, XP_045658000.1, XP_045657990.1, XP_045658017.1
OG0003098	XP_020933363.1, XP_013841010.2	XP_045650760.1
OG0003099	XP_020945643.1	XP_045663017.1
