Orthogroup	Ursus_americanus	Mesocricetus_auratus
OG0002094	XP_045665298.1	XP_040588862.1, XP_040588876.1
OG0002095	XP_045668305.1	XP_040594834.1
OG0002095	XP_045648588.1	XP_040584543.1
OG0002096	XP_045648674.1	XP_005078124.1
OG0002096	XP_045663365.1	XP_005077731.1
OG0002097	XP_045649311.1, XP_045649310.1, XP_045649313.1, XP_045649312.1, XP_045649314.1	XP_040584714.1
OG0002098	XP_045648969.1	XP_040593380.1
OG0002099	XP_045638490.1	XP_040612613.1
OG0002100	XP_045655687.1	XP_005083969.1
OG0002101	XP_045654801.1	XP_021078415.2
OG0002102	XP_045641819.1	XP_040587886.1
OG0002104	XP_045648315.1, XP_045649559.1	XP_040597157.1, XP_040597158.1, XP_040597160.1, XP_040597159.1
OG0002105	XP_045641776.1	XP_040587635.1, NP_001268511.1
OG0002106	XP_045641802.1, XP_045641814.1	XP_040587673.1, XP_005066580.1
OG0002107	XP_045663083.1	XP_005079120.1
OG0002108	XP_045664936.1	XP_012975288.1, XP_005079163.1
OG0002109	XP_045657359.1, XP_045657361.1, XP_045657362.1	XP_040608082.1, XP_040608083.1, XP_005076570.1, XP_021086584.1
OG0002111	XP_045649404.1	XP_005076299.1
OG0002112	XP_045649321.1, XP_045649322.1	XP_040584439.1, XP_040584435.1, XP_040584440.1, XP_040584438.1, XP_012978649.1, XP_040584436.1, XP_040584437.1
OG0002113	XP_045626653.1	XP_012979151.1
OG0002114	XP_045631434.1	XP_005064047.1, XP_005064046.1, XP_005064045.1
OG0002115	XP_045631817.1	XP_005063954.1
OG0002116	XP_045649709.1	XP_012969027.1
OG0002117	XP_045642470.1, XP_045642471.1	XP_040591888.1, XP_040586924.1, XP_040588423.1
OG0002118	XP_045660025.1	XP_005079941.1
OG0002119	XP_045668250.1	XP_040594513.1
OG0002120	XP_045664141.1	XP_040592985.1
OG0002121	XP_045664062.1	XP_040594180.1
OG0002122	XP_045663410.1, XP_045663407.1, XP_045663409.1	XP_021087039.1
OG0002123	XP_045663369.1	XP_012974263.1
OG0002124	XP_045634421.1	XP_005087158.2
OG0002125	XP_045660341.1	XP_012978370.1, XP_021090476.1
OG0002126	XP_045652452.1	XP_040612191.1
OG0002127	XP_045652747.1	XP_040586234.1, XP_040586197.1, XP_040586263.1
OG0002128	XP_045652736.1	XP_040587894.1, XP_005071011.1
OG0002129	XP_045647877.1	XP_040595744.1, XP_040595743.1, XP_040595745.1
OG0002130	XP_045665042.1	XP_005068747.1
OG0002132	XP_045660623.1	XP_040588695.1
OG0002133	XP_045627470.1	XP_012972130.1
OG0002134	XP_045627505.1	XP_012972147.1, XP_005074483.1
OG0002135	XP_045632992.1	XP_040587000.1
OG0002136	XP_045656861.1	XP_040609653.1
OG0002137	XP_045635183.1	XP_040587516.1, XP_040587513.1, XP_040587514.1, XP_021089003.1, XP_021089005.1, XP_040587515.1, XP_021089006.1
OG0002138	XP_045637115.1	XP_040593517.1
OG0002139	XP_045637431.1	XP_040599352.1
OG0002140	XP_045667796.1	XP_021084565.1, XP_005073007.1
OG0002141	XP_045659135.1	NP_001268771.1
OG0002142	XP_045665328.1	XP_005064309.1, XP_012971817.1
OG0002143	XP_045644409.1, XP_045662000.1	XP_021080939.1, XP_012966438.1, XP_005066861.1, XP_021080940.1
OG0002144	XP_045671469.1	XP_012975511.2
OG0002145	XP_045651091.1	XP_012968415.1
OG0002146	XP_045636831.1, XP_045642311.1, XP_045645140.1	XP_040597141.1, XP_040596860.1
OG0002147	XP_045648295.1	XP_040607660.1, XP_040607662.1, XP_040607663.1, XP_040607661.1
OG0002148	XP_045649108.1	XP_012981450.1, XP_040603443.1
OG0002149	XP_045641117.1, XP_045641118.1	XP_040606726.1, XP_040606727.1
OG0002150	XP_045660201.1, XP_045660200.1	XP_005076783.1
OG0002151	XP_045644549.1	XP_005076191.1, XP_040608571.1
OG0002152	XP_045667498.1	XP_012966113.1
OG0002153	XP_045656466.1	XP_040611666.1
OG0002154	XP_045662268.1	XP_005084544.1
OG0002155	XP_045662600.1	XP_005070599.1, XP_040609328.1
OG0002156	XP_045665617.1, XP_045665616.1	XP_005078171.1
OG0002157	XP_045640590.1	XP_021087570.1
OG0002158	XP_045631086.1, XP_045631087.1, XP_045645500.1, XP_045645497.1, XP_045645496.1, XP_045645493.1, XP_045645495.1, XP_045645492.1, XP_045645494.1, XP_045645491.1	XP_040600564.1
OG0002159	XP_045671606.1	XP_021079592.2, XP_040600221.1
OG0002164	XP_045645422.1	XP_040599798.1, XP_005072536.1
OG0002165	XP_045653473.1, XP_045653470.1	XP_040590704.1, XP_040590708.1
OG0002166	XP_045626861.1	XP_005063475.1
OG0002167	XP_045637714.1	XP_040605671.1
OG0002167	XP_045637704.1	XP_040605664.1
OG0002168	XP_045666571.1	XP_040595577.1
OG0002168	XP_045634591.1	XP_005087136.1
OG0002169	XP_045644076.1	XP_005070452.2
OG0002169	XP_045631809.1	XP_040605758.1
OG0002170	XP_045663655.1	XP_005068487.1
OG0002171	XP_045638456.1, XP_045638457.1	XP_012976656.1
OG0002172	XP_045650002.1, XP_045650001.1	XP_005082275.1, XP_040608985.1, XP_021089823.1
OG0002173	XP_045664011.1, XP_045664013.1, XP_045664012.1	XP_005071245.1
OG0002174	XP_045657745.1, XP_045657743.1, XP_045657744.1	XP_040589488.1
OG0002175	XP_045638720.1	XP_040613536.1, XP_005074189.1
OG0002176	XP_045647312.1	XP_005068975.1, XP_040602760.1
OG0002177	XP_045648117.1, XP_045656639.1	XP_040599986.1, XP_040599988.1, XP_040599987.1
OG0002179	XP_045627990.1	XP_005084949.1
OG0002181	XP_045655633.1, XP_045655632.1	XP_040612828.1
OG0002182	XP_045659805.1	XP_040612556.1
OG0002183	XP_045643953.1	XP_005070404.1
OG0002184	XP_045650841.1	XP_040597776.1
OG0002185	XP_045647946.1	XP_005071949.1, XP_040604426.1, XP_012970162.1, XP_005071950.1
OG0002186	XP_045638394.1	XP_040603977.1, XP_040607423.1, XP_040599306.1, XP_005082880.1, XP_040612281.1, XP_040597526.1
OG0002187	XP_045646164.1	XP_040593688.1, XP_040593691.1, XP_040593689.1, XP_040593687.1
OG0002189	XP_045654651.1	XP_005075241.1, XP_012972644.1, XP_021085838.1
OG0002190	XP_045658242.1	XP_005076651.1
OG0002190	XP_045672066.1	XP_005087261.1
OG0002191	XP_045637611.1	XP_021086264.2
OG0002191	XP_045637618.1	XP_005076034.1
OG0002192	XP_045642986.1	XP_005065123.1
OG0002193	XP_045638797.1	XP_005074158.1, XP_005074150.1, XP_005074209.2
OG0002194	XP_045639019.1, XP_045639018.1	XP_005075786.2, XP_040589306.1
OG0002195	XP_045639829.1, XP_045639830.1	XP_005078241.2, XP_040593539.1
OG0002196	XP_045638843.1	XP_005074147.1
OG0002196	XP_045638852.1	XP_005074148.2
OG0002197	XP_045642888.1, XP_045642431.1, XP_045642433.1	XP_012976436.2, XP_012976430.1
OG0002198	XP_045671121.1	NP_001269227.1, XP_021085464.1
OG0002199	XP_045648677.1	XP_021086079.1
OG0002199	XP_045636972.1	XP_005063836.1
OG0002200	XP_045646072.1	XP_012972186.1
OG0002201	XP_045628518.1, XP_045628517.1	XP_021080588.1, XP_012966125.1, XP_040611882.1, XP_021080590.1, XP_012966124.1, XP_005066376.1
OG0002202	XP_045654800.1	XP_040588747.1
OG0002203	XP_045628067.1, XP_045628068.1, XP_045628069.1	XP_005084796.2
OG0002204	XP_045628064.1, XP_045628066.1	XP_012979602.3, XP_005084792.1, XP_021091439.1
OG0002207	XP_045652630.1	XP_021089531.1
OG0002208	XP_045643958.1	XP_021089321.1
OG0002209	XP_045660004.1	XP_005083165.1
OG0002210	XP_045650361.1	XP_005069258.1
OG0002211	XP_045665802.1	XP_005065679.1, XP_040584821.1, XP_012982110.1
OG0002212	XP_045662841.1	XP_005078727.2
OG0002213	XP_045662700.1	XP_040591330.1
OG0002214	XP_045638122.1	XP_040612519.1
OG0002216	XP_045638113.1, XP_045638112.1	XP_040612292.1, XP_040612291.1, XP_012978998.2
OG0002217	XP_045630645.1, XP_045630640.1	XP_040613443.1, XP_040613435.1
OG0002218	XP_045668967.1	XP_005088748.3
OG0002218	XP_045668968.1	XP_005077848.1
OG0002219	XP_045645482.1	XP_005068900.1
OG0002220	XP_045633242.1	XP_040613982.1
OG0002221	XP_045651309.1, XP_045651311.1	XP_005084463.1
OG0002222	XP_045669072.1	XP_012974361.1, XP_012974360.1
OG0002223	XP_045672328.1, XP_045672329.1, XP_045672327.1, XP_045672330.1	XP_005139282.2
OG0002224	XP_045627350.1	XP_005068827.2
OG0002225	XP_045639670.1	XP_005070872.3
OG0002226	XP_045639564.1	XP_040588538.1, XP_012969377.1
OG0002227	XP_045639101.1	XP_040587989.1
OG0002228	XP_045647989.1	XP_005071983.1, XP_040604407.1
OG0002229	XP_045647985.1	XP_021083953.1, XP_005071978.1
OG0002230	XP_045647932.1	XP_040603837.1, NP_001268547.1
OG0002231	XP_045643365.1	XP_040613587.1
OG0002232	XP_045632411.1	XP_040611113.1
OG0002233	XP_045654056.1	XP_012980522.1
OG0002234	XP_045653685.1	XP_005069591.1, XP_012968472.1, XP_012968471.1
OG0002235	XP_045653279.1	XP_040604877.1
OG0002236	XP_045658087.1	XP_040599709.1, XP_040613039.1
OG0002237	XP_045655448.1	XP_005072217.1, XP_040612958.1, XP_021084064.1, XP_012970352.1
OG0002238	XP_045655469.1	XP_040612944.1
OG0002239	XP_045659517.1	XP_040590882.1
OG0002240	XP_045659531.1, XP_045659530.1, XP_045659529.1	XP_012975382.1, NP_001268568.1
OG0002241	XP_045652055.1, XP_045652054.1	XP_005073138.1
OG0002242	XP_045670828.1	XP_005076342.1
OG0002243	XP_045642785.1	XP_005063907.1, XP_040587711.1
OG0002244	XP_045642064.1	XP_005080391.1, XP_040612140.1
OG0002245	XP_045642116.1	XP_040587133.1
OG0002246	XP_045629884.1	XP_040587315.1
OG0002247	XP_045629864.1	XP_040607270.1
OG0002248	XP_045632086.1, XP_045663548.1	XP_021081850.1, XP_040598544.1
OG0002249	XP_045669319.1, XP_045669318.1, XP_045669321.1	XP_005080040.1
OG0002250	XP_045642003.1	XP_005064402.1
OG0002251	XP_045640466.1, XP_045640467.1	XP_040604141.1
OG0002252	XP_045639973.1	XP_005081796.3
OG0002253	XP_045657661.1	XP_021086878.1, XP_040607910.1, XP_012973873.1
OG0002254	XP_045657749.1	XP_040589483.1, XP_040589482.1
OG0002255	XP_045657755.1	XP_040589550.1
OG0002257	XP_045667319.1, XP_045667322.1, XP_045667318.1, XP_045667320.1	XP_005073524.1, XP_021084854.1
OG0002258	XP_045667283.1	XP_040593907.1, XP_040593908.1
OG0002259	XP_045640205.1	XP_040608449.1, XP_040608446.1, XP_040608445.1, XP_040608447.1, XP_040608450.1, XP_040608448.1, XP_040608451.1
OG0002261	XP_045640073.1	XP_005080232.1
OG0002262	XP_045645999.1, XP_045646000.1	XP_005076507.1, XP_021086552.1
OG0002263	XP_045663547.1	XP_012967666.1, XP_005068449.1
OG0002264	XP_045655477.1	XP_040598963.1
OG0002265	XP_045666550.1, XP_045666549.1	XP_021078482.1, XP_005085865.1
OG0002266	XP_045663586.1	XP_005068464.1
OG0002267	XP_045671765.1	XP_040599289.1
OG0002268	XP_045671740.1	XP_040598470.1
OG0002269	XP_045633127.1	XP_012967530.1, XP_012967531.1
OG0002270	XP_045632153.1	XP_005076616.1, XP_040598314.1, XP_012967537.1, XP_040598315.1
OG0002271	XP_045626695.1	XP_040612121.1
OG0002272	XP_045629056.1	XP_040603794.1, XP_040603054.1, XP_040602434.1, XP_040604318.1, XP_040595705.1, XP_040605470.1
OG0002273	XP_045659729.1	XP_012978761.1, XP_012978764.1, XP_040601181.1, XP_040601180.1, XP_040601179.1, XP_012978762.1, XP_012978763.1
OG0002274	XP_045631006.1	XP_005070229.1, XP_040606149.1, XP_012968634.1
OG0002276	XP_045670252.1, XP_045670253.1	XP_040605901.1, XP_040600223.1
OG0002277	XP_045637615.1	XP_012981652.1, XP_012981651.1
OG0002278	XP_045629246.1	XP_005077125.1, XP_021086763.1
OG0002279	XP_045659723.1	XP_021090674.1
OG0002280	XP_045626948.1	XP_040601087.1
OG0002281	XP_045627003.1	XP_040592847.1
OG0002282	XP_045626994.1	XP_040600960.1
OG0002283	XP_045627156.1	XP_040591574.1, XP_040591575.1, XP_040591577.1, XP_040591576.1, XP_040591578.1, XP_040591579.1
OG0002285	XP_045646954.1, XP_045646953.1	XP_005082155.1
OG0002286	XP_045671412.1	XP_005066951.1
OG0002287	XP_045671382.1, XP_045671380.1, XP_045671377.1, XP_045671381.1, XP_045671379.1, XP_045671378.1	XP_021081112.1
OG0002288	XP_045635450.1, XP_045635451.1	XP_040608636.1, XP_040608635.1, XP_040608634.1
OG0002289	XP_045635983.1, XP_045635982.1	XP_040610130.1, XP_040610129.1, XP_040610128.1
OG0002290	XP_045644067.1, XP_045644065.1, XP_045644068.1, XP_045644066.1	XP_005070450.1, XP_040589091.1, XP_040589090.1, XP_012969075.1
OG0002291	XP_045636235.1	XP_040594326.1
OG0002292	XP_045650551.1	XP_040614022.1
OG0002293	XP_045636626.1	XP_005078893.1
OG0002294	XP_045636754.1	XP_005078857.1, XP_012975082.1, XP_012975080.1, XP_021087850.1
OG0002295	XP_045636553.1, XP_045636317.1	XP_005076541.1, XP_040594715.1
OG0002296	XP_045661501.1	XP_005065858.1
OG0002297	XP_045658248.1, XP_045658253.1	XP_012970609.1, XP_012970608.1, XP_040585302.1
OG0002298	XP_045660398.1	XP_012971503.1, XP_005073733.1
OG0002299	XP_045662993.1	XP_040596591.1, XP_012965713.1
OG0002301	XP_045662939.1	XP_012969058.1
OG0002302	XP_045656692.1	XP_012966704.1, XP_012966705.1
OG0002303	XP_045645040.1	XP_040603240.1, XP_021081730.1
OG0002304	XP_045656087.1	XP_005083356.1
OG0002304	XP_045649648.1	XP_005086532.1
OG0002305	XP_045649298.1	XP_005084015.1
OG0002306	XP_045648783.1	XP_012973321.1, XP_005076260.1, XP_012973320.1, XP_040599135.1
OG0002307	XP_045648784.1	XP_040599137.1
OG0002308	XP_045627887.1	XP_005083975.2
OG0002309	XP_045638501.1, XP_045638500.1	XP_005084436.1
OG0002310	XP_045655602.1	XP_040612865.1
OG0002311	XP_045655673.1	XP_040612809.1, XP_040612808.1
OG0002312	XP_045654785.1	XP_021088763.1
OG0002313	XP_045641817.1	XP_040613881.1, XP_021080753.1
OG0002314	XP_045648395.1	XP_005083130.2
OG0002315	XP_045648577.1, XP_045648575.1	XP_005082446.1
OG0002316	XP_045649632.1	XP_040597088.1
OG0002318	XP_045635246.1	XP_040587638.1
OG0002319	XP_045635205.1	XP_040587792.1
OG0002320	XP_045665266.1, XP_045665265.1	XP_021088088.1
OG0002321	XP_045665137.1	XP_005073694.2
OG0002322	XP_045664758.1	XP_005078333.1, XP_005078332.1
OG0002323	XP_045644247.1	XP_012969575.1, XP_012969573.1, XP_040593251.1
OG0002324	XP_045632207.1	XP_040608133.1, XP_040608134.1
OG0002325	XP_045646535.1	XP_005084335.1, XP_012979224.1, XP_040608181.1
OG0002326	XP_045642955.1	XP_005065107.1
OG0002326	XP_045642456.1	XP_005065106.2
OG0002328	XP_045631540.1	XP_021082272.1, XP_012969894.1, XP_012969901.1
OG0002329	XP_045654886.1, XP_045654885.1	XP_040590766.1, XP_040590767.1
OG0002330	XP_045654903.1	XP_040610377.1, XP_040588667.1
OG0002331	XP_045653121.1, XP_045653122.1, XP_045653125.1, XP_045653120.1	XP_040585294.1
OG0002332	XP_045637979.1	XP_005069087.1, XP_021082216.1
OG0002333	XP_045663087.1	XP_005077733.2
OG0002334	XP_045663316.1, XP_045663317.1	XP_005077746.1, XP_012974289.1
OG0002335	XP_045668356.1	XP_040594402.1
OG0002336	XP_045663489.1	XP_012969669.2
OG0002337	XP_045663280.1	XP_012980033.1, XP_021091692.1, XP_021091693.1
OG0002338	XP_045663212.1, XP_045663213.1	XP_005074912.1
OG0002339	XP_045663095.1	XP_012972434.2
OG0002340	XP_045663169.1	XP_005074936.1
OG0002341	XP_045634468.1, XP_045634469.1	XP_021085655.1, XP_005075013.1, XP_040595510.1
OG0002342	XP_045634668.1, XP_045634669.1, XP_045634667.1, XP_045634666.1	XP_040596097.1
OG0002343	XP_045634511.1, XP_045634510.1	XP_012980773.2
OG0002344	XP_045634566.1	XP_012978367.1, XP_021090480.1, XP_040593594.1, XP_040593592.1, XP_021090479.1, XP_012978366.1
OG0002345	XP_045646773.1	XP_005077386.1
OG0002346	XP_045671536.1	XP_012971697.2, XP_005074167.2
OG0002347	XP_045672213.1	XP_012971834.1, XP_005073998.1, XP_012971833.1
OG0002348	XP_045672262.1	XP_012971815.1
OG0002349	XP_045672238.1, XP_045672240.1, XP_045672242.1, XP_045672241.1	XP_021085177.1
OG0002350	XP_045638926.1, XP_045638908.1, XP_045638900.1	XP_040589445.1, XP_040613268.1
OG0002351	XP_045654194.1	XP_040595796.1, XP_040595699.1
OG0002352	XP_045647805.1	XP_012970398.1, XP_005072060.1, XP_021083990.1, XP_012970399.1
OG0002353	XP_045664889.1	XP_040602306.1
OG0002354	XP_045662994.1	XP_005086127.1, XP_012980697.1
OG0002355	XP_045660496.1, XP_045660495.1	XP_012979563.1, XP_005084670.1, XP_021091300.1
OG0002356	XP_045650175.1	XP_005082304.1, XP_040609050.1, XP_040609049.1
OG0002357	XP_045630085.1, XP_045630086.1	XP_040590489.1
OG0002358	XP_045650059.1	XP_040609021.1, XP_040609023.1, XP_040609024.1, XP_040609022.1
OG0002359	XP_045637032.1, XP_045637033.1	XP_021086899.1
OG0002360	XP_045637154.1, XP_045637155.1	XP_040595347.1
OG0002362	XP_045667815.1	XP_040599577.1
OG0002363	XP_045656981.1, XP_045656982.1, XP_045656980.1	XP_012966844.1
OG0002364	XP_045658814.1	XP_040600021.1
OG0002365	XP_045658893.1, XP_045658892.1, XP_045658894.1	XP_005063571.1
OG0002366	XP_045659026.1	XP_012970822.1
OG0002367	XP_045645018.1	XP_040597426.1
OG0002368	XP_045671664.1	XP_021086826.1
OG0002369	XP_045671823.1	XP_012973288.1
OG0002370	XP_045627036.1	XP_040601997.1
OG0002371	XP_045627467.1, XP_045627477.1, XP_045627466.1	XP_005068559.1
OG0002372	XP_045626489.1	XP_012972891.1
OG0002373	XP_045666680.1	XP_005075593.1
OG0002374	XP_045654082.1	XP_005073845.1, XP_040593888.1
OG0002375	XP_045630120.1	XP_005070930.2
OG0002376	XP_045655181.1	XP_040607699.1, XP_040607702.1, XP_040607705.1, XP_040607701.1, XP_040607703.1, XP_040607700.1, XP_040607707.1, XP_040607706.1, XP_040607704.1
OG0002377	XP_045647875.1	XP_005076110.1
OG0002378	XP_045646406.1, XP_045646410.1	XP_040603414.1, XP_005068176.1
OG0002379	XP_045641256.1, XP_045641254.1, XP_045641250.1, XP_045641255.1, XP_045641252.1, XP_045641244.1, XP_045641251.1, XP_045641246.1, XP_045641253.1, XP_045641247.1, XP_045641249.1, XP_045641245.1	XP_040606638.1
OG0002380	XP_045641089.1	XP_021083637.1
OG0002381	XP_045651316.1	XP_005084468.1
OG0002382	XP_045644680.1	XP_005069763.1
OG0002382	XP_045644392.1	XP_040600611.1
OG0002383	XP_045667208.1	XP_005071670.2
OG0002384	XP_045667163.1	XP_005071668.1
OG0002385	XP_045656311.1	XP_040611603.1
OG0002385	XP_045656298.1	XP_005086738.1
OG0002386	XP_045667674.1	XP_005066423.1
OG0002387	XP_045667660.1, XP_045667657.1, XP_045667659.1, XP_045667658.1	XP_005066417.1
OG0002388	XP_045656386.1	XP_005066536.1
OG0002389	XP_045659276.1, XP_045659273.1, XP_045659275.1, XP_045659272.1, XP_045659274.1, XP_045659271.1	XP_040608988.1
OG0002390	XP_045662294.1	XP_005084549.1
OG0002391	XP_045662519.1, XP_045662520.1, XP_045662525.1, XP_045662522.1, XP_045662524.1, XP_045662518.1, XP_045662521.1	XP_040609396.1
OG0002392	XP_045643564.1, XP_045643562.1	XP_040595273.1, XP_012971343.1, XP_005073425.1
OG0002393	XP_045658361.1	XP_012981316.2
OG0002394	XP_045661022.1, XP_045661020.1	XP_040600013.1, XP_040600012.1
OG0002395	XP_045649239.1	XP_005081989.1
OG0002395	XP_045660007.1	XP_005074293.1
OG0002397	XP_045644751.1, XP_045644750.1	XP_040599724.1
OG0002402	XP_045672272.1, XP_045672273.1	XP_012971707.1
OG0002403	XP_045669102.1	XP_005077883.1
OG0002404	XP_045637669.1	XP_040607145.1, XP_005070189.2, XP_040593309.1, XP_040609013.1, XP_040599305.1
OG0002405	XP_045658363.1	XP_040600687.1, XP_012981310.1
OG0002406	XP_045666396.1	XP_040598811.1
OG0002407	XP_045667193.1, XP_045667197.1, XP_045667196.1, XP_045667194.1, XP_045667195.1	NP_001268483.1, XP_021083629.1
OG0002408	XP_045659690.1	XP_005083752.1
OG0002409	XP_045637387.1	XP_005072943.1
OG0002410	XP_045641872.1	XP_040610369.1, XP_040610370.1, XP_040610357.1, XP_040610372.1, XP_040610361.1, XP_040610366.1
OG0002411	XP_045639135.1, XP_045639257.1	NP_001268512.1, NP_001268539.1
OG0002412	XP_045643145.1	XP_021091479.1
OG0002413	XP_045651472.1, XP_045651471.1	XP_005084911.1
OG0002414	XP_045665029.1, XP_045665028.1	NP_001268874.1
OG0002415	XP_045661994.1	XP_005066863.1, XP_040597916.1, XP_040597913.1, XP_040597914.1, XP_040597915.1
OG0002416	XP_045637355.1	XP_005072918.1
OG0002417	XP_045639850.1	XP_040604289.1
OG0002418	XP_045650850.1, XP_045650852.1, XP_045650851.1	XP_012968196.1
OG0002419	XP_045643919.1	XP_040589143.1
OG0002420	XP_045665376.1, XP_045665366.1	XP_005068762.1
OG0002422	XP_045650659.1	XP_040595668.1, XP_040604541.1
OG0002424	XP_045661412.1	XP_040584220.1, XP_040584223.1, XP_040584221.1, XP_040584222.1
OG0002425	XP_045665761.1	NP_001273041.1
OG0002426	XP_045670529.1, XP_045670530.1, XP_045670527.1	XP_005070062.1
OG0002427	XP_045657400.1	XP_040608068.1, XP_040594820.1
OG0002428	XP_045635129.1	XP_005066597.1, XP_040587802.1, XP_040587799.1, XP_040587801.1
OG0002429	XP_045661785.1	XP_040586247.1
OG0002430	XP_045640612.1	XP_040608242.1
OG0002431	XP_045642444.1	XP_005065084.1
OG0002432	XP_045639783.1	XP_005078299.1, XP_040593369.1
OG0002433	XP_045653574.1	XP_040586187.1, XP_005069442.2
OG0002433	XP_045653575.1	XP_005069317.3
OG0002434	XP_045638680.1	XP_040613344.1, XP_040587687.1
OG0002435	XP_045661277.1, XP_045661276.1	XP_040584105.1
OG0002436	XP_045632289.1	XP_021080140.1, XP_040590532.1, XP_040590531.1, XP_040590530.1
OG0002437	XP_045646218.1	XP_040613746.1, XP_012980574.1, XP_040613747.1
OG0002438	XP_045646099.1	XP_040597568.1, XP_021085476.1, XP_012972178.1, XP_021085475.1, XP_005074670.1, XP_021085477.1
OG0002439	XP_045661248.1	XP_040614169.1, XP_040614167.1, XP_040614168.1
OG0002440	XP_045661313.1	XP_021080270.1, XP_005065943.1
OG0002441	XP_045661434.1, XP_045661436.1, XP_045661435.1	XP_040614201.1
OG0002442	XP_045628329.1	XP_005063770.1
OG0002443	XP_045645259.1, XP_045645257.1, XP_045645256.1	XP_012979182.1
OG0002444	XP_045631047.1	XP_040592142.1
OG0002445	XP_045628054.1	XP_005084820.1, XP_040591968.1, XP_040591969.1, XP_012979643.1
OG0002446	XP_045664548.1	XP_005064866.1
OG0002447	XP_045628148.1	XP_040590423.1, XP_012980965.2, XP_040590424.1
OG0002448	XP_045643711.1, XP_045643743.1, XP_045643691.1, XP_045643719.1, XP_045643736.1, XP_045643728.1, XP_045643682.1, XP_045643701.1	XP_005081314.2
OG0002449	XP_045665793.1, XP_045665794.1, XP_045665792.1, XP_045665790.1, XP_045665797.1, XP_045665796.1, XP_045665795.1	XP_005065663.1, XP_021078656.1, XP_012980853.1
