Orthogroup	Ursus_americanus	Saimiri_boliviensis_boliviensis
OG0002563	XP_045664813.1	XP_010328669.1
OG0002564	XP_045644303.1	XP_010331720.1
OG0002565	XP_045633091.1	XP_010328069.1, XP_010328066.1, XP_010328071.1, XP_010328070.1, XP_003942035.1, XP_010328068.1
OG0002566	XP_045660453.1	XP_003942021.1
OG0002567	XP_045646552.1, XP_045646551.1, XP_045646550.1	XP_010328027.1
OG0002568	XP_045649751.1	XP_010333910.1, XP_003920272.1
OG0002569	XP_045649456.1, XP_045649455.1	XP_039317999.1, XP_003930806.1, XP_039317998.1
OG0002570	XP_045631892.1, XP_045631891.1, XP_045631893.1	XP_003941229.2
OG0002571	XP_045631767.1	XP_003937774.1
OG0002572	XP_045649693.1	XP_003920300.1
OG0002573	XP_045649744.1	XP_039327339.1, XP_039327343.1, XP_039327342.1, XP_039327341.1, XP_039327338.1, XP_039327429.1
OG0002574	XP_045664073.1, XP_045664072.1	XP_039334671.1, XP_003927180.1
OG0002575	XP_045663424.1, XP_045663428.1, XP_045663423.1, XP_045663427.1, XP_045663425.1	XP_010329247.1, XP_010329246.1, XP_010329248.1, XP_003943159.1, XP_010329245.1
OG0002576	XP_045634535.1	XP_010328438.1
OG0002577	XP_045630347.1	XP_003939042.2, XP_039322278.1
OG0002578	XP_045656115.1	XP_039322987.1
OG0002579	XP_045656217.1	XP_039321961.1
OG0002580	XP_045672143.1, XP_045672141.1, XP_045672144.1, XP_045672142.1, XP_045672145.1	XP_010329106.2
OG0002581	XP_045638967.1	XP_003919860.1
OG0002582	XP_045652792.1	XP_010328392.1
OG0002583	XP_045652756.1	XP_003942259.1
OG0002584	XP_045667022.1	XP_003928251.1
OG0002585	XP_045632760.1, XP_045632768.1	XP_003942972.1, XP_003942974.2, XP_003942973.1
OG0002586	XP_045626895.1	XP_039335733.1, XP_003942968.1, XP_039335732.1
OG0002587	XP_045654261.1	XP_003930965.1
OG0002588	XP_045647654.1	XP_039336166.1
OG0002589	XP_045668887.1	XP_039336102.1
OG0002590	XP_045668822.1, XP_045668817.1	XP_039336113.1, XP_039336112.1, XP_039336111.1, XP_039336114.1
OG0002591	XP_045664754.1	XP_039335541.1
OG0002592	XP_045662785.1	XP_010340999.1
OG0002593	XP_045662749.1	XP_003932108.2
OG0002594	XP_045662370.1	XP_039335250.1
OG0002595	XP_045662066.1, XP_045662065.1, XP_045662063.1	XP_010340972.1, XP_010340971.1, XP_003932078.1
OG0002596	XP_045660647.1, XP_045660645.1, XP_045660644.1, XP_045660648.1, XP_045660646.1	XP_003936454.1
OG0002597	XP_045660726.1, XP_045660723.1, XP_045660725.1, XP_045660722.1, XP_045660724.1	XP_010345229.1
OG0002598	XP_045664379.1	XP_003932665.1
OG0002599	XP_045651021.1, XP_045651014.1	XP_039335684.1
OG0002600	XP_045651375.1	XP_003932728.1
OG0002601	XP_045650455.1	XP_039335459.1, XP_039335460.1, XP_039335458.1, XP_039335461.1
OG0002602	XP_045649787.1, XP_045652916.1	XP_039329182.1
OG0002603	XP_045653080.1	XP_003944300.1, XP_039329242.1
OG0002604	XP_045655363.1	XP_039317059.1
OG0002605	XP_045655360.1, XP_045655362.1	XP_010330369.1
OG0002606	XP_045630062.1	XP_039316991.1
OG0002607	XP_045633778.1	XP_039327837.1
OG0002608	XP_045632951.1, XP_045632930.1, XP_045632959.1, XP_045632941.1, XP_045632921.1	XP_039327927.1, XP_039327926.1
OG0002609	XP_045647434.1	XP_010341194.1
OG0002610	XP_045647165.1	XP_039318257.1, XP_039318256.1
OG0002611	XP_045647179.1, XP_045647178.1	XP_039318428.1, XP_039318430.1, XP_039318429.1
OG0002612	XP_045647228.1	XP_010347477.1
OG0002613	XP_045647243.1	XP_039318338.1
OG0002614	XP_045647345.1, XP_045647344.1	XP_010347428.1, XP_010347430.1, XP_010347429.1, XP_003938470.1, XP_010347431.1
OG0002615	XP_045647365.1	XP_039318405.1
OG0002616	XP_045658433.1	XP_010347533.1
OG0002617	XP_045658446.1	XP_003938575.1
OG0002618	XP_045671186.1	XP_039318325.1
OG0002619	XP_045658485.1, XP_045658484.1, XP_045658480.1, XP_045658481.1, XP_045658482.1	XP_039318290.1
OG0002620	XP_045631103.1	XP_003942745.2
OG0002621	XP_045637311.1	XP_010328328.1, XP_003942229.1
OG0002622	XP_045667781.1, XP_045667782.1	XP_039328139.1, XP_039328140.1
OG0002623	XP_045657222.1	XP_003926701.1
OG0002624	XP_045657198.1	XP_010350573.1
OG0002625	XP_045657038.1	XP_003939200.1
OG0002626	XP_045656958.1	XP_039327767.1
OG0002627	XP_045665972.1	XP_010331572.1, XP_003922433.1, XP_003922434.1
OG0002628	XP_045658863.1, XP_045658864.1, XP_045658865.1	XP_003922332.1, XP_010331461.1
OG0002629	XP_045658870.1	XP_039321087.1
OG0002630	XP_045659199.1, XP_045659198.1	XP_003922207.1
OG0002631	XP_045661863.1, XP_045661865.1	XP_003938797.1, XP_010347686.1
OG0002632	XP_045630718.1	XP_039324000.1, XP_039324001.1, XP_039323999.1
OG0002633	XP_045644497.1	XP_039324629.1
OG0002634	XP_045666611.1, XP_045666612.1	XP_003940946.1, XP_010349930.1, XP_039324801.1
OG0002635	XP_045651084.1	XP_010329133.1
OG0002637	XP_045649052.1	XP_039324535.1
OG0002638	XP_045668681.1, XP_045668680.1, XP_045668682.1	XP_039333616.1, XP_003941685.1
OG0002639	XP_045668630.1	XP_039335511.1, XP_039317929.1, XP_039317930.1, XP_039317928.1
OG0002640	XP_045643098.1, XP_045643100.1, XP_045643099.1	XP_003932545.2
OG0002641	XP_045663995.1, XP_045663996.1	XP_003932570.2
OG0002642	XP_045644654.1, XP_045644655.1	XP_039334723.1, XP_039334722.1, XP_039334721.1
OG0002643	XP_045667472.1	XP_003927435.2
OG0002644	XP_045656326.1	XP_003944853.2, XP_003944854.2, XP_039318551.1
OG0002645	XP_045637340.1	XP_039325614.1
OG0002646	XP_045636123.1	XP_039325920.1
OG0002647	XP_045662116.1	XP_010350043.2
OG0002648	XP_045662404.1, XP_045662405.1, XP_045662403.1, XP_045662402.1	XP_039325972.1
OG0002649	XP_045662407.1	XP_010334755.2
OG0002650	XP_045662447.1	XP_010334737.2, XP_010334736.2, XP_010334738.2
OG0002651	XP_045633512.1	XP_003925605.2
OG0002652	XP_045639867.1	XP_003937931.2
OG0002653	XP_045643561.1	XP_010347206.2
OG0002654	XP_045665520.1	XP_039315907.1
OG0002655	XP_045660436.1, XP_045660435.1	XP_003936892.1
OG0002656	XP_045660113.1	XP_003936887.1, XP_010345644.1
OG0002657	XP_045649657.1	XP_003936918.1
OG0002658	XP_045660957.1, XP_045660958.1	XP_010330498.1, XP_039319893.1
OG0002659	XP_045661040.1, XP_045661038.1	XP_003931155.2, XP_003931226.3
OG0002660	XP_045643083.1, XP_045634875.1	XP_039323320.1, XP_003924137.1
OG0002661	XP_045627955.1, XP_045660951.1	XP_010333116.2
OG0002662	XP_045649809.1	XP_003943746.1
OG0002663	XP_045644379.1	XP_010342895.2, XP_003943123.1
OG0002664	XP_045652545.1	XP_039316387.1
OG0002665	XP_045649783.1, XP_045649784.1	XP_003931170.1, XP_039320036.1
OG0002666	XP_045649672.1	XP_010330107.1
OG0002667	XP_045656324.1	XP_003927451.2
OG0002667	XP_045649548.1	XP_039318051.1
OG0002668	XP_045649205.1, XP_045649189.1, XP_045649193.1, XP_045649198.1	XP_003924061.1
OG0002669	XP_045647103.1, XP_045647101.1	XP_039330608.1
OG0002676	XP_045661729.1	XP_039320484.1
OG0002677	XP_045662673.1	XP_003943566.1
OG0002678	XP_045653744.1	XP_003923755.1
OG0002679	XP_045656611.1	XP_003944788.1
OG0002679	XP_045656609.1	XP_003944760.1
OG0002680	XP_045637749.1, XP_045637750.1, XP_045637751.1	XP_039319753.1, XP_010333825.1
OG0002681	XP_045668331.1	XP_003926182.1
OG0002681	XP_045649885.1	XP_039334936.1
OG0002682	XP_045663309.1, XP_045663308.1	XP_010345332.1, XP_010345331.1
OG0002683	XP_045664873.1	XP_010328639.1
OG0002684	XP_045644838.1	XP_010340492.1
OG0002685	XP_045644717.1	XP_003920361.1
OG0002686	XP_045627576.1	XP_010335772.1
OG0002687	XP_045648105.1	XP_010338439.1
OG0002688	XP_045668966.1	XP_003921666.1
OG0002689	XP_045637412.1	XP_003926604.1, XP_039317611.1
OG0002690	XP_045628220.1	XP_039322276.1, XP_010349351.1
OG0002691	XP_045628242.1	XP_010349350.1, XP_039322807.1
OG0002692	XP_045666907.1	XP_003928249.1
OG0002693	XP_045647996.1	XP_003929592.1
OG0002694	XP_045660075.1	XP_010341449.1, XP_003931613.2
OG0002695	XP_045657560.1	XP_003933445.1
OG0002696	XP_045666693.1	XP_039324615.1
OG0002697	XP_045638294.1	XP_003934917.1
OG0002698	XP_045644853.1	NP_001272867.1, XP_039329512.1
OG0002699	XP_045646374.1	XP_039325103.1, XP_039320018.1, XP_003940786.2
OG0002700	XP_045640343.1	XP_003938035.1
OG0002701	XP_045631842.1	XP_003941218.2
OG0002702	XP_045627993.1	XP_003923221.1
OG0002703	XP_045657608.1	XP_003933294.1, XP_003933295.1, XP_003933297.1, XP_010342107.1
OG0002704	XP_045656732.1	XP_010348305.2
OG0002704	XP_045656733.1	XP_003939244.2
OG0002705	XP_045662282.1	XP_003940882.1, XP_010349878.1
OG0002706	XP_045638708.1	XP_003923460.1
OG0002707	XP_045642920.1	XP_010335814.2
OG0002709	XP_045653494.1	XP_003923621.1
OG0002710	XP_045649574.1	XP_003929971.1
OG0002710	XP_045649573.1	XP_010338824.1
OG0002711	XP_045638771.1	XP_003923431.3
OG0002712	XP_045645139.1, XP_045642312.1	XP_003935827.1
OG0002714	XP_045670382.1, XP_045638054.1	XP_039327165.1
OG0002715	XP_045661540.1	XP_003932451.1, XP_039323563.1, XP_010341277.1, XP_039323562.1
OG0002716	XP_045628234.1	XP_003940505.2
OG0002717	XP_045646174.1, XP_045646173.1	XP_010335055.2
OG0002718	XP_045646097.1, XP_045646098.1	XP_003926103.1
OG0002719	XP_045671086.1	XP_003924930.1
OG0002720	XP_045661496.1, XP_045661495.1	XP_003932489.1
OG0002721	XP_045661241.1	XP_039323845.1
OG0002722	XP_045632164.1	XP_039323550.1
OG0002723	XP_045628406.1	XP_010344471.1
OG0002724	XP_045645337.1	XP_010330263.1
OG0002725	XP_045628176.1, XP_045628174.1, XP_045628175.1	XP_003940402.1
OG0002726	XP_045628137.1	XP_003940509.3
OG0002727	XP_045665650.1	XP_039322421.1
OG0002728	XP_045628177.1, XP_045628090.1	XP_003944575.1
OG0002729	XP_045634846.1	XP_010329370.1
OG0002730	XP_045641550.1, XP_045631412.1	XP_039328077.1, XP_039325424.1, XP_010348845.2
OG0002731	XP_045643607.1	XP_003930688.1
OG0002732	XP_045650481.1	XP_039324181.1
OG0002732	XP_045650482.1	XP_039324177.1
OG0002733	XP_045638402.1, XP_045638403.1, XP_045638401.1	XP_003934968.2
OG0002734	XP_045638602.1	XP_039330366.1
OG0002735	XP_045630655.1	XP_039329556.1
OG0002736	XP_045652211.1	XP_010338659.2
OG0002737	XP_045652248.1	XP_003920813.1, XP_039320883.1, XP_039320941.1, XP_010338813.1, XP_039320857.1, XP_039326580.1, XP_039320582.1
OG0002738	XP_045665688.1	XP_003920891.1, XP_003920890.1
OG0002739	XP_045668986.1	XP_039335804.1
OG0002741	XP_045672026.1	XP_010350017.1
OG0002742	XP_045630707.1	XP_039324509.1, XP_039324512.1, XP_039324508.1, XP_039324510.1, XP_039324511.1
OG0002743	XP_045630698.1	XP_010343467.2
OG0002745	XP_045639333.1	XP_003928696.1
OG0002746	XP_045639310.1	XP_010337616.1
OG0002747	XP_045671323.1	XP_039326214.1, XP_039326213.1
OG0002748	XP_045643301.1, XP_045643302.1	XP_003925944.1, XP_010334950.1
OG0002749	XP_045640310.1	XP_003928784.1, XP_039333714.1
OG0002750	XP_045653935.1	XP_003923645.1
OG0002751	XP_045653765.1	XP_039327036.1
OG0002752	XP_045663549.1	XP_039324560.1
OG0002753	XP_045634207.1	XP_010338235.2, XP_010338236.2
OG0002754	XP_045658133.1	XP_010346510.1, XP_010346517.1
OG0002755	XP_045632770.1	XP_003927963.1
OG0002756	XP_045652002.1	XP_003938125.1, XP_010346969.1, XP_010346970.1, XP_010346968.1
OG0002757	XP_045652004.1	XP_039333443.1
OG0002757	XP_045665315.1	XP_039321166.1
OG0002758	XP_045629713.1	XP_003945271.1
OG0002759	XP_045657274.1	XP_039329612.1
OG0002760	XP_045629802.1, XP_045629801.1	XP_039316341.1, XP_039316342.1
OG0002761	XP_045669282.1	XP_010329924.1
OG0002762	XP_045642000.1	XP_039334088.1, XP_039334089.1, XP_039334086.1, XP_039334090.1, XP_039334091.1, XP_039334085.1
OG0002763	XP_045632043.1, XP_045632041.1, XP_045632042.1	XP_003928803.1
OG0002764	XP_045640476.1	XP_010337492.1, XP_003928553.1
OG0002765	XP_045640705.1	XP_003928454.1
OG0002766	XP_045640621.1	XP_010337316.1, XP_003928427.1
OG0002767	XP_045657487.1, XP_045657483.1, XP_045657485.1, XP_045657486.1	XP_010342320.1
OG0002768	XP_045657509.1, XP_045657508.1	XP_003933477.1
OG0002769	XP_045657529.1, XP_045657530.1	XP_003933455.1
OG0002771	XP_045643596.1	XP_010347187.1
OG0002772	XP_045643677.1, XP_045643676.1	XP_010347294.2, XP_039322831.1
OG0002773	XP_045653540.1	XP_010337012.1
OG0002774	XP_045640204.1	XP_010346755.2, XP_010346756.2
OG0002775	XP_045640170.1	XP_003937830.1
OG0002776	XP_045640059.1	XP_010346671.2
OG0002777	XP_045633851.1, XP_045633848.1, XP_045633852.1	XP_003924782.2
OG0002778	XP_045637882.1	XP_010333816.1, XP_003924834.1, XP_010333817.1, XP_010333815.1
OG0002779	XP_045658577.1, XP_045658578.1, XP_045658576.1, XP_045658575.1	XP_039322488.1, XP_003924280.1, XP_010333273.1
OG0002780	XP_045655396.1	XP_010339422.1
OG0002781	XP_045666519.1	XP_039324656.1
OG0002782	XP_045666451.1	XP_003924473.1
OG0002783	XP_045663938.1	XP_003924635.1
OG0002784	XP_045663705.1	XP_003924634.1
OG0002785	XP_045663602.1	XP_010348884.2
OG0002786	XP_045671781.1	XP_039324639.1
OG0002787	XP_045631401.1	XP_010337779.2
OG0002788	XP_045653410.1, XP_045653409.1, XP_045653408.1	XP_003945053.2, XP_010331326.2, XP_039318885.1
OG0002789	XP_045670223.1	XP_003931852.2
OG0002790	XP_045671069.1	XP_039318329.1
OG0002791	XP_045629099.1	XP_039332216.1
OG0002792	XP_045629669.1	XP_039331650.1
OG0002793	XP_045647127.1	XP_003940686.1
OG0002794	XP_045670132.1	XP_039332507.1
OG0002795	XP_045649117.1	XP_039334666.1, XP_039329256.1, XP_003921303.1, XP_039321281.1, XP_039326054.1
OG0002796	XP_045645887.1	XP_010348241.1, XP_010348242.1, XP_010348240.1, XP_010348243.1, XP_010348244.1
OG0002797	XP_045645513.1	XP_003945090.1
OG0002798	XP_045635819.1	XP_003932878.1
OG0002799	XP_045635698.1, XP_045635699.1	XP_010341720.1
OG0002800	XP_045635858.1, XP_045635857.1	XP_010341806.1
OG0002801	XP_045627712.1	XP_003941356.2
OG0002802	XP_045644341.1	XP_003926798.1
OG0002803	XP_045644347.1	XP_010331869.1, XP_010331871.1, XP_010331872.1, XP_010331873.1, XP_010331870.1, XP_010331868.1
OG0002804	XP_045644098.1	XP_003922718.2
OG0002805	XP_045644171.1	XP_003922694.1, XP_039330969.1
OG0002806	XP_045650548.1	XP_039328060.1
OG0002808	XP_045636336.1	XP_003925306.1
OG0002809	XP_045658492.1, XP_045658483.1	XP_039322464.1
OG0002810	XP_045660059.1	XP_010332447.1, XP_039318692.1
OG0002811	XP_045660329.1	XP_010332135.1
OG0002812	XP_045662959.1	XP_039323847.1
OG0002813	XP_045662935.1	XP_010344735.2
OG0002814	XP_045648639.1	XP_039328942.1
OG0002815	XP_045648908.1	XP_003935219.1
OG0002816	XP_045648844.1, XP_045648853.1	XP_039318100.1
OG0002817	XP_045638510.1, XP_045638508.1, XP_045638509.1	XP_003937564.1
OG0002818	XP_045655516.1	XP_039330502.1
OG0002819	XP_045655534.1, XP_045655535.1	XP_039330242.1, XP_010347535.1
OG0002820	XP_045654893.1	XP_039334415.1
OG0002821	XP_045667128.1	XP_039317078.1
OG0002822	XP_045648449.1, XP_045648450.1	XP_039328607.1, XP_039328606.1
OG0002823	XP_045635141.1	XP_010328543.1, XP_010328544.1, XP_003942445.1
OG0002824	XP_045644858.1	XP_039323547.1, XP_003929173.2, XP_039325086.1, XP_039317920.1, XP_039331408.1, XP_039318529.1
OG0002825	XP_045670607.1, XP_045670606.1, XP_045670604.1	XP_039336563.1, XP_039336561.1
OG0002826	XP_045665210.1	XP_039336277.1, XP_039336283.1, XP_039336273.1
OG0002827	XP_045665051.1	XP_039318853.1, XP_039318851.1
OG0002828	XP_045657416.1	XP_010342347.1
OG0002829	XP_045657465.1	XP_039316920.1
OG0002830	XP_045665180.1, XP_045665179.1, XP_045665181.1	XP_039318590.1, XP_039318593.1
OG0002831	XP_045644486.1	XP_039317967.1
OG0002833	XP_045631837.1	XP_039327345.1
OG0002834	XP_045631722.1, XP_045631725.1, XP_045631726.1, XP_045631724.1	XP_010346534.1
OG0002835	XP_045634594.1, XP_045634596.1, XP_045634595.1	XP_010335305.1, XP_003926317.1
OG0002836	XP_045630621.1	XP_003940256.1
OG0002837	XP_045634519.1	XP_010335374.1
OG0002838	XP_045634285.1, XP_045634286.1, XP_045634289.1, XP_045634284.1, XP_045634288.1	XP_003926345.2
OG0002839	XP_045634414.1	XP_039333563.1
OG0002840	XP_045634565.1	XP_010328485.1, XP_003942366.1
OG0002841	XP_045634704.1, XP_045634705.1	XP_010328445.1
OG0002842	XP_045630388.1	XP_003938981.1
OG0002843	XP_045630303.1	XP_003938958.2
OG0002844	XP_045660358.1	XP_039322894.1, XP_039322895.1
OG0002845	XP_045656050.1	XP_003938837.1
OG0002846	XP_045656140.1	XP_039321485.1
OG0002847	XP_045671583.1	XP_010343918.1
OG0002848	XP_045672226.1	XP_003935093.1
OG0002849	XP_045664571.1	XP_003919964.1
OG0002850	XP_045647586.1	XP_003936092.2
OG0002851	XP_045647646.1	XP_010333956.1, XP_010333957.1, XP_003924981.1, XP_039336052.1
OG0002852	XP_045664299.1, XP_045664303.1, XP_045664310.1	XP_003941127.1, XP_010350115.1, XP_003941126.1
OG0002853	XP_045663944.1	XP_010350084.1
OG0002854	XP_045650955.1, XP_045650970.1, XP_045650965.1	XP_039335204.1
OG0002855	XP_045650101.1	XP_010341540.1, XP_010341537.1, XP_010341536.1, XP_003932731.1, XP_010341538.1, XP_010341542.1, XP_010341543.1, XP_010341539.1
OG0002856	XP_045655390.1	XP_039335124.1, XP_039335123.1
OG0002857	XP_045631248.1	XP_010334535.1, XP_003925512.1
OG0002858	XP_045631237.1	XP_010334509.1
OG0002859	XP_045649939.1, XP_045649938.1, XP_045649940.1, XP_045649944.1, XP_045649941.1, XP_045649942.1, XP_045649943.1	XP_039325875.1
OG0002860	XP_045633121.1	XP_003932308.1
OG0002861	XP_045632163.1	XP_003932268.1
OG0002862	XP_045647461.1	XP_010341204.1, XP_003932330.1, XP_010341206.1, XP_039327699.1
OG0002863	XP_045647188.1	XP_039318273.1, XP_039318271.1, XP_039318272.1
OG0002864	XP_045647318.1, XP_045647319.1	XP_003938489.1
OG0002865	XP_045639529.1, XP_045639531.1, XP_045639530.1, XP_045639532.1	XP_003943477.1
OG0002866	XP_045637280.1	XP_003944982.1
OG0002867	XP_045662020.1	XP_003940229.1
OG0002868	XP_045637210.1	XP_003942216.2
OG0002869	XP_045637243.1	XP_003944903.1, XP_003944902.1
OG0002870	XP_045657127.1	XP_003941489.1, XP_003941490.1
OG0002871	XP_045641034.1	XP_003922398.2
OG0002872	XP_045640845.1	XP_003922377.1
OG0002873	XP_045658932.1	XP_010331443.1, XP_010331442.1, XP_003922308.1
OG0002874	XP_045658950.1	XP_039321093.1
OG0002875	XP_045659032.1	XP_010331305.2
OG0002876	XP_045665359.1, XP_045665358.1, XP_045665357.1	XP_039321318.1, XP_039321317.1, XP_039321319.1
OG0002877	XP_045662011.1	XP_003940221.1
OG0002878	XP_045651153.1, XP_045651152.1	XP_039324866.1, XP_003944830.1
OG0002879	XP_045626698.1, XP_045626689.1	XP_039318856.1, XP_039318854.1, XP_039318855.1, XP_039318852.1
OG0002880	XP_045627882.1	XP_010337862.2
OG0002881	XP_045627835.1, XP_045627823.1, XP_045627834.1	XP_003928990.2
OG0002882	XP_045651162.1	XP_039324673.1
OG0002883	XP_045641549.1, XP_045627284.1	XP_003927683.1
OG0002884	XP_045647930.1	XP_003929593.1
OG0002885	XP_045646329.1	XP_003924001.1
OG0002886	XP_045644932.1	XP_039320016.1
OG0002887	XP_045641260.1	XP_010348325.1, XP_039333572.1
OG0002888	XP_045668575.1	XP_010335258.1, XP_010335256.1
OG0002889	XP_045649807.1	XP_039320117.1
OG0002889	XP_045668604.1	XP_039333072.1
OG0002890	XP_045644642.1	XP_003926968.1
OG0002891	XP_045662567.1	XP_010334695.1
OG0002892	XP_045631259.1, XP_045631261.1	XP_010334540.1, XP_003925519.1, XP_039325727.1
OG0002893	XP_045643479.1	XP_039321932.1
OG0002894	XP_045665622.1, XP_045665624.1, XP_045665625.1, XP_045665623.1, XP_045665626.1, XP_045665628.1	XP_003930378.1, XP_039319403.1
OG0002895	XP_045665675.1	XP_003943444.1
OG0002896	XP_045665655.1	XP_010329550.1
OG0002897	XP_045665662.1	XP_010329547.1
OG0002898	XP_045660112.1	XP_003936888.1, XP_010345646.1
OG0002899	XP_045660202.1, XP_045660203.1	XP_010330494.1
OG0002900	XP_045657225.1	XP_010333185.1
OG0002901	XP_045634851.1	XP_003924115.1
OG0002902	XP_045647580.1, XP_045647581.1	XP_003924093.1
OG0002903	XP_045649801.1	XP_003924079.1
OG0002904	XP_045660898.1	XP_003939609.1
OG0002905	XP_045656664.1, XP_045656666.1, XP_045656665.1	XP_010344619.1, XP_003935879.1, XP_003935878.1
OG0002906	XP_045656001.1	XP_039320015.1
OG0002907	XP_045659572.1	XP_039320066.1
OG0002909	XP_045670456.1	XP_010340716.1, XP_010340717.1, XP_039332960.1, XP_003931777.1
OG0002913	XP_045648749.1	XP_003921108.1
OG0002915	XP_045628033.1	XP_039322805.1
OG0002916	XP_045661779.1, XP_045661780.1	XP_039320703.1
OG0002917	XP_045651319.1	XP_039335873.1
OG0002918	XP_045643573.1, XP_045643572.1	XP_003938346.1
OG0002919	XP_045672190.1	XP_039322579.1, XP_039333664.1, XP_039318215.1
OG0002920	XP_045643256.1	XP_039324960.1
OG0002921	XP_045641060.1	XP_039333396.1
OG0002922	XP_045669538.1, XP_045669539.1, XP_045669540.1	XP_003944436.1, XP_010330610.1
OG0002923	XP_045658699.1	XP_010333344.1
OG0002924	XP_045630376.1	XP_039322893.1
OG0002925	XP_045637293.1	XP_003934549.1
OG0002926	XP_045627962.1	XP_010332364.1, XP_039323344.1
OG0002927	XP_045666088.1	XP_003942951.1
OG0002928	XP_045669908.1	XP_010340542.1, NP_001266914.1
OG0002929	XP_045669716.1	XP_003931298.2
OG0002930	XP_045647424.1	XP_039328239.1
OG0002931	XP_045637360.1	XP_003934560.1
OG0002932	XP_045626702.1	XP_010329448.1
OG0002933	XP_045664918.1	XP_039319407.1
OG0002934	XP_045636832.1	XP_003941185.1, XP_039330719.1, XP_010350177.1, XP_039330718.1
OG0002935	XP_045664089.1	XP_039334912.1, XP_039334910.1, XP_039334911.1, XP_003927162.1
OG0002937	XP_045644166.1	XP_039332930.1, XP_039319288.1, XP_039327281.1, XP_039318849.1, XP_039324391.1
OG0002938	XP_045631859.1	XP_003937688.1
OG0002939	XP_045636060.1	XP_039319964.1, XP_039328613.1, XP_039334670.1, XP_039318970.1, XP_039327067.1
OG0002940	XP_045655859.1	XP_010346238.1, XP_010346237.1, XP_010346239.1
OG0002941	XP_045653898.1	XP_003923664.2
OG0002942	XP_045666471.1	XP_039325289.1
