Orthogroup	Ursus_americanus	Sarcophilus_harrisii
OG0000798	XP_045635409.1	XP_031794755.1
OG0000799	XP_045655443.1	XP_031824934.1, XP_023359636.1
OG0000800	XP_045632438.1, XP_045632410.1, XP_045632437.1	XP_031797972.1
OG0000801	XP_045632348.1	XP_012398200.2
OG0000803	XP_045640433.1, XP_045639972.1	XP_031801519.1, XP_012398640.1, XP_031801518.1, XP_012398586.1, XP_031801522.1
OG0000804	XP_045640175.1, XP_045640173.1, XP_045640176.1, XP_045640174.1	XP_031822649.1, XP_003768147.1
OG0000805	XP_045637866.1	XP_012396982.1
OG0000806	XP_045671772.1, XP_045644928.1	XP_031801040.1, XP_031801042.1, XP_031801041.1
OG0000807	XP_045629036.1	XP_003768026.1, XP_031822292.1, XP_031822293.1
OG0000808	XP_045636263.1, XP_045636264.1	XP_031793005.1, XP_031792998.1, XP_012398137.1, XP_031793013.1, XP_031792989.1
OG0000809	XP_045646994.1	XP_003757131.1
OG0000810	XP_045651539.1	XP_012404360.1, XP_003768994.1, XP_012404359.1
OG0000811	XP_045651546.1, XP_045651547.1, XP_045651548.1, XP_045651544.1, XP_045651545.1	XP_012404396.1, XP_031820969.1, XP_031820971.1
OG0000812	XP_045648958.1, XP_045648957.1	XP_031796411.1
OG0000813	XP_045648607.1	XP_031794907.1
OG0000814	XP_045655564.1	XP_031825023.1, XP_031825022.1, XP_031825024.1
OG0000815	XP_045655715.1	XP_031825123.1
OG0000816	XP_045648532.1	XP_023360661.1, XP_003771694.1, XP_031794999.1
OG0000817	XP_045648196.1	XP_031795370.1
OG0000817	XP_045660032.1	XP_003763845.1
OG0000818	XP_045631945.1, XP_045631947.1	XP_012395341.2
OG0000820	XP_045632204.1, XP_045632202.1, XP_045632203.1, XP_045632205.1	XP_031823284.1, XP_031823283.1, XP_003769908.1
OG0000821	XP_045664724.1, XP_045664725.1	XP_012408061.2
OG0000822	XP_045631596.1, XP_045631591.1, XP_045631590.1, XP_045631594.1, XP_045631595.1, XP_045631593.1, XP_045631597.1, XP_045631592.1	XP_031799257.1
OG0000823	XP_045654937.1, XP_045654938.1, XP_045654933.1, XP_045654934.1, XP_045654935.1, XP_045654936.1, XP_045654932.1	XP_031797755.1, XP_003773250.1
OG0000824	XP_045668367.1	XP_031800964.1
OG0000824	XP_045668261.1	XP_031801752.1
OG0000825	XP_045664069.1, XP_045664068.1, XP_045664070.1	XP_031810036.1, XP_031810041.1
OG0000826	XP_045630600.1	XP_031803388.1
OG0000827	XP_045672237.1	XP_003764677.2, XP_031817210.1, XP_023355457.1
OG0000828	XP_045632076.1	XP_012398915.1
OG0000829	XP_045647632.1	XP_031796181.1
OG0000830	XP_045650378.1	XP_031807673.1
OG0000831	XP_045652883.1, XP_045643069.1, XP_045643070.1, XP_045660427.1	XP_031817838.1
OG0000832	XP_045652685.1	XP_031817861.1
OG0000833	XP_045650123.1	XP_031813725.1
OG0000834	XP_045634353.1, XP_045634305.1, XP_045634307.1, XP_045634327.1, XP_045634312.1, XP_045634287.1, XP_045634334.1, XP_045634297.1, XP_045634283.1, XP_045634344.1, XP_045634319.1	XP_012397922.1, XP_031804329.1, XP_003761124.1
OG0000835	XP_045647337.1	XP_031804752.1
OG0000836	XP_045658335.1	XP_031812839.1
OG0000836	XP_045655167.1	XP_012407458.1
OG0000837	XP_045637429.1, XP_045637430.1	XP_031794078.1, XP_012406213.1, XP_031794079.1
OG0000838	XP_045637415.1	XP_003771208.1, XP_031794286.1
OG0000839	XP_045659073.1, XP_045659072.1, XP_045659075.1, XP_045659071.1, XP_045659074.1, XP_045659070.1	XP_031811713.1, XP_031811716.1, XP_031811708.1, XP_031811710.1, XP_031811714.1, XP_031811712.1, XP_031811707.1, XP_031811711.1
OG0000840	XP_045641531.1	XP_031815175.1, XP_031815173.1, XP_031815177.1, XP_031815179.1, XP_031815176.1, XP_031815178.1
OG0000841	XP_045668586.1	XP_003763677.2
OG0000842	XP_045667604.1	XP_031802689.1, XP_031802690.1, XP_031802688.1
OG0000844	XP_045662642.1	XP_003766988.2, XP_023357188.1
OG0000845	XP_045649665.1	XP_031800280.1, XP_003774709.1
OG0000846	XP_045640837.1, XP_045640836.1	XP_023351118.1, XP_023351119.1, XP_031807861.1
OG0000849	XP_045663572.1	XP_012402781.2
OG0000852	XP_045656953.1, XP_045656954.1, XP_045656956.1, XP_045656955.1, XP_045656951.1	XP_031793701.1, XP_031793702.1
OG0000853	XP_045668133.1	XP_031811056.1
OG0000854	XP_045645051.1	XP_031797763.1
OG0000854	XP_045645084.1	XP_003774297.1, XP_031799395.1, XP_031797441.1, XP_023362404.1, XP_003774295.1
OG0000855	XP_045632036.1	XP_003761469.1
OG0000856	XP_045648441.1, XP_045648444.1, XP_045648440.1, XP_045648445.1, XP_045648443.1, XP_045648446.1	XP_031795076.1
OG0000858	XP_045642989.1, XP_045642988.1, XP_045642990.1, XP_045642991.1	XP_003773974.2, XP_012408133.1
OG0000860	XP_045630036.1, XP_045630006.1, XP_045630043.1, XP_045630031.1	XP_031817552.1, XP_031817555.1, XP_031817553.1
OG0000862	XP_045666053.1	XP_031820045.1
OG0000863	XP_045641588.1, XP_045641556.1	XP_012399959.2
OG0000865	XP_045628881.1	XP_012402603.1, XP_023357048.1
OG0000865	XP_045628720.1	XP_031819972.1, XP_012395846.2
OG0000867	XP_045642801.1, XP_045642809.1, XP_045642816.1	XP_003771905.1
OG0000868	XP_045650362.1, XP_045672025.1	XP_031798953.1
OG0000869	XP_045639342.1, XP_045639340.1, XP_045639344.1, XP_045639343.1	XP_031812407.1, XP_031812406.1, XP_031812405.1, XP_031812409.1, XP_031812408.1
OG0000870	XP_045643361.1, XP_045660875.1	XP_012404236.1
OG0000871	XP_045647896.1, XP_045662647.1	XP_003765994.1
OG0000872	XP_045659333.1	XP_031813485.1
OG0000872	XP_045659332.1	XP_031818836.1
OG0000872	XP_045644687.1	XP_031816976.1, XP_031816977.1
OG0000873	XP_045631776.1, XP_045656107.1	XP_023362475.1, XP_031800071.1
OG0000874	XP_045643779.1	XP_031793152.1
OG0000875	XP_045663903.1, XP_045663902.1	XP_031808670.1
OG0000876	XP_045631354.1, XP_045631353.1	XP_003756598.1, XP_031809112.1, XP_031809111.1, XP_031809110.1
OG0000878	XP_045630867.1	XP_031821518.1
OG0000879	XP_045646926.1, XP_045646927.1	XP_031810139.1
OG0000880	XP_045654354.1	XP_031824460.1
OG0000881	XP_045649259.1	XP_031795844.1
OG0000882	XP_045649122.1	XP_031796607.1
OG0000883	XP_045635905.1, XP_045635906.1	XP_031793857.1, XP_031793856.1, XP_031793855.1
OG0000884	XP_045635609.1, XP_045672090.1, XP_045672089.1, XP_045672091.1	XP_031796666.1
OG0000885	XP_045660451.1, XP_045660452.1	XP_003769958.1, XP_012405147.1
OG0000886	XP_045631825.1	XP_031799669.1
OG0000887	XP_045664198.1	XP_031811093.1, XP_031811107.1, XP_031811086.1, XP_031811100.1
OG0000888	XP_045656056.1, XP_045656057.1, XP_045656053.1, XP_045656055.1	XP_031803945.1, XP_031803944.1, XP_031803939.1, XP_031803943.1, XP_031803946.1, XP_031803940.1, XP_031803941.1, XP_031803947.1
OG0000889	XP_045652458.1	XP_031800102.1
OG0000890	XP_045638764.1, XP_045638763.1, XP_045638765.1, XP_045638935.1, XP_045638766.1	XP_003764842.1
OG0000891	XP_045652776.1, XP_045652777.1	XP_031817799.1
OG0000892	XP_045667053.1	XP_031814487.1
OG0000893	XP_045668830.1, XP_045647323.1	XP_031804787.1
OG0000894	XP_045637189.1	XP_023360349.1
OG0000895	XP_045641039.1, XP_045641038.1	XP_031815572.1
OG0000898	XP_045644929.1	XP_031801043.1
OG0000901	XP_045667379.1, XP_045667238.1, XP_045667378.1	XP_003770801.2
OG0000902	XP_045636638.1	XP_031801291.1, XP_031801292.1, XP_031801293.1
OG0000903	XP_045658519.1, XP_045658520.1	XP_031810974.1, XP_031810972.1, XP_003758955.1, XP_031805200.1, XP_031810977.1, XP_031810978.1, XP_031810979.1
OG0000904	XP_045667783.1	XP_012406129.1, XP_023360259.1
OG0000905	XP_045670942.1	XP_031806190.1
OG0000905	XP_045670896.1	XP_012396329.1
OG0000906	XP_045656710.1, XP_045660881.1, XP_045632501.1	XP_003772521.1, XP_012405926.1
OG0000908	XP_045630555.1, XP_045630554.1	XP_031803453.1
OG0000909	XP_045652986.1, XP_045652983.1, XP_045652984.1, XP_045652987.1	XP_031816606.1, XP_031816605.1
OG0000910	XP_045641475.1	XP_031815209.1
OG0000913	XP_045642957.1, XP_045642958.1, XP_045642959.1	XP_012408121.1, XP_003773948.3
OG0000914	XP_045629772.1, XP_045653263.1	XP_031821335.1
OG0000915	XP_045658987.1, XP_045658986.1	XP_003755456.1
OG0000916	XP_045661378.1	XP_031793432.1, XP_031793433.1
OG0000917	XP_045661419.1	XP_003769654.1
OG0000917	XP_045656668.1	XP_031815277.1
OG0000919	XP_045641691.1	XP_031818992.1, XP_023355744.1, XP_031818995.1, XP_031818994.1, XP_023355743.1, XP_031818993.1, XP_031818991.1
OG0000920	XP_045651029.1, XP_045652855.1	XP_023355402.1, XP_023355401.1, XP_023355403.1, XP_003764602.1
OG0000921	XP_045662808.1, XP_045662809.1	XP_031810406.1
OG0000922	XP_045633940.1	XP_031814805.1
OG0000922	XP_045638171.1	XP_031818153.1
OG0000923	XP_045660601.1	XP_012408664.1
OG0000923	XP_045638636.1	XP_031818278.1
OG0000924	XP_045653466.1	XP_031802102.1
OG0000924	XP_045630630.1	XP_031818670.1
OG0000925	XP_045652331.1, XP_045652334.1, XP_045652333.1, XP_045652335.1	XP_003759927.1, XP_031822829.1
OG0000926	XP_045651389.1	XP_031814957.1, XP_031814958.1, XP_031814956.1
OG0000927	XP_045669101.1	XP_023352969.1
OG0000928	XP_045668748.1	XP_023356509.1
OG0000928	XP_045660876.1	XP_003768848.1
OG0000929	XP_045670929.1, XP_045670930.1, XP_045670931.1	XP_031806106.1
OG0000931	XP_045640770.1, XP_045640769.1, XP_045640771.1, XP_045640772.1	XP_012398459.2
OG0000932	XP_045640449.1	XP_031801549.1
OG0000933	XP_045640114.1, XP_045640113.1	XP_031822548.1, XP_031822550.1, XP_031822549.1, XP_012403645.1
OG0000934	XP_045663817.1, XP_045663818.1	XP_003756310.3
OG0000935	XP_045632126.1, XP_045632135.1	XP_031809035.1, XP_012405621.1, XP_003756568.1, XP_023359860.1, XP_031809034.1, XP_031809036.1
OG0000936	XP_045670091.1	XP_031821887.1
OG0000937	XP_045669735.1, XP_045669737.1, XP_045669736.1	XP_031821960.1, XP_031821961.1, XP_031821962.1
OG0000938	XP_045665285.1, XP_045665280.1, XP_045665271.1	XP_003758222.1
OG0000939	XP_045646874.1, XP_045646878.1, XP_045646877.1, XP_045646873.1, XP_045646875.1, XP_045646879.1	XP_031810172.1, XP_031810173.1, XP_031810171.1, XP_031810170.1
OG0000940	XP_045635748.1, XP_045635749.1	XP_031794083.1
OG0000941	XP_045644150.1, XP_045644151.1, XP_045644152.1	XP_031806507.1
OG0000943	XP_045651431.1, XP_045651429.1	XP_031824487.1
OG0000944	XP_045661810.1, XP_045656037.1	XP_012397199.1
OG0000945	XP_045661675.1	XP_031803013.1
OG0000946	XP_045668143.1, XP_045668139.1, XP_045668135.1, XP_045668144.1, XP_045668142.1, XP_045668138.1, XP_045668137.1, XP_045668136.1	XP_023352261.1, XP_003760432.1, XP_031803054.1, XP_023352260.1
OG0000947	XP_045655631.1	XP_003767236.1
OG0000948	XP_045648373.1, XP_045648374.1	XP_031795165.1
OG0000949	XP_045665101.1, XP_045665102.1, XP_045665100.1	XP_031807165.1
OG0000950	XP_045669546.1, XP_045669544.1, XP_045669545.1, XP_045669543.1	XP_031823265.1, XP_023359281.1
OG0000951	XP_045654986.1, XP_045654985.1, XP_045654984.1	XP_012407344.1
OG0000952	XP_045668380.1, XP_045668381.1, XP_045668379.1	XP_003762538.1, XP_031812311.1, XP_031812293.1
OG0000953	XP_045634670.1, XP_045667178.1	XP_012402128.1
OG0000954	XP_045630580.1, XP_045630579.1	XP_031803435.1
OG0000955	XP_045646740.1, XP_045646739.1	XP_031816877.1, XP_031816876.1, XP_031816872.1, XP_031816881.1, XP_031816873.1, XP_031816874.1, XP_031816871.1, XP_031816878.1, XP_031816879.1, XP_031816875.1
OG0000956	XP_045672205.1, XP_045672203.1, XP_045672204.1, XP_045672202.1, XP_045672201.1	XP_031817208.1, XP_012400776.1
OG0000957	XP_045664552.1	XP_031799317.1, XP_031799316.1, XP_023362074.1
OG0000958	XP_045664389.1	XP_023350275.1, XP_003757719.1, XP_012395141.1
OG0000959	XP_045631257.1, XP_045631256.1, XP_045631254.1, XP_045631255.1, XP_045631268.1, XP_045631271.1	XP_031813757.1, XP_031813758.1, XP_003766180.1, XP_031813759.1
OG0000960	XP_045630832.1	XP_003771388.3
OG0000961	XP_045637185.1	XP_003771330.1
OG0000962	XP_045657025.1	XP_031793768.1
OG0000963	XP_045645019.1	XP_012396762.1, XP_012396760.1, XP_012396764.1, XP_031802243.1, XP_012396761.1, XP_003759812.1
OG0000964	XP_045641622.1	XP_031820013.1
OG0000965	XP_045647583.1	XP_012408409.1
OG0000966	XP_045641094.1	XP_031819514.1, XP_031819509.1, XP_031819522.1, XP_031819524.1, XP_031819525.1, XP_031819528.1, XP_031819508.1, XP_031819519.1, XP_031819510.1, XP_012399978.1, XP_031819526.1, XP_031819515.1, XP_031819513.1, XP_031819511.1, XP_031819529.1, XP_031819517.1, XP_023354801.1, XP_031819520.1, XP_031819530.1, XP_031819527.1, XP_031819516.1, XP_031819521.1, XP_031819512.1, XP_031819523.1
OG0000970	XP_045644765.1	XP_031800775.1
OG0000971	XP_045632337.1	XP_031824207.1, XP_031824644.1, XP_023359642.1, XP_031824643.1, XP_031824210.1
OG0000975	XP_045627140.1	XP_031810622.1
OG0000975	XP_045664509.1	XP_003757093.1
OG0000976	XP_045627690.1	XP_031807352.1
OG0000976	XP_045658948.1	XP_003755465.1
OG0000977	XP_045632404.1	XP_003761182.2
OG0000978	XP_045670227.1, XP_045670229.1, XP_045670228.1	XP_012403929.1, XP_023358281.1, XP_023358283.1, XP_031821729.1, XP_023358284.1
OG0000979	XP_045658488.1	XP_031804906.1
OG0000979	XP_045641889.1	XP_023353629.2
OG0000980	XP_045640853.1, XP_045640850.1, XP_045640851.1, XP_045640852.1	XP_003755806.1
OG0000981	XP_045667165.1	XP_031813607.1
OG0000981	XP_045653305.1	XP_003768789.2
OG0000982	XP_045642298.1, XP_045665807.1	XP_031822442.1
OG0000983	XP_045657062.1	XP_003770911.1, XP_031793795.1, XP_031793794.1
OG0000984	XP_045653448.1	XP_012408669.1, XP_023362657.1, XP_012408668.1
OG0000985	XP_045638537.1	XP_012401040.1
OG0000986	XP_045650338.1	XP_012406988.1
OG0000987	XP_045642805.1	XP_003774493.1, XP_003774492.1, XP_031797176.1, XP_031797178.1
OG0000988	XP_045653511.1, XP_045653505.1	XP_003764147.2, XP_003767039.2, XP_003764146.1
OG0000989	XP_045650159.1, XP_045649922.1	XP_003759248.1, XP_003759247.1, XP_031809470.1
OG0000991	XP_045646216.1, XP_045646215.1	XP_003760139.1, XP_031802557.1, XP_023352044.1
OG0000992	XP_045671169.1	XP_023352031.1
OG0000993	XP_045661508.1	XP_031820120.1
OG0000994	XP_045628439.1	XP_031799562.1, XP_012398361.1, XP_012398362.1, XP_031799565.1
OG0000995	XP_045639403.1, XP_045629861.1, XP_045645029.1, XP_045648558.1	XP_012398300.1
OG0000996	XP_045645322.1, XP_045645323.1, XP_045645324.1	XP_031819325.1
OG0000997	XP_045655880.1, XP_045655879.1, XP_045663049.1	XP_031819660.1, XP_031819661.1
OG0000998	XP_045652070.1, XP_045652078.1	XP_031810265.1
OG0000999	XP_045649891.1, XP_045649888.1, XP_045649890.1, XP_045649889.1, XP_045666405.1	XP_031794447.1
OG0001000	XP_045662816.1	XP_031810423.1, XP_012409301.1, XP_031810426.1, XP_031810424.1, XP_003757326.1
OG0001002	XP_045639604.1	XP_031822768.1
OG0001003	XP_045639346.1	XP_012395249.1, XP_031812218.1, XP_012395255.1, XP_003755193.1, XP_031812219.1
OG0001004	XP_045671208.1, XP_045671206.1, XP_045671204.1, XP_045671207.1, XP_045671205.1	XP_031809387.1
OG0001005	XP_045653771.1	XP_023355218.1
OG0001006	XP_045653708.1	XP_031817027.1
OG0001007	XP_045628668.1	XP_031805972.1, XP_031805973.1
OG0001009	XP_045629735.1, XP_045629733.1, XP_045629734.1, XP_045629732.1	XP_031823855.1, XP_031823856.1, XP_031823860.1, XP_031823858.1, XP_031823859.1
OG0001010	XP_045629860.1, XP_045629858.1	XP_003761624.2
OG0001011	XP_045632423.1	XP_031798133.1, XP_012399583.1, XP_031798127.1, XP_003763078.1
OG0001012	XP_045640620.1	XP_031801730.1, XP_031801731.1, XP_031801729.1, XP_031819659.1, XP_031818164.1
OG0001013	XP_045640749.1	XP_031801616.1
OG0001013	XP_045640750.1	XP_031801617.1
OG0001014	XP_045630992.1	XP_012404044.1, XP_023358389.1, XP_031821519.1, XP_003768649.1, XP_023358390.1
OG0001014	XP_045652730.1	XP_003767795.1
OG0001015	XP_045671376.1, XP_045643439.1, XP_045667405.1	XP_031792942.1
OG0001016	XP_045643763.1	XP_031793149.1
OG0001017	XP_045652769.1	XP_031822891.1
OG0001018	XP_045639806.1	XP_003768062.1, XP_012403570.1, XP_031822457.1, XP_012403571.1
OG0001019	XP_045649828.1, XP_045649829.1	XP_031802502.1, XP_031802501.1
OG0001020	XP_045669817.1	XP_031821837.1
OG0001021	XP_045645760.1	XP_031796998.1
OG0001022	XP_045645543.1	XP_031795042.1
OG0001023	XP_045652459.1	XP_031797760.1
OG0001023	XP_045635579.1	XP_003772713.1
OG0001024	XP_045627716.1	XP_031807345.1
OG0001025	XP_045644020.1, XP_045644024.1, XP_045644021.1, XP_045644022.1, XP_045644026.1, XP_045644025.1, XP_045644023.1	XP_003758296.1
OG0001026	XP_045650696.1	XP_012405254.2
OG0001026	XP_045650693.1, XP_045650694.1, XP_045650695.1	XP_023359632.2
OG0001027	XP_045636594.1	XP_023353432.1
OG0001028	XP_045636552.1, XP_045636551.1	XP_003761844.3, XP_031801272.1
OG0001029	XP_045656768.1, XP_045656742.1, XP_045656751.1, XP_045656760.1	XP_012404520.3
OG0001031	XP_045655799.1	XP_031818177.1
OG0001032	XP_045665165.1	XP_031807228.1, XP_012402891.1
OG0001033	XP_045657457.1	XP_023359230.2, XP_031823161.1
OG0001034	XP_045662415.1	XP_012401771.1, XP_023356375.1
OG0001035	XP_045649407.1, XP_045649410.1, XP_045649408.1	XP_003771542.2, XP_031794614.1
OG0001036	XP_045664657.1, XP_045664656.1	XP_031798891.1
OG0001037	XP_045664163.1	XP_031810769.1, XP_031810754.1, XP_031810786.1, XP_031810765.1, XP_031810790.1, XP_031810783.1, XP_031810775.1, XP_031810761.1
OG0001038	XP_045663236.1, XP_045663237.1	XP_023354549.1
OG0001039	XP_045664425.1	XP_003757730.1, XP_031807505.1, XP_031807508.1, XP_031807507.1, XP_031807509.1, XP_031807504.1
OG0001040	XP_045652910.1	XP_031816555.1
OG0001041	XP_045653014.1, XP_045653012.1, XP_045653013.1	XP_031816616.1, XP_031816615.1
OG0001042	XP_045651858.1	XP_031824028.1
OG0001043	XP_045647474.1, XP_045647476.1, XP_045647472.1, XP_045647475.1, XP_045647473.1	XP_031804604.1, XP_023352839.1, XP_023352836.1, XP_023352837.1, XP_003761144.1
OG0001044	XP_045637373.1	XP_012406148.1
OG0001045	XP_045656949.1, XP_045656948.1, XP_045656950.1	XP_003772249.1, XP_031793700.1
OG0001047	XP_045665472.1, XP_045665473.1	XP_031812870.1
OG0001048	XP_045662022.1	XP_012396700.1, XP_031802087.1
OG0001049	XP_045651246.1	XP_031812186.1, XP_031812184.1, XP_031812185.1, XP_031812183.1
OG0001050	XP_045649039.1, XP_045644433.1	XP_012408661.1
OG0001051	XP_045632570.1	XP_003770225.1
OG0001053	XP_045659859.1, XP_045659879.1, XP_045659878.1, XP_045659877.1	XP_012404351.1, XP_031821098.1, XP_003768929.1
OG0001054	XP_045662234.1, XP_045662236.1, XP_045662235.1	XP_023355093.1, XP_003764085.2, XP_031816207.1
OG0001060	XP_045656714.1, XP_045656719.1, XP_045656718.1, XP_045656713.1	XP_012407314.2
OG0001061	XP_045647479.1	XP_012397933.1
OG0001061	XP_045647481.1	XP_023352840.1, XP_003761147.1
OG0001062	XP_045648493.1	XP_003771702.1
OG0001062	XP_045640459.1	XP_031801543.1
OG0001063	XP_045635267.1	XP_031804252.1, XP_031804253.1, XP_031801967.1
OG0001064	XP_045672234.1, XP_045672292.1, XP_045672232.1	XP_031817273.1, XP_003764715.2
OG0001065	XP_045636855.1	XP_003761351.1
OG0001065	XP_045636812.1	XP_003760109.1
OG0001066	XP_045628349.1, XP_045652674.1	XP_012398900.3, XP_031816264.1
OG0001067	XP_045669517.1	XP_012401047.1
OG0001067	XP_045668903.1	XP_031817520.1
OG0001068	XP_045652145.1, XP_045652151.1, XP_045652147.1, XP_045652148.1, XP_045652150.1, XP_045652149.1	XP_023349907.1
OG0001069	XP_045644092.1	XP_031794471.1
OG0001070	XP_045665752.1	XP_031808071.1
OG0001071	XP_045637958.1, XP_045637956.1, XP_045637959.1, XP_045637957.1	XP_003765041.1, XP_023355653.1, XP_012401026.1
OG0001072	XP_045651268.1	XP_003765672.1, XP_012401592.1, XP_012408921.1
OG0001074	XP_045639540.1	XP_023351402.1, XP_023351400.2
OG0001075	XP_045655188.1	XP_031798927.1
OG0001075	XP_045639387.1	XP_031812688.1
OG0001076	XP_045665937.1	XP_031812159.1
OG0001078	XP_045653196.1	XP_031821401.1
OG0001079	XP_045659372.1, XP_045659370.1, XP_045659369.1, XP_045659371.1	XP_031818913.1, XP_031818912.1, XP_031818914.1, XP_031818910.1, XP_031818911.1
OG0001080	XP_045669241.1, XP_045669242.1	XP_031797125.1, XP_031797131.1
OG0001080	XP_045635439.1	XP_031796227.1
OG0001081	XP_045641882.1, XP_045641883.1, XP_045641881.1	XP_031819079.1, XP_031819087.1, XP_031819095.1, XP_031819098.1
OG0001082	XP_045640591.1	XP_003761764.1
OG0001082	XP_045635640.1	XP_031796761.1
OG0001083	XP_045644719.1, XP_045640726.1	XP_012398719.1
OG0001084	XP_045652487.1	XP_031822876.1
OG0001085	XP_045640162.1, XP_045651690.1	XP_031822652.1, XP_031822651.1
OG0001086	XP_045645983.1	XP_031801831.1, XP_031801832.1, XP_003759579.1
OG0001087	XP_045658621.1	XP_031810955.1, XP_003755943.1
OG0001087	XP_045667542.1	XP_031802677.1
OG0001088	XP_045663918.1	XP_031808653.1
OG0001089	XP_045633117.1, XP_045633116.1	XP_031809038.1
OG0001090	XP_045670518.1	XP_031821642.1, XP_003768572.1, XP_023358302.1, XP_031821646.1, XP_031821644.1, XP_031821645.1, XP_023358301.1
OG0001091	XP_045651697.1	XP_003775360.4
OG0001091	XP_045627020.1	XP_003757456.2
OG0001092	XP_045627017.1	XP_023350028.1
OG0001093	XP_045645838.1, XP_045645837.1	XP_023361042.1, XP_003772218.1
OG0001094	XP_045635946.1, XP_045635947.1	XP_012406066.3
OG0001095	XP_045627730.1	XP_003765742.2
OG0001095	XP_045627733.1	XP_003766984.2, XP_003766982.1
OG0001096	XP_045627599.1, XP_045627602.1, XP_045627600.1, XP_045627601.1	XP_031814651.1
OG0001097	XP_045627732.1	XP_003765696.1
OG0001098	XP_045647147.1, XP_045647053.1	XP_003759146.2
OG0001099	XP_045647007.1, XP_045647009.1, XP_045647008.1, XP_045647006.1	XP_023363148.1
OG0001100	XP_045651615.1, XP_045651612.1, XP_045651614.1, XP_045651613.1	XP_023359766.2
