Orthogroup	Ursus_americanus	Ictidomys_tridecemlineatus
OG0001608	XP_045661744.1	XP_040131370.1
OG0001609	XP_045660543.1	XP_021585187.1, XP_040129927.1
OG0001610	XP_045660734.1	XP_021581988.1
OG0001610	XP_045663963.1	XP_040129325.1
OG0001611	XP_045664414.1	XP_040131374.1
OG0001613	XP_045655385.1, XP_045655384.1	XP_005325564.1, XP_040149794.1, XP_021582183.1, XP_005325565.1
OG0001614	XP_045650152.1	XP_021582745.1
OG0001615	XP_045647524.1	XP_040145328.1
OG0001616	XP_045647454.1, XP_045647453.1	XP_013220554.1
OG0001617	XP_045637312.1	XP_021590933.1
OG0001618	XP_045637238.1	XP_005340437.1, XP_021576743.1
OG0001619	XP_045667853.1	XP_013215625.1
OG0001620	XP_045657165.1, XP_045657166.1	XP_013213983.1
OG0001621	XP_045657056.1	XP_021581821.1, XP_021581822.1, XP_040136601.1, XP_005324984.1
OG0001622	XP_045665901.1	XP_040127861.1, XP_021591444.1, XP_021591443.1
OG0001623	XP_045665975.1, XP_045665973.1, XP_045665974.1	XP_040127948.1, XP_013217913.1, XP_040127949.1, XP_005334454.1
OG0001624	XP_045645917.1	XP_021590217.1
OG0001624	XP_045646418.1	XP_005324101.2
OG0001625	XP_045632588.1, XP_045632591.1, XP_045632592.1, XP_045632587.1, XP_045632589.1	XP_005331080.1
OG0001626	XP_045668640.1, XP_045668641.1	XP_021590994.1
OG0001627	XP_045667494.1, XP_045667486.1, XP_045667508.1, XP_045667479.1, XP_045667471.1	XP_005338348.1, XP_040125948.1, XP_040125949.1
OG0001628	XP_045662199.1	XP_005324722.1
OG0001629	XP_045662373.1	XP_005340917.1
OG0001630	XP_045662487.1, XP_045662488.1	XP_013220049.1, XP_040150663.1, XP_005338979.1
OG0001631	XP_045633506.1, XP_045633508.1, XP_045633505.1, XP_045633507.1	XP_013216336.1, XP_013216334.1, XP_013216335.1, XP_040123789.1, XP_040123790.1
OG0001632	XP_045646412.1	XP_013212992.1, XP_013212994.1, XP_013212995.1, XP_005316017.1
OG0001633	XP_045644745.1, XP_045644748.1	XP_040134589.1
OG0001634	XP_045646441.1	XP_040139640.1
OG0001636	XP_045632728.1, XP_045632729.1, XP_045632722.1	XP_013213989.1
OG0001637	XP_045654577.1, XP_045646670.1	XP_005340689.1
OG0001638	XP_045642458.1	XP_005342839.1, XP_005331750.1
OG0001638	XP_045642972.1	XP_005331666.2
OG0001639	XP_045646617.1	XP_040145057.1
OG0001639	XP_045646618.1	XP_040143520.1, XP_040143521.1
OG0001640	XP_045650345.1, XP_045650335.1, XP_045650353.1	XP_005325404.1, XP_040131087.1
OG0001643	XP_045643060.1	XP_005331697.1
OG0001643	XP_045642485.1	XP_005331699.3
OG0001645	XP_045630751.1	XP_021577873.2
OG0001645	XP_045671284.1	XP_021581360.1
OG0001646	XP_045656691.1	XP_005325173.1
OG0001647	XP_045656019.1	XP_005332068.1
OG0001647	XP_045637021.1	XP_013213526.1
OG0001648	XP_045655988.1, XP_045655982.1	XP_040130779.1
OG0001649	XP_045630259.1, XP_045630258.1	XP_005336336.1
OG0001649	XP_045630338.1	XP_021589521.2
OG0001650	XP_045658983.1	XP_005333665.1
OG0001650	XP_045647499.1	XP_005336109.1
OG0001651	XP_045641426.1	XP_040143139.1
OG0001652	XP_045635408.1	XP_040134311.1, XP_040134319.1, XP_040134316.1
OG0001653	XP_045626677.1	XP_005340817.1
OG0001653	XP_045631105.1	XP_040134933.1
OG0001654	XP_045668462.1, XP_045668461.1, XP_045668464.1, XP_045668465.1, XP_045668460.1, XP_045668463.1, XP_045668466.1	XP_005327717.1
OG0001655	XP_045640731.1	XP_005337944.2, XP_021590665.2, XP_021590663.1, XP_040134489.1
OG0001656	XP_045627372.1	XP_021577881.1
OG0001657	XP_045649582.1	XP_005326760.1
OG0001657	XP_045649640.1	XP_005326759.1
OG0001658	XP_045661829.1	XP_005343041.2
OG0001659	XP_045644340.1	XP_005334325.1
OG0001660	XP_045635168.1	XP_005336390.1
OG0001660	XP_045631924.1	XP_021589598.2
OG0001661	XP_045637572.1	XP_013212530.1, XP_040124723.1
OG0001662	XP_045640525.1, XP_045640409.1	NP_001299611.1
OG0001663	XP_045628352.1, XP_045628354.1	XP_013213534.1
OG0001664	XP_045649564.1	XP_005326681.1
OG0001665	XP_045642883.1	XP_005330001.1, XP_005330002.1, XP_005341600.1, XP_005341586.1, XP_005330113.1, XP_005341598.1, XP_021576647.2
OG0001666	XP_045642976.1	XP_005331745.1, XP_005331746.1
OG0001667	XP_045632222.1, XP_045632224.1, XP_045632227.1, XP_045632225.1, XP_045632226.1, XP_045632223.1	XP_021576519.1
OG0001669	XP_045661303.1	XP_040138004.1
OG0001670	XP_045634324.1	XP_013217269.1
OG0001670	XP_045636869.1, XP_045636870.1	XP_040127052.1
OG0001671	XP_045629210.1, XP_045629219.1	XP_005342460.1, XP_005342461.1
OG0001673	XP_045646835.1, XP_045646831.1, XP_045646836.1, XP_045646834.1, XP_045646833.1, XP_045646832.1	XP_013213469.1
OG0001674	XP_045632952.1	XP_040127239.1
OG0001675	XP_045630398.1, XP_045630649.1, XP_045630480.1, XP_045630564.1	XP_040136084.1
OG0001676	XP_045632482.1	XP_021590838.1
OG0001677	XP_045641601.1, XP_045641609.1	XP_005336464.1
OG0001678	XP_045638251.1	XP_040144232.1, XP_005317798.1, XP_013219533.1
OG0001679	XP_045652407.1	XP_005326205.1
OG0001680	XP_045647146.1, XP_045665513.1, XP_045650748.1	XP_040131207.1, XP_040127251.1, XP_005335859.1
OG0001681	XP_045672296.1, XP_045672297.1, XP_045672298.1	XP_021578382.1, XP_040148481.1
OG0001682	XP_045647961.1	XP_021582153.1
OG0001682	XP_045665443.1	XP_021579063.1
OG0001684	XP_045654041.1, XP_045654042.1	XP_040141451.1
OG0001685	XP_045654038.1, XP_045654039.1	XP_040141450.1, XP_021585825.1, XP_005330822.1
OG0001686	XP_045653855.1	XP_005328384.1
OG0001687	XP_045657325.1	XP_040145123.1
OG0001688	XP_045655455.1, XP_045655456.1	XP_013214431.1, XP_013214430.1, XP_021582507.1
OG0001689	XP_045637089.1	XP_040144626.1
OG0001690	XP_045632788.1	XP_040143839.1
OG0001691	XP_045670997.1, XP_045670998.1, XP_045670999.1	XP_005318359.1
OG0001692	XP_045670989.1, XP_045670992.1, XP_045670988.1, XP_045670990.1	XP_013222004.1, XP_021577312.1, XP_021577311.1
OG0001693	XP_045653114.1	XP_005315914.1
OG0001694	XP_045657589.1	XP_040144978.1
OG0001695	XP_045642061.1	XP_005328611.1
OG0001695	XP_045629557.1	XP_005327828.1
OG0001696	XP_045642135.1	XP_013215532.1
OG0001697	XP_045642171.1	XP_005320282.1, XP_005328575.1
OG0001698	XP_045629800.1	XP_005328541.1
OG0001699	XP_045669334.1	XP_021575643.1
OG0001700	XP_045671773.1	XP_005333955.1
OG0001700	XP_045669235.1	XP_005343080.3
OG0001701	XP_045669198.1	XP_040134608.1
OG0001702	XP_045649865.1	XP_005341969.1
OG0001702	XP_045639797.1	XP_005327245.1
OG0001703	XP_045669888.1	XP_005332581.1
OG0001703	XP_045640732.1	XP_040133350.1
OG0001704	XP_045657868.1	XP_005334131.1
OG0001705	XP_045633854.1	XP_040129738.1, XP_013214184.1
OG0001706	XP_045664083.1	XP_021585990.1
OG0001707	XP_045643748.1	XP_013218687.1, XP_040134154.1
OG0001708	XP_045653396.1	XP_040133577.1
OG0001709	XP_045640446.1, XP_045640448.1, XP_045640447.1	XP_040143531.1, XP_005331331.1
OG0001710	XP_045645937.1	XP_040129411.1, XP_040129404.1, XP_040129419.1
OG0001711	XP_045633808.1	XP_005325628.1
OG0001712	XP_045666380.1, XP_045666379.1	XP_005338007.1
OG0001713	XP_045655252.1	XP_005341975.1, XP_005334689.1
OG0001714	XP_045630953.1	XP_005332730.1
OG0001715	XP_045670547.1, XP_045670549.1, XP_045670548.1	XP_005332683.1, XP_013217151.1, XP_013217150.1
OG0001716	XP_045669911.1	XP_005332603.1
OG0001716	XP_045634241.1	XP_005339534.2
OG0001717	XP_045670406.1	XP_040126479.1, XP_021589400.1
OG0001718	XP_045670044.1	XP_040124618.1
OG0001719	XP_045670281.1	XP_005328174.1
OG0001720	XP_045629639.1	XP_005327822.1
OG0001721	XP_045659639.1	XP_021589960.1
OG0001721	XP_045667903.1	XP_040146928.1
OG0001722	XP_045635775.1	XP_013219832.2, XP_005342928.1
OG0001723	XP_045635630.1	XP_005322382.2
OG0001724	XP_045627706.1	XP_013220125.1, XP_013221969.3
OG0001725	XP_045627566.1	XP_021591475.1, XP_021591476.1, XP_040126828.1, XP_040126827.1, XP_021591474.1
OG0001726	XP_045643914.1	XP_040127253.1
OG0001727	XP_045643996.1, XP_045643997.1, XP_045643998.1, XP_045643995.1, XP_045643999.1	XP_040127278.1
OG0001728	XP_045647900.1, XP_045667613.1	XP_005327532.1
OG0001729	XP_045650674.1, XP_045650675.1	XP_005335815.1, XP_040128751.1, XP_005335818.1, XP_040128754.1, XP_040128753.1, XP_005335819.1
OG0001730	XP_045651610.1	XP_040138314.1
OG0001731	XP_045658295.1, XP_045658313.1, XP_045658303.1	XP_021577506.1, XP_005318623.1, XP_040124207.1
OG0001732	XP_045662933.1	XP_005330184.1
OG0001733	XP_045626540.1, XP_045626541.1	XP_040139559.1, XP_040139560.1, XP_005342550.1
OG0001735	XP_045660668.1	XP_005325343.1
OG0001735	XP_045661833.1	XP_040149757.1
OG0001736	XP_045659905.1, XP_045659906.1	XP_005316167.1
OG0001737	XP_045633195.1, XP_045633194.1, XP_045633197.1	XP_021579327.1, XP_040149462.1, XP_005316142.1
OG0001738	XP_045644446.1	XP_021590339.1
OG0001738	XP_045671995.1	XP_005320066.1
OG0001739	XP_045671837.1	XP_040148312.1
OG0001740	XP_045649073.1	XP_040147648.1
OG0001741	XP_045648862.1	XP_021577937.1
OG0001742	XP_045648709.1	XP_021587785.1
OG0001743	XP_045627866.1	XP_040144366.1
OG0001744	XP_045640873.1	XP_013220399.1
OG0001746	XP_045648416.1	XP_005326660.1
OG0001746	XP_045648410.1	XP_005326661.1
OG0001747	XP_045649490.1, XP_045649489.1	XP_040147814.1, XP_021577982.1, XP_040147813.1, XP_005319292.2
OG0001748	XP_045641803.1	XP_040150073.1
OG0001749	XP_045663065.1, XP_045663062.1, XP_045663063.1	XP_005322682.1
OG0001750	XP_045669405.1	XP_005322658.1
OG0001751	XP_045664990.1, XP_045664991.1	XP_013219176.1, XP_040127053.1, XP_005324602.1
OG0001752	XP_045646527.1, XP_045646525.1	XP_040143491.1
OG0001753	XP_045649433.1	XP_005335987.1
OG0001754	XP_045664732.1	XP_005330097.1
OG0001755	XP_045664439.1	XP_040140419.1, XP_013215071.1, XP_040140420.1, XP_040140418.1
OG0001756	XP_045664494.1	XP_005327493.1
OG0001757	XP_045642635.1	XP_040140267.1, XP_040140266.1, XP_040140268.1, XP_021586307.1, XP_005331654.1
OG0001758	XP_045664722.1, XP_045664723.1	XP_040140398.1, XP_040140397.1, XP_005330094.1
OG0001759	XP_045626741.1	XP_005341694.1, XP_013221299.1, XP_040139848.1, XP_040139849.1, XP_021576702.1
OG0001760	XP_045626660.1, XP_045626661.1, XP_045626659.1	XP_005340457.1
OG0001762	XP_045663469.1, XP_045663468.1	XP_005335395.1
OG0001763	XP_045634543.1, XP_045634539.1, XP_045634541.1, XP_045634542.1, XP_045634540.1	XP_021587116.1
OG0001764	XP_045630261.1	XP_005332199.1
OG0001765	XP_045656072.1, XP_045656071.1	XP_005332053.1, XP_040146646.1, XP_040146645.1
OG0001766	XP_045646348.1	XP_021591186.1, XP_005338700.1
OG0001767	XP_045647749.1	XP_013214834.2
OG0001768	XP_045672287.1	XP_040140858.1, XP_005323228.1
OG0001769	XP_045652718.1	XP_021575351.1
OG0001771	XP_045647737.1	XP_005327075.1
OG0001772	XP_045669229.1, XP_045669237.1, XP_045669245.1, XP_045669209.1, XP_045669220.1	XP_013214244.1
OG0001773	XP_045664075.1, XP_045664071.1, XP_045664082.1, XP_045664086.1, XP_045664093.1	XP_021578873.1
OG0001774	XP_045662581.1	XP_040130437.1
OG0001775	XP_045660761.1	XP_040131655.1
OG0001775	XP_045660760.1	XP_040131381.1
OG0001776	XP_045660744.1	XP_013214050.1, XP_005325309.1
OG0001777	XP_045650501.1, XP_045650491.1, XP_045650485.1	XP_005325462.1
OG0001778	XP_045652844.1	XP_040137843.1
OG0001779	XP_045634755.1, XP_045634747.1	XP_005329603.1, XP_040145511.1, XP_040145512.1
OG0001780	XP_045631867.1	XP_040146885.1
OG0001781	XP_045632320.1, XP_045632330.1	XP_040145377.1, XP_005336893.1
OG0001782	XP_045647471.1, XP_045647470.1	XP_040145314.1, XP_040145315.1, XP_021575674.1, XP_005340152.1
OG0001783	XP_045637316.1	XP_005341404.1
OG0001784	XP_045637262.1	XP_021576536.2
OG0001784	XP_045637241.1	XP_021576534.2
OG0001785	XP_045637377.1	XP_021586421.1
OG0001786	XP_045667805.1	XP_013215616.1
OG0001787	XP_045667886.1	XP_005334092.1
OG0001788	XP_045657000.1, XP_045656998.1, XP_045656999.1	XP_005325011.1, XP_013213920.1, XP_040136567.1
OG0001789	XP_045658949.1	XP_021587530.1, XP_021587527.1, XP_005333682.1, XP_021587528.1, XP_021587529.1
OG0001790	XP_045659045.1, XP_045659046.1	XP_005320725.1
OG0001791	XP_045671696.1, XP_045671698.1	XP_005320801.1
OG0001792	XP_045628065.1, XP_045628058.1	XP_021581974.1, XP_040130167.1
OG0001793	XP_045668211.1, XP_045668209.1, XP_045668210.1	XP_040131038.1, XP_040131039.1, XP_021582232.1, XP_005316587.1
OG0001794	XP_045635462.1, XP_045636215.1, XP_045634767.1	XP_005316689.1
OG0001796	XP_045641414.1, XP_045641415.1	XP_013213646.1, XP_021581410.1, XP_021581411.1
OG0001797	XP_045641501.1	XP_005323581.1
OG0001798	XP_045668506.1, XP_045668508.1, XP_045668510.1, XP_045668509.1	XP_040126174.1, XP_005340338.1
OG0001799	XP_045669458.1	XP_040125964.1
OG0001800	XP_045643506.1	XP_005330353.1
OG0001801	XP_045639914.1	XP_040145002.1
OG0001802	XP_045640002.1, XP_045640001.1	XP_005339439.1
OG0001803	XP_045661037.1, XP_045652197.1	XP_005335257.1
OG0001804	XP_045655827.1, XP_045661116.1	XP_005323474.1, XP_013213194.1
OG0001805	XP_045660190.1	XP_040142325.1
OG0001806	XP_045661072.1	XP_040142710.1, XP_040139650.1
OG0001809	XP_045672054.1	XP_005338903.1, XP_013219992.1, XP_040137924.1
OG0001810	XP_045644908.1, XP_045644907.1, XP_045644925.1	XP_021576924.2
OG0001815	XP_045633005.1	XP_005318760.1, XP_005318932.1, XP_005318761.1, XP_005318762.1, XP_005318931.1, XP_040137952.1
OG0001816	XP_045648080.1	XP_005334174.1
OG0001816	XP_045648331.1	XP_005326700.1
OG0001817	XP_045662237.1	XP_005324449.1
OG0001818	XP_045635878.1	XP_005322336.1
OG0001818	XP_045669381.1	XP_013220393.3
OG0001819	XP_045632087.1	XP_013219534.1, XP_021590693.1, XP_021590694.1
OG0001820	XP_045664538.1, XP_045664540.1	XP_005320560.1, XP_040130291.1
OG0001821	XP_045641087.1, XP_045641084.1, XP_045641085.1, XP_045641086.1	XP_005327674.1
OG0001822	XP_045654121.1, XP_045654120.1, XP_045654122.1	XP_005317465.1
OG0001823	XP_045637746.1	XP_040130248.1
OG0001824	XP_045641484.1, XP_045641480.1, XP_045641483.1, XP_045641481.1, XP_045641486.1, XP_045641485.1, XP_045641487.1	XP_040142922.1, XP_040142921.1, XP_005323585.1, XP_040142924.1, XP_040142923.1
OG0001825	XP_045660424.1	XP_005316931.1
OG0001825	XP_045650853.1	XP_005339545.1
OG0001826	XP_045655288.1, XP_045632414.1	XP_013218633.1, XP_040137745.1
OG0001827	XP_045634168.1	XP_040141619.1, XP_005338920.1
OG0001828	XP_045626933.1	XP_005337061.1
OG0001829	XP_045656761.1	XP_005325167.2
OG0001829	XP_045657052.1	XP_005324988.1
OG0001830	XP_045664473.1	XP_005327479.1
OG0001832	XP_045628268.1	XP_013221208.2
OG0001832	XP_045628273.1	XP_013221203.2
OG0001833	XP_045643022.1	XP_005331623.1, XP_005331717.1
OG0001834	XP_045643005.1	XP_040140238.1
OG0001834	XP_045643004.1	XP_005331630.1
OG0001836	XP_045638902.1, XP_045638912.1, XP_045638943.1	XP_013221666.1
OG0001837	XP_045644540.1, XP_045644542.1, XP_045644534.1, XP_045636840.1, XP_045636914.1, XP_045642296.1, XP_045630683.1, XP_045649856.1	XP_013221730.1
OG0001838	XP_045633451.1, XP_045633462.1	XP_005342818.1
OG0001839	XP_045640237.1	XP_005339449.1
OG0001840	XP_045646226.1, XP_045646227.1	XP_005334438.1
OG0001841	XP_045661274.1, XP_045661273.1, XP_045661270.1, XP_045661272.1, XP_045661275.1, XP_045661271.1	XP_005321412.1
OG0001842	XP_045631141.1	XP_040134940.1
OG0001843	XP_045628262.1, XP_045628261.1	XP_013218991.1, XP_013218990.1
OG0001844	XP_045671743.1	XP_021590889.1
OG0001845	XP_045668811.1, XP_045668812.1, XP_045668810.1	XP_040133595.1
OG0001846	XP_045643437.1	XP_005325840.1
OG0001846	XP_045633714.1	XP_021579673.2
OG0001847	XP_045662839.1	XP_005318289.1, XP_021577158.1, XP_040135662.1, XP_021577154.1, XP_021577159.1
OG0001848	XP_045662717.1	XP_021576919.1
OG0001849	XP_045638266.1	XP_021590264.1
OG0001850	XP_045638027.1	XP_021590102.1, XP_005317681.1, XP_013219690.1, XP_013219687.1
OG0001851	XP_045640364.1	XP_040133877.1, XP_005337826.1, XP_040133878.1
OG0001852	XP_045652340.1, XP_045652339.1, XP_045652341.1, XP_045652342.1	XP_040129717.1
OG0001853	XP_045655773.1	XP_021588480.1, XP_021591174.1
OG0001855	XP_045639420.1, XP_045639417.1, XP_045639416.1, XP_045639421.1, XP_045639419.1	XP_005320417.1
OG0001856	XP_045639329.1, XP_045639328.1, XP_045639327.1	XP_040129227.1
OG0001857	XP_045639337.1	XP_005338606.1
OG0001858	XP_045664422.1	XP_021578864.1
OG0001858	XP_045648031.1	XP_005334763.1
OG0001859	XP_045671273.1, XP_045671272.1, XP_045671271.1	XP_005324207.1, XP_013213583.1, XP_040128770.1
OG0001860	XP_045671266.1, XP_045671265.1	XP_040128796.1, XP_040128797.1, XP_021581359.1, XP_013213540.1
OG0001861	XP_045653488.1	XP_005328401.2
OG0001861	XP_045646362.1	XP_005340862.1
OG0001862	XP_045653367.1	XP_005332803.1
OG0001863	XP_045634204.1	XP_005338914.1
OG0001864	XP_045655450.1	XP_013214417.1
OG0001865	XP_045659399.1	XP_040143701.1
OG0001866	XP_045659434.1	XP_040143724.1, XP_013220190.1
OG0001867	XP_045670833.1	XP_040135980.1, XP_040135983.1, XP_040135981.1, XP_021577241.1, XP_040135984.1, XP_040135982.1, XP_005318315.1
OG0001868	XP_045642189.1	XP_005328567.1
OG0001868	XP_045633379.1	XP_005329646.1
OG0001869	XP_045642191.1	XP_005328652.1
OG0001870	XP_045630906.1	XP_005332708.1
OG0001870	XP_045669316.1	XP_005340094.1
OG0001871	XP_045642222.1, XP_045642221.1, XP_045642223.1	XP_005323904.1
OG0001872	XP_045631194.1	XP_005323828.1
OG0001873	XP_045626875.1	XP_005323769.2
OG0001874	XP_045657897.1	XP_005330766.1
OG0001875	XP_045657926.1, XP_045657928.1, XP_045657927.1	XP_021585789.1, XP_021585791.1, XP_005330753.1, XP_021585788.1
OG0001876	XP_045669333.1, XP_045645502.1	XP_013219421.1
OG0001877	XP_045644730.1	XP_005340005.1
OG0001877	XP_045644731.1	XP_040137914.1
OG0001878	XP_045664587.1	XP_005326792.1
OG0001878	XP_045643654.1	XP_040133447.1
OG0001879	XP_045632151.1	XP_040130306.1
OG0001879	XP_045652158.1	XP_005326622.1
OG0001880	XP_045639740.1	XP_040143535.1
OG0001881	XP_045637732.1	XP_013215679.1
OG0001882	XP_045666516.1	XP_005322790.1
OG0001883	XP_045658525.1	XP_040131827.1
OG0001884	XP_045658720.1	XP_013219915.1
OG0001885	XP_045654931.1	XP_040132301.1, XP_040132300.1, XP_005322934.1
OG0001886	XP_045663743.1, XP_045663742.1	XP_005321307.1
OG0001887	XP_045663674.1	XP_013212258.2
OG0001888	XP_045630885.1	XP_005342020.2
OG0001889	XP_045669714.1	XP_040124802.1
OG0001890	XP_045659656.1	XP_040142640.1
OG0001891	XP_045647122.1	XP_040142764.1
OG0001891	XP_045669664.1	XP_005337052.1
OG0001892	XP_045627043.1	XP_005321126.1
OG0001893	XP_045627079.1	XP_013212226.1
OG0001894	XP_045645857.1	XP_040136416.1, XP_005335678.1, XP_040136417.1
OG0001895	XP_045645557.1	XP_005328790.1
OG0001896	XP_045635820.1	XP_040133383.1
OG0001897	XP_045635949.1, XP_045635950.1	XP_005322307.1
OG0001898	XP_045635540.1	XP_040134697.1
OG0001899	XP_045635831.1, XP_045635835.1, XP_045635833.1, XP_045635832.1	XP_005322381.1
OG0001900	XP_045627761.1	XP_013220960.1
OG0001901	XP_045627709.1, XP_045627710.1	XP_040126863.1
OG0001902	XP_045650873.1, XP_045650874.1	XP_005335792.1, XP_021589236.1
OG0001903	XP_045650626.1	XP_040129646.1, XP_021589240.1, XP_005335797.1, XP_021589239.1
OG0001904	XP_045636369.1	XP_040141843.1, XP_005334240.1, XP_021588022.1, XP_013217800.1
OG0001905	XP_045636440.1	XP_005326356.2
OG0001906	XP_045647085.1	XP_005329740.1
OG0001907	XP_045661405.1	XP_005324805.1
OG0001908	XP_045633003.1, XP_045633004.1, XP_045633002.1	XP_040138579.1, XP_040138578.1, XP_005318759.1
OG0001909	XP_045662996.1, XP_045662995.1	XP_005338066.1, XP_040139049.1
OG0001910	XP_045662986.1	XP_005338060.1
OG0001911	XP_045661815.1	XP_005316353.1
OG0001912	XP_045659910.1	XP_005316176.1, XP_040149484.1, XP_040149483.1, XP_040149482.1
OG0001913	XP_045633207.1	XP_005316163.1
OG0001914	XP_045671890.1	XP_021578448.1
OG0001915	XP_045668192.1	XP_040149599.1, XP_040149600.1
OG0001916	XP_045636141.1	XP_040136145.1
OG0001917	XP_045652932.1	XP_005317152.1
OG0001917	XP_045654809.1	XP_005337651.1
OG0001918	XP_045660023.1	XP_005315987.1
OG0001919	XP_045631500.1	XP_005333529.2
OG0001921	XP_045664773.1	XP_040127531.1
OG0001922	XP_045646504.1	XP_021586123.1
OG0001923	XP_045642656.1, XP_045642655.1, XP_045642657.1, XP_045642654.1	XP_040140260.1
OG0001924	XP_045644469.1	XP_005337602.1
OG0001925	XP_045664207.1	XP_005333922.2
OG0001926	XP_045664536.1	XP_040140511.1, XP_013215086.1, XP_005327514.1
OG0001927	XP_045649700.1	XP_040140149.1
OG0001928	XP_045642754.1, XP_045642755.1	XP_021586278.1, XP_021586279.1, XP_005331583.1
OG0001929	XP_045654994.1, XP_045654993.1, XP_045654995.1	XP_021589732.1
OG0001930	XP_045660038.1	XP_040150041.1
OG0001931	XP_045668317.1	XP_013217655.1
OG0001932	XP_045663413.1	XP_040145593.1, XP_005317223.1, XP_021586502.1, XP_021586509.1, XP_005317224.1
OG0001933	XP_045663304.1, XP_045663299.1, XP_045663296.1, XP_045663297.1, XP_045663300.1, XP_045663302.1, XP_045663301.1, XP_045663298.1, XP_045663303.1	XP_005317256.1
OG0001934	XP_045663202.1, XP_045663201.1, XP_045663199.1, XP_045663200.1, XP_045663196.1, XP_045663198.1	XP_013214814.1
OG0001935	XP_045634587.1, XP_045634588.1	XP_021590688.1
OG0001935	XP_045629882.1	XP_021576789.1, XP_021576790.1, XP_013221373.1, XP_040135704.1
OG0001936	XP_045667943.1, XP_045667942.1, XP_045667941.1	XP_005336313.1, XP_013218802.1
OG0001937	XP_045630379.1, XP_045630382.1, XP_045630381.1	XP_005332176.1, XP_005332175.1, XP_005332177.1
OG0001938	XP_045632680.1, XP_045632682.1	XP_040146510.1
