Orthogroup	Ursus_americanus	Homo_sapiens
OG0001388	XP_045638679.1	NP_001005171.2
OG0001388	XP_045638678.1, XP_045638769.1	NP_001005172.2
OG0001389	XP_045652414.1, XP_045656716.1	NP_001005497.1
OG0001390	XP_045653542.1	NP_001005194.2
OG0001391	XP_045647133.1, XP_045647134.1	NP_001004453.2, NP_001005235.1
OG0001393	XP_045629903.1	NP_001005276.1
OG0001394	XP_045629518.1, XP_045629520.1	NP_055381.1, NP_002539.2, NP_001373017.1
OG0001395	XP_045652187.1	XP_011521705.1, NP_207837.2
OG0001396	XP_045645254.1	NP_115806.1
OG0001397	XP_045642278.1	NP_001374528.1, NP_001332876.1, NP_001374530.1, NP_001374523.1, NP_001374527.1, NP_001332878.1, NP_001374531.1, NP_001374529.1, NP_001374526.1, NP_689817.1, NP_001374525.1, NP_001332877.1, NP_001374522.1, NP_001374524.1
OG0001398	XP_045652076.1, XP_045652077.1	NP_077286.3, XP_005259313.1
OG0001399	XP_045631317.1	NP_001334958.1, NP_001334960.1, NP_001334963.1, NP_001171593.1, NP_001334962.1, NP_001171587.1, NP_001334961.1, NP_001334959.1, NP_001171592.1, NP_001171591.1, NP_001012769.1, NP_001012770.1, NP_001397838.1, NP_001171590.1, NP_001012768.1, XP_005252389.1, NP_005461.2
OG0001400	XP_045650351.1, XP_045650352.1	NP_112226.2
OG0001401	XP_045651025.1	NP_001274669.1
OG0001401	XP_045627423.1	XP_047271880.1
OG0001402	XP_045638347.1	NP_001230462.1, NP_001230461.1, NP_690048.1
OG0001403	XP_045638357.1	NP_848509.1, XP_005245803.1
OG0001404	XP_045647894.1	NP_004432.1
OG0001404	XP_045638516.1	NP_001296122.1, XP_006710504.1
OG0001405	XP_045660396.1, XP_045660395.1, XP_045660397.1	NP_079510.1, XP_011520396.1, NP_001290176.1
OG0001406	XP_045665798.1	NP_001353666.1, XP_047273227.1
OG0001407	XP_045669057.1	XP_016877743.1, NP_001230030.1, NP_001362741.1, NP_002521.2, NP_001362740.1, NP_001307064.1, NP_001307063.1, NP_001362742.1, NP_001007157.1, NP_001362743.1, NP_001012338.1, NP_001362739.1
OG0001408	XP_045668979.1, XP_045668981.1	XP_047282070.1, NP_001382928.1, NP_113640.1
OG0001409	XP_045653581.1, XP_045653578.1, XP_045653579.1	NP_001005468.1, XP_016873024.1, XP_016873205.1, NP_001005467.1
OG0001410	XP_045653979.1	XP_011541130.1
OG0001411	XP_045660833.1	NP_057125.2
OG0001412	XP_045652017.1, XP_045652015.1, XP_045652014.1, XP_045652016.1	NP_001338902.1
OG0001413	XP_045670867.1	NP_001070253.1, NP_003974.3
OG0001414	XP_045629841.1, XP_045629840.1, XP_045629839.1, XP_045629842.1	NP_001035186.1, NP_076438.1, NP_001035188.1, NP_001350345.1, NP_001350344.1, XP_047276670.1, NP_001035187.1
OG0001415	XP_045629332.1	NP_001350764.1
OG0001415	XP_045640542.1	XP_016879338.1
OG0001416	XP_045657545.1	NP_001380933.1, NP_001380932.1, NP_001005290.1, NP_001337168.1, NP_001337166.1, NP_001337169.1, NP_001337171.1, NP_001337170.1, NP_001337167.1, NP_001380934.1, NP_001350238.1, XP_016858049.1, NP_001027462.1, NP_116025.1, NP_001380931.1
OG0001417	XP_045642052.1, XP_045642051.1	NP_057053.1
OG0001418	XP_045669243.1, XP_045669248.1, XP_045669250.1, XP_045669249.1, XP_045669246.1, XP_045669247.1, XP_045669244.1	XP_005249908.2, NP_002351.1
OG0001419	XP_045629365.1	NP_001333641.1
OG0001419	XP_045669204.1	NP_001271237.2
OG0001420	XP_045669236.1	NP_001158233.1, NP_001158231.1, NP_001158232.1, NP_002726.1, NP_001158230.1, NP_001158234.1, XP_047276563.1
OG0001421	XP_045642008.1, XP_045642007.1	XP_005255767.1, NP_055514.3
OG0001422	XP_045631186.1	NP_001244336.1, NP_001244926.1, NP_001244335.1, NP_000409.1, XP_047290022.1
OG0001423	XP_045632407.1	NP_002729.2
OG0001423	XP_045670492.1	XP_016880325.1
OG0001424	XP_045657998.1	NP_060238.3, XP_047280475.1
OG0001425	XP_045643731.1	NP_000706.1, XP_005273308.1
OG0001426	XP_045631398.1	NP_996801.2, XP_006720106.1
OG0001426	XP_045652954.1	NP_003667.1
OG0001427	XP_045640158.1	NP_001357080.1, NP_001357081.1, NP_001357079.1, XP_047287294.1, NP_001290024.1
OG0001428	XP_045661454.1	NP_006347.1, NP_001003785.1
OG0001429	XP_045646070.1, XP_045646071.1, XP_045646069.1	NP_002738.2
OG0001430	XP_045655241.1	NP_542784.1
OG0001431	XP_045633114.1	NP_892116.2, NP_001960.2
OG0001432	XP_045655265.1	XP_006720153.1
OG0001433	XP_045670461.1	NP_006631.2, NP_001280624.1, NP_001106965.1, NP_001106963.1, NP_001280625.1, NP_001106967.2, NP_001106968.1, NP_001280627.1, NP_001280626.1, NP_001106966.1, NP_001106964.1
OG0001434	XP_045669995.1	NP_001258809.1, XP_006722009.1, NP_057522.1
OG0001435	XP_045670085.1	NP_001369245.1
OG0001436	XP_045628975.1	NP_036461.2
OG0001436	XP_045669307.1	NP_001094070.1
OG0001437	XP_045629487.1, XP_045629485.1	NP_001357356.1, NP_003479.1, NP_001229832.1, NP_001357354.1, NP_001357353.1, NP_001229831.1, NP_001357355.1, NP_001357352.1
OG0001438	XP_045645840.1	NP_001229755.1
OG0001439	XP_045645604.1	XP_047297648.1, NP_115714.1
OG0001440	XP_045635582.1	NP_001400389.1, NP_001400391.1, NP_004066.1, NP_001400390.1, NP_001400392.1, NP_001400393.1, NP_001400394.1
OG0001441	XP_045644086.1, XP_045644087.1	NP_001177192.1, NP_001177194.1, NP_775269.1, NP_006324.1
OG0001442	XP_045657043.1, XP_045657051.1	NP_001273585.1, NP_076421.2, NP_996262.1, XP_005249365.1, NP_001273584.1
OG0001443	XP_045657317.1, XP_045657327.1, XP_045657321.1	NP_001305699.1, NP_001305698.1, NP_001305696.1, NP_001305697.1, NP_115487.2, NP_001305700.1
OG0001444	XP_045633275.1	NP_001316373.1, NP_116291.1, XP_047278287.1, NP_001316372.1, NP_001316374.1, NP_001316371.1
OG0001445	XP_045630301.1	NP_001310859.1, NP_001310864.1, XP_016855721.1, NP_444280.3, NP_001310862.1, NP_001310861.1, NP_001310863.1, NP_001310860.1
OG0001446	XP_045648811.1, XP_045648812.1, XP_045648813.1	NP_036460.1
OG0001447	XP_045638487.1	NP_001073887.1, XP_011540181.1
OG0001448	XP_045638341.1	NP_001366230.1
OG0001449	XP_045648420.1	NP_001352622.1, XP_011514994.1, NP_001280555.1
OG0001450	XP_045635105.1	NP_112216.3, NP_001153695.1, XP_047278234.1
OG0001452	XP_045665185.1	NP_001128165.1
OG0001453	XP_045626726.1	NP_001020410.1
OG0001454	XP_045631765.1, XP_045631764.1	NP_001229414.1, NP_115701.2, NP_001229413.1, XP_016873901.1, NP_001229411.1, NP_001229415.1, NP_001229412.1, NP_001229410.1
OG0001455	XP_045663206.1	NP_001357169.1, XP_047303043.1, NP_001003931.4, NP_001357168.1, NP_005476.4
OG0001456	XP_045630392.1	NP_004221.3
OG0001457	XP_045632699.1	XP_011526751.1, NP_055464.1
OG0001457	XP_045632700.1	NP_001188267.1
OG0001458	XP_045643056.1	NP_001380320.1, NP_683876.1
OG0001459	XP_045652829.1	NP_036273.1, XP_011533342.1, NP_001035026.1
OG0001459	XP_045655990.1	NP_001338530.1
OG0001460	XP_045666958.1	NP_001371539.1, NP_001371538.1, NP_056382.1
OG0001461	XP_045654100.1	XP_011532514.1, NP_116752.1, NP_001188501.1, NP_004197.1, NP_001188513.1
OG0001462	XP_045650937.1, XP_045650927.1, XP_045650918.1, XP_045650946.1	NP_542987.2, NP_001180299.1, NP_001180298.1, NP_149072.2
OG0001463	XP_045650178.1	NP_001623.3, NP_112603.2, NP_001622.2
OG0001465	XP_045647306.1	XP_011528430.1
OG0001465	XP_045647299.1	NP_036561.1
OG0001466	XP_045633495.1, XP_045633461.1, XP_045633431.1, XP_045633477.1, XP_045633468.1, XP_045633454.1, XP_045633421.1, XP_045633442.1, XP_045633411.1, XP_045633504.1, XP_045633448.1, XP_045633485.1	NP_061907.2
OG0001467	XP_045647255.1, XP_045647256.1	NP_001305058.1, NP_061976.1, NP_001003692.1
OG0001468	XP_045656963.1	XP_047285857.1, NP_000011.2
OG0001469	XP_045656682.1	NP_653195.2, XP_016874289.1
OG0001470	XP_045644679.1	NP_660304.1
OG0001471	XP_045665953.1	NP_008894.2
OG0001472	XP_045665892.1	NP_660289.2, NP_001334643.1, NP_001334644.1, NP_001334642.1, NP_001334641.1
OG0001473	XP_045647574.1	NP_000288.1, XP_011530330.1
OG0001473	XP_045658831.1	NP_057196.2
OG0001474	XP_045659138.1, XP_045659139.1, XP_045659140.1	NP_055696.3, XP_006718153.1, NP_001258745.1
OG0001475	XP_045672278.1, XP_045672263.1, XP_045672271.1	NP_001263646.1, NP_001122101.1, NP_001122100.1
OG0001476	XP_045651101.1, XP_045651103.1, XP_045651102.1, XP_045651100.1	NP_001036053.1, NP_005692.1, NP_001036046.1
OG0001477	XP_045641457.1	NP_001340617.1
OG0001478	XP_045669482.1, XP_045669483.1	NP_036262.1, NP_001139549.1, NP_001139550.1, NP_001139551.1, NP_652763.1, XP_047296691.1
OG0001479	XP_045655045.1	NP_001309042.2, NP_003351.3, XP_024309978.1, NP_001309041.2, NP_001121646.2, NP_001309043.2
OG0001480	XP_045647342.1, XP_045647350.1, XP_045647335.1	NP_001401564.1, NP_001356817.1, NP_001401568.1, NP_001401569.1, NP_001401565.1, NP_653246.2, NP_001401571.1, NP_001356818.1, NP_001401567.1, NP_001401570.1
OG0001481	XP_045668450.1	NP_001304704.1, XP_006713576.1, NP_001295242.1, NP_001012337.1, NP_001381146.1, XP_047304326.1, NP_001381147.1, NP_001304703.1, NP_060048.2, NP_001381148.1
OG0001482	XP_045667217.1	NP_001307608.1, XP_024309147.1, NP_001035189.1
OG0001483	XP_045659873.1	NP_001265715.1, NP_001265714.1, NP_740753.1, XP_047274651.1, NP_055411.1
OG0001484	XP_045636097.1	NP_003133.1, NP_001281074.1
OG0001485	XP_045662346.1, XP_045662345.1	NP_002147.2, NP_955472.1
OG0001486	XP_045631219.1, XP_045631220.1	NP_001341087.1, NP_001341088.1, NP_004448.2, NP_976251.1
OG0001487	XP_045665537.1	XP_016856614.1, NP_950252.1
OG0001488	XP_045631794.1	NP_009088.1, NP_009087.1
OG0001489	XP_045657253.1	NP_001311255.1, NP_002569.1, NP_001311263.1, NP_001121638.1, NP_001311260.1, NP_001311254.1, NP_001121639.1, NP_001311259.1, NP_001311261.1
OG0001490	XP_045644389.1	NP_001356303.1, NP_001356302.1, NP_001397644.1
OG0001491	XP_045655394.1	NP_001362299.1, XP_006724790.1, NP_001362296.1, NP_001036214.1, NP_001362297.1, NP_001362300.1, NP_001362295.1, NP_001362298.1, NP_001036215.1, NP_001362301.1
OG0001492	XP_045649786.1	NP_067677.4, NP_006640.2
OG0001493	XP_045658741.1, XP_045658742.1, XP_045658738.1, XP_045658739.1, XP_045658740.1, XP_045658736.1	NP_001159741.1
OG0001502	XP_045654662.1, XP_045654661.1	XP_005263088.1, NP_000900.1
OG0001503	XP_045635204.1	NP_001009552.1
OG0001503	XP_045650650.1	NP_002706.1
OG0001504	XP_045635856.1, XP_045635855.1, XP_045635853.1	NP_598011.1, NP_001911.1, NP_598010.1
OG0001505	XP_045667146.1, XP_045667143.1, XP_045667145.1	XP_005266078.1, NP_061764.2
OG0001506	XP_045638928.1, XP_045638924.1, XP_045638927.1	NP_001382986.1
OG0001507	XP_045654723.1, XP_045654726.1, XP_045654724.1, XP_045654725.1	XP_047306103.1
OG0001508	XP_045634079.1	NP_001026976.1
OG0001509	XP_045652625.1	NP_001265646.1, NP_068702.1, XP_016882364.1, NP_005022.2, NP_001265647.1
OG0001510	XP_045667199.1	NP_001124317.1
OG0001511	XP_045654883.1	NP_000576.1
OG0001512	XP_045662797.1, XP_045662807.1	XP_011526998.1, NP_036457.1
OG0001513	XP_045637584.1	NP_002265.3, NP_705694.3
OG0001513	XP_045637665.1	NP_002266.3, XP_011523086.1
OG0001514	XP_045649520.1	NP_036544.1
OG0001514	XP_045648418.1	NP_002097.1
OG0001515	XP_045639117.1, XP_045639118.1	NP_001307193.1, NP_996895.1, NP_036227.1, NP_001307192.1, XP_024303707.1
OG0001516	XP_045656048.1, XP_045656047.1, XP_045656049.1, XP_045656046.1	NP_003012.1, XP_011526480.1
OG0001517	XP_045642857.1, XP_045642863.1, XP_045642422.1, XP_045642421.1	NP_001004704.1
OG0001518	XP_045671340.1, XP_045671341.1	NP_001004757.1
OG0001519	XP_045653541.1	NP_001005195.1
OG0001520	XP_045646795.1, XP_045635019.1	NP_996763.1
OG0001520	XP_045635017.1	NP_001245212.1
OG0001521	XP_045638677.1	NP_001004137.1
OG0001522	XP_045629760.1, XP_045629823.1	XP_016881947.1, NP_001371762.1, NP_689890.1
OG0001523	XP_045646086.1	NP_001338550.1, NP_009126.2, NP_001338561.1, NP_001338541.1, NP_001338540.1, NP_001338544.1, NP_001338543.1, XP_024306849.1, NP_001338539.1, NP_001338548.1, NP_001338547.1, NP_001338546.1, NP_001338549.1, NP_001338545.1, NP_001338542.1
OG0001524	XP_045671108.1	XP_024306851.1, NP_689565.2, NP_001092271.1
OG0001525	XP_045628436.1	NP_001186781.1, NP_001186782.1, NP_001186784.1, NP_001186785.1, NP_057366.2
OG0001526	XP_045630193.1, XP_045630194.1, XP_045630195.1	NP_001002836.2
OG0001527	XP_045645360.1	NP_001371730.1
OG0001527	XP_045670079.1	NP_665810.1
OG0001528	XP_045660919.1	XP_047298554.1, NP_116192.4, NP_001041629.1
OG0001529	XP_045670556.1	XP_047293032.1
OG0001530	XP_045632280.1	NP_077277.1, XP_005259304.1, NP_001034974.1
OG0001531	XP_045658591.1	NP_002506.2
OG0001531	XP_045632283.1	NP_002507.1
OG0001532	XP_045668685.1	NP_000032.1, NP_001289618.1, NP_001289619.1, NP_001289620.1, NP_001289617.1
OG0001533	XP_045641682.1	NP_680474.1
OG0001533	XP_045641642.1	NP_849142.1, XP_047294128.1
OG0001534	XP_045650521.1	XP_011541730.1, NP_057564.3, NP_001028284.1
OG0001535	XP_045664234.1	NP_113626.1
OG0001536	XP_045652208.1	NP_001124537.1
OG0001537	XP_045669014.1, XP_045669015.1	XP_047288893.1, NP_071925.2
OG0001538	XP_045630685.1	NP_001382178.1, NP_001382177.1, NP_006306.2, NP_001382176.1, NP_001382175.1, NP_001382174.1, NP_001304765.1, NP_001382179.1, XP_047305456.1, NP_001382180.1
OG0001539	XP_045652384.1	NP_001316493.1, NP_115743.1
OG0001539	XP_045641587.1	NP_078784.2
OG0001540	XP_045671880.1, XP_045671879.1	XP_016864016.1, NP_001350382.1, NP_001180437.1, NP_005603.3
OG0001541	XP_045639656.1	NP_004476.1, XP_006711824.1, NP_001092192.1, NP_001092191.1
OG0001542	XP_045655054.1	NP_001308498.1
OG0001542	XP_045639163.1	NP_001307827.1
OG0001543	XP_045639159.1	NP_001338195.1
OG0001544	XP_045648104.1	NP_000797.2, NP_001121116.1, NP_001121120.1, NP_001121117.1, NP_001121115.1
OG0001545	XP_045653949.1, XP_045653950.1, XP_045653952.1, XP_045653951.1	NP_001123519.1, NP_689928.3, NP_001350573.1
OG0001546	XP_045653631.1	NP_689646.2
OG0001547	XP_045650660.1, XP_045650661.1	NP_001387957.1
OG0001548	XP_045660826.1	NP_001375334.1
OG0001549	XP_045634110.1	NP_056091.1
OG0001549	XP_045658252.1	NP_001138545.1
OG0001550	XP_045658052.1	XP_011540167.1, NP_001337459.1
OG0001551	XP_045659550.1	NP_001315548.1
OG0001552	XP_045628760.1	NP_073729.1, NP_001078950.1
OG0001552	XP_045662483.1	NP_115903.1
OG0001553	XP_045670913.1	NP_110446.3, XP_047290679.1
OG0001554	XP_045641942.1, XP_045641941.1, XP_045641940.1	NP_006101.1, NP_001230575.1
OG0001555	XP_045631196.1, XP_045631197.1	NP_001019572.1, XP_005255372.1
OG0001556	XP_045643780.1	NP_006138.1
OG0001557	XP_045652852.1	NP_001309231.1
OG0001557	XP_045631827.1	NP_872359.1
OG0001558	XP_045653835.1	NP_001137434.1, XP_016856754.1
OG0001558	XP_045653056.1	NP_001739.3
OG0001559	XP_045661828.1	NP_005025.1
OG0001560	XP_045633151.1	XP_011535635.1, NP_001381870.1, NP_001381871.1, NP_001071062.1
OG0001561	XP_045637728.1	NP_001278516.1, NP_659478.1, NP_001278517.1, NP_001278515.1
OG0001562	XP_045659778.1, XP_045659779.1, XP_045659776.1, XP_045659777.1	NP_001243455.1, XP_024303480.1, NP_690046.3
OG0001563	XP_045644071.1	NP_001397767.1, NP_001306029.1, NP_055962.2, NP_001306030.1
OG0001564	XP_045650909.1, XP_045650902.1	NP_005640.2, NP_478137.1
OG0001565	XP_045650649.1, XP_045646644.1	NP_003327.2
OG0001566	XP_045636489.1, XP_045636490.1	NP_001185734.1, NP_542386.1, NP_001185735.1
OG0001567	XP_045656642.1	XP_047274498.1, NP_001305748.1, NP_056164.1, NP_001380428.1
OG0001568	XP_045658379.1	NP_001362326.1
OG0001569	XP_045660964.1	NP_874358.2
OG0001569	XP_045660892.1	NP_061135.2, XP_047274937.1
OG0001570	XP_045651710.1	NP_003013.1
OG0001570	XP_045661418.1	NP_113657.1
OG0001571	XP_045654364.1	NP_001284543.1, NP_001337463.1, NP_001337470.1, NP_001337469.1, NP_722523.1, XP_011534279.2, NP_001337464.1, NP_001337462.1, NP_001337468.1, NP_001291408.1, NP_001337466.1, NP_001337465.1, NP_065201.1, NP_001337471.1, NP_001337472.1, NP_001337473.1, NP_001337467.1, NP_001337461.1
OG0001572	XP_045627919.1, XP_045627920.1	NP_001035958.1
OG0001573	XP_045633198.1	NP_001129127.1, NP_001123950.1, XP_016868902.1
OG0001574	XP_045661825.1	NP_056250.3, NP_001340766.1, NP_904355.1, NP_001267468.1, XP_047277620.1, NP_001340767.1
OG0001575	XP_045671856.1	NP_073743.2
OG0001575	XP_045653019.1	NP_872294.2, XP_005266339.1
OG0001576	XP_045648675.1	XP_006715930.1, NP_789784.2
OG0001577	XP_045656271.1	NP_001358443.1
OG0001577	XP_045648909.1	XP_047275795.1
OG0001578	XP_045655765.1, XP_045655764.1	NP_955374.1, XP_016856715.1
OG0001579	XP_045635785.1, XP_045635787.1, XP_045635786.1	NP_076962.2
OG0001580	XP_045648396.1	NP_001229703.1, NP_001269806.1, NP_001269805.1, NP_001229702.1, NP_699176.1, NP_001229704.1
OG0001581	XP_045648569.1	NP_001350258.1
OG0001582	XP_045648336.1, XP_045648334.1, XP_045648337.1, XP_045648333.1, XP_045648335.1	XP_006715927.1
OG0001583	XP_045648187.1	NP_112198.1, NP_001171925.1, XP_005249579.1, NP_001171926.1, NP_001295202.1, NP_001295203.1
OG0001584	XP_045665031.1, XP_045665034.1, XP_045665032.1, XP_045665033.1, XP_045665030.1	NP_001358785.2
OG0001585	XP_045641712.1	NP_003256.1
OG0001586	XP_045665126.1, XP_045665128.1, XP_045665127.1, XP_045665125.1	XP_005264729.1, NP_001269659.1, NP_001269660.1, NP_055675.1, NP_001269658.1
OG0001587	XP_045646539.1, XP_045646538.1, XP_045646537.1	NP_006809.1
OG0001588	XP_045649752.1, XP_045649750.1	NP_002398.1
OG0001589	XP_045626787.1	NP_001357253.1, NP_001357254.1, NP_001357252.1, NP_001357250.1, XP_011518258.1, NP_001357251.1, NP_001017524.1, NP_001357247.1, NP_001357248.1, NP_001357249.1, NP_001357245.1, NP_001357246.1, NP_001357244.1, NP_001357241.1, NP_001357239.1, NP_001357243.1, NP_036371.1
OG0001590	XP_045664446.1	NP_001153641.1, NP_001153639.1, NP_079117.3, NP_001153640.1
OG0001591	XP_045664469.1	NP_078938.3
OG0001592	XP_045664535.1, XP_045664534.1	NP_001364881.1
OG0001593	XP_045642670.1	NP_006822.1
OG0001594	XP_045631662.1	NP_001610.2, XP_011543075.1
OG0001594	XP_045647160.1	NP_005151.2
OG0001595	XP_045664036.1	NP_001336267.1, NP_001231745.1, NP_001231743.1, NP_001231741.1, NP_001012523.1, NP_001336270.1, NP_001231737.1, NP_116071.2, NP_001336269.1, NP_001231739.1, NP_001357477.1, NP_001336271.1, NP_001231742.1, NP_001231744.2, NP_001336273.1, NP_001336266.2, NP_001336272.1
OG0001596	XP_045656078.1, XP_045656079.1	NP_570719.1, XP_011525985.1
OG0001597	XP_045664394.1, XP_045664395.1	NP_001411347.1
OG0001598	XP_045646728.1, XP_045646729.1, XP_045646726.1, XP_045646727.1	NP_001338919.1, NP_001272999.1, NP_001338916.1, NP_001272998.1, NP_001272997.1, NP_001338915.1, NP_001338917.1, NP_001272996.1, XP_011541084.1, NP_001338918.1, NP_001338914.1
OG0001599	XP_045638700.1	XP_006718199.1, NP_001284597.1, NP_443750.2, NP_001073004.1
OG0001600	XP_045664542.1	NP_001107000.1
OG0001601	XP_045628932.1	NP_001008895.1
OG0001602	XP_045628910.1, XP_045628909.1	XP_047286233.1, NP_001157617.1, NP_001157616.1, NP_115812.1
OG0001603	XP_045654161.1	NP_001307489.1, NP_149016.2, NP_001307488.1, XP_047304677.1
OG0001604	XP_045630436.1	NP_071906.1, NP_001258579.1, XP_011532311.1
OG0001605	XP_045669044.1	NP_001392962.1, NP_001186907.1
OG0001606	XP_045665442.1	XP_005260924.1, NP_001297267.1
OG0001607	XP_045664946.1	NP_061336.1, NP_740754.1
OG0001608	XP_045661744.1	NP_909122.1, NP_001310352.1, NP_001229528.1, NP_001229529.1, NP_001310353.1
OG0001609	XP_045660543.1	NP_001304004.1, NP_001161292.1, NP_001161293.1
OG0001610	XP_045660734.1	NP_001128243.1
OG0001610	XP_045663963.1	NP_006589.2, XP_011512243.2
OG0001611	XP_045664414.1	XP_011527126.1
OG0001612	XP_045666727.1	NP_001269426.1
OG0001613	XP_045655385.1, XP_045655384.1	NP_001124161.1
OG0001614	XP_045650152.1	XP_047301387.1, NP_001356777.1
OG0001615	XP_045647524.1	NP_001401417.1, NP_001401416.1, NP_001401415.1, NP_002433.1, XP_011536663.1, NP_001401414.1, NP_001401418.1, NP_001401419.1, NP_001401426.1, NP_001401427.1, NP_001401421.1, NP_001401423.1, NP_001401422.1, NP_001401424.1, NP_001401425.1, NP_001401420.1
OG0001616	XP_045647454.1, XP_045647453.1	NP_001001655.1
OG0001617	XP_045637312.1	NP_001230944.1, NP_710152.1, NP_001230943.1, XP_011519228.1
OG0001618	XP_045637238.1	NP_001273164.1, NP_001273163.1, NP_703150.1, NP_001273162.1, NP_001273165.1, NP_001273166.1, NP_008862.1
OG0001619	XP_045667853.1	XP_005253463.1, NP_001338994.2, NP_001306906.1, NP_001338991.1, NP_001076441.1, NP_001191030.2, NP_060742.4, NP_001338990.2, NP_001306907.2, NP_001191031.2, NP_001338996.2, NP_001338993.2, NP_001338992.2, NP_001338997.1, NP_001338995.2, NP_001076442.2
OG0001620	XP_045657165.1, XP_045657166.1	XP_005269054.1, NP_060488.2, NP_001137296.1
OG0001621	XP_045657056.1	NP_001032895.2, NP_001354977.1, XP_006719588.1
OG0001622	XP_045665901.1	NP_001334752.1, NP_001334753.1, XP_011538248.1, NP_001334748.1, NP_060715.2, NP_001334749.1, NP_001137468.1, NP_001137469.1, NP_001334750.1, NP_001334751.1, NP_001334754.1, NP_001334755.1
OG0001623	XP_045665975.1, XP_045665973.1, XP_045665974.1	NP_055568.3, XP_005271903.1
OG0001624	XP_045645917.1	NP_001130042.1, NP_001229868.1, NP_001229865.1
OG0001625	XP_045632588.1, XP_045632591.1, XP_045632592.1, XP_045632587.1, XP_045632589.1	NP_001229243.1
OG0001626	XP_045668640.1, XP_045668641.1	XP_047304580.1, NP_065119.3, NP_001353041.1
OG0001627	XP_045667494.1, XP_045667486.1, XP_045667508.1, XP_045667479.1, XP_045667471.1	NP_775107.1
OG0001628	XP_045662199.1	NP_001362962.1, NP_001362961.1, NP_065994.1, NP_001362958.1, NP_001362959.1
OG0001629	XP_045662373.1	NP_001093894.1, XP_011509240.1, NP_001269673.1, NP_001093892.1, NP_056350.2, NP_001269672.1, NP_001269664.1, NP_001093893.1
