Orthogroup	Ursus_americanus	Echinops_telfairi
OG0001190	XP_045629443.1, XP_045629440.1, XP_045629442.1	XP_045155731.1, XP_045155732.1
OG0001191	XP_045626979.1	XP_004714584.1
OG0001192	XP_045635452.1	XP_045148190.1
OG0001193	XP_045650723.1	XP_045140903.1
OG0001194	XP_045636307.1	XP_004711121.1
OG0001195	XP_045656497.1	XP_045148668.1
OG0001196	XP_045651578.1	XP_004711861.1
OG0001197	XP_045628007.1, XP_045628003.1, XP_045628010.1, XP_045628012.1, XP_045628006.1, XP_045628008.1, XP_045628011.1, XP_045628005.1, XP_045628004.1	XP_045141207.1, XP_004710782.1
OG0001198	XP_045660107.1	XP_004696589.1
OG0001199	XP_045660278.1, XP_045660287.1	XP_045150616.1
OG0001200	XP_045662915.1	XP_004696290.1
OG0001201	XP_045662901.1	XP_030742715.1
OG0001201	XP_045660921.1	XP_004716736.1
OG0001202	XP_045645209.1	XP_045140111.1
OG0001203	XP_045649269.1	XP_004702705.1
OG0001204	XP_045648949.1, XP_045648951.1, XP_045648950.1	XP_004702789.1
OG0001205	XP_045648833.1, XP_045648834.1	XP_045142214.1
OG0001206	XP_045638505.1	XP_045154904.1, XP_045154905.1, XP_045154907.1, XP_004705352.1, XP_045154906.1
OG0001207	XP_045655797.1	XP_045155074.1
OG0001208	XP_045640828.1, XP_045640829.1, XP_045640827.1, XP_045640830.1	XP_030740798.1
OG0001209	XP_045636017.1, XP_045636016.1, XP_045636015.1	XP_004700399.2
OG0001210	XP_045654845.1	XP_004708807.1
OG0001211	XP_045654810.1	XP_045151753.1
OG0001211	XP_045652917.1	XP_045149936.1
OG0001212	XP_045654708.1, XP_045654709.1, XP_045654707.1	XP_045151718.1, XP_004708791.1, XP_045151716.1
OG0001213	XP_045635094.1	XP_030740519.2
OG0001214	XP_045641751.1	XP_004696198.1
OG0001215	XP_045663068.1	XP_004696105.1
OG0001215	XP_045627906.1	XP_045155047.1, XP_004705000.1
OG0001216	XP_045626620.1	XP_045146399.1
OG0001218	XP_045634778.1	XP_045153635.1
OG0001219	XP_045632561.1	XP_004708678.1, XP_045150976.1, XP_045150975.1
OG0001219	XP_045628853.1	XP_004704479.1
OG0001220	XP_045647820.1	XP_004712145.1
OG0001222	XP_045660534.1	XP_045151079.1
OG0001223	XP_045660474.1	XP_012863720.2
OG0001224	XP_045627489.1	XP_045151144.1
OG0001225	XP_045627507.1	XP_045151145.1, XP_004698117.1
OG0001226	XP_045629970.1	XP_004707652.1
OG0001227	XP_045656743.1, XP_045656739.1	XP_045143155.1
OG0001228	XP_045656885.1, XP_045656883.1, XP_045656886.1, XP_045656887.1	XP_045152290.1
OG0001229	XP_045637298.1, XP_045637297.1, XP_045637296.1	XP_004708286.1, XP_045151960.1
OG0001230	XP_045637256.1, XP_045637257.1	XP_004708182.1, XP_030743097.1
OG0001231	XP_045667715.1	XP_004700252.1
OG0001232	XP_045656704.1, XP_045656705.1	XP_030740642.1, XP_004711568.1, XP_004711566.1
OG0001233	XP_045656911.1, XP_045656912.1	XP_030740603.1
OG0001234	XP_045665833.1	XP_045139601.1
OG0001235	XP_045668116.1	XP_004709472.1, XP_045142475.1
OG0001236	XP_045668017.1, XP_045668016.1, XP_045668018.1, XP_045668019.1, XP_045668020.1	XP_004709491.1
OG0001237	XP_045668052.1, XP_045668050.1, XP_045668051.1, XP_045668054.1, XP_045668053.1	XP_045142450.1
OG0001238	XP_045648794.1	XP_004709519.1
OG0001239	XP_045666689.1, XP_045666687.1, XP_045666688.1	XP_004718145.2
OG0001240	XP_045651176.1	XP_045141602.1
OG0001241	XP_045641503.1, XP_045641504.1	XP_045140589.1, XP_045140590.1, XP_045140588.1
OG0001242	XP_045655112.1	XP_012859428.2
OG0001243	XP_045647496.1, XP_045647503.1	XP_004703475.1
OG0001243	XP_045647467.1	XP_004703474.1
OG0001244	XP_045632611.1, XP_045632612.1, XP_045632575.1, XP_045632610.1	XP_004713534.1, XP_004713535.1
OG0001245	XP_045644545.1, XP_045644546.1	XP_004704158.1, XP_045153515.1, XP_045153514.1
OG0001246	XP_045656461.1	XP_004712573.1, XP_045151720.1
OG0001247	XP_045640246.1	XP_045154050.1
OG0001248	XP_045630239.1	XP_004717693.1
OG0001249	XP_045655828.1	XP_004710091.1
OG0001249	XP_045646461.1	XP_004710033.1, XP_045146646.1
OG0001250	XP_045656638.1	XP_045146671.1, XP_004710020.1, XP_045150990.1, XP_045150991.1, XP_045150992.1
OG0001251	XP_045649785.1	XP_004717851.1
OG0001252	XP_045634022.1, XP_045634021.1	XP_004697431.1
OG0001253	XP_045664547.1	XP_004708310.1
OG0001254	XP_045636330.1	XP_045152586.1, XP_045149162.1
OG0001254	XP_045666566.1	XP_045141634.1
OG0001255	XP_045665753.1, XP_045665754.1, XP_045665755.1	XP_004703609.1
OG0001256	XP_045650940.1	XP_004696910.1, XP_030744661.1
OG0001257	XP_045671156.1	XP_045147202.1
OG0001258	XP_045654569.1, XP_045654741.1, XP_045654740.1	XP_004708772.2
OG0001260	XP_045660690.1	XP_004698105.1
OG0001261	XP_045664623.1	XP_004708323.1
OG0001262	XP_045634578.1	XP_004705308.1
OG0001263	XP_045639504.1, XP_045639503.1, XP_045639502.1, XP_045639501.1	XP_004709257.1
OG0001264	XP_045666233.1	XP_004697929.1, XP_004697930.1
OG0001264	XP_045666220.1	XP_004697931.1
OG0001266	XP_045657968.1	XP_004699386.1
OG0001267	XP_045652418.1, XP_045632508.1, XP_045652413.1	XP_004716988.2
OG0001267	XP_045652415.1, XP_045652410.1	XP_004716964.1, XP_004716987.3
OG0001268	XP_045627913.1, XP_045638816.1, XP_045638832.1, XP_045638705.1, XP_045638724.1	XP_012864014.1, XP_004717535.1
OG0001269	XP_045638692.1, XP_045638696.1	XP_004717540.1
OG0001270	XP_045632293.1	XP_045148599.1, XP_045148894.1, XP_045148895.1
OG0001271	XP_045664397.1	XP_045151415.1
OG0001271	XP_045646206.1	XP_045152010.1
OG0001272	XP_045632734.1	XP_045151190.1
OG0001272	XP_045628153.1	XP_045141208.1, XP_004710461.1
OG0001273	XP_045629095.1	XP_045148953.1
OG0001274	XP_045641630.1, XP_045641625.1, XP_045641619.1, XP_045641627.1	XP_030742221.1
OG0001275	XP_045652139.1	XP_004715885.1
OG0001276	XP_045669661.1, XP_045669660.1	XP_004714501.1
OG0001277	XP_045650354.1	XP_045140829.1, XP_045140827.1, XP_045140830.1, XP_045140828.1
OG0001278	XP_045650334.1	XP_004697119.1
OG0001279	XP_045652322.1, XP_045652321.1, XP_045652323.1	XP_004703563.1, XP_045141044.1, XP_045141043.1
OG0001280	XP_045669026.1, XP_045669027.1, XP_045669028.1	XP_004708268.1
OG0001282	XP_045639658.1	XP_004713031.1
OG0001284	XP_045659621.1	XP_004696859.1, XP_045140814.1
OG0001284	XP_045658860.1	XP_045147439.1
OG0001285	XP_045643350.1, XP_045643351.1, XP_045643352.1, XP_045643349.1	XP_045141293.1, XP_030744725.1
OG0001286	XP_045648203.1	XP_004699277.2, XP_045140055.1
OG0001287	XP_045653953.1, XP_045653954.1	XP_004716327.1
OG0001288	XP_045660855.1	XP_045154659.1
OG0001289	XP_045634078.1	XP_004703105.1
OG0001290	XP_045659358.1, XP_045659357.1	XP_004705279.1, XP_045154976.1
OG0001291	XP_045659443.1	XP_004705267.1
OG0001291	XP_045646408.1	XP_004713123.1, XP_004713122.1
OG0001292	XP_045666229.1, XP_045666228.1	XP_004704624.1
OG0001293	XP_045641978.1	XP_004705709.2
OG0001294	XP_045632724.1	XP_045144303.1
OG0001294	XP_045640506.1, XP_045640503.1, XP_045640499.1, XP_045640504.1	XP_004705883.2
OG0001295	XP_045643591.1, XP_045643590.1, XP_045643588.1, XP_045643589.1, XP_045643585.1, XP_045643586.1	XP_004699872.1
OG0001296	XP_045643707.1	XP_045154125.1
OG0001297	XP_045664746.1	XP_045145979.1, XP_045139735.1, XP_004713914.1, XP_045140323.1
OG0001298	XP_045658723.1	XP_045143545.1, XP_004698529.1, XP_045143544.1
OG0001299	XP_045659765.1	XP_045145221.1
OG0001300	XP_045669647.1, XP_045669648.1, XP_045669649.1, XP_045669646.1, XP_045669645.1	XP_045145163.1
OG0001301	XP_045626966.1	XP_045144450.1
OG0001302	XP_045671415.1	XP_004700682.1
OG0001303	XP_045644057.1	XP_045150125.1
OG0001304	XP_045650772.1, XP_045650773.1	XP_030744746.2
OG0001305	XP_045650536.1	XP_045141070.1, XP_004696708.1
OG0001306	XP_045656236.1	XP_004717067.1
OG0001306	XP_045636767.1	XP_004712479.1
OG0001308	XP_045651464.1	XP_045148699.1
OG0001309	XP_045632955.1, XP_045632956.1, XP_045632954.1	XP_004710816.1
OG0001310	XP_045632946.1, XP_045632948.1, XP_045632945.1, XP_045632947.1	XP_004710910.1
OG0001311	XP_045656798.1	XP_045150703.1
OG0001312	XP_045661130.1	XP_004696421.1
OG0001312	XP_045649659.1	XP_045153875.1, XP_045151969.1, XP_004717695.1
OG0001313	XP_045659011.1	XP_004696390.1
OG0001315	XP_045648989.1, XP_045648983.1, XP_045648986.1, XP_045648985.1, XP_045648991.1, XP_045648987.1, XP_045648990.1, XP_045648984.1	XP_045144946.1, XP_004702778.1, XP_045144947.1
OG0001316	XP_045655627.1, XP_045655628.1	XP_045147747.1, XP_004699527.1, XP_012863805.1
OG0001317	XP_045635556.1, XP_045635555.1, XP_045635557.1	XP_004700449.1
OG0001318	XP_045654839.1	XP_004708757.1, XP_045151759.1
OG0001321	XP_045641737.1, XP_045641736.1	XP_012863500.1
OG0001322	XP_045663070.1	XP_004696446.1
OG0001323	XP_045644336.1	XP_045139925.1
OG0001324	XP_045646561.1, XP_045646560.1, XP_045646559.1, XP_045646562.1	XP_004716660.1
OG0001325	XP_045646510.1, XP_045646509.1	XP_045151622.1, XP_045151621.1, XP_045151620.1, XP_045151623.1
OG0001326	XP_045649445.1, XP_045649446.1	XP_004708082.1
OG0001327	XP_045649423.1, XP_045649421.1	XP_045144827.1
OG0001329	XP_045664726.1	XP_045147058.1
OG0001330	XP_045626758.1	XP_045146358.1
OG0001331	XP_045626658.1	XP_045153277.1, XP_045153278.1
OG0001332	XP_045631739.1	XP_045153163.1, XP_004713629.1
OG0001333	XP_045631627.1, XP_045631626.1	XP_045153229.1, XP_045153233.1, XP_045153234.1, XP_045153231.1, XP_045153230.1, XP_045153235.1, XP_004713743.1, XP_045153232.1, XP_045153228.1
OG0001334	XP_045668240.1	XP_030741473.2
OG0001336	XP_045656202.1, XP_045656203.1, XP_045656205.1, XP_045656204.1	XP_004717054.1
OG0001337	XP_045654208.1	XP_045153526.1
OG0001338	XP_045664553.1	XP_045151385.1, XP_004697909.1
OG0001339	XP_045664027.1	XP_004718160.2
OG0001340	XP_045653005.1	XP_045149994.1
OG0001341	XP_045653030.1, XP_045653031.1, XP_045653032.1, XP_045653034.1	XP_004715458.1
OG0001342	XP_045632563.1, XP_045632550.1, XP_045632576.1	XP_030743283.2
OG0001343	XP_045647167.1	XP_004715393.2
OG0001344	XP_045647338.1	XP_012863797.1
OG0001345	XP_045657170.1	XP_045143272.1, XP_045143273.1
OG0001346	XP_045657144.1, XP_045657145.1, XP_045657143.1	XP_004711569.1
OG0001347	XP_045656818.1, XP_045656820.1, XP_045656819.1	XP_004716950.1
OG0001348	XP_045658832.1	XP_004701051.1
OG0001349	XP_045658857.1	XP_045147378.1, XP_004701044.1, XP_045147379.1
OG0001350	XP_045659044.1, XP_045659043.1	XP_004700984.1
OG0001351	XP_045659062.1	XP_045147204.1, XP_004700983.1
OG0001352	XP_045626885.1	XP_045142441.1
OG0001353	XP_045651158.1	XP_004712092.1
OG0001354	XP_045655185.1, XP_045655186.1	XP_045140265.1
OG0001355	XP_045668600.1, XP_045668599.1, XP_045668597.1, XP_045668598.1, XP_045668602.1, XP_045668601.1, XP_045668603.1	XP_004712392.3
OG0001356	XP_045668580.1, XP_045668578.1	XP_045143517.1
OG0001357	XP_045667606.1, XP_045667608.1, XP_045667607.1	XP_012860379.1, XP_045154615.1
OG0001358	XP_045662298.1, XP_045662299.1, XP_045662300.1	XP_004701551.1
OG0001361	XP_045643082.1	XP_045146658.1, XP_004709970.1
OG0001362	XP_045646404.1, XP_045646407.1, XP_045646405.1	XP_045144257.1, XP_004713249.1
OG0001363	XP_045660900.1	XP_004713205.1
OG0001364	XP_045645507.1	XP_012863345.1
OG0001365	XP_045658376.1, XP_045658375.1, XP_045658377.1	XP_004717633.1, XP_045139723.1
OG0001366	XP_045652198.1	XP_045146575.1
OG0001367	XP_045640761.1	XP_004717967.2
OG0001372	XP_045644902.1	XP_045144212.1
OG0001372	XP_045644903.1	XP_004713284.1
OG0001373	XP_045631799.1	XP_045153086.1
OG0001373	XP_045657664.1	XP_004709635.1, XP_012864064.1
OG0001374	XP_045644128.1, XP_045644127.1	XP_045150064.1, XP_045150063.1
OG0001376	XP_045634129.1	XP_004713005.1
OG0001377	XP_045661588.1, XP_045646862.1	XP_045144547.1
OG0001378	XP_045636242.1	XP_045148012.1, XP_030741223.1
OG0001380	XP_045654143.1	XP_030742816.1
OG0001381	XP_045637660.1	XP_004717826.1
OG0001381	XP_045654137.1	XP_004708619.1
OG0001382	XP_045655204.1, XP_045636954.1	XP_045144461.1
OG0001383	XP_045645572.1	XP_004700516.1, XP_004700515.1, XP_004700514.1
OG0001384	XP_045640609.1, XP_045640605.1	XP_004714783.2, XP_045154381.1, XP_004714781.1
OG0001384	XP_045640228.1	XP_004714782.1
OG0001385	XP_045646610.1	XP_045151569.1, XP_004717745.1
OG0001386	XP_045649563.1, XP_045649562.1	XP_004714037.1, XP_004714038.1
OG0001387	XP_045642984.1	XP_045152992.1
OG0001389	XP_045645923.1	XP_004700647.1
OG0001389	XP_045652414.1, XP_045656716.1	XP_004717882.1
OG0001390	XP_045653542.1	XP_030744273.1, XP_004716320.1
OG0001391	XP_045647133.1, XP_045647134.1	XP_004712630.2
OG0001392	XP_045638836.1	XP_004717553.1
OG0001393	XP_045629903.1	XP_004706003.1, XP_004706002.1, XP_004706001.1
OG0001394	XP_045658359.1	XP_004717642.1
OG0001394	XP_045629518.1, XP_045629520.1	XP_004707347.1, XP_004706925.1
OG0001395	XP_045651796.1, XP_045628290.1	XP_004701956.1
OG0001395	XP_045652187.1	XP_030742443.2
OG0001396	XP_045645254.1	XP_045148318.1
OG0001396	XP_045626601.1	XP_004717264.1
OG0001397	XP_045642278.1	XP_045148838.1
OG0001398	XP_045652076.1, XP_045652077.1	XP_004704763.1, XP_045149743.1
OG0001399	XP_045631317.1	XP_045156134.1
OG0001400	XP_045650351.1, XP_045650352.1	XP_045140559.1, XP_045140558.1
OG0001401	XP_045651025.1	XP_045140847.1
OG0001401	XP_045627423.1	XP_004715188.1
OG0001402	XP_045638347.1	XP_004705146.1
OG0001403	XP_045638357.1	XP_004705399.1
OG0001404	XP_045647894.1	XP_045153752.1
OG0001404	XP_045638516.1	XP_012860746.1
OG0001405	XP_045660396.1, XP_045660395.1, XP_045660397.1	XP_045141768.1, XP_004699772.1
OG0001406	XP_045665798.1	XP_030744793.2
OG0001407	XP_045669057.1	XP_045152408.1, XP_004709952.1
OG0001408	XP_045668979.1, XP_045668981.1	XP_004708143.1
OG0001409	XP_045653581.1, XP_045653578.1, XP_045653579.1	XP_012863078.1
OG0001410	XP_045653979.1	XP_045146184.1
OG0001411	XP_045660833.1	XP_004716205.1
OG0001411	XP_045658466.1	XP_004716399.2
OG0001412	XP_045652017.1, XP_045652015.1, XP_045652014.1, XP_045652016.1	XP_045139787.1, XP_004696216.1, XP_045153293.1
OG0001413	XP_045670867.1	XP_045149578.1
OG0001414	XP_045629841.1, XP_045629840.1, XP_045629839.1, XP_045629842.1	XP_004705653.1
OG0001415	XP_045629332.1	XP_045155741.1
OG0001415	XP_045640542.1	XP_045140103.1
OG0001416	XP_045657545.1	XP_045148038.1
OG0001417	XP_045642052.1, XP_045642051.1	XP_004705624.1
OG0001418	XP_045669243.1, XP_045669248.1, XP_045669250.1, XP_045669249.1, XP_045669246.1, XP_045669247.1, XP_045669244.1	XP_004705597.2
OG0001419	XP_045629365.1	XP_045155911.1
OG0001419	XP_045669204.1	XP_045139738.1
OG0001420	XP_045669236.1	XP_045140911.1
OG0001421	XP_045642008.1, XP_045642007.1	XP_045140971.1
OG0001422	XP_045631186.1	XP_004706106.1
OG0001423	XP_045632407.1	XP_004705775.2
OG0001423	XP_045670492.1	XP_012861292.2
OG0001424	XP_045657998.1	XP_004699393.1
OG0001425	XP_045643731.1	XP_012859394.3
OG0001426	XP_045631398.1	XP_004699173.1
OG0001426	XP_045652954.1	XP_004699994.1
OG0001427	XP_045640158.1	XP_004714772.1
OG0001428	XP_045661454.1, XP_045670002.1, XP_045670001.1	XP_004709206.1, XP_045150873.1, XP_004703206.1, XP_004700048.1
OG0001429	XP_045646070.1, XP_045646071.1, XP_045646069.1	XP_012860237.1
OG0001430	XP_045646658.1, XP_045655241.1	XP_004718114.1
OG0001431	XP_045633114.1	XP_045143410.1, XP_004699182.1
OG0001432	XP_045655265.1	XP_045143710.1
OG0001433	XP_045670461.1	XP_004711044.1, XP_004718043.2, XP_045155447.1
OG0001434	XP_045669995.1	XP_045155825.1, XP_045155824.1, XP_004707285.1
OG0001435	XP_045670085.1	XP_045155520.1
OG0001436	XP_045628975.1	XP_012861309.1
OG0001436	XP_045669307.1	XP_030744490.2
OG0001437	XP_045629487.1, XP_045629485.1	XP_004707086.1
OG0001438	XP_045645840.1	XP_004700615.1, XP_045146090.1, XP_045146092.1, XP_045146088.1
OG0001439	XP_045645604.1	XP_045152351.1, XP_045146842.1, XP_045146832.1
OG0001440	XP_045635582.1	XP_045148331.1
OG0001441	XP_045644086.1, XP_045644087.1	XP_004710310.1
OG0001442	XP_045657043.1, XP_045657051.1	XP_004710840.1
OG0001443	XP_045657317.1, XP_045657327.1, XP_045657321.1	XP_045150733.1
OG0001444	XP_045633275.1	XP_004697405.1
OG0001445	XP_045630301.1	XP_004696933.1, XP_045140822.1, XP_045140823.1, XP_045140821.1
OG0001446	XP_045648811.1, XP_045648812.1, XP_045648813.1	XP_004702640.1
OG0001447	XP_045638487.1	XP_004705037.1
OG0001448	XP_045638341.1	XP_012860688.1
OG0001449	XP_045648420.1	XP_045144841.1, XP_030741124.1
OG0001450	XP_045635105.1	XP_045142824.1
OG0001452	XP_045665185.1	XP_004709674.1, XP_004709899.1, XP_004702516.1, XP_004710199.1, XP_030741373.1
OG0001453	XP_045626726.1	XP_045146392.1, XP_012863919.1, XP_045146394.1, XP_045146393.1
OG0001454	XP_045631765.1, XP_045631764.1	XP_030743182.1
OG0001455	XP_045663206.1	XP_004715313.1
OG0001456	XP_045630392.1	XP_045146286.1
OG0001457	XP_045632699.1	XP_030744206.2
OG0001457	XP_045632700.1	XP_045156021.1
OG0001458	XP_045643056.1	XP_045153020.1, XP_045153027.1
OG0001459	XP_045652829.1	XP_004704324.1
OG0001459	XP_045655990.1	XP_004713454.1
OG0001460	XP_045666958.1	XP_004709831.1, XP_012862863.1
OG0001461	XP_045654100.1	XP_004708724.1
OG0001462	XP_045650937.1, XP_045650927.1, XP_045650918.1, XP_045650946.1	XP_045152848.1
OG0001463	XP_045650178.1	XP_004701896.1, XP_004701897.1
OG0001464	XP_045650118.1, XP_045650119.1, XP_045650117.1	XP_004701879.1
OG0001465	XP_045647306.1	XP_045145559.1
OG0001465	XP_045647299.1	XP_004716780.1
OG0001466	XP_045633495.1, XP_045633461.1, XP_045633431.1, XP_045633477.1, XP_045633468.1, XP_045633454.1, XP_045633421.1, XP_045633442.1, XP_045633411.1, XP_045633504.1, XP_045633448.1, XP_045633485.1	XP_004709650.1
OG0001467	XP_045647255.1, XP_045647256.1	XP_045145595.1, XP_004715385.1
OG0001468	XP_045656963.1	XP_004711519.1
OG0001469	XP_045656682.1	XP_004716956.1, XP_045152292.1
OG0001470	XP_045644679.1	XP_004708677.2
OG0001471	XP_045665953.1	XP_045139600.1
OG0001472	XP_045665892.1	XP_004701120.1
OG0001473	XP_045647574.1	XP_045140269.1
OG0001473	XP_045658831.1	XP_012859635.1
OG0001474	XP_045659138.1, XP_045659139.1, XP_045659140.1	XP_045147529.1, XP_045147530.1
OG0001475	XP_045672278.1, XP_045672263.1, XP_045672271.1	XP_045143923.1, XP_004712758.1
OG0001476	XP_045651101.1, XP_045651103.1, XP_045651102.1, XP_045651100.1	XP_012859795.1, XP_004712107.1
OG0001477	XP_045641457.1	XP_004711343.1
OG0001478	XP_045669482.1, XP_045669483.1	XP_030744686.2
OG0001479	XP_045655045.1	XP_004703390.1
OG0001480	XP_045647342.1, XP_045647350.1, XP_045647335.1	XP_045140216.1
OG0001481	XP_045668450.1	XP_004712302.1
OG0001482	XP_045667217.1	XP_045153551.1
OG0001483	XP_045659873.1	XP_004717355.1
OG0001484	XP_045636097.1	XP_004703813.1, XP_045142197.1
OG0001485	XP_045662346.1, XP_045662345.1	XP_004701572.1, XP_045152885.1, XP_045146552.1
OG0001486	XP_045631219.1, XP_045631220.1	XP_004701700.1
OG0001487	XP_045665537.1	XP_004706716.1, XP_045154187.1, XP_045154186.1
OG0001488	XP_045631794.1	XP_004715504.1
OG0001490	XP_045644389.1	XP_045151754.1
OG0001491	XP_045655394.1	XP_004713114.1
OG0001492	XP_045649786.1	XP_045151905.1, XP_004713760.3
OG0001493	XP_045658741.1, XP_045658742.1, XP_045658738.1, XP_045658739.1, XP_045658740.1, XP_045658736.1	XP_004698953.1
OG0001502	XP_045654662.1, XP_045654661.1	XP_045151712.1, XP_004708798.1
OG0001503	XP_045635204.1	XP_045146172.1, XP_004696253.1
OG0001503	XP_045650650.1	XP_004696672.1
OG0001504	XP_045635856.1, XP_045635855.1, XP_045635853.1	XP_004700456.1, XP_045146498.1
OG0001505	XP_045667146.1, XP_045667143.1, XP_045667145.1	XP_045142642.1, XP_004707805.1
OG0001506	XP_045638928.1, XP_045638924.1, XP_045638927.1	XP_004717159.1
OG0001507	XP_045654723.1, XP_045654726.1, XP_045654724.1, XP_045654725.1	XP_045151765.1, XP_045151766.1, XP_004708783.1
OG0001508	XP_045634079.1	XP_045146758.1
OG0001509	XP_045652625.1	XP_045148900.1, XP_045148901.1, XP_004715840.1
OG0001510	XP_045667199.1	XP_004713463.1
OG0001511	XP_045654883.1	XP_045149485.1
OG0001512	XP_045662797.1, XP_045662807.1	XP_045150115.1, XP_004697981.1, XP_045151258.1, XP_045148226.1
OG0001513	XP_045637584.1	XP_004707213.2
OG0001514	XP_045649520.1	XP_045142252.1, XP_045155709.1
OG0001515	XP_045639117.1, XP_045639118.1	XP_004701237.1, XP_045147506.1
OG0001516	XP_045656048.1, XP_045656047.1, XP_045656049.1, XP_045656046.1	XP_004714455.1
OG0001517	XP_045642857.1, XP_045642863.1, XP_045642422.1, XP_045642421.1	XP_004708532.1
OG0001518	XP_045671340.1, XP_045671341.1	XP_004717139.1
OG0001518	XP_045671342.1	XP_004717093.1, XP_004717135.2, XP_004717136.1
OG0001520	XP_045646795.1, XP_045635019.1	XP_004696892.1
OG0001520	XP_045635017.1	XP_004696891.1
OG0001521	XP_045638677.1	XP_004717587.1
OG0001521	XP_045638676.1	XP_004717588.1
OG0001523	XP_045646086.1	XP_004703165.1
OG0001524	XP_045671108.1	XP_004703902.1
OG0001525	XP_045650856.1, XP_045628436.1	XP_004714513.1
OG0001526	XP_045630193.1, XP_045630194.1, XP_045630195.1	XP_030742250.2
OG0001527	XP_045645360.1	XP_004715730.1
OG0001527	XP_045670079.1	XP_045155418.1
OG0001528	XP_045660919.1	XP_004716740.2
OG0001529	XP_045670556.1	XP_012861761.2
OG0001529	XP_045628256.1	XP_012862115.2
OG0001530	XP_045632280.1	XP_030742264.1
OG0001531	XP_045658591.1	XP_045144084.1
OG0001531	XP_045632283.1	XP_045148601.1
OG0001532	XP_045668685.1	XP_045148655.1
OG0001533	XP_045641682.1	XP_004715817.1
