Orthogroup	Urocitellus_parryii	Mus_musculus
OG0002888	XP_026251860.1, XP_026251857.1	NP_001402943.1, NP_080168.1
OG0002889	XP_026234989.1	NP_080830.1
OG0002890	XP_026238731.1, XP_026238732.1	XP_006535611.1, NP_082507.1
OG0002892	XP_026246161.1	XP_006496522.1, NP_033281.1
OG0002893	XP_026243227.1	NP_001363883.1
OG0002894	XP_026262920.1	XP_036011267.1
OG0002895	XP_026236785.1	NP_075773.2, NP_001342088.1
OG0002896	XP_026268470.1	XP_006496671.3
OG0002897	XP_026268465.1	NP_001103455.1
OG0002897	XP_026268467.1	NP_001185884.1
OG0002898	XP_026266118.1, XP_026266117.1	NP_780480.2
OG0002899	XP_026236591.1, XP_026240073.1	NP_035842.1
OG0002900	XP_026261233.1	NP_001361630.1
OG0002901	XP_026258411.1	NP_080005.2, XP_006528301.1, NP_001345376.1
OG0002902	XP_026243351.1	NP_001160107.1, NP_080800.1
OG0002903	XP_026243327.1	NP_034158.1, NP_036138.1, XP_006531666.1, NP_149068.1
OG0002904	XP_026262550.1	NP_997085.2
OG0002905	XP_026266775.1, XP_026266773.1	XP_006527794.1
OG0002906	XP_026247990.1	XP_036017816.1
OG0002907	XP_026266290.1, XP_026266291.1, XP_026266289.1, XP_026266292.1	NP_766128.2, NP_001161466.1, XP_006528577.1, NP_001161467.1
OG0002909	XP_026260539.1	XP_006534005.1, NP_899082.1
OG0002913	XP_026266083.1, XP_026266082.1	NP_001397049.1, NP_001397053.1, XP_011239345.1, NP_032617.2, NP_001397052.1
OG0002914	XP_026248656.1, XP_026248011.1	NP_032157.2
OG0002915	XP_026262022.1	XP_011249082.1
OG0002916	XP_026240659.1, XP_026240666.1	NP_001155966.1, XP_036015049.1
OG0002917	XP_026262741.1	XP_006540841.1
OG0002918	XP_026252969.1	NP_001278859.1, NP_001278857.1, NP_001034599.1, NP_001269874.1, XP_006529142.1, NP_001008533.1
OG0002919	XP_026243072.1	NP_076160.1
OG0002920	XP_026257563.1, XP_026257562.1, XP_026257564.1, XP_026257565.1	XP_006520032.1, NP_001345522.1
OG0002921	XP_026249594.1, XP_026249587.1	NP_001017429.1, XP_006521813.1
OG0002922	XP_026237440.1	NP_032147.1, NP_001258557.1
OG0002923	XP_026261775.1	NP_001404420.1
OG0002924	XP_026270719.1	NP_631877.2
OG0002925	XP_026266672.1	NP_034784.1, XP_006505718.1
OG0002926	XP_026239349.1, XP_026239350.1	NP_001398439.1
OG0002927	XP_026253088.1, XP_026237420.1	NP_001185495.1, NP_758498.1, NP_001185494.1, XP_006495573.1
OG0002928	XP_026260667.1	XP_030101334.1, NP_033721.1
OG0002929	XP_026242573.1	NP_032857.1
OG0002930	XP_026264981.1	XP_006530495.2, NP_071300.2
OG0002931	XP_026266655.1	NP_954605.1, NP_996902.1, NP_996894.1, NP_065247.1, NP_996899.1
OG0002934	XP_026260250.1	XP_036014050.1
OG0002935	XP_026238897.1	NP_001074616.1
OG0002936	XP_026247692.1	NP_001408532.1
OG0002937	XP_026260920.1	NP_080782.1
OG0002938	XP_026270229.1	NP_031776.1, XP_036010895.1
OG0002938	XP_026237687.1	NP_031777.1
OG0002939	XP_026261737.1	NP_001405578.1
OG0002940	XP_026235851.1, XP_026235852.1	NP_001350945.1, NP_001350946.1, NP_079774.1
OG0002941	XP_026252161.1	NP_001365758.1, NP_001344658.1, NP_001344659.1, NP_001280560.1, NP_001365759.1, NP_032089.2, NP_001280559.1, XP_030099913.1
OG0002944	XP_026245502.1	NP_776299.1
OG0002945	XP_026261853.1	XP_036008360.1
OG0002946	XP_026241598.1	NP_061294.2, NP_001408432.1, XP_006499970.1, NP_001342359.1
OG0002947	XP_026253506.1	NP_034642.2, XP_006513318.1, NP_001104745.1
OG0002948	XP_026259060.1	NP_001157055.1, NP_001157057.1, NP_001157056.1, NP_001157053.1, NP_001157054.1, NP_001157050.1, NP_032961.2, NP_001157049.1, XP_017176209.1
OG0002949	XP_026238040.1	NP_666969.1
OG0002950	XP_026263760.1	NP_667092.1, NP_001001809.2
OG0002953	XP_026270344.1	NP_666745.1
OG0002955	XP_026236780.1, XP_026236789.1	NP_080612.1
OG0002956	XP_026265745.1	NP_001366359.1, NP_766555.1
OG0002957	XP_026249809.1	NP_932136.2, XP_006526886.1
OG0002958	XP_026245044.1	NP_001028931.1, NP_114386.3
OG0002959	XP_026263154.1	XP_036013838.1, NP_001268809.1
OG0002960	XP_026262727.1	NP_001165952.1, NP_079987.2
OG0002961	XP_026237015.1	NP_035943.3, NP_001103798.1, NP_001103800.1, NP_001103799.1, NP_001347172.1, NP_001347170.1, NP_001347171.1
OG0002962	XP_026236999.1	NP_001139801.1, XP_006540202.1
OG0002963	XP_026237162.1, XP_026237451.1	NP_808358.2
OG0002964	XP_026236940.1	XP_006540043.1, NP_001349077.1
OG0002965	XP_026238023.1	NP_001365377.1
OG0002965	XP_026238022.1	XP_017167829.1, NP_083013.2
OG0002966	XP_026262074.1	XP_006541134.1
OG0002967	XP_026262149.1	NP_001403114.1, NP_033499.1, NP_001272446.1, NP_001272447.1, NP_001272448.1, XP_017177615.1
OG0002968	XP_026262183.1, XP_026262182.1	NP_056604.2, XP_006541048.1
OG0002969	XP_026262156.1	NP_067457.2
OG0002970	XP_026266255.1	NP_001272860.1, NP_001272861.1, NP_082159.3, XP_006540432.1
OG0002971	XP_026236819.1	NP_001349083.1, NP_742160.1
OG0002972	XP_026267319.1	NP_444438.2
OG0002973	XP_026267339.1	XP_036011331.1, XP_036013610.1, XP_036013676.1, NP_001272754.1, NP_001040102.1, NP_056597.3
OG0002974	XP_026267322.1	NP_001404238.1, NP_001404237.1, NP_001404239.1, XP_006539766.1, NP_038704.1
OG0002975	XP_026267908.1	NP_001389864.1, NP_001389868.1, NP_001389867.1, NP_001389866.1, NP_001389865.1, XP_006539623.1, NP_796275.3
OG0002977	XP_026247070.1	XP_006540400.1, NP_780349.3
OG0002978	XP_026246992.1	NP_001274444.1, NP_001274443.1, NP_031704.2, NP_001274450.1, NP_001274452.1
OG0002979	XP_026247016.1	NP_001404130.1, NP_001404131.1, XP_006539739.2, NP_035404.4
OG0002980	XP_026244532.1	XP_036013680.1, NP_080890.1
OG0002981	XP_026258121.1	NP_001392210.1, NP_001392219.1, NP_001392209.1, NP_001392207.1, NP_694793.1, NP_001392211.1, NP_001392206.1, XP_006525852.1, NP_001334378.1
OG0002982	XP_026247585.1	NP_001361570.1, NP_065640.2, NP_001106209.1
OG0002983	XP_026268359.1, XP_026268369.1, XP_026268349.1	NP_766033.1, NP_001034477.1, XP_006516532.1
OG0002984	XP_026246611.1	NP_001347983.1, NP_659087.1
OG0002985	XP_026237512.1	NP_001343290.1
OG0002986	XP_026246618.1	NP_001037836.1
OG0002987	XP_026251433.1	NP_001359242.1, NP_001400971.1, NP_001359243.1, XP_006530781.1, NP_001359241.1
OG0002988	XP_026248070.1	NP_001157970.1, NP_001157971.1, NP_001157969.1, NP_001401933.1, NP_001401932.1, XP_006530893.1, NP_001359262.1
OG0002989	XP_026262591.1	NP_001182059.1
OG0002990	XP_026262604.1	NP_001155904.1, NP_001155905.1, NP_034823.1
OG0002991	XP_026247403.1	NP_001365809.1, NP_001272435.1, NP_033123.2, XP_036019817.1, NP_001272434.1
OG0002992	XP_026259422.1	NP_001405985.1, NP_001405984.1, NP_075356.1, NP_001405983.1
OG0002993	XP_026253726.1	XP_006539246.1, NP_001292349.1, NP_082261.2
OG0002994	XP_026256968.1	XP_006497601.1
OG0002995	XP_026250341.1, XP_026250342.1	XP_006517138.1, NP_038528.3
OG0002996	XP_026256329.1	NP_666302.2
OG0002997	XP_026243978.1	NP_038687.2, XP_030098119.2, NP_001347064.1
OG0002998	XP_026243945.1	NP_001139472.1, NP_780642.3, NP_001139471.1, XP_006540805.1
OG0002999	XP_026243886.1	XP_011249120.1, NP_001074923.1, NP_035176.1
OG0003000	XP_026259144.1	NP_001346835.1, NP_001346834.1, NP_758478.1, NP_001346832.1, NP_001346833.1, XP_036020946.1
OG0003001	XP_026259401.1	XP_006503728.1, NP_780634.2, NP_001128644.1
OG0003002	XP_026259682.1	NP_034604.1, NP_001408510.1, NP_001408509.1
OG0003003	XP_026259493.1	NP_001411350.1
OG0003004	XP_026259368.1	NP_035072.2, NP_001346020.1, NP_001346019.1, NP_001346021.1
OG0003005	XP_026256310.1	NP_919315.2
OG0003006	XP_026251155.1	NP_033961.1
OG0003008	XP_026250432.1	XP_030100764.1, NP_034568.2
OG0003009	XP_026261568.1	XP_017169419.1, NP_075859.2
OG0003010	XP_026246074.1, XP_026246073.1, XP_026246075.1	NP_038497.2, XP_006518514.1
OG0003011	XP_026262440.1	NP_081370.1, NP_001405483.1, XP_017171668.1
OG0003012	XP_026252817.1	NP_032159.1
OG0003014	XP_026245924.1	NP_035424.1, NP_001398644.1
OG0003015	XP_026245920.1	XP_006520080.1, NP_031692.2
OG0003016	XP_026260924.1	NP_079867.1, XP_036010318.1
OG0003017	XP_026260380.1	NP_032434.3
OG0003018	XP_026253991.1	NP_001128374.1
OG0003019	XP_026246275.1	NP_001404971.1
OG0003020	XP_026246326.1	XP_011247414.1
OG0003021	XP_026265202.1	NP_444399.2, XP_006534643.1
OG0003022	XP_026267137.1	NP_573471.2
OG0003023	XP_026236288.1	NP_001411729.1, NP_001342107.1, NP_001411730.1, NP_001411733.1, NP_001411732.1, NP_001411731.1, NP_001034168.1, XP_006538719.1
OG0003024	XP_026241873.1	XP_017175372.1, NP_598640.2, NP_001366557.1
OG0003025	XP_026267212.1, XP_026267211.1	NP_666331.1
OG0003026	XP_026248800.1	NP_001344183.1, XP_036010163.1, NP_001344184.1, NP_001344182.1, NP_081379.1
OG0003027	XP_026255065.1	NP_001161418.1, NP_001350310.1, XP_011246836.1, NP_001350312.1, NP_001350311.1, NP_001350309.1, NP_083744.2
OG0003028	XP_026269060.1	NP_849210.1, NP_001258844.1, XP_006531604.1
OG0003029	XP_026269045.1	NP_056636.2
OG0003031	XP_026241431.1	XP_030105253.1, NP_001344948.1
OG0003032	XP_026256224.1	NP_080721.1, XP_036021338.1
OG0003033	XP_026252608.1, XP_026252610.1, XP_026252607.1, XP_026252612.1, XP_026252611.1, XP_026252609.1	NP_035844.2
OG0003034	XP_026252689.1	XP_006504504.1, NP_958761.1
OG0003035	XP_026261456.1, XP_026261455.1	NP_034882.2, NP_001345954.1, XP_036020731.1
OG0003036	XP_026261445.1	XP_006504820.1, NP_084047.2
OG0003037	XP_026256228.1	NP_001404262.1, NP_001276482.1, NP_001404261.1, NP_001404260.1, NP_001276481.1, NP_001404259.1, NP_001404258.1, NP_001404257.1, NP_001276480.1, NP_001276479.1
OG0003038	XP_026256222.1	NP_075747.3
OG0003039	XP_026236730.1, XP_026236731.1	NP_081103.1, XP_006508218.1
OG0003040	XP_026258249.1	NP_001182703.1
OG0003041	XP_026235808.1	XP_036014910.1, NP_694763.2
OG0003042	XP_026241257.1, XP_026241255.1, XP_026241258.1, XP_026241256.1, XP_026241253.1	NP_001277954.1
OG0003043	XP_026264957.1, XP_026264956.1	NP_001273944.1, NP_080319.2, NP_001033785.1
OG0003044	XP_026258867.1	XP_006534747.1, NP_058676.1
OG0003045	XP_026265760.1	NP_001350247.1, NP_081132.2, NP_001350248.1, NP_001350249.1, NP_001350250.1, NP_001350252.1, NP_001350251.1, XP_006535146.1
OG0003047	XP_026250289.1	NP_001193590.1
OG0003048	XP_026253001.1	NP_080300.1, NP_001265044.1
OG0003049	XP_026243272.1	NP_001171265.1, NP_937890.2, XP_017175228.1
OG0003050	XP_026244281.1	NP_997466.2, XP_006496899.1
OG0003051	XP_026244225.1	NP_001355597.1, NP_001139802.1
OG0003052	XP_026260753.1	XP_006501327.1
OG0003053	XP_026260718.1	NP_001240680.1
OG0003054	XP_026261834.1, XP_026261833.1	NP_001347316.1, NP_001347317.1, NP_062392.1
OG0003055	XP_026240876.1	NP_001396501.1, NP_001002012.1, NP_032327.2, NP_001396500.1
OG0003056	XP_026240883.1	XP_006515905.1, NP_001094941.1
OG0003058	XP_026261246.1, XP_026261244.1, XP_026261245.1	NP_035762.2, NP_001273051.1, NP_001351293.1, NP_001409354.1, NP_001409355.1, XP_006515862.1
OG0003059	XP_026251399.1, XP_026251396.1	XP_006498577.1
OG0003060	XP_026268212.1	NP_001333700.1
OG0003061	XP_026235609.1, XP_026264225.1	XP_006534693.1, NP_001035094.2
OG0003062	XP_026264174.1	NP_032090.3, NP_001152796.1
OG0003063	XP_026262426.1	NP_598799.1, NP_001025013.2, NP_001350293.1, XP_036012103.1
OG0003064	XP_026258052.1	NP_765985.1, NP_001343388.1, NP_001343387.1
OG0003065	XP_026264047.1	NP_058592.1
OG0003066	XP_026264029.1, XP_026264028.1	NP_001103465.1, NP_035561.1, XP_006532728.1
OG0003067	XP_026238230.1	XP_006532493.1
OG0003068	XP_026242719.1	XP_011247274.1, NP_033571.1, NP_001156780.1, NP_001156779.1
OG0003069	XP_026242917.1, XP_026242918.1, XP_026242916.1	NP_001359458.1
OG0003070	XP_026242641.1	NP_001349489.1
OG0003071	XP_026242535.1	NP_963903.2
OG0003072	XP_026253789.1	NP_778169.1, NP_001092280.1
OG0003073	XP_026244723.1	NP_080984.1
OG0003074	XP_026244664.1	NP_032904.1
OG0003075	XP_026244730.1	XP_006534061.1, NP_080473.1
OG0003076	XP_026249750.1	NP_001404193.1
OG0003077	XP_026249703.1	NP_001156809.1, NP_058025.2, NP_001156808.1
OG0003078	XP_026251393.1	NP_001408829.1, NP_001408824.1, NP_080900.1, NP_001408827.1, NP_001408826.1, NP_001408823.1, NP_001408822.1, NP_001408825.1, XP_006498328.1
OG0003079	XP_026251338.1	NP_001158036.2
OG0003080	XP_026254100.1, XP_026254102.1, XP_026254101.1	NP_001277112.1, NP_031863.3, XP_030100727.1
OG0003081	XP_026269355.1	NP_034078.2
OG0003082	XP_026250121.1, XP_026250118.1, XP_026250123.1, XP_026250122.1, XP_026250119.1	NP_001334472.1, NP_001156617.2
OG0003083	XP_026250130.1	NP_033905.3
OG0003084	XP_026266104.1, XP_026241551.1	NP_001398334.1
OG0003085	XP_026242984.1	XP_006514688.1
OG0003086	XP_026253962.1	NP_666088.1, NP_001162086.1, XP_006517267.1
OG0003087	XP_026270859.1	NP_001406013.1, NP_001406011.1, NP_001406012.1, NP_075720.1
OG0003088	XP_026235310.1	XP_006537831.3, NP_035732.2
OG0003089	XP_026246939.1	NP_001092793.1, NP_001342337.1, XP_006537571.1
OG0003090	XP_026249099.1, XP_026249100.1	NP_001343283.1, NP_659154.2, XP_006537930.1, NP_001343284.1
OG0003091	XP_026271074.1	NP_082110.1
OG0003092	XP_026239342.1	NP_001366297.1, XP_006524925.1, NP_081112.1
OG0003093	XP_026239489.1, XP_026239487.1, XP_026239488.1, XP_026239484.1, XP_026239486.1, XP_026239485.1, XP_026239491.1, XP_026239482.1, XP_026239490.1	XP_036016509.1
OG0003094	XP_026239301.1, XP_026239299.1	NP_001157201.2, XP_006525006.1, NP_082186.2
OG0003095	XP_026250237.1	XP_006524196.1, NP_950181.2, NP_001344925.1, NP_001344926.1
OG0003096	XP_026271070.1	NP_032676.2
OG0003097	XP_026271071.1	XP_036016752.1, NP_114069.2
OG0003098	XP_026235105.1	XP_030101286.1
OG0003098	XP_026269251.1, XP_026269252.1	NP_079874.1, NP_001343356.1, NP_001343357.1
OG0003099	XP_026266768.1	NP_001012453.1, XP_011248221.1, NP_001342516.1, NP_001012454.1, NP_536719.2
OG0003100	XP_026236532.1	NP_001344751.1, NP_077165.2
OG0003101	XP_026240311.1	NP_780711.1, XP_006520971.2
OG0003102	XP_026263538.1	NP_062330.1, XP_030104522.1
OG0003103	XP_026265627.1	NP_081236.1, XP_006521406.1
OG0003104	XP_026242427.1	NP_001034088.1, NP_001271274.1, XP_017176112.1
OG0003105	XP_026241906.1	NP_950197.1, XP_006535088.1
OG0003106	XP_026255127.1	NP_081879.1, XP_006503667.1
OG0003107	XP_026268842.1	NP_109600.2
OG0003108	XP_026247330.1	XP_030109951.1, NP_034003.1
OG0003109	XP_026263051.1	NP_079796.1
OG0003110	XP_026244498.1, XP_026244499.1, XP_026244497.1	NP_001398676.1
OG0003111	XP_026249271.1	NP_001344191.1, NP_001344192.1, NP_036032.2
OG0003112	XP_026266170.1	NP_001355995.1, NP_038876.3, XP_006503201.1
OG0003113	XP_026249264.1	NP_001153484.1, NP_032152.1
OG0003114	XP_026253595.1	NP_598442.1, XP_006503353.1
OG0003115	XP_026253488.1	NP_001405991.1, NP_001405990.1, NP_001405992.1, NP_075667.1
OG0003116	XP_026236801.1	NP_001311418.1, NP_033749.2
OG0003117	XP_026255257.1	NP_001123929.1
OG0003118	XP_026261962.1	NP_001297440.1, NP_001297441.1
OG0003119	XP_026251613.1	XP_006509814.1, NP_082458.1
OG0003120	XP_026260480.1	NP_001345941.1, NP_035921.2, XP_011240438.1, NP_001074262.1, NP_001273136.1
OG0003121	XP_026245292.1	XP_017168415.1, NP_001368858.1, NP_001153884.1
OG0003122	XP_026268628.1	NP_001103709.1
OG0003123	XP_026241805.1	NP_001396552.1
OG0003124	XP_026271036.1, XP_026254240.1	NP_598807.2
OG0003125	XP_026261634.1	NP_001164475.1
OG0003126	XP_026269877.1, XP_026269876.1	NP_001157000.1, NP_001156999.1
OG0003127	XP_026269858.1, XP_026269859.1	NP_083905.1
OG0003128	XP_026238512.1	NP_001104499.1, NP_001342552.1, XP_011238089.1, NP_001342551.1, NP_082417.3
OG0003130	XP_026239903.1	NP_080495.1
OG0003131	XP_026259449.1	NP_001404388.1, NP_057881.1, NP_001177377.1, NP_001404387.1, NP_001404386.1
OG0003132	XP_026266319.1	XP_006516622.1, NP_032406.1
OG0003133	XP_026240735.1	NP_001411611.1, NP_001346892.1, NP_001346894.1, NP_848843.1, NP_001346893.1
OG0003134	XP_026262293.1	NP_001406957.1, NP_033906.2, NP_001406956.1
OG0003135	XP_026252239.1, XP_026252240.1, XP_026252238.1	NP_001399867.1, NP_001399866.1, NP_035908.1
OG0003136	XP_026252360.1	NP_001348902.1
OG0003137	XP_026252363.1	NP_001153711.1, NP_032016.1, NP_001177365.1
OG0003138	XP_026270246.1	NP_001349328.1, NP_722490.1
OG0003139	XP_026263358.1	NP_001258543.1, NP_032025.2, NP_001397211.1, XP_006526726.1, NP_001258544.1
OG0003140	XP_026263405.1, XP_026263408.1, XP_026263407.1, XP_026263406.1, XP_026263409.1	NP_001348887.1
OG0003141	XP_026269807.1	NP_081457.1
OG0003143	XP_026263899.1	NP_033570.2, XP_011241261.1
OG0003144	XP_026238907.1	NP_001359321.1
OG0003145	XP_026239644.1	NP_780695.1
OG0003146	XP_026239773.1, XP_026239772.1, XP_026239774.1	NP_033179.2, NP_001278468.1, NP_001036244.1, XP_006511727.1, NP_001278467.1, NP_001278466.1
OG0003147	XP_026239746.1, XP_026239745.1, XP_026239744.1	NP_001186146.1, NP_001186147.1, NP_076294.2, XP_030100556.1
OG0003148	XP_026239630.1, XP_026239629.1	NP_598505.1, NP_001365860.1, NP_001365859.1
OG0003149	XP_026245867.1, XP_026245868.1, XP_026245866.1	NP_001103723.2, NP_683727.3, XP_017168648.1
OG0003150	XP_026245886.1	XP_011240634.1, NP_598733.2
OG0003151	XP_026255384.1	NP_612176.1, XP_011240920.1, NP_001192086.1, NP_001192087.1, NP_001346227.1, NP_001346228.1
OG0003152	XP_026255481.1	XP_011240901.1, NP_660136.1
OG0003153	XP_026260017.1, XP_026260018.1, XP_026260016.1	NP_778154.1
OG0003154	XP_026269740.1	NP_079830.2
OG0003155	XP_026269760.1	XP_036011769.1, NP_001028645.1
OG0003156	XP_026240476.1	NP_001355807.1
OG0003157	XP_026240516.1	NP_081010.1
OG0003158	XP_026240486.1	NP_082519.1
OG0003159	XP_026256781.1, XP_026256782.1	NP_033303.3, NP_001076021.1
OG0003160	XP_026270159.1	NP_001346984.1, NP_001346985.1, NP_001346982.1, NP_062375.1
OG0003161	XP_026270278.1	NP_038671.2, XP_006540776.1, NP_001157037.1, NP_001404109.1
OG0003162	XP_026268064.1	NP_001405889.1
OG0003163	XP_026249442.1	NP_001307649.1, NP_001307654.1
OG0003164	XP_026255251.1	NP_001403200.1
OG0003165	XP_026255904.1	NP_795927.2, NP_001363971.1
OG0003166	XP_026237734.1	XP_006508923.1, NP_080200.1
OG0003167	XP_026244321.1	XP_006525144.1, NP_852062.1
OG0003168	XP_026239683.1	XP_036011263.1, NP_001074778.1
OG0003169	XP_026239715.1	NP_082838.2
OG0003169	XP_026239675.1	XP_030100551.1, NP_083661.2
OG0003170	XP_026237919.1	XP_030100247.1, NP_001094953.1
OG0003171	XP_026248723.1	NP_849223.2
OG0003172	XP_026257846.1, XP_026257847.1	NP_001403894.1
OG0003173	XP_026238951.1	NP_032421.2, NP_001230641.1
OG0003174	XP_026237703.1	NP_954866.2
OG0003175	XP_026251842.1, XP_026251844.1	XP_006529326.1, NP_033024.1, NP_001153197.2
OG0003176	XP_026259187.1	NP_001156942.1
OG0003177	XP_026267856.1	XP_011246487.1, NP_001289274.1, NP_001289273.1, NP_035416.1
OG0003178	XP_026259212.1	XP_036021414.1, NP_082487.1
OG0003180	XP_026268324.1	NP_001366467.1, NP_032142.1, NP_001366469.1, NP_001366470.1, NP_001292921.1, NP_001366466.1, NP_001366468.1
OG0003181	XP_026271064.1	NP_082292.1
OG0003182	XP_026269660.1, XP_026269659.1	XP_006506712.1, NP_001404665.1, NP_001074517.1, NP_001404664.1
OG0003183	XP_026263035.1	NP_001366065.1
OG0003184	XP_026259084.1	NP_666283.1, NP_001404586.1, XP_006506595.1
OG0003185	XP_026259090.1, XP_026259089.1	NP_001091086.1, NP_659187.2, XP_006506428.1, NP_776289.2
OG0003186	XP_026235104.1	NP_001396396.1, NP_001396399.1, NP_001396398.1, NP_001127863.1, NP_112436.1, NP_001396397.1
OG0003187	XP_026266678.1	NP_149069.1, XP_011239671.1, NP_001076791.1, NP_001272947.1
OG0003188	XP_026267891.1	NP_080621.1
OG0003189	XP_026269952.1, XP_026269951.1	NP_001288230.1
OG0003191	XP_026266493.1	NP_032996.2
OG0003192	XP_026256436.1, XP_026256438.1, XP_026256437.1, XP_026256439.1	NP_082279.1, XP_036015490.1
OG0003193	XP_026262885.1, XP_026262886.1	NP_001405593.1
OG0003194	XP_026262808.1	NP_899079.1
OG0003195	XP_026254532.1	NP_036003.2
OG0003196	XP_026254580.1, XP_026254581.1, XP_026254579.1	NP_082161.2, XP_006521478.1
OG0003197	XP_026237763.1	NP_666064.3
OG0003198	XP_026256902.1, XP_026256901.1	NP_598507.3
OG0003199	XP_026236417.1	XP_030106868.1, NP_001239430.1
OG0003200	XP_026266075.1	NP_001137227.1, XP_006536325.1, NP_081440.1
OG0003202	XP_026246571.1	XP_006538014.1
OG0003203	XP_026240333.1	NP_062727.1, XP_006537646.1
OG0003205	XP_026243552.1, XP_026243551.1	NP_001182360.1, NP_036173.1, XP_006511267.1
OG0003206	XP_026247680.1	NP_077216.1
OG0003207	XP_026245826.1	XP_006511330.1, NP_001033799.1, NP_057920.2
OG0003208	XP_026243617.1	NP_201577.3, NP_001355233.1
OG0003209	XP_026243518.1	XP_011240976.2
OG0003210	XP_026243597.1	NP_082623.1
OG0003211	XP_026251927.1, XP_026251926.1, XP_026251925.1	NP_058620.2
OG0003212	XP_026263241.1	XP_006501801.1, NP_001177781.1, NP_001177783.1, NP_001177784.1, NP_001177785.1
OG0003213	XP_026264780.1	NP_001346277.1, NP_001346273.1, NP_001387445.1, NP_081245.1, NP_001346279.1, NP_001346278.1, NP_001346261.1, XP_006535255.1, NP_001346252.1, NP_001387446.1
OG0003214	XP_026258928.1	XP_006534938.1, NP_940814.1, NP_001346839.1, NP_001346842.1
OG0003216	XP_026250459.1	NP_001103487.1
OG0003217	XP_026252038.1	NP_001007461.1, XP_006522374.1, NP_001355632.1
OG0003218	XP_026250448.1, XP_026250441.1, XP_026250455.1	NP_031440.1
OG0003219	XP_026250590.1	NP_081174.1, NP_001172091.1, NP_001386223.1
OG0003220	XP_026238607.1	NP_032865.2
OG0003221	XP_026257959.1	NP_666154.3, NP_001164114.1
OG0003222	XP_026257234.1	XP_011237335.1, NP_001407409.1, NP_038641.1, NP_001132981.1, NP_001407410.1, NP_001407411.1
OG0003223	XP_026248859.1	NP_001153036.1, NP_067334.1, XP_006498871.1
OG0003224	XP_026266925.1	NP_056551.2
OG0003225	XP_026245368.1	NP_780721.1
OG0003226	XP_026255110.1, XP_026255111.1	XP_006496371.1
