Orthogroup	Urocitellus_parryii	Saimiri_boliviensis_boliviensis
OG0001203	XP_026255167.1	XP_010343418.2, XP_010343415.2, XP_010343417.2
OG0001204	XP_026256005.1, XP_026256004.1	XP_003935195.1
OG0001205	XP_026243422.1	XP_039318024.1, XP_039318025.1
OG0001206	XP_026249208.1	XP_003937547.1
OG0001207	XP_026266183.1	XP_003937038.2
OG0001208	XP_026269991.1, XP_026269990.1, XP_026269989.1, XP_026269988.1, XP_026269992.1	XP_010333405.2
OG0001210	XP_026248507.1	XP_010336930.1, XP_003928054.1, XP_010336931.1
OG0001211	XP_026240472.1	XP_003928036.2
OG0001211	XP_026250899.1	XP_039329177.1
OG0001212	XP_026251736.1, XP_026251737.1	XP_010336864.2, XP_003927986.2, XP_010336865.2
OG0001213	XP_026251611.1	XP_010344411.1
OG0001214	XP_026256395.1	XP_039324013.1
OG0001215	XP_026262775.1	XP_003935268.1
OG0001215	XP_026249268.1	XP_010345861.1
OG0001216	XP_026235129.1, XP_026235128.1, XP_026235127.1	XP_039327152.1, XP_039327151.1, XP_039327153.1
OG0001218	XP_026245904.1	XP_003926476.1
OG0001218	XP_026245654.1	XP_010335313.2
OG0001219	XP_026238702.1	XP_010335909.1
OG0001220	XP_026240809.1	XP_010339910.1, XP_010339911.1
OG0001221	XP_026238442.1, XP_026240812.1, XP_026240813.1	XP_003942650.2, XP_010328730.2, XP_003942651.2
OG0001223	XP_026264124.1	XP_010345213.1
OG0001224	XP_026246723.1	XP_039335198.1, XP_039335199.1
OG0001225	XP_026246799.1	XP_010341429.1, XP_010341426.1, XP_010341425.1, XP_010341427.1, XP_010341428.1, XP_039335704.1
OG0001226	XP_026253306.1	XP_039316942.1
OG0001227	XP_026254440.1	XP_039327752.1, XP_039327751.1
OG0001228	XP_026254571.1, XP_026254572.1	XP_039327972.1, XP_039327973.1, XP_039334587.1
OG0001229	XP_026259058.1	XP_003942206.1
OG0001230	XP_026259007.1	XP_039317557.1, XP_039317558.1
OG0001231	XP_026235663.1	XP_010335655.2, XP_003926666.2, XP_003926665.2, XP_039324252.1
OG0001233	XP_026254574.1	XP_003939272.2
OG0001234	XP_026266636.1	XP_010338907.2, XP_039324029.1
OG0001235	XP_026245548.1	XP_003928940.1, XP_039324766.1
OG0001236	XP_026247109.1	XP_039318844.1, XP_003941666.1
OG0001237	XP_026269190.1	XP_039318744.1, XP_039318745.1
OG0001238	XP_026240661.1	XP_039324946.1
OG0001239	XP_026240570.1	XP_039325007.1
OG0001240	XP_026243520.1	XP_010330342.1, XP_010330340.1, XP_010330341.1
OG0001241	XP_026249318.1, XP_026249316.1, XP_026249317.1	XP_003927696.2
OG0001242	XP_026266408.1	XP_039324114.1, XP_039324115.1, XP_039324116.1, XP_039330552.1, XP_039329884.1
OG0001243	XP_026254783.1	XP_039324200.1
OG0001245	XP_026259435.1	XP_010333999.1
OG0001246	XP_026263503.1	XP_039318652.1, XP_039318653.1, XP_039318651.1, XP_039318650.1
OG0001247	XP_026237242.1	XP_039335051.1, XP_003943419.2
OG0001247	XP_026237243.1	XP_003943421.2
OG0001248	XP_026266119.1	XP_039331455.1
OG0001249	XP_026258433.1	XP_003935920.1
OG0001249	XP_026250948.1, XP_026250949.1	XP_003920347.1
OG0001250	XP_026250956.1	XP_039331508.1, XP_003932662.1, XP_039331509.1, XP_003920375.1, XP_010347078.1, XP_003938224.1
OG0001251	XP_026269607.1	XP_039320051.1
OG0001253	XP_026268057.1	XP_003919989.2
OG0001254	XP_026235759.1	XP_003926845.1, XP_039331052.1
OG0001254	XP_026243561.1	XP_039324596.1
OG0001255	XP_026246638.1	XP_039324158.1, XP_039324154.1, XP_039324151.1
OG0001256	XP_026268080.1	XP_039316581.1, XP_039316580.1, XP_039316582.1
OG0001257	XP_026257434.1, XP_026257436.1, XP_026257433.1, XP_026257435.1	XP_010328820.1
OG0001258	XP_026240509.1, XP_026240510.1	XP_010336891.1
OG0001259	XP_026260041.1	XP_039322406.1, XP_010347815.2, XP_003938891.2
OG0001260	XP_026246746.1, XP_026246747.1	XP_010341403.1
OG0001261	XP_026260428.1	XP_039326217.1
OG0001262	XP_026245740.1, XP_026245744.1	XP_010328456.1
OG0001263	XP_026252809.1, XP_026252807.1, XP_026252810.1, XP_026252808.1, XP_026252806.1, XP_026252805.1	XP_003930000.1
OG0001264	XP_026265527.1	XP_039335585.1
OG0001264	XP_026265529.1, XP_026265528.1	XP_003941112.1
OG0001265	XP_026239184.1	XP_039321767.1
OG0001266	XP_026265617.1, XP_026265626.1	XP_003921457.1
OG0001268	XP_026256841.1, XP_026256837.1, XP_026256839.1	XP_003923430.2
OG0001269	XP_026256727.1	XP_003923889.2
OG0001271	XP_026246796.1	XP_003932650.1
OG0001271	XP_026244476.1	XP_003926049.1
OG0001272	XP_026248850.1	XP_003942979.1
OG0001272	XP_026266250.1	XP_003940341.1
OG0001273	XP_026259626.1, XP_026259623.1, XP_026259625.1, XP_026259622.1, XP_026259624.1	XP_003944563.1
OG0001274	XP_026267925.1	XP_039322357.1, XP_010329265.1, XP_039322358.1, XP_010329264.1
OG0001275	XP_026246980.1	XP_039326265.1
OG0001276	XP_026247378.1	XP_003921321.2
OG0001277	XP_026240199.1	XP_003920596.1
OG0001278	XP_026240236.1	XP_003920605.1
OG0001279	XP_026258422.1, XP_026250329.1	XP_039328846.1, XP_010339084.2
OG0001280	XP_026244035.1	XP_010348295.2, XP_010348301.2
OG0001281	XP_026263643.1	XP_003932704.1
OG0001282	XP_026262451.1	XP_003939804.1
OG0001283	XP_026262449.1, XP_026262448.1	XP_003942598.1
OG0001284	XP_026236260.1	XP_039316499.1
OG0001284	XP_026263692.1	XP_010331462.1
OG0001285	XP_026249408.1, XP_026249409.1, XP_026249407.1	XP_003925926.1, XP_010334929.1, XP_003925927.1, XP_010334928.1
OG0001286	XP_026253960.1	XP_003936234.2
OG0001286	XP_026257791.1	XP_003929578.1, XP_039335074.1
OG0001287	XP_026259242.1, XP_026259243.1, XP_026259241.1	XP_010332724.1, XP_003923633.1
OG0001288	XP_026236526.1	XP_003931410.1
OG0001289	XP_026236113.1	XP_003929336.1
OG0001290	XP_026270710.1, XP_026270709.1, XP_026270712.1, XP_026270711.1, XP_026270708.1, XP_026270707.1	XP_010348664.1, XP_010348665.1
OG0001291	XP_026268669.1	XP_003939685.1
OG0001291	XP_026267694.1, XP_026267695.1	XP_003931157.1
OG0001292	XP_026255064.1, XP_026255062.1	XP_039332536.1
OG0001293	XP_026256205.1	XP_010338967.1
OG0001294	XP_026238224.1	XP_003940801.1
OG0001294	XP_026241032.1	XP_003928508.1
OG0001295	XP_026252925.1, XP_026252926.1	XP_039331388.1, XP_039321517.1
OG0001296	XP_026243162.1	XP_003930480.2
OG0001297	XP_026269590.1	XP_039331594.1, XP_039327255.1, XP_010328282.1, XP_039318009.1
OG0001298	XP_026261861.1, XP_026261862.1	XP_010333358.1, XP_039325302.1
OG0001299	XP_026251313.1	XP_010350478.2
OG0001300	XP_026251280.1	XP_039317412.1
OG0001301	XP_026242215.1	XP_003940079.1
OG0001302	XP_026269335.1	XP_039319042.1
OG0001304	XP_026269617.1, XP_026269616.1	XP_003920691.1
OG0001305	XP_026257065.1	XP_003933977.1
OG0001306	XP_026269774.1	XP_003944954.1
OG0001306	XP_026243723.1	XP_039330555.1
OG0001307	XP_026237557.1, XP_026237764.1	XP_010336432.2, XP_010336431.2, XP_010336430.2, XP_039323738.1
OG0001308	XP_026239261.1, XP_026239260.1	XP_010332325.1, XP_010332324.1
OG0001309	XP_026239263.1, XP_026239264.1, XP_026239265.1, XP_026239262.1	XP_039323729.1
OG0001310	XP_026239332.1	XP_039323445.1, XP_039323444.1
OG0001311	XP_026239187.1	XP_003923063.1, XP_010332185.1, XP_003923065.1
OG0001312	XP_026266112.1	XP_010345651.1
OG0001313	XP_026254725.1	XP_010335433.1, XP_039323861.1, XP_003926411.1, XP_010335435.1, XP_039323860.1
OG0001314	XP_026243516.1	XP_039327456.1
OG0001315	XP_026270612.1	XP_003935175.1
OG0001316	XP_026253510.1	XP_010345720.1
OG0001317	XP_026252816.1	XP_010338468.1
OG0001318	XP_026248509.1	XP_010336926.1
OG0001319	XP_026235588.1	XP_039328794.1, XP_010338766.1, XP_039328795.1, XP_010338762.1, XP_010338763.1, XP_010338764.1
OG0001321	XP_026245277.1	XP_003933888.1
OG0001322	XP_026259431.1	XP_003935270.1, XP_039335152.1
OG0001323	XP_026253239.1	XP_003922612.1, XP_010331711.1, XP_003922611.1, XP_010331710.1
OG0001324	XP_026259673.1, XP_026259674.1	XP_039316066.1, XP_039316067.1, XP_010328032.1
OG0001325	XP_026259864.1	XP_010328002.2
OG0001326	XP_026243413.1	XP_010339621.1, XP_003930801.1
OG0001327	XP_026251537.1, XP_026251536.1	XP_010342539.1
OG0001328	XP_026260521.1	XP_010331578.1
OG0001329	XP_026254948.1, XP_026254947.1	XP_003920067.1
OG0001331	XP_026267084.1, XP_026267083.1	XP_003943345.1
OG0001332	XP_026252489.1, XP_026252488.1, XP_026252487.1, XP_026252486.1, XP_026252485.1, XP_026252484.1, XP_026252481.1, XP_026252482.1	XP_039326379.1, XP_003941263.1, XP_010350285.1, XP_003941264.1, XP_039326378.1, XP_010350286.1, XP_010350287.1
OG0001333	XP_026252441.1	XP_003937757.2
OG0001334	XP_026238812.1, XP_026238813.1, XP_026238811.1	XP_010336062.1, XP_003927102.1, XP_039334474.1, XP_010336063.1
OG0001335	XP_026239803.1	XP_039316117.1, XP_039333505.1, XP_039333506.1
OG0001336	XP_026269803.1	XP_039322094.1, XP_039322093.1
OG0001337	XP_026262526.1	XP_010339808.2
OG0001338	XP_026241609.1	XP_039335567.1, XP_010350128.1
OG0001339	XP_026265493.1	XP_010350097.2
OG0001340	XP_026244184.1, XP_026244186.1	XP_039329152.1, XP_010330565.1, XP_003919772.1, XP_039329151.1
OG0001341	XP_026268421.1	XP_039329226.1, XP_003919783.2, XP_003919782.2
OG0001342	XP_026241766.1, XP_026241767.1	XP_039328162.1, XP_039328266.1, XP_003932396.2
OG0001343	XP_026264316.1	XP_003938534.1, XP_010347499.1, XP_010347498.1, XP_010347497.1
OG0001344	XP_026264727.1	XP_010347426.2
OG0001345	XP_026256398.1	XP_039317593.1
OG0001346	XP_026256451.1, XP_026256449.1, XP_026256450.1, XP_026256452.1	XP_003941495.1, XP_003941496.1
OG0001347	XP_026254599.1	XP_003939307.2
OG0001348	XP_026263716.1, XP_026263678.1, XP_026263675.1, XP_026263693.1	XP_010331487.1, XP_003922350.1
OG0001349	XP_026263696.1, XP_026263694.1, XP_026263697.1, XP_026263695.1	XP_003922335.1
OG0001350	XP_026244973.1	XP_039320966.1, XP_039320967.1, XP_010331294.2
OG0001351	XP_026244882.1, XP_026244880.1, XP_026244881.1	XP_003922251.1, XP_010331261.1
OG0001352	XP_026247657.1	XP_003928962.2
OG0001353	XP_026243499.1	XP_003944833.1, XP_039324867.1
OG0001354	XP_026260437.1, XP_026260438.1	XP_003929539.2
OG0001355	XP_026234993.1	XP_039333523.1, XP_039333521.1, XP_039333522.1, XP_010335253.2
OG0001356	XP_026234996.1	XP_010335242.1, XP_003926238.1
OG0001357	XP_026240372.1	XP_039318567.1, XP_039335600.1
OG0001358	XP_026244821.1	XP_039325670.1, XP_039325669.1, XP_010349870.1
OG0001360	XP_026235354.1	XP_039319938.1, XP_003931145.1
OG0001361	XP_026257174.1	XP_003924138.1
OG0001362	XP_026269535.1, XP_026269534.1	XP_003939555.1, XP_010348461.1
OG0001363	XP_026262489.1	XP_010348523.1
OG0001364	XP_026261384.1	XP_003931189.1
OG0001365	XP_026268567.1	XP_039320088.1
OG0001366	XP_026263183.1, XP_026263182.1	XP_010329864.1, XP_010329863.1, XP_039327022.1
OG0001368	XP_026267881.1, XP_026267880.1, XP_026267882.1, XP_026267887.1, XP_026267883.1	XP_003934564.2
OG0001372	XP_026243341.1	XP_003939528.2
OG0001372	XP_026243370.1	XP_003939638.1
OG0001373	XP_026252352.1	XP_039327409.1
OG0001373	XP_026241765.1	XP_003932298.1
OG0001374	XP_026260917.1	XP_039332505.1
OG0001375	XP_026268001.1	XP_039318052.1
OG0001376	XP_026264507.1	XP_010338238.1
OG0001378	XP_026243700.1	XP_039329814.1
OG0001379	XP_026239020.1	XP_003930410.2, XP_039322177.1
OG0001380	XP_026257375.1	XP_010348245.1, XP_039317724.1, XP_039333987.1
OG0001381	XP_026257382.1	XP_039317882.1
OG0001382	XP_026245050.1	XP_003935663.1
OG0001383	XP_026242423.1, XP_026242424.1	XP_010336721.1
OG0001384	XP_026236616.1	XP_003937938.1
OG0001385	XP_026268755.1, XP_026268754.1	XP_039315792.1
OG0001387	XP_026262326.1	XP_039327217.1, XP_039327218.1
OG0001388	XP_026256858.1	XP_003923439.2
OG0001390	XP_026260360.1, XP_026260353.1	XP_010332709.1
OG0001391	XP_026242328.1, XP_026242325.1	XP_010349694.2
OG0001392	XP_026256792.1	XP_003923873.1
OG0001394	XP_026237720.1	XP_003933188.2, XP_003933128.2
OG0001395	XP_026264920.1	XP_039318678.1
OG0001396	XP_026237165.1	XP_039321956.1
OG0001397	XP_026235057.1	XP_010346307.1, XP_003937478.1, XP_010346306.1
OG0001398	XP_026246989.1	XP_003937349.1, XP_010346161.1, XP_003937350.1
OG0001399	XP_026264363.1	XP_003930727.1
OG0001400	XP_026240205.1	XP_003920595.1
OG0001401	XP_026240222.1	XP_003934027.1
OG0001401	XP_026251106.1	XP_039324370.1
OG0001402	XP_026247458.1, XP_026247459.1, XP_026247462.1	XP_039330261.1, XP_003934873.1, XP_003934872.1
OG0001403	XP_026247464.1	XP_010343716.2
OG0001404	XP_026239710.1	XP_003930993.2
OG0001404	XP_026259370.1	XP_039330305.1
OG0001405	XP_026256288.1, XP_026256287.1	XP_039324686.1
OG0001406	XP_026259901.1, XP_026259902.1	XP_010339427.1, XP_039325171.1
OG0001407	XP_026243946.1	NP_001266902.1, XP_010345114.1
OG0001408	XP_026243976.1	XP_039335987.1, XP_039334763.1
OG0001409	XP_026260335.1, XP_026260329.1	XP_010332977.1
OG0001410	XP_026258481.1	XP_010332715.2
OG0001411	XP_026249755.1	XP_003931399.1
OG0001411	XP_026237035.1	XP_003938571.1
OG0001412	XP_026248784.1	XP_039328157.1, XP_003938118.1
OG0001413	XP_026260279.1	XP_010345131.1, XP_039334120.1, XP_039334117.1, XP_010345132.1
OG0001414	XP_026268914.1, XP_026268913.1	XP_010343021.1, XP_010343022.1, XP_010343023.1
OG0001415	XP_026244770.1	XP_003933067.1
OG0001415	XP_026241322.1	XP_039333796.1
OG0001416	XP_026258630.1	XP_010342291.1, XP_010342292.1, XP_010342293.1
OG0001417	XP_026256200.1, XP_026256198.1, XP_026256201.1	XP_039316282.1, XP_039319696.1
OG0001418	XP_026261497.1	XP_010329916.1
OG0001419	XP_026244792.1	XP_039332311.1
OG0001419	XP_026261473.1	XP_039326131.1
OG0001420	XP_026261461.1	XP_010342877.2, XP_039327485.1
OG0001421	XP_026256240.1, XP_026256242.1	XP_039334083.1, XP_039334084.1, XP_010338962.2
OG0001422	XP_026247884.1, XP_026247883.1, XP_026247882.1, XP_026247881.1	XP_010339114.2
OG0001423	XP_026247909.1	XP_003930252.1
OG0001423	XP_026262415.1	XP_039332525.1
OG0001424	XP_026266016.1	XP_003921473.1
OG0001425	XP_026243164.1	XP_003930471.1
OG0001425	XP_026243260.1, XP_026243259.1	XP_010339303.1, XP_003930470.1
OG0001426	XP_026270915.1	XP_010350679.1
OG0001426	XP_026262927.1	XP_010339212.1
OG0001427	XP_026260734.1, XP_026260739.1, XP_026260735.1, XP_026260738.1, XP_026260736.1	XP_010346771.2
OG0001428	XP_026260609.1	XP_039328983.1
OG0001429	XP_026249570.1	XP_010335107.2, XP_003926119.2
OG0001430	XP_026236839.1	XP_010335820.2
OG0001430	XP_026246866.1	XP_003930607.2
OG0001431	XP_026261303.1	XP_039318746.1, XP_010336320.2
OG0001432	XP_026261308.1	XP_039318715.1
OG0001433	XP_026260519.1	XP_010340668.1
OG0001434	XP_026264063.1	XP_010329780.2, XP_003943665.2, XP_010329778.2, XP_010329779.2
OG0001435	XP_026268154.1	XP_010329793.1
OG0001436	XP_026263592.1	XP_039335024.1, XP_039332805.1
OG0001436	XP_026263007.1	XP_039316299.1
OG0001437	XP_026263094.1, XP_026263095.1	XP_010340248.1, XP_039332142.1, XP_039332141.1
OG0001438	XP_026254169.1	XP_003939368.1
OG0001439	XP_026242447.1, XP_026242448.1	XP_003926583.1
OG0001440	XP_026253586.1	XP_003929699.1
OG0001441	XP_026242982.1, XP_026242981.1	XP_010331826.1, XP_003922726.1
OG0001442	XP_026239414.1	XP_039323636.1, XP_039323637.1, XP_039323638.1
OG0001443	XP_026250287.1, XP_026250286.1	XP_003923108.2, XP_010332240.2
OG0001444	XP_026265592.1	XP_039320667.1, XP_039320665.1, XP_039320666.1, XP_003942087.1
OG0001445	XP_026235740.1	XP_003935422.2, XP_039320566.1
OG0001446	XP_026263964.1	XP_010342419.1
OG0001447	XP_026249219.1	XP_039330501.1, XP_003937576.1
OG0001448	XP_026262646.1	XP_003937591.1
OG0001449	XP_026268489.1	XP_039328808.1
OG0001450	XP_026236062.1	XP_010328533.2
OG0001451	XP_026235992.1, XP_026235995.1, XP_026235993.1	XP_039315966.1, XP_039315963.1
OG0001453	XP_026235109.1	XP_003943357.2
OG0001454	XP_026252278.1	XP_010346652.1, XP_010346650.1, XP_010346653.1, XP_010346651.1
OG0001455	XP_026239788.1	XP_003936654.1
OG0001456	XP_026255530.1	XP_003938994.1, XP_010347931.1, XP_010347930.1
OG0001457	XP_026260135.1	XP_010347806.2
OG0001457	XP_026260132.1	XP_003938881.1
OG0001458	XP_026267426.1, XP_026267430.1	XP_010333438.1, XP_010333442.1, XP_003920227.3, XP_039326820.1
OG0001459	XP_026249490.1	XP_039329204.1
OG0001459	XP_026248017.1	XP_003940798.2
OG0001460	XP_026244178.1	XP_039329393.1, XP_039329394.1, XP_010339986.2
OG0001461	XP_026263869.1	XP_010339747.1
OG0001462	XP_026263648.1	XP_039335201.1, XP_039335202.1, XP_039335203.1
OG0001463	XP_026268518.1	XP_039325712.1, XP_039325462.1, XP_039325711.1, XP_010345498.2
OG0001465	XP_026264702.1	XP_003938490.2
OG0001465	XP_026264696.1	XP_003938500.2
OG0001466	XP_026241850.1	XP_039327509.1
OG0001467	XP_026269135.1, XP_026269136.1, XP_026269134.1	XP_010347472.1
OG0001468	XP_026254520.1, XP_026254523.1, XP_026254522.1, XP_026254521.1	XP_039327764.1, XP_039327765.1, XP_039327766.1
OG0001469	XP_026254612.1	XP_003939324.1
OG0001470	XP_026249571.1, XP_026238590.1	XP_039328882.1
OG0001471	XP_026255300.1, XP_026255302.1, XP_026255299.1	XP_003930053.2, XP_003925499.1
OG0001472	XP_026253135.1	XP_003922429.1
OG0001473	XP_026235414.1	XP_003924208.2
OG0001474	XP_026244878.1, XP_026244877.1	XP_003922238.1
OG0001475	XP_026248026.1	XP_010344530.1
OG0001476	XP_026243566.1	XP_003943047.2
OG0001477	XP_026249338.1	XP_003927721.1
OG0001478	XP_026236155.1	XP_003927681.1, XP_010336590.1
OG0001479	XP_026245472.1, XP_026245473.1, XP_026245474.1	XP_010338352.1, XP_003929485.1
OG0001480	XP_026269552.1	XP_010333077.1
OG0001481	XP_026251899.1	XP_039333296.1, XP_039333298.1, XP_039333297.1, XP_039333295.1, XP_039333294.1, XP_039333292.1, XP_039333293.1
OG0001482	XP_026265792.1	XP_039336203.1, XP_039336205.1, XP_039336204.1
OG0001483	XP_026271093.1, XP_026271095.1, XP_026271096.1	XP_039323359.1, XP_039323356.1, XP_039323360.1, XP_039323357.1
OG0001484	XP_026245343.1	XP_003921941.1
OG0001485	XP_026255088.1	XP_039334955.1, XP_010334775.2, XP_003925742.2
OG0001486	XP_026246205.1, XP_026246206.1	XP_039325752.1, XP_010334545.2, XP_010334544.2, XP_039325751.1
OG0001488	XP_026237750.1	XP_010330179.2, XP_039331616.1
OG0001489	XP_026252566.1	XP_010344650.1
OG0001490	XP_026252578.1	XP_003935896.2
OG0001491	XP_026268476.1	XP_039319907.1
OG0001492	XP_026269596.1	XP_039328299.1, XP_003931167.2, XP_039330716.1
OG0001493	XP_026261860.1	XP_039325303.1, XP_003924377.1, XP_010333360.1
OG0001494	XP_026253343.1	XP_039316939.1, XP_010346108.1, XP_010346032.2, XP_010346036.1, XP_010346038.2, XP_010346107.1
OG0001497	XP_026269972.1, XP_026270027.1, XP_026269971.1	XP_003924425.1
OG0001502	XP_026251614.1, XP_026251615.1	XP_003942765.1
OG0001503	XP_026269824.1	XP_039319300.1
OG0001503	XP_026255980.1	XP_003920630.1
OG0001504	XP_026252674.1, XP_026252665.1, XP_026252681.1	XP_003927925.1, XP_003927926.1
OG0001505	XP_026235944.1	XP_010349768.1
OG0001506	XP_026237988.1, XP_026237569.1	XP_003923866.1
OG0001507	XP_026240489.1, XP_026240490.1	XP_010336883.1
OG0001508	XP_026236107.1	XP_039332243.1
OG0001509	XP_026246987.1, XP_026246988.1	XP_039322018.1
OG0001510	XP_026245125.1, XP_026245124.1, XP_026245123.1, XP_026245127.1, XP_026245126.1	XP_003927052.1, XP_010336014.1
OG0001511	XP_026241975.1, XP_026241974.1, XP_026241973.1	XP_003928071.1, XP_003928070.1, XP_010336948.1, XP_010336949.1
OG0001512	XP_026258331.1, XP_026257883.1	XP_039335182.1, XP_039336185.1
OG0001513	XP_026242549.1	XP_003942832.1
OG0001513	XP_026242543.1	XP_039332457.1
OG0001514	XP_026255238.1	XP_039317983.1
OG0001514	XP_026253897.1	XP_039324496.1
OG0001516	XP_026270489.1	XP_010347734.1, XP_010347735.1, XP_010347732.1, XP_010347731.1, XP_010347730.1, XP_010347733.1
OG0001517	XP_026237107.1	XP_003920133.2
OG0001519	XP_026260334.1	XP_003923610.1
OG0001521	XP_026256855.1	XP_003923438.2
OG0001522	XP_026235560.1	XP_003944449.1
OG0001523	XP_026265730.1	XP_003926107.2
OG0001524	XP_026257783.1, XP_026257784.1, XP_026257785.1	XP_039319550.1, XP_039319549.1, XP_003924926.1, XP_039319551.1
OG0001525	XP_026270037.1	XP_039317371.1
OG0001526	XP_026238179.1, XP_026238177.1, XP_026238178.1	XP_039323019.1, XP_039323011.1, XP_039323016.1, XP_039323013.1, XP_039323012.1, XP_039323018.1, XP_039323015.1, XP_039323014.1, XP_039323017.1
OG0001527	XP_026236973.1	XP_010330271.1
OG0001527	XP_026262439.1	XP_003931856.2
OG0001528	XP_026268410.1, XP_026268411.1	XP_003943129.1, XP_003943130.1
OG0001529	XP_026264190.1	XP_039332044.1
OG0001530	XP_026266230.1	XP_039322453.1, XP_039322456.1, XP_010349300.1, XP_010349299.1, XP_039322454.1, XP_039322455.1
OG0001531	XP_026269970.1	XP_010333665.2
OG0001531	XP_026259643.1	XP_039322227.1
OG0001532	XP_026259559.1	XP_010349445.2
OG0001533	XP_026267967.1	XP_039322737.1
OG0001533	XP_026267938.1	XP_003943174.1
OG0001534	XP_026257051.1, XP_026257052.1	XP_039324358.1
OG0001535	XP_026250825.1	XP_010338325.1, XP_003920762.1
OG0001536	XP_026241685.1, XP_026241684.1, XP_026241686.1, XP_026241683.1	XP_010338638.1
OG0001537	XP_026268454.1, XP_026268455.1	XP_039336033.1, XP_039336032.1
OG0001538	XP_026235257.1, XP_026235256.1, XP_026235255.1	XP_010343457.1
OG0001539	XP_026249058.1	XP_039327476.1, XP_039327477.1
OG0001540	XP_026242924.1, XP_026238655.1	XP_039324192.1, XP_010342423.2
OG0001541	XP_026269336.1	XP_039320199.1
OG0001542	XP_026245466.1	XP_003929490.1
OG0001542	XP_026246045.1	XP_039334241.1
OG0001543	XP_026262443.1	XP_039334365.1
OG0001544	XP_026251158.1	XP_003934790.1, XP_003934792.1
OG0001545	XP_026259265.1	XP_003923636.1
OG0001546	XP_026254829.1	XP_003923802.1, XP_010332903.1, XP_003923803.1
