Orthogroup	Urocitellus_parryii	Ursus_americanus
OG0001861	XP_026269389.1	XP_045646362.1
OG0001862	XP_026238051.1	XP_045653367.1
OG0001863	XP_026246445.1	XP_045634128.1
OG0001863	XP_026265205.1	XP_045634204.1
OG0001864	XP_026238019.1	XP_045655450.1
OG0001865	XP_026270651.1	XP_045659399.1
OG0001866	XP_026236285.1, XP_026236286.1	XP_045659434.1
OG0001867	XP_026248411.1	XP_045670833.1
OG0001868	XP_026252649.1	XP_045642189.1
OG0001868	XP_026241831.1	XP_045633379.1
OG0001869	XP_026252662.1	XP_045642191.1
OG0001870	XP_026266526.1	XP_045630906.1
OG0001870	XP_026262976.1	XP_045669316.1
OG0001871	XP_026256227.1	XP_045642222.1, XP_045642221.1, XP_045642223.1
OG0001872	XP_026247958.1	XP_045631194.1
OG0001873	XP_026258248.1	XP_045626875.1
OG0001874	XP_026265539.1	XP_045657897.1
OG0001875	XP_026265523.1, XP_026265530.1	XP_045657926.1, XP_045657928.1, XP_045657927.1
OG0001876	XP_026247994.1	XP_045669333.1, XP_045645502.1
OG0001877	XP_026268389.1	XP_045644730.1
OG0001878	XP_026270277.1	XP_045664587.1
OG0001878	XP_026252992.1	XP_045643654.1
OG0001879	XP_026261287.1	XP_045632151.1
OG0001879	XP_026246550.1	XP_045652158.1
OG0001880	XP_026268757.1	XP_045639740.1
OG0001881	XP_026243830.1	XP_045637732.1
OG0001883	XP_026261920.1	XP_045658525.1
OG0001884	XP_026261839.1	XP_045658720.1
OG0001885	XP_026246815.1, XP_026246816.1	XP_045654931.1
OG0001886	XP_026257711.1	XP_045663743.1, XP_045663742.1
OG0001887	XP_026257086.1	XP_045663674.1
OG0001888	XP_026237125.1, XP_026237127.1, XP_026237126.1, XP_026237128.1	XP_045630885.1
OG0001889	XP_026242898.1	XP_045669714.1
OG0001890	XP_026270960.1	XP_045659656.1
OG0001891	XP_026266121.1	XP_045647122.1
OG0001891	XP_026251405.1	XP_045669664.1
OG0001892	XP_026242181.1, XP_026242180.1	XP_045627043.1
OG0001893	XP_026242209.1	XP_045627079.1
OG0001894	XP_026254250.1, XP_026254249.1, XP_026254248.1	XP_045645857.1
OG0001895	XP_026242454.1	XP_045645557.1
OG0001896	XP_026261681.1	XP_045635820.1
OG0001897	XP_026267296.1	XP_045635949.1, XP_045635950.1
OG0001898	XP_026252496.1	XP_045635540.1
OG0001899	XP_026252438.1	XP_045635831.1, XP_045635835.1, XP_045635833.1, XP_045635832.1
OG0001900	XP_026236019.1	XP_045627761.1
OG0001901	XP_026268352.1	XP_045627709.1, XP_045627710.1
OG0001902	XP_026268882.1, XP_026268881.1	XP_045650873.1, XP_045650874.1
OG0001903	XP_026268861.1, XP_026268864.1, XP_026268862.1, XP_026268863.1	XP_045650626.1
OG0001904	XP_026243741.1	XP_045636369.1
OG0001905	XP_026234990.1	XP_045636440.1
OG0001906	XP_026249134.1	XP_045647085.1
OG0001907	XP_026267239.1	XP_045661405.1
OG0001908	XP_026239355.1, XP_026239356.1	XP_045633003.1, XP_045633004.1, XP_045633002.1
OG0001909	XP_026248550.1	XP_045662996.1, XP_045662995.1
OG0001910	XP_026248533.1	XP_045662986.1
OG0001911	XP_026239502.1	XP_045661815.1
OG0001912	XP_026258838.1, XP_026258840.1, XP_026258839.1	XP_045659910.1
OG0001913	XP_026265636.1	XP_045633207.1
OG0001914	XP_026241999.1	XP_045671890.1
OG0001915	XP_026263122.1	XP_045668192.1
OG0001916	XP_026247206.1, XP_026247207.1	XP_045636141.1
OG0001917	XP_026250898.1	XP_045652932.1
OG0001917	XP_026240437.1	XP_045654809.1
OG0001918	XP_026252884.1	XP_045660023.1
OG0001919	XP_026252252.1	XP_045631500.1
OG0001920	XP_026253113.1	XP_045665081.1, XP_045665082.1
OG0001921	XP_026269887.1	XP_045664773.1
OG0001922	XP_026259782.1	XP_045646504.1
OG0001923	XP_026262333.1	XP_045642656.1, XP_045642655.1, XP_045642657.1, XP_045642654.1
OG0001924	XP_026259456.1	XP_045644469.1
OG0001925	XP_026251579.1	XP_045649622.1
OG0001925	XP_026238914.1	XP_045664207.1
OG0001926	XP_026260082.1, XP_026260093.1, XP_026260103.1	XP_045664536.1
OG0001927	XP_026263392.1	XP_045649700.1
OG0001928	XP_026263327.1, XP_026263328.1	XP_045642754.1, XP_045642755.1
OG0001930	XP_026266360.1, XP_026266359.1, XP_026266361.1, XP_026266358.1	XP_045660038.1
OG0001931	XP_026238779.1	XP_045668317.1
OG0001932	XP_026257804.1, XP_026262180.1	XP_045663413.1
OG0001933	XP_026244358.1	XP_045663304.1, XP_045663299.1, XP_045663296.1, XP_045663297.1, XP_045663300.1, XP_045663302.1, XP_045663301.1, XP_045663298.1, XP_045663303.1
OG0001934	XP_026239624.1	XP_045663202.1, XP_045663201.1, XP_045663199.1, XP_045663200.1, XP_045663196.1, XP_045663198.1
OG0001935	XP_026263891.1	XP_045634587.1, XP_045634588.1
OG0001935	XP_026235846.1	XP_045629882.1
OG0001936	XP_026255400.1	XP_045667943.1, XP_045667942.1, XP_045667941.1
OG0001937	XP_026270746.1, XP_026270745.1, XP_026270744.1	XP_045630379.1, XP_045630382.1, XP_045630381.1
OG0001938	XP_026253879.1, XP_026260233.1	XP_045632680.1, XP_045632682.1
OG0001939	XP_026269748.1, XP_026269750.1, XP_026269749.1	XP_045656165.1
OG0001940	XP_026256719.1	XP_045638788.1
OG0001941	XP_026257299.1, XP_026257300.1	XP_045671512.1, XP_045671511.1
OG0001942	XP_026256756.1, XP_026256757.1, XP_026256758.1, XP_026256754.1	XP_045638710.1
OG0001943	XP_026261083.1, XP_026261084.1	XP_045664576.1
OG0001944	XP_026263941.1	XP_045668717.1
OG0001944	XP_026235432.1	XP_045652677.1
OG0001945	XP_026248836.1	XP_045632737.1
OG0001946	XP_026253449.1, XP_026253447.1, XP_026253448.1	XP_045665178.1, XP_045665170.1
OG0001947	XP_026241566.1	XP_045664874.1, XP_045664881.1, XP_045664866.1
OG0001948	XP_026241562.1	XP_045664619.1
OG0001949	XP_026241577.1, XP_026241578.1	XP_045664403.1, XP_045664411.1
OG0001950	XP_026264161.1	XP_045660740.1
OG0001951	XP_026269203.1	XP_045650810.1
OG0001952	XP_026269268.1	XP_045650665.1, XP_045650673.1
OG0001953	XP_026250703.1	XP_045653050.1
OG0001954	XP_026266064.1	XP_045665433.1
OG0001954	XP_026267383.1	XP_045630099.1
OG0001955	XP_026253311.1	XP_045630019.1
OG0001956	XP_026253330.1	XP_045649810.1
OG0001957	XP_026258762.1	XP_045634536.1
OG0001958	XP_026264752.1	XP_045658334.1
OG0001959	XP_026263045.1	XP_045637232.1
OG0001960	XP_026265073.1	XP_045637392.1, XP_045637391.1, XP_045637393.1, XP_045637389.1, XP_045637390.1
OG0001961	XP_026248094.1	XP_045667861.1
OG0001962	XP_026248145.1	XP_045667812.1
OG0001963	XP_026268100.1	XP_045667747.1
OG0001964	XP_026257204.1	XP_045657187.1
OG0001965	XP_026262862.1	XP_045656769.1
OG0001966	XP_026254607.1	XP_045656821.1
OG0001967	XP_026250639.1	XP_045640924.1
OG0001967	XP_026250578.1	XP_045640925.1
OG0001968	XP_026267764.1	XP_045665855.1
OG0001969	XP_026244985.1	XP_045659179.1, XP_045659178.1
OG0001970	XP_026240049.1	XP_045659279.1
OG0001971	XP_026266080.1	XP_045665382.1
OG0001971	XP_026267735.1	XP_045649131.1
OG0001972	XP_026248247.1	XP_045668064.1, XP_045668066.1, XP_045668065.1, XP_045668067.1
OG0001973	XP_026243506.1	XP_045651149.1, XP_045651148.1
OG0001974	XP_026243624.1	XP_045651123.1
OG0001975	XP_026251921.1	XP_045641444.1
OG0001976	XP_026245499.1, XP_026245498.1	XP_045655101.1, XP_045655100.1
OG0001977	XP_026253911.1	XP_045648503.1, XP_045648520.1, XP_045648510.1
OG0001978	XP_026262228.1	XP_045641235.1
OG0001979	XP_026250773.1	XP_045644559.1
OG0001980	XP_026250794.1	XP_045644615.1
OG0001981	XP_026262916.1	XP_045667528.1, XP_045667530.1, XP_045667534.1, XP_045667527.1, XP_045667531.1, XP_045667529.1, XP_045667532.1
OG0001982	XP_026271109.1	XP_045659870.1
OG0001983	XP_026247805.1	XP_045662137.1, XP_045662136.1
OG0001984	XP_026246125.1	XP_045633530.1
OG0001985	XP_026243239.1	XP_045643469.1
OG0001986	XP_026237247.1	XP_045640526.1, XP_045640527.1
OG0001987	XP_026250950.1	XP_045644721.1
OG0001988	XP_026250961.1, XP_026250960.1, XP_026250958.1, XP_026250959.1	XP_045631514.1, XP_045631505.1, XP_045631497.1
OG0001989	XP_026261218.1	XP_045657240.1
OG0001990	XP_026255773.1	XP_045631526.1
OG0001991	XP_026266309.1, XP_026266308.1	XP_045656261.1
OG0001992	XP_026235353.1, XP_026235352.1	XP_045670832.1, XP_045670824.1, XP_045670815.1
OG0001993	XP_026269400.1	XP_045660925.1
OG0001994	XP_026270855.1	XP_045654305.1
OG0001995	XP_026237150.1	XP_045661574.1
OG0001997	XP_026261131.1	XP_045662426.1
OG0001998	XP_026249376.1	XP_045641663.1
OG0001999	XP_026255100.1	XP_045662366.1
OG0002001	XP_026242389.1, XP_026242388.1, XP_026242390.1	XP_045645578.1
OG0002002	XP_026249024.1	XP_045665746.1
OG0002003	XP_026268045.1	XP_045670585.1
OG0002004	XP_026245980.1	XP_045639245.1
OG0002005	XP_026244041.1	XP_045668996.1
OG0002005	XP_026248978.1	XP_045646155.1
OG0002006	XP_026248672.1	XP_045667362.1, XP_045667361.1
OG0002007	XP_026270196.1	XP_045631906.1
OG0002008	XP_026262024.1	XP_045628036.1
OG0002009	XP_026247014.1, XP_026247015.1	XP_045652116.1, XP_045652118.1, XP_045652117.1, XP_045652115.1
OG0002010	XP_026253094.1	XP_045666095.1
OG0002011	XP_026239320.1	XP_045633006.1
OG0002012	XP_026255006.1	XP_045666192.1
OG0002013	XP_026241976.1	XP_045654892.1, XP_045654891.1
OG0002014	XP_026267813.1	XP_045645135.1, XP_045644518.1
OG0002015	XP_026235219.1	XP_045636314.1
OG0002016	XP_026262315.1, XP_026262371.1	XP_045643002.1
OG0002017	XP_026237113.1, XP_026237435.1	XP_045642846.1, XP_045642862.1, XP_045642852.1
OG0002018	XP_026242340.1	XP_045656712.1
OG0002018	XP_026242253.1	XP_045656678.1
OG0002019	XP_026256891.1, XP_026256695.1	XP_045638791.1, XP_045638794.1
OG0002020	XP_026267970.1	XP_045663770.1, XP_045663651.1, XP_045648133.1
OG0002021	XP_026244465.1	XP_045646238.1
OG0002022	XP_026253404.1	XP_045666062.1
OG0002023	XP_026237758.1	XP_045661396.1
OG0002024	XP_026262704.1, XP_026262703.1	XP_045628373.1
OG0002025	XP_026262163.1, XP_026262162.1	XP_045631151.1, XP_045631152.1
OG0002026	XP_026261975.1	XP_045628194.1
OG0002027	XP_026262016.1, XP_026262017.1	XP_045628097.1
OG0002029	XP_026267340.1	XP_045641419.1
OG0002029	XP_026237101.1	XP_045648029.1, XP_045648028.1
OG0002030	XP_026235853.1	XP_045630127.1
OG0002031	XP_026247075.1	XP_045655867.1
OG0002032	XP_026236582.1	XP_045639209.1, XP_045643945.1
OG0002033	XP_026240246.1	XP_045650376.1
OG0002034	XP_026241705.1	XP_045650265.1, XP_045650267.1, XP_045650266.1
OG0002035	XP_026266012.1	XP_045662686.1
OG0002036	XP_026259403.1	XP_045638064.1, XP_045638063.1
OG0002037	XP_026259385.1, XP_026259384.1	XP_045638649.1
OG0002038	XP_026259424.1	XP_045638559.1
OG0002039	XP_026256621.1	XP_045637949.1, XP_045633857.1, XP_045637952.1
OG0002039	XP_026256635.1	XP_045637948.1
OG0002040	XP_026241649.1, XP_026241650.1	XP_045664311.1
OG0002041	XP_026269956.1, XP_026269958.1, XP_026269957.1, XP_026269955.1	XP_045637376.1
OG0002042	XP_026244030.1, XP_026244031.1, XP_026244028.1, XP_026244029.1, XP_026244027.1	XP_045668969.1
OG0002043	XP_026243910.1, XP_026243912.1, XP_026243909.1	XP_045668955.1, XP_045668956.1, XP_045668959.1, XP_045668958.1, XP_045668957.1
OG0002044	XP_026251081.1	XP_045630809.1
OG0002045	XP_026259157.1	XP_045627354.1
OG0002046	XP_026261617.1, XP_026261618.1	XP_045639277.1
OG0002047	XP_026251144.1, XP_026251145.1, XP_026251146.1, XP_026270817.1	XP_045647990.1
OG0002048	XP_026245526.1	XP_045655383.1
OG0002048	XP_026244068.1	XP_045647923.1
OG0002049	XP_026240304.1	XP_045671333.1
OG0002050	XP_026245936.1	XP_045643187.1
OG0002051	XP_026268668.1	XP_045659459.1, XP_045659458.1
OG0002052	XP_026260367.1	XP_045654033.1
OG0002053	XP_026252171.1	XP_045653904.1
OG0002054	XP_026265198.1, XP_026265199.1	XP_045634203.1, XP_045634202.1
OG0002055	XP_026236117.1, XP_026236116.1, XP_026236118.1, XP_026236120.1, XP_026236119.1	XP_045634205.1
OG0002056	XP_026264513.1	XP_045658153.1
OG0002057	XP_026270702.1, XP_026270703.1	XP_045659348.1
OG0002058	XP_026248797.1, XP_026240814.1	XP_045652021.1, XP_045649606.1
OG0002059	XP_026254986.1, XP_026254985.1	XP_045666216.1
OG0002060	XP_026254981.1	XP_045666178.1, XP_045666172.1
OG0002061	XP_026260257.1	XP_045670938.1, XP_045670939.1
OG0002062	XP_026260294.1, XP_026260293.1	XP_045671009.1, XP_045671007.1
OG0002063	XP_026256175.1, XP_026256173.1, XP_026256174.1	XP_045642215.1
OG0002064	XP_026256254.1, XP_026256253.1	XP_045642081.1, XP_045642077.1, XP_045642080.1, XP_045642078.1
OG0002065	XP_026263574.1, XP_026270079.1	XP_045656535.1
OG0002066	XP_026236718.1	XP_045641897.1, XP_045641898.1
OG0002067	XP_026241359.1	XP_045640694.1
OG0002068	XP_026235466.1	XP_045657609.1, XP_045657610.1
OG0002069	XP_026237751.1, XP_026265407.1, XP_026265408.1, XP_026235188.1	XP_045657702.1
OG0002070	XP_026257286.1	XP_045643696.1, XP_045643694.1, XP_045643692.1, XP_045643693.1, XP_045643695.1
OG0002071	XP_026260810.1	XP_045640316.1
OG0002072	XP_026257966.1, XP_026257975.1, XP_026257994.1, XP_026257984.1, XP_026257990.1	XP_045663795.1
OG0002073	XP_026257673.1	XP_045663748.1, XP_045663750.1, XP_045663747.1, XP_045663751.1
OG0002074	XP_026258038.1	XP_045670311.1
OG0002075	XP_026264023.1	XP_045670469.1
OG0002075	XP_026235739.1	XP_045661121.1
OG0002076	XP_026242490.1, XP_026242489.1, XP_026242488.1	XP_045633734.1, XP_045633733.1, XP_045633732.1
OG0002077	XP_026242858.1	XP_045669724.1, XP_045669725.1
OG0002078	XP_026242166.1, XP_026242169.1, XP_026242167.1	XP_045646955.1, XP_045646956.1
OG0002079	XP_026254074.1, XP_026254069.1, XP_026254068.1, XP_026254071.1, XP_026254073.1, XP_026254070.1, XP_026254067.1	XP_045645868.1
OG0002080	XP_026254173.1, XP_026254172.1	XP_045645839.1
OG0002081	XP_026267278.1, XP_026267277.1	XP_045635688.1, XP_045635691.1, XP_045635689.1
OG0002082	XP_026268358.1	XP_045627701.1, XP_045627702.1
OG0002084	XP_026242945.1	XP_045644096.1
OG0002085	XP_026235370.1, XP_026235363.1	XP_045636510.1
OG0002086	XP_026234997.1	XP_045636331.1
OG0002087	XP_026271058.1	XP_045636609.1
OG0002088	XP_026249092.1	XP_045647084.1, XP_045647082.1, XP_045647083.1, XP_045647081.1
OG0002089	XP_026271169.1, XP_026271167.1	XP_045651600.1, XP_045651601.1
OG0002090	XP_026239266.1, XP_026239269.1, XP_026239268.1, XP_026239267.1	XP_045633788.1, XP_045633789.1
OG0002091	XP_026239230.1	XP_045632957.1
OG0002092	XP_026258837.1, XP_026258836.1	XP_045634071.1, XP_045634072.1, XP_045634074.1, XP_045634073.1
OG0002093	XP_026265702.1	XP_045633262.1
OG0002094	XP_026237976.1	XP_045665298.1
OG0002095	XP_026248563.1	XP_045648588.1
OG0002096	XP_026267454.1	XP_045648674.1
OG0002097	XP_026255132.1	XP_045649311.1, XP_045649310.1, XP_045649313.1, XP_045649312.1, XP_045649314.1
OG0002098	XP_026256001.1	XP_045648969.1
OG0002099	XP_026249188.1, XP_026249189.1, XP_026249190.1	XP_045638490.1
OG0002100	XP_026253490.1	XP_045655687.1
OG0002101	XP_026240471.1	XP_045654801.1
OG0002102	XP_026245288.1	XP_045641819.1
OG0002103	XP_026254359.1	XP_045648507.1
OG0002105	XP_026246438.1	XP_045641776.1
OG0002106	XP_026256380.1, XP_026256392.1	XP_045641802.1, XP_045641814.1
OG0002107	XP_026258294.1	XP_045663083.1
OG0002108	XP_026259939.1	XP_045664936.1
OG0002109	XP_026263086.1, XP_026263085.1	XP_045657359.1, XP_045657361.1, XP_045657362.1
OG0002110	XP_026238535.1	XP_045646465.1, XP_045634574.1
OG0002111	XP_026251542.1	XP_045649404.1
OG0002112	XP_026240753.1	XP_045649321.1, XP_045649322.1
OG0002113	XP_026235154.1	XP_045626653.1
OG0002114	XP_026252335.1	XP_045631434.1
OG0002115	XP_026270187.1	XP_045631817.1
OG0002116	XP_026263355.1, XP_026263356.1	XP_045649709.1
OG0002117	XP_026262320.1	XP_045642470.1, XP_045642471.1
OG0002118	XP_026252872.1	XP_045660025.1
OG0002120	XP_026238761.1	XP_045664141.1
OG0002121	XP_026264810.1	XP_045664062.1
OG0002122	XP_026257807.1	XP_045663410.1, XP_045663407.1, XP_045663409.1
OG0002123	XP_026244427.1	XP_045663369.1
OG0002124	XP_026245626.1, XP_026245628.1, XP_026245627.1	XP_045634421.1
OG0002125	XP_026260175.1, XP_026260174.1	XP_045660341.1
OG0002126	XP_026251687.1	XP_045652452.1
OG0002127	XP_026236827.1	XP_045652747.1
OG0002128	XP_026267746.1	XP_045652736.1
OG0002129	XP_026240847.1	XP_045647877.1
OG0002130	XP_026241626.1	XP_045665042.1
OG0002131	XP_026241621.1	XP_045664911.1
OG0002132	XP_026238973.1, XP_026238972.1	XP_045660623.1
OG0002133	XP_026246729.1	XP_045627470.1
OG0002134	XP_026246781.1, XP_026246782.1, XP_026246783.1	XP_045627505.1
OG0002135	XP_026241939.1	XP_045632992.1
OG0002136	XP_026254443.1	XP_045656861.1
OG0002138	XP_026259085.1	XP_045637115.1
OG0002139	XP_026267892.1	XP_045637431.1
OG0002140	XP_026271034.1	XP_045667796.1
OG0002141	XP_026244955.1	XP_045659135.1
OG0002142	XP_026237187.1	XP_045665328.1
OG0002143	XP_026238619.1, XP_026239580.1	XP_045644409.1, XP_045662000.1
OG0002144	XP_026249300.1	XP_045671469.1
OG0002145	XP_026243582.1	XP_045651091.1
OG0002146	XP_026267799.1	XP_045636831.1, XP_045642311.1, XP_045645140.1
OG0002147	XP_026253895.1	XP_045648295.1
OG0002148	XP_026264805.1	XP_045649108.1
OG0002149	XP_026252132.1	XP_045641117.1, XP_045641118.1
OG0002150	XP_026236596.1	XP_045660201.1, XP_045660200.1
OG0002151	XP_026259438.1, XP_026259437.1	XP_045644549.1
OG0002152	XP_026240374.1	XP_045667498.1
OG0002153	XP_026263504.1	XP_045656466.1
OG0002154	XP_026244844.1	XP_045662268.1
OG0002155	XP_026259130.1, XP_026259132.1	XP_045662600.1
OG0002156	XP_026262930.1, XP_026262931.1	XP_045665617.1, XP_045665616.1
OG0002157	XP_026237625.1	XP_045640590.1
OG0002158	XP_026261403.1	XP_045631086.1, XP_045631087.1, XP_045645500.1, XP_045645497.1, XP_045645496.1, XP_045645493.1, XP_045645495.1, XP_045645492.1, XP_045645494.1, XP_045645491.1
OG0002159	XP_026235459.1	XP_045671606.1
OG0002163	XP_026238581.1, XP_026236082.1	XP_045650071.1
OG0002164	XP_026235929.1	XP_045645422.1
OG0002165	XP_026248256.1, XP_026248275.1	XP_045653473.1, XP_045653470.1
OG0002166	XP_026258286.1	XP_045626861.1
OG0002167	XP_026242570.1	XP_045637704.1
OG0002168	XP_026240675.1	XP_045666571.1
OG0002168	XP_026245706.1	XP_045634591.1
OG0002169	XP_026242943.1	XP_045644076.1
OG0002169	XP_026252358.1	XP_045631809.1
OG0002170	XP_026257582.1	XP_045663655.1
OG0002171	XP_026259365.1	XP_045638456.1, XP_045638457.1
OG0002172	XP_026251828.1, XP_026251819.1	XP_045650002.1, XP_045650001.1
OG0002173	XP_026248479.1, XP_026248481.1, XP_026248480.1	XP_045664011.1, XP_045664013.1, XP_045664012.1
OG0002174	XP_026258890.1	XP_045657745.1, XP_045657743.1, XP_045657744.1
OG0002175	XP_026256762.1	XP_045638720.1
OG0002176	XP_026264729.1	XP_045647312.1
OG0002177	XP_026250944.1, XP_026250943.1	XP_045648117.1, XP_045656639.1
OG0002179	XP_026239331.1	XP_045627990.1
OG0002180	XP_026253591.1	XP_045655642.1
OG0002181	XP_026253590.1	XP_045655633.1, XP_045655632.1
OG0002182	XP_026265379.1	XP_045659805.1
OG0002183	XP_026255693.1	XP_045643953.1
OG0002184	XP_026271262.1	XP_045650841.1
OG0002185	XP_026244082.1, XP_026244079.1	XP_045647946.1
OG0002186	XP_026259377.1	XP_045638394.1
OG0002187	XP_026260430.1	XP_045646164.1
OG0002188	XP_026270440.1	XP_045671288.1
OG0002189	XP_026251599.1	XP_045654651.1
OG0002190	XP_026258575.1	XP_045658242.1
OG0002190	XP_026238095.1, XP_026269157.1	XP_045672066.1
OG0002191	XP_026242734.1	XP_045637611.1
OG0002191	XP_026242596.1	XP_045637618.1
OG0002192	XP_026262358.1	XP_045642986.1
OG0002193	XP_026256870.1	XP_045638797.1
OG0002194	XP_026270814.1	XP_045639019.1, XP_045639018.1
OG0002195	XP_026263775.1, XP_026263774.1	XP_045639829.1, XP_045639830.1
OG0002196	XP_026256720.1	XP_045638852.1
OG0002197	XP_026235403.1	XP_045642888.1, XP_045642431.1, XP_045642433.1
OG0002198	XP_026257756.1	XP_045671121.1
OG0002199	XP_026240687.1	XP_045648677.1
OG0002199	XP_026249824.1	XP_045636972.1
OG0002200	XP_026249585.1	XP_045646072.1
OG0002201	XP_026262719.1	XP_045628518.1, XP_045628517.1
OG0002202	XP_026236955.1	XP_045654800.1, XP_045645341.1
OG0002203	XP_026262028.1	XP_045628067.1, XP_045628068.1, XP_045628069.1
OG0002204	XP_026262197.1, XP_026262198.1, XP_026262199.1	XP_045628064.1, XP_045628066.1
OG0002207	XP_026247024.1	XP_045652630.1
OG0002208	XP_026236577.1	XP_045643958.1
OG0002209	XP_026235340.1	XP_045660004.1
OG0002210	XP_026240180.1	XP_045650361.1
OG0002211	XP_026249072.1	XP_045665802.1
OG0002212	XP_026251504.1, XP_026251503.1, XP_026251502.1	XP_045662841.1
OG0002213	XP_026248030.1, XP_026248029.1	XP_045662700.1
OG0002214	XP_026262626.1	XP_045638122.1
OG0002216	XP_026259417.1	XP_045638113.1, XP_045638112.1
OG0002217	XP_026256579.1	XP_045630645.1, XP_045630640.1
OG0002218	XP_026244049.1	XP_045668967.1
OG0002218	XP_026244021.1	XP_045668968.1
OG0002219	XP_026251070.1	XP_045645482.1
OG0002220	XP_026247096.1	XP_045633242.1
OG0002221	XP_026262763.1, XP_026262761.1, XP_026262762.1	XP_045651309.1, XP_045651311.1
OG0002222	XP_026243991.1	XP_045669072.1
OG0002223	XP_026241563.1	XP_045672328.1, XP_045672329.1, XP_045672327.1, XP_045672330.1
OG0002224	XP_026259531.1	XP_045627350.1
OG0002225	XP_026250403.1	XP_045639670.1
OG0002226	XP_026261572.1	XP_045639564.1
OG0002227	XP_026261584.1, XP_026261585.1	XP_045639101.1
OG0002228	XP_026251143.1, XP_026251142.1	XP_045647989.1
OG0002229	XP_026251164.1	XP_045647985.1
OG0002230	XP_026244133.1	XP_045647932.1
OG0002231	XP_026249414.1	XP_045643365.1
OG0002232	XP_026247961.1	XP_045632411.1
OG0002233	XP_026260377.1, XP_026260376.1	XP_045654056.1
OG0002234	XP_026248380.1	XP_045653685.1
OG0002235	XP_026246291.1	XP_045653279.1
OG0002236	XP_026266801.1	XP_045658087.1
OG0002237	XP_026238016.1, XP_026238010.1	XP_045655448.1
OG0002238	XP_026238033.1, XP_026238037.1, XP_026238041.1, XP_026238030.1	XP_045655469.1
