Orthogroup	Urocitellus_parryii	Echinops_telfairi
OG0000931	XP_026241120.1, XP_026241118.1, XP_026241119.1	XP_004706285.1
OG0000932	XP_026241340.1	XP_045141950.1
OG0000933	XP_026260822.1, XP_026260821.1	XP_030743733.1
OG0000934	XP_026257481.1, XP_026257176.1	XP_004699082.2
OG0000935	XP_026261273.1, XP_026261272.1	XP_030740880.1
OG0000936	XP_026268160.1	XP_004707269.1
OG0000937	XP_026242748.1	XP_012861227.1
OG0000938	XP_026253433.1, XP_026253434.1	XP_045151218.1, XP_004697877.1
OG0000939	XP_026242194.1, XP_026242193.1	XP_045144515.1
OG0000940	XP_026267302.1, XP_026267303.1, XP_026267300.1, XP_026267301.1	XP_004700309.1
OG0000941	XP_026260887.1	XP_045150077.1
OG0000943	XP_026239481.1	XP_004717289.1, XP_045148859.1
OG0000945	XP_026262456.1, XP_026262457.1	XP_045142275.1, XP_004697465.1
OG0000946	XP_026263482.1	XP_045143158.1
OG0000947	XP_026253470.1, XP_026253475.1, XP_026253474.1, XP_026253472.1, XP_026253473.1	XP_045147748.1, XP_004699740.1
OG0000948	XP_026265165.1	XP_045144914.1, XP_045144915.1, XP_004714034.1
OG0000949	XP_026249884.1	XP_004711158.1
OG0000950	XP_026265292.1	XP_004706910.1
OG0000951	XP_026268007.1, XP_026268009.1, XP_026268010.1, XP_026268008.1	XP_045143328.1
OG0000952	XP_026266710.1	XP_012860006.2
OG0000953	XP_026245874.1, XP_026245871.1, XP_026245875.1, XP_026245872.1, XP_026245873.1	XP_045153565.1
OG0000953	XP_026245178.1	XP_004713521.3
OG0000954	XP_026255499.1, XP_026255502.1, XP_026255500.1, XP_026255503.1	XP_045146296.1, XP_004716881.1, XP_045146295.1
OG0000955	XP_026251894.1, XP_026251893.1, XP_026251892.1	XP_004709079.1
OG0000956	XP_026243114.1	XP_045149086.1
OG0000957	XP_026268065.1	XP_004708458.1
OG0000959	XP_026252058.1	XP_045151683.1, XP_045151685.1, XP_045151681.1
OG0000960	XP_026266856.1	XP_004710346.1
OG0000961	XP_026266684.1	XP_045149197.1, XP_012864060.1
OG0000962	XP_026262800.1	XP_004711442.1
OG0000963	XP_026264282.1, XP_026264284.1, XP_026264279.1, XP_026264280.1, XP_026264283.1, XP_026264281.1	XP_004697624.1
OG0000964	XP_026249789.1	XP_004706489.1
OG0000965	XP_026235433.1	XP_045140268.1
OG0000966	XP_026250397.1	XP_004706469.1
OG0000967	XP_026271100.1	XP_004717356.1, XP_004717369.1, XP_004717368.1
OG0000968	XP_026258667.1, XP_026258668.1	XP_045146589.1, XP_012864084.1
OG0000969	XP_026259326.1	XP_045141480.1
OG0000970	XP_026259299.1	XP_045141455.1, XP_004715668.1
OG0000971	XP_026237582.1	XP_030744667.1, XP_004696950.1, XP_030744668.1
OG0000972	XP_026246874.1	XP_030740842.1
OG0000975	XP_026238680.1, XP_026267871.1	XP_030740986.2
OG0000976	XP_026269866.1	XP_004704414.1
OG0000978	XP_026260666.1	XP_045155441.1
OG0000979	XP_026257451.1	XP_004716389.2
OG0000979	XP_026236708.1	XP_004705746.2
OG0000980	XP_026267788.1, XP_026267786.1	XP_045143805.1, XP_045143806.1, XP_004698491.1, XP_045149362.1
OG0000981	XP_026245098.1	XP_004713471.1
OG0000981	XP_026246274.1	XP_004712962.1
OG0000982	XP_026249029.1	XP_004703596.1
OG0000983	XP_026262827.1	XP_004711459.1, XP_045143191.1, XP_045143190.1
OG0000984	XP_026268475.1	XP_004713113.1
OG0000985	XP_026247525.1	XP_045155034.1
OG0000986	XP_026240238.1	XP_045140449.1
OG0000987	XP_026235010.1, XP_026235022.1, XP_026235033.1	XP_004708427.1
OG0000988	XP_026258499.1	XP_004716831.1, XP_004717009.1
OG0000989	XP_026235456.1, XP_026235457.1	XP_004701936.1, XP_004701935.3
OG0000990	XP_026258675.1	XP_045146592.1
OG0000991	XP_026244457.1, XP_026244458.1	XP_004703099.1
OG0000993	XP_026236440.1	XP_030742591.1
OG0000994	XP_026245077.1, XP_026245078.1	XP_045144436.1
OG0000995	XP_026259935.1	XP_045141104.1, XP_030744841.1
OG0000996	XP_026236949.1, XP_026236947.1	XP_045148385.1
OG0000997	XP_026235874.1	XP_012860373.1, XP_012862647.1, XP_030740849.1, XP_012859214.1, XP_004715853.1
OG0000998	XP_026247042.1, XP_026247041.1, XP_026247043.1, XP_026247044.1	XP_030742441.2
OG0000999	XP_026264353.1	XP_004712690.1
OG0001000	XP_026251426.1, XP_026251428.1, XP_026251427.1, XP_026251425.1	XP_045149836.1
OG0001001	XP_026247101.1	XP_045140955.1
OG0001002	XP_026268922.1	XP_004712265.3
OG0001003	XP_026252798.1	XP_012862773.2
OG0001004	XP_026270412.1	XP_004696784.1
OG0001005	XP_026248341.1, XP_026248338.1, XP_026248342.1	XP_004712870.1, XP_045139538.1
OG0001006	XP_026248359.1	XP_045153677.1
OG0001007	XP_026257714.1	XP_004704787.1
OG0001008	XP_026255052.1	XP_045149600.1
OG0001009	XP_026252727.1	XP_045140271.1, XP_004705675.1, XP_045140275.1
OG0001011	XP_026258293.1, XP_026258295.1, XP_026258291.1, XP_026258292.1	XP_004706134.1
OG0001012	XP_026241061.1	XP_004706220.1
OG0001013	XP_026241305.1	XP_004705847.1
OG0001014	XP_026266495.1	XP_004709280.1
OG0001014	XP_026261521.1	XP_004700221.2
OG0001015	XP_026238120.1	XP_045154105.1
OG0001016	XP_026243284.1	XP_045154012.1, XP_004699911.1
OG0001017	XP_026261520.1, XP_026261518.1, XP_026261519.1	XP_045153974.1, XP_004700001.1, XP_045153975.1
OG0001018	XP_026268750.1	XP_004714678.1
OG0001019	XP_026237562.1, XP_026237561.1	XP_045144982.1, XP_004714153.1
OG0001020	XP_026264066.1	XP_045155406.1
OG0001021	XP_026254174.1	XP_004700595.1, XP_045144513.1, XP_004700596.1, XP_030742366.1
OG0001022	XP_026242412.1	XP_045145738.1
OG0001023	XP_026251686.1	XP_045146944.1
OG0001023	XP_026250166.1	XP_004700702.1
OG0001024	XP_026269852.1, XP_026269853.1	XP_045139821.1, XP_004704415.1
OG0001025	XP_026242983.1	XP_045150131.1, XP_045150130.1, XP_045150132.1, XP_004710253.1
OG0001026	XP_026255950.1	XP_004696658.1
OG0001027	XP_026243734.1, XP_026243735.1, XP_026243732.1, XP_026243731.1, XP_026243733.1	XP_004712432.1
OG0001028	XP_026243695.1, XP_026243694.1	XP_045154565.1
OG0001029	XP_026239295.1	XP_045150758.1
OG0001030	XP_026265654.1, XP_026265653.1	XP_030743885.2
OG0001031	XP_026268681.1	XP_045154735.1
OG0001032	XP_026259983.1	XP_045150085.1
OG0001033	XP_026249896.1	XP_012859351.1
OG0001034	XP_026261107.1	XP_045149959.1, XP_045149986.1, XP_045149993.1, XP_045149976.1, XP_045149968.1, XP_045149962.1, XP_045149981.1, XP_045149972.1
OG0001035	XP_026251571.1	XP_045144797.1
OG0001036	XP_026254946.1, XP_026254944.1, XP_026254945.1	XP_045147026.1, XP_004708489.1
OG0001037	XP_026238766.1	XP_045145780.1
OG0001038	XP_026239660.1, XP_026239661.1, XP_026239662.1	XP_004715256.1
OG0001039	XP_026246756.1, XP_026246755.1	XP_045151383.1, XP_004698121.2
OG0001040	XP_026250903.1	XP_004715478.2
OG0001041	XP_026244163.1, XP_026244161.1, XP_026244162.1	XP_045149928.1
OG0001042	XP_026270570.1	XP_004701940.1
OG0001043	XP_026264996.1	XP_004709591.1
OG0001044	XP_026269940.1	XP_004713857.1
OG0001045	XP_026254601.1	XP_045143230.1, XP_045143228.1, XP_004711423.1, XP_045143229.1
OG0001046	XP_026255310.1	XP_030744229.1
OG0001047	XP_026240099.1, XP_026240098.1	XP_004701296.2, XP_045147438.1
OG0001048	XP_026240525.1	XP_004697556.1, XP_045143492.1
OG0001049	XP_026243575.1, XP_026243578.1, XP_026243576.1, XP_026243577.1	XP_045141715.1
OG0001050	XP_026258952.1	XP_004703276.1
OG0001051	XP_026245196.1	XP_045152341.1, XP_045152340.1, XP_045152339.1, XP_004713511.1
OG0001052	XP_026270335.1	XP_004717461.1
OG0001053	XP_026271078.1	XP_004717359.1
OG0001053	XP_026271097.1, XP_026271098.1, XP_026271099.1	XP_004717360.1
OG0001054	XP_026244849.1, XP_026244850.1	XP_045152133.1, XP_045152120.1, XP_004701780.1
OG0001056	XP_026262499.1, XP_026262497.1, XP_026262496.1	XP_045144264.1, XP_045144265.1, XP_045144266.1
OG0001060	XP_026236701.1	XP_004716978.2
OG0001061	XP_026259205.1	XP_004709754.1
OG0001061	XP_026259197.1	XP_012861856.1
OG0001063	XP_026265369.1	XP_030741963.1, XP_012861119.1, XP_045147609.1
OG0001064	XP_026243046.1	XP_004708985.1
OG0001064	XP_026243047.1	XP_004708986.1
OG0001065	XP_026257772.1	XP_045145373.1
OG0001065	XP_026257774.1	XP_004714653.1
OG0001067	XP_026259579.1	XP_045148440.1
OG0001068	XP_026246968.1, XP_026246974.1, XP_026246970.1, XP_026246973.1, XP_026246969.1, XP_026246972.1, XP_026246971.1	XP_004715884.1
OG0001069	XP_026266039.1	XP_045141557.1
OG0001070	XP_026249068.1	XP_045142986.1, XP_045142186.1, XP_045154754.1, XP_045145737.1, XP_045146576.1, XP_045141504.1
OG0001071	XP_026247408.1	XP_045154853.1
OG0001072	XP_026256301.1	XP_004699788.1, XP_045141752.1
OG0001075	XP_026260446.1	XP_045140259.1
OG0001075	XP_026261580.1	XP_045147619.1
OG0001077	XP_026249724.1	XP_045149259.1
OG0001078	XP_026246317.1	XP_004709241.2
OG0001079	XP_026270650.1	XP_045155069.1
OG0001080	XP_026267264.1	XP_045147669.1
OG0001081	XP_026247926.1	XP_030740264.2
OG0001082	XP_026241422.1	XP_004705906.1
OG0001082	XP_026261750.1	XP_012860589.1, XP_045147983.1
OG0001084	XP_026261529.1, XP_026261522.1, XP_026261528.1, XP_026261525.1, XP_026261526.1, XP_026261523.1, XP_026261524.1, XP_026261530.1	XP_004700024.1
OG0001085	XP_026260837.1	XP_004714774.2
OG0001085	XP_026263089.1	XP_030743040.1
OG0001086	XP_026249564.1	XP_045152168.1, XP_045152167.1, XP_045152169.1
OG0001087	XP_026261769.1	XP_045149504.1, XP_004698553.1
OG0001087	XP_026240431.1	XP_004715351.2
OG0001088	XP_026240933.1	XP_045144136.1
OG0001089	XP_026261282.1, XP_026261281.1, XP_026261284.1, XP_026261283.1	XP_004698874.2
OG0001090	XP_026260551.1	XP_045155664.1, XP_004709204.1
OG0001091	XP_026271236.1	XP_004711753.1
OG0001091	XP_026242233.1	XP_004713307.1
OG0001092	XP_026242320.1, XP_026242317.1, XP_026242316.1, XP_026242318.1, XP_026242315.1	XP_004713413.1
OG0001093	XP_026254279.1	XP_004700613.1, XP_045146495.1, XP_045146492.1
OG0001094	XP_026253727.1	XP_004700395.1
OG0001096	XP_026267119.1, XP_026267120.1	XP_004704389.1
OG0001097	XP_026268343.1	XP_004704406.1
OG0001098	XP_026249136.1	XP_004718018.2, XP_004712638.1
OG0001099	XP_026264423.1, XP_026264427.1, XP_026264428.1, XP_026264426.1, XP_026264424.1, XP_026264425.1, XP_026264430.1	XP_045152572.1
OG0001100	XP_026271132.1	XP_004711761.1, XP_045148767.1
OG0001101	XP_026239242.1	XP_030742779.1
OG0001102	XP_026248544.1, XP_026248545.1	XP_004710970.1
OG0001103	XP_026264256.1	XP_004703432.2, XP_045140226.1
OG0001104	XP_026270355.1	XP_045144921.1
OG0001104	XP_026239738.1	XP_030743476.1
OG0001105	XP_026263256.1	XP_004702910.1
OG0001106	XP_026257367.1, XP_026257366.1	XP_004702823.1
OG0001107	XP_026236072.1, XP_026236071.1, XP_026236070.1, XP_026236073.1	XP_004707624.1
OG0001109	XP_026241960.1	XP_045150094.1, XP_045150095.1
OG0001111	XP_026267423.1	XP_004715054.1
OG0001111	XP_026267847.1	XP_045152633.1
OG0001112	XP_026262380.1	XP_004715017.1, XP_045152991.1
OG0001113	XP_026252452.1, XP_026252450.1, XP_026252453.1, XP_026252451.1	XP_045153105.1
OG0001114	XP_026263396.1	XP_004715094.1
OG0001114	XP_026263831.1	XP_045152668.1
OG0001116	XP_026255468.1	XP_030741370.1
OG0001117	XP_026255376.1, XP_026255375.1	XP_004716860.1
OG0001118	XP_026267422.1	XP_045153017.1, XP_004715081.1
OG0001119	XP_026251895.1	XP_045153685.1, XP_045153686.1
OG0001120	XP_026239900.1	XP_045147081.1
OG0001121	XP_026249432.1, XP_026249433.1, XP_026249431.1	XP_045139734.1, XP_004704326.1, XP_045139733.1
OG0001122	XP_026249448.1	XP_045145007.1
OG0001123	XP_026263836.1, XP_026263837.1	XP_045150985.1, XP_045150984.1
OG0001124	XP_026239612.1	XP_045153740.1
OG0001125	XP_026262404.1, XP_026262405.1	XP_004708587.1
OG0001126	XP_026246741.1, XP_026246742.1	XP_045151329.1
OG0001127	XP_026244159.1, XP_026244160.1	XP_004714874.1
OG0001128	XP_026252039.1, XP_026252037.1	XP_012862979.1, XP_045151799.1, XP_045151800.1, XP_045151798.1, XP_004706652.2
OG0001129	XP_026251799.1	XP_012859833.1
OG0001130	XP_026250562.1	XP_004701068.1
OG0001131	XP_026238047.1, XP_026238101.1	XP_004697563.1, XP_045142372.1
OG0001133	XP_026243613.1	XP_030740183.1
OG0001134	XP_026269461.1	XP_045139953.1
OG0001135	XP_026245323.1	XP_004703815.1
OG0001136	XP_026245294.1, XP_026245332.1	XP_004703792.1
OG0001137	XP_026236370.1	XP_045154412.1, XP_045154413.1
OG0001138	XP_026268477.1	XP_030743758.1
OG0001139	XP_026262917.1	XP_004711704.1
OG0001139	XP_026235406.1	XP_045141465.1
OG0001141	XP_026269155.1	XP_004717799.1, XP_004717376.1, XP_004717800.1, XP_012864091.1, XP_004717357.1
OG0001144	XP_026247278.1	XP_045145134.1
OG0001145	XP_026267320.1	XP_004710563.1
OG0001146	XP_026246586.1	XP_045153757.1, XP_004697636.1
OG0001147	XP_026245655.1	XP_045153654.1
OG0001148	XP_026263965.1	XP_004708596.1, XP_045151002.1
OG0001149	XP_026237077.1	XP_045150506.1
OG0001151	XP_026267884.1, XP_026267888.1	XP_012863651.2, XP_004716284.1
OG0001152	XP_026254322.1	XP_004706681.1
OG0001153	XP_026238887.1	XP_045145795.1, XP_004718158.2
OG0001154	XP_026237890.1	XP_004708568.1
OG0001154	XP_026237403.1	XP_004708579.1
OG0001155	XP_026256708.1, XP_026256833.1	XP_012863999.1, XP_004717560.1, XP_004717563.2, XP_004717543.1
OG0001158	XP_026263738.1	XP_004714843.2
OG0001158	XP_026263770.1	XP_045154382.1, XP_045154384.1
OG0001159	XP_026253423.1	XP_045150515.1
OG0001160	XP_026253397.1, XP_026253398.1, XP_026253396.1	XP_004702021.1
OG0001161	XP_026260244.1	XP_045154569.1
OG0001162	XP_026267693.1, XP_026267690.1, XP_026267691.1, XP_026267689.1	XP_004713958.1
OG0001163	XP_026237007.1, XP_026237009.1, XP_026237008.1	XP_004715707.1
OG0001164	XP_026259595.1	XP_004710442.1
OG0001165	XP_026267341.1	XP_045148467.1, XP_030742256.1, XP_045148466.1, XP_045148465.1
OG0001166	XP_026246990.1	XP_045149586.1
OG0001167	XP_026264334.1	XP_004716173.3
OG0001168	XP_026247523.1, XP_026247522.1	XP_045155125.1, XP_045155123.1, XP_045155124.1, XP_004705112.1
OG0001169	XP_026253725.1, XP_026253724.1	XP_045155212.1, XP_045155211.1
OG0001170	XP_026251115.1	XP_045145399.1
OG0001171	XP_026271012.1	XP_004701409.2
OG0001174	XP_026264468.1, XP_026264467.1, XP_026264466.1, XP_026264465.1	XP_004713089.1
OG0001175	XP_026255050.1	XP_004704854.2, XP_045149688.1
OG0001176	XP_026255029.1	XP_004704616.1
OG0001177	XP_026252700.1	XP_045140557.1
OG0001177	XP_026268917.1	XP_012860887.3
OG0001178	XP_026246672.1	XP_045142471.1
OG0001179	XP_026267486.1	XP_030743989.2
OG0001179	XP_026263008.1	XP_045140310.1
OG0001180	XP_026261446.1, XP_026261447.1, XP_026261448.1	XP_012861015.3
OG0001181	XP_026258601.1	XP_045147795.1
OG0001181	XP_026240763.1	XP_004702678.1
OG0001182	XP_026261945.1	XP_045147876.1
OG0001183	XP_026264851.1	XP_004710122.1
OG0001184	XP_026243166.1	XP_045154128.1
OG0001185	XP_026248647.1	XP_004706730.1
OG0001186	XP_026261026.1, XP_026261025.1	XP_004706801.1
OG0001187	XP_026254404.1	XP_045152175.1, XP_045153879.1, XP_004716931.2
OG0001188	XP_026261868.1	XP_030740799.2
OG0001189	XP_026254962.1, XP_026254961.1	XP_045142528.1, XP_004708387.1
OG0001190	XP_026253767.1	XP_045155731.1, XP_045155732.1
OG0001191	XP_026251230.1, XP_026251229.1, XP_026251231.1, XP_026251232.1	XP_004714584.1
OG0001192	XP_026238111.1, XP_026238112.1	XP_045148190.1
OG0001193	XP_026255907.1	XP_045140903.1
OG0001194	XP_026235902.1	XP_004711121.1
OG0001195	XP_026270108.1	XP_045148668.1
OG0001196	XP_026271124.1	XP_004711861.1
OG0001197	XP_026239439.1, XP_026239438.1, XP_026239440.1	XP_045141207.1, XP_004710782.1
OG0001198	XP_026266971.1	XP_004696589.1
OG0001199	XP_026266828.1	XP_045150616.1
OG0001200	XP_026245421.1, XP_026245422.1	XP_004696290.1
OG0001201	XP_026245402.1, XP_026245403.1	XP_030742715.1
OG0001201	XP_026268385.1	XP_004716736.1
OG0001202	XP_026253185.1	XP_004696156.1
OG0001202	XP_026258365.1	XP_045140111.1
OG0001203	XP_026255167.1	XP_004702705.1
OG0001204	XP_026256005.1, XP_026256004.1	XP_004702789.1
OG0001205	XP_026243422.1	XP_045142214.1
OG0001206	XP_026249208.1	XP_045154904.1, XP_045154905.1, XP_045154907.1, XP_004705352.1, XP_045154906.1
OG0001207	XP_026266183.1	XP_045155074.1
OG0001208	XP_026269991.1, XP_026269990.1, XP_026269989.1, XP_026269988.1, XP_026269992.1	XP_030740798.1
OG0001209	XP_026253763.1, XP_026253750.1, XP_026253759.1	XP_004700399.2
OG0001210	XP_026248507.1	XP_004708807.1
OG0001211	XP_026240472.1	XP_045151753.1
OG0001211	XP_026250899.1	XP_045149936.1
OG0001212	XP_026251736.1, XP_026251737.1	XP_045151718.1, XP_004708791.1, XP_045151716.1
OG0001214	XP_026256395.1	XP_004696198.1
OG0001215	XP_026262775.1	XP_004696105.1
OG0001216	XP_026235129.1, XP_026235128.1, XP_026235127.1	XP_045146399.1
OG0001218	XP_026245904.1	XP_045153635.1
OG0001219	XP_026238702.1	XP_004708678.1, XP_045150976.1, XP_045150975.1
OG0001220	XP_026240809.1	XP_004712145.1
OG0001223	XP_026264124.1	XP_012863720.2
OG0001224	XP_026246723.1	XP_045151144.1
OG0001225	XP_026246799.1	XP_045151145.1, XP_004698117.1
OG0001226	XP_026253306.1	XP_004707652.1
OG0001227	XP_026254440.1	XP_045143155.1
OG0001228	XP_026254571.1, XP_026254572.1	XP_045152290.1
OG0001229	XP_026259058.1	XP_004708286.1, XP_045151960.1
OG0001230	XP_026259007.1	XP_004708182.1, XP_030743097.1
OG0001231	XP_026235663.1	XP_004700252.1
OG0001232	XP_026256469.1, XP_026256470.1	XP_030740642.1, XP_004711568.1, XP_004711566.1
OG0001233	XP_026254574.1	XP_030740603.1
OG0001234	XP_026266636.1	XP_045139601.1
OG0001235	XP_026245548.1	XP_004709472.1, XP_045142475.1
OG0001236	XP_026247109.1	XP_004709491.1
OG0001237	XP_026269190.1	XP_045142450.1
OG0001238	XP_026240661.1	XP_004709519.1
OG0001239	XP_026240570.1	XP_004718145.2
OG0001240	XP_026243520.1	XP_045141602.1
OG0001241	XP_026249318.1, XP_026249316.1, XP_026249317.1	XP_045140589.1, XP_045140590.1, XP_045140588.1
OG0001242	XP_026266408.1	XP_012859428.2
OG0001243	XP_026254783.1	XP_004703475.1
OG0001246	XP_026263503.1	XP_004712573.1, XP_045151720.1
OG0001247	XP_026237242.1, XP_026237243.1	XP_045154050.1
OG0001248	XP_026266119.1	XP_004717693.1
OG0001249	XP_026258433.1	XP_004710091.1
OG0001249	XP_026250948.1, XP_026250949.1	XP_004710033.1, XP_045146646.1
OG0001250	XP_026250956.1	XP_045150990.1, XP_045150991.1, XP_045150992.1
OG0001251	XP_026269607.1	XP_004717851.1
OG0001252	XP_026258829.1, XP_026258830.1	XP_004697431.1
OG0001253	XP_026268057.1	XP_004708310.1
OG0001254	XP_026235759.1	XP_045152586.1, XP_045149162.1
OG0001254	XP_026243561.1	XP_045141634.1
OG0001255	XP_026246638.1	XP_004703609.1
OG0001256	XP_026268080.1	XP_004696910.1, XP_030744661.1
OG0001257	XP_026257434.1, XP_026257436.1, XP_026257433.1, XP_026257435.1	XP_045147202.1
OG0001258	XP_026240509.1, XP_026240510.1	XP_004708772.2
OG0001260	XP_026246746.1, XP_026246747.1	XP_004698105.1
OG0001261	XP_026260428.1	XP_004708323.1
OG0001262	XP_026245740.1, XP_026245744.1	XP_004705308.1
OG0001263	XP_026252809.1, XP_026252807.1, XP_026252810.1, XP_026252808.1, XP_026252806.1, XP_026252805.1	XP_004709257.1
OG0001264	XP_026265527.1	XP_004697929.1, XP_004697930.1
OG0001264	XP_026265529.1, XP_026265528.1	XP_004697931.1
OG0001265	XP_026239184.1	XP_045146173.1, XP_030742270.1
OG0001266	XP_026265617.1, XP_026265626.1	XP_004699386.1
OG0001267	XP_026254178.1	XP_004716988.2
OG0001268	XP_026256841.1, XP_026256837.1, XP_026256839.1	XP_012864014.1, XP_004717535.1
OG0001269	XP_026256727.1	XP_004717540.1
OG0001270	XP_026266208.1	XP_045148599.1
OG0001271	XP_026246796.1	XP_045151415.1
OG0001271	XP_026244476.1	XP_045152010.1
OG0001272	XP_026248850.1	XP_045151190.1
OG0001272	XP_026266250.1	XP_045141208.1, XP_004710461.1
OG0001273	XP_026259626.1, XP_026259623.1, XP_026259625.1, XP_026259622.1, XP_026259624.1	XP_045148953.1
OG0001274	XP_026267925.1	XP_030742221.1
OG0001275	XP_026246980.1, XP_026235815.1	XP_004715885.1
OG0001276	XP_026251254.1	XP_004714501.1
OG0001277	XP_026240199.1	XP_045140829.1, XP_045140827.1, XP_045140830.1, XP_045140828.1
OG0001278	XP_026240236.1	XP_004697119.1
OG0001279	XP_026258422.1, XP_026250329.1	XP_004703563.1, XP_045141044.1, XP_045141043.1
OG0001280	XP_026244035.1	XP_004708268.1
OG0001282	XP_026262451.1	XP_004713031.1
OG0001284	XP_026236260.1	XP_004696859.1, XP_045140814.1
OG0001284	XP_026263692.1	XP_045147439.1
OG0001285	XP_026249408.1, XP_026249409.1, XP_026249407.1	XP_045141293.1, XP_030744725.1
OG0001286	XP_026257791.1	XP_004699277.2, XP_045140055.1
OG0001287	XP_026259242.1, XP_026259243.1, XP_026259241.1	XP_004716327.1
OG0001288	XP_026236526.1	XP_045154659.1
OG0001290	XP_026270710.1, XP_026270709.1, XP_026270712.1, XP_026270711.1, XP_026270708.1, XP_026270707.1	XP_004705279.1, XP_045154976.1
OG0001291	XP_026268669.1	XP_004705267.1
OG0001291	XP_026267694.1, XP_026267695.1	XP_004713123.1, XP_004713122.1
OG0001292	XP_026255064.1, XP_026255062.1	XP_004704624.1
OG0001293	XP_026256205.1	XP_004705709.2
OG0001294	XP_026238224.1	XP_045144303.1
OG0001294	XP_026241032.1	XP_004705883.2
OG0001295	XP_026252925.1, XP_026252926.1	XP_004699872.1
OG0001296	XP_026243162.1	XP_045154125.1
OG0001297	XP_026269590.1	XP_045145979.1, XP_045139735.1, XP_004713914.1, XP_045140323.1
OG0001298	XP_026261861.1, XP_026261862.1	XP_045143545.1, XP_004698529.1, XP_045143544.1
OG0001299	XP_026251313.1	XP_045145221.1
OG0001300	XP_026251280.1	XP_045145163.1
OG0001301	XP_026242215.1	XP_045144450.1
OG0001302	XP_026269335.1	XP_004700682.1
OG0001303	XP_026243029.1	XP_045150126.1
OG0001304	XP_026269617.1, XP_026269616.1	XP_030744746.2
