Orthogroup	Saimiri_boliviensis_boliviensis	Canis_lupus_familiaris
OG0002082	XP_003941355.1	XP_038406949.1
OG0002084	XP_010331821.1	XP_038407408.1
OG0002085	XP_010329978.1	XP_038408695.1, XP_038408692.1, XP_038408694.1, XP_038408693.1, XP_038408696.1
OG0002086	XP_003943828.2	XP_038408735.1
OG0002087	XP_003940132.1, XP_003940133.1	XP_038408865.1
OG0002088	XP_010334248.1	XP_038409098.1
OG0002089	XP_010330557.1, XP_010330558.1, XP_010330556.1	XP_038409467.1
OG0002090	XP_003923262.1	XP_038409813.1, XP_038409814.1
OG0002091	XP_003923306.1	XP_038409914.1
OG0002092	XP_039320801.1, XP_003942130.1	XP_038411562.1
OG0002093	XP_039320469.1	XP_038411701.1
OG0002095	XP_039333323.1	XP_038421412.1
OG0002095	XP_003921038.1	XP_038412421.1
OG0002096	XP_003921071.1	XP_038412553.1
OG0002096	XP_003936580.1	XP_038422030.1
OG0002097	XP_010343229.1	XP_038412609.1
OG0002098	XP_039328954.1	XP_038413055.1
OG0002099	XP_039330324.1	XP_038413765.1, XP_038413766.1
OG0002100	XP_003936976.3	XP_038414232.1
OG0002101	XP_039331334.1, XP_039318601.1, XP_039332491.1, XP_003923833.2, XP_003945196.2, XP_039327283.1	XP_038414941.1, XP_038442418.1
OG0002102	XP_003933920.2	XP_038415125.1
OG0002103	XP_003929798.1	XP_038415361.1, XP_038415364.1, XP_038415360.1, XP_038415359.1, XP_038415358.1, XP_038415356.1, XP_038415357.1, XP_038415362.1, XP_038415363.1
OG0002104	XP_039328799.1	XP_038415634.1
OG0002104	XP_010338760.2	XP_038415626.1
OG0002105	XP_010342651.1, NP_001266895.1	XP_038416348.1
OG0002106	XP_010342717.2, XP_039324490.1	XP_038416380.1, XP_038416381.1
OG0002107	XP_010344055.1	XP_038416774.1
OG0002108	XP_003935312.1	XP_038416880.1, XP_038416879.1
OG0002109	XP_003933577.1	XP_038417823.1, XP_038417825.1, XP_038417824.1
OG0002110	XP_039319285.1	XP_038438649.1
OG0002110	XP_003939770.2	XP_038418208.1, XP_038418209.1
OG0002111	XP_039331445.1, XP_039328582.1, XP_010335499.1	XP_038418647.1
OG0002112	XP_010343180.1	XP_038418777.1
OG0002113	XP_010329495.1	XP_038418866.1
OG0002114	XP_039326897.1	XP_038419842.1
OG0002115	XP_010346527.1, XP_010346528.1	XP_038420073.1, XP_038420074.1, XP_038420075.1
OG0002116	XP_039327439.1, XP_039327437.1, XP_039327438.1	XP_038420174.1
OG0002117	XP_003920499.1, XP_003920198.1	XP_038420399.1, XP_038420400.1
OG0002118	XP_003931587.1	XP_038420920.1
OG0002119	XP_010335189.2, XP_039333101.1	XP_038421425.1
OG0002120	XP_010336120.2	XP_038421674.1
OG0002121	XP_039334557.1	XP_038421754.1, XP_038421753.1
OG0002122	XP_010345280.1, XP_010345282.1, XP_003936573.1, XP_010345279.1, XP_003936574.1, XP_010345278.1, XP_010345281.1	XP_038421971.1
OG0002123	XP_010345284.1	XP_038421978.1
OG0002124	XP_039321543.1, XP_039321542.1, XP_039321541.1	XP_038422891.1, XP_038422890.1, XP_038422892.1, XP_038422895.1, XP_038422894.1, XP_038422893.1
OG0002125	XP_039322332.1	XP_038423739.1
OG0002126	XP_010342476.1	XP_038424978.1
OG0002127	XP_003934403.1	XP_038425466.1
OG0002128	XP_039322370.1, XP_003934411.2	XP_038425509.1
OG0002129	XP_010350183.1, XP_003942620.1	XP_038427036.1, XP_038427037.1
OG0002131	XP_039335280.1	XP_038427551.1
OG0002132	XP_039335646.1	XP_038428315.1, XP_038428316.1, XP_038428317.1
OG0002133	XP_039335486.1	XP_038428479.1
OG0002134	XP_003932613.1	XP_038428502.1
OG0002135	XP_039328410.1	XP_038430972.1
OG0002136	XP_039327974.1	XP_038431689.1, XP_038433723.1
OG0002137	XP_010347563.1	XP_038432019.1
OG0002138	XP_039317562.1	XP_038432484.1
OG0002139	XP_003934569.1	XP_038432739.1
OG0002140	XP_003926680.2	XP_038433113.1
OG0002141	XP_010331181.1, XP_010331189.1, XP_010331177.1	XP_038434765.1
OG0002142	XP_039320913.1, XP_039320912.1	XP_038435117.1
OG0002143	XP_010329123.1, XP_010349500.1	XP_038439189.1, XP_038435590.1
OG0002144	XP_039318848.1	XP_038435930.1
OG0002145	XP_010329129.1	XP_038436975.1
OG0002146	XP_003935826.1	XP_038437027.1, XP_038445404.1, XP_038444879.1, XP_038445609.1
OG0002147	XP_003929572.2, XP_039324004.1, XP_010338463.2, XP_039324003.1	XP_038437983.1
OG0002149	XP_003935500.2	XP_038438771.1
OG0002150	XP_010330500.1, XP_010330501.1, XP_010330502.1, XP_003944329.1, XP_039315806.1	XP_038442490.1, XP_038442491.1, XP_038442492.1, XP_038439204.1
OG0002151	XP_003925016.1	XP_038439736.1
OG0002152	XP_010336342.1	XP_038440108.1
OG0002153	XP_039318649.1	XP_038440203.1
OG0002154	XP_003940872.1	XP_038441054.1
OG0002155	XP_010334671.1, XP_003925634.1, XP_003925633.1	XP_038441568.1
OG0002156	XP_003930373.1	XP_038442133.1, XP_038442135.1, XP_038442134.1
OG0002157	XP_003938007.2	XP_038442255.1
OG0002158	XP_003931204.1	XP_038444295.1, XP_038444296.1
OG0002159	XP_039331498.1, XP_039331493.1	XP_038444863.1, XP_038445507.1, XP_038445376.1, XP_038445360.1, XP_038444850.1, XP_038445359.1, XP_038444853.1
OG0002165	XP_003923817.2, XP_003923818.1	NP_001002967.1
OG0002166	XP_010339049.1, XP_003930196.1, XP_003930197.1, XP_010339048.1	NP_001003003.2
OG0002167	XP_003942800.1	XP_038403187.1
OG0002167	XP_039331939.1	NP_001003105.1
OG0002168	XP_003939929.1	XP_038436561.1
OG0002168	XP_003942297.1	NP_001003152.1
OG0002169	XP_010331837.1	NP_001003153.1
OG0002169	XP_003937787.1	XP_038419784.1
OG0002170	XP_039324826.1	NP_001003238.1
OG0002171	XP_003934934.2	NP_001003280.1
OG0002172	XP_010345525.1, XP_010345524.2, XP_010345526.1	NP_001003281.1
OG0002173	XP_010348427.1, XP_010348426.1, XP_003939521.1	NP_001009187.1
OG0002174	XP_039316802.1, XP_010342156.1, XP_010342157.1	NP_001012737.1
OG0002175	XP_039326723.1	NP_001041483.1
OG0002176	XP_010347442.2	NP_001128598.1
OG0002177	XP_003920378.1, XP_039331510.1	NP_001183960.1
OG0002178	XP_039332848.1, XP_003929371.1, XP_010338258.1, XP_010338257.1	NP_001229643.1
OG0002179	XP_003923234.1	NP_001239074.1
OG0002180	XP_039329561.1, XP_039329560.1	NP_001239094.1
OG0002181	XP_039329882.1, XP_003936949.1	NP_001239097.1
OG0002182	XP_039326789.1	NP_001239154.1
OG0002182	XP_039325921.1	XP_038439253.1
OG0002183	XP_010349811.2, XP_010331896.1, XP_039319410.1, XP_039330091.1	NP_001239157.1
OG0002184	XP_003920729.2	XP_038407774.1
OG0002184	XP_010348024.1	NP_001239308.1
OG0002185	XP_039316241.1	NP_001240828.1
OG0002186	XP_039330489.1	NP_001240835.1
OG0002187	XP_010335056.1	NP_001273917.1
OG0002188	XP_003934068.1	NP_001274034.1
OG0002189	XP_010330381.1, XP_010330382.1	XP_038442164.1, NP_001300714.1, XP_038420963.1, XP_038442743.1
OG0002190	XP_010342406.2	NP_001300773.1
OG0002191	XP_003942856.1	NP_001332998.1
OG0002191	XP_003942858.1	NP_001332995.1
OG0002192	XP_003920151.2	NP_001375532.1
OG0002193	XP_003923875.1	NP_001375623.1, XP_038424089.1
OG0002194	XP_003919838.1	NP_001375671.1, NP_001375668.1, NP_001375670.1, XP_038424109.1
OG0002195	XP_010346919.1	NP_001375706.1, NP_001375948.1
OG0002196	XP_003923881.2	NP_001375811.1
OG0002198	XP_003924933.1, XP_010333912.1	XP_038381505.1, XP_038381504.1, XP_038381506.1, XP_038381503.1
OG0002199	XP_003929043.2	XP_038436513.1
OG0002199	XP_039317148.1	XP_038381543.1
OG0002200	XP_003926116.1	XP_038381925.1
OG0002201	XP_039331111.1	XP_038383319.1
OG0002202	XP_039333794.1, XP_039332386.1, XP_003944134.1, XP_039330623.1	XP_038383924.1, XP_038415208.1, XP_038438381.1, XP_038383818.1
OG0002203	XP_039321326.1, XP_039321327.1, XP_039321328.1, XP_039321329.1	XP_038384141.1
OG0002204	XP_010349383.1, XP_010349386.1	XP_038384155.1, XP_038384156.1, XP_038384157.1
OG0002205	XP_003937476.1	XP_038384973.1
OG0002206	XP_039322112.1	XP_038384996.1, XP_038384999.1, XP_038384998.1, XP_038385003.1, XP_038385004.1, XP_038385005.1, XP_038385009.1, XP_038385010.1, XP_038385007.1, XP_038385001.1, XP_038385008.1, XP_038385002.1, XP_038384997.1, XP_038385000.1, XP_038385006.1
OG0002207	XP_010346206.1	XP_038385279.1, XP_038442427.1
OG0002208	XP_003930673.2	XP_038385965.1
OG0002209	XP_003931143.1	XP_038444151.1
OG0002210	XP_010336657.1	XP_038386389.1
OG0002211	XP_003925802.1	XP_038386757.1, XP_038386756.1, XP_038386758.1, XP_038386760.1, XP_038386759.1, XP_038386755.1
OG0002212	XP_039331320.1, XP_039331330.1, XP_039331324.1	XP_038386856.1, XP_038386853.1, XP_038386855.1, XP_038386854.1
OG0002213	XP_039331634.1, XP_039331646.1, XP_039331647.1, XP_010346132.1, XP_039331645.1, XP_039331636.1, XP_039331643.1, XP_039331641.1	XP_038387002.1
OG0002214	XP_010346418.1, XP_039333057.1	XP_038441955.1, XP_038387097.1
OG0002215	XP_003937639.2	XP_038387241.1, XP_038420139.1, XP_038445635.1, XP_038412657.1
OG0002216	XP_010328761.1, XP_010343753.1	XP_038387544.1, XP_038387546.1, XP_038387543.1, XP_038387547.1, XP_038425292.1
OG0002217	XP_010343853.2, XP_039329439.1	XP_038387810.1, XP_038387811.1
OG0002218	XP_003921667.2	XP_038388774.1
OG0002218	XP_003921668.2	XP_038388020.1
OG0002219	XP_003932623.1	XP_038428524.1
OG0002219	XP_003944491.2, XP_039324166.1	XP_038388024.1
OG0002220	XP_010338215.1	XP_038388073.1
OG0002221	XP_010349564.1, XP_010349563.1	XP_038388531.1
OG0002222	XP_010348211.2	XP_038388726.1
OG0002223	XP_010336494.2, XP_010336493.2	XP_038389411.1
OG0002224	XP_003927538.1	XP_038389481.1
OG0002225	XP_003928719.1	XP_038390048.1
OG0002226	XP_003928676.1	XP_038390196.1, XP_038390195.1
OG0002227	XP_039333803.1, XP_039333805.1, XP_039333802.1	XP_038390203.1
OG0002228	XP_010343630.2	XP_038390793.1
OG0002229	XP_010343635.1, XP_003934805.1	XP_038390806.1, XP_038390807.1, XP_038390808.1, XP_038390809.1
OG0002230	XP_010329897.2	XP_038390860.1, XP_038390858.1, XP_038390859.1
OG0002231	XP_010349206.1	XP_038391344.1, XP_038391345.1, XP_038391346.1
OG0002232	XP_010330661.2, XP_003930241.2	XP_038391386.1, XP_038395972.1
OG0002233	XP_039326466.1	XP_038391618.1
OG0002234	XP_039327440.1	XP_038392182.1
OG0002235	XP_003929247.2	XP_038392700.1
OG0002236	XP_003921518.1	XP_038393162.1
OG0002237	XP_003921581.1, XP_039329503.1	XP_038393405.1, XP_038393404.1
OG0002238	XP_003921597.2	XP_038393421.1
OG0002239	XP_039330275.1	XP_038393749.1
OG0002240	XP_003939652.1	XP_038393781.1
OG0002241	XP_039330544.1	XP_038394082.1
OG0002242	XP_010345081.1, XP_003936346.1	XP_038394593.1, XP_038394596.1, XP_038394595.1, XP_038394594.1
OG0002243	XP_003920262.1	XP_038435148.1
OG0002243	XP_003931446.1	XP_038445169.1
OG0002244	XP_039325581.1, XP_039323663.1, XP_039326411.1, XP_039316563.1, XP_039316031.1, XP_039327618.1, XP_039323911.1	XP_038394912.1
OG0002245	XP_039316492.1	XP_038394996.1
OG0002246	XP_003934216.1	XP_038395148.1
OG0002247	XP_010343062.1	XP_038395284.1
OG0002248	XP_039325162.1	XP_038395482.1, XP_038400047.1, XP_038398457.1, XP_038421844.1
OG0002249	XP_010329911.1, XP_003943791.1	XP_038395597.1, XP_038395596.1
OG0002250	XP_003930106.1, XP_010338964.1	XP_038395704.1
OG0002251	XP_010337396.1, XP_010337397.1, XP_010337395.1, XP_039334140.1	XP_038396586.1
OG0002252	XP_003928476.1, XP_003928621.1	XP_038396609.1
OG0002253	XP_010342122.2	XP_038397157.1, XP_038397158.1
OG0002254	XP_003933382.2	XP_038397300.1
OG0002255	XP_039316911.1	XP_038397317.1
OG0002256	XP_003943314.1	XP_038397390.1
OG0002256	XP_003943313.1	XP_038397391.1
OG0002257	XP_039316192.1	XP_038398258.1
OG0002258	XP_010334413.1	XP_038398397.1
OG0002259	XP_010346767.1, XP_003937896.1, XP_010346768.1	XP_038398928.1
OG0002260	XP_003937855.2	XP_038399000.1
OG0002261	XP_010346907.2	XP_038399078.1
OG0002262	XP_010335139.1, XP_010335137.1, XP_010335138.1	XP_038399911.1
OG0002263	XP_039325159.1, XP_039325160.1, XP_039325161.1, XP_003939897.1	XP_038400045.1
OG0002264	XP_010337747.1	XP_038400497.1
OG0002265	XP_010339376.1, XP_003930559.1	XP_038400701.1
OG0002266	XP_003939910.1	XP_038401484.1
OG0002267	XP_010337769.1, XP_003928875.1, XP_010337770.1	XP_038401564.1, XP_038401565.1, XP_038401563.1
OG0002268	XP_003928888.1, XP_010337775.1	XP_038401591.1, XP_038401597.1, XP_038401596.1, XP_038401598.1, XP_038401592.1, XP_038401595.1, XP_038401594.1, XP_038401593.1
OG0002269	XP_039318810.1, XP_039318809.1	XP_038401720.1, XP_038401717.1, XP_038401719.1, XP_038401718.1
OG0002271	XP_039332363.1	XP_038401897.1
OG0002271	XP_039326862.1	XP_038418416.1
OG0002272	XP_003931316.1	XP_038402073.1
OG0002273	XP_039317308.1	XP_038402092.1, XP_038402091.1, XP_038402090.1
OG0002274	XP_010340558.1	XP_038402161.1, XP_038402160.1, XP_038402159.1, XP_038402158.1, XP_038402163.1
OG0002275	XP_039331709.1	XP_038402351.1
OG0002276	XP_039331745.1, XP_039334894.1	XP_038402774.1, XP_038402773.1
OG0002277	XP_010328914.1	XP_038403264.1, XP_038432658.1
OG0002278	XP_010337969.1	XP_038404005.1, XP_038404006.1
OG0002279	XP_039317316.1, XP_039317315.1, XP_010350438.1, XP_010350439.1, XP_010350441.1, XP_010350437.1, XP_039317317.1, XP_039317319.1, XP_010350440.1	XP_038404639.1
OG0002280	XP_039317144.1	XP_038404770.1, XP_038404771.1, XP_038404772.1
OG0002281	XP_010339827.2	XP_038404902.1
OG0002282	XP_039331102.1	XP_038404999.1, XP_038404993.1, XP_038404994.1, XP_038404995.1, XP_038404996.1, XP_038404998.1, XP_038404992.1
OG0002283	XP_003940640.1	XP_038405177.1, XP_038405178.1
OG0002284	XP_039331044.1	XP_038405217.1
OG0002285	XP_010349686.1, XP_003940701.1	XP_038405366.1, XP_038405370.1, XP_038405367.1, XP_038405368.1
OG0002286	XP_003932834.1, XP_010341672.1, XP_010341670.1, XP_010341671.1	XP_038406022.1, XP_038406021.1
OG0002287	XP_010341654.2	XP_038406035.1
OG0002288	XP_010341697.1	XP_038406281.1, XP_038406278.1, XP_038406279.1
OG0002289	XP_003932943.2	XP_038406591.1
OG0002290	XP_003922740.1, XP_010331839.1	XP_038407373.1
OG0002291	XP_039332997.1, XP_003940153.1	XP_038408912.1
OG0002292	XP_003933991.1	XP_038408237.1, XP_038408236.1
OG0002293	XP_003943883.1, XP_010330028.1	XP_038408600.1, XP_038408602.1, XP_038432245.1, XP_038408601.1
OG0002294	XP_003943856.1	XP_038408662.1
OG0002295	XP_003925311.1	XP_038408921.1
OG0002296	XP_010341311.1	XP_038409311.1
OG0002297	XP_003923166.1, XP_010332303.1	XP_038410232.1, XP_038410231.1, XP_038410233.1
OG0002298	XP_003923022.1	XP_038410568.1, XP_038410566.1
OG0002299	XP_010332076.1	XP_038410689.1
OG0002300	XP_010332072.2	XP_038410715.1
OG0002301	XP_003935969.1	XP_038410741.1
OG0002302	XP_039328182.1	XP_038433628.1
OG0002303	XP_003931960.1	XP_038412164.1
OG0002304	XP_039321607.1	XP_038423868.1
OG0002304	XP_010341334.2	XP_038412301.1
OG0002305	XP_010343302.1	XP_038412610.1
OG0002306	XP_003921130.1, XP_003921131.1	XP_038413290.1, XP_038413289.1
OG0002307	XP_010342387.1	XP_038413292.1
OG0002308	XP_010345843.1	XP_038413674.1
OG0002308	XP_010345846.1	XP_038413670.1
OG0002309	XP_003937556.1, XP_039329760.1	XP_038413841.1
OG0002310	XP_010345692.1	XP_038414100.1
OG0002311	XP_010345743.1, XP_010345741.1, XP_039330400.1, XP_010345742.1, XP_003936970.1	XP_038414195.1
OG0002312	XP_010336906.1	XP_038414945.1
OG0002313	XP_039324412.1, XP_039324413.1	XP_038415164.1
OG0002314	XP_039328520.1	XP_038415224.1
OG0002315	XP_010341220.1	XP_038415406.1
OG0002316	XP_010338769.1	XP_038415642.1
OG0002317	XP_039319284.1, XP_003942431.1, XP_003942430.1, XP_039319283.1, XP_010328534.1, XP_039319282.1	XP_038415856.1
OG0002318	XP_039319323.1	XP_038416070.1
OG0002319	XP_010346980.1, XP_010346982.1	XP_038416107.1
OG0002320	XP_039330120.1	XP_038416845.1
OG0002321	XP_039335971.1, XP_010350658.2	XP_038417033.1, XP_038445277.1, XP_038417012.1, XP_038445279.1, XP_038445318.1, XP_038445060.1, XP_038445361.1
OG0002322	XP_003922593.1, XP_010331700.1	XP_038417539.1
OG0002323	XP_003922649.1	XP_038417667.1, XP_038417668.1
OG0002324	XP_039316150.1, XP_039316149.1, XP_039316148.1	XP_038417987.1, XP_038417986.1
OG0002325	XP_039316075.1	XP_038418123.1
OG0002326	XP_003920146.1, XP_003920145.1	XP_038418393.1, XP_038420404.1
OG0002327	XP_003920119.1	XP_038419203.1
OG0002328	XP_003937728.1	XP_038419925.1, XP_038419926.1
OG0002329	XP_039335137.1, XP_039335136.1	XP_038420493.1, XP_038420494.1, XP_038420495.1, XP_038420496.1
OG0002330	XP_039335068.1, XP_039335067.1	XP_038420528.1
OG0002331	XP_039335814.1, XP_010329053.1, XP_010329050.1	XP_038420730.1
OG0002332	XP_003922031.1	XP_038421120.1
OG0002333	XP_003936584.1	XP_038421204.1
OG0002334	XP_039333451.1, XP_039333449.1, XP_039333448.1, XP_039333450.1	XP_038421280.1
OG0002335	XP_039333377.1	XP_038421466.1, XP_038421467.1, XP_038421465.1, XP_038421468.1
OG0002336	XP_010349217.1	XP_038421850.1
OG0002337	XP_003936621.1	XP_038422155.1, XP_038422156.1
OG0002338	XP_003936643.1	XP_038422205.1
OG0002339	XP_003936659.1	XP_038422219.1
OG0002339	XP_003936750.1, XP_003936658.1	XP_038422223.1, XP_038422221.1
OG0002340	XP_010345413.1	XP_038422296.1, XP_038422298.1, XP_038422297.1
OG0002341	XP_003926362.1	XP_038422443.1
OG0002342	XP_039333609.1	XP_038422587.1, XP_038422588.1, XP_038422590.1, XP_038422586.1
OG0002343	XP_003942354.1	XP_038422676.1
OG0002344	XP_010331141.2	XP_038422934.1
OG0002345	XP_039326676.1, XP_010332933.1, XP_010332932.1	XP_038424147.1
OG0002346	XP_039318111.1, XP_003932518.1	XP_038424385.1, XP_038424384.1
OG0002347	XP_039318156.1	XP_038424422.1
OG0002348	XP_003923490.1	XP_038424625.1
OG0002349	XP_039326530.1, XP_010332614.1, XP_003923489.1	XP_038424639.1
OG0002350	XP_003923410.1	XP_038424782.1, XP_038424781.1
OG0002351	XP_003930949.2	XP_038426373.1
OG0002352	XP_010339904.1, XP_010339903.1, XP_010339902.1, XP_003931018.1, XP_039317740.1	XP_038426935.1
OG0002353	XP_003933255.1	XP_038427555.1
OG0002354	XP_039335544.1	XP_038427880.1
OG0002355	XP_003932063.1, XP_010340941.1	XP_038428115.1
OG0002356	XP_039325849.1	XP_038429013.1
OG0002357	XP_003937205.1	XP_038429796.1
OG0002358	XP_003936778.2	XP_038430147.1, XP_038430146.1
OG0002359	XP_039317514.1, XP_039317669.1	XP_038432359.1
OG0002360	XP_039323832.1, XP_003944914.1	XP_038432574.1, XP_038432576.1, XP_038432575.1
OG0002362	XP_039328028.1, XP_003926653.1	XP_038433063.1
OG0002363	XP_010348129.1, XP_003939220.1	XP_038433632.1
OG0002364	XP_010331494.1, XP_003922355.1, XP_010331493.1	XP_038434443.1
OG0002365	XP_039321222.1, XP_039321221.1	XP_038434514.1
OG0002366	XP_010331331.1	XP_038434679.1
OG0002367	XP_039320877.1	XP_038435276.1
OG0002368	XP_003935811.1	XP_038435835.1
OG0002369	XP_003935800.1	XP_038435892.1
OG0002370	XP_003935743.1	XP_038436046.1, XP_038436047.1
OG0002371	XP_003929005.1, XP_010337883.1	XP_038436105.1, XP_038436104.1
OG0002372	XP_010337927.1	XP_038436514.1
OG0002373	XP_003940943.1	XP_038436650.1, XP_038436649.1, XP_038436648.1
OG0002374	XP_039336380.1	XP_038437447.1
OG0002375	XP_010336547.1	XP_038437496.1, XP_038437492.1, XP_038437494.1, XP_038437495.1, XP_038437493.1
OG0002376	XP_010338396.1	XP_038437909.1
OG0002377	XP_003924060.2	XP_038438076.1, XP_038438074.1, XP_038438075.1, XP_038438077.1
OG0002378	XP_039324471.1, XP_039324470.1	XP_038438215.1, XP_038438213.1, XP_038438216.1, XP_038438212.1, XP_038438214.1
OG0002379	XP_003939431.1	XP_038438621.1
OG0002380	XP_010344261.1	XP_038438845.1
OG0002381	XP_003927021.1	XP_038439194.1
OG0002382	XP_010336179.2	XP_038439395.1
OG0002382	XP_039319988.1	XP_038442551.1
OG0002383	XP_010335997.2, XP_010335998.2, XP_003927041.2	XP_038439571.1
OG0002384	XP_003927044.1	XP_038439572.1
OG0002385	XP_003944790.1	XP_038439894.1
OG0002386	XP_003927403.1	XP_038440077.1
OG0002387	XP_039318530.1, XP_039320987.1	XP_038440107.1
OG0002388	XP_039318566.1, XP_039318555.1, XP_010336409.2, XP_039318553.1	XP_038440310.1
OG0002389	XP_003944899.1	XP_038440398.1
OG0002390	XP_010349867.2	XP_038441083.1
OG0002391	XP_010334710.1	XP_038441432.1, XP_038441431.1, XP_038441430.1, XP_038441433.1
OG0002392	XP_003938358.1	XP_038441872.1, XP_038441873.1
OG0002393	XP_003943926.2	XP_038442584.1
OG0002394	XP_039331470.1, XP_003920393.1	XP_038442802.1, XP_038442800.1
OG0002395	XP_003924163.1	XP_038442919.1
OG0002396	XP_039319944.1	XP_038445615.1, XP_038443875.1, XP_038443870.1
OG0002397	XP_039320058.1, XP_039320055.1	XP_038444781.1, XP_038444565.1
OG0002402	XP_003923502.1	NP_001003048.1
OG0002403	XP_039333524.1	XP_038438385.1
OG0002404	XP_039331928.1	NP_001003102.2
OG0002405	XP_003943916.1	NP_001003229.1
OG0002406	XP_010333467.1, XP_003924487.1, XP_010333465.1, XP_010333466.1	NP_001005262.2
OG0002407	XP_003927045.1	NP_001006645.1
OG0002408	XP_039317301.1	NP_001008717.1
OG0002409	XP_003934592.1	NP_001008719.1
OG0002410	XP_003928758.1	NP_001013435.2
OG0002411	XP_003943228.1	NP_001041492.1, NP_001032422.1
OG0002412	XP_039320452.1	NP_001041547.1
OG0002413	XP_010332318.1, XP_010332317.1	NP_001041554.1, XP_038403903.1
OG0002414	XP_039319305.1	NP_001041600.1
OG0002415	XP_010349501.1	NP_001138643.1
OG0002416	XP_003934558.1	XP_038433832.1
OG0002416	XP_003934557.1	NP_001138974.1
OG0002417	XP_039333919.1	NP_001191148.1
OG0002418	XP_010337966.1	NP_001191266.1
OG0002419	XP_039319934.1, XP_039319932.1	NP_001191984.1
OG0002420	XP_003924046.2, XP_039323754.1, XP_003933231.2	NP_001238897.1, XP_038404991.1, XP_038439210.1
OG0002421	XP_039323658.1	XP_038442460.1
OG0002422	XP_039317009.1, XP_039330972.1	XP_038417602.1
OG0002423	XP_010332583.1	NP_001268960.1
OG0002424	XP_010342621.1	NP_001271422.1
OG0002425	XP_010334845.1, XP_010334843.1	NP_001273160.1
