Orthogroup	Saimiri_boliviensis_boliviensis	Rattus_norvegicus
OG0001791	XP_010330360.1, XP_003922175.1, XP_039321077.1, XP_010330365.1, XP_039321076.1, XP_003922174.1	NP_001101025.1, XP_006230463.1
OG0001792	XP_003928980.1, XP_010337843.1	XP_006234892.1, NP_001012756.1
OG0001793	XP_003928946.1	XP_006234949.1, NP_001041378.2
OG0001794	XP_003929041.1	NP_445797.1
OG0001795	XP_039336342.1	NP_001099370.1
OG0001796	XP_003934375.1	NP_001101782.1, XP_008766753.1
OG0001797	XP_010336609.1	NP_001020185.1, XP_006248128.1
OG0001798	XP_010339737.1	NP_511177.2, XP_006248506.1
OG0001799	XP_010334004.1, XP_003925024.1	XP_006232552.1, NP_001101153.1
OG0001800	XP_039322996.1, XP_010347229.1	NP_001170839.1, XP_063128142.1
OG0001801	XP_010346842.1	XP_006250359.1, NP_001014253.1
OG0001802	XP_039316056.1, XP_010346834.1	NP_001013145.1, XP_006250357.1
OG0001803	XP_010349974.1	XP_006257110.1, NP_579838.1
OG0001804	XP_010344696.1, XP_003935924.1	NP_001388158.1, XP_008771694.3, XP_038956191.1
OG0001805	XP_010348053.1, XP_003939141.1	XP_038955528.1, NP_001100417.1
OG0001806	XP_039332797.1, XP_039325430.1, XP_039330032.1, XP_039323400.1, XP_010329577.2, XP_010329578.2, XP_003943467.2	XP_038948518.1
OG0001808	XP_003938010.2	XP_017454390.1, NP_001030118.1
OG0001810	XP_010330115.1, XP_039320034.1, XP_003938757.2, XP_039331644.1	NP_001100439.1
OG0001811	XP_010328947.2, XP_039332452.1	XP_038943774.1
OG0001811	XP_039332454.1	XP_063126083.1
OG0001815	XP_003923041.1	NP_579818.1
OG0001816	XP_003936196.1	NP_446030.3
OG0001816	XP_003929890.1	NP_001002253.1
OG0001817	XP_003940889.1	NP_058896.1, XP_008760202.1
OG0001818	XP_003932938.1	NP_001008385.1, XP_006242090.1
OG0001818	XP_039316522.1	NP_599193.1
OG0001819	XP_003926261.1	XP_008764903.1, NP_001009437.1
OG0001820	XP_039335543.1	NP_001382587.1, XP_063139172.1, NP_036763.1
OG0001821	XP_039333282.1	NP_001012018.1, XP_017453489.1
OG0001822	XP_039317801.1	NP_445809.2, XP_038938135.1
OG0001823	XP_003924826.2	NP_001137365.1
OG0001824	XP_003927708.1	NP_001102522.1
OG0001825	XP_003921742.1	NP_001004249.1
OG0001825	XP_010337981.1	NP_001099228.1
OG0001826	XP_039330875.1, XP_039317437.1, XP_039329053.1, XP_039325613.1	NP_058856.1
OG0001827	NP_001268789.1	NP_001101038.2
OG0001828	XP_039322864.1, XP_039335908.1, XP_039333716.1, XP_039327660.1, XP_039331461.1, XP_003923980.1, XP_039318057.1	XP_063140949.1
OG0001829	XP_003939195.1	NP_036911.1
OG0001829	XP_003939194.1	NP_037041.3
OG0001830	XP_039327263.1	NP_001012185.2, XP_038961366.2, NP_001410093.1
OG0001834	XP_039327333.1	NP_001001276.1
OG0001834	XP_003920195.2	NP_001000261.1
OG0001836	XP_010332943.2, XP_003923399.2, XP_003923398.1	NP_001000182.1, NP_001000180.1
OG0001837	XP_003935825.1	NP_001000971.1
OG0001839	XP_003937953.1	NP_001396068.1
OG0001840	XP_003926036.1, XP_010335021.1	XP_006255061.1, NP_001010920.1
OG0001841	XP_039323521.1	NP_001380743.1
OG0001842	XP_039321563.1, XP_003944282.2	XP_063139873.1, NP_001388292.1
OG0001843	XP_003940352.1	XP_006229220.1, NP_110474.1
OG0001844	XP_010330819.1, XP_010330818.1, XP_010330817.1	XP_038940650.1, NP_579857.1, XP_017445498.2, NP_001406696.1
OG0001845	XP_003938438.1, XP_010347370.1	NP_446299.2, XP_006254110.2
OG0001846	XP_003930706.1	NP_001015031.2
OG0001847	XP_010329656.2, XP_010329687.2, XP_003943544.2, XP_010329655.2	NP_001019917.1, XP_017456687.1
OG0001848	XP_039336314.1, XP_003937313.1	XP_063134154.1, NP_001017380.1
OG0001849	XP_003921313.1	NP_001004268.1, XP_006239078.1
OG0001850	XP_039329799.1	XP_006239187.1, NP_001013957.1
OG0001851	XP_003928487.1	XP_017452548.1, NP_001099236.1
OG0001852	XP_003920850.1	XP_006231845.1, NP_001178887.1
OG0001853	XP_039335342.1	XP_038957089.1
OG0001853	XP_039320649.1, XP_039327065.1, XP_039328051.1, XP_039334803.1, XP_039336237.1	NP_001403655.1
OG0001854	XP_003930071.1, XP_010338940.1	NP_001121107.1
OG0001855	XP_003935410.1, XP_010344194.1	XP_038951449.1, NP_001007627.1
OG0001856	XP_010337597.2, XP_039334332.1, XP_010337596.2, XP_039334333.1, XP_003928683.2, XP_039334334.1	NP_001029300.2, XP_038954539.1
OG0001857	XP_003942600.1	NP_001014162.1, XP_063131563.1
OG0001858	XP_039335379.1	XP_063139403.1, NP_001099983.1
OG0001858	XP_010344966.1	NP_001101742.1
OG0001859	XP_010342873.1	XP_038952537.1, NP_775149.1
OG0001860	XP_010342838.1, XP_003934057.1, XP_010342836.1, XP_039326080.1	NP_476468.1, XP_006254849.1
OG0001861	XP_003923668.1, XP_039316191.1	XP_006243030.1
OG0001861	XP_003944048.1	XP_038956273.1
OG0001862	XP_003929174.1	XP_063124729.1, NP_001099268.2
OG0001863	XP_003929440.3	NP_001165538.1
OG0001863	XP_010338174.2	NP_001178575.1
OG0001864	XP_039329505.1	NP_001124474.1, XP_006238586.3
OG0001865	XP_010348649.1, XP_010348647.1, XP_010348650.1, XP_010348648.1, XP_039330472.1	XP_006239634.1, NP_001101468.1
OG0001866	XP_039330051.1, XP_039330050.1, XP_003939692.1	NP_001034101.1
OG0001867	XP_010345032.1, XP_003936301.1, XP_010345033.1	XP_006255121.1, NP_445844.1
OG0001868	XP_003934175.1	NP_001010945.1
OG0001868	XP_039327510.1	NP_001258238.1
OG0001869	XP_039316544.1	XP_006249243.1, NP_001032877.2
OG0001870	XP_039331787.1	XP_063125323.1, NP_001100542.1
OG0001870	XP_003934302.1	NP_001094276.2
OG0001871	XP_003930134.1, XP_010338992.1	XP_006230327.1, NP_001020172.1
OG0001872	XP_010339107.1, XP_010339105.1, XP_010339106.1, XP_010339103.1, XP_010339110.1, XP_010339108.1, XP_010339111.1, XP_010339104.1, XP_010339109.1	XP_063119293.1, NP_001032273.1
OG0001873	XP_039334110.1	NP_001386704.1
OG0001874	XP_003921432.2	NP_001101199.1, XP_063138061.1
OG0001874	XP_010345509.1	NP_001414089.1, XP_227820.6
OG0001875	XP_039330430.1, XP_039330432.1, XP_039330431.1, XP_010345629.1, XP_039330429.1	XP_038959810.1
OG0001876	XP_039319962.1, XP_039319957.1, XP_039319955.1, XP_039319963.1, XP_039319956.1	XP_063127930.1, NP_001406616.1
OG0001877	XP_039334593.1, XP_039325081.1, XP_039318053.1, XP_039336122.1, XP_003943145.2, XP_010329229.2	NP_001012356.1
OG0001878	XP_003919948.1	XP_038953404.1
OG0001878	XP_003938396.2	XP_008767806.2
OG0001879	XP_039318840.1	XP_003750285.1
OG0001879	XP_039320147.1	NP_001099445.1
OG0001880	XP_010327890.1	XP_063138197.1, NP_001019969.2
OG0001881	XP_039319772.1, XP_039319774.1, XP_039319773.1, XP_039334834.1	NP_001127889.1, XP_038952675.1
OG0001882	XP_003930545.1	XP_038949211.1
OG0001884	XP_010333355.1	XP_038949413.2, NP_001101846.1, XP_002728412.1
OG0001885	XP_039324964.1	XP_006240236.1, NP_001007750.1
OG0001886	XP_010333605.2	XP_008762956.1, NP_446346.1
OG0001887	XP_003924657.1	NP_001386676.1
OG0001888	XP_039331923.1	XP_063125865.1, NP_001030131.1
OG0001889	XP_003931260.1	NP_001102303.1
OG0001890	XP_010350397.1	XP_006233701.1, NP_001028737.2
OG0001891	XP_003941422.1	XP_006233733.1, NP_001100029.2
OG0001892	XP_003940062.1	NP_001020190.1, XP_006233981.1
OG0001893	XP_039330700.1	NP_001385873.1
OG0001894	XP_010348256.1	NP_001178019.1, XP_008763263.1
OG0001895	XP_003927832.1	NP_001101567.2, XP_038935053.1
OG0001896	XP_010341709.1, XP_010341710.1, XP_010341711.1, XP_010341708.1	NP_001120767.1
OG0001897	XP_039318934.1	XP_006242029.1, NP_663709.1
OG0001898	XP_039319182.1	NP_058805.1, XP_063119172.1
OG0001899	XP_010338555.1, XP_010338556.1	XP_038935604.1, NP_001014287.1
OG0001900	XP_010331929.1	XP_017457250.1
OG0001901	XP_039331544.1, XP_039331540.1, XP_010347676.1	XP_008765278.1, NP_001100373.1, XP_063138985.1
OG0001902	XP_010344884.1, XP_039316612.1, XP_003936138.1	NP_001029065.1, XP_008765903.1
OG0001903	XP_010336962.2	NP_001100468.1, XP_038941852.1
OG0001904	XP_039331150.1	XP_038965757.1, NP_001007703.1
OG0001905	XP_010349089.1	NP_001013108.1, XP_006238104.1
OG0001906	XP_010334246.1, XP_010334247.1	NP_001102981.1
OG0001907	XP_039323727.1	XP_006243549.1, NP_001102244.1
OG0001908	XP_039323443.1	NP_001017382.2, XP_063123155.1
OG0001909	XP_003922969.1, XP_003922970.1	NP_001013106.1, XP_008761817.2
OG0001910	XP_003922967.1	XP_232840.4
OG0001911	XP_010329170.1, XP_010329169.1, XP_010329167.1, XP_003943072.1, XP_010329168.1, XP_010329166.1	NP_001013970.1, XP_006241592.1
OG0001912	XP_010328229.2	XP_006241790.1, NP_001098082.1
OG0001913	XP_039320729.1, XP_039320728.1	XP_006241819.1, NP_001017467.1
OG0001914	XP_039324518.1	NP_001129251.3, XP_017454595.1
OG0001915	XP_039320282.1	XP_063119317.1, NP_001127967.1
OG0001916	XP_039328102.1	NP_001129286.1, XP_017450226.2
OG0001917	XP_003934484.1	NP_001102967.1
OG0001917	XP_003928032.1	NP_001102861.1
OG0001918	XP_039328842.1	NP_001178789.1
OG0001918	XP_039334348.1	NP_112330.1
OG0001919	XP_010346582.1	NP_001011939.1
OG0001919	XP_003944029.1	NP_620245.2
OG0001920	XP_003944025.1	NP_001164016.1, NP_775140.2
OG0001921	XP_039319746.1	NP_001385763.1
OG0001922	XP_010327994.2	NP_001101164.1, NP_001406428.1
OG0001923	XP_003920159.1	NP_742071.1
OG0001924	XP_010339694.2	NP_001380737.1, XP_006251539.1, NP_001380738.1, NP_001011913.1
OG0001925	XP_039334941.1	NP_852052.2
OG0001926	XP_010330364.1	NP_001014067.1
OG0001927	XP_003920303.3	NP_001102632.1
OG0001928	XP_010333653.1	XP_006231118.1, NP_001034120.1
OG0001929	XP_003936288.1, XP_003936287.1	XP_006232350.1, NP_001386252.1
OG0001930	XP_003931594.1	XP_038946222.1, NP_579848.2
OG0001931	XP_039333379.1	NP_001414199.1, XP_038964964.1
OG0001932	XP_039333596.1, XP_039333595.1, XP_039333594.1	NP_001135401.1, NP_001101842.2, XP_008768774.1
OG0001933	XP_039333300.1	NP_113835.2, XP_006252720.1
OG0001934	XP_010345385.1	XP_006243788.1, NP_001007666.1
OG0001936	XP_003941743.1, XP_039322633.1	NP_445793.1, XP_017456861.1
OG0001937	XP_039322858.1, XP_039322860.1	NP_001102320.1
OG0001938	XP_039322928.1, XP_003938908.1	XP_006244365.1, XP_038959829.1, NP_001020832.1
OG0001939	XP_039323083.1, XP_039322336.1	XP_006241035.1, NP_001102206.2
OG0001940	XP_003923879.1	NP_001000141.1, NP_001001024.1
OG0001941	XP_010343952.2	NP_001007692.1, XP_017444659.1
OG0001942	XP_003923461.1	NP_001094161.1, XP_038969271.1
OG0001943	XP_003919957.1	XP_038968348.1, NP_001094050.2
OG0001944	XP_003925090.1	NP_110462.1
OG0001944	XP_039329201.1	NP_001381721.1
OG0001945	XP_003942981.2	NP_001101258.1, XP_006235215.1
OG0001946	XP_010342052.2	NP_001094241.1, XP_006235167.1
OG0001947	XP_010342066.1	XP_006235145.1, NP_077329.2
OG0001948	XP_010342090.1, XP_010342089.1, XP_039318001.1	NP_001041508.1, XP_006235132.1
OG0001949	XP_003941138.1, XP_003941137.1	NP_001385841.1
OG0001950	XP_010345222.1, XP_003936508.1	NP_001162015.1
OG0001951	XP_039335429.1	NP_659558.1, XP_006235793.1
OG0001952	XP_039335456.1, XP_039335455.1	XP_063136509.1
OG0001953	XP_010333556.1	NP_001037694.1
OG0001954	XP_039321056.1	NP_653347.2
OG0001955	XP_039317123.1	XP_063130209.1, NP_001007623.1
OG0001956	XP_003935638.1	XP_038950170.1, NP_703200.1
OG0001957	XP_039327930.1	NP_001014149.1, XP_006249387.1
OG0001958	XP_039323695.1, XP_010331602.1	NP_001030174.1, XP_038936585.1
OG0001959	XP_010339424.1, XP_039317510.1	NP_001388902.1, NP_001388903.1, XP_063141981.1
OG0001960	XP_039317520.1, XP_039317522.1, XP_010343404.2	NP_001100094.1, XP_038963384.1
OG0001961	XP_010335603.1	XP_038963844.1
OG0001962	XP_039327957.1, XP_010335617.1	XP_063142649.1, NP_001414114.1
OG0001963	XP_003926683.1	XP_006237770.1, NP_001414663.1
OG0001964	XP_039317539.1	NP_112332.2, XP_008764020.1
OG0001965	XP_039328471.1, XP_039328472.1	NP_001101581.1
OG0001966	XP_003939308.1, XP_003939309.1	NP_001100267.1, XP_006242453.1
OG0001967	XP_039321103.1	NP_001388050.1
OG0001967	XP_039321152.1	NP_001388706.1, NP_001164033.1
OG0001968	XP_003930025.1	NP_446281.2
OG0001969	XP_010330966.1	NP_037091.1, XP_008758734.1
OG0001971	XP_039321159.1	NP_001101028.1
OG0001971	XP_003924023.1	NP_113925.1
OG0001972	XP_003928915.1	NP_001013943.2, NP_001380702.1, XP_017447067.1
OG0001973	XP_003944827.1, XP_039324870.1	NP_001025210.1, XP_006243225.1
OG0001974	XP_010331061.1	XP_008764526.1, NP_001102233.1
OG0001975	XP_003922063.2, XP_039336396.1	NP_001093971.1, XP_063126503.1
OG0001976	XP_003929496.1, XP_010338374.1	XP_038958391.1, NP_001014066.1
OG0001977	XP_039324307.1, XP_039324309.1, XP_039324308.1	XP_006233418.1, NP_001011952.1
OG0001978	XP_010348333.1	NP_598285.1, XP_006248320.1
OG0001979	XP_010333988.1	XP_038957898.1, NP_001376211.1
OG0001980	XP_039336243.1	NP_001102017.2, XP_063138113.1
OG0001981	XP_010336394.2	XP_017456015.1, NP_001100820.1
OG0001982	XP_039323552.1	NP_073159.2, XP_006255929.1
OG0001983	XP_003921878.2, XP_003921879.1	NP_001121079.1, NP_001025089.1, NP_001258423.1
OG0001984	XP_003925541.1	NP_001020050.1, XP_006245246.1
OG0001985	XP_010347282.1	XP_006249806.1, NP_598274.1
OG0001986	XP_003943422.3	NP_997486.2
OG0001987	XP_010334682.2	NP_001100430.1, XP_017457487.1
OG0001988	XP_039331577.1, XP_003920381.1	NP_001007757.1
OG0001989	XP_010333181.1	NP_001100433.1, NP_001381920.1, NP_001381919.1, NP_001008773.3
OG0001990	XP_039320988.1, XP_010329203.1, XP_039331798.1	NP_113812.1
OG0001991	XP_039320085.1	XP_006257299.1
OG0001992	XP_003931136.1	XP_006257547.1, NP_001102784.1
OG0001993	XP_010340012.1	XP_006257566.1, NP_001178685.1, XP_017454903.1, NP_001366028.1
OG0001994	XP_003921837.1	XP_008767288.1, NP_001102533.1
OG0001996	XP_003944087.1	XP_063136648.1, NP_001099690.1, XP_006228262.1, NP_001165635.2, XP_234957.4, XP_038951893.1, XP_038951886.1
OG0001997	XP_039324776.1, XP_010334749.1, XP_010334748.1	XP_038953324.1, NP_001100382.1, XP_063123013.1, XP_038959991.1, XP_063133024.1, XP_038964453.1
OG0001998	XP_003927689.1	NP_037105.1, XP_006248096.1
OG0002001	XP_010335592.1, XP_003926601.1	NP_001101569.1, XP_006241444.1
OG0002002	XP_010338620.2, XP_039325761.1	NP_071954.2
OG0002004	XP_039333891.1	XP_063130769.1
OG0002005	XP_003921706.1	NP_113911.2
OG0002005	XP_003926083.1	NP_705892.1
OG0002006	XP_010334356.1, XP_010334354.1, XP_010334355.1	XP_008767825.1, NP_001094110.1
OG0002007	XP_003924443.1	NP_446317.2
OG0002008	XP_039319710.1, XP_010349349.1	NP_001395793.1, XP_038935980.1, XP_038947338.1, NP_071945.3, XP_038957060.1, XP_038952292.1, XP_038969109.1, NP_001406484.1, XP_063144701.1
OG0002009	XP_039323053.1	XP_008757325.1, NP_446381.1
OG0002010	XP_039326259.1	NP_001094004.1
OG0002011	XP_003923033.1	NP_001100355.1, XP_038939102.1
OG0002012	XP_003939988.1, XP_003939989.1	XP_063134124.1, NP_001100897.1
OG0002013	XP_010336952.2, XP_010336953.2, XP_003928075.2, XP_010336955.2, XP_010336954.2	XP_006255360.1, NP_001102942.1
OG0002015	XP_003925315.1	NP_001000403.1, NP_001396328.1, NP_001000404.1, XP_063144743.1, NP_001000855.1, NP_001000402.1, NP_001000401.1
OG0002016	XP_003920194.1	NP_001001278.1, NP_001001286.1, NP_001000263.1
OG0002020	XP_010329250.1, XP_010329251.2	NP_072104.2, XP_038965433.1
OG0002021	XP_039319699.1, XP_039319698.1, XP_010335019.2, XP_010335020.2, XP_039319697.1	NP_001399386.1
OG0002022	XP_010335836.1, XP_039323878.1, XP_010335835.1	XP_008756823.1, NP_001020809.2
OG0002023	XP_039321808.1	NP_001107016.1, NP_001107015.1
OG0002024	XP_010347106.2	XP_063132636.1
OG0002025	XP_039322178.1, XP_010349422.2	XP_006229117.1, NP_001258010.1
OG0002026	XP_003940423.3	XP_063140053.1, NP_001099729.2
OG0002027	XP_003940364.2	NP_001012066.1, XP_006229147.1
OG0002029	XP_039321798.1	NP_001020814.1
OG0002029	XP_010344995.2	NP_001102294.1
OG0002030	XP_039336459.1	NP_001008775.1, XP_006228839.1, XP_006256290.1, NP_001037756.1
OG0002031	XP_039322487.1, XP_039322486.1	NP_001005877.1, XP_008757355.1
OG0002032	XP_003930678.1	NP_001128354.1, XP_006254338.1
OG0002033	XP_010336569.1	XP_038952890.1, NP_001014171.1
OG0002034	XP_010334900.1	XP_006231978.1, NP_001102961.1
OG0002037	XP_003934919.1	NP_542961.2, XP_038965061.1
OG0002039	XP_003934989.1	NP_037347.1, XP_038965273.1
OG0002039	XP_003935067.3	NP_599234.1
OG0002040	XP_010338534.1, XP_010338530.1	NP_001386095.1, XP_006231762.1
OG0002041	XP_003934601.1	NP_001289946.1, NP_001009661.1
OG0002042	XP_039335931.1, XP_039335930.1	NP_001099742.1, XP_038961520.1
OG0002043	XP_010348436.1, XP_010348433.1, XP_003921717.1	NP_001178556.1, XP_006229502.1
OG0002044	XP_039324258.1	XP_017454553.1, NP_058686.2
OG0002045	XP_010336463.1	NP_001385855.1, XP_006251119.1
OG0002046	XP_039334058.1	XP_008771093.2, NP_775139.1
OG0002047	XP_039316345.1, XP_010336618.2, XP_010336488.1	XP_006246204.1, NP_071786.1
OG0002048	XP_039335112.1	NP_001386204.1
OG0002048	XP_010342890.1	NP_001385727.1
OG0002050	XP_003925979.1	NP_036762.1, XP_038957674.2, NP_001029283.1
OG0002051	XP_010348605.1	XP_006239570.1, NP_001157195.1
OG0002053	XP_039333406.1, XP_039326829.1	XP_063141040.1
OG0002053	XP_039326355.1	NP_001005528.1
OG0002054	XP_003929309.1, XP_003929308.1	NP_058733.2, XP_006246646.1
OG0002055	XP_010338214.2	NP_001178476.1, XP_006246479.1
OG0002056	XP_003921536.1	NP_001101417.1, XP_008762090.1
OG0002057	XP_039329890.1, XP_003939712.1, XP_039329891.1	NP_001007656.2, XP_006239616.1
OG0002058	XP_039327337.1, XP_039334182.1	NP_598282.2, XP_038952707.1
OG0002059	XP_003939968.1, XP_010348943.1, XP_010348944.1	XP_006255644.1, NP_001093987.1
OG0002060	XP_003939969.2	NP_001005381.2, XP_063134007.1
OG0002061	XP_039329901.1, XP_039329910.1, XP_039329905.1, XP_039329913.1, XP_010348999.1, XP_039329903.1, XP_039329906.1	XP_006255623.1, NP_758822.1
OG0002062	XP_003936377.2	NP_446057.2, XP_006255605.1
OG0002063	XP_039334418.1	NP_001099769.1, XP_038963453.1
OG0002064	XP_039316274.1, XP_039316275.1	NP_001011903.2, XP_063127234.1
OG0002065	XP_003944705.1	XP_038954718.1
OG0002067	XP_010337326.1	XP_017452710.1, NP_001100458.1
OG0002068	XP_003933298.2	XP_006233276.1, NP_001017449.1
OG0002069	XP_003933337.1	NP_001009405.1, XP_006233301.1
OG0002070	XP_003944186.1	NP_001178599.1, XP_063128161.1
OG0002071	XP_010346778.1, XP_010346779.1, XP_010346780.1, XP_010346776.1, XP_039316018.1, XP_010346777.1, XP_010346781.1	XP_063137697.1, NP_001128431.1
OG0002072	XP_010333549.2, XP_039325238.1, XP_039325237.1, XP_010333552.2, XP_039325239.1	XP_017449640.1, NP_955426.2
OG0002073	XP_003924603.2	NP_001014101.1
OG0002074	XP_039332389.1, XP_039332388.1, XP_003942479.1	NP_001100526.1, XP_038942091.2
OG0002075	XP_003943644.1	NP_001099185.1
OG0002075	XP_039320210.1	NP_001401278.1
OG0002076	XP_010328994.1	NP_445855.1, XP_006247495.1
OG0002077	XP_010340150.1, XP_010340149.1, XP_010340151.1	NP_001186098.1, NP_001012012.2, XP_006247258.1
OG0002078	XP_003940702.1	NP_001102423.1
OG0002079	XP_003939355.1, XP_003939354.1	XP_006240864.1, NP_112389.3
OG0002080	XP_039327921.1	NP_001030111.2
OG0002081	XP_039318932.1, XP_039318933.1	NP_001020180.1
OG0002082	XP_003941355.1	XP_038939026.1, NP_742029.3
OG0002083	XP_039317614.1	NP_001004254.1, XP_038948046.1
OG0002084	XP_010331821.1	NP_001102333.1
OG0002085	XP_010329978.1	XP_038966938.1, NP_001386502.1
OG0002086	XP_003943828.2	NP_114180.1, XP_006238166.1
OG0002087	XP_003940132.1, XP_003940133.1	NP_663775.1, XP_006238086.1
OG0002088	XP_010334248.1	NP_037031.1, XP_006238296.1
OG0002089	XP_010330557.1, XP_010330558.1, XP_010330556.1	NP_001159408.1, NP_997697.1, XP_063135070.1
OG0002090	XP_003923262.1	XP_006256190.1, NP_542960.1
OG0002091	XP_003923306.1	NP_001400274.1
OG0002092	XP_039320801.1, XP_003942130.1	XP_006241803.1, XP_038936155.1, XP_038936154.1, XP_063120701.1
OG0002093	XP_039320469.1	NP_001386320.1
OG0002095	XP_039333323.1	NP_001026992.1, XP_008761288.2
OG0002095	XP_003921038.1	NP_001100399.1
OG0002096	XP_003921071.1	NP_077063.1
OG0002096	XP_003936580.1	NP_077065.1
OG0002097	XP_010343229.1	NP_001102689.1, XP_063142535.1
OG0002098	XP_039328954.1	NP_001128454.1, XP_063142324.1
OG0002099	XP_039330324.1	NP_001101449.1, XP_038965939.1
OG0002100	XP_003936976.3	NP_001414100.1
OG0002102	XP_003933920.2	NP_446128.1
OG0002103	XP_003929798.1	NP_001402767.1, XP_063141818.1
OG0002104	XP_010338760.2	NP_001030021.1
OG0002105	XP_010342651.1, NP_001266895.1	XP_006253192.1, NP_037054.1
OG0002106	XP_010342717.2, XP_039324490.1	NP_001103614.1, NP_001103613.1
OG0002107	XP_010344055.1	NP_001100186.1, XP_063117715.1
OG0002108	XP_003935312.1	XP_017449522.1, NP_647542.1
OG0002109	XP_003933577.1	XP_038958327.1, NP_001014063.1
OG0002110	XP_039319285.1, XP_039328579.1, XP_039333280.1	NP_112376.1
OG0002111	XP_039331445.1, XP_039328582.1, XP_010335499.1	NP_001014285.1
OG0002112	XP_010343180.1	XP_006236052.1, NP_059006.1
OG0002113	XP_010329495.1	NP_001020073.1, XP_006230626.1
OG0002114	XP_039326897.1	XP_063124306.1, NP_001004089.2
OG0002115	XP_010346527.1, XP_010346528.1	XP_063127663.1, NP_001102630.1
OG0002116	XP_039327439.1, XP_039327437.1, XP_039327438.1	XP_006231047.1, NP_001007694.1
OG0002117	XP_003920499.1, XP_003920198.1	NP_001001289.1
OG0002118	XP_003931587.1	NP_001402045.1
OG0002119	XP_010335189.2, XP_039333101.1	NP_001414769.1, XP_038964654.1
OG0002120	XP_010336120.2	NP_110497.1, XP_063142815.1
OG0002121	XP_039334557.1	XP_038963084.1, NP_037357.1
OG0002122	XP_010345280.1, XP_010345282.1, XP_003936573.1, XP_010345279.1, XP_003936574.1, XP_010345278.1, XP_010345281.1	NP_001007681.1, XP_006251829.1
OG0002123	XP_010345284.1	XP_006252603.1
OG0002124	XP_039321543.1, XP_039321542.1, XP_039321541.1	NP_001013901.1, XP_006252861.1
OG0002125	XP_039322332.1	XP_006240908.1, NP_058750.2
