Orthogroup	Saimiri_boliviensis_boliviensis	Echinops_telfairi
OG0001459	XP_039329204.1	XP_004704324.1
OG0001459	XP_003940798.2	XP_004713454.1
OG0001460	XP_039329393.1, XP_039329394.1, XP_010339986.2	XP_004709831.1, XP_012862863.1
OG0001461	XP_010339747.1	XP_004708724.1
OG0001462	XP_039335201.1, XP_039335202.1, XP_039335203.1	XP_045152848.1
OG0001463	XP_039325712.1, XP_039325462.1, XP_039325711.1, XP_010345498.2	XP_004701896.1, XP_004701897.1
OG0001465	XP_003938490.2	XP_045145559.1
OG0001465	XP_003938500.2	XP_004716780.1
OG0001466	XP_039327509.1	XP_004709650.1
OG0001467	XP_010347472.1	XP_045145595.1, XP_004715385.1
OG0001468	XP_039327764.1, XP_039327765.1, XP_039327766.1	XP_004711519.1
OG0001469	XP_003939324.1	XP_004716956.1, XP_045152292.1
OG0001470	XP_039317742.1	XP_004708677.2
OG0001471	XP_003930053.2, XP_003925499.1	XP_045139600.1
OG0001472	XP_003922429.1	XP_004701120.1
OG0001473	XP_003924208.2	XP_045140269.1
OG0001473	XP_003922351.1	XP_012859635.1
OG0001474	XP_003922238.1	XP_045147529.1, XP_045147530.1
OG0001475	XP_010344530.1	XP_045143923.1, XP_004712758.1
OG0001476	XP_003943047.2	XP_012859795.1, XP_004712107.1
OG0001477	XP_003927721.1	XP_004711343.1
OG0001478	XP_003927681.1, XP_010336590.1	XP_030744686.2
OG0001479	XP_010338352.1, XP_003929485.1	XP_004703390.1
OG0001480	XP_010333077.1	XP_045140216.1
OG0001481	XP_039333296.1, XP_039333298.1, XP_039333297.1, XP_039333295.1, XP_039333294.1, XP_039333292.1, XP_039333293.1	XP_004712302.1
OG0001482	XP_039336203.1, XP_039336205.1, XP_039336204.1	XP_045153551.1
OG0001483	XP_039323359.1, XP_039323356.1, XP_039323360.1, XP_039323357.1	XP_004717355.1
OG0001484	XP_003921941.1	XP_004703813.1, XP_045142197.1
OG0001485	XP_039334955.1, XP_010334775.2, XP_003925742.2	XP_004701572.1, XP_045152885.1, XP_045146552.1
OG0001486	XP_039325752.1, XP_010334545.2, XP_010334544.2, XP_039325751.1	XP_004701700.1
OG0001487	XP_003938207.1, XP_010347058.1, XP_010347057.1	XP_004706716.1, XP_045154187.1, XP_045154186.1
OG0001488	XP_010330179.2, XP_039331616.1	XP_004715504.1
OG0001489	XP_010344650.1	XP_045154510.1
OG0001490	XP_003935896.2	XP_004710111.1, XP_045151754.1
OG0001491	XP_039319907.1	XP_004713114.1
OG0001492	XP_039328299.1, XP_003931167.2, XP_039330716.1	XP_045151905.1, XP_004713760.3
OG0001493	XP_039325303.1, XP_003924377.1, XP_010333360.1	XP_004698953.1
OG0001494	XP_039316939.1, XP_010346108.1, XP_010346032.2, XP_010346036.1, XP_010346038.2, XP_010346107.1	XP_045142782.1, XP_045142781.1
OG0001502	XP_003942765.1	XP_045151712.1, XP_004708798.1
OG0001503	XP_039319300.1	XP_004696253.1
OG0001503	XP_003920630.1	XP_004696672.1
OG0001504	XP_003927925.1, XP_003927926.1	XP_004700456.1, XP_045146498.1
OG0001505	XP_010349768.1	XP_045142642.1, XP_004707805.1
OG0001506	XP_003923866.1	XP_004717159.1
OG0001507	XP_010336883.1	XP_045151765.1, XP_045151766.1, XP_004708783.1
OG0001508	XP_039332243.1	XP_045146758.1
OG0001509	XP_039322018.1	XP_045148900.1, XP_045148901.1, XP_004715840.1
OG0001510	XP_003927052.1, XP_010336014.1	XP_004713463.1
OG0001511	XP_003928071.1, XP_003928070.1, XP_010336948.1, XP_010336949.1	XP_045149485.1
OG0001512	XP_039335182.1, XP_039336185.1	XP_045150115.1, XP_004697981.1, XP_045151258.1, XP_045148226.1
OG0001513	XP_003942832.1	XP_004707213.2
OG0001514	XP_039317983.1	XP_045142252.1, XP_045155709.1
OG0001515	XP_003939835.1	XP_004701237.1, XP_045147506.1
OG0001516	XP_010347734.1, XP_010347735.1, XP_010347732.1, XP_010347731.1, XP_010347730.1, XP_010347733.1	XP_004714455.1
OG0001517	XP_003920133.2	XP_004708532.1
OG0001521	XP_003923438.2	XP_004717587.1
OG0001523	XP_003926107.2	XP_004703165.1
OG0001524	XP_039319550.1, XP_039319549.1, XP_003924926.1, XP_039319551.1	XP_004703902.1
OG0001525	XP_039317371.1	XP_004714513.1
OG0001526	XP_039323019.1, XP_039323011.1, XP_039323016.1, XP_039323013.1, XP_039323012.1, XP_039323018.1, XP_039323015.1, XP_039323014.1, XP_039323017.1	XP_030742250.2
OG0001527	XP_003931856.2	XP_045155418.1
OG0001528	XP_003943129.1, XP_003943130.1	XP_004716740.2
OG0001529	XP_039332044.1	XP_012861761.2
OG0001529	XP_003940359.2	XP_012862115.2
OG0001530	XP_039322453.1, XP_039322456.1, XP_010349300.1, XP_010349299.1, XP_039322454.1, XP_039322455.1	XP_030742264.1
OG0001531	XP_010333665.2	XP_045144084.1
OG0001531	XP_039322227.1	XP_045148601.1
OG0001532	XP_010349445.2	XP_045148655.1
OG0001533	XP_039322737.1	XP_004715817.1
OG0001534	XP_039324358.1	XP_004718253.2
OG0001535	XP_010338325.1, XP_003920762.1	XP_004706646.1, XP_045141023.1
OG0001536	XP_010338638.1	XP_012860342.1
OG0001537	XP_039336033.1, XP_039336032.1	XP_004709924.1
OG0001538	XP_010343457.1	XP_012863673.1, XP_012863284.2
OG0001539	XP_003935532.1	XP_004706447.1, XP_045142133.1, XP_045142134.1, XP_045142135.1
OG0001540	XP_039324192.1, XP_010342423.2	XP_004706353.1
OG0001541	XP_039320199.1	XP_004712235.1
OG0001542	XP_003929490.1	XP_045140032.1
OG0001542	XP_039334241.1	XP_045147634.1
OG0001543	XP_039334365.1	XP_004713037.1
OG0001544	XP_003934790.1, XP_003934792.1	XP_004696825.1
OG0001545	XP_003923636.1	XP_004716325.1
OG0001546	XP_003923802.1, XP_010332903.1, XP_003923803.1	XP_045153724.1, XP_004709049.1
OG0001547	XP_039332377.1, XP_003920636.1, XP_039333110.1	XP_045140568.1, XP_030744759.2
OG0001548	XP_039332662.1, XP_003931397.1, XP_039332661.1	XP_045149356.1, XP_004716206.1
OG0001549	XP_039332091.1	XP_004713003.1
OG0001549	XP_003939647.3	XP_004713196.1
OG0001550	XP_039329900.1	XP_030741915.1
OG0001551	XP_003927971.1	XP_045155143.1
OG0001551	XP_003927973.1	XP_012860777.1
OG0001552	XP_039317058.1	XP_012859358.1
OG0001552	XP_010340986.1, XP_003932092.1	XP_030742936.1
OG0001553	XP_003936357.1	XP_004704661.1
OG0001554	XP_010338989.2	XP_045141822.1
OG0001555	XP_039334366.1	XP_012860913.1
OG0001556	XP_010339285.1, XP_003930448.1	XP_004699915.1
OG0001557	XP_039320125.1	XP_045154137.1
OG0001558	XP_003930365.1	XP_004699990.1
OG0001558	XP_003930363.1	XP_004699991.1
OG0001559	XP_039316118.1	XP_030742729.1
OG0001560	XP_039318733.1	XP_045144179.1, XP_030740877.1, XP_045144180.1
OG0001561	XP_039331733.1, XP_010328877.1	XP_045155834.1, XP_045155833.1, XP_045155835.1, XP_004707555.1
OG0001562	XP_039317458.1	XP_004714497.1
OG0001563	XP_010331833.1	XP_004710313.1, XP_045150011.1, XP_045150010.1, XP_045150009.1
OG0001564	XP_039316667.1, XP_010330155.2	XP_045140832.1
OG0001565	XP_010337001.1	XP_004696674.1
OG0001566	XP_039331018.1, XP_039331017.1	XP_004711038.1, XP_045152484.1
OG0001567	XP_039323612.1, XP_003923054.1, XP_039323614.1	XP_004710824.1
OG0001568	XP_010335461.1	XP_004696410.1
OG0001569	XP_039323433.1	XP_045150262.1
OG0001570	XP_039331590.1	XP_004714196.2
OG0001570	XP_039323851.1	XP_045150258.1
OG0001571	XP_003923008.2	XP_004696332.1
OG0001572	XP_010332112.1	XP_004696321.1
OG0001573	XP_010328223.1	XP_004697681.2
OG0001574	XP_039320541.1, XP_039320542.1, XP_003943074.1	XP_004697515.1
OG0001575	XP_039324332.1	XP_012861054.2
OG0001576	XP_039328906.1	XP_004707844.1
OG0001577	XP_039325942.1	XP_004701493.1
OG0001577	XP_039328590.1	XP_004702804.1
OG0001578	XP_003945022.1, XP_039330036.1, XP_039330037.1	XP_004702785.1
OG0001579	XP_003929666.1	XP_045146503.1, XP_004700410.1, XP_045146505.1
OG0001580	XP_010338713.2	XP_004714053.2
OG0001581	XP_010341133.2	XP_045144683.1, XP_045144685.1, XP_045144679.1, XP_045144684.1, XP_045144680.1, XP_045144682.1, XP_045144677.1, XP_045144678.1
OG0001582	XP_039328505.1, XP_039328503.1, XP_039328504.1, XP_039328502.1, XP_039328501.1	XP_045144576.1
OG0001583	XP_010327871.1	XP_004702388.1
OG0001584	XP_039319223.1	XP_045142996.1
OG0001585	XP_003933874.2	XP_004696530.1
OG0001586	XP_003941587.1	XP_004711149.1, XP_045142995.1
OG0001587	XP_010328020.1	XP_045151636.1
OG0001589	XP_003943379.1	XP_045146348.1
OG0001590	XP_039326481.1, XP_010331782.2, XP_010331781.2	XP_004708358.1
OG0001591	XP_010331596.2, XP_003920022.2	XP_004708338.1
OG0001592	XP_010330476.1	XP_004708316.1
OG0001593	XP_010333052.1, XP_010333048.1	XP_045152998.1, XP_045152999.1, XP_004714965.1
OG0001594	XP_010350275.2	XP_045153088.1
OG0001594	XP_039318434.1	XP_045145596.1
OG0001595	XP_010348408.1	XP_030741436.1
OG0001596	XP_010337550.1, XP_010337551.1, XP_003928651.1, XP_010337552.1, XP_039321481.1	XP_004714350.1
OG0001597	XP_010341438.1, XP_010341437.1	XP_004698390.1
OG0001598	XP_010350590.1	XP_004708954.1
OG0001599	XP_010332565.2	XP_045149102.1
OG0001600	XP_010330060.1	XP_045147003.1
OG0001601	XP_010340008.1	XP_045151792.1
OG0001601	XP_039329068.1	XP_004704475.2
OG0001603	XP_003930937.3	XP_004708623.1
OG0001604	XP_003936102.2, XP_039315889.1	XP_045153622.1, XP_004704092.1, XP_045153623.1
OG0001605	XP_003930983.1	XP_045150970.1, XP_045150969.1
OG0001606	XP_003933223.1	XP_004698212.1
OG0001607	XP_003933250.1	XP_004697887.1
OG0001609	XP_003936412.1	XP_045151197.1, XP_045151198.1
OG0001610	XP_003936521.2	XP_004698085.1
OG0001610	XP_039331688.1	XP_004698174.1
OG0001611	XP_039335596.1	XP_045151267.1
OG0001612	XP_039335666.1	XP_045151413.1, XP_045151465.1, XP_045148395.1, XP_045148391.1, XP_045148910.1, XP_045148911.1, XP_045148909.1, XP_045148213.1, XP_045148214.1, XP_045148212.1, XP_045148587.1, XP_045151252.1, XP_045151235.1, XP_045151251.1, XP_045151269.1, XP_045146931.1, XP_045145806.1, XP_045141067.1, XP_030743341.2, XP_045151414.1, XP_045151140.1, XP_045148401.1, XP_045148588.1
OG0001613	XP_039334971.1, XP_039334970.1, XP_039334972.1	XP_004696181.1, XP_045142544.1, XP_045142543.1
OG0001614	XP_039326015.1	XP_004718095.2
OG0001615	XP_039327541.1	XP_004709623.1
OG0001616	XP_003932326.2	XP_045152809.1, XP_045152811.1, XP_004709700.1, XP_045152810.1
OG0001617	XP_010328302.1, XP_003942201.1, XP_039317556.1, XP_003942200.1	XP_004708181.1
OG0001619	XP_039327958.1	XP_045144418.1
OG0001620	XP_003941514.1	XP_004711491.1
OG0001621	XP_003939192.1, XP_010348100.1, XP_010348099.1	XP_045143233.1
OG0001622	XP_010338905.1, XP_010338904.1	XP_045139575.1
OG0001623	XP_010338939.1	XP_004716826.1, XP_045146210.1, XP_045146211.1, XP_045146212.1
OG0001624	XP_039324383.1	XP_045140287.1
OG0001625	XP_010335974.1	XP_004713482.1, XP_045152349.1
OG0001626	XP_003927071.2	XP_045143493.1, XP_004712404.1, XP_045143494.1
OG0001627	XP_010334017.1, XP_039336220.1	XP_004704303.1
OG0001628	XP_039326038.1	XP_004701524.1
OG0001629	XP_010334762.2	XP_045152248.1, XP_004701793.2
OG0001630	XP_003925686.1	XP_004701598.1
OG0001631	XP_010334595.1	XP_004701673.1
OG0001632	XP_003920354.1	XP_004710031.1
OG0001634	XP_003938746.1	XP_045146529.1
OG0001635	XP_039319883.1	XP_045144290.1
OG0001636	XP_010349808.1, XP_003940800.1	XP_004713455.1
OG0001637	XP_003943952.2	XP_004717652.1
OG0001639	XP_010327963.2	XP_004717758.1
OG0001640	XP_003932729.1	XP_045152888.1
OG0001645	XP_003934659.2	XP_045145414.1
OG0001645	XP_003934056.2	XP_004696777.1
OG0001646	XP_003939218.1	XP_045143282.1
OG0001647	XP_010347944.2	XP_004714338.1
OG0001647	XP_039317211.1	XP_004713881.1
OG0001648	XP_039325078.1, XP_039325080.1, XP_039325079.1	XP_004698583.1, XP_045143892.1
OG0001649	XP_003938999.2	XP_045146285.1
OG0001649	XP_003938996.2	XP_004716901.2
OG0001650	XP_039321143.1	XP_012859627.1
OG0001650	XP_039318303.1	XP_004715407.2
OG0001652	XP_003932939.1, XP_003932940.1	XP_045148002.1
OG0001653	XP_039326336.1	XP_012863915.2
OG0001653	XP_003940442.3, XP_010349415.2	XP_004710739.1
OG0001654	XP_010350716.1, XP_010350714.1, XP_003941697.1, XP_010350715.1, XP_010350713.1	XP_004712284.1
OG0001655	XP_003928413.2	XP_045141371.1, XP_030744349.2, XP_045141959.1
OG0001656	XP_010343593.2	XP_004715197.1
OG0001657	XP_003929850.1	XP_004714055.1
OG0001657	XP_010338712.1	XP_012863009.1
OG0001658	XP_039335189.1	XP_012863417.1, XP_045151176.1, XP_045151175.1, XP_045151173.1, XP_045151174.1
OG0001659	XP_010344672.2, XP_039334786.1	XP_004714156.1
OG0001660	XP_003937145.1	XP_030743298.1
OG0001660	XP_039328033.1	XP_045152667.1
OG0001662	XP_003928392.1, XP_003928393.1	XP_004705821.1, XP_004705822.1
OG0001663	XP_003935692.2	XP_004714601.2, XP_045145176.1
OG0001665	XP_003920485.2	XP_030741760.1, XP_004708436.1
OG0001666	XP_039326279.1	XP_004715005.2
OG0001667	XP_039315764.1	XP_045139654.1
OG0001668	XP_003926886.1	XP_004702016.1
OG0001669	XP_010329726.2	XP_004702004.1
OG0001670	XP_010335306.1	XP_030743528.1
OG0001671	XP_010330678.1, XP_003944488.1	XP_045148290.1, XP_004715715.1
OG0001672	XP_010330662.2	XP_045148286.1
OG0001673	XP_010330427.2	XP_012862161.3
OG0001673	XP_010348472.1	XP_030740927.2
OG0001674	XP_039335094.1, XP_010332147.1, XP_039328356.1, XP_039326884.1, XP_039317435.1	XP_045141507.1, XP_045155351.1
OG0001675	XP_010330823.2	XP_004710425.1
OG0001676	XP_039322057.1	XP_045148632.1
OG0001677	XP_010329268.2, XP_039322099.1, XP_039322098.1	XP_004710546.1
OG0001678	XP_039329487.1, XP_039329486.1, XP_039329488.1, XP_039329489.1	XP_045154900.1
OG0001679	XP_039318088.1, XP_039335759.1, XP_010338629.1	XP_030744829.1
OG0001680	XP_039330965.1, XP_039324030.1, XP_010332362.2	XP_045155865.1, XP_045147904.1
OG0001681	XP_010336481.1	XP_045140145.1, XP_004706408.1, XP_045140146.1
OG0001682	XP_039316503.1	XP_030744533.2
OG0001682	XP_039321230.1	XP_045147287.1
OG0001683	XP_039325511.1	XP_045140856.1, XP_004696806.1
OG0001684	XP_003923579.2	XP_045139591.1
OG0001685	XP_039327166.1	XP_012859783.2, XP_004704948.1, XP_045139620.1, XP_004714218.1
OG0001686	XP_039319999.1, XP_003923681.1, XP_039334728.1, XP_039319450.1, XP_010348432.2	XP_004712899.1, XP_045139800.1, XP_045142241.1, XP_045154643.1, XP_045149880.1
OG0001687	XP_039330157.1	XP_012859284.2
OG0001688	XP_010347100.1	XP_030741953.1
OG0001689	XP_039329241.1	XP_004699468.1
OG0001689	XP_003934554.1	XP_004717721.1
OG0001690	XP_010336829.1, XP_010336828.1, XP_010336830.1, XP_039323667.1	XP_004705242.1, XP_045155131.1
OG0001691	XP_010345061.1, XP_010345062.1, XP_010345058.1, XP_010345060.1, XP_003936334.1, XP_010345059.1	XP_004704898.2
OG0001692	XP_039334206.1	XP_045149811.1
OG0001693	XP_010329110.1	XP_045155071.1
OG0001695	XP_003933086.2	XP_004707406.1
OG0001696	XP_039316445.1	XP_045141853.1
OG0001697	XP_003934170.2	XP_012860997.2
OG0001698	XP_039331325.1	XP_045146634.1
OG0001699	XP_010343108.1	XP_045141833.1
OG0001700	XP_003934837.2	XP_012860981.1
OG0001702	XP_003945014.1	XP_012862823.2
OG0001702	XP_039333762.1	XP_004705916.1
OG0001703	XP_003931813.1	XP_045155654.1
OG0001703	XP_010337373.2	XP_045141223.1
OG0001704	XP_039327709.1, XP_039329421.1	XP_045150521.1, XP_045145033.1, XP_045143978.1
OG0001704	XP_003929131.1	XP_045153590.1
OG0001704	XP_039329777.1, XP_039324667.1	XP_030741803.1
OG0001705	XP_003924784.1, XP_010333734.1	XP_045140468.1, XP_004703011.1
OG0001706	XP_003927171.2	XP_004714169.3
OG0001706	XP_039321911.1	XP_004699862.1
OG0001707	XP_003930461.1	XP_045154016.1
OG0001708	XP_003928143.1	XP_004706903.1
OG0001709	XP_039315795.1, XP_039321086.1	XP_004714795.1
OG0001710	XP_010333715.2, XP_039319675.1	XP_012860206.1, XP_045151978.1
OG0001711	XP_003924779.1	XP_004703014.1
OG0001712	XP_003930558.1	XP_004704382.1, XP_045143888.1
OG0001713	XP_039318712.1	XP_045143941.1, XP_004698885.1
OG0001714	XP_039332974.1	XP_045155942.1
OG0001714	XP_039332973.1	XP_004709152.1
OG0001715	XP_010340644.1	XP_004709312.1
OG0001716	XP_003931792.3, XP_039332725.1	XP_004713083.1
OG0001717	XP_039331810.1	XP_045155683.1
OG0001718	XP_003943657.1	XP_004707289.1
OG0001719	XP_003943672.1	XP_004707564.1, XP_045141897.1, XP_045146463.1, XP_045144182.1
OG0001720	XP_010341933.2	XP_004707019.1
OG0001721	XP_039317414.1	XP_045145270.1
OG0001721	XP_039322029.1	XP_045145639.1
OG0001722	XP_039319197.1, XP_039319196.1, XP_039319198.1	XP_004700710.2
OG0001723	XP_039327821.1	XP_045145645.1, XP_045145636.1, XP_045145633.1, XP_004700385.1
OG0001724	XP_010331932.1	XP_045139903.1, XP_045139904.1
OG0001725	XP_003922824.2	XP_004704383.1
OG0001726	XP_039334430.1	XP_045141668.1
OG0001727	XP_010331874.1, XP_039334827.1	XP_004710259.1
OG0001728	XP_039318540.1	XP_030743746.1, XP_045154011.1, XP_012862579.1
OG0001729	XP_003920646.1, XP_010337103.1	XP_004696666.1
OG0001730	XP_039323368.1	XP_045148196.1
OG0001730	XP_010330564.2	XP_004711853.2
OG0001731	XP_010335468.1, XP_010335467.1, XP_010335466.1, XP_003926440.1	XP_045150754.1
OG0001732	XP_039323482.1, XP_039323480.1, XP_039323479.1, XP_039323481.1	XP_004696283.1
OG0001733	XP_010329592.1, XP_003943481.1	XP_004701958.1
OG0001734	XP_010333548.1, XP_010350659.1	XP_004696110.1
OG0001735	XP_003936462.1	XP_004698064.1
OG0001735	XP_039320555.1	XP_045142405.1
OG0001737	XP_039320791.1	XP_004718120.2
OG0001738	XP_003936914.1	XP_045146162.1
OG0001738	XP_003933670.1	XP_004706344.1
OG0001739	XP_039324514.1	XP_045140076.1
OG0001741	XP_003935242.2	XP_004702821.1
OG0001743	XP_039330441.1, XP_039329494.1	XP_030743838.1, XP_012860701.1
OG0001744	XP_010344576.1	XP_045143931.1, XP_045143930.1, XP_004698489.1
OG0001745	XP_039320538.1, XP_039331968.1, XP_039327400.1	XP_045142223.1
OG0001746	XP_003929844.1	XP_012863010.2
OG0001746	XP_003929845.2	XP_004714063.1
OG0001747	XP_003930826.3, XP_039317954.1	XP_045142268.1
OG0001748	XP_039324199.1, XP_039324198.1	XP_004696193.1
OG0001749	XP_010344045.1	XP_004696104.1, XP_045142799.1
OG0001750	XP_003935287.1, XP_010344067.1, XP_010344068.1	XP_004696115.1
OG0001751	XP_039316741.1, XP_003926842.1	XP_004711177.1, XP_045142946.1
OG0001752	XP_003941990.1, XP_010328015.1	XP_045151626.1, XP_045151625.1
OG0001753	XP_010342422.1	XP_030741063.1
OG0001754	XP_010331923.1	XP_030741671.1
OG0001755	XP_003920050.2	XP_045146962.1
OG0001756	XP_003920016.1, XP_010331510.1, XP_039326526.1	XP_030741720.1
OG0001757	XP_039326836.1, XP_003920154.1	XP_045152958.1, XP_045152959.1
OG0001758	XP_039326691.1, XP_039326690.1, XP_010331981.1, XP_010331986.1	XP_004708372.1
OG0001759	XP_039327250.1	XP_045146391.1, XP_004717229.1
OG0001760	XP_010329451.1	XP_045153223.1, XP_004713815.1
OG0001762	XP_010349227.2, XP_039333318.1	XP_045146030.1
OG0001763	XP_010335307.2	XP_045153634.1
OG0001764	XP_039322836.1, XP_039322838.1, XP_039322837.1, XP_039322839.1, XP_003938949.1	XP_045146239.1
OG0001765	XP_003936925.2, XP_039321512.1	XP_004714348.1
OG0001766	XP_010348495.1	XP_045144222.1, XP_004713271.1, XP_045151318.1
OG0001767	XP_003925113.1	XP_004716041.2
OG0001767	XP_039326796.1	XP_004708868.1
OG0001768	XP_039326830.1, XP_010332612.1, XP_003923483.1, XP_003923485.1	XP_004708975.1
OG0001769	XP_039329310.1	XP_012861435.1, XP_045143055.1
OG0001770	XP_010334114.1	XP_004704060.2
OG0001772	XP_010339862.1	XP_012861570.2
OG0001773	XP_010350101.1	XP_030742899.1
OG0001774	XP_003932097.1	XP_045152007.1, XP_004697989.1
OG0001776	XP_003936507.1	XP_045151319.1, XP_004698079.1
OG0001777	XP_039335453.1, XP_039335452.1	XP_004716088.1
OG0001778	XP_039329290.1	XP_045143124.1
OG0001779	XP_039327680.1, XP_010345958.1, XP_039327681.1, XP_003937162.1	XP_004709794.2
OG0001781	XP_003932277.1	XP_004709605.1, XP_045152713.1
OG0001782	XP_010341211.1, XP_003932339.1	XP_004709592.1
OG0001783	XP_010335697.1	XP_045146445.1
OG0001784	XP_003926724.1	XP_045146452.1
OG0001785	XP_003934619.1, XP_039317588.1, XP_010343421.1, XP_039317587.1, XP_039317590.1	XP_045144354.1, XP_045144355.1, XP_045144353.1
OG0001786	XP_010335596.1	XP_045144320.1, XP_045144322.1, XP_045144321.1, XP_004713848.1
OG0001787	XP_003926692.1	XP_004700070.1
OG0001788	XP_039328227.1, XP_039328226.1	XP_045143258.1, XP_045143259.1, XP_004711435.1
OG0001789	XP_039321094.1, XP_039321095.1, XP_010331438.1	XP_004701016.1
OG0001790	XP_010331278.1, XP_003922253.1	XP_004700986.1
OG0001791	XP_010330360.1, XP_003922175.1, XP_039321077.1, XP_010330365.1, XP_039321076.1, XP_003922174.1	XP_045147595.1, XP_045148944.1, XP_004700942.2
OG0001792	XP_003928980.1, XP_010337843.1	XP_004709447.1, XP_045153069.1
OG0001793	XP_003928946.1	XP_004709551.1
OG0001794	XP_003929041.1	XP_004709520.1, XP_045155488.1
OG0001795	XP_039336342.1, XP_003928370.1	XP_004706491.1
OG0001796	XP_003934375.1	XP_004711365.1
OG0001797	XP_010336609.1	XP_045140753.1, XP_045140754.1
OG0001798	XP_010339737.1	XP_045143486.1, XP_045143485.1, XP_004712315.1
OG0001799	XP_010334004.1, XP_003925024.1	XP_045153653.1, XP_004704161.1
OG0001800	XP_039322996.1, XP_010347229.1	XP_004699887.1
OG0001801	XP_010346842.1	XP_045154369.1
OG0001802	XP_039316056.1, XP_010346834.1	XP_045154440.1, XP_045154441.1
OG0001803	XP_010349974.1	XP_004715495.1
OG0001804	XP_010344696.1, XP_003935924.1	XP_045154527.1
OG0001805	XP_010348053.1, XP_003939141.1	XP_004713419.1
OG0001806	XP_039332797.1, XP_039325430.1, XP_039330032.1, XP_039323400.1, XP_010329577.2, XP_010329578.2, XP_003943467.2	XP_004710801.1
OG0001807	XP_003931179.2	XP_004715446.1
OG0001807	XP_039319928.1	XP_004715445.1
OG0001808	XP_003938012.1	XP_004716615.2
OG0001815	XP_003923041.1	XP_004710817.1
OG0001816	XP_003929890.1	XP_004713989.1, XP_045144715.1
OG0001817	XP_003940889.1	XP_004701781.1
