Orthogroup	Saimiri_boliviensis_boliviensis	Sus_scrofa
OG0000641	XP_039331281.1	NP_001001636.1
OG0000642	XP_003924295.1	NP_001106147.1
OG0000642	XP_039329266.1, XP_039336309.1	XP_003359058.1
OG0000647	XP_003926062.1	XP_020955205.1, XP_020955204.1, XP_020955197.1
OG0000647	XP_010335046.1	XP_020955210.1
OG0000648	XP_003941193.2, XP_010350179.2	NP_999057.1, XP_005653866.1
OG0000648	XP_003941187.2, XP_003941189.2	XP_003130681.2
OG0000649	XP_010329376.1, XP_010329375.1	XP_013844051.1, NP_001254777.1
OG0000650	XP_003930679.2	NP_001230602.1, XP_005668167.1
OG0000651	XP_039324159.1	NP_001231240.1
OG0000652	XP_039329951.1, XP_039329956.1, XP_039329952.1, XP_039329949.1, XP_039329950.1, XP_039329955.1, XP_039329954.1, XP_039329953.1	XP_020951301.1
OG0000653	XP_003921306.1	XP_003356269.1
OG0000654	XP_039320592.1, XP_039327700.1, XP_039320911.1, XP_010337661.1, XP_039320426.1	XP_005669185.1, NP_001090942.2, XP_013852024.1
OG0000655	XP_003925952.1	XP_020932315.1, XP_020932316.1
OG0000656	XP_003928529.2, XP_003928530.2	NP_001231028.1, XP_005662212.1
OG0000657	XP_039334078.1, XP_039316553.1, XP_003923554.1	XP_003124794.2
OG0000658	XP_010334430.1, XP_010334432.1, XP_010334431.1	XP_005667835.1, NP_001161126.1
OG0000659	XP_039332421.1, XP_039332420.1, XP_039332422.1	NP_999455.1, XP_020921906.1
OG0000659	XP_010328909.2	XP_020921898.1, NP_999333.1
OG0000660	XP_003939340.1	XP_020947434.1
OG0000660	XP_039328030.1, XP_039328031.1	XP_020937378.1
OG0000661	XP_039328046.1	XP_020947631.1
OG0000662	XP_039320536.1	XP_003481419.1
OG0000663	XP_003929655.1, XP_003929654.1	XP_020948363.1
OG0000664	XP_039335063.1, XP_039335064.1, XP_010336932.1	NP_999130.1, XP_020956107.1
OG0000666	XP_003936674.1, XP_003936673.1	NP_999605.1, XP_005669631.1
OG0000667	XP_010343907.2	XP_005667226.2
OG0000668	XP_003941066.1, XP_003941070.1	XP_020933405.1, XP_020933406.1, XP_013840665.1
OG0000669	XP_039318417.1	XP_005670931.2
OG0000669	XP_003938592.2	XP_020928613.1
OG0000670	XP_039328159.1, XP_039328161.1	XP_020948044.1, XP_020948040.1, XP_013843853.1, XP_003126558.1, XP_013843854.1, XP_020948041.1, XP_020948043.1, XP_020948042.1
OG0000671	XP_003941492.1, XP_010350551.1	XP_020948273.1
OG0000672	XP_010344537.1, XP_010344538.1, XP_039318890.1, XP_010344539.1	XP_020953488.1
OG0000673	XP_010336002.1	XP_020925678.1
OG0000674	XP_010333135.2	XP_020935923.1, XP_020935922.1, XP_013841496.1, XP_020935944.1, XP_020935924.1, XP_020935925.1
OG0000680	XP_039323315.1	NP_999249.1
OG0000681	XP_003922481.2	XP_020928917.1
OG0000682	XP_003942891.1	XP_020921778.1, NP_001302542.1
OG0000683	XP_010347537.1	XP_003483510.2
OG0000684	XP_039323891.1, XP_039316129.1	NP_001005157.1
OG0000684	XP_010350775.1	XP_003123418.5
OG0000685	XP_039328654.1, XP_003929867.2, XP_003929868.2	XP_003134635.1, XP_003134612.1
OG0000686	XP_039316932.1	XP_020932194.1, NP_001158208.1
OG0000687	XP_039331192.1, XP_039327278.1	XP_013847980.1
OG0000687	XP_039327273.1	XP_005664319.2
OG0000688	XP_039318512.1, XP_003927384.1, XP_039318513.1, XP_010336337.1, XP_010336338.1	NP_001098778.1
OG0000689	XP_039327081.1	XP_003122722.5
OG0000689	XP_010340064.1, XP_010340063.1	XP_020935996.1, XP_020935995.1
OG0000690	XP_039330466.1	XP_020951524.1, XP_020951525.1, XP_003362253.1
OG0000692	XP_003940452.1, XP_039322307.1, XP_039322306.1, XP_039322305.1, XP_010349425.1, XP_039322309.1, XP_039322303.1, XP_039322308.1, XP_010349426.1, XP_039322304.1, XP_010349427.1, XP_010349423.1	XP_020950462.1
OG0000693	XP_039334485.1, XP_039334486.1, XP_039334484.1, XP_039334487.1	XP_020920642.1, XP_020920640.1, XP_020920641.1, XP_020920639.1
OG0000694	XP_010334888.2, XP_039324666.1	XP_005672531.1, XP_013840258.1, XP_020937612.1, XP_003134041.2, XP_005672532.1, XP_013840257.1, XP_013853062.2, XP_020937939.1
OG0000695	XP_003941032.1, XP_010350025.1	XP_020956003.1, NP_001231718.1
OG0000696	XP_010332001.1	NP_001231579.1
OG0000697	XP_010345111.1	XP_003355827.2
OG0000697	XP_003936379.1	XP_020949777.1
OG0000698	XP_010342322.2, XP_003933499.1	NP_001245306.1
OG0000699	XP_039333707.1, XP_010338981.2	XP_005653067.1
OG0000699	XP_003930119.1	XP_013847906.1
OG0000700	XP_003937925.2	XP_005663295.1
OG0000700	XP_003937926.2	XP_020945268.1
OG0000701	XP_010335109.1	XP_001926583.4, XP_005654482.1, XP_005654481.1, XP_003480376.1
OG0000702	XP_003931824.2, XP_010340780.2, XP_003931823.2, XP_010340779.2	XP_003358042.1, XP_003131291.1
OG0000703	XP_010350718.1	XP_005654105.1, XP_005654104.1
OG0000703	XP_010350505.1	XP_003353752.1
OG0000704	XP_003939349.1	XP_020946785.1, NP_999197.1
OG0000705	XP_039316745.1	XP_020941235.1, NP_001131103.1
OG0000706	XP_003943860.1	XP_013841764.1, XP_003353610.1, XP_020921161.1, XP_003480592.1, XP_013841761.1
OG0000707	XP_039330646.1, XP_039330648.1, XP_039330647.1	XP_013849220.2
OG0000708	XP_010342429.1, XP_003933647.1, XP_010342428.1	XP_020956089.1, NP_998957.1
OG0000709	XP_010345839.1, XP_010345838.1, XP_010345840.1, XP_010345837.1	XP_003128160.1, XP_013832841.1
OG0000710	XP_039334916.1	NP_001231585.1, XP_020924123.1
OG0000711	XP_010335798.1, XP_003926855.1, XP_003926854.1	XP_005662678.1, XP_003125272.1, XP_003481289.1, XP_003481288.1, XP_005662677.1, XP_005662679.1
OG0000712	XP_010328283.1, XP_010328284.1, XP_010328285.1, XP_003942178.1	XP_003124996.1, XP_003124997.1, XP_013843340.1, XP_020942956.1, XP_013843339.1, XP_003124998.1, XP_003124995.1
OG0000713	XP_039327095.1, XP_039327094.1	XP_013849833.1, XP_005661027.1, XP_005661026.1
OG0000714	XP_003920063.2, XP_039328330.1	XP_020938821.1
OG0000714	XP_010331941.2	XP_005661034.1
OG0000716	XP_039318165.1	XP_013834631.2, XP_020918217.1, XP_013834627.2, XP_020918219.1, XP_020918218.1, XP_013834629.2, XP_005667221.2, XP_013834628.2, XP_020918220.1
OG0000717	XP_003942975.1	XP_020933341.1
OG0000717	XP_003942976.1	XP_020933992.1
OG0000718	XP_010345169.1	NP_001245334.1, XP_020932887.1
OG0000719	XP_003936478.1, XP_010345210.1, XP_003936479.1, XP_003936481.1	NP_001230601.1, XP_003134521.1
OG0000720	XP_003922231.2	XP_013839209.2
OG0000721	XP_003943051.1, XP_010329152.1, XP_003943053.1, XP_010329153.1	XP_013833510.1, XP_020954681.1, XP_013833513.1, XP_020954683.1, XP_020954685.1, XP_003482286.1, XP_013833512.1, XP_020954684.1, XP_013833514.1, XP_013833511.1, XP_020954682.1
OG0000722	XP_003932036.1	XP_003357028.1
OG0000723	XP_010336396.1	NP_001104726.1
OG0000724	XP_003925576.1	NP_001230605.1, XP_020930303.1
OG0000725	XP_010334590.1, XP_003925554.1, XP_010334592.1, XP_010334591.1, XP_003925553.1	NP_001177204.1, XP_013839960.1
OG0000726	XP_003924073.1, XP_010333109.1	XP_013841522.1, XP_013841523.1, XP_003135078.3, XP_013841521.1
OG0000727	XP_010330486.2, XP_010330487.2, XP_003944319.2, XP_003944322.2, XP_003940206.1, XP_010349171.1, XP_039319905.1, XP_039319906.1, XP_010349172.1	NP_001230359.1, XP_013846400.2, XP_005657952.1, XP_003135331.2
OG0000731	XP_003925428.1	XP_003130142.2
OG0000732	XP_003926313.1	NP_001001619.1
OG0000732	XP_003926315.1	NP_001001618.1, XP_013837023.1
OG0000733	XP_010332630.1, XP_010332631.1, XP_010332632.1	NP_001231061.1
OG0000734	XP_039333972.1, XP_039320409.1	NP_001230320.1
OG0000734	XP_010341416.1	NP_001192023.1
OG0000735	XP_003935294.1	XP_003125413.1
OG0000736	XP_010332390.1	XP_001929587.1
OG0000736	XP_003926647.1	XP_003126469.3
OG0000737	XP_010339518.1, XP_010339516.1, XP_039334668.1, XP_039334667.1	NP_001272900.1, XP_020919657.1
OG0000738	XP_003938085.1	XP_005663284.1
OG0000740	XP_010341298.1	XP_013848019.1, XP_001927918.3, XP_020944014.1
OG0000741	XP_003940050.2, XP_003940051.2	XP_005660237.2
OG0000742	XP_010344433.2, XP_010344434.2	XP_005660215.1, NP_001230487.1
OG0000742	XP_010349580.2	XP_003128496.1
OG0000744	XP_003940183.2	XP_005673822.1
OG0000744	XP_010336429.1	XP_005661821.1
OG0000745	XP_003923559.1	XP_020918813.1, XP_020918814.1, XP_020918815.1, XP_020918811.1, XP_020918812.1
OG0000746	XP_010348912.2, XP_003939950.2, XP_003945330.2, XP_039318494.1, XP_039318495.1, XP_039318496.1, XP_039318497.1	XP_020949430.1, XP_013853624.1, XP_020949429.1, XP_005664395.1, XP_013853625.1
OG0000747	XP_039324773.1	XP_020941629.1, XP_020941630.1, XP_020941626.1, XP_020941627.1, XP_020941628.1
OG0000748	XP_039333782.1	XP_020943773.1
OG0000749	XP_039330237.1, XP_039330236.1	XP_013852858.2
OG0000752	XP_003942849.1	XP_020922662.1
OG0000752	XP_039332438.1, XP_003942853.1	XP_020922669.1, XP_020922668.1
OG0000753	XP_003942885.1	XP_005653978.1, XP_013835139.1, XP_020922691.1, XP_020922690.1, XP_020922692.1, XP_003131546.1, XP_013835142.1
OG0000754	XP_039335621.1, XP_010340161.1, XP_010340162.1	XP_005654012.1, XP_003132737.1, NP_001020389.1
OG0000755	XP_003933271.1	XP_003359936.1
OG0000755	XP_003922720.2	XP_013851547.1
OG0000756	XP_039323577.1, XP_039323584.1	XP_020940444.1
OG0000757	XP_003923148.1, XP_039323420.1	XP_005666151.1, NP_001121909.1
OG0000758	XP_010345791.1, XP_003937011.1	XP_020952557.1, XP_020952563.1, XP_003128126.1, XP_020952560.1, XP_020952559.1, XP_020952564.1, XP_020952558.1, XP_020952562.1, XP_020952556.1, XP_003128127.1, XP_020952561.1
OG0000759	XP_039328737.1	XP_020934270.1
OG0000760	XP_010331756.1, XP_003922651.1, XP_039317494.1	XP_005662516.1, NP_001138318.1
OG0000761	XP_003933524.1, XP_003933525.1	NP_001121917.1, XP_020944109.1
OG0000762	XP_003920127.2	XP_020936967.1, XP_020936966.1, XP_020936965.1, XP_020936963.1, XP_020936964.1, XP_020941133.1
OG0000763	XP_039322013.1	XP_005661397.1
OG0000764	XP_010344843.1	XP_013836873.2
OG0000765	XP_003941065.1, XP_039335504.1	XP_020933195.1, XP_020933193.1, XP_020933194.1
OG0000766	XP_010345927.2	XP_020929921.1
OG0000767	XP_039328228.1	XP_020937375.1
OG0000768	XP_039325014.1, XP_010329136.1, XP_010329138.1	XP_005656336.1, NP_001231117.1
OG0000769	XP_010336637.2, XP_003927736.2, XP_039336431.1	XP_020926547.1, XP_020926546.1, XP_020926549.1, XP_020926541.1, XP_020926542.1, XP_020926551.1, XP_020926543.1, XP_020926550.1, XP_020926544.1, XP_020926548.1, XP_020926545.1
OG0000770	XP_003923988.1	XP_003129421.2
OG0000770	XP_039328809.1	NP_001137180.1
OG0000771	XP_039319848.1, XP_039319839.1, XP_039319838.1, XP_039319847.1	XP_020935938.1
OG0000775	XP_039332641.1, XP_039332643.1, XP_039332644.1, XP_039332642.1	XP_005668915.1, XP_020922789.1
OG0000776	XP_003925600.1, XP_039326091.1, XP_003925602.1	XP_020931007.1, XP_020930939.1
OG0000777	XP_003935642.2, XP_039318819.1	XP_005659637.1, NP_001027528.1
OG0000778	XP_003928871.2	NP_001335871.1, NP_999560.2
OG0000779	XP_039325345.1	NP_999020.2
OG0000779	XP_039325343.1, XP_039325344.1	XP_020954892.1
OG0000780	XP_039334718.1	NP_001106918.1, XP_020919632.1
OG0000781	XP_003923424.2	XP_020918051.1, XP_013844948.2
OG0000784	XP_010342564.1, NP_001266908.1	NP_001001538.1
OG0000785	XP_003923407.2	XP_003129497.1
OG0000786	XP_003923402.1	XP_003129492.1, XP_003129534.4
OG0000787	XP_003923393.1	XP_003129482.1, XP_020958305.1
OG0000789	XP_003920136.1	XP_020937100.1, XP_020937802.1
OG0000791	XP_039322727.1	XP_020950675.1
OG0000791	XP_010337709.2, XP_010337707.2, XP_039334119.1	XP_020941840.1, XP_020941841.1
OG0000792	XP_039326305.1	XP_013834822.2
OG0000792	XP_003944261.1	NP_999189.1
OG0000793	XP_010348017.1	XP_005668313.1
OG0000794	XP_010338134.2, XP_003920746.2	NP_001193359.1
OG0000795	XP_003925025.1, XP_039331477.1, XP_003927576.1	XP_013834051.1
OG0000796	XP_010338941.1	XP_020928032.1, XP_020928035.1, XP_020928033.1, XP_005671044.3
OG0000797	XP_003923804.1, XP_010332906.1, XP_010332905.1	XP_020918390.1, XP_020918389.1, XP_005667348.1
OG0000798	XP_010338233.1	XP_020923664.1
OG0000798	XP_039318988.1	XP_020937145.1
OG0000799	XP_010347031.2	XP_013854819.1, XP_013854818.1, XP_003356504.1, XP_005665465.1
OG0000800	XP_010339161.2	XP_020942158.1
OG0000801	XP_003930209.2, XP_010339066.2, XP_010339064.2, XP_010339065.2, XP_039334407.1, XP_010339067.2	XP_005662150.1
OG0000802	XP_039334977.1, XP_039332645.1, XP_039331116.1, XP_039326841.1, XP_039331491.1, XP_039333873.1, XP_039323615.1, XP_039332608.1, XP_039318116.1, XP_039324875.1, XP_039318455.1, XP_039329948.1, XP_039328302.1, XP_039325413.1, XP_039325301.1, XP_039335271.1, XP_039332965.1	NP_999472.1
OG0000803	XP_039334081.1	XP_005662275.1
OG0000804	XP_003937902.1, XP_010346774.1	XP_005663313.1, NP_001231377.1, NP_001231376.1
OG0000805	XP_010333832.1	XP_005665353.1, NP_001231218.1, NP_001231217.1, NP_001231219.1
OG0000806	XP_003929059.1	XP_020955682.1
OG0000806	XP_003943976.1	XP_020935623.1, XP_020935624.1
OG0000807	XP_003931366.1	XP_020922898.1
OG0000807	XP_010340236.1	XP_020922899.1
OG0000808	XP_039335515.1, XP_003940100.2, XP_010349084.2	XP_020921765.1, XP_020921771.1, XP_020921777.1
OG0000810	XP_039323709.1	NP_001116639.1, XP_005665878.1
OG0000811	XP_039323710.1, XP_010330538.1, XP_010330539.1, XP_010330536.1	NP_001028180.1
OG0000812	XP_039324553.1, XP_003935193.1, XP_039329840.1, XP_039328978.1	XP_003360239.3, XP_020955569.1
OG0000813	XP_039328876.1	XP_020934652.1
OG0000814	XP_039330372.1, XP_039330374.1, XP_039330373.1, XP_039330371.1, XP_039330370.1	XP_005656227.1
OG0000815	XP_039330095.1	XP_020949123.1, NP_998924.1
OG0000816	XP_010338661.1	NP_999426.1, XP_020934172.1
OG0000817	XP_039328637.1	NP_001231450.1
OG0000817	XP_003931590.1	NP_001123440.1, XP_020930217.1
OG0000818	XP_039335288.1, XP_039335299.1, XP_010336254.1, XP_010336256.1, XP_010336255.1, XP_039335295.1, XP_010336257.1, XP_003927276.1	XP_020943530.1
OG0000819	XP_003944240.1	XP_020937727.1
OG0000820	XP_003944427.1	XP_020945597.1, XP_020945596.1, XP_020945594.1, XP_020945595.1
OG0000821	XP_039326692.1	XP_013849838.1
OG0000822	XP_010350198.1, XP_010350199.1, XP_039327195.1, XP_039327194.1	XP_020938302.1, XP_020938301.1, XP_020938303.1
OG0000823	XP_003927751.2	XP_020957253.1, XP_003129241.2, XP_020957252.1, XP_020957254.1, XP_003129240.2
OG0000825	XP_010336167.1	XP_020924929.1, XP_020924926.1, XP_020924931.1, XP_020924930.1, XP_020924932.1, XP_020924927.1, XP_020924928.1
OG0000826	XP_010327842.1	XP_020939452.1
OG0000827	XP_003923542.1, XP_010332642.1, XP_010332643.1	XP_020918209.1, XP_013834616.1, XP_003129719.1, XP_013834615.1, XP_013834617.1
OG0000828	XP_003926257.1, XP_010335264.1, XP_010335265.1	XP_020924155.1, NP_001243702.1
OG0000829	XP_010333948.1	XP_020925345.1
OG0000830	XP_039335468.1	XP_020933261.1
OG0000831	XP_010343262.1, XP_039331264.1, XP_039331309.1	XP_001926564.3
OG0000832	XP_039329186.1, XP_010343282.1, XP_039329187.1, XP_010343283.1	XP_013835904.1, XP_005668396.1, XP_005668398.1, XP_020921228.1
OG0000833	XP_010334486.1	XP_020930716.1
OG0000834	XP_003932353.1	XP_001928322.2
OG0000835	XP_010347425.2	NP_001231289.1
OG0000836	XP_003929524.1	XP_020957352.1
OG0000837	XP_003934576.1	XP_020947993.1, XP_020947992.1, XP_020947990.1, XP_020947989.1, XP_020947994.1, XP_020947991.1
OG0000838	XP_010335595.1	NP_001243524.1, XP_020946807.1
OG0000839	XP_039320933.1, XP_039320934.1, XP_039320935.1, XP_010331249.2	NP_001182250.1, XP_013845942.1
OG0000840	XP_039336552.1, XP_039336551.1, XP_010336597.1, XP_010336598.1, XP_003927691.1	XP_020926608.1, XP_013845652.1, XP_005657210.1, XP_005657209.1, XP_003132806.1
OG0000841	XP_003941698.1	NP_999024.1, NP_999025.1
OG0000842	XP_010336336.1, XP_010336335.1, XP_039318600.1, XP_010336334.1, XP_003927380.1	XP_013832891.1, XP_005665641.1, XP_005665645.1
OG0000843	XP_010349871.1	XP_020931920.1, XP_003133593.2, XP_020931921.1
OG0000844	XP_003925613.1, XP_010334655.1	XP_020931937.1, XP_005672233.2
OG0000845	XP_010330105.1, XP_010330104.1, XP_010330103.1	XP_020936404.1
OG0000846	XP_003924433.1, XP_010333422.1	XP_020954026.1, NP_001038038.1
OG0000848	XP_010338748.1, XP_010338749.1	XP_020934771.1
OG0000849	XP_010348877.2, XP_010348874.1, XP_010348876.1, XP_010348873.1, XP_010348875.1	XP_020955741.1
OG0000853	XP_003928902.1	XP_020939116.1, NP_999595.1, NP_999594.1, NP_999596.1, XP_020939132.1
OG0000854	XP_039324187.1	XP_005656568.1
OG0000856	XP_039327064.1, XP_010338697.2	XP_020934253.1
OG0000859	XP_039322377.1	XP_020941157.1, XP_003123489.2, XP_020940760.1, XP_003123458.1, XP_003480814.1
OG0000862	XP_039323581.1	XP_020928105.1
OG0000863	XP_039333353.1	XP_005654122.3
OG0000863	XP_010342219.2, XP_039333430.1	XP_003358870.1
OG0000864	XP_039330599.1, XP_010347132.2, XP_039331030.1, XP_039330996.1	XP_020938079.1
OG0000865	XP_010345502.2	XP_020953079.1
OG0000866	XP_039321652.1, XP_039321655.1, XP_010330216.1, XP_039321653.1, XP_039321654.1	XP_020950793.1
OG0000867	XP_010339538.1, XP_010339537.1, XP_010339536.1	XP_020920567.1, XP_020920569.1, XP_020920568.1
OG0000868	XP_003920593.1, XP_010336686.1	XP_013850710.1, NP_001231022.1
OG0000868	XP_003933709.1, XP_010342508.1	XP_003128996.1
OG0000869	XP_003928671.2, XP_039334416.1	XP_005671106.1, XP_001928672.1
OG0000870	XP_010340296.1	XP_020923423.1
OG0000871	XP_010329723.2, XP_039331533.1	XP_003133167.1
OG0000871	XP_010333779.2, XP_039326892.1	XP_020931904.1
OG0000873	XP_010346634.1	NP_001004043.1
OG0000873	XP_003924261.1	NP_001020386.1, XP_005656356.1
OG0000874	XP_010339288.2, XP_003930450.2, XP_010329477.2	XP_020919550.1, XP_020919549.1, XP_020919551.1, XP_020919548.1, XP_020919547.1, XP_020919546.1, XP_020919545.1
OG0000875	XP_010333514.1	XP_001926982.1, XP_020955063.1, XP_020955064.1, XP_013833757.1
OG0000876	XP_003941656.1, XP_010350672.1	XP_005656526.1, XP_013844693.1, XP_003128776.3
OG0000878	XP_010340602.1, XP_039331771.1, XP_003931688.1, XP_039331769.1, XP_010340601.1	XP_020922083.1
OG0000879	XP_039330631.1, XP_010349678.1, XP_039330632.1, XP_003940690.1, XP_010349679.1	XP_020924232.1, XP_020924237.1, XP_013849310.1, XP_003122211.3, XP_005660481.1, XP_020924235.1, XP_020924228.1, XP_020924229.1
OG0000880	XP_003936020.2	XP_003121417.1
OG0000881	XP_010343454.1, XP_010343451.1	NP_001153551.1, XP_005667633.1
OG0000882	XP_010344002.1	XP_020958083.1
OG0000883	XP_010338464.2	NP_001090930.1, XP_005664315.1
OG0000884	XP_010338520.2	XP_003126725.4, XP_005674032.1
OG0000885	XP_039315898.1, XP_039320560.1, XP_039319576.1	XP_013843546.1, XP_005655454.1, XP_003355249.1, XP_005655453.1, XP_003355248.1
OG0000886	XP_003937696.2, XP_010346537.2, XP_010346536.2, XP_010346542.2, XP_003937697.2, XP_010346543.2, XP_010346538.2, XP_003937699.2, XP_010346541.2, XP_010346540.2, XP_010346544.2, XP_010346539.2, XP_039332306.1	XP_003122628.1
OG0000887	XP_039334762.1	XP_005669848.1
OG0000888	XP_039322130.1	XP_020939840.1, XP_020939838.1, XP_020939837.1
OG0000889	XP_039326447.1	XP_020938972.1
OG0000891	XP_010328378.1, XP_010328379.1	NP_999295.2
OG0000892	XP_039329054.1, XP_003928275.1	XP_003131117.2
OG0000893	XP_010347438.1	XP_001929372.1, XP_013838525.1, XP_005670906.1, XP_020928612.1, XP_003359201.1
OG0000895	XP_003935448.1	XP_020925963.1, XP_020925962.1
OG0000896	XP_039316010.1, XP_039316012.1	XP_020946472.1
OG0000898	XP_003943977.1, XP_010330116.1, XP_003943978.1, XP_010330117.1	XP_020935625.1, XP_005674088.1, XP_005674087.1, XP_020935627.1, XP_020935626.1
OG0000901	XP_010334466.1	XP_020919421.1
OG0000902	XP_039331059.1	XP_020920335.1, XP_003482852.1, XP_003130720.2
OG0000904	XP_039334838.1, XP_003945204.2, XP_039316934.1	XP_013843801.1, NP_001106758.1
OG0000905	XP_003936306.2	XP_020949658.1, XP_020949660.1
OG0000905	XP_010345036.1	XP_020949663.1
OG0000906	XP_010348313.2	XP_005658026.2, XP_020947422.1, XP_001927161.3, XP_001926105.3, XP_020947424.1, XP_020937771.1, XP_020937773.1
OG0000908	XP_003941812.1, XP_010327803.1, XP_010327805.1	NP_999374.1, XP_020936917.1
OG0000909	XP_039329145.1, XP_039329147.1, XP_039329146.1	XP_020920821.1, NP_001012631.1
OG0000910	XP_003927710.1	XP_013838012.2
OG0000911	XP_003940191.1	XP_005658278.3
OG0000913	XP_039326278.1	XP_003124192.2
OG0000914	XP_003944071.2	XP_020952967.1
OG0000914	XP_010338132.2	XP_020921847.1, NP_999084.2
OG0000915	XP_010336217.1, XP_003936731.1, XP_039321290.1, XP_039335153.1	XP_020929150.1
OG0000916	XP_039323648.1	XP_020942078.1
OG0000917	XP_003933840.1	XP_013839807.1, NP_001231793.1
OG0000917	XP_010333115.1	XP_020935718.1
OG0000920	XP_003920582.2	XP_003124105.1
OG0000920	XP_039329225.1	NP_001230839.1, XP_013835922.1
OG0000921	XP_010329639.1, XP_039317887.1, XP_003943525.1	XP_020949565.1, XP_020949566.1
OG0000922	XP_039331342.1	XP_003360284.1
OG0000922	XP_010347679.2	XP_013854580.1
OG0000923	XP_003936440.1	NP_001070685.1
OG0000923	XP_039330177.1	NP_001070684.1
OG0000924	XP_003923811.1	XP_003482658.1
OG0000924	XP_039330468.1	NP_998958.1
OG0000925	XP_039336562.1, XP_039336571.1, XP_039336519.1	XP_020940157.1, XP_020940156.1, XP_005661579.1, XP_005661578.1, XP_013850404.1, XP_005661580.1
OG0000926	XP_039336030.1	XP_003121696.1
OG0000927	XP_039336003.1, XP_039336006.1, XP_039336004.1	XP_020955032.1, XP_001926800.5, XP_020955034.1, XP_020955033.1
OG0000928	XP_039336281.1	XP_003358655.1
OG0000928	XP_039331820.1	NP_001231345.1
