Orthogroup	Saimiri_boliviensis_boliviensis	Sarcophilus_harrisii
OG0003478	XP_039320084.1, XP_039318872.1, XP_003934568.1	XP_003774807.1
OG0003479	XP_010328016.1, XP_003941993.1	XP_012405183.1
OG0003480	XP_003933519.1	XP_031823168.1
OG0003481	XP_039318017.1	XP_031813063.1
OG0003482	XP_039318000.1	XP_031813025.1
OG0003483	XP_010342557.1	XP_023360541.1
OG0003484	XP_003920052.1, XP_003920053.1, XP_003920051.1	XP_003773738.1
OG0003485	XP_039327354.1	XP_012408031.1
OG0003486	XP_010331470.2	XP_012408008.1
OG0003487	XP_003920187.1	XP_031798541.1
OG0003488	XP_003920116.1	XP_003773778.1
OG0003489	XP_039327238.1	XP_031798409.1
OG0003491	XP_003943347.1	XP_031798375.1
OG0003492	XP_010346531.1	XP_031799671.1, XP_031799670.1
OG0003493	XP_039335909.1	XP_031815698.1
OG0003494	XP_010340523.2	XP_031815713.1
OG0003495	XP_039335974.1	XP_023354907.1
OG0003496	XP_003922026.1	XP_031816536.1
OG0003497	XP_010345426.2	XP_003762354.2, XP_031814740.1
OG0003499	XP_039334885.1	XP_031811294.1, XP_012399095.1
OG0003500	XP_003927137.1	XP_031810861.1, XP_012399063.1
OG0003501	XP_039333645.1	XP_031813888.1
OG0003502	XP_003941819.1	XP_012397341.1
OG0003503	XP_039321801.1, XP_003941831.1, XP_039321800.1	XP_003760488.2
OG0003504	XP_010347981.2	XP_031803377.1, XP_031803379.1, XP_023352354.1, XP_023352353.1
OG0003506	XP_039321443.1	XP_031812820.1
OG0003506	XP_010347839.2	XP_023352703.2
OG0003507	XP_039321556.1, XP_039321557.1	XP_031803680.1, XP_012397482.1
OG0003508	XP_039322667.1, XP_039322668.1, XP_039322665.1	XP_031803714.1
OG0003509	XP_039322944.1, XP_003935946.1	XP_031803721.1
OG0003510	XP_003934602.1	XP_003771234.1
OG0003511	XP_039327318.1	XP_012400784.2
OG0003512	XP_003923498.1	XP_031817299.1
OG0003513	XP_039326768.1, XP_039326767.1	XP_031817356.1, XP_003764735.1
OG0003514	XP_003923457.1, XP_039326909.1	XP_031817894.1
OG0003515	XP_003919815.1	XP_031817940.1, XP_031817939.1, XP_003765366.1
OG0003516	XP_003919918.1	XP_031797883.1
OG0003517	XP_010348037.2	XP_031798706.1
OG0003518	XP_003934440.2, XP_003934439.2	XP_031817051.1, XP_012407549.2
OG0003519	XP_003928266.1, XP_003928267.1	XP_012401703.1, XP_031814481.1
OG0003520	XP_039329113.1	XP_031814594.1
OG0003521	XP_039335656.1, XP_003942971.1, XP_039335278.1	XP_023350610.2
OG0003522	XP_003926270.1	XP_012406848.1
OG0003523	XP_003930929.1	XP_031795890.1
OG0003524	XP_039336143.1	XP_031796247.1
OG0003526	XP_010350052.1	XP_031810006.1, XP_031810007.1, XP_003757097.1
OG0003527	XP_039335272.1	XP_023363114.1
OG0003528	XP_039335484.1	XP_031809977.1
OG0003529	XP_003932174.1	XP_031805377.1
OG0003530	XP_003932075.1	XP_003756981.1
OG0003532	XP_010345193.1	XP_031807421.1
OG0003533	XP_003936461.1	XP_031807420.1
OG0003534	XP_039335672.1	XP_031807434.1, XP_031807433.1, XP_031807432.1, XP_023350314.1
OG0003535	XP_003932606.2	XP_031807463.1, XP_031807464.1
OG0003536	XP_039335604.1, XP_003932637.2	XP_031807503.1
OG0003537	XP_010341443.1	XP_003759237.1
OG0003538	XP_003919797.2	XP_003764511.1
OG0003539	XP_010333108.2, XP_003931164.1, XP_039329207.1, XP_039330456.1, XP_039331033.1, XP_039332703.1	XP_003766925.1
OG0003540	XP_039329142.1	XP_031816607.1
OG0003541	XP_039335102.1	XP_031798945.1, XP_003773131.1, XP_023361648.1
OG0003542	XP_039335111.1	XP_023361615.1
OG0003543	XP_010345985.1	XP_003758089.1
OG0003544	XP_039325781.1	XP_031824027.1
OG0003545	XP_010345522.1, XP_003936787.1, XP_010345523.1	XP_031824148.1
OG0003546	XP_003936816.2	XP_031813341.1
OG0003547	XP_039325930.1, XP_039325931.1	XP_031813308.1
OG0003548	XP_039328269.1, XP_010341125.1	XP_031804548.1
OG0003549	XP_003932334.2	XP_031804610.1
OG0003550	XP_039318266.1	XP_031804660.1
OG0003551	XP_039318373.1, XP_039318305.1	XP_031804722.1
OG0003552	XP_003942684.1, XP_010328762.1	XP_031804994.1
OG0003553	XP_010343367.1	XP_003771387.1, XP_023360400.1
OG0003554	XP_010343355.1	XP_023360401.1, XP_003771379.1, XP_031795404.1
OG0003555	XP_039317530.1	XP_031816553.1, XP_031794137.1
OG0003556	XP_010343419.1	XP_031794201.1, XP_012406147.1, XP_031794200.1
OG0003557	XP_010335599.1	XP_023360256.1
OG0003558	XP_003939155.1	XP_012402184.1, XP_012402185.1, XP_031793860.1, XP_003766366.1, XP_031793859.1
OG0003559	XP_003939181.1, XP_003939182.1	XP_031796049.1
OG0003561	XP_039321028.1	XP_023351090.1
OG0003562	XP_039320885.1, XP_039320886.1	XP_031811606.1
OG0003563	XP_039320906.1	XP_023351953.1, XP_003755463.1, XP_031811624.1
OG0003564	XP_039320992.1	XP_003755397.1
OG0003565	XP_039321252.1	XP_031811852.1
OG0003565	XP_039318531.1	XP_031805221.1, XP_031805220.1
OG0003566	XP_039320957.1	XP_031812858.1, XP_031812857.1
OG0003567	XP_039320870.1	XP_003759826.2, XP_031802254.1
OG0003568	XP_039320413.1, XP_010337053.2	XP_003759778.1
OG0003569	XP_039318706.1, XP_010344518.1	XP_003756065.1
OG0003570	XP_003935738.2	XP_031807983.1
OG0003571	XP_010337855.1	XP_031808038.1
OG0003572	XP_010337821.2, XP_039324819.1	XP_003756113.1
OG0003573	XP_010337816.1, XP_010337815.1	XP_031808092.1, XP_031808091.1, XP_003756145.1
OG0003574	XP_039318867.1, XP_039318868.1	XP_003755989.1
OG0003575	XP_039325094.1	XP_003755772.1
OG0003576	XP_039336544.1	XP_012399867.1
OG0003577	XP_010348369.1, XP_039336362.1	XP_031824158.1
OG0003578	XP_039323951.1	XP_031799673.1
OG0003579	XP_003929568.1	XP_003772993.1
OG0003580	XP_010333086.1, XP_003924052.1	XP_031799743.1
OG0003581	XP_039324444.1, XP_010343997.1	XP_031799780.1
OG0003582	XP_003923995.1	XP_003773017.1
OG0003583	XP_039324155.1, XP_039329611.1	XP_031799695.1
OG0003584	XP_010344301.1	XP_023351070.1, XP_031805512.1
OG0003585	XP_003935497.1	XP_003763639.1
OG0003588	XP_039334524.1, XP_039334523.1	XP_031813609.1
OG0003589	XP_003925034.1	XP_031813443.1
OG0003591	XP_010349954.1	XP_031816259.1
OG0003592	XP_039321792.1, XP_003940875.1	XP_003764092.1
OG0003593	XP_003940862.1, XP_010349860.1	XP_012400340.1
OG0003594	XP_003940858.1	XP_023355121.1
OG0003595	XP_039326035.1, XP_010334772.1, XP_010334771.1, XP_010334770.1, XP_010334769.1	XP_031816093.1, XP_012400370.1
OG0003596	XP_039325526.1	XP_031814096.1, XP_031814095.1
OG0003597	XP_003925632.2	XP_003766009.1
OG0003598	XP_003938372.1, XP_039322798.1	XP_031793084.1, XP_031793083.1, XP_031793082.1, XP_012403270.2
OG0003599	XP_003930390.1	XP_003767764.2, XP_031796735.1
OG0003600	XP_003930381.2	XP_003758790.1
OG0003601	XP_003928116.1, XP_003928115.1	XP_003767425.1
OG0003602	XP_039315744.1	XP_031822737.1
OG0003603	XP_010339220.1, XP_039319418.1, XP_010339221.1	XP_023357773.1, XP_023357775.1
OG0003605	XP_039319947.1	XP_003774874.1
OG0003606	XP_003920320.1	XP_003765658.1
OG0003607	XP_039331546.1	XP_031814915.1, XP_031814916.1
OG0003608	XP_003924150.1	XP_031815352.1
OG0003609	XP_010348480.1	XP_003764891.1
OG0003610	XP_003939608.1	XP_012408890.2
OG0003611	XP_010330697.1	XP_003775057.1
OG0003612	XP_003936910.1	XP_031800759.1, XP_031800755.1, XP_031800756.1, XP_031800758.1, XP_031800757.1
OG0003613	XP_003935915.1	XP_031800828.1
OG0003614	XP_003931166.1	XP_031801102.1
OG0003616	XP_003924394.2	XP_003755871.1, XP_003755872.1
OG0003617	XP_003939337.1	XP_003772214.1
OG0003618	XP_039319880.1, XP_039323258.1	XP_031819681.1
OG0003620	XP_010332813.1	XP_031817173.1
OG0003621	XP_003924386.1	XP_031810885.1, XP_031810886.1
OG0003631	XP_003924553.1	XP_003756315.1, XP_023358078.1, XP_023358081.1
OG0003632	XP_010347156.1	XP_031792986.1
OG0003633	XP_003935934.1	XP_023362639.2
OG0003634	XP_010338053.2	XP_031813214.1
OG0003635	XP_010340784.1, XP_003931833.1	XP_023358347.1
OG0003636	XP_003932307.1	XP_031804421.1
OG0003637	XP_003921109.1	XP_003771589.1
OG0003638	XP_010330597.1	XP_023351288.1
OG0003639	XP_003931452.2	XP_031823525.1
OG0003640	XP_003937256.2	XP_031807322.1
OG0003641	XP_010342843.2	XP_031809372.1, XP_031809371.1
OG0003642	XP_003933118.1	XP_031813228.1, XP_031813179.1, XP_031813177.1
OG0003643	XP_003943873.1	XP_003761816.1
OG0003644	XP_003941394.1	XP_003757573.3
OG0003645	XP_003939648.2	XP_012408911.1
OG0003646	XP_003925706.3	XP_031814206.1, XP_031814207.1
OG0003647	XP_003933316.2	XP_031822994.1, XP_031822993.1, XP_031822995.1
OG0003648	XP_003931844.2	XP_031821547.1
OG0003649	XP_003920095.1	XP_031798890.1
OG0003650	XP_010338924.1	XP_012400274.1
OG0003652	XP_003928210.2	XP_031817652.1, XP_003762196.1, XP_031817656.1
OG0003653	XP_039316653.1, XP_039316654.1	XP_031809471.1
OG0003654	XP_039324751.1	XP_003758854.1
OG0003655	XP_039323856.1, XP_010340464.1	XP_012396517.1, XP_003763843.1
OG0003656	XP_039330877.1, XP_003939955.1	XP_031805086.1, XP_003759249.1
OG0003657	XP_039321223.1	XP_031811595.1
OG0003658	XP_010331914.2, XP_010331915.2, XP_010331912.2	XP_031806316.1
OG0003659	XP_010338093.1	XP_031821299.1
OG0003661	XP_039334920.1	XP_031811162.1
OG0003662	XP_010333457.2	XP_023358623.2
OG0003663	XP_003923695.1	XP_031815917.1
OG0003664	XP_003928123.1	XP_003767426.1
OG0003665	XP_039327062.1, XP_039327063.1	XP_031800027.1, XP_031800028.1
OG0003666	XP_039327170.1, XP_039327171.1	XP_031798451.1, XP_031798449.1
OG0003667	XP_003944571.1	XP_003766845.3
OG0003668	XP_039330307.1	XP_031818317.1, XP_031818316.1
OG0003669	XP_003927012.1, XP_039322961.1	XP_031823975.1
OG0003670	XP_003923644.1	XP_003764185.1, XP_023355171.1, XP_031816004.1
OG0003671	XP_039316212.1, XP_003934262.2	XP_012402835.1, XP_012402805.2
OG0003672	XP_003930135.2	XP_031819467.1
OG0003673	XP_003930479.2, XP_010339311.2	XP_012403285.1, XP_012403284.1, XP_012403286.1
OG0003674	XP_039320151.1	XP_031822890.1, XP_031822888.1, XP_031822889.1
OG0003675	XP_003930115.1	XP_012398337.2
OG0003676	XP_039326712.1	XP_031799955.1, XP_031799956.1
OG0003677	XP_003941939.1	XP_031822447.1, XP_003768057.1
OG0003678	XP_003924392.1	XP_003755862.1
OG0003679	XP_003938963.3	XP_003760908.1
OG0003680	XP_010332948.1	XP_012400863.1
OG0003683	XP_003919840.1	XP_012409208.1, XP_003757214.2
OG0003684	XP_010332980.1	XP_003764156.1
OG0003686	XP_039323093.1	XP_031819161.1
OG0003687	XP_039322932.1	XP_031817614.1
OG0003688	XP_010346313.1	XP_031817666.1, XP_031817485.1
OG0003689	XP_003926104.1	XP_031801907.1
OG0003690	XP_003926026.1	XP_031802603.1
OG0003691	XP_010335035.2, XP_003926053.2	XP_003760137.3
OG0003692	XP_010335036.2	XP_031802546.1
OG0003693	XP_003926060.1, XP_003926059.1	XP_031802044.1, XP_031802043.1
OG0003694	XP_039319760.1	XP_003760019.1
OG0003695	XP_010341322.1	XP_031820104.1
OG0003696	XP_003943604.1, XP_010329724.1	XP_031793487.1, XP_031793488.1
OG0003697	XP_003933821.1	XP_003769632.1
OG0003698	XP_010342636.1	XP_031793358.1
OG0003700	XP_039317447.1	XP_031799558.1
OG0003701	XP_039331223.1, XP_039331224.1, XP_039330598.1	XP_031807429.1, XP_031807435.1
OG0003703	XP_039330731.1	XP_003761854.1
OG0003707	XP_039322716.1	XP_031817634.1, XP_031817635.1, XP_031819337.1, XP_031819327.1, XP_031819334.1, XP_031819333.1, XP_012401275.1
OG0003708	XP_039321574.1	XP_031819348.1, XP_031819347.1, XP_031819350.1
OG0003709	XP_010349320.1	XP_031817626.1
OG0003710	XP_039322461.1	XP_031819061.1
OG0003712	XP_003943251.1	XP_031819114.1
OG0003713	XP_039322354.1	XP_031810245.1
OG0003714	XP_003935867.1	XP_003755815.1
OG0003715	XP_039330444.1	XP_031813151.1, XP_031817380.1, XP_031817379.1
OG0003717	XP_039334871.1	XP_031795470.1
OG0003718	XP_003920898.1	XP_003759510.1
OG0003719	XP_003937311.1	XP_031810334.1, XP_031810332.1, XP_031810333.1, XP_012409244.1
OG0003720	XP_003934899.2, XP_010343738.2	XP_031817393.1
OG0003721	XP_010343755.1	XP_031818471.1, XP_031818472.1
OG0003722	XP_039329524.1, XP_039323426.1	XP_031818488.1
OG0003723	XP_003920840.1, XP_039334364.1	XP_003759921.1
OG0003724	XP_039316344.1	XP_023351568.1, XP_023351567.1
OG0003725	XP_010349537.2	XP_012398111.1
OG0003726	XP_003921681.1	XP_003755575.1, XP_012397935.1, XP_012397939.1
OG0003727	XP_010348072.1	XP_012397830.1
OG0003728	XP_039335864.1, XP_039321876.1	XP_031812615.1
OG0003730	XP_010343479.1	XP_003773489.2
OG0003732	XP_039324237.1, XP_039324236.1, XP_010336490.1, XP_039324235.1	XP_023361816.2
OG0003734	XP_003928954.1	XP_012402266.1
OG0003735	XP_039320235.1	XP_012403410.1
OG0003736	XP_039320178.1	XP_031822758.1, XP_031822757.1
OG0003737	XP_039333712.1	XP_031812754.1
OG0003738	XP_003928677.1	XP_012403422.1
OG0003739	XP_003939829.2, XP_010348779.2	XP_031812284.1
OG0003740	XP_003936145.3	XP_031809623.1
OG0003741	XP_010344921.1	XP_023362328.1
OG0003742	XP_010344964.1, XP_010344963.1, XP_010344960.1, XP_010344961.1	XP_003759176.1
OG0003743	XP_010343636.1	XP_031809466.1, XP_031809467.1
OG0003744	XP_039326783.1	XP_031809416.1, XP_031809417.1
OG0003745	XP_003923617.1	XP_003764158.1, XP_023355144.1, XP_003764161.1
OG0003746	XP_010332644.1	XP_023355328.1
OG0003747	XP_039327352.1	XP_031816803.1
OG0003748	XP_010332738.1, XP_003923649.1	XP_003764206.3
OG0003749	XP_003923658.1	XP_003764212.2
OG0003750	XP_010332784.2	XP_012400431.1, XP_003764221.1
OG0003751	XP_010332822.2	XP_023355206.2, XP_023355207.2
OG0003752	XP_003923760.1, XP_003923759.1	XP_031817050.1, XP_031817048.1, XP_031817045.1, XP_031817044.1, XP_031817047.1, XP_031817046.1
OG0003753	XP_003929170.1	XP_031813210.1
OG0003754	XP_003931416.1	XP_003768849.1
OG0003755	XP_039332375.1	XP_031821386.1
OG0003756	XP_039331841.1	XP_031823732.1, XP_031823733.1
OG0003757	XP_003921526.1	XP_003767333.1, XP_012403014.1
OG0003758	XP_003921543.1	XP_023357454.1, XP_003767350.1
OG0003759	XP_039329454.1	XP_031824408.1
OG0003760	XP_010348669.1	XP_031818931.1, XP_031818932.1
OG0003761	XP_010348567.1, XP_010348568.1	XP_003765269.1, XP_031818796.1
OG0003762	XP_003927969.2	XP_031818778.1
OG0003763	XP_039334842.1, XP_039327025.1	XP_012395831.1
OG0003764	XP_003922864.2	XP_031806042.1
OG0003765	XP_039316678.1	XP_031823760.1
OG0003766	XP_010343005.1	XP_012405731.1
OG0003767	XP_003934261.1	XP_012404262.1
OG0003768	XP_039316301.1	XP_031796451.1
OG0003769	XP_003934289.1	XP_012398226.1
OG0003770	XP_039316510.1, XP_039316509.1	XP_031818334.1, XP_031818347.1, XP_031818341.1
OG0003771	XP_039327868.1	XP_031797054.1
OG0003772	XP_003930262.1	XP_031801442.1
OG0003773	XP_010339071.1	XP_031797886.1
OG0003774	XP_010336781.2, XP_003928446.3	XP_003762168.2
OG0003775	XP_010337349.1	XP_031818257.1
OG0003776	XP_039334344.1	XP_023353579.1, XP_031801648.1, XP_012398733.1, XP_003762043.1
OG0003777	XP_010342165.1	XP_003767266.1
OG0003778	XP_003943301.1	XP_031825211.1
OG0003779	XP_003930089.2	XP_031798496.1, XP_031798587.1, XP_031795585.1, XP_031798419.1, XP_031798658.1, XP_031795613.1
OG0003780	XP_010339316.1	XP_023357696.1, XP_031793122.1
OG0003781	XP_010327955.1	XP_003768058.1
OG0003782	XP_003924406.2	XP_012399936.1
OG0003783	XP_003938320.1	XP_031792988.1
OG0003784	XP_010339289.1	XP_031793148.1
OG0003785	XP_003930405.1, XP_010339247.1	XP_031793224.1
OG0003786	XP_039315868.1	XP_031792817.1
OG0003787	XP_039321142.1, XP_039320227.1	XP_031822849.1
OG0003788	XP_010346750.1	XP_031822622.1, XP_031822624.1, XP_031822620.1, XP_031822623.1, XP_031822621.1
OG0003789	XP_039316182.1	XP_031822589.1
OG0003790	XP_010333741.1	XP_031802292.1
OG0003791	XP_003924589.1	XP_031808387.1, XP_031808386.1
OG0003793	XP_010348855.1, XP_003939892.1	XP_031808162.1
OG0003794	XP_003930535.1	XP_031808500.1
OG0003795	XP_003939916.1	XP_031808221.1, XP_031808220.1
OG0003796	XP_010348846.1	XP_003756204.1
OG0003797	XP_010340545.1	XP_003768921.1
OG0003798	XP_039332125.1	XP_023358442.2
OG0003799	XP_039332229.1	XP_003768724.2
OG0003800	XP_039332612.1, XP_039332613.1, XP_039332614.1	XP_003768519.1
OG0003801	XP_039332494.1	XP_012403992.2
OG0003802	XP_039332361.1	XP_031821799.1
OG0003803	XP_010329786.1	XP_003768448.1, XP_012403879.1
OG0003804	XP_039332785.1	XP_031822084.1
OG0003805	XP_039332506.1	XP_031821952.1, XP_031821951.1
OG0003806	XP_039332556.1, XP_039332558.1, XP_039332555.1, XP_039332557.1	XP_031822316.1
OG0003807	XP_039331944.1	XP_012403502.3
OG0003808	XP_039332804.1	XP_031823577.1
OG0003809	XP_039332801.1	XP_031823579.1
OG0003810	XP_003933120.2	XP_031813236.1
OG0003811	XP_039317309.1	XP_031807808.1
OG0003812	XP_039317167.1	XP_031810778.1
OG0003813	XP_039317223.1	XP_031810734.1
OG0003814	XP_003940628.2	XP_031810583.1
OG0003815	XP_003940704.1	XP_012409157.1
OG0003816	XP_003925209.1	XP_012409134.1
OG0003817	XP_010334172.1, XP_003925211.1	XP_003757145.1
OG0003818	XP_003926518.1, XP_010335533.1	XP_031796958.1
OG0003819	XP_003927850.1	XP_031794837.1
OG0003820	XP_039328378.1	XP_031796020.1
OG0003821	XP_039319166.1	XP_031794988.1
OG0003822	XP_039318976.1	XP_031796890.1
OG0003823	XP_003941353.1	XP_003765703.1
OG0003824	XP_003941342.1, XP_010350356.1	XP_003765692.1
OG0003825	XP_010331851.1	XP_031806411.1, XP_023350685.1, XP_031806409.1, XP_031806412.1, XP_031806413.1, XP_031806414.1
OG0003827	XP_039316250.1	XP_031809644.1
OG0003828	XP_010337813.1	XP_012399495.1
OG0003829	XP_039331040.1	XP_031802691.1
OG0003830	XP_003939764.1	XP_031799207.1
OG0003831	XP_039330721.1, XP_039317293.1	XP_031792887.1
OG0003832	XP_003940117.1, XP_010349104.1, XP_039331208.1	XP_003761425.2
OG0003833	XP_039331203.1	XP_012398559.2
OG0003834	XP_039330734.1	XP_031799032.1
OG0003835	XP_003925266.1	XP_031810533.1, XP_031810534.1
OG0003836	XP_003923303.2	XP_003769080.1
OG0003837	XP_003923141.1	XP_031820598.1
OG0003838	XP_039323352.1, XP_039323350.1, XP_003939556.2	XP_003768930.1
OG0003839	XP_003944386.1	XP_012404361.1
OG0003840	XP_003923219.1	XP_031820898.1
OG0003841	XP_003923252.1	XP_003769052.1
OG0003842	XP_003923117.1	XP_003769136.1
OG0003843	XP_003926438.1	XP_023358798.1
OG0003844	XP_003926388.1	XP_031820524.1
OG0003845	XP_010329605.1, XP_039331555.1	XP_003769670.1
OG0003846	XP_039320817.1	XP_031802913.1
OG0003847	XP_003938636.1	XP_031802980.1
OG0003848	XP_010342542.1	XP_031818092.1
OG0003850	XP_003942102.1	XP_023352411.1, XP_003760574.1, XP_023352412.1
OG0003851	XP_010340858.1	XP_031798198.1
OG0003852	XP_010340881.1	XP_031799984.1
OG0003853	XP_039328755.1	XP_031794875.1
OG0003854	XP_010343381.1	XP_031795812.1
OG0003856	XP_010335026.1, XP_039317985.1	XP_031807545.1
OG0003857	XP_010339608.1	XP_031807569.1
OG0003858	XP_039328893.1	XP_031794700.1
OG0003859	XP_003935834.2	XP_003755842.2
OG0003860	XP_010345803.1	XP_031818200.1
OG0003861	XP_010328279.1, XP_003921788.3	XP_031805621.1
OG0003863	XP_003927928.1	XP_031796295.1
OG0003864	XP_039328376.1	XP_031793762.1
OG0003865	XP_010336937.1	XP_031798649.1, XP_031798648.1
OG0003866	XP_010328871.2, XP_010328870.2	XP_012407582.1
OG0003867	XP_003938993.2	XP_031803355.1, XP_031803351.1
OG0003868	XP_039328863.1, XP_039328862.1	XP_023360724.1
OG0003869	XP_039328517.1	XP_031795130.1
OG0003870	XP_039328540.1, XP_039328541.1	XP_023360769.2, XP_031795328.1
OG0003871	XP_039328961.1	XP_023360785.1
OG0003872	XP_039319327.1	XP_031806539.1
OG0003873	XP_039316867.1	XP_003769898.1
OG0003874	XP_003944425.2	XP_031823290.1, XP_031823289.1, XP_023359277.2, XP_031823287.1
OG0003875	XP_003927220.2, XP_003935295.2	XP_031805415.1
OG0003876	XP_003935307.1	XP_031807310.1, XP_031807311.1, XP_031807309.1
OG0003877	XP_010335877.1	XP_031806222.1
OG0003878	XP_039331452.1, XP_039316868.1, XP_039331032.1	XP_003758373.1
OG0003879	XP_003942545.1	XP_031803340.1
OG0003880	XP_003942570.1, XP_010328663.1	XP_031805664.1
OG0003881	XP_003942577.1	XP_031805659.1
OG0003882	XP_039330614.1, XP_039330609.1, XP_039330611.1	XP_031805558.1
OG0003883	XP_039316801.1	XP_031823192.1
OG0003884	XP_039316891.1	XP_031823213.1
OG0003885	XP_039315853.1	XP_031823277.1, XP_003769935.1
OG0003886	XP_039315732.1	XP_003769965.2
OG0003887	XP_039315742.1	XP_031823400.1
OG0003889	XP_039318091.1	XP_031812883.1
OG0003890	XP_003921182.1	XP_031794549.1
OG0003891	XP_039328796.1	XP_003771508.1
OG0003892	XP_039328844.1	XP_031794518.1
OG0003893	XP_003920013.1, XP_010331458.1	XP_003773714.1
OG0003894	XP_039326274.1, XP_010330779.1	XP_031799426.1
OG0003894	XP_010330612.1	XP_031797523.1
OG0003895	XP_039326933.1	XP_031799467.1
OG0003896	XP_039326730.1	XP_031799473.1
OG0003897	XP_039327475.1	XP_031799756.1
OG0003898	XP_010346662.1	XP_031797528.1
OG0003899	XP_039331398.1, XP_003937729.1	XP_031799501.1
OG0003900	XP_003920306.1	XP_012408227.2, XP_031799509.1
OG0003901	XP_039326715.1, XP_039326714.1, XP_003920532.3	XP_031797404.1
OG0003902	XP_010339291.2, XP_003920279.1, XP_039319372.1, XP_010333151.2	XP_031799247.1
OG0003903	XP_039326705.1, XP_003920247.1, XP_010333663.1	XP_003774061.2
OG0003904	XP_003920240.2	XP_012401054.2, XP_031800140.1
OG0003905	XP_003928074.1	XP_003773221.1
OG0003906	XP_010340453.2	XP_003763859.1
OG0003907	XP_039326056.1	XP_003763880.1, XP_031815889.1, XP_031815888.1
OG0003908	XP_010335480.2, XP_039323977.1, XP_039334956.1, XP_039318665.1	XP_031811442.1
OG0003909	XP_039322003.1	XP_031804136.1
OG0003910	XP_003944179.1, XP_039333441.1	XP_023353992.1
OG0003911	XP_010335183.1	XP_031812112.1
OG0003912	XP_039333331.1	XP_031812238.1, XP_031812230.1, XP_031812234.1
OG0003913	XP_003926200.1	XP_031812471.1, XP_023354017.1
OG0003914	XP_039333036.1	XP_012399100.1, XP_023353971.1
