Orthogroup	Saimiri_boliviensis_boliviensis	Microcebus_murinus
OG0001199	XP_003923027.1	XP_012624600.1, XP_012624601.1, XP_012624595.1, XP_012624594.1, XP_012624599.1, XP_012624598.1, XP_012624596.1, XP_012624597.1
OG0001200	XP_003935978.1	XP_012608685.1
OG0001201	XP_003935989.1	XP_012608574.1
OG0001201	XP_003943131.1	XP_012591679.1
OG0001202	XP_039334571.1	XP_020141801.1
OG0001202	XP_003932004.1	XP_012641381.1
OG0001203	XP_010343418.2, XP_010343415.2, XP_010343417.2	XP_012635040.1, XP_012635041.1, XP_012635039.1
OG0001204	XP_003935195.1	XP_012628803.1
OG0001205	XP_039318024.1, XP_039318025.1	XP_012598782.1
OG0001206	XP_003937547.1	XP_012620660.1, XP_012620659.1, XP_012620658.1
OG0001207	XP_003937038.2	XP_012591294.1
OG0001208	XP_010333405.2	XP_012608130.1
OG0001210	XP_010336930.1, XP_003928054.1, XP_010336931.1	XP_012639238.1, XP_012639239.1
OG0001211	XP_003928036.2	XP_020135755.1
OG0001211	XP_039329177.1	XP_012603533.1
OG0001212	XP_010336864.2, XP_003927986.2, XP_010336865.2	XP_012639053.1, XP_012639057.1, XP_012639055.1, XP_012639052.1, XP_012639051.1, XP_012639056.1, XP_012639054.1
OG0001213	XP_010344411.1	XP_012640527.1
OG0001214	XP_039324013.1	XP_012640393.1
OG0001215	XP_003935268.1	XP_020144245.1
OG0001215	XP_003937070.1	XP_020135837.1
OG0001216	XP_039327152.1, XP_039327151.1, XP_039327153.1	XP_012625016.1
OG0001218	XP_003926476.1	XP_012626512.1
OG0001218	XP_039333510.1, XP_010335313.2	XP_012626510.1
OG0001219	XP_010335909.1	XP_012592416.1
OG0001220	XP_010339910.1, XP_010339911.1	XP_012604582.1
OG0001221	XP_003942650.2, XP_010328730.2, XP_003942651.2	XP_012604562.2, XP_012604563.2
OG0001222	XP_003936405.1	XP_012610721.1, XP_012610723.1, XP_012610722.1, XP_012610720.1
OG0001223	XP_010345213.1	XP_012635702.1
OG0001224	XP_039335198.1, XP_039335199.1	XP_012621590.1, XP_012621585.1, XP_012621586.1, XP_012621588.1, XP_012621592.1, XP_012621587.1, XP_012621591.1
OG0001225	XP_010341429.1, XP_010341426.1, XP_010341425.1, XP_010341427.1, XP_010341428.1, XP_039335704.1	XP_012621581.1, XP_012621580.1, XP_012621583.1, XP_012621584.1, XP_012621582.1
OG0001226	XP_039316942.1	XP_012594742.1
OG0001227	XP_039327752.1, XP_039327751.1	XP_012593844.2, XP_020143027.1, XP_012618608.2
OG0001228	XP_039327972.1, XP_039327973.1, XP_039334587.1	XP_012611297.1
OG0001229	XP_003942206.1	XP_012615966.1
OG0001230	XP_039317557.1	XP_012615957.1
OG0001231	XP_010335655.2, XP_003926666.2, XP_003926665.2, XP_039324252.1	XP_012603400.1
OG0001233	XP_003939272.2	XP_012618807.1
OG0001234	XP_010338907.2, XP_039324029.1	XP_012600054.1
OG0001235	XP_003928940.1	XP_012618995.1
OG0001235	XP_039324767.1	XP_012618993.1
OG0001236	XP_039318844.1, XP_003941666.1	XP_012646472.2
OG0001237	XP_039318744.1, XP_039318745.1	XP_020141502.1, XP_020141501.1
OG0001238	XP_039324946.1	XP_012638460.1, XP_012638457.1, XP_012638458.1, XP_012638459.1
OG0001239	XP_039325007.1	XP_012614167.1
OG0001240	XP_010330342.1, XP_010330340.1, XP_010330341.1	XP_012613318.1, XP_012603717.1
OG0001241	XP_003927696.2	XP_012602480.1, XP_020140380.1, XP_020140376.1, XP_020140379.1, XP_020140378.1, XP_012602479.1, XP_012602481.1, XP_020140377.1, XP_020140375.1
OG0001242	XP_039324114.1, XP_039324115.1, XP_039324116.1, XP_039330552.1, XP_039329884.1	XP_012621655.1
OG0001243	XP_039324200.1	XP_012629514.1
OG0001243	XP_010333081.2	XP_012629515.1
OG0001244	XP_039334713.1	XP_020142091.1
OG0001244	XP_003926992.1	XP_012592492.1, XP_012592493.1
OG0001245	XP_039336269.1	XP_012634658.1, XP_012634662.1, XP_012634661.1, XP_012634660.1
OG0001246	XP_039318652.1, XP_039318653.1, XP_039318651.1, XP_039318650.1	XP_012596854.1, XP_012596851.1, XP_012596856.1, XP_012596850.1, XP_012596857.1, XP_012596853.1, XP_012596852.1
OG0001247	XP_039335051.1, XP_003943419.2	XP_012624048.1
OG0001247	XP_003943421.2	XP_012624051.1
OG0001248	XP_039331455.1	XP_012610811.1, XP_012610812.1
OG0001249	XP_003935920.1	XP_012606091.1
OG0001249	XP_003920347.1	XP_012640292.1
OG0001250	XP_039331508.1, XP_003932662.1, XP_039331509.1, XP_003920375.1, XP_010347078.1, XP_003938224.1	XP_012640266.1
OG0001251	XP_039320051.1	XP_012605869.1
OG0001253	XP_003919989.2	XP_020142123.1
OG0001254	XP_003926845.1, XP_039331052.1	XP_012624490.1
OG0001254	XP_039324596.1	XP_012623805.1
OG0001255	XP_039324158.1, XP_039324154.1, XP_039324151.1	XP_012638604.1, XP_012638596.1, XP_012638615.1
OG0001256	XP_039316581.1, XP_039316580.1, XP_039316582.1	XP_012645398.1
OG0001257	XP_010328820.1	XP_012632034.1, XP_012632037.1, XP_012632036.1
OG0001258	XP_010336891.1	XP_012639107.1, XP_012639109.1, XP_012639106.1, XP_012639108.1, XP_012639110.1
OG0001259	XP_039322406.1, XP_010347815.2, XP_003938891.2	XP_012617095.1
OG0001260	XP_010341403.1	XP_012598427.1
OG0001262	XP_010333480.1	XP_020139466.1
OG0001263	XP_003930000.1	XP_012643483.1
OG0001264	XP_039335585.1	XP_012610770.1
OG0001264	XP_003941112.1	XP_012610370.1
OG0001265	XP_039321767.1	XP_012602232.1
OG0001265	XP_039321857.1	XP_012602233.1, XP_012602231.1
OG0001266	XP_003921457.1	XP_012643088.1
OG0001268	XP_003923430.2	XP_012641950.1, XP_012641895.1
OG0001269	XP_003923433.2	XP_012641903.1, XP_020142441.1, XP_012641904.2, XP_012641957.2
OG0001270	XP_003940490.1, XP_010349285.1	XP_020139189.1
OG0001271	XP_003932650.1	XP_012616638.1
OG0001271	XP_003926049.1	XP_012635442.1
OG0001272	XP_003942979.1	XP_012594650.1
OG0001272	XP_003940341.1	XP_012617013.1
OG0001273	XP_003944563.1	XP_012616713.1
OG0001274	XP_039322357.1, XP_010329265.1, XP_039322358.1, XP_010329264.1	XP_012630105.1
OG0001275	XP_039326265.1, XP_039321529.1	XP_012630588.2
OG0001276	XP_039317464.1	XP_012637564.1
OG0001276	XP_003921321.2	XP_012606026.1
OG0001277	XP_003920596.1	XP_012604244.1, XP_012604238.1, XP_012604240.1, XP_012604241.1, XP_020137922.1, XP_012604239.1, XP_012604245.1, XP_012604243.1
OG0001278	XP_003920605.1	XP_012604376.1, XP_012604377.1
OG0001279	XP_039328846.1, XP_010339084.2	XP_012622277.1, XP_012622276.1
OG0001280	XP_010348295.2, XP_010348301.2	XP_012618722.1, XP_012618718.1, XP_012618719.1, XP_012618721.1, XP_020144702.1, XP_012618720.1
OG0001281	XP_039327571.1, XP_039324146.1, XP_039336409.1, XP_003932704.1	XP_012628364.1
OG0001282	XP_003939804.1	XP_012617945.1
OG0001283	XP_003942598.1	XP_012617964.1, XP_012617961.1, XP_012617962.1, XP_012617963.1
OG0001284	XP_039316499.1	XP_020139806.1
OG0001284	XP_010331462.1	XP_012624543.1
OG0001285	XP_003925926.1, XP_010334929.1, XP_003925927.1, XP_010334928.1	XP_012595837.1
OG0001286	XP_003929578.1, XP_039335074.1	XP_012593876.1
OG0001287	XP_010332724.1, XP_003923633.1	XP_012645351.1, XP_012645350.1, XP_012645352.1, XP_012645348.1, XP_012645353.1, XP_012645349.1, XP_012645346.1
OG0001288	XP_003931410.1	XP_012634826.1
OG0001289	XP_039332071.1	XP_020136820.1
OG0001289	XP_003929336.1	XP_012603390.1
OG0001290	XP_010348664.1, XP_010348665.1	XP_012631864.1, XP_020136977.1, XP_012631865.1
OG0001291	XP_003939685.1	XP_012631249.1
OG0001291	XP_003931157.1	XP_012611007.1
OG0001292	XP_039332536.1	XP_012597885.1, XP_012597886.1
OG0001293	XP_010338967.1	XP_012619648.2, XP_012619643.2, XP_012619647.2, XP_012619646.2, XP_012619650.2, XP_012619644.2, XP_012619645.2, XP_012619649.2
OG0001294	XP_003940801.1	XP_020140811.1
OG0001294	XP_003928508.1	XP_012599164.1
OG0001295	XP_039331388.1, XP_039321517.1	XP_012603866.1
OG0001296	XP_003930480.2	XP_020139907.1
OG0001297	XP_039318009.1	XP_012635757.1
OG0001298	XP_010333358.1, XP_039325302.1	XP_012608231.1, XP_012608230.1, XP_012608229.1, XP_012608228.1
OG0001299	XP_010350478.2	XP_012637507.1, XP_012637506.1, XP_012637509.1, XP_012637508.1, XP_012637505.1
OG0001300	XP_039317412.1	XP_012611037.2, XP_012637547.1
OG0001301	XP_003940079.1	XP_012627622.1
OG0001302	XP_039319042.1	XP_012645040.1, XP_012645038.1, XP_012645039.1, XP_012645041.1
OG0001303	XP_003922743.1	XP_012620370.1
OG0001304	XP_003920691.1	XP_012590960.1
OG0001305	XP_003933977.1	XP_012604261.1, XP_012604260.1, XP_012604262.1, XP_012604258.1, XP_012604257.1, XP_012604259.1
OG0001306	XP_003944954.1	XP_012601344.1
OG0001306	XP_039330555.1	XP_012625612.1
OG0001307	XP_010336432.2, XP_010336431.2, XP_010336430.2, XP_039323738.1	XP_020142921.1
OG0001308	XP_010332325.1, XP_010332324.1	XP_012646802.1, XP_012646803.1, XP_012646805.1, XP_020142533.1, XP_012646804.1
OG0001309	XP_039323729.1	XP_012628713.1, XP_012628715.1, XP_012628716.1, XP_012628712.1, XP_012628714.1
OG0001310	XP_039323445.1, XP_039323444.1	XP_020142606.1
OG0001311	XP_003923063.1, XP_010332185.1, XP_003923065.1	XP_012628605.1
OG0001312	XP_003923151.1	XP_012616349.1
OG0001312	XP_010345651.1	XP_012610797.1
OG0001313	XP_010335433.1, XP_039323861.1, XP_003926411.1, XP_010335435.1, XP_039323860.1	XP_020142722.1, XP_012606825.1, XP_012606824.1
OG0001314	XP_010328796.2, XP_039325188.1, XP_039325720.1	XP_012623799.1
OG0001315	XP_003935175.1	XP_012628774.1, XP_012628773.1
OG0001316	XP_010345720.1	XP_020145295.1, XP_012604002.1
OG0001317	XP_010338468.1	XP_012630729.1, XP_012630730.1
OG0001318	XP_010336926.1	XP_012639221.1
OG0001319	XP_039328794.1, XP_010338766.1, XP_039328795.1, XP_010338762.1, XP_010338763.1, XP_010338764.1	XP_020145255.1, XP_012641595.1
OG0001320	XP_003929894.1	XP_012641587.2, XP_012641589.2, XP_012641588.2, XP_012641586.2, XP_012641585.2
OG0001321	XP_003933888.1	XP_012640387.1, XP_012640386.1, XP_012640385.1
OG0001322	XP_003935270.1, XP_039335152.1	XP_012610892.1, XP_012610894.1, XP_012610895.1, XP_012610893.1
OG0001323	XP_003922612.1, XP_010331711.1, XP_003922611.1, XP_010331710.1	XP_020141926.1
OG0001324	XP_039316066.1, XP_039316067.1, XP_010328032.1	XP_012622962.1, XP_012622960.1, XP_012622961.1, XP_012622963.1, XP_012622959.1
OG0001325	XP_010328002.2	XP_012623011.1
OG0001326	XP_010339621.1, XP_003930801.1	XP_012633046.1, XP_012633047.1
OG0001327	XP_010342539.1	XP_012601620.1, XP_012601630.1, XP_012601627.1
OG0001328	XP_010331578.1	XP_012595339.1
OG0001329	XP_003920067.1	XP_012645841.1, XP_012645849.1, XP_012645834.1
OG0001330	XP_039326296.1	XP_020142401.1, XP_020140837.1
OG0001330	XP_039326295.1	XP_020142400.1
OG0001331	XP_003943345.1	XP_012613172.1
OG0001332	XP_039326379.1, XP_003941263.1, XP_010350285.1, XP_003941264.1, XP_039326378.1, XP_010350286.1, XP_010350287.1	XP_012613045.1
OG0001333	XP_003937757.2	XP_012633566.1, XP_012633567.1, XP_012633565.1
OG0001334	XP_010336062.1, XP_003927102.1, XP_039334474.1, XP_010336063.1	XP_012640688.1
OG0001335	XP_039316117.1, XP_039333505.1, XP_039333506.1	XP_020135862.1
OG0001336	XP_039322094.1, XP_039322093.1	XP_012601270.1, XP_012601269.1
OG0001337	XP_010339808.2	XP_012600840.1
OG0001338	XP_039335567.1, XP_010350128.1	XP_012610612.1
OG0001339	XP_010350097.2	XP_012610640.2, XP_020137433.1, XP_020137434.1
OG0001340	XP_039329152.1, XP_010330565.1, XP_003919772.1, XP_039329151.1	XP_012599499.1
OG0001341	XP_039329226.1, XP_003919783.2, XP_003919782.2	XP_012633992.1, XP_012633991.1, XP_012633990.1
OG0001342	XP_039328162.1, XP_039328266.1, XP_003932396.2	XP_012633821.1
OG0001343	XP_003938534.1, XP_010347499.1, XP_010347498.1, XP_010347497.1	XP_020138556.1
OG0001344	XP_010347426.2	XP_012619411.1
OG0001345	XP_039317593.1	XP_012605510.1, XP_012605073.1, XP_012605159.1
OG0001346	XP_003941495.1, XP_003941496.1	XP_012609735.1
OG0001347	XP_003939307.2	XP_012619873.1, XP_020143020.1, XP_012619882.1, XP_012619886.1, XP_012619890.1
OG0001348	XP_010331487.1, XP_003922350.1	XP_012624121.1
OG0001349	XP_003922335.1	XP_012624479.1
OG0001350	XP_039320966.1, XP_039320967.1, XP_010331294.2	XP_012626692.1, XP_012626713.1, XP_012626702.1, XP_012626722.1
OG0001351	XP_003922251.1, XP_010331261.1	XP_012627032.1, XP_012627023.1, XP_012627041.1
OG0001352	XP_003928962.2	XP_012622163.1
OG0001353	XP_003944833.1, XP_039324867.1	XP_012590944.1
OG0001354	XP_003929539.2	XP_012634472.1, XP_012634474.1, XP_012634477.1, XP_012634476.1, XP_012634473.1, XP_012634475.1
OG0001355	XP_039333523.1, XP_039333521.1, XP_039333522.1, XP_010335253.2	XP_012635772.1, XP_012635770.1, XP_012635771.1
OG0001356	XP_010335242.1, XP_003926238.1	XP_012635751.1, XP_012635755.1, XP_012635753.1, XP_012635750.1, XP_012635754.1, XP_012635749.1, XP_012635752.1
OG0001357	XP_039318567.1, XP_039335600.1	XP_012608964.1, XP_012608963.1, XP_012608962.1
OG0001358	XP_039325670.1, XP_039325669.1, XP_010349870.1	XP_012632342.1
OG0001360	XP_039319938.1, XP_003931145.1	XP_012594319.2
OG0001361	XP_003924138.1	XP_012640049.1
OG0001362	XP_003939555.1, XP_010348461.1	XP_012605183.1, XP_012605185.1, XP_012605188.1, XP_012605187.1, XP_012605186.1
OG0001363	XP_010348523.1	XP_012593588.1
OG0001364	XP_003944072.1	XP_012604045.1
OG0001364	XP_003931189.1	XP_012620215.1
OG0001365	XP_039320088.1	XP_012612663.1, XP_012612661.1, XP_012612664.1, XP_012612662.1
OG0001366	XP_010329864.1, XP_010329863.1, XP_039327022.1	XP_020140755.1
OG0001367	XP_010327961.1, XP_003929370.2	XP_012646625.1, XP_012646626.1
OG0001368	XP_003934564.2	XP_012604709.1
OG0001372	XP_003939528.2	XP_012609510.1
OG0001372	XP_003939638.1	XP_012609511.1
OG0001373	XP_039327409.1	XP_012613002.1
OG0001373	XP_003932298.1	XP_012593906.2
OG0001374	XP_039332505.1	XP_012605564.1
OG0001376	XP_010338238.1	XP_012595398.1, XP_020136574.1, XP_020136577.1, XP_020136582.1, XP_020136581.1, XP_020136583.1, XP_020136579.1, XP_020136575.1, XP_020136576.1, XP_020136578.1, XP_012593406.2, XP_020136584.1, XP_020136580.1
OG0001377	XP_039319352.1, XP_039335638.1	XP_020145085.1
OG0001378	XP_039330635.1	XP_012599826.1
OG0001378	XP_039329814.1	XP_020144970.1
OG0001379	XP_003930410.2, XP_039322177.1	XP_012591775.1
OG0001380	XP_010348245.1, XP_039317724.1, XP_039333987.1	XP_012628945.1, XP_012605250.1, XP_012625646.1, XP_012646618.1
OG0001381	XP_039332336.1	XP_012621222.1
OG0001381	XP_039317882.1	XP_012625657.1
OG0001382	XP_003935663.1	XP_012626348.1, XP_012626346.1
OG0001383	XP_010336721.1	XP_012644168.1
OG0001384	XP_003937938.1	XP_012604157.1
OG0001385	XP_039315792.1	XP_012646731.1
OG0001386	XP_010338730.2, XP_003929873.2	XP_012623593.2, XP_012623592.2, XP_020145271.1
OG0001387	XP_039327217.1, XP_039327218.1	XP_012602164.1
OG0001388	XP_003923439.2	XP_012620143.1
OG0001390	XP_010332709.1	XP_020142345.1, XP_012607936.1
OG0001391	XP_010349694.2	XP_012627259.1, XP_012627258.1, XP_012627257.1, XP_012627261.1, XP_012627260.1
OG0001392	XP_003923873.1	XP_012641865.1
OG0001394	XP_003933188.2	XP_012634044.2
OG0001394	XP_003933128.2	XP_012634080.1
OG0001395	XP_039330957.1	XP_020144823.1
OG0001395	XP_039318678.1	XP_012627989.2
OG0001396	XP_039321956.1	XP_012631020.1
OG0001397	XP_010346307.1, XP_003937478.1, XP_010346306.1	XP_020138990.1
OG0001398	XP_003937349.1, XP_010346161.1, XP_003937350.1	XP_012630694.1
OG0001399	XP_003930727.1	XP_012632773.1
OG0001400	XP_003920595.1	XP_012604237.1, XP_012604235.1, XP_012604234.1, XP_012604236.1
OG0001401	XP_003934027.1	XP_012629633.1
OG0001401	XP_039324370.1	XP_012595157.1
OG0001402	XP_039330261.1, XP_003934873.1, XP_003934872.1	XP_012605998.1
OG0001403	XP_010343716.2	XP_012605917.1, XP_012605918.1
OG0001404	XP_003930993.2	XP_012643232.1
OG0001404	XP_039330305.1	XP_020136590.1
OG0001405	XP_039324686.1	XP_012594870.1, XP_012594872.1, XP_020141695.1, XP_012594873.1, XP_012594874.1
OG0001406	XP_010339427.1, XP_039325171.1	XP_012639164.1, XP_012639183.1, XP_012639153.1, XP_012639192.1, XP_012639173.1
OG0001407	XP_010345114.1	XP_020144664.1
OG0001408	XP_039335987.1, XP_039334763.1	XP_012618676.1, XP_012618675.1, XP_012618674.1
OG0001409	XP_010332977.1	XP_012608007.1, XP_012607922.1
OG0001410	XP_010332715.2	XP_012638760.2, XP_012611346.2, XP_012638757.1
OG0001411	XP_003931399.1	XP_012634798.1
OG0001411	XP_003938571.1	XP_012632202.1
OG0001412	XP_039328157.1, XP_003938118.1	XP_012602022.1, XP_012602023.1
OG0001413	XP_010345131.1, XP_039334120.1, XP_039334117.1, XP_010345132.1	XP_012597815.1, XP_012597816.1
OG0001414	XP_010343021.1, XP_010343022.1, XP_010343023.1	XP_012614653.1, XP_012614654.1
OG0001415	XP_003933067.1	XP_012592155.1
OG0001415	XP_039333796.1	XP_020136974.1
OG0001416	XP_010342291.1, XP_010342292.1, XP_010342293.1	XP_012607024.1
OG0001417	XP_039316282.1, XP_039319696.1	XP_012619572.1, XP_012619571.1
OG0001418	XP_010329916.1	XP_012614867.1, XP_012614865.1, XP_012614866.1
OG0001419	XP_039332311.1	XP_012593332.1
OG0001419	XP_039326131.1	XP_012614566.1
OG0001420	XP_010342877.2, XP_039327485.1	XP_012614547.1
OG0001421	XP_039334083.1, XP_039334084.1, XP_010338962.2	XP_012619599.1
OG0001422	XP_010339114.2	XP_012635564.1, XP_012635566.1
OG0001423	XP_003930252.1	XP_012635622.1
OG0001423	XP_039332525.1	XP_012602717.1
OG0001424	XP_003921473.1	XP_020144484.1
OG0001425	XP_010339303.1, XP_003930470.1	XP_012616295.1, XP_012616289.1
OG0001426	XP_010350679.1	XP_012602534.1
OG0001426	XP_010339212.1	XP_012606694.1
OG0001427	XP_010346771.2	XP_012623149.1, XP_012623147.1
OG0001428	XP_039328983.1	XP_012595563.1
OG0001429	XP_010335107.2, XP_003926119.2	XP_012625295.1, XP_020138033.1, XP_012625293.1, XP_012625297.1, XP_012625294.1
OG0001430	XP_010335820.2, XP_010330094.2	XP_012613622.1
OG0001430	XP_003930607.2	XP_012602013.1
OG0001431	XP_039318746.1, XP_010336320.2	XP_012601862.1, XP_012601860.1, XP_012601859.1, XP_012601861.1
OG0001432	XP_039318715.1	XP_020141244.1
OG0001433	XP_039320358.1, XP_010340668.1	XP_012611703.1
OG0001434	XP_010329780.2, XP_003943665.2, XP_010329778.2, XP_010329779.2	XP_012642240.1, XP_012642238.1, XP_012642239.1
OG0001435	XP_010329793.1	XP_012642156.1
OG0001436	XP_039335024.1, XP_039332805.1	XP_012636241.1
OG0001436	XP_039316299.1	XP_012614816.1
OG0001437	XP_010340248.1, XP_039332142.1, XP_039332141.1	XP_012606998.1, XP_012607672.1
OG0001438	XP_003939368.1, XP_010348262.1	XP_012609035.1
OG0001439	XP_003926583.1	XP_020143129.1, XP_020143131.1, XP_020143130.1
OG0001440	XP_003929699.1	XP_012628233.1
OG0001441	XP_010331826.1, XP_003922726.1	XP_012605635.1
OG0001442	XP_039323636.1, XP_039323637.1, XP_039323638.1	XP_012628575.1, XP_012628576.1
OG0001443	XP_003923108.2, XP_010332240.2	XP_012598845.1
OG0001444	XP_039320667.1, XP_039320665.1, XP_039320666.1, XP_003942087.1	XP_012615468.1, XP_012615467.1
OG0001445	XP_003935422.2, XP_039320566.1	XP_012634052.1
OG0001446	XP_010342419.1	XP_012601232.1, XP_012601213.1, XP_012601205.1, XP_012601243.1, XP_012601252.1, XP_012601222.1
OG0001447	XP_039330501.1, XP_003937576.1	XP_012620745.1, XP_012620742.1, XP_012620741.1, XP_012620743.1, XP_012620746.1, XP_012620744.1
OG0001448	XP_003937591.1	XP_012620771.1
OG0001449	XP_039328808.1	XP_020145287.1
OG0001450	XP_010328533.2	XP_012632822.1
OG0001451	XP_039315966.1, XP_039315963.1	XP_020141116.1
OG0001452	XP_003941624.1	XP_012643673.1
OG0001453	XP_003943357.2	XP_012624989.1
OG0001454	XP_010346652.1, XP_010346650.1, XP_010346653.1, XP_010346651.1	XP_012633618.1, XP_012633617.1
OG0001455	XP_003936654.1	XP_012626925.1, XP_012626923.1, XP_012626927.1, XP_012626921.1, XP_012626924.1, XP_012626926.1, XP_020135948.1, XP_020135949.1
OG0001456	XP_003938994.1, XP_010347931.1, XP_010347930.1	XP_012646123.1, XP_012646124.1, XP_012646125.1
OG0001457	XP_010347806.2	XP_012617059.2
OG0001457	XP_003938881.1	XP_012617051.1
OG0001458	XP_010333438.1, XP_010333442.1, XP_003920227.3, XP_039326820.1	XP_012612480.1
OG0001459	XP_039329204.1	XP_012638099.1
OG0001459	XP_003940798.2	XP_012602973.1
OG0001460	XP_039329393.1, XP_039329394.1, XP_010339986.2	XP_012603842.1, XP_012603843.1, XP_012603841.1
OG0001461	XP_010339747.1	XP_012625710.1, XP_012625708.1, XP_012625711.1
OG0001462	XP_039335201.1, XP_039335202.1, XP_039335203.1	XP_020137325.1, XP_020137328.1, XP_020137327.1, XP_020137326.1, XP_012628378.1
OG0001463	XP_039325712.1, XP_039325462.1, XP_039325711.1, XP_010345498.2	XP_012647075.1
OG0001465	XP_003938490.2	XP_012619364.1
OG0001465	XP_003938500.2	XP_012619362.1
OG0001466	XP_039327509.1	XP_012637728.1
OG0001467	XP_010347472.1	XP_012619323.1, XP_012619325.1, XP_012619326.1, XP_012619324.1
OG0001468	XP_039327764.1, XP_039327765.1, XP_039327766.1	XP_012618232.1
OG0001469	XP_003939324.1	XP_012619960.1, XP_012619970.1
OG0001470	XP_039317742.1	XP_012592431.1
OG0001471	XP_003930053.2, XP_003925499.1	XP_012606549.1
OG0001472	XP_003922429.1	XP_012621602.1, XP_012621650.1, XP_012621616.1, XP_012621597.1, XP_012621632.1, XP_012621625.1, XP_012621589.1, XP_012621641.1, XP_012621604.1, XP_012621644.1, XP_012621610.1, XP_012621659.1
OG0001473	XP_003924208.2	XP_020140130.1
OG0001473	XP_003922351.1	XP_012624014.1
OG0001474	XP_003922238.1	XP_012627780.1
OG0001475	XP_010344530.1	XP_012621851.1
OG0001476	XP_003943047.2	XP_012590885.1, XP_012590883.1, XP_012590882.1, XP_012590880.1, XP_012590881.1, XP_012590879.1
OG0001477	XP_003927721.1	XP_012636378.1, XP_012636381.1, XP_012636386.1, XP_012636385.1, XP_012636389.1, XP_012636387.1, XP_012636382.1, XP_012636388.1, XP_012636384.1, XP_012636383.1, XP_012636379.1, XP_012636380.1
