Orthogroup	Saimiri_boliviensis_boliviensis	Mesocricetus_auratus
OG0002592	XP_010340999.1	XP_040588719.1, XP_040588718.1
OG0002593	XP_003932108.2	XP_040588781.1, XP_040588779.1, XP_040588780.1
OG0002594	XP_039335250.1	XP_005084693.1
OG0002595	XP_010340972.1, XP_010340971.1, XP_003932078.1	XP_040589033.1, XP_005084688.1
OG0002596	XP_003936454.1	XP_005085061.1
OG0002598	XP_003932665.1	XP_005074527.1, XP_040588772.1
OG0002599	XP_039335684.1	XP_040588877.1
OG0002600	XP_003932728.1	XP_012972090.1
OG0002601	XP_039335459.1, XP_039335460.1, XP_039335458.1, XP_039335461.1	XP_040588625.1, XP_040588626.1
OG0002602	XP_039329182.1	XP_040610345.1
OG0002603	XP_003944300.1, XP_039329242.1	XP_040596581.1, XP_040596580.1
OG0002604	XP_039317059.1	XP_040596655.1, XP_040596656.1
OG0002605	XP_010330369.1	XP_012972657.1, XP_040596607.1, XP_021085881.1, XP_040596606.1
OG0002606	XP_039316991.1	XP_040590823.1
OG0002607	XP_039327837.1	XP_040587591.1
OG0002608	XP_039327927.1, XP_039327926.1	XP_040587117.1
OG0002609	XP_010341194.1	XP_005078998.1
OG0002610	XP_039318257.1, XP_039318256.1	XP_040587471.1, XP_005078971.1
OG0002611	XP_039318428.1, XP_039318430.1, XP_039318429.1	XP_012975257.1
OG0002612	XP_010347477.1	XP_040602719.1, XP_040602720.1
OG0002613	XP_039318338.1	XP_040602727.1, XP_040602726.1, XP_040602728.1, XP_040602725.1
OG0002614	XP_010347428.1, XP_010347430.1, XP_010347429.1, XP_003938470.1, XP_010347431.1	XP_040602775.1
OG0002615	XP_039318405.1	XP_040602792.1
OG0002616	XP_010347533.1	XP_012969418.1
OG0002617	XP_003938575.1	XP_005070805.1
OG0002618	XP_039318325.1	XP_005077600.1
OG0002619	XP_039318290.1	XP_005077629.1
OG0002620	XP_003942745.2	XP_021080392.1
OG0002621	XP_010328328.1, XP_003942229.1	XP_040593638.1, XP_040593641.1, XP_040593639.1, XP_040593640.1, XP_040593637.1
OG0002622	XP_039328139.1, XP_039328140.1	XP_005073008.1
OG0002623	XP_003926701.1	XP_005067185.1
OG0002624	XP_010350573.1	XP_040609856.1
OG0002625	XP_003939200.1	XP_005067286.1
OG0002626	XP_039327767.1	XP_005067320.1
OG0002627	XP_010331572.1, XP_003922433.1, XP_003922434.1	XP_012967899.1, XP_021080400.1, XP_021080411.1, XP_021080405.1
OG0002628	XP_003922332.1, XP_010331461.1	XP_040599768.1
OG0002629	XP_039321087.1	XP_012970746.1
OG0002630	XP_003922207.1	XP_005085403.2
OG0002631	XP_003938797.1, XP_010347686.1	XP_005072717.1
OG0002632	XP_039324000.1, XP_039324001.1, XP_039323999.1	XP_040602853.1, XP_040602854.1, XP_040602852.1
OG0002633	XP_039324629.1	XP_040595539.1
OG0002634	XP_003940946.1, XP_010349930.1, XP_039324801.1	XP_005075590.1
OG0002635	XP_010329133.1	XP_040585680.1
OG0002636	XP_039336425.1	XP_040606429.1
OG0002637	XP_039324535.1	XP_021081682.2, XP_021081683.2
OG0002638	XP_039333616.1, XP_003941685.1	XP_040606768.1, XP_040606767.1
OG0002639	XP_039335511.1, XP_039317929.1, XP_039317930.1, XP_039317928.1	XP_040606828.1
OG0002640	XP_003932545.2	XP_005065526.1
OG0002641	XP_003932570.2	XP_005065479.1
OG0002642	XP_039334723.1, XP_039334722.1, XP_039334721.1	XP_040610455.1, XP_040610454.1
OG0002643	XP_003927435.2	XP_040611741.1, XP_040611743.1, XP_040611747.1, XP_021080671.1, XP_040611746.1, XP_021080663.1, XP_021080665.1, XP_021080662.1, XP_040611744.1, XP_040611745.1
OG0002644	XP_003944853.2, XP_003944854.2, XP_039318551.1	XP_012981128.1
OG0002645	XP_039325614.1	XP_012968078.1
OG0002646	XP_039325920.1	XP_040601455.1, XP_040601457.1, XP_040601456.1
OG0002647	XP_010350043.2	XP_012977843.1
OG0002648	XP_039325972.1	XP_005070666.2
OG0002649	XP_010334755.2	XP_012969231.3
OG0002650	XP_010334737.2, XP_010334736.2, XP_010334738.2	XP_005070661.1
OG0002651	XP_003925605.2	XP_040609295.1, XP_040609293.1, XP_040609297.1, XP_040609296.1, XP_012969158.1
OG0002653	XP_010347206.2	XP_040596954.1, XP_040592727.1, XP_040592690.1, XP_040594472.1
OG0002654	XP_039315907.1	XP_005073510.1
OG0002655	XP_003936892.1	XP_005086002.1
OG0002656	XP_003936887.1, XP_010345644.1	XP_021078590.1
OG0002657	XP_003936918.1	XP_040600262.1
OG0002658	XP_010330498.1, XP_039319893.1	XP_005076781.1, XP_040600359.1
OG0002659	XP_003931155.2, XP_003931226.3	XP_005076933.2, XP_012973669.1
OG0002660	XP_039323320.1, XP_003924137.1	XP_040600139.1
OG0002661	XP_010333116.2	XP_005080620.1
OG0002662	XP_003943746.1	XP_005086681.1, XP_040599923.1
OG0002663	XP_010342895.2, XP_003943123.1	XP_040600177.1, XP_040600176.1
OG0002664	XP_039316387.1	XP_040602573.1
OG0002665	XP_003931170.1, XP_039320036.1	XP_040600525.1, XP_040600524.1
OG0002666	XP_010330107.1	XP_012981324.1
OG0002667	XP_003927451.2	XP_005066476.1
OG0002667	XP_039318051.1	XP_012982177.1
OG0002668	XP_003924061.1	XP_012973174.1
OG0002669	XP_039330608.1	XP_005082158.1
OG0002670	XP_010343042.1	XP_005080495.1
OG0002671	XP_010343806.1	NP_001297503.1, XP_040612192.1, XP_040612203.1
OG0002676	XP_039320484.1	XP_005072674.1, XP_040586400.1
OG0002677	XP_003943566.1	XP_005078675.1, XP_040596725.1, XP_040596727.1, XP_040596724.1, XP_040596723.1
OG0002678	XP_003923755.1	XP_012968409.1, XP_005069350.1, XP_040585727.1, XP_040585726.1, XP_012968411.1
OG0002679	XP_003944788.1	XP_005086722.1
OG0002679	XP_003944760.1	XP_040611579.1
OG0002680	XP_039319753.1, XP_010333825.1	XP_012973832.1, XP_005077111.1
OG0002681	XP_003926182.1	XP_005071201.1
OG0002681	XP_039334936.1	XP_040611458.1
OG0002682	XP_010345332.1, XP_010345331.1	XP_012980048.1
OG0002683	XP_010328639.1	XP_005068667.1
OG0002684	XP_010340492.1	XP_040593710.1
OG0002685	XP_003920361.1	XP_021085217.1, XP_021085216.1
OG0002686	XP_010335772.1	XP_040594649.1, XP_040594648.1
OG0002687	XP_010338439.1	XP_040607635.1
OG0002688	XP_003921666.1	XP_005077849.1
OG0002689	XP_003926604.1, XP_039317611.1	XP_012970968.1
OG0002690	XP_039322276.1, XP_010349351.1	XP_021091408.1, XP_040592118.1
OG0002691	XP_010349350.1, XP_039322807.1	NP_001268299.1, XP_040591926.1
OG0002692	XP_003928249.1	XP_005079469.1
OG0002693	XP_003929592.1	XP_040594335.1
OG0002694	XP_010341449.1, XP_003931613.2	XP_005070350.1
OG0002695	XP_003933445.1	XP_040589994.1, XP_040589995.1, XP_040589993.1, XP_040607979.1
OG0002696	XP_039327268.1, XP_039330041.1, XP_039334929.1, XP_010338619.1, XP_039329971.1, XP_039336550.1, XP_039324615.1	XP_040595498.1
OG0002697	XP_003934917.1	XP_021088384.1
OG0002698	NP_001272867.1, XP_039329512.1	XP_040586590.1, NP_001272844.1
OG0002699	XP_039325103.1, XP_039320018.1, XP_003940786.2	XP_012979453.1
OG0002700	XP_003938035.1	XP_040593138.1, XP_040593135.1, XP_040593136.1, XP_012981943.1, XP_005087845.1
OG0002701	XP_003941218.2	XP_012966572.2, XP_040606494.1
OG0002702	XP_003923221.1	XP_040588216.1
OG0002703	XP_003933294.1, XP_003933295.1, XP_003933297.1, XP_010342107.1	XP_040607933.1, XP_005077155.1, XP_040607932.1
OG0002704	XP_003939244.2	XP_040609691.1
OG0002705	XP_003940882.1, XP_010349878.1	XP_012968725.1
OG0002706	XP_003923460.1	XP_040613478.1
OG0002707	XP_010335814.2	XP_005065077.1
OG0002710	XP_003929971.1	XP_040597288.1, XP_005083154.3
OG0002710	XP_010338824.1	XP_040597292.1, XP_040596390.1, XP_040597289.1
OG0002711	XP_003923431.3	XP_012971738.3
OG0002712	XP_003935827.1	XP_040597002.1, XP_040597139.1, XP_040591913.1
OG0002714	XP_039319119.1, XP_010343777.1	XP_005081078.1
OG0002714	XP_039327165.1	XP_040597054.1
OG0002715	XP_003932451.1, XP_039323563.1, XP_010341277.1, XP_039323562.1	XP_005065838.1, XP_040614255.1
OG0002717	XP_010335055.2	XP_040594040.1
OG0002718	XP_003926103.1	XP_005074669.1, XP_040597567.1
OG0002719	XP_003924930.1	XP_012972278.1
OG0002720	XP_003932489.1	XP_040614236.1, XP_040614235.1
OG0002721	XP_039323845.1	XP_040614082.1
OG0002722	XP_039323550.1	XP_005083099.1
OG0002723	XP_010344471.1	XP_040601851.1
OG0002724	XP_010330263.1	XP_005088375.1
OG0002725	XP_003940402.1	XP_040592110.1
OG0002726	XP_003940509.3	XP_005084875.1
OG0002727	XP_039322421.1	XP_012980906.1, XP_005086362.1
OG0002728	XP_003944575.1	XP_005086388.1
OG0002729	XP_010329370.1	XP_005087114.1
OG0002730	XP_039315971.1	XP_005086277.1
OG0002731	XP_003930688.1	XP_040611397.1
OG0002732	XP_039324181.1, XP_039324177.1	XP_021089968.2
OG0002733	XP_003934968.2	XP_021089232.1
OG0002734	XP_039330366.1	XP_005081106.1
OG0002735	XP_039329556.1	XP_040613429.1, XP_040613430.1
OG0002736	XP_010338659.2	XP_005065760.2
OG0002737	XP_003920813.1, XP_039320883.1, XP_039320941.1, XP_010338813.1, XP_039320857.1, XP_039326580.1, XP_039320582.1	XP_005065753.2
OG0002738	XP_003920891.1, XP_003920890.1	XP_012982181.1
OG0002739	XP_039335804.1	XP_005077842.1
OG0002740	XP_039324267.1	XP_005068921.1, XP_012967884.1
OG0002741	XP_010350017.1	XP_012971997.1
OG0002742	XP_039324509.1, XP_039324512.1, XP_039324508.1, XP_039324510.1, XP_039324511.1	XP_012974059.2
OG0002743	XP_010343467.2	XP_012974053.2
OG0002744	XP_039334262.1, XP_039334263.1	XP_012969364.2
OG0002745	XP_003928696.1	XP_021083274.1
OG0002746	XP_010337616.1	XP_040588111.1
OG0002747	XP_039326214.1, XP_039326213.1	XP_005067807.2
OG0002748	XP_003925944.1, XP_010334950.1	XP_040613685.1
OG0002749	XP_003928784.1, XP_039333714.1	XP_005084633.1
OG0002750	XP_003923645.1	XP_040585856.1
OG0002751	XP_039327036.1	XP_040585803.1
OG0002752	XP_003920363.1, XP_039324560.1	XP_012967672.1
OG0002753	XP_010338235.2, XP_010338236.2	XP_040604701.1, XP_040604703.1, XP_040604702.1
OG0002754	XP_010346510.1, XP_010346517.1	XP_012971949.1, XP_040613050.1, XP_005074384.1
OG0002755	XP_003927963.1	XP_021088273.1
OG0002756	XP_003938125.1, XP_010346969.1, XP_010346970.1, XP_010346968.1	XP_040592459.1, XP_040592456.1
OG0002757	XP_039333443.1	XP_040592466.1
OG0002757	XP_039321166.1	XP_005064292.1
OG0002758	XP_003945271.1	XP_012976185.1, XP_040587446.1, XP_021088849.1, XP_005080551.1
OG0002759	XP_039329612.1	XP_040607593.1
OG0002760	XP_039316341.1, XP_039316342.1	XP_040587379.1
OG0002761	XP_010329924.1	XP_021088587.1
OG0002762	XP_039334088.1, XP_039334089.1, XP_039334086.1, XP_039334090.1, XP_039334091.1, XP_039334085.1	XP_005064404.1
OG0002763	XP_003928803.1	XP_005082087.1, XP_021089706.1, XP_012977420.1, XP_012977421.1
OG0002764	XP_010337492.1, XP_003928553.1	XP_005084607.1
OG0002765	XP_003928454.1	XP_005081677.1
OG0002766	XP_010337316.1, XP_003928427.1	XP_040604241.1, XP_040604239.1
OG0002767	XP_010342320.1	XP_005076647.2
OG0002768	XP_003933477.1	XP_040608006.1, XP_012973558.1, XP_005076661.1
OG0002769	XP_003933455.1	XP_005076690.1, XP_040607996.1, XP_005076692.1
OG0002771	XP_010347187.1	XP_005073442.1, XP_012971369.1
OG0002772	XP_010347294.2, XP_039322831.1	XP_005073493.1, XP_005073492.1
OG0002773	XP_010337012.1	XP_040594270.1
OG0002774	XP_010346755.2, XP_010346756.2	XP_012976008.1, XP_005080174.1, XP_021088727.1, XP_040608413.1
OG0002775	XP_003937830.1	XP_005080225.1
OG0002776	XP_010346671.2	XP_005080247.1
OG0002777	XP_003924782.2	XP_040613874.1
OG0002778	XP_010333816.1, XP_003924834.1, XP_010333817.1, XP_010333815.1	XP_021090778.1, XP_012980313.1, XP_021090782.1
OG0002779	XP_039322488.1, XP_003924280.1, XP_010333273.1	XP_040599056.1
OG0002780	XP_010339422.1	XP_040598956.1
OG0002781	XP_039324656.1	XP_040591727.1
OG0002782	XP_003924473.1	XP_040598835.1
OG0002783	XP_003924635.1	XP_005084059.1, XP_040598637.1
OG0002784	XP_003924634.1	XP_040598634.1
OG0002785	XP_010348884.2	XP_040598571.1
OG0002786	XP_039324639.1	XP_005068415.1
OG0002787	XP_010337779.2	XP_040598456.1, XP_040598455.1
OG0002788	XP_003945053.2, XP_010331326.2, XP_039318885.1	XP_005068285.1, XP_005088732.2
OG0002789	XP_003931852.2	XP_012968898.1, XP_040605922.1, XP_012968899.1, XP_012968902.1
OG0002790	XP_010338020.1	XP_012973798.1
OG0002791	XP_039332216.1	XP_040605165.1
OG0002792	XP_039331650.1	XP_040605064.1, XP_040605066.1
OG0002793	XP_003940686.1	XP_040591632.1
OG0002794	XP_039332507.1	XP_005069988.1
OG0002795	XP_039334666.1, XP_039329256.1, XP_003921303.1, XP_039321281.1, XP_039326054.1	XP_040596154.1, XP_005081015.1
OG0002796	XP_010348241.1, XP_010348242.1, XP_010348240.1, XP_010348243.1, XP_010348244.1	XP_005079751.2
OG0002797	XP_003945090.1	XP_005079789.1, XP_040589167.1
OG0002798	XP_003932878.1	XP_005067076.1
OG0002799	XP_010341720.1	XP_012966807.1
OG0002800	XP_010341806.1	XP_040610149.1, XP_040610148.1, XP_040610147.1, XP_040610145.1, XP_040610146.1
OG0002801	XP_003941356.2	XP_005075435.1
OG0002802	XP_003926798.1	XP_040594409.1, XP_005077327.1
OG0002803	XP_010331869.1, XP_010331871.1, XP_010331872.1, XP_010331873.1, XP_010331870.1, XP_010331868.1	XP_005070426.1
OG0002804	XP_003922718.2	XP_005071179.1
OG0002805	XP_003922694.1, XP_039330969.1	XP_012969660.1
OG0002806	XP_039328060.1	XP_040614020.1, XP_040614021.1
OG0002808	XP_003925306.1	XP_005076545.1
OG0002809	XP_039322464.1	XP_040595403.1, XP_005073768.1, XP_040595404.1
OG0002810	XP_039318692.1	XP_012971565.1
OG0002811	XP_010332135.1	XP_040596264.1
OG0002812	XP_039323847.1	XP_005066287.1
OG0002813	XP_010344735.2	XP_040589168.1, XP_005070469.1
OG0002814	XP_039328942.1	XP_040584616.1, XP_040584614.1, XP_040584615.1
OG0002815	XP_003935219.1	XP_040594194.1, XP_012973677.1
OG0002816	XP_039318100.1	XP_005078637.1
OG0002817	XP_003937564.1	XP_040612557.1, XP_012979289.1, XP_012979288.1
OG0002818	XP_039330502.1	XP_012970345.1
OG0002819	XP_039330242.1, XP_010347535.1	XP_005072172.2
OG0002820	XP_039335019.1	XP_040613289.1
OG0002821	XP_039317078.1	XP_012977909.1, XP_012977910.1, XP_040589540.1
OG0002822	XP_039328607.1, XP_039328606.1	XP_005085817.1
OG0002823	XP_010328543.1, XP_010328544.1, XP_003942445.1	XP_021080781.1, XP_005066613.1
OG0002824	XP_039318529.1	XP_005081355.1
OG0002825	XP_039336563.1, XP_039336561.1	XP_040586717.1
OG0002826	XP_039336277.1, XP_039336283.1, XP_039336273.1	XP_005073564.1
OG0002827	XP_039318853.1, XP_039318851.1	XP_040586912.1
OG0002828	XP_010342347.1	XP_040608056.1, XP_040608057.1
OG0002829	XP_039316920.1	XP_021086615.1
OG0002830	XP_039318590.1, XP_039318593.1	XP_040586776.1
OG0002831	XP_039317967.1	XP_012969065.1
OG0002833	XP_039327345.1	XP_012973159.1, XP_005063384.1
OG0002834	XP_010346534.1	XP_040604503.1
OG0002835	XP_010335305.1, XP_003926317.1	XP_012972433.1
OG0002836	XP_003940256.1	XP_040594106.1
OG0002837	XP_010335374.1	XP_021085658.1
OG0002838	XP_003926345.2	XP_040595509.1
OG0002839	XP_039333563.1	XP_040595918.1, XP_040595920.1, XP_005075136.3, XP_040595919.1
OG0002840	XP_010328485.1, XP_003942366.1	XP_005086214.1, XP_012980715.1
OG0002841	XP_010328445.1	XP_005086168.1
OG0002842	XP_003938981.1	XP_040585782.1
OG0002843	XP_003938958.2	XP_005087714.1, XP_012981863.1, XP_012981864.1
OG0002844	XP_039322894.1, XP_039322895.1	XP_040594253.1, XP_040594252.1
OG0002845	XP_003938837.1	XP_005083334.1, XP_040593285.1
OG0002846	XP_039321485.1	XP_005083369.2
OG0002847	XP_010343918.1	XP_040584375.1
OG0002848	XP_003935093.1	XP_040584274.1, XP_040584270.1
OG0002849	XP_003919964.1	XP_005083272.1
OG0002850	XP_003936092.2	XP_005081045.1, XP_012976642.1
OG0002851	XP_010333956.1, XP_010333957.1, XP_003924981.1, XP_039336052.1	XP_012974224.1, XP_005077718.1, XP_012974223.1
OG0002852	XP_003941127.1, XP_010350115.1, XP_003941126.1	XP_021082012.1
OG0002853	XP_010350084.1	XP_012967802.1, XP_005068681.1
OG0002854	XP_039335204.1	XP_040588787.1
OG0002855	XP_010341540.1, XP_010341537.1, XP_010341536.1, XP_003932731.1, XP_010341538.1, XP_010341542.1, XP_010341543.1, XP_010341539.1	NP_001268332.1, XP_012972028.1
OG0002856	XP_039335124.1, XP_039335123.1	XP_005075215.1
OG0002857	XP_010334535.1, XP_003925512.1	XP_040609156.1
OG0002858	XP_010334509.1	XP_040609137.1
OG0002859	XP_039325875.1	XP_012977586.1
OG0002860	XP_003932308.1	XP_040587253.1
OG0002861	XP_003932268.1	XP_012975265.2
OG0002862	XP_010341204.1, XP_003932330.1, XP_010341206.1, XP_039327699.1	XP_040587629.1, XP_040587630.1, XP_040587628.1
OG0002863	XP_039318273.1, XP_039318271.1, XP_039318272.1	XP_012980059.1
OG0002864	XP_003938489.1	XP_005068973.1, XP_012968017.1
OG0002865	XP_003943477.1	XP_040588336.1
OG0002866	XP_003944982.1	XP_012979070.2, XP_040594359.1, XP_040595076.1, XP_021090958.1
OG0002867	XP_003940229.1	XP_040597322.1
OG0002868	XP_003942216.2	XP_021090923.1
OG0002869	XP_003944903.1, XP_003944902.1	XP_040595028.1, XP_005066061.1
OG0002870	XP_003941489.1, XP_003941490.1	XP_005067222.1
OG0002871	XP_003922398.2	XP_005063665.1
OG0002872	XP_003922377.1	XP_005063649.2
OG0002872	XP_010331520.1	XP_012973104.2
OG0002873	XP_010331443.1, XP_010331442.1, XP_003922308.1	XP_005063560.1
OG0002874	XP_039321093.1	XP_012968559.1
OG0002875	XP_010331305.2	XP_005063521.2
OG0002876	XP_039321318.1, XP_039321317.1, XP_039321319.1	XP_040607998.1
OG0002877	XP_003940221.1	XP_005066848.1, XP_040597319.1
OG0002878	XP_039324866.1, XP_003944830.1	NP_001268352.1, XP_040585613.1
OG0002879	XP_039318856.1, XP_039318854.1, XP_039318855.1, XP_039318852.1	XP_012973305.1, XP_012973298.1
OG0002880	XP_010337862.2	XP_005068567.2
OG0002881	XP_003928990.2	XP_012967831.1
OG0002882	XP_039324673.1	XP_040585954.1
OG0002883	XP_003927683.1	XP_040606381.1, XP_040606376.1, XP_040606379.1
OG0002884	XP_003929593.1	XP_012973205.1, XP_021086282.1
OG0002885	XP_003924001.1	XP_005068179.1
OG0002886	XP_003941521.2, XP_039320016.1	XP_012981738.1
OG0002887	XP_010348325.1, XP_039333572.1	XP_040606634.1, XP_040606635.1, XP_040606633.1
OG0002888	XP_010335258.1, XP_010335256.1	XP_040606875.1
OG0002889	XP_039320117.1, XP_039333072.1	XP_005071621.1
OG0002890	XP_003926968.1	XP_040610469.1, XP_021082582.1
OG0002891	XP_010334695.1	XP_005070614.2
OG0002892	XP_010334540.1, XP_003925519.1, XP_039325727.1	XP_040609167.1
OG0002893	XP_039321932.1	XP_040594843.1, XP_040594845.1, XP_040594842.1, XP_040594844.1
OG0002894	XP_003930378.1, XP_039319403.1	XP_005078276.1
OG0002895	XP_003943444.1	XP_005071536.1
OG0002896	XP_010329550.1	XP_005071482.1
OG0002897	XP_010329547.1	XP_040593094.1
OG0002898	XP_003936888.1, XP_010345646.1	NP_001268576.1, XP_021078578.1
OG0002899	XP_010330494.1	XP_012973619.1
OG0002901	XP_003924115.1	XP_012975990.1
OG0002902	XP_003924093.1	XP_005080626.1, XP_005080625.1, XP_012976305.1, XP_040589638.1
OG0002903	XP_003924079.1	XP_005082499.1
OG0002904	XP_003939609.1	XP_021091606.2
OG0002905	XP_010344619.1, XP_003935879.1, XP_003935878.1	XP_012981603.1
OG0002906	XP_039320015.1	XP_040600577.1
OG0002907	XP_039320066.1	XP_040600305.1
OG0002908	XP_039334516.1	XP_005081342.1
OG0002909	XP_010340716.1, XP_010340717.1, XP_039332960.1, XP_003931777.1	XP_012968837.1
OG0002913	XP_003921108.1	XP_005080990.1, XP_012976611.1
OG0002914	XP_039316039.1	XP_040594860.1, XP_040594859.1
OG0002915	XP_039322805.1	XP_005084768.1
OG0002916	XP_039320703.1	XP_040586361.1, XP_040586362.1
OG0002917	XP_039335873.1	XP_012979347.3
OG0002918	XP_003938346.1	XP_012971347.1
OG0002919	XP_039322579.1, XP_039333664.1, XP_039318215.1	XP_005074005.1
OG0002920	XP_039324960.1	XP_040613519.1
OG0002921	XP_039333396.1	XP_005071554.1
OG0002922	XP_003944436.1, XP_010330610.1	XP_012979226.1
OG0002923	XP_010333344.1	XP_040596441.1
OG0002924	XP_039322893.1	XP_005081461.2
OG0002925	XP_003934549.1	XP_040599664.1
OG0002926	XP_010332364.1, XP_039323344.1	XP_005084947.1
OG0002927	XP_003942951.1	XP_040597367.1
OG0002928	XP_010340542.1, NP_001266914.1	NP_001297491.1
OG0002929	XP_003931298.2, XP_039328815.1	XP_040605482.1
OG0002930	XP_039328239.1	XP_005079000.1, XP_012975259.1
OG0002931	XP_003934560.1	XP_021084495.1, XP_012970900.2, XP_005073014.1, XP_005073013.1
OG0002932	XP_010329448.1	XP_040607040.1
OG0002933	XP_039319407.1	XP_040602193.1
OG0002934	XP_003941185.1, XP_039330719.1, XP_010350177.1, XP_039330718.1	XP_005078479.1
OG0002935	XP_039334912.1, XP_039334910.1, XP_039334911.1, XP_003927162.1	XP_005066218.1, XP_040594646.1
OG0002936	XP_003932505.1, XP_039323484.1	XP_005065873.1, XP_040614098.1
OG0002937	XP_039319288.1, XP_039327281.1, XP_039318849.1, XP_039324391.1	XP_005071161.1
OG0002938	XP_003937688.1	XP_005063952.1
OG0002939	XP_039319964.1, XP_039328613.1, XP_039334670.1, XP_039318970.1, XP_039327067.1	XP_040608691.1
OG0002940	XP_010346238.1, XP_010346237.1, XP_010346239.1	XP_012977272.1, XP_012977271.1
OG0002941	XP_003923664.2	XP_005069486.1
OG0002942	XP_039325289.1	XP_012980493.1, XP_021078485.1, XP_021078486.1
OG0002943	XP_039335350.1, XP_010347481.1	XP_040585507.1
OG0002943	XP_039323236.1, XP_039323807.1	XP_040602700.1
OG0002944	XP_039335029.1	XP_005075220.1
OG0002945	XP_003936085.2	XP_012971710.3
OG0002946	XP_039335479.1	XP_040602268.1
OG0002947	XP_010338527.1	XP_040610181.1, NP_001268762.1
OG0002948	XP_010336446.1	XP_021082084.1
OG0002949	XP_003923863.2	XP_005087520.1
OG0002950	XP_010346827.2	XP_005078247.1, XP_005078249.1
OG0002951	XP_010333373.2	XP_040596525.1, XP_040596552.1, XP_040596524.1
OG0002955	XP_003932452.1	XP_005065772.1
OG0002956	XP_010335094.1	XP_012972193.1
OG0002957	XP_010339626.1	XP_040602691.1
OG0002958	XP_039317361.1	XP_021081044.1, XP_005063822.1, XP_021081042.1
OG0002959	XP_039330569.1, XP_039330568.1, XP_039330570.1, XP_039330567.1	XP_005066361.1
