Orthogroup	Saimiri_boliviensis_boliviensis	Mus_musculus
OG0001608	XP_039335686.1	NP_001349695.1, NP_001349697.1, NP_001349696.1, XP_006498907.1, NP_001349698.1, NP_001349694.1, NP_001349692.1, NP_573505.2
OG0001609	XP_003936412.1	NP_001342355.1
OG0001610	XP_003936521.2	NP_001342409.1
OG0001610	XP_039331688.1	XP_006517233.1
OG0001611	XP_039335596.1	NP_001278101.1, NP_001032254.1, NP_001278108.1, NP_001032255.1
OG0001613	XP_039334971.1, XP_039334970.1, XP_039334972.1	NP_001350374.1, NP_001350373.1, NP_032278.1, NP_001350372.1
OG0001614	XP_039326015.1	NP_081360.1, XP_006529921.1
OG0001615	XP_039327541.1	NP_032655.1
OG0001616	XP_003932326.2	NP_001346869.1
OG0001617	XP_010328302.1, XP_003942201.1, XP_039317556.1, XP_003942200.1	NP_783627.2, NP_001139398.1, NP_001139399.1, XP_006506297.1
OG0001618	XP_003920750.2, XP_039328291.1	NP_001397307.1, NP_001397304.1, NP_001397306.1, NP_001397305.1, XP_036021876.1, NP_001397300.1, NP_035531.3
OG0001619	XP_039327958.1	XP_011239890.1, NP_796196.3
OG0001620	XP_003941514.1	NP_081328.2, NP_001344989.1, NP_001344987.1, XP_006521413.1, NP_001344988.1
OG0001621	XP_003939192.1, XP_010348100.1, XP_010348099.1	NP_001390483.1, NP_001001884.1, XP_006521185.1
OG0001622	XP_010338905.1, XP_010338904.1	NP_001074599.2, XP_030103646.1
OG0001623	XP_010338939.1	XP_017176986.1, NP_919320.1
OG0001624	XP_039324383.1	NP_001361643.1
OG0001625	XP_010335974.1	XP_006522645.1, NP_766409.2
OG0001626	XP_003927071.2	NP_038779.2, XP_017172511.1, NP_001348218.1, NP_001344021.1
OG0001627	XP_010334017.1, XP_039336220.1	NP_080139.3, XP_006501980.1
OG0001628	XP_039326038.1	NP_001349586.1
OG0001629	XP_010334762.2	NP_659131.2
OG0001630	XP_003925686.1	NP_067287.1, XP_011236865.1, NP_001185990.1, NP_001185989.1
OG0001631	XP_010334595.1	XP_006496604.1, NP_081253.1, NP_001343193.1
OG0001632	XP_003920354.1	NP_001317978.1
OG0001634	XP_003938746.1	NP_001390564.1, NP_001390563.1, XP_006528450.1, NP_001258738.1, NP_001258739.1
OG0001635	XP_039319883.1	XP_011249294.1, NP_001258378.1, NP_001258377.1, NP_666063.1, NP_001258376.1, NP_001258379.1, NP_001258380.1
OG0001636	XP_010349808.1, XP_003940800.1	NP_084415.1
OG0001637	XP_003943952.2	NP_113556.2
OG0001637	XP_003942764.1	NP_001258503.1, NP_083203.2
OG0001639	XP_010327963.2	XP_006501534.1, NP_997130.2
OG0001640	XP_003932729.1	NP_001258513.1, XP_011238225.1, NP_001258514.1, NP_058055.1
OG0001643	XP_010333537.1	NP_071875.2
OG0001643	XP_010333505.1	XP_006527569.1, NP_001361062.1
OG0001645	XP_003934659.2	NP_032832.2
OG0001645	XP_003934056.2	NP_666198.1
OG0001646	XP_003935029.1	NP_031945.1
OG0001646	XP_003939218.1	NP_291090.2
OG0001647	XP_010347944.2	NP_034431.1
OG0001647	XP_039317211.1	NP_032165.3
OG0001648	XP_039325080.1	NP_001400560.1, NP_001093579.1, NP_001093580.1
OG0001649	XP_003938999.2, XP_003938996.2	NP_034623.1
OG0001650	XP_039321143.1	NP_666212.3
OG0001650	XP_039318303.1	NP_035034.2
OG0001652	XP_003932939.1, XP_003932940.1	NP_001343890.1, NP_001398697.1, XP_011243833.1, NP_033244.2
OG0001653	XP_039326336.1	NP_034113.1
OG0001653	XP_003940442.3, XP_010349415.2	NP_032463.1
OG0001654	XP_010350716.1, XP_010350714.1, XP_003941697.1, XP_010350715.1, XP_010350713.1	XP_006521792.1, NP_038831.2
OG0001655	XP_003928413.2	NP_444489.2, XP_006523803.1, NP_034911.3
OG0001656	XP_010343593.2	NP_001394961.1, NP_001394960.1, NP_001394962.1, NP_001074613.2, NP_001171373.1
OG0001657	XP_003929850.1	NP_001001453.1
OG0001657	XP_010338712.1	NP_851792.1
OG0001658	XP_039335189.1	NP_733486.2, NP_083673.3
OG0001659	XP_010344672.2	NP_001349638.1
OG0001659	XP_039334786.1	NP_001349637.1, NP_780609.4, NP_001349636.1
OG0001660	XP_003937145.1	NP_766473.1
OG0001660	XP_039328033.1	NP_780641.2
OG0001661	XP_010328934.2	NP_001300887.1
OG0001661	XP_010328935.2	NP_058654.1
OG0001662	XP_003928392.1, XP_003928393.1	NP_032244.2, NP_001077424.1
OG0001663	XP_003935692.2	XP_030106750.1, NP_666209.1
OG0001664	XP_003929872.1	NP_666863.1
OG0001665	XP_003920485.2	NP_001011517.2
OG0001667	XP_039315764.1	XP_011238480.1, NP_067492.2, NP_001139473.1, NP_001342639.1
OG0001668	XP_039316716.1, XP_010343965.1	NP_001107805.1
OG0001668	XP_003926886.1	XP_006512612.1, NP_058672.1
OG0001669	XP_010329726.2	NP_001153414.1, NP_001028425.1, XP_006512502.1
OG0001670	XP_010335306.1	NP_001182366.1, XP_036010812.1
OG0001670	XP_039331128.1	XP_006517423.2, NP_001182364.1
OG0001671	XP_010330678.1	NP_081161.1, NP_001347659.1, NP_001347662.1
OG0001672	XP_010330662.2	NP_001277365.1, NP_001277370.1, XP_030098287.1, NP_001277371.1, NP_001277369.1, NP_001277367.1, NP_001001447.1
OG0001674	XP_039335094.1, XP_010332147.1, XP_039328356.1, XP_039326884.1, XP_039317435.1	NP_079641.1, NP_001158201.1
OG0001675	XP_010330823.2	NP_001406075.1, NP_001028377.1
OG0001676	XP_039322057.1	NP_001399573.1, NP_032514.1, NP_001123625.1, NP_001399576.1, NP_001399578.1, NP_001399577.1, NP_001399572.1, NP_001123624.1, NP_001399571.1, NP_001123623.1, NP_001399569.1, NP_001399570.1, NP_001399575.1, NP_001399574.1, XP_006539628.1, NP_001123622.1
OG0001677	XP_010329268.2, XP_039322099.1, XP_039322098.1	XP_036009485.1, NP_001135393.1
OG0001678	XP_039329487.1, XP_039329486.1, XP_039329488.1, XP_039329489.1	XP_006502722.1, NP_001005506.2, NP_001186624.1
OG0001679	XP_039318088.1, XP_039335759.1, XP_010338629.1	NP_001347080.1, NP_444338.2
OG0001680	XP_039330965.1, XP_039324030.1, XP_010332362.2	NP_032274.1
OG0001681	XP_010336481.1	NP_083830.3, NP_001404827.1, NP_001404826.1, NP_001404828.1, NP_001404829.1
OG0001682	XP_039316503.1	NP_001277638.1
OG0001682	XP_039321230.1	XP_030097945.1
OG0001683	XP_039325511.1	XP_006534165.1, NP_081225.1, NP_001343406.1, NP_001350015.1, NP_001350013.1, NP_001350014.1
OG0001684	XP_003923579.2	NP_001392180.1, NP_067314.2, NP_001392175.1, NP_001392179.1, NP_001392177.1, XP_036011047.1, NP_001392176.1, NP_001392178.1
OG0001685	XP_039327166.1	NP_084038.1
OG0001686	XP_039319999.1, XP_003923681.1, XP_039334728.1, XP_039319450.1, XP_010348432.2	NP_038823.2, XP_036010936.1
OG0001687	XP_039330157.1	NP_081888.1
OG0001688	XP_010347100.1	NP_663525.1
OG0001689	XP_003921595.1	NP_001269666.1
OG0001689	XP_003934554.1	NP_079840.2
OG0001690	XP_010336829.1, XP_010336828.1, XP_010336830.1, XP_039323667.1	NP_081239.1, XP_030109620.1, NP_001343251.1
OG0001691	XP_010345061.1, XP_010345062.1, XP_010345058.1, XP_010345060.1, XP_003936334.1, XP_010345059.1	XP_006531566.1, NP_084428.1
OG0001692	XP_039334206.1	NP_001159866.1, NP_083164.1, XP_017168480.1
OG0001693	XP_010329110.1	NP_848716.2
OG0001694	XP_039316879.1	XP_006502418.1
OG0001695	XP_039316287.1	NP_033968.2
OG0001695	XP_003933086.2	NP_033969.2
OG0001696	XP_039316445.1	NP_031951.2, XP_011239157.1
OG0001697	XP_003934170.2	NP_683734.2, XP_006504397.1
OG0001698	XP_003934206.1	NP_001407651.1
OG0001698	XP_039331325.1	NP_001277308.1
OG0001699	XP_010343108.1	NP_082655.1
OG0001700	XP_003934837.2	NP_064327.1
OG0001701	XP_003934094.1	NP_032663.1, NP_001407087.1, NP_001343514.1, NP_001343512.1, NP_001343513.1
OG0001702	XP_003945014.1	NP_032205.2
OG0001702	XP_039333762.1	NP_666178.2
OG0001703	XP_003931813.1	NP_067386.3
OG0001703	XP_010337373.2	NP_796349.1
OG0001704	XP_039327709.1, XP_039329421.1	XP_036014149.1
OG0001704	XP_039324667.1	NP_034448.2
OG0001705	XP_003924784.1, XP_010333734.1	NP_001344376.1, NP_067534.2, NP_001344377.1, XP_036017118.1
OG0001706	XP_003927171.2	NP_080287.1
OG0001706	XP_039321911.1	NP_081099.1
OG0001707	XP_003930461.1	NP_034908.1, XP_006497297.1
OG0001708	XP_003928143.1	XP_036009808.1, NP_083035.1
OG0001709	XP_039315795.1, XP_039321086.1	NP_001398434.1, NP_038929.2
OG0001710	XP_010333715.2, XP_039319675.1	NP_001103743.1, NP_001103744.1, NP_109608.1, XP_006526551.1, NP_997534.2
OG0001711	XP_003924779.1	NP_001348129.1, NP_001153876.1, NP_038842.3
OG0001712	XP_003930558.1	NP_081391.1, NP_001038948.1, NP_001347471.1
OG0001713	XP_039318712.1	NP_001346221.1, NP_001346163.1, NP_082299.1
OG0001714	XP_039332974.1, XP_039332973.1	NP_001033319.1, NP_079665.1
OG0001715	XP_010340644.1	NP_001191059.1, NP_064343.1, NP_001191058.1, XP_036012760.1
OG0001716	XP_003931792.3	NP_056622.1
OG0001716	XP_039332725.1	NP_598790.1, NP_001405279.1
OG0001717	XP_039331810.1	NP_808445.2, NP_001348522.1, XP_017170063.1
OG0001718	XP_003943657.1	NP_082768.1
OG0001719	XP_003943672.1	NP_080818.1, XP_006534097.1
OG0001720	XP_010341933.2	NP_001390791.1, NP_001390792.1, NP_001390793.1, NP_034846.2, NP_001390785.1, NP_001390790.1, NP_001390794.1, NP_001390786.1, NP_001278174.1, NP_001390788.1, NP_001390789.1, XP_006532411.1, NP_001278176.1, NP_001390787.1, NP_001278175.1
OG0001721	XP_039317414.1	XP_006497689.1
OG0001721	XP_039322029.1	XP_006530650.1
OG0001722	XP_039319197.1, XP_039319196.1, XP_039319198.1	NP_001403027.1, NP_001164425.2, NP_001357576.1, NP_001004150.2, XP_036015295.1
OG0001723	XP_039327821.1	NP_001013046.1
OG0001724	XP_010331932.1	NP_081211.3
OG0001725	XP_003922824.2	NP_001334332.1, XP_006524330.1
OG0001726	XP_039334430.1	NP_064648.3, XP_011244620.1
OG0001727	XP_010331874.1, XP_039334827.1	XP_006514928.2
OG0001728	XP_039318541.1, XP_039318540.1	NP_079663.1
OG0001729	XP_003920646.1, XP_010337103.1	NP_079628.1, NP_001313543.1
OG0001730	XP_039323368.1	NP_258439.1, NP_001357956.1
OG0001730	XP_010330564.2	NP_001156664.1
OG0001731	XP_010335468.1, XP_010335467.1, XP_010335466.1, XP_003926440.1	XP_006495642.1
OG0001732	XP_039323482.1, XP_039323480.1, XP_039323479.1, XP_039323481.1	NP_077248.1, XP_036012007.1
OG0001733	XP_010329592.1, XP_003943481.1	NP_038712.3
OG0001734	XP_010332415.2	NP_001357792.1
OG0001734	XP_010333548.1, XP_010350659.1	XP_889797.1
OG0001735	XP_003936462.1	NP_067395.1
OG0001735	XP_039320555.1	NP_062609.2
OG0001736	XP_010328104.1, NP_001266926.1	NP_035968.1
OG0001737	XP_039320791.1	XP_006521606.1, NP_084475.1
OG0001738	XP_003936914.1	NP_033897.1, XP_006527823.1
OG0001738	XP_003933670.1	NP_083126.1
OG0001740	XP_039328804.1, XP_039328803.1	NP_001334308.1
OG0001741	XP_003935242.2	XP_006505793.1, NP_001397184.1
OG0001742	XP_039328760.1	XP_006505170.1
OG0001743	XP_039330441.1, XP_039329494.1	XP_011238722.1, NP_031585.2, NP_031584.1, NP_001242948.1
OG0001744	XP_010344576.1	NP_001104589.1
OG0001745	XP_039320538.1, XP_039331968.1, XP_039327400.1	NP_080423.1
OG0001746	XP_003929844.1	NP_071858.3
OG0001746	XP_003929845.2	NP_001007573.1, XP_017176952.1
OG0001747	XP_003930826.3, XP_039317954.1	NP_001348871.1, NP_032920.2
OG0001748	XP_039324199.1, XP_039324198.1	NP_001154987.2, NP_001154988.2, NP_848903.3
OG0001749	XP_010344045.1	NP_084034.2, NP_001139591.1, XP_006515309.1, NP_001351361.1
OG0001750	XP_003935287.1, XP_010344067.1, XP_010344068.1	NP_001351189.1
OG0001751	XP_039316741.1, XP_003926842.1	XP_036013665.1, XP_036008356.1, XP_011244883.1, NP_080329.1, NP_001342387.1
OG0001752	XP_003941990.1, XP_010328015.1	XP_017175125.1, NP_057921.1
OG0001753	XP_010342422.1	XP_006516011.1, NP_795904.3
OG0001754	XP_010331923.1	NP_001405611.1, NP_081220.1, NP_001405613.1, NP_001405625.1, NP_001405628.1, NP_001405627.1, NP_001405608.1, NP_001405614.1, NP_001405609.1, NP_001405623.1, NP_001405619.1, NP_001405621.1, NP_001405618.1, NP_001405616.1
OG0001755	XP_003920050.2	NP_001349616.1
OG0001756	XP_003920016.1, XP_010331510.1, XP_039326526.1	XP_006499797.1, NP_796164.1
OG0001757	XP_039326836.1, XP_003920154.1	XP_006499274.1, NP_001074729.1
OG0001758	XP_039326691.1, XP_039326690.1, XP_010331981.1, XP_010331986.1	NP_899003.1, XP_006499537.1
OG0001759	XP_039327250.1	NP_001104520.1, NP_033972.2, NP_001104519.1
OG0001760	XP_010329451.1	XP_017177874.1
OG0001762	XP_010349227.2, XP_039333318.1	XP_006518050.1
OG0001763	XP_010335307.2	NP_001139532.1, NP_001139531.1, XP_006512166.1, NP_666340.3
OG0001764	XP_039322836.1, XP_039322838.1, XP_039322837.1, XP_039322839.1, XP_003938949.1	XP_006508924.1, NP_080334.3
OG0001765	XP_003936925.2, XP_039321512.1	NP_038679.3
OG0001766	XP_010348495.1	NP_031924.1
OG0001767	XP_003925113.1	NP_776142.1
OG0001768	XP_039326830.1, XP_010332612.1, XP_003923483.1, XP_003923485.1	NP_898991.1, XP_006507703.1
OG0001769	XP_039329310.1	NP_001240688.1
OG0001770	XP_010334114.1	NP_001240760.1
OG0001772	XP_010339862.1	NP_848826.1
OG0001773	XP_010350101.1	NP_001277957.1, NP_922936.3, XP_017173693.1, NP_001277956.1
OG0001774	XP_003932097.1	NP_001407742.1, NP_001407740.1, NP_075619.2, NP_001407741.1, NP_001132983.1, NP_001132984.1, NP_001407739.1, NP_001407743.1, NP_001407737.1, NP_001407738.1, NP_001132985.1, XP_036015619.1, NP_001407736.1, NP_001407735.1
OG0001775	XP_010345216.1	XP_006500047.3, NP_001153886.1
OG0001776	XP_003936507.1	NP_082304.1
OG0001777	XP_039335453.1, XP_039335452.1	NP_001041613.1, NP_659143.1
OG0001778	XP_039329290.1	NP_001156419.1
OG0001779	XP_039327680.1, XP_010345958.1, XP_039327681.1, XP_003937162.1	NP_001404975.1, NP_659068.1
OG0001780	XP_039328445.1, XP_039328446.1, XP_039328443.1, XP_039328444.1, XP_010341177.1, XP_010341178.1	NP_780683.1, NP_001346878.1, NP_001346879.1
OG0001781	XP_003932277.1	NP_598669.1, NP_083372.1
OG0001782	XP_010341211.1, XP_003932339.1	NP_001010825.2, XP_006530348.1
OG0001783	XP_010335697.1	XP_006505561.1, NP_001395179.1, NP_001395177.1, NP_001395176.1, NP_001036088.1, NP_001258508.1, NP_031931.2, NP_001395178.1, NP_001342144.1
OG0001784	XP_003926725.2, XP_003926724.1	XP_011239624.1, NP_783327.2
OG0001785	XP_003934619.1, XP_039317588.1, XP_010343421.1, XP_039317587.1, XP_039317590.1	NP_001258516.1
OG0001786	XP_010335596.1	NP_001397235.1
OG0001787	XP_003926692.1	NP_001346937.1, NP_001346936.1, NP_001392182.1, NP_001392184.1, NP_001392185.1, NP_001392187.1, NP_001346938.1, NP_001392183.1, NP_001392186.1, NP_001346939.1, NP_001392188.1, NP_690029.2, NP_001021118.1, NP_001392190.1, NP_001263269.1, NP_001392189.1
OG0001788	XP_039328227.1, XP_039328226.1	NP_700456.1, XP_006520746.1
OG0001789	XP_039321094.1, XP_039321095.1, XP_010331438.1	NP_001365702.1
OG0001790	XP_010331278.1, XP_003922253.1	NP_001161963.1, XP_006526825.1, NP_001161964.1, NP_035180.2
OG0001791	XP_010330360.1, XP_003922175.1, XP_039321077.1, XP_010330365.1, XP_039321076.1, XP_003922174.1	NP_001405692.1
OG0001792	XP_003928980.1, XP_010337843.1	NP_001403882.1, NP_001341998.1
OG0001793	XP_003928946.1	NP_067482.4, NP_001155975.1, XP_006500029.1
OG0001794	XP_003929041.1	NP_001034608.1
OG0001795	XP_003928370.1	NP_001344345.1, NP_848762.1
OG0001796	XP_003934375.1	NP_001239369.1, NP_001239367.1, NP_080243.3, NP_001239368.1
OG0001797	XP_010336609.1	NP_001406224.1
OG0001798	XP_010339737.1	NP_001156631.1, NP_034111.1, NP_001156632.1
OG0001799	XP_010334004.1, XP_003925024.1	XP_006501701.1, NP_942564.2, NP_001344780.1
OG0001800	XP_039322996.1, XP_010347229.1	NP_034862.1
OG0001801	XP_010346842.1	NP_001344133.1
OG0001802	XP_039316056.1, XP_010346834.1	NP_848713.1
OG0001803	XP_010349974.1	NP_001153099.1
OG0001804	XP_010344696.1, XP_003935924.1	NP_080745.2, XP_006528667.1, NP_113558.1
OG0001805	XP_010348053.1, XP_003939141.1	NP_848855.2, NP_001352041.1, XP_036017845.1, NP_001352040.1
OG0001806	XP_039332797.1, XP_039325430.1, XP_039330032.1, XP_039323400.1, XP_010329577.2, XP_010329578.2, XP_003943467.2	NP_001280552.1
OG0001808	XP_003938010.2	NP_034714.1, XP_006496739.1
OG0001810	XP_010330115.1, XP_039320034.1, XP_003938757.2, XP_039331644.1	NP_001096135.1, NP_001268460.1, NP_001268459.1
OG0001811	XP_010328947.2, XP_039332452.1	NP_001170955.1, NP_056556.1, NP_001191959.1, XP_030101972.1, NP_001095083.1
OG0001815	XP_003923041.1	NP_080249.2
OG0001816	XP_003936196.1	NP_079548.1
OG0001817	XP_003940889.1	NP_001342200.1, XP_006499208.1, NP_001342202.1, NP_035706.1, NP_001170790.1, NP_001170791.1
OG0001818	XP_003932938.1	NP_033034.1
OG0001818	XP_039316522.1	NP_001334459.1
OG0001819	XP_003926261.1	NP_001276489.1, NP_001395036.1, XP_036010725.1, NP_001395035.1, NP_001276488.1, NP_001276487.1, NP_705768.4
OG0001820	XP_039335543.1	NP_035300.1, NP_001265185.1
OG0001821	XP_039333282.1	NP_001272722.1, NP_062778.2, XP_011244279.1
OG0001822	XP_039317801.1	NP_001159374.1, NP_031640.1
OG0001823	XP_003924826.2	XP_017173468.1, NP_001035883.1, NP_081963.1, NP_001035885.1, NP_001035884.1
OG0001824	XP_003927708.1	NP_001157167.2, NP_083181.2, XP_030105174.1
OG0001825	XP_003921742.1	NP_079636.2
OG0001825	XP_010337981.1	NP_079974.1
OG0001826	XP_039329053.1, XP_039325613.1	XP_036012026.1
OG0001827	NP_001268789.1	NP_080486.1
OG0001828	XP_039322864.1, XP_039335908.1, XP_039333716.1, XP_039327660.1, XP_039331461.1, XP_003923980.1, XP_039318057.1	XP_036011877.1, NP_038749.1
OG0001829	XP_003939195.1	NP_033831.1
OG0001829	XP_003939194.1	NP_033829.3
OG0001830	XP_039327263.1	NP_001104759.1, NP_001399497.1, NP_001399498.1, NP_001104761.1, NP_001104762.1, NP_001399503.1, NP_001399504.1, NP_001104760.1, NP_001399501.1, NP_001399500.1, NP_001399499.1, NP_058019.2, NP_001399506.1, NP_001399507.1
OG0001834	XP_039327333.1	NP_666952.1
OG0001834	XP_003920195.2	NP_001011831.1
OG0001836	XP_010332943.2, XP_003923399.2, XP_003923398.1	NP_001011848.1, XP_017177759.1, NP_001011755.1
OG0001837	XP_003935825.1	NP_666703.2, NP_001011530.2
OG0001839	XP_003937953.1	NP_666862.2
OG0001840	XP_003926036.1, XP_010335021.1	NP_075638.2, XP_030106430.1, NP_001276460.1
OG0001841	XP_039323521.1	NP_001346463.1, NP_619608.1, XP_011241505.1
OG0001842	XP_039321563.1, XP_003944282.2	NP_766488.2, XP_006540923.1
OG0001843	XP_003940352.1	NP_034259.2, NP_001139818.1
OG0001844	XP_010330819.1, XP_010330818.1, XP_010330817.1	XP_030098675.1, NP_001390930.1, NP_001025104.2, NP_001390929.1, NP_001407040.1, NP_001347394.1, NP_061261.2, XP_017177861.1
OG0001845	XP_003938438.1, XP_010347370.1	NP_031772.1
OG0001846	XP_003930706.1	NP_083742.3
OG0001847	XP_010329656.2, XP_010329687.2, XP_003943544.2, XP_010329655.2	NP_083081.2, XP_006531473.1
OG0001848	XP_039336314.1, XP_003937313.1	NP_001121642.1, XP_006531477.1, NP_001121643.1, NP_775545.1
OG0001849	XP_003921313.1	NP_001077385.1, NP_598468.2, XP_006539213.1
OG0001850	XP_039329799.1	XP_006539319.1, NP_001342116.1, NP_001243041.1, NP_084035.1, NP_001342117.1
OG0001851	XP_003928487.1	XP_006524373.1
OG0001852	XP_003920850.1	NP_775568.1
OG0001853	XP_039335342.1	NP_035862.2
OG0001853	XP_039320649.1, XP_039327065.1, XP_039328051.1, XP_039334803.1, XP_039336237.1	XP_006502996.1
OG0001854	XP_003930071.1, XP_010338940.1	NP_035893.1, XP_011239595.1
OG0001855	XP_003935410.1, XP_010344194.1	NP_001318048.1
OG0001856	XP_010337597.2, XP_039334332.1, XP_010337596.2, XP_039334333.1, XP_003928683.2, XP_039334334.1	NP_001359307.1
OG0001857	XP_003942600.1	NP_001303669.1, NP_001303668.1, NP_001365744.1, NP_081740.2, NP_001303666.1, NP_001303662.1, NP_001303661.1, NP_001303664.1, NP_001365743.1, NP_001303665.1, NP_001303663.1, NP_001365742.1
OG0001858	XP_039335379.1	NP_705721.3
OG0001858	XP_010344966.1	NP_666074.1
OG0001859	XP_010342873.1	NP_598894.1
OG0001860	XP_010342838.1, XP_003934057.1, XP_010342836.1, XP_039326080.1	NP_031911.1
OG0001861	XP_003923668.1, XP_039316191.1	NP_001028641.1
OG0001861	XP_003944048.1	XP_011246143.1, NP_001030066.1
OG0001862	XP_003929174.1	NP_031466.2
OG0001863	XP_003929440.3	NP_849201.1
OG0001863	XP_010338174.2	NP_061275.2
OG0001864	XP_039329505.1	NP_001342389.1, NP_082670.1, NP_001342388.1
OG0001865	XP_010348649.1, XP_010348647.1, XP_010348650.1, XP_010348648.1, XP_039330472.1	XP_006539015.1, NP_796160.1
OG0001866	XP_039330051.1, XP_039330050.1, XP_003939692.1	NP_001349910.1, XP_006539194.1, NP_080671.1
OG0001867	XP_010345032.1, XP_003936301.1, XP_010345033.1	XP_006530687.1, NP_033996.4, NP_001403376.1
OG0001868	XP_003934175.1	NP_766129.1
OG0001868	XP_039327510.1	NP_001034812.1
OG0001869	XP_039316544.1	NP_001276483.1, NP_083935.3, NP_001276484.1, NP_001276485.1, NP_001276486.1, XP_017176632.1
OG0001870	XP_039331787.1	XP_006533322.1, NP_766390.2
OG0001870	XP_003934302.1	NP_032010.2
OG0001871	XP_003930134.1, XP_010338992.1	XP_006507225.1, NP_849232.1
OG0001872	XP_010339107.1, XP_010339105.1, XP_010339106.1, XP_010339103.1, XP_010339110.1, XP_010339108.1, XP_010339111.1, XP_010339104.1, XP_010339109.1	XP_017167873.1, NP_084118.1
OG0001873	XP_039334110.1	NP_075686.3
OG0001874	XP_003921432.2	NP_598632.2
OG0001874	XP_010345509.1	NP_112735.1
OG0001875	XP_039330430.1, XP_039330432.1, XP_039330431.1, XP_010345629.1, XP_039330429.1	NP_777357.2
OG0001876	XP_039319962.1, XP_039319957.1, XP_039319955.1, XP_039319963.1, XP_039319956.1	NP_001382923.1, NP_898851.1
OG0001877	XP_039334593.1, XP_039325081.1, XP_039318053.1, XP_039336122.1, XP_003943145.2, XP_010329229.2	NP_075633.2, NP_001413149.1, NP_001413150.1, NP_001239447.1
OG0001878	XP_003938396.2	XP_017175426.1, NP_808310.2
OG0001879	XP_039318840.1	NP_031447.1
OG0001879	XP_039320147.1	NP_031448.2
OG0001880	XP_010327890.1	NP_001159455.1
OG0001881	XP_039319772.1, XP_039319774.1, XP_039319773.1, XP_039334834.1	NP_001074692.1, XP_006525875.1, NP_001239424.1
OG0001882	XP_003930545.1	XP_011243290.1, NP_001347155.1, NP_001273410.1, NP_001347154.1
OG0001884	XP_010333355.1	XP_036014667.1, NP_067412.1
OG0001885	XP_039324964.1	NP_080812.1, NP_001348620.1, NP_001348619.1, XP_006516243.1
