Orthogroup	Loxodonta_africana	Mesocricetus_auratus
OG0002574	XP_003409827.1	XP_040594248.1, XP_005066237.2
OG0002575	XP_003409873.1	XP_005076439.1
OG0002576	XP_023407628.1	XP_012980745.2, XP_005086163.3, XP_012980746.2, XP_012980743.2
OG0002578	XP_023397561.1	XP_040594199.1, XP_021090542.1, XP_040594198.1, XP_040594202.1, XP_021090545.1, XP_040594197.1, XP_040594201.1, XP_040594200.1, XP_021090543.1, XP_040594196.1
OG0002579	XP_023397548.1	XP_040589646.1, XP_021080219.1
OG0002580	XP_003420073.1	XP_005074013.1
OG0002581	XP_010590553.1	XP_040612652.1
OG0002583	XP_003412663.1	XP_005071023.1
OG0002584	XP_003409661.1	XP_005079472.1
OG0002585	XP_010590100.2	XP_040600895.1
OG0002586	XP_003411661.1	XP_012970633.1, XP_005072610.1
OG0002587	XP_010593825.1	XP_005075077.2
OG0002588	XP_010598772.1	XP_040603684.1
OG0002589	XP_023411197.1	XP_040610575.1
OG0002590	XP_003416208.1	XP_005077957.1
OG0002591	XP_023405786.1	XP_005068727.1
OG0002592	XP_023405918.1	XP_040588719.1, XP_040588718.1
OG0002593	XP_023405919.1	XP_040588781.1, XP_040588779.1, XP_040588780.1
OG0002594	XP_023405695.1	XP_005084693.1
OG0002595	XP_003411566.2, XP_023405941.1	XP_040589033.1, XP_005084688.1
OG0002596	XP_003411774.1	XP_005085061.1
OG0002598	XP_003419961.1	XP_005074527.1, XP_040588772.1
OG0002599	XP_023396580.1	XP_040588877.1
OG0002600	XP_003421832.2	XP_012972090.1
OG0002601	XP_003421808.1	XP_040588625.1, XP_040588626.1
OG0002602	XP_023402990.1	XP_040610345.1
OG0002603	XP_003414048.2	XP_040596581.1, XP_040596580.1
OG0002606	XP_003412525.1	XP_040590823.1
OG0002607	XP_023395012.1	XP_040587591.1
OG0002608	XP_023395069.1	XP_040587117.1
OG0002609	XP_003419406.1	XP_005078998.1
OG0002610	XP_003419143.2	XP_040587471.1, XP_005078971.1
OG0002611	XP_010597073.1	XP_012975257.1
OG0002613	XP_010597056.1	XP_040602727.1, XP_040602726.1, XP_040602728.1, XP_040602725.1
OG0002614	XP_003419103.1	XP_040602775.1
OG0002615	XP_023414984.1	XP_040602792.1
OG0002617	XP_023415103.1	XP_005070805.1, XP_005070806.1
OG0002618	XP_023415152.1	XP_005077600.1
OG0002619	XP_023415171.1, XP_023415168.1, XP_023415169.1, XP_023415170.1	XP_005077629.1
OG0002620	XP_003410803.1	XP_021080392.1
OG0002621	XP_003410826.1	XP_040593638.1, XP_040593641.1, XP_040593639.1, XP_040593640.1, XP_040593637.1
OG0002622	XP_003405423.1	XP_005073008.1
OG0002623	XP_023411114.1	XP_005067185.1
OG0002624	XP_023411239.1, XP_010594241.1, XP_003405773.1, XP_010594235.1	XP_040609856.1
OG0002627	XP_003409279.1	XP_012967899.1, XP_021080400.1, XP_021080411.1, XP_021080405.1
OG0002628	XP_003409020.1	XP_040599768.1
OG0002629	XP_003409217.1	XP_012970746.1
OG0002630	XP_010587263.1, XP_003409151.1, XP_010587264.1, XP_023402443.1, XP_010587262.1, XP_023402442.1	XP_005085403.2
OG0002631	XP_003408451.1	XP_005072717.1
OG0002632	XP_010589648.1	XP_040602853.1, XP_040602854.1, XP_040602852.1
OG0002633	XP_003418375.1	XP_040595539.1
OG0002634	XP_003418407.1	XP_005075590.1
OG0002635	XP_003413879.1	XP_040585680.1
OG0002636	XP_023404225.1	XP_040606429.1
OG0002637	XP_023408990.1	XP_021081682.2, XP_021081683.2
OG0002638	XP_023407253.1	XP_040606768.1, XP_040606767.1
OG0002639	XP_010591199.1	XP_040606828.1
OG0002640	XP_003408138.1	XP_005065526.1
OG0002641	XP_003422820.1	XP_005065479.1
OG0002642	XP_010591277.1	XP_040610455.1, XP_040610454.1
OG0002643	XP_010595851.1	XP_040611741.1, XP_040611743.1, XP_040611747.1, XP_021080671.1, XP_040611746.1, XP_021080663.1, XP_021080665.1, XP_021080662.1, XP_040611744.1, XP_040611745.1
OG0002644	XP_010598983.1	XP_012981128.1
OG0002645	XP_023398695.1	XP_012968078.1
OG0002646	XP_023398630.1	XP_040601455.1, XP_040601457.1, XP_040601456.1
OG0002647	XP_003406253.1	XP_012977843.1
OG0002648	XP_010600826.1	XP_005070666.2
OG0002649	XP_023398265.1	XP_012969231.3
OG0002650	XP_010600781.2	XP_005070661.1
OG0002651	XP_023397396.1	XP_040609295.1, XP_040609293.1, XP_040609297.1, XP_040609296.1, XP_012969158.1
OG0002653	XP_010588531.1	XP_040596954.1, XP_040592727.1, XP_040592690.1, XP_040594472.1
OG0002654	XP_023404934.1	XP_005073510.1
OG0002655	XP_023407158.1	XP_005086002.1
OG0002656	XP_010591005.1	XP_021078590.1
OG0002657	XP_003412810.1	XP_040600262.1
OG0002659	XP_003414888.1, XP_003414804.1	XP_005076933.2, XP_012973669.1
OG0002660	XP_003415995.1	XP_040600139.1
OG0002661	XP_023413733.1	XP_005080620.1
OG0002662	XP_010598220.1	XP_005086681.1, XP_040599923.1
OG0002663	XP_003412731.2	XP_040600177.1, XP_040600176.1
OG0002664	XP_003412784.1, XP_010591032.1, XP_023407220.1	XP_040602573.1, XP_005081227.1, XP_012976762.1
OG0002665	XP_023409598.1	XP_040600525.1, XP_040600524.1
OG0002666	XP_023396514.1	XP_012981324.1
OG0002667	XP_003407109.1	XP_005066476.1, XP_012982177.1
OG0002668	XP_023409013.1, XP_023409014.1, XP_023409012.1	XP_012973174.1
OG0002669	XP_010586302.2, XP_010586299.1, XP_010586300.1	XP_005082158.1
OG0002670	XP_003422552.2	XP_005080495.1
OG0002671	XP_003413170.1, XP_023407679.1, XP_023407677.1	NP_001297503.1, XP_040612192.1, XP_040612203.1
OG0002676	XP_010586758.1	XP_005072674.1, XP_040586400.1
OG0002677	XP_003416401.1	XP_005078675.1, XP_040596725.1, XP_040596727.1, XP_040596724.1, XP_040596723.1
OG0002678	XP_010593769.1	XP_012968409.1, XP_005069350.1, XP_040585727.1, XP_040585726.1, XP_012968411.1
OG0002679	XP_023396027.1	XP_005086722.1, XP_040611579.1
OG0002680	XP_003406426.1	XP_012973832.1, XP_005077111.1
OG0002681	XP_010588223.1	XP_005071201.1
OG0002682	XP_010588045.1	XP_012980048.1
OG0002683	XP_003417444.1	XP_005068667.1
OG0002684	XP_010594717.1	XP_040593710.1
OG0002685	XP_023410993.1	XP_021085217.1, XP_021085216.1
OG0002686	XP_023411086.1	XP_040594649.1, XP_040594648.1
OG0002687	XP_003410443.2	XP_040607635.1
OG0002688	XP_010592130.1	XP_005077849.1
OG0002689	XP_023410503.1	XP_012970968.1
OG0002690	XP_010584815.1	XP_021091408.1, XP_040592118.1
OG0002691	XP_010584816.1	NP_001268299.1, XP_040591926.1
OG0002692	XP_010587690.2	XP_005079469.1
OG0002693	XP_003414124.1	XP_040594335.1
OG0002694	XP_010599065.1	XP_005086332.1
OG0002694	XP_010594704.1	XP_005070350.1
OG0002695	XP_003409589.1	XP_040589994.1, XP_040589995.1, XP_040589993.1, XP_040607979.1
OG0002696	XP_010596376.1	XP_040595498.1
OG0002697	XP_023410126.1, XP_023410125.1	XP_021088384.1
OG0002698	XP_010590189.2, NP_001272954.1, XP_023406137.1	XP_040586590.1, NP_001272844.1
OG0002699	XP_010598347.1, XP_010598346.1	XP_012979453.1
OG0002700	XP_003415061.1	XP_040593138.1, XP_040593135.1, XP_040593136.1, XP_012981943.1, XP_005087845.1
OG0002701	XP_010597287.1, XP_010597288.1	XP_012966572.2, XP_040606494.1
OG0002702	XP_023395934.1	XP_040588216.1
OG0002703	XP_023403192.1	XP_040607933.1, XP_005077155.1, XP_040607932.1
OG0002704	XP_010595193.2	XP_040609691.1
OG0002705	XP_010601065.1, XP_010601062.1	XP_012968725.1
OG0002706	XP_023394776.1	XP_040613477.1
OG0002707	XP_003422694.1, XP_010600682.1	XP_005065077.1
OG0002710	XP_010598424.1	XP_040597288.1, XP_005083154.3
OG0002710	XP_010598439.2	XP_040597292.1, XP_040596390.1, XP_040597289.1
OG0002711	XP_010599234.1	XP_012971738.3
OG0002712	XP_010601033.1, XP_003418709.1	XP_040597002.1, XP_040597139.1, XP_040591913.1
OG0002713	XP_003405548.1	XP_005079856.1
OG0002715	XP_023414276.1	XP_005065838.1, XP_040614255.1
OG0002717	XP_023399515.1, XP_003406318.1	XP_040594040.1
OG0002718	XP_023399544.1, XP_003406761.1	XP_005074669.1, XP_040597567.1
OG0002719	XP_010585176.1, XP_010585178.1, XP_010585177.1, XP_023399779.1, XP_003406442.1	XP_012972278.1
OG0002720	XP_003404065.1	XP_040614236.1, XP_040614235.1
OG0002721	XP_003404023.1	XP_040614082.1
OG0002722	XP_003419262.1	XP_005083099.1
OG0002723	XP_023395194.1	XP_040601851.1
OG0002724	XP_003406905.1	XP_005088375.1
OG0002725	XP_023399009.1	XP_040592110.1
OG0002726	XP_003406572.1	XP_005084875.1
OG0002727	XP_003406504.1	XP_012980906.1, XP_005086362.1
OG0002728	XP_023398908.1	XP_005086388.1
OG0002729	XP_003406448.1	XP_005087114.1
OG0002731	XP_023404658.1	XP_040611397.1
OG0002732	XP_023405365.1	XP_021089968.2
OG0002733	XP_023407748.1	XP_021089232.1
OG0002734	XP_023407755.1	XP_005081106.1
OG0002735	XP_003413499.1	XP_040613429.1, XP_040613430.1
OG0002736	XP_003405036.1	XP_005065760.2
OG0002737	XP_003405027.1	XP_005065753.2
OG0002738	XP_010586521.1	XP_012982181.1
OG0002739	XP_023408800.1	XP_005077842.1
OG0002740	XP_010589757.1	XP_005068921.1, XP_012967884.1
OG0002741	XP_023405605.1	XP_012971997.1
OG0002742	XP_010589657.1	XP_012974059.2
OG0002743	XP_010589748.1	XP_012974053.2
OG0002744	XP_023402969.1	XP_012969364.2
OG0002745	XP_023402794.1, XP_003409356.1	XP_021083274.1
OG0002746	XP_003409341.1	XP_040588111.1
OG0002747	XP_003404659.1	XP_005067807.2
OG0002748	XP_003407946.1	XP_040613685.1
OG0002749	XP_023413125.1	XP_005084633.1
OG0002751	XP_023413915.1	XP_040585803.1
OG0002752	XP_023402275.1	XP_012967672.1
OG0002753	XP_003420705.1	XP_040604701.1, XP_040604703.1, XP_040604702.1
OG0002754	XP_003411094.1	XP_012971949.1, XP_040613050.1, XP_005074384.1
OG0002755	XP_023408264.1	XP_021088273.1
OG0002756	XP_003418145.1	XP_040592459.1, XP_040592456.1
OG0002757	XP_023413761.1	XP_040592466.1
OG0002757	XP_023398362.1	XP_005064292.1
OG0002758	XP_023397493.1	XP_012976185.1, XP_040587446.1, XP_021088849.1, XP_005080551.1
OG0002759	XP_003411158.1	XP_040607593.1
OG0002760	XP_010594527.1	XP_040587379.1
OG0002761	XP_023411669.1	XP_021088587.1
OG0002762	XP_023414782.1	XP_005064404.1
OG0002763	XP_003417759.1	XP_005082087.1, XP_021089706.1, XP_012977420.1, XP_012977421.1
OG0002764	XP_023413049.1	XP_005084607.1
OG0002765	XP_010595711.1, XP_010595712.1, XP_010595713.1	XP_005081677.1
OG0002766	XP_023413074.1	XP_040604241.1, XP_040604239.1
OG0002767	XP_003409618.1	XP_005076647.2
OG0002768	XP_010587974.1	XP_040608006.1, XP_012973558.1, XP_005076661.1
OG0002769	XP_003409595.1	XP_005076690.1, XP_040607996.1, XP_005076692.1
OG0002770	XP_003418931.1	XP_012971212.1
OG0002771	XP_003410279.2	XP_005073442.1, XP_012971369.1
OG0002772	XP_010588495.1, XP_003410251.1	XP_005073493.1, XP_005073492.1
OG0002773	XP_023410038.1	XP_040594270.1
OG0002774	XP_003415197.1	XP_012976008.1, XP_005080174.1, XP_021088727.1, XP_040608413.1
OG0002775	XP_003415167.1	XP_005080225.1
OG0002776	XP_023409788.1	XP_005080247.1
OG0002777	XP_023399653.1, XP_023399654.1, XP_010585071.2, XP_010585073.1	XP_040613874.1
OG0002778	XP_003406409.1, XP_023399714.1	XP_021090778.1, XP_012980313.1, XP_021090782.1
OG0002779	XP_003408755.1	XP_040599056.1
OG0002780	XP_023401893.1	XP_040598956.1
OG0002781	XP_010586954.1	XP_040591727.1
OG0002782	XP_023402007.1	XP_040598835.1
OG0002783	XP_003408836.1	XP_005084059.1, XP_040598637.1
OG0002784	XP_010587069.2	XP_040598634.1
OG0002785	XP_003408865.1	XP_040598571.1
OG0002786	XP_003408901.1, XP_023402305.1, XP_023402306.1	XP_005068415.1
OG0002787	XP_023402426.1	XP_040598456.1, XP_040598455.1, XP_040602539.1
OG0002788	XP_003420594.1	XP_005068285.1, XP_005088732.2
OG0002789	XP_003417255.1	XP_012968898.1, XP_040605922.1, XP_012968899.1, XP_012968902.1
OG0002791	XP_010594749.2	XP_040605165.1
OG0002792	XP_003417035.1	XP_040605064.1, XP_040605066.1
OG0002793	XP_003407793.1	XP_040591632.1
OG0002794	XP_023412504.1	XP_005069988.1
OG0002795	XP_003408170.1, XP_003407160.1	XP_040596154.1, XP_005081015.1
OG0002796	XP_023413036.1	XP_005079751.2
OG0002797	XP_010596405.1	XP_005079789.1, XP_040589167.1
OG0002798	XP_010597608.1	XP_005067076.1
OG0002799	XP_023415748.1	XP_012966807.1
OG0002800	XP_010597639.2, XP_023415766.1	XP_040610149.1, XP_040610148.1, XP_040610147.1, XP_040610145.1, XP_040610146.1
OG0002801	XP_023408340.1	XP_005075435.1
OG0002802	XP_003417638.1	XP_040594409.1, XP_005077327.1
OG0002803	XP_010595544.2	XP_005070426.1
OG0002804	XP_023408482.1	XP_005071179.1
OG0002805	XP_023408518.1	XP_012969660.1
OG0002806	XP_010589244.1	XP_040614020.1, XP_040614021.1
OG0002807	XP_003407342.1	XP_012974988.1
OG0002808	XP_003407868.1	XP_005076545.1
OG0002809	XP_010585346.1	XP_040595403.1, XP_005073768.1, XP_040595404.1
OG0002811	XP_023399910.1	XP_040596264.1
OG0002812	XP_003404375.1	XP_005066287.1
OG0002813	XP_023399044.1	XP_040589168.1, XP_005070469.1
OG0002814	XP_003407314.1, XP_023400372.1	XP_040584616.1, XP_040584614.1, XP_040584615.1
OG0002815	XP_003406974.1	XP_040594194.1, XP_012973677.1
OG0002817	XP_010593501.1, XP_010593500.1	XP_040612557.1, XP_012979289.1, XP_012979288.1
OG0002818	XP_003411137.1	XP_012970345.1
OG0002819	XP_003411232.1	XP_005072172.2
OG0002821	XP_023406145.1	XP_012977909.1, XP_012977910.1, XP_040589540.1
OG0002822	XP_023394916.1	XP_005085817.1
OG0002823	XP_003412561.1	XP_021080781.1, XP_005066613.1
OG0002825	XP_003411923.2	XP_040586717.1
OG0002826	XP_010590276.1	XP_005073564.1
OG0002827	XP_023411036.1	XP_040586912.1
OG0002828	XP_023403258.1	XP_040608056.1, XP_040608057.1
OG0002829	XP_023403234.1, XP_010587871.1	XP_021086615.1
OG0002830	XP_003411981.1	XP_040586776.1
OG0002831	XP_010585451.1	XP_012969065.1
OG0002832	XP_003423419.2, XP_003423211.2, XP_023398250.1, XP_003423581.1	XP_040600825.1, XP_005065115.2, XP_005064671.2
OG0002833	XP_023415291.1, XP_003419435.1, XP_023415292.1, XP_023415293.1	XP_012973159.1, XP_005063384.1
OG0002834	XP_023415413.1	XP_040604503.1
OG0002835	XP_010588167.1, XP_010588166.1	XP_012972433.1
OG0002836	XP_023403807.1	XP_040594106.1
OG0002838	XP_010588142.1	XP_040595509.1
OG0002839	XP_023403528.1	XP_040595918.1, XP_040595920.1, XP_005075136.3, XP_040595919.1
OG0002840	XP_010591500.1, XP_003413560.1	XP_005086214.1, XP_012980715.1
OG0002841	XP_003413314.1	XP_005086168.1
OG0002842	XP_003413151.1	XP_040585782.1
OG0002843	XP_023396236.1	XP_005087714.1, XP_012981863.1, XP_012981864.1
OG0002844	XP_023396706.1	XP_040594253.1, XP_040594252.1
OG0002845	XP_023397028.1	XP_005083334.1, XP_040593285.1
OG0002846	XP_003422575.1	XP_005083369.2
OG0002847	XP_010596481.1, XP_010596480.1, XP_023414282.1, XP_010596479.1	XP_040584375.1
OG0002848	XP_023414277.1	XP_040584274.1, XP_040584270.1
OG0002849	XP_010590489.1	XP_005083272.1
OG0002850	XP_010593848.1	XP_005081045.1, XP_012976642.1
OG0002851	XP_003415787.1	XP_012974224.1, XP_005077718.1, XP_012974223.1
OG0002852	XP_023405822.1, XP_023405821.1, XP_010589854.1, XP_023405823.1, XP_023405820.1	XP_021082012.1
OG0002853	XP_023405852.1	XP_012967802.1, XP_005068681.1
OG0002854	XP_023396600.1, XP_003421815.1	XP_040588787.1
OG0002855	XP_003421822.2	NP_001268332.1, XP_012972028.1
OG0002856	XP_003415858.1	XP_005075215.1
OG0002857	XP_023413593.1	XP_040609156.1
OG0002858	XP_010595942.1	XP_040609137.1
OG0002859	XP_023413485.1	XP_012977586.1
OG0002860	XP_023395055.1	XP_040587253.1
OG0002861	XP_010597256.1	XP_012975265.2
OG0002862	XP_010597221.1, XP_003419414.1, XP_023415199.1	XP_040587629.1, XP_040587630.1, XP_040587628.1
OG0002863	XP_003419208.1	XP_012980059.1
OG0002864	XP_003419110.1	XP_005068973.1, XP_012968017.1
OG0002865	XP_003409075.1	XP_040588336.1
OG0002866	XP_023404862.1	XP_012979070.2, XP_040594359.1, XP_040595076.1, XP_021090958.1
OG0002868	XP_023404812.1	XP_021090923.1
OG0002869	XP_010589142.1	XP_040595028.1, XP_005066061.1
OG0002870	XP_023411498.1	XP_005067222.1
OG0002871	XP_010587617.1	XP_005063665.1
OG0002872	XP_023402612.1	XP_005063649.2
OG0002873	XP_023402553.1	XP_005063560.1
OG0002874	XP_003409199.1	XP_012968559.1
OG0002875	XP_003409172.1	XP_005063521.2
OG0002876	XP_010597574.1	XP_040607998.1
OG0002877	XP_003408414.1, XP_010586677.1	XP_005066848.1, XP_040597319.1
OG0002878	XP_010592052.1, XP_023408678.1	NP_001268352.1, XP_040585613.1
OG0002879	XP_010596648.1, XP_010596647.1	XP_012973305.1, XP_012973298.1
OG0002880	XP_003418736.1	XP_005068567.2
OG0002881	XP_010596688.1	XP_012967831.1
OG0002882	XP_010592046.2	XP_040585954.1
OG0002883	XP_003420697.1, XP_003420698.1	XP_040606381.1, XP_040606376.1, XP_040606379.1
OG0002884	XP_023409006.1	XP_012973205.1, XP_021086282.1
OG0002885	XP_010592415.2	XP_005068179.1
OG0002886	XP_003421794.1	XP_012981738.1
OG0002887	XP_023414832.1, XP_010596916.1, XP_010596917.1	XP_040606634.1, XP_040606635.1, XP_040606633.1
OG0002888	XP_003412988.1	XP_040606875.1
OG0002889	XP_003412984.1	XP_005071621.1
OG0002890	XP_023411259.1, XP_003416279.1	XP_040610469.1, XP_021082582.1
OG0002891	XP_010600571.1, XP_010600569.1, XP_003406143.1	XP_005070614.2
OG0002892	XP_010599951.1	XP_040609167.1
OG0002893	XP_003410310.1	XP_040594843.1, XP_040594845.1, XP_040594842.1, XP_040594844.1
OG0002894	XP_003410995.1	XP_005078276.1
OG0002895	XP_003415075.1	XP_005071536.1
OG0002896	XP_010593218.1	XP_005071482.1
OG0002897	XP_023409989.1	XP_040593094.1
OG0002898	XP_003412756.1	NP_001268576.1, XP_021078578.1
OG0002899	XP_023396966.1, XP_010599674.1	XP_012973619.1
OG0002900	XP_023410937.1	XP_040600057.1
OG0002901	XP_023394896.1, XP_003420230.1, XP_023394899.1, XP_023394897.1, XP_023394900.1	XP_012975990.1
OG0002902	XP_010596053.1	XP_005080626.1, XP_005080625.1, XP_012976305.1, XP_040589638.1
OG0002903	XP_003418028.1	NP_001268316.1, XP_012976303.1, XP_005082499.1
OG0002904	XP_023413639.1	XP_021091606.2
OG0002905	XP_010592979.1, XP_003414840.1	XP_012981603.1
OG0002906	XP_003420546.1	XP_040600577.1
OG0002907	XP_010599693.1	XP_040600305.1
OG0002908	XP_023404508.1	XP_005081342.1
OG0002909	XP_003417307.1	XP_012968837.1
OG0002913	XP_023400348.1	XP_005080990.1, XP_012976611.1
OG0002914	XP_003410905.1, XP_023404982.1	XP_040594860.1, XP_040594859.1
OG0002915	XP_010584819.2	XP_005084768.1
OG0002916	XP_003408475.1, XP_010586741.1	XP_040586361.1, XP_040586362.1
OG0002917	XP_010598461.1	XP_012979347.3
OG0002918	XP_010588525.1	XP_012971347.1
OG0002919	XP_003418594.2	XP_005074005.1
OG0002920	XP_010586411.1	XP_040613519.1
OG0002921	XP_003413027.1	XP_005071554.1
OG0002922	XP_003422001.1	XP_012979226.1
OG0002923	XP_010598818.1, XP_003420995.1, XP_023395847.1, XP_023395846.1	XP_040596441.1
OG0002924	XP_023398527.1, XP_023396291.1, XP_023396441.1, XP_023396470.1	XP_005081461.2
OG0002925	XP_023404893.1, XP_023397932.1, XP_023397939.1, XP_010600520.2, XP_023398356.1, XP_023404892.1	XP_040599664.1
OG0002926	XP_010598876.1	XP_005084947.1
OG0002927	XP_023401522.1	XP_040597367.1
OG0002928	XP_010595231.1	NP_001297491.1
OG0002929	XP_003414701.2	XP_040605482.1
OG0002930	XP_023415267.1	XP_005079000.1, XP_012975259.1
OG0002931	XP_003405378.1, XP_023395632.1	XP_021084495.1, XP_012970900.2, XP_005073014.1, XP_005073013.1
OG0002933	XP_023396872.1	XP_040602193.1
OG0002934	XP_023400473.1	XP_005078479.1
OG0002935	XP_003410032.2	XP_005066218.1, XP_040594646.1
OG0002936	XP_023402399.1	XP_005065873.1, XP_040614098.1
OG0002937	XP_003413715.1	XP_005071161.1
OG0002938	XP_023415421.1	XP_005063952.1
OG0002939	XP_003419796.1	XP_040608691.1
OG0002940	XP_003420800.1	XP_012977272.1, XP_012977271.1
OG0002941	XP_003418227.1	XP_005069486.1
OG0002942	XP_003408681.1	XP_012980493.1, XP_021078485.1, XP_021078486.1
OG0002943	XP_023415028.1	XP_040602700.1
OG0002944	XP_003415855.1	XP_005075220.1
OG0002946	XP_003411478.1	XP_040602268.1
OG0002947	XP_003405680.1	XP_040610181.1, NP_001268762.1
OG0002948	XP_023405570.1	XP_021082084.1
OG0002949	XP_010600806.2, XP_023397820.1	XP_005087520.1
OG0002950	XP_003415037.1, XP_023409716.1	XP_005078247.1
OG0002951	XP_003421029.1, XP_023395829.1, XP_003421028.2	XP_040596525.1, XP_040596552.1, XP_040596524.1
OG0002953	XP_003422227.1	XP_005086720.1
OG0002954	XP_023409402.1, XP_003423410.2, XP_003423104.2, XP_003422206.2, XP_003423078.2	XP_005077633.1
OG0002955	XP_003404074.1	XP_040584300.1
OG0002955	XP_003404076.1	XP_005065772.1
OG0002956	XP_010585030.1	XP_012972193.1
OG0002957	XP_010585797.1	XP_040602691.1
OG0002958	XP_003407447.1	XP_021081044.1, XP_005063822.1, XP_021081042.1
OG0002959	XP_023396383.1	XP_005066361.1
OG0002960	XP_010598949.1, XP_003421141.1, XP_023395994.1	XP_040611888.1
OG0002961	XP_010585340.1	XP_012979168.1, XP_040589743.1, XP_040589742.1, XP_005084171.1, XP_021091014.1
OG0002962	XP_010585338.2	XP_040589969.1, XP_040589968.1, XP_005084215.2
OG0002963	XP_023399874.1, XP_023399873.1	XP_021091697.2, XP_040603798.1, XP_040603799.1
OG0002965	XP_023399095.1	XP_040592057.1
OG0002966	XP_010585277.1	XP_012979706.1
OG0002967	XP_010584847.1	XP_012979741.1
OG0002968	XP_023399014.1	XP_040592117.1, XP_012979570.1
OG0002969	XP_003406883.2	XP_005084746.1
OG0002970	XP_023398962.1	XP_021078902.2, XP_012980977.2, XP_012980978.2
OG0002971	XP_003420840.1	XP_005086653.1
OG0002972	XP_010598653.2	XP_005086635.1
OG0002973	XP_023395695.1	XP_012981061.1
OG0002974	XP_023395608.1	XP_040590543.1
OG0002975	XP_023395662.1	XP_012980832.1
OG0002977	XP_003416373.1	XP_005081831.1
OG0002978	XP_003416375.1	XP_012977204.1
OG0002979	XP_010594424.1	XP_040591360.1, XP_040596970.1, XP_040596855.1
OG0002980	XP_023400361.1	XP_005078115.1, XP_040602538.1
OG0002981	XP_023404578.1	XP_040611280.1
OG0002982	XP_010589049.1	XP_005071775.2
OG0002983	XP_003410564.1, XP_023404519.1	XP_005071821.1
