Orthogroup	Loxodonta_africana	Mus_musculus
OG0002244	XP_010594603.2	NP_077128.2, XP_036018031.1
OG0002245	XP_023411613.1	NP_001074937.1, NP_001074935.1, NP_001074934.1, NP_001074933.1, NP_065064.2, NP_001334417.1, NP_001074932.1, NP_001074931.1, XP_011239187.1, NP_001074938.1, NP_001074939.1, NP_001231865.1, NP_001074936.1
OG0002246	XP_003422532.1	NP_001346540.1, XP_030110791.1, NP_113583.2
OG0002247	XP_003422524.1	NP_057892.2
OG0002248	XP_010587113.1	NP_001365456.1, NP_001365454.1
OG0002249	XP_010594557.1, XP_003416542.1	NP_079880.1, NP_001343892.1
OG0002250	XP_003418831.2	NP_001407169.1, NP_598704.2, NP_001035774.1, NP_001407168.1, NP_001407172.1, NP_001407171.1, NP_001407173.1, NP_001407170.1
OG0002253	XP_023403178.1	NP_001106950.1, XP_017175000.1, NP_033172.2
OG0002254	XP_003418511.1	NP_877422.2
OG0002255	XP_010596416.1	NP_035708.2
OG0002257	XP_023404951.1	NP_032895.1
OG0002258	XP_003410934.1	NP_775600.1, NP_001343418.1, XP_011237114.1
OG0002259	XP_023409857.1	NP_071314.1, XP_006502211.1
OG0002261	XP_023409799.1	NP_001396408.1, NP_001396410.1, NP_001032811.2, NP_001396416.1, NP_001396415.1, NP_033744.1, NP_001396412.1, NP_001396413.1, NP_001396417.1, NP_001396418.1, NP_001396414.1, NP_001396409.1, NP_001396411.1
OG0002262	XP_003406350.1, XP_023399563.1	NP_001345235.1
OG0002263	XP_010587114.1, XP_003408878.1, XP_010587115.1	XP_006516134.1, NP_058552.1
OG0002264	XP_003408523.2, XP_023401892.1	XP_030102642.1, NP_001315976.1
OG0002265	XP_023401948.1	NP_543119.2
OG0002266	XP_003408869.1	NP_705815.1
OG0002267	XP_003408898.1, XP_023402302.1, XP_023402303.1	XP_006515979.1, NP_766541.2
OG0002268	XP_003408917.2	NP_848728.2
OG0002269	XP_023402316.1	XP_006516357.1, NP_780416.2, NP_001348845.1, NP_001348846.1
OG0002272	XP_023409155.1	NP_001359500.1, XP_006534667.1, NP_001156644.1, XP_980150.2, NP_001191966.1, XP_054875549.1, NP_001099031.1
OG0002275	XP_003417275.1	NP_001254520.1, NP_001020788.1, NP_001254521.1, XP_006534467.1, NP_083778.2, NP_001020789.1
OG0002276	XP_003417351.1	NP_034785.1
OG0002277	XP_010592760.1	NP_082300.1, XP_030102201.1
OG0002278	XP_023409249.1	NP_033165.1, NP_035468.1
OG0002279	XP_023397946.1	NP_001277342.1, XP_006497912.1, NP_033448.2
OG0002280	XP_003423272.1	NP_001107046.1
OG0002281	XP_003407565.2	NP_001411588.1
OG0002282	XP_010585871.1, XP_023400608.1	NP_083122.1, XP_030107995.1
OG0002283	XP_010585907.1	NP_001263354.1, NP_035503.1
OG0002285	XP_003407799.1, XP_023400717.1	NP_950190.2
OG0002286	XP_023398076.1	NP_001104758.1
OG0002287	XP_010600954.1	XP_030104178.1, NP_001152993.1
OG0002288	XP_003419781.1	NP_001398349.1, NP_032695.3
OG0002289	XP_003419830.1	NP_082607.3, XP_036015501.1
OG0002290	XP_010591915.1, XP_003413686.1	NP_001349796.1
OG0002291	XP_003407876.1	NP_001004025.1
OG0002292	XP_010589264.1, XP_003404569.1, XP_023405154.1	NP_001344385.1
OG0002293	XP_010586161.1, XP_023400949.1	NP_081554.2
OG0002294	XP_023401123.1	NP_001032798.1, NP_001356127.1, XP_006537591.1, NP_951012.2, NP_001413084.1, NP_001413083.1
OG0002295	XP_003407870.1, XP_003407871.2	NP_082805.1, NP_079899.1
OG0002296	XP_010590622.1	NP_001159888.2
OG0002297	XP_023400728.1	NP_001342051.1, NP_083105.3, XP_030099067.1
OG0002298	XP_003404424.1, XP_023399932.1	NP_001139441.1, NP_001139440.1, NP_081376.2
OG0002299	XP_023399493.1	NP_001366555.1, NP_001366556.1, NP_109658.2, XP_006538446.1
OG0002300	XP_010600603.1	NP_079945.1
OG0002302	XP_023412227.1, XP_010594982.1, XP_023412219.1	NP_001029044.1
OG0002304	XP_010598754.1	NP_510962.2, NP_001128565.1
OG0002305	XP_010585596.2	NP_001404759.1, NP_076222.1, NP_001404761.1, NP_001404760.1
OG0002306	XP_023400311.1	NP_001258638.1, NP_001258637.1, NP_034863.1
OG0002307	XP_003407263.1	NP_444352.2, XP_017170750.1
OG0002308	XP_003415371.1	NP_001005788.2
OG0002309	XP_023410070.1	NP_955767.1, XP_017175755.1
OG0002310	XP_010593631.1	NP_082418.1, NP_001356004.1, NP_001356005.1
OG0002311	XP_003415605.1	NP_778195.1, XP_006503160.1
OG0002312	XP_003417567.2	NP_766270.2
OG0002313	XP_003412483.1	NP_001411742.1, NP_033582.2, NP_001411744.1, NP_001411743.1, XP_006509379.1
OG0002314	XP_003422863.2	NP_083804.3
OG0002315	XP_010598745.1, XP_003420916.1	NP_031589.1
OG0002316	XP_003410055.1, XP_003410056.1	NP_083914.2, XP_030111522.1, NP_001155094.1, NP_001155093.1
OG0002317	XP_010590726.1, XP_010590725.1	NP_001012685.2
OG0002319	XP_023406905.1, XP_010590776.1, XP_023406904.1, XP_003412599.1, XP_023406906.1	NP_001161394.1, NP_080860.3, NP_001161393.1, XP_006509248.1
OG0002320	XP_010590255.1	NP_001369758.1, NP_001369759.1, NP_001369760.1, NP_001369757.1, NP_001369756.1, NP_001369761.1, NP_780640.2, NP_001369755.1, XP_006515093.1, NP_001369754.1
OG0002321	XP_023406314.1	XP_006514423.1, XP_030110817.1
OG0002322	XP_003413758.1	NP_083156.2, NP_001349038.1, XP_030111504.1
OG0002323	XP_023408549.1	XP_006506646.1, NP_077201.1, NP_001349007.1, NP_001349009.1, NP_001349008.1
OG0002324	XP_023396815.1	NP_081517.2
OG0002325	XP_003409526.1	NP_766100.1, NP_084161.1, XP_006501313.1
OG0002326	XP_023398015.1	NP_667222.1, NP_666794.1
OG0002327	XP_010590367.1	NP_001298045.1
OG0002328	XP_010597360.1	NP_001411741.1, NP_077193.1, NP_001343923.1, NP_001411740.1
OG0002329	XP_023412930.1, XP_010595527.1, XP_010595528.1, XP_003417554.1	NP_663575.1
OG0002330	XP_010591715.1, XP_003410489.1	NP_079799.1, XP_036019119.1
OG0002331	XP_003416716.1	NP_001390081.1
OG0002332	XP_003406064.1	NP_001135421.1, NP_001408816.1, NP_001408818.1, NP_001408819.1, NP_001408820.1, NP_001135420.1, NP_062274.1, NP_001408817.1
OG0002333	XP_023403366.1, XP_003409879.1	NP_034550.2, NP_001411398.1
OG0002334	XP_023403869.1	NP_758468.2, NP_001129712.1, NP_780552.1
OG0002335	XP_023403636.1	NP_033346.2, NP_001397375.1, NP_001397377.1, NP_001397376.1, XP_006505933.1
OG0002336	XP_010587997.1, XP_010587995.1, XP_010587996.1	XP_030111245.1, NP_001074615.1, NP_001391015.1, NP_001127931.1, NP_001127933.1, NP_001127932.1
OG0002337	XP_023403400.1	XP_036014787.1
OG0002338	XP_003410117.1	NP_079647.1, NP_001263371.1
OG0002339	XP_003409906.1	NP_083576.1
OG0002340	XP_003410134.1, XP_010588074.1	NP_062694.1, NP_001344218.1, XP_030100321.1, NP_001344219.1, NP_001344220.1
OG0002341	XP_010588129.1, XP_023403516.1, XP_003409723.1	NP_001366530.1
OG0002342	XP_023403552.1	XP_006512427.1, NP_083114.2
OG0002343	XP_023407967.1	NP_035396.1
OG0002344	XP_023408053.1	NP_067294.2, NP_001258405.1, XP_006524773.1, NP_001258407.1, NP_001258408.1, NP_001258406.1
OG0002345	XP_003415705.2	NP_079810.2, XP_017169000.1
OG0002346	XP_003418590.1	NP_079736.1
OG0002347	XP_023414279.1	XP_006507886.1, NP_001170883.1
OG0002348	XP_023394738.1	NP_038774.1, NP_001156655.1, XP_006507969.1, NP_001156658.1
OG0002349	XP_023394741.1	NP_796047.2, NP_001345843.1
OG0002350	XP_003423785.1, XP_003421559.2, XP_003421560.1	XP_017177763.1, NP_667267.1
OG0002351	XP_003415748.1	NP_666342.1, NP_001408349.1, NP_570934.1, XP_011241272.1
OG0002352	XP_003420016.1	NP_032650.1, XP_006510888.1
OG0002353	XP_010589836.1	NP_001347313.1, NP_766446.2, NP_001347311.1, XP_006499571.1
OG0002354	XP_023405906.1, XP_023405904.1, XP_003411695.1, XP_023405905.1	NP_032470.3
OG0002355	XP_003411578.1	XP_006500160.1, NP_080937.3, NP_001158290.1
OG0002356	XP_023413462.1	NP_067281.2, NP_001407081.1, NP_001264854.1, NP_001407080.1
OG0002357	XP_023406991.1	NP_666093.1, XP_006518442.1
OG0002358	XP_003418007.1	NP_056565.1, NP_001153637.2, XP_006529587.1, NP_001153636.1, NP_001407607.1, NP_001407608.1, NP_001153635.2
OG0002359	XP_010589098.1	NP_081109.1, NP_001032846.1, XP_030105881.1
OG0002360	XP_010589144.1, XP_010589145.1, XP_010589146.1	XP_006505627.1, NP_038566.1
OG0002362	XP_023410800.1	XP_017177262.1
OG0002363	XP_003405496.1	NP_001155239.1, NP_001155240.1, NP_766039.2, XP_030104297.1
OG0002364	XP_023402589.1	NP_001157832.1, NP_001157831.1, XP_006527061.1, NP_663477.3
OG0002365	XP_010587344.1	NP_938038.2, XP_011245647.1
OG0002366	XP_023402510.1	NP_001400915.1, XP_030106819.1, NP_038786.2, NP_001264029.1, NP_001157571.1, NP_001157572.1, NP_001400916.1, NP_001157573.1
OG0002367	XP_003420060.1	NP_871789.1
OG0002369	XP_023414400.1	NP_001407876.1, NP_001407867.1, NP_001407871.1, NP_001407868.1, NP_033188.3, NP_001407872.1, NP_001407874.1, NP_001407873.1, NP_001407866.1, NP_001407875.1, XP_036015740.1
OG0002370	XP_023414447.1, XP_003418715.2, XP_023414448.1, XP_023414446.1	NP_001343396.2
OG0002371	XP_003418730.1	NP_001153081.1, NP_001153082.1, NP_079933.2, NP_001153084.1, XP_006500079.1
OG0002372	XP_003418383.1	XP_006511636.1, NP_663593.2
OG0002373	XP_003418410.1	NP_849264.1
OG0002375	XP_023414900.1, XP_023414899.1, XP_023414901.1, XP_023414898.1	XP_006524160.1, NP_001229356.1, NP_694702.1
OG0002376	XP_003410423.1	NP_001343238.1, NP_080507.2
OG0002377	XP_023409018.1, XP_023409017.1, XP_023409016.1, XP_003414130.1, XP_023409015.1	XP_006506147.2, NP_899006.1
OG0002378	XP_023409085.1	NP_001369779.1
OG0002379	XP_003419018.2	NP_001404801.1, NP_848835.1
OG0002380	XP_023407532.1	XP_011244153.1, NP_733548.2
OG0002381	XP_003420657.1	NP_076270.3
OG0002382	XP_003412924.1	NP_035573.3
OG0002382	XP_010598356.1	NP_033263.2
OG0002383	XP_003412830.2, XP_023407339.1	NP_001077373.1, NP_001077374.1
OG0002384	XP_003412956.1	XP_006521876.1, XP_006522387.1, NP_958763.1, NP_001095881.1
OG0002385	XP_010598991.1	NP_666955.2
OG0002385	XP_003421187.2	NP_666752.1, XP_006516742.1
OG0002386	XP_003417865.1, XP_010595890.1, XP_023413372.1, XP_003417900.1	NP_032131.2
OG0002387	XP_023411582.1	XP_006516902.1, NP_031798.2
OG0002388	XP_023411473.1	NP_001276544.1, XP_006516727.1
OG0002390	XP_003406004.1	NP_001390540.1
OG0002391	XP_003406161.1	NP_001108081.1
OG0002392	XP_003410289.1	XP_006529147.1, NP_473418.3
OG0002393	XP_003421747.1	NP_001186280.1, NP_001186281.1, XP_006528407.1, NP_036170.1
OG0002394	XP_003416024.1	NP_081429.1
OG0002395	XP_003410493.1	NP_032837.1
OG0002395	XP_010594055.1	NP_032836.1
OG0002396	XP_023396928.1, XP_023396933.1, XP_023396942.1, XP_023396941.1, XP_023396945.1, XP_023396935.1, XP_023396938.1, XP_023396919.1, XP_023396944.1	NP_001019312.1, XP_030107204.1
OG0002397	XP_023396511.1	NP_001406071.1
OG0002402	XP_003420093.2	NP_001404384.1, NP_001404382.1, NP_001404381.1, NP_001404383.1, NP_035801.3
OG0002403	XP_003413919.1	NP_033118.1
OG0002404	XP_003414315.1	NP_035419.1
OG0002405	XP_003421749.1	NP_031568.2, NP_001398705.1
OG0002406	XP_023402027.1	NP_001239543.1
OG0002407	XP_003412957.1	NP_033735.3
OG0002409	XP_023409909.1	NP_001350679.1, NP_032197.3, XP_006505636.1
OG0002410	XP_023414671.1	NP_001139783.1
OG0002411	XP_003420836.1	NP_031838.2, NP_034127.2
OG0002412	XP_023395971.1	XP_036014186.1
OG0002413	XP_023395947.1, XP_010598903.1	NP_034515.1, NP_001172111.1
OG0002414	XP_010594172.1	XP_006523926.1, NP_035293.1
OG0002415	XP_023401613.1, XP_003408420.1	XP_011246439.1, NP_033929.2, NP_001077426.1
OG0002416	XP_023395622.1	NP_954607.1
OG0002418	XP_023404744.1	XP_036017008.1, NP_775570.1
OG0002419	XP_023412992.1, XP_023412991.1, XP_023412990.1	NP_076395.2, XP_006514834.1
OG0002420	XP_010589824.1, XP_003411476.1	NP_067310.1
OG0002421	XP_003404703.1	NP_032748.1
OG0002422	XP_003404541.1	NP_035673.3, XP_006532849.1
OG0002423	XP_023394816.1	NP_001156445.1
OG0002424	XP_003419254.2	XP_006523356.1, NP_032578.2
OG0002425	XP_010586498.1	NP_081415.1, NP_001015889.1
OG0002426	XP_003417352.1	NP_001342605.1, NP_031866.2, NP_001342606.1
OG0002427	XP_003409648.1	NP_001397442.1, NP_001355567.1, NP_001397441.1, NP_001397439.1, NP_001397438.1, NP_001397440.1, XP_006501183.1, NP_035067.2
OG0002428	XP_003412557.1, XP_010590735.1	NP_083781.2, XP_030099566.1, NP_001116292.1
OG0002429	XP_010586608.1, NP_001278408.1, NP_001288705.1	NP_001095928.1
OG0002430	XP_010593048.1, XP_010593047.1, XP_010593046.1	NP_035442.1, NP_001397502.1, NP_001397503.1, NP_001397504.1, NP_001397505.1, XP_036018862.1
OG0002431	XP_003423025.2, XP_023397623.1	NP_667055.2, NP_666977.2, XP_017174009.1, NP_666980.1, NP_666981.2
OG0002432	XP_003415015.1, XP_003415220.2, XP_003415219.2, XP_003415017.2, XP_010593321.1	NP_997020.3, NP_666925.2
OG0002433	XP_023397319.1	NP_666479.1
OG0002433	XP_003418337.1, XP_003418338.3, XP_003422410.1, XP_003418339.2	NP_667039.1
OG0002434	XP_023396354.1	NP_666965.2
OG0002435	XP_023405238.1	XP_006512786.1, NP_766373.2
OG0002437	XP_023399948.1	NP_001348073.1, NP_001348072.1, NP_001289285.1, XP_036016848.1, NP_001348074.1, NP_001348071.1, NP_766221.1
OG0002438	XP_003406760.1	NP_958750.1, XP_006526133.1
OG0002439	XP_023406603.1, XP_003403932.1	NP_766525.3, NP_001271283.1, XP_006512803.1, NP_001071175.1
OG0002440	XP_023402987.1	XP_006512540.1, NP_001345725.1, NP_079619.4
OG0002441	XP_003419277.1	NP_080920.2, XP_006523408.3
OG0002442	XP_010598294.1	NP_032439.2, NP_001041642.1, XP_011245457.1
OG0002443	XP_023399355.1	XP_030098750.1, NP_001347558.1, NP_077134.1
OG0002444	XP_023399849.1	XP_017167838.1, NP_001405894.1
OG0002445	XP_010584786.1	NP_109618.1
OG0002446	XP_003412358.2	NP_035829.1
OG0002447	XP_010584772.2	XP_006540120.2
OG0002448	XP_003410615.1	NP_001292366.1
OG0002449	XP_023401295.1, XP_003408131.1	NP_001033691.1
OG0002450	XP_023411327.1	NP_001036180.2, XP_006531195.1
OG0002451	XP_023411371.1	NP_001357999.1, NP_067365.2, NP_001357998.1, XP_036010096.1
OG0002452	XP_010593473.1, XP_023410257.1	NP_082879.1
OG0002453	XP_003415322.1	NP_001411880.1, NP_079573.2
OG0002454	XP_003415447.1, XP_010593396.1	NP_001406141.1, NP_001406138.1, NP_082211.1
OG0002455	XP_010591351.1	NP_032701.2, XP_036019700.1
OG0002456	XP_023407793.1	NP_001356221.1, NP_032572.3, NP_001155271.2, XP_006538677.1, NP_001408172.2
OG0002457	XP_023408249.1	NP_001074643.1
OG0002458	XP_003405060.1	NP_031900.3
OG0002459	XP_010587957.1	NP_001344056.1, XP_006529306.1
OG0002460	XP_003413951.1	NP_033827.2
OG0002461	XP_023401375.1	NP_031775.1
OG0002462	XP_003404718.1	NP_034206.1, NP_001278730.1
OG0002464	XP_010587498.1	NP_722474.2
OG0002465	XP_023414339.1	NP_001347003.1, XP_006519708.1, NP_083665.2
OG0002466	XP_003404732.1	NP_032765.3
OG0002467	XP_023406664.1, XP_023406668.1	XP_006532913.1, NP_663401.2, NP_850930.1
OG0002468	XP_003408065.1	XP_006517806.1, NP_080403.4, NP_001107022.1, NP_001347734.1
OG0002469	XP_010586428.2	XP_036013850.1, NP_001278368.1, NP_666054.2
OG0002470	XP_023395795.1	XP_036014717.1
OG0002471	XP_023412845.1, XP_010595450.1	NP_001408439.1, NP_001344541.1, NP_001344540.1, NP_001344539.1, NP_001344543.1, NP_001344542.1, XP_030100152.1, NP_898994.2
OG0002472	XP_023412846.1	NP_001025009.1
OG0002473	XP_003418254.1, XP_023413994.1, XP_023413996.1, XP_023413995.1	NP_001346629.1, NP_839941.1, NP_001077386.1, NP_001273543.1
OG0002474	XP_003418236.1	NP_001157215.1, NP_848507.2, NP_001157214.1
OG0002476	XP_023395472.1	NP_033047.2, XP_036012349.1, NP_001032853.1
OG0002477	XP_003418096.1	XP_036018681.1, NP_058018.2, XP_036019379.1
OG0002478	XP_023413893.1	NP_082226.1, XP_006531440.1
OG0002479	XP_023413898.1	NP_081034.1
OG0002480	XP_023412383.1	XP_006531254.1, NP_061293.2, NP_598718.2, NP_001273189.1
OG0002481	XP_010587570.1	XP_006519140.1, NP_899245.1
OG0002482	XP_003422527.1	NP_033729.1, NP_001276939.1, XP_036020624.1
OG0002483	XP_023397452.1	NP_001390246.1, NP_113596.2, NP_001390244.1
OG0002484	XP_010594585.1	XP_011239315.1, NP_598496.3
OG0002485	XP_023414706.1, XP_023414707.1	NP_796336.1
OG0002486	XP_003418891.2	NP_001355284.1, NP_034199.1, NP_001355287.1, XP_036008534.1, NP_001355285.1, NP_001355286.1, NP_001399253.1
OG0002487	XP_010596796.1	NP_034028.1, NP_001399177.1, NP_001288303.1, NP_001399176.1, XP_006507348.1
OG0002488	XP_003418884.1, XP_023414669.1	NP_666312.1
OG0002489	XP_023413058.1, XP_010595671.1, XP_010595674.1	NP_001401132.1
OG0002490	XP_023413077.1	XP_006524706.1, NP_001395135.1, NP_001156742.1
OG0002492	XP_003409432.1, XP_023403201.1, XP_023403202.1	NP_001171241.1, XP_036018970.1
OG0002493	XP_003409580.1	NP_766273.1
OG0002494	XP_010596412.1, XP_023414182.1, XP_010596413.1	NP_001155211.1, XP_006534863.1, NP_573511.2, NP_001155210.1
OG0002495	XP_023408372.1	NP_001343407.1, NP_573456.1, XP_006495672.1
OG0002496	XP_003410980.1, XP_003411078.1	NP_034224.1, NP_796073.1
OG0002497	XP_010589266.1, XP_023404976.1, XP_023404974.1, XP_023404975.1	NP_083025.1
OG0002498	XP_003410984.1	NP_001408120.1
OG0002499	XP_023409853.1	NP_084077.1, NP_001343953.1, XP_030108742.1
OG0002500	XP_023409844.1	NP_001156963.1, NP_001156961.1, NP_038686.3, NP_001156962.1, XP_006501250.1
OG0002501	XP_023399916.1	NP_444329.2
OG0002502	XP_010585421.2	XP_017173323.1, NP_034388.2
OG0002503	XP_003408673.1	NP_001404467.1
OG0002505	XP_003408862.1	NP_899009.2, XP_006516295.1
OG0002506	XP_003408638.1	NP_080811.1
OG0002507	XP_023402336.1	NP_001409909.1, NP_001025015.1, NP_001351294.1, NP_001025014.1, NP_001351297.1, NP_035835.1, XP_006515872.1, NP_001351296.1
OG0002509	XP_023412552.1, XP_003417377.1	NP_001350354.1, NP_598557.3
OG0002510	XP_023412493.1	NP_663414.3, XP_006533175.1
OG0002512	XP_003417429.1, XP_010595245.1	NP_081383.1
OG0002513	XP_003417340.1, XP_023412728.1, XP_010595302.1	NP_079551.3, NP_001239122.1
OG0002514	XP_003417263.1	NP_001258302.1, NP_001258304.1, NP_001258303.1, NP_001028607.1, XP_006533711.1, NP_001258301.1
OG0002515	XP_010592805.1	NP_001343253.1
OG0002516	XP_003422842.1	NP_080771.3, XP_006498322.1, NP_001032175.1
OG0002517	XP_010596301.1, XP_003405178.1	XP_030101044.1, NP_064337.1
OG0002518	XP_023415760.1	NP_001039023.1, NP_032863.2
OG0002519	XP_003419834.1	NP_064297.1
OG0002520	XP_023408373.1	NP_001407280.1, NP_001281100.1, NP_034873.2, NP_001407278.1, NP_001407279.1, NP_001020773.1, NP_001407277.1
OG0002521	XP_010591869.1	XP_006495776.1, NP_032388.1
OG0002522	XP_023408282.1	XP_006496069.1
OG0002523	XP_023396889.1	NP_001407579.1, NP_033565.2, NP_001276694.1, NP_001276695.1, NP_001276541.1
OG0002524	XP_003422308.1	NP_613046.2, NP_001039329.1, NP_001039328.1
OG0002525	XP_003404740.2	NP_079622.1
OG0002526	XP_010588736.1	NP_084373.1
OG0002526	XP_010592014.1	NP_080025.3, NP_001347913.1, XP_006526222.1
OG0002527	XP_023400975.1	NP_031412.2, NP_001406881.1
OG0002528	XP_023400955.1, XP_023400956.1, XP_003407673.1	NP_001078984.1, XP_036020082.1
OG0002529	XP_003407900.1	NP_001412055.1, XP_006538238.1, NP_001074641.1, NP_001412056.1
OG0002530	XP_023400812.1	NP_001366553.1, NP_001366552.1, NP_705724.1, NP_001366554.1
OG0002531	XP_023402834.1	NP_001170941.1
OG0002532	XP_010598888.1	NP_001386923.1
OG0002533	XP_023401860.1	NP_766206.1, NP_081336.1, XP_006524157.1
OG0002534	XP_010600466.1, XP_010600467.1	NP_079812.1, NP_001404497.1
OG0002535	XP_010586768.1, XP_003408494.1	XP_006520707.1, NP_001398645.1, NP_033035.3
OG0002536	XP_003422469.1	NP_001028401.2, NP_034121.4
OG0002537	XP_023396131.1	NP_001164983.2
OG0002538	XP_003406258.1, XP_023398592.1	NP_001288650.1, XP_030106038.1, NP_778180.1, NP_001288651.1
OG0002539	XP_010585693.1	XP_006505018.1, NP_598692.1, NP_082646.1
OG0002540	XP_003407156.1	XP_006505232.1, NP_082268.2
OG0002541	XP_023400146.1	NP_035913.1
OG0002542	XP_023400115.1	XP_030111367.1, NP_061239.1
OG0002543	XP_003407081.1	NP_001404633.1, NP_001404632.1, NP_081544.1, NP_001404631.1
OG0002544	XP_003407265.1	XP_006505015.1, NP_083266.1
OG0002545	XP_003415529.1	NP_034421.1
OG0002547	XP_023410313.1, XP_003415353.1, XP_023410312.1	NP_694799.1
OG0002548	XP_003415546.1	XP_036019940.1, NP_001343384.1, NP_001343385.1, NP_666265.3
OG0002549	XP_023410275.1	NP_803413.1, NP_001272814.1, NP_001272816.1, NP_001272817.1
OG0002550	XP_003405265.1, XP_010597279.1	NP_031818.3
OG0002551	XP_023395468.1	NP_032708.2, XP_036011566.1
OG0002552	XP_003405349.1	NP_001129041.1, NP_001129039.1, NP_001129040.1
OG0002553	XP_003405685.1	NP_083378.3, XP_006514318.1
OG0002554	XP_003417594.1	XP_006531551.1, NP_001009981.1, NP_084012.1, NP_001269037.1
OG0002555	XP_023414261.1, XP_003418544.1	NP_081771.2, NP_001366472.1, XP_006502121.1, NP_001366471.1
OG0002557	XP_003412458.1	NP_001351406.1
OG0002558	XP_010590783.1	XP_017168286.1, NP_001351381.1, NP_001351379.1, NP_808409.1, NP_001351380.1
OG0002559	XP_023406913.1, XP_003412467.1	NP_766499.2, NP_001413501.1
OG0002560	XP_023406172.1, XP_003411921.2	XP_006515284.1, NP_001300907.1
OG0002561	XP_023406312.1, XP_023406311.1, XP_023406313.1	NP_081497.2, NP_001350266.1
OG0002562	XP_023411066.1, XP_010594184.1, XP_003416137.1, XP_010594182.1, XP_023411065.1, XP_010594181.1, XP_010594185.1	NP_001157231.1
OG0002563	XP_003420454.2	NP_001030305.1, NP_001397280.1, NP_001397279.1, NP_001397278.1, NP_035505.2, XP_006505882.1, NP_001397282.1, NP_001397281.1, NP_001397283.1
OG0002565	XP_003409557.1	XP_006502075.1, NP_081251.1
OG0002566	XP_010587958.1	NP_001028474.1
OG0002567	XP_003409530.1	NP_001078852.1, XP_036019228.1, NP_001366475.1, NP_001366474.1, NP_076117.2
OG0002568	XP_023415535.1	XP_011245725.1
OG0002569	XP_003406941.1	NP_062364.3
OG0002570	XP_010597293.1	NP_001161256.1, NP_058617.3, NP_001129563.1, XP_011246934.1
OG0002571	XP_003419626.1	NP_001033320.1, NP_035923.1, NP_001273537.1
OG0002572	XP_003419687.1	NP_001161271.1, XP_030106858.1, NP_062803.4
OG0002573	XP_003419527.1, XP_010597415.1	NP_079886.2
