Orthogroup	Loxodonta_africana	Urocitellus_parryii
OG0000750	XP_010589400.1	XP_026238528.1
OG0000751	XP_003410930.1	XP_026244309.1, XP_026244310.1
OG0000752	XP_003414507.1	XP_026242932.1
OG0000752	XP_003414494.1, XP_023409177.1	XP_026242900.1, XP_026242894.1
OG0000754	XP_010592657.1, XP_003414707.1	XP_026242722.1, XP_026242723.1, XP_026235660.1
OG0000755	XP_003411644.1, XP_023405802.1	XP_026241625.1
OG0000755	XP_003413704.1	XP_026243033.1
OG0000756	XP_003404556.1	XP_026253938.1
OG0000757	XP_023400786.1	XP_026271075.1
OG0000758	XP_023410097.1	XP_026253459.1
OG0000759	XP_023403821.1, XP_023403820.1	XP_026269633.1
OG0000760	XP_010592005.1	XP_026237942.1, XP_026237944.1, XP_026237943.1
OG0000761	XP_003409636.1	XP_026249986.1, XP_026249984.1, XP_026249982.1, XP_026249983.1
OG0000762	XP_003412127.3, XP_003412128.1, XP_003412124.2, XP_003412125.2, XP_003412129.2	XP_026237111.1, XP_026235012.1
OG0000763	XP_023396750.1	XP_026260118.1, XP_026260121.1, XP_026260122.1, XP_026260120.1, XP_026260119.1
OG0000764	XP_003415832.2	XP_026261128.1
OG0000765	XP_023405884.1, XP_003411524.1, XP_023405883.1	XP_026257926.1
OG0000766	XP_023396180.1	XP_026263820.1
OG0000767	XP_023412125.1	XP_026254506.1
OG0000768	XP_003413880.2, XP_023408706.1, XP_010592074.1, XP_023408707.1	XP_026243541.1
OG0000769	XP_023404241.1	XP_026251939.1
OG0000770	XP_003414177.1	XP_026258926.1
OG0000770	XP_023394901.1	XP_026258402.1
OG0000772	XP_003404135.2	XP_026237124.1
OG0000772	XP_003404152.1	XP_026237171.1, XP_026238505.1
OG0000775	XP_023409382.1	XP_026242632.1, XP_026242633.1, XP_026242634.1
OG0000776	XP_003405954.3, XP_023397389.1	XP_026246229.1
OG0000776	XP_003406117.1	XP_026246224.1
OG0000777	XP_003418371.1, XP_023414019.1, XP_023414020.1	XP_026269198.1, XP_026269197.1, XP_026269195.1
OG0000778	XP_003408637.3	XP_026250019.1
OG0000779	XP_023395852.1	XP_026261844.1
OG0000779	XP_023395848.1	XP_026261846.1
OG0000780	XP_003410779.1	XP_026266035.1, XP_026266061.1, XP_026266056.1
OG0000781	XP_003421589.1, XP_003421482.2	XP_026256802.1
OG0000781	XP_003421488.1, XP_003421489.1	XP_026256721.1, XP_026256796.1
OG0000782	XP_010591413.1, XP_023407821.1, XP_023407820.1, XP_003413507.1, XP_023407819.1	XP_026253764.1, XP_026253765.1
OG0000783	XP_003421649.1	XP_026269965.1
OG0000784	XP_010587221.1	XP_026249590.1
OG0000785	XP_003421565.1	XP_026256700.1
OG0000785	XP_003421564.1	XP_026256790.1
OG0000786	XP_003423196.2, XP_003423376.2, XP_003423445.1, XP_003423197.2	XP_026237568.1, XP_026237992.1
OG0000787	XP_010600416.2	XP_026270157.1
OG0000788	XP_003422122.2	XP_026260321.1, XP_026260330.1, XP_026258487.1
OG0000789	XP_003423052.1, XP_003422683.1, XP_003423030.3, XP_023397916.1, XP_003423602.2, XP_023398026.1, XP_010600590.2, XP_023397917.1, XP_003423327.3, XP_003423180.1, XP_003423061.3	XP_026237886.1, XP_026237893.1, XP_026237884.1
OG0000790	XP_003422242.1, XP_003422232.1, XP_010600873.2, XP_003422236.1, XP_003422237.1, XP_003422228.1, XP_003422233.1, XP_003423795.1, XP_023397080.1, XP_003422238.1, XP_023397081.1, XP_003423528.1, XP_003422231.1, XP_003422229.1, XP_003422230.1, XP_003423529.1, XP_003422234.1, XP_003422235.1	XP_026236876.1
OG0000791	XP_023396687.1	XP_026265058.1
OG0000792	XP_023410547.1	XP_026248296.1
OG0000792	XP_010584891.1	XP_026237674.1
OG0000793	XP_010588917.1	XP_026267885.1
OG0000794	XP_010588095.1	XP_026257028.1
OG0000796	XP_023414325.1	XP_026255318.1, XP_026255319.1
OG0000797	XP_003415658.1	XP_026254838.1, XP_026254842.1, XP_026254839.1
OG0000798	XP_010598529.1	XP_026264448.1
OG0000798	XP_010598329.1	XP_026265776.1
OG0000799	XP_003411112.1, XP_010589547.1	XP_026237864.1, XP_026237880.1, XP_026237885.1, XP_026237871.1
OG0000800	XP_003418941.1	XP_026247862.1
OG0000800	XP_010596853.1, XP_010596852.1	XP_026258282.1, XP_026247861.1, XP_026258281.1
OG0000801	XP_023414588.1	XP_026258277.1, XP_026258275.1, XP_026258274.1, XP_026258276.1
OG0000802	XP_010600905.1	XP_026255090.1, XP_026269016.1
OG0000803	XP_023413259.1, XP_023413257.1, XP_023413258.1, XP_023413062.1	XP_026241092.1, XP_026241091.1
OG0000804	XP_010593146.1, XP_023409860.1, XP_003415209.1, XP_010593145.1	XP_026260794.1, XP_026260793.1
OG0000805	XP_003406417.1	XP_026250308.1
OG0000806	XP_010587227.1	XP_026267553.1
OG0000808	XP_003407634.1, XP_010586122.1, XP_010586121.1	XP_026271248.1, XP_026271257.1
OG0000809	XP_010585976.1	XP_026266134.1
OG0000810	XP_023397124.1	XP_026271222.1, XP_026271223.1, XP_026271224.1
OG0000811	XP_023397128.1, XP_003422301.1	XP_026271226.1, XP_026271227.1, XP_026271225.1
OG0000813	XP_003407321.1	XP_026248574.1
OG0000814	XP_023405432.1	XP_026266467.1
OG0000815	XP_023410389.1	XP_026253613.1
OG0000816	XP_003420271.2	XP_026254366.1
OG0000817	XP_003409861.1	XP_026261968.1
OG0000817	XP_003416756.1	XP_026266363.1
OG0000818	XP_023406179.1, XP_010590202.1, XP_010590201.1, XP_010590204.1, XP_003411925.1	XP_026252019.1, XP_026251943.1
OG0000819	XP_023398455.1	XP_026237649.1
OG0000820	XP_010599627.2	XP_026236763.1
OG0000821	XP_023406682.1	XP_026254955.1
OG0000822	XP_003422624.1, XP_010600222.1	XP_026267074.1, XP_026267075.1
OG0000823	XP_003410485.1	XP_026246704.1
OG0000824	XP_010588235.1	XP_026270856.1
OG0000825	XP_023403763.1, XP_003410038.1, XP_010588338.1, XP_010588339.1, XP_023403762.1	XP_026238874.1
OG0000826	XP_023408196.1	XP_026255653.1
OG0000827	XP_003420076.1, XP_010597864.1	XP_026243132.1, XP_026243131.1
OG0000828	XP_003409975.2	XP_026263870.1
OG0000829	XP_023410701.1	XP_026244409.1
OG0000831	XP_023407001.1	XP_026250875.1
OG0000832	XP_010587656.1	XP_026250919.1
OG0000833	XP_023413560.1	XP_026251994.1
OG0000834	XP_010598124.1	XP_026258769.1
OG0000835	XP_010597040.1	XP_026264683.1
OG0000836	XP_010587432.1	XP_026264753.1
OG0000836	XP_023404326.1	XP_026258970.1
OG0000837	XP_023410199.1	XP_026265086.1
OG0000838	XP_003405730.1	XP_026247736.1
OG0000839	XP_010587293.1	XP_026244909.1, XP_026244911.1, XP_026244908.1
OG0000840	XP_003410339.1	XP_026249324.1, XP_026249325.1
OG0000841	XP_010591221.1	XP_026251966.1
OG0000842	XP_023411466.1	XP_026240351.1
OG0000843	XP_010601016.1	XP_026244808.1
OG0000844	XP_003406122.1	XP_026258155.1
OG0000845	XP_010599380.1	XP_026236875.1, XP_026236872.1, XP_026236873.1, XP_026236874.1
OG0000846	XP_023396423.1	XP_026270015.1, XP_026270016.1
OG0000847	XP_003405570.1, XP_003405559.1, XP_023396118.1, XP_003405555.1, XP_003405553.1, XP_003405565.2, XP_003405552.2, XP_010599254.2, XP_003405131.2, XP_003405126.1	XP_026237757.1, XP_026236700.1
OG0000848	XP_003420630.1, XP_023395295.1	XP_026266972.1, XP_026266973.1
OG0000849	XP_023402413.1	XP_026250036.1
OG0000852	XP_010595054.1, XP_003405502.1	XP_026254436.1, XP_026254435.1, XP_026254437.1, XP_026254434.1
OG0000853	XP_003420569.1, XP_010598371.1	XP_026248110.1
OG0000856	XP_003420258.1	XP_026261160.1, XP_026261159.1
OG0000857	XP_003404898.1, XP_023406472.1, XP_023406478.1, XP_023406491.1, XP_010592347.1	XP_026270427.1, XP_026270426.1, XP_026270418.1
OG0000858	XP_003421411.1	XP_026262372.1
OG0000858	XP_010599186.2, XP_003421412.1	XP_026262374.1
OG0000859	XP_010591808.2	XP_026238349.1, XP_026238348.1, XP_026245681.1
OG0000860	XP_010585351.1, XP_003406689.1, XP_003406691.1	XP_026236321.1
OG0000861	XP_010586824.1	XP_026238020.1, XP_026270781.1, XP_026238264.1
OG0000862	XP_010586795.1	XP_026253406.1
OG0000863	XP_023396176.1	XP_026250800.1
OG0000866	XP_023399365.1	XP_026236319.1, XP_026236317.1, XP_026236314.1, XP_026236311.1, XP_026236318.1, XP_026236315.1, XP_026236316.1, XP_026236313.1, XP_026236312.1, XP_026236320.1
OG0000867	XP_003410755.1	XP_026256987.1, XP_026256989.1, XP_026256988.1
OG0000868	XP_003404620.1	XP_026240221.1
OG0000868	XP_003411373.1	XP_026242892.1
OG0000869	XP_003408933.1, XP_023402816.1, XP_010587510.1	XP_026261601.1
OG0000870	XP_023412119.1	XP_026236498.1
OG0000871	XP_003405958.3	XP_026245108.1
OG0000872	XP_023408274.1	XP_026268656.1
OG0000873	XP_010597338.1	XP_026252376.1
OG0000873	XP_010586888.1	XP_026269491.1
OG0000874	XP_010588586.1, XP_003410331.1	XP_026243270.1, XP_026243271.1
OG0000875	XP_023402071.1, XP_023402074.1, XP_003408784.1, XP_023402069.1, XP_023402073.1, XP_023402070.1, XP_010587006.1, XP_023402072.1	XP_026240931.1, XP_026240932.1, XP_026240930.1, XP_026240929.1
OG0000876	XP_010587141.1, XP_010587140.1	XP_026270902.1, XP_026270904.1, XP_026270901.1, XP_026270903.1
OG0000878	XP_003417363.2	XP_026266540.1, XP_026266538.1, XP_026266539.1
OG0000879	XP_010585937.1	XP_026242208.1, XP_026242207.1
OG0000881	XP_023400213.1, XP_010585585.1, XP_023400209.1, XP_023400210.1, XP_023400211.1, XP_023400212.1	XP_026255169.1, XP_026255170.1
OG0000882	XP_023400415.1	XP_026247296.1
OG0000883	XP_023415443.1, XP_003405308.1	XP_026253377.1, XP_026253379.1
OG0000885	XP_023403152.1	XP_026269926.1
OG0000886	XP_003419665.2	XP_026270224.1, XP_026270223.1, XP_026270225.1, XP_026270221.1
OG0000887	XP_003410021.1	XP_026238849.1, XP_026238848.1
OG0000888	XP_010599732.1, XP_023397044.1, XP_023397043.1	XP_026270467.1
OG0000889	XP_023406610.1	XP_026251637.1, XP_026251692.1
OG0000890	XP_003420160.2, XP_023394795.1, XP_003420121.1	XP_026256860.1
OG0000891	XP_010590925.1	XP_026249495.1
OG0000892	XP_010592304.1, XP_023408940.1, XP_023408941.1, XP_010592303.1, XP_023408943.1, XP_023408942.1	XP_026255101.1, XP_026255128.1, XP_026255112.1, XP_026255125.1, XP_026255134.1, XP_026255117.1
OG0000893	XP_010597043.1, XP_023414993.1	XP_026250987.1
OG0000894	XP_003410713.1	XP_026259005.1
OG0000895	XP_010591230.1, XP_003413022.1	XP_026250962.1
OG0000896	XP_010593164.2, XP_023409916.1	XP_026263776.1
OG0000896	XP_023409917.1	XP_026263777.1
OG0000898	XP_023396503.1, XP_023396501.1, XP_023396499.1, XP_023396500.1, XP_023396502.1	XP_026270843.1
OG0000901	XP_003410903.1	XP_026248654.1
OG0000901	XP_003410904.2, XP_003411016.1	XP_026248655.1, XP_026248622.1
OG0000902	XP_010586162.1	XP_026243726.1
OG0000903	XP_003421056.2	XP_026261891.1
OG0000904	XP_003405734.1	XP_026247703.1
OG0000905	XP_003417149.1	XP_026248422.1
OG0000906	XP_010599111.2	XP_026242280.1
OG0000907	XP_010598293.1	XP_026246982.1
OG0000908	XP_003413126.1	XP_026255463.1, XP_026255462.1
OG0000909	XP_023408842.1	XP_026244166.1, XP_026244167.1
OG0000910	XP_023404230.1	XP_026249307.1
OG0000911	XP_003422086.1, XP_010599682.1, XP_023396921.1, XP_023396922.1, XP_010599681.1, XP_023396920.1	XP_026266281.1, XP_026266285.1, XP_026266283.1, XP_026266280.1, XP_026266282.1, XP_026266286.1, XP_026266279.1, XP_026266277.1, XP_026266284.1
OG0000913	XP_010600588.1	XP_026236240.1
OG0000913	XP_003422907.1, XP_003422909.1, XP_023398016.1, XP_023398021.1, XP_003422906.1, XP_003422908.1, XP_003423167.1	XP_026236230.1
OG0000914	XP_003416960.1	XP_026246414.1
OG0000915	XP_023402532.1, XP_023402530.1, XP_023402531.1	XP_026256935.1
OG0000916	XP_010597141.1, XP_010597142.1	XP_026236895.1, XP_026249631.1, XP_026249632.1, XP_026249634.1, XP_026249633.1
OG0000917	XP_010597164.1	XP_026235331.1
OG0000917	XP_023413743.1	XP_026243379.1
OG0000919	XP_023395667.1, XP_003420877.1, XP_010598620.1	XP_026267932.1
OG0000920	XP_003412629.1	XP_026237706.1, XP_026237707.1, XP_026237710.1, XP_026237708.1, XP_026237711.1, XP_026237709.1, XP_026237705.1, XP_026237713.1, XP_026237714.1
OG0000921	XP_010594362.1, XP_003416339.1	XP_026251460.1, XP_026251462.1, XP_026251461.1
OG0000922	XP_003416016.1	XP_026252498.1
OG0000923	XP_023405632.1	XP_026258041.1
OG0000923	XP_023410204.1	XP_026247454.1
OG0000924	XP_010593773.1	XP_026248280.1
OG0000924	XP_010591396.1	XP_026256553.1
OG0000925	XP_003408164.1	XP_026238412.1
OG0000926	XP_023395460.1	XP_026258388.1, XP_026258389.1
OG0000928	XP_023411113.1	XP_026235659.1
OG0000928	XP_003416920.1	XP_026236482.1
OG0000929	XP_003417074.2	XP_026269026.1
OG0000930	XP_010600128.1, XP_003422553.1, XP_010600126.1	XP_026259946.1
OG0000931	XP_023413178.1	XP_026241120.1, XP_026241118.1, XP_026241119.1
OG0000932	XP_003417849.1	XP_026241340.1
OG0000933	XP_010593303.2	XP_026260822.1, XP_026260821.1
OG0000934	XP_003408583.2	XP_026257481.1, XP_026257176.1
OG0000935	XP_023402367.1	XP_026261273.1, XP_026261272.1
OG0000936	XP_003414332.1	XP_026268160.1
OG0000937	XP_023409386.1	XP_026242748.1
OG0000938	XP_003411480.1	XP_026253433.1, XP_026253434.1
OG0000939	XP_003407773.1	XP_026242194.1, XP_026242193.1
OG0000940	XP_003419813.1	XP_026267302.1, XP_026267303.1, XP_026267300.1, XP_026267301.1
OG0000941	XP_003413711.1, XP_023408498.1, XP_023408500.1, XP_010591938.1, XP_023408501.1, XP_023408499.1	XP_026260887.1
OG0000943	XP_003421077.1	XP_026239481.1
OG0000944	XP_023401686.1	XP_026240386.1
OG0000945	XP_003408218.1, XP_023401728.1, XP_023401729.1	XP_026262456.1, XP_026262457.1
OG0000946	XP_023401764.1, XP_023401763.1	XP_026263482.1
OG0000947	XP_010593626.1, XP_023410458.1, XP_023410459.1	XP_026253470.1, XP_026253475.1, XP_026253474.1, XP_026253472.1, XP_026253473.1
OG0000948	XP_023395332.1	XP_026265165.1
OG0000949	XP_003412005.1	XP_026250029.1, XP_026249884.1
OG0000951	XP_010588839.1	XP_026268007.1, XP_026268009.1, XP_026268010.1, XP_026268008.1
OG0000952	XP_003409998.1	XP_026266710.1
OG0000953	XP_023403892.1	XP_026245874.1, XP_026245871.1, XP_026245875.1, XP_026245872.1, XP_026245873.1
OG0000953	XP_023407364.1	XP_026245178.1
OG0000954	XP_023408173.1, XP_010591634.1, XP_003413409.1, XP_023408174.1	XP_026255499.1, XP_026255502.1, XP_026255500.1, XP_026255503.1
OG0000955	XP_010593697.1, XP_003415694.1	XP_026251894.1, XP_026251893.1, XP_026251892.1
OG0000956	XP_023394665.1	XP_026243114.1
OG0000957	XP_003412359.1	XP_026268065.1
OG0000959	XP_003417931.1	XP_026252058.1
OG0000960	XP_023404757.1	XP_026266856.1
OG0000961	XP_003405375.2	XP_026266684.1
OG0000962	XP_010594849.1	XP_026262800.1
OG0000963	XP_023394620.1	XP_026264282.1, XP_026264284.1, XP_026264279.1, XP_026264280.1, XP_026264283.1, XP_026264281.1
OG0000964	XP_003410384.1	XP_026249789.1
OG0000965	XP_003414134.1, XP_023409034.1, XP_023409033.1, XP_023409032.1	XP_026235433.1
OG0000966	XP_010591245.1	XP_026250397.1
OG0000967	XP_023396650.1, XP_023396651.1, XP_023396649.1	XP_026271100.1
OG0000967	XP_023398478.1, XP_023396652.1	XP_026237273.1
OG0000968	XP_003414876.1, XP_023409693.1	XP_026258667.1, XP_026258668.1
OG0000969	XP_003421281.1	XP_026259326.1
OG0000970	XP_023396166.1, XP_010599076.1	XP_026259299.1
OG0000971	XP_023414924.1, XP_023414946.1, XP_023414923.1, XP_023414926.1, XP_023414925.1	XP_026237582.1
OG0000972	XP_023401925.1	XP_026246874.1
OG0000975	XP_010586290.1	XP_026238680.1, XP_026267871.1
OG0000976	XP_010599666.1	XP_026269866.1
OG0000976	XP_023402549.1	XP_026256924.1
OG0000977	XP_010597265.1	XP_026267838.1
OG0000978	XP_023412635.1	XP_026260666.1
OG0000979	XP_010597195.1	XP_026257451.1
OG0000979	XP_010596797.1	XP_026236708.1
OG0000980	XP_010599300.1, XP_003421623.1	XP_026267788.1, XP_026267786.1
OG0000981	XP_003412833.1	XP_026245098.1
OG0000981	XP_023412181.1	XP_026246274.1
OG0000982	XP_010586598.1	XP_026249029.1
OG0000983	XP_010594750.1, XP_023411877.1, XP_010594756.1, XP_023411869.1, XP_023411876.1	XP_026262827.1
OG0000984	XP_010593020.1	XP_026268475.1
OG0000985	XP_023410188.1, XP_003415479.1	XP_026247525.1
OG0000986	XP_010589785.1	XP_026240238.1
OG0000987	XP_003412282.1, XP_003412281.1, XP_003412280.1, XP_023406378.1	XP_026235010.1, XP_026235022.1, XP_026235033.1
OG0000989	XP_003421207.1, XP_003421208.1, XP_003421206.1, XP_003421205.1	XP_026235456.1, XP_026235457.1
OG0000990	XP_010593007.1	XP_026258675.1
OG0000991	XP_023399502.1, XP_003406300.1	XP_026244457.1, XP_026244458.1
OG0000992	XP_023399931.1	XP_026257763.1
OG0000993	XP_023413249.1	XP_026236440.1
OG0000994	XP_010585814.1, XP_023400514.1	XP_026245077.1, XP_026245078.1
OG0000995	XP_003416581.1	XP_026259935.1
OG0000996	XP_010584907.1	XP_026236949.1, XP_026236947.1
OG0000997	XP_023395625.1	XP_026235874.1
OG0000998	XP_010594428.1, XP_023411431.1	XP_026247042.1, XP_026247041.1, XP_026247043.1, XP_026247044.1
OG0000999	XP_023404685.1, XP_023404686.1, XP_023404684.1, XP_010589032.1, XP_003410630.1	XP_026264353.1
OG0001000	XP_023411331.1	XP_026251426.1, XP_026251428.1, XP_026251427.1, XP_026251425.1
OG0001001	XP_010588082.1	XP_026247101.1
OG0001002	XP_023404916.1	XP_026268922.1
OG0001003	XP_003418640.1, XP_023414333.1, XP_023414334.1, XP_023414332.1	XP_026252798.1
OG0001004	XP_023406396.1	XP_026270412.1
OG0001005	XP_003418248.1	XP_026248341.1, XP_026248338.1, XP_026248342.1
OG0001006	XP_010593756.1	XP_026248359.1
OG0001007	XP_023413800.1	XP_026257714.1
OG0001008	XP_023412427.1	XP_026255052.1
OG0001009	XP_003416599.2	XP_026252727.1
OG0001010	XP_023411738.1	XP_026259932.1, XP_026259934.1, XP_026259931.1, XP_026259933.1
OG0001011	XP_010596738.1, XP_010596741.1, XP_010596740.1, XP_023414592.1, XP_023414591.1, XP_010596739.1	XP_026258293.1, XP_026258295.1, XP_026258291.1, XP_026258292.1
OG0001012	XP_023413065.1	XP_026241061.1
OG0001013	XP_003417832.2	XP_026241305.1
OG0001014	XP_003417356.1	XP_026266495.1
OG0001014	XP_003411077.1	XP_026261521.1
OG0001015	XP_023404902.1	XP_026238120.1
OG0001016	XP_003410329.1	XP_026243284.1
OG0001017	XP_003410982.1, XP_010589371.1	XP_026261520.1, XP_026261518.1, XP_026261519.1
OG0001018	XP_003415130.1, XP_010593051.1	XP_026268750.1
OG0001019	XP_010585149.1, XP_003406838.1, XP_023399747.1, XP_023399748.1	XP_026237562.1, XP_026237561.1
OG0001020	XP_023409201.1, XP_023409533.1	XP_026264066.1
OG0001021	XP_023413600.1	XP_026254174.1
OG0001022	XP_023414609.1	XP_026242412.1
OG0001023	XP_003412208.1	XP_026251686.1
OG0001023	XP_010597580.1	XP_026250166.1
OG0001024	XP_023396912.1	XP_026269852.1, XP_026269853.1
OG0001025	XP_003417644.1	XP_026242983.1
OG0001026	XP_010588364.1	XP_026255950.1
OG0001026	XP_023403301.1	XP_026255970.1
OG0001027	XP_003407356.1	XP_026243734.1, XP_026243735.1, XP_026243732.1, XP_026243731.1, XP_026243733.1
OG0001028	XP_010593781.1, XP_010599954.1, XP_003407661.1	XP_026243695.1, XP_026243694.1
OG0001029	XP_003403951.2, XP_003420425.1	XP_026239295.1
OG0001030	XP_010600475.2	XP_026265654.1, XP_026265653.1
OG0001031	XP_010593568.1	XP_026268681.1
OG0001032	XP_010590288.1, XP_003411984.1, XP_010590289.1, XP_023406297.1	XP_026259983.1
OG0001033	XP_003409629.1	XP_026249896.1
OG0001034	XP_010600834.1	XP_026261107.1
OG0001035	XP_023400291.1, XP_023400292.1, XP_023400290.1, XP_023400294.1, XP_003407251.1, XP_023400293.1	XP_026251571.1
OG0001036	XP_023406681.1	XP_026254946.1, XP_026254944.1, XP_026254945.1
OG0001037	XP_003409812.1	XP_026238766.1
OG0001038	XP_010588061.1	XP_026239660.1, XP_026239661.1, XP_026239662.1
OG0001039	XP_010597743.1, XP_023394505.1, XP_023394504.1	XP_026246756.1, XP_026246755.1
OG0001040	XP_003409677.1	XP_026250903.1
OG0001041	XP_023408911.1, XP_003414000.1	XP_026244163.1, XP_026244161.1, XP_026244162.1
OG0001042	XP_023396073.1, XP_023396075.1, XP_023396071.1, XP_023396076.1, XP_023396072.1, XP_023396074.1	XP_026270570.1
OG0001043	XP_023415204.1	XP_026264996.1
OG0001044	XP_023410353.1	XP_026269940.1
OG0001045	XP_003405074.1	XP_026254601.1
OG0001046	XP_023402908.1, XP_010599930.1	XP_026255310.1
OG0001047	XP_003419759.1	XP_026240099.1, XP_026240098.1
OG0001048	XP_023401587.1, XP_003408410.2, XP_023401590.1, XP_023401588.1, XP_023401589.1, XP_023401586.1, XP_023401591.1	XP_026240525.1
OG0001049	XP_010592025.1	XP_026243575.1, XP_026243578.1, XP_026243576.1, XP_026243577.1
OG0001050	XP_003414178.1	XP_026258952.1
OG0001050	XP_010599419.2	XP_026268581.1
OG0001051	XP_023407282.1, XP_010591109.1, XP_023407283.1, XP_003412928.1	XP_026245196.1
OG0001052	XP_023396013.1, XP_023396014.1, XP_003421183.1, XP_023396012.1, XP_003421182.1	XP_026270335.1
OG0001053	XP_003421861.1	XP_026271078.1
OG0001053	XP_003421860.1	XP_026271097.1, XP_026271098.1, XP_026271099.1
OG0001054	XP_010584679.2	XP_026244849.1, XP_026244850.1
OG0001056	XP_023413653.1, XP_010595998.1, XP_023413654.1, XP_003418077.1, XP_010595999.1, XP_010596000.1	XP_026262499.1, XP_026262497.1, XP_026262496.1
OG0001060	XP_010599119.1, XP_010599077.1, XP_010595677.1, XP_010595715.2, XP_003422890.1, XP_003405534.2, XP_010595704.1, XP_010595723.1	XP_026236701.1
OG0001061	XP_023415269.1	XP_026259205.1
OG0001061	XP_010597281.1	XP_026259197.1
OG0001062	XP_003417850.1	XP_026241159.1
OG0001063	XP_010598589.2, XP_003421307.2	XP_026265369.1
OG0001064	XP_010597943.1	XP_026243046.1
OG0001064	XP_003420132.1	XP_026243047.1
OG0001065	XP_003407414.1	XP_026257772.1
OG0001065	XP_003407756.1	XP_026257774.1
OG0001067	XP_023398920.1	XP_026259472.1
OG0001067	XP_010585209.1	XP_026259579.1
OG0001068	XP_023411394.1	XP_026246968.1, XP_026246974.1, XP_026246970.1, XP_026246973.1, XP_026246969.1, XP_026246972.1, XP_026246971.1
OG0001069	XP_023404669.1	XP_026266039.1
OG0001070	XP_003408136.1	XP_026249068.1
OG0001071	XP_010593423.1, XP_023410172.1, XP_023410171.1, XP_023410173.1	XP_026247408.1
