Orthogroup	Loxodonta_africana	Echinops_telfairi
OG0003989	XP_010586635.1	XP_045151014.1
OG0003990	XP_023401599.1	XP_045143618.1
OG0003991	XP_023401665.1	XP_004697763.1
OG0003992	XP_003418679.2	XP_004712726.1
OG0003993	XP_010596651.1	XP_045143915.1
OG0003994	XP_010597995.1	XP_045142472.1
OG0003995	XP_023394844.1	XP_004709468.1
OG0003996	XP_003418453.1	XP_045150887.1
OG0003997	XP_023414083.1	XP_045150889.1
OG0003998	XP_023408629.1	XP_045141665.1
OG0003999	XP_023408716.1	XP_030744945.1
OG0004000	XP_023404236.1	XP_030744641.1
OG0004001	XP_010596971.1	XP_045140750.1
OG0004002	XP_003419083.1	XP_012861235.1, XP_004696958.1
OG0004003	XP_010596986.1	XP_045140566.1
OG0004004	XP_023396775.1, XP_003421994.1	XP_045140857.1
OG0004006	XP_003410427.1	XP_045140197.1
OG0004007	XP_023404313.1	XP_004703349.1
OG0004008	XP_003410519.1	XP_004703338.1
OG0004009	XP_010588772.1	XP_004703496.1
OG0004010	XP_023409064.1	XP_004703465.1
OG0004011	XP_003414184.2	XP_004703272.2
OG0004012	XP_010591254.1, XP_023407572.1	XP_004706459.2
OG0004013	XP_003413024.1	XP_004709852.1
OG0004014	XP_010591211.1	XP_004712290.1, XP_045143502.1
OG0004015	XP_003412977.1	XP_045143522.1
OG0004016	XP_003412844.1	XP_004712400.1
OG0004017	XP_003408127.1	XP_045141247.1
OG0004018	XP_003408178.2	XP_004698175.1
OG0004019	XP_023401139.1	XP_045141276.1
OG0004020	XP_010586368.1, XP_010586369.1, XP_003408118.1	XP_012864017.2
OG0004021	XP_023397709.1	XP_030744812.1
OG0004022	XP_023407305.1	XP_045152357.1
OG0004023	XP_003412949.1	XP_004713477.1
OG0004024	XP_023407389.1	XP_004713518.1
OG0004025	XP_010601163.1	XP_045154894.1, XP_004703832.1, XP_045154899.1
OG0004026	XP_003405874.1	XP_004703972.1
OG0004027	XP_010601127.1	XP_045153871.1
OG0004028	XP_023398432.1	XP_045151694.1, XP_045151690.1
OG0004029	XP_023398806.1	XP_012859781.2
OG0004030	XP_010600366.1	XP_004701842.2
OG0004031	XP_003405947.1	XP_004701664.1, XP_045152155.1
OG0004032	XP_023404095.1	XP_045154074.1
OG0004033	XP_010593230.1	XP_004706820.1
OG0004034	XP_010593172.1, XP_023409934.1, XP_003415230.1	XP_004716563.1
OG0004035	XP_023409720.1	XP_045154453.1, XP_004716609.4
OG0004037	XP_023397065.1	XP_004717304.1
OG0004038	XP_010596080.2	XP_004714626.1, XP_045140092.1
OG0004039	XP_010596001.1	XP_045144246.1
OG0004040	XP_010595987.1	XP_045144219.1
OG0004041	XP_023407170.1	XP_004715500.1
OG0004042	XP_003412794.1	XP_004715493.1
OG0004043	XP_003412736.2, XP_023407225.1	XP_004715497.1
OG0004044	XP_010590997.1	XP_045146500.1
OG0004045	XP_023394647.1	XP_004711245.1
OG0004047	XP_023395728.1	XP_004715421.1
OG0004048	XP_023395224.1	XP_045144277.1
OG0004049	XP_023396171.1	XP_045141502.1
OG0004050	XP_010590303.1	XP_004711193.1
OG0004051	XP_003418534.1, XP_003422613.1	XP_004697304.1, XP_004696927.1
OG0004052	XP_023401420.1	XP_004703743.1
OG0004053	XP_023410150.1	XP_030743177.1
OG0004054	XP_023412538.1, XP_023412537.1	XP_004709268.1
OG0004055	XP_003421440.3, XP_010599227.1, XP_010601047.2, XP_003421442.1, XP_003421441.1, XP_003421443.1, XP_010599228.1	XP_004715029.1
OG0004063	XP_023405591.1	XP_004703209.1
OG0004064	XP_010596321.1	XP_045142411.1, XP_012862251.1
OG0004065	XP_023410564.1	XP_045150917.1
OG0004066	XP_010590185.1	XP_004709888.1
OG0004067	XP_023406387.1	XP_045140767.1
OG0004068	XP_003414924.1	XP_004706792.1
OG0004070	XP_003420941.1	XP_045145349.1, XP_004700277.1
OG0004071	XP_023415496.1	XP_030743391.1
OG0004072	XP_003404498.1	XP_045150822.1
OG0004073	XP_010591406.1	XP_012860767.2
OG0004074	XP_010598032.1	XP_045154595.1
OG0004075	XP_010584803.1	XP_045148568.1
OG0004076	XP_003407888.1	XP_004711127.1
OG0004077	XP_023414001.1	XP_004712913.1
OG0004078	XP_003414842.1	XP_004710117.1
OG0004079	XP_023406889.1	XP_045142817.1
OG0004080	XP_023407650.1	XP_045145642.1
OG0004081	XP_003419664.1, XP_010597379.1	XP_004713564.1, XP_045153280.1
OG0004082	XP_003422289.1	XP_045148797.1
OG0004083	XP_010598907.1	XP_045148422.1
OG0004084	XP_003411267.1, XP_023405214.1	XP_004699360.1
OG0004085	XP_003419002.1	XP_045152514.1, XP_045142083.1
OG0004086	XP_003405842.1	XP_004703808.1
OG0004087	XP_023406050.1, XP_023406052.1	XP_045151364.1
OG0004088	XP_003420347.1	XP_004709644.1
OG0004089	XP_023396086.1	XP_045153437.1
OG0004090	XP_023405961.1	XP_045151177.1
OG0004092	XP_023404200.1, XP_023404199.1, XP_023404201.1	XP_004697011.1
OG0004094	XP_003419115.1, XP_023415104.1	XP_004716785.1
OG0004095	XP_010588593.2	XP_004699923.1
OG0004096	XP_023408875.1	XP_004714889.1
OG0004097	XP_003419840.2	XP_045146695.1
OG0004098	XP_023400823.1	XP_030743364.1
OG0004099	XP_003419590.1	XP_004713646.1, XP_045153202.1
OG0004100	XP_023408956.1	XP_045139688.1
OG0004102	XP_023411528.1	XP_045151710.1
OG0004104	XP_010588169.1	XP_012860461.1
OG0004105	XP_003416962.1	XP_012862822.1, XP_004706983.1
OG0004106	XP_003406902.1	XP_045148334.1
OG0004107	XP_003420477.1	XP_045145363.1, XP_045154635.1, XP_045142220.1, XP_045154134.1, XP_004713920.1, XP_004713921.1, XP_004713919.1
OG0004109	XP_023409710.1	XP_045154434.1
OG0004110	XP_010584802.1	XP_045144042.1, XP_004710493.1
OG0004111	XP_023411069.1	XP_004711181.1
OG0004112	XP_003422706.1, XP_023414269.1, XP_003405013.2	XP_004697299.1
OG0004113	XP_023415681.1	XP_045148437.1, XP_045148417.1
OG0004114	XP_023395329.1	XP_004700874.1
OG0004115	XP_010601063.1, XP_023398219.1	XP_004698913.1
OG0004116	XP_003421370.1	XP_004717428.1
OG0004116	XP_003413336.3	XP_004715523.2
OG0004117	XP_003421608.1	XP_004717092.1
OG0004118	XP_003405533.1	XP_012864163.1
OG0004119	XP_003421684.1, XP_003423644.1	XP_004698909.1
OG0004120	XP_003414202.1	XP_030744408.2
OG0004121	XP_023402717.1, XP_003404139.1	XP_004702000.1
OG0004122	XP_023399505.1	XP_012860220.2
OG0004123	XP_003406324.1	XP_004703077.1, XP_045152154.1
OG0004124	XP_023411180.1	XP_045150446.1
OG0004125	XP_023411012.1	XP_045150530.1
OG0004126	XP_023410102.1, XP_003404055.1	XP_004702035.2
OG0004127	XP_003419247.1	XP_045150371.1
OG0004128	XP_023415108.1, XP_023415106.1, XP_023415107.1, XP_003419248.1	XP_004702157.1
OG0004129	XP_023415139.1	XP_004702156.1
OG0004130	XP_003404314.2	XP_045150463.1
OG0004131	XP_003404274.1, XP_010592329.1, XP_010592295.1	XP_004702114.1
OG0004132	XP_023400441.1	XP_045145365.1
OG0004133	XP_003407413.1	XP_045145356.1, XP_045145357.1
OG0004134	XP_023401060.1	XP_045145371.1, XP_045145372.1
OG0004135	XP_003406925.1	XP_004715711.2
OG0004136	XP_023399361.1	XP_045148288.1
OG0004137	XP_023398997.1	XP_004710496.1
OG0004138	XP_023399834.1	XP_045148574.1, XP_045148359.1
OG0004139	XP_010584821.1	XP_045148770.1
OG0004140	XP_003408148.1	XP_004701549.1, XP_045141157.1
OG0004141	XP_023398943.1	XP_030742199.2
OG0004142	XP_023398881.1	XP_030742254.1
OG0004143	XP_023398854.1	XP_045148660.1
OG0004144	XP_023395649.1	XP_045148948.1
OG0004146	XP_010598661.1	XP_045148916.1
OG0004147	XP_023395591.1	XP_045148645.1
OG0004148	XP_003420853.2	XP_004715912.1
OG0004148	XP_003420810.1	XP_004715911.1
OG0004149	XP_023411424.1	XP_004704770.1
OG0004150	XP_010591380.1, XP_010591381.1, XP_010591382.1, XP_023407796.1	XP_004705214.1
OG0004151	XP_023408260.1	XP_045155138.1
OG0004151	XP_023407835.1	XP_045154938.1
OG0004152	XP_023404632.1	XP_030744207.2
OG0004153	XP_003410607.1	XP_045141528.1
OG0004154	XP_010589036.1	XP_045141516.1
OG0004155	XP_023406136.1	XP_004696756.1
OG0004156	XP_010586460.1	XP_004703644.1
OG0004157	XP_003408111.2	XP_004703630.1
OG0004158	XP_003416392.1, XP_023411323.1	XP_004704749.1
OG0004159	XP_003415525.1	XP_004705048.1
OG0004160	XP_010593367.1	XP_045154678.1
OG0004161	XP_003415281.2	XP_045155023.1
OG0004163	XP_010591354.1	XP_045154878.1
OG0004164	XP_010591356.1	XP_045154819.1, XP_045154818.1, XP_045154817.1, XP_004705199.1, XP_045154820.1
OG0004165	XP_023408244.1	XP_012860760.1
OG0004167	XP_003405028.1	XP_004703545.1
OG0004168	XP_023401370.1	XP_004703707.1
OG0004169	XP_003413845.2	XP_004709938.1
OG0004170	XP_023408831.1	XP_030743230.1
OG0004171	XP_003413943.1	XP_004709953.1
OG0004172	XP_023408804.1	XP_004709930.1
OG0004173	XP_010592097.1	XP_045142232.1
OG0004174	XP_023408756.1	XP_004708140.2
OG0004175	XP_003413908.1	XP_030740349.1
OG0004176	XP_023408603.1	XP_004708132.1
OG0004177	XP_023408734.1	XP_045141778.1
OG0004178	XP_023405501.1	XP_012863278.3
OG0004179	XP_010589719.1	XP_004703222.1
OG0004180	XP_023408731.1	XP_004700082.1
OG0004181	XP_003409326.1	XP_045147470.1
OG0004182	XP_023402750.1	XP_004701171.1
OG0004183	XP_003409336.1	XP_045147422.1
OG0004184	XP_003409086.1	XP_004701443.1
OG0004185	XP_003409106.1	XP_045147545.1
OG0004186	XP_023407240.1, XP_023407248.1, XP_003404710.1	XP_004696848.1
OG0004187	XP_003404696.1	XP_004696833.1
OG0004188	XP_010590577.1	XP_012861633.2
OG0004189	XP_023406615.1	XP_045140395.1, XP_004697155.1
OG0004190	XP_003418235.2	XP_004712827.2
OG0004191	XP_003418281.1	XP_004718027.1
OG0004192	XP_003417463.1	XP_045139606.1
OG0004193	XP_003417524.1, XP_003423775.3	XP_045139596.1, XP_004714224.1, XP_045139594.1, XP_045139595.1
OG0004194	XP_003418255.1	XP_045151063.1, XP_004713975.1, XP_045151062.1
OG0004195	XP_003418252.1, XP_023413991.1	XP_004716333.1, XP_004707724.2, XP_012860433.2
OG0004196	XP_023413921.1	XP_004712890.1
OG0004197	XP_010596213.1	XP_045139523.1, XP_012862737.2, XP_045139524.1
OG0004198	XP_023413931.1	XP_004712858.1
OG0004199	XP_010596194.1	XP_004712867.1
OG0004200	XP_003415678.1	XP_004709093.3
OG0004201	XP_003415672.1	XP_004709030.1
OG0004203	XP_010593727.1	XP_004709062.1, XP_012861700.2
OG0004204	XP_003416902.1	XP_004716211.1
OG0004205	XP_023411917.1	XP_045149256.1, XP_045149254.1
OG0004206	XP_023412141.1	XP_012862790.1, XP_045149450.1
OG0004207	XP_003416799.1, XP_023412171.1	XP_004713057.1
OG0004208	XP_023412196.1	XP_012862778.2
OG0004209	XP_003416830.1	XP_004713073.2
OG0004210	XP_003420713.1	XP_045149456.1, XP_004713019.1
OG0004211	XP_023405264.1	XP_045147719.1
OG0004212	XP_003411086.1	XP_004699422.1
OG0004213	XP_003413540.1	XP_045155151.1
OG0004214	XP_023407886.1	XP_045154941.1
OG0004215	XP_003413531.1	XP_004705248.1
OG0004216	XP_023407839.1, XP_003413527.1	XP_004705497.1
OG0004217	XP_010596086.1	XP_045149519.1
OG0004218	XP_010596093.1	XP_045149767.1
OG0004220	XP_010596100.1	XP_004699441.1, XP_004704556.1
OG0004221	XP_003418123.2	XP_045149708.1
OG0004222	XP_003418127.1	XP_004704579.1, XP_045149587.1
OG0004223	XP_003418199.1	XP_004704819.1
OG0004224	XP_003418139.1	XP_004704586.2
OG0004225	XP_023413760.1	XP_045149866.1
OG0004226	XP_003417207.1	XP_045149860.1
OG0004227	XP_003417159.1	XP_012860628.1
OG0004228	XP_023412319.1	XP_045149785.1
OG0004229	XP_003418213.1	XP_045149864.1
OG0004230	XP_010594606.1	XP_012861910.1, XP_045142002.1
OG0004231	XP_010594583.1, XP_010594584.1	XP_004705616.1, XP_045141863.1, XP_045144224.1
OG0004232	XP_003416569.1	XP_045140392.1
OG0004233	XP_010594569.1	XP_045140314.1
OG0004234	XP_023414748.1	XP_004705699.2
OG0004235	XP_010596775.2	XP_045156148.1
OG0004236	XP_023414626.1	XP_045156125.1
OG0004237	XP_010596723.1	XP_004706145.1
OG0004238	XP_023413158.1	XP_045139968.1
OG0004240	XP_023413302.1	XP_045141281.1
OG0004241	XP_010595817.1	XP_045141896.1
OG0004242	XP_023403213.1	XP_045148087.1
OG0004243	XP_010587844.1	XP_045147925.1
OG0004244	XP_003409586.1	XP_004699275.1, XP_045148098.1
OG0004245	XP_023403198.1	XP_004699606.1
OG0004246	XP_010596402.1	XP_045147959.1, XP_045147958.1, XP_045147960.1, XP_045147961.1
OG0004248	XP_023404026.1	XP_045154083.1, XP_004699860.1, XP_045154084.1
OG0004249	XP_003410253.1	XP_045154111.1
OG0004250	XP_023404000.1	XP_004699840.1
OG0004251	XP_023404147.1	XP_045154127.1
OG0004252	XP_023404177.1, XP_023404178.1	XP_004700195.1
OG0004253	XP_010588590.1	XP_004699922.1
OG0004255	XP_003411006.1	XP_045141514.1, XP_045154044.1
OG0004256	XP_010589285.1	XP_004706757.2
OG0004257	XP_023405020.1	XP_004706773.1
OG0004258	XP_023409729.1	XP_004706794.1
OG0004259	XP_023410002.1	XP_045153888.1
OG0004260	XP_003411058.1	XP_004711709.2
OG0004261	XP_023404928.1	XP_004700227.1
OG0004262	XP_023409708.1	XP_030743732.1
OG0004263	XP_003415203.1	XP_045143954.1, XP_004714768.2
OG0004264	XP_003414987.1	XP_004714752.1
OG0004265	XP_003415172.1	XP_004714723.1
OG0004266	XP_003414972.1	XP_045154385.1
OG0004267	XP_003415136.1, XP_010593054.1, XP_010593055.1	XP_004714685.1
OG0004268	XP_003406355.1	XP_004703030.1
OG0004269	XP_023399604.1, XP_010585048.1, XP_010585049.1, XP_010585050.1	XP_004703148.1
OG0004270	XP_003406394.1	XP_004702980.1
OG0004271	XP_023399567.1	XP_045152127.1, XP_045152128.1
OG0004272	XP_010587183.1	XP_004698891.1
OG0004273	XP_010598860.1	XP_004698533.1
OG0004274	XP_023395876.1	XP_004698544.1, XP_045143822.1, XP_045143821.1
OG0004275	XP_003421053.2	XP_004698976.3
OG0004276	XP_010598850.1	XP_045144123.1
OG0004277	XP_023402386.1	XP_045143586.1
OG0004278	XP_010586882.1	XP_004698994.1, XP_045143711.1
OG0004279	XP_003408900.1	XP_004698587.1
OG0004280	XP_003408515.1	XP_004698602.1
OG0004281	XP_003408687.1	XP_045143848.1
OG0004282	XP_003408731.1, XP_023401981.1	XP_004698675.1
OG0004283	XP_023401991.1	XP_045143755.1
OG0004285	XP_010587052.1	XP_004699093.2
OG0004286	XP_003408842.1, XP_010587080.1	XP_004699110.1
OG0004287	XP_023402423.1	XP_004699169.1
OG0004288	XP_023402418.1	XP_004698842.2
OG0004289	XP_010587152.1	XP_045143644.1
OG0004291	XP_003414312.1, XP_010592926.1	XP_004707549.1
OG0004293	XP_010589394.1	XP_004711706.1
OG0004294	XP_003417292.1	XP_045155439.1
OG0004295	XP_023409429.1	XP_004707503.1
OG0004296	XP_010595335.1	XP_012861716.1
OG0004297	XP_003417348.1	XP_004709149.2
OG0004298	XP_023412477.1	XP_045155736.1, XP_045155738.1, XP_045155737.1, XP_004709156.1
OG0004299	XP_003417308.1	XP_004709350.1
OG0004300	XP_023412703.1	XP_045155745.1
OG0004301	XP_003414374.1	XP_004707328.1
OG0004302	XP_023409206.1	XP_045155882.1
OG0004303	XP_003414373.1	XP_004707327.1
OG0004304	XP_023409541.1	XP_045155410.1
OG0004305	XP_003414302.1	XP_004707240.1, XP_045155496.1
OG0004306	XP_010592762.2	XP_004707228.1
OG0004307	XP_023409176.1	XP_045155758.1
OG0004308	XP_003414664.1	XP_004707104.1
OG0004310	XP_023409315.1	XP_045155231.1
OG0004311	XP_003414587.1, XP_010592527.1	XP_004707014.1
OG0004312	XP_003414585.1	XP_004707013.1
OG0004313	XP_023412019.1	XP_045155587.1
OG0004314	XP_023398424.1	XP_004714529.1
OG0004315	XP_003407692.1	XP_004713317.1
OG0004316	XP_010585892.2	XP_030740978.1
OG0004317	XP_003407486.2	XP_004713408.1
OG0004318	XP_003407761.2	XP_004713351.1
OG0004319	XP_003407785.1	XP_004716505.1
OG0004320	XP_003407791.1	XP_004716513.1
OG0004321	XP_023400704.1	XP_004716522.1
OG0004322	XP_003405156.1	XP_004700629.1
OG0004323	XP_003405642.2	XP_045147827.1
OG0004324	XP_023398083.1	XP_045148788.1, XP_004700268.1
OG0004325	XP_003419784.1	XP_045145669.1
OG0004326	XP_023415739.1, XP_003419838.1, XP_023415738.1	XP_045147064.1
OG0004327	XP_003417600.2	XP_045141704.1
OG0004328	XP_003417642.1	XP_012862003.1
OG0004329	XP_003417628.1	XP_045150143.1
OG0004330	XP_023403323.1	XP_045140985.1
OG0004331	XP_010588298.1	XP_012861058.1
OG0004332	XP_003404833.1	XP_004697057.1
OG0004333	XP_023405099.1	XP_045141254.1, XP_045141253.1, XP_004696688.1
OG0004334	XP_003404574.2	XP_004696706.1, XP_045140917.1
OG0004335	XP_010586206.2	XP_004706616.3
OG0004336	XP_003407674.1	XP_004712431.2
OG0004337	XP_010586141.1	XP_012862273.1
OG0004338	XP_023401111.1	XP_045152491.1
OG0004339	XP_003422501.1, XP_023397423.1	XP_004711729.1
OG0004340	XP_023397182.1	XP_004711856.1
OG0004341	XP_003421099.2	XP_012862449.1
OG0004342	XP_003421084.2	XP_045148678.1
OG0004343	XP_003404470.2	XP_004696404.1
OG0004344	XP_023402731.1	XP_004700832.1, XP_004698369.1
OG0004345	XP_023400103.1	XP_004696358.1
OG0004346	XP_003404392.1	XP_004696295.1
OG0004348	XP_003404361.1	XP_004696291.1
OG0004349	XP_003414107.1	XP_004703424.1
OG0004350	XP_023401828.1	XP_004697717.1
OG0004351	XP_023401774.1	XP_045142929.1
OG0004352	XP_003408238.1	XP_004697441.3
OG0004353	XP_003408240.1	XP_045142846.1
OG0004354	XP_003422443.1	XP_045154486.1
OG0004355	XP_023397375.1	XP_004697415.1
OG0004356	XP_023397360.1	XP_045140894.1
OG0004357	XP_023397880.1	XP_004697653.1
OG0004359	XP_023397877.1	XP_004706726.1
OG0004360	XP_023410808.1	XP_004706332.1
OG0004361	XP_023409126.1	XP_045140211.1
OG0004362	XP_023395741.1	XP_045144860.1
OG0004363	XP_023400396.1	XP_004707942.1
OG0004365	XP_003407294.1	XP_004707842.1
OG0004366	XP_010585553.1, XP_003407162.1	XP_004702739.1
OG0004367	XP_003407117.1	XP_004702783.1
OG0004368	XP_023395469.1, XP_003422612.2, XP_023397569.1, XP_023396134.1	XP_004697302.1, XP_004696925.1
OG0004369	XP_003420747.1, XP_003422618.1, XP_023398465.1, XP_010600736.1, XP_003423674.3, XP_003423541.1, XP_023398419.1, XP_023398404.1	XP_030744592.1
OG0004370	XP_003415383.2	XP_045154966.1
OG0004371	XP_023410348.1	XP_004704987.2
OG0004372	XP_010593524.1	XP_045155199.1
OG0004373	XP_023410309.1	XP_045154755.1, XP_045154660.1
OG0004374	XP_023410281.1	XP_045154825.1
OG0004375	XP_010589584.2	XP_045147812.1
OG0004376	XP_010589612.1	XP_045147773.1
OG0004377	XP_023410427.1	XP_045147704.1
OG0004378	XP_003415403.3	XP_004699752.2
OG0004379	XP_023398222.1	XP_004698487.1
OG0004380	XP_003405309.1	XP_030741865.1
OG0004381	XP_003405312.1	XP_004700448.1
OG0004382	XP_003405320.1, XP_023415660.1, XP_023415657.1	XP_045147816.1, XP_004700435.1
OG0004383	XP_023415704.1	XP_004700807.1
OG0004384	XP_023412904.1	XP_045151762.1
OG0004387	XP_003420261.1	XP_004714089.2
OG0004388	XP_023395568.1	XP_004702389.1
OG0004389	XP_023406703.1	XP_004707715.2
OG0004390	XP_003415870.3	XP_004696186.1
OG0004391	XP_023406273.1	XP_045142915.1
OG0004392	XP_023406322.1	XP_004711196.1
OG0004393	XP_010594158.1	XP_045142960.1
OG0004394	XP_023411085.1	XP_045141611.1
OG0004395	XP_023396908.1	XP_030744353.1
OG0004396	XP_003420467.1	XP_004708003.1
OG0004397	XP_003413749.1	XP_004696500.1
OG0004398	XP_003409465.1	XP_004699570.1
OG0004399	XP_010587991.1, XP_003422014.1	XP_004718247.1, XP_004717338.2, XP_004714948.1
OG0004400	XP_023403164.1	XP_004716627.1
OG0004401	XP_023403160.1	XP_004716629.1, XP_045151549.1
OG0004402	XP_010587788.1	XP_045151632.1
OG0004403	XP_003409407.2	XP_045151629.1
OG0004404	XP_010590586.1	XP_004708513.1, XP_004708512.1, XP_004708514.1
OG0004405	XP_003407161.1	XP_004708225.3
OG0004406	XP_003407259.1	XP_012860083.1
OG0004407	XP_010586848.2, XP_003407237.1	XP_004702843.1
OG0004408	XP_003423274.1	XP_045146385.1
OG0004409	XP_003412333.1	XP_045146950.1
OG0004410	XP_023406410.1	XP_004708495.2
OG0004411	XP_003412297.2	XP_045146955.1
OG0004413	XP_003419583.1	XP_004713655.1
OG0004414	XP_010597327.1	XP_004713603.1
OG0004415	XP_010597374.1, XP_010597375.1	XP_004713568.1
OG0004416	XP_023415409.1	XP_045153209.1
OG0004417	XP_003410480.1	XP_004711904.1
OG0004418	XP_003416750.1	XP_012863610.1, XP_045143349.1
OG0004419	XP_010584641.1	XP_045155682.1
OG0004420	XP_010584634.1	XP_045154549.1
OG0004421	XP_003406066.1	XP_004703887.1
OG0004422	XP_023403617.1	XP_045145970.1, XP_045145971.1, XP_004702363.1
OG0004423	XP_003409774.1	XP_004702359.1
OG0004424	XP_003409801.1	XP_004702446.1
OG0004425	XP_023403795.1	XP_045145909.1
OG0004426	XP_023403339.1	XP_045146038.1
OG0004427	XP_010588066.1	XP_045153390.1, XP_004715254.1
OG0004428	XP_023403420.1	XP_004715247.1
OG0004429	XP_003410128.1	XP_004715245.1
OG0004430	XP_003409721.1	XP_045153453.1
OG0004431	XP_003409735.1	XP_004704045.1
OG0004432	XP_010591514.1, XP_010591513.1	XP_004705576.1, XP_045154951.1
OG0004433	XP_003413572.1	XP_004705302.1, XP_045144480.1
OG0004434	XP_023411468.1	XP_004698197.1
OG0004435	XP_023407626.1	XP_045155187.1
OG0004436	XP_003413093.2	XP_004715526.1
OG0004437	XP_023408057.1	XP_045145628.1
OG0004438	XP_010591603.2	XP_004715656.2
OG0004439	XP_003413130.1	XP_012863834.1
OG0004440	XP_003421328.1	XP_004717386.2
OG0004441	XP_010599151.1	XP_045146297.1
OG0004442	XP_003421703.1	XP_004714306.1
OG0004443	XP_003415704.1	XP_030740342.2, XP_012861694.2
OG0004444	XP_023410907.1	XP_012861946.2, XP_012861923.1
OG0004445	XP_023414301.1	XP_004708941.2
OG0004446	XP_023414299.1	XP_004709005.1
OG0004447	XP_003420086.1	XP_012861640.1
OG0004448	XP_003420107.1	XP_012861637.2
OG0004449	XP_003412100.1	XP_004717125.1
OG0004450	XP_010590509.1	XP_045146767.1
OG0004451	XP_003412355.1	XP_004708313.1
OG0004453	XP_003409630.1	XP_012863032.1
OG0004454	XP_003412653.1	XP_045143058.1, XP_004707975.1, XP_045143057.1
OG0004455	XP_003412648.1	XP_004707972.1
OG0004456	XP_003412641.1	XP_004707964.1
OG0004457	XP_003412638.1	XP_045143137.1
OG0004458	XP_003409431.2	XP_004711305.1
OG0004459	XP_023403575.1	XP_045150955.1
OG0004460	XP_023410622.1	XP_045153401.1
OG0004461	XP_023410597.1	XP_045151038.1, XP_045151037.1, XP_045151034.1, XP_045151035.1, XP_045151036.1, XP_004708741.1
OG0004462	XP_010597792.1	XP_045143424.1
OG0004463	XP_003420006.1	XP_004712143.1
OG0004464	XP_010594312.1	XP_004712172.2
OG0004465	XP_003416206.1	XP_030742819.1
OG0004466	XP_003416198.1	XP_004708703.1
OG0004467	XP_023411176.1	XP_012861601.1
