Orthogroup	Loxodonta_africana	Saimiri_boliviensis_boliviensis
OG0003008	XP_003409087.1	XP_003928700.1
OG0003009	XP_023402954.1	XP_003928672.2
OG0003009	XP_023402814.1	XP_039333661.1
OG0003010	XP_023402905.1, XP_003408962.1	XP_010348737.1
OG0003011	XP_003418634.1	XP_010328689.1
OG0003012	XP_003418649.1	XP_010345640.2, XP_003945218.3
OG0003013	XP_010590564.1	XP_039316327.1
OG0003014	XP_003420567.1, XP_003407974.1	XP_010345009.1, XP_010345010.1, XP_003936258.1
OG0003015	XP_023401170.1	XP_003936252.2
OG0003016	XP_003413605.1	XP_039318503.1
OG0003017	XP_003417472.1	XP_003923587.1
OG0003018	XP_010593763.1	XP_039326971.1, XP_010345663.1
OG0003019	XP_023411933.1	XP_003929267.1
OG0003020	XP_003416963.1	XP_003929271.2, XP_010338139.2, XP_010338137.2
OG0003021	XP_003420646.1	XP_039332002.1
OG0003022	XP_003420635.1	XP_003929321.1, XP_010338196.1
OG0003023	XP_023407912.1	XP_039329403.1
OG0003024	XP_023407879.1	XP_010348577.1
OG0003025	XP_023413882.1	XP_039316046.1, XP_010331966.1, XP_039316049.1
OG0003026	XP_010596137.1	XP_039336495.1, XP_039336489.1, XP_039336501.1
OG0003027	XP_003417108.1	XP_003940001.1
OG0003028	XP_023412312.1	XP_010345052.2, XP_003936330.2
OG0003029	XP_023412318.1, XP_003417217.1, XP_010595016.1	XP_003936332.2
OG0003030	XP_003404374.1	XP_003922961.1, XP_039319922.1, XP_039320000.1, XP_039318735.1
OG0003031	XP_010595826.1	XP_039333665.1, XP_039333667.1, XP_003928399.2, XP_039333666.1
OG0003032	XP_003416674.1	XP_039316411.1
OG0003033	XP_023411618.1	XP_039316424.1
OG0003034	XP_003416626.1, XP_023411621.1	XP_010342988.2, XP_003934208.2
OG0003036	XP_010594551.1	XP_003943797.1
OG0003037	XP_003418919.1	XP_003930079.1
OG0003038	XP_023414749.1	XP_003930086.1
OG0003038	XP_010596841.1	XP_003930087.1
OG0003039	XP_003418893.1	XP_010338999.1, XP_010339002.1, XP_010339000.1, XP_010338998.1, XP_010338997.1
OG0003040	XP_010596727.1	XP_010339033.2
OG0003041	XP_023413151.1	XP_010347677.1
OG0003042	XP_023413352.1	XP_039333929.1
OG0003043	XP_003409575.1	XP_010342104.1, XP_010342103.1, XP_003933288.1
OG0003044	XP_003418527.1	XP_039335789.1, XP_039316842.1, XP_010339421.2, XP_039329508.1
OG0003045	XP_023414186.1	XP_003933363.1
OG0003046	XP_023409883.1	XP_010346804.2
OG0003047	XP_023399953.1	XP_039319679.1
OG0003048	XP_010588514.1, XP_003410275.1, XP_023404033.1	XP_003938335.1
OG0003049	XP_003410333.1	XP_039319417.1
OG0003050	XP_003410926.1	XP_003925388.1
OG0003051	XP_023405034.1	XP_003925396.1
OG0003052	XP_010593148.1	XP_010346783.1
OG0003053	XP_003414979.2	XP_039320442.1, XP_039324333.1, XP_010346708.1
OG0003054	XP_010598848.1, XP_010598847.1	XP_010333300.1, XP_003924320.1
OG0003055	XP_010586990.1	XP_003924476.1
OG0003056	XP_003408752.1	XP_003924474.1
OG0003058	XP_023402422.1	XP_039318878.1, XP_010342258.2, XP_039318877.1
OG0003059	XP_010600354.1	XP_003941461.1
OG0003060	XP_023409190.1	XP_039332860.1, XP_010329801.1, XP_039332862.1, XP_010329800.1, XP_039332859.1, XP_003943687.1, XP_039332858.1, XP_010329798.1
OG0003061	XP_023412587.1	XP_039332986.1
OG0003062	XP_023412486.1	XP_039332563.1, XP_039332562.1, XP_003931717.2
OG0003063	XP_023412726.1	XP_003931845.1
OG0003064	XP_023409569.1	XP_039331870.1
OG0003065	XP_023409529.1, XP_023409528.1, XP_003414346.1, XP_023409530.1	XP_003943709.2, XP_010329751.2
OG0003066	XP_003414339.1, XP_010592824.1, XP_023409520.1	XP_003943630.1
OG0003067	XP_010592789.1	XP_003942773.1, XP_010328878.1, XP_003942772.2
OG0003068	XP_023409400.1	XP_003931244.2
OG0003069	XP_023409160.1	XP_039332676.1
OG0003070	XP_003414717.2	XP_003931273.1
OG0003071	XP_023409375.1	XP_010340172.2
OG0003072	XP_003414628.1, XP_023409297.1	XP_010338017.1
OG0003074	XP_023412032.1	XP_003929387.2, XP_039332838.1, XP_010338269.2
OG0003075	XP_003417034.1	XP_039332791.1
OG0003076	XP_003416884.1	XP_039332501.1
OG0003077	XP_023412070.1	XP_039332400.1
OG0003078	XP_003423610.1	XP_010350416.1
OG0003079	XP_023397684.1	XP_039317218.1
OG0003080	XP_023413865.1	XP_010335537.2
OG0003081	XP_023398077.1	XP_003932839.1
OG0003082	XP_010597579.1	XP_003932793.2
OG0003083	XP_010597585.1, XP_003419768.1, XP_010597584.1	XP_039318974.1
OG0003084	XP_010595581.2	XP_039328539.1, XP_010335757.1, XP_010335756.1, XP_010335758.1
OG0003085	XP_023408462.1	XP_010331840.1
OG0003086	XP_023405006.1	XP_010336893.2
OG0003087	XP_023401125.1	XP_003943862.1
OG0003088	XP_023401122.1	XP_039330983.1
OG0003089	XP_023401114.1	XP_039330612.1
OG0003090	XP_003407833.1	XP_010334206.1
OG0003091	XP_003404196.1	XP_010332295.2
OG0003092	XP_010598891.1, XP_010598892.1, XP_003421074.1, XP_010598890.1	XP_003923223.1
OG0003093	XP_003403984.1	XP_039323741.1
OG0003094	XP_023401341.1	XP_010332176.1
OG0003095	XP_023401081.1, XP_023401080.1, XP_023401077.1, XP_003403934.2	XP_010332265.1
OG0003096	XP_003404492.1	XP_010332288.1
OG0003097	XP_023400820.1	XP_003923144.1, XP_010332293.1
OG0003098	XP_023396621.1, XP_023396620.1	XP_039335448.1
OG0003099	XP_003404394.1	XP_039321445.1
OG0003100	XP_023396831.1	XP_010329593.2
OG0003101	XP_003408484.1	XP_010347572.1
OG0003102	XP_023401778.1	XP_003933749.1
OG0003103	XP_010600014.1	XP_010328197.2
OG0003105	XP_023410842.1	XP_039324483.1
OG0003106	XP_023400219.1	XP_003921229.1
OG0003107	XP_003407199.1	XP_010343575.1
OG0003108	XP_003407195.1	XP_039328700.1, XP_010343625.1
OG0003109	XP_003407031.1	XP_003930776.1
OG0003110	XP_003407284.1	XP_010342084.1, XP_003921097.1
OG0003111	XP_023410295.1	XP_010346384.1
OG0003112	XP_023410079.1, XP_023410374.1	XP_039330035.1
OG0003113	XP_003415340.1	XP_010346404.2, XP_003937583.2
OG0003114	XP_023410462.1	XP_010345699.1
OG0003115	XP_003415601.1	XP_003936975.1
OG0003116	XP_023406701.1	XP_003942453.1
OG0003117	XP_023414375.1	XP_003930839.1
OG0003118	XP_010600320.2, XP_023397809.1	XP_039328615.1
OG0003119	XP_023406819.1	XP_039317056.1, XP_039317055.1
OG0003120	XP_023406881.1	XP_010347007.1
OG0003121	XP_023406958.1	XP_003933867.1
OG0003123	XP_010590212.1, XP_023406193.1	XP_039319600.1, XP_039319611.1, XP_010336244.1
OG0003124	XP_010590265.1, XP_003411873.1	XP_003935305.1, XP_010344086.1
OG0003125	XP_003416125.1	XP_039330435.1, XP_039328559.1, XP_039330433.1
OG0003126	XP_010599659.1	XP_003941314.1
OG0003127	XP_003422045.1	XP_039323274.1
OG0003128	XP_003422043.1	XP_003941298.1
OG0003130	XP_003408450.1	XP_039320086.1, XP_003938798.2, XP_039336549.1
OG0003131	XP_003407186.1	XP_039318074.1, XP_039318073.1
OG0003132	XP_023400010.1, XP_003406930.1	XP_003930809.2
OG0003133	XP_023400257.1	XP_003921173.1, XP_010342863.1
OG0003134	XP_023396307.1	XP_003920164.2, XP_010333030.2
OG0003135	XP_023415309.1, XP_003419595.1	XP_010350257.1
OG0003136	XP_003419638.1	XP_010346608.2
OG0003137	XP_003419646.1	XP_003937737.1
OG0003138	XP_003419671.1	XP_003937689.1, XP_039326406.1
OG0003139	XP_010597418.1	XP_003920260.1
OG0003140	XP_003419419.1	XP_039327189.1, XP_039327188.1
OG0003141	XP_010591022.1	XP_039328403.1
OG0003143	XP_010588185.2	XP_039333240.1, XP_039333241.1, XP_039333242.1, XP_039333239.1, XP_003926277.1, XP_010335290.1
OG0003144	XP_003409815.1	XP_010336108.1
OG0003145	XP_023403427.1	XP_010345405.1, XP_003936669.1, XP_010345404.1
OG0003146	XP_003410143.1	XP_003936754.2
OG0003147	XP_003410145.1	XP_003936692.1
OG0003148	XP_010588112.1	XP_003936720.1
OG0003149	XP_023403893.1	XP_010335302.2, XP_003926300.2
OG0003150	XP_023407623.1	XP_039321378.1
OG0003151	XP_003413415.1	XP_039322140.1
OG0003152	XP_023408220.1	XP_039321859.1
OG0003153	XP_023396474.1, XP_003421709.1, XP_023396475.1, XP_010599346.1	XP_003938874.1
OG0003154	XP_010600153.2	XP_003944520.1
OG0003155	XP_003422581.2	XP_039322218.1, XP_039322220.1, XP_039322217.1, XP_039322219.1
OG0003156	XP_023414289.1	XP_003935112.2
OG0003157	XP_003418576.1	XP_039318113.1
OG0003158	XP_003418585.1	XP_003935096.1
OG0003159	XP_023394796.1, XP_023394801.1, XP_023398149.1, XP_023394802.1, XP_023398150.1	XP_010332549.1, XP_003923443.1
OG0003160	XP_003412266.1	XP_003919829.2, XP_039325877.1
OG0003161	XP_023406689.1	XP_039326843.1
OG0003162	XP_003412357.1, XP_023406537.1, XP_023406538.1, XP_023406539.1, XP_023406536.1	XP_010329989.1
OG0003163	XP_003412671.1	XP_010328387.2
OG0003164	XP_023403312.1	XP_039329050.1
OG0003165	XP_003414085.1, XP_010592312.1	XP_010337132.1
OG0003167	XP_023410714.1	XP_003924980.1, XP_039336051.1
OG0003168	XP_023395825.1	XP_010334122.1, XP_010334124.1
OG0003169	XP_003420967.1	XP_010334113.1, XP_039336267.1
OG0003170	XP_023394584.1	XP_010339882.1, XP_010339883.1
OG0003171	XP_023411131.1	XP_010334047.1
OG0003172	XP_003411677.1, XP_023405885.1	XP_039333104.1, XP_039335397.1
OG0003173	XP_003411715.1	XP_003932093.1
OG0003174	XP_023407000.1	XP_010343243.1
OG0003175	XP_003417948.2	XP_039326070.1, XP_003936799.1
OG0003176	XP_003420363.1, XP_010598185.1	XP_039327947.1, XP_039327946.1
OG0003177	XP_023415263.1	XP_010341157.2, XP_003932284.2
OG0003178	XP_010597225.1	XP_039328391.1
OG0003179	XP_003419148.1, XP_010585625.1	XP_039318269.1
OG0003180	XP_003419196.1	XP_039318347.1
OG0003181	XP_003410852.1	XP_039327953.1, XP_039328295.1
OG0003182	XP_023404740.1	XP_039318317.1, XP_039318314.1, XP_039318319.1, XP_039318316.1, XP_039318315.1, XP_039318318.1
OG0003184	XP_003410686.1, XP_010589123.1	XP_003942209.2
OG0003185	XP_023404834.1	XP_003944927.1
OG0003186	XP_023404852.1	XP_039328098.1
OG0003187	XP_003423068.2	XP_003934552.1
OG0003188	XP_010593290.1, XP_003405701.1	XP_003934572.2, XP_010343403.2, XP_039317637.1
OG0003189	XP_003405720.1, XP_023410385.1	XP_003934608.1
OG0003191	XP_010593908.1	XP_003926661.1, XP_010335652.1
OG0003192	XP_010594392.1, XP_003405783.1	XP_003941508.1
OG0003193	XP_023395080.1	XP_039327695.1, XP_003939183.1
OG0003194	XP_023411954.1, XP_003405489.1, XP_023411956.1, XP_023411937.1, XP_023411945.1	XP_003939206.1
OG0003195	XP_010594975.1	XP_010335424.1, XP_039328351.1
OG0003196	XP_023412850.1	XP_039333043.1, XP_010348217.1
OG0003197	XP_023402984.1	XP_039321265.1
OG0003198	XP_023402529.1, XP_003409008.1	XP_003922282.1, XP_039321069.1, XP_039321070.1, XP_039321067.1, XP_039321068.1
OG0003199	XP_003409175.1	XP_039321256.1
OG0003200	XP_023415598.1	XP_010329891.1
OG0003201	XP_023401468.1, XP_003408369.1	XP_003935568.1
OG0003202	XP_023401810.1	XP_003935574.1
OG0003203	XP_003408297.1	XP_039320544.1, XP_010347701.1
OG0003204	XP_023401660.1, XP_023401659.1, XP_010586716.1, XP_023401658.1	XP_039320838.1, XP_003938801.1
OG0003205	XP_010592183.1	XP_003944203.1, XP_010330339.1
OG0003206	XP_003418681.1	XP_003925948.3, XP_039318707.1
OG0003207	XP_003420573.1	XP_039324966.1
OG0003208	XP_003413852.1	XP_003929732.1, XP_039325309.1
OG0003209	XP_010592031.1	XP_003929715.1, XP_039316700.1
OG0003210	XP_023408695.1	XP_003943046.2
OG0003211	XP_010588635.1	XP_010336646.1, XP_010336645.1, XP_003927746.1
OG0003212	XP_023409002.1	XP_010338448.1
OG0003213	XP_010592399.1	XP_010333036.1
OG0003214	XP_003414179.1	XP_003923984.1
OG0003216	XP_003421290.3, XP_023414850.1	XP_010348343.2, XP_010348342.2, XP_010348344.2
OG0003217	XP_003413034.1	XP_010344272.2
OG0003218	XP_003412891.1, XP_023407526.1	XP_010344251.1
OG0003219	XP_003412991.1	XP_010335259.2
OG0003220	XP_003416277.1	XP_039334753.1, XP_039334754.1
OG0003221	XP_003416500.1	XP_010336321.1
OG0003222	XP_023398711.1	XP_003922016.1
OG0003223	XP_003406050.1	XP_003921990.2
OG0003224	XP_023398644.1, XP_023398643.1, XP_023398645.1, XP_003405867.1	XP_003921965.1
OG0003225	XP_003405853.1	XP_003921948.1, XP_010350646.1
OG0003226	XP_003406199.1	XP_039325819.1
OG0003227	XP_010600605.1	XP_003925664.1
OG0003228	XP_003410308.1	XP_010347269.1, XP_010347268.1
OG0003229	XP_023394481.1	XP_003930394.2
OG0003230	XP_003410998.1	XP_003930379.1, XP_010339229.1, XP_010339228.1
OG0003231	XP_023409925.1	XP_039316057.1
OG0003232	XP_003421748.1	XP_010330073.1, XP_039320102.1
OG0003233	XP_003416015.1	XP_010333198.1, XP_039331612.1
OG0003234	XP_023394906.1, XP_023394905.1	XP_003924119.1
OG0003235	XP_003418016.1	XP_010348459.1
OG0003236	XP_010596008.2	XP_003939593.1
OG0003237	XP_023395112.1	XP_003945013.1, XP_003945012.1, XP_010331266.1
OG0003238	XP_010598215.1	XP_039331639.1, XP_010329889.2, XP_039331637.1, XP_039331638.1
OG0003239	XP_003420889.1	XP_039320082.1
OG0003240	XP_003420910.1	XP_003931196.1
OG0003241	XP_010599388.1, XP_010599387.1	XP_003943949.1
OG0003242	XP_003421763.2	XP_010330100.1, XP_010330101.1, XP_003943956.1
OG0003243	XP_023409714.1	XP_039316146.1
OG0003247	XP_023403696.1	XP_010336079.1
OG0003248	XP_003418553.1	XP_039335125.1, XP_010328874.1
OG0003249	NP_001267799.1, XP_003407405.2, XP_010586357.1	XP_003928233.1
OG0003250	XP_003406822.1	XP_003924849.1
OG0003251	XP_010586790.1, XP_023401765.1, XP_010586791.1	XP_010342544.2, XP_010342545.1, XP_039320579.1, XP_039320578.1
OG0003252	XP_003412047.1	XP_010344316.1, XP_010344388.1
OG0003253	XP_023404773.1	XP_039317671.1
OG0003254	XP_003409960.1, XP_023403556.1, XP_023403557.1	XP_003926306.1, XP_003926308.1, XP_003926307.1
OG0003255	XP_003404384.1	XP_010332077.1, XP_003922972.1
OG0003257	XP_023405058.1, XP_003404401.1, XP_010584834.1, XP_023405015.1, XP_023404977.1	XP_010329728.1
OG0003258	XP_003411294.1	XP_010346169.2
OG0003259	XP_003421799.1	XP_003920032.1, XP_003943975.1
OG0003260	XP_003410716.1	XP_010331241.1
OG0003261	XP_023398084.1	XP_010341683.1
OG0003262	XP_003421385.1, XP_010599197.1	XP_003920183.1, XP_039326795.1
OG0003263	XP_023403866.1	XP_010329236.1, XP_010329237.1
OG0003264	XP_003422053.1	XP_039320362.1, XP_003941333.1
OG0003265	XP_003410340.1	XP_003927692.1
OG0003266	XP_023406488.1	XP_010331672.1
OG0003267	XP_023415247.1	XP_039327845.1
OG0003268	XP_003413467.1	XP_003934953.1
OG0003269	XP_010584851.1	XP_010349433.1, XP_010349432.1
OG0003270	XP_023399083.1	XP_039322489.1
OG0003271	XP_023415200.1, XP_023415202.1, XP_010597277.1, XP_023415201.1	XP_010341208.2
OG0003273	XP_003421930.2	XP_010330904.1
OG0003274	XP_010588213.1	XP_010339773.2, XP_039318507.1
OG0003275	XP_023400488.1	XP_003941169.1
OG0003276	XP_003410957.1	XP_003935402.1
OG0003277	XP_023410583.1, XP_023410584.1, XP_023410585.1	XP_003930934.1
OG0003278	XP_010594137.2	XP_039323764.1
OG0003279	XP_023401054.1	XP_003928231.1
OG0003280	XP_003410560.1, XP_023404309.1	XP_003929549.1
OG0003281	XP_023414601.1	XP_010339083.1
OG0003282	XP_003407873.1, XP_003407597.1	XP_003925313.2, XP_003925312.2
OG0003284	XP_003412277.1	XP_003920128.2
OG0003285	XP_003415006.1	XP_003937937.1
OG0003285	XP_003415218.1	XP_003937939.1
OG0003286	XP_003422760.2, XP_023397840.1, XP_023398286.1, XP_023398448.1, XP_010600861.2, XP_003422381.2, XP_003422372.1, XP_010600693.1, XP_010600904.1, XP_010600266.1	XP_003920484.2
OG0003287	XP_003407642.1	XP_003943834.1
OG0003288	XP_023410919.1	XP_003924139.1
OG0003290	XP_003406730.1	XP_010335014.1, XP_039319578.1
OG0003291	XP_023399530.1	XP_039319693.1, XP_039319695.1, XP_039319692.1, XP_039319694.1
OG0003292	XP_023399546.1	XP_010335096.1
OG0003293	XP_023399554.1	XP_003926113.1
OG0003294	XP_010598310.1	XP_010344452.1
OG0003295	XP_003421617.2	XP_039330856.1, XP_010347095.1
OG0003296	XP_023399442.1, XP_023399441.1, XP_010584959.1	XP_010330656.1, XP_010330655.1, XP_003944463.1
OG0003298	XP_003406918.1	XP_039322651.1
OG0003299	XP_023399878.1	XP_039321958.1, XP_039321957.1, XP_039321959.1
OG0003300	XP_010584841.1	XP_010349413.1
OG0003301	XP_023399819.1	XP_039321690.1, XP_039321325.1
OG0003303	XP_023398937.1	XP_039322416.1, XP_039322417.1, XP_039322415.1
OG0003304	XP_010599890.1	XP_010346302.1, XP_003937474.1
OG0003305	XP_010594421.1	XP_003937359.1, XP_003937358.1
OG0003306	XP_023411322.1	XP_039323020.1
OG0003307	XP_023395553.1	XP_010347393.2, XP_010347353.1, XP_010347352.1
OG0003308	XP_010589027.1	XP_039334800.1, XP_010334479.2
OG0003309	XP_023411312.1	XP_010329642.1
OG0003310	XP_003416417.1	XP_003937322.1
OG0003311	XP_003415452.1, XP_023410151.1	XP_010343714.1
OG0003312	XP_010591401.1	XP_039329980.1
OG0003313	XP_010586549.1	XP_003928378.2, XP_039325200.1, XP_039332959.1
OG0003314	XP_023395424.1	XP_039335776.1
OG0003315	XP_023408835.1, XP_010592168.1, XP_023408836.1, XP_003413846.1	XP_010349542.2, XP_039335944.1
OG0003316	XP_003413957.1	XP_003940589.1
OG0003318	XP_003413808.1	XP_010349948.2, XP_039335984.1
OG0003319	XP_023408755.1	XP_010349562.2
OG0003320	XP_003407935.2	XP_003925972.1, XP_003925974.1
OG0003321	XP_003409323.1	XP_003928751.2
OG0003323	XP_010591168.1	XP_039316570.1
OG0003324	XP_003404928.1	XP_039316616.1
OG0003325	XP_010590355.1	XP_010342887.1
OG0003326	XP_003404641.2	XP_003934053.2
OG0003327	XP_003408076.1	XP_003925918.2
OG0003328	XP_023401203.1	XP_003925955.1
OG0003329	XP_003417196.1	XP_039317678.1
OG0003331	XP_010595442.1, XP_023412841.1, XP_003417471.1, XP_023412838.1, XP_023412840.1, XP_023412839.1	XP_003923581.2
OG0003332	XP_003418366.1	XP_003923683.2
OG0003333	XP_023412189.1	XP_003929233.1
OG0003334	XP_010598542.1	XP_003929331.1
OG0003335	XP_023407620.1	XP_039329702.1, XP_039329705.1, XP_010348684.1, XP_039329703.1, XP_039329704.1
OG0003336	XP_023407860.1, XP_003413233.1	XP_003927976.1
OG0003337	XP_010591440.1	XP_039329943.1
OG0003338	XP_010591437.1, XP_010591438.1, XP_023407842.1	XP_010336832.1, XP_039329962.1, XP_039329963.1
OG0003339	XP_003418197.1, XP_010596125.1	XP_003922856.1
OG0003340	XP_003418138.1	XP_039325626.1, XP_039317931.1
OG0003341	XP_010595143.1	XP_010330892.2
OG0003342	XP_010595111.1	XP_003939977.1
OG0003343	XP_010595085.1, XP_023412399.1, XP_010595084.1	XP_010348988.1, XP_010348986.1, XP_010348987.1
OG0003344	XP_023412344.1	XP_003936363.1
OG0003345	XP_023412296.1, XP_010595150.2	XP_010345034.2
OG0003346	XP_023411762.1, XP_003416595.1	XP_039316561.1
OG0003347	XP_023411623.1	XP_039316638.1
OG0003348	XP_023397515.1	XP_039316437.1
OG0003349	XP_010600123.1	XP_010343054.1
OG0003350	XP_003416571.1	XP_039316543.1
OG0003352	XP_023414625.1	XP_039333841.1, XP_039333842.1
OG0003353	XP_023414593.1	XP_003930219.1
OG0003354	XP_010596730.1	XP_010339060.1
OG0003355	XP_003417834.1	XP_039333991.1
OG0003356	XP_010587811.1	XP_010342108.1
OG0003357	XP_010596426.1	XP_039316791.1
OG0003358	XP_003414961.1	XP_010327949.1, XP_010327950.1
OG0003359	XP_003410323.1	XP_003930486.2
OG0003360	XP_023397399.1	XP_003930416.1
OG0003361	XP_023394460.1	XP_010339250.1
OG0003362	XP_003410893.1	XP_039315866.1
OG0003363	XP_003411073.1	XP_039320202.1, XP_039320203.1, XP_039320201.1
OG0003364	XP_010589372.1	XP_010339190.2
OG0003365	XP_010593105.1	XP_003937833.1
OG0003366	XP_003415164.1	XP_010346682.2
OG0003367	XP_003415157.2	XP_010346677.1
OG0003368	XP_010585066.1	XP_003924777.1
OG0003369	XP_003406424.2	XP_010333827.1
OG0003370	XP_023395862.1	XP_003924345.3
OG0003371	XP_003408883.1	XP_003939893.1
OG0003372	XP_010598820.1, XP_023395858.1, XP_003421000.1	XP_003924351.1, XP_010333330.1
OG0003373	XP_010586908.1	XP_010339417.1
OG0003374	XP_003408719.1	XP_039325407.1
OG0003375	XP_003408746.1	XP_003924469.1
OG0003376	XP_003408571.1	XP_010333508.1, XP_010333507.1, XP_010333506.1
OG0003377	XP_003408832.2	XP_003924623.1
OG0003378	XP_023402187.1	XP_003924644.1
OG0003379	XP_003408854.1, XP_023402229.1	XP_003940965.1, XP_010349953.1
OG0003380	XP_003408856.1	XP_039325178.1
OG0003382	XP_010595334.2, XP_023412765.1	XP_003942508.1
OG0003383	XP_023409207.1	XP_010328609.1
OG0003384	XP_003414337.1	XP_010330390.1, XP_003943712.2
OG0003385	XP_003414742.1	XP_039331762.1
OG0003386	XP_023409376.1, XP_023409381.1, XP_023409378.1, XP_023409379.1, XP_003414702.1, XP_023409377.1, XP_023409380.1	XP_003931295.2
OG0003387	XP_003414637.1	XP_039332980.1
OG0003388	XP_003414618.1	XP_010337998.1, XP_010337996.1, XP_010337997.1, XP_010337995.1, XP_039332434.1
OG0003389	XP_023411946.1	XP_003931453.1
OG0003390	XP_010594742.1	XP_010340336.1
OG0003391	XP_003416896.1	XP_003931455.1
OG0003392	XP_003416984.1	XP_039332221.1
OG0003393	XP_023412008.1	XP_039331718.1
OG0003394	XP_010594787.1, XP_003416859.1	XP_010338268.1
OG0003395	XP_003420534.2	XP_003941431.1
OG0003396	XP_003407770.1, XP_023400676.1	XP_003940664.1
OG0003397	XP_003405155.1	XP_003939344.1
OG0003399	XP_023414652.1, XP_023414657.1	XP_003927848.1
OG0003400	XP_003423585.2	XP_010341635.1
OG0003401	XP_003422895.1	XP_039319043.1
OG0003402	XP_003419769.1	XP_039318996.1
OG0003403	XP_003419783.2	XP_003932866.1
OG0003405	XP_003419862.1	XP_039319199.1, XP_039319200.1, XP_039316937.1
OG0003406	XP_003419892.3	XP_010341790.1, XP_039319126.1, XP_010341792.1
OG0003407	XP_010597638.1	XP_003932949.1
OG0003408	XP_023415718.1	XP_039319103.1, XP_039319101.1, XP_039319104.1, XP_039319102.1
OG0003409	XP_003413659.1	XP_039317563.1, XP_039324782.1
OG0003410	XP_023412933.1	XP_039319291.1, XP_039319293.1
OG0003411	XP_023412952.1	XP_039332242.1
OG0003412	XP_003404756.1	XP_039316360.1
OG0003413	XP_003404535.1	XP_003920734.1
OG0003414	XP_010586349.2	XP_039331190.1
OG0003415	XP_023400942.1	XP_010330023.1
OG0003416	XP_003407904.1	XP_003940104.1, XP_010349085.1
OG0003417	XP_003407890.1	XP_010349109.1
