Orthogroup	Mus_musculus	Homo_sapiens
OG0001943	NP_001347741.1, XP_006540617.1, NP_001013386.2	XP_011518669.1, NP_078956.2, NP_001243301.1, NP_001243300.1
OG0001944	NP_109610.1	NP_055260.1
OG0001944	XP_030103906.1	NP_001333909.1, NP_001010897.1
OG0001945	NP_001342618.1, NP_083262.1, XP_006500368.1	NP_071927.1, NP_001303941.1, XP_011527623.1, NP_001303948.1
OG0001946	XP_006500074.1, NP_001074559.1	NP_057733.2, NP_001263309.1, XP_016883363.1
OG0001947	NP_001342084.1, NP_001342083.1, NP_038857.1	NP_001364065.1, NP_877949.2, NP_001166117.1
OG0001948	XP_006500229.1, NP_001135443.1, NP_081754.2	XP_047296088.1
OG0001949	NP_001277960.1, NP_001277961.1, NP_081405.2	NP_060817.1, NP_001191375.1, NP_001191376.1
OG0001950	NP_001407621.1, NP_035255.1	NP_006218.1, NP_001229849.1, NP_872617.1, NP_001229850.1
OG0001951	NP_001171180.1, NP_001171177.1, NP_001171178.1, NP_001171179.1, NP_001349965.1, NP_001349964.1, NP_001171181.1, NP_001349966.1, NP_665703.2, XP_006500657.1, NP_001361599.1	NP_783202.1, NP_001268413.1, NP_001268412.1, NP_060679.1, XP_011527203.1
OG0001953	NP_001157627.1, XP_036014557.1, NP_038897.4	XP_047286396.1, NP_061117.2
OG0001954	NP_080667.1	NP_060931.2
OG0001955	NP_001240665.1, XP_036014427.1, NP_666090.1	NP_067643.3
OG0001956	XP_006509671.1, NP_955396.2, NP_001357900.1	NP_001349813.1, XP_011542686.1, NP_066300.1
OG0001957	XP_006530557.1, NP_083808.1	NP_073208.1, NP_851030.1
OG0001958	XP_006527376.1	NP_001308896.1
OG0001959	NP_001313516.1, NP_001313515.1, NP_001313514.1, NP_001313512.1, XP_017177251.1	NP_001239428.1
OG0001960	NP_569714.2	NP_085143.1, XP_006719218.1
OG0001961	XP_036008278.1	NP_001372251.1, XP_016875753.1
OG0001962	XP_011239869.1	NP_001191056.1, NP_001353472.1, NP_006143.2, NP_001353471.1, NP_001353469.1, NP_001353475.1, NP_001353476.1, NP_001353473.1, NP_001191055.1, XP_047284796.1, NP_001353474.1, NP_001353470.1, NP_001353478.1, NP_001353477.1, NP_001381732.1
OG0001963	XP_006507144.1, NP_001276590.1, NP_080330.1, NP_001276591.1	XP_005253462.1, NP_060639.4
OG0001964	NP_001343879.1, NP_001276582.1, XP_006521226.1, NP_001343880.1	NP_001138580.1, XP_011536698.1, NP_006150.1, NP_001138581.1, NP_001138582.1, NP_001138579.1
OG0001965	XP_006520954.1, NP_035848.1	NP_003385.2
OG0001966	NP_031652.1, XP_006520435.1, NP_001070257.1, NP_001345879.1, NP_001103686.1	NP_036249.1, NP_001120794.1, NP_001120793.1
OG0001967	NP_808271.1	NP_036215.1
OG0001967	NP_032069.2, NP_038816.1	NP_005470.2
OG0001968	NP_001297382.1	NP_001310259.1, NP_001310251.1, NP_001310252.1, NP_001265476.1, XP_024303847.1, NP_001310256.1, NP_001310255.1, NP_001310253.1, NP_001310231.1, NP_001310250.1, NP_620634.1, NP_001310254.1, NP_001310257.1, NP_001310258.1, NP_001310260.1, NP_620637.1
OG0001969	NP_034409.1, XP_006526744.1, NP_001272386.1	NP_001335028.1, NP_001369488.1, NP_001369486.1, NP_001138925.1, NP_001369487.1, NP_665736.1, NP_001335025.1, NP_001369485.1, NP_001369490.1, NP_001369489.1, NP_005255.1, NP_001335027.1
OG0001970	NP_067289.2, NP_001334566.1, NP_996738.2, NP_001004468.1, XP_006508127.1	NP_996742.1, NP_001278807.1, NP_008928.1, NP_996743.1
OG0001971	NP_899071.2, XP_036008587.1	NP_796374.2
OG0001971	NP_659204.1	NP_006159.2
OG0001972	XP_006500193.1, NP_001342512.1, NP_081257.1	XP_016877912.1, NP_064619.2, NP_001138427.1
OG0001973	NP_001398570.1, NP_001291690.1, NP_001398572.1, NP_001398571.1, XP_036010486.1, NP_031809.2, NP_001398573.1	NP_001120662.1
OG0001974	NP_001344844.1	NP_068595.3, NP_001288031.1, NP_001288030.1, NP_001288034.1, NP_001288033.1, NP_001288032.1
OG0001975	XP_006523163.1, NP_077220.2	NP_006438.1, NP_001027582.1, XP_016883746.1, NP_001001992.1
OG0001976	XP_036018886.1, NP_660115.1, NP_001343359.1	NP_443096.1
OG0001977	NP_001128621.1, XP_006501997.1, NP_001128622.1, NP_080504.3	NP_001128618.1, NP_071437.3, NP_001128620.1
OG0001978	NP_001028410.1, XP_006522010.1	NP_001308717.1, NP_733762.2, NP_001308723.1, NP_001308724.1, NP_001308718.1, NP_001308726.1, NP_001308727.1, NP_001308728.1, NP_001308725.1, NP_001308720.1, NP_001308722.1, NP_001308719.1, NP_001308715.1, XP_016862884.1
OG0001979	NP_001347963.1	NP_001098547.3, NP_001353399.1, NP_001157471.1, NP_001353397.1, NP_001353396.1, NP_001353398.1, NP_001192123.1, NP_001098548.2, NP_005232.2, NP_001157472.1, NP_001353400.1, NP_001353401.1, XP_005247270.1, NP_001353395.1, NP_004982.2
OG0001980	NP_001396626.1	NP_001336029.1, NP_001245244.1, NP_001336027.1, NP_001336028.1, NP_001336033.1, NP_001336032.1, NP_001245245.1, NP_060568.3, NP_001336031.1, NP_001336023.1, NP_001336025.1, NP_001336026.1, NP_001336024.1, XP_047303563.1, NP_001336030.1
OG0001981	NP_001346926.1, NP_033094.3, XP_006516672.1	XP_047275401.1
OG0001982	NP_034944.2	NP_002424.3, NP_996534.2, NP_001008229.1, NP_996535.2, NP_996533.2, NP_001008230.1, NP_001350539.1, NP_996532.2
OG0001983	NP_082511.1, NP_001074697.1, NP_084464.3	NP_689730.2, NP_689488.3
OG0001984	NP_001407067.1, NP_058574.3, NP_001407068.1, NP_001407069.1, NP_001407066.1, NP_001407071.1, NP_001104301.1, NP_001407070.1	NP_001306049.1, NP_036232.2, NP_001306050.1, NP_001306051.1, NP_001306047.1, NP_001306048.1, NP_001306045.1
OG0001985	NP_001408339.1	NP_001129134.1
OG0001986	NP_653142.2	NP_000561.3, NP_001257965.1, NP_001121067.1, NP_001121065.1, NP_001316049.1, NP_000560.7, XP_047305399.1, NP_001121064.2, NP_001316051.1, NP_001373379.1, NP_001121068.1
OG0001987	XP_006528948.1, NP_001356163.1	NP_001355324.1, XP_005274689.3, NP_001355326.1, NP_001355325.1
OG0001987	NP_001028502.1, NP_001277356.1, NP_001346001.1, NP_001277357.1	NP_001355329.1, NP_001355328.1, NP_055543.2, NP_001355331.1, NP_001355330.1, NP_001355327.1
OG0001988	NP_001297651.1	NP_060326.1, NP_001035945.1, NP_001035944.1, XP_005274612.1
OG0001989	NP_079713.2	NP_001403.1
OG0001989	NP_001257651.1	XP_047299217.1
OG0001990	NP_032810.4	NP_001357121.1, NP_001382895.1
OG0001991	XP_006528531.1, NP_001189429.2	NP_001243084.2
OG0001992	NP_064652.2, NP_001072981.1	NP_006768.1, NP_001171671.1
OG0001993	XP_006541566.1, NP_001028594.1, XP_036020565.1, NP_001160053.1	NP_001075019.1, XP_047298219.1
OG0001994	NP_001388780.1, NP_001388779.1, NP_001025464.1, NP_001388778.1	NP_001381283.1, NP_001381284.1, NP_001291919.1, NP_001381282.1, NP_005831.1
OG0001996	NP_766069.1, NP_001342080.1, XP_030098425.1, NP_766484.1, NP_001349085.1, XP_030098620.1, NP_001004194.2, NP_113566.2, XP_036010818.1, NP_780499.3	XP_016881833.1, NP_604393.2
OG0001997	NP_079873.1	XP_011509532.1, NP_002482.1, NP_001244031.1
OG0001998	NP_001349385.1, NP_032450.1	XP_006724009.1, NP_001356798.1, NP_001316994.1, XP_047296720.1, NP_001257331.1, NP_001121140.1, NP_001257334.1, NP_001121141.1, NP_001257332.1, NP_001257333.1, NP_001121142.1, NP_000210.2
OG0002001	NP_034916.1	NP_001265391.1, NP_001138812.1, NP_001138811.1, NP_002383.2, NP_001354919.1, NP_001138809.1
OG0002002	XP_011242939.1	NP_000335.1, NP_059107.1, NP_075013.1, NP_001284644.1, XP_047273571.1, NP_075015.1, NP_075012.1, NP_075014.1
OG0002003	NP_001350959.1	NP_001070957.1
OG0002004	XP_006518654.1	NP_001154824.1, XP_016871696.1
OG0002005	XP_006526213.1, NP_079744.1	NP_150596.1
OG0002006	XP_011246228.1, NP_032511.3	NP_061486.2, XP_047276314.1, NP_005553.2
OG0002007	NP_703187.2	NP_066959.1
OG0002008	XP_036012041.1, NP_034370.2	NP_000137.2
OG0002009	NP_001185945.1, XP_006540107.1, NP_067266.1, NP_001185944.1	NP_001229965.1, NP_055085.1, XP_011524704.1, NP_001119807.1
OG0002011	NP_067381.1, XP_036016607.1	XP_011512998.1, NP_061113.1
OG0002012	NP_001411746.1, NP_001411745.1, XP_006531108.1, NP_036128.3	NP_001159867.1, NP_005760.1
OG0002013	XP_011246598.1, NP_001316556.1	NP_001124147.1, NP_004353.1
OG0002015	NP_667035.1	NP_001001961.2
OG0002016	NP_667007.1, NP_667008.1, NP_001011850.1	NP_001005211.1
OG0002020	NP_032522.2, NP_001389967.1	NP_001035972.1, NP_002298.1
OG0002021	XP_006526561.1, NP_001170935.1, NP_898854.1	NP_055458.1, XP_011524571.1
OG0002022	NP_001157063.1, NP_001157062.1, NP_083351.1, XP_006512949.1	XP_011534515.1, NP_003755.2
OG0002023	NP_780603.1, NP_001107004.1	XP_016867003.1
OG0002024	XP_006517020.1, NP_001258326.1	XP_006717229.1, NP_001243323.1, NP_060418.4, NP_001317651.1
OG0002025	NP_937893.1	XP_005259486.1, NP_001335497.1, NP_001073926.1
OG0002026	NP_001277623.1, NP_001369413.1, NP_001240849.1, NP_001369411.1, NP_080546.1, NP_001369412.1, NP_001369410.1, NP_001369409.1, XP_006541180.1, NP_001277624.1	NP_115751.3, NP_001092102.1, NP_001092103.1, NP_001265089.1, NP_001265088.1
OG0002027	NP_001166032.1, NP_064395.2, NP_975009.1, XP_006541075.1	NP_001191089.1, NP_001191087.1, NP_001230805.1, NP_001191088.1, NP_064511.2
OG0002029	NP_032017.2	NP_001427.2, XP_005258708.1
OG0002029	NP_001004147.1	NP_001342203.1
OG0002030	NP_739566.1, NP_001157241.1	NP_001020374.1
OG0002031	XP_011248850.1, NP_001161982.1, NP_001161983.1, NP_001161984.1, NP_666299.1, NP_001161981.1	XP_016882200.1, NP_001357016.1, NP_005297.1
OG0002032	NP_001342137.1, NP_001342138.1, NP_032605.1, NP_001342134.1, NP_001342139.1, NP_001342136.1	NP_001074305.1, XP_024303904.1
OG0002033	NP_722488.2, XP_006525925.1	NP_776189.3, NP_001123501.1, XP_005268471.1
OG0002034	XP_006517714.1, NP_808381.1	XP_047272865.1, NP_001291360.1, NP_689900.1, NP_001291357.1, NP_001291358.1
OG0002035	NP_033199.1, NP_001295314.1, NP_001295315.1, NP_033198.1	NP_003022.3, XP_006721309.1
OG0002036	NP_001334149.1	NP_001317338.1, NP_001309794.1
OG0002037	NP_001343422.1, XP_006539281.1	NP_001121093.1, NP_000394.2, NP_001008217.1
OG0002039	NP_079613.3	NP_003680.2
OG0002040	NP_001413509.1, XP_006517539.1	NP_001035548.1, NP_001185470.1, XP_005272072.1, NP_001336173.1, NP_057526.3
OG0002041	XP_017177182.1, NP_068360.4	NP_057396.1
OG0002042	XP_036008876.1, NP_848822.2	XP_005255053.1, NP_055445.2
OG0002043	NP_766492.2	XP_005272482.1, NP_001007123.1, NP_001268734.1, NP_001268735.1
OG0002044	NP_001318011.1	NP_054908.2, NP_001110.2, NP_001341683.1, NP_001341684.1, NP_001341685.1, NP_001341686.1, NP_001341687.1, NP_054909.2, NP_001273574.1, NP_001341688.1, NP_789771.1, NP_001341691.1, NP_001341690.1, XP_005247991.1
OG0002045	NP_080031.1	XP_011512086.1
OG0002046	XP_017169349.1, NP_001303602.1, NP_033189.2, NP_001303603.1	XP_005270320.1, NP_003892.2
OG0002047	NP_001124526.1	NP_001269311.1, NP_001269312.1, NP_004210.1, NP_006598.2
OG0002048	NP_068560.1	NP_003855.1
OG0002048	NP_001074637.1	NP_078908.1
OG0002050	NP_035299.4, XP_006520097.1	XP_024301899.1, NP_000940.1
OG0002051	NP_001344177.1, NP_001157194.1, XP_006539211.1, NP_001157193.1	NP_001275512.1, NP_001366620.1, NP_001157196.1, NP_001366619.1, XP_047275959.1
OG0002053	NP_077228.1	NP_001019.1
OG0002054	NP_001289184.1	NP_000295.1
OG0002055	NP_035971.1, XP_006533340.1, NP_001277963.1	XP_006721620.1
OG0002056	NP_766460.2, XP_011238824.1	NP_859063.3
OG0002057	NP_001034248.1, NP_001034247.1, NP_001271243.1, NP_001034246.1, NP_001271241.1, NP_067377.4	XP_047300282.1
OG0002058	NP_080848.1	NP_004474.2, XP_016878625.1
OG0002059	XP_006530985.1, NP_666329.2	NP_001596.2
OG0002060	NP_031942.2	NP_060802.1
OG0002061	NP_001317977.1, XP_006530763.1, NP_032243.2	XP_005255978.1, NP_001186209.1, NP_005320.2
OG0002062	XP_006531304.1, NP_067466.1	XP_005256089.1, NP_061137.1
OG0002063	NP_573508.1	NP_001305151.1, NP_001305150.1, NP_057717.1
OG0002064	XP_036020889.1, NP_038865.1, NP_001123948.1	NP_003587.1, XP_005250699.1
OG0002065	NP_001268953.1, NP_001268942.1, NP_001268941.1	NP_079539.2, NP_001070965.1
OG0002066	NP_001186199.1, NP_001170778.1	NP_001230106.1
OG0002067	NP_001361531.1, NP_081417.3, NP_001157222.2, NP_001157223.2, NP_001387158.1, NP_001387167.1, NP_001387164.1, NP_001387166.1, NP_001387165.1, XP_006525228.1, NP_001387163.1, NP_001387160.1	NP_543137.2, XP_005255730.1, NP_001311010.1
OG0002068	NP_081469.2, XP_036019191.1	NP_057042.2, NP_001070862.1, NP_001070863.1, XP_047278469.1
OG0002069	NP_001343453.1, NP_766113.1, XP_006501352.1	NP_001315595.1, NP_004806.3, XP_011540741.1, NP_001315596.1, NP_001315594.1, NP_001315593.1
OG0002070	XP_006529510.1, NP_766231.2, NP_001399623.1	NP_919290.2, XP_047275627.1
OG0002071	XP_036019245.1, NP_001276530.1, NP_001276529.1, NP_001027586.1, NP_001027585.1, NP_690012.2, NP_082736.1	XP_016856723.1, NP_001073940.1
OG0002072	NP_031673.2, XP_036013066.1, NP_001272987.1, NP_001272978.1, NP_001021385.1	NP_001240.1
OG0002073	NP_766002.2, XP_006516332.1	NP_078919.2, XP_005268119.1, NP_001317120.1, NP_001035895.1
OG0002074	NP_001343303.1, NP_031831.2, XP_036012169.1	NP_001317350.1
OG0002075	NP_033547.1	NP_110380.1
OG0002075	NP_033548.1	NP_149122.1
OG0002076	NP_034476.1, XP_006532296.1	NP_001317136.1, XP_047291813.1, NP_001229372.1, NP_005301.2, NP_001025173.1, NP_001229371.2
OG0002077	NP_083241.1, XP_006534438.1, NP_001156861.1	NP_037455.2
OG0002078	NP_666365.1	NP_006617.1
OG0002079	NP_776094.2	NP_001027559.1, NP_001027558.1, NP_000447.2
OG0002080	NP_001345901.1	NP_076973.1, XP_047285487.1
OG0002081	NP_083068.1	NP_055691.1, NP_001347165.1, XP_005261935.1, NP_001347164.1
OG0002082	NP_001404867.1	XP_016858636.1
OG0002082	NP_742051.1, NP_001404865.1, NP_001404866.1	NP_005774.2
OG0002083	NP_001269048.1, NP_001269047.1	NP_002444.2, NP_001307933.1, XP_011531173.1, NP_001307931.1, NP_001005369.1, NP_001307930.1, NP_001307932.1, NP_001307934.1
OG0002084	XP_006514791.1, NP_001346091.1, NP_795956.1	NP_001019851.1, XP_005264464.1
OG0002085	NP_766454.1, XP_006537972.1	NP_001073965.2
OG0002086	NP_001073853.1, NP_001073855.1	NP_001824.1
OG0002086	NP_001356088.1, NP_001277399.1	NP_001171689.1
OG0002086	NP_058040.2, NP_001356087.1, NP_001356085.1	NP_001070145.1
OG0002087	XP_006538271.1, NP_080619.2	NP_060389.2, XP_011517122.1
OG0002088	NP_001263375.1, NP_001408060.1, NP_032551.3	NP_000022.3, NP_001003945.1, XP_047278900.1, NP_001304674.1
OG0002089	NP_001177378.1	NP_001289936.1, XP_011512750.1, NP_001289937.1, NP_039268.1
OG0002090	NP_001104569.1, NP_031695.1	NP_001278478.1
OG0002091	NP_001400264.1, NP_001334330.1, NP_001400267.1, NP_035043.1, NP_001334331.1, NP_001400271.1, NP_001400268.1, NP_001400263.1, NP_001400265.1, NP_001400266.1, NP_001400269.1, NP_001400272.1, NP_001361732.1, NP_001104302.1	NP_002496.1
OG0002092	NP_001028391.2	XP_011515475.2
OG0002093	NP_001389975.1, NP_001158072.1, NP_001365915.1, NP_598452.2, NP_001365914.1, NP_001365913.1, NP_001343558.1, NP_082640.2, XP_030104578.1	NP_001258027.1, NP_510965.1
OG0002094	NP_001011866.1	NP_001005487.1
OG0002095	NP_059505.1	NP_057212.1
OG0002095	XP_036022186.1	NP_036265.3
OG0002096	NP_031506.1	NP_001653.1
OG0002096	NP_031505.1	NP_001651.1
OG0002097	NP_001074498.1	NP_001397830.1, XP_005250643.1, NP_001316404.1, NP_001316403.1, NP_077291.1, NP_001316401.1, NP_001316402.1
OG0002098	NP_001398289.1, NP_001348176.1, NP_001398288.1, NP_001398287.1, NP_001398285.1, NP_064323.2, NP_001398282.1, NP_001398281.1, NP_001348177.1, NP_001158205.1, XP_036008133.1, NP_001158206.1	XP_006715801.1, NP_057531.2, NP_001289966.1
OG0002099	NP_001405911.1, NP_001405908.1, NP_034343.2, NP_001405910.1, NP_001405909.1, XP_036019571.1	NP_004459.2
OG0002101	NP_058655.3	NP_000997.1
OG0002102	XP_006509355.2	XP_011530304.1
OG0002102	NP_663758.2	XP_011541141.1, NP_005950.1
OG0002103	NP_536715.3	NP_570856.2, NP_570855.2, NP_065683.2
OG0002104	NP_787056.1, NP_032402.2	NP_570115.1
OG0002105	XP_017168032.1, NP_033940.1, NP_001271338.1	NP_001341706.1, NP_116786.1, XP_047272192.1, NP_004337.2, NP_001341708.1, NP_001341709.1
OG0002106	NP_001104788.1, NP_083659.1	NP_001104789.1, NP_001172078.1
OG0002107	NP_035989.1, XP_036013300.1	NP_660303.1, XP_006712005.1
OG0002108	NP_001265511.1, NP_001265513.1, NP_032921.1, NP_001265512.1, NP_001265510.1	NP_001306134.1, NP_001030333.1, NP_000930.1, NP_001306133.1
OG0002109	XP_006502275.1, NP_001136424.1	NP_060179.2
OG0002111	NP_038663.2	NP_001368841.1, NP_874384.1, NP_001368840.1, NP_001368839.1, NP_001368846.1, NP_001368844.1, NP_001368845.1, NP_001368849.1, NP_001368850.1, NP_001368847.1, NP_001368848.1, NP_006745.1
OG0002112	XP_006503620.2, NP_033178.2, NP_001230002.1, NP_001230001.1	NP_006071.1, XP_005250167.1
OG0002113	NP_001165536.1, NP_001165535.1, NP_001344754.1, NP_722472.1, XP_006536303.1	NP_932341.1, XP_005252832.1
OG0002114	NP_001389993.1, NP_001158040.1, NP_001389994.1, NP_001157954.1, NP_001157953.1, NP_035509.4, XP_036017386.1, NP_001157952.1	NP_694985.29, NP_006738.3, XP_005274246.1
OG0002115	NP_958813.1, XP_006527232.1	NP_001410896.1, NP_001371395.1
OG0002116	NP_081688.2, XP_036017577.1	XP_047282783.1, NP_776171.1, NP_001305741.1, NP_001305742.1
OG0002117	NP_666457.1, NP_667201.1	NP_001004471.1
OG0002118	NP_950186.3	XP_047301159.1, NP_001171505.1, NP_065919.3, NP_001308836.2, NP_001004360.3, NP_001308835.2, NP_001171508.2, NP_001308834.2, NP_001308840.2, NP_001308837.2, NP_001386780.1, NP_001386778.1, NP_001308839.2, NP_001171507.2, NP_001308841.2
OG0002119	XP_036008144.1, NP_001371148.1	NP_001381019.1, XP_047304593.1, NP_001335450.1, NP_001335449.1, NP_001335452.1, NP_001335451.1, NP_065792.1
OG0002120	NP_035087.3	NP_058212.1, NP_002533.1, NP_058438.1, NP_058437.1, NP_001341580.1, NP_058214.1, NP_058434.1, NP_058436.1, NP_001341577.1, NP_001341578.1, NP_001341581.1, NP_001341579.1, XP_016861982.1, NP_058213.1
OG0002121	NP_001398091.1, NP_001398092.1, NP_001398090.1, NP_001398089.1, NP_001398083.1, NP_001398084.1, NP_059079.2, XP_006506444.1, NP_001398088.1, NP_001398087.1, NP_001398086.1, NP_001398085.1	XP_011531892.1, NP_001276009.1
OG0002122	NP_001317993.1	XP_005265391.1, NP_065727.4, NP_001307055.1
OG0002123	NP_001297374.1	NP_009090.2, NP_001291349.1, NP_001364480.1, NP_001364468.1, NP_001364467.1, XP_005265513.1
OG0002124	XP_011240630.1, NP_082446.2	NP_115583.1
OG0002125	NP_001264194.1, NP_033351.1, NP_001345441.1	NP_963998.2, XP_011526516.1, NP_001051.1
OG0002126	NP_001390423.1	NP_001359025.1, NP_001317137.1
OG0002127	NP_001411443.1, NP_001411441.1, NP_001234913.1, NP_001411442.1, XP_036014400.1, NP_001411444.1, NP_032905.2	XP_005266431.1, NP_002289.2
OG0002128	NP_033455.1	NP_001273201.1
OG0002129	XP_006510809.1, NP_001028382.1	NP_001165783.1, NP_001138791.1, XP_006713723.1, NP_002661.2
OG0002130	NP_663509.2	NP_001269479.1, NP_001381936.1, NP_001381938.1, NP_001381932.1, NP_001269480.1, NP_852108.3, NP_001269481.1, NP_001269483.1, NP_001381933.1, NP_001381937.1, XP_047295969.1, NP_001381935.1, NP_001381934.1, NP_055777.1
OG0002131	NP_001399546.1	NP_001309831.1
OG0002132	NP_001405469.1, NP_001405467.1, NP_001405466.1, NP_079975.2, NP_001405468.1	NP_057554.4, XP_011527155.1
OG0002133	NP_001103376.1	NP_001032405.1, NP_001306063.1, NP_001309856.1, NP_001309860.1, NP_001309857.1, NP_059346.2, NP_059348.2, NP_004593.2
OG0002134	NP_001398322.1	XP_006723957.1, NP_001129245.1, NP_006029.1
OG0002135	XP_006530368.1	NP_689655.3, NP_001273464.1, XP_011536274.1, NP_001354984.1, NP_001354983.1, NP_001354985.1, NP_001273463.1, NP_001273462.1, NP_001273461.1, NP_001354980.1, NP_001273460.1, NP_001354982.1, NP_001354981.1, NP_001273465.1
OG0002136	XP_011243797.1	NP_005007.2, NP_001122383.1, NP_001122386.1, NP_001092090.1, NP_001122385.1, NP_001122384.1, NP_114366.1
OG0002137	XP_006504381.1, NP_067286.1	NP_004755.2
OG0002138	XP_006505930.1, NP_941006.2	NP_001371528.1, NP_001371533.1, NP_001138328.1, XP_006719048.1, NP_060643.2, NP_001371527.1, NP_001371529.1, NP_001138329.2, NP_001371531.1, NP_001371530.1, NP_001371532.1
OG0002139	XP_006505720.1	NP_001401183.1, NP_001401182.1, NP_001401181.1
OG0002140	NP_001342574.1	NP_001129283.1, NP_001129284.1, NP_067061.1, XP_054184906.1
OG0002141	XP_006526679.3, NP_031637.1	NP_001253985.1, NP_203126.1, NP_203124.1, XP_016872252.1, NP_203125.1, NP_001218.1
OG0002142	NP_598516.2, NP_001272936.1, NP_001272938.1	NP_001243546.1
OG0002143	NP_001334135.1	NP_001093140.1
OG0002144	XP_011238048.1	NP_001357666.1
OG0002145	XP_006511149.1	NP_001288126.1, NP_001288129.1, NP_001288115.1, NP_001288124.1, XP_011520420.1, NP_001288118.1, NP_001288120.1, NP_001288116.1, NP_001288127.1, NP_001288121.1, NP_001288128.1, NP_001288123.1
OG0002146	NP_666431.2	NP_001005486.2
OG0002147	NP_031435.1	NP_000658.1, NP_000659.2, NP_000660.1
OG0002148	NP_001357683.1, NP_631937.1	NP_001124187.1, NP_057703.1, NP_001124188.1
OG0002149	NP_001025060.1, XP_006521961.1	XP_016861360.1, NP_001009899.3
OG0002150	NP_001162050.1, NP_079979.2	NP_001006685.1, NP_699164.1
OG0002151	NP_033276.1	NP_005016.1, NP_001116224.1, XP_016862107.1
OG0002152	XP_006516968.1	NP_001361511.1, XP_005248991.1, NP_001309239.1, NP_001309242.1, NP_001309243.1, NP_001309240.1, NP_001309241.1, NP_001361512.1, NP_001361510.1, NP_001229577.1, NP_001309237.1, NP_001309238.1, NP_112210.1
OG0002153	NP_001074520.1	XP_016867030.1, NP_001161846.1, NP_001337335.1, NP_001161848.1, NP_001337339.1, NP_001337338.1, NP_001337333.1, NP_001337332.1, NP_001161849.1, NP_001337336.1, NP_001337337.1, NP_001161847.1, NP_055624.2, NP_001337334.1
OG0002154	XP_006496001.1, NP_705784.1	NP_000525.1, NP_001276338.1, NP_001276337.1, NP_001307975.1, NP_001307977.1, NP_001307976.1, NP_001307974.1, NP_001121616.1, NP_001307973.1, XP_016859833.1, NP_001121615.1
OG0002155	XP_011236737.1, NP_067270.1, NP_001177913.1, NP_001177914.1	XP_005246300.1, NP_001130047.1, NP_001130046.1, NP_006046.1
