Orthogroup	Mus_musculus	Sus_scrofa
OG0001697	NP_683734.2, XP_006504397.1	XP_020919935.1, XP_020937614.1, XP_020937403.1, XP_020937610.1, XP_020937397.1, XP_020937396.1, XP_020938123.1, XP_020937613.1, XP_020937615.1, XP_020932746.1, XP_020956201.1, XP_003124468.3
OG0001698	NP_001407651.1	XP_020941917.1
OG0001698	NP_001277308.1	XP_005673510.1
OG0001700	NP_064327.1	XP_005674606.2
OG0001701	NP_032663.1, NP_001407087.1, NP_001343514.1, NP_001343512.1, NP_001343513.1	NP_001231497.1
OG0001702	NP_032205.2	XP_003135149.3
OG0001702	NP_666178.2	XP_020942248.1
OG0001703	NP_067386.3	XP_003131275.2
OG0001703	NP_796349.1	XP_003481158.1
OG0001704	NP_034448.2	XP_020952016.1
OG0001705	NP_001344376.1, NP_067534.2, NP_001344377.1, XP_036017118.1	XP_020949096.1, NP_001230304.1
OG0001706	NP_080287.1	NP_001239143.1, XP_020924084.1
OG0001706	NP_081099.1	XP_020920192.1
OG0001707	NP_034908.1, XP_006497297.1	XP_020957856.1, NP_999053.1, XP_020918995.1, XP_003482715.2
OG0001708	XP_036009808.1, NP_083035.1	XP_020945108.1
OG0001709	NP_001398434.1, NP_038929.2	XP_001929540.1
OG0001710	NP_001103743.1, NP_001103744.1, NP_109608.1, XP_006526551.1, NP_997534.2	XP_020948116.1
OG0001711	NP_001348129.1, NP_001153876.1, NP_038842.3	XP_020951929.1, XP_020951928.1, XP_003482105.1
OG0001712	NP_081391.1, NP_001038948.1, NP_001347471.1	XP_020957934.1
OG0001713	NP_001346221.1, NP_001346163.1, NP_082299.1	XP_013844721.1, XP_005656535.1, XP_005656537.1, XP_005656536.1
OG0001714	NP_001033319.1, NP_079665.1	XP_020922093.1
OG0001715	NP_001191059.1, NP_064343.1, NP_001191058.1, XP_036012760.1	XP_020922173.1, XP_020922174.1, XP_020922172.1
OG0001716	NP_056622.1	XP_020922322.1
OG0001716	NP_598790.1, NP_001405279.1	XP_003132095.1
OG0001717	NP_808445.2, NP_001348522.1, XP_017170063.1	XP_013836253.1
OG0001718	NP_082768.1	XP_003131378.1
OG0001719	NP_080818.1, XP_006534097.1	XP_020921766.1, NP_001231895.1
OG0001720	NP_001390791.1, NP_001390792.1, NP_001390793.1, NP_034846.2, NP_001390785.1, NP_001390790.1, NP_001390794.1, NP_001390786.1, NP_001278174.1, NP_001390788.1, NP_001390789.1, XP_006532411.1, NP_001278176.1, NP_001390787.1, NP_001278175.1	NP_001231032.1, XP_020921813.1
OG0001721	XP_006497689.1	XP_020936695.1
OG0001721	XP_006530650.1	XP_020939369.1
OG0001722	NP_001403027.1, NP_001164425.2, NP_001357576.1, NP_001004150.2, XP_036015295.1	XP_005663817.1, XP_020947084.1
OG0001724	NP_081211.3	XP_003354749.1, XP_013851344.1, XP_013851346.1, XP_013851347.1, XP_013851348.1, XP_013851345.1
OG0001725	NP_001334332.1, XP_006524330.1	XP_013851351.1, XP_020942771.1, XP_003124903.1, XP_005662405.1
OG0001726	NP_064648.3, XP_011244620.1	XP_020943892.1
OG0001727	XP_006514928.2	XP_020943177.1
OG0001728	NP_079663.1	XP_020955829.1
OG0001729	NP_079628.1, NP_001313543.1	XP_003354326.1, XP_005661707.1, XP_003354325.1
OG0001730	NP_258439.1, NP_001357956.1	XP_020953812.1, NP_001182278.1
OG0001730	NP_001156664.1	XP_020953809.1, NP_001182276.1
OG0001731	XP_006495642.1	XP_005666526.1, XP_013833906.1, XP_003482377.1, XP_003128844.1
OG0001732	NP_077248.1, XP_036012007.1	NP_001137583.1, XP_020939458.1
OG0001733	NP_038712.3	XP_020941152.1, XP_020941142.1, XP_020941154.1, XP_020941147.1
OG0001734	XP_889797.1	XP_020944244.1, NP_001177107.1
OG0001735	NP_067395.1	XP_020933518.1
OG0001735	NP_062609.2	XP_005655407.3
OG0001736	NP_035968.1	XP_020944434.1
OG0001737	XP_006521606.1, NP_084475.1	XP_020946166.1, XP_020946169.1, XP_020946170.1, XP_020946168.1, XP_020946167.1
OG0001738	NP_033897.1, XP_006527823.1	XP_003135235.2
OG0001738	NP_083126.1	XP_003129031.1
OG0001739	NP_001343900.1, XP_006535246.1, NP_001343901.1, NP_080215.1, NP_001343902.1, NP_001343903.1	XP_020957034.1
OG0001740	XP_006515027.1	XP_013835192.1
OG0001741	XP_006505793.1, NP_001397184.1	XP_020934864.1
OG0001742	XP_006505170.1	XP_013841114.1
OG0001743	XP_011238722.1, NP_031585.2, NP_031584.1, NP_001242948.1	XP_020953264.1, XP_003356374.4
OG0001745	NP_080423.1	NP_001123426.1
OG0001746	NP_071858.3	XP_020934557.1
OG0001746	NP_001007573.1, XP_017176952.1	XP_003360142.4
OG0001747	NP_001348871.1, NP_032920.2	XP_020934143.1, NP_001231925.1
OG0001748	NP_001154987.2, NP_001154988.2, NP_848903.3	XP_001925118.1
OG0001749	NP_084034.2, NP_001139591.1, XP_006515309.1, NP_001351361.1	XP_005662795.1, XP_013851790.1, XP_003125393.1
OG0001750	NP_001351189.1	XP_005662769.1
OG0001751	XP_036013665.1, XP_036008356.1, XP_011244883.1, NP_080329.1, NP_001342387.1	XP_013851647.1
OG0001752	XP_017175125.1, NP_057921.1	XP_005663515.1, NP_001230223.1
OG0001753	XP_006516011.1, NP_795904.3	XP_020919228.1
OG0001754	NP_001405611.1, NP_081220.1, NP_001405613.1, NP_001405625.1, NP_001405628.1, NP_001405627.1, NP_001405608.1, NP_001405614.1, NP_001405609.1, NP_001405623.1, NP_001405619.1, NP_001405621.1, NP_001405618.1, NP_001405616.1	XP_020938827.1, XP_003353938.2, XP_020938826.1
OG0001755	NP_001349616.1	XP_020938834.1
OG0001756	XP_006499797.1, NP_796164.1	XP_020938867.1, XP_020938866.1
OG0001757	XP_006499274.1, NP_001074729.1	XP_020937678.1, XP_020938705.1, XP_020938706.1
OG0001758	NP_899003.1, XP_006499537.1	XP_020938814.1, XP_003122898.3
OG0001759	NP_001104520.1, NP_033972.2, NP_001104519.1	NP_001230794.1
OG0001761	NP_783580.1, XP_036009018.1	XP_013849453.2, XP_020938294.1, XP_020938296.1
OG0001761	NP_077252.2, XP_006508723.1, XP_030098979.1	XP_020938292.1
OG0001762	XP_006518050.1	XP_003132336.2
OG0001763	NP_001139532.1, NP_001139531.1, XP_006512166.1, NP_666340.3	XP_020924303.1
OG0001764	XP_006508924.1, NP_080334.3	NP_001161103.1, XP_005661313.1
OG0001765	NP_038679.3	XP_020939853.1, XP_020939852.1
OG0001766	NP_031924.1	NP_001161118.1, XP_005657846.1
OG0001767	NP_776142.1	XP_003132476.1
OG0001767	NP_001157135.1	NP_001230202.1
OG0001768	NP_898991.1, XP_006507703.1	XP_005667143.2, NP_001231225.1
OG0001769	NP_001240688.1	XP_020921006.1
OG0001770	NP_001240760.1	XP_013845529.2
OG0001771	NP_787027.1, XP_036014922.1, XP_006511819.1, XP_036020534.1, NP_001127899.1, NP_780774.1, NP_001127898.1	XP_020925123.1
OG0001772	NP_848826.1	XP_003132512.1
OG0001773	NP_001277957.1, NP_922936.3, XP_017173693.1, NP_001277956.1	XP_005672839.1, XP_013840617.1, XP_005672838.1, XP_005672837.1, XP_020934016.1
OG0001774	NP_001407742.1, NP_001407740.1, NP_075619.2, NP_001407741.1, NP_001132983.1, NP_001132984.1, NP_001407739.1, NP_001407743.1, NP_001407737.1, NP_001407738.1, NP_001132985.1, XP_036015619.1, NP_001407736.1, NP_001407735.1	XP_020933458.1
OG0001775	XP_006500047.3, NP_001153886.1	XP_020933742.1
OG0001775	NP_001400665.1, NP_001155278.1	XP_020933640.1
OG0001776	NP_082304.1	XP_020933682.1, XP_020933683.1, XP_020933681.1
OG0001777	NP_001041613.1, NP_659143.1	XP_020934033.1, XP_020934032.1, XP_020934031.1
OG0001778	NP_001156419.1	XP_020920938.1
OG0001779	NP_001404975.1, NP_659068.1	XP_005670632.1
OG0001780	NP_780683.1, NP_001346878.1, NP_001346879.1	XP_013838341.2
OG0001781	NP_598669.1, NP_083372.1	XP_005670743.1, XP_005670741.1, XP_013838378.1, XP_005670745.1, XP_005670744.1, XP_005670742.1
OG0001782	NP_001010825.2, XP_006530348.1	XP_003359183.1
OG0001783	XP_006505561.1, NP_001395179.1, NP_001395177.1, NP_001395176.1, NP_001036088.1, NP_001258508.1, NP_031931.2, NP_001395178.1, NP_001342144.1	NP_001245310.1
OG0001784	XP_011239624.1, NP_783327.2	XP_013843850.2
OG0001785	NP_001258516.1	XP_020947957.1
OG0001786	NP_001397235.1	XP_020946751.1, NP_001240636.1
OG0001787	NP_001346937.1, NP_001346936.1, NP_001392182.1, NP_001392184.1, NP_001392185.1, NP_001392187.1, NP_001346938.1, NP_001392183.1, NP_001392186.1, NP_001346939.1, NP_001392188.1, NP_690029.2, NP_001021118.1, NP_001392190.1, NP_001263269.1, NP_001392189.1	XP_020947715.1
OG0001788	NP_700456.1, XP_006520746.1	XP_020937374.1
OG0001789	NP_001365702.1	XP_020928406.1
OG0001790	NP_001161963.1, XP_006526825.1, NP_001161964.1, NP_035180.2	XP_020928875.1, XP_001927084.1, XP_020928876.1
OG0001791	NP_001405692.1	XP_005671573.1, XP_001927962.1
OG0001792	NP_001403882.1, NP_001341998.1	XP_003121596.1, NP_001302567.1
OG0001793	NP_067482.4, NP_001155975.1, XP_006500029.1	NP_001231167.1, XP_005659694.2
OG0001794	NP_001034608.1	XP_003121520.1
OG0001795	NP_001344345.1, NP_848762.1	XP_020926411.1
OG0001796	NP_001239369.1, NP_001239367.1, NP_080243.3, NP_001239368.1	XP_003483390.1
OG0001797	NP_001406224.1	XP_020926601.1, XP_020926599.1, XP_020926597.1, XP_020926598.1, XP_020926595.1, XP_020926596.1, XP_020926600.1, XP_020926594.1
OG0001798	NP_001156631.1, NP_034111.1, NP_001156632.1	XP_003132661.1
OG0001799	XP_006501701.1, NP_942564.2, NP_001344780.1	XP_005657153.1, XP_020925411.1, XP_005657152.1
OG0001800	NP_034862.1	XP_003130149.2, XP_020918888.1
OG0001801	NP_001344133.1	NP_001231363.1, XP_005663249.1
OG0001802	NP_848713.1	XP_005663269.1, XP_003355153.1, XP_013852337.1, XP_020945242.1, XP_020945244.1, XP_003125720.2
OG0001803	NP_001153099.1	XP_005673751.1
OG0001804	NP_080745.2, XP_006528667.1, NP_113558.1	XP_005657966.1, XP_020935408.1, XP_020936159.1
OG0001805	NP_848855.2, NP_001352041.1, XP_036017845.1, NP_001352040.1	XP_005674001.1, XP_003135482.1, XP_020935430.1
OG0001806	NP_001280552.1	XP_020935780.1
OG0001809	XP_036016580.1, XP_036016506.1, NP_001005485.1, NP_666440.2	XP_020937878.1, XP_020936928.1, XP_001929499.1, XP_020936686.1
OG0001810	NP_001096135.1, NP_001268460.1, NP_001268459.1	XP_020936188.1, XP_020936104.1, XP_020936105.1, XP_020936101.1
OG0001811	NP_001170955.1, NP_056556.1, NP_001191959.1, XP_030101972.1, NP_001095083.1	XP_020922663.1, XP_020922664.1, XP_005668900.1
OG0001815	NP_080249.2	XP_003128442.1
OG0001816	NP_079548.1	XP_005657678.1
OG0001817	NP_001342200.1, XP_006499208.1, NP_001342202.1, NP_035706.1, NP_001170790.1, NP_001170791.1	NP_001128730.1, XP_005672066.1
OG0001818	NP_001334459.1	XP_020941412.1
OG0001819	NP_001276489.1, NP_001395036.1, XP_036010725.1, NP_001395035.1, NP_001276488.1, NP_001276487.1, NP_705768.4	XP_003132189.2
OG0001820	NP_035300.1, NP_001265185.1	XP_005672726.1, NP_001008687.1
OG0001822	NP_001159374.1, NP_031640.1	NP_999532.1, XP_005669434.1
OG0001823	XP_017173468.1, NP_001035883.1, NP_081963.1, NP_001035885.1, NP_001035884.1	NP_001243700.2
OG0001824	NP_001157167.2, NP_083181.2, XP_030105174.1	NP_001157168.1, XP_005670380.1
OG0001825	NP_079636.2	NP_001191292.1
OG0001825	NP_079974.1	NP_001189469.1
OG0001826	NP_033122.1, XP_036012026.1	XP_003121938.1
OG0001827	NP_001343450.1, NP_080486.1	XP_005654038.1, NP_001268761.1
OG0001828	XP_036011877.1, NP_038749.1	XP_020926795.1
OG0001829	NP_033831.1	NP_001103894.1
OG0001829	NP_033829.3	NP_001121948.1
OG0001830	NP_001104759.1, NP_001399497.1, NP_001399498.1, NP_001104761.1, NP_001104762.1, NP_001399503.1, NP_001399504.1, NP_001104760.1, NP_001399501.1, NP_001399500.1, NP_001399499.1, NP_058019.2, NP_001399506.1, NP_001399507.1	XP_005661078.1
OG0001831	NP_598988.1, NP_001161009.1, NP_001161008.1, NP_598987.1, NP_665846.1	XP_020953491.1
OG0001832	NP_666504.1	XP_020940728.1
OG0001832	NP_667238.2	XP_020941139.1, XP_020941141.1
OG0001833	NP_666910.1, NP_666912.1	XP_013849749.2, XP_013849744.1
OG0001834	NP_666952.1	XP_003122798.2
OG0001834	NP_001011831.1	XP_013849771.1
OG0001835	NP_666795.2	XP_020937684.1
OG0001837	NP_666703.2, NP_001011530.2	XP_003128822.2, XP_003122818.2, XP_013845461.2
OG0001838	NP_666751.2	XP_003128274.2
OG0001838	NP_997576.1, NP_001011769.2	XP_013850057.1, XP_020940737.1
OG0001839	NP_666862.2	XP_003125731.1, XP_020945252.1
OG0001840	NP_075638.2, XP_030106430.1, NP_001276460.1	NP_001230636.1, XP_005659874.1
OG0001841	NP_001346463.1, NP_619608.1, XP_011241505.1	XP_013847953.2
OG0001842	NP_766488.2, XP_006540923.1	XP_020950597.1, XP_020950595.1
OG0001843	NP_034259.2, NP_001139818.1	XP_005664707.1, NP_001231459.1
OG0001845	NP_031772.1	XP_020920396.1
OG0001846	NP_083742.3	XP_005668329.1
OG0001847	NP_083081.2, XP_006531473.1	XP_020949592.1
OG0001848	NP_001121642.1, XP_006531477.1, NP_001121643.1, NP_775545.1	XP_020949848.1, XP_020949850.1, XP_020949843.1, XP_020949846.1, XP_020949844.1, XP_020949851.1, XP_020949852.1, XP_020949845.1, XP_020949849.1, XP_020949842.1
OG0001849	NP_001077385.1, NP_598468.2, XP_006539213.1	XP_003127770.1, XP_013844248.1, XP_013844247.1
OG0001850	XP_006539319.1, NP_001342116.1, NP_001243041.1, NP_084035.1, NP_001342117.1	XP_003127758.1
OG0001851	XP_006524373.1	XP_020941269.1, NP_001152782.1
OG0001852	NP_775568.1	XP_020940151.1, XP_020940152.1
OG0001853	XP_006502996.1	XP_020952581.1
OG0001854	NP_035893.1, XP_011239595.1	XP_005671049.1
OG0001855	NP_001318048.1	XP_003483520.1
OG0001856	NP_001359307.1	XP_020929449.1
OG0001857	NP_001303669.1, NP_001303668.1, NP_001365744.1, NP_081740.2, NP_001303666.1, NP_001303662.1, NP_001303661.1, NP_001303664.1, NP_001365743.1, NP_001303665.1, NP_001303663.1, NP_001365742.1	XP_005671194.1
OG0001858	NP_705721.3	XP_013840603.1
OG0001858	NP_666074.1	XP_003134120.1
OG0001859	NP_598894.1	XP_020940692.1
OG0001860	NP_031911.1	XP_020940675.1
OG0001861	NP_001028641.1	XP_005667471.1
OG0001861	XP_011246143.1, NP_001030066.1	XP_020935814.1
OG0001862	NP_031466.2	XP_020923459.1
OG0001863	NP_849201.1	XP_003483164.3
OG0001863	NP_061275.2	XP_003483166.2
OG0001864	NP_001342389.1, NP_082670.1, NP_001342388.1	XP_013854822.1
OG0001865	XP_006539015.1, NP_796160.1	XP_020953134.1, XP_020953136.1, XP_020953132.1, XP_020953135.1, XP_020953133.1, XP_020953137.1
OG0001866	NP_001349910.1, XP_006539194.1, NP_080671.1	XP_020950862.1, XP_005656043.1, XP_013844186.1
OG0001867	XP_006530687.1, NP_033996.4, NP_001403376.1	XP_020949021.1, NP_001231411.1
OG0001868	NP_766129.1	XP_020941954.1
OG0001868	NP_001034812.1	XP_020928892.1
OG0001869	NP_001276483.1, NP_083935.3, NP_001276484.1, NP_001276485.1, NP_001276486.1, XP_017176632.1	XP_020941955.1
OG0001870	XP_006533322.1, NP_766390.2	XP_003357977.2
OG0001870	NP_032010.2	NP_001139772.1
OG0001871	XP_006507225.1, NP_849232.1	XP_005655153.2
OG0001872	XP_017167873.1, NP_084118.1	XP_020942103.1, XP_020942105.1, XP_020942104.1, XP_020942106.1, XP_005653081.1
OG0001873	NP_075686.3	XP_020942189.1, XP_020942188.1
OG0001874	NP_598632.2	NP_001233134.1
OG0001874	NP_112735.1	XP_020952079.1
OG0001875	NP_777357.2	XP_020952109.1, XP_003356470.3, XP_020952108.1, XP_020952107.1
OG0001876	NP_001382923.1	XP_020943624.1
OG0001878	XP_017175426.1, NP_808310.2	XP_020920166.1
OG0001879	NP_031447.1	XP_020937155.1, NP_001090978.1
OG0001879	NP_031448.2	NP_001090977.1
OG0001880	NP_001159455.1	XP_013852513.1
OG0001881	NP_001074692.1, XP_006525875.1, NP_001239424.1	XP_005665365.1
OG0001882	XP_011243290.1, NP_001347155.1, NP_001273410.1, NP_001347154.1	XP_003121872.2
OG0001884	XP_036014667.1, NP_067412.1	XP_003128599.1
OG0001885	NP_080812.1, NP_001348620.1, NP_001348619.1, XP_006516243.1	XP_001926371.3
OG0001886	XP_011242520.1, NP_001388195.1, NP_001191982.1, NP_112149.2, NP_001191981.1	XP_020955194.1, XP_020955193.1, XP_020955192.1
OG0001887	NP_001264225.1, XP_030102793.1, NP_001348527.1, NP_001348530.1, NP_001348528.1, NP_001348529.1, NP_082381.1, NP_001264226.1	XP_020955216.1
OG0001888	NP_001241664.1	XP_020922009.1
OG0001889	NP_001350159.1, NP_112460.1	XP_020922741.1, XP_020922742.1
OG0001890	XP_011237493.1, NP_082369.1	XP_005652791.2, XP_020936753.1, XP_013844703.2, XP_005652792.2, XP_003122402.3, XP_005652794.2, XP_020936755.1, XP_020936754.1
OG0001891	NP_001034184.1, NP_001405661.1	XP_020936819.1
OG0001892	XP_030107813.1, NP_733480.1, NP_001343362.1, NP_001343363.1	NP_001230386.1
OG0001893	NP_001276477.1, NP_001276476.1	XP_020925081.1
OG0001894	NP_598764.1, XP_006513076.1	XP_020948513.1, XP_003126317.1
OG0001895	NP_001395211.1	NP_001230138.1, XP_020946713.1
OG0001896	NP_084505.2	XP_001929168.1
OG0001897	NP_001405601.1	NP_001121928.1, XP_005655537.1
OG0001898	NP_038750.2	XP_020947209.1, XP_020947207.1, XP_020947211.1, XP_020947208.1
OG0001899	XP_030101190.1, NP_083108.1, NP_001366453.1, NP_001366455.1, NP_001366454.1	XP_020947225.1
OG0001900	XP_006513131.1	XP_005662374.1
OG0001901	XP_011236719.1, NP_081374.1, NP_001343411.1	XP_020942856.1
OG0001902	NP_666086.2, NP_001405098.1, XP_006532828.1	XP_003123721.1, XP_005655028.1
OG0001903	NP_001344517.1	XP_003123996.3
OG0001904	NP_001074812.1	XP_005668139.1, XP_020920364.1, XP_013835652.1, XP_003130743.1, XP_013835653.1
OG0001905	XP_006538308.1, NP_001406122.1, NP_001406121.1, NP_001406123.1, NP_081542.2, NP_001406124.1	XP_013849127.1, XP_020921891.1, XP_001929010.1
OG0001906	NP_077219.1	XP_020923405.1, XP_020923397.1, XP_020923408.1, XP_020923415.1
OG0001907	NP_001346884.1, NP_001094952.2, NP_001408299.1, NP_001408300.1, NP_001408298.1, NP_001171202.1, XP_006511239.1	XP_013848111.1
OG0001908	NP_001406137.1, NP_001406136.1, NP_659188.1, XP_006523532.1	XP_020954343.1, XP_005666021.1
OG0001909	NP_001342427.1, NP_067293.1, NP_001366457.1	NP_001230243.1, XP_020940099.1
OG0001910	NP_001156492.1	XP_020928877.1
OG0001911	NP_001344935.1, NP_780343.1, NP_001344936.1	XP_005662999.1, NP_001230285.1
OG0001912	NP_032441.4	XP_020944436.1, XP_020944439.1, XP_020944440.1, XP_020944438.1, XP_020944441.1, XP_020944442.1
OG0001913	NP_001157512.2, NP_001157508.2, NP_001157511.2, NP_032555.2, NP_001157510.2, NP_001157509.2, NP_001361067.1, XP_036015094.1	XP_020944426.1, XP_013839467.2
OG0001914	NP_032092.1, XP_006503796.1	XP_013834097.1
OG0001915	NP_001161746.1, NP_808580.2, XP_006521159.1, NP_899017.2, XP_006521088.1, XP_006521565.1, NP_083268.1, NP_113555.1	XP_013843492.1
OG0001916	XP_006514065.1, NP_001155840.1, NP_001192027.1, NP_080519.2, NP_001155841.1	NP_001001859.1
OG0001917	NP_034880.1	XP_001927813.2
OG0001917	NP_035969.2	XP_020956311.1
OG0001918	NP_001192314.1, NP_001192315.1, NP_076224.1	NP_001127815.1
OG0001919	NP_034249.1	XP_020938530.1
OG0001919	NP_065603.2	XP_020943317.1
OG0001920	NP_001139696.1, NP_077746.3, NP_001139695.1, NP_001139694.1	XP_005655306.1, NP_001231854.1
OG0001921	NP_659166.1, XP_030111193.1, NP_001351482.1, NP_001351483.1, NP_001240621.1	XP_013843333.1
OG0001922	NP_001342634.1	XP_003125814.2
OG0001924	NP_001156832.1, NP_001412580.1	XP_013835458.1, XP_003357655.1, XP_013835459.1, XP_005667954.1
OG0001925	NP_084266.1	XP_020919156.1
OG0001925	NP_808431.2	XP_003132402.3
OG0001926	NP_001349794.1, NP_776111.1, NP_001020273.1, NP_001349793.1	XP_020938891.1, XP_020938889.1
OG0001927	NP_001091707.1, XP_006527482.1, NP_598520.1	XP_003353866.2
OG0001928	XP_006527004.1	XP_020938600.1, XP_003122689.1
OG0001929	NP_001008502.2	XP_020956356.1, XP_005658970.2
OG0001930	XP_006529908.1, NP_573449.2, NP_001366283.1, NP_001078878.1, NP_001366284.1	XP_003359484.1
OG0001931	XP_036022146.1	NP_001245372.1
OG0001932	NP_080214.1	XP_020924757.1, XP_003132323.1
OG0001933	NP_001160003.1, NP_001160004.1, XP_006519350.1, NP_062333.1	XP_020924611.1
OG0001934	NP_001273427.1, NP_035703.2, NP_001075123.1	XP_020924516.1
OG0001936	XP_030099599.1, NP_061241.1	XP_020939354.1, XP_020939353.1, XP_020939355.1
OG0001937	NP_079977.3	XP_003123195.1, XP_003123197.1
OG0001938	NP_001334337.1, NP_001346742.1	XP_003123163.1
OG0001939	NP_075920.4, XP_006514088.1	XP_005661460.1
OG0001940	NP_666426.2, NP_001011854.2	XP_013846562.2
OG0001941	NP_001347683.2, NP_001347685.1, NP_001347682.2, NP_001402962.1, NP_083890.2, NP_001347684.1, NP_001371080.1, NP_001347681.2, NP_001371077.2, NP_001402963.1, XP_036009434.1	XP_003357278.4
OG0001942	NP_001390478.1, NP_001390482.1, NP_001390481.1, NP_598708.3, NP_001390480.1, NP_001390476.1, NP_001390474.1, NP_001390473.1, XP_006507238.1, NP_001390477.1, NP_001390475.1, NP_001390479.1	XP_005653721.1
OG0001943	NP_001347741.1, XP_006540617.1, NP_001013386.2	XP_003122973.2
OG0001944	NP_109610.1	NP_001230189.1
OG0001944	XP_030103906.1	XP_020921273.1
OG0001945	NP_001342618.1, NP_083262.1, XP_006500368.1	XP_003134344.2
OG0001946	XP_006500074.1, NP_001074559.1	XP_001926103.3
OG0001947	XP_006498999.1, NP_001342082.1, NP_001342084.1, NP_001342083.1, NP_038857.1	XP_013840518.1
OG0001948	XP_006500229.1, NP_001135443.1, NP_081754.2	XP_005657716.1, NP_001231274.1
OG0001949	NP_001277960.1, NP_001277961.1, NP_081405.2	XP_020933367.1
OG0001950	NP_001407621.1, NP_035255.1	XP_020932948.1, NP_999448.1
OG0001951	NP_001171180.1, NP_001171177.1, NP_001171178.1, NP_001171179.1, NP_001349965.1, NP_001349964.1, NP_001171181.1, NP_001349966.1, NP_665703.2, XP_006500657.1, NP_001361599.1	XP_020933245.1
OG0001952	NP_001159463.1	XP_020934036.1
OG0001954	NP_082308.1	NP_001157492.1
OG0001955	NP_001240665.1, XP_036014427.1, NP_666090.1	XP_005670470.1
OG0001956	XP_006509671.1, NP_955396.2, NP_001357900.1	XP_020928380.1, XP_001925540.1
OG0001957	XP_006530557.1, NP_083808.1	XP_003359137.1
OG0001958	XP_006527376.1	XP_001928012.1
OG0001959	NP_001313516.1, NP_001313515.1, NP_001313514.1, NP_001313512.1, XP_017177251.1	XP_003126615.2
OG0001960	NP_569714.2	XP_020947999.1, XP_020947997.1, XP_020948000.1, XP_020947998.1
OG0001961	XP_036008278.1	XP_020947871.1
OG0001963	XP_006507144.1, NP_001276590.1, NP_080330.1, NP_001276591.1	XP_005664063.1, NP_001230750.1
OG0001964	NP_001343879.1, NP_001276582.1, XP_006521226.1, NP_001343880.1	XP_020948236.1
OG0001965	XP_006520954.1, NP_035848.1	XP_020946517.1, NP_001273945.1
