Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0002496	NP_034224.1, NP_796073.1	XP_005326588.1, XP_005326592.1
OG0002497	NP_083025.1	XP_013211655.1
OG0002498	NP_001408120.1	XP_005326582.1
OG0002499	NP_084077.1, NP_001343953.1, XP_030108742.1	XP_040143640.1
OG0002500	NP_001156963.1, NP_001156961.1, NP_038686.3, NP_001156962.1, XP_006501250.1	XP_005331434.1
OG0002501	NP_444329.2	XP_040129423.1, XP_040129421.1
OG0002502	XP_017173323.1, NP_034388.2	XP_005329091.1
OG0002503	NP_001404467.1	XP_040130457.1
OG0002504	NP_001351329.1, NP_083610.2, NP_001351330.1, NP_001153579.1, NP_001008506.2, NP_001351331.1, NP_001351334.1, NP_001351333.1, NP_001153580.1, XP_006516390.3, NP_001351332.1	XP_005321362.1
OG0002505	NP_899009.2, XP_006516295.1	XP_005321369.1
OG0002506	NP_080811.1	XP_005341229.1, XP_040131406.1, XP_040131407.1
OG0002507	NP_001409909.1, NP_001025015.1, NP_001351294.1, NP_001025014.1, NP_001351297.1, NP_035835.1, XP_006515872.1, NP_001351296.1	XP_040130482.1
OG0002509	NP_001350354.1, NP_598557.3	XP_005332726.1
OG0002510	NP_663414.3, XP_006533175.1	XP_040124334.1, XP_005332669.1
OG0002512	NP_081383.1	XP_005332637.1, XP_040124362.1, XP_013217108.1, XP_021586915.1
OG0002513	NP_079551.3, NP_001239122.1	XP_005328298.1, XP_021584103.1
OG0002514	NP_001258302.1, NP_001258304.1, NP_001258303.1, NP_001028607.1, XP_006533711.1, NP_001258301.1	XP_013215360.2
OG0002515	NP_001343253.1	XP_021583996.1
OG0002516	NP_080771.3, XP_006498322.1, NP_001032175.1	XP_021590040.1, XP_040142548.1
OG0002517	XP_030101044.1, NP_064337.1	XP_005335690.1
OG0002518	NP_001039023.1, NP_032863.2	XP_040134072.1
OG0002519	NP_064297.1	XP_005322353.1, XP_040134476.1, XP_013212785.1
OG0002520	NP_001407280.1, NP_001281100.1, NP_034873.2, NP_001407278.1, NP_001407279.1, NP_001020773.1, NP_001407277.1	XP_040126865.1
OG0002521	XP_006495776.1, NP_032388.1	XP_013219801.1, XP_040126769.1
OG0002522	XP_006496069.1	XP_021575268.1
OG0002523	NP_001407579.1, NP_033565.2, NP_001276694.1, NP_001276695.1, NP_001276541.1	XP_021575266.1
OG0002524	NP_613046.2, NP_001039329.1, NP_001039328.1	XP_040138348.1, XP_005339023.1
OG0002525	NP_079622.1	XP_005335791.1
OG0002526	NP_080025.3, NP_001347913.1, XP_006526222.1	XP_021585926.2
OG0002527	NP_031412.2, NP_001406881.1	XP_005326228.1, XP_013214509.1, XP_013214508.1
OG0002528	NP_001078984.1, XP_036020082.1	XP_040141865.1
OG0002529	NP_001412055.1, XP_006538238.1, NP_001074641.1, NP_001412056.1	XP_040141993.1
OG0002530	NP_001366553.1, NP_001366552.1, NP_705724.1, NP_001366554.1	XP_005329745.1
OG0002531	NP_001170941.1	XP_040138662.1, XP_040138663.1
OG0002532	NP_001386923.1	XP_040138452.1
OG0002532	NP_082228.2	XP_013221708.2
OG0002533	NP_766206.1, NP_081336.1, XP_006524157.1	XP_005318792.1, XP_021577609.1
OG0002534	NP_079812.1, NP_001404497.1	XP_040149361.1
OG0002535	XP_006520707.1, NP_001398645.1, NP_033035.3	XP_013212600.1
OG0002536	NP_001028401.2, NP_034121.4	XP_040149347.1, XP_040149481.1
OG0002538	NP_001288650.1, XP_030106038.1, NP_778180.1, NP_001288651.1	XP_005324680.1
OG0002539	XP_006505018.1, NP_598692.1, NP_082646.1	XP_040147553.1
OG0002540	XP_006505232.1, NP_082268.2	XP_005339994.1
OG0002541	NP_035913.1	XP_040147664.1, XP_005328836.1, XP_040147663.1
OG0002542	XP_030111367.1, NP_061239.1	XP_040146826.1
OG0002543	NP_001404633.1, NP_001404632.1, NP_081544.1, NP_001404631.1	XP_021577931.1
OG0002544	XP_006505015.1, NP_083266.1	XP_040146807.1
OG0002545	NP_034421.1	XP_005317841.1
OG0002547	NP_694799.1	XP_005317885.1
OG0002548	XP_036019940.1, NP_001343384.1, NP_001343385.1, NP_666265.3	XP_005317875.1, XP_005317874.1
OG0002549	NP_803413.1, NP_001272814.1, NP_001272816.1, NP_001272817.1	XP_013220066.1
OG0002550	NP_031818.3	XP_005330496.1
OG0002551	NP_032708.2, XP_036011566.1	XP_040126474.1, XP_040137748.1
OG0002552	NP_001129041.1, NP_001129039.1, NP_001129040.1	XP_005322403.1
OG0002553	NP_083378.3, XP_006514318.1	XP_005322401.1
OG0002554	XP_006531551.1, NP_001009981.1, NP_084012.1, NP_001269037.1	XP_040149163.1
OG0002555	NP_081771.2, NP_001366472.1, XP_006502121.1, NP_001366471.1	XP_040149074.1
OG0002557	NP_001351406.1	XP_013219740.1, XP_013219742.1, XP_013219741.1, XP_005338432.1
OG0002558	XP_017168286.1, NP_001351381.1, NP_001351379.1, NP_808409.1, NP_001351380.1	XP_005330836.1
OG0002559	NP_766499.2, NP_001413501.1	XP_040124057.1
OG0002560	NP_001300907.1	XP_040127138.1
OG0002561	NP_081497.2, NP_001350266.1	XP_021580253.1
OG0002562	NP_001157231.1	XP_040127051.1
OG0002563	NP_001030305.1, NP_001397280.1, NP_001397279.1, NP_001397278.1, NP_035505.2, XP_006505882.1, NP_001397282.1, NP_001397281.1, NP_001397283.1	XP_021591013.1, XP_040126568.1, XP_005338504.1
OG0002565	XP_006502075.1, NP_081251.1	XP_013217710.2
OG0002566	NP_001028474.1	XP_005331211.1, XP_040143446.1
OG0002567	NP_001078852.1, XP_036019228.1, NP_001366475.1, NP_001366474.1, NP_076117.2	XP_040143475.1
OG0002568	XP_011245725.1	XP_013216741.1
OG0002569	NP_062364.3	XP_021577968.2
OG0002570	NP_001161256.1, NP_058617.3, NP_001129563.1, XP_011246934.1	XP_040139942.1
OG0002571	NP_001033320.1, NP_035923.1, NP_001273537.1	XP_005333457.1
OG0002572	NP_001161271.1, XP_030106858.1, NP_062803.4	XP_005331529.1
OG0002573	NP_079886.2	XP_040140155.1, XP_005331564.1
OG0002574	NP_032542.1	XP_013216474.1
OG0002575	NP_001155139.1, NP_444345.2, XP_006518171.1	XP_021586436.1
OG0002576	NP_001344109.1, NP_001344110.1, NP_036107.1, NP_001344111.1, XP_006509734.1	XP_040146909.1
OG0002577	NP_659183.3	XP_040146949.1
OG0002578	NP_001272364.1, XP_011241828.1	XP_021586507.1
OG0002580	XP_006507338.1, NP_031628.1, NP_001288179.1	XP_005323285.1
OG0002581	NP_001298090.1, NP_001033713.1, XP_006508005.1	XP_005326892.1
OG0002582	NP_001157761.1, NP_001406807.1, XP_006518990.1, NP_001157799.1, NP_766191.1, XP_011243325.1	XP_021585438.1
OG0002583	NP_001272352.1	XP_005330247.1, XP_005330246.1
OG0002584	NP_001153571.1, NP_067361.2	XP_013215942.1
OG0002585	NP_034109.1	XP_005334674.2, XP_040131735.1
OG0002586	NP_001078990.1	XP_005334650.1
OG0002587	NP_001359439.1, NP_001359436.1, NP_001076788.1, NP_001359437.1	XP_005317387.1
OG0002588	NP_001389691.1	XP_040145753.1
OG0002589	NP_001396578.1, NP_001396579.1, NP_001361606.1, NP_001396580.1, NP_031778.2, NP_001396576.1, NP_001396575.1, NP_001396577.1, NP_001263177.1, NP_001263179.1	XP_040125872.1
OG0002590	NP_001161753.1	XP_005339959.1
OG0002591	NP_079952.2, NP_001277983.1	XP_005320549.1, XP_021578850.1
OG0002592	NP_001012392.1, NP_700467.2	XP_040131365.1
OG0002593	NP_080152.1	XP_013216035.2
OG0002594	XP_017174731.1, NP_001405584.1, NP_001405589.1, NP_001405590.1, NP_001405588.1, NP_001405587.1, NP_001405586.1, NP_001405585.1, NP_835212.1	XP_005329965.1
OG0002595	NP_034709.1	XP_040129948.1, XP_005329951.1
OG0002596	NP_083788.2	XP_005327166.1
OG0002597	NP_001239502.1	XP_021582031.1
OG0002598	XP_006500086.1, NP_780321.1	XP_040132479.1
OG0002599	XP_036013259.1, NP_001342147.1, NP_683735.1	XP_005325368.2
OG0002600	NP_955016.1, XP_036018229.1, NP_001366401.1, NP_001366400.1	XP_040130838.1, XP_040130839.1, XP_040130840.1, XP_040130841.1, XP_005325385.1, XP_040130842.1
OG0002601	NP_081932.1	XP_005325394.1
OG0002602	NP_796177.2	XP_005317159.1
OG0002603	XP_006519546.1, NP_080802.2	XP_005338673.1, XP_013219859.1, XP_013219860.1
OG0002604	NP_963904.2, XP_006519262.1	XP_040148027.1
OG0002605	NP_808296.2, XP_006518940.1	XP_005337295.1, XP_040148054.1, XP_021590205.1, XP_040148051.1
OG0002606	NP_001351250.1	XP_005329395.1, XP_040149019.1, XP_040149018.1
OG0002607	NP_062739.2, NP_001278158.1, NP_001346151.1, NP_001346150.1, NP_001334397.1, NP_001346153.1, NP_001346152.1, NP_001346149.1, XP_006530470.1	XP_021584956.1
OG0002608	XP_006530534.1, NP_001346383.1, NP_083028.1, NP_001035954.1	XP_005329675.1
OG0002609	NP_001293134.1	XP_021575693.1, XP_021575691.1, XP_021575692.1, XP_013220548.1
OG0002610	NP_001343943.1, NP_001343942.1, NP_001343940.1, XP_011247874.1, NP_082662.1, NP_001343944.1, NP_001343941.1	XP_005336082.1
OG0002611	NP_033445.3, NP_001313519.2, NP_001361638.1, NP_001361637.1, XP_006534912.1	XP_005336085.1
OG0002612	NP_001177337.1, NP_653146.1	XP_005336105.1
OG0002613	NP_001405080.1	XP_013218680.1
OG0002614	NP_663330.2	XP_005339913.1, XP_021575508.1, XP_040147974.1
OG0002615	XP_036021116.1	XP_013220445.1
OG0002617	NP_032211.3	XP_005334522.1
OG0002617	NP_598755.1	XP_021588321.1, XP_013217962.1, XP_005334521.1
OG0002618	NP_001272813.1, NP_001272815.1, NP_001345333.1, NP_001035773.1, XP_030105206.1, NP_291087.2	XP_005334566.1
OG0002619	NP_001313505.1, XP_006522054.1, NP_035754.1	XP_005334534.1
OG0002620	XP_006506877.1, NP_705736.1	XP_005340632.1
OG0002621	NP_038596.1, NP_001397004.1, NP_001397001.1, NP_001397003.1	XP_040137808.1
OG0002622	NP_001239024.1, NP_001239025.1, XP_017177126.1, NP_001239023.1, NP_796075.2, NP_001239026.1	XP_005334107.1
OG0002623	XP_036015004.1, NP_031753.1, NP_001344980.1, NP_001153120.1, NP_001153119.1, NP_001398100.1	XP_040136737.1, XP_040136735.1, XP_021587890.1
OG0002624	NP_766025.1, XP_006521607.1	XP_005324906.1
OG0002625	NP_001276720.1	XP_013213934.2
OG0002627	NP_001157834.1	XP_005333782.1
OG0002628	XP_006526629.1, NP_001349327.1	XP_021587569.1, XP_005333722.1
OG0002629	NP_001273394.1, NP_001032847.2, NP_001347051.1, NP_001347056.1, NP_033901.1, NP_001347055.1, XP_036017298.1, NP_001347049.1, NP_001347053.1, NP_001396921.1	XP_005333717.1
OG0002630	NP_001345202.1	XP_005320769.2
OG0002631	NP_079823.2, XP_036014003.1	XP_040147292.1, XP_005316381.1
OG0002632	NP_001291199.1, NP_001291198.1, NP_035408.1	XP_021575651.1, XP_005319073.1
OG0002633	NP_035674.2	XP_005316665.1
OG0002634	NP_001344742.1	XP_040130386.1
OG0002635	NP_080088.1, XP_036011088.1	XP_013215154.1, XP_005316887.1, XP_021584265.1
OG0002636	XP_011244402.1, NP_001103968.1, NP_001334187.1, NP_034639.2	XP_040142925.1, XP_013213283.1
OG0002637	NP_001394924.1, NP_001394925.1, XP_006535347.1, NP_084223.2, NP_001394923.1	XP_040148184.1
OG0002638	XP_006521945.1, NP_001345146.1, NP_001032398.1	XP_013215167.1, XP_040126220.1
OG0002639	XP_011244306.1, NP_848465.1	XP_005340350.1
OG0002640	NP_853619.1, XP_006520239.1	XP_040128461.1, XP_040128460.1, XP_005335573.1
OG0002641	NP_001162130.1	XP_005340799.1
OG0002642	NP_077162.2	XP_005330336.1
OG0002643	NP_038858.2, XP_006516645.1	XP_005327556.1
OG0002644	NP_898835.1	XP_013219099.1
OG0002645	XP_036016888.1	XP_013220729.1
OG0002646	NP_808452.2, NP_001347323.1, NP_001347324.1	XP_021581577.1, XP_005324627.1, XP_040150373.1
OG0002647	NP_034598.2	XP_040150439.1
OG0002648	NP_001258455.1	XP_005338953.1
OG0002649	XP_006496249.1, NP_075364.2	XP_021591314.1
OG0002650	NP_765994.2, XP_036009516.1	XP_040150635.1
OG0002651	XP_006496192.1	XP_013216304.1
OG0002653	NP_001408009.1, NP_001408008.1, NP_001161421.1, NP_001408007.1, NP_998781.1	XP_005330373.1
OG0002654	NP_001033681.1, NP_075994.2, NP_001033682.1, NP_001033683.1	XP_040133618.1, XP_040133620.1, XP_040133619.1, XP_005335409.1
OG0002655	XP_036017948.1, NP_001268791.1, NP_001268788.1, NP_067451.2	XP_040138506.1, XP_040138512.1, XP_005328873.1
OG0002656	NP_766023.1, NP_001344739.1	XP_005328877.1
OG0002657	NP_001156576.1, XP_006527999.1, NP_001257937.1	XP_040144584.1, XP_040144579.1
OG0002658	NP_033879.1, NP_033078.2	XP_021584462.1, XP_005328909.1
OG0002659	NP_780748.1, NP_001177647.1, NP_848854.3	XP_005319558.1, XP_005319386.1
OG0002660	NP_036140.1	XP_005334857.1
OG0002661	NP_778210.2, NP_778211.2, NP_001161793.1, NP_778209.2, XP_030107359.1, NP_083786.2	XP_040143814.1
OG0002662	NP_001396406.1, NP_001396405.1, NP_001396404.1, NP_001095916.1, NP_001396403.1, NP_001396402.1, NP_001396401.1, NP_033783.1	XP_005339856.1
OG0002663	XP_006527918.1, NP_032472.2	XP_040137971.1
OG0002664	XP_011245987.1, NP_001343313.1, NP_082579.1	XP_021575610.1
OG0002665	NP_001368805.1, XP_006541590.1, NP_062654.2	XP_021578034.1
OG0002666	NP_001129539.1	XP_040143175.1
OG0002667	NP_694712.1	XP_005335215.1
OG0002667	XP_006514594.1	XP_040147856.1
OG0002668	NP_001035916.1, NP_033247.1	XP_005337590.1, XP_021590382.1, XP_005337589.1
OG0002669	NP_001074479.2	XP_021579383.1, XP_013212085.1
OG0002670	XP_036021220.1, NP_062721.2	XP_013215538.1, XP_005328490.1, XP_040133184.1, XP_040133182.1, XP_040133183.1, XP_021584213.1
OG0002676	NP_001398858.1, NP_062353.3, NP_001344619.1, NP_001344620.1	XP_005316295.1
OG0002677	NP_035462.2, XP_006530845.1	XP_005318280.1
OG0002678	NP_001344151.1, XP_017168626.1, NP_001344150.1, NP_032386.1	XP_005334277.1
OG0002679	XP_011242657.1, NP_663426.2	XP_005341979.2
OG0002679	NP_034473.2	XP_005341978.1
OG0002681	NP_058602.1	XP_021575979.2
OG0002682	NP_001297611.1	XP_040145654.1
OG0002683	NP_032387.1, XP_006498858.1	XP_040126857.1
OG0002684	NP_001357942.1, XP_006529837.1, NP_001075122.1, XP_006524804.1, XP_006529657.1, NP_766439.2	XP_021577524.1
OG0002685	NP_001277684.1, NP_573474.1, NP_001277686.1, NP_001277685.1, NP_001277687.1, XP_006528776.1	XP_040143003.1, XP_013211736.1
OG0002686	NP_898842.2, NP_001413167.1, XP_006524339.1	XP_013213722.2, XP_040136183.1
OG0002687	XP_006501002.1, NP_001264145.1, NP_001341972.1, NP_031586.1, NP_001264147.1, NP_001264146.1	XP_005337620.1
OG0002688	NP_032512.2, XP_036008613.1	XP_040131043.1, XP_005320197.1, XP_040131042.1, XP_040131041.1
OG0002689	NP_065241.1, XP_006507026.1	XP_021584506.1, XP_005328967.1, XP_021584507.1, XP_040136873.1
OG0002690	XP_006541375.1, NP_937833.1	XP_005342339.1, XP_013218942.1
OG0002691	NP_032523.2	XP_005336711.1
OG0002692	NP_001028508.2	XP_005317097.1
OG0002693	NP_001398181.1	XP_013219362.1, XP_013219363.1, XP_005337614.1, XP_013219361.1
OG0002694	NP_666215.1	XP_005315967.1
OG0002695	XP_036014903.1	XP_040129677.1
OG0002696	NP_077174.1, XP_036011111.1	XP_005316777.1
OG0002697	NP_001292207.1, NP_034054.3	XP_005343061.2
OG0002698	NP_001273794.1, NP_035405.2	XP_040127133.1
OG0002699	NP_083647.1, NP_082518.1	XP_013214008.1, XP_040142044.1
OG0002700	NP_038502.2, NP_001292478.1, NP_001292514.1, NP_001292479.1	XP_021576814.1
OG0002701	XP_006508600.1, NP_663354.1	XP_005333372.1, XP_040139925.1
OG0002703	NP_031927.2	XP_005339751.1
OG0002705	NP_598489.2	XP_040150517.1
OG0002706	NP_001273619.1, NP_001273618.1	XP_013213176.1
OG0002706	NP_035774.2, NP_001103367.1	XP_021580720.1
OG0002707	NP_666463.2, NP_666461.2, NP_667241.2	XP_005342240.1
OG0002710	NP_666656.1	XP_005326766.1
OG0002711	NP_666968.1, NP_667298.2, NP_001011536.2	XP_005323171.1, XP_005323172.1
OG0002712	NP_001011809.1	XP_005338038.1
OG0002713	NP_001011821.1, NP_001011797.1	XP_013221922.2, XP_005341751.1
OG0002714	NP_001230698.1	XP_040144988.1
OG0002715	XP_006512709.1, NP_001156009.1	XP_040139201.1, XP_040139202.1, XP_021588990.1
OG0002717	XP_017176565.1, NP_038812.2	XP_021580628.1, XP_040128310.1, XP_040128309.1, XP_005323072.1, XP_021580629.1
OG0002718	NP_001076022.1	XP_040128846.1
OG0002719	NP_001347931.1	XP_005334940.1
OG0002720	XP_006512864.1, NP_058077.2, NP_001345492.1	XP_005329819.1
OG0002722	NP_001136011.1, XP_006523305.1, XP_011244517.1, NP_954860.1	XP_021579564.1, XP_021579566.1
OG0002723	XP_011245574.3	XP_040141650.1
OG0002725	NP_083682.1, NP_001272833.1, XP_006541219.1, NP_001265136.1	XP_040135270.1, XP_040135271.1, XP_005336731.1
OG0002726	NP_001018013.1, NP_001405913.1	XP_040134987.1, XP_040134976.1, XP_040134983.1, XP_040134994.1, XP_040134993.1
OG0002727	NP_001120796.1, NP_031974.2, NP_001399340.1	XP_005338278.1
OG0002728	NP_001399535.1, NP_001399536.1, NP_001399538.1, NP_001399537.1, NP_001156982.1, NP_032459.3	XP_005338246.1
OG0002729	NP_001344279.1, NP_032802.1, XP_017177516.1	XP_005338210.1, XP_013219635.1, XP_005338211.1, XP_013219636.1, XP_040134790.1, XP_040134789.1
OG0002730	NP_038675.2	XP_005336474.1
OG0002731	NP_034197.3	XP_005325880.1
OG0002732	NP_033015.1, XP_006525787.1	XP_040129291.1
OG0002733	NP_001272858.1, NP_001272857.1, NP_001272859.1, NP_848786.1	XP_021589606.1, XP_040143954.1
OG0002734	XP_006539343.1, NP_001292352.1, NP_084133.1	XP_040143946.1, XP_040143944.1, XP_005317591.1, XP_040143945.1
OG0002735	NP_001156728.1	XP_040143896.1
OG0002736	NP_001074821.1	XP_013214467.1
OG0002737	NP_001074645.1	XP_040150378.1, XP_005315737.1
OG0002738	NP_036178.1, NP_001334531.1	XP_005329001.1, XP_021584528.1, XP_040128267.1, XP_040128266.1, XP_040128269.1, XP_021584529.1, XP_021584527.1, XP_021584526.1, XP_040128268.1
OG0002739	NP_059490.2	XP_013211771.1
OG0002740	NP_001343907.1	XP_005319062.1
OG0002741	XP_006503751.1	XP_040148433.1, XP_040138244.1
OG0002742	NP_001412743.1, NP_001412742.1	XP_005319107.1
OG0002743	NP_001297620.1	XP_005319108.1
OG0002744	XP_017169565.1, NP_001291668.1	XP_013217865.1
OG0002745	NP_001345182.1, NP_001345181.1, NP_081527.1	XP_040128737.1
OG0002746	XP_006514092.1, NP_001392673.1, NP_001392675.1, NP_080361.1, NP_001392674.1, XP_006514046.1	XP_021582481.1
OG0002747	NP_694779.3	XP_040127769.1, XP_040127768.1, XP_040127771.1, XP_040127770.1, XP_005325537.1
OG0002748	NP_057913.2, XP_006520020.1	XP_040129317.1
OG0002749	NP_064364.1, XP_030105082.1	XP_005327274.2
OG0002750	NP_058088.2, NP_001394748.1, NP_001394747.1, NP_001394751.1, NP_001394749.1, NP_932760.2, NP_001394750.1	XP_013215457.1
OG0002751	XP_006510322.1	XP_005334260.1
OG0002752	NP_083981.2	XP_005339195.1
OG0002753	XP_036012946.1, NP_083320.1	XP_005339516.1
OG0002754	NP_778194.3, NP_001139439.1, XP_006503134.1	XP_013219433.1
OG0002755	NP_001157523.1, NP_001025008.2, NP_001157521.1, NP_001157524.1, NP_032866.2, NP_001157522.1, XP_006538704.1	XP_013220975.2, XP_040136175.1, XP_040136186.1, XP_013221733.1, XP_005334810.1
OG0002756	NP_766603.1, NP_001041608.1	XP_040134819.1, XP_005318503.1
OG0002757	NP_001041610.1	XP_040134953.1
OG0002757	NP_001137237.1	XP_013211979.2
OG0002758	NP_536698.2	XP_013215466.1
OG0002759	NP_001028371.1, NP_997091.3	XP_005341360.1, XP_040144894.1, XP_040145129.1
OG0002760	NP_001034474.1, XP_006504497.1	XP_021584239.1
OG0002761	NP_082745.2	XP_040134231.1
OG0002762	NP_821172.2	XP_021581191.1
OG0002763	NP_080252.1	XP_005323744.1
OG0002764	NP_766549.2	XP_040133948.1, XP_040133949.1, XP_005327220.1
OG0002765	XP_017173075.1	XP_021590604.1
OG0002766	NP_001397246.1	XP_005337901.1
OG0002767	NP_001273915.1	XP_005338185.1
OG0002768	NP_001280618.1, NP_758475.1	XP_040143358.1, XP_005338171.1, XP_040143357.1
OG0002769	NP_001398489.1, NP_666249.2, NP_001004293.1, NP_001398492.1, NP_001398491.1, NP_001398490.1	XP_005338145.1
OG0002770	NP_001407267.1	XP_021581213.2
OG0002771	XP_036019046.1, NP_033333.2, NP_001342655.1, NP_001408292.1	XP_040132679.1, XP_005330391.1
OG0002772	NP_808311.1, NP_001153723.1	XP_021585567.1, XP_005330438.1, XP_040133120.1
OG0002773	XP_036009937.1, NP_083391.2	XP_013211600.1
OG0002774	NP_001405960.1, NP_077208.1, XP_006502188.1	XP_005331440.1
OG0002775	NP_033083.2	XP_013216574.1
OG0002776	NP_001344887.1	XP_040143574.1
OG0002777	NP_081283.2, XP_011245298.1	XP_021582216.2
OG0002778	XP_006526416.1, NP_001074691.1	XP_005329087.1
OG0002779	NP_001316627.1	XP_005322711.1
OG0002780	NP_848829.2, XP_006515893.1	XP_005322772.1
OG0002781	NP_032503.2	XP_040131307.1
OG0002782	NP_082632.2, NP_001165575.1	XP_021580458.1
OG0002783	NP_001074412.1, NP_001363954.1	XP_040130597.1
OG0002784	NP_001348633.1	XP_021579484.1
OG0002785	XP_030102366.1	XP_005321370.1
OG0002786	NP_001398758.1	XP_021576440.1
OG0002787	NP_001408611.1, NP_001408612.1, NP_033962.2, NP_001408610.1	XP_005333960.1
OG0002788	NP_777479.2, NP_001009545.1	XP_040130668.1
OG0002789	NP_001404343.1, NP_056547.3, NP_001404342.1, NP_001404341.1, XP_006532123.1, NP_001404340.1	XP_013215399.1
OG0002790	XP_006534046.1	XP_021579738.1
OG0002791	NP_001355805.1	XP_005327886.1
OG0002792	NP_038653.1	XP_005327980.1
OG0002793	NP_001303616.1, NP_620639.1	XP_040142231.1
OG0002794	NP_001074403.1	XP_005332601.1
OG0002795	NP_035016.1	XP_005335863.1, XP_005339992.1
OG0002796	NP_001346753.1, NP_083149.3, NP_001346754.1	XP_005335656.1
OG0002797	NP_062740.1	XP_040128612.1
OG0002798	NP_065253.1, XP_036015423.1	XP_040133403.1
OG0002799	XP_006520307.1	XP_005322283.1
OG0002800	NP_031806.3, NP_001345783.1, NP_031807.1	XP_040137740.1
OG0002801	NP_001355709.1, NP_660124.3, XP_006496427.1	XP_013218835.2, XP_040126732.1
OG0002802	NP_083397.3	XP_040127034.1, XP_040127033.1, XP_040127031.1, XP_005324560.1, XP_040127032.1
OG0002803	XP_006514852.1, NP_080381.3, NP_001103603.2, NP_001357842.1	XP_005322231.1
OG0002804	XP_017177020.1, NP_001032816.1, NP_001273539.1, NP_780685.2	XP_005322152.1
OG0002805	NP_001258786.1	XP_005322182.1, XP_040127264.1
OG0002806	XP_036016849.1, NP_033990.2	XP_040127982.1
OG0002807	NP_001264804.1	XP_005326307.1
OG0002808	XP_006538004.1	XP_040142059.1
OG0002809	NP_599016.2, XP_030100414.1	XP_040137900.1, XP_040137379.1, XP_021577502.1, XP_005318613.1
OG0002810	NP_080398.1, NP_778249.1, XP_006511653.1	XP_013213810.1
OG0002811	XP_006511298.1	XP_021581724.1
OG0002812	NP_690038.1	XP_005335936.1
OG0002813	XP_006512799.1, NP_077247.1	XP_040139089.1
OG0002814	XP_006505158.1	XP_005331180.1
OG0002815	NP_084300.1, XP_036008292.1	XP_005319213.1, XP_040147740.1, XP_040147739.1
OG0002816	NP_061209.1	XP_005319236.1
OG0002817	NP_001013777.2, NP_001139422.1	XP_013217623.1
