Orthogroup	Homo_sapiens	Ictidomys_tridecemlineatus
OG0003156	NP_001381377.1, NP_001381381.1, NP_001381378.1, NP_996811.2, NP_001381379.1, NP_001381380.1, XP_016873423.1, NP_001381402.1, NP_001381376.1, NP_996810.2	XP_021580822.1
OG0003157	NP_001180467.1, NP_001337324.1, NP_001337325.1, NP_001337323.1, NP_060950.3, NP_001180466.1, NP_001243475.1, NP_001243476.1, NP_001337322.1	XP_005323327.3
OG0003158	NP_005031.1, NP_955450.2, NP_001306143.1	XP_005323310.1
OG0003159	NP_003132.2	XP_005323371.1
OG0003160	NP_036324.1	XP_005341164.1
OG0003161	NP_001265168.1, NP_001035059.1, NP_001265165.1, NP_001265167.1, NP_008837.1, NP_116170.3	XP_040140553.1
OG0003162	NP_112494.3, XP_016873868.1	XP_040140514.1, XP_005327519.1
OG0003163	NP_001307656.1	XP_013216192.2
OG0003164	XP_005254109.1, NP_002262.4	XP_040137601.1, XP_005317080.1
OG0003165	NP_001339533.1	XP_005317049.1
OG0003166	NP_001340580.1, NP_001340581.1, NP_001340578.1, NP_001340579.1, NP_001340577.1, NP_001340576.1, NP_001340574.1, NP_001340573.1, NP_001340575.1, XP_011533146.1, NP_542418.1, NP_075387.1	XP_013221673.3
OG0003167	NP_055965.1, XP_047303735.1	XP_005317307.1
OG0003168	NP_055417.1	XP_005327057.1, XP_040125736.1
OG0003169	NP_001165377.1	XP_005327126.1, XP_005327064.1
OG0003171	XP_047303891.1, NP_001171646.1, NP_001171647.1, NP_056323.2	XP_013214272.2
OG0003172	NP_001349700.1, NP_001349699.1, NP_808227.1, NP_001243615.1, NP_001886.1	XP_005320622.1
OG0003173	NP_001244066.1	XP_005329971.1, XP_040132518.1, XP_040132519.1
OG0003174	NP_001258779.1, NP_001135440.1, NP_570141.3, NP_954863.2, NP_001382907.1, NP_954868.2, NP_954869.2, NP_954870.3, NP_001277153.2	XP_040137501.1
OG0003175	XP_016860182.1, NP_071894.1	XP_013214576.1
OG0003176	NP_001137378.1, NP_006691.1	XP_005336885.1
OG0003177	NP_001137326.1	XP_040145363.1
OG0003178	NP_001273124.1, NP_001273125.1, NP_001273126.1, NP_001273120.1, NP_075046.1, XP_016875318.1, NP_001273127.1, NP_001273121.1	XP_005336850.1
OG0003179	NP_001375128.1, XP_047297261.1	XP_040146845.1
OG0003180	XP_011544558.1, XP_016885635.1, NP_038347.2, NP_038265.2, NP_001275762.1	XP_040145263.1
OG0003181	NP_001342210.1, NP_079141.2	XP_013221338.1
OG0003182	NP_113669.1, NP_001290413.1	XP_021576080.1
OG0003183	XP_047284080.1	XP_005334060.1
OG0003184	NP_055680.3	XP_005338408.1
OG0003185	NP_001333779.1, NP_001725.1	XP_005338362.1
OG0003186	NP_001291495.1, NP_001635.2, NP_005880.2	XP_040137797.1
OG0003187	NP_001186734.1, NP_031386.2	XP_040136919.1
OG0003188	NP_060520.2, NP_001350542.1	XP_005331968.1
OG0003189	NP_001308351.1, NP_001166.3, NP_001308349.1, NP_001308352.1, NP_001308350.1	XP_040136894.1
OG0003190	NP_694534.1, NP_001248344.1	XP_021584484.1
OG0003191	XP_016875164.1, NP_945316.1	XP_021575566.2, XP_021575565.1
OG0003192	NP_078880.2	XP_005324917.1
OG0003193	NP_001280214.1, NP_075559.2, XP_011536993.1, NP_001280215.1	XP_005324973.1, XP_040136630.1
OG0003194	XP_047285725.1, NP_116290.1, NP_001244063.1, NP_001244062.1	XP_013213871.1
OG0003195	NP_001129738.1	XP_005325021.1
OG0003196	NP_001230716.1	XP_021581896.1
OG0003197	NP_056003.1, XP_006717795.2	XP_013217573.2
OG0003198	XP_006717943.1, NP_057000.2	XP_013217550.1, XP_005333659.1
OG0003199	NP_001013049.1, XP_011537501.1, NP_001193498.1, NP_001193501.1, NP_443150.3, NP_001193500.1, NP_001193499.1, NP_001374485.1	XP_040128472.1, XP_040128473.1
OG0003200	NP_001137229.1, NP_001296403.1, XP_011538510.1, NP_085129.1, NP_001137231.1, NP_001137230.1	XP_021579080.1
OG0003201	NP_004047.3, NP_001308766.1, NP_001308768.1	XP_005323034.1
OG0003202	NP_001291462.1	XP_021580589.1
OG0003203	NP_001400883.1, NP_001400880.1	XP_040149791.1
OG0003204	NP_078889.1	XP_005328726.1
OG0003205	NP_958934.1, NP_005536.1	XP_040130350.1, XP_005316844.1
OG0003206	NP_078989.1, XP_016878060.1	XP_005337198.1
OG0003207	NP_055363.1, NP_001136357.1	XP_005316633.1
OG0003208	XP_047288332.1	XP_013215489.1
OG0003209	NP_001193725.1, NP_001398010.1, XP_047288618.1, NP_872271.1, NP_872270.1, NP_001193728.1, NP_001303247.1, NP_002645.3	XP_005316810.1
OG0003210	NP_001243481.1	XP_021584195.1
OG0003211	NP_058636.1	XP_040142901.1, XP_040142902.1, XP_040142903.1, XP_013213256.1
OG0003212	NP_001243355.2	XP_005337615.1
OG0003213	NP_001387083.1	XP_040148154.1
OG0003214	NP_001035292.1	XP_040148187.1
OG0003215	NP_001035271.1, NP_001035289.1, NP_001035273.1, NP_063948.1, NP_001035272.1, NP_001035290.1	XP_021577206.1
OG0003216	XP_005247971.1, NP_055463.1	XP_040126335.1, XP_040126333.1, XP_005335636.1, XP_040126332.1, XP_040126334.1, XP_040126331.1
OG0003217	NP_001307395.1, NP_775841.2, NP_001350881.1, XP_011510920.1, NP_001307396.1, NP_001307397.1	XP_021583613.1, XP_005327658.1
OG0003218	NP_001116.1	XP_005327678.1, XP_040126240.1
OG0003219	NP_001332836.1, NP_001332837.1, NP_872433.1, NP_001332838.1, XP_047304035.1, NP_001332839.1, NP_001332835.1	XP_005340345.3
OG0003220	NP_006209.2, XP_006713721.1	XP_005330340.1
OG0003221	NP_877434.2	XP_005329207.1
OG0003222	NP_006177.1	XP_005315846.1
OG0003223	NP_001269282.1, NP_000879.2	XP_021585974.1
OG0003224	NP_004473.2, XP_005246506.1	XP_005315765.1
OG0003225	NP_001135742.1, NP_001276692.1	XP_040150363.1
OG0003226	XP_011508897.1, NP_653230.2	XP_021581418.1, XP_040150583.1
OG0003227	NP_055744.2, NP_001129665.1, NP_001129666.1	XP_013218243.1, XP_005335168.1
OG0003228	NP_001258792.1, NP_001258794.1, NP_001258793.1, XP_024303889.1, NP_060673.1	XP_040133205.1, XP_005329562.1, XP_040133207.1, XP_040133206.1
OG0003229	XP_011507496.2, NP_620151.1, NP_001362584.1	XP_005335016.1, XP_040134656.1
OG0003230	NP_001188465.1	XP_040133615.1
OG0003231	NP_065840.2, NP_001128522.1	XP_005339437.1, XP_040143195.1, XP_040143197.1, XP_040143196.1
OG0003232	NP_001305432.1, NP_001386.1, XP_011529425.1	XP_040142871.1, XP_005340652.1
OG0003233	NP_001166210.2	XP_021578638.1, XP_005316067.1
OG0003234	NP_079435.1	XP_005329223.1
OG0003235	NP_008846.2	XP_005324060.1, XP_013213474.1
OG0003236	NP_002040.1	XP_040136368.1
OG0003237	NP_008917.3, NP_001005333.1, XP_011529137.1, NP_001005332.1	XP_040136840.1, XP_021576852.1, XP_005341970.1
OG0003238	NP_001171748.1, NP_061940.1, XP_047298145.1	XP_040137250.1, XP_013220410.1
OG0003239	XP_011529678.1	XP_005337753.1
OG0003240	NP_001340382.1, NP_001380925.1, NP_001094827.1	XP_040141630.1, XP_013219416.1, XP_005337741.1
OG0003242	NP_001009933.1, XP_005277886.1, NP_001009934.1, NP_001290549.1, NP_006721.1, NP_001009932.1	XP_040143206.1
OG0003243	NP_004824.1	XP_040143187.1, XP_040143185.1, XP_040143190.1, XP_040143184.1, XP_040143189.1, XP_040143183.1, XP_040143186.1, XP_005339478.1, XP_040143188.1
OG0003244	NP_001005216.2	XP_005341278.1, XP_005341272.1, XP_005338885.1
OG0003247	NP_001128416.1, NP_001289750.1	XP_005333861.1
OG0003248	NP_006165.1, NP_001304021.1, NP_001304020.1, XP_011530317.1	XP_040149341.1
OG0003249	XP_047279659.1, NP_005050.2, NP_008842.1, NP_604390.1, XP_047279663.1	XP_005328053.1
OG0003250	NP_001380276.1, NP_001380277.1, NP_001275965.2, NP_954636.1, NP_055225.1, NP_001380274.1, NP_001362421.1, NP_001305451.1, NP_001380275.1, NP_001380273.1, XP_011523953.1	XP_021584576.1
OG0003251	NP_002458.2	XP_013211358.1
OG0003252	NP_001303281.1, NP_000306.1	XP_005326839.1
OG0003253	NP_001116320.1, NP_001116319.1, NP_003035.3, NP_001193860.1, XP_011519312.1	XP_005334019.1
OG0003254	XP_016861174.1	XP_005332970.1
OG0003255	XP_011533687.1	XP_040139048.1
OG0003255	NP_006572.2	XP_040139046.1
OG0003256	NP_001004485.1	XP_005340449.1
OG0003257	XP_016866963.1	XP_005321418.1
OG0003258	NP_001245145.1, NP_001245143.1, NP_001306162.1, NP_001550.1, XP_005270884.1, NP_001361188.1, NP_001245144.1	XP_040144758.1
OG0003259	NP_076423.2	XP_040135620.1, XP_005342068.1
OG0003260	NP_004235.4, NP_001357075.1, XP_047285851.1, NP_981961.2, NP_001357074.1	XP_040136943.1
OG0003261	NP_001078895.2, NP_000478.3, NP_001078894.2, NP_001078896.2, NP_001078897.1, NP_001349711.1, XP_011528993.1	XP_040132032.1
OG0003262	NP_056272.2, XP_011543201.1	XP_021586304.1
OG0003263	NP_001159715.1	XP_021586385.1, XP_040145578.1, XP_040145579.1, XP_005317211.1
OG0003264	NP_001853.2	XP_005339654.1
OG0003265	NP_751951.1	XP_013213245.1
OG0003266	XP_005253288.1, NP_000601.3	XP_040140444.1
OG0003267	NP_001353452.1, NP_001001323.1, NP_001353449.1, NP_001399975.1, NP_001353450.1, NP_001673.2, NP_001399976.1, NP_001353451.1, NP_001353453.1	XP_013213680.1
OG0003268	NP_000469.3	XP_040144005.1, XP_005317611.1, XP_040144003.1, XP_040144004.1
OG0003269	NP_001230055.1, NP_005037.1	XP_005341731.1
OG0003270	NP_001012982.1, NP_001012983.1	XP_005341732.1
OG0003271	NP_001193538.1	XP_040145311.1, XP_005340157.1, XP_040145312.1
OG0003272	NP_000843.1	XP_005333392.1
OG0003273	XP_006720960.1, NP_001137451.1, NP_060138.1	XP_040134268.1, XP_021581098.1, XP_005323756.1
OG0003274	NP_003964.3, NP_001030168.1	XP_005317464.1
OG0003275	NP_112552.1, NP_001305117.1, XP_005252017.1, NP_112553.1	XP_005340973.1
OG0003276	NP_963837.1, NP_963838.1, NP_963839.1, NP_006490.3, XP_047276365.1	XP_005320410.1
OG0003277	XP_047303494.1, NP_001164643.1, NP_001328.1, NP_001164645.1, NP_001164642.1	XP_005317455.1
OG0003278	NP_001278159.1	XP_040139386.1
OG0003279	NP_001300958.1, XP_047279218.1, NP_001254635.1, NP_054862.1	XP_005328015.1
OG0003280	XP_006714337.1, NP_064524.3	XP_005325796.1
OG0003281	XP_016879014.1	XP_005323803.1
OG0003282	NP_001004482.1, NP_001004481.1, NP_001001956.1	XP_005340446.1
OG0003284	NP_001005270.3	XP_005330012.1
OG0003285	NP_001004475.1	XP_005339462.1
OG0003287	NP_001004487.1	XP_005326321.1
OG0003288	NP_077027.1, XP_011543887.1	XP_040126330.1
OG0003290	NP_055728.1, XP_011524185.1	XP_040127580.1
OG0003291	NP_001361314.1	XP_005323090.1
OG0003292	NP_001381308.1	XP_040128916.1, XP_005323111.3, XP_040128923.1
OG0003293	NP_061166.1	XP_005323120.1, XP_021580683.1, XP_021580684.1
OG0003294	NP_001243805.1, NP_001341265.1, NP_001341272.1, NP_001341268.1, NP_001341271.1, NP_001341267.1, NP_001341269.1, NP_001341273.1, NP_001341260.1, NP_001341261.1	XP_005324143.1
OG0003295	NP_006708.2	XP_021576456.1, XP_005341284.1
OG0003296	XP_011525612.1, NP_078896.3	XP_005341805.1
OG0003297	XP_011544435.1, NP_001269155.1, NP_001269154.1, NP_001269157.1, NP_001269156.1, NP_001269158.1, NP_803124.1	XP_021576092.2
OG0003298	XP_016882356.1, NP_057619.1	XP_013221581.1, XP_040135187.1
OG0003299	NP_001078957.1, NP_001268940.1, XP_005258869.1	XP_040135754.1
OG0003300	NP_057524.3	XP_013221326.1
OG0003301	NP_001121798.1, XP_016881607.1	XP_040135550.1
OG0003303	NP_006654.2, NP_001135974.1, XP_016881666.1	XP_040135026.1
OG0003304	XP_006723109.1	XP_040135371.1, XP_040135373.1, XP_013220738.1, XP_021576012.1, XP_021576011.1, XP_040135372.1
OG0003305	NP_055725.2, NP_001129628.1	XP_021585740.1, XP_005330697.1
OG0003306	XP_011525856.1	XP_021585742.1
OG0003307	NP_001382162.1, NP_001308044.1, NP_001381944.1, XP_047281698.1, NP_659460.3, NP_001021554.1	XP_040133208.1
OG0003308	NP_001008213.1, NP_001008214.1, NP_068815.2, NP_001008212.1	XP_040133714.1, XP_040133689.1
OG0003309	NP_001317485.1	XP_040135034.1
OG0003310	NP_056087.2, XP_047289825.1, NP_001317467.1, NP_001121369.1, NP_001295263.1	XP_021576988.1
OG0003311	NP_000428.2, XP_011539830.1	XP_021590114.1
OG0003312	XP_047285952.1, NP_001380915.1, NP_036363.2, NP_056950.2, NP_001380917.1, NP_001007258.1, NP_001380916.1	XP_040143871.1
OG0003313	NP_789785.1, NP_001182572.1, XP_011510839.1, NP_000782.1	XP_040129363.1
OG0003314	NP_073715.1, NP_001381263.1, NP_005669.2	XP_013220770.1
OG0003315	NP_001035706.2	XP_040130646.1
OG0003316	NP_937886.1	XP_005320142.1
OG0003317	NP_001290162.1, NP_002192.2, NP_001290166.1, NP_001290165.1, NP_001290164.1, NP_001290163.1	XP_005320180.1
OG0003318	NP_001153587.1, NP_001153585.1, NP_001153588.1, NP_001153586.1, NP_653198.2	XP_005320249.1, XP_005328900.1
OG0003319	NP_001273979.1, NP_001335635.1	XP_021578620.1
OG0003321	NP_919274.1, XP_016871372.1, NP_001310910.1, NP_001310906.1, NP_001310908.1, NP_001310909.1, NP_001310907.1	XP_040129234.1
OG0003322	XP_006717608.1, NP_005963.4, XP_011538238.1, NP_001265723.1, NP_001265724.1, NP_001382182.1	XP_021584756.1, XP_040129012.1
OG0003323	NP_002073.2	XP_005333233.1
OG0003324	NP_060255.3, NP_001316572.1, NP_001316570.1	XP_013219366.3
OG0003325	NP_001304922.1	XP_040129268.1
OG0003326	NP_001001669.2, XP_011535944.1	XP_013213626.1
OG0003327	NP_004522.1	XP_021578193.2
OG0003328	NP_001334.2	XP_040128317.1
OG0003329	NP_004156.1, NP_001122322.1	XP_005318329.1, XP_013220684.1
OG0003331	NP_112597.4	XP_040141447.1
OG0003332	NP_658911.1, NP_005788.1	XP_040141242.1
OG0003333	NP_001137464.1, NP_001137463.1, NP_060551.2, NP_001137462.1	XP_005332877.1
OG0003334	NP_001308147.1, NP_001308143.1, NP_001308144.1, NP_001317078.1, NP_001308148.1, NP_001308145.1, NP_001308146.1, NP_001355698.1, NP_056496.1	XP_005341553.1
OG0003335	NP_001278295.1	XP_005339331.1
OG0003336	NP_001340275.1	XP_040143822.1, XP_040143823.1, XP_005334801.1
OG0003337	XP_016856038.1	XP_005334809.2
OG0003338	NP_064633.1, NP_001012329.1	XP_005334814.1
OG0003339	NP_065998.3, XP_005256132.1	XP_040134949.1
OG0003340	NP_056066.2	XP_021584466.1
OG0003341	NP_001311375.1, NP_001311373.1, NP_001311381.1, NP_001311379.1, NP_001311380.1, NP_001311382.1, NP_001311377.1, NP_001311378.1, NP_036223.2, NP_001311374.1	XP_013221088.1
OG0003342	NP_036558.3	XP_013221381.1
OG0003343	XP_011521786.1, NP_054722.2	XP_005318441.1
OG0003344	NP_060900.2, NP_001338087.1, NP_001275921.1, NP_001275922.1, NP_001275923.1, NP_001275920.1, NP_001275919.1, XP_011521532.1	XP_040135943.1
OG0003345	NP_001786.2, XP_011521103.1	XP_005318316.1, XP_013221536.1
OG0003346	NP_060464.1, XP_024302587.1	XP_005328602.1
OG0003348	NP_003218.2	XP_021584229.1
OG0003349	NP_001337908.1, NP_001337911.1, NP_001337912.1, NP_001337910.1, XP_011514207.1, NP_001337909.1, NP_660090.2, NP_001337913.1, NP_001337914.1, NP_001337915.1	XP_005339800.2, XP_040133683.1
OG0003350	NP_001378919.1, XP_047276708.1, NP_001378920.1, NP_001091091.1	XP_005339778.1
OG0003352	NP_001339171.1	XP_013213318.1
OG0003353	NP_001350448.1	XP_040132849.1
OG0003354	NP_001185982.1	XP_040146829.1
OG0003355	NP_057625.1	XP_005323690.1
OG0003356	NP_001248370.1	XP_005339749.1, XP_013220368.1
OG0003357	NP_001229735.2, XP_006710918.1, NP_997072.2, NP_001229734.2, NP_001717.3, NP_001229739.2, NP_001229737.2, NP_001229736.2	XP_040144918.1
OG0003358	NP_065723.1, XP_005245419.1	XP_021586240.1, XP_005331318.1
OG0003359	NP_003573.2, XP_005273372.1, NP_001004023.1	XP_005329538.1
OG0003360	NP_001019772.1	XP_040132888.1, XP_005329579.2, XP_040132887.1, XP_040132884.1, XP_040132886.1, XP_040132885.1
OG0003361	XP_005273251.1, NP_002754.2, NP_001257545.1	XP_021588670.1
OG0003362	NP_110433.1	XP_005319755.1, XP_040134184.1, XP_040134183.1
OG0003363	NP_002212.3	XP_005326603.1
OG0003364	NP_001407089.1, NP_001407090.1, NP_001407088.1, XP_024304073.1, NP_001364412.1, NP_001407091.1, NP_001008493.1, NP_060682.2, NP_001364411.1, NP_001364410.1	XP_040134162.1
OG0003365	NP_061846.2	XP_005331384.1
OG0003366	NP_001394690.1	XP_005331508.1
OG0003367	NP_079483.3	XP_005331372.1
OG0003368	NP_113634.3, NP_001188404.1, NP_001188403.1, XP_005258421.1	XP_005325626.1
OG0003369	NP_073751.3	XP_040130645.1, XP_040130651.1, XP_021590125.1, XP_021590122.1, XP_040130665.1, XP_040130657.1, XP_005337179.1
OG0003370	NP_001267487.1	XP_005338801.1, XP_013219921.1
OG0003371	XP_016876952.1, NP_001008530.1, NP_001350625.1	XP_005339200.1
OG0003372	NP_001119811.1	XP_021591247.1
OG0003373	NP_001295041.1	XP_005331811.1, XP_040131890.1
OG0003374	NP_001338945.1, NP_001338940.1	XP_013212927.2
OG0003375	NP_001269109.1	XP_040132355.1
OG0003376	NP_065743.2, NP_001161840.1, XP_011535308.1	XP_013212979.1
OG0003377	NP_009107.1	XP_005321310.1, XP_013212265.1
OG0003378	NP_001381909.1, NP_001106946.1, XP_005267387.1	XP_040131937.1
OG0003379	NP_003599.2	XP_005321354.1
OG0003380	XP_005267344.1, NP_008970.2	XP_040130319.1
OG0003381	NP_001275938.1, XP_005258052.1, NP_060512.3, NP_001350759.2	XP_040126460.1
OG0003382	NP_000864.2, NP_001093258.1, NP_001093257.1, NP_001093259.1, NP_001093256.1	XP_021584086.1
OG0003383	NP_000325.4	XP_021584085.1
OG0003384	NP_653210.2	XP_040137614.1, XP_040137608.1, XP_040138272.1, XP_040129799.1, XP_005328181.1
OG0003385	XP_047291115.1	XP_040124756.1, XP_005321836.1
OG0003386	XP_047291460.1	XP_040124825.1
OG0003387	NP_001307917.1, NP_001307918.1, NP_001005207.1, NP_056109.1, NP_001340015.1, NP_001340011.1, NP_001307916.1, XP_011523133.1, NP_001340013.1	XP_013212526.1
OG0003388	NP_004764.1	XP_005321589.1
OG0003389	XP_011522793.1, NP_001070148.1	XP_040125096.1, XP_021583749.1, XP_005327862.1, XP_040125097.1
OG0003391	NP_066960.1	XP_040125100.1, XP_005327868.1
OG0003392	NP_001307684.1, NP_003161.2, XP_047292551.1	XP_013215251.1, XP_021583772.1
OG0003393	NP_001309770.1, NP_001309771.1	XP_005327933.2
OG0003394	NP_006436.3, XP_024306305.1	XP_005327961.1
OG0003395	NP_001358458.1, XP_005272261.1, NP_001073984.1	XP_021590047.1, XP_005337011.1
OG0003396	NP_036230.1	XP_005321035.1, XP_040142288.1
OG0003397	NP_002896.2, NP_001186700.1	XP_021589144.1
OG0003398	XP_024304730.1	XP_040136330.1
OG0003398	NP_848634.1	XP_005328738.1
OG0003399	XP_011536917.1, NP_002840.2	XP_005328808.1
OG0003400	NP_001365691.1, XP_011529014.2, NP_001307413.1, NP_001307417.1, NP_001365694.1, NP_001307416.1, NP_001307414.1, NP_079480.2	XP_005335061.1
OG0003401	NP_077010.1, XP_016884425.1	XP_005335067.1
OG0003402	NP_036395.1	XP_005338638.2
OG0003403	NP_001291299.1, XP_011528670.1, NP_001291301.1, NP_001103685.1, NP_001291302.1, NP_001002876.1, NP_001291300.1, NP_076958.1	XP_040133203.1
OG0003404	NP_001003796.1	XP_005322255.1
OG0003405	NP_001275905.1	XP_005322256.1
OG0003406	NP_689449.1	XP_040137736.1
OG0003407	NP_066949.2	XP_005322343.1
OG0003408	NP_001095841.1, XP_047297452.1	XP_005322351.1
OG0003409	NP_001136093.1	XP_005340082.1
OG0003410	NP_001317363.1, NP_001123465.1, NP_001317365.1, NP_001317364.1, NP_001317362.1, NP_115895.2	XP_005322098.1
OG0003411	NP_003391.1	XP_005322101.1
OG0003412	NP_620707.1, NP_001351536.1, NP_620709.1, NP_001351538.1, NP_001351540.1, NP_001351537.1, NP_002743.3	XP_005339393.1
OG0003413	NP_064562.1	XP_040128086.1, XP_040128085.1
OG0003414	XP_047279847.1, NP_079037.3	XP_021588024.1, XP_005334251.2, XP_021588026.1, XP_021588025.1
OG0003415	NP_001136256.1	XP_040141894.1
OG0003416	XP_005251691.1, NP_055687.1	XP_040141988.1, XP_005326350.1, XP_040141989.1
OG0003417	NP_060907.2, NP_932095.1	XP_005326418.3
OG0003418	NP_062538.5, XP_011517164.1	XP_013214518.1, XP_013214520.1, XP_021582688.1, XP_013214519.1
OG0003419	NP_003631.2	XP_005329786.1, XP_021585058.1
OG0003420	XP_005251749.1	XP_040142126.1
OG0003421	XP_005251963.2, NP_001273769.1, NP_056466.1	XP_021579157.1
OG0003422	NP_002705.2, NP_001363124.1, XP_011513024.1	XP_021576368.1
OG0003423	NP_001305837.1, NP_009040.2, NP_001070979.1, XP_047275229.1	XP_021576360.1
OG0003424	NP_872345.2, XP_005248929.1	XP_040138668.1, XP_005318920.1
OG0003425	NP_001277001.1, XP_005249317.1	XP_005318669.1
OG0003426	XP_047274595.1, NP_722582.2	XP_021577519.2
OG0003427	NP_001003760.2	XP_005318609.1, XP_005318610.1
OG0003428	NP_036292.2, XP_016866215.1, NP_001265645.1	XP_005335932.1
OG0003429	NP_001357458.1, NP_002028.1, XP_016866139.1, NP_694593.1, NP_694592.1	XP_005337476.1
OG0003430	NP_001355101.1, NP_001355102.1, NP_001355099.1, NP_001355100.1, NP_004023.3, NP_001355103.1, NP_001355104.1, NP_001359037.1	XP_005330222.1
OG0003431	XP_011529910.1, NP_872308.2	XP_005331785.2
OG0003432	NP_001686.1	XP_005316338.1, XP_040149726.1
OG0003433	NP_835466.2	XP_005316161.1
OG0003434	NP_001334757.1, NP_001334758.1	XP_005320067.1, XP_021578479.1, XP_040148345.1
OG0003435	NP_065168.2	XP_040128975.1
OG0003436	NP_061331.2	XP_005340066.1
OG0003437	NP_001153239.1	XP_013215595.1, XP_005328834.1
OG0003438	XP_006715708.1, NP_001186564.1	XP_040146831.1
OG0003439	NP_951038.1, NP_001159818.3, NP_001159817.1	XP_005332345.1, XP_040147517.1, XP_013216976.1
OG0003440	NP_079189.4, XP_024302709.1	XP_013217707.1
OG0003441	NP_001035109.1, NP_055703.1, XP_011514038.1	XP_013217708.1, XP_013217709.1
OG0003442	NP_849149.3, XP_005250218.1, NP_001308222.1, NP_001269784.1	XP_005334013.1
OG0003443	XP_047291140.1, NP_055562.2	XP_005317928.1
OG0003444	NP_004543.1, NP_001171908.1	XP_005317906.1
OG0003445	NP_001291691.1, NP_060636.1	XP_005317876.1, XP_040144319.1
OG0003446	NP_005888.1	XP_040144526.1, XP_005318035.1, XP_021575827.1
OG0003447	NP_001306094.1, NP_001306097.1, NP_001306096.1, NP_001306099.1, NP_001306100.1, XP_047304023.1, NP_001306098.1, NP_001306095.1, NP_001034678.1, NP_001375.2	XP_005317989.1
OG0003448	NP_001243328.1	XP_040144432.1, XP_005317964.1, XP_040144433.1
OG0003449	NP_071755.1, XP_016876423.1, NP_006674.2	XP_013221213.1
OG0003451	NP_663772.1, XP_005262864.1	XP_021590427.1
OG0003452	NP_203751.2, NP_001358045.1, XP_011530691.1	XP_005337670.1
OG0003453	NP_076917.1	XP_005326749.1
OG0003454	NP_004436.4, XP_011514181.1	XP_005326658.1
OG0003455	NP_057155.1, NP_444263.1	XP_005332493.1
OG0003456	NP_001304981.1, NP_056504.3, NP_001349607.1, NP_001304982.1	XP_005332489.1
OG0003457	NP_996996.1	XP_005332488.1
OG0003458	NP_775951.2, XP_047276176.1	XP_005326712.1
