Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0003322	XP_006717608.1, NP_005963.4, XP_011538238.1, NP_001265723.1, NP_001265724.1, NP_001382182.1	XP_031812161.1, XP_003755217.1
OG0003323	NP_002073.2	XP_031809629.1
OG0003324	NP_060255.3, NP_001316572.1, NP_001316570.1, NP_001316569.1, NP_001316571.1, XP_011532889.1, NP_001316568.1	XP_023361986.1
OG0003325	NP_001304922.1	XP_031809429.1, XP_031809427.1, XP_031809428.1, XP_031809430.1
OG0003326	NP_001001669.2, XP_011535944.1	XP_023361352.1
OG0003327	NP_004522.1	XP_003759406.1, XP_031820787.1, XP_031820796.1
OG0003328	NP_001334.2	XP_031820313.1, XP_031820303.1, XP_031820294.1
OG0003329	NP_004156.1, NP_001122322.1	XP_031806178.1
OG0003331	NP_112597.4	XP_031816795.1
OG0003332	NP_658911.1, NP_005788.1, XP_047282185.1	XP_003764203.1
OG0003333	NP_001137464.1, NP_001137463.1, NP_060551.2, NP_001137462.1	XP_012404148.1
OG0003334	NP_001308147.1, NP_001308143.1, NP_001308144.1, NP_001317078.1, NP_001308148.1, NP_001308145.1, NP_001308146.1, NP_001355698.1, NP_056496.1	XP_031793440.1
OG0003335	NP_001278295.1	XP_031818945.1
OG0003336	NP_001340275.1	XP_031818783.1, XP_031818784.1
OG0003337	XP_016856038.1	XP_031818769.1
OG0003338	NP_064633.1, NP_001012329.1	XP_031818762.1, XP_031818761.1
OG0003339	NP_065998.3, XP_005256132.1	XP_023351210.1
OG0003340	NP_056066.2	XP_003757895.1
OG0003341	NP_001311375.1, NP_001311373.1, NP_001311381.1, NP_001311379.1, NP_001311380.1, NP_001311382.1, NP_001311377.1, NP_001311378.1, NP_036223.2, NP_001311374.1	XP_031805864.1
OG0003342	NP_036558.3	XP_031805835.1
OG0003343	XP_011521786.1, NP_054722.2	XP_031805890.1
OG0003344	NP_060900.2, NP_001338087.1, NP_001275921.1, NP_001275922.1, NP_001275923.1, NP_001275920.1, NP_001275919.1, XP_011521532.1	XP_003758475.1
OG0003345	NP_001786.2, XP_011521103.1	XP_031806192.1, XP_031806193.1, XP_031806194.1
OG0003346	NP_060464.1, XP_024302587.1	XP_031823737.1, XP_031823736.1
OG0003347	NP_853530.2, XP_047275864.1, NP_001189472.1	XP_031823866.1
OG0003348	NP_003218.2	XP_031821184.1
OG0003350	NP_001378919.1, XP_047276708.1, NP_001378920.1, NP_001091091.1, NP_006179.2	XP_031799913.1
OG0003352	NP_001339171.1	XP_031801440.1, XP_031801439.1, XP_031801438.1, XP_031801441.1
OG0003353	NP_001350448.1	XP_023353195.1
OG0003354	NP_001185982.1	XP_023353181.2
OG0003355	NP_057625.1	XP_031801601.1, XP_031801602.1, XP_031801600.1, XP_003762016.1
OG0003356	NP_001248370.1	XP_003769742.1
OG0003357	NP_001229735.2, XP_006710918.1, NP_997072.2, NP_001229734.2, NP_001717.3, NP_001229739.2, NP_001229737.2, NP_001229736.2	XP_031825192.1
OG0003358	NP_065723.1, XP_005245419.1	XP_003768061.1, XP_012403577.1
OG0003359	NP_003573.2, XP_005273372.1, NP_001004023.1	XP_003767678.1
OG0003360	NP_001019772.1	XP_031793202.1
OG0003361	XP_005273251.1, NP_002754.2, NP_001257545.1	XP_031793219.1
OG0003362	NP_110433.1	XP_031792884.1, XP_003767546.1, XP_031792885.1
OG0003363	NP_002212.3	XP_003767808.1
OG0003364	NP_001407089.1, NP_001407090.1, NP_001407088.1, XP_024304073.1, NP_001364412.1, NP_001407091.1, NP_001008493.1, NP_060682.2, NP_001364411.1, NP_001364410.1	XP_031822893.1
OG0003365	NP_061846.2	XP_003768159.1
OG0003366	NP_004943.1, NP_001394690.1	XP_031822556.1
OG0003367	NP_079483.3	XP_031822545.1, XP_003768106.1, XP_031822546.1, XP_031822544.1, XP_031822543.1, XP_023358054.1
OG0003368	NP_113634.3, NP_001188404.1, NP_001188403.1, XP_005258421.1, NP_001188405.1	XP_003759615.1
OG0003369	NP_073751.3	XP_031802433.1
OG0003370	NP_001267487.1	XP_023355287.1
OG0003371	XP_016876952.1, NP_001008530.1, NP_001350625.1	XP_003756190.1, XP_031808161.1
OG0003372	NP_001119811.1	XP_031810931.1, XP_023355163.1
OG0003373	NP_001295041.1	XP_003756350.1, XP_023358344.1
OG0003374	NP_001338942.1, NP_001338943.1, NP_001338941.1, XP_011535022.1, NP_001338944.1, NP_001293016.1, NP_001193849.1, NP_001338945.1, NP_001338940.1	XP_031805158.1
OG0003375	XP_024305415.1, NP_001269109.1, NP_006237.1, NP_001269108.1, NP_001269111.1, NP_001269110.1	XP_031808551.1
OG0003376	NP_065743.2, NP_001161840.1, XP_011535308.1	XP_003756425.1
OG0003377	NP_009107.1	XP_031808359.1, XP_023357783.1, XP_023357776.1, XP_012403226.1
OG0003378	NP_001381909.1, NP_001106946.1, XP_005267387.1	XP_003756277.2, XP_031808305.1
OG0003379	NP_003599.2	XP_012402921.1
OG0003380	XP_005267344.1, NP_008970.2	XP_003756233.1, XP_031808257.1, XP_031808258.1
OG0003382	NP_000864.2, NP_001093258.1, NP_001093257.1, NP_001093259.1, NP_001093256.1	XP_012403941.1
OG0003383	NP_000325.4	XP_003768502.1
OG0003384	NP_653210.2	XP_003768470.3
OG0003385	XP_047291115.1	XP_031822043.1
OG0003386	XP_047291460.1	XP_031821946.1
OG0003387	NP_001307917.1, NP_001307918.1, NP_001005207.1, NP_056109.1, NP_001340015.1, NP_001340011.1, NP_001307916.1, XP_011523133.1, NP_001340013.1	XP_031822357.1
OG0003388	NP_004764.1	XP_003768039.1
OG0003389	XP_011522793.1, NP_001070148.1	XP_012405264.1, XP_031823528.1
OG0003390	NP_001254703.1	XP_031823533.1, XP_031823534.1
OG0003391	NP_066960.1	XP_031823530.1
OG0003392	NP_001307684.1, NP_003161.2, XP_047292551.1	XP_031823549.1
OG0003393	NP_001153218.1, NP_001309769.1, NP_001243776.1, NP_001269078.1, NP_001083.2, NP_068781.2, NP_001309770.1, NP_001309771.1	XP_031823614.1
OG0003394	NP_006436.3, XP_024306305.1	XP_031823645.1, XP_031823646.1, XP_023359479.2
OG0003395	NP_001358458.1, XP_005272261.1, NP_001073984.1	XP_003757504.1
OG0003396	NP_036230.1	XP_012409198.1, XP_031810180.1
OG0003397	NP_002896.2, NP_001186700.1	XP_023361043.1
OG0003398	XP_024304730.1, NP_848634.1	XP_031796811.1, XP_031796812.1, XP_031796810.1
OG0003399	XP_011536917.1, NP_002840.2	XP_031795052.1
OG0003400	NP_001365691.1, XP_011529014.2, NP_001307413.1, NP_001307417.1, NP_001365694.1, NP_001307416.1, NP_001307414.1, NP_079480.2	XP_031796801.1
OG0003401	NP_077010.1, XP_016884425.1	XP_031795347.1
OG0003402	NP_036395.1	XP_031793900.1
OG0003403	NP_001291299.1, XP_011528670.1, NP_001291301.1, NP_001103685.1, NP_001291302.1, NP_001002876.1, NP_001291300.1, NP_076958.1	XP_031793952.1
OG0003404	NP_001003796.1, NP_004999.1	XP_031795974.1
OG0003405	NP_001275905.1	XP_003772300.1
OG0003406	NP_689449.1	XP_031796830.1
OG0003407	NP_066949.2	XP_012406111.1
OG0003408	NP_001095841.1, XP_047297452.1	XP_031795969.1
OG0003409	NP_001136093.1	XP_031814657.1, XP_031814659.1, XP_031814658.1, XP_031814660.1
OG0003410	NP_001317363.1, NP_001123465.1, NP_001317365.1, NP_001317364.1, NP_001317362.1, NP_115895.2	XP_031806381.1, XP_003758300.1, XP_031806383.1, XP_031806382.1
OG0003411	NP_003391.1	XP_003758298.1
OG0003412	NP_620707.1, NP_001351536.1, NP_620709.1, NP_001351538.1, NP_001351540.1, NP_001351537.1, NP_002743.3	XP_031809671.1
OG0003413	NP_064562.1	XP_031824376.1, XP_031824371.1
OG0003416	XP_005251691.1, NP_055687.1	XP_031792943.1
OG0003417	NP_060907.2, NP_932095.1	XP_003760713.3
OG0003418	NP_062538.5, XP_011517164.1	XP_012398872.2
OG0003419	NP_003631.2	XP_031801407.1
OG0003420	XP_005251749.1	XP_031810488.1
OG0003421	XP_005251963.2, NP_001273769.1, NP_056466.1, NP_001273771.1	XP_031810072.1, XP_031810071.1
OG0003422	NP_002705.2, NP_001363124.1, XP_011513024.1	XP_012404328.1
OG0003423	NP_001305837.1, NP_009040.2, NP_001070979.1, XP_047275229.1	XP_023359781.1
OG0003424	NP_872345.2, XP_005248929.1	XP_003769162.1, XP_031820623.1
OG0003425	NP_001277001.1, XP_005249317.1	XP_003769173.1
OG0003426	XP_047274595.1, NP_722582.2	XP_012404558.1
OG0003427	NP_001003760.2	XP_003769204.1
OG0003428	NP_036292.2, XP_016866215.1, NP_001265645.1	XP_031820358.1, XP_023358897.1, XP_023358900.1, XP_003769356.1, XP_031820359.1
OG0003429	NP_001357458.1, NP_002028.1, XP_016866139.1, NP_694593.1, NP_694592.1	XP_003769410.1
OG0003430	NP_001355101.1, NP_001355102.1, NP_001355099.1, NP_001355100.1, NP_004023.3, NP_001355103.1, NP_001355104.1, NP_001359037.1	XP_003770691.1
OG0003431	XP_011529910.1, NP_872308.2	XP_012407679.1
OG0003432	NP_001686.1	XP_003760346.1, XP_031802931.1, XP_031802930.1
OG0003433	NP_835466.2	XP_031803161.1, XP_003762770.1
OG0003434	NP_001334757.1, NP_001334758.1	XP_023361772.1
OG0003435	NP_065168.2	XP_031816128.1, XP_023353763.2
OG0003436	NP_061331.2	XP_031795809.1
OG0003437	NP_001153239.1	XP_031796551.1
OG0003438	XP_006715708.1, NP_001186564.1	XP_031807453.1
OG0003439	NP_951038.1, NP_001159818.3, NP_001159817.1	XP_031794708.1, XP_012406433.1, XP_031794707.1
OG0003440	NP_079189.4, XP_024302709.1	XP_023360601.1
OG0003441	NP_001035109.1, NP_055703.1, XP_011514038.1	XP_031794767.1
OG0003442	NP_849149.3, XP_005250218.1, NP_001308222.1, NP_001269784.1	XP_031794805.1, XP_031794804.1, XP_031794806.1
OG0003443	XP_047291140.1, NP_055562.2	XP_012401411.1
OG0003444	NP_004543.1, NP_001171908.1	XP_023355955.1, XP_003765431.1
OG0003445	NP_001291691.1, NP_060636.1	XP_003765389.1
OG0003446	NP_005888.1	XP_031825061.1
OG0003447	NP_001306094.1, NP_001306097.1, NP_001306096.1, NP_001306099.1, NP_001306100.1, XP_047304023.1, NP_001306098.1, NP_001306095.1, NP_001034678.1, NP_001375.2	XP_031825119.1
OG0003448	NP_001243328.1	XP_031825140.1
OG0003449	NP_071755.1, XP_016876423.1, NP_006674.2	XP_031807859.1
OG0003450	XP_047285726.1, NP_001207404.1, NP_003616.2, NP_001207403.1, NP_001207402.1, NP_001269465.1, NP_001207406.1, NP_001207407.1, NP_001207405.1	XP_031794414.1
OG0003451	NP_663772.1, XP_005262864.1	XP_003773183.1
OG0003452	NP_203751.2, NP_001358045.1, XP_011530691.1	XP_012407620.1, XP_031799665.1
OG0003453	NP_076917.1	XP_031795369.1
OG0003454	NP_004436.4, XP_011514181.1, NP_001267723.2, NP_001267724.2	XP_031795099.1
OG0003455	NP_057155.1, NP_444263.1	XP_031795071.1
OG0003456	NP_001304981.1, NP_056504.3, NP_001349607.1, NP_001304982.1	XP_031795060.1
OG0003457	NP_996996.1	XP_031795056.1
OG0003458	NP_775951.2, XP_047276176.1	XP_023360744.1
OG0003460	NP_002880.1	XP_003771790.1
OG0003461	NP_001350461.1	XP_012406586.1, XP_031795253.1
OG0003462	NP_005683.2, NP_009120.1	XP_031795306.1, XP_031795303.1, XP_031795302.1, XP_031795304.1, XP_003772782.1
OG0003463	NP_001268861.1, NP_060230.5, NP_001268862.1, XP_011514659.1	XP_023360784.1, XP_031795441.1
OG0003464	NP_001157704.1	XP_031806562.1
OG0003465	NP_671736.2, NP_963846.1, NP_963847.1, NP_004458.3, XP_047277533.1	XP_012407386.1
OG0003466	NP_065878.1	XP_031799318.1
OG0003467	NP_068761.4, NP_951008.1, XP_024309947.1	XP_031798975.1, XP_031798977.1, XP_031798976.1
OG0003469	NP_001159750.1, NP_065781.1, XP_006724688.1, NP_066943.2	XP_031800839.1
OG0003470	XP_011508685.1	XP_012395348.1
OG0003471	NP_001356293.1, NP_660158.2	XP_031805476.1, XP_031805477.1, XP_031805475.1
OG0003472	NP_955378.1, XP_005264349.1	XP_031805425.1
OG0003473	NP_001397772.1, NP_001015055.1, NP_149035.1, XP_016860124.1, NP_001015056.1	XP_023361940.1
OG0003474	NP_001307754.1, XP_016860553.1, NP_001307753.1, NP_115494.1, NP_001307752.1	XP_031798264.1
OG0003475	NP_001309971.1, NP_001309972.1, NP_006599.2, NP_001309970.1, NP_001309974.1, NP_001309973.1	XP_031823181.1
OG0003476	XP_024303252.1	XP_031823242.1
OG0003477	NP_001382226.1	XP_031823258.1
OG0003478	NP_004532.1	XP_003774807.1
OG0003479	NP_078851.2	XP_012405183.1
OG0003480	NP_001123551.1	XP_031823168.1
OG0003481	NP_001001555.1, NP_001357937.1, NP_001001550.1, NP_001337745.2, XP_016867518.1, NP_001357938.1, NP_001337744.1, NP_001001549.1, NP_001337743.1	XP_031813063.1
OG0003482	NP_001274367.1, NP_001333373.1, XP_011513536.1, NP_001397810.1, NP_056013.2, NP_001333372.1, NP_001333371.1, NP_001274365.1, NP_001333370.1	XP_031813025.1
OG0003483	NP_005286.2, XP_011514358.1	XP_023360541.1
OG0003484	XP_047283341.1, NP_001230714.1, NP_000527.2, NP_001230715.1	XP_003773738.1
OG0003485	NP_665802.1, NP_004611.1	XP_012408031.1
OG0003486	XP_047283567.1	XP_012408008.1
OG0003487	NP_001138573.1, XP_016873617.1	XP_031798541.1
OG0003488	XP_011518554.1	XP_003773778.1
OG0003489	NP_001136146.1, NP_076436.3, NP_001136148.1, XP_011518601.1, NP_001136149.1, NP_001136147.1	XP_031798409.1
OG0003491	NP_001742.1, NP_644802.1, NP_001365065.1, NP_001365068.1, NP_001365067.1, NP_001365066.1, NP_001365069.1, NP_001181926.1, XP_047283628.1, NP_001014437.1	XP_031798375.1
OG0003492	NP_001294909.1	XP_031799671.1, XP_031799670.1
OG0003493	NP_001098663.1, NP_689911.2, NP_001098664.1, NP_001098665.1, XP_011509095.1	XP_031815698.1
OG0003494	NP_001317228.1, NP_001317230.1, NP_001317231.1, NP_078821.2, NP_001317232.1, NP_001317229.1, XP_005263824.1, NP_001139400.1	XP_031815713.1
OG0003495	NP_001397882.1	XP_023354907.1
OG0003496	NP_001005747.1, XP_047301746.1, NP_001317047.1, NP_001307651.1, NP_001005746.1, NP_000717.2	XP_031816536.1
OG0003497	NP_036323.2	XP_003762354.2, XP_031814740.1
OG0003499	NP_001308207.1	XP_031811294.1, XP_012399095.1
OG0003500	NP_001158311.1, NP_775743.1, XP_047303356.1	XP_031810861.1, XP_012399063.1
OG0003501	NP_001308055.1	XP_031813888.1
OG0003502	NP_057665.2	XP_012397341.1
OG0003503	NP_004274.1	XP_003760488.2
OG0003504	NP_110387.1, NP_001159687.1	XP_031803377.1, XP_031803379.1, XP_023352354.1, XP_023352353.1
OG0003506	NP_001354752.1, XP_005272521.1	XP_031812820.1
OG0003506	NP_001354753.1, NP_056133.2, NP_001124427.2	XP_023352703.2
OG0003507	NP_001013728.2	XP_031803680.1, XP_012397482.1
OG0003508	NP_001362587.1, NP_001339.1	XP_031803714.1
OG0003509	NP_116142.1, NP_001306003.2, NP_703149.1	XP_031803721.1
OG0003510	NP_001013720.2, XP_016874801.1	XP_003771234.1
OG0003511	NP_004617.2, XP_011543540.1	XP_012400784.2
OG0003512	XP_016873372.1, NP_057649.2	XP_031817299.1
OG0003513	NP_006636.2	XP_031817356.1, XP_003764735.1
OG0003514	NP_001656.2, XP_005252973.1	XP_031817894.1
OG0003515	XP_047282213.1	XP_031817940.1, XP_031817939.1, XP_003765366.1
OG0003516	NP_001027024.3, NP_001036001.1, NP_001265244.1, XP_006718290.1, NP_001265245.1, NP_001265243.1, NP_001265242.1	XP_031797883.1
OG0003517	XP_011518164.1, NP_852609.1, NP_009147.3, NP_852608.1	XP_031798706.1
OG0003518	NP_690867.3, NP_115514.2	XP_031817051.1, XP_012407549.2
OG0003519	NP_005283.1, NP_001091670.1	XP_012401703.1, XP_031814481.1
OG0003520	NP_001106203.2, NP_001353573.1, NP_001307745.1, NP_001307746.1, NP_079255.4, NP_001353575.1, NP_001353574.1, NP_001307744.1, XP_011535788.3	XP_031814594.1
OG0003521	NP_001313.1, NP_001890.1, NP_001889.2, NP_001275543.1, NP_000090.1	XP_023350610.2
OG0003522	NP_001269842.1	XP_012406848.1
OG0003523	NP_001271353.1, NP_056275.2, NP_001271355.1, NP_001271354.1, XP_011531877.1, NP_001271352.1	XP_031795890.1
OG0003524	NP_001308036.1, NP_001245309.1, NP_001308037.1, NP_001245308.1, XP_006713484.1, NP_001308034.1, NP_001308035.1, NP_003606.3, NP_001308033.1, NP_001308032.1	XP_031796247.1
OG0003526	XP_011527439.1	XP_031810006.1, XP_031810007.1, XP_003757097.1
OG0003527	NP_036244.2, XP_011526999.1	XP_023363114.1
OG0003528	NP_002648.1, XP_005260493.1	XP_031809977.1
OG0003529	NP_570913.1, NP_057667.1, NP_001230122.1	XP_031805377.1
OG0003530	NP_001171906.1, NP_060714.3, XP_011527179.1, NP_955781.2	XP_003756981.1
OG0003532	NP_001310299.1	XP_031807421.1
OG0003533	NP_003395.1, NP_647539.1	XP_031807420.1
OG0003534	NP_742108.2, XP_047295966.1, NP_005235.3	XP_031807434.1, XP_031807433.1, XP_031807432.1, XP_023350314.1
OG0003535	NP_066363.1	XP_031807463.1, XP_031807464.1
OG0003536	NP_955459.2, XP_016883434.1, NP_001306075.1, NP_060667.2, NP_071371.3, NP_955458.1	XP_031807503.1
OG0003537	NP_937998.1, NP_036576.1, XP_005260436.1	XP_003759237.1
OG0003538	NP_848635.2, NP_001290067.1, NP_001290066.1, NP_001007538.1	XP_003764511.1
OG0003539	NP_001273633.1	XP_003766925.1
OG0003540	NP_001028774.3, NP_001371534.1, NP_001371535.1, NP_001353579.1, NP_001353580.1, XP_011533321.1	XP_031816607.1
OG0003541	NP_067679.6, XP_005263423.1	XP_031798945.1, XP_003773131.1, XP_023361648.1
OG0003542	XP_011530587.1, NP_001138786.1, NP_001035247.1	XP_023361615.1
OG0003543	NP_001158510.1, NP_001158511.1, XP_006716390.1, NP_001486.4	XP_003758089.1
OG0003544	NP_001124321.1, NP_001124322.1, NP_057373.1	XP_023359518.1, XP_031824026.1
OG0003545	XP_005246159.1, NP_008875.1	XP_031824148.1
OG0003546	NP_001239048.1	XP_031813341.1
OG0003547	XP_011510040.1, NP_689996.4	XP_031813308.1
OG0003548	NP_001333416.1, NP_057365.3, NP_001333417.1, NP_001333418.1	XP_031804548.1
OG0003549	XP_011536573.1, NP_859075.2	XP_031804610.1
OG0003550	NP_001035037.1	XP_031804660.1
OG0003551	NP_001118.3, NP_001365491.1, NP_001365494.1, NP_001365493.1, NP_001365492.1, NP_663782.2, NP_001159491.1	XP_031804722.1
OG0003552	NP_055449.1	XP_031804994.1
OG0003553	NP_001362292.1	XP_003771387.1, XP_023360400.1
OG0003554	NP_001284349.1, NP_001284351.1, NP_602296.2, XP_005253777.1, NP_001284348.1, NP_001284350.1	XP_023360401.1, XP_003771379.1, XP_031795404.1
OG0003555	NP_001264.2	XP_031816553.1, XP_031794137.1
OG0003556	NP_116307.1	XP_031794201.1, XP_012406147.1, XP_031794200.1
OG0003557	NP_001364202.1	XP_023360256.1
OG0003558	NP_004809.2	XP_012402184.1, XP_012402185.1, XP_031793860.1, XP_003766366.1, XP_031793859.1
OG0003559	XP_047285511.1, NP_079178.2, NP_001291873.1	XP_031796049.1
OG0003561	XP_016871726.1, NP_998771.3	XP_023351090.1
OG0003562	XP_047281308.1, NP_005020.1	XP_031811606.1
OG0003563	NP_849189.1, NP_001337918.1, XP_024303560.1	XP_023351953.1, XP_003755463.1, XP_031811624.1
OG0003564	NP_005387.3	XP_003755397.1
OG0003565	NP_004397.2, NP_060049.2, NP_001307573.1, NP_015568.2, NP_001364459.1	XP_031811852.1
OG0003566	NP_055476.3	XP_031812858.1, XP_031812857.1
OG0003567	NP_071899.1	XP_003759826.2, XP_031802254.1
OG0003568	NP_001399997.1, XP_006716547.2	XP_003759778.1
OG0003569	NP_001123615.1	XP_003756065.1
OG0003570	NP_056355.2, XP_005254354.1	XP_031807983.1
OG0003571	NP_001135452.1	XP_031808038.1
OG0003572	NP_542783.2, NP_001288073.1, NP_001288074.1, NP_001288075.1, NP_892030.3	XP_003756113.1
OG0003573	NP_001263193.1	XP_031808092.1, XP_031808091.1, XP_003756145.1
OG0003574	NP_001293120.1	XP_003755989.1
OG0003575	NP_116255.2, NP_001239264.1, XP_005254783.1	XP_003755772.1
OG0003576	NP_056074.1, NP_001350699.1, XP_006723962.1, NP_001352688.1, NP_001269980.1, NP_001269981.1, NP_001269979.1, NP_001382847.1	XP_012399867.1
OG0003577	XP_005261260.1, NP_003897.2	XP_031824158.1
OG0003578	XP_005263103.1	XP_031799673.1
OG0003579	NP_115525.2, XP_011530617.1	XP_003772993.1
OG0003580	NP_689755.3, XP_006714174.1	XP_031799743.1
OG0003581	NP_076952.1, NP_001234940.1, NP_932155.1, XP_011530334.1	XP_031799780.1
OG0003582	NP_006250.1, XP_016863904.2, NP_001350330.1, NP_001269414.1, NP_001269409.1, NP_001269410.1, NP_001269412.1, NP_001269411.1	XP_003773017.1
OG0003583	NP_001335062.1, NP_006826.1, NP_001335061.1, NP_001335063.1	XP_031799695.1
OG0003584	NP_001352784.1, NP_001305755.1, NP_001305759.1, NP_001305757.1, NP_001352782.1, NP_001352781.1, NP_001352783.1, NP_001004196.2, NP_001352780.1, NP_005935.4	XP_023351070.1, XP_031805512.1
OG0003585	NP_001681.2, XP_047304261.1	XP_003763639.1
OG0003588	NP_853551.1, NP_002907.1	XP_031813609.1
OG0003589	NP_055390.1, NP_001184042.1	XP_031813443.1
OG0003591	NP_665682.1, XP_016858754.1, NP_001188409.1, NP_001188410.1, NP_001188411.1, NP_115912.1	XP_031816259.1
OG0003592	NP_001358314.1	XP_003764092.1
OG0003593	NP_009330.1, NP_001371820.1, NP_644671.1	XP_012400340.1
OG0003594	NP_001026886.1	XP_023355121.1
OG0003595	NP_056080.1, NP_001165988.1, NP_001165980.1, XP_047299731.1	XP_031816093.1, XP_012400370.1
OG0003596	NP_001186913.1, NP_004997.4	XP_031814096.1, XP_031814095.1
OG0003597	NP_001356185.1, NP_001116105.2, NP_001866.2, NP_001356186.1	XP_003766009.1
OG0003598	NP_001333012.1, NP_005067.1	XP_031793084.1, XP_031793083.1, XP_031793082.1, XP_012403270.2
OG0003599	NP_001337558.1, NP_001287698.1, NP_001287699.1, NP_001337557.1, XP_016855760.1, NP_620149.2, NP_001287701.1, NP_001287700.1	XP_003767764.2, XP_031796735.1
OG0003600	XP_047298898.1, NP_009138.1	XP_003758790.1
OG0003601	NP_796372.1, NP_001167540.1, XP_011507840.1	XP_003767425.1
OG0003602	XP_005245414.1, NP_065068.1	XP_031822737.1
OG0003603	NP_001356523.1	XP_023357773.1, XP_023357775.1
OG0003605	NP_001338043.1, NP_001310008.1	XP_003774874.1
OG0003606	NP_001411115.1, NP_001411116.1, NP_001411117.1, NP_001411118.1, NP_001411120.1, NP_001411121.1, NP_001411119.1, NP_835230.1, XP_005274486.1	XP_003765658.1
OG0003607	NP_005079.2	XP_031814915.1, XP_031814916.1
OG0003608	XP_047297895.1, NP_055147.1	XP_031815352.1
OG0003609	NP_803188.1, NP_036412.1, NP_001269086.1, XP_047297898.1	XP_003764891.1
OG0003610	NP_006512.2	XP_012408890.2
OG0003611	NP_001138357.1	XP_003775057.1
OG0003612	NP_001008537.1	XP_031800759.1, XP_031800755.1, XP_031800756.1, XP_031800758.1, XP_031800757.1
OG0003613	NP_001308218.1, NP_840054.1, NP_840055.1, NP_001308219.1, NP_001308217.1, NP_001308216.1, NP_443168.2, XP_047297757.1	XP_031800828.1
OG0003614	XP_047298107.1, NP_057116.2, NP_001008223.1	XP_031801102.1
OG0003616	NP_001005466.2	XP_003755871.1, XP_003755872.1
OG0003617	NP_996782.1	XP_003772214.1
OG0003618	NP_001363829.1, NP_001091643.1, XP_016878371.1	XP_031819681.1
OG0003620	XP_016873329.1, NP_002563.1	XP_031817173.1
OG0003621	NP_851823.1, NP_851822.1, NP_851821.1, NP_851313.1, NP_848026.1, XP_005267382.1, NP_001305799.1, NP_851824.1	XP_031810885.1, XP_031810886.1
