Orthogroup	Homo_sapiens	Urocitellus_parryii
OG0002540	NP_001127704.1, NP_060844.2	XP_026253036.1, XP_026253037.1
OG0002541	XP_005249638.1, NP_006399.1	XP_026264641.1
OG0002542	NP_001120926.1, NP_004394.1, XP_024302438.1, NP_001120925.1	XP_026256023.1
OG0002543	NP_001138987.1, XP_047277041.1, NP_001138986.1, NP_055581.3, NP_001138985.1	XP_026257331.1
OG0002544	NP_001274426.1, NP_071929.3, XP_016868012.1	XP_026236686.1, XP_026236687.1
OG0002545	XP_005270808.1, NP_005259.1	XP_026249261.1
OG0002547	NP_001310479.1, NP_079355.2, XP_047286840.1, NP_001310480.1	XP_026249224.1
OG0002548	NP_001308400.1	XP_026249161.1, XP_026249162.1
OG0002549	NP_009098.3	XP_026249241.1
OG0002550	NP_001400464.1	XP_026252775.1
OG0002551	XP_005268701.1, NP_001128647.1, NP_690869.1, NP_001128648.1, NP_001128649.1	XP_026253612.1
OG0002552	XP_011537020.1	XP_026253081.1
OG0002553	NP_001371641.1, NP_001303896.1	XP_026253737.1
OG0002554	NP_001304745.1	XP_026248500.1
OG0002555	XP_005263167.1, NP_060812.2	XP_026251746.1
OG0002556	NP_001337031.1, NP_001295233.1, NP_001036000.1	XP_026235574.1
OG0002557	NP_001349807.1	XP_026260489.1, XP_026260490.1
OG0002558	NP_078883.2, NP_001188258.1, XP_006716316.1	XP_026258687.1
OG0002559	NP_001356688.1, NP_001074295.2	XP_026258700.1, XP_026258701.1
OG0002560	NP_001242914.1, XP_005263910.1, NP_001242912.1, NP_001242911.1, NP_001242913.1, NP_076932.1	XP_026267012.1
OG0002561	NP_001308254.1, NP_776252.2, XP_047299660.1, NP_001161836.1	XP_026248657.1
OG0002562	NP_945314.1	XP_026265917.1
OG0002563	NP_003887.3	XP_026265262.1
OG0002564	NP_001363059.1, NP_001363061.1, NP_001363069.1, NP_001363067.1, NP_001363070.1, NP_001363068.1, NP_001363073.1, NP_001363074.1, NP_001363063.1, NP_001363064.1, NP_001363062.1, NP_071937.4, XP_011531337.1, NP_001363058.1, NP_001363065.1, NP_001363066.1	XP_026253205.1
OG0002565	NP_001307954.1, XP_006711411.1, NP_001307955.1, NP_057158.1	XP_026259795.1, XP_026259794.1
OG0002566	NP_001287769.1, NP_001287768.1, NP_001287770.1, NP_653298.1, NP_001287767.1, XP_047302849.1	XP_026259805.1
OG0002567	XP_047287939.1, NP_003559.2	XP_026259675.1, XP_026259676.1
OG0002568	NP_006542.1, NP_996881.1, NP_006543.1	XP_026263368.1
OG0002569	XP_047276637.1, NP_005393.2	XP_026243419.1
OG0002570	XP_047282193.1, NP_006010.2, NP_006044.1, NP_001337988.1	XP_026252260.1
OG0002571	NP_003851.1, NP_001137457.1, XP_016874004.1	XP_026255587.1
OG0002572	NP_003155.2	XP_026263428.1, XP_026263429.1
OG0002573	NP_001077395.1, XP_011543567.1, NP_079356.3	XP_026263412.1, XP_026263411.1
OG0002574	NP_001311117.1, XP_047304600.1, NP_065924.3, NP_001311118.1	XP_026238915.1
OG0002575	NP_003491.1, XP_047304998.1	XP_026257836.1
OG0002576	NP_940982.1, XP_011526302.1	XP_026245790.1, XP_026245789.1, XP_026245792.1
OG0002577	NP_001351603.1, NP_653215.2, NP_001157897.1, NP_001157891.1, NP_001129979.1	XP_026267641.1
OG0002578	XP_011526263.1, NP_001354126.1	XP_026269767.1
OG0002579	NP_001398069.1, NP_002810.1, NP_114367.1, NP_114368.1	XP_026269720.1
OG0002580	XP_011543527.1, NP_004046.2	XP_026243133.1
OG0002581	NP_078833.3, XP_006718380.1, NP_001333622.1, NP_001333621.1, NP_001333623.1, NP_001128581.1, NP_001333619.1, NP_001193601.1, NP_001193600.1	XP_026265376.1
OG0002582	NP_001406805.1, NP_001406803.1, NP_001406804.1, NP_001406802.1, NP_001035534.1, NP_001035533.1	XP_026249440.1
OG0002583	NP_001975.1, XP_005266335.1	XP_026249459.1, XP_026249460.1
OG0002585	NP_001008693.2	XP_026248855.1
OG0002585	NP_542177.1	XP_026248854.1
OG0002586	NP_079169.1, NP_001310536.1, NP_001310535.1	XP_026248846.1
OG0002588	NP_001336207.1, NP_001336212.1, NP_001182027.1, NP_001182028.1, NP_001336211.1, NP_001336210.1, NP_001336209.1, NP_001336208.1, NP_056014.2, XP_024309186.1, NP_001336206.1	XP_026244314.1
OG0002589	XP_011510737.1, NP_000087.2	XP_026262400.1
OG0002590	NP_001335291.1, NP_001161750.1, NP_001161752.1, XP_016861611.1, NP_056287.1	XP_026235651.1
OG0002591	NP_001268450.1	XP_026241583.1, XP_026241584.1
OG0002592	NP_149974.2	XP_026239053.1
OG0002593	NP_057492.2, NP_001265096.1, NP_001265097.1, NP_001352657.1, NP_057166.4, NP_001265098.1, XP_011527158.1	XP_026239046.1, XP_026239049.1, XP_026239048.1, XP_026239045.1
OG0002594	NP_001316358.1, NP_067025.1, NP_001316359.1, NP_001316360.1	XP_026238930.1
OG0002595	NP_852133.1, NP_001254739.1, NP_002203.1	XP_026238999.1, XP_026239000.1
OG0002596	NP_001034288.1	XP_026239136.1, XP_026239137.1
OG0002597	NP_775271.1, NP_001268389.1, NP_001268387.1, NP_001268388.1, NP_001268386.1, NP_775096.1, NP_057029.8	XP_026246786.1
OG0002598	NP_001015885.1, XP_005260639.2, NP_003601.1	XP_026262571.1
OG0002599	XP_011527094.1, NP_057438.3	XP_026263645.1
OG0002600	NP_001306082.1, NP_001306081.1, NP_076964.1, XP_047296422.1	XP_026269206.1
OG0002601	NP_079500.2, XP_005260252.1, NP_001356670.1	XP_026269272.1
OG0002602	NP_001138457.1, NP_001138458.1, NP_001138453.1, NP_001138454.1, NP_001138456.1, NP_001138455.1, NP_001185837.1	XP_026250914.1
OG0002603	XP_016875921.1, NP_777588.1, NP_001305868.1	XP_026250716.1, XP_026250714.1, XP_026250715.1
OG0002604	NP_001129218.1, NP_001336368.1, NP_001336370.1, NP_001129219.1, NP_001336369.1, NP_001336371.1, NP_659480.1, NP_001129220.1	XP_026254649.1, XP_026254648.1, XP_026254650.1
OG0002605	NP_444509.2, XP_005272455.1	XP_026254622.1
OG0002606	NP_001129193.1	XP_026253316.1
OG0002607	NP_001376220.1	XP_026258720.1
OG0002608	XP_011537140.1	XP_026241946.1
OG0002609	NP_000422.1, NP_001107657.1, NP_001401442.1, NP_001401441.1, NP_001401440.1, XP_047284829.1, NP_001401444.1, NP_001401443.1, NP_001288111.1	XP_026264973.1, XP_026264975.1
OG0002610	NP_065170.2	XP_026264327.1
OG0002611	NP_001008566.1, XP_024308062.1	XP_026264315.1
OG0002612	NP_001382126.1, NP_001349914.1, NP_001382125.1, XP_011528127.1, NP_689422.1, NP_006469.2	XP_026269129.1
OG0002613	XP_005261854.1, NP_001002878.1, NP_001002879.1, NP_001002877.1, NP_003669.4	XP_026269125.1, XP_026269127.1, XP_026269123.1, XP_026269124.1, XP_026269122.1, XP_026269126.1
OG0002614	NP_689480.2	XP_026264724.1
OG0002615	NP_001313349.1, NP_001313347.1, NP_821141.1, NP_001313345.1, NP_001313348.1, NP_001313346.1, NP_001313344.1, NP_055153.1, NP_001313342.1, NP_001313343.1, NP_001313341.1, NP_001313340.1, NP_001313350.1	XP_026264686.1
OG0002617	XP_054185431.1, NP_000844.2	XP_026268321.1
OG0002618	XP_047297351.1, NP_001003891.1, NP_001280166.1, NP_001280164.1, NP_001280163.1, NP_001280165.1, NP_056973.2	XP_026257483.1
OG0002619	NP_001269041.1	XP_026257469.1
OG0002620	NP_056182.2, NP_001257656.1, NP_001257655.1, XP_011544421.1, NP_001257662.1, NP_001257660.1, NP_001257659.1, NP_001257658.1	XP_026269643.1
OG0002622	NP_001129336.1, NP_776163.1, XP_024304691.1, NP_001129335.1	XP_026271029.1, XP_026271028.1
OG0002623	XP_005268708.1, NP_001834.2	XP_026264296.1
OG0002624	NP_001092084.1, NP_001092085.1, NP_112582.3, XP_011537092.1	XP_026257220.1
OG0002625	NP_001399687.1, NP_064423.2	XP_026262852.1
OG0002626	NP_001399704.1, NP_004293.1, NP_001399705.1	XP_026254566.1
OG0002627	NP_001120654.2, NP_060601.4, XP_011538220.1	XP_026253181.1
OG0002628	XP_016872204.1, NP_112191.2	XP_026263713.1
OG0002629	XP_006718117.1	XP_026263666.1, XP_026263665.1
OG0002630	NP_071346.1, NP_001128144.1, XP_005270081.1	XP_026240076.1, XP_026240077.1, XP_026240078.1, XP_026240075.1
OG0002631	XP_011515356.1, NP_057026.3	XP_026238878.1
OG0002632	NP_001171938.1	XP_026251105.1
OG0002633	NP_001309081.1, NP_001309088.1, NP_001309091.1, NP_996920.1, NP_001309080.1, NP_996919.1, XP_011520261.1, NP_001309090.1, NP_001309094.1, NP_003196.1, NP_996921.1, NP_001309086.1	XP_026240557.1
OG0002634	NP_001121361.1, NP_001121362.1, NP_057714.1	XP_026240600.1, XP_026240599.1
OG0002635	NP_001291433.1, NP_060670.1, XP_011519460.1	XP_026243580.1, XP_026243579.1, XP_026243581.1
OG0002636	NP_997468.1, NP_001276054.1, NP_001371984.1, NP_001276055.1, NP_001276057.1, NP_001371983.1, NP_000865.2, NP_997467.1	XP_026249330.1
OG0002637	NP_001092873.1, NP_064611.3	XP_026238493.1
OG0002638	NP_057382.2	XP_026251337.1, XP_026251328.1
OG0002639	NP_001309957.1, XP_024309558.1, NP_001309959.1, NP_115639.1, NP_001309956.1, NP_001127907.1, NP_001309958.1	XP_026251379.1
OG0002640	XP_047272670.1, NP_620164.1	XP_026252868.1
OG0002641	NP_660308.1	XP_026237229.1, XP_026237227.1, XP_026237228.1
OG0002642	XP_005247653.2, NP_284941.2	XP_026238621.1
OG0002643	XP_011513272.1, NP_003904.3	XP_026262895.1
OG0002644	NP_001305820.1	XP_026270390.1, XP_026270386.1, XP_026270389.1, XP_026270388.1, XP_026270387.1
OG0002645	NP_001364149.1, NP_001291898.1, NP_001364148.1, NP_001364150.1, NP_001364155.1, NP_001005476.1, NP_001364154.1, NP_001364152.1, NP_001364151.1, NP_001364153.1, NP_001364147.1, NP_003619.2	XP_026257236.1
OG0002646	NP_001186219.1, NP_653312.2	XP_026245320.1, XP_026245321.1
OG0002647	XP_005246566.1, NP_008829.3	XP_026261427.1, XP_026261428.1
OG0002648	XP_011509554.1, NP_006181.1	XP_026261126.1
OG0002649	NP_001129511.1	XP_026261115.1
OG0002650	XP_047301534.1, NP_055864.2	XP_026261099.1
OG0002651	XP_047299962.1, NP_940885.2	XP_026246240.1
OG0002652	NP_001172036.1, NP_001172037.1, NP_001172044.1, NP_001172041.1, NP_001036051.1, NP_001172039.1, NP_001172042.1, NP_001036052.1, NP_001172043.1, NP_112155.2, XP_011508435.1, NP_001036050.1, NP_001036049.1, NP_001036048.1	XP_026236610.1
OG0002653	NP_001352713.1, NP_001352712.1, NP_001001396.1, NP_001675.3	XP_026253028.1
OG0002654	NP_057150.2, NP_932066.1	XP_026246491.1
OG0002655	NP_006630.1, NP_001269115.1, NP_001269117.1, NP_001269116.1	XP_026266116.1
OG0002656	NP_001311150.1, NP_001311154.1, NP_001311147.1, XP_047297954.1, NP_938147.1, NP_055314.1	XP_026266120.1
OG0002657	NP_689843.1, NP_001164045.1	XP_026235674.1
OG0002658	NP_060946.3, NP_001161871.1	XP_026236592.1, XP_026235926.1
OG0002659	NP_848565.2, NP_001013650.1	XP_026265095.1, XP_026265094.1
OG0002660	NP_001406.1, NP_001344663.1	XP_026257159.1, XP_026236187.1
OG0002661	NP_001116857.1, XP_005272673.1, NP_001116856.1, NP_060215.4, NP_001116855.1	XP_026243350.1
OG0002662	NP_000023.2	XP_026263203.1
OG0002663	NP_001092763.1, NP_036442.3	XP_026255762.1
OG0002664	XP_016885057.1	XP_026255765.1, XP_026255766.1
OG0002665	NP_001412.1, XP_005262446.1, NP_001120669.1	XP_026269608.1
OG0002666	NP_001093326.2, NP_001093327.1, NP_001308325.1, NP_001364241.1, NP_003630.1, NP_001308326.1, NP_001364242.1, NP_001364243.1, NP_001138727.1, NP_001364244.1	XP_026236851.1
OG0002667	NP_683762.2	XP_026254708.1
OG0002667	NP_004498.1	XP_026267401.1
OG0002668	XP_011530505.1	XP_026260987.1
OG0002670	NP_001305065.1	XP_026268983.1, XP_026268984.1, XP_026268979.1, XP_026268982.1
OG0002676	NP_004206.1, NP_001265867.1, NP_936056.1, XP_016869449.1	XP_026240342.1, XP_026240343.1, XP_026240341.1
OG0002677	XP_016879019.1, NP_002978.1	XP_026251506.1, XP_026251508.1
OG0002678	NP_001373349.1, NP_001230140.1	XP_026248343.1
OG0002679	NP_874360.1	XP_026270343.1
OG0002679	NP_001500.1	XP_026270342.1
OG0002681	NP_001387257.1	XP_026266723.1
OG0002681	NP_060614.2	XP_026264343.1
OG0002682	NP_001341607.1, NP_001341605.1, NP_001303256.1, XP_047304520.1, NP_001341609.1, NP_997704.1, NP_001341608.1, NP_006245.2	XP_026244366.1
OG0002683	NP_000567.1, XP_047300131.1	XP_026235758.1
OG0002684	NP_001354427.1, XP_016858805.1	XP_026258679.1
OG0002685	NP_057646.1	XP_026250947.1, XP_026250945.1, XP_026250946.1
OG0002686	NP_001332853.1, NP_001332852.1, NP_071348.3, NP_001258572.1, NP_001258573.1, NP_001332854.1, NP_001077422.1	XP_026266791.1
OG0002687	NP_001243721.1, NP_001243723.1, XP_011530503.1, NP_001194.1	XP_026263237.1
OG0002688	NP_001368853.1, NP_001368852.1, NP_001141.2	XP_026243931.1
OG0002689	NP_006437.3, XP_047285905.1, NP_062818.1, NP_001358026.1	XP_026247717.1
OG0002690	NP_006170.1, XP_011525310.1, NP_001382418.1	XP_026262012.1, XP_026262010.1, XP_026262013.1, XP_026262011.1
OG0002691	XP_047294788.1, NP_000885.1, NP_203696.2, NP_001372190.1, NP_149133.1, NP_149032.1, NP_000728.1, NP_149439.1, NP_203695.2, NP_001305994.1, NP_001369350.1	XP_026262171.1
OG0002692	NP_005836.2	XP_026255541.1
OG0002693	XP_005262989.1, NP_055300.1	XP_026263232.1, XP_026263231.1, XP_026263236.1, XP_026263234.1, XP_026263230.1, XP_026263233.1, XP_026263235.1
OG0002694	NP_077026.2	XP_026264646.1
OG0002695	NP_005636.1	XP_026258592.1
OG0002696	NP_000959.2	XP_026264584.1
OG0002697	NP_001832.1, XP_011538931.1	XP_026259419.1
OG0002698	NP_002927.2, NP_001273763.1	XP_026267008.1
OG0002699	NP_055315.2, NP_001156752.1	XP_026247995.1
OG0002700	NP_001634.1	XP_026236397.1, XP_026236398.1
OG0002701	XP_016872659.1, NP_659452.3, NP_001091985.1	XP_026252304.1, XP_026252305.1
OG0002702	NP_003084.1	XP_026239284.1, XP_026252521.1
OG0002703	NP_001307659.1, NP_001391.2	XP_026235472.1
OG0002704	NP_476429.2	XP_026254553.1
OG0002704	NP_056932.2	XP_026254408.1
OG0002705	NP_061921.2, NP_001340426.1	XP_026244851.1
OG0002706	NP_001362776.1	XP_026256743.1
OG0002709	NP_001005325.1	XP_026258524.1
OG0002711	NP_001004752.2	XP_026256832.1
OG0002712	XP_011535455.1, NP_001004063.2	XP_026267811.1
OG0002713	NP_001005493.1	XP_026237780.1, XP_026254165.1, XP_026237781.1
OG0002714	NP_001034891.1	XP_026259429.1
OG0002715	NP_055517.3	XP_026236535.1
OG0002717	NP_789744.1, NP_036459.1, XP_011524191.1	XP_026260422.1
OG0002718	XP_016881402.1, NP_001362256.1, NP_004154.2	XP_026265753.1
OG0002719	XP_011524051.1	XP_026257782.1
OG0002720	NP_001313508.1, NP_001313507.1, NP_003560.2, NP_001313509.1	XP_026236630.1
OG0002721	NP_005661.1, NP_001018051.1, NP_001355059.1, NP_001346986.1, XP_024302318.1	XP_026253401.1
OG0002722	NP_061847.2	XP_026270350.1
OG0002723	NP_001403059.1, NP_001340413.1, NP_001340416.1, NP_001340419.1, NP_001340418.1, XP_047279513.1, NP_001340420.1, NP_001034484.3, NP_001340417.1, NP_001340415.1, NP_001340414.1	XP_026270045.1
OG0002724	NP_001308631.1, NP_001004.2, NP_001308630.1, NP_001308633.1	XP_026236956.1
OG0002725	XP_047294980.1, NP_060386.1	XP_026262140.1
OG0002726	NP_872381.2, NP_001308793.1	XP_026262168.1, XP_026261992.1
OG0002727	NP_001356337.1	XP_026259492.1
OG0002728	XP_005258939.1, NP_002241.1	XP_026259604.1
OG0002729	NP_001139411.1, NP_002564.1, NP_001139412.1, XP_016882335.1	XP_026259582.1
OG0002730	NP_001350789.1	XP_026267343.1
OG0002731	NP_004403.1, NP_001338148.1, NP_001338149.1, XP_024303623.1, NP_001338151.1, NP_001338152.1, NP_001307936.1, NP_001338150.1, NP_001307935.1	XP_026263928.1
OG0002732	NP_005850.1	XP_026257048.1, XP_026257046.1
OG0002733	NP_689589.1, XP_005245799.1	XP_026268793.1
OG0002734	XP_011539481.1	XP_026256604.1
OG0002735	NP_060026.2, NP_001337080.1, NP_001019386.1, XP_005245957.1, NP_001019387.1	XP_026256559.1
OG0002736	NP_055454.1, XP_047273893.1	XP_026241680.1
OG0002737	NP_001357280.1	XP_026264565.1
OG0002738	NP_001374040.1	XP_026259891.1
OG0002739	NP_001119603.1, NP_002684.1	XP_026243879.1
OG0002740	XP_047305446.1, NP_001350608.1, NP_001397632.1, NP_001139541.1, NP_001111.3	XP_026251056.1
OG0002741	NP_001159524.1, NP_001159523.1, NP_001159526.1, NP_001159525.1, NP_004298.1, NP_001159522.1, NP_001317585.1, NP_001317587.1, NP_775098.2, XP_006714068.1	XP_026243309.1
OG0002742	XP_024309860.1, NP_068742.2, NP_001004358.1, NP_001004356.1, NP_001357225.1	XP_026235240.1
OG0002743	NP_071325.2, NP_602297.1, NP_998778.1	XP_026235221.1
OG0002744	NP_001291660.1, NP_001291661.1	XP_026249524.1, XP_026249523.1, XP_026249521.1, XP_026249522.1
OG0002745	NP_660349.1, XP_005269663.1	XP_026250449.1
OG0002746	NP_001028255.1, NP_071412.2, XP_005270085.1	XP_026250413.1
OG0002747	NP_510968.2, XP_047272876.1, NP_001295080.1, NP_001295079.1	XP_026244094.1
OG0002748	NP_001108603.2, NP_000056.2, XP_011512416.1	XP_026266030.1
OG0002749	XP_011521056.1	XP_026236622.1
OG0002750	NP_004196.4, XP_005271778.1	XP_026259281.1
OG0002751	NP_001387714.1, NP_001333181.1, NP_001333182.1, NP_065937.1, NP_001333183.1, NP_001333184.1, NP_001333186.1, NP_001333190.1, NP_001333189.1, NP_001333188.1, NP_001333187.1	XP_026248396.1
OG0002752	NP_001158252.1, NP_001158251.1, NP_109376.1, NP_001158253.1, NP_001121168.1, NP_004984.2, NP_001121169.2	XP_026250031.1
OG0002753	NP_001123562.1, NP_001123563.1, NP_001123564.1, XP_011522320.1, NP_112584.3	XP_026264501.1
OG0002754	NP_116241.2, NP_835739.1	XP_026264524.1
OG0002755	NP_005017.3	XP_026253678.1
OG0002756	NP_055755.1	XP_026248793.1, XP_026248794.1
OG0002757	NP_001137236.1	XP_026237973.1
OG0002758	XP_047276285.1, NP_853516.1	XP_026268994.1
OG0002759	NP_036260.2, XP_011539317.1	XP_026259105.1, XP_026261924.1, XP_026259123.1, XP_026259124.1
OG0002760	NP_003369.2, XP_005250618.1	XP_026252690.1
OG0002761	NP_001305181.1, NP_001411254.1, NP_001411255.1, NP_001337897.1, NP_115726.1, NP_001127868.1, NP_001127867.1, NP_001337898.1	XP_026261450.1
OG0002762	NP_055527.1, XP_005255780.1	XP_026256130.1, XP_026256128.1, XP_026256129.1
OG0002763	NP_057645.1	XP_026265029.1
OG0002764	XP_047289641.1, NP_001373544.1	XP_026241434.1
OG0002765	NP_001186102.1, NP_001186103.1, NP_071767.3, NP_001186104.1, NP_001338989.1, NP_001338988.1, XP_005255532.3, NP_001338986.1	XP_026241450.1
OG0002766	NP_055529.2, XP_006721053.1	XP_026241394.1, XP_026241392.1
OG0002767	NP_001336814.1, NP_848549.3, NP_001336813.1, NP_001336810.1, NP_001336811.1, XP_011539010.1	XP_026258550.1, XP_026258549.1
OG0002768	NP_001010898.1	XP_026258625.1
OG0002769	NP_065754.2, XP_011540114.1	XP_026258552.1
OG0002770	NP_001305819.1, XP_006721079.1, NP_443188.2	XP_026258259.1, XP_026258260.1, XP_026258258.1, XP_026258257.1
OG0002771	NP_001129976.1, NP_796376.2	XP_026252985.1
OG0002772	NP_001268222.1	XP_026257273.1, XP_026257274.1
OG0002773	NP_001287898.1, XP_005245440.1, NP_001380936.1, NP_067002.1, NP_001380937.1, NP_001287897.1, NP_001380938.1	XP_026261038.1, XP_026261039.1
OG0002774	NP_115699.1	XP_026260873.1
OG0002775	NP_001116311.1, NP_061333.2, NP_001274520.1, NP_001274515.1, NP_001274518.1, NP_001274521.1, NP_001116309.1, NP_001274517.1, NP_001274519.1, NP_001274516.1, XP_047281398.1	XP_026260772.1
OG0002776	NP_001351978.1, NP_001351977.1, NP_001351975.1, NP_001180424.1, NP_001351976.1, NP_001020278.1, NP_056656.3, NP_056655.3, NP_001102.3, XP_011507364.1, NP_001351974.1	XP_026260731.1
OG0002777	XP_006722621.1	XP_026255788.1
OG0002778	XP_011524100.1, NP_443143.2	XP_026243820.1
OG0002779	NP_009008.2	XP_026269759.1, XP_026269768.1, XP_026269751.1
OG0002780	XP_047286985.1, NP_001333102.1	XP_026252181.1
OG0002781	NP_001072989.1, NP_001389611.1, NP_001389615.1, NP_004977.2, NP_001389623.1, NP_001389622.1, NP_001389614.1, NP_001257943.1, NP_001389620.1, NP_001072990.1, NP_001389612.1	XP_026239871.1
OG0002782	NP_001341616.1, NP_001341614.1, NP_001291436.1, NP_001341615.1, NP_001341613.1, NP_008908.2, NP_001291437.1, XP_047287726.1, NP_001341611.1	XP_026240879.1
OG0002783	NP_001351101.1, XP_011534963.1, NP_777636.2	XP_026258488.1
OG0002784	NP_065164.2	XP_026257949.1
OG0002785	XP_005267905.1, NP_060789.2, NP_001008744.1, NP_001317134.1	XP_026250013.1
OG0002786	NP_001258211.1	XP_026267566.1
OG0002787	NP_001092872.1, XP_005268211.1	XP_026255224.1, XP_026255223.1
OG0002789	NP_004646.3	XP_026262422.1, XP_026262423.1
OG0002790	NP_009029.3	XP_026257498.1
OG0002791	NP_001291880.1, NP_001291882.1, NP_001291883.1, NP_001353232.1, NP_001291878.1, NP_001353231.1, NP_689678.1, NP_001291881.1, NP_001353230.1, XP_006721786.1	XP_026244800.1
OG0002792	XP_011522203.1, NP_000421.1	XP_026244563.1, XP_026244562.1
OG0002793	NP_004950.2	XP_026242287.1
OG0002794	NP_004686.1, NP_001258694.1, NP_001356597.1, XP_047292977.1	XP_026260672.1
OG0002795	NP_002480.1	XP_026253044.1
OG0002796	NP_001381616.1	XP_026254227.1, XP_026254229.1, XP_026254228.1
OG0002798	NP_057356.1, XP_005261372.1	XP_026261709.1, XP_026261708.1, XP_026261711.1, XP_026261710.1
OG0002799	NP_001336968.1	XP_026261760.1
OG0002800	NP_001397756.1, XP_011528205.1	XP_026266003.1, XP_026266004.1
OG0002801	XP_011510509.1, NP_004845.1	XP_026235323.1
OG0002802	NP_001358210.1, NP_001304992.1, XP_011531450.1, NP_001358212.1, NP_001358211.1	XP_026241552.1
OG0002803	NP_001137431.2	XP_026242964.1
OG0002804	NP_001159748.1, NP_055697.1, NP_001351750.1, XP_011531509.1, NP_001007232.2, NP_001159749.1, NP_001351749.1, NP_001351748.1	XP_026243028.1
OG0002805	NP_001608.1, NP_001171983.1, XP_011530804.1, NP_059522.1, NP_059516.2, NP_001171984.1	XP_026260910.1
OG0002806	NP_001350956.1, NP_001274511.1, NP_073720.1, NP_001350957.1, NP_001781.2, NP_001305027.1, NP_001350955.1, XP_005272202.1, NP_001274512.1	XP_026256999.1
OG0002807	NP_998839.1, XP_016870577.1, NP_001288155.1, NP_003280.2	XP_026236142.1
OG0002808	NP_006722.2, NP_001073270.1, NP_001338425.1, NP_001185892.1, NP_001338427.1, XP_011516670.1, NP_001338426.1, NP_001338429.1, NP_001338428.1, NP_001338430.1, NP_001338431.1	XP_026270349.1
OG0002809	NP_001229757.1	XP_026267022.1
OG0002810	NP_001188292.1, NP_001305815.1	XP_026266627.1
OG0002811	NP_001186871.1, NP_001372792.1, XP_016866048.1, NP_001372794.1, NP_055833.2, NP_001372787.1, NP_001372793.1, NP_001372786.1, NP_001372790.1, NP_001372789.1, NP_001372785.1	XP_026266191.1
OG0002812	NP_001332950.1, NP_001073950.1, NP_001332956.1, NP_001332957.1, NP_001332958.1, NP_001332954.1, NP_001332953.1, NP_001332952.1, NP_001332951.1, XP_005267227.1, NP_001332955.1	XP_026258314.1
