Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0002155	XP_005246300.1, NP_001130047.1, NP_001130046.1, NP_006046.1	XP_014317854.1
OG0002156	NP_653296.2, NP_001362590.1	XP_006103766.1
OG0002157	XP_011508130.1, NP_001269517.1, NP_001269518.1, NP_001269521.1, NP_067004.3	XP_023616470.1
OG0002158	NP_062456.1	XP_006082128.1
OG0002160	NP_006641.1	XP_006097734.1
OG0002165	NP_002413.1, NP_002416.1	XP_006094734.1
OG0002167	NP_001307438.1	XP_006092410.1
OG0002167	NP_001061.2	XP_006092412.2
OG0002168	NP_005361.2	XP_006099711.1
OG0002169	NP_004152.1	XP_006083336.1
OG0002170	NP_001411002.1, NP_001411000.1, NP_001411001.1, NP_001411005.1, NP_001411006.1, NP_001411003.1, NP_001411004.1, XP_047287155.1, NP_001188331.1, NP_001188330.1, NP_000144.2	XP_006087039.1
OG0002171	NP_000855.1	XP_014315775.1
OG0002172	XP_005246154.1, NP_064707.1	XP_006082750.1
OG0002173	NP_775925.1, XP_011531901.1, NP_001265618.1	XP_023613881.1
OG0002174	XP_005270806.1, NP_005254.2, NP_001120688.1, NP_001120687.1	XP_023613452.1
OG0002175	NP_001138527.1, NP_766632.2, NP_005690.2, NP_766630.2, NP_001138529.1, NP_001034749.1, XP_016872548.1, NP_001034748.1	XP_023614506.1
OG0002177	NP_001182257.1, NP_004242.1, XP_047298600.1	XP_014311229.1
OG0002179	NP_009035.3	XP_006108592.1
OG0002180	NP_002565.1, NP_859047.1, NP_859048.1, NP_001189360.1	XP_023617636.1, NP_001273946.1
OG0002181	NP_001189343.1, NP_001189342.1, NP_006057.1, NP_697021.1	XP_006098231.1, XP_006098229.1, XP_006098232.1, XP_006098230.1, XP_023617668.1, XP_023617669.1
OG0002182	NP_000981.1	XP_014305486.1
OG0002184	NP_001351048.1	XP_006081193.1
OG0002185	NP_001094286.1, NP_004261.1	XP_006089144.1
OG0002187	XP_024306933.1, NP_114097.2	XP_014309912.1
OG0002188	NP_005608.1	XP_006104533.1, XP_006104534.1
OG0002188	NP_001020241.1, NP_001020242.1	XP_014302308.1
OG0002189	NP_006736.1	XP_006081883.1
OG0002194	NP_835462.1, NP_001004460.1	XP_006089736.1, XP_006109114.1
OG0002198	NP_001278840.1, XP_016881270.1, NP_000520.1	XP_023601467.1
OG0002199	NP_001013757.1	XP_023608098.1
OG0002200	XP_016881524.1, NP_001120647.1, NP_001120648.1, NP_001356444.1, NP_001120646.1, NP_001356440.1, NP_001356439.1, NP_114145.2, NP_001356437.1	XP_023606574.1
OG0002201	NP_001356880.1, NP_149077.2, NP_001077005.1, NP_001356881.1, NP_001273922.1	XP_023603284.1
OG0002202	XP_054185658.1, NP_004533.1	XP_014310579.1
OG0002203	NP_067051.2, XP_011525496.1	XP_014305317.2
OG0002204	XP_006723349.1, NP_000942.1	XP_014305639.1
OG0002206	NP_001374688.1	XP_006098685.1
OG0002207	NP_001307841.1, XP_047294897.1	XP_023618114.1
OG0002208	NP_001029027.1, NP_001337894.1, NP_001337895.1, NP_001337896.1, XP_047281604.1, NP_071932.2, NP_001276007.1, NP_001276005.1, NP_001276008.1, NP_001029030.1, NP_001276006.1, NP_001029029.1	XP_006098914.1
OG0002209	NP_001131026.1	XP_006082208.1
OG0002210	NP_001188294.1	XP_014309263.1
OG0002211	NP_115551.2	XP_014307225.1
OG0002213	XP_011521137.1	XP_006106034.2
OG0002214	NP_001306071.1, NP_001306069.1, NP_001306068.1, NP_001616.1, NP_001306070.1, NP_037543.1, NP_001186128.1	XP_006094271.1
OG0002215	NP_001269501.1, NP_001269502.1, NP_001269503.1	XP_006102952.1
OG0002216	NP_060231.1, XP_016857180.1	XP_006094117.1
OG0002217	NP_000076.2, NP_004061.3	XP_023601709.1
OG0002218	NP_001035047.1	XP_006107186.1
OG0002219	NP_060313.3, XP_011527188.1, NP_001010974.1	XP_023617515.1
OG0002220	NP_001294990.1, NP_001294988.1, NP_001294989.1, NP_001294985.1, XP_024310132.1, NP_001294987.1, NP_001294986.1, NP_631903.1	XP_014319368.1, XP_006081224.1, XP_023604812.1
OG0002221	NP_001139567.1, NP_001139566.1, NP_001139568.1, XP_047288206.1, NP_055782.3	XP_023605069.1, XP_023604002.1
OG0002222	XP_005255023.1, NP_073604.3	XP_014304151.1
OG0002223	NP_001381482.1, NP_006059.2, XP_005262694.1	XP_023609422.1
OG0002224	NP_001171470.2, NP_001171469.2, NP_006415.3	XP_006093328.1
OG0002225	NP_001309365.1, NP_001309366.1, NP_001309363.1, NP_036339.1	XP_006089803.1
OG0002226	NP_001157847.1, NP_001161862.1	XP_023610909.1
OG0002227	NP_001356014.1, NP_001185728.1, NP_001185727.1, NP_001185729.1, NP_001356022.1, NP_001356024.1, NP_001356023.1	XP_023610906.1
OG0002228	NP_001351447.1, XP_024310095.1, NP_001351449.1, NP_001351450.1, NP_006416.3, NP_001351446.1, NP_001351451.1, NP_001351452.1	XP_006089115.1
OG0002229	NP_003305.1, NP_001269429.1	XP_006089120.1
OG0002230	NP_000328.2	XP_006089147.1
OG0002231	XP_047272558.1, NP_001304156.1	XP_023608541.1
OG0002232	XP_011544158.2, NP_004994.1	XP_006085930.1, XP_014308845.1
OG0002233	NP_001034750.1, NP_001305706.1, NP_001305705.1, NP_683708.1	XP_023603108.1
OG0002234	NP_997528.2, XP_011541119.1	XP_023620684.1
OG0002235	NP_444279.2, NP_001340131.1, NP_001340136.1, NP_001317053.1, NP_001340134.1, NP_001340133.1, NP_001340135.1, NP_001340137.1, NP_001340138.1, XP_016879617.1, NP_001032221.1, NP_001340132.1	XP_006102651.1
OG0002236	NP_001317545.1, XP_016856102.1, NP_982289.1, NP_001005353.1, NP_037542.1	XP_006085137.1, XP_006089842.1
OG0002237	NP_443172.1, NP_001243338.1, XP_006710391.1	XP_006087404.1
OG0002238	NP_714914.3, XP_005270514.1, NP_001186009.2, NP_001186010.2	XP_023608549.1
OG0002239	NP_001336537.1, NP_056030.1, XP_011539385.1, NP_001336541.1, NP_001336539.1, NP_001336538.1, NP_001397667.1, NP_001397666.1	XP_023600021.1
OG0002240	XP_005263481.1, NP_001116849.1, NP_009193.2	XP_023600019.1, XP_006102969.1, XP_006102968.1
OG0002241	XP_005256246.1, NP_113651.4, NP_001139523.1	XP_023608341.1
OG0002242	NP_057048.2, NP_057224.2, XP_024306062.1	XP_006099474.1, XP_014320419.1
OG0002244	NP_001307256.1	XP_006086790.1, XP_006088270.1
OG0002245	XP_047277012.1	XP_023609228.1
OG0002246	NP_001350422.1	XP_023609642.1
OG0002247	NP_659570.1, NP_001305013.1, NP_001305012.1, XP_016867410.1, NP_001305011.1, NP_055384.1	XP_014307804.1
OG0002249	NP_001127812.1, NP_115678.1	XP_014309480.1
OG0002250	XP_005255658.2, NP_079469.2	XP_006103547.2
OG0002251	NP_001135971.1, NP_001135972.1, NP_612448.1, XP_005255135.1	XP_014312842.2, XP_006109094.1
OG0002252	NP_660295.3, XP_054187852.1	XP_014304281.1, XP_014304285.1
OG0002253	NP_001013682.2, XP_011539753.1	XP_006105143.2
OG0002254	XP_011539749.1, NP_001012425.1	XP_014315044.1
OG0002255	NP_003234.2, XP_006710930.1, NP_001182613.1, NP_001182612.1	XP_014315066.1
OG0002256	XP_047288897.1, NP_001356420.1	XP_006093967.2
OG0002257	XP_005245324.2	XP_006089932.1
OG0002258	NP_001382128.1, NP_001116242.1, XP_006711641.1	XP_023609713.1
OG0002259	NP_068589.1, XP_011508155.1	XP_023617328.1
OG0002260	NP_001185832.1, NP_115668.4, NP_001269790.1, NP_001269785.1, NP_001269789.1, NP_001269787.1, XP_006711456.1	XP_014319042.1
OG0002261	NP_997080.1	XP_006097920.1
OG0002262	NP_001186275.1, NP_001030177.1	XP_023606614.1, XP_006085162.1, XP_006093233.1
OG0002263	NP_001309201.1	XP_014301023.1
OG0002264	NP_001139131.1, NP_940897.2, NP_001265436.1, NP_001008747.1, NP_848656.2, NP_758441.2	XP_023611568.1
OG0002264	XP_024305360.1, NP_001316143.1	XP_014320273.1
OG0002265	NP_543143.1, XP_011534727.1, NP_955453.1	XP_023616520.1, XP_006097015.1
OG0002266	NP_001309166.1, NP_001309164.1, NP_001309161.1, NP_001309167.1, NP_001309163.1, NP_001309156.1, NP_001309159.1, NP_001309160.1, NP_001309157.1, NP_001309165.1, NP_001309158.1, NP_001309162.1, NP_004746.2	XP_006104766.1
OG0002267	NP_000615.3	XP_006108717.1, XP_014305656.1
OG0002268	NP_001258834.1, NP_001258835.1, NP_001258833.1, NP_057556.2	XP_006098349.1, XP_006098350.1
OG0002269	NP_001335580.1, NP_001335581.1, NP_689539.1	XP_006109929.1, XP_006107979.1
OG0002270	XP_024304553.1	XP_023604183.1, XP_006109054.1
OG0002276	NP_002257.1, NP_001307540.1	XP_006092502.1
OG0002277	NP_001001349.1	XP_006092454.1
OG0002278	NP_116741.2, NP_005055.3, NP_665905.2	XP_014301801.1, XP_014301799.1, XP_023600981.1, XP_014305681.1
OG0002279	NP_066961.2, XP_047279784.1	XP_023605181.1, XP_006109389.2
OG0002280	XP_006717354.1, NP_031397.1	XP_006107900.1
OG0002281	NP_001361619.1, NP_001070833.1, NP_001340127.2, NP_001361618.1, NP_001340126.2, NP_001070834.1, NP_001340123.1, NP_001361622.1, NP_009102.4, NP_001340122.2, XP_011516442.1, NP_001129585.1	XP_006105867.1
OG0002282	NP_006667.3, NP_001008563.2, NP_001103773.2	XP_014302523.1, XP_023601715.1, XP_006104835.1
OG0002283	NP_778204.1	XP_006102140.1
OG0002284	NP_001361242.1, NP_001361243.1, NP_001361235.1, NP_001027392.1, NP_001361240.1, NP_001361238.1, NP_001361241.1, NP_001361239.1	XP_006102157.2
OG0002285	NP_065975.1, NP_001291293.1, NP_001291292.1	XP_023615900.1, XP_006096350.1, XP_006096349.1
OG0002286	NP_001162580.1, NP_001162581.1, NP_001162582.1, NP_005129.2	XP_023602971.1, XP_023602968.1, XP_023602967.1, XP_023602970.1, XP_023602972.1, XP_023602969.1
OG0002288	NP_000253.1, NP_001349777.1, NP_001349779.1	XP_014319614.1
OG0002289	NP_114116.3, XP_016884058.1	XP_014304345.1
OG0002290	NP_055570.1	XP_006083340.2
OG0002291	NP_671709.2	XP_006088132.1
OG0002292	NP_001129119.1	XP_023607887.1, XP_014309344.1, XP_023607886.1, XP_006086594.1, XP_014309343.1
OG0002293	NP_680545.1, NP_680544.1	XP_023618234.1
OG0002294	NP_001129471.2	XP_006102779.1
OG0002295	NP_060846.2, XP_047279517.1, NP_056284.1	XP_006088130.1
OG0002296	NP_001363447.1, NP_001363450.1, NP_001363448.1, NP_001363451.1, NP_001363453.1, NP_004821.2, NP_001257451.1, NP_001257450.1, XP_011534559.1, NP_001363449.1, NP_001363452.1, NP_057063.2, NP_001363446.1	XP_014307406.1
OG0002297	NP_588608.1	XP_006093293.1
OG0002298	NP_001309265.1, NP_001309268.1, NP_001309266.1, NP_001309264.1, XP_047274090.1, NP_219479.2	XP_006090411.1, XP_023610946.1
OG0002299	NP_001137429.1, NP_110411.1, XP_006715633.1	XP_023615529.1
OG0002300	NP_116259.2, NP_056306.1, NP_001309335.1, NP_001309344.1, NP_001309343.1, NP_001309337.1, NP_001309334.1, NP_001309341.1, NP_001309342.1, NP_001309339.1, XP_005266969.4, NP_001309345.1	XP_006095902.1
OG0002301	NP_001337483.1, NP_001308009.1	XP_014321926.1
OG0002303	NP_001099147.2, NP_001288162.1	XP_014323821.2
OG0002304	NP_114124.1, XP_047295454.1	XP_023620449.1
OG0002304	NP_619638.2	XP_006109726.2
OG0002305	NP_001137407.1	XP_014320101.1
OG0002306	NP_001093128.1, NP_060804.3, NP_001093130.1	XP_006085379.1, XP_014308222.1
OG0002308	NP_001307107.1, NP_001356494.1, NP_075558.2, XP_005271193.1	XP_006087328.3
OG0002309	NP_001281276.1, NP_005193.1	XP_023614316.1
OG0002310	NP_001374194.1, NP_001374197.1, NP_001374195.1, NP_001374198.1, NP_001374201.1, NP_001374199.1, NP_001374200.1, NP_950245.2, NP_001374196.1, NP_001243057.1, NP_001243056.1	XP_006087330.1
OG0002312	NP_001335623.1, NP_001103447.1, XP_005263256.1	XP_006081839.1
OG0002313	XP_011529906.1, NP_001291287.1, NP_777560.2	XP_023612894.1
OG0002314	NP_001026860.2, XP_047277031.1, NP_001358179.1, NP_055505.3, NP_001358182.1, NP_001358181.1, NP_001358180.1, NP_001265226.1, NP_001358178.1, NP_001358177.1	XP_023614659.1
OG0002315	NP_954655.1, NP_001280014.1, NP_001715.1, XP_011514829.1	XP_006088389.1
OG0002316	NP_001259001.1, XP_016867434.1	XP_023620324.1, XP_006101092.1, XP_023604041.1, XP_023604040.1
OG0002317	NP_001350115.1	XP_023616604.1, XP_006097096.1
OG0002318	NP_001309134.1, NP_001309135.1, NP_001309136.1	XP_006086255.2
OG0002319	NP_002086.1	XP_006098318.1, XP_023607586.1
OG0002320	NP_001278257.1, NP_001139182.1	XP_006091762.1
OG0002321	NP_115642.4	XP_023619245.1
OG0002322	NP_849161.2, XP_016859475.1	XP_006110147.1
OG0002323	NP_001340896.1	XP_006096836.1
OG0002324	NP_115681.1	XP_006096941.3
OG0002325	NP_001310837.1, NP_653219.1, NP_001310839.1, NP_001310842.1, NP_001310841.1, NP_001310836.1, NP_001310835.1, NP_001310840.1, NP_001310838.1	XP_014316789.1
OG0002326	NP_001013375.1, NP_001005204.1, NP_001013374.2	XP_006091985.1, XP_014313937.1
OG0002327	NP_001305652.1, NP_001305650.1, NP_057590.3, NP_001305651.1, NP_001305653.1, NP_001305654.1, NP_060565.4, NP_001305649.1, NP_001305647.1, NP_001305646.1, NP_001305648.1, NP_001305645.1	XP_014314032.1, XP_014314031.1
OG0002328	NP_006773.2	XP_006104404.1
OG0002329	NP_055302.1	XP_006081775.1
OG0002330	NP_001171916.1, NP_001171915.1, NP_001171919.1, NP_001171917.1, NP_001171918.1, NP_001171920.1, NP_002485.1	XP_014310680.1
OG0002331	NP_001308677.1, NP_001308673.1, NP_001308674.1, NP_001308672.1, NP_001308675.1, NP_001308676.1, NP_001009993.2, XP_016858816.1	XP_014308475.2
OG0002332	XP_047302226.1, NP_004679.2	XP_023617994.1
OG0002333	NP_001362988.1, NP_003856.1, NP_001362989.1, NP_001362990.1, XP_005265583.1, NP_001362987.1	XP_023611486.1, XP_006090928.1
OG0002334	NP_060867.2	XP_023611453.1
OG0002335	NP_003034.2, NP_001127839.2, XP_006713370.1	XP_014306746.1, XP_006083853.1, XP_006083852.1
OG0002336	NP_942559.1, NP_001357457.1	XP_023609818.1
OG0002337	XP_047304521.1, NP_060916.1, NP_001010983.1, NP_001265210.1, NP_001265209.1, NP_690909.1	XP_023611436.1
OG0002338	NP_001185827.1, NP_001303260.1, NP_001185825.1, NP_001185824.1, NP_000657.1, NP_001185826.1	XP_006106511.1
OG0002339	NP_001138531.1	XP_023601764.1
OG0002340	NP_001278213.1	XP_014306202.1
OG0002341	NP_001005909.1, NP_057375.2	XP_014303609.2
OG0002342	NP_078788.2	XP_023603304.1
OG0002343	NP_003712.1, NP_001357162.1, NP_001357165.1, NP_001357164.1, NP_001265657.1, NP_604389.1, NP_001357163.1, NP_001265656.1, NP_001357166.1, XP_047295542.1, NP_001357167.1	XP_006100458.1
OG0002344	NP_001350475.1	XP_023619101.1, XP_014320616.1
OG0002345	NP_001305665.1, XP_005274349.1, NP_079001.2, NP_001305666.1, NP_001350523.1	XP_023617610.1, XP_006098149.1
OG0002346	NP_115649.1	XP_014311133.1, XP_006092966.1
OG0002347	NP_065849.1, XP_047283288.1	XP_014313357.2
OG0002348	NP_067023.1, XP_011543494.1, NP_001123506.1	XP_006100529.1
OG0002349	NP_116260.2, NP_689408.1, XP_047283714.1	XP_014321643.1, XP_006100541.1
OG0002350	NP_001005163.1	XP_006094614.1
OG0002351	XP_006713185.1, NP_001123882.1, NP_001598.1	XP_023619151.1
OG0002352	XP_005247285.1, NP_001078518.1	XP_006108396.1
OG0002353	XP_016883449.1, NP_817127.1, NP_065074.1	XP_006088012.1
OG0002354	NP_004789.1, XP_047296545.1	XP_014311937.1
OG0002355	NP_056326.2, XP_006723833.1, NP_001258803.1	XP_006089556.1
OG0002356	NP_004817.2	XP_023615298.1
OG0002357	NP_001092805.1, NP_001350241.1, NP_055574.3, NP_001350240.1	XP_006100787.1, XP_023620080.1
OG0002358	NP_005374.2	XP_023615321.1
OG0002359	NP_878908.4, NP_001365019.1, XP_011515961.1	XP_023612504.1
OG0002360	NP_112589.1	XP_014307115.1
OG0002362	NP_001073875.1, NP_001371912.1	XP_014309567.1
OG0002363	NP_009141.2, XP_005268664.1	XP_006095727.1
OG0002364	NP_001334788.1, NP_001334786.1, NP_001094096.1, NP_006450.2, NP_001334790.1, NP_001334787.1, NP_001334785.1, NP_001334789.1	XP_006101778.1
OG0002365	XP_011538453.1, NP_078817.2	XP_006095933.1
OG0002366	NP_001307522.1, NP_001307521.1, NP_001307520.1, NP_001112.2, NP_063968.1, NP_058432.1, XP_024303562.1	XP_006088173.1
OG0002367	NP_001304978.1	XP_006085354.1
OG0002368	NP_001338302.1, NP_057538.1, NP_001273349.1	XP_014310252.1
OG0002369	NP_001138229.1, NP_001355248.1	XP_023608608.1
OG0002370	NP_057097.2, XP_006720618.1	XP_006093107.1
OG0002371	XP_047288291.1, NP_694992.2	XP_014314981.2
OG0002372	NP_078887.2, NP_001018099.1, XP_011520311.1	XP_006097573.1
OG0002373	NP_849190.2, XP_005254216.1	XP_023613589.1
OG0002374	NP_004956.5	XP_014309619.1, XP_023620809.1
OG0002375	XP_047296798.1, NP_061837.3, NP_001307466.1	XP_006103956.1
OG0002376	NP_001026890.2	XP_006096659.1
OG0002377	NP_938022.2, XP_005262993.1	XP_023606065.1
OG0002378	NP_001340383.1	XP_023606109.1
OG0002379	NP_778226.1, XP_016861192.1	XP_023614615.1
OG0002380	NP_001340254.1	XP_006109264.3
OG0002381	NP_071432.2	XP_023606272.1
OG0002381	NP_619649.1	XP_006106059.1
OG0002382	NP_003097.1	XP_006084990.1
OG0002382	NP_005625.2	XP_006082371.1
OG0002383	NP_001362517.1, NP_001362516.1	XP_006084874.1, XP_006109390.1, XP_006084873.1, XP_014307838.2
OG0002384	NP_001095886.1	XP_014307731.1, XP_014307727.1, XP_014305828.2, XP_014307725.1, XP_023606265.1, XP_023606268.1, XP_014307728.1, XP_023606269.1, XP_023606248.1
OG0002386	NP_001361676.1	XP_006092995.1
OG0002387	NP_002105.3, XP_011512850.1	XP_006093003.2
OG0002388	NP_001184162.1, NP_008980.1, NP_008926.2, NP_001184166.1, XP_005248854.1, NP_001184167.1, NP_001184169.1, NP_853509.1, NP_001184168.1	XP_014303417.1
OG0002390	NP_001362917.1, NP_060164.3, NP_001362915.1, XP_011509670.1, NP_001362916.1, NP_001362921.1, NP_001362918.1, NP_001362919.1	XP_006098460.2
OG0002390	NP_001362922.1, NP_001362923.1	XP_006082413.1
OG0002391	XP_011509671.1, NP_060229.3	XP_006082494.1
OG0002392	NP_002716.1, NP_958505.1	XP_006096976.1, XP_006096977.1
OG0002393	XP_011529410.1, NP_001129212.1, NP_001353904.1, NP_001353907.1, NP_001353906.1, NP_001353905.1, NP_001353908.1, NP_001353909.1, NP_001034671.3	XP_023608738.1
OG0002394	NP_003653.1, NP_001018119.1	XP_014311207.1, XP_006088642.1
OG0002395	NP_005381.1	XP_006084701.1
OG0002395	NP_001166925.1, XP_016885063.1	XP_006088608.1
OG0002396	NP_071335.1	XP_023613278.1
OG0002397	NP_001341909.1, NP_001354699.1	XP_023608754.1
OG0002399	NP_001184178.1, NP_001184177.1, NP_008978.2, NP_001184175.1, NP_001184176.1, XP_006715042.1, NP_001138481.1, NP_919423.1, NP_001229732.1, NP_932078.2, NP_008925.1, NP_001138480.1, NP_008979.3, XP_047274076.1	XP_023603030.1, XP_023603029.1, XP_023603032.1, XP_023603028.1, XP_023605141.1, XP_023604139.1
OG0002402	NP_001368874.1, NP_001368877.1, NP_001368876.1, NP_001368872.1, NP_001368873.1, NP_003346.2	XP_006100518.1
OG0002404	NP_000979.1	XP_006092385.1
OG0002405	XP_016885213.1, NP_001702.1	XP_023608792.1, XP_014310379.1
OG0002406	XP_016876627.1, NP_001358465.1, NP_835369.1, NP_835368.1, NP_001358463.1, NP_001358462.1	XP_006091039.1
OG0002407	NP_004788.1, NP_001171271.1	XP_006084860.1
OG0002409	NP_000825.2, NP_001400921.1	XP_023605580.1
OG0002410	NP_001273033.1, NP_001273039.1, NP_001273034.1, NP_001273038.1, NP_001035897.1, NP_000077.1	XP_023602205.1
OG0002411	XP_047294235.1	XP_023599732.1
OG0002411	NP_000753.3, NP_000755.2	XP_006102692.1
OG0002412	NP_072045.1	XP_006105528.1
OG0002413	NP_001252524.1, XP_047274033.1, NP_001172110.1, NP_055075.1, NP_001252525.1	XP_006105521.1
OG0002414	NP_002750.1, NP_001129124.1, NP_001129123.1, XP_011531289.1	XP_023604154.1, XP_023604426.1, XP_023601993.1
OG0002416	NP_076408.1	XP_006084302.1
OG0002419	NP_001157637.1, NP_057199.1, NP_001188894.1, NP_665862.1	XP_023602630.1, XP_006083411.2, XP_006083413.1, XP_014302828.1
OG0002420	NP_937863.1, NP_003083.1	XP_014310621.1, XP_023608977.1, XP_006088034.1
OG0002423	NP_001305732.1, NP_660352.1, NP_001258400.1, NP_001192067.1	XP_023614510.1
OG0002425	NP_001015892.1, NP_003178.1	XP_014307625.1, XP_023606885.1
OG0002426	NP_001307525.1	XP_006092504.1
OG0002427	NP_002515.1	XP_006092546.1
OG0002428	NP_006794.1, NP_001127768.1	XP_006097118.1, XP_023616618.1
OG0002429	NP_001349953.1	NP_001278669.1
OG0002434	NP_001392689.1, NP_001005170.2, NP_001005169.1	XP_014316236.1
OG0002435	NP_997243.2	XP_023609968.1
OG0002437	XP_006722457.1, NP_872317.1	XP_023611383.1
OG0002438	XP_006722615.1, NP_001137301.1, NP_079490.1	XP_023608374.1
OG0002439	NP_001357256.1, NP_001036148.2, NP_775105.1, XP_047274556.1	XP_023605931.1
OG0002440	NP_060379.2	XP_006102269.1, XP_023599412.1
OG0002441	NP_064518.1	XP_023602635.1
OG0002442	NP_004963.1, NP_001309124.1, NP_001309123.1, NP_001309125.1, NP_001309133.1, NP_001309127.1, NP_001309128.1	XP_014315881.1
OG0002443	XP_005258758.1	XP_014305484.1
OG0002446	NP_071448.1	XP_023604465.1
OG0002447	NP_001258678.1, NP_001258679.1, NP_060955.1	XP_014305884.1
OG0002448	XP_047281962.1	XP_006093798.1, XP_023613855.1
OG0002449	NP_001033692.2	XP_006081420.1
OG0002450	NP_001276091.1, NP_001276092.1, XP_047290724.1, NP_115645.4	XP_014302873.2
OG0002451	NP_002959.2, XP_047290398.1, NP_001121364.1	XP_023604045.1
OG0002452	NP_001035531.2	XP_006094290.1, XP_014315979.1
OG0002453	NP_001336645.1, XP_011539841.1, NP_001336644.1, NP_057095.4	XP_006097298.1
OG0002454	XP_011539461.1, NP_055128.1	XP_014322841.1, XP_006102042.1
OG0002455	NP_001191013.1, NP_001191018.1, NP_001191017.1, NP_877421.2	XP_023614096.1, XP_006094053.1
OG0002456	NP_001128719.1, NP_001128720.1, NP_059453.1, XP_047276983.1, NP_002394.1	XP_006107374.1
OG0002457	XP_011540428.1, NP_112169.2	XP_006105812.1
OG0002458	NP_001316485.1	XP_023599037.1
OG0002459	NP_000910.2, NP_001351512.1, NP_001351513.1, XP_011541721.1, NP_001306872.1, NP_001170777.1, NP_001351511.1, NP_001351514.1, NP_001351519.1, NP_620121.1, NP_620177.1	XP_014321990.1
OG0002460	NP_066285.1, NP_005645.1	XP_014302743.1
OG0002461	NP_001858.1	XP_006081296.1
OG0002462	NP_000785.1	XP_023617219.1, XP_023617218.1, XP_023617221.1
OG0002463	NP_008905.1, NP_001311105.1, NP_001265100.1, NP_001311106.1, NP_001311104.1, NP_001265103.1, NP_001265107.1, NP_001265108.1, NP_001265105.1, NP_001265104.1, NP_001265106.1, NP_001265102.1, NP_008885.1, NP_001311107.1, XP_016872106.1, NP_001265099.1, NP_001291962.1	XP_023620467.1
OG0002464	NP_116186.1, NP_001185625.1	XP_023619368.1
OG0002465	XP_006717968.1	XP_023619493.1
OG0002466	NP_071900.2, NP_001396230.1, NP_001396231.1, NP_001396232.1, NP_001396233.1, NP_001396234.1, NP_758859.2, NP_001396237.1, NP_001396238.1, NP_001396236.1, NP_001396235.1, NP_001352613.2	XP_006081669.1
